Orthogroup	schistosoma_mansoni	opisthorchis_viverrini
OG0006004	Smp_176300.1	T265_13739
OG0006005	Smp_334150.1	T265_15287
OG0006006	Smp_245510.1	T265_02947
OG0006007	Smp_051290.1, Smp_051290.2	T265_13795
OG0006008	Smp_172640.1	T265_00318
OG0006009	Smp_043610.2	T265_12041, T265_15230
OG0006010	Smp_092750.1	T265_01682
OG0006011	Smp_134800.1	T265_00506
OG0006012	Smp_246340.1	T265_08137
OG0006013	Smp_333410.1	T265_15196
OG0006014	Smp_069170.1	T265_02209
OG0006015	Smp_042740.1	T265_01224
OG0006016	Smp_247430.1	T265_00151
OG0006017	Smp_149130.1	T265_00153
OG0006018	Smp_149400.1	T265_05377
OG0006019	Smp_343640.1	T265_07921, T265_12602
OG0006021	Smp_059200.1	T265_05821
OG0006022	Smp_013300.1	T265_02028
OG0006023	Smp_341190.1	T265_00867
OG0006024	Smp_194900.1	T265_12539
OG0006026	Smp_056440.1	T265_09387
OG0006027	Smp_340110.1	T265_02114
OG0006028	Smp_046800.1	T265_06858
OG0006029	Smp_021800.1	T265_03845
OG0006030	Smp_336360.1	T265_07048, T265_16154
OG0006031	Smp_124740.1	T265_05494
OG0006032	Smp_322970.1	T265_14178
OG0006033	Smp_161400.1	T265_09128
OG0006034	Smp_161500.1	T265_10670
OG0006035	Smp_340360.1	T265_01354
OG0006037	Smp_039000.1	T265_11799
OG0006038	Smp_072720.1	T265_01505
OG0006039	Smp_333860.1	T265_00295
OG0006040	Smp_350090.1	T265_08498
OG0006043	Smp_341220.1	T265_08369
OG0006044	Smp_092490.1	T265_10305
OG0006045	Smp_201130.2, Smp_201130.1	T265_04338
OG0006046	Smp_157070.1	T265_08037
OG0006047	Smp_173410.1	T265_05746
OG0006048	Smp_080530.1	T265_14751
OG0006049	Smp_210380.1	T265_06032
OG0006050	Smp_074930.1, Smp_074930.2	T265_01164
OG0006051	Smp_343530.1	T265_13008
OG0006052	Smp_149980.1	T265_01643, T265_12947
OG0006053	Smp_000180.1	T265_12566
OG0006054	Smp_243660.1	T265_14672
OG0006055	Smp_245300.1	T265_01190
OG0006056	Smp_146810.1	T265_09364
OG0006058	Smp_044950.1	T265_01441
OG0006059	Smp_149900.1	T265_04869
OG0006060	Smp_346920.1	T265_13511
OG0006061	Smp_169300.1	T265_01621
OG0006062	Smp_175680.1, Smp_175680.2	T265_04461
OG0006063	Smp_139180.1	T265_09923
OG0006066	Smp_059880.1	T265_07753
OG0006067	Smp_051360.1	T265_01485
OG0006068	Smp_072210.1	T265_12800
OG0006069	Smp_319660.1, Smp_144720.1	T265_00728, T265_16346
OG0006070	Smp_138350.1	T265_15112
OG0006071	Smp_175230.1	T265_02929
OG0006072	Smp_146710.1	T265_10623
OG0006073	Smp_048930.1	T265_06995
OG0006074	Smp_147050.1	T265_07348
OG0006075	Smp_073690.1	T265_11346
OG0006076	Smp_023230.1	T265_00294
OG0006077	Smp_157620.1	T265_04114
OG0006079	Smp_337240.1	T265_02701
OG0006080	Smp_152850.1	T265_13358
OG0006081	Smp_043940.1	T265_09866
OG0006082	Smp_196370.1, Smp_196370.2	T265_07611
OG0006083	Smp_064400.1	T265_02310
OG0006085	Smp_149330.1	T265_04853
OG0006086	Smp_098850.1	T265_09099
OG0006087	Smp_213880.1	T265_08017
OG0006088	Smp_050250.1	T265_00027
OG0006090	Smp_131360.1	T265_13855
OG0006091	Smp_053820.1	T265_12290, T265_15429
OG0006092	Smp_076600.1	T265_01843
OG0006093	Smp_159180.1	T265_01206
OG0006094	Smp_173000.1	T265_12458
OG0006095	Smp_102510.1	T265_07126
OG0006096	Smp_161140.1	T265_06953
OG0006097	Smp_096750.1, Smp_329590.1	T265_07749
OG0006098	Smp_342000.1	T265_10302
OG0006099	Smp_304800.1	T265_13774
OG0006100	Smp_323890.1	T265_00893
OG0006101	Smp_083740.1	T265_06530
OG0006102	Smp_041890.1	T265_03871
OG0006103	Smp_142560.1	T265_08234
OG0006104	Smp_030220.1	T265_07156
OG0006105	Smp_331660.1, Smp_178810.1	T265_02379
OG0006106	Smp_052890.1	T265_14363, T265_16286
OG0006107	Smp_066960.1	T265_04785
OG0006108	Smp_156850.2, Smp_308910.1, Smp_156850.1	T265_10524
OG0006109	Smp_053120.1	T265_12532
OG0006110	Smp_172460.1	T265_04314
OG0006111	Smp_038330.1	T265_08178
OG0006112	Smp_158180.1	T265_08901
OG0006113	Smp_134230.2, Smp_134230.1	T265_09557
OG0006114	Smp_211300.1	T265_13613
OG0006115	Smp_347730.1	T265_11567
OG0006116	Smp_124590.1	T265_03865
OG0006117	Smp_346270.1	T265_00135
OG0006118	Smp_032580.1	T265_15436
OG0006120	Smp_040280.1	T265_07064
OG0006121	Smp_173650.1	T265_15292
OG0006122	Smp_140900.1	T265_00758
OG0006123	Smp_341140.1	T265_01160
OG0006124	Smp_002740.1	T265_08959, T265_11073
OG0006127	Smp_149710.1	T265_03470
OG0006128	Smp_008120.1	T265_04746
OG0006129	Smp_058470.1	T265_03091, T265_03090
OG0006130	Smp_141330.1	T265_08572
OG0006131	Smp_127500.1, Smp_127500.2	T265_01167
OG0006132	Smp_311170.1	T265_00097
OG0006133	Smp_001120.1	T265_13035
OG0006134	Smp_155060.1	T265_06562
OG0006135	Smp_142930.1	T265_01602
OG0006136	Smp_160180.1	T265_10637
OG0006139	Smp_064950.1	T265_06487
OG0006140	Smp_027500.1, Smp_027500.2	T265_12439
OG0006141	Smp_129060.1	T265_03619
OG0006143	Smp_096270.1	T265_15582
OG0006144	Smp_018530.1	T265_13033
OG0006145	Smp_054810.1	T265_04145
OG0006146	Smp_042080.1	T265_16067
OG0006147	Smp_046500.1, Smp_046500.2	T265_09593
OG0006148	Smp_001020.1	T265_12467, T265_12466
OG0006149	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1	T265_03687
OG0006150	Smp_125780.1	T265_08342
OG0006151	Smp_196690.1	T265_04465
OG0006153	Smp_343190.1	T265_15142
OG0006154	Smp_074150.1	T265_08894
OG0006155	Smp_039740.1	T265_10165
OG0006156	Smp_070020.1	T265_03960
OG0006157	Smp_345290.1, Smp_163030.1	T265_07598
OG0006158	Smp_163720.1	T265_15372
OG0006159	Smp_154980.1	T265_01099
OG0006160	Smp_060270.1	T265_04379
OG0006161	Smp_103380.1	T265_00754, T265_04662
OG0006162	Smp_335750.1	T265_03680
OG0006163	Smp_064640.1	T265_09146
OG0006164	Smp_148160.1	T265_00257
OG0006165	Smp_079010.1	T265_12640
OG0006166	Smp_004680.1	T265_03856
OG0006167	Smp_101450.1, Smp_330330.1	T265_01644, T265_12127
OG0006168	Smp_005290.1	T265_09199
OG0006170	Smp_146900.1	T265_06485
OG0006171	Smp_134160.1	T265_14923
OG0006172	Smp_211150.1	T265_04755
OG0006173	Smp_016990.1	T265_12668
OG0006174	Smp_054230.1, Smp_054220.1	T265_11215
OG0006175	Smp_158640.1	T265_04330
OG0006177	Smp_091730.1	T265_04160
OG0006178	Smp_002010.1	T265_09140
OG0006180	Smp_059750.1	T265_00291, T265_08122
OG0006181	Smp_149110.1	T265_14229
OG0006182	Smp_126670.1	T265_10119
OG0006186	Smp_198360.1	T265_07077
OG0006187	Smp_152090.1	T265_04136
OG0006188	Smp_056080.1	T265_11536
OG0006225	Smp_030250.1	T265_04195
OG0006226	Smp_068220.1	T265_06962
OG0006227	Smp_147420.1	T265_05575
OG0006228	Smp_186930.1	T265_06400
OG0006229	Smp_054310.1	T265_11944, T265_12321
OG0006230	Smp_315720.1	T265_08353
OG0006231	Smp_247210.1	T265_05886
OG0006234	Smp_267080.1	T265_07777
OG0006235	Smp_213730.1	T265_13669
OG0006236	Smp_196810.1	T265_00536
OG0006237	Smp_049680.1	T265_02604
OG0006238	Smp_072970.1	T265_04894
OG0006239	Smp_247570.1	T265_05714
OG0006241	Smp_022090.1	T265_00315
OG0006242	Smp_343950.1	T265_11186
OG0006243	Smp_061650.1	T265_13406
OG0006245	Smp_155620.1	T265_13952
OG0006246	Smp_067890.1	T265_12114
OG0006247	Smp_051080.1	T265_10497
OG0006248	Smp_046290.1	T265_09974, T265_09975
OG0006249	Smp_146940.1	T265_12552
OG0006250	Smp_008500.1	T265_08806
OG0006251	Smp_244310.1	T265_04439
OG0006252	Smp_301800.1	T265_03818
OG0006253	Smp_300090.1	T265_09495
OG0006254	Smp_104450.1	T265_10255
OG0006255	Smp_332460.1	T265_12577
OG0006256	Smp_148540.1	T265_11234
OG0006257	Smp_033400.2, Smp_033400.1	T265_09703
OG0006258	Smp_342580.1	T265_12589
OG0006259	Smp_300150.1	T265_14257
OG0006260	Smp_089700.1	T265_06942, T265_06943
OG0006261	Smp_114565.1	T265_00088, T265_00089
OG0006262	Smp_117390.1, Smp_331940.1	T265_09323
OG0006264	Smp_313640.1, Smp_313640.2	T265_15190
OG0006265	Smp_099320.1	T265_01075
OG0006266	Smp_169030.1	T265_05275
OG0006267	Smp_247190.1	T265_14701
OG0006269	Smp_161290.1	T265_08086
OG0006270	Smp_168610.1	T265_15004
OG0006272	Smp_341060.1	T265_08414
OG0006273	Smp_342950.1	T265_04110
OG0006274	Smp_136690.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	Smp_053990.1	T265_14969
OG0006276	Smp_170210.1	T265_07118
OG0006277	Smp_241950.1	T265_13414
OG0006278	Smp_040110.1	T265_02316, T265_15671
OG0006279	Smp_049520.1	T265_14327
OG0006280	Smp_017880.1	T265_09871
OG0006281	Smp_140370.1	T265_15811
OG0006282	Smp_334340.1	T265_11224
OG0006283	Smp_308360.1	T265_05049
OG0006284	Smp_312770.1	T265_02188
OG0006285	Smp_047460.1	T265_00313
OG0006286	Smp_213040.1	T265_00546
OG0006288	Smp_342270.1	T265_00770
OG0006289	Smp_334330.1	T265_14976
OG0006290	Smp_342650.1	T265_03916
OG0006291	Smp_096000.1	T265_08125
OG0006292	Smp_100070.1	T265_00669
OG0006293	Smp_031720.1	T265_08152
OG0006294	Smp_159560.1	T265_09717
OG0006295	Smp_022990.1	T265_11139
OG0006296	Smp_332610.1	T265_09675
OG0006299	Smp_346660.1	T265_09982, T265_06697
OG0006300	Smp_021730.1	T265_12045
OG0006301	Smp_322610.1	T265_15886, T265_12313
OG0006302	Smp_047740.1	T265_07637
OG0006303	Smp_133860.1	T265_14450
OG0006304	Smp_315860.1, Smp_315860.2	T265_00048
OG0006305	Smp_100140.1	T265_10720
OG0006306	Smp_151920.1	T265_09242
OG0006307	Smp_342080.1, Smp_342080.2	T265_09818
OG0006308	Smp_315840.1	T265_14763
OG0006309	Smp_336750.1	T265_15194
OG0006310	Smp_044580.1	T265_03045
OG0006311	Smp_099420.1	T265_04307
OG0006312	Smp_087330.1	T265_02160
OG0006313	Smp_059100.1	T265_13064
OG0006314	Smp_141610.1	T265_02327
OG0006315	Smp_130340.1	T265_02744
OG0006316	Smp_100090.1	T265_10726
OG0006317	Smp_094560.1	T265_00104
OG0006318	Smp_158240.1	T265_06847
OG0006319	Smp_342090.1	T265_10996
OG0006320	Smp_329760.1, Smp_015490.1	T265_10617
OG0006321	Smp_244790.1	T265_05253
OG0006322	Smp_180570.1	T265_13118
OG0006323	Smp_172340.1	T265_08324
OG0006324	Smp_073410.1	T265_01373
OG0006325	Smp_245170.1	T265_06415
OG0006326	Smp_318500.1	T265_06631
OG0006327	Smp_003900.1	T265_12717
OG0006328	Smp_349780.1	T265_08665
OG0006329	Smp_159860.1	T265_14587
OG0006330	Smp_052750.1	T265_07570
OG0006331	Smp_080610.1	T265_03152
OG0006332	Smp_346840.1	T265_11742
OG0006334	Smp_085490.1	T265_14064
OG0006335	Smp_134540.1	T265_04638
OG0006336	Smp_333420.1	T265_15021
OG0006337	Smp_024390.1	T265_05503
OG0006338	Smp_077400.1	T265_04419
OG0006339	Smp_118040.1	T265_00683
OG0006340	Smp_198930.1	T265_08629
OG0006342	Smp_334600.1	T265_11168
OG0006343	Smp_018590.1	T265_04178
OG0006344	Smp_079430.1	T265_14821
OG0006346	Smp_344810.1	T265_13092, T265_07373
OG0006347	Smp_083410.1	T265_15598
OG0006348	Smp_031570.1	T265_11593
OG0006349	Smp_011960.1	T265_05558
OG0006350	Smp_144510.1	T265_07982, T265_15938
OG0006351	Smp_344750.1	T265_14298, T265_14297
OG0006352	Smp_340530.1	T265_07872
OG0006353	Smp_036990.1	T265_03964
OG0006354	Smp_092380.1	T265_01996
OG0006355	Smp_156480.1	T265_08827
OG0006356	Smp_050430.1	T265_01986
OG0006357	Smp_064360.1	T265_07692
OG0006358	Smp_212730.1	T265_06294
OG0006359	Smp_127190.1	T265_06848, T265_06849
OG0006360	Smp_335530.1	T265_07902
OG0006361	Smp_102410.1	T265_11664
OG0006362	Smp_143860.1, Smp_143860.2	T265_00886
OG0006363	Smp_305760.1	T265_14157
OG0006365	Smp_162970.1	T265_08591
OG0006366	Smp_048880.1	T265_00360
OG0006367	Smp_180020.1	T265_00428
OG0006369	Smp_169290.1	T265_02314, T265_16246
OG0006370	Smp_148900.1	T265_13377
OG0006371	Smp_067900.1	T265_06013
OG0006372	Smp_072360.1	T265_00580
OG0006373	Smp_055100.1	T265_04279
OG0006374	Smp_023150.1	T265_02365
OG0006375	Smp_243830.1	T265_00911
OG0006376	Smp_340070.1	T265_04165
OG0006377	Smp_162650.1	T265_11918
OG0006378	Smp_123370.1	T265_12748
OG0006379	Smp_162220.1, Smp_162220.2	T265_12049
OG0006381	Smp_145400.1	T265_07644
OG0006383	Smp_347520.2, Smp_347520.1	T265_07925
OG0006384	Smp_165630.1	T265_02045
OG0006385	Smp_212910.1	T265_05143
OG0006386	Smp_343330.1	T265_15437
OG0006387	Smp_342530.1	T265_03298
OG0006388	Smp_341870.1	T265_07008
OG0006389	Smp_040100.1	T265_02317
OG0006390	Smp_084520.1	T265_15291
OG0006392	Smp_139340.1	T265_05333, T265_13754, T265_13554
OG0006394	Smp_039390.1	T265_15418
OG0006395	Smp_147460.1, Smp_147460.2	T265_13542
OG0006397	Smp_104970.1	T265_03982
OG0006398	Smp_141890.1	T265_14053
OG0006399	Smp_135920.1	T265_14380
OG0006400	Smp_043030.1	T265_02773
OG0006401	Smp_340230.1	T265_00344
OG0006402	Smp_073600.1	T265_07045
OG0006403	Smp_048550.1	T265_10653
OG0006404	Smp_025740.1	T265_06868
OG0006405	Smp_066740.1	T265_11460
OG0006406	Smp_148260.1	T265_13003, T265_03998, T265_14155
OG0006407	Smp_163170.1	T265_01611
OG0006408	Smp_059170.1	T265_05827
OG0006409	Smp_333900.1	T265_06982
OG0006410	Smp_130800.1	T265_15301
OG0006411	Smp_142900.1	T265_12161, T265_15137, T265_15138
OG0006412	Smp_244090.1	T265_14552
OG0006413	Smp_344210.1	T265_07342
OG0006414	Smp_174670.1	T265_07452
OG0006415	Smp_163240.1	T265_09372
OG0006416	Smp_029100.1	T265_08933
OG0006418	Smp_011570.1	T265_03112
OG0006420	Smp_131600.1	T265_01124
OG0006421	Smp_067580.1	T265_09926
OG0006422	Smp_346110.1	T265_04316
OG0006423	Smp_340930.1	T265_09547
OG0006424	Smp_013790.1	T265_15186, T265_02708
OG0006425	Smp_055190.1	T265_11416
OG0006426	Smp_073390.1	T265_09277
OG0006427	Smp_126730.1	T265_10062
OG0006428	Smp_148200.1	T265_11779
OG0006429	Smp_080420.1	T265_08172
OG0006430	Smp_028500.1	T265_01459, T265_08003
OG0006431	Smp_011010.1	T265_09599
OG0006432	Smp_136920.1	T265_12903
OG0006433	Smp_347880.1	T265_04463
OG0006434	Smp_127650.1	T265_10421
OG0006435	Smp_314280.2, Smp_314280.1	T265_02372
OG0006436	Smp_000900.1	T265_01380
OG0006437	Smp_016750.1	T265_03880
OG0006438	Smp_094930.1	T265_02221
OG0006439	Smp_153660.1	T265_10437
OG0006440	Smp_212970.1	T265_10890
OG0006441	Smp_267210.1	T265_08751
OG0006442	Smp_139620.1	T265_05198
OG0006443	Smp_143740.1	T265_01839
OG0006444	Smp_344200.1	T265_13057
OG0006445	Smp_169440.1	T265_12451, T265_16053
OG0006448	Smp_316430.1, Smp_337330.1	T265_12679
OG0006449	Smp_125760.1	T265_08544
OG0006450	Smp_342210.1	T265_10232
OG0006451	Smp_148930.1	T265_15460
OG0006452	Smp_007000.1	T265_10252
OG0006453	Smp_000850.1	T265_01420
OG0006454	Smp_079050.1	T265_11534
OG0006455	Smp_001500.1	T265_01587
OG0006457	Smp_179080.1	T265_00141
OG0006458	Smp_030020.1	T265_07613
OG0006459	Smp_134060.1	T265_12438
OG0006460	Smp_002550.1	T265_01122
OG0006461	Smp_162280.1	T265_14894
OG0006462	Smp_122940.1	T265_02678
OG0006463	Smp_129510.1	T265_00516
OG0006464	Smp_026400.1, Smp_349830.1	T265_03697
OG0006466	Smp_341360.1	T265_11283
OG0006467	Smp_094760.1	T265_11575
OG0006468	Smp_040500.1	T265_15381
OG0006469	Smp_045960.1	T265_07952
OG0006470	Smp_307810.1	T265_03006
OG0006472	Smp_156900.1	T265_09548
OG0006473	Smp_129380.1	T265_00503
OG0006476	Smp_196020.1	T265_00225
OG0006477	Smp_097620.1	T265_10127
OG0006478	Smp_304860.1	T265_15504, T265_15819
OG0006479	Smp_051660.1	T265_04124
OG0006480	Smp_136520.1	T265_10500
OG0006481	Smp_000650.1	T265_01822
OG0006484	Smp_344900.1	T265_01969
OG0006485	Smp_126360.1	T265_08420
OG0006486	Smp_136530.1	T265_10504, T265_15169
OG0006487	Smp_343110.1	T265_01788
OG0006488	Smp_142740.1	T265_14164
OG0006489	Smp_143090.1	T265_06132
OG0006490	Smp_093830.1	T265_06700
OG0006491	Smp_086750.1	T265_02227
OG0006492	Smp_073080.1	T265_09429
OG0006493	Smp_158440.1, Smp_158440.3, Smp_158440.2	T265_05598
OG0006494	Smp_181290.1	T265_07790
OG0006495	Smp_243300.1	T265_02429
OG0006496	Smp_197150.1	T265_10309, T265_10310
OG0006498	Smp_028940.1	T265_08375
OG0006499	Smp_067510.1	T265_14999
OG0006501	Smp_347910.1, Smp_347910.2	T265_05439
OG0006502	Smp_343520.1	T265_04060
OG0006503	Smp_053830.1	T265_11418
OG0006504	Smp_314240.1	T265_16255
OG0006505	Smp_146730.1	T265_01650
OG0006506	Smp_337750.2	T265_07161
OG0006509	Smp_033330.1	T265_06617
OG0006512	Smp_180800.1	T265_02956
OG0006513	Smp_158490.1	T265_03639
OG0006514	Smp_153390.1	T265_07927
OG0006515	Smp_144240.1	T265_09667
OG0006516	Smp_313530.1, Smp_313540.1, Smp_313540.2	T265_13299
OG0006517	Smp_005900.1	T265_15214
OG0006543	Smp_045610.1	T265_02409, T265_02410
OG0006544	Smp_267240.1, Smp_267240.2	T265_04643
OG0006545	Smp_334050.1	T265_12850
OG0006546	Smp_172490.1	T265_04315
OG0006547	Smp_125500.1	T265_00458
OG0006548	Smp_097370.1	T265_08761
OG0006549	Smp_172700.1	T265_00535
OG0006550	Smp_134090.1	T265_12513
OG0006552	Smp_045780.1	T265_15625
OG0006553	Smp_247590.1	T265_06339
OG0006554	Smp_143300.1	T265_13260
OG0006555	Smp_164150.1	T265_05771
OG0006556	Smp_337610.1	T265_11960
OG0006557	Smp_325920.1	T265_02543
OG0006558	Smp_149010.1	T265_05738
OG0006560	Smp_175270.1	T265_01023
OG0006561	Smp_000710.1	T265_06796
OG0006562	Smp_058380.1	T265_14420
OG0006563	Smp_091750.1	T265_07306
OG0006567	Smp_081250.1	T265_07533
OG0006568	Smp_149540.1	T265_13305
OG0006569	Smp_019980.1	T265_09101
OG0006570	Smp_245980.1	T265_00046
OG0006571	Smp_044160.1	T265_02036
OG0006572	Smp_346290.1	T265_13595, T265_04767
OG0006573	Smp_038240.1	T265_10380
OG0006574	Smp_347780.1	T265_00628
OG0006575	Smp_159930.1	T265_05860, T265_15914
OG0006576	Smp_345110.1	T265_00643
OG0006577	Smp_213990.1	T265_16165, T265_08513, T265_15866, T265_08512
OG0006578	Smp_242200.1	T265_13404
OG0006579	Smp_040390.1	T265_04072
OG0006580	Smp_174190.1	T265_06753
OG0006581	Smp_333200.1	T265_01022
OG0006582	Smp_012920.1	T265_06600
OG0006583	Smp_123120.1	T265_10802
OG0006584	Smp_344560.1	T265_06921
OG0006585	Smp_130430.1	T265_10220
OG0006586	Smp_083720.1	T265_06535
OG0006588	Smp_337400.2	T265_04942
OG0006589	Smp_333350.1	T265_07243
OG0006590	Smp_244100.1	T265_07241
OG0006591	Smp_143190.1	T265_06110
OG0006592	Smp_061570.1	T265_09421
OG0006593	Smp_093450.1	T265_03292
OG0006594	Smp_174420.1	T265_05108
OG0006595	Smp_060820.1	T265_13783
OG0006596	Smp_056620.1	T265_14736
OG0006597	Smp_145140.1	T265_15644
OG0006598	Smp_242910.1	T265_04813
OG0006599	Smp_164210.1	T265_06001
OG0006601	Smp_333910.1	T265_05089
OG0006604	Smp_242240.1	T265_02143
OG0006605	Smp_210530.1	T265_15195
OG0006606	Smp_052290.1	T265_10657
OG0006607	Smp_336340.1	T265_04245
OG0006608	Smp_344230.1	T265_04438
OG0006610	Smp_070640.1	T265_07805
OG0006611	Smp_097380.1	T265_13076
OG0006613	Smp_133950.1	T265_08081
OG0006614	Smp_308830.1	T265_11437
OG0006616	Smp_050110.1	T265_09162
OG0006617	Smp_036950.1	T265_01246
OG0006618	Smp_144470.1	T265_07977
OG0006619	Smp_331700.1	T265_01062
OG0006620	Smp_038420.1	T265_11532
OG0006621	Smp_164020.1	T265_05353
OG0006622	Smp_244320.1	T265_07997
OG0006624	Smp_347990.1, Smp_347990.3	T265_00402
OG0006625	Smp_174850.1	T265_00626
OG0006626	Smp_008400.1, Smp_008360.1	T265_16206, T265_10359, T265_16251
OG0006627	Smp_139840.1	T265_15096
OG0006628	Smp_164070.1	T265_06512
OG0006629	Smp_150870.1	T265_01973
OG0006630	Smp_006390.1	T265_02374, T265_12306, T265_02376
OG0006631	Smp_063680.1	T265_01364
OG0006632	Smp_006780.1	T265_00693
OG0006633	Smp_341760.1	T265_12533
OG0006634	Smp_091360.1	T265_09918
OG0006636	Smp_003970.1	T265_01102
OG0006638	Smp_322560.1	T265_07959, T265_12103, T265_12336
OG0006639	Smp_038100.1	T265_01732
OG0006640	Smp_011830.1	T265_02101
OG0006641	Smp_058850.1	T265_11815, T265_12182, T265_12254
OG0006642	Smp_144380.1	T265_14387
OG0006643	Smp_307780.1	T265_01447
OG0006644	Smp_159600.1	T265_11470
OG0006645	Smp_018610.1	T265_04180
OG0006646	Smp_245750.1	T265_14470
OG0006647	Smp_029670.1	T265_04949
OG0006648	Smp_138210.1	T265_06317
OG0006650	Smp_004690.2, Smp_004690.1	T265_13348
OG0006651	Smp_025570.1	T265_03076
OG0006652	Smp_171060.1	T265_14309
OG0006653	Smp_337590.1	T265_01556
OG0006654	Smp_138230.1	T265_06319
OG0006655	Smp_083120.1	T265_10613
OG0006656	Smp_083130.1	T265_10612
OG0006657	Smp_003440.1	T265_01090
OG0006658	Smp_334310.1, Smp_334310.2	T265_02204
OG0006659	Smp_009630.1	T265_04507
OG0006660	Smp_143670.1	T265_07919
OG0006661	Smp_334120.1	T265_06986
OG0006662	Smp_244350.1	T265_06293
OG0006664	Smp_328180.1	T265_10175
OG0006665	Smp_337140.1	T265_09475
OG0006666	Smp_098340.1	T265_05118
OG0006667	Smp_033020.1	T265_06889
OG0006668	Smp_159590.1	T265_08869
OG0006669	Smp_018030.1	T265_06871, T265_14158
OG0006670	Smp_050220.1	T265_01723
OG0006671	Smp_136850.1	T265_02176
OG0006672	Smp_342500.1	T265_07550
OG0006673	Smp_032420.1	T265_14096
OG0006675	Smp_078910.1	T265_14098
OG0006676	Smp_066890.1	T265_02337
OG0006678	Smp_021330.1	T265_02364
OG0006680	Smp_131980.1	T265_14576
OG0006681	Smp_018440.1	T265_03138
OG0006682	Smp_039080.1	T265_13643
OG0006685	Smp_025860.1	T265_01793
OG0006686	Smp_082820.1	T265_00388
OG0006687	Smp_334730.1	T265_03886
OG0006688	Smp_173810.1	T265_10138
OG0006689	Smp_075120.1	T265_11462
OG0006690	Smp_018460.1	T265_02014
OG0006691	Smp_175200.1	T265_14118
OG0006692	Smp_203400.1	T265_09931
OG0006692	Smp_241490.1	T265_11715
OG0006693	Smp_168930.1	T265_06000
OG0006694	Smp_041980.1	T265_05779
OG0006695	Smp_085780.1	T265_12588
OG0006696	Smp_341900.1, Smp_341900.2	T265_00566
OG0006697	Smp_106970.1	T265_03625
OG0006699	Smp_346980.1	T265_00029
OG0006700	Smp_048230.1	T265_00710
OG0006701	Smp_147260.1	T265_09665
OG0006702	Smp_046360.1	T265_08330
OG0006703	Smp_132940.1	T265_07174
OG0006704	Smp_124860.1	T265_09491
OG0006705	Smp_170430.1	T265_00312
OG0006706	Smp_091390.1	T265_01507
OG0006709	Smp_143810.1	T265_06181
OG0006710	Smp_345470.1	T265_04961
OG0006711	Smp_136780.1	T265_07615
OG0006712	Smp_129240.1	T265_03406
OG0006713	Smp_318980.1	T265_14943
OG0006714	Smp_099150.1	T265_13836
OG0006715	Smp_038820.1	T265_01471, T265_00877, T265_12801, T265_11125
OG0006716	Smp_333750.1	T265_00372, T265_00371
OG0006717	Smp_128010.1	T265_09607
OG0006718	Smp_267020.1	T265_00853
OG0006720	Smp_337790.1	T265_05605
OG0006721	Smp_135960.1	T265_09405
OG0006724	Smp_137540.1	T265_04424, T265_11296
OG0006725	Smp_070760.1	T265_08874
OG0006726	Smp_168330.1	T265_14354
OG0006728	Smp_134580.1	T265_04626
OG0006729	Smp_005780.1	T265_04397
OG0006731	Smp_247820.2, Smp_247820.1	T265_01865
OG0006732	Smp_091240.1	T265_03141
OG0006733	Smp_191160.1	T265_00226
OG0006734	Smp_009340.1	T265_01901
OG0006735	Smp_026270.1	T265_07014
OG0006736	Smp_343100.1	T265_01789
OG0006737	Smp_344570.1	T265_14034
OG0006738	Smp_031590.1	T265_13420
OG0006739	Smp_163830.1	T265_00860
OG0006740	Smp_053030.1	T265_01698
OG0006741	Smp_058270.1	T265_05530
OG0006742	Smp_078320.1	T265_07162
OG0006743	Smp_013860.1	T265_00014
OG0006744	Smp_341070.1	T265_03826
OG0006745	Smp_334610.1	T265_15337
OG0006746	Smp_344170.1	T265_02215
OG0006747	Smp_128060.1	T265_13929
OG0006749	Smp_319610.1	T265_08540
OG0006750	Smp_009420.1	T265_11230
OG0006751	Smp_242120.1	T265_10348
OG0006752	Smp_046120.1	T265_06481
OG0006753	Smp_151600.1	T265_13704
OG0006754	Smp_157250.1	T265_12082
OG0006755	Smp_002920.1	T265_11582
OG0006756	Smp_074410.1	T265_08611
OG0006757	Smp_095140.1	T265_03052
OG0006758	Smp_087690.1	T265_08461
OG0006759	Smp_174110.1	T265_06287
OG0006760	Smp_085750.1, Smp_085750.2	T265_01137
OG0006761	Smp_341530.1	T265_11394
OG0006762	Smp_337860.1	T265_13612
OG0006763	Smp_075210.1	T265_15371
OG0006766	Smp_162240.1	T265_09201
OG0006767	Smp_074390.1	T265_07299
OG0006768	Smp_019820.1	T265_01568
OG0006769	Smp_066930.1	T265_02933
OG0006770	Smp_061580.1	T265_01465
OG0006771	Smp_145630.1	T265_07961
OG0006772	Smp_333690.1, Smp_347130.1	T265_12603
OG0006773	Smp_166180.1, Smp_166180.2	T265_02202, T265_02203
OG0006774	Smp_054120.1	T265_11214
OG0006775	Smp_167540.1	T265_10444
OG0006776	Smp_342680.1	T265_06721
OG0006777	Smp_198420.1	T265_04430, T265_12355
OG0006778	Smp_347220.1	T265_11184
OG0006779	Smp_104330.1	T265_11785
OG0006780	Smp_069910.1	T265_12841
OG0006781	Smp_093720.1	T265_03372
OG0006782	Smp_151580.1	T265_05159
OG0006783	Smp_162390.1	T265_10461
