Orthogroup	schistosoma_mansoni	schistosoma_margrebowiei
OG0005471	Smp_174990.1	SMRG1_16440.1
OG0005472	Smp_050820.1	SMRG1_73910.2, SMRG1_73910.1
OG0005475	Smp_156860.1	SMRG1_84520.1
OG0005476	Smp_147850.1	SMRG1_39880.1
OG0005477	Smp_067280.1	SMRG1_40690.1
OG0005478	Smp_336660.1	SMRG1_58580.1
OG0005479	Smp_053610.1	SMRG1_76260.1, SMRG1_76260.2
OG0005480	Smp_343090.1	SMRG1_74110.1
OG0005481	Smp_055800.1	SMRG1_17350.1
OG0005482	Smp_065530.1	SMRG1_41990.1
OG0005483	Smp_319860.1	SMRG1_40190.1, SMRG1_40190.2, SMRG1_40190.3
OG0005484	Smp_026420.1	SMRG1_22080.1
OG0005485	Smp_009550.1	SMRG1_51700.1
OG0005486	Smp_343500.1	SMRG1_70430.1, SMRG1_70430.3, SMRG1_70430.4, SMRG1_70430.5, SMRG1_70430.2
OG0005487	Smp_313840.1	SMRG1_23390.1
OG0005488	Smp_127140.1	SMRG1_92990.1
OG0005489	Smp_022660.1	SMRG1_4680.1, SMRG1_4680.2
OG0005490	Smp_343030.1	SMRG1_33840.2, SMRG1_33840.1
OG0005491	Smp_340240.1	SMRG1_92750.1
OG0005492	Smp_077670.2, Smp_077670.1	SMRG1_93670.2, SMRG1_93670.1
OG0005493	Smp_148280.1	SMRG1_53200.1, SMRG1_53200.2, SMRG1_53200.3
OG0005494	Smp_104730.1	SMRG1_5100.2, SMRG1_5100.3
OG0005495	Smp_247440.1	SMRG1_79750.1, SMRG1_79750.2
OG0005496	Smp_212350.1	SMRG1_95000.1
OG0005497	Smp_055450.1	SMRG1_24060.1, SMRG1_24060.2
OG0005498	Smp_247580.1, Smp_247580.2	SMRG1_77700.1
OG0005499	Smp_147160.1	SMRG1_89250.1, SMRG1_89250.2
OG0005500	Smp_039810.1	SMRG1_19410.1
OG0005501	Smp_025020.1	SMRG1_91170.1, SMRG1_91170.2
OG0005502	Smp_346380.2, Smp_346380.1	SMRG1_97590.1
OG0005503	Smp_125900.1	SMRG1_39340.1
OG0005504	Smp_043600.1, Smp_247700.1	SMRG1_83610.1, SMRG1_83620.1
OG0005505	Smp_041730.1	SMRG1_78740.2, SMRG1_78740.1
OG0005506	Smp_063070.1	SMRG1_90390.1, SMRG1_90390.2
OG0005507	Smp_067420.1	SMRG1_88600.1
OG0005508	Smp_336370.1	SMRG1_470.1
OG0005509	Smp_343360.1	SMRG1_95280.1, SMRG1_95280.2
OG0005510	Smp_016670.1	SMRG1_92580.1, SMRG1_92580.2, SMRG1_92580.3
OG0005511	Smp_042090.1	SMRG1_78470.1, SMRG1_78470.2
OG0005512	Smp_059290.1	SMRG1_6500.1
OG0005513	Smp_154280.1	SMRG1_90790.1, SMRG1_90790.2
OG0005514	Smp_124300.1	SMRG1_24970.1
OG0005515	Smp_166430.1	SMRG1_57570.1, SMRG1_57570.2, SMRG1_57570.3, SMRG1_57570.4
OG0005516	Smp_306450.1	SMRG1_17430.1
OG0005518	Smp_322860.1	SMRG1_26090.1
OG0005519	Smp_005180.1	SMRG1_35420.1
OG0005520	Smp_074770.1	SMRG1_59410.1
OG0005521	Smp_344490.1	SMRG1_79290.1
OG0005522	Smp_052800.1	SMRG1_34060.1
OG0005523	Smp_341010.1	SMRG1_84350.1, SMRG1_84350.2
OG0005524	Smp_043910.1	SMRG1_670.1
OG0005525	Smp_204750.1	SMRG1_58920.1
OG0005526	Smp_036250.1	SMRG1_38350.1
OG0005527	Smp_130940.1	SMRG1_23660.1
OG0005530	Smp_157780.1, Smp_157780.2	SMRG1_11890.1
OG0005531	Smp_012150.1	SMRG1_8350.1
OG0005532	Smp_093800.1	SMRG1_14020.1
OG0005533	Smp_335010.1	SMRG1_660.1, SMRG1_660.2
OG0005535	Smp_021040.1, Smp_021040.2, Smp_021040.3	SMRG1_47350.1, SMRG1_47350.2
OG0005536	Smp_319210.1	SMRG1_36410.1
OG0005537	Smp_210420.1	SMRG1_41310.2, SMRG1_41310.1
OG0005538	Smp_171120.1	SMRG1_49440.1
OG0005539	Smp_329370.1	SMRG1_30450.3, SMRG1_30450.4, SMRG1_30450.2, SMRG1_30450.1
OG0005540	Smp_121790.1	SMRG1_61080.1, SMRG1_61080.2
OG0005544	Smp_114430.1	SMRG1_23480.1, SMRG1_23480.2
OG0005545	Smp_245330.1	SMRG1_4190.1
OG0005546	Smp_204160.1	SMRG1_9870.1
OG0005547	Smp_141690.1	SMRG1_38340.1
OG0005548	Smp_302830.1	SMRG1_86170.1, SMRG1_86170.2, SMRG1_86170.3, SMRG1_86170.4, SMRG1_86170.5, SMRG1_86170.6
OG0005549	Smp_122950.1, Smp_122950.2	SMRG1_51150.1
OG0005550	Smp_105420.1, Smp_105420.2	SMRG1_53700.1
OG0005551	Smp_214380.1	SMRG1_71890.1
OG0005553	Smp_334970.1	SMRG1_45040.1
OG0005554	Smp_060240.1	SMRG1_18310.1, SMRG1_18310.2
OG0005555	Smp_345640.1, Smp_345640.2, Smp_345640.3	SMRG1_21680.1
OG0005557	Smp_328150.1, Smp_328140.1	SMRG1_51280.1
OG0005558	Smp_334650.1	SMRG1_85910.1
OG0005559	Smp_331110.1	SMRG1_86770.4, SMRG1_86770.1, SMRG1_86770.2, SMRG1_86770.3
OG0005566	Smp_058990.1	SMRG1_76450.1
OG0005568	Smp_160210.1	SMRG1_77410.1
OG0005569	Smp_211200.1, Smp_211200.2	SMRG1_96960.1, SMRG1_96960.2
OG0005570	Smp_319050.1	SMRG1_32640.1
OG0005571	Smp_133690.1	SMRG1_47490.1
OG0005572	Smp_000590.1	SMRG1_67780.1
OG0005573	Smp_333040.1	SMRG1_9350.1, SMRG1_9350.2
OG0005574	Smp_162290.1	SMRG1_87360.1
OG0005575	Smp_167660.1	SMRG1_68370.1
OG0005576	Smp_083870.1	SMRG1_68340.1
OG0005577	Smp_155510.1	SMRG1_87010.1
OG0005578	Smp_242130.1	SMRG1_50030.1, SMRG1_50030.2
OG0005579	Smp_210580.1	SMRG1_10110.1
OG0005580	Smp_156400.1	SMRG1_51810.1
OG0005581	Smp_129840.1	SMRG1_30040.1
OG0005582	Smp_007070.1	SMRG1_33200.1
OG0005583	Smp_162230.1	SMRG1_87270.1
OG0005584	Smp_198380.1	SMRG1_95470.1
OG0005585	Smp_125350.1	SMRG1_96580.1
OG0005586	Smp_006000.1	SMRG1_96570.1
OG0005587	Smp_042030.1	SMRG1_78540.1
OG0005588	Smp_035380.1	SMRG1_28390.1
OG0005589	Smp_167400.1	SMRG1_61580.1, SMRG1_61580.2
OG0005590	Smp_194920.1	SMRG1_17310.1
OG0005591	Smp_002510.1	SMRG1_65940.1
OG0005593	Smp_213480.1	SMRG1_71590.1
OG0005594	Smp_150690.1	SMRG1_70280.1
OG0005595	Smp_070680-0, Smp_070680.1	SMRG1_62880.1
OG0005596	Smp_029940.1	SMRG1_67050.1, SMRG1_67050.2
OG0005597	Smp_064510.1	SMRG1_84360.1
OG0005598	Smp_180240.1	SMRG1_77140.1
OG0005599	Smp_140650.1	SMRG1_55220.1, SMRG1_55220.2
OG0005600	Smp_163160.1	SMRG1_18970.1
OG0005601	Smp_305350.1	SMRG1_22850.1
OG0005602	Smp_346460.1	SMRG1_22750.1, SMRG1_22750.2
OG0005603	Smp_196090.1	SMRG1_65040.1, SMRG1_65040.2
OG0005604	Smp_347350.1	SMRG1_30090.1
OG0005605	Smp_301660.1	SMRG1_36250.1
OG0005606	Smp_173100.1	SMRG1_80150.1
OG0005607	Smp_141520.1	SMRG1_90640.1
OG0005608	Smp_029890.1	SMRG1_66980.1
OG0005609	Smp_126230.1	SMRG1_59470.1
OG0005610	Smp_098300.1	SMRG1_1970.1
OG0005611	Smp_136660.1, Smp_136660.2	SMRG1_92470.1
OG0005612	Smp_127930.1	SMRG1_95020.1
OG0005613	Smp_328390.1, Smp_343870.1	SMRG1_54640.1
OG0005614	Smp_035110.1	SMRG1_28580.1, SMRG1_28580.2
OG0005615	Smp_020050.1	SMRG1_29250.1
OG0005616	Smp_020060.1	SMRG1_29240.1
OG0005617	Smp_151410.1, Smp_151410.2	SMRG1_38960.1
OG0005618	Smp_004190.1	SMRG1_50600.1
OG0005619	Smp_347100.1	SMRG1_50920.1
OG0005620	Smp_051010.1	SMRG1_90250.1
OG0005621	Smp_172190.1	SMRG1_88470.1
OG0005622	Smp_148140.1	SMRG1_1420.1
OG0005623	Smp_145380.1	SMRG1_75780.1
OG0005624	Smp_343970.1	SMRG1_10960.1
OG0005625	Smp_147430.1	SMRG1_10970.1
OG0005626	Smp_143310.1	SMRG1_44070.1
OG0005627	Smp_173020.1	SMRG1_23230.1
OG0005628	Smp_086830.1	SMRG1_39370.1
OG0005629	Smp_006750.1	SMRG1_31960.1
OG0005630	Smp_266900.1	SMRG1_85830.1
OG0005631	Smp_343180.1	SMRG1_55600.1
OG0005632	Smp_125370.1	SMRG1_96550.1
OG0005633	Smp_094480.1	SMRG1_10240.1
OG0005634	Smp_176630.1	SMRG1_22780.1
OG0005635	Smp_340280.1	SMRG1_2940.1
OG0005636	Smp_079640.1	SMRG1_38710.1
OG0005637	Smp_170630.1	SMRG1_97740.1
OG0005639	Smp_050740.1	SMRG1_73850.1, SMRG1_73850.2
OG0005640	Smp_341640.1	SMRG1_27760.1, SMRG1_27750.1
OG0005641	Smp_137120.1, Smp_316920.1	SMRG1_78530.1, SMRG1_74090.1
OG0005642	Smp_164270.1, Smp_164270.2	SMRG1_97480.1
OG0005643	Smp_140810.1	SMRG1_29770.1, SMRG1_29770.2, SMRG1_29770.3
OG0005644	Smp_332080.1	SMRG1_77080.1
OG0005645	Smp_121390.1	SMRG1_61950.1
OG0005646	Smp_210430.1	SMRG1_41300.1
OG0005647	Smp_104630.1	SMRG1_56360.1
OG0005648	Smp_337870.1	SMRG1_40280.1, SMRG1_40280.2, SMRG1_40280.3
OG0005649	Smp_122980.1	SMRG1_51100.1
OG0005650	Smp_342660.1	SMRG1_65310.1
OG0005651	Smp_084860.1	SMRG1_66710.1, SMRG1_66710.2
OG0005652	Smp_039400.1	SMRG1_48690.1
OG0005653	Smp_140240.1	SMRG1_95150.2, SMRG1_95150.1, SMRG1_95150.3
OG0005654	Smp_312850.1	SMRG1_73360.1
OG0005655	Smp_077020.1	SMRG1_27410.1
OG0005656	Smp_207070.1	SMRG1_88980.1
OG0005657	Smp_157860.1	SMRG1_11760.1, SMRG1_11760.2
OG0005658	Smp_147040.1	SMRG1_92200.1, SMRG1_92200.2, SMRG1_92200.3
OG0005659	Smp_267120.1	SMRG1_18020.1, SMRG1_18020.2
OG0005660	Smp_345010.1	SMRG1_71350.1, SMRG1_71350.2
OG0005661	Smp_033000.1	SMRG1_6610.1
OG0005662	Smp_302970.1	SMRG1_43580.1
OG0005663	Smp_337150.1	SMRG1_8180.1, SMRG1_8190.1
OG0005664	Smp_347120.1	SMRG1_25400.1
OG0005665	Smp_102280.1	SMRG1_48840.1, SMRG1_48840.2
OG0005666	Smp_154100.1	SMRG1_91220.1
OG0005667	Smp_104000.1	SMRG1_42430.1
OG0005669	Smp_022020.1	SMRG1_56520.1
OG0005670	Smp_210980.1	SMRG1_85250.1
OG0005671	Smp_337280.1	SMRG1_11700.1
OG0005672	Smp_247410.1, Smp_247410.2	SMRG1_48020.1
OG0005673	Smp_124650.1, Smp_124650.2	SMRG1_48070.1
OG0005674	Smp_079260.1	SMRG1_26210.1
OG0005675	Smp_196900.1	SMRG1_40940.1
OG0005676	Smp_014730.1	SMRG1_53000.1
OG0005677	Smp_245110.1	SMRG1_5670.1
OG0005678	Smp_121780.1	SMRG1_61070.1
OG0005679	Smp_170010.1	SMRG1_89580.1
OG0005680	Smp_001080.1	SMRG1_68920.1
OG0005681	Smp_001070.1	SMRG1_68910.1, SMRG1_68930.1
OG0005682	Smp_072990.1	SMRG1_31680.1
OG0005683	Smp_132830.1	SMRG1_35940.1
OG0005684	Smp_310880.1	SMRG1_50010.1
OG0005685	Smp_163300.1	SMRG1_13440.1
OG0005686	Smp_247920.1, Smp_247920.2	SMRG1_91320.1
OG0005687	Smp_084830.1	SMRG1_66470.1
OG0005688	Smp_342360.1	SMRG1_1320.1
OG0005689	Smp_126760.1	SMRG1_72440.1
OG0005690	Smp_344100.1	SMRG1_53240.1
OG0005691	Smp_332280.1	SMRG1_95260.1
OG0005692	Smp_131000.1	SMRG1_47930.1
OG0005693	Smp_344450.1	SMRG1_180.1
OG0005694	Smp_341030.1, Smp_341030.2	SMRG1_49900.1
OG0005695	Smp_245660.1	SMRG1_50060.1
OG0005696	Smp_161450.1	SMRG1_41630.1
OG0005697	Smp_075350.1	SMRG1_16640.1
OG0005698	Smp_334010.1	SMRG1_70440.1
OG0005699	Smp_163660.1	SMRG1_21020.1
OG0005700	Smp_346130.1	SMRG1_71630.1
OG0005701	Smp_068680.1	SMRG1_58070.1
OG0005702	Smp_246270.1	SMRG1_65730.1
OG0005703	Smp_176390.1	SMRG1_34550.1, SMRG1_34550.2
OG0005704	Smp_091480.1	SMRG1_41070.1, SMRG1_41070.2
OG0005705	Smp_332020.1	SMRG1_54480.1
OG0005706	Smp_134010.1	SMRG1_56620.1
OG0005707	Smp_063420.1	SMRG1_65820.1
OG0005708	Smp_203970.1	SMRG1_19570.1, SMRG1_19570.2
OG0005710	Smp_139480.1	SMRG1_34850.1
OG0005711	Smp_174660.1	SMRG1_18240.1
OG0005712	Smp_156240.1	SMRG1_90530.1
OG0005713	Smp_138220.1	SMRG1_66760.1
OG0005714	Smp_334750.1	SMRG1_91990.1, SMRG1_91990.2, SMRG1_91990.3
OG0005715	Smp_159700.1	SMRG1_75080.1
OG0005716	Smp_134660.1	SMRG1_51540.1
OG0005717	Smp_042980.1	SMRG1_75860.1
OG0005718	Smp_064150.1	SMRG1_50330.1
OG0005719	Smp_180170.1	SMRG1_35840.1, SMRG1_35840.2
OG0005720	Smp_156890.1, Smp_156890.2	SMRG1_84430.1, SMRG1_84430.2
OG0005722	Smp_342320.1	SMRG1_94430.1
OG0005723	Smp_055990.1	SMRG1_43230.1, SMRG1_43230.2
OG0005724	Smp_266980.1	SMRG1_8950.1
OG0005725	Smp_247670.1	SMRG1_84090.1
OG0005726	Smp_181130.1	SMRG1_53620.1
OG0005727	Smp_055310.1	SMRG1_69230.1
OG0005728	Smp_158150.1	SMRG1_88920.1
OG0005729	Smp_136770.1	SMRG1_65470.1, SMRG1_65470.2
OG0005730	Smp_248090.1	SMRG1_95540.1, SMRG1_95530.1
OG0005731	Smp_129960.1	SMRG1_82480.1
OG0005732	Smp_076880.1	SMRG1_27520.1
OG0005733	Smp_152210.1	SMRG1_24230.1
OG0005734	Smp_072660.1	SMRG1_43780.1, SMRG1_43780.2
OG0005735	Smp_077590.1	SMRG1_93340.1, SMRG1_93370.1
OG0005736	Smp_063030.1	SMRG1_70600.1
OG0005737	Smp_168770.1	SMRG1_64280.1, SMRG1_64280.2
OG0005738	Smp_340420.1	SMRG1_4630.1
OG0005739	Smp_102820.1	SMRG1_29880.1
OG0005740	Smp_344400.1	SMRG1_79940.1, SMRG1_79940.2
OG0005741	Smp_074400.1	SMRG1_87420.1
OG0005742	Smp_173420.1	SMRG1_33520.3, SMRG1_33520.5, SMRG1_33520.2, SMRG1_33520.4, SMRG1_33520.1
OG0005743	Smp_168620.1	SMRG1_15920.1
OG0005744	Smp_094190.1	SMRG1_15680.1
OG0005745	Smp_012980.1	SMRG1_63800.1, SMRG1_63800.2
OG0005746	Smp_019890.1	SMRG1_29350.1
OG0005747	Smp_213145.1	SMRG1_45180.1
OG0005748	Smp_074200.1	SMRG1_87190.1, SMRG1_87190.2
OG0005749	Smp_344890.1	SMRG1_61010.1
OG0005750	Smp_139420.1	SMRG1_97200.1, SMRG1_97200.2
OG0005751	Smp_033670.1	SMRG1_34270.1
OG0005752	Smp_342440.1	SMRG1_24730.1
OG0005753	Smp_247310.1	SMRG1_80660.1
OG0005754	Smp_341310.1	SMRG1_88830.1, SMRG1_88830.2, SMRG1_88830.3
OG0005755	Smp_124120.1	SMRG1_25230.1
OG0005756	Smp_083400.1	SMRG1_27810.1
OG0005757	Smp_100380.1	SMRG1_74870.1
OG0005758	Smp_067780.1	SMRG1_71420.1, SMRG1_71430.1
OG0005759	Smp_141310.1	SMRG1_28100.3, SMRG1_28100.1, SMRG1_28100.2
OG0005760	Smp_143490.1	SMRG1_48780.1
OG0005761	Smp_055420.1	SMRG1_24010.1, SMRG1_24010.2
OG0005762	Smp_078780.1	SMRG1_62350.1, SMRG1_62350.2
OG0005763	Smp_016920.1	SMRG1_92840.1
OG0005764	Smp_342920.1	SMRG1_65610.1, SMRG1_65610.2
OG0005765	Smp_073590.1	SMRG1_25900.1
OG0005766	Smp_342780.1	SMRG1_85800.1
OG0005767	Smp_151010.1	SMRG1_81080.1
OG0005768	Smp_213180.1	SMRG1_32130.1
OG0005769	Smp_076300.1	SMRG1_13500.1
OG0005770	Smp_072340.1	SMRG1_41360.1
OG0005771	Smp_148510.2, Smp_148510.1	SMRG1_53530.1, SMRG1_53530.2
OG0005772	Smp_026090.1	SMRG1_82640.1
OG0005773	Smp_142120.1	SMRG1_70330.1
OG0005774	Smp_333580.1	SMRG1_66640.1
OG0005775	Smp_346890.1	SMRG1_42600.1
OG0005776	Smp_123050.1	SMRG1_88000.1
OG0005777	Smp_241860.1	SMRG1_42850.1
OG0005778	Smp_169690.1	SMRG1_69910.1, SMRG1_69910.2
OG0005779	Smp_342860.1	SMRG1_69330.1
OG0005780	Smp_127700.1	SMRG1_94560.1
OG0005781	Smp_123230.1	SMRG1_88110.1
OG0005782	Smp_105210.1	SMRG1_44490.1
OG0005783	Smp_169960.1	SMRG1_89680.1, SMRG1_89680.2
OG0005784	Smp_316110.1	SMRG1_92430.1
OG0005785	Smp_162500.1	SMRG1_11590.1, SMRG1_11590.2, SMRG1_11590.3
OG0005786	Smp_061950.1	SMRG1_13680.1
OG0005788	Smp_157790.1	SMRG1_11860.1
OG0005789	Smp_154330.1	SMRG1_52060.1, SMRG1_52060.2, SMRG1_52060.3
OG0005790	Smp_079000.1	SMRG1_71030.1
OG0005791	Smp_340440.1, Smp_340440.2	SMRG1_44760.1
OG0005792	Smp_102450.1	SMRG1_3520.1, SMRG1_3520.2
OG0005793	Smp_174950.1	SMRG1_6450.1, SMRG1_6450.2
OG0005794	Smp_031310.1, Smp_348820.2, Smp_348820.1	SMRG1_4060.1
OG0005795	Smp_241430.1	SMRG1_97090.1
OG0005796	Smp_138600.1	SMRG1_4820.1, SMRG1_4820.2
OG0005797	Smp_125360.1	SMRG1_96560.1
OG0005798	Smp_148910.1	SMRG1_71970.1
OG0005799	Smp_146240.1	SMRG1_21300.1, SMRG1_21300.2
OG0005800	Smp_069760.1	SMRG1_84110.1
OG0005801	Smp_314220.1	SMRG1_14850.1
OG0005802	Smp_153790.1, Smp_153790.2	SMRG1_76580.1
OG0005803	Smp_331870.1	SMRG1_58590.1
OG0005804	Smp_105780.1	SMRG1_93870.1
OG0005805	Smp_156100.1	SMRG1_70670.1, SMRG1_70670.2
OG0005806	Smp_053020.1	SMRG1_83030.1
OG0005807	Smp_334440.1, Smp_334440.2	SMRG1_80540.1, SMRG1_80620.1, SMRG1_80620.2, SMRG1_80630.1, SMRG1_80580.1
OG0005808	Smp_090890.1	SMRG1_39440.1
OG0005809	Smp_246040.1	SMRG1_29030.1
OG0005810	Smp_158700.1	SMRG1_88570.1
OG0005811	Smp_064860.1	SMRG1_12680.1, SMRG1_12680.2
OG0005812	Smp_302330.1	SMRG1_40040.1
OG0005813	Smp_346930.1, Smp_346930.2	SMRG1_71250.1
OG0005814	Smp_136540.1	SMRG1_14110.1
OG0005815	Smp_021340.1	SMRG1_65910.1
OG0005816	Smp_046090.1	SMRG1_12910.1
OG0005817	Smp_012690.1	SMRG1_30930.1
OG0005818	Smp_024970.1	SMRG1_91130.1, SMRG1_91130.2, SMRG1_91130.3
OG0005819	Smp_048940.1	SMRG1_53300.1
OG0005820	Smp_246530.1	SMRG1_63290.1, SMRG1_63290.2
OG0005821	Smp_173700.1	SMRG1_96970.1
OG0005822	Smp_308030.1	SMRG1_27840.1
OG0005823	Smp_154340.1	SMRG1_40460.1
OG0005824	Smp_179710.1	SMRG1_27050.1
OG0005825	Smp_035470.1	SMRG1_28290.1
OG0005826	Smp_326130.1	SMRG1_63080.1, SMRG1_63080.2, SMRG1_63080.3
OG0005827	Smp_310180.1	SMRG1_46470.3, SMRG1_46470.1, SMRG1_46470.2
OG0005828	Smp_059710.1	SMRG1_90800.1
OG0005829	Smp_103010.1	SMRG1_61730.1
OG0005830	Smp_342230.1	SMRG1_69130.1
OG0005831	Smp_128160.1	SMRG1_48330.1
OG0005832	Smp_009830.1	SMRG1_36550.1
OG0005833	Smp_134350.1	SMRG1_4550.1
OG0005834	Smp_345040.1	SMRG1_84670.1
OG0005835	Smp_136400.1	SMRG1_63840.1
OG0005836	Smp_334540.1	SMRG1_83960.1
OG0005837	Smp_248010.1	SMRG1_93200.1
OG0005838	Smp_015720.1	SMRG1_1110.1
OG0005839	Smp_073560.1	SMRG1_25990.1
OG0005840	Smp_174680.1	SMRG1_87120.1
OG0005841	Smp_163260.1	SMRG1_13540.1, SMRG1_13540.2
OG0005842	Smp_086210.1	SMRG1_51350.1
OG0005843	Smp_077310.1	SMRG1_20770.2, SMRG1_20770.1
OG0005844	Smp_017830.1	SMRG1_11500.1
OG0005845	Smp_010400.1	SMRG1_94530.1, SMRG1_94530.2
OG0005846	Smp_167200.1	SMRG1_34370.1
OG0005847	Smp_175810.1	SMRG1_97520.1, SMRG1_97520.2
OG0005848	Smp_181090.1, Smp_181090.2	SMRG1_53640.1, SMRG1_53640.2
OG0005849	Smp_346400.1	SMRG1_97570.1
OG0005850	Smp_337760.1	SMRG1_35360.1, SMRG1_35360.2
OG0005851	Smp_088600.1	SMRG1_57270.1
OG0005852	Smp_337620.1	SMRG1_30380.1, SMRG1_30380.2
OG0005853	Smp_093840.1	SMRG1_76980.1
OG0005854	Smp_151520.1	SMRG1_79120.1
OG0005855	Smp_344950.1	SMRG1_37650.1
OG0005856	Smp_174710.1	SMRG1_87070.1
OG0005857	Smp_309110.1	SMRG1_67470.1
OG0005859	Smp_345750.1	SMRG1_17730.1
OG0005861	Smp_341810.1	SMRG1_43560.1
OG0005862	Smp_196910.1	SMRG1_42860.1
OG0005863	Smp_072080.1	SMRG1_48950.1, SMRG1_48960.1
OG0005865	Smp_160270.1	SMRG1_20300.1, SMRG1_20300.2, SMRG1_20300.3, SMRG1_20300.4, SMRG1_20300.5
OG0005866	Smp_062790.1	SMRG1_72690.1, SMRG1_72690.2, SMRG1_72690.3, SMRG1_72690.4, SMRG1_72690.5
OG0005867	Smp_035040.1	SMRG1_28640.1
OG0005869	Smp_212190.1, Smp_212190.2	SMRG1_94270.1
OG0005870	Smp_056240.1	SMRG1_24290.1
OG0005871	Smp_080210.1	SMRG1_78980.1
OG0005872	Smp_327810.1	SMRG1_47680.1, SMRG1_47680.2
OG0005873	Smp_334110.1	SMRG1_73270.1
OG0005874	Smp_029970.1	SMRG1_97750.1, SMRG1_97750.2, SMRG1_97750.3, SMRG1_97750.4, SMRG1_97760.1, SMRG1_67060.1, SMRG1_97770.1
OG0005875	Smp_127470.1	SMRG1_63670.1
OG0005876	Smp_326530.1	SMRG1_67930.1
OG0005877	Smp_331910.1	SMRG1_27950.1
OG0005878	Smp_157570.1, Smp_157570.2	SMRG1_42080.1, SMRG1_42080.2
OG0005879	Smp_125040.1	SMRG1_43890.1, SMRG1_43890.2, SMRG1_43890.3, SMRG1_43890.4, SMRG1_43890.5
OG0005880	Smp_040960.1	SMRG1_37220.1, SMRG1_37220.2
OG0005881	Smp_054300.1	SMRG1_15360.1
OG0005882	Smp_194050.1	SMRG1_28000.1, SMRG1_28000.2
OG0005883	Smp_333780.1	SMRG1_48680.3, SMRG1_48680.1, SMRG1_48680.2
OG0005884	Smp_207040.1, Smp_207040.2	SMRG1_73110.1
OG0005885	Smp_336290.1, Smp_331250.1, Smp_336290.2	SMRG1_87480.1, SMRG1_87520.1, SMRG1_87460.1, SMRG1_87460.2
OG0005892	Smp_083680.1	SMRG1_37560.1, SMRG1_37560.2
OG0005894	Smp_244560.1	SMRG1_10900.1
OG0005895	Smp_080870.1	SMRG1_95120.1
OG0005896	Smp_172140.1	SMRG1_41020.1, SMRG1_41020.2, SMRG1_41020.3
OG0005897	Smp_242890.1	SMRG1_94940.1
OG0005898	Smp_124980.1	SMRG1_44010.1, SMRG1_44010.2
OG0005899	Smp_010820.1	SMRG1_94980.1
OG0005900	Smp_161820.1	SMRG1_31460.1
OG0005901	Smp_194700.1	SMRG1_61120.1
OG0005902	Smp_322640.1	SMRG1_7290.1
OG0005904	Smp_130910.1	SMRG1_23700.1
OG0005905	Smp_083880.1	SMRG1_68350.1
OG0005906	Smp_009070.1	SMRG1_74400.1
OG0005907	Smp_072460.1	SMRG1_41690.1, SMRG1_41690.2
OG0005908	Smp_147980.1	SMRG1_39740.1
OG0005909	Smp_018170.1	SMRG1_13850.1
OG0005910	Smp_212750.1	SMRG1_76850.1
OG0005911	Smp_082370.1	SMRG1_96400.1
OG0005912	Smp_196160.1	SMRG1_96220.1
OG0005913	Smp_051070.1	SMRG1_90200.1
OG0005914	Smp_337560.1	SMRG1_76480.1
OG0005915	Smp_331790.1	SMRG1_7980.1
OG0005916	Smp_161160.1	SMRG1_16240.1
OG0005917	Smp_123470.1	SMRG1_65950.1
OG0005918	Smp_210440.1	SMRG1_33420.1
OG0005919	Smp_346620.1	SMRG1_21570.1
OG0005920	Smp_345900.1	SMRG1_2710.1
OG0005921	Smp_000740.1	SMRG1_68580.1
OG0005922	Smp_162920.1	SMRG1_20090.1, SMRG1_20090.2, SMRG1_20090.4, SMRG1_20090.3
OG0005923	Smp_019920.1	SMRG1_29380.1
OG0005924	Smp_244340.1, Smp_244340.2	SMRG1_16020.1
OG0005925	Smp_066480.1	SMRG1_71000.1
OG0005926	Smp_145930.1	SMRG1_62430.1, SMRG1_62430.2
OG0005927	Smp_105340.1	SMRG1_26530.1
OG0005928	Smp_177040.1	SMRG1_69590.1
OG0005929	Smp_074940.1	SMRG1_62040.1
OG0005930	Smp_167140.1	SMRG1_80160.1
OG0005931	Smp_052060.1	SMRG1_73510.1
OG0005932	Smp_212240.1	SMRG1_1990.1
OG0005933	Smp_170580.1	SMRG1_42170.1, SMRG1_42170.2
OG0005934	Smp_032500.1	SMRG1_19760.1
OG0005935	Smp_033990.1	SMRG1_32160.1
OG0005936	Smp_162520.1	SMRG1_59420.1
OG0005937	Smp_156170.1	SMRG1_90430.1
OG0005938	Smp_149960.1	SMRG1_73410.1
OG0005939	Smp_331890.1	SMRG1_61360.1
OG0005940	Smp_076860.1	SMRG1_27540.1
OG0005941	Smp_318260.1, Smp_318260.2, Smp_318260.3	SMRG1_95720.1
OG0005942	Smp_146290.1	SMRG1_83690.1
OG0005943	Smp_153690.1	SMRG1_14300.1
OG0005944	Smp_308140.1, Smp_308145.1	SMRG1_60810.1, SMRG1_60810.2
OG0005945	Smp_348730.1, Smp_086330.2, Smp_086330.1	SMRG1_2660.1
OG0005946	Smp_163840.1	SMRG1_20700.1, SMRG1_20700.2
OG0005947	Smp_076230.1	SMRG1_13560.1
OG0005948	Smp_213790.1	SMRG1_35260.1
OG0005949	Smp_242440.1	SMRG1_9920.1
OG0005950	Smp_337470.1	SMRG1_50680.1
OG0005951	Smp_096410.1	SMRG1_6120.1, SMRG1_6120.2
OG0005952	Smp_340920.1	SMRG1_83230.1
OG0005953	Smp_213440.1	SMRG1_69360.1, SMRG1_69360.2, SMRG1_69360.3, SMRG1_69360.4
