Orthogroup	schistosoma_mansoni	schistosoma_turkestanicum
OG0006074	Smp_147050.1	STRK1_87210.1
OG0006075	Smp_073690.1	STRK1_24610.1
OG0006076	Smp_023230.1	STRK1_52220.1
OG0006077	Smp_157620.1	STRK1_41740.1, STRK1_41750.1
OG0006079	Smp_337240.1	STRK1_106450.1
OG0006080	Smp_152850.1	STRK1_98420.1, STRK1_98900.1
OG0006081	Smp_043940.1	STRK1_1200.1
OG0006082	Smp_196370.1, Smp_196370.2	STRK1_41630.1
OG0006083	Smp_064400.1	STRK1_94040.1
OG0006084	Smp_336800.1	STRK1_21360.1
OG0006085	Smp_149330.1	STRK1_71610.1
OG0006086	Smp_098850.1	STRK1_24050.1
OG0006087	Smp_213880.1	STRK1_41390.1, STRK1_41390.2, STRK1_41390.3
OG0006088	Smp_050250.1	STRK1_68900.1
OG0006089	Smp_155360.1	STRK1_10560.1
OG0006090	Smp_131360.1	STRK1_88820.1
OG0006091	Smp_053820.1	STRK1_78280.1
OG0006092	Smp_076600.1	STRK1_11470.1
OG0006093	Smp_159180.1	STRK1_48340.1
OG0006094	Smp_173000.1	STRK1_52430.1
OG0006095	Smp_102510.1	STRK1_79440.1
OG0006096	Smp_161140.1	STRK1_3930.1
OG0006097	Smp_096750.1, Smp_329590.1	STRK1_71090.1
OG0006098	Smp_342000.1	STRK1_23120.1, STRK1_23130.1, STRK1_23150.1
OG0006099	Smp_304800.1	STRK1_7130.1, STRK1_7130.2
OG0006100	Smp_323890.1	STRK1_14020.1, STRK1_14020.2
OG0006101	Smp_083740.1	STRK1_33640.1
OG0006102	Smp_041890.1	STRK1_72560.1
OG0006103	Smp_142560.1	STRK1_33000.1
OG0006104	Smp_030220.1	STRK1_63900.1, STRK1_63900.2, STRK1_63900.3
OG0006105	Smp_331660.1, Smp_178810.1	STRK1_79500.1
OG0006106	Smp_052890.1	STRK1_97810.1, STRK1_103830.1
OG0006107	Smp_066960.1	STRK1_75570.1
OG0006109	Smp_053120.1	STRK1_68180.1
OG0006110	Smp_172460.1	STRK1_86210.1
OG0006112	Smp_158180.1	STRK1_84680.1
OG0006113	Smp_134230.2, Smp_134230.1	STRK1_16470.1
OG0006114	Smp_211300.1	STRK1_92100.1
OG0006115	Smp_347730.1	STRK1_25680.1
OG0006116	Smp_124590.1	STRK1_45390.1
OG0006117	Smp_346270.1	STRK1_54150.1, STRK1_54150.2
OG0006118	Smp_032580.1	STRK1_53330.1
OG0006119	Smp_102480.1	STRK1_48720.1, STRK1_48740.1
OG0006120	Smp_040280.1	STRK1_37440.1
OG0006121	Smp_173650.1	STRK1_20450.1
OG0006122	Smp_140900.1	STRK1_30400.1
OG0006123	Smp_341140.1	STRK1_58350.1
OG0006124	Smp_002740.1	STRK1_63270.1
OG0006125	Smp_336740.1	STRK1_75700.1
OG0006126	Smp_013370.1	STRK1_65260.1
OG0006127	Smp_149710.1	STRK1_40810.1
OG0006128	Smp_008120.1	STRK1_28050.1
OG0006129	Smp_058470.1	STRK1_11730.1
OG0006130	Smp_141330.1	STRK1_23620.1
OG0006131	Smp_127500.1, Smp_127500.2	STRK1_64440.1, STRK1_64440.2
OG0006132	Smp_311170.1	STRK1_52030.1
OG0006133	Smp_001120.1	STRK1_67040.1
OG0006134	Smp_155060.1	STRK1_18720.1
OG0006135	Smp_142930.1	STRK1_1630.1
OG0006136	Smp_160180.1	STRK1_71030.1, STRK1_71030.2
OG0006137	Smp_307080.1	STRK1_19470.1
OG0006139	Smp_064950.1	STRK1_11890.1
OG0006140	Smp_027500.1, Smp_027500.2	STRK1_71500.1
OG0006141	Smp_129060.1	STRK1_29360.1, STRK1_29360.2
OG0006143	Smp_096270.1	STRK1_2220.1
OG0006144	Smp_018530.1	STRK1_60220.1
OG0006145	Smp_054810.1	STRK1_28580.1
OG0006146	Smp_042080.1	STRK1_72700.1
OG0006147	Smp_046500.1, Smp_046500.2	STRK1_87850.1
OG0006148	Smp_001020.1	STRK1_45620.1
OG0006149	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1	STRK1_7020.1, STRK1_7020.2
OG0006150	Smp_125780.1	STRK1_31950.1
OG0006151	Smp_196690.1	STRK1_39730.1
OG0006153	Smp_343190.1	STRK1_61490.1
OG0006154	Smp_074150.1	STRK1_83620.1
OG0006155	Smp_039740.1	STRK1_18110.1
OG0006156	Smp_070020.1	STRK1_71010.1
OG0006157	Smp_345290.1, Smp_163030.1	STRK1_42470.1
OG0006158	Smp_163720.1	STRK1_19490.1
OG0006159	Smp_154980.1	STRK1_22080.1
OG0006160	Smp_060270.1	STRK1_14520.1
OG0006161	Smp_103380.1	STRK1_82250.1
OG0006162	Smp_335750.1	STRK1_13350.1
OG0006163	Smp_064640.1	STRK1_1050.1
OG0006164	Smp_148160.1	STRK1_91220.1, STRK1_91220.2
OG0006165	Smp_079010.1	STRK1_68310.1
OG0006166	Smp_004680.1	STRK1_45280.1
OG0006167	Smp_101450.1, Smp_330330.1	STRK1_79630.1
OG0006168	Smp_005290.1	STRK1_86100.1
OG0006170	Smp_146900.1	STRK1_11790.1
OG0006171	Smp_134160.1	STRK1_16340.1
OG0006172	Smp_211150.1	STRK1_39860.1
OG0006173	Smp_016990.1	STRK1_19650.1, STRK1_19650.2
OG0006174	Smp_054230.1	STRK1_1980.2
OG0006175	Smp_158640.1	STRK1_84400.1, STRK1_84410.1
OG0006176	Smp_123540.1	STRK1_88440.1
OG0006177	Smp_091730.1	STRK1_85090.1
OG0006178	Smp_002010.1	STRK1_84090.1
OG0006179	Smp_017290.1	STRK1_44420.1
OG0006180	Smp_059750.1	STRK1_52750.1
OG0006181	Smp_149110.1	STRK1_77140.1
OG0006182	Smp_126670.1	STRK1_27840.1
OG0006183	Smp_057230.1	STRK1_98430.1, STRK1_105450.1, STRK1_98910.1
OG0006184	Smp_213970.1	STRK1_97650.1, STRK1_99440.1, STRK1_97660.1, STRK1_97690.1
OG0006185	Smp_343910.2	STRK1_45900.1
OG0006186	Smp_198360.1	STRK1_93580.1
OG0006187	Smp_152090.1	STRK1_40980.1
OG0006188	Smp_056080.1	STRK1_40940.1
OG0006189	Smp_125200.1	STRK1_92690.1, STRK1_92690.2
OG0006190	Smp_345960.1	STRK1_109040.1, STRK1_92790.1
OG0006191	Smp_166020.1	STRK1_90680.1
OG0006192	Smp_344800.1	STRK1_85860.1, STRK1_85890.1
OG0006193	Smp_123550.1	STRK1_88430.1
OG0006195	Smp_312720.1	STRK1_69790.1, STRK1_69790.2, STRK1_69800.1
OG0006197	Smp_138320.1	STRK1_62910.1
OG0006198	Smp_319650.1	STRK1_27760.1
OG0006199	Smp_085840.1	STRK1_26210.1, STRK1_25450.1
OG0006200	Smp_003300.1	STRK1_22710.1, STRK1_96040.1
OG0006201	Smp_130950.1	STRK1_22280.1
OG0006202	Smp_176650.1	STRK1_21440.1, STRK1_21450.1
OG0006203	Smp_347510.1	STRK1_40380.1
OG0006204	Smp_146470.1	STRK1_28330.1
OG0006205	Smp_306610.1, Smp_350490.1	STRK1_2710.1
OG0006206	Smp_132120.1	STRK1_5380.1
OG0006207	Smp_073400.1	STRK1_18650.1
OG0006208	Smp_057860.1	STRK1_1370.1
OG0006209	Smp_344550.1	STRK1_17600.1
OG0006210	Smp_304880.1	STRK1_13180.3, STRK1_13180.1, STRK1_13180.2
OG0006211	Smp_165050.2, Smp_165050.1	STRK1_28770.1
OG0006213	Smp_077890.1, Smp_077890.2, Smp_112450.1	STRK1_61180.1, STRK1_61190.1, STRK1_61200.1
OG0006214	Smp_177100.1	STRK1_65780.1
OG0006214	Smp_346960.1	STRK1_65790.1
OG0006215	Smp_330540.1	STRK1_108790.1
OG0006215	Smp_332140.1	STRK1_82240.1
OG0006225	Smp_030250.1	STRK1_64550.1
OG0006226	Smp_068220.1	STRK1_9580.1
OG0006227	Smp_147420.1	STRK1_10760.1
OG0006228	Smp_186930.1	STRK1_26410.1
OG0006229	Smp_054310.1	STRK1_3080.1, STRK1_3080.2
OG0006230	Smp_315720.1	STRK1_94390.1
OG0006231	Smp_247210.1	STRK1_96050.1
OG0006233	Smp_097210.1	STRK1_42890.1
OG0006234	Smp_267080.1	STRK1_11200.1
OG0006235	Smp_213730.1	STRK1_22470.1
OG0006236	Smp_196810.1	STRK1_66950.1
OG0006237	Smp_049680.1	STRK1_35210.1
OG0006238	Smp_072970.1	STRK1_32060.1
OG0006239	Smp_247570.1	STRK1_73960.1
OG0006240	Smp_045600.1	STRK1_105230.1
OG0006241	Smp_022090.1	STRK1_53760.1
OG0006242	Smp_343950.1	STRK1_4710.1
OG0006243	Smp_061650.1	STRK1_39840.1
OG0006244	Smp_000830.1	STRK1_67320.1
OG0006245	Smp_155620.1	STRK1_54840.1
OG0006246	Smp_067890.1	STRK1_78540.1
OG0006247	Smp_051080.1	STRK1_87520.1
OG0006248	Smp_046290.1	STRK1_87370.1
OG0006249	Smp_146940.1	STRK1_43680.1
OG0006250	Smp_008500.1	STRK1_34280.1
OG0006251	Smp_244310.1	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2
OG0006252	Smp_301800.1	STRK1_35510.1
OG0006253	Smp_300090.1	STRK1_85780.1
OG0006255	Smp_332460.1	STRK1_30700.1
OG0006257	Smp_033400.2, Smp_033400.1	STRK1_94790.1
OG0006258	Smp_342580.1	STRK1_64850.1
OG0006259	Smp_300150.1	STRK1_85680.1
OG0006260	Smp_089700.1	STRK1_24560.1, STRK1_24560.2
OG0006261	Smp_114565.1	STRK1_71230.1, STRK1_71220.1
OG0006262	Smp_117390.1, Smp_331940.1	STRK1_66470.1
OG0006263	Smp_334560.1	STRK1_81050.1
OG0006264	Smp_313640.1, Smp_313640.2	STRK1_74820.1
OG0006265	Smp_099320.1	STRK1_21390.1
OG0006266	Smp_169030.1	STRK1_54400.1, STRK1_99620.1
OG0006267	Smp_247190.1	STRK1_38860.1
OG0006269	Smp_161290.1	STRK1_50960.1
OG0006270	Smp_168610.1	STRK1_14680.1
OG0006271	Smp_204020.1	STRK1_1810.1
OG0006272	Smp_341060.1	STRK1_9090.1
OG0006273	Smp_342950.1	STRK1_42710.1
OG0006274	Smp_136690.1	STRK1_43190.1
OG0006275	Smp_053990.1	STRK1_77710.1
OG0006276	Smp_170210.1	STRK1_83130.1
OG0006277	Smp_241950.1	STRK1_39820.1, STRK1_39820.2
OG0006278	Smp_040110.1	STRK1_81840.1
OG0006279	Smp_049520.1	STRK1_86030.1, STRK1_110560.1, STRK1_86040.1, STRK1_38420.1
OG0006280	Smp_017880.1	STRK1_5630.1
OG0006281	Smp_140370.1	STRK1_31430.1
OG0006282	Smp_334340.1	STRK1_74910.1
OG0006283	Smp_308360.1	STRK1_39610.1, STRK1_39610.2
OG0006284	Smp_312770.1	STRK1_70090.1
OG0006285	Smp_047460.1	STRK1_47910.1
OG0006286	Smp_213040.1	STRK1_59430.1
OG0006287	Smp_009020.1	STRK1_75150.1
OG0006288	Smp_342270.1	STRK1_75320.1
OG0006289	Smp_334330.1	STRK1_74780.1
OG0006290	Smp_342650.1	STRK1_61860.1
OG0006291	Smp_096000.1	STRK1_60880.1
OG0006292	Smp_100070.1	STRK1_106920.1
OG0006293	Smp_031720.1	STRK1_90600.1
OG0006294	Smp_159560.1	STRK1_24150.1
OG0006295	Smp_022990.1	STRK1_91170.1
OG0006296	Smp_332610.1	STRK1_39010.1, STRK1_39020.1, STRK1_39030.1
OG0006297	Smp_323790.1	STRK1_104810.1, STRK1_104800.1, STRK1_26030.1, STRK1_26040.1
OG0006298	Smp_048650.1	STRK1_91180.1
OG0006299	Smp_346660.1	STRK1_1380.1
OG0006300	Smp_021730.1	STRK1_8860.1
OG0006301	Smp_322610.1	STRK1_7090.1
OG0006302	Smp_047740.1	STRK1_48240.1
OG0006303	Smp_133860.1	STRK1_880.1
OG0006304	Smp_315860.1, Smp_315860.2	STRK1_50020.1
OG0006305	Smp_100140.1	STRK1_99560.5, STRK1_99560.2, STRK1_99560.3, STRK1_99560.4, STRK1_99560.1
OG0006306	Smp_151920.1	STRK1_13480.1
OG0006307	Smp_342080.1, Smp_342080.2	STRK1_36390.1
OG0006308	Smp_315840.1	STRK1_71690.1
OG0006309	Smp_336750.1	STRK1_76410.1
OG0006310	Smp_044580.1	STRK1_5820.1
OG0006311	Smp_099420.1	STRK1_85470.1
OG0006312	Smp_087330.1	STRK1_74670.1
OG0006313	Smp_059100.1	STRK1_75960.1
OG0006315	Smp_130340.1	STRK1_91620.1
OG0006316	Smp_100090.1	STRK1_66270.1
OG0006317	Smp_094560.1	STRK1_49200.1
OG0006318	Smp_158240.1	STRK1_48960.1
OG0006319	Smp_342090.1	STRK1_86120.1
OG0006320	Smp_329760.1	STRK1_32680.1, STRK1_32660.1
OG0006321	Smp_244790.1	STRK1_480.1
OG0006322	Smp_180570.1	STRK1_25670.1
OG0006323	Smp_172340.1	STRK1_35250.1
OG0006324	Smp_073410.1	STRK1_18660.3
OG0006325	Smp_245170.1	STRK1_3390.1
OG0006326	Smp_318500.1	STRK1_92580.1
OG0006327	Smp_003900.1	STRK1_100820.1
OG0006328	Smp_349780.1	STRK1_55680.1, STRK1_55690.1
OG0006329	Smp_159860.1	STRK1_64790.1
OG0006330	Smp_052750.1	STRK1_85180.1
OG0006331	Smp_080610.1	STRK1_57530.1
OG0006332	Smp_346840.1	STRK1_42230.4, STRK1_42230.1, STRK1_42230.2, STRK1_42230.3
OG0006333	Smp_074020.1	STRK1_58210.1, STRK1_58210.2
OG0006334	Smp_085490.1	STRK1_80560.1
OG0006335	Smp_134540.1	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1
OG0006336	Smp_333420.1	STRK1_101040.1
OG0006337	Smp_024390.1	STRK1_2840.1
OG0006339	Smp_118040.1	STRK1_36250.1
OG0006340	Smp_198930.1	STRK1_40220.1
OG0006341	Smp_311440.1	STRK1_46130.1
OG0006342	Smp_334600.1	STRK1_81490.1, STRK1_81490.2
OG0006343	Smp_018590.1	STRK1_60280.1
OG0006344	Smp_079430.1	STRK1_26850.1
OG0006345	Smp_344150.1	STRK1_68840.1
OG0006346	Smp_344810.1	STRK1_85940.1
OG0006347	Smp_083410.1	STRK1_23940.1
OG0006348	Smp_031570.1	STRK1_42290.1
OG0006349	Smp_011960.1	STRK1_12470.1, STRK1_12470.2
OG0006351	Smp_344750.1	STRK1_74060.1, STRK1_74050.1
OG0006352	Smp_340530.1	STRK1_5110.1
OG0006353	Smp_036990.1	STRK1_67570.1
OG0006354	Smp_092380.1	STRK1_21990.1
OG0006355	Smp_156480.1	STRK1_62590.1
OG0006356	Smp_050430.1	STRK1_77100.1, STRK1_77110.1
OG0006357	Smp_064360.1	STRK1_80960.1
OG0006358	Smp_212730.1	STRK1_15010.1
OG0006359	Smp_127190.1	STRK1_52310.1
OG0006360	Smp_335530.1	STRK1_93500.1
OG0006361	Smp_102410.1	STRK1_48260.1
OG0006362	Smp_143860.1, Smp_143860.2	STRK1_18140.1
OG0006363	Smp_305760.1	STRK1_5460.1
OG0006364	Smp_058150.1	STRK1_80450.1
OG0006365	Smp_162970.1	STRK1_20000.1
OG0006366	Smp_048880.1	STRK1_102020.1, STRK1_47020.1
OG0006367	Smp_180020.1	STRK1_67710.1
OG0006368	Smp_085790.1	STRK1_63830.1, STRK1_63840.1
OG0006369	Smp_169290.1	STRK1_111330.1, STRK1_82390.1
OG0006370	Smp_148900.1	STRK1_69190.1
OG0006371	Smp_067900.1	STRK1_78550.1
OG0006372	Smp_072360.1	STRK1_39260.1
OG0006373	Smp_055100.1	STRK1_76240.1
OG0006374	Smp_023150.1	STRK1_52160.1
OG0006375	Smp_243830.1	STRK1_107250.1, STRK1_20270.1, STRK1_108410.1, STRK1_19530.1
OG0006376	Smp_340070.1	STRK1_66720.1
OG0006377	Smp_162650.1	STRK1_60710.1
OG0006378	Smp_123370.1	STRK1_51680.1
OG0006379	Smp_162220.1, Smp_162220.2	STRK1_83370.1
OG0006380	Smp_169760.1	STRK1_85310.1
OG0006381	Smp_145400.1	STRK1_72050.1
OG0006382	Smp_143910.1	STRK1_82640.1
OG0006383	Smp_347520.2, Smp_347520.1	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1
OG0006385	Smp_212910.1	STRK1_13410.1
OG0006386	Smp_343330.1	STRK1_53390.1
OG0006387	Smp_342530.1	STRK1_72340.1
OG0006388	Smp_341870.1	STRK1_57640.1, STRK1_57640.2
OG0006389	Smp_040100.1	STRK1_81850.1
OG0006390	Smp_084520.1	STRK1_63450.1
OG0006392	Smp_139340.1	STRK1_90000.1
OG0006393	Smp_122490.1	STRK1_67270.1
OG0006394	Smp_039390.1	STRK1_51180.1
OG0006395	Smp_147460.1, Smp_147460.2	STRK1_11140.1
OG0006396	Smp_349870.1	STRK1_18880.1
OG0006397	Smp_104970.1	STRK1_77640.1, STRK1_77650.1
OG0006398	Smp_141890.1	STRK1_3570.1
OG0006399	Smp_135920.1	STRK1_8130.1, STRK1_8140.1
OG0006400	Smp_043030.1	STRK1_72130.1
OG0006401	Smp_340230.1	STRK1_45140.1
OG0006402	Smp_073600.1	STRK1_26700.1, STRK1_26700.2
OG0006403	Smp_048550.1	STRK1_80840.1
OG0006404	Smp_025740.1	STRK1_34900.1
OG0006405	Smp_066740.1	STRK1_49020.1
OG0006406	Smp_148260.1	STRK1_46940.1
OG0006407	Smp_163170.1	STRK1_1780.1, STRK1_1780.2
OG0006408	Smp_059170.1	STRK1_76030.1
OG0006409	Smp_333900.1	STRK1_46230.1
OG0006410	Smp_130800.1	STRK1_410.1, STRK1_410.2
OG0006411	Smp_142900.1	STRK1_1680.1
OG0006412	Smp_244090.1	STRK1_13500.1, STRK1_13510.1
OG0006413	Smp_344210.1	STRK1_104440.1, STRK1_87390.1
OG0006414	Smp_174670.1	STRK1_83640.1, STRK1_83650.1
OG0006415	Smp_163240.1	STRK1_24030.1
OG0006416	Smp_029100.1	STRK1_61420.1
OG0006417	Smp_316710.1	STRK1_49130.1, STRK1_105070.1
OG0006418	Smp_011570.1	STRK1_12110.2
OG0006419	Smp_210800.1	STRK1_24330.1
OG0006420	Smp_131600.1	STRK1_63700.1
OG0006421	Smp_067580.1	STRK1_3230.1, STRK1_3230.2
OG0006422	Smp_346110.1	STRK1_86260.1
OG0006423	Smp_340930.1	STRK1_80460.1
OG0006424	Smp_013790.1	STRK1_49040.1
OG0006425	Smp_055190.1	STRK1_76320.1
OG0006426	Smp_073390.1	STRK1_18590.1
OG0006427	Smp_126730.1	STRK1_34290.1
OG0006428	Smp_148200.1	STRK1_91250.1
OG0006429	Smp_080420.1	STRK1_10240.1
OG0006430	Smp_028500.1	STRK1_16760.2
OG0006431	Smp_011010.1	STRK1_103710.1, STRK1_103960.1
OG0006432	Smp_136920.1	STRK1_77410.1
OG0006433	Smp_347880.1	STRK1_41140.1
OG0006434	Smp_127650.1	STRK1_94930.1
OG0006435	Smp_314280.2, Smp_314280.1	STRK1_79930.1
OG0006436	Smp_000900.1	STRK1_67440.1
OG0006437	Smp_016750.1	STRK1_88770.1
OG0006438	Smp_094930.1	STRK1_71130.1
OG0006439	Smp_153660.1	STRK1_11750.1, STRK1_11750.2
OG0006440	Smp_212970.1	STRK1_52080.1, STRK1_52080.2
OG0006441	Smp_267210.1	STRK1_92960.1
OG0006442	Smp_139620.1	STRK1_35900.1
OG0006443	Smp_143740.1	STRK1_17960.1, STRK1_17960.3, STRK1_17960.2
OG0006444	Smp_344200.1	STRK1_87400.1
OG0006446	Smp_146650.1	STRK1_46510.1
OG0006448	Smp_316430.1, Smp_337330.1	STRK1_6640.1
OG0006449	Smp_125760.1	STRK1_31960.1
OG0006450	Smp_342210.1	STRK1_111200.1, STRK1_17420.1
OG0006451	Smp_148930.1	STRK1_69130.1
OG0006452	Smp_007000.1	STRK1_54320.1
OG0006453	Smp_000850.1	STRK1_67340.1
OG0006454	Smp_079050.1	STRK1_9100.1
OG0006455	Smp_001500.1	STRK1_54550.1
OG0006456	Smp_062950.1	STRK1_1090.1
OG0006457	Smp_179080.1	STRK1_105200.1
OG0006458	Smp_030020.1	STRK1_63050.1
OG0006459	Smp_134060.1	STRK1_53810.1
OG0006460	Smp_002550.1	STRK1_62550.1
OG0006461	Smp_162280.1	STRK1_83500.1
OG0006462	Smp_122940.1	STRK1_54650.1
OG0006463	Smp_129510.1	STRK1_59760.1
OG0006464	Smp_026400.1, Smp_349830.1	STRK1_20350.1
OG0006465	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4	STRK1_74530.1
OG0006466	Smp_341360.1	STRK1_88100.1
OG0006467	Smp_094760.1	STRK1_9870.1, STRK1_9870.2
OG0006468	Smp_040500.1	STRK1_37670.1
OG0006469	Smp_045960.1	STRK1_4840.1, STRK1_4870.1
OG0006471	Smp_064430.1	STRK1_94060.1
OG0006472	Smp_156900.1	STRK1_94090.1
OG0006473	Smp_129380.1	STRK1_65280.1, STRK1_65290.1
OG0006474	Smp_341420.1	STRK1_59150.1
OG0006475	Smp_153610.1	STRK1_95760.1, STRK1_95790.1
OG0006476	Smp_196020.1	STRK1_16960.1
OG0006477	Smp_097620.1	STRK1_23980.1
OG0006478	Smp_304860.1	STRK1_7350.1
OG0006480	Smp_136520.1	STRK1_20640.1
OG0006481	Smp_000650.1	STRK1_64950.1
OG0006482	Smp_142820.1	STRK1_17880.1
OG0006483	Smp_137980.1	STRK1_61520.1, STRK1_61540.1, STRK1_61530.1
OG0006484	Smp_344900.1	STRK1_68250.1
OG0006485	Smp_126360.1	STRK1_15920.1
OG0006486	Smp_136530.1	STRK1_20630.1
OG0006487	Smp_343110.1	STRK1_71370.1, STRK1_71370.2
OG0006488	Smp_142740.1	STRK1_14780.1
OG0006489	Smp_143090.1	STRK1_10500.1
OG0006491	Smp_086750.1	STRK1_82490.1
OG0006493	Smp_158440.1, Smp_158440.3, Smp_158440.2	STRK1_21790.1
OG0006494	Smp_181290.1	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3
OG0006495	Smp_243300.1	STRK1_94260.1
OG0006496	Smp_197150.1	STRK1_43060.1
OG0006497	Smp_210500.1	STRK1_8430.1
OG0006498	Smp_028940.1	STRK1_1280.1
OG0006499	Smp_067510.1	STRK1_3310.1
OG0006501	Smp_347910.1, Smp_347910.2	STRK1_86780.1
OG0006502	Smp_343520.1	STRK1_107830.1, STRK1_108750.1
OG0006503	Smp_053830.1	STRK1_78270.1
OG0006504	Smp_314240.1	STRK1_103600.1
OG0006505	Smp_146730.1	STRK1_80800.1
OG0006506	Smp_337750.2	STRK1_63140.1
OG0006508	Smp_084890.1	STRK1_59180.1
OG0006509	Smp_033330.1	STRK1_94700.1, STRK1_94710.1
OG0006510	Smp_017650.1	STRK1_104760.1
OG0006512	Smp_180800.1	STRK1_35540.1
OG0006513	Smp_158490.1	STRK1_33330.1
OG0006514	Smp_153390.1	STRK1_79030.1, STRK1_80360.1
OG0006515	Smp_144240.1	STRK1_37660.1
OG0006516	Smp_313530.1, Smp_313540.1, Smp_313540.2	STRK1_29310.1
OG0006517	Smp_005900.1	STRK1_93180.1
OG0006518	Smp_139380.1	STRK1_92450.1, STRK1_92460.1, STRK1_92430.1, STRK1_101000.1
OG0006519	Smp_340210.1	STRK1_91850.1
OG0006520	Smp_318310.1	STRK1_91010.1
OG0006521	Smp_165710.1	STRK1_88210.1, STRK1_88220.1, STRK1_88190.2, STRK1_88190.1
OG0006523	Smp_155760.1	STRK1_74100.1, STRK1_74100.2
OG0006524	Smp_149820.1	STRK1_70420.1
OG0006526	Smp_318890.1, Smp_318920.1, Smp_318900.1	STRK1_34540.1, STRK1_34550.1
OG0006527	Smp_300310.1	STRK1_39440.1
OG0006528	Smp_303260.1, Smp_303280.1	STRK1_42150.1
OG0006529	Smp_162810.1	STRK1_2410.1
OG0006531	Smp_327920.1, Smp_327910.4, Smp_327910.1, Smp_327910.3, Smp_327910.2	STRK1_50390.1, STRK1_50390.2
OG0006532	Smp_330220.1	STRK1_78600.1
OG0006532	Smp_348330.1	STRK1_78590.1
OG0006533	Smp_123200.1, Smp_123100.1	STRK1_84250.1
OG0006534	Smp_176020.1	STRK1_26440.1, STRK1_26440.2
OG0006535	Smp_087550.1	STRK1_63710.1
OG0006543	Smp_045610.1	STRK1_93960.1
OG0006544	Smp_267240.1, Smp_267240.2	STRK1_92820.1
OG0006545	Smp_334050.1	STRK1_69630.1
OG0006546	Smp_172490.1	STRK1_86250.1
OG0006547	Smp_125500.1	STRK1_51280.1
OG0006548	Smp_097370.1	STRK1_92270.1
OG0006549	Smp_172700.1	STRK1_66960.1
OG0006551	Smp_334220.1	STRK1_74400.1
OG0006552	Smp_045780.1	STRK1_4720.1
OG0006553	Smp_247590.1	STRK1_73830.1
OG0006554	Smp_143300.1	STRK1_105650.1, STRK1_99230.1
OG0006555	Smp_164150.1	STRK1_89680.1
OG0006556	Smp_337610.1	STRK1_51800.1
OG0006557	Smp_325920.1	STRK1_60210.1
OG0006558	Smp_149010.1	STRK1_68950.1
OG0006559	Smp_322410.1	STRK1_6930.1
OG0006560	Smp_175270.1	STRK1_26070.1
OG0006561	Smp_000710.1	STRK1_64890.1
OG0006562	Smp_058380.1	STRK1_11670.1
OG0006563	Smp_091750.1	STRK1_85110.1
OG0006564	Smp_088420.2, Smp_088420.1	STRK1_101090.1
OG0006565	Smp_203810.1	STRK1_14470.1
OG0006566	Smp_019880.1	STRK1_36670.1
OG0006567	Smp_081250.1	STRK1_29780.1
OG0006568	Smp_149540.1	STRK1_19020.1
OG0006569	Smp_019980.1	STRK1_36690.1
OG0006570	Smp_245980.1	STRK1_55140.1, STRK1_55150.1
OG0006571	Smp_044160.1	STRK1_65470.1
OG0006572	Smp_346290.1	STRK1_44240.1
OG0006573	Smp_038240.1	STRK1_1640.1
OG0006574	Smp_347780.1	STRK1_63060.1
OG0006575	Smp_159930.1	STRK1_55900.1
OG0006576	Smp_345110.1	STRK1_56000.1
OG0006577	Smp_213990.1	STRK1_30510.1
OG0006578	Smp_242200.1	STRK1_45920.1
OG0006579	Smp_040390.1	STRK1_37550.1
OG0006580	Smp_174190.1	STRK1_71150.1
OG0006581	Smp_333200.1	STRK1_26080.1
OG0006582	Smp_012920.1	STRK1_29400.1
OG0006583	Smp_123120.1	STRK1_102930.1, STRK1_108630.1
OG0006584	Smp_344560.1	STRK1_17620.1
OG0006585	Smp_130430.1	STRK1_2720.1
OG0006586	Smp_083720.1	STRK1_33600.1
OG0006588	Smp_337400.2	STRK1_11380.1
OG0006589	Smp_333350.1	STRK1_19850.1
OG0006590	Smp_244100.1	STRK1_19870.1
OG0006591	Smp_143190.1	STRK1_70130.1
OG0006592	Smp_061570.1	STRK1_81710.1, STRK1_81710.2
OG0006593	Smp_093450.1	STRK1_68660.1
OG0006594	Smp_174420.1	STRK1_46220.1
OG0006595	Smp_060820.1	STRK1_47840.1
OG0006596	Smp_056620.1	STRK1_76440.1
OG0006597	Smp_145140.1	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3
OG0006598	Smp_242910.1	STRK1_94760.1
OG0006599	Smp_164210.1	STRK1_22030.1
OG0006600	Smp_194940.1	STRK1_77360.1
OG0006601	Smp_333910.1	STRK1_46180.1
OG0006602	Smp_342010.1	STRK1_23050.1
OG0006603	Smp_246130.1	STRK1_91570.1
OG0006604	Smp_242240.1	STRK1_53680.1
OG0006605	Smp_210530.1	STRK1_2130.1, STRK1_2130.2, STRK1_2140.1
OG0006606	Smp_052290.1	STRK1_71790.1
OG0006607	Smp_336340.1	STRK1_26460.1
OG0006608	Smp_344230.1	STRK1_19000.1
OG0006609	Smp_174720.1	STRK1_83720.1
OG0006610	Smp_070640.1	STRK1_79040.1
OG0006611	Smp_097380.1	STRK1_92280.1, STRK1_92290.1
