Orthogroup	schistosoma_mansoni	schistosoma_rodhaini
OG0004880	Smp_346280.1, Smp_346280.2	SRDH2_17130.1, SRDH2_17130.2
OG0004881	Smp_076450.1, Smp_076450.2, Smp_076450.3	SRDH2_13060.1
OG0004882	Smp_180500.1, Smp_180500.2	SRDH2_2320.1, SRDH2_2320.2, SRDH2_2320.3
OG0004883	Smp_179890.1	SRDH2_9760.1
OG0004883	Smp_179890.1	SRDH2_9760.2
OG0004883	Smp_179890.1	SRDH2_9760.3
OG0004883	Smp_179890.1	SRDH2_9760.4
OG0004884	Smp_345680.1, Smp_345680.2	SRDH2_84700.1, SRDH2_84700.2
OG0004885	Smp_130760.1	SRDH2_830.1
OG0004886	Smp_058780.1	SRDH2_6140.1
OG0004887	Smp_101290.1	SRDH2_53560.3, SRDH2_53560.2, SRDH2_53560.1
OG0004888	Smp_152440.1	SRDH2_83280.1
OG0004889	Smp_341470.1	SRDH2_58220.1
OG0004890	Smp_102960.1	SRDH2_91770.1
OG0004891	Smp_313730.1, Smp_313750.1	SRDH2_31190.1, SRDH2_31190.2
OG0004892	Smp_150020.1	SRDH2_72830.1, SRDH2_72830.3, SRDH2_72830.2
OG0004893	Smp_345400.1	SRDH2_19850.1
OG0004894	Smp_336710.1	SRDH2_58190.1
OG0004895	Smp_164050.1	SRDH2_95360.1
OG0004896	Smp_341320.1, Smp_341320.2	SRDH2_38890.1
OG0004897	Smp_132870.1	SRDH2_10750.1
OG0004898	Smp_133720.1	SRDH2_47670.1
OG0004899	Smp_011120.1	SRDH2_48560.1
OG0004900	Smp_163430.1	SRDH2_27630.3, SRDH2_27630.1, SRDH2_27630.2
OG0004901	Smp_011220.1	SRDH2_48490.4, SRDH2_48490.2, SRDH2_48490.3, SRDH2_48490.5, SRDH2_48490.1
OG0004902	Smp_126530.1	SRDH2_37880.1
OG0004903	Smp_246440.1	SRDH2_64860.1, SRDH2_64860.2
OG0004904	Smp_018980.1	SRDH2_66930.1
OG0004906	Smp_135860.1	SRDH2_14840.1
OG0004907	Smp_243180.1	SRDH2_60940.1
OG0004908	Smp_094880.1	SRDH2_29770.1
OG0004909	Smp_157680.2, Smp_157680.1	SRDH2_14440.1
OG0004910	Smp_077090.1	SRDH2_21310.1
OG0004911	Smp_015670.1	SRDH2_760.1
OG0004912	Smp_059670.1	SRDH2_93040.1
OG0004913	Smp_072900.1	SRDH2_58940.1
OG0004914	Smp_018500.1	SRDH2_62490.1
OG0004916	Smp_194580.1	SRDH2_17470.1
OG0004917	Smp_137380.1	SRDH2_33110.1
OG0004918	Smp_162210.1	SRDH2_89000.1
OG0004919	Smp_148230.1	SRDH2_53490.2, SRDH2_53490.1, SRDH2_53490.3
OG0004920	Smp_085500.1	SRDH2_84980.1
OG0004921	Smp_045470.1	SRDH2_53950.1, SRDH2_53940.1
OG0004922	Smp_213590.1	SRDH2_79220.1
OG0004923	Smp_214120.1, Smp_214130.1	SRDH2_2140.1
OG0004924	Smp_003610.1	SRDH2_25490.1, SRDH2_25490.2
OG0004925	Smp_133990.1	SRDH2_57150.2, SRDH2_57150.1, SRDH2_57150.3, SRDH2_57150.4
OG0004926	Smp_148770.1	SRDH2_74250.1, SRDH2_74250.2
OG0004927	Smp_005330.1	SRDH2_92320.1, SRDH2_92320.2, SRDH2_92320.3
OG0004928	Smp_029740.1	SRDH2_69880.1, SRDH2_69880.2, SRDH2_69880.3
OG0004929	Smp_210330.1	SRDH2_55290.1
OG0004930	Smp_151820.1	SRDH2_81530.1, SRDH2_81530.2
OG0004931	Smp_040360.1	SRDH2_42780.1
OG0004932	Smp_098090.1	SRDH2_22100.1
OG0004934	Smp_103280.1	SRDH2_44450.1
OG0004935	Smp_168080.2	SRDH2_33240.3
OG0004935	Smp_168080.1	SRDH2_33240.1, SRDH2_33240.4
OG0004936	Smp_016730.1	SRDH2_94310.1
OG0004937	Smp_213260.2, Smp_213260.1	SRDH2_94300.1
OG0004938	Smp_213100.1	SRDH2_48870.1
OG0004939	Smp_044690.1	SRDH2_85270.1, SRDH2_85250.1
OG0004940	Smp_048990.1	SRDH2_53290.1
OG0004941	Smp_308630.1, Smp_332420.1	SRDH2_64890.1
OG0004942	Smp_213150.1	SRDH2_66360.1
OG0004943	Smp_340580.1	SRDH2_61940.1
OG0004944	Smp_170440.1	SRDH2_58320.1
OG0004945	Smp_006730.1	SRDH2_36630.1
OG0004946	Smp_248120.1	SRDH2_33990.1
OG0004947	Smp_213980.1	SRDH2_33320.1
OG0004948	Smp_246940.1	SRDH2_32980.1, SRDH2_32980.2
OG0004949	Smp_199040.1	SRDH2_86650.3, SRDH2_86650.6, SRDH2_86650.7, SRDH2_86650.8, SRDH2_86650.1, SRDH2_86650.2, SRDH2_86650.5, SRDH2_86650.4
OG0004950	Smp_016490.1	SRDH2_47770.1
OG0004951	Smp_171190.1	SRDH2_49420.1
OG0004952	Smp_105450.1	SRDH2_52980.2, SRDH2_52980.4, SRDH2_52980.1, SRDH2_52980.3
OG0004953	Smp_246350.1	SRDH2_69890.1, SRDH2_69890.2
OG0004954	Smp_342460.1	SRDH2_30260.1, SRDH2_30260.2, SRDH2_30260.3, SRDH2_30260.4
OG0004955	Smp_097740.1	SRDH2_27970.1
OG0004956	Smp_123920.1	SRDH2_25840.1, SRDH2_25840.2
OG0004957	Smp_168990.1, Smp_168990.2	SRDH2_14020.1
OG0004958	Smp_025370.1	SRDH2_14670.1, SRDH2_14670.2
OG0004959	Smp_046130.1	SRDH2_15280.1, SRDH2_15280.2
OG0004960	Smp_136460.1	SRDH2_22550.1
OG0004961	Smp_342720.1	SRDH2_7850.1
OG0004963	Smp_167300.1	SRDH2_28190.1, SRDH2_28190.2
OG0004964	Smp_349590.1	SRDH2_59590.1
OG0004964	Smp_350110.1	SRDH2_59540.2, SRDH2_59540.1, SRDH2_59540.3
OG0004964	Smp_350120.1, Smp_350120.2	SRDH2_59440.5, SRDH2_59440.6, SRDH2_59440.11, SRDH2_59440.7, SRDH2_59440.4, SRDH2_59440.3, SRDH2_59440.12, SRDH2_59440.8, SRDH2_59440.10, SRDH2_59440.9
OG0004971	Smp_158460.1	SRDH2_37370.1, SRDH2_37370.2, SRDH2_37370.3
OG0004972	Smp_091190.2	SRDH2_7320.1
OG0004972	Smp_091190.1	SRDH2_7260.1
OG0004973	Smp_010450.2, Smp_010450.1	SRDH2_96610.1
OG0004974	Smp_333840.1	SRDH2_49640.3, SRDH2_49640.1, SRDH2_49640.2
OG0004975	Smp_334060.1	SRDH2_73790.3, SRDH2_73790.7, SRDH2_73790.2, SRDH2_73790.4, SRDH2_73790.1, SRDH2_73790.5, SRDH2_73790.6
OG0004976	Smp_345460.1	SRDH2_99520.1, SRDH2_99520.2
OG0004977	Smp_211260.1	SRDH2_61860.1
OG0004978	Smp_327260.1	SRDH2_58660.1
OG0004979	Smp_315600.1	SRDH2_56280.1
OG0004980	Smp_160810.1	SRDH2_30700.1
OG0004981	Smp_174800.1	SRDH2_63230.1
OG0004982	Smp_088270.1	SRDH2_88470.1, SRDH2_88470.2, SRDH2_88470.3
OG0004983	Smp_044750.1	SRDH2_85200.1
OG0004984	Smp_161800.1	SRDH2_37100.1
OG0004985	Smp_347560.1	SRDH2_78230.1
OG0004986	Smp_165950.1	SRDH2_30610.1
OG0004987	Smp_031560.1	SRDH2_45610.1
OG0004988	Smp_139080.2, Smp_139080.1	SRDH2_4220.1
OG0004989	Smp_334000.1	SRDH2_71410.1, SRDH2_71420.1
OG0004990	Smp_155970.1	SRDH2_19510.1
OG0004991	Smp_095290.1	SRDH2_5220.1
OG0004992	Smp_143440.1	SRDH2_86580.1, SRDH2_86580.2
OG0004993	Smp_155290.1	SRDH2_44350.2, SRDH2_44350.1, SRDH2_44350.3
OG0004994	Smp_146100.1	SRDH2_48670.1, SRDH2_48670.2
OG0004995	Smp_049610.1	SRDH2_40390.1, SRDH2_40380.1
OG0004996	Smp_123480.1	SRDH2_65870.1, SRDH2_65870.2, SRDH2_65870.3
OG0004997	Smp_165530.1	SRDH2_83050.1
OG0004998	Smp_198590.1	SRDH2_4850.1
OG0004999	Smp_124940.1	SRDH2_92340.2
OG0005000	Smp_022070.1	SRDH2_57300.1, SRDH2_57300.2
OG0005001	Smp_064500.1	SRDH2_86010.1
OG0005002	Smp_245350.1	SRDH2_4160.1, SRDH2_4160.5, SRDH2_4160.2, SRDH2_4160.3, SRDH2_4160.4
OG0005003	Smp_333100.1	SRDH2_26800.1
OG0005004	Smp_337650.1	SRDH2_63130.1, SRDH2_63130.2
OG0005005	Smp_247070.1	SRDH2_38550.1, SRDH2_38550.2
OG0005006	Smp_160590.1	SRDH2_63910.1, SRDH2_63910.2, SRDH2_63910.3, SRDH2_63910.4
OG0005007	Smp_344020.1	SRDH2_39970.1
OG0005008	Smp_085680.1	SRDH2_90940.1, SRDH2_90940.2
OG0005009	Smp_167190.1	SRDH2_38310.1, SRDH2_38310.2
OG0005010	Smp_133050.1	SRDH2_29550.1, SRDH2_29550.2
OG0005011	Smp_035300.1	SRDH2_28730.1, SRDH2_28730.3, SRDH2_28730.2
OG0005012	Smp_163230.1, Smp_163230.2	SRDH2_24860.1
OG0005013	Smp_126640.1	SRDH2_38040.1
OG0005014	Smp_315870.1	SRDH2_84450.1
OG0005015	Smp_248110.1	SRDH2_33930.1, SRDH2_33930.2, SRDH2_33930.3, SRDH2_33930.4
OG0005016	Smp_204720.1	SRDH2_60010.1
OG0005017	Smp_041500.2, Smp_041500.1	SRDH2_98060.1
OG0005018	Smp_003990.1	SRDH2_25200.1
OG0005019	Smp_162250.1	SRDH2_88920.1
OG0005020	Smp_332740.1	SRDH2_45370.1
OG0005021	Smp_157400.1	SRDH2_49670.1
OG0005022	Smp_124210.1	SRDH2_25360.1
OG0005023	Smp_332160.1	SRDH2_89050.1
OG0005024	Smp_058530.1	SRDH2_12570.1, SRDH2_12570.2, SRDH2_12550.1, SRDH2_12550.2
OG0005025	Smp_344840.1	SRDH2_15110.1
OG0005026	Smp_343040.1	SRDH2_64980.1
OG0005027	Smp_210770.1	SRDH2_37060.1
OG0005028	Smp_078550.1	SRDH2_91810.1
OG0005029	Smp_170200.1	SRDH2_88450.1
OG0005030	Smp_056280.1	SRDH2_24710.1
OG0005031	Smp_035180.1	SRDH2_28830.1, SRDH2_28830.2, SRDH2_28830.3
OG0005032	Smp_152260.1	SRDH2_24640.1
OG0005033	Smp_198520.1	SRDH2_19200.1
OG0005034	Smp_012050.1	SRDH2_8860.2, SRDH2_8860.1
OG0005034	Smp_328650.1, Smp_328650.2	SRDH2_30170.2, SRDH2_30170.3, SRDH2_30170.4, SRDH2_30170.1
OG0005035	Smp_098950.1	SRDH2_59930.1
OG0005036	Smp_029060.1	SRDH2_62130.1
OG0005037	Smp_150410.1	SRDH2_35940.3, SRDH2_35940.1, SRDH2_35940.2, SRDH2_35940.4, SRDH2_35940.5
OG0005038	Smp_130170.1	SRDH2_53630.1
OG0005039	Smp_340600.1	SRDH2_60320.1
OG0005040	Smp_147680.1	SRDH2_55530.1
OG0005041	Smp_266760.1	SRDH2_59140.1
OG0005042	Smp_316440.1	SRDH2_34530.1, SRDH2_34530.3, SRDH2_34530.2, SRDH2_34530.4
OG0005043	Smp_150200.1	SRDH2_65140.1, SRDH2_65140.2
OG0005044	Smp_169320.1	SRDH2_87890.1
OG0005045	Smp_344030.1	SRDH2_39910.1
OG0005046	Smp_170390.1	SRDH2_58240.1
OG0005047	Smp_301040.1	SRDH2_99810.1
OG0005048	Smp_148190.1	SRDH2_400.1
OG0005049	Smp_095810.1	SRDH2_89150.1
OG0005050	Smp_349880.1	SRDH2_13590.1
OG0005051	Smp_342810.1	SRDH2_9460.1, SRDH2_9460.3, SRDH2_9460.2
OG0005052	Smp_025030.1	SRDH2_92640.1
OG0005053	Smp_005210.1	SRDH2_32920.1
OG0005054	Smp_318010.1	SRDH2_96480.1
OG0005055	Smp_142960.1, Smp_142960.2	SRDH2_2030.1, SRDH2_2030.2
OG0005056	Smp_034860.1	SRDH2_29080.1, SRDH2_29080.2
OG0005057	Smp_181170.1	SRDH2_41880.1, SRDH2_41880.2
OG0005058	Smp_014840.1	SRDH2_53530.2, SRDH2_53530.1, SRDH2_53530.4, SRDH2_53530.3
OG0005059	Smp_068480.1	SRDH2_16340.1
OG0005060	Smp_140460.2	SRDH2_36350.1
OG0005060	Smp_140460.1, Smp_140460.3	SRDH2_36350.2
OG0005061	Smp_077850.1	SRDH2_95580.1
OG0005062	Smp_071570.1	SRDH2_30930.1
OG0005063	Smp_051420.1	SRDH2_43510.1
OG0005064	Smp_125650.1	SRDH2_83800.1
OG0005065	Smp_333120.1	SRDH2_14090.1
OG0005066	Smp_042280.1	SRDH2_79660.1
OG0005067	Smp_132610.1	SRDH2_33790.1, SRDH2_33790.2
OG0005068	Smp_049990.1	SRDH2_74480.1
OG0005069	Smp_175580.1	SRDH2_30200.1
OG0005070	Smp_165580.1	SRDH2_8320.1
OG0005071	Smp_332790.1	SRDH2_25370.1, SRDH2_25370.2
OG0005072	Smp_093230.1	SRDH2_30520.1
OG0005073	Smp_137610.1	SRDH2_3230.1
OG0005074	Smp_128350.1	SRDH2_9090.3, SRDH2_9090.2, SRDH2_9090.1
OG0005075	Smp_328110.1	SRDH2_51050.1
OG0005075	Smp_340150.1	SRDH2_98620.1
OG0005076	Smp_007380.1	SRDH2_35340.1
OG0005077	Smp_311860.2, Smp_311860.1	SRDH2_56630.1
OG0005078	Smp_050160.1	SRDH2_74610.1, SRDH2_74610.2, SRDH2_74610.3, SRDH2_74610.4, SRDH2_74610.5
OG0005079	Smp_083650.1	SRDH2_37490.1
OG0005080	Smp_244900.1	SRDH2_8500.1
OG0005081	Smp_100350.1	SRDH2_8540.1
OG0005082	Smp_301340.1, Smp_305800.1	SRDH2_35630.1, SRDH2_35630.2, SRDH2_35630.3
OG0005083	Smp_247560.1	SRDH2_43180.1
OG0005084	Smp_005910.1	SRDH2_98690.1
OG0005085	Smp_066050.1	SRDH2_14140.4, SRDH2_14140.3, SRDH2_14140.2, SRDH2_14140.1
OG0005086	Smp_151560.1	SRDH2_70340.1
OG0005087	Smp_347090.1	SRDH2_75760.1
OG0005088	Smp_142150.1	SRDH2_7140.1
OG0005089	Smp_343830.1	SRDH2_76990.1, SRDH2_76990.2
OG0005090	Smp_026920.1	SRDH2_67270.1, SRDH2_67270.2
OG0005091	Smp_025130.1	SRDH2_14890.1
OG0005092	Smp_003660.1	SRDH2_25440.1
OG0005094	Smp_153820.1	SRDH2_77770.1
OG0005095	Smp_348770.1	SRDH2_1060.1
OG0005095	Smp_031020.1	SRDH2_4020.1
OG0005097	Smp_332320.1	SRDH2_97840.1
OG0005098	Smp_142400.1	SRDH2_56550.1, SRDH2_56550.2
OG0005099	Smp_176270.1	SRDH2_94050.1
OG0005100	Smp_163980.1, Smp_163980.2	SRDH2_95140.1
OG0005101	Smp_156470.1	SRDH2_52340.1
OG0005101	Smp_156470.1	SRDH2_52340.2
OG0005102	Smp_163460.1	SRDH2_62290.1
OG0005103	Smp_024800.1	SRDH2_76610.1
OG0005104	Smp_212760.1	SRDH2_47090.1
OG0005105	Smp_059150.1	SRDH2_77910.2, SRDH2_77910.1, SRDH2_77910.3, SRDH2_77910.4
OG0005106	Smp_342470.1	SRDH2_53770.1
OG0005107	Smp_012540.1	SRDH2_31320.1
OG0005108	Smp_342790.1	SRDH2_88130.1
OG0005109	Smp_345830.1	SRDH2_85010.1
OG0005110	Smp_054070.1	SRDH2_19800.3, SRDH2_19800.1, SRDH2_19800.2
OG0005111	Smp_002380.1	SRDH2_54740.1
OG0005112	Smp_344460.1	SRDH2_1150.1, SRDH2_1140.1
OG0005113	Smp_049910.1	SRDH2_74400.1
OG0005114	Smp_128630.1	SRDH2_8940.1, SRDH2_8940.2, SRDH2_8940.3
OG0005115	Smp_018680.1	SRDH2_62640.2, SRDH2_62640.1
OG0005116	Smp_072640.1	SRDH2_43780.1
OG0005117	Smp_130690.1	SRDH2_740.1, SRDH2_740.2
OG0005118	Smp_337210.1	SRDH2_94360.2, SRDH2_94360.1
OG0005119	Smp_144350.1	SRDH2_68220.1
OG0005120	Smp_020760.1	SRDH2_88120.2
OG0005120	Smp_020760.1	SRDH2_88120.3
OG0005121	Smp_344250.1	SRDH2_72990.1
OG0005122	Smp_077580.1	SRDH2_95230.1, SRDH2_95160.1
OG0005123	Smp_346500.1	SRDH2_70020.1
OG0005124	Smp_346420.1	SRDH2_1340.1, SRDH2_100430.1, SRDH2_100440.1, SRDH2_100440.2
OG0005125	Smp_145800.1	SRDH2_1780.1
OG0005126	Smp_004350.1	SRDH2_60820.1
OG0005127	Smp_007270.1	SRDH2_35270.1
OG0005128	Smp_181240.1	SRDH2_59830.1
OG0005130	Smp_094060.1	SRDH2_22340.1
OG0005131	Smp_143560.1	SRDH2_48890.1
OG0005132	Smp_267130.1	SRDH2_17490.4, SRDH2_17490.1, SRDH2_17490.2, SRDH2_17490.3
OG0005133	Smp_034400.1	SRDH2_55910.1
OG0005134	Smp_023250.1	SRDH2_51940.1
OG0005135	Smp_051550.1	SRDH2_43380.1, SRDH2_43380.2
OG0005136	Smp_345160.1	SRDH2_78880.3, SRDH2_78880.2, SRDH2_78880.1
OG0005137	Smp_151040.1	SRDH2_82640.1
OG0005138	Smp_142320.1	SRDH2_18200.1
OG0005139	Smp_140260.1, Smp_140260.2	SRDH2_34560.1
OG0005140	Smp_123910.1	SRDH2_25860.1
OG0005141	Smp_144840.1	SRDH2_98190.1
OG0005142	Smp_065060.1	SRDH2_49940.2, SRDH2_49940.1
OG0005143	Smp_136190.1	SRDH2_35590.1
OG0005144	Smp_008770.1	SRDH2_75880.1, SRDH2_75880.2
OG0005145	Smp_134390.1	SRDH2_4750.1
OG0005146	Smp_178490.1	SRDH2_19820.1
OG0005147	Smp_342310.1	SRDH2_51980.1
OG0005148	Smp_333920.1	SRDH2_55080.1
OG0005149	Smp_341550.1	SRDH2_10120.1, SRDH2_10120.2, SRDH2_101550.1
OG0005150	Smp_140530.1	SRDH2_36470.1
OG0005151	Smp_136320.1	SRDH2_84190.1, SRDH2_84190.2, SRDH2_84190.4, SRDH2_84190.5, SRDH2_84190.3
OG0005152	Smp_158030.1	SRDH2_8080.1, SRDH2_8080.2
OG0005153	Smp_030830.1	SRDH2_91300.2, SRDH2_91300.1, SRDH2_91300.3
OG0005154	Smp_180900.1	SRDH2_57360.1
OG0005155	Smp_141810.1	SRDH2_5910.1
OG0005156	Smp_156060.1	SRDH2_73690.1
OG0005157	Smp_003000.1	SRDH2_180.1
OG0005158	Smp_247770.2, Smp_247770.1	SRDH2_89560.1
OG0005159	Smp_161510.1	SRDH2_43740.1, SRDH2_43740.2, SRDH2_43740.3, SRDH2_43740.4, SRDH2_43740.5
OG0005160	Smp_194750.1, Smp_194750.2	SRDH2_42590.1
OG0005161	Smp_034500.1	SRDH2_30070.1
OG0005162	Smp_245030.1	SRDH2_6410.1
OG0005163	Smp_145040.1	SRDH2_79810.1
OG0005164	Smp_089630.1	SRDH2_24230.3, SRDH2_24230.1, SRDH2_24230.2
OG0005165	Smp_127690.1	SRDH2_96590.1
OG0005166	Smp_333800.1	SRDH2_49210.1
OG0005167	Smp_053780.1	SRDH2_82410.1
OG0005167	Smp_053790.1	SRDH2_82400.1
OG0005168	Smp_065120.1	SRDH2_49880.1
OG0005169	Smp_023930.1	SRDH2_44690.1
OG0005170	Smp_337350.1	SRDH2_44040.1
OG0005171	Smp_348810.1	SRDH2_5380.2, SRDH2_5380.1, SRDH2_100.1
OG0005171	Smp_166600.1	SRDH2_5380.3
OG0005172	Smp_060950.1	SRDH2_54330.1
OG0005174	Smp_074370.1	SRDH2_88850.1
OG0005175	Smp_318510.1, Smp_267190.1	SRDH2_99240.1
OG0005176	Smp_320280.1	SRDH2_43670.1, SRDH2_43670.3, SRDH2_43670.2
OG0005177	Smp_334360.1	SRDH2_80020.1
OG0005178	Smp_343220.1	SRDH2_69460.1
OG0005179	Smp_069840.1	SRDH2_85630.1
OG0005180	Smp_163820.1	SRDH2_21540.1
OG0005181	Smp_173210.1	SRDH2_84640.1, SRDH2_84640.2
OG0005182	Smp_171530.1, Smp_171530.2	SRDH2_46050.1
OG0005183	Smp_213420.1	SRDH2_59880.1, SRDH2_59880.2
OG0005184	Smp_074010.1	SRDH2_61740.1
OG0005185	Smp_172610.1	SRDH2_74060.1
OG0005186	Smp_156300.1	SRDH2_65590.1
OG0005187	Smp_154940.1	SRDH2_1090.1, SRDH2_1090.2
OG0005188	Smp_123130.1	SRDH2_90530.1
OG0005189	Smp_020200.1	SRDH2_29340.1
OG0005190	Smp_346580.1, Smp_346585.1	SRDH2_75770.1
OG0005191	Smp_050590.1	SRDH2_81480.1
OG0005193	Smp_344650.1	SRDH2_84350.1
OG0005194	Smp_041880.1	SRDH2_80060.1
OG0005195	Smp_010260.1	SRDH2_33980.1
OG0005196	Smp_151730.1	SRDH2_59740.1, SRDH2_59740.2
OG0005197	Smp_018210.1	SRDH2_13490.1, SRDH2_13490.2, SRDH2_13490.3
OG0005198	Smp_201820.1	SRDH2_47480.1
OG0005199	Smp_001960.1	SRDH2_90540.1
OG0005200	Smp_001610.1	SRDH2_51490.1
OG0005201	Smp_168590.1	SRDH2_84970.1, SRDH2_84970.3, SRDH2_84970.2
OG0005202	Smp_124160.1	SRDH2_25390.2, SRDH2_25390.3, SRDH2_25390.1
OG0005203	Smp_247250.1	SRDH2_40830.2, SRDH2_40830.1
OG0005204	Smp_005010.1	SRDH2_16810.1
OG0005205	Smp_022470.1	SRDH2_3820.1
OG0005206	Smp_014620.1	SRDH2_53700.1
OG0005207	Smp_058080.1	SRDH2_84840.1
OG0005208	Smp_102490.1	SRDH2_55810.1
OG0005209	Smp_194170.1	SRDH2_70640.1, SRDH2_70640.2
OG0005210	Smp_084010.1	SRDH2_18100.1
OG0005211	Smp_140620.1	SRDH2_55670.1
OG0005212	Smp_203500.1	SRDH2_8750.1
OG0005213	Smp_069890.1	SRDH2_85570.3, SRDH2_85570.4, SRDH2_85570.2, SRDH2_85570.1
OG0005214	Smp_096200.1	SRDH2_6790.1
OG0005215	Smp_343810.1	SRDH2_76780.1, SRDH2_76780.2
OG0005216	Smp_214110.1	SRDH2_2120.1
OG0005217	Smp_160190.1	SRDH2_78710.1, SRDH2_78710.2
OG0005218	Smp_087860.1	SRDH2_91500.1
OG0005219	Smp_244840.1	SRDH2_9050.1, SRDH2_9050.2, SRDH2_9050.3
OG0005220	Smp_342910.2	SRDH2_4700.2, SRDH2_4700.3
OG0005220	Smp_342910.1	SRDH2_4700.1
OG0005221	Smp_170300.1	SRDH2_39210.1
OG0005222	Smp_340830.1	SRDH2_350.1
OG0005223	Smp_045510.1	SRDH2_73240.1
OG0005224	Smp_246300.1	SRDH2_68230.2, SRDH2_68230.1
OG0005225	Smp_246230.1	SRDH2_29700.2, SRDH2_29700.3, SRDH2_29700.1
OG0005226	Smp_003700.1	SRDH2_25400.1
OG0005227	Smp_095190.1	SRDH2_7590.1, SRDH2_7590.2, SRDH2_7590.3
OG0005229	Smp_130780.1	SRDH2_860.1
OG0005230	Smp_044280.1	SRDH2_48590.1
OG0005231	Smp_037290.1	SRDH2_44200.3, SRDH2_44200.2, SRDH2_44200.6, SRDH2_44200.1, SRDH2_44200.4, SRDH2_44200.5
OG0005232	Smp_168670.1	SRDH2_18700.6, SRDH2_18700.1, SRDH2_18700.2, SRDH2_18700.5, SRDH2_18700.4, SRDH2_18700.3, SRDH2_18700.9, SRDH2_18700.7, SRDH2_18700.8
OG0005233	Smp_163850.1	SRDH2_21590.1
OG0005234	Smp_323650.1	SRDH2_15760.3, SRDH2_15760.1, SRDH2_15760.2
OG0005235	Smp_324270.1	SRDH2_23050.1
OG0005235	Smp_070370.1	SRDH2_23040.1
OG0005236	Smp_030920.2, Smp_030920.1	SRDH2_91220.1
OG0005237	Smp_330760.1	SRDH2_87390.1
OG0005238	Smp_140290.1	SRDH2_36070.1
OG0005239	Smp_245920.1	SRDH2_54930.1
OG0005240	Smp_168780.1	SRDH2_65280.5, SRDH2_65280.2, SRDH2_65280.3, SRDH2_65280.4, SRDH2_65280.6, SRDH2_65280.7, SRDH2_65280.1
OG0005241	Smp_078750.1	SRDH2_66300.1, SRDH2_66300.2
OG0005242	Smp_026340.1	SRDH2_64870.1
OG0005243	Smp_326770.1, Smp_326770.2	SRDH2_71010.1
OG0005244	Smp_341410.1	SRDH2_17320.1, SRDH2_17330.1
OG0005246	Smp_072490.1	SRDH2_41700.1, SRDH2_41700.2
OG0005247	Smp_143770.1	SRDH2_20260.1, SRDH2_20260.4, SRDH2_20260.2, SRDH2_20260.3
OG0005248	Smp_007900.1	SRDH2_71130.1
OG0005249	Smp_058320.1	SRDH2_12970.1
OG0005250	Smp_337090.2	SRDH2_12520.1
OG0005251	Smp_341440.1	SRDH2_14050.1
OG0005253	Smp_343690.1	SRDH2_42980.1
OG0005254	Smp_024180.1	SRDH2_15890.3, SRDH2_15890.4, SRDH2_15890.5, SRDH2_15890.2, SRDH2_15890.1, SRDH2_15890.6
OG0005255	Smp_125150.1	SRDH2_98980.1, SRDH2_98980.2
OG0005256	Smp_160140.1	SRDH2_85510.1, SRDH2_85510.2
OG0005257	Smp_340570.1	SRDH2_56000.1
OG0005258	Smp_051920.1, Smp_051920.2	SRDH2_72910.1
OG0005259	Smp_145440.1	SRDH2_77200.2, SRDH2_77200.1, SRDH2_77200.3, SRDH2_77200.4, SRDH2_77200.5, SRDH2_77200.6, SRDH2_77200.7
OG0005260	Smp_346220.1	SRDH2_78320.1, SRDH2_78320.4, SRDH2_78320.5, SRDH2_78320.6, SRDH2_78320.7, SRDH2_78320.2, SRDH2_78320.3
OG0005261	Smp_335490.1, Smp_335480.1, Smp_335460.1, Smp_335470.1, Smp_335510.1, Smp_330900.1, Smp_344300.1	SRDH2_65080.2, SRDH2_65080.1, SRDH2_65080.4, SRDH2_65080.3
OG0005263	Smp_160410.1	SRDH2_23770.1
OG0005264	Smp_165940.1	SRDH2_30580.1
OG0005265	Smp_307220.1, Smp_307220.2, Smp_307220.3	SRDH2_27650.1
OG0005265	Smp_307240.1	SRDH2_27690.1, SRDH2_27690.2, SRDH2_27690.3
OG0005266	Smp_306440.1	SRDH2_23790.1, SRDH2_23790.4, SRDH2_23790.2, SRDH2_23790.5, SRDH2_23790.6, SRDH2_23790.3
OG0005267	Smp_345330.1	SRDH2_23280.1
OG0005268	Smp_176930.1	SRDH2_41850.1
OG0005269	Smp_019460.1, Smp_132800.1	SRDH2_33430.1, SRDH2_33440.1
OG0005271	Smp_203390.1	SRDH2_4300.2
OG0005271	Smp_203390.2	SRDH2_4300.1, SRDH2_4300.3
OG0005275	Smp_018880.1	SRDH2_67030.1
OG0005275	Smp_309570.1, Smp_309580.1	SRDH2_66880.1
OG0005283	Smp_012010.1	SRDH2_90630.1
OG0005284	Smp_342980.2, Smp_342980.1	SRDH2_76640.1
OG0005285	Smp_330470.1	SRDH2_31700.1
OG0005286	Smp_034610.1	SRDH2_29940.1, SRDH2_29940.2
OG0005287	Smp_147400.1	SRDH2_12060.1
OG0005288	Smp_014020.1	SRDH2_50810.1
OG0005289	Smp_125490.1	SRDH2_48740.1
OG0005290	Smp_088940.1	SRDH2_42270.1, SRDH2_42270.2, SRDH2_42270.3
OG0005291	Smp_176940.1	SRDH2_41840.2, SRDH2_41840.3, SRDH2_41840.1
OG0005292	Smp_044020.1	SRDH2_44860.1
OG0005293	Smp_082490.1	SRDH2_61640.1, SRDH2_61640.2
OG0005294	Smp_170980.1	SRDH2_57880.1
OG0005295	Smp_082050.1	SRDH2_56860.1
OG0005296	Smp_043990.1	SRDH2_44910.1, SRDH2_44910.2
