Orthogroup	schistosoma_mansoni	schistosoma_bovis
OG0006831	Smp_125740.1	SBOV2_35910.1, SBOV2_35910.2
OG0006832	Smp_073490.1	SBOV2_25370.1, SBOV2_25370.2, SBOV2_25370.3
OG0006833	Smp_159740.1, Smp_159740.2	SBOV2_40600.3, SBOV2_40600.1, SBOV2_40600.2
OG0006834	Smp_200300.1	SBOV2_23780.2, SBOV2_23780.3
OG0006835	Smp_131840.1, Smp_303320.1	SBOV2_44030.1
OG0006836	Smp_194610.1	SBOV2_16430.1
OG0006837	Smp_034680.1	SBOV2_38090.1, SBOV2_38090.2
OG0006838	Smp_326450.1, Smp_326460.1, Smp_326470.1, Smp_326480.1	SBOV2_66450.1
OG0006840	Smp_330160.1, Smp_330160.2	SBOV2_80370.1
OG0006841	Smp_322800.1	SBOV2_8990.1, SBOV2_9010.1, SBOV2_8990.2
OG0006851	Smp_138510.1	SBOV2_66330.1
OG0006852	Smp_267250.1	SBOV2_94650.1
OG0006853	Smp_135380.1	SBOV2_15180.1
OG0006854	Smp_065370.1	SBOV2_48280.1
OG0006855	Smp_152990.1	SBOV2_93260.1
OG0006856	Smp_075770.1	SBOV2_44200.1
OG0006857	Smp_172470.1	SBOV2_87870.1
OG0006858	Smp_147410.1	SBOV2_11260.1
OG0006859	Smp_175910.1	SBOV2_1400.1
OG0006860	Smp_331810.1	SBOV2_15440.1
OG0006861	Smp_105480.1	SBOV2_52560.1, SBOV2_52560.2
OG0006862	Smp_020120.2, Smp_020120.1	SBOV2_38560.1
OG0006863	Smp_129720.1	SBOV2_49370.1, SBOV2_49370.2
OG0006864	Smp_125480.1	SBOV2_47310.1
OG0006865	Smp_213700.1	SBOV2_24470.1
OG0006866	Smp_193610.1	SBOV2_34720.1, SBOV2_34720.2
OG0006867	Smp_123240.1	SBOV2_86200.1, SBOV2_86250.1
OG0006868	Smp_170030.1	SBOV2_10470.1
OG0006870	Smp_140830.1	SBOV2_37990.1
OG0006871	Smp_123300.1	SBOV2_86360.1
OG0006872	Smp_044400.1	SBOV2_47250.1, SBOV2_47270.1
OG0006873	Smp_139940.1	SBOV2_6730.1
OG0006874	Smp_244240.1	SBOV2_16810.1
OG0006875	Smp_002640.1	SBOV2_64990.1
OG0006876	Smp_210450.1	SBOV2_34280.1
OG0006877	Smp_039300.1	SBOV2_47520.1
OG0006878	Smp_340870.1	SBOV2_81490.1
OG0006879	Smp_187190.1	SBOV2_57960.1
OG0006880	Smp_330000.1	SBOV2_79950.1
OG0006881	Smp_141450.1	SBOV2_88320.1
OG0006882	Smp_345850.1	SBOV2_87250.1
OG0006883	Smp_196410.1	SBOV2_41060.1
OG0006884	Smp_202630.1	SBOV2_71210.1, SBOV2_71210.2
OG0006885	Smp_035290.1	SBOV2_39250.1
OG0006886	Smp_247030.1	SBOV2_35180.1
OG0006887	Smp_213740.1	SBOV2_25230.1
OG0006888	Smp_060490.1	SBOV2_29840.1
OG0006889	Smp_176720.1	SBOV2_89370.1
OG0006890	Smp_026770.1	SBOV2_90370.1
OG0006891	Smp_004200.1	SBOV2_49250.1
OG0006892	Smp_026230.1	SBOV2_62960.1
OG0006893	Smp_333650.1	SBOV2_39140.1
OG0006894	Smp_125400.1	SBOV2_94220.1
OG0006895	Smp_136130.1	SBOV2_33970.1
OG0006897	Smp_344050.1	SBOV2_28220.1
OG0006898	Smp_068710.1	SBOV2_48620.1
OG0006899	Smp_060030.1	SBOV2_36510.1
OG0006901	Smp_136350.1	SBOV2_62920.1
OG0006902	Smp_321770.1	SBOV2_190.1
OG0006903	Smp_337390.1	SBOV2_14410.1
OG0006904	Smp_128760.1	SBOV2_52370.1, SBOV2_52360.1
OG0006905	Smp_139330.1	SBOV2_95510.1
OG0006906	Smp_312010.1	SBOV2_55550.1, SBOV2_55560.1
OG0006907	Smp_137710.1	SBOV2_50540.1
OG0006908	Smp_310210.1	SBOV2_44360.1
OG0006910	Smp_246770.1	SBOV2_57270.1
OG0006911	Smp_049170.1	SBOV2_52690.1
OG0006912	Smp_163330.1	SBOV2_13630.1
OG0006913	Smp_095580.1	SBOV2_18360.1
OG0006914	Smp_167000.1	SBOV2_53880.1
OG0006915	Smp_140510.1	SBOV2_35490.1
OG0006916	Smp_155720.1	SBOV2_91680.1
OG0006917	Smp_322220.1	SBOV2_3410.1, SBOV2_3420.1
OG0006918	Smp_033870.1	SBOV2_35420.1
OG0006919	Smp_180140.1	SBOV2_30180.1
OG0006920	Smp_103200.1	SBOV2_40860.1
OG0006921	Smp_074780.1	SBOV2_60920.1
OG0006922	Smp_025340.1	SBOV2_12530.1
OG0006923	Smp_203280.1	SBOV2_93400.1
OG0006924	Smp_149170.1	SBOV2_78500.1
OG0006925	Smp_123030.1	SBOV2_49720.1
OG0006926	Smp_146610.3, Smp_146610.1, Smp_146610.2	SBOV2_53550.1
OG0006927	Smp_346250.1	SBOV2_52650.1
OG0006928	Smp_340890.1	SBOV2_15550.1
OG0006929	Smp_344590.1	SBOV2_81700.1
OG0006930	Smp_342900.1	SBOV2_4740.1
OG0006931	Smp_178780.1	SBOV2_10050.1
OG0006933	Smp_148290.1	SBOV2_52960.1, SBOV2_52960.2
OG0006934	Smp_122050.1	SBOV2_41520.1
OG0006935	Smp_050130.1	SBOV2_70470.1
OG0006936	Smp_008310.1	SBOV2_30780.1
OG0006937	Smp_140730.1	SBOV2_50750.1, SBOV2_50750.2
OG0006938	Smp_247930.1	SBOV2_88000.1
OG0006939	Smp_166320.1	SBOV2_25770.1
OG0006940	Smp_199050.1	SBOV2_14230.1
OG0006941	Smp_244070.1	SBOV2_18350.1
OG0006942	Smp_104210.1	SBOV2_16870.1
OG0006943	Smp_160070.1	SBOV2_82570.1
OG0006944	Smp_170790.1	SBOV2_71400.1
OG0006946	Smp_315740.1	SBOV2_12080.1
OG0006947	Smp_330490.1	SBOV2_82180.1
OG0006948	Smp_141710.1	SBOV2_33150.1
OG0006949	Smp_301730.1	SBOV2_72190.1
OG0006950	Smp_043220.1	SBOV2_74580.1
OG0006951	Smp_149560.1	SBOV2_20250.1
OG0006952	Smp_325820.1	SBOV2_39930.1
OG0006953	Smp_004470.1	SBOV2_58690.1
OG0006954	Smp_130220.1	SBOV2_53080.1
OG0006955	Smp_060090.1	SBOV2_36460.1
OG0006956	Smp_341150.1	SBOV2_59740.1
OG0006957	Smp_049890.1	SBOV2_70690.1
OG0006958	Smp_001180.1	SBOV2_68440.1
OG0006959	Smp_001950.1	SBOV2_85930.1
OG0006960	Smp_032120.1, Smp_139580.1	SBOV2_32790.1
OG0006961	Smp_024870.1	SBOV2_88230.1, SBOV2_88230.2
OG0006962	Smp_245910.1	SBOV2_51600.1
OG0006963	Smp_157390.1	SBOV2_48310.1
OG0006964	Smp_013540.1	SBOV2_61730.1
OG0006965	Smp_028100.1	SBOV2_32190.1
OG0006966	Smp_162680.1	SBOV2_61160.1, SBOV2_61160.2, SBOV2_61160.3
OG0006967	Smp_099440.1	SBOV2_89390.1
OG0006968	Smp_154650.1	SBOV2_29810.1
OG0006969	Smp_049930.1	SBOV2_70630.1
OG0006970	Smp_049920.1	SBOV2_70640.1
OG0006971	Smp_247280.1	SBOV2_79390.1
OG0006972	Smp_132410.1	SBOV2_60660.1
OG0006973	Smp_118750.1, Smp_301330.1	SBOV2_4020.1
OG0006974	Smp_056500.1	SBOV2_80240.1
OG0006975	Smp_164660.1	SBOV2_21890.1
OG0006976	Smp_151590.1	SBOV2_68270.1
OG0006977	Smp_140250.1	SBOV2_35040.1
OG0006978	Smp_347660.1	SBOV2_22720.2, SBOV2_22720.1
OG0006979	Smp_340620.1	SBOV2_66090.1
OG0006980	Smp_027210.1	SBOV2_78100.1
OG0006981	Smp_162610.1, Smp_162610.2	SBOV2_61010.1
OG0006982	Smp_174450.1	SBOV2_55610.1
OG0006983	Smp_133310.1	SBOV2_15310.1
OG0006984	Smp_166930.1	SBOV2_54000.1
OG0006985	Smp_172070.1	SBOV2_26940.1
OG0006986	Smp_028330.1	SBOV2_3440.1
OG0006987	Smp_087250.1	SBOV2_76520.1
OG0006988	Smp_169640.1	SBOV2_76530.1
OG0006989	Smp_342280.1	SBOV2_72890.1
OG0006990	Smp_038300.1	SBOV2_2050.1
OG0006991	Smp_345020.1	SBOV2_80130.1
OG0006992	Smp_176070.1	SBOV2_21790.1
OG0006993	Smp_074590.1	SBOV2_16650.1
OG0006994	Smp_030440.1	SBOV2_5050.1
OG0006995	Smp_013600.1	SBOV2_61770.1
OG0006996	Smp_171780.1	SBOV2_240.1, SBOV2_250.1
OG0006997	Smp_074210.1	SBOV2_85380.1
OG0006998	Smp_153950.1	SBOV2_75140.1, SBOV2_75160.1
OG0006999	Smp_191310.1	SBOV2_45320.1
OG0007000	Smp_045710.1	SBOV2_82190.1
OG0007001	Smp_171180.1	SBOV2_48100.2, SBOV2_48100.1, SBOV2_48100.3
OG0007002	Smp_343710.1	SBOV2_93740.2, SBOV2_93740.1
OG0007003	Smp_032920.1	SBOV2_6740.1
OG0007004	Smp_246150.1	SBOV2_91830.1
OG0007005	Smp_046250.1	SBOV2_45310.1
OG0007006	Smp_300580.1	SBOV2_91640.1
OG0007007	Smp_213120.1	SBOV2_43330.1
OG0007008	Smp_333630.1	SBOV2_63830.1, SBOV2_63830.2
OG0007009	Smp_011030.1	SBOV2_90140.1
OG0007010	Smp_244110.1	SBOV2_21020.1
OG0007011	Smp_013815.1, Smp_013810.1	SBOV2_49520.1
OG0007012	Smp_208010.1	SBOV2_96570.1, SBOV2_96570.2
OG0007013	Smp_063250.1	SBOV2_63460.1, SBOV2_63460.2
OG0007014	Smp_187090.1	SBOV2_11750.1
OG0007015	Smp_055770.1	SBOV2_78750.1
OG0007016	Smp_151930.1	SBOV2_17160.1
OG0007017	Smp_122930.1	SBOV2_49830.1, SBOV2_49830.2
OG0007018	Smp_248080.1	SBOV2_93170.1
OG0007019	Smp_151440.1	SBOV2_77640.1
OG0007020	Smp_139800.1	SBOV2_55860.1
OG0007021	Smp_161210.1	SBOV2_47880.1
OG0007022	Smp_126210.1, Smp_126210.2	SBOV2_60830.1
OG0007023	Smp_341240.1	SBOV2_44530.1
OG0007024	Smp_045620.1	SBOV2_82290.1
OG0007025	Smp_046410.1	SBOV2_90090.1
OG0007026	Smp_346880.1	SBOV2_59230.1
OG0007027	Smp_056370.1	SBOV2_1250.1
OG0007028	Smp_343820.1	SBOV2_74090.1, SBOV2_74090.2
OG0007029	Smp_333300.1	SBOV2_18470.1
OG0007030	Smp_050270.1	SBOV2_70320.1
OG0007031	Smp_154690.1	SBOV2_29720.1
OG0007033	Smp_242360.1, Smp_242360.2	SBOV2_78240.1
OG0007034	Smp_212960.1	SBOV2_78250.1
OG0007035	Smp_086960.1	SBOV2_69510.1, SBOV2_69510.2
OG0007036	Smp_166890.1	SBOV2_81600.1
OG0007037	Smp_066340.1	SBOV2_59450.1
OG0007038	Smp_332520.1	SBOV2_29800.1
OG0007039	Smp_130050.1	SBOV2_53350.1
OG0007040	Smp_149770.1	SBOV2_71820.1
OG0007041	Smp_034450.1	SBOV2_37890.1
OG0007043	Smp_074230.1	SBOV2_85400.1
OG0007044	Smp_244510.1	SBOV2_11900.1
OG0007045	Smp_322250.1	SBOV2_3600.1
OG0007046	Smp_069900.1	SBOV2_82410.1
OG0007047	Smp_159940.1	SBOV2_57300.1
OG0007048	Smp_208080.1	SBOV2_61530.1
OG0007048	Smp_208080.1	SBOV2_61530.2
OG0007048	Smp_208080.1	SBOV2_61530.3
OG0007049	Smp_079600.1	SBOV2_28990.1
OG0007050	Smp_094810.1	SBOV2_10370.1, SBOV2_10370.2, SBOV2_10370.3
OG0007051	Smp_058620.1	SBOV2_14460.1
OG0007052	Smp_146150.1, Smp_146150.2	SBOV2_6470.1
OG0007053	Smp_019190.1	SBOV2_31580.1
OG0007054	Smp_091640.1, Smp_091640.2	SBOV2_86500.1
OG0007055	Smp_050360.1	SBOV2_70230.1
OG0007056	Smp_164180.1	SBOV2_22850.1
OG0007057	Smp_079810.1	SBOV2_65500.1
OG0007058	Smp_214100.1	SBOV2_2100.1
OG0007059	Smp_346040.1, Smp_346040.2	SBOV2_44910.1
OG0007060	Smp_172360.1	SBOV2_33690.1, SBOV2_33690.2, SBOV2_33690.3
OG0007061	Smp_349960.1	SBOV2_92660.1
OG0007062	Smp_070540.1	SBOV2_22780.1
OG0007063	Smp_171770.1	SBOV2_260.1
OG0007064	Smp_074260.1	SBOV2_85420.1
OG0007065	Smp_340400.1	SBOV2_4910.1
OG0007067	Smp_069720.1	SBOV2_82590.1, SBOV2_82610.1
OG0007068	Smp_130850.1	SBOV2_77390.2, SBOV2_77390.1
OG0007069	Smp_097500.1	SBOV2_31870.1
OG0007070	Smp_048760.1	SBOV2_53010.1
OG0007071	Smp_337570.1	SBOV2_51540.1
OG0007072	Smp_137390.1	SBOV2_32180.1, SBOV2_32180.2
OG0007073	Smp_085300.1	SBOV2_69830.1
OG0007074	Smp_213500.1	SBOV2_74820.1
OG0007075	Smp_345260.1	SBOV2_18230.1
OG0007076	Smp_140550.1	SBOV2_35580.1
OG0007077	Smp_156370.1	SBOV2_64810.1, SBOV2_64810.2
OG0007078	Smp_078640.1	SBOV2_54380.1
OG0007079	Smp_176640.1	SBOV2_22300.1
OG0007080	Smp_030500.1	SBOV2_17620.1
OG0007081	Smp_014650.1	SBOV2_53220.1, SBOV2_53230.1
OG0007082	Smp_334710.1	SBOV2_86690.1
OG0007083	Smp_080150.1, Smp_165320.1	SBOV2_77560.1
OG0007084	Smp_147290.1	SBOV2_48870.1
OG0007085	Smp_340900.1	SBOV2_28880.1
OG0007086	Smp_169340.1	SBOV2_84380.1, SBOV2_84390.1
OG0007087	Smp_029900.1	SBOV2_66040.1
OG0007088	Smp_345660.1	SBOV2_96540.1
OG0007089	Smp_267300.1	SBOV2_61510.1
OG0007090	Smp_162440.1	SBOV2_16560.1
OG0007091	Smp_049880.1	SBOV2_70700.1
OG0007092	Smp_054560.1	SBOV2_15690.1
OG0007094	Smp_327720.1	SBOV2_45600.1
OG0007095	Smp_346230.1	SBOV2_21740.1, SBOV2_21740.2, SBOV2_21740.3
OG0007096	Smp_156180.1	SBOV2_88790.1, SBOV2_88790.2
OG0007097	Smp_140680.1	SBOV2_50880.1
OG0007098	Smp_095670.1	SBOV2_75580.1
OG0007099	Smp_155210.1	SBOV2_83690.1
OG0007100	Smp_105970.1	SBOV2_62150.1
OG0007101	Smp_032240.1	SBOV2_32670.1
OG0007102	Smp_140880.1	SBOV2_38040.1
OG0007103	Smp_213050.1	SBOV2_94600.1, SBOV2_62140.1
OG0007104	Smp_030290.1	SBOV2_66380.1, SBOV2_66380.2, SBOV2_66380.3
OG0007105	Smp_091230.1	SBOV2_63800.1
OG0007105	Smp_091230.1	SBOV2_63800.2
OG0007106	Smp_148800.1, Smp_148800.2	SBOV2_70740.1
OG0007107	Smp_007890.1	SBOV2_68390.2, SBOV2_68390.1
OG0007112	Smp_040020.1	SBOV2_83990.1
OG0007113	Smp_301260.1, Smp_301260.2	SBOV2_94770.2, SBOV2_94770.3, SBOV2_94770.4, SBOV2_94770.1
OG0007114	Smp_158160.1	SBOV2_87020.1
OG0007115	Smp_032760.1	SBOV2_55960.1
OG0007116	Smp_074000.1	SBOV2_59720.3, SBOV2_59720.1, SBOV2_59720.2
OG0007117	Smp_243800.1	SBOV2_21520.1
OG0007118	Smp_033110.1	SBOV2_93120.1, SBOV2_93120.2
OG0007120	Smp_043570.2, Smp_043570.1	SBOV2_82110.1
OG0007121	Smp_123260.1	SBOV2_86310.1
OG0007122	Smp_123360.1	SBOV2_51830.1, SBOV2_51830.2
OG0007123	Smp_214370.1	SBOV2_70670.1
OG0007124	Smp_045500.1	SBOV2_71720.1
OG0007125	Smp_027250.1	SBOV2_78130.1, SBOV2_78130.2, SBOV2_78130.3
OG0007126	Smp_344910.1	SBOV2_69750.1
OG0007127	Smp_320440.1	SBOV2_43940.2, SBOV2_43940.3, SBOV2_43940.1
OG0007128	Smp_337800.1	SBOV2_34900.1
OG0007129	Smp_331410.1	SBOV2_35670.1
OG0007131	Smp_124280.1	SBOV2_24360.1, SBOV2_24360.2, SBOV2_24360.3
OG0007132	Smp_319270.1	SBOV2_31660.2
OG0007132	Smp_319270.2	SBOV2_31660.1
OG0007133	Smp_038560.1	SBOV2_10980.1, SBOV2_10980.2
OG0007134	Smp_149520.1	SBOV2_20170.5, SBOV2_20170.1, SBOV2_20170.2, SBOV2_20170.3, SBOV2_20170.4
OG0007135	Smp_163670.1	SBOV2_20350.1
OG0007136	Smp_348250.1	SBOV2_22990.1, SBOV2_96470.1
OG0007137	Smp_241610.1	SBOV2_53270.2, SBOV2_53270.3, SBOV2_53270.1, SBOV2_53270.4
OG0007138	Smp_331280.1	SBOV2_85870.1
OG0007138	Smp_195190.1	SBOV2_85890.1
OG0007139	Smp_313710.1, Smp_316760.1, Smp_160250.1, Smp_141550.1, Smp_141560.1	SBOV2_88690.1
OG0007149	Smp_179660.1	SBOV2_55520.1
OG0007150	Smp_157730.1	SBOV2_12180.1
OG0007151	Smp_213450.1	SBOV2_71190.1
OG0007152	Smp_340660.1	SBOV2_93040.1
OG0007153	Smp_088240.1	SBOV2_18420.1
OG0007155	Smp_309990.1	SBOV2_56870.1
OG0007156	Smp_341670.1	SBOV2_33240.1
OG0007157	Smp_340200.1	SBOV2_72970.1
OG0007158	Smp_092170.1	SBOV2_87830.1
OG0007159	Smp_030870.1	SBOV2_89680.1, SBOV2_87570.1
OG0007160	Smp_094020.1	SBOV2_34590.1
OG0007161	Smp_213560.1	SBOV2_79530.1
OG0007162	Smp_075430.1	SBOV2_17730.1
OG0007163	Smp_213640.1	SBOV2_22760.1
OG0007164	Smp_145230.1	SBOV2_74040.1
OG0007165	Smp_337425.1	SBOV2_29960.1
OG0007166	Smp_077820.1	SBOV2_91400.1
OG0007167	Smp_151360.1, Smp_151360.2	SBOV2_28770.1
OG0007168	Smp_341390.1	SBOV2_58790.1
OG0007169	Smp_137050.1	SBOV2_72570.1
OG0007170	Smp_196480.1	SBOV2_34260.1
OG0007171	Smp_147640.1	SBOV2_51170.1
OG0007172	Smp_141080.1	SBOV2_38950.1
OG0007173	Smp_128340.1	SBOV2_8650.1
OG0007174	Smp_207080.1	SBOV2_53280.1
OG0007175	Smp_319090.1	SBOV2_30830.1, SBOV2_30860.1
OG0007176	Smp_266870.2	SBOV2_84060.1
OG0007177	Smp_344440.1	SBOV2_42100.1
OG0007178	Smp_132230.1	SBOV2_60360.1, SBOV2_60360.2
OG0007179	Smp_171080.1	SBOV2_23450.1
OG0007180	Smp_152380.1	SBOV2_1200.1
OG0007181	Smp_348400.1	SBOV2_88170.1
OG0007182	Smp_146840.1	SBOV2_14560.1
OG0007184	Smp_063190.1	SBOV2_88760.1
OG0007185	Smp_203270.1	SBOV2_92720.1
OG0007186	Smp_042560.1	SBOV2_74030.1
OG0007187	Smp_090150.1	SBOV2_79320.1
OG0007188	Smp_176980.1	SBOV2_67910.1
OG0007189	Smp_134960.1	SBOV2_63640.1
OG0007191	Smp_153290.1	SBOV2_81630.1
OG0007192	Smp_000370.1	SBOV2_66970.1
OG0007193	Smp_311610.1	SBOV2_51300.1
OG0007194	Smp_032950.1	SBOV2_6770.1
OG0007195	Smp_001830.1	SBOV2_86110.1
OG0007196	Smp_153700.1	SBOV2_14470.1
OG0007197	Smp_024850.1	SBOV2_88250.1, SBOV2_88250.2
OG0007198	Smp_093210.1	SBOV2_37540.1
OG0007199	Smp_022640.1	SBOV2_23470.1
OG0007200	Smp_128610.1	SBOV2_8470.1
OG0007201	Smp_210630.1	SBOV2_88670.1
OG0007202	Smp_050730.1	SBOV2_72420.1
OG0007203	Smp_028490.1	SBOV2_3260.1
OG0007205	Smp_334810.1	SBOV2_91100.1
OG0007206	Smp_141570.1	SBOV2_70090.1
OG0007207	Smp_065210.1	SBOV2_48390.1
OG0007208	Smp_165360.1	SBOV2_77620.1
OG0007209	Smp_041570.1	SBOV2_93800.1, SBOV2_93800.2
OG0007211	Smp_099240.1	SBOV2_22270.1
OG0007212	Smp_000690.1	SBOV2_66640.1, SBOV2_66640.2
OG0007213	Smp_000680.1	SBOV2_66650.1
OG0007214	Smp_136930.1	SBOV2_78140.1
OG0007215	Smp_157840.1	SBOV2_12040.1
OG0007216	Smp_341610.1	SBOV2_18370.1
OG0007217	Smp_149580.1	SBOV2_42550.1
OG0007218	Smp_213010.2, Smp_213010.1	SBOV2_46460.1
OG0007219	Smp_165830.1	SBOV2_9780.1
OG0007220	Smp_027990.1	SBOV2_32070.1
OG0007221	Smp_028130.1	SBOV2_32220.1
OG0007222	Smp_107200.2, Smp_107200.1	SBOV2_8350.1
OG0007223	Smp_137810.1	SBOV2_60180.1
OG0007224	Smp_150120.1	SBOV2_72180.1, SBOV2_72180.2, SBOV2_72180.3
OG0007225	Smp_311980.1	SBOV2_66200.1, SBOV2_66190.1
OG0007226	Smp_155340.1	SBOV2_43170.1
OG0007227	Smp_214040.1	SBOV2_90670.1
OG0007228	Smp_267010.1	SBOV2_78930.1
OG0007229	Smp_042910.1	SBOV2_74290.1
OG0007230	Smp_068240.1	SBOV2_9960.1
OG0007231	Smp_318490.1, Smp_201070.1	SBOV2_23020.1
OG0007232	Smp_017870.1	SBOV2_11760.1, SBOV2_11760.2
OG0007233	Smp_342130.1	SBOV2_94760.1
OG0007234	Smp_073920.1	SBOV2_59810.1
OG0007235	Smp_073470.1	SBOV2_19880.1
OG0007236	Smp_322240.1	SBOV2_3540.1
OG0007237	Smp_160670.1	SBOV2_75310.1
OG0007238	Smp_324180.1	SBOV2_40410.1, SBOV2_40410.2
OG0007239	Smp_042140.1	SBOV2_76940.1
OG0007240	Smp_341750.1	SBOV2_69250.1
OG0007241	Smp_170610.1	SBOV2_25880.1
OG0007242	Smp_051410.1	SBOV2_42460.1
OG0007243	Smp_165070.1	SBOV2_29050.1
OG0007244	Smp_150040.1	SBOV2_72070.1
OG0007245	Smp_049160.1	SBOV2_52700.1
OG0007246	Smp_310650.1	SBOV2_47930.1
OG0007247	Smp_045300.1	SBOV2_53630.1
OG0007248	Smp_123810.1	SBOV2_25100.1
OG0007249	Smp_067930.1	SBOV2_80120.1
OG0007250	Smp_213670.1	SBOV2_24230.1
OG0007251	Smp_319070.1	SBOV2_30810.1
OG0007252	Smp_157690.1	SBOV2_12250.1
OG0007253	Smp_128810.1	SBOV2_52440.1
OG0007254	Smp_166170.1	SBOV2_76380.1
OG0007255	Smp_346120.1	SBOV2_71050.1, SBOV2_71050.2
OG0007256	Smp_076650.1	SBOV2_63250.1
OG0007257	Smp_102400.1	SBOV2_51100.1
OG0007258	Smp_175630.1	SBOV2_91550.1
OG0007259	Smp_132030.1	SBOV2_11670.2
OG0007260	Smp_343770.1	SBOV2_76720.1
OG0007261	Smp_072380.1	SBOV2_26680.1
OG0007262	Smp_247680.1	SBOV2_82520.1, SBOV2_82520.2
OG0007263	Smp_012110.1	SBOV2_8520.1, SBOV2_8520.2
OG0007264	Smp_157760.1	SBOV2_12140.1, SBOV2_12140.2
OG0007265	Smp_079310.1	SBOV2_41430.1
OG0007266	Smp_326000.1, Smp_326010.1	SBOV2_61360.1
OG0007267	Smp_036780.1	SBOV2_89850.1, SBOV2_89850.2
OG0007268	Smp_342110.1	SBOV2_42970.1
OG0007269	Smp_155040.1	SBOV2_19940.1
OG0007270	Smp_332100.1	SBOV2_81050.1
OG0007271	Smp_043390.1	SBOV2_7100.1
OG0007272	Smp_007670.1	SBOV2_4560.1
OG0007273	Smp_022740.1	SBOV2_4830.1
OG0007274	Smp_047550.1	SBOV2_51320.1, SBOV2_51320.2
OG0007275	Smp_165930.1	SBOV2_37460.1
OG0007276	Smp_345250.1	SBOV2_37170.2, SBOV2_37170.1, SBOV2_37170.3
OG0007277	Smp_124720.1	SBOV2_46870.1
OG0007278	Smp_055920.1	SBOV2_42040.1
OG0007279	Smp_314990.1	SBOV2_84690.1
OG0007280	Smp_342550.1	SBOV2_77450.1
OG0007281	Smp_213530.1	SBOV2_75940.1
OG0007282	Smp_241400.1	SBOV2_64780.1
OG0007283	Smp_332290.1, Smp_310770.1	SBOV2_48360.1, SBOV2_48360.2, SBOV2_48360.3
OG0007284	Smp_203720.1	SBOV2_14620.1, SBOV2_14620.2
OG0007285	Smp_091380.1	SBOV2_26910.1
OG0007286	Smp_180890.1	SBOV2_55180.1
OG0007287	Smp_137990.1	SBOV2_59920.1
OG0007288	Smp_027220.1	SBOV2_78110.1
OG0007289	Smp_079710.1	SBOV2_65580.1
OG0007290	Smp_175710.1	SBOV2_31890.1
OG0007291	Smp_082740.1	SBOV2_53890.1
OG0007292	Smp_341500.1	SBOV2_48150.1
OG0007293	Smp_131660.1	SBOV2_45450.1
OG0007294	Smp_304980.1	SBOV2_69900.1
OG0007295	Smp_015730.1	SBOV2_880.1
OG0007296	Smp_070770.1	SBOV2_61900.1
OG0007297	Smp_346080.1	SBOV2_86430.1
OG0007298	Smp_301420.1	SBOV2_26440.1, SBOV2_26440.2
OG0007299	Smp_104960.1	SBOV2_77940.1
OG0007300	Smp_321950.1	SBOV2_25250.1
OG0007301	Smp_335590.1	SBOV2_29030.1
OG0007302	Smp_064350.1	SBOV2_83050.1
OG0007303	Smp_069770.1	SBOV2_82540.6, SBOV2_82540.8
OG0007304	Smp_303120.1	SBOV2_43440.1
OG0007306	Smp_248150.1, Smp_248150.2	SBOV2_70380.1
OG0007307	Smp_342050.1	SBOV2_49220.1
OG0007309	Smp_159630.1	SBOV2_59050.1
OG0007310	Smp_340990.1	SBOV2_54040.1
OG0007311	Smp_191360.1	SBOV2_1630.1
OG0007312	Smp_204120.1	SBOV2_8870.1
OG0007313	Smp_165330.1	SBOV2_77570.1
OG0007314	Smp_021140.1	SBOV2_46100.1
OG0007315	Smp_081790.1	SBOV2_84750.1
OG0007316	Smp_033610.1	SBOV2_33480.1
OG0007317	Smp_025670.1	SBOV2_34010.1
OG0007318	Smp_340560.1	SBOV2_3380.1, SBOV2_3380.2
OG0007319	Smp_004590.1	SBOV2_46650.1
OG0007320	Smp_332590.1	SBOV2_27840.1
OG0007321	Smp_019730.1	SBOV2_7780.1
OG0007322	Smp_040790.1	SBOV2_63990.1
OG0007323	Smp_104860.1	SBOV2_72280.1
OG0007324	Smp_074280.1	SBOV2_85440.1
OG0007325	Smp_146870.1	SBOV2_14510.1
OG0007326	Smp_150030.1	SBOV2_72060.1
OG0007327	Smp_093750.1	SBOV2_9910.1
OG0007328	Smp_035080.1	SBOV2_39090.1
OG0007329	Smp_170160.1	SBOV2_18450.1
OG0007330	Smp_173790.1, Smp_325740.1	SBOV2_58660.1
OG0007331	Smp_333970.1	SBOV2_55760.1
OG0007332	Smp_093440.1	SBOV2_32330.1
OG0007334	Smp_340250.1	SBOV2_90690.1, SBOV2_90690.2
OG0007335	Smp_345565.1	SBOV2_9540.1
OG0007337	Smp_150180.1	SBOV2_63100.1
OG0007338	Smp_350360.1	SBOV2_66690.1, SBOV2_66690.2, SBOV2_66690.3
OG0007339	Smp_344770.1	SBOV2_54120.1
OG0007340	Smp_039600.1	SBOV2_19170.1
OG0007341	Smp_019640.1	SBOV2_7840.1
OG0007342	Smp_200610.1	SBOV2_29130.2, SBOV2_29130.4, SBOV2_29130.3, SBOV2_29130.5, SBOV2_29130.1
OG0007343	Smp_023170.1	SBOV2_54650.1
OG0007344	Smp_132080.1	SBOV2_13970.1
OG0007345	Smp_329620.1	SBOV2_76170.1
OG0007346	Smp_190140.1	SBOV2_91840.1
OG0007348	Smp_090800.1	SBOV2_280.1
OG0007349	Smp_176260.1	SBOV2_1300.1
OG0007350	Smp_090010.1	SBOV2_47960.1
OG0007351	Smp_018020.1	SBOV2_13920.1
