Orthogroup	schistosoma_mansoni	schistosoma_japonicum
OG0005634	Smp_176630.1	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3
OG0005635	Smp_340280.1	EWB00_008636
OG0005636	Smp_079640.1	EWB00_009543
OG0005637	Smp_170630.1	EWB00_007491
OG0005638	Smp_062550.1	EWB00_002009
OG0005640	Smp_341640.1	EWB00_001081
OG0005641	Smp_137120.1, Smp_316920.1	EWB00_008105
OG0005642	Smp_164270.1, Smp_164270.2	EWB00_003878
OG0005643	Smp_140810.1	EWB00_006044.1, EWB00_006044.2
OG0005644	Smp_332080.1	EWB00_011002.1, EWB00_011002.2
OG0005645	Smp_121390.1	EWB00_011247
OG0005646	Smp_210430.1	EWB00_001585
OG0005647	Smp_104630.1	EWB00_008377
OG0005648	Smp_337870.1	EWB00_003932
OG0005649	Smp_122980.1	EWB00_004418
OG0005650	Smp_342660.1	EWB00_008716
OG0005651	Smp_084860.1	EWB00_004111.1, EWB00_004111.2
OG0005652	Smp_039400.1	EWB00_010738.1, EWB00_010738.2
OG0005653	Smp_140240.1	EWB00_005515.1, EWB00_005515.2
OG0005654	Smp_312850.1	EWB00_004973
OG0005655	Smp_077020.1	EWB00_002849
OG0005656	Smp_207070.1	EWB00_000313.1, EWB00_000313.2
OG0005657	Smp_157860.1	EWB00_005738.1, EWB00_005738.2
OG0005659	Smp_267120.1	EWB00_000083
OG0005660	Smp_345010.1	EWB00_002778, EWB00_002779
OG0005661	Smp_033000.1	EWB00_008536
OG0005662	Smp_302970.1	EWB00_001806.1, EWB00_001806.2
OG0005663	Smp_337150.1	EWB00_008663
OG0005664	Smp_347120.1	EWB00_004233
OG0005665	Smp_102280.1	EWB00_010724
OG0005666	Smp_154100.1	EWB00_001879, EWB00_001880
OG0005668	Smp_171630.1	EWB00_000868.1, EWB00_000868.2
OG0005669	Smp_022020.1	EWB00_000885
OG0005670	Smp_210980.1	EWB00_007289, EWB00_007291
OG0005671	Smp_337280.1	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3
OG0005672	Smp_247410.1, Smp_247410.2	EWB00_006885
OG0005673	Smp_124650.1, Smp_124650.2	EWB00_006880.1, EWB00_006880.2
OG0005674	Smp_079260.1	EWB00_003714
OG0005675	Smp_196900.1	EWB00_007804
OG0005676	Smp_014730.1	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4
OG0005677	Smp_245110.1	EWB00_010838
OG0005678	Smp_121780.1	EWB00_003876.1, EWB00_003876.2
OG0005679	Smp_170010.1	EWB00_004459.1, EWB00_004459.2
OG0005680	Smp_001080.1	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3
OG0005681	Smp_001070.1	EWB00_010059
OG0005682	Smp_072990.1	EWB00_002575
OG0005683	Smp_132830.1	EWB00_004251.1, EWB00_004251.2
OG0005684	Smp_310880.1	EWB00_002994
OG0005686	Smp_247920.1, Smp_247920.2	EWB00_001863.1, EWB00_001863.2
OG0005687	Smp_084830.1	EWB00_008872
OG0005688	Smp_342360.1	EWB00_010237
OG0005689	Smp_126760.1	EWB00_000952
OG0005690	Smp_344100.1	EWB00_010626.1, EWB00_010626.2
OG0005691	Smp_332280.1	EWB00_004770
OG0005692	Smp_131000.1	EWB00_006898
OG0005693	Smp_344450.1	EWB00_007718
OG0005694	Smp_341030.1, Smp_341030.2	EWB00_008756, EWB00_008752, EWB00_008754
OG0005695	Smp_245660.1	EWB00_002987, EWB00_002988
OG0005696	Smp_161450.1	EWB00_007658
OG0005697	Smp_075350.1	EWB00_005450
OG0005698	Smp_334010.1	EWB00_001597, EWB00_001596
OG0005699	Smp_163660.1	EWB00_006430.1, EWB00_006430.2
OG0005700	Smp_346130.1	EWB00_007369
OG0005701	Smp_068680.1	EWB00_011231
OG0005702	Smp_246270.1	EWB00_000923
OG0005703	Smp_176390.1	EWB00_003398
OG0005704	Smp_091480.1	EWB00_007979
OG0005705	Smp_332020.1	EWB00_006495
OG0005706	Smp_134010.1	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6
OG0005707	Smp_063420.1	EWB00_000931
OG0005708	Smp_203970.1	EWB00_010340.1, EWB00_010340.2
OG0005709	Smp_167370.1	EWB00_001084
OG0005710	Smp_139480.1	EWB00_008163, EWB00_008162
OG0005711	Smp_174660.1	EWB00_007626
OG0005712	Smp_156240.1	EWB00_005067
OG0005713	Smp_138220.1	EWB00_004107
OG0005714	Smp_334750.1	EWB00_000335
OG0005715	Smp_159700.1	EWB00_008225
OG0005716	Smp_134660.1	EWB00_010604.1, EWB00_010604.2
OG0005717	Smp_042980.1	EWB00_001183
OG0005718	Smp_064150.1	EWB00_007603
OG0005719	Smp_180170.1	EWB00_006865.1, EWB00_006865.2
OG0005720	Smp_156890.1, Smp_156890.2	EWB00_002629
OG0005722	Smp_342320.1	EWB00_000583, EWB00_000582
OG0005723	Smp_055990.1	EWB00_006388
OG0005725	Smp_247670.1	EWB00_001665
OG0005726	Smp_181130.1	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1
OG0005727	Smp_055310.1	EWB00_008552
OG0005728	Smp_158150.1	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893
OG0005729	Smp_136770.1	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3
OG0005730	Smp_248090.1	EWB00_003035
OG0005731	Smp_129960.1	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2
OG0005732	Smp_076880.1	EWB00_010887
OG0005733	Smp_152210.1	EWB00_001136
OG0005734	Smp_072660.1	EWB00_008256
OG0005735	Smp_077590.1	EWB00_004958.1, EWB00_004958.2
OG0005736	Smp_063030.1	EWB00_001619
OG0005737	Smp_168770.1	EWB00_010412
OG0005738	Smp_340420.1	EWB00_009564
OG0005739	Smp_102820.1	EWB00_006034
OG0005740	Smp_344400.1	EWB00_002267
OG0005741	Smp_322300.1, Smp_074400.1	EWB00_005290.1, EWB00_005290.2
OG0005742	Smp_173420.1	EWB00_002912
OG0005743	Smp_168620.1	EWB00_002471
OG0005744	Smp_094190.1	EWB00_003114
OG0005745	Smp_012980.1	EWB00_007126
OG0005746	Smp_019890.2	EWB00_009120.1, EWB00_009120.2
OG0005747	Smp_213145.1	EWB00_004890
OG0005748	Smp_074200.1	EWB00_000613
OG0005749	Smp_344890.1	EWB00_006571, EWB00_006572
OG0005750	Smp_139420.1	EWB00_009976
OG0005751	Smp_033670.1	EWB00_003426.1, EWB00_003426.2
OG0005752	Smp_342440.1	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3
OG0005753	Smp_247310.1	EWB00_007485, EWB00_007487
OG0005754	Smp_341310.1	EWB00_000723
OG0005755	Smp_124120.1	EWB00_004215
OG0005756	Smp_083400.1	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1
OG0005757	Smp_100380.1	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4
OG0005758	Smp_067780.1	EWB00_002784
OG0005759	Smp_141310.1	EWB00_006950.1, EWB00_006950.2
OG0005760	Smp_143490.1	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3
OG0005761	Smp_055420.1	EWB00_002866
OG0005762	Smp_078780.1	EWB00_001165.1, EWB00_001165.2
OG0005763	Smp_016920.1	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4
OG0005764	Smp_342920.1	EWB00_000906
OG0005765	Smp_073590.1	EWB00_003318
OG0005766	Smp_342780.1	EWB00_009603
OG0005767	Smp_151010.1	EWB00_009611
OG0005768	Smp_213180.1	EWB00_011208
OG0005769	Smp_076300.1	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2
OG0005770	Smp_072340.1	EWB00_010366
OG0005771	Smp_148510.2, Smp_148510.1	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2
OG0005772	Smp_026090.1	EWB00_008944
OG0005773	Smp_142120.1	EWB00_009433
OG0005774	Smp_333580.1	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4
OG0005775	Smp_346890.1	EWB00_002789, EWB00_002788
OG0005776	Smp_123050.1	EWB00_008042
OG0005777	Smp_241860.1	EWB00_002820
OG0005778	Smp_169690.1	EWB00_006271
OG0005779	Smp_342860.1	EWB00_005595, EWB00_010541
OG0005780	Smp_127700.1	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3
OG0005781	Smp_123230.1	EWB00_006926.1, EWB00_006926.2
OG0005782	Smp_105210.1	EWB00_000012
OG0005783	Smp_169960.1	EWB00_001068.1, EWB00_001068.2
OG0005784	Smp_316110.1	EWB00_006719
OG0005785	Smp_162500.1	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4
OG0005786	Smp_061950.1	EWB00_009439
OG0005787	Smp_342510.1	EWB00_010221.1, EWB00_010221.2
OG0005788	Smp_157790.1	EWB00_000689
OG0005789	Smp_154330.1	EWB00_007217
OG0005790	Smp_079000.1	EWB00_007918, EWB00_007919
OG0005791	Smp_340440.1, Smp_340440.2	EWB00_000992
OG0005792	Smp_102450.1	EWB00_009079
OG0005793	Smp_174950.1	EWB00_005680
OG0005794	Smp_031310.2	EWB00_004837.1
OG0005794	Smp_031310.1, Smp_348820.2, Smp_348820.1	EWB00_004837.2, EWB00_004837.3
OG0005795	Smp_241430.1	EWB00_003758
OG0005796	Smp_138600.1	EWB00_006336, EWB00_006337
OG0005797	Smp_125360.1	EWB00_005849
OG0005798	Smp_148910.1	EWB00_002726
OG0005799	Smp_146240.1	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3
OG0005800	Smp_069760.1	EWB00_001662, EWB00_001663
OG0005801	Smp_314220.1	EWB00_006462
OG0005802	Smp_153790.1, Smp_153790.2	EWB00_011045
OG0005803	Smp_331870.1	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4
OG0005804	Smp_105780.1	EWB00_005099
OG0005805	Smp_156100.1	EWB00_006122
OG0005806	Smp_053020.1	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4
OG0005807	Smp_334440.1, Smp_334440.2	EWB00_007488
OG0005808	Smp_090890.1	EWB00_006175
OG0005809	Smp_246040.1	EWB00_000640
OG0005810	Smp_158700.1	EWB00_007509.1, EWB00_007509.2
OG0005811	Smp_064860.1	EWB00_010015
OG0005812	Smp_302330.1	EWB00_003956
OG0005813	Smp_346930.1, Smp_346930.2	EWB00_002763
OG0005814	Smp_136540.1	EWB00_009372.1, EWB00_009372.2
OG0005815	Smp_021340.1	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3
OG0005816	Smp_046090.1	EWB00_002679
OG0005817	Smp_012690.1	EWB00_004128.2
OG0005818	Smp_024970.1	EWB00_001888
OG0005819	Smp_048940.1	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5
OG0005820	Smp_246530.1	EWB00_003331.1, EWB00_003331.2
OG0005821	Smp_173700.1	EWB00_006684
OG0005822	Smp_308030.1	EWB00_001074
OG0005823	Smp_154340.1	EWB00_003917
OG0005824	Smp_179710.1	EWB00_005013.1, EWB00_005013.2
OG0005825	Smp_035470.1	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3
OG0005826	Smp_326130.1	EWB00_001154.1, EWB00_001154.2, EWB00_001154.3, EWB00_001154.4
OG0005827	Smp_310180.1	EWB00_000184
OG0005828	Smp_059710.1	EWB00_001939
OG0005829	Smp_103010.1	EWB00_000517
OG0005830	Smp_342230.1	EWB00_010040
OG0005831	Smp_128160.1	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3
OG0005832	Smp_009830.1	EWB00_004321.1
OG0005833	Smp_134350.1	EWB00_009085
OG0005834	Smp_345040.1	EWB00_008404
OG0005835	Smp_136400.1	EWB00_007120, EWB00_007121
OG0005836	Smp_334540.1	EWB00_007284
OG0005837	Smp_248010.1	EWB00_004965.2, EWB00_004965.1
OG0005838	Smp_015720.1	EWB00_005659
OG0005839	Smp_073560.1	EWB00_001697
OG0005840	Smp_174680.1	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5
OG0005841	Smp_163260.1	EWB00_003703
OG0005842	Smp_086210.1	EWB00_008420
OG0005843	Smp_077310.1	EWB00_006131
OG0005844	Smp_017830.1	EWB00_008951
OG0005845	Smp_010400.1	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7
OG0005846	Smp_167200.1	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2
OG0005847	Smp_175810.1	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3
OG0005848	Smp_181090.1, Smp_181090.2	EWB00_010672
OG0005849	Smp_346400.1	EWB00_006674
OG0005851	Smp_088600.1	EWB00_005135.1, EWB00_005135.2
OG0005852	Smp_337620.1	EWB00_005985
OG0005853	Smp_093840.1	EWB00_010989.1, EWB00_010989.2
OG0005854	Smp_151520.1	EWB00_001250.1, EWB00_001250.2
OG0005855	Smp_344950.1	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3
OG0005856	Smp_174710.1	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4
OG0005857	Smp_309110.1	EWB00_009840
OG0005859	Smp_345750.1	EWB00_000057.1, EWB00_000057.2
OG0005861	Smp_341810.1	EWB00_001808.1, EWB00_001808.2
OG0005862	Smp_196910.1	EWB00_002819.1, EWB00_002819.2
OG0005863	Smp_072080.1	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3
OG0005865	Smp_160270.1	EWB00_003515
OG0005866	Smp_062790.1	EWB00_002758
OG0005867	Smp_035040.1	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3
OG0005868	Smp_211190.1	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3
OG0005869	Smp_212190.1, Smp_212190.2	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2
OG0005870	Smp_056240.1	EWB00_006988.1, EWB00_006988.2
OG0005871	Smp_080210.1	EWB00_001233
OG0005872	Smp_327810.1	EWB00_002079.1, EWB00_002079.2
OG0005873	Smp_334110.1	EWB00_004985
OG0005874	Smp_029970.1	EWB00_003982
OG0005875	Smp_127470.1	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140
OG0005876	Smp_326530.1	EWB00_005784
OG0005877	Smp_331910.1	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4
OG0005878	Smp_157570.1, Smp_157570.2	EWB00_002963.1, EWB00_002963.2
OG0005879	Smp_125040.1	EWB00_009253
OG0005880	Smp_040960.1	EWB00_005604.5, EWB00_005604.4, EWB00_005604.7, EWB00_005604.1, EWB00_005604.2, EWB00_005604.6, EWB00_005604.3
OG0005881	Smp_054300.1	EWB00_010279.3, EWB00_010279.5, EWB00_010279.1, EWB00_010279.2, EWB00_010279.4
OG0005883	Smp_333780.1	EWB00_010742, EWB00_010743, EWB00_010740, EWB00_010741
OG0005892	Smp_083680.1	EWB00_001307.1, EWB00_001307.2
OG0005894	Smp_244560.1	EWB00_004191
OG0005895	Smp_080870.1	EWB00_005510
OG0005896	Smp_172140.1	EWB00_007974, EWB00_007973
OG0005897	Smp_242890.1	EWB00_000785
OG0005898	Smp_124980.1	EWB00_010855
OG0005899	Smp_010820.1	EWB00_000789
OG0005900	Smp_161820.1	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2
OG0005901	Smp_194700.1	EWB00_003871
OG0005902	Smp_322640.1	EWB00_002094
OG0005903	Smp_245260.1	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3
OG0005904	Smp_130910.1	EWB00_007077
OG0005905	Smp_083880.1	EWB00_006244
OG0005906	Smp_009070.1	EWB00_010916
OG0005907	Smp_072460.1	EWB00_007652.1, EWB00_007652.2
OG0005908	Smp_147980.1	EWB00_004591
OG0005909	Smp_018170.1	EWB00_004205
OG0005910	Smp_212750.1	EWB00_010977
OG0005911	Smp_082370.1	EWB00_001454, EWB00_001455
OG0005912	Smp_196160.1	EWB00_001428
OG0005913	Smp_051070.1	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3
OG0005914	Smp_337560.1	EWB00_009105
OG0005916	Smp_161160.1	EWB00_001065
OG0005917	Smp_123470.1	EWB00_010503
OG0005918	Smp_210440.1	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4
OG0005919	Smp_346620.1	EWB00_008562
OG0005920	Smp_345900.1	EWB00_007583.1, EWB00_007583.2
OG0005921	Smp_000740.1	EWB00_010098
OG0005922	Smp_162920.1	EWB00_010786.1, EWB00_010786.2
OG0005923	Smp_019920.1	EWB00_003425.2, EWB00_010825, EWB00_003425.1
OG0005924	Smp_244340.1, Smp_244340.2	EWB00_002459
OG0005925	Smp_066480.1	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2
OG0005926	Smp_145930.1	EWB00_004025
OG0005927	Smp_105340.1	EWB00_005052.2, EWB00_005052.1
OG0005928	Smp_177040.1	EWB00_008938.1, EWB00_008938.2
OG0005929	Smp_074940.1	EWB00_011139
OG0005930	Smp_167140.1	EWB00_003345
OG0005931	Smp_052060.1	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2
OG0005932	Smp_212240.1	EWB00_007193, EWB00_007192
OG0005934	Smp_032500.1	EWB00_002519
OG0005935	Smp_033990.1	EWB00_007845
OG0005936	Smp_162520.1	EWB00_011124.1, EWB00_011124.2
OG0005937	Smp_156170.1	EWB00_004946
OG0005938	Smp_149960.1	EWB00_006593
OG0005940	Smp_076860.1	EWB00_010885
OG0005941	Smp_318260.1, Smp_318260.2, Smp_318260.3	EWB00_011194.1, EWB00_011194.2, EWB00_011194.3
OG0005942	Smp_146290.1	EWB00_007031
OG0005943	Smp_153690.1	EWB00_010868, EWB00_004173.2, EWB00_004173.1
OG0005944	Smp_308140.1, Smp_308145.1	EWB00_006565
OG0005945	Smp_348730.1, Smp_086330.2, Smp_086330.1	EWB00_007587.2, EWB00_007587.1
OG0005947	Smp_076230.1	EWB00_003705
OG0005948	Smp_213790.1	EWB00_001464
OG0005949	Smp_242440.1	EWB00_008464.2, EWB00_008464.3, EWB00_008464.1, EWB00_008464.4
OG0005950	Smp_337470.1	EWB00_005361
OG0005951	Smp_096410.1	EWB00_008981
OG0005952	Smp_340920.1	EWB00_008478
OG0005953	Smp_213440.1	EWB00_008918.1, EWB00_008918.2
OG0005954	Smp_335770.1	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2
OG0005955	Smp_059570.1	EWB00_006718
OG0005956	Smp_347800.1	EWB00_006071
OG0005957	Smp_245120.1	EWB00_002855
OG0005958	Smp_197860.1	EWB00_009113.1, EWB00_009113.2
OG0005959	Smp_006860.1	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3
OG0005960	Smp_143700.1	EWB00_008606
OG0005961	Smp_326750.1	EWB00_008923
OG0005962	Smp_342490.1	EWB00_009426
OG0005963	Smp_160610.1	EWB00_007730
OG0005964	Smp_300500.1	EWB00_007851
OG0005965	Smp_051260.1	EWB00_006441
OG0005966	Smp_172170.2, Smp_172170.1	EWB00_007526
OG0005967	Smp_052160.1	EWB00_006614.1, EWB00_006614.2
OG0005969	Smp_302980.1	EWB00_001805
OG0005970	Smp_081470.1	EWB00_002422
OG0005971	Smp_073680.1	EWB00_006977.1
OG0005972	Smp_047400.1	EWB00_008115.1, EWB00_008115.2, EWB00_008115.3
OG0005973	Smp_346370.1	EWB00_009699.1, EWB00_009699.2
OG0005974	Smp_346750.1	EWB00_005819
OG0005975	Smp_148970.1	EWB00_006104
OG0005976	Smp_012810.1	EWB00_002895.1, EWB00_002895.2, EWB00_002895.3
OG0005977	Smp_343940.1	EWB00_003551
OG0005978	Smp_345340.1	EWB00_005304
OG0005979	Smp_035500.1	EWB00_006967
OG0005980	Smp_170930.1	EWB00_007832
OG0005981	Smp_127640.1	EWB00_008974
OG0005982	Smp_132540.1	EWB00_009876, EWB00_009873
OG0005983	Smp_071830.1	EWB00_005415
OG0005984	Smp_308820.1	EWB00_010482, EWB00_010480
OG0005985	Smp_035650.1	EWB00_006956
OG0005986	Smp_343930.1, Smp_343930.2	EWB00_002480.1, EWB00_002480.2
OG0005987	Smp_146250.1	EWB00_002479
OG0005988	Smp_198920.1	EWB00_009980
OG0005989	Smp_056900.1	EWB00_008827
OG0005990	Smp_333960.1	EWB00_007830.1, EWB00_007830.2, EWB00_007830.3, EWB00_007830.4
OG0005991	Smp_147570.1	EWB00_008113
OG0005992	Smp_310430.1	EWB00_006900, EWB00_006899
OG0005993	Smp_042150.1	EWB00_004574.1, EWB00_004574.2
OG0005994	Smp_336010.1	EWB00_006475
OG0005996	Smp_054200.1	EWB00_008813.3, EWB00_008813.2, EWB00_008813.1
OG0005997	Smp_088390.1	EWB00_005681
OG0005998	Smp_125450.1	EWB00_010753
OG0005999	Smp_142790.1	EWB00_007496
OG0006000	Smp_244480.1	EWB00_000693.3, EWB00_000693.2, EWB00_000693.1
OG0006001	Smp_158170.1	EWB00_000736, EWB00_000737
OG0006002	Smp_146570.1	EWB00_003561
OG0006003	Smp_036270.1	EWB00_003396
OG0006004	Smp_176300.1	EWB00_007593
OG0006005	Smp_334150.1	EWB00_001192.1, EWB00_001192.2
OG0006006	Smp_245510.1	EWB00_004049
OG0006007	Smp_051290.1, Smp_051290.2	EWB00_006436
OG0006008	Smp_172640.1	EWB00_007363.2, EWB00_007363.1, EWB00_007363.3
OG0006009	Smp_043610.2	EWB00_007025
OG0006010	Smp_092750.1	EWB00_003771
OG0006011	Smp_134800.1	EWB00_000911
OG0006012	Smp_246340.1	EWB00_004000
OG0006013	Smp_333410.1	EWB00_002413
OG0006014	Smp_069170.1	EWB00_008227.2, EWB00_008227.1
OG0006015	Smp_042740.1	EWB00_001370.2
OG0006016	Smp_247430.1	EWB00_008198, EWB00_008194, EWB00_008197
OG0006017	Smp_149130.1	EWB00_008199
OG0006018	Smp_149400.1	EWB00_011389.1, EWB00_011389.2
OG0006019	Smp_343640.1	EWB00_001331, EWB00_001330, EWB00_001332
OG0006021	Smp_059200.1	EWB00_010958
OG0006022	Smp_013300.1	EWB00_004015.2, EWB00_004015.1, EWB00_004015.3
OG0006023	Smp_341190.1	EWB00_005459
OG0006024	Smp_194900.1	EWB00_002083
OG0006025	Smp_244460.1	EWB00_004165.1, EWB00_004165.2
OG0006026	Smp_056440.1	EWB00_008011
OG0006027	Smp_340110.1	EWB00_001114
OG0006028	Smp_046800.1	EWB00_007621
OG0006029	Smp_021800.1	EWB00_001205.1, EWB00_001205.2, EWB00_001205.3
OG0006030	Smp_336360.1	EWB00_007859
OG0006031	Smp_124740.1	EWB00_000050, EWB00_000049.1, EWB00_000049.2
OG0006032	Smp_322970.1	EWB00_008470
OG0006033	Smp_161400.1	EWB00_004151.1, EWB00_004151.2
OG0006034	Smp_161500.1	EWB00_008255
OG0006035	Smp_340360.1	EWB00_007835.1, EWB00_007835.2
OG0006036	Smp_347540.1, Smp_347540.2	EWB00_007280, EWB00_007279.1, EWB00_007279.2, EWB00_011183
OG0006037	Smp_039000.1	EWB00_007312.1, EWB00_007312.3, EWB00_007312.4, EWB00_007312.2
OG0006038	Smp_072720.1	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2
OG0006039	Smp_333860.1	EWB00_010606
OG0006040	Smp_350090.1	EWB00_011229
OG0006042	Smp_073140.1	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5
OG0006043	Smp_341220.1	EWB00_005439
OG0006044	Smp_092490.1	EWB00_010045
OG0006045	Smp_201130.2, Smp_201130.1	EWB00_004287
OG0006046	Smp_157070.1	EWB00_009995.1, EWB00_009995.2
OG0006047	Smp_173410.1	EWB00_002911
OG0006048	Smp_080530.1	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3
OG0006049	Smp_210380.1	EWB00_002834.1, EWB00_002834.2
OG0006050	Smp_074930.1, Smp_074930.2	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3
OG0006051	Smp_343530.1	EWB00_007778
OG0006052	Smp_149980.1	EWB00_006595
OG0006053	Smp_000180.1	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4
OG0006054	Smp_243660.1	EWB00_010426.1, EWB00_010426.2
OG0006055	Smp_245300.1	EWB00_000863
OG0006056	Smp_146810.1	EWB00_002319
OG0006057	Smp_129100.1	EWB00_002877.1, EWB00_002877.2
OG0006058	Smp_044950.1	EWB00_006562.1, EWB00_006562.2
OG0006059	Smp_149900.1	EWB00_004976.1, EWB00_004976.2
OG0006060	Smp_346920.1	EWB00_007338
OG0006061	Smp_169300.1	EWB00_001346
OG0006062	Smp_175680.1, Smp_175680.2	EWB00_006866
OG0006063	Smp_139180.1	EWB00_009916
OG0006064	Smp_176150.1	EWB00_001610
OG0006067	Smp_051360.1	EWB00_001804
OG0006068	Smp_072210.1	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3
OG0006070	Smp_138350.1	EWB00_003986
OG0006071	Smp_175230.1	EWB00_010029, EWB00_010269
OG0006072	Smp_146710.1	EWB00_007036
OG0006073	Smp_048930.1	EWB00_010620
OG0006074	Smp_147050.1	EWB00_011416
OG0006075	Smp_073690.1	EWB00_006978.1, EWB00_006978.2
OG0006076	Smp_023230.1	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3
OG0006077	Smp_157620.1	EWB00_002960
OG0006078	Smp_004060.1	EWB00_004062, EWB00_001118.1, EWB00_001118.2, EWB00_001118.3
OG0006079	Smp_337240.1	EWB00_007753
OG0006080	Smp_152850.1	EWB00_005962
OG0006081	Smp_043940.1	EWB00_003839
OG0006082	Smp_196370.1, Smp_196370.2	EWB00_008391.1, EWB00_008391.2
OG0006083	Smp_064400.1	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3
OG0006084	Smp_336800.1	EWB00_007551
OG0006085	Smp_149330.1	EWB00_004536
OG0006086	Smp_098850.1	EWB00_001090
OG0006087	Smp_213880.1	EWB00_006205, EWB00_006204
OG0006088	Smp_050250.1	EWB00_006085
OG0006089	Smp_155360.1	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4
OG0006090	Smp_131360.1	EWB00_009678.1, EWB00_009678.2
OG0006091	Smp_053820.1	EWB00_003483
OG0006092	Smp_076600.1	EWB00_002310, EWB00_002311
OG0006093	Smp_159180.1	EWB00_011169
OG0006094	Smp_173000.1	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3
OG0006096	Smp_161140.1	EWB00_001062
OG0006097	Smp_096750.1, Smp_329590.1	EWB00_010028, EWB00_010270.1, EWB00_010270.2
OG0006098	Smp_342000.1	EWB00_004230
OG0006099	Smp_304800.1	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799
OG0006101	Smp_083740.1	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5
OG0006102	Smp_041890.1	EWB00_007387.1, EWB00_007387.2
OG0006103	Smp_142560.1	EWB00_003157, EWB00_003156, EWB00_003155
OG0006104	Smp_030220.1	EWB00_003970.1, EWB00_003970.2
OG0006105	Smp_331660.1, Smp_178810.1	EWB00_008948.1, EWB00_008948.2
OG0006106	Smp_052890.1	EWB00_006580.1, EWB00_006580.2
OG0006107	Smp_066960.1	EWB00_009138
OG0006109	Smp_053120.1	EWB00_009343
OG0006110	Smp_172460.1	EWB00_001838
OG0006111	Smp_038330.1	EWB00_004652.1, EWB00_004652.2
OG0006112	Smp_158180.1	EWB00_000735
OG0006113	Smp_134230.2, Smp_134230.1	EWB00_009074
OG0006114	Smp_211300.1	EWB00_005502
