Orthogroup	schistosoma_mansoni	fasciola_gigantica
OG0005831	Smp_128160.1	FGIG_10829
OG0005832	Smp_009830.1	FGIG_10854
OG0005833	Smp_134350.1	FGIG_10867
OG0005834	Smp_345040.1	FGIG_11039, FGIG_11040
OG0005835	Smp_136400.1	FGIG_11133
OG0005836	Smp_334540.1	FGIG_11163
OG0005837	Smp_248010.1	FGIG_11222
OG0005838	Smp_015720.1	FGIG_11254
OG0005839	Smp_073560.1	FGIG_11268
OG0005840	Smp_174680.1	FGIG_11276
OG0005841	Smp_163260.1	FGIG_11298
OG0005842	Smp_086210.1	FGIG_11382
OG0005843	Smp_077310.1	FGIG_11440
OG0005844	Smp_017830.1	FGIG_11461
OG0005845	Smp_010400.1	FGIG_11467
OG0005846	Smp_167200.1	FGIG_11607
OG0005847	Smp_175810.1	FGIG_11665
OG0005848	Smp_181090.1, Smp_181090.2	FGIG_11690
OG0005849	Smp_346400.1	FGIG_11737, FGIG_11694
OG0005850	Smp_337760.1	FGIG_11837
OG0005851	Smp_088600.1	FGIG_11938
OG0005852	Smp_337620.1	FGIG_12009
OG0005853	Smp_093840.1	FGIG_12146
OG0005854	Smp_151520.1	FGIG_12243
OG0005855	Smp_344950.1	FGIG_12326
OG0005856	Smp_174710.1	FGIG_12519
OG0005857	Smp_309110.1	FGIG_12552
OG0005892	Smp_083680.1	FGIG_00016
OG0005893	Smp_006840.1	FGIG_00018
OG0005894	Smp_244560.1	FGIG_00072, FGIG_00071, FGIG_00073
OG0005895	Smp_080870.1	FGIG_00083, FGIG_00084
OG0005896	Smp_172140.1	FGIG_00150
OG0005897	Smp_242890.1	FGIG_00169
OG0005898	Smp_124980.1	FGIG_00171
OG0005899	Smp_010820.1	FGIG_00196
OG0005900	Smp_161820.1	FGIG_00203
OG0005901	Smp_194700.1	FGIG_00261
OG0005902	Smp_322640.1	FGIG_03471, FGIG_00276
OG0005903	Smp_245260.1	FGIG_00320
OG0005904	Smp_130910.1	FGIG_00382
OG0005905	Smp_083880.1	FGIG_00409
OG0005906	Smp_009070.1	FGIG_00439
OG0005907	Smp_072460.1	FGIG_00533
OG0005908	Smp_147980.1	FGIG_00582
OG0005909	Smp_018170.1	FGIG_00588
OG0005910	Smp_212750.1	FGIG_00668
OG0005911	Smp_082370.1	FGIG_00851
OG0005912	Smp_196160.1	FGIG_00858
OG0005913	Smp_051070.1	FGIG_00861
OG0005914	Smp_337560.1	FGIG_00865
OG0005915	Smp_331790.1	FGIG_00924
OG0005916	Smp_161160.1	FGIG_00939
OG0005917	Smp_123470.1	FGIG_00972
OG0005918	Smp_210440.1	FGIG_00977
OG0005919	Smp_346620.1	FGIG_01102
OG0005920	Smp_345900.1	FGIG_01131
OG0005921	Smp_000740.1	FGIG_01358
OG0005922	Smp_162920.1	FGIG_01393
OG0005923	Smp_019920.1	FGIG_01438
OG0005924	Smp_244340.1, Smp_244340.2	FGIG_01484, FGIG_01483
OG0005925	Smp_066480.1	FGIG_01502
OG0005926	Smp_145930.1	FGIG_01509
OG0005927	Smp_105340.1	FGIG_01582, FGIG_01581
OG0005928	Smp_177040.1	FGIG_01620
OG0005929	Smp_074940.1	FGIG_01624
OG0005930	Smp_167140.1	FGIG_01705
OG0005931	Smp_052060.1	FGIG_01752, FGIG_01751
OG0005932	Smp_212240.1	FGIG_01801
OG0005933	Smp_170580.1	FGIG_01890
OG0005934	Smp_032500.1	FGIG_01935
OG0005935	Smp_033990.1	FGIG_01960
OG0005936	Smp_162520.1	FGIG_02046
OG0005937	Smp_156170.1	FGIG_02059, FGIG_02058
OG0005938	Smp_149960.1	FGIG_02099
OG0005939	Smp_331890.1	FGIG_06014, FGIG_03841
OG0005940	Smp_076860.1	FGIG_02115
OG0005941	Smp_318260.1, Smp_318260.2, Smp_318260.3	FGIG_02142
OG0005942	Smp_146290.1	FGIG_02148
OG0005943	Smp_153690.1	FGIG_02239
OG0005944	Smp_308140.1, Smp_308145.1	FGIG_02268
OG0005945	Smp_348730.1, Smp_086330.2, Smp_086330.1	FGIG_02273
OG0005946	Smp_163840.1	FGIG_02359
OG0005947	Smp_076230.1	FGIG_02408
OG0005948	Smp_213790.1	FGIG_02438
OG0005949	Smp_242440.1	FGIG_02448
OG0005950	Smp_337470.1	FGIG_02460
OG0005951	Smp_096410.1	FGIG_02568
OG0005952	Smp_340920.1	FGIG_02611
OG0005953	Smp_213440.1	FGIG_02777
OG0005954	Smp_335770.1	FGIG_02792, FGIG_02793
OG0005955	Smp_059570.1	FGIG_02795
OG0005956	Smp_347800.1	FGIG_02874
OG0005957	Smp_245120.1	FGIG_02923, FGIG_12620
OG0005958	Smp_197860.1	FGIG_02947
OG0005959	Smp_006860.1	FGIG_10953, FGIG_03057
OG0005960	Smp_143700.1	FGIG_03072
OG0005961	Smp_326750.1	FGIG_03134
OG0005962	Smp_342490.1	FGIG_03169
OG0005963	Smp_160610.1	FGIG_03185
OG0005964	Smp_300500.1	FGIG_03336
OG0005965	Smp_051260.1	FGIG_03377
OG0005966	Smp_172170.2, Smp_172170.1	FGIG_03397
OG0005967	Smp_052160.1	FGIG_03402
OG0005968	Smp_058350.1	FGIG_03422
OG0005969	Smp_302980.1	FGIG_03460
OG0005970	Smp_081470.1	FGIG_03509
OG0005971	Smp_073680.1	FGIG_03517
OG0005972	Smp_047400.1	FGIG_03528
OG0005973	Smp_346370.1	FGIG_03547
OG0005974	Smp_346750.1	FGIG_03599
OG0005975	Smp_148970.1	FGIG_03738
OG0005976	Smp_012810.1	FGIG_03761
OG0005977	Smp_343940.1	FGIG_03775
OG0005978	Smp_345340.1	FGIG_03813
OG0005979	Smp_035500.1	FGIG_07288
OG0005980	Smp_170930.1	FGIG_03874
OG0005981	Smp_127640.1	FGIG_03938
OG0005982	Smp_132540.1	FGIG_04451, FGIG_03984
OG0005983	Smp_071830.1	FGIG_04068
OG0005984	Smp_308820.1	FGIG_04138
OG0005985	Smp_035650.1	FGIG_04144
OG0005986	Smp_343930.1, Smp_343930.2	FGIG_04149
OG0005987	Smp_146250.1	FGIG_04150
OG0005988	Smp_198920.1	FGIG_04190
OG0005989	Smp_056900.1	FGIG_04194
OG0005990	Smp_333960.1	FGIG_04223
OG0005991	Smp_147570.1	FGIG_04280, FGIG_04281
OG0005992	Smp_310430.1	FGIG_04441, FGIG_04442
OG0005993	Smp_042150.1	FGIG_04467
OG0005994	Smp_336010.1	FGIG_04549
OG0005995	Smp_140990.1	FGIG_04658
OG0005996	Smp_054200.1	FGIG_04704
OG0005997	Smp_088390.1	FGIG_04767
OG0005998	Smp_125450.1	FGIG_04782
OG0005999	Smp_142790.1	FGIG_04792
OG0006000	Smp_244480.1	FGIG_04908
OG0006001	Smp_158170.1	FGIG_04923
OG0006002	Smp_146570.1	FGIG_04934
OG0006003	Smp_036270.1	FGIG_04947
OG0006004	Smp_176300.1	FGIG_05064
OG0006005	Smp_334150.1	FGIG_05077
OG0006006	Smp_245510.1	FGIG_05083
OG0006007	Smp_051290.1, Smp_051290.2	FGIG_05106
OG0006008	Smp_172640.1	FGIG_05169
OG0006009	Smp_043610.2	FGIG_05208
OG0006010	Smp_092750.1	FGIG_05229
OG0006011	Smp_134800.1	FGIG_05267, FGIG_05266
OG0006012	Smp_246340.1	FGIG_05389
OG0006013	Smp_333410.1	FGIG_05439
OG0006014	Smp_069170.1	FGIG_05518
OG0006015	Smp_042740.1	FGIG_05536
OG0006016	Smp_247430.1	FGIG_05545
OG0006017	Smp_149130.1	FGIG_05546
OG0006018	Smp_149400.1	FGIG_05580
OG0006019	Smp_343640.1	FGIG_05585
OG0006020	Smp_077280.1	FGIG_05785
OG0006021	Smp_059200.1	FGIG_05799
OG0006022	Smp_013300.1	FGIG_05880
OG0006023	Smp_341190.1	FGIG_05909
OG0006024	Smp_194900.1	FGIG_05917
OG0006025	Smp_244460.1	FGIG_05927
OG0006026	Smp_056440.1	FGIG_05938
OG0006027	Smp_340110.1	FGIG_05950
OG0006028	Smp_046800.1	FGIG_05989
OG0006029	Smp_021800.1	FGIG_06002
OG0006030	Smp_336360.1	FGIG_06162
OG0006031	Smp_124740.1	FGIG_06250
OG0006032	Smp_322970.1	FGIG_06304, FGIG_06303
OG0006033	Smp_161400.1	FGIG_06351
OG0006034	Smp_161500.1	FGIG_06449
OG0006035	Smp_340360.1	FGIG_06455
OG0006036	Smp_347540.1, Smp_347540.2	FGIG_06523
OG0006037	Smp_039000.1	FGIG_06532
OG0006038	Smp_072720.1	FGIG_06567
OG0006039	Smp_333860.1	FGIG_06568
OG0006040	Smp_350090.1	FGIG_06651
OG0006041	Smp_326410.1	FGIG_06792
OG0006042	Smp_073140.1	FGIG_06799
OG0006043	Smp_341220.1	FGIG_06821
OG0006044	Smp_092490.1	FGIG_06839, FGIG_09285
OG0006045	Smp_201130.2, Smp_201130.1	FGIG_06858
OG0006046	Smp_157070.1	FGIG_06859
OG0006047	Smp_173410.1	FGIG_06862
OG0006048	Smp_080530.1	FGIG_06901
OG0006049	Smp_210380.1	FGIG_06934
OG0006050	Smp_074930.1, Smp_074930.2	FGIG_06979
OG0006051	Smp_343530.1	FGIG_07294
OG0006052	Smp_149980.1	FGIG_07314, FGIG_08950
OG0006053	Smp_000180.1	FGIG_07403
OG0006054	Smp_243660.1	FGIG_07424
OG0006055	Smp_245300.1	FGIG_07555, FGIG_12414
OG0006056	Smp_146810.1	FGIG_07596
OG0006057	Smp_129100.1	FGIG_07603
OG0006058	Smp_044950.1	FGIG_07629
OG0006059	Smp_149900.1	FGIG_07642
OG0006060	Smp_346920.1	FGIG_07735
OG0006061	Smp_169300.1	FGIG_07737
OG0006062	Smp_175680.1, Smp_175680.2	FGIG_07768, FGIG_07767
OG0006063	Smp_139180.1	FGIG_07773
OG0006064	Smp_176150.1	FGIG_07837
OG0006065	Smp_157715.1	FGIG_09557
OG0006066	Smp_059880.1	FGIG_07957, FGIG_07958
OG0006067	Smp_051360.1	FGIG_07984
OG0006068	Smp_072210.1	FGIG_08132
OG0006069	Smp_319660.1, Smp_144720.1	FGIG_08136
OG0006070	Smp_138350.1	FGIG_08226
OG0006071	Smp_175230.1	FGIG_08258
OG0006072	Smp_146710.1	FGIG_08317
OG0006073	Smp_048930.1	FGIG_08326
OG0006075	Smp_073690.1	FGIG_08364
OG0006076	Smp_023230.1	FGIG_08367, FGIG_12133
OG0006077	Smp_157620.1	FGIG_08374
OG0006078	Smp_004060.1	FGIG_08424
OG0006079	Smp_337240.1	FGIG_08462
OG0006080	Smp_152850.1	FGIG_08479
OG0006081	Smp_043940.1	FGIG_08526
OG0006082	Smp_196370.1, Smp_196370.2	FGIG_08527
OG0006083	Smp_064400.1	FGIG_08563
OG0006084	Smp_336800.1	FGIG_08568
OG0006085	Smp_149330.1	FGIG_10779, FGIG_08613
OG0006086	Smp_098850.1	FGIG_08731
OG0006087	Smp_213880.1	FGIG_08787
OG0006088	Smp_050250.1	FGIG_08882
OG0006089	Smp_155360.1	FGIG_08956
OG0006090	Smp_131360.1	FGIG_08982
OG0006091	Smp_053820.1	FGIG_09009
OG0006092	Smp_076600.1	FGIG_09050
OG0006093	Smp_159180.1	FGIG_09188
OG0006094	Smp_173000.1	FGIG_09274
OG0006095	Smp_102510.1	FGIG_09620
OG0006096	Smp_161140.1	FGIG_09689
OG0006097	Smp_096750.1, Smp_329590.1	FGIG_09715
OG0006098	Smp_342000.1	FGIG_09726
OG0006099	Smp_304800.1	FGIG_09757
OG0006100	Smp_323890.1	FGIG_09760
OG0006101	Smp_083740.1	FGIG_09771
OG0006102	Smp_041890.1	FGIG_09799
OG0006103	Smp_142560.1	FGIG_09897, FGIG_09898
OG0006104	Smp_030220.1	FGIG_09904
OG0006105	Smp_331660.1, Smp_178810.1	FGIG_09948
OG0006106	Smp_052890.1	FGIG_09973
OG0006107	Smp_066960.1	FGIG_09976
OG0006108	Smp_156850.2, Smp_308910.1, Smp_156850.1	FGIG_10009
OG0006109	Smp_053120.1	FGIG_10044
OG0006110	Smp_172460.1	FGIG_10049
OG0006111	Smp_038330.1	FGIG_10113
OG0006112	Smp_158180.1	FGIG_10226
OG0006113	Smp_134230.2, Smp_134230.1	FGIG_10252
OG0006114	Smp_211300.1	FGIG_10556, FGIG_10273
OG0006115	Smp_347730.1	FGIG_10337
OG0006116	Smp_124590.1	FGIG_10344
OG0006117	Smp_346270.1	FGIG_10442
OG0006118	Smp_032580.1	FGIG_10496
OG0006119	Smp_102480.1	FGIG_10529
OG0006120	Smp_040280.1	FGIG_10569
OG0006121	Smp_173650.1	FGIG_10579
OG0006122	Smp_140900.1	FGIG_10586
OG0006123	Smp_341140.1	FGIG_10590
OG0006124	Smp_002740.1	FGIG_10595
OG0006125	Smp_336740.1	FGIG_10662
OG0006126	Smp_013370.1	FGIG_10703
OG0006127	Smp_149710.1	FGIG_10725
OG0006128	Smp_008120.1	FGIG_10751
OG0006129	Smp_058470.1	FGIG_11814, FGIG_10752
OG0006130	Smp_141330.1	FGIG_10821, FGIG_10822
OG0006131	Smp_127500.1, Smp_127500.2	FGIG_10927, FGIG_13984
OG0006132	Smp_311170.1	FGIG_10944, FGIG_10943
OG0006133	Smp_001120.1	FGIG_10962
OG0006134	Smp_155060.1	FGIG_10976
OG0006135	Smp_142930.1	FGIG_10981
OG0006136	Smp_160180.1	FGIG_11014, FGIG_11188
OG0006137	Smp_307080.1	FGIG_11021
OG0006138	Smp_322650.1	FGIG_11023
OG0006139	Smp_064950.1	FGIG_11069
OG0006140	Smp_027500.1, Smp_027500.2	FGIG_11074
OG0006141	Smp_129060.1	FGIG_11129
OG0006143	Smp_096270.1	FGIG_11445, FGIG_11237
OG0006144	Smp_018530.1	FGIG_11242
OG0006145	Smp_054810.1	FGIG_11257
OG0006146	Smp_042080.1	FGIG_11274
OG0006147	Smp_046500.1, Smp_046500.2	FGIG_11300
OG0006148	Smp_001020.1	FGIG_11321
OG0006149	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1	FGIG_11387
OG0006150	Smp_125780.1	FGIG_11446
OG0006151	Smp_196690.1	FGIG_11455
OG0006152	Smp_050920.1	FGIG_11474
OG0006153	Smp_343190.1	FGIG_11530
OG0006154	Smp_074150.1	FGIG_11547
OG0006155	Smp_039740.1	FGIG_11830
OG0006156	Smp_070020.1	FGIG_11874
OG0006157	Smp_345290.1, Smp_163030.1	FGIG_11878
OG0006158	Smp_163720.1	FGIG_11954
OG0006159	Smp_154980.1	FGIG_12040
OG0006160	Smp_060270.1	FGIG_12105
OG0006161	Smp_103380.1	FGIG_12166
OG0006162	Smp_335750.1	FGIG_12313
OG0006163	Smp_064640.1	FGIG_12372
OG0006164	Smp_148160.1	FGIG_12474
OG0006166	Smp_004680.1	FGIG_12529
OG0006167	Smp_101450.1, Smp_330330.1	FGIG_12579
OG0006168	Smp_005290.1	FGIG_12633
OG0006225	Smp_030250.1	FGIG_00026
OG0006226	Smp_068220.1	FGIG_00055, FGIG_06305
OG0006227	Smp_147420.1	FGIG_00060
OG0006228	Smp_186930.1	FGIG_00068
OG0006229	Smp_054310.1	FGIG_00075
OG0006230	Smp_315720.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	Smp_247210.1	FGIG_00166
OG0006233	Smp_097210.1	FGIG_00324
OG0006234	Smp_267080.1	FGIG_00325
OG0006235	Smp_213730.1	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	Smp_196810.1	FGIG_00448
OG0006237	Smp_049680.1	FGIG_00450
OG0006238	Smp_072970.1	FGIG_00472
OG0006239	Smp_247570.1	FGIG_00474
OG0006240	Smp_045600.1	FGIG_00494, FGIG_00495
OG0006241	Smp_022090.1	FGIG_00551
OG0006242	Smp_343950.1	FGIG_12664, FGIG_00622
OG0006243	Smp_061650.1	FGIG_00637
OG0006244	Smp_000830.1	FGIG_00766
OG0006245	Smp_155620.1	FGIG_00777, FGIG_00776
OG0006246	Smp_067890.1	FGIG_00799
OG0006247	Smp_051080.1	FGIG_00862
OG0006248	Smp_046290.1	FGIG_00890
OG0006249	Smp_146940.1	FGIG_00933
OG0006250	Smp_008500.1	FGIG_00958
OG0006251	Smp_244310.1	FGIG_01056
OG0006252	Smp_301800.1	FGIG_01080
OG0006253	Smp_300090.1	FGIG_09181, FGIG_01105
OG0006254	Smp_104450.1	FGIG_01121
OG0006255	Smp_332460.1	FGIG_01124
OG0006256	Smp_148540.1	FGIG_01136
OG0006257	Smp_033400.2, Smp_033400.1	FGIG_04631, FGIG_01141
OG0006258	Smp_342580.1	FGIG_01246
OG0006259	Smp_300150.1	FGIG_01260, FGIG_01261
OG0006260	Smp_089700.1	FGIG_01269
OG0006261	Smp_114565.1	FGIG_01386, FGIG_01385
OG0006262	Smp_117390.1, Smp_331940.1	FGIG_01406
OG0006263	Smp_334560.1	FGIG_01444, FGIG_06726
OG0006264	Smp_313640.1, Smp_313640.2	FGIG_01450
OG0006265	Smp_099320.1	FGIG_01474
OG0006266	Smp_169030.1	FGIG_01521, FGIG_01522
OG0006267	Smp_247190.1	FGIG_01531
OG0006268	Smp_317130.1	FGIG_11114
OG0006268	Smp_330620.1	FGIG_01654
OG0006269	Smp_161290.1	FGIG_01663
OG0006270	Smp_168610.1	FGIG_01788
OG0006271	Smp_204020.1	FGIG_01813
OG0006272	Smp_341060.1	FGIG_01877
OG0006273	Smp_342950.1	FGIG_01880
OG0006274	Smp_136690.1	FGIG_01909
OG0006275	Smp_053990.1	FGIG_02097
OG0006276	Smp_170210.1	FGIG_02118
OG0006277	Smp_241950.1	FGIG_02172
OG0006278	Smp_040110.1	FGIG_02173
OG0006279	Smp_049520.1	FGIG_02204
OG0006280	Smp_017880.1	FGIG_02259
OG0006281	Smp_140370.1	FGIG_02319
OG0006282	Smp_334340.1	FGIG_02396
OG0006283	Smp_308360.1	FGIG_02470
OG0006284	Smp_312770.1	FGIG_02617, FGIG_12218
OG0006285	Smp_047460.1	FGIG_02631
OG0006286	Smp_213040.1	FGIG_02651
OG0006287	Smp_009020.1	FGIG_02696
OG0006288	Smp_342270.1	FGIG_02732, FGIG_02733
OG0006289	Smp_334330.1	FGIG_02774
OG0006290	Smp_342650.1	FGIG_02808
OG0006291	Smp_096000.1	FGIG_02861
OG0006292	Smp_100070.1	FGIG_02864
OG0006293	Smp_031720.1	FGIG_02873
OG0006294	Smp_159560.1	FGIG_02897, FGIG_12580
OG0006295	Smp_022990.1	FGIG_02916
OG0006296	Smp_332610.1	FGIG_12568, FGIG_02930
OG0006297	Smp_323790.1	FGIG_02936, FGIG_02935
OG0006298	Smp_048650.1	FGIG_02955
OG0006299	Smp_346660.1	FGIG_03008
OG0006300	Smp_021730.1	FGIG_03043
OG0006301	Smp_322610.1	FGIG_03060
OG0006302	Smp_047740.1	FGIG_03099
OG0006303	Smp_133860.1	FGIG_03117
OG0006304	Smp_315860.1, Smp_315860.2	FGIG_03123
OG0006305	Smp_100140.1	FGIG_03126
OG0006306	Smp_151920.1	FGIG_03193, FGIG_08482
OG0006307	Smp_342080.1, Smp_342080.2	FGIG_03350
OG0006308	Smp_315840.1	FGIG_03514
OG0006309	Smp_336750.1	FGIG_03636
OG0006310	Smp_044580.1	FGIG_03648
OG0006311	Smp_099420.1	FGIG_03661
OG0006312	Smp_087330.1	FGIG_03684
OG0006313	Smp_059100.1	FGIG_03696
OG0006314	Smp_141610.1	FGIG_03713
OG0006315	Smp_130340.1	FGIG_03720
OG0006316	Smp_100090.1	FGIG_03811, FGIG_03812
OG0006317	Smp_094560.1	FGIG_03875
OG0006318	Smp_158240.1	FGIG_03888
OG0006319	Smp_342090.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006320	Smp_329760.1	FGIG_03957
OG0006321	Smp_244790.1	FGIG_04040
OG0006322	Smp_180570.1	FGIG_04082
OG0006323	Smp_172340.1	FGIG_04136
OG0006324	Smp_073410.1	FGIG_04163
OG0006325	Smp_245170.1	FGIG_04216
OG0006326	Smp_318500.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	Smp_003900.1	FGIG_04492, FGIG_04491
OG0006328	Smp_349780.1	FGIG_04497
OG0006329	Smp_159860.1	FGIG_04500
OG0006330	Smp_052750.1	FGIG_04553
OG0006331	Smp_080610.1	FGIG_04577
OG0006332	Smp_346840.1	FGIG_04582
OG0006333	Smp_074020.1	FGIG_04670
OG0006334	Smp_085490.1	FGIG_04684
OG0006335	Smp_134540.1	FGIG_04751
OG0006336	Smp_333420.1	FGIG_04777
OG0006337	Smp_024390.1	FGIG_04780
OG0006338	Smp_077400.1	FGIG_04804
OG0006339	Smp_118040.1	FGIG_04931
OG0006340	Smp_198930.1	FGIG_04957, FGIG_05164
OG0006341	Smp_311440.1	FGIG_05004
OG0006342	Smp_334600.1	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	Smp_018590.1	FGIG_05060, FGIG_05091
OG0006344	Smp_079430.1	FGIG_05103
OG0006345	Smp_344150.1	FGIG_05236
OG0006346	Smp_344810.1	FGIG_05271
OG0006347	Smp_083410.1	FGIG_05292
OG0006348	Smp_031570.1	FGIG_05327
OG0006349	Smp_011960.1	FGIG_05354, FGIG_05355
OG0006350	Smp_144510.1	FGIG_05372, FGIG_05373
OG0006351	Smp_344750.1	FGIG_05380
OG0006352	Smp_340530.1	FGIG_05416
OG0006353	Smp_036990.1	FGIG_05427
OG0006354	Smp_092380.1	FGIG_05431
OG0006355	Smp_156480.1	FGIG_05443
OG0006356	Smp_050430.1	FGIG_05477
OG0006357	Smp_064360.1	FGIG_05499
OG0006358	Smp_212730.1	FGIG_05606
OG0006359	Smp_127190.1	FGIG_05685, FGIG_05684
OG0006360	Smp_335530.1	FGIG_05687
OG0006361	Smp_102410.1	FGIG_05695
OG0006362	Smp_143860.1, Smp_143860.2	FGIG_05758
OG0006363	Smp_305760.1	FGIG_05842
OG0006364	Smp_058150.1	FGIG_05846
OG0006365	Smp_162970.1	FGIG_05854
OG0006366	Smp_048880.1	FGIG_05942
OG0006367	Smp_180020.1	FGIG_06038
OG0006368	Smp_085790.1	FGIG_06056
OG0006369	Smp_169290.1	FGIG_06074
OG0006370	Smp_148900.1	FGIG_06179
OG0006371	Smp_067900.1	FGIG_06220
OG0006372	Smp_072360.1	FGIG_06257
OG0006373	Smp_055100.1	FGIG_06266
OG0006374	Smp_023150.1	FGIG_06368
OG0006375	Smp_243830.1	FGIG_06379
OG0006376	Smp_340070.1	FGIG_12584, FGIG_06425
OG0006377	Smp_162650.1	FGIG_06440
OG0006378	Smp_123370.1	FGIG_06445, FGIG_06444
OG0006379	Smp_162220.1, Smp_162220.2	FGIG_06453
OG0006380	Smp_169760.1	FGIG_06551
OG0006381	Smp_145400.1	FGIG_06561
OG0006382	Smp_143910.1	FGIG_06574
OG0006383	Smp_347520.2, Smp_347520.1	FGIG_06621
OG0006384	Smp_165630.1	FGIG_06626
OG0006385	Smp_212910.1	FGIG_06657
OG0006386	Smp_343330.1	FGIG_06699
OG0006387	Smp_342530.1	FGIG_06734, FGIG_12424
OG0006388	Smp_341870.1	FGIG_06755
OG0006389	Smp_040100.1	FGIG_06771
OG0006390	Smp_084520.1	FGIG_06827
OG0006392	Smp_139340.1	FGIG_10067, FGIG_06830
OG0006393	Smp_122490.1	FGIG_06928
OG0006394	Smp_039390.1	FGIG_06942
OG0006395	Smp_147460.1, Smp_147460.2	FGIG_06992
OG0006396	Smp_349870.1	FGIG_06995
OG0006397	Smp_104970.1	FGIG_07001
OG0006398	Smp_141890.1	FGIG_07086
OG0006399	Smp_135920.1	FGIG_07120
OG0006400	Smp_043030.1	FGIG_07283
OG0006401	Smp_340230.1	FGIG_07310
OG0006402	Smp_073600.1	FGIG_07313
OG0006403	Smp_048550.1	FGIG_07437
OG0006404	Smp_025740.1	FGIG_07473
OG0006405	Smp_066740.1	FGIG_07477
OG0006406	Smp_148260.1	FGIG_07578
OG0006407	Smp_163170.1	FGIG_07582
OG0006408	Smp_059170.1	FGIG_07627
OG0006409	Smp_333900.1	FGIG_07688
OG0006410	Smp_130800.1	FGIG_07709
OG0006411	Smp_142900.1	FGIG_07733
OG0006412	Smp_244090.1	FGIG_07743, FGIG_07742
OG0006413	Smp_344210.1	FGIG_07840
OG0006414	Smp_174670.1	FGIG_07937
OG0006415	Smp_163240.1	FGIG_08006
OG0006416	Smp_029100.1	FGIG_08033
OG0006417	Smp_316710.1	FGIG_08055
OG0006418	Smp_011570.1	FGIG_08067
OG0006419	Smp_210800.1	FGIG_08105
OG0006420	Smp_131600.1	FGIG_08164
OG0006421	Smp_067580.1	FGIG_08200
OG0006422	Smp_346110.1	FGIG_08202
OG0006423	Smp_340930.1	FGIG_08206, FGIG_10667
OG0006424	Smp_013790.1	FGIG_08208
OG0006425	Smp_055190.1	FGIG_08311
OG0006426	Smp_073390.1	FGIG_08358
OG0006427	Smp_126730.1	FGIG_08359
OG0006428	Smp_148200.1	FGIG_08397
OG0006429	Smp_080420.1	FGIG_08439
OG0006430	Smp_028500.1	FGIG_08457
OG0006431	Smp_011010.1	FGIG_08615
OG0006432	Smp_136920.1	FGIG_08656
OG0006433	Smp_347880.1	FGIG_08752
OG0006434	Smp_127650.1	FGIG_08760
OG0006435	Smp_314280.2, Smp_314280.1	FGIG_08771
OG0006436	Smp_000900.1	FGIG_08796
OG0006437	Smp_016750.1	FGIG_08799
OG0006438	Smp_094930.1	FGIG_08851
OG0006439	Smp_153660.1	FGIG_08865
OG0006440	Smp_212970.1	FGIG_08876
OG0006441	Smp_267210.1	FGIG_08947
OG0006442	Smp_139620.1	FGIG_08983
OG0006443	Smp_143740.1	FGIG_09051
OG0006444	Smp_344200.1	FGIG_09053
OG0006445	Smp_169440.1	FGIG_09103
OG0006446	Smp_146650.1	FGIG_09224
OG0006447	Smp_333710.1	FGIG_09286
OG0006448	Smp_316430.1, Smp_337330.1	FGIG_09313
OG0006449	Smp_125760.1	FGIG_09359
OG0006450	Smp_342210.1	FGIG_09392
OG0006451	Smp_148930.1	FGIG_09470
OG0006452	Smp_007000.1	FGIG_09553
OG0006453	Smp_000850.1	FGIG_09566
OG0006454	Smp_079050.1	FGIG_09585
OG0006455	Smp_001500.1	FGIG_09741
OG0006456	Smp_062950.1	FGIG_09749
OG0006457	Smp_179080.1	FGIG_09819
OG0006458	Smp_030020.1	FGIG_09840
OG0006459	Smp_134060.1	FGIG_09859
OG0006460	Smp_002550.1	FGIG_09902
OG0006461	Smp_162280.1	FGIG_09992
OG0006462	Smp_122940.1	FGIG_10029
OG0006463	Smp_129510.1	FGIG_10092
OG0006464	Smp_026400.1, Smp_349830.1	FGIG_10128
OG0006465	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4	FGIG_11121, FGIG_10158
OG0006466	Smp_341360.1	FGIG_10266
OG0006467	Smp_094760.1	FGIG_10308
OG0006468	Smp_040500.1	FGIG_10393
OG0006469	Smp_045960.1	FGIG_10433
OG0006470	Smp_307810.1	FGIG_10447
OG0006471	Smp_064430.1	FGIG_10483
OG0006472	Smp_156900.1	FGIG_10666
OG0006473	Smp_129380.1	FGIG_10705
OG0006474	Smp_341420.1	FGIG_10869
OG0006475	Smp_153610.1	FGIG_10891
OG0006476	Smp_196020.1	FGIG_11046
OG0006477	Smp_097620.1	FGIG_11156, FGIG_11891
OG0006478	Smp_304860.1	FGIG_11160
OG0006479	Smp_051660.1	FGIG_11625, FGIG_11182
OG0006480	Smp_136520.1	FGIG_11325
OG0006481	Smp_000650.1	FGIG_11497, FGIG_11646
OG0006482	Smp_142820.1	FGIG_11570, FGIG_14000
OG0006483	Smp_137980.1	FGIG_11611
OG0006484	Smp_344900.1	FGIG_11727
OG0006485	Smp_126360.1	FGIG_11740
OG0006486	Smp_136530.1	FGIG_11752
