Orthogroup	schistosoma_mansoni	fasciola_hepatica
OG0005665	Smp_102280.1	FhHiC23_g316.t1
OG0005666	Smp_154100.1	FhHiC23_g16491.t1
OG0005667	Smp_104000.1	FhHiC23_g14800.t1
OG0005668	Smp_171630.1	FhHiC23_g12435.t1
OG0005669	Smp_022020.1	FhHiC23_g2431.t1, FhHiC23_g1787.t1
OG0005670	Smp_210980.1	FhHiC23_g3853.t1
OG0005671	Smp_337280.1	FhHiC23_g11864.t1
OG0005672	Smp_247410.1, Smp_247410.2	FhHiC23_g301.t1
OG0005673	Smp_124650.1, Smp_124650.2	FhHiC23_g300.t1
OG0005674	Smp_079260.1	FhHiC23_g9983.t1
OG0005675	Smp_196900.1	FhHiC23_g14717.t1, FhHiC23_g14717.t2, FhHiC23_g14717.t3
OG0005676	Smp_014730.1	FhHiC23_g1655.t4
OG0005677	Smp_245110.1	FhHiC23_g13317.t1
OG0005678	Smp_121780.1	FhHiC23_g8243.t2, FhHiC23_g8243.t1
OG0005679	Smp_170010.1	FhHiC23_g16151.t1, FhHiC23_g16151.t2
OG0005680	Smp_001080.1	FhHiC23_g8186.t1
OG0005681	Smp_001070.1	FhHiC23_g8188.t1, FhHiC23_g8188.t2
OG0005683	Smp_132830.1	FhHiC23_g1129.t1, FhHiC23_g1129.t2
OG0005684	Smp_310880.1	FhHiC23_g426.t1
OG0005685	Smp_163300.1	FhHiC23_g4089.t1
OG0005686	Smp_247920.1, Smp_247920.2	FhHiC23_g16842.t1
OG0005687	Smp_084830.1	FhHiC23_g7435.t1
OG0005688	Smp_342360.1	FhHiC23_g12636.t1, FhHiC23_g12636.t2
OG0005689	Smp_126760.1	FhHiC23_g3068.t1
OG0005690	Smp_344100.1	FhHiC23_g1470.t1, FhHiC23_g1470.t2
OG0005691	Smp_332280.1	FhHiC23_g9127.t1
OG0005692	Smp_131000.1	FhHiC23_g2102.t1
OG0005693	Smp_344450.1	FhHiC23_g13759.t1, FhHiC23_g13759.t2
OG0005694	Smp_341030.1, Smp_341030.2	FhHiC23_g132.t1, FhHiC23_g132.t2
OG0005695	Smp_245660.1	FhHiC23_g1486.t1
OG0005696	Smp_161450.1	FhHiC23_g14429.t3
OG0005697	Smp_075350.1	FhHiC23_g11359.t1, FhHiC23_g10709.t1, FhHiC23_g10710.t1
OG0005698	Smp_334010.1	FhHiC23_g2489.t1
OG0005699	Smp_163660.1	FhHiC23_g15262.t1
OG0005700	Smp_346130.1	FhHiC23_g277.t1, FhHiC23_g275.t1
OG0005701	Smp_068680.1	FhHiC23_g7107.t1, FhHiC23_g7107.t2
OG0005702	Smp_246270.1	FhHiC23_g6791.t1
OG0005703	Smp_176390.1	FhHiC23_g6501.t1
OG0005704	Smp_091480.1	FhHiC23_g14254.t1
OG0005705	Smp_332020.1	FhHiC23_g2348.t3, FhHiC23_g2348.t2, FhHiC23_g2348.t1
OG0005706	Smp_134010.1	FhHiC23_g1455.t1
OG0005707	Smp_063420.1	FhHiC23_g7702.t1, FhHiC23_g7254.t1, FhHiC23_g7702.t2
OG0005709	Smp_167370.1	FhHiC23_g4983.t1, FhHiC23_g4983.t2
OG0005710	Smp_139480.1	FhHiC23_g6401.t1, FhHiC23_g6400.t1
OG0005712	Smp_156240.1	FhHiC23_g15873.t1
OG0005713	Smp_138220.1	FhHiC23_g8036.t1, FhHiC23_g8036.t2, FhHiC23_g8036.t3
OG0005714	Smp_334750.1	FhHiC23_g16410.t1
OG0005715	Smp_159700.1	FhHiC23_g888.t1
OG0005716	Smp_134660.1	FhHiC23_g1939.t1, FhHiC23_g1939.t2
OG0005717	Smp_042980.1	FhHiC23_g505.t1
OG0005718	Smp_064150.1	FhHiC23_g1313.t1
OG0005719	Smp_180170.1	FhHiC23_g14257.t1
OG0005720	Smp_156890.1, Smp_156890.2	FhHiC23_g3518.t1
OG0005722	Smp_342320.1	FhHiC23_g9153.t1
OG0005723	Smp_055990.1	FhHiC23_g14718.t1
OG0005724	Smp_266980.1	FhHiC23_g13034.t1
OG0005725	Smp_247670.1	FhHiC23_g3843.t1
OG0005726	Smp_181130.1	FhHiC23_g430.t1
OG0005727	Smp_055310.1	FhHiC23_g8502.t1, FhHiC23_g8502.t2
OG0005728	Smp_158150.1	FhHiC23_g16277.t1
OG0005729	Smp_136770.1	FhHiC23_g7727.t1
OG0005731	Smp_129960.1	FhHiC23_g3793.t1
OG0005732	Smp_076880.1	FhHiC23_g10185.t1, FhHiC23_g10186.t2, FhHiC23_g10186.t1
OG0005733	Smp_152210.1	FhHiC23_g10390.t1
OG0005734	Smp_072660.1	FhHiC23_g14539.t1
OG0005735	Smp_077590.1	FhHiC23_g16328.t2, FhHiC23_g16328.t1
OG0005736	Smp_063030.1	FhHiC23_g3451.t1, FhHiC23_g3452.t1, FhHiC23_g2610.t1
OG0005737	Smp_168770.1	FhHiC23_g7017.t1
OG0005738	Smp_340420.1	FhHiC23_g13218.t1
OG0005739	Smp_102820.1	FhHiC23_g5558.t1
OG0005740	Smp_344400.1	FhHiC23_g2762.t1
OG0005741	Smp_322300.1, Smp_074400.1	FhHiC23_g16195.t1
OG0005742	Smp_173420.1	FhHiC23_g6575.t1
OG0005743	Smp_168620.1	FhHiC23_g11774.t1, FhHiC23_g11774.t2
OG0005744	Smp_094190.1	FhHiC23_g10865.t1
OG0005745	Smp_012980.1	FhHiC23_g7105.t1
OG0005746	Smp_019890.1, Smp_019890.2	FhHiC23_g10232.t1, FhHiC23_g4883.t1
OG0005747	Smp_213145.1	FhHiC23_g14397.t1, FhHiC23_g14397.t2
OG0005748	Smp_074200.1	FhHiC23_g16698.t1, FhHiC23_g16698.t2
OG0005749	Smp_344890.1	FhHiC23_g7951.t1
OG0005750	Smp_139420.1	FhHiC23_g10080.t1
OG0005751	Smp_033670.1	FhHiC23_g6417.t1
OG0005752	Smp_342440.1	FhHiC23_g9537.t1, FhHiC23_g9537.t2
OG0005753	Smp_247310.1	FhHiC23_g1668.t1
OG0005754	Smp_341310.1	FhHiC23_g8638.t1
OG0005755	Smp_124120.1	FhHiC23_g9716.t1
OG0005756	Smp_083400.1	FhHiC23_g5089.t1
OG0005757	Smp_100380.1	FhHiC23_g1646.t3, FhHiC23_g1646.t1, FhHiC23_g1646.t2
OG0005758	Smp_067780.1	FhHiC23_g1649.t1
OG0005760	Smp_143490.1	FhHiC23_g688.t1
OG0005761	Smp_055420.1	FhHiC23_g9693.t1
OG0005762	Smp_078780.1	FhHiC23_g8051.t1
OG0005763	Smp_016920.1	FhHiC23_g16241.t1
OG0005765	Smp_073590.1	FhHiC23_g5119.t1, FhHiC23_g5119.t2
OG0005766	Smp_342780.1	FhHiC23_g3680.t1, FhHiC23_g3680.t2
OG0005767	Smp_151010.1	FhHiC23_g2804.t1
OG0005768	Smp_213180.1	FhHiC23_g5388.t1, FhHiC23_g5388.t2
OG0005769	Smp_076300.1	FhHiC23_g12116.t1, FhHiC23_g12116.t2
OG0005770	Smp_072340.1	FhHiC23_g4951.t3, FhHiC23_g4951.t1
OG0005771	Smp_148510.2, Smp_148510.1	FhHiC23_g1386.t1, FhHiC23_g2288.t1
OG0005772	Smp_026090.1	FhHiC23_g3708.t1
OG0005773	Smp_142120.1	FhHiC23_g11049.t1, FhHiC23_g11051.t1
OG0005774	Smp_333580.1	FhHiC23_g8427.t1
OG0005775	Smp_346890.1	FhHiC23_g14839.t1
OG0005776	Smp_123050.1	FhHiC23_g15925.t1
OG0005777	Smp_241860.1	FhHiC23_g14729.t1, FhHiC23_g14729.t2
OG0005778	Smp_169690.1	FhHiC23_g6809.t1
OG0005779	Smp_342860.1	FhHiC23_g8077.t1
OG0005780	Smp_127700.1	FhHiC23_g9503.t1
OG0005781	Smp_123230.1	FhHiC23_g15985.t1
OG0005782	Smp_105210.1	FhHiC23_g15079.t1, FhHiC23_g14589.t1, FhHiC23_g14589.t2
OG0005783	Smp_169960.1	FhHiC23_g15867.t1
OG0005784	Smp_316110.1	FhHiC23_g16360.t1, FhHiC23_g16360.t2
OG0005785	Smp_162500.1	FhHiC23_g6237.t2, FhHiC23_g6237.t1
OG0005786	Smp_061950.1	FhHiC23_g15936.t1
OG0005787	Smp_342510.1	FhHiC23_g12372.t1
OG0005788	Smp_157790.1	FhHiC23_g11930.t1
OG0005789	Smp_154330.1	FhHiC23_g916.t1, FhHiC23_g916.t2
OG0005790	Smp_079000.1	FhHiC23_g2784.t1, FhHiC23_g2785.t1
OG0005792	Smp_102450.1	FhHiC23_g13399.t1
OG0005793	Smp_174950.1	FhHiC23_g11132.t1
OG0005794	Smp_031310.2, Smp_031310.1, Smp_348820.2, Smp_348820.1	FhHiC23_g12322.t1
OG0005795	Smp_241430.1	FhHiC23_g9851.t1, FhHiC23_g9851.t2
OG0005796	Smp_138600.1	FhHiC23_g13028.t1, FhHiC23_g13028.t2
OG0005797	Smp_125360.1	FhHiC23_g10104.t1
OG0005798	Smp_148910.1	FhHiC23_g1187.t1
OG0005799	Smp_146240.1	FhHiC23_g15556.t1
OG0005800	Smp_069760.1	FhHiC23_g4246.t1
OG0005801	Smp_314220.1	FhHiC23_g10750.t1
OG0005802	Smp_153790.1, Smp_153790.2	FhHiC23_g657.t1
OG0005803	Smp_331870.1	FhHiC23_g8328.t1
OG0005804	Smp_105780.1	FhHiC23_g9325.t1
OG0005805	Smp_156100.1	FhHiC23_g1339.t1
OG0005806	Smp_053020.1	FhHiC23_g3741.t1
OG0005807	Smp_334440.1, Smp_334440.2	FhHiC23_g2135.t1
OG0005808	Smp_090890.1	FhHiC23_g6062.t1
OG0005809	Smp_246040.1	FhHiC23_g5698.t2, FhHiC23_g5698.t1
OG0005810	Smp_158700.1	FhHiC23_g16272.t1
OG0005811	Smp_064860.1	FhHiC23_g12121.t1
OG0005812	Smp_302330.1	FhHiC23_g4826.t1, FhHiC23_g4826.t2
OG0005813	Smp_346930.1, Smp_346930.2	FhHiC23_g2825.t1
OG0005814	Smp_136540.1	FhHiC23_g10665.t1
OG0005815	Smp_021340.1	FhHiC23_g7276.t1
OG0005816	Smp_046090.1	FhHiC23_g11808.t1
OG0005817	Smp_012690.1	FhHiC23_g6586.t1
OG0005818	Smp_024970.1	FhHiC23_g16451.t1, FhHiC23_g16451.t2
OG0005819	Smp_048940.1	FhHiC23_g529.t1, FhHiC23_g529.t2
OG0005820	Smp_246530.1	FhHiC23_g7830.t1, FhHiC23_g13110.t1
OG0005821	Smp_173700.1	FhHiC23_g9835.t1
OG0005822	Smp_308030.1	FhHiC23_g15609.t2, FhHiC23_g15609.t1
OG0005823	Smp_154340.1	FhHiC23_g5201.t1, FhHiC23_g5201.t2
OG0005824	Smp_179710.1	FhHiC23_g9465.t1
OG0005825	Smp_035470.1	FhHiC23_g9948.t2, FhHiC23_g9948.t1
OG0005826	Smp_326130.1	FhHiC23_g7982.t1
OG0005827	Smp_310180.1	FhHiC23_g210.t1, FhHiC23_g210.t2
OG0005828	Smp_059710.1	FhHiC23_g4411.t1, FhHiC23_g6025.t1
OG0005829	Smp_103010.1	FhHiC23_g8490.t1
OG0005830	Smp_342230.1	FhHiC23_g8451.t1
OG0005831	Smp_128160.1	FhHiC23_g1680.t1
OG0005832	Smp_009830.1	FhHiC23_g14028.t1
OG0005833	Smp_134350.1	FhHiC23_g13486.t1
OG0005834	Smp_345040.1	FhHiC23_g3698.t1, FhHiC23_g3698.t2, FhHiC23_g3697.t1
OG0005835	Smp_136400.1	FhHiC23_g6911.t1
OG0005836	Smp_334540.1	FhHiC23_g3836.t1
OG0005837	Smp_248010.1	FhHiC23_g16816.t2, FhHiC23_g16816.t1
OG0005838	Smp_015720.1	FhHiC23_g12853.t1
OG0005839	Smp_073560.1	FhHiC23_g4628.t1, FhHiC23_g4628.t2
OG0005840	Smp_174680.1	FhHiC23_g16001.t1
OG0005841	Smp_163260.1	FhHiC23_g11377.t1
OG0005842	Smp_086210.1	FhHiC23_g1205.t2, FhHiC23_g1205.t1
OG0005843	Smp_077310.1	FhHiC23_g15355.t2, FhHiC23_g15355.t1
OG0005845	Smp_010400.1	FhHiC23_g9509.t1
OG0005846	Smp_167200.1	FhHiC23_g5486.t1
OG0005847	Smp_175810.1	FhHiC23_g9403.t1
OG0005848	Smp_181090.1, Smp_181090.2	FhHiC23_g444.t1
OG0005849	Smp_346400.1	FhHiC23_g9683.t1, FhHiC23_g9684.t1
OG0005850	Smp_337760.1	FhHiC23_g6052.t1, FhHiC23_g6052.t2
OG0005851	Smp_088600.1	FhHiC23_g1271.t1
OG0005852	Smp_337620.1	FhHiC23_g5191.t1, FhHiC23_g5191.t3
OG0005853	Smp_093840.1	FhHiC23_g2506.t1
OG0005854	Smp_151520.1	FhHiC23_g1182.t1, FhHiC23_g1182.t2
OG0005855	Smp_344950.1	FhHiC23_g4813.t1
OG0005856	Smp_174710.1	FhHiC23_g16070.t1
OG0005857	Smp_309110.1	FhHiC23_g7222.t1
OG0005859	Smp_345750.1	FhHiC23_g11280.t1
OG0005861	Smp_341810.1	FhHiC23_g14293.t1
OG0005862	Smp_196910.1	FhHiC23_g14730.t1
OG0005863	Smp_072080.1	FhHiC23_g1497.t1
OG0005864	Smp_098740.1	FhHiC23_g15145.t1
OG0005865	Smp_160270.1	FhHiC23_g15518.t1
OG0005866	Smp_062790.1	FhHiC23_g2372.t1
OG0005867	Smp_035040.1	FhHiC23_g5571.t1
OG0005868	Smp_211190.1	FhHiC23_g9103.t1
OG0005869	Smp_212190.1, Smp_212190.2	FhHiC23_g9241.t1
OG0005892	Smp_083680.1	FhHiC23_g5849.t1
OG0005893	Smp_006840.1	FhHiC23_g5847.t1
OG0005894	Smp_244560.1	FhHiC23_g11592.t1
OG0005895	Smp_080870.1	FhHiC23_g9396.t2, FhHiC23_g9396.t1
OG0005896	Smp_172140.1	FhHiC23_g14407.t1
OG0005897	Smp_242890.1	FhHiC23_g6040.t1
OG0005898	Smp_124980.1	FhHiC23_g14585.t1
OG0005899	Smp_010820.1	FhHiC23_g9107.t1
OG0005900	Smp_161820.1	FhHiC23_g4689.t1
OG0005901	Smp_194700.1	FhHiC23_g7419.t1
OG0005902	Smp_322640.1	FhHiC23_g12809.t1, FhHiC23_g11764.t1
OG0005903	Smp_245260.1	FhHiC23_g12906.t1
OG0005904	Smp_130910.1	FhHiC23_g10061.t1
OG0005905	Smp_083880.1	FhHiC23_g7747.t1
OG0005906	Smp_009070.1	FhHiC23_g2849.t1
OG0005907	Smp_072460.1	FhHiC23_g592.t1
OG0005908	Smp_147980.1	FhHiC23_g4726.t1
OG0005909	Smp_018170.1	FhHiC23_g11478.t1
OG0005910	Smp_212750.1	FhHiC23_g2819.t1
OG0005911	Smp_082370.1	FhHiC23_g9959.t2, FhHiC23_g9959.t1
OG0005912	Smp_196160.1	FhHiC23_g9435.t1
OG0005913	Smp_051070.1	FhHiC23_g16011.t1
OG0005914	Smp_337560.1	FhHiC23_g1660.t1, FhHiC23_g1660.t2
OG0005915	Smp_331790.1	FhHiC23_g12701.t1
OG0005916	Smp_161160.1	FhHiC23_g11995.t2, FhHiC23_g11995.t1
OG0005917	Smp_123470.1	FhHiC23_g8163.t1
OG0005918	Smp_210440.1	FhHiC23_g5814.t1, FhHiC23_g5814.t3
OG0005919	Smp_346620.1	FhHiC23_g15110.t1
OG0005920	Smp_345900.1	FhHiC23_g13306.t1
OG0005921	Smp_000740.1	FhHiC23_g7067.t1
OG0005922	Smp_162920.1	FhHiC23_g15571.t1
OG0005923	Smp_019920.1	FhHiC23_g5086.t1
OG0005924	Smp_244340.1, Smp_244340.2	FhHiC23_g11685.t1, FhHiC23_g11684.t1
OG0005925	Smp_066480.1	FhHiC23_g2675.t1
OG0005926	Smp_145930.1	FhHiC23_g7535.t1
OG0005927	Smp_105340.1	FhHiC23_g9268.t2, FhHiC23_g9268.t1, FhHiC23_g9268.t3
OG0005928	Smp_177040.1	FhHiC23_g8145.t1
OG0005929	Smp_074940.1	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1
OG0005930	Smp_167140.1	FhHiC23_g2774.t1
OG0005931	Smp_052060.1	FhHiC23_g2417.t1, FhHiC23_g2417.t2
OG0005932	Smp_212240.1	FhHiC23_g13319.t1, FhHiC23_g13319.t2
OG0005933	Smp_170580.1	FhHiC23_g14533.t1, FhHiC23_g14533.t2
OG0005934	Smp_032500.1	FhHiC23_g15179.t1, FhHiC23_g15179.t2
OG0005935	Smp_033990.1	FhHiC23_g4877.t1, FhHiC23_g4879.t1
OG0005936	Smp_162520.1	FhHiC23_g8529.t1, FhHiC23_g8529.t2
OG0005937	Smp_156170.1	FhHiC23_g16153.t1
OG0005938	Smp_149960.1	FhHiC23_g2476.t1
OG0005939	Smp_331890.1	FhHiC23_g9152.t1, FhHiC23_g9600.t1
OG0005940	Smp_076860.1	FhHiC23_g6620.t1, FhHiC23_g6620.t2
OG0005941	Smp_318260.1, Smp_318260.2, Smp_318260.3	FhHiC23_g9190.t1, FhHiC23_g9190.t2
OG0005942	Smp_146290.1	FhHiC23_g3814.t1, FhHiC23_g3813.t1
OG0005943	Smp_153690.1	FhHiC23_g11217.t1
OG0005944	Smp_308140.1, Smp_308145.1	FhHiC23_g8360.t1, FhHiC23_g8361.t1
OG0005945	Smp_348730.1, Smp_086330.2, Smp_086330.1	FhHiC23_g13189.t1, FhHiC23_g13189.t2
OG0005946	Smp_163840.1	FhHiC23_g15588.t1
OG0005947	Smp_076230.1	FhHiC23_g11726.t1, FhHiC23_g11726.t2
OG0005948	Smp_213790.1	FhHiC23_g6532.t1
OG0005949	Smp_242440.1	FhHiC23_g12746.t1, FhHiC23_g12746.t2
OG0005950	Smp_337470.1	FhHiC23_g987.t1
OG0005951	Smp_096410.1	FhHiC23_g11778.t1
OG0005952	Smp_340920.1	FhHiC23_g4032.t1, FhHiC23_g4032.t2
OG0005953	Smp_213440.1	FhHiC23_g7675.t1
OG0005954	Smp_335770.1	FhHiC23_g15535.t1
OG0005955	Smp_059570.1	FhHiC23_g16357.t1
OG0005956	Smp_347800.1	FhHiC23_g5605.t1
OG0005957	Smp_245120.1	FhHiC23_g9801.t1
OG0005958	Smp_197860.1	FhHiC23_g2899.t1
OG0005959	Smp_006860.1	FhHiC23_g6241.t1, FhHiC23_g6242.t1
OG0005960	Smp_143700.1	FhHiC23_g15196.t1, FhHiC23_g15196.t2
OG0005961	Smp_326750.1	FhHiC23_g6915.t1
OG0005962	Smp_342490.1	FhHiC23_g9662.t2, FhHiC23_g9662.t1
OG0005963	Smp_160610.1	FhHiC23_g7805.t1
OG0005964	Smp_300500.1	FhHiC23_g5537.t1, FhHiC23_g5537.t2
OG0005965	Smp_051260.1	FhHiC23_g14993.t1, FhHiC23_g14993.t2
OG0005966	Smp_172170.2, Smp_172170.1	FhHiC23_g15844.t1
OG0005967	Smp_052160.1	FhHiC23_g1540.t2
OG0005968	Smp_058350.1	FhHiC23_g11226.t1
OG0005969	Smp_302980.1	FhHiC23_g14884.t1
OG0005970	Smp_081470.1	FhHiC23_g15384.t2, FhHiC23_g15384.t1
OG0005971	Smp_073680.1	FhHiC23_g10175.t1, FhHiC23_g10175.t2
OG0005972	Smp_047400.1	FhHiC23_g363.t1
OG0005973	Smp_346370.1	FhHiC23_g14645.t1
OG0005974	Smp_346750.1	FhHiC23_g15410.t1
OG0005975	Smp_148970.1	FhHiC23_g12387.t1, FhHiC23_g16296.t1
OG0005977	Smp_343940.1	FhHiC23_g1833.t1, FhHiC23_g1833.t2
OG0005978	Smp_345340.1	FhHiC23_g16148.t1
OG0005979	Smp_035500.1	FhHiC23_g9946.t1
OG0005980	Smp_170930.1	FhHiC23_g2177.t1, FhHiC23_g2177.t2
OG0005981	Smp_127640.1	FhHiC23_g9135.t1
OG0005982	Smp_132540.1	FhHiC23_g8273.t2, FhHiC23_g8273.t1
OG0005983	Smp_071830.1	FhHiC23_g1607.t1
OG0005984	Smp_308820.1	FhHiC23_g6959.t1
OG0005985	Smp_035650.1	FhHiC23_g10265.t1, FhHiC23_g10265.t2
OG0005986	Smp_343930.1, Smp_343930.2	FhHiC23_g15497.t1, FhHiC23_g15495.t1
OG0005987	Smp_146250.1	FhHiC23_g15494.t1
OG0005988	Smp_198920.1	FhHiC23_g9880.t1
OG0005989	Smp_056900.1	FhHiC23_g4558.t1
OG0005990	Smp_333960.1	FhHiC23_g2001.t1
OG0005991	Smp_147570.1	FhHiC23_g996.t1
OG0005992	Smp_310430.1	FhHiC23_g2103.t1
OG0005993	Smp_042150.1	FhHiC23_g1092.t1
OG0005994	Smp_336010.1	FhHiC23_g866.t1
OG0005995	Smp_140990.1	FhHiC23_g3000.t1
OG0005996	Smp_054200.1	FhHiC23_g15315.t1
OG0005997	Smp_088390.1	FhHiC23_g12371.t2
OG0005998	Smp_125450.1	FhHiC23_g1942.t1
OG0005999	Smp_142790.1	FhHiC23_g1287.t1
OG0006000	Smp_244480.1	FhHiC23_g11886.t1
OG0006001	Smp_158170.1	FhHiC23_g16839.t1
OG0006002	Smp_146570.1	FhHiC23_g1726.t1, FhHiC23_g1726.t2
OG0006004	Smp_176300.1	FhHiC23_g1281.t1
OG0006005	Smp_334150.1	FhHiC23_g901.t1, FhHiC23_g901.t2
OG0006006	Smp_245510.1	FhHiC23_g569.t1
OG0006007	Smp_051290.1, Smp_051290.2	FhHiC23_g15538.t2, FhHiC23_g15538.t1
OG0006008	Smp_172640.1	FhHiC23_g865.t1
OG0006009	Smp_043610.2	FhHiC23_g4195.t1
OG0006010	Smp_092750.1	FhHiC23_g4127.t1
OG0006011	Smp_134800.1	FhHiC23_g8283.t1
OG0006012	Smp_246340.1	FhHiC23_g7335.t1
OG0006013	Smp_333410.1	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3
OG0006014	Smp_069170.1	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3
OG0006015	Smp_042740.1	FhHiC23_g3042.t2, FhHiC23_g3042.t1
OG0006016	Smp_247430.1	FhHiC23_g1510.t1
OG0006017	Smp_149130.1	FhHiC23_g1509.t2, FhHiC23_g1509.t1
OG0006018	Smp_149400.1	FhHiC23_g4325.t1
OG0006019	Smp_343640.1	FhHiC23_g3893.t1, FhHiC23_g3893.t2
OG0006020	Smp_077280.1	FhHiC23_g15201.t1
OG0006021	Smp_059200.1	FhHiC23_g216.t1
OG0006022	Smp_013300.1	FhHiC23_g7316.t1
OG0006023	Smp_341190.1	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3
OG0006024	Smp_194900.1	FhHiC23_g2199.t1
OG0006025	Smp_244460.1	FhHiC23_g11509.t1, FhHiC23_g11509.t2
OG0006026	Smp_056440.1	FhHiC23_g12854.t1
OG0006027	Smp_340110.1	FhHiC23_g9544.t1
OG0006028	Smp_046800.1	FhHiC23_g10.t1
OG0006029	Smp_021800.1	FhHiC23_g2054.t1
OG0006030	Smp_336360.1	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2
OG0006031	Smp_124740.1	FhHiC23_g15258.t1
OG0006032	Smp_322970.1	FhHiC23_g11143.t1
OG0006033	Smp_161400.1	FhHiC23_g4960.t2, FhHiC23_g4960.t1
OG0006034	Smp_161500.1	FhHiC23_g14537.t1, FhHiC23_g14537.t2
OG0006035	Smp_340360.1	FhHiC23_g1739.t1
OG0006036	Smp_347540.1, Smp_347540.2	FhHiC23_g3794.t1, FhHiC23_g3794.t2, FhHiC23_g3794.t3
OG0006037	Smp_039000.1	FhHiC23_g3495.t1
OG0006038	Smp_072720.1	FhHiC23_g14385.t1
OG0006039	Smp_333860.1	FhHiC23_g1139.t2, FhHiC23_g1139.t1
OG0006040	Smp_350090.1	FhHiC23_g7109.t1
OG0006041	Smp_326410.1	FhHiC23_g4646.t1, FhHiC23_g4646.t2, FhHiC23_g4646.t3
OG0006042	Smp_073140.1	FhHiC23_g5827.t2, FhHiC23_g5827.t1
OG0006043	Smp_341220.1	FhHiC23_g11902.t1
OG0006044	Smp_092490.1	FhHiC23_g8374.t1, FhHiC23_g8557.t1
OG0006045	Smp_201130.2, Smp_201130.1	FhHiC23_g5156.t1
OG0006046	Smp_157070.1	FhHiC23_g11868.t1
OG0006047	Smp_173410.1	FhHiC23_g6576.t1
OG0006048	Smp_080530.1	FhHiC23_g12684.t1
OG0006049	Smp_210380.1	FhHiC23_g5738.t1
OG0006050	Smp_074930.1, Smp_074930.2	FhHiC23_g8371.t1
OG0006051	Smp_343530.1	FhHiC23_g10632.t1
OG0006052	Smp_149980.1	FhHiC23_g2636.t2, FhHiC23_g2636.t1
OG0006053	Smp_000180.1	FhHiC23_g4537.t1
OG0006054	Smp_243660.1	FhHiC23_g8430.t1
OG0006055	Smp_245300.1	FhHiC23_g12758.t1
OG0006056	Smp_146810.1	FhHiC23_g15125.t1
OG0006057	Smp_129100.1	FhHiC23_g6122.t1
OG0006058	Smp_044950.1	FhHiC23_g11002.t1
OG0006059	Smp_149900.1	FhHiC23_g1362.t1
OG0006060	Smp_346920.1	FhHiC23_g11590.t1
OG0006061	Smp_169300.1	FhHiC23_g3769.t1
OG0006062	Smp_175680.1, Smp_175680.2	FhHiC23_g14502.t1
OG0006063	Smp_139180.1	FhHiC23_g14824.t1
OG0006064	Smp_176150.1	FhHiC23_g2309.t1, FhHiC23_g2309.t2
OG0006065	Smp_157715.1	FhHiC23_g12911.t1
OG0006066	Smp_059880.1	FhHiC23_g11984.t1, FhHiC23_g11985.t1
OG0006067	Smp_051360.1	FhHiC23_g14883.t1
OG0006068	Smp_072210.1	FhHiC23_g6548.t1, FhHiC23_g14880.t1
OG0006069	Smp_319660.1, Smp_144720.1	FhHiC23_g4612.t1, FhHiC23_g4612.t2
OG0006070	Smp_138350.1	FhHiC23_g8580.t1, FhHiC23_g8580.t2
OG0006071	Smp_175230.1	FhHiC23_g776.t1
OG0006072	Smp_146710.1	FhHiC23_g3822.t1
OG0006073	Smp_048930.1	FhHiC23_g1191.t1
OG0006075	Smp_073690.1	FhHiC23_g10376.t1
OG0006076	Smp_023230.1	FhHiC23_g1138.t1
OG0006077	Smp_157620.1	FhHiC23_g14622.t1, FhHiC23_g14622.t2
OG0006078	Smp_004060.1	FhHiC23_g5263.t1
OG0006079	Smp_337240.1	FhHiC23_g2384.t1
OG0006080	Smp_152850.1	FhHiC23_g4973.t1, FhHiC23_g4973.t2
OG0006081	Smp_043940.1	FhHiC23_g13247.t1, FhHiC23_g13247.t2
OG0006082	Smp_196370.1, Smp_196370.2	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2
OG0006083	Smp_064400.1	FhHiC23_g3965.t1
OG0006084	Smp_336800.1	FhHiC23_g9072.t1
OG0006085	Smp_149330.1	FhHiC23_g1500.t1
OG0006086	Smp_098850.1	FhHiC23_g5056.t2, FhHiC23_g5056.t1
OG0006087	Smp_213880.1	FhHiC23_g6578.t1
OG0006088	Smp_050250.1	FhHiC23_g2603.t1
OG0006089	Smp_155360.1	FhHiC23_g11135.t1
OG0006090	Smp_131360.1	FhHiC23_g16416.t1
OG0006091	Smp_053820.1	FhHiC23_g3114.t1
OG0006092	Smp_076600.1	FhHiC23_g11153.t1
OG0006093	Smp_159180.1	FhHiC23_g1828.t1, FhHiC23_g1828.t2
OG0006094	Smp_173000.1	FhHiC23_g91.t1, FhHiC23_g92.t1
OG0006095	Smp_102510.1	FhHiC23_g4131.t1, FhHiC23_g4131.t2
OG0006096	Smp_161140.1	FhHiC23_g10989.t1, FhHiC23_g10989.t2
OG0006097	Smp_096750.1, Smp_329590.1	FhHiC23_g793.t2, FhHiC23_g793.t1
OG0006098	Smp_342000.1	FhHiC23_g8962.t1
OG0006099	Smp_304800.1	FhHiC23_g12073.t1
