Orthogroup	schistosoma_mansoni	schistosoma_guineensis
OG0005090	Smp_026920.1	SGUI1_65330.1
OG0005091	Smp_025130.1	SGUI1_12030.1
OG0005092	Smp_003660.1	SGUI1_24790.1
OG0005093	Smp_168000.1	SGUI1_38070.1
OG0005094	Smp_153820.1	SGUI1_76390.1
OG0005095	Smp_348770.1, Smp_031020.1	SGUI1_3930.1
OG0005097	Smp_332320.1	SGUI1_94860.1
OG0005098	Smp_142400.1	SGUI1_55690.1
OG0005099	Smp_176270.1	SGUI1_91610.1
OG0005100	Smp_163980.1, Smp_163980.2	SGUI1_92520.1, SGUI1_92520.2
OG0005101	Smp_156470.1	SGUI1_51510.1
OG0005102	Smp_163460.1	SGUI1_61120.2, SGUI1_61120.1
OG0005103	Smp_024800.1	SGUI1_75170.2, SGUI1_75170.1
OG0005104	Smp_212760.1	SGUI1_46230.1, SGUI1_46230.2
OG0005105	Smp_059150.1	SGUI1_76510.1, SGUI1_76510.2
OG0005106	Smp_342470.1	SGUI1_52390.1
OG0005107	Smp_012540.1	SGUI1_30770.1
OG0005108	Smp_342790.1	SGUI1_85290.1
OG0005109	Smp_345830.1	SGUI1_83290.1
OG0005110	Smp_054070.1	SGUI1_18990.1, SGUI1_18990.2
OG0005111	Smp_002380.1	SGUI1_54020.1, SGUI1_54020.2
OG0005112	Smp_344460.1	SGUI1_96920.1, SGUI1_1130.1
OG0005113	Smp_049910.1	SGUI1_71630.1
OG0005114	Smp_128630.1	SGUI1_8050.1
OG0005115	Smp_018680.1	SGUI1_61500.1
OG0005117	Smp_130690.1	SGUI1_780.1
OG0005118	Smp_337210.1	SGUI1_91930.1
OG0005119	Smp_144350.1	SGUI1_68310.1, SGUI1_68300.1
OG0005120	Smp_020760.1	SGUI1_85300.1
OG0005121	Smp_344250.1	SGUI1_72930.1
OG0005122	Smp_077580.1	SGUI1_92570.1, SGUI1_92540.1
OG0005123	Smp_346500.1	SGUI1_68750.1
OG0005124	Smp_346420.1	SGUI1_1270.1, SGUI1_1270.2
OG0005125	Smp_145800.1	SGUI1_1740.1
OG0005126	Smp_004350.1	SGUI1_59620.1
OG0005127	Smp_007270.1	SGUI1_33100.1
OG0005128	Smp_181240.1	SGUI1_58610.1, SGUI1_58610.2
OG0005130	Smp_094060.1	SGUI1_21570.1
OG0005131	Smp_143560.1	SGUI1_48110.1
OG0005132	Smp_267130.1	SGUI1_16630.1, SGUI1_16630.2
OG0005133	Smp_034400.1	SGUI1_55100.1
OG0005134	Smp_023250.1	SGUI1_51030.1
OG0005135	Smp_051550.1	SGUI1_43090.1, SGUI1_43090.2
OG0005136	Smp_345160.1	SGUI1_77380.1
OG0005137	Smp_151040.1	SGUI1_81080.1
OG0005138	Smp_142320.1	SGUI1_17320.1
OG0005139	Smp_140260.1, Smp_140260.2	SGUI1_32380.1, SGUI1_32380.3, SGUI1_32380.5, SGUI1_32380.4, SGUI1_32380.2
OG0005140	Smp_123910.1	SGUI1_25180.1
OG0005141	Smp_144840.1	SGUI1_95180.1
OG0005142	Smp_065060.1	SGUI1_49240.1
OG0005143	Smp_136190.1	SGUI1_33450.1, SGUI1_33450.2, SGUI1_33450.3
OG0005144	Smp_008770.1	SGUI1_74370.2, SGUI1_74370.1
OG0005145	Smp_134390.1	SGUI1_4490.1
OG0005147	Smp_342310.1	SGUI1_51070.1
OG0005148	Smp_333920.1	SGUI1_54380.1
OG0005149	Smp_341550.1	SGUI1_9030.1
OG0005150	Smp_140530.1	SGUI1_31900.1
OG0005151	Smp_136320.1	SGUI1_81330.1
OG0005152	Smp_158030.1	SGUI1_7380.1
OG0005153	Smp_030830.1	SGUI1_88860.1
OG0005154	Smp_180900.1	SGUI1_56130.1, SGUI1_56130.2
OG0005155	Smp_141810.1	SGUI1_5610.1
OG0005156	Smp_156060.1	SGUI1_72290.1
OG0005157	Smp_003000.1	SGUI1_200.1, SGUI1_200.2
OG0005158	Smp_247770.2, Smp_247770.1	SGUI1_87000.1, SGUI1_87000.2
OG0005159	Smp_161510.1	SGUI1_43480.1, SGUI1_43480.2
OG0005160	Smp_194750.1, Smp_194750.2	SGUI1_42290.1, SGUI1_42280.1
OG0005161	Smp_034500.1	SGUI1_29440.1
OG0005162	Smp_245030.1	SGUI1_6330.1, SGUI1_6330.2
OG0005163	Smp_145040.1	SGUI1_78280.1, SGUI1_78280.2, SGUI1_78280.3
OG0005164	Smp_089630.1	SGUI1_23530.1, SGUI1_23170.1, SGUI1_23170.2
OG0005165	Smp_127690.1	SGUI1_93630.1
OG0005166	Smp_333800.1	SGUI1_48440.1
OG0005167	Smp_053780.1, Smp_053790.1	SGUI1_80820.1, SGUI1_80820.2
OG0005168	Smp_065120.1	SGUI1_49180.1, SGUI1_49180.2
OG0005169	Smp_023930.1	SGUI1_44450.1
OG0005170	Smp_337350.1	SGUI1_43760.1, SGUI1_43760.2
OG0005171	Smp_166600.1	SGUI1_4980.1
OG0005172	Smp_060950.1	SGUI1_51860.2, SGUI1_51860.1
OG0005174	Smp_074370.1	SGUI1_86770.1
OG0005175	Smp_318510.1, Smp_267190.1	SGUI1_96190.1
OG0005176	Smp_320280.1	SGUI1_43410.1
OG0005177	Smp_334360.1	SGUI1_78500.1
OG0005178	Smp_343220.1	SGUI1_67060.1
OG0005179	Smp_069840.1	SGUI1_83810.1
OG0005180	Smp_163820.1	SGUI1_19620.1, SGUI1_19620.2
OG0005181	Smp_173210.1	SGUI1_82900.1, SGUI1_82900.2
OG0005182	Smp_171530.1, Smp_171530.2	SGUI1_45510.1
OG0005183	Smp_213420.1	SGUI1_58690.1
OG0005184	Smp_074010.1	SGUI1_60590.1
OG0005185	Smp_172610.1	SGUI1_71910.1
OG0005186	Smp_156300.1	SGUI1_64430.1
OG0005187	Smp_154940.1	SGUI1_1070.1
OG0005188	Smp_123130.1	SGUI1_87190.1
OG0005189	Smp_020200.1	SGUI1_28650.3, SGUI1_28650.1, SGUI1_28650.2
OG0005190	Smp_346580.1, Smp_346585.1	SGUI1_74250.1
OG0005191	Smp_050590.1	SGUI1_79940.1, SGUI1_79940.2
OG0005192	Smp_247630.1	SGUI1_77840.1
OG0005193	Smp_344650.1	SGUI1_81210.1
OG0005194	Smp_041880.1	SGUI1_78540.1
OG0005195	Smp_010260.1	SGUI1_36280.1
OG0005196	Smp_151730.1	SGUI1_58460.1, SGUI1_58460.2
OG0005197	Smp_018210.1	SGUI1_14120.1, SGUI1_14120.2, SGUI1_14120.3, SGUI1_14120.4
OG0005198	Smp_201820.1	SGUI1_46630.2, SGUI1_46630.1, SGUI1_46630.3, SGUI1_46630.4
OG0005199	Smp_001960.1	SGUI1_87180.2, SGUI1_87180.1, SGUI1_87180.3
OG0005200	Smp_001610.1	SGUI1_50630.1
OG0005201	Smp_168590.1	SGUI1_83240.1, SGUI1_83240.2
OG0005202	Smp_124160.1	SGUI1_24740.1
OG0005203	Smp_247250.1	SGUI1_40570.1
OG0005204	Smp_005010.1	SGUI1_15920.1, SGUI1_15920.2
OG0005205	Smp_022470.1	SGUI1_3740.1
OG0005206	Smp_014620.1	SGUI1_52460.1, SGUI1_52460.2
OG0005207	Smp_058080.1	SGUI1_83130.1
OG0005208	Smp_102490.1	SGUI1_55030.1
OG0005209	Smp_194170.1	SGUI1_69720.1
OG0005210	Smp_084010.1	SGUI1_17160.1
OG0005211	Smp_140620.1	SGUI1_54870.1
OG0005212	Smp_203500.1	SGUI1_7940.1
OG0005213	Smp_069890.1	SGUI1_97180.1, SGUI1_97180.2
OG0005215	Smp_343810.1	SGUI1_75360.1
OG0005216	Smp_214110.1	SGUI1_2100.1
OG0005217	Smp_160190.1	SGUI1_77210.1, SGUI1_77210.3, SGUI1_77210.2, SGUI1_77210.4
OG0005218	Smp_087860.1	SGUI1_89040.1
OG0005219	Smp_244840.1	SGUI1_8110.1
OG0005221	Smp_170300.1	SGUI1_38920.1
OG0005222	Smp_340830.1	SGUI1_340.1
OG0005223	Smp_045510.1	SGUI1_72760.1
OG0005224	Smp_246300.1	SGUI1_68320.1
OG0005225	Smp_246230.1	SGUI1_29030.1
OG0005226	Smp_003700.1	SGUI1_24750.1
OG0005227	Smp_095190.1	SGUI1_6980.1
OG0005228	Smp_040710.2	SGUI1_68290.1
OG0005229	Smp_130780.1	SGUI1_880.1
OG0005230	Smp_044280.1	SGUI1_47800.2, SGUI1_47800.1
OG0005231	Smp_037290.1	SGUI1_43940.1
OG0005232	Smp_168670.1	SGUI1_17860.1
OG0005233	Smp_163850.1	SGUI1_19570.1
OG0005234	Smp_323650.1	SGUI1_14910.1
OG0005235	Smp_324270.1	SGUI1_21280.1, SGUI1_21280.2
OG0005235	Smp_070370.1	SGUI1_21290.1
OG0005236	Smp_030920.2, Smp_030920.1	SGUI1_88770.2, SGUI1_88770.3, SGUI1_88770.1
OG0005237	Smp_330760.1	SGUI1_85040.1
OG0005238	Smp_140290.1	SGUI1_33950.1
OG0005239	Smp_245920.1	SGUI1_54260.1, SGUI1_54260.2, SGUI1_54260.3
OG0005240	Smp_168780.1	SGUI1_64100.3, SGUI1_64100.1, SGUI1_64100.2
OG0005241	Smp_078750.1	SGUI1_66210.1
OG0005243	Smp_326770.1, Smp_326770.2	SGUI1_69320.1
OG0005244	Smp_341410.1	SGUI1_16460.1
OG0005246	Smp_072490.1	SGUI1_41390.2, SGUI1_41390.1, SGUI1_41390.3, SGUI1_41390.4
OG0005247	Smp_143770.1	SGUI1_20950.1
OG0005248	Smp_007900.1	SGUI1_69190.1
OG0005249	Smp_058320.1	SGUI1_12910.1, SGUI1_12910.2, SGUI1_12910.3, SGUI1_12910.4
OG0005251	Smp_341440.1	SGUI1_11230.1
OG0005253	Smp_343690.1	SGUI1_42730.1
OG0005254	Smp_024180.1	SGUI1_15050.1
OG0005255	Smp_125150.1	SGUI1_95900.1
OG0005256	Smp_160140.1	SGUI1_83710.1
OG0005257	Smp_340570.1	SGUI1_55230.1, SGUI1_55230.2
OG0005258	Smp_051920.1, Smp_051920.2	SGUI1_73010.1
OG0005259	Smp_145440.1	SGUI1_75760.1
OG0005260	Smp_346220.1	SGUI1_76830.1, SGUI1_76830.2
OG0005262	Smp_083940.1, Smp_083950.1	SGUI1_68220.1, SGUI1_68240.1
OG0005263	Smp_160410.1	SGUI1_22780.1
OG0005264	Smp_165940.1	SGUI1_29930.1
OG0005265	Smp_307220.1, Smp_307220.2, Smp_307220.3, Smp_307240.1	SGUI1_27020.1
OG0005266	Smp_306440.1	SGUI1_22800.1, SGUI1_22800.2
OG0005267	Smp_345330.1	SGUI1_22630.1
OG0005268	Smp_176930.1	SGUI1_41550.1, SGUI1_41550.2, SGUI1_41550.3
OG0005269	Smp_019460.1, Smp_132800.1	SGUI1_35740.1, SGUI1_35750.1
OG0005271	Smp_203390.1, Smp_203390.2	SGUI1_4150.1
OG0005275	Smp_018880.1, Smp_309570.1, Smp_309580.1	SGUI1_64990.1, SGUI1_65000.1
OG0005283	Smp_012010.1	SGUI1_88220.1, SGUI1_88210.1
OG0005284	Smp_342980.2, Smp_342980.1	SGUI1_75210.1
OG0005286	Smp_034610.1	SGUI1_29340.1, SGUI1_29340.2
OG0005287	Smp_147400.1	SGUI1_10610.1, SGUI1_10610.2
OG0005288	Smp_014020.1	SGUI1_50150.2, SGUI1_50150.1
OG0005289	Smp_125490.1	SGUI1_47960.1
OG0005290	Smp_088940.1	SGUI1_41970.1
OG0005291	Smp_176940.1	SGUI1_41540.1
OG0005292	Smp_044020.1	SGUI1_44590.1
OG0005293	Smp_082490.1	SGUI1_60490.1
OG0005294	Smp_170980.1	SGUI1_56720.1
OG0005295	Smp_082050.1	SGUI1_57270.1
OG0005296	Smp_043990.1	SGUI1_44620.1, SGUI1_44620.2
OG0005297	Smp_085530.1	SGUI1_83220.1
OG0005298	Smp_194780.1	SGUI1_42340.1
OG0005299	Smp_035730.1	SGUI1_80160.1
OG0005300	Smp_243000.1	SGUI1_89610.1
OG0005301	Smp_050080.1	SGUI1_71490.1
OG0005302	Smp_243910.1	SGUI1_19110.1
OG0005303	Smp_037530.1	SGUI1_55740.1, SGUI1_55710.1
OG0005304	Smp_087920.1	SGUI1_88960.1
OG0005305	Smp_319080.1, Smp_319080.2	SGUI1_36740.1
OG0005306	Smp_194930.1	SGUI1_17310.1
OG0005307	Smp_006830.1	SGUI1_39060.1, SGUI1_39060.2
OG0005309	Smp_004070.1	SGUI1_24420.1
OG0005310	Smp_241570.1	SGUI1_1100.1
OG0005311	Smp_266870.1	SGUI1_85220.3, SGUI1_85220.1, SGUI1_85220.2
OG0005312	Smp_329670.1	SGUI1_30700.1
OG0005313	Smp_154960.1, Smp_154960.2	SGUI1_23040.1
OG0005314	Smp_061300.1	SGUI1_20250.1
OG0005315	Smp_345310.1	SGUI1_58020.1
OG0005316	Smp_153440.1	SGUI1_83150.1
OG0005317	Smp_194720.1	SGUI1_60080.1
OG0005318	Smp_309860.1	SGUI1_28930.1, SGUI1_28940.1, SGUI1_28940.2
OG0005319	Smp_246560.1	SGUI1_62960.2, SGUI1_62960.1
OG0005321	Smp_336720.1	SGUI1_72240.1
OG0005323	Smp_035280.1	SGUI1_28040.1
OG0005324	Smp_091000.1	SGUI1_39390.1
OG0005325	Smp_073270.1	SGUI1_31140.1, SGUI1_31140.2
OG0005326	Smp_132930.1	SGUI1_7140.1
OG0005327	Smp_096240.1	SGUI1_18260.1, SGUI1_18260.2, SGUI1_18260.3
OG0005328	Smp_246650.1	SGUI1_62570.1
OG0005329	Smp_168600.1	SGUI1_15970.1
OG0005330	Smp_152570.1	SGUI1_81810.1, SGUI1_81810.2
OG0005331	Smp_315500.1	SGUI1_89310.1
OG0005332	Smp_024880.1	SGUI1_90310.1
OG0005333	Smp_078900.1	SGUI1_22100.1
OG0005334	Smp_045990.1	SGUI1_14530.1
OG0005335	Smp_042440.1	SGUI1_78010.1, SGUI1_78010.2
OG0005336	Smp_025510.1	SGUI1_11750.1
OG0005337	Smp_336630.1	SGUI1_24030.1
OG0005338	Smp_065190.1	SGUI1_49090.1, SGUI1_49090.2
OG0005339	Smp_246060.1	SGUI1_56730.1
OG0005340	Smp_194100.1	SGUI1_91200.1
OG0005341	Smp_340450.1	SGUI1_14850.1, SGUI1_14850.2
OG0005342	Smp_125420.1	SGUI1_95520.1
OG0005343	Smp_130890.1	SGUI1_78870.1
OG0005345	Smp_165060.1	SGUI1_38520.1
OG0005346	Smp_165230.1	SGUI1_9550.1
OG0005347	Smp_002870.1	SGUI1_66040.1
OG0005348	Smp_135930.1	SGUI1_11910.1
OG0005349	Smp_148110.1	SGUI1_560.1
OG0005350	Smp_245060.2, Smp_245060.1	SGUI1_6080.1
OG0005351	Smp_014680.1	SGUI1_52530.1
OG0005352	Smp_057630.1	SGUI1_2560.1
OG0005353	Smp_246140.1	SGUI1_93070.1
OG0005354	Smp_340120.1	SGUI1_35020.1
OG0005355	Smp_048420.1	SGUI1_39460.1
OG0005356	Smp_022140.1	SGUI1_68960.1, SGUI1_68960.2
OG0005357	Smp_045550.1	SGUI1_72810.1, SGUI1_72810.2
OG0005358	Smp_122790.1, Smp_122790.2	SGUI1_45750.1, SGUI1_45750.2
OG0005359	Smp_151190.1	SGUI1_18850.1, SGUI1_18840.1
OG0005360	Smp_307170.1	SGUI1_19280.1
OG0005361	Smp_084320.1	SGUI1_15080.1
OG0005362	Smp_000600.1	SGUI1_67580.1
OG0005363	Smp_061050.1	SGUI1_1090.1, SGUI1_1090.2
OG0005364	Smp_157310.1	SGUI1_49200.1
OG0005365	Smp_130590.1	SGUI1_17470.1
OG0005366	Smp_306190.1	SGUI1_15130.1
OG0005367	Smp_245050.1	SGUI1_23190.1, SGUI1_23510.1
OG0005368	Smp_150350.1	SGUI1_22250.1
OG0005369	Smp_004990.1	SGUI1_34970.1
OG0005370	Smp_005000.1	SGUI1_34950.1
OG0005371	Smp_009600.1	SGUI1_34930.1
OG0005372	Smp_123820.1, Smp_123820.2	SGUI1_25280.1, SGUI1_25280.2
OG0005373	Smp_248030.1	SGUI1_92780.1
OG0005375	Smp_328200.1	SGUI1_51660.2, SGUI1_51660.3, SGUI1_51660.1
OG0005376	Smp_162540.1	SGUI1_61750.1
OG0005377	Smp_173190.1	SGUI1_29890.1, SGUI1_29880.3
OG0005378	Smp_155320.1	SGUI1_44020.1
OG0005379	Smp_134050.1	SGUI1_56240.1
OG0005380	Smp_038440.1	SGUI1_2160.1
OG0005381	Smp_174320.1	SGUI1_6970.1
OG0005382	Smp_041600.1	SGUI1_95160.1
OG0005383	Smp_147920.1	SGUI1_39700.1
OG0005384	Smp_043580.1	SGUI1_83440.1
OG0005385	Smp_038510.1	SGUI1_10260.1
OG0005386	Smp_008450.1	SGUI1_32730.1
OG0005387	Smp_141350.1	SGUI1_27760.1
OG0005388	Smp_245815.1	SGUI1_25330.1
OG0005389	Smp_245490.1	SGUI1_45820.1
OG0005390	Smp_031880.1	SGUI1_96220.1
OG0005391	Smp_204770.1	SGUI1_58810.1
OG0005392	Smp_156460.1	SGUI1_51490.1
OG0005393	Smp_063670.1	SGUI1_51470.2, SGUI1_51470.1
OG0005394	Smp_303980.1	SGUI1_2400.1
OG0005395	Smp_158810.1	SGUI1_72050.1
OG0005396	Smp_046020.1	SGUI1_12640.1, SGUI1_12670.1
OG0005397	Smp_166310.1	SGUI1_44350.1, SGUI1_44350.2
OG0005398	Smp_156140.1	SGUI1_26020.1
OG0005399	Smp_074710.1	SGUI1_11150.1
OG0005400	Smp_155390.1	SGUI1_10410.1
OG0005401	Smp_315610.1	SGUI1_55520.3, SGUI1_55520.1, SGUI1_55520.2, SGUI1_55520.4
OG0005402	Smp_166420.1	SGUI1_57300.1
OG0005403	Smp_048080.1	SGUI1_39770.1
OG0005404	Smp_055890.1	SGUI1_17190.1
OG0005405	Smp_082300.1	SGUI1_90560.1, SGUI1_90560.2
OG0005406	Smp_000160.1	SGUI1_68010.1
OG0005407	Smp_328350.1	SGUI1_52070.1, SGUI1_52070.2
OG0005408	Smp_267040.1	SGUI1_90920.1
OG0005409	Smp_161750.1	SGUI1_31310.1
OG0005410	Smp_128690.1	SGUI1_8080.1
OG0005411	Smp_127060.1	SGUI1_92370.1
OG0005412	Smp_013470.1	SGUI1_62560.1
OG0005413	Smp_080110.1	SGUI1_78900.1
OG0005414	Smp_168460.1	SGUI1_70790.1
OG0005415	Smp_024490.1	SGUI1_29760.1, SGUI1_29760.2
OG0005416	Smp_340100.1	SGUI1_24460.1, SGUI1_24460.2, SGUI1_24460.3
OG0005417	Smp_031010.1	SGUI1_3920.1
OG0005418	Smp_004640.1	SGUI1_47320.1, SGUI1_47320.2
OG0005419	Smp_167650.1	SGUI1_68150.1, SGUI1_68150.2
OG0005420	Smp_040990.1	SGUI1_37030.1
OG0005421	Smp_055740.1	SGUI1_80100.1
OG0005423	Smp_035020.1	SGUI1_28250.1
OG0005424	Smp_006440.1	SGUI1_81690.1
OG0005425	Smp_267070.1	SGUI1_81630.1
OG0005426	Smp_302910.1	SGUI1_94600.1, SGUI1_94600.2
OG0005427	Smp_134470.1	SGUI1_95390.1
OG0005427	Smp_134470.2	SGUI1_95390.1
OG0005428	Smp_002230.1	SGUI1_87570.2, SGUI1_87570.1
OG0005429	Smp_052910.1	SGUI1_60290.1
OG0005430	Smp_342630.1	SGUI1_44810.1
OG0005431	Smp_144950.1	SGUI1_78520.1
OG0005432	Smp_136260.1	SGUI1_81470.1
OG0005433	Smp_042050.1	SGUI1_78440.1
OG0005434	Smp_017610.1	SGUI1_26550.1
OG0005435	Smp_267220.1	SGUI1_96060.1
OG0005436	Smp_105710.1	SGUI1_58600.1
OG0005436	Smp_105710.1	SGUI1_58600.2
OG0005437	Smp_013050.1	SGUI1_63530.1
OG0005438	Smp_038530.1	SGUI1_10290.1
OG0005439	Smp_197730.1	SGUI1_44990.1
OG0005440	Smp_340730.1	SGUI1_72570.1
OG0005441	Smp_064240.1	SGUI1_90950.1, SGUI1_90950.2
OG0005442	Smp_174170.1	SGUI1_29150.1
OG0005443	Smp_074830.1	SGUI1_61770.1
OG0005444	Smp_014050.1	SGUI1_18380.1
OG0005446	Smp_139150.1	SGUI1_45140.1, SGUI1_45140.2, SGUI1_45140.3
OG0005447	Smp_027000.1	SGUI1_65250.2
OG0005447	Smp_027000.2	SGUI1_65250.1
OG0005448	Smp_005070.2, Smp_005070.1	SGUI1_35030.1
OG0005450	Smp_074080.1	SGUI1_60520.1
OG0005451	Smp_093280.1	SGUI1_82890.1
OG0005452	Smp_135710.1	SGUI1_90330.1
OG0005453	Smp_075040.1	SGUI1_61930.1
OG0005454	Smp_045250.1	SGUI1_52040.2, SGUI1_52040.1
OG0005455	Smp_066730.1	SGUI1_50340.1
OG0005456	Smp_070030.1	SGUI1_77230.1
OG0005457	Smp_340340.1	SGUI1_46780.1
OG0005458	Smp_044470.1	SGUI1_6280.1, SGUI1_6190.1
OG0005460	Smp_334040.1	SGUI1_70900.1
OG0005461	Smp_333160.1	SGUI1_26390.1
OG0005462	Smp_062020.1	SGUI1_86350.1, SGUI1_86350.2
OG0005463	Smp_061310.1	SGUI1_20260.1, SGUI1_20260.2
OG0005464	Smp_173010.1	SGUI1_51280.1
OG0005465	Smp_156780.1	SGUI1_90910.1
OG0005466	Smp_347930.1, Smp_347930.2	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3
OG0005467	Smp_168760.1	SGUI1_64160.1
OG0005468	Smp_243950.1	SGUI1_20470.1
OG0005469	Smp_167640.1	SGUI1_68140.1
OG0005470	Smp_064380.1	SGUI1_84270.1
OG0005471	Smp_174990.1	SGUI1_18210.1
OG0005472	Smp_050820.1	SGUI1_73570.1
OG0005473	Smp_342520.1	SGUI1_820.1, SGUI1_820.2, SGUI1_820.3
OG0005474	Smp_173480.1	SGUI1_40370.1
OG0005475	Smp_156860.1	SGUI1_84310.1
OG0005476	Smp_147850.1	SGUI1_39780.1, SGUI1_39780.2
OG0005477	Smp_067280.1	SGUI1_40460.1
OG0005478	Smp_336660.1	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3
OG0005479	Smp_053610.1	SGUI1_76140.1
OG0005480	Smp_343090.1	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1
OG0005481	Smp_055800.1	SGUI1_17260.1
OG0005482	Smp_065530.1	SGUI1_41720.1
OG0005483	Smp_319860.1	SGUI1_40040.1
OG0005484	Smp_026420.1	SGUI1_21720.2, SGUI1_21720.1
OG0005485	Smp_009550.1	SGUI1_51160.1
OG0005486	Smp_343500.1	SGUI1_70100.1
OG0005487	Smp_313840.1	SGUI1_22890.1
OG0005488	Smp_127140.1	SGUI1_92190.1
OG0005489	Smp_022660.1	SGUI1_4640.1
OG0005490	Smp_343030.1	SGUI1_33580.1
OG0005491	Smp_340240.1	SGUI1_91970.1
OG0005492	Smp_077670.2, Smp_077670.1	SGUI1_92680.1
OG0005493	Smp_148280.1	SGUI1_52760.1
OG0005494	Smp_104730.1	SGUI1_5010.1, SGUI1_5010.2
OG0005495	Smp_247440.1	SGUI1_79800.1
OG0005496	Smp_212350.1	SGUI1_94030.1
OG0005497	Smp_055450.1	SGUI1_23720.1
OG0005498	Smp_247580.1, Smp_247580.2	SGUI1_77590.1
OG0005499	Smp_147160.1	SGUI1_88590.1
OG0005500	Smp_039810.1	SGUI1_20800.1
OG0005501	Smp_025020.1	SGUI1_90440.1
OG0005502	Smp_346380.2, Smp_346380.1	SGUI1_96620.1
OG0005503	Smp_125900.1	SGUI1_39090.2, SGUI1_39090.1
OG0005504	Smp_043600.1, Smp_247700.1	SGUI1_83420.1
OG0005505	Smp_041730.1	SGUI1_78700.1
OG0005506	Smp_063070.1	SGUI1_89720.1
OG0005507	Smp_067420.1	SGUI1_87920.1, SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5
OG0005508	Smp_336370.1	SGUI1_1520.1
OG0005509	Smp_343360.1	SGUI1_94310.1
OG0005510	Smp_016670.1	SGUI1_91830.2, SGUI1_91830.3, SGUI1_91830.1
OG0005511	Smp_042090.1	SGUI1_78390.1
OG0005512	Smp_059290.1	SGUI1_6440.1
OG0005513	Smp_154280.1	SGUI1_90070.1
OG0005514	Smp_124300.1	SGUI1_24550.1
OG0005515	Smp_166430.1	SGUI1_57280.1
OG0005516	Smp_306450.1	SGUI1_17170.1
OG0005517	Smp_210670.1	SGUI1_63450.1
OG0005518	Smp_322860.1	SGUI1_25750.1
OG0005519	Smp_005180.1	SGUI1_35150.1
OG0005520	Smp_074770.1	SGUI1_61730.1, SGUI1_61730.2
OG0005521	Smp_344490.1	SGUI1_79300.1
OG0005522	Smp_052800.1	SGUI1_33830.1, SGUI1_33830.2
OG0005523	Smp_341010.1	SGUI1_84120.1
OG0005524	Smp_043910.1	SGUI1_1770.1
OG0005525	Smp_204750.1	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4
OG0005526	Smp_036250.1	SGUI1_38170.1, SGUI1_38170.2
OG0005527	Smp_130940.1	SGUI1_23350.1, SGUI1_23350.2, SGUI1_23350.3
OG0005530	Smp_157780.1, Smp_157780.2	SGUI1_11420.1
OG0005532	Smp_093800.1	SGUI1_14240.1
OG0005533	Smp_335010.1	SGUI1_1760.1
OG0005535	Smp_021040.1, Smp_021040.2, Smp_021040.3	SGUI1_46570.1
OG0005536	Smp_319210.1	SGUI1_36220.2, SGUI1_36220.1
OG0005537	Smp_210420.1	SGUI1_41070.1
OG0005538	Smp_171120.1	SGUI1_48850.1
OG0005539	Smp_329370.1	SGUI1_30100.1
OG0005540	Smp_121790.1	SGUI1_60140.1
OG0005544	Smp_114430.1	SGUI1_22960.1, SGUI1_22960.2
OG0005546	Smp_204160.1	SGUI1_9480.1
OG0005547	Smp_141690.1	SGUI1_38160.1
OG0005548	Smp_302830.1	SGUI1_85660.1
OG0005549	Smp_122950.1, Smp_122950.2	SGUI1_50620.1
OG0005550	Smp_105420.1, Smp_105420.2	SGUI1_53270.3, SGUI1_53270.1, SGUI1_53270.2
OG0005551	Smp_214380.1	SGUI1_71660.1
OG0005553	Smp_334970.1	SGUI1_44780.1
OG0005554	Smp_060240.1	SGUI1_16240.1
OG0005555	Smp_345640.1, Smp_345640.2, Smp_345640.3	SGUI1_21420.1
OG0005557	Smp_328150.1, Smp_328140.1	SGUI1_50740.1
OG0005558	Smp_334650.1	SGUI1_85410.1
OG0005559	Smp_331110.1	SGUI1_86120.1, SGUI1_86120.2, SGUI1_86120.3, SGUI1_86120.4
OG0005566	Smp_058990.1	SGUI1_76310.1
OG0005567	Smp_058460.1	SGUI1_12760.1
OG0005568	Smp_160210.1	SGUI1_77300.1
OG0005569	Smp_211200.1, Smp_211200.2	SGUI1_96020.1
OG0005570	Smp_319050.1	SGUI1_32340.1
OG0005571	Smp_133690.1	SGUI1_46740.1
OG0005572	Smp_000590.1	SGUI1_67590.1
OG0005573	Smp_333040.1	SGUI1_8980.1
OG0005574	Smp_162290.1	SGUI1_86760.1
OG0005575	Smp_167660.1	SGUI1_68180.1
OG0005576	Smp_083870.1	SGUI1_68160.1
OG0005577	Smp_155510.1	SGUI1_86360.1
OG0005578	Smp_242130.1	SGUI1_49370.1
OG0005580	Smp_156400.1	SGUI1_51310.1, SGUI1_51310.2
OG0005581	Smp_129840.1	SGUI1_29660.1
OG0005582	Smp_007070.1	SGUI1_32930.1
OG0005583	Smp_162230.1	SGUI1_86650.1
OG0005584	Smp_198380.1	SGUI1_94520.1
OG0005585	Smp_125350.1	SGUI1_95590.1
OG0005586	Smp_006000.1	SGUI1_95580.1
OG0005587	Smp_042030.1	SGUI1_78460.1
OG0005589	Smp_167400.1	SGUI1_59660.1
OG0005590	Smp_194920.1	SGUI1_17300.1
