Orthogroup	schistosoma_japonicum	schistosoma_bovis
OG0005547	EWB00_004390	SBOV2_29400.1, SBOV2_29400.2
OG0005548	EWB00_008602	SBOV2_84520.1, SBOV2_84520.3, SBOV2_84520.2
OG0005549	EWB00_004412	SBOV2_49800.1, SBOV2_49800.2
OG0005550	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1	SBOV2_52490.1
OG0005551	EWB00_002735.1, EWB00_002735.2	SBOV2_70680.1
OG0005553	EWB00_008283.1, EWB00_008283.2	SBOV2_44040.2, SBOV2_44040.1, SBOV2_44040.3
OG0005554	EWB00_002441.1, EWB00_002441.2	SBOV2_16150.1
OG0005555	EWB00_002433	SBOV2_21220.1
OG0005558	EWB00_000715	SBOV2_84250.1
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	SBOV2_74950.1
OG0005567	EWB00_002670	SBOV2_13160.2, SBOV2_13160.1
OG0005568	EWB00_007277.1, EWB00_007277.2	SBOV2_75920.1, SBOV2_75920.2
OG0005569	EWB00_006686	SBOV2_94670.1
OG0005570	EWB00_005948.1, EWB00_005948.3	SBOV2_35080.1
OG0005571	EWB00_002553	SBOV2_46170.1
OG0005572	EWB00_005799.1, EWB00_005799.2	SBOV2_66740.1
OG0005573	EWB00_009189	SBOV2_9550.1
OG0005574	EWB00_005297	SBOV2_85540.1
OG0005575	EWB00_006246	SBOV2_67340.1
OG0005576	EWB00_006242.1, EWB00_006242.2	SBOV2_67310.1
OG0005577	EWB00_011367, EWB00_011366	SBOV2_85180.1
OG0005578	EWB00_002992	SBOV2_48690.1
OG0005579	EWB00_009485, EWB00_009484	SBOV2_10290.1
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	SBOV2_54330.1, SBOV2_54330.2
OG0005581	EWB00_006019	SBOV2_37660.1, SBOV2_37660.2, SBOV2_37670.1
OG0005582	EWB00_002952	SBOV2_34490.1
OG0005583	EWB00_000620.1, EWB00_000620.2	SBOV2_85450.1
OG0005584	EWB00_002063.1, EWB00_002063.2	SBOV2_93130.2, SBOV2_93130.3, SBOV2_93130.1
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	SBOV2_94270.1
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	SBOV2_94260.1
OG0005587	EWB00_007380.1, EWB00_007380.2	SBOV2_77050.1
OG0005589	EWB00_000496	SBOV2_58800.1
OG0005590	EWB00_006548	SBOV2_17190.1
OG0005591	EWB00_010504	SBOV2_65240.1, SBOV2_64880.1
OG0005592	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2	SBOV2_52800.1
OG0005593	EWB00_007365.1, EWB00_007365.2	SBOV2_70950.1, SBOV2_70950.2, SBOV2_70950.3
OG0005594	EWB00_003886	SBOV2_68930.1, SBOV2_68930.2, SBOV2_68930.3
OG0005595	EWB00_009182	SBOV2_61830.1, SBOV2_61830.2, SBOV2_61830.3
OG0005596	EWB00_003983.1, EWB00_003983.2	SBOV2_66100.1
OG0005597	EWB00_002624	SBOV2_82890.1
OG0005598	EWB00_011007	SBOV2_75630.1, SBOV2_75630.3, SBOV2_75630.2
OG0005599	EWB00_000742.1, EWB00_000742.2	SBOV2_50920.1
OG0005600	EWB00_010361	SBOV2_18930.2, SBOV2_18930.1
OG0005601	EWB00_007554	SBOV2_22360.1
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	SBOV2_22260.1
OG0005603	EWB00_004710, EWB00_004708, EWB00_004709	SBOV2_63960.1, SBOV2_63960.2
OG0005604	EWB00_006012	SBOV2_37610.1
OG0005605	EWB00_004290	SBOV2_31510.1, SBOV2_31510.2, SBOV2_31510.3
OG0005606	EWB00_003342	SBOV2_78830.1
OG0005607	EWB00_001953	SBOV2_88610.1
OG0005608	EWB00_003989	SBOV2_66030.1
OG0005609	EWB00_011115	SBOV2_60860.1
OG0005610	EWB00_007191	SBOV2_2210.1
OG0005611	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3	SBOV2_90350.1
OG0005612	EWB00_000792.1, EWB00_000792.2	SBOV2_92640.1
OG0005613	EWB00_001200.1, EWB00_001200.2	SBOV2_51530.1
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	SBOV2_39120.1
OG0005615	EWB00_007932	SBOV2_38450.1
OG0005616	EWB00_007933.1, EWB00_007933.2	SBOV2_38460.2, SBOV2_38460.1
OG0005617	EWB00_009527.1, EWB00_009527.2	SBOV2_28850.1, SBOV2_28850.2
OG0005618	EWB00_006470.1, EWB00_006470.2	SBOV2_49260.1, SBOV2_49260.2
OG0005619	EWB00_004439.1, EWB00_004439.2	SBOV2_49580.2, SBOV2_49580.1
OG0005620	EWB00_011388.3, EWB00_011388.5	SBOV2_88990.1
OG0005620	EWB00_011388.1, EWB00_011388.4	SBOV2_88990.2
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	SBOV2_86540.1
OG0005622	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3	SBOV2_420.1, SBOV2_420.2
OG0005623	EWB00_001171	SBOV2_74270.2, SBOV2_74270.1
OG0005624	EWB00_004198	SBOV2_11160.1
OG0005625	EWB00_004199	SBOV2_11170.1, SBOV2_11170.2
OG0005626	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3	SBOV2_43040.1
OG0005627	EWB00_001532	SBOV2_22660.1
OG0005628	EWB00_006184	SBOV2_28490.1, SBOV2_28490.2, SBOV2_28490.3
OG0005629	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4	SBOV2_35710.1
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	SBOV2_84180.1
OG0005631	EWB00_009274	SBOV2_50500.1
OG0005632	EWB00_005850	SBOV2_94240.1, SBOV2_96790.1
OG0005633	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3	SBOV2_10420.1
OG0005634	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3	SBOV2_22290.1
OG0005635	EWB00_008636	SBOV2_3100.1
OG0005636	EWB00_009543	SBOV2_29070.1, SBOV2_29070.2, SBOV2_29070.3
OG0005637	EWB00_007491	SBOV2_79180.1
OG0005640	EWB00_001081	SBOV2_39960.1
OG0005641	EWB00_008105	SBOV2_72650.1
OG0005642	EWB00_003878	SBOV2_95500.1
OG0005643	EWB00_006044.1, EWB00_006044.2	SBOV2_37940.2, SBOV2_37940.4, SBOV2_37940.3, SBOV2_37940.1
OG0005644	EWB00_011002.1, EWB00_011002.2	SBOV2_75570.1, SBOV2_75570.2, SBOV2_75570.3
OG0005645	EWB00_011247	SBOV2_58440.1
OG0005646	EWB00_001585	SBOV2_26770.1
OG0005647	EWB00_008377	SBOV2_55120.1
OG0005648	EWB00_003932	SBOV2_27640.1
OG0005649	EWB00_004418	SBOV2_49760.1
OG0005650	EWB00_008716	SBOV2_64270.1
OG0005651	EWB00_004111.1, EWB00_004111.2	SBOV2_65740.1, SBOV2_65740.2
OG0005652	EWB00_010738.1, EWB00_010738.2	SBOV2_47440.1
OG0005653	EWB00_005515.1, EWB00_005515.2	SBOV2_92770.1
OG0005654	EWB00_004973	SBOV2_71940.1
OG0005655	EWB00_002849	SBOV2_40290.1, SBOV2_40290.2
OG0005656	EWB00_000313.1, EWB00_000313.2	SBOV2_87080.1, SBOV2_87080.2
OG0005657	EWB00_005738.1, EWB00_005738.2	SBOV2_12030.1
OG0005659	EWB00_000083	SBOV2_16450.1
OG0005660	EWB00_002778, EWB00_002779	SBOV2_71200.1
OG0005661	EWB00_008536	SBOV2_6800.1
OG0005662	EWB00_001806.1, EWB00_001806.2	SBOV2_42510.1
OG0005663	EWB00_008663	SBOV2_8440.1, SBOV2_8430.1
OG0005664	EWB00_004233	SBOV2_24790.1, SBOV2_24780.1
OG0005665	EWB00_010724	SBOV2_47600.1
OG0005666	EWB00_001879, EWB00_001880	SBOV2_88070.1, SBOV2_88070.2
OG0005668	EWB00_000868.1, EWB00_000868.2	SBOV2_3640.1
OG0005669	EWB00_000885	SBOV2_55260.1
OG0005670	EWB00_007289, EWB00_007291	SBOV2_83680.1
OG0005671	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3	SBOV2_12000.1, SBOV2_12000.2
OG0005672	EWB00_006885	SBOV2_46690.1
OG0005673	EWB00_006880.1, EWB00_006880.2	SBOV2_46740.1
OG0005674	EWB00_003714	SBOV2_41380.1
OG0005675	EWB00_007804	SBOV2_27100.1
OG0005676	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4	SBOV2_53140.1, SBOV2_53140.2, SBOV2_53140.3
OG0005677	EWB00_010838	SBOV2_5890.3, SBOV2_5890.4, SBOV2_5890.1, SBOV2_5890.2
OG0005678	EWB00_003876.1, EWB00_003876.2	SBOV2_59260.1, SBOV2_59260.2
OG0005679	EWB00_004459.1, EWB00_004459.2	SBOV2_89570.1
OG0005681	EWB00_010059	SBOV2_68540.1
OG0005682	EWB00_002575	SBOV2_36010.1, SBOV2_36010.2, SBOV2_36010.3
OG0005683	EWB00_004251.1, EWB00_004251.2	SBOV2_31850.1
OG0005684	EWB00_002994	SBOV2_48670.1
OG0005686	EWB00_001863.1, EWB00_001863.2	SBOV2_87990.1
OG0005687	EWB00_008872	SBOV2_65460.1, SBOV2_65460.3, SBOV2_65460.4, SBOV2_65460.2
OG0005688	EWB00_010237	SBOV2_600.1
OG0005689	EWB00_000952	SBOV2_70150.1
OG0005690	EWB00_010626.1, EWB00_010626.2	SBOV2_52930.1
OG0005691	EWB00_004770	SBOV2_92890.1
OG0005692	EWB00_006898	SBOV2_46620.1
OG0005693	EWB00_007718	SBOV2_1280.1
OG0005694	EWB00_008756, EWB00_008752, EWB00_008754	SBOV2_48570.1
OG0005695	EWB00_002987, EWB00_002988	SBOV2_48720.1
OG0005696	EWB00_007658	SBOV2_26480.1
OG0005697	EWB00_005450	SBOV2_17830.1
OG0005698	EWB00_001597, EWB00_001596	SBOV2_69220.1
OG0005699	EWB00_006430.1, EWB00_006430.2	SBOV2_20310.2, SBOV2_20310.1
OG0005700	EWB00_007369	SBOV2_70910.1
OG0005701	EWB00_011231	SBOV2_56980.1
OG0005702	EWB00_000923	SBOV2_64700.1, SBOV2_64700.2, SBOV2_64700.3, SBOV2_64700.4
OG0005703	EWB00_003398	SBOV2_33180.1
OG0005704	EWB00_007979	SBOV2_26980.1
OG0005705	EWB00_006495	SBOV2_51690.1
OG0005706	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6	SBOV2_55350.1, SBOV2_55350.2
OG0005707	EWB00_000931	SBOV2_64770.1
OG0005708	EWB00_010340.1, EWB00_010340.2	SBOV2_19550.1
OG0005709	EWB00_001084	SBOV2_39940.1
OG0005710	EWB00_008163, EWB00_008162	SBOV2_32890.1
OG0005711	EWB00_007626	SBOV2_16210.1
OG0005712	EWB00_005067	SBOV2_88730.1
OG0005713	EWB00_004107	SBOV2_65770.1
OG0005714	EWB00_000335	SBOV2_89900.1
OG0005715	EWB00_008225	SBOV2_73610.1
OG0005716	EWB00_010604.1, EWB00_010604.2	SBOV2_54610.1
OG0005717	EWB00_001183	SBOV2_74350.1
OG0005718	EWB00_007603	SBOV2_48990.1
OG0005719	EWB00_006865.1, EWB00_006865.2	SBOV2_31950.1
OG0005720	EWB00_002629	SBOV2_82970.1
OG0005722	EWB00_000583, EWB00_000582	SBOV2_92120.1
OG0005723	EWB00_006388	SBOV2_42120.1, SBOV2_42120.3, SBOV2_42120.2
OG0005725	EWB00_001665	SBOV2_82530.1
OG0005726	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1	SBOV2_52590.1, SBOV2_52590.2, SBOV2_52590.3, SBOV2_52590.4, SBOV2_52590.5
OG0005727	EWB00_008552	SBOV2_68260.1
OG0005728	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893	SBOV2_87030.1
OG0005729	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3	SBOV2_64400.1
OG0005730	EWB00_003035	SBOV2_93180.2, SBOV2_93180.1
OG0005731	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2	SBOV2_80850.1
OG0005732	EWB00_010887	SBOV2_40170.1
OG0005733	EWB00_001136	SBOV2_96450.1, SBOV2_23650.1
OG0005734	EWB00_008256	SBOV2_42730.1
OG0005735	EWB00_004958.1, EWB00_004958.2	SBOV2_91210.1
OG0005736	EWB00_001619	SBOV2_69390.1
OG0005737	EWB00_010412	SBOV2_63210.1, SBOV2_63210.2
OG0005738	EWB00_009564	SBOV2_4840.1
OG0005739	EWB00_006034	SBOV2_37820.3, SBOV2_37820.1, SBOV2_37820.2
OG0005740	EWB00_002267	SBOV2_78610.1
OG0005741	EWB00_005290.1, EWB00_005290.2	SBOV2_85570.1
OG0005742	EWB00_002912	SBOV2_34170.1
OG0005743	EWB00_002471	SBOV2_15920.1, SBOV2_15920.2
OG0005744	EWB00_003114	SBOV2_15720.1
OG0005745	EWB00_007126	SBOV2_62790.1
OG0005747	EWB00_004890	SBOV2_44160.2, SBOV2_44160.1
OG0005748	EWB00_000613	SBOV2_85370.1
OG0005749	EWB00_006571, EWB00_006572	SBOV2_59480.1, SBOV2_59340.1
OG0005750	EWB00_009976	SBOV2_94930.1
OG0005751	EWB00_003426.1, EWB00_003426.2	SBOV2_33430.1
OG0005752	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3	SBOV2_24060.1, SBOV2_24060.2
OG0005753	EWB00_007485, EWB00_007487	SBOV2_79220.1, SBOV2_79210.1
OG0005754	EWB00_000723	SBOV2_86910.1
OG0005755	EWB00_004215	SBOV2_24600.1
OG0005756	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1	SBOV2_39910.1
OG0005757	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4	SBOV2_73390.1
OG0005758	EWB00_002784	SBOV2_71140.1, SBOV2_71140.2, SBOV2_71140.3, SBOV2_71140.4
OG0005759	EWB00_006950.1, EWB00_006950.2	SBOV2_39620.1
OG0005760	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3	SBOV2_47540.1, SBOV2_47540.2
OG0005762	EWB00_001165.1, EWB00_001165.2	SBOV2_61340.1
OG0005763	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4	SBOV2_90710.1
OG0005764	EWB00_000906	SBOV2_64570.1
OG0005765	EWB00_003318	SBOV2_25350.1
OG0005766	EWB00_009603	SBOV2_84150.1
OG0005767	EWB00_009611	SBOV2_79670.1
OG0005768	EWB00_011208	SBOV2_35570.1, SBOV2_35570.2, SBOV2_35570.3
OG0005769	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2	SBOV2_13750.1
OG0005770	EWB00_010366	SBOV2_26720.1
OG0005771	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2	SBOV2_52660.1
OG0005772	EWB00_008944	SBOV2_81040.3, SBOV2_81040.2, SBOV2_81040.1, SBOV2_81040.4
OG0005773	EWB00_009433	SBOV2_69080.1
OG0005774	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4	SBOV2_65670.1
OG0005775	EWB00_002789, EWB00_002788	SBOV2_25600.1, SBOV2_41470.1
OG0005776	EWB00_008042	SBOV2_86120.1
OG0005777	EWB00_002820	SBOV2_41740.1
OG0005778	EWB00_006271	SBOV2_67620.1
OG0005779	EWB00_005595, EWB00_010541	SBOV2_68170.1
OG0005780	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3	SBOV2_92240.1, SBOV2_92240.2
OG0005781	EWB00_006926.1, EWB00_006926.2	SBOV2_86240.1
OG0005782	EWB00_000012	SBOV2_43510.2, SBOV2_43510.3, SBOV2_43510.1
OG0005783	EWB00_001068.1, EWB00_001068.2	SBOV2_89480.2, SBOV2_89480.1
OG0005784	EWB00_006719	SBOV2_90310.1
OG0005785	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4	SBOV2_11910.1
OG0005786	EWB00_009439	SBOV2_13910.3, SBOV2_13910.4, SBOV2_13910.2, SBOV2_13910.1
OG0005787	EWB00_010221.1, EWB00_010221.2	SBOV2_830.1
OG0005788	EWB00_000689	SBOV2_12100.1
OG0005789	EWB00_007217	SBOV2_54090.1
OG0005790	EWB00_007918, EWB00_007919	SBOV2_69770.1
OG0005791	EWB00_000992	SBOV2_43780.1
OG0005792	EWB00_009079	SBOV2_3680.1
OG0005794	EWB00_004837.2, EWB00_004837.3	SBOV2_4250.1
OG0005795	EWB00_003758	SBOV2_94830.1
OG0005796	EWB00_006336, EWB00_006337	SBOV2_5030.1
OG0005797	EWB00_005849	SBOV2_94250.1, SBOV2_94250.2, SBOV2_94250.3
OG0005798	EWB00_002726	SBOV2_70600.1
OG0005799	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3	SBOV2_20090.1
OG0005800	EWB00_001662, EWB00_001663	SBOV2_82550.1
OG0005801	EWB00_006462	SBOV2_15030.1, SBOV2_15030.2
OG0005802	EWB00_011045	SBOV2_75070.1
OG0005803	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4	SBOV2_57600.1
OG0005804	EWB00_005099	SBOV2_92010.1
OG0005805	EWB00_006122	SBOV2_69440.1, SBOV2_69440.3, SBOV2_69440.2, SBOV2_69440.4
OG0005806	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4	SBOV2_81460.1
OG0005807	EWB00_007488	SBOV2_79190.1
OG0005808	EWB00_006175	SBOV2_28390.1
OG0005809	EWB00_000640	SBOV2_38680.1
OG0005810	EWB00_007509.1, EWB00_007509.2	SBOV2_86630.1
OG0005811	EWB00_010015	SBOV2_12890.1
OG0005812	EWB00_003956	SBOV2_27860.1
OG0005813	EWB00_002763	SBOV2_71300.1
OG0005814	EWB00_009372.1, EWB00_009372.2	SBOV2_14320.1
OG0005815	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3	SBOV2_64850.1
OG0005816	EWB00_002679	SBOV2_13070.1
OG0005817	EWB00_004128.2	SBOV2_36740.1
OG0005818	EWB00_001888	SBOV2_88150.1
OG0005819	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5	SBOV2_52880.1
OG0005820	EWB00_003331.1, EWB00_003331.2	SBOV2_62250.2, SBOV2_62250.1
OG0005821	EWB00_006684	SBOV2_94690.1, SBOV2_94690.2, SBOV2_94690.3
OG0005822	EWB00_001074	SBOV2_39880.1
OG0005823	EWB00_003917	SBOV2_27520.1
OG0005824	EWB00_005013.1, EWB00_005013.2	SBOV2_40670.1
OG0005825	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3	SBOV2_39400.1, SBOV2_39400.2
OG0005827	EWB00_000184	SBOV2_45330.1
OG0005828	EWB00_001939	SBOV2_88500.1
OG0005829	EWB00_000517	SBOV2_58680.1
OG0005830	EWB00_010040	SBOV2_68370.1
OG0005831	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3	SBOV2_47030.1
OG0005832	EWB00_004321.1	SBOV2_31200.1
OG0005833	EWB00_009085	SBOV2_4770.1
OG0005834	EWB00_008404	SBOV2_83210.1, SBOV2_83200.1
OG0005835	EWB00_007120, EWB00_007121	SBOV2_62830.1
OG0005836	EWB00_007284	SBOV2_82390.1
OG0005837	EWB00_004965.2, EWB00_004965.1	SBOV2_91120.1
OG0005838	EWB00_005659	SBOV2_870.1
OG0005839	EWB00_001697	SBOV2_25450.1
OG0005840	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5	SBOV2_85290.1
OG0005841	EWB00_003703	SBOV2_13780.1
OG0005842	EWB00_008420	SBOV2_54830.1
OG0005843	EWB00_006131	SBOV2_20530.1, SBOV2_20520.1
OG0005844	EWB00_008951	SBOV2_11800.1, SBOV2_11800.2
OG0005845	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7	SBOV2_92210.1
OG0005846	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2	SBOV2_33330.1
OG0005847	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3	SBOV2_95550.1, SBOV2_95550.2
OG0005848	EWB00_010672	SBOV2_52570.3, SBOV2_52570.4, SBOV2_52570.1, SBOV2_52570.2
OG0005849	EWB00_006674	SBOV2_95610.1
OG0005851	EWB00_005135.1, EWB00_005135.2	SBOV2_56060.1
OG0005852	EWB00_005985	SBOV2_37310.1
OG0005853	EWB00_010989.1, EWB00_010989.2	SBOV2_75460.1, SBOV2_75460.2
OG0005854	EWB00_001250.1, EWB00_001250.2	SBOV2_77740.1
OG0005855	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3	SBOV2_30150.1, SBOV2_30130.1
OG0005856	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4	SBOV2_85240.1, SBOV2_85240.2
OG0005857	EWB00_009840	SBOV2_66500.1, SBOV2_66500.2
OG0005859	EWB00_000057.1, EWB00_000057.2	SBOV2_16740.1, SBOV2_16740.2
OG0005860	EWB00_004979	SBOV2_71900.1
OG0005861	EWB00_001808.1, EWB00_001808.2	SBOV2_42490.1
OG0005862	EWB00_002819.1, EWB00_002819.2	SBOV2_41750.2, SBOV2_41750.3, SBOV2_41750.1
OG0005863	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3	SBOV2_47700.1
OG0005865	EWB00_003515	SBOV2_20940.1, SBOV2_20940.2
OG0005866	EWB00_002758	SBOV2_71340.1
OG0005867	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3	SBOV2_39060.2, SBOV2_39060.1
OG0005868	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3	SBOV2_94680.1
OG0005869	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2	SBOV2_91600.1
OG0005870	EWB00_006988.1, EWB00_006988.2	SBOV2_23720.1
OG0005871	EWB00_001233	SBOV2_77600.1, SBOV2_77600.2
OG0005872	EWB00_002079.1, EWB00_002079.2	SBOV2_46360.1, SBOV2_46360.2, SBOV2_46360.3
OG0005873	EWB00_004985	SBOV2_71850.1
OG0005874	EWB00_003982	SBOV2_66110.1
OG0005875	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140	SBOV2_62670.2, SBOV2_62670.3, SBOV2_62670.4, SBOV2_62670.1
OG0005876	EWB00_005784	SBOV2_66890.1
OG0005877	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4	SBOV2_39750.1
OG0005878	EWB00_002963.1, EWB00_002963.2	SBOV2_26030.1
OG0005879	EWB00_009253	SBOV2_42870.1, SBOV2_42870.2
OG0005880	EWB00_005604.5, EWB00_005604.4, EWB00_005604.7, EWB00_005604.1, EWB00_005604.2, EWB00_005604.6, EWB00_005604.3	SBOV2_30570.1, SBOV2_30570.2, SBOV2_30570.3
OG0005881	EWB00_010279.3, EWB00_010279.5, EWB00_010279.1, EWB00_010279.2, EWB00_010279.4	SBOV2_15420.1
OG0005883	EWB00_010742, EWB00_010743, EWB00_010740, EWB00_010741	SBOV2_47420.1, SBOV2_47410.1
OG0005892	EWB00_001307.1, EWB00_001307.2	SBOV2_30230.1, SBOV2_30230.2
OG0005894	EWB00_004191	SBOV2_11100.1, SBOV2_11100.2
OG0005895	EWB00_005510	SBOV2_92740.1
OG0005896	EWB00_007974, EWB00_007973	SBOV2_27030.1, SBOV2_27030.2
OG0005897	EWB00_000785	SBOV2_92570.1
OG0005898	EWB00_010855	SBOV2_42990.1, SBOV2_42990.2
OG0005899	EWB00_000789	SBOV2_92600.1
OG0005900	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2	SBOV2_36240.1
OG0005901	EWB00_003871	SBOV2_59210.1
OG0005902	EWB00_002094	SBOV2_7740.1
OG0005903	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3	SBOV2_5410.2, SBOV2_5410.3, SBOV2_5410.1
OG0005904	EWB00_007077	SBOV2_23220.1
OG0005905	EWB00_006244	SBOV2_67320.1
OG0005906	EWB00_010916	SBOV2_72950.1, SBOV2_72950.2, SBOV2_72950.3
OG0005907	EWB00_007652.1, EWB00_007652.2	SBOV2_26420.1, SBOV2_26420.2
OG0005909	EWB00_004205	SBOV2_14060.1
OG0005910	EWB00_010977	SBOV2_75360.1
OG0005911	EWB00_001454, EWB00_001455	SBOV2_94120.1
OG0005912	EWB00_001428	SBOV2_93900.1
OG0005913	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3	SBOV2_89030.1
OG0005914	EWB00_009105	SBOV2_74980.1
OG0005916	EWB00_001065	SBOV2_18210.1
OG0005917	EWB00_010503	SBOV2_64890.1, SBOV2_64890.2
OG0005918	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4	SBOV2_34270.1
OG0005919	EWB00_008562	SBOV2_21840.1
OG0005920	EWB00_007583.1, EWB00_007583.2	SBOV2_2930.1
OG0005921	EWB00_010098	SBOV2_68870.1
OG0005922	EWB00_010786.1, EWB00_010786.2	SBOV2_21140.1
OG0005923	EWB00_003425.2, EWB00_010825, EWB00_003425.1	SBOV2_38320.1
OG0005924	EWB00_002459	SBOV2_16020.1
OG0005925	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2	SBOV2_69740.1, SBOV2_96640.1, SBOV2_96770.1, SBOV2_96770.2, SBOV2_96770.3
OG0005926	EWB00_004025	SBOV2_61420.1, SBOV2_61420.2
OG0005927	EWB00_005052.2, EWB00_005052.1	SBOV2_41080.1
OG0005928	EWB00_008938.1, EWB00_008938.2	SBOV2_67980.1
OG0005929	EWB00_011139	SBOV2_61030.1
OG0005930	EWB00_003345	SBOV2_78840.1
OG0005931	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2	SBOV2_72110.1
OG0005932	EWB00_007193, EWB00_007192	SBOV2_2230.1
OG0005934	EWB00_002519	SBOV2_19780.1
OG0005935	EWB00_007845	SBOV2_35540.1
OG0005936	EWB00_011124.1, EWB00_011124.2	SBOV2_60900.1
OG0005937	EWB00_004946	SBOV2_88820.1
OG0005938	EWB00_006593	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3
OG0005940	EWB00_010885	SBOV2_40150.1
OG0005941	EWB00_011194.1, EWB00_011194.2, EWB00_011194.3	SBOV2_93360.1
OG0005942	EWB00_007031	SBOV2_82150.2, SBOV2_82150.3, SBOV2_82150.1
OG0005943	EWB00_010868, EWB00_004173.2, EWB00_004173.1	SBOV2_14480.1
OG0005944	EWB00_006565	SBOV2_59560.1
OG0005947	EWB00_003705	SBOV2_13810.1, SBOV2_96310.1
OG0005948	EWB00_001464	SBOV2_32540.1
OG0005949	EWB00_008464.2, EWB00_008464.3, EWB00_008464.1, EWB00_008464.4	SBOV2_10080.1, SBOV2_10080.2
OG0005950	EWB00_005361	SBOV2_49340.1
OG0005951	EWB00_008981	SBOV2_6310.1
OG0005952	EWB00_008478	SBOV2_81650.1
OG0005953	EWB00_008918.1, EWB00_008918.2	SBOV2_68150.1
OG0005954	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2	SBOV2_20020.1, SBOV2_20020.2
OG0005955	EWB00_006718	SBOV2_90320.1
OG0005956	EWB00_006071	SBOV2_37120.1
OG0005957	EWB00_002855	SBOV2_23570.1
OG0005958	EWB00_009113.1, EWB00_009113.2	SBOV2_73310.1
OG0005959	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3	SBOV2_28530.1
