Orthogroup	schistosoma_japonicum	schistosoma_guineensis
OG0005032	EWB00_006985	SGUI1_23950.1
OG0005033	EWB00_005487.3, EWB00_005487.2, EWB00_005487.1	SGUI1_18400.1, SGUI1_18400.2
OG0005034	EWB00_008666	SGUI1_8020.1
OG0005035	EWB00_005189.1	SGUI1_58750.1
OG0005036	EWB00_000230.2, EWB00_000230.1, EWB00_000233	SGUI1_60960.1
OG0005037	EWB00_001759.1, EWB00_001759.2	SGUI1_33810.1
OG0005038	EWB00_006794.1	SGUI1_52550.1
OG0005038	EWB00_006794.2	SGUI1_52550.1
OG0005039	EWB00_010515.1, EWB00_010515.2	SGUI1_59020.1, SGUI1_59020.2
OG0005040	EWB00_002163.1, EWB00_002163.2, EWB00_002163.3	SGUI1_54800.1
OG0005042	EWB00_005949	SGUI1_32350.1
OG0005044	EWB00_001342, EWB00_001341	SGUI1_85510.1, SGUI1_85510.2
OG0005045	EWB00_004596.1, EWB00_004596.2	SGUI1_39670.1
OG0005046	EWB00_005138	SGUI1_57020.1
OG0005047	EWB00_003743	SGUI1_96710.1
OG0005048	EWB00_003602	SGUI1_390.1
OG0005049	EWB00_003011.1, EWB00_003011.2, EWB00_003011.3, EWB00_003011.4, EWB00_003011.5	SGUI1_86450.1
OG0005050	EWB00_009396.1	SGUI1_14020.1
OG0005051	EWB00_009460.1, EWB00_009460.2, EWB00_009460.3	SGUI1_8510.1
OG0005052	EWB00_001884	SGUI1_90450.1
OG0005053	EWB00_006829	SGUI1_35180.1
OG0005054	EWB00_008975.1, EWB00_008975.2	SGUI1_93510.1
OG0005055	EWB00_005630	SGUI1_2020.1
OG0005056	EWB00_003289, EWB00_010856	SGUI1_28370.1
OG0005057	EWB00_004725	SGUI1_41580.1
OG0005058	EWB00_010644.1, EWB00_010644.2	SGUI1_52660.1
OG0005059	EWB00_010283.1, EWB00_010283.2, EWB00_010283.3	SGUI1_15490.1
OG0005060	EWB00_003405	SGUI1_32000.1, SGUI1_32000.2
OG0005061	EWB00_009161	SGUI1_92800.1
OG0005062	EWB00_002875	SGUI1_30360.1
OG0005063	EWB00_001811.2, EWB00_001811.1, EWB00_001811.3	SGUI1_43220.1, SGUI1_43220.2
OG0005064	EWB00_000136.1, EWB00_000136.2	SGUI1_81670.1
OG0005065	EWB00_005741	SGUI1_11280.1, SGUI1_11280.2
OG0005066	EWB00_004557	SGUI1_78170.1, SGUI1_78170.2, SGUI1_78170.3, SGUI1_78170.4
OG0005067	EWB00_004293	SGUI1_36110.1
OG0005068	EWB00_008681	SGUI1_71550.1
OG0005069	EWB00_006032	SGUI1_29550.1
OG0005071	EWB00_005235	SGUI1_24710.1, SGUI1_24710.2
OG0005072	EWB00_006002.1, EWB00_006002.2	SGUI1_29850.1
OG0005073	EWB00_007322	SGUI1_3130.1
OG0005074	EWB00_003075.1, EWB00_003075.2	SGUI1_8140.1
OG0005075	EWB00_004438	SGUI1_50370.1
OG0005075	EWB00_005851.1, EWB00_005851.2	SGUI1_95550.1
OG0005076	EWB00_002920.3, EWB00_002920.4, EWB00_002920.1, EWB00_002920.2	SGUI1_33180.1
OG0005078	EWB00_006101	SGUI1_71440.1
OG0005079	EWB00_001309	SGUI1_37360.2, SGUI1_37360.3, SGUI1_37360.1
OG0005080	EWB00_009512	SGUI1_7690.1, SGUI1_7700.1, SGUI1_7690.2
OG0005081	EWB00_010538	SGUI1_7730.1, SGUI1_7730.2, SGUI1_7730.3, SGUI1_7730.4
OG0005082	EWB00_001720.1, EWB00_001720.2	SGUI1_33490.1
OG0005083	EWB00_006393.1, EWB00_006393.2, EWB00_006393.3	SGUI1_42870.1
OG0005084	EWB00_005842	SGUI1_95620.3, SGUI1_95620.1, SGUI1_95620.2
OG0005085	EWB00_000696	SGUI1_11320.1
OG0005086	EWB00_008557.1, EWB00_008557.2	SGUI1_69110.1
OG0005087	EWB00_010933.1, EWB00_010933.2	SGUI1_74240.1, SGUI1_74240.2
OG0005088	EWB00_007780	SGUI1_6750.1
OG0005089	EWB00_001365.3, EWB00_001365.1, EWB00_001365.2	SGUI1_75500.1
OG0005090	EWB00_002229	SGUI1_65330.1
OG0005091	EWB00_010010	SGUI1_12030.1
OG0005092	EWB00_004214	SGUI1_24790.1
OG0005093	EWB00_003137	SGUI1_38070.1
OG0005094	EWB00_011050	SGUI1_76390.1
OG0005095	EWB00_009037.1, EWB00_009037.2, EWB00_009037.3	SGUI1_3930.1
OG0005097	EWB00_000556.1, EWB00_000556.2	SGUI1_94860.1
OG0005098	EWB00_003792.1, EWB00_003792.2	SGUI1_55690.1
OG0005099	EWB00_006726.1, EWB00_006726.2	SGUI1_91610.1
OG0005100	EWB00_004961	SGUI1_92520.1, SGUI1_92520.2
OG0005101	EWB00_007228.1, EWB00_007228.2	SGUI1_51510.1
OG0005102	EWB00_011313	SGUI1_61120.2, SGUI1_61120.1
OG0005103	EWB00_001397	SGUI1_75170.2, SGUI1_75170.1
OG0005104	EWB00_004034	SGUI1_46230.1, SGUI1_46230.2
OG0005105	EWB00_010951	SGUI1_76510.1, SGUI1_76510.2
OG0005106	EWB00_006813	SGUI1_52390.1
OG0005107	EWB00_007439	SGUI1_30770.1
OG0005108	EWB00_009606	SGUI1_85290.1
OG0005109	EWB00_008780	SGUI1_83290.1
OG0005110	EWB00_008483.1, EWB00_008483.2, EWB00_008483.3	SGUI1_18990.1, SGUI1_18990.2
OG0005111	EWB00_006482.1, EWB00_006482.2, EWB00_006482.3, EWB00_006482.4, EWB00_006482.5	SGUI1_54020.1, SGUI1_54020.2
OG0005112	EWB00_008013	SGUI1_96920.1, SGUI1_1130.1
OG0005113	EWB00_002732.1, EWB00_002732.2, EWB00_002732.3	SGUI1_71630.1
OG0005114	EWB00_003090.1, EWB00_003090.2	SGUI1_8050.1
OG0005115	EWB00_011089.3, EWB00_011089.1, EWB00_011089.2	SGUI1_61500.1
OG0005116	EWB00_009499.1, EWB00_009499.2	SGUI1_43520.1
OG0005117	EWB00_010223	SGUI1_780.1
OG0005118	EWB00_009215	SGUI1_91930.1
OG0005119	EWB00_006258.1, EWB00_006258.2	SGUI1_68310.1, SGUI1_68300.1
OG0005120	EWB00_009605.1, EWB00_009605.2, EWB00_009605.3	SGUI1_85300.1
OG0005121	EWB00_004981.1, EWB00_004981.2	SGUI1_72930.1
OG0005122	EWB00_004959	SGUI1_92570.1, SGUI1_92540.1
OG0005123	EWB00_008935	SGUI1_68750.1
OG0005124	EWB00_010254	SGUI1_1270.1, SGUI1_1270.2
OG0005125	EWB00_003843	SGUI1_1740.1
OG0005126	EWB00_000491.2, EWB00_000491.1	SGUI1_59620.1
OG0005127	EWB00_002930.1, EWB00_002930.3, EWB00_002930.2, EWB00_002930.4, EWB00_002930.5	SGUI1_33100.1
OG0005128	EWB00_005177	SGUI1_58610.1, SGUI1_58610.2
OG0005130	EWB00_002410, EWB00_002411	SGUI1_21570.1
OG0005131	EWB00_010735.1, EWB00_010735.3, EWB00_010735.2, EWB00_010735.4, EWB00_010735.5	SGUI1_48110.1
OG0005132	EWB00_000077	SGUI1_16630.1, SGUI1_16630.2
OG0005133	EWB00_000766.4, EWB00_000766.2, EWB00_000766.5, EWB00_000766.1, EWB00_000766.3	SGUI1_55100.1
OG0005134	EWB00_010607.2, EWB00_010607.1, EWB00_010607.3	SGUI1_51030.1
OG0005135	EWB00_006368.1, EWB00_006368.3, EWB00_006368.4, EWB00_006368.5, EWB00_006368.2	SGUI1_43090.1, SGUI1_43090.2
OG0005136	EWB00_003888.1, EWB00_003888.2	SGUI1_77380.1
OG0005137	EWB00_003499	SGUI1_81080.1
OG0005138	EWB00_006551	SGUI1_17320.1
OG0005139	EWB00_005955	SGUI1_32380.1, SGUI1_32380.3, SGUI1_32380.5, SGUI1_32380.4, SGUI1_32380.2
OG0005140	EWB00_000262	SGUI1_25180.1
OG0005141	EWB00_001423	SGUI1_95180.1
OG0005142	EWB00_008750	SGUI1_49240.1
OG0005143	EWB00_001716	SGUI1_33450.1, SGUI1_33450.2, SGUI1_33450.3
OG0005144	EWB00_011056	SGUI1_74370.2, SGUI1_74370.1
OG0005145	EWB00_000864	SGUI1_4490.1
OG0005147	EWB00_010611	SGUI1_51070.1
OG0005148	EWB00_008120	SGUI1_54380.1
OG0005149	EWB00_009674	SGUI1_9030.1
OG0005150	EWB00_007846.2, EWB00_007846.6, EWB00_007846.3, EWB00_007846.4, EWB00_007846.1, EWB00_007846.5	SGUI1_31900.1
OG0005151	EWB00_004404	SGUI1_81330.1
OG0005152	EWB00_009504	SGUI1_7380.1
OG0005153	EWB00_004467.2, EWB00_004467.1, EWB00_004467.3	SGUI1_88860.1
OG0005154	EWB00_008373	SGUI1_56130.1, SGUI1_56130.2
OG0005155	EWB00_010824	SGUI1_5610.1
OG0005156	EWB00_002768	SGUI1_72290.1
OG0005157	EWB00_010219	SGUI1_200.1, SGUI1_200.2
OG0005158	EWB00_005281, EWB00_005282	SGUI1_87000.1, SGUI1_87000.2
OG0005159	EWB00_008257.1, EWB00_008257.2	SGUI1_43480.1, SGUI1_43480.2
OG0005160	EWB00_003222	SGUI1_42290.1, SGUI1_42280.1
OG0005161	EWB00_006043.1, EWB00_006043.2	SGUI1_29440.1
OG0005162	EWB00_003820.1, EWB00_003820.2, EWB00_003817, EWB00_005332	SGUI1_6330.1, SGUI1_6330.2
OG0005163	EWB00_004570.3, EWB00_004570.1, EWB00_004570.2	SGUI1_78280.1, SGUI1_78280.2, SGUI1_78280.3
OG0005164	EWB00_007055.1, EWB00_007055.2	SGUI1_23530.1, SGUI1_23170.1, SGUI1_23170.2
OG0005165	EWB00_008432.1, EWB00_008432.2	SGUI1_93630.1
OG0005166	EWB00_001150, EWB00_010701	SGUI1_48440.1
OG0005167	EWB00_003473	SGUI1_80820.1, SGUI1_80820.2
OG0005168	EWB00_008745.1, EWB00_008745.2	SGUI1_49180.1, SGUI1_49180.2
OG0005170	EWB00_001568	SGUI1_43760.1, SGUI1_43760.2
OG0005172	EWB00_007762	SGUI1_51860.2, SGUI1_51860.1
OG0005174	EWB00_005295	SGUI1_86770.1
OG0005175	EWB00_009984.1, EWB00_009984.2	SGUI1_96190.1
OG0005176	EWB00_010164.1, EWB00_010164.2, EWB00_010164.3, EWB00_010164.4, EWB00_010164.5, EWB00_010164.6, EWB00_010164.7, EWB00_010164.8	SGUI1_43410.1
OG0005177	EWB00_007384	SGUI1_78500.1
OG0005178	EWB00_003969.1, EWB00_003969.2	SGUI1_67060.1
OG0005179	EWB00_001670	SGUI1_83810.1
OG0005180	EWB00_006124.3, EWB00_006124.1, EWB00_006124.2	SGUI1_19620.1, SGUI1_19620.2
OG0005181	EWB00_001491	SGUI1_82900.1, SGUI1_82900.2
OG0005182	EWB00_004076.1, EWB00_004076.2	SGUI1_45510.1
OG0005183	EWB00_005179.1, EWB00_005179.2	SGUI1_58690.1
OG0005184	EWB00_007967	SGUI1_60590.1
OG0005185	EWB00_007368.1, EWB00_007368.2	SGUI1_71910.1
OG0005186	EWB00_008879	SGUI1_64430.1
OG0005187	EWB00_005691.1, EWB00_005691.2	SGUI1_1070.1
OG0005188	EWB00_008063, EWB00_008062	SGUI1_87190.1
OG0005189	EWB00_000635.1, EWB00_000635.2	SGUI1_28650.3, SGUI1_28650.1, SGUI1_28650.2
OG0005190	EWB00_010934	SGUI1_74250.1
OG0005191	EWB00_002271.3, EWB00_002271.4, EWB00_002271.1, EWB00_002271.2	SGUI1_79940.1, SGUI1_79940.2
OG0005192	EWB00_001410.1, EWB00_001410.2	SGUI1_77840.1
OG0005193	EWB00_003776.3, EWB00_003776.4, EWB00_003776.5, EWB00_003776.1, EWB00_003776.2	SGUI1_81210.1
OG0005194	EWB00_007388	SGUI1_78540.1
OG0005195	EWB00_004311.3	SGUI1_36280.1
OG0005196	EWB00_003463.1, EWB00_003463.2, EWB00_003463.3	SGUI1_58460.1, SGUI1_58460.2
OG0005197	EWB00_009350	SGUI1_14120.1, SGUI1_14120.2, SGUI1_14120.3, SGUI1_14120.4
OG0005198	EWB00_002546	SGUI1_46630.2, SGUI1_46630.1, SGUI1_46630.3, SGUI1_46630.4
OG0005199	EWB00_008064.1, EWB00_008064.2	SGUI1_87180.2, SGUI1_87180.1, SGUI1_87180.3
OG0005200	EWB00_004410.1, EWB00_004410.2	SGUI1_50630.1
OG0005201	EWB00_008786	SGUI1_83240.1, SGUI1_83240.2
OG0005202	EWB00_005228.1, EWB00_005228.2, EWB00_005228.3, EWB00_005228.4	SGUI1_24740.1
OG0005203	EWB00_007817, EWB00_002830, EWB00_007819	SGUI1_40570.1
OG0005204	EWB00_003122	SGUI1_15920.1, SGUI1_15920.2
OG0005205	EWB00_009073	SGUI1_3740.1
OG0005206	EWB00_006804.1, EWB00_006804.2	SGUI1_52460.1, SGUI1_52460.2
OG0005207	EWB00_008296	SGUI1_83130.1
OG0005208	EWB00_000753	SGUI1_55030.1
OG0005210	EWB00_006530	SGUI1_17160.1
OG0005211	EWB00_002173.1, EWB00_002173.2	SGUI1_54870.1
OG0005212	EWB00_009094	SGUI1_7940.1
OG0005213	EWB00_009139.1, EWB00_009139.2	SGUI1_97180.1, SGUI1_97180.2
OG0005215	EWB00_001378.1, EWB00_001378.2, EWB00_001378.3	SGUI1_75360.1
OG0005217	EWB00_007268, EWB00_007269	SGUI1_77210.1, SGUI1_77210.3, SGUI1_77210.2, SGUI1_77210.4
OG0005218	EWB00_001070.1, EWB00_001070.3, EWB00_001070.2	SGUI1_89040.1
OG0005219	EWB00_003078.1, EWB00_003078.2	SGUI1_8110.1
OG0005221	EWB00_006206.3, EWB00_006206.5, EWB00_006206.1, EWB00_006206.4, EWB00_006206.2	SGUI1_38920.1
OG0005222	EWB00_010200.1, EWB00_010200.2	SGUI1_340.1
OG0005223	EWB00_008342, EWB00_008343	SGUI1_72760.2, SGUI1_72760.1
OG0005224	EWB00_006257.3, EWB00_006257.1, EWB00_006257.2	SGUI1_68320.1
OG0005225	EWB00_009152, EWB00_009153	SGUI1_29030.1
OG0005226	EWB00_004211.3, EWB00_004211.2, EWB00_004211.4, EWB00_004211.1	SGUI1_24750.1
OG0005227	EWB00_004681	SGUI1_6980.1
OG0005229	EWB00_005665	SGUI1_880.1
OG0005230	EWB00_010768	SGUI1_47800.2, SGUI1_47800.1
OG0005231	EWB00_000028	SGUI1_43940.1
OG0005232	EWB00_005435	SGUI1_17860.1
OG0005233	EWB00_008516.1, EWB00_008516.3, EWB00_008516.2	SGUI1_19570.1
OG0005234	EWB00_002362.1, EWB00_002362.2	SGUI1_14910.1
OG0005235	EWB00_003504	SGUI1_21280.1, SGUI1_21280.2, SGUI1_21290.1
OG0005236	EWB00_003049.1, EWB00_003049.2	SGUI1_88770.2, SGUI1_88770.3, SGUI1_88770.1
OG0005237	EWB00_004489.1, EWB00_004489.2, EWB00_004489.3	SGUI1_85040.1
OG0005238	EWB00_001780, EWB00_001783, EWB00_001784	SGUI1_33950.1
OG0005240	EWB00_010413.1, EWB00_010413.2	SGUI1_64100.3, SGUI1_64100.1, SGUI1_64100.2
OG0005241	EWB00_010447.1, EWB00_010447.2, EWB00_010447.3	SGUI1_66210.1
OG0005243	EWB00_010053	SGUI1_69320.1
OG0005244	EWB00_007642.1, EWB00_007642.2	SGUI1_16460.1
OG0005246	EWB00_007655	SGUI1_41390.2, SGUI1_41390.1, SGUI1_41390.3, SGUI1_41390.4
OG0005247	EWB00_010313.1, EWB00_010313.2, EWB00_010313.3, EWB00_010313.4	SGUI1_20950.1
OG0005248	EWB00_010042	SGUI1_69190.1
OG0005251	EWB00_008324.3, EWB00_008324.4, EWB00_008324.1, EWB00_008324.5, EWB00_008324.2	SGUI1_11230.1
OG0005252	EWB00_003480	SGUI1_80880.1
OG0005253	EWB00_006407.1, EWB00_006407.2	SGUI1_42730.1
OG0005256	EWB00_007283	SGUI1_83710.1
OG0005257	EWB00_011176	SGUI1_55230.1, SGUI1_55230.2
OG0005258	EWB00_004971.1, EWB00_004971.2	SGUI1_73010.1
OG0005259	EWB00_001186.1, EWB00_001186.2	SGUI1_75760.1
OG0005260	EWB00_010991.1, EWB00_010991.2, EWB00_010991.3	SGUI1_76830.1, SGUI1_76830.2
OG0005262	EWB00_006250, EWB00_006251	SGUI1_68220.1, SGUI1_68240.1
OG0005263	EWB00_001535.4, EWB00_001535.1, EWB00_001535.2, EWB00_001535.3	SGUI1_22780.1
OG0005264	EWB00_005997	SGUI1_29930.1
OG0005265	EWB00_003881, EWB00_002847.1, EWB00_002847.2	SGUI1_27020.1
OG0005266	EWB00_001537	SGUI1_22800.1, SGUI1_22800.2
OG0005267	EWB00_007539.1, EWB00_007539.2, EWB00_007539.3	SGUI1_22630.1
OG0005268	EWB00_004722	SGUI1_41550.1, SGUI1_41550.2, SGUI1_41550.3
OG0005269	EWB00_004254, EWB00_004255	SGUI1_35740.1, SGUI1_35750.1
OG0005271	EWB00_004840.1, EWB00_004840.2, EWB00_004840.3	SGUI1_4150.1
OG0005275	EWB00_009901	SGUI1_64990.1, SGUI1_65000.1
OG0005283	EWB00_000731	SGUI1_88220.1, SGUI1_88210.1
OG0005284	EWB00_001394	SGUI1_75210.1
OG0005286	EWB00_006053	SGUI1_29340.1, SGUI1_29340.2
OG0005287	EWB00_009406	SGUI1_10610.1, SGUI1_10610.2
OG0005288	EWB00_005356	SGUI1_50150.2, SGUI1_50150.1
OG0005289	EWB00_010750	SGUI1_47960.1
OG0005290	EWB00_005734	SGUI1_41970.1
OG0005291	EWB00_004720, EWB00_004721	SGUI1_41540.1
OG0005292	EWB00_001007	SGUI1_44590.1
OG0005293	EWB00_007956.1, EWB00_007956.2	SGUI1_60490.1
OG0005294	EWB00_003564	SGUI1_56720.1
OG0005295	EWB00_005156	SGUI1_57270.1
OG0005296	EWB00_001012	SGUI1_44620.1, SGUI1_44620.2
OG0005297	EWB00_008790	SGUI1_83220.1
OG0005298	EWB00_002794	SGUI1_42340.1
OG0005299	EWB00_002250	SGUI1_80160.1
OG0005301	EWB00_006089	SGUI1_71490.1
OG0005302	EWB00_010358.1, EWB00_010358.2	SGUI1_19110.1
OG0005303	EWB00_003793	SGUI1_55740.1, SGUI1_55710.1
OG0005304	EWB00_004456.1, EWB00_004456.2	SGUI1_88960.1
OG0005305	EWB00_004359.1, EWB00_004359.2	SGUI1_36740.1
OG0005306	EWB00_006549	SGUI1_17310.1
OG0005307	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2	SGUI1_39060.1, SGUI1_39060.2
OG0005309	EWB00_001117	SGUI1_24420.1
OG0005310	EWB00_005694.1, EWB00_005694.2	SGUI1_1100.1
OG0005312	EWB00_004133.1, EWB00_004133.2	SGUI1_30700.1
OG0005313	EWB00_007082.1, EWB00_007082.2	SGUI1_23040.1
OG0005314	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2	SGUI1_20250.1
OG0005315	EWB00_011227	SGUI1_58020.1
OG0005316	EWB00_008293	SGUI1_83150.1
OG0005317	EWB00_003869.1, EWB00_003869.2	SGUI1_60080.1
OG0005318	EWB00_009117	SGUI1_28930.1, SGUI1_28940.1, SGUI1_28940.2
OG0005319	EWB00_009573	SGUI1_62960.2, SGUI1_62960.1
OG0005321	EWB00_002776	SGUI1_72240.1
OG0005323	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1	SGUI1_28040.1
OG0005324	EWB00_006164	SGUI1_39390.1
OG0005325	EWB00_004621.1, EWB00_004621.2	SGUI1_31140.1, SGUI1_31140.2
OG0005326	EWB00_002099	SGUI1_7140.1
OG0005327	EWB00_005475	SGUI1_18260.1, SGUI1_18260.2, SGUI1_18260.3
OG0005328	EWB00_008692.1, EWB00_008692.2	SGUI1_62570.1
OG0005329	EWB00_002469	SGUI1_15970.1
OG0005330	EWB00_008829	SGUI1_81810.1, SGUI1_81810.2
OG0005331	EWB00_001974	SGUI1_89310.1
OG0005332	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4	SGUI1_90310.1
OG0005333	EWB00_005753.1, EWB00_005753.2	SGUI1_22100.1
OG0005334	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3	SGUI1_14530.1
OG0005336	EWB00_007694	SGUI1_11750.1
OG0005337	EWB00_006994	SGUI1_24030.1
OG0005338	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1	SGUI1_49090.1, SGUI1_49090.2
OG0005339	EWB00_003566	SGUI1_56730.1
OG0005340	EWB00_000336	SGUI1_91200.1
OG0005341	EWB00_002354	SGUI1_14850.1, SGUI1_14850.2
OG0005342	EWB00_005857, EWB00_005854.1, EWB00_005854.2	SGUI1_95520.1
OG0005343	EWB00_001224	SGUI1_78870.1
OG0005345	EWB00_009544	SGUI1_38520.1
OG0005346	EWB00_008463	SGUI1_9550.1
OG0005347	EWB00_010475.1, EWB00_010475.2	SGUI1_66040.1
OG0005349	EWB00_010242	SGUI1_560.1
OG0005351	EWB00_006796, EWB00_006797	SGUI1_52530.1
OG0005352	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4	SGUI1_2560.1
OG0005353	EWB00_007434.2, EWB00_007434.1	SGUI1_93070.1
OG0005354	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3	SGUI1_35020.1
OG0005355	EWB00_006157.1, EWB00_006157.2	SGUI1_39460.1
OG0005356	EWB00_008917	SGUI1_68960.1, SGUI1_68960.2
OG0005357	EWB00_008346	SGUI1_72810.1, SGUI1_72810.2
OG0005358	EWB00_003631	SGUI1_45750.1, SGUI1_45750.2
OG0005359	EWB00_008817	SGUI1_18850.1, SGUI1_18840.1
OG0005360	EWB00_003518.1, EWB00_003518.2	SGUI1_19280.1
OG0005361	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3	SGUI1_15080.1
OG0005362	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2	SGUI1_67580.1
OG0005363	EWB00_005693	SGUI1_1090.1, SGUI1_1090.2
OG0005364	EWB00_008747	SGUI1_49200.1
OG0005365	EWB00_000606	SGUI1_17470.1
OG0005366	EWB00_004803	SGUI1_15130.1
OG0005367	EWB00_007057.1, EWB00_007057.2	SGUI1_23190.1, SGUI1_23510.1
OG0005368	EWB00_005765.1, EWB00_005765.2	SGUI1_22250.1
OG0005369	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3	SGUI1_34970.1
OG0005370	EWB00_001466.1, EWB00_001466.3, EWB00_001466.2	SGUI1_34950.1
OG0005371	EWB00_008372.1, EWB00_008372.2	SGUI1_34930.1
OG0005372	EWB00_000276, EWB00_008930, EWB00_000275	SGUI1_25280.1, SGUI1_25280.2
OG0005373	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4	SGUI1_92780.1
OG0005376	EWB00_011128	SGUI1_61750.1
OG0005377	EWB00_006000.1, EWB00_006000.2	SGUI1_29890.1, SGUI1_29880.3
OG0005378	EWB00_004912.1, EWB00_004912.2	SGUI1_44020.1
OG0005379	EWB00_000886	SGUI1_56240.1
OG0005380	EWB00_004644.1, EWB00_004644.2	SGUI1_2160.1
OG0005381	EWB00_008507	SGUI1_6970.1
OG0005382	EWB00_001422	SGUI1_95160.1
OG0005383	EWB00_004598	SGUI1_39700.1
OG0005384	EWB00_007027.1, EWB00_007027.2	SGUI1_83440.1
OG0005385	EWB00_003261.3, EWB00_003261.2, EWB00_003261.1, EWB00_003261.4	SGUI1_10260.1
OG0005386	EWB00_002129.1, EWB00_002129.2	SGUI1_32730.1
OG0005387	EWB00_006958	SGUI1_27760.1
OG0005388	EWB00_000281	SGUI1_25330.1
OG0005389	EWB00_003639	SGUI1_45820.1
OG0005390	EWB00_009981.1, EWB00_009981.2, EWB00_009981.4, EWB00_009981.3, EWB00_009981.5	SGUI1_96220.1
OG0005391	EWB00_005201	SGUI1_58810.1
OG0005392	EWB00_007229.1, EWB00_007229.2	SGUI1_51490.1
OG0005393	EWB00_007234.1, EWB00_007234.3, EWB00_007234.2	SGUI1_51470.2, SGUI1_51470.1
OG0005394	EWB00_007205	SGUI1_2400.1
OG0005395	EWB00_007354.1, EWB00_007354.2, EWB00_007354.3, EWB00_007354.4	SGUI1_72050.1
OG0005396	EWB00_002676	SGUI1_12640.1, SGUI1_12670.1
OG0005397	EWB00_009695	SGUI1_44350.1, SGUI1_44350.2
OG0005398	EWB00_003733	SGUI1_26020.1
OG0005399	EWB00_008334.1, EWB00_008334.2, EWB00_008334.3	SGUI1_11150.1
OG0005400	EWB00_009383	SGUI1_10410.1
OG0005401	EWB00_002204.1, EWB00_002204.3, EWB00_002204.2	SGUI1_55520.3, SGUI1_55520.1, SGUI1_55520.2, SGUI1_55520.4
OG0005402	EWB00_005159	SGUI1_57300.1
OG0005403	EWB00_004607.2, EWB00_004607.3, EWB00_004607.1, EWB00_004607.4	SGUI1_39770.1
OG0005404	EWB00_006534.1, EWB00_006534.2	SGUI1_17190.1
OG0005405	EWB00_001861	SGUI1_90560.1, SGUI1_90560.2
OG0005406	EWB00_006228, EWB00_006227	SGUI1_68010.1
OG0005408	EWB00_005076.1, EWB00_005076.2, EWB00_005899	SGUI1_90920.1
OG0005409	EWB00_002582	SGUI1_31310.1
OG0005410	EWB00_003081	SGUI1_8080.1
OG0005411	EWB00_008319	SGUI1_92370.1
OG0005412	EWB00_004009.1, EWB00_004009.2	SGUI1_62560.1
OG0005413	EWB00_001227.1, EWB00_001227.2	SGUI1_78900.1
OG0005414	EWB00_000971	SGUI1_70790.1
OG0005415	EWB00_006014.1, EWB00_006014.2, EWB00_006014.3	SGUI1_29760.1, SGUI1_29760.2
OG0005416	EWB00_001122	SGUI1_24460.1, SGUI1_24460.2, SGUI1_24460.3
OG0005417	EWB00_009038	SGUI1_3920.1
OG0005418	EWB00_006883	SGUI1_47320.1, SGUI1_47320.2
OG0005419	EWB00_006240	SGUI1_68150.1, SGUI1_68150.2
OG0005420	EWB00_005601	SGUI1_37030.1
OG0005421	EWB00_002258	SGUI1_80100.1
OG0005423	EWB00_003303	SGUI1_28250.1
OG0005424	EWB00_000135.2, EWB00_000135.1	SGUI1_81690.1
OG0005425	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2	SGUI1_81630.1
OG0005426	EWB00_003033	SGUI1_94600.1, SGUI1_94600.2
OG0005427	EWB00_001447.1, EWB00_001447.2	SGUI1_95390.1
OG0005428	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2	SGUI1_87570.2, SGUI1_87570.1
OG0005430	EWB00_008284.1, EWB00_008284.2	SGUI1_44810.1
OG0005431	EWB00_007386	SGUI1_78520.1
OG0005432	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4	SGUI1_81470.1
OG0005433	EWB00_007378	SGUI1_78440.1
OG0005434	EWB00_005017	SGUI1_26550.1
OG0005435	EWB00_006679, EWB00_006680	SGUI1_96060.1
OG0005437	EWB00_007137.1, EWB00_007137.2, EWB00_007137.3	SGUI1_63530.1
OG0005438	EWB00_003257	SGUI1_10290.1
OG0005439	EWB00_009703	SGUI1_44990.1
OG0005440	EWB00_002714	SGUI1_72570.1
OG0005441	EWB00_005074.1, EWB00_005074.2	SGUI1_90950.1, SGUI1_90950.2
OG0005442	EWB00_009442	SGUI1_29150.1
OG0005443	EWB00_011132	SGUI1_61770.1
OG0005444	EWB00_005485	SGUI1_18380.1
OG0005446	EWB00_008203	SGUI1_45140.1, SGUI1_45140.2, SGUI1_45140.3
OG0005447	EWB00_003653	SGUI1_65250.1
OG0005448	EWB00_001468.1, EWB00_001468.2, EWB00_001468.4, EWB00_001468.5, EWB00_001468.3	SGUI1_35030.1
OG0005450	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2	SGUI1_60520.1
