Orthogroup	schistosoma_japonicum	opisthorchis_viverrini
OG0005307	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2	T265_08389
OG0005309	EWB00_001117	T265_02112
OG0005310	EWB00_005694.1, EWB00_005694.2	T265_07235, T265_00714
OG0005313	EWB00_007082.1, EWB00_007082.2	T265_16115
OG0005314	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2	T265_05533
OG0005315	EWB00_011227	T265_14506
OG0005316	EWB00_008293	T265_11658
OG0005317	EWB00_003869.1, EWB00_003869.2	T265_07010
OG0005318	EWB00_009117	T265_01887
OG0005319	EWB00_009573	T265_10135
OG0005323	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1	T265_06465
OG0005325	EWB00_004621.1, EWB00_004621.2	T265_14272
OG0005326	EWB00_002099	T265_13164, T265_03069
OG0005327	EWB00_005475	T265_00848
OG0005328	EWB00_008692.1, EWB00_008692.2	T265_08920, T265_14707
OG0005329	EWB00_002469	T265_15005
OG0005330	EWB00_008829	T265_15013
OG0005331	EWB00_001974	T265_08643
OG0005332	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4	T265_05960
OG0005333	EWB00_005753.1, EWB00_005753.2	T265_11922
OG0005334	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3	T265_10821
OG0005336	EWB00_007694	T265_09502, T265_09503
OG0005337	EWB00_006994	T265_04235
OG0005338	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1	T265_10177
OG0005339	EWB00_003566	T265_03833
OG0005340	EWB00_000336	T265_09594, T265_12878
OG0005341	EWB00_002354	T265_10224
OG0005343	EWB00_001224	T265_02785, T265_02786, T265_02784
OG0005345	EWB00_009544	T265_14061
OG0005346	EWB00_008463	T265_02105, T265_12925
OG0005347	EWB00_010475.1, EWB00_010475.2	T265_05626
OG0005349	EWB00_010242	T265_06704
OG0005351	EWB00_006796, EWB00_006797	T265_03561
OG0005352	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4	T265_00939
OG0005353	EWB00_007434.2, EWB00_007434.1	T265_04816
OG0005354	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3	T265_11724
OG0005355	EWB00_006157.1, EWB00_006157.2	T265_09734
OG0005356	EWB00_008917	T265_01689, T265_10747
OG0005358	EWB00_003631	T265_05286
OG0005359	EWB00_008817	T265_05489
OG0005360	EWB00_003518.1, EWB00_003518.2	T265_15263
OG0005361	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3	T265_05573
OG0005362	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2	T265_15197
OG0005363	EWB00_005693	T265_14241
OG0005364	EWB00_008747	T265_02141
OG0005365	EWB00_000606	T265_03189
OG0005366	EWB00_004803	T265_15118
OG0005367	EWB00_007057.1, EWB00_007057.2	T265_01079
OG0005368	EWB00_005765.1, EWB00_005765.2	T265_02254
OG0005369	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3	T265_04513
OG0005371	EWB00_008372.1, EWB00_008372.2	T265_04511
OG0005372	EWB00_000276, EWB00_008930, EWB00_000275	T265_05027
OG0005373	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4	T265_06855, T265_07464
OG0005374	EWB00_002421.2, EWB00_002421.3, EWB00_002421.1	T265_12656
OG0005376	EWB00_011128	T265_01452
OG0005377	EWB00_006000.1, EWB00_006000.2	T265_05210
OG0005378	EWB00_004912.1, EWB00_004912.2	T265_01504
OG0005379	EWB00_000886	T265_00306, T265_12511
OG0005380	EWB00_004644.1, EWB00_004644.2	T265_08674
OG0005381	EWB00_008507	T265_03055, T265_03056
OG0005382	EWB00_001422	T265_07943
OG0005383	EWB00_004598	T265_10764
OG0005384	EWB00_007027.1, EWB00_007027.2	T265_15266
OG0005385	EWB00_003261.3, EWB00_003261.2, EWB00_003261.1, EWB00_003261.4	T265_05325, T265_06130
OG0005386	EWB00_002129.1, EWB00_002129.2	T265_12619
OG0005387	EWB00_006958	T265_08575
OG0005388	EWB00_000281	T265_03712
OG0005389	EWB00_003639	T265_03975
OG0005390	EWB00_009981.1, EWB00_009981.2, EWB00_009981.4, EWB00_009981.3, EWB00_009981.5	T265_15462
OG0005391	EWB00_005201	T265_05845
OG0005392	EWB00_007229.1, EWB00_007229.2	T265_01365
OG0005393	EWB00_007234.1, EWB00_007234.3, EWB00_007234.2	T265_01362
OG0005395	EWB00_007354.1, EWB00_007354.2, EWB00_007354.3, EWB00_007354.4	T265_12943
OG0005396	EWB00_002676	T265_10275
OG0005397	EWB00_009695	T265_08517
OG0005398	EWB00_003733	T265_12702, T265_16153
OG0005399	EWB00_008334.1, EWB00_008334.2, EWB00_008334.3	T265_05139
OG0005400	EWB00_009383	T265_14743
OG0005402	EWB00_005159	T265_02356
OG0005404	EWB00_006534.1, EWB00_006534.2	T265_09420
OG0005405	EWB00_001861	T265_08404
OG0005406	EWB00_006228, EWB00_006227	T265_12567
OG0005408	EWB00_005076.1, EWB00_005076.2, EWB00_005899	T265_02634
OG0005409	EWB00_002582	T265_02973
OG0005410	EWB00_003081	T265_04348
OG0005411	EWB00_008319	T265_13356
OG0005412	EWB00_004009.1, EWB00_004009.2	T265_08661
OG0005413	EWB00_001227.1, EWB00_001227.2	T265_11492
OG0005414	EWB00_000971	T265_15840
OG0005415	EWB00_006014.1, EWB00_006014.2, EWB00_006014.3	T265_10057
OG0005416	EWB00_001122	T265_15035
OG0005417	EWB00_009038	T265_10864
OG0005418	EWB00_006883	T265_10182
OG0005419	EWB00_006240	T265_03907
OG0005420	EWB00_005601	T265_07983
OG0005421	EWB00_002258	T265_04877
OG0005423	EWB00_003303	T265_04323
OG0005424	EWB00_000135.2, EWB00_000135.1	T265_04982, T265_04980
OG0005425	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2	T265_13652, T265_13651, T265_13653
OG0005427	EWB00_001447.1, EWB00_001447.2	T265_07946
OG0005428	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2	T265_15255
OG0005430	EWB00_008284.1, EWB00_008284.2	T265_14216
OG0005431	EWB00_007386	T265_07854
OG0005432	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4	T265_08271
OG0005433	EWB00_007378	T265_05782
OG0005434	EWB00_005017	T265_13327, T265_15957
OG0005435	EWB00_006679, EWB00_006680	T265_09698
OG0005438	EWB00_003257	T265_06134
OG0005439	EWB00_009703	T265_05891
OG0005440	EWB00_002714	T265_01331
OG0005441	EWB00_005074.1, EWB00_005074.2	T265_01872
OG0005442	EWB00_009442	T265_12628
OG0005443	EWB00_011132	T265_05614
OG0005444	EWB00_005485	T265_02921
OG0005446	EWB00_008203	T265_15324
OG0005447	EWB00_003653	T265_00188
OG0005448	EWB00_001468.1, EWB00_001468.2, EWB00_001468.4, EWB00_001468.5, EWB00_001468.3	T265_06100
OG0005449	EWB00_004695.1, EWB00_004695.2, EWB00_004695.3	T265_09333, T265_09332
OG0005450	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2	T265_10981
OG0005451	EWB00_001492	T265_09425
OG0005453	EWB00_011147	T265_11126
OG0005454	EWB00_009340.2, EWB00_009340.3, EWB00_009340.1	T265_02688
OG0005455	EWB00_005335	T265_11461
OG0005457	EWB00_002559	T265_00065
OG0005459	EWB00_010261, EWB00_010262	T265_13122, T265_02913
OG0005460	EWB00_008135	T265_12950
OG0005461	EWB00_005043.2, EWB00_005043.1	T265_10012
OG0005462	EWB00_010862	T265_12786
OG0005463	EWB00_002499.1, EWB00_002499.2	T265_05511
OG0005464	EWB00_005311	T265_00131, T265_12275
OG0005465	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2	T265_03813
OG0005466	EWB00_009948	T265_11553
OG0005467	EWB00_010417	T265_09793
OG0005468	EWB00_002527	T265_06677
OG0005469	EWB00_006239.2, EWB00_006239.1	T265_07684
OG0005472	EWB00_004537	T265_04851
OG0005474	EWB00_003907.1, EWB00_003907.2, EWB00_003907.3	T265_16250
OG0005476	EWB00_004608.1, EWB00_004608.2	T265_03001
OG0005477	EWB00_002841.1, EWB00_002841.2	T265_11475
OG0005478	EWB00_003460.1, EWB00_003460.2	T265_00646
OG0005479	EWB00_007157	T265_02835
OG0005480	EWB00_008104	T265_01791
OG0005481	EWB00_006542	T265_14797
OG0005482	EWB00_009616, EWB00_009783	T265_07135
OG0005485	EWB00_006778	T265_12648
OG0005486	EWB00_001595	T265_01953
OG0005487	EWB00_001553	T265_05597, T265_13821
OG0005488	EWB00_008336, EWB00_008578	T265_00563
OG0005489	EWB00_006354.1, EWB00_006354.2	T265_10945
OG0005490	EWB00_001727.1, EWB00_001727.2	T265_07627
OG0005491	EWB00_003183	T265_11285
OG0005492	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2	T265_06514
OG0005493	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2	T265_02886
OG0005494	EWB00_006297.1, EWB00_006297.2	T265_13149
OG0005496	EWB00_005499, EWB00_005498	T265_13611
OG0005497	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4	T265_03756
OG0005499	EWB00_004880	T265_03783
OG0005500	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2	T265_00880, T265_15018
OG0005502	EWB00_006676	T265_09319
OG0005503	EWB00_006189.2, EWB00_006189.1	T265_05012
OG0005505	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4	T265_15216
OG0005506	EWB00_004950	T265_01863
OG0005507	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3	T265_03828
OG0005508	EWB00_005628.1, EWB00_005628.2	T265_05267
OG0005509	EWB00_004765.1, EWB00_004765.2	T265_15724
OG0005510	EWB00_006702.1, EWB00_006702.2	T265_04306
OG0005511	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4	T265_01328
OG0005512	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4	T265_09144
OG0005513	EWB00_001940, EWB00_001941	T265_03550
OG0005514	EWB00_001131.1, EWB00_001131.2	T265_10018
OG0005515	EWB00_005157	T265_11300
OG0005516	EWB00_006532	T265_03191, T265_03192
OG0005517	EWB00_003962	T265_08930
OG0005518	EWB00_004104.3, EWB00_004104.4, EWB00_004104.1, EWB00_004104.2	T265_05390
OG0005519	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3	T265_14962, T265_16085
OG0005520	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3	T265_06161
OG0005522	EWB00_001761	T265_15147
OG0005523	EWB00_002621	T265_13005, T265_16171
OG0005524	EWB00_003841	T265_10230
OG0005525	EWB00_002236.1, EWB00_002236.2	T265_08202
OG0005526	EWB00_004389.1, EWB00_004389.2	T265_08059
OG0005527	EWB00_007072.1, EWB00_007072.2	T265_04257
OG0005530	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5	T265_08534
OG0005531	EWB00_003085.1, EWB00_003085.2	T265_01390
OG0005532	EWB00_009364.1, EWB00_009364.2	T265_14747
OG0005535	EWB00_002540.1, EWB00_002540.2	T265_07286
OG0005539	EWB00_005977.1, EWB00_005977.2	T265_13052
OG0005540	EWB00_003875.1, EWB00_003875.2	T265_08055
OG0005544	EWB00_007092	T265_02659
OG0005545	EWB00_004851	T265_06655, T265_06656
OG0005546	EWB00_008472, EWB00_008473	T265_12984
OG0005547	EWB00_004390	T265_14463
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	T265_05784
OG0005567	EWB00_002670	T265_05147
OG0005570	EWB00_005948.1, EWB00_005948.3	T265_13520
OG0005571	EWB00_002553	T265_00062
OG0005572	EWB00_005799.1, EWB00_005799.2	T265_15288
OG0005573	EWB00_009189	T265_11449
OG0005574	EWB00_005297	T265_14050
OG0005575	EWB00_006246	T265_03162
OG0005576	EWB00_006242.1, EWB00_006242.2	T265_08870
OG0005577	EWB00_011367, EWB00_011366	T265_02626
OG0005578	EWB00_002992	T265_05284, T265_01975, T265_05283
OG0005579	EWB00_009485, EWB00_009484	T265_04553
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	T265_12456
OG0005581	EWB00_006019	T265_14696
OG0005583	EWB00_000620.1, EWB00_000620.2	T265_08895
OG0005584	EWB00_002063.1, EWB00_002063.2	T265_02735
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	T265_13551
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	T265_04631
OG0005587	EWB00_007380.1, EWB00_007380.2	T265_08836
OG0005589	EWB00_000496	T265_10140
OG0005590	EWB00_006548	T265_02090
OG0005591	EWB00_010504	T265_11829
OG0005593	EWB00_007365.1, EWB00_007365.2	T265_02336
OG0005594	EWB00_003886	T265_00035
OG0005595	EWB00_009182	T265_03128
OG0005596	EWB00_003983.1, EWB00_003983.2	T265_10450
OG0005597	EWB00_002624	T265_13001
OG0005598	EWB00_011007	T265_00090
OG0005599	EWB00_000742.1, EWB00_000742.2	T265_12744
OG0005600	EWB00_010361	T265_01613, T265_02081, T265_01614
OG0005601	EWB00_007554	T265_01074, T265_07975
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	T265_05680
OG0005603	EWB00_004710, EWB00_004708, EWB00_004709	T265_10595
OG0005604	EWB00_006012	T265_14820
OG0005605	EWB00_004290	T265_00735
OG0005606	EWB00_003342	T265_01778, T265_01779
OG0005607	EWB00_001953	T265_08644
OG0005608	EWB00_003989	T265_14383
OG0005609	EWB00_011115	T265_15052
OG0005610	EWB00_007191, EWB00_007190	T265_14713
OG0005611	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3	T265_13473, T265_04313
OG0005612	EWB00_000792.1, EWB00_000792.2	T265_02912, T265_11062
OG0005613	EWB00_001200.1, EWB00_001200.2	T265_08092
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	T265_10058
OG0005615	EWB00_007932	T265_01886
OG0005616	EWB00_007933.1, EWB00_007933.2	T265_01885, T265_12128
OG0005617	EWB00_009527.1, EWB00_009527.2	T265_13433
OG0005618	EWB00_006470.1, EWB00_006470.2	T265_08821
OG0005619	EWB00_004439.1, EWB00_004439.2	T265_06768
OG0005620	EWB00_011388.3, EWB00_011388.5, EWB00_011388.1, EWB00_011388.4	T265_05375
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	T265_06150
OG0005622	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3	T265_05245
OG0005623	EWB00_001171	T265_09835, T265_12397
OG0005625	EWB00_004199	T265_04392, T265_04393
OG0005626	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3	T265_05055
OG0005627	EWB00_001532	T265_10410
OG0005628	EWB00_006184	T265_09104
OG0005629	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4	T265_11995, T265_15653
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	T265_15104
OG0005631	EWB00_009274	T265_10242
OG0005632	EWB00_005850	T265_10093
OG0005633	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3	T265_04541
OG0005634	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3	T265_13921
OG0005635	EWB00_008636	T265_00211
OG0005636	EWB00_009543	T265_06536
OG0005637	EWB00_007491	T265_11903
OG0005638	EWB00_002009	T265_02937
OG0005641	EWB00_008105	T265_00803
OG0005642	EWB00_003878	T265_05646
OG0005643	EWB00_006044.1, EWB00_006044.2	T265_06739
OG0005644	EWB00_011002.1, EWB00_011002.2	T265_02170
OG0005645	EWB00_011247	T265_00481
OG0005647	EWB00_008377	T265_12426
OG0005648	EWB00_003932	T265_02569
OG0005649	EWB00_004418	T265_01356
OG0005650	EWB00_008716	T265_03915
OG0005652	EWB00_010738.1, EWB00_010738.2	T265_09909
OG0005654	EWB00_004973	T265_04874, T265_13622
OG0005655	EWB00_002849	T265_04225
OG0005656	EWB00_000313.1, EWB00_000313.2	T265_04764
OG0005657	EWB00_005738.1, EWB00_005738.2	T265_12479, T265_00202
OG0005659	EWB00_000083	T265_10330
OG0005660	EWB00_002778, EWB00_002779	T265_02166
OG0005661	EWB00_008536	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880
OG0005662	EWB00_001806.1, EWB00_001806.2	T265_01481
OG0005664	EWB00_004233	T265_16080
OG0005665	EWB00_010724	T265_02439
OG0005666	EWB00_001879, EWB00_001880	T265_04890
OG0005668	EWB00_000868.1, EWB00_000868.2	T265_04543
OG0005669	EWB00_000885	T265_00307
OG0005670	EWB00_007289, EWB00_007291	T265_15339
OG0005671	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3	T265_00199
OG0005672	EWB00_006885	T265_00025
OG0005673	EWB00_006880.1, EWB00_006880.2	T265_00026
OG0005674	EWB00_003714	T265_14069
OG0005675	EWB00_007804	T265_14702
OG0005677	EWB00_010838	T265_12490
OG0005678	EWB00_003876.1, EWB00_003876.2	T265_08052
OG0005679	EWB00_004459.1, EWB00_004459.2	T265_05347
OG0005680	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3	T265_02058
OG0005681	EWB00_010059	T265_02059
OG0005683	EWB00_004251.1, EWB00_004251.2	T265_00556, T265_00555, T265_00558
OG0005684	EWB00_002994	T265_13286
OG0005686	EWB00_001863.1, EWB00_001863.2	T265_02644
OG0005687	EWB00_008872	T265_07614
OG0005688	EWB00_010237	T265_06908
OG0005689	EWB00_000952	T265_12982
OG0005690	EWB00_010626.1, EWB00_010626.2	T265_13741
OG0005691	EWB00_004770	T265_14083
OG0005692	EWB00_006898	T265_03304
OG0005693	EWB00_007718	T265_09417
OG0005694	EWB00_008756, EWB00_008752, EWB00_008754	T265_05938
OG0005695	EWB00_002987, EWB00_002988	T265_13862, T265_05792
OG0005697	EWB00_005450	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772
OG0005699	EWB00_006430.1, EWB00_006430.2	T265_05508
OG0005700	EWB00_007369	T265_08200
OG0005701	EWB00_011231	T265_10795, T265_12238
OG0005702	EWB00_000923	T265_06068, T265_13996
OG0005703	EWB00_003398	T265_08410
OG0005704	EWB00_007979	T265_04448
OG0005705	EWB00_006495	T265_13838
OG0005706	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6	T265_04867
OG0005707	EWB00_000931	T265_09880
OG0005709	EWB00_001084	T265_10125
OG0005710	EWB00_008163, EWB00_008162	T265_14076, T265_14078, T265_00920
OG0005712	EWB00_005067	T265_04155
OG0005713	EWB00_004107	T265_13995
OG0005714	EWB00_000335	T265_07566
OG0005715	EWB00_008225	T265_02163
OG0005716	EWB00_010604.1, EWB00_010604.2	T265_00293
OG0005717	EWB00_001183	T265_01752
OG0005718	EWB00_007603	T265_10025
OG0005719	EWB00_006865.1, EWB00_006865.2	T265_04450
OG0005720	EWB00_002629	T265_14184
OG0005722	EWB00_000583, EWB00_000582	T265_10194
OG0005723	EWB00_006388	T265_04137
OG0005725	EWB00_001665	T265_02382
OG0005726	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1	T265_12453
OG0005727	EWB00_008552	T265_05161
OG0005728	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893	T265_04760
OG0005729	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3	T265_08666
OG0005730	EWB00_003035	T265_13080
OG0005731	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2	T265_02245
OG0005732	EWB00_010887	T265_10389, T265_16193
OG0005733	EWB00_001136	T265_05681
OG0005734	EWB00_008256	T265_15232
OG0005735	EWB00_004958.1, EWB00_004958.2	T265_11765
OG0005736	EWB00_001619	T265_12755
OG0005737	EWB00_010412	T265_00624, T265_02522
OG0005738	EWB00_009564	T265_11159, T265_16149
OG0005739	EWB00_006034	T265_01925
OG0005740	EWB00_002267	T265_13120
OG0005741	EWB00_005290.1, EWB00_005290.2	T265_04882
OG0005742	EWB00_002912	T265_13047
OG0005743	EWB00_002471	T265_03071
OG0005744	EWB00_003114	T265_10649
OG0005745	EWB00_007126	T265_03355
OG0005746	EWB00_009120.1, EWB00_009120.2	T265_02952
OG0005747	EWB00_004890	T265_04470, T265_08799
OG0005748	EWB00_000613	T265_13853
OG0005749	EWB00_006571, EWB00_006572	T265_00632
OG0005750	EWB00_009976	T265_15268
OG0005751	EWB00_003426.1, EWB00_003426.2	T265_07039
OG0005753	EWB00_007485, EWB00_007487	T265_05928, T265_00174, T265_02962
OG0005754	EWB00_000723	T265_01370
OG0005755	EWB00_004215	T265_13833
OG0005756	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1	T265_09096
OG0005758	EWB00_002784	T265_15767
OG0005760	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3	T265_13006
OG0005761	EWB00_002866	T265_05973
OG0005762	EWB00_001165.1, EWB00_001165.2	T265_06999, T265_15869
OG0005763	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4	T265_14562
OG0005764	EWB00_000906	T265_01401
OG0005765	EWB00_003318	T265_02549
OG0005766	EWB00_009603	T265_07109
OG0005767	EWB00_009611	T265_05293
OG0005768	EWB00_011208	T265_15039
OG0005769	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2	T265_04564
OG0005770	EWB00_010366	T265_08813
OG0005771	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2	T265_02692
OG0005772	EWB00_008944	T265_11297
OG0005773	EWB00_009433	T265_07555
OG0005774	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4	T265_00539
OG0005775	EWB00_002789, EWB00_002788	T265_10318
OG0005776	EWB00_008042	T265_05775
OG0005777	EWB00_002820	T265_05076
OG0005778	EWB00_006271	T265_11844
OG0005779	EWB00_005595, EWB00_010541	T265_02003
OG0005780	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3	T265_14551
OG0005782	EWB00_000012	T265_14704
OG0005783	EWB00_001068.1, EWB00_001068.2	T265_00399
OG0005784	EWB00_006719	T265_07736
OG0005786	EWB00_009439	T265_04169
OG0005787	EWB00_010221.1, EWB00_010221.2	T265_00243
OG0005788	EWB00_000689	T265_03214, T265_13190
OG0005790	EWB00_007918, EWB00_007919	T265_09946
OG0005791	EWB00_000992	T265_05057
OG0005792	EWB00_009079	T265_05239
OG0005793	EWB00_005680	T265_09807
OG0005794	EWB00_004837.1, EWB00_004837.2, EWB00_004837.3	T265_07563
OG0005795	EWB00_003758	T265_08753
OG0005796	EWB00_006336, EWB00_006337	T265_09148
OG0005797	EWB00_005849	T265_04637
OG0005798	EWB00_002726	T265_03990
OG0005799	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3	T265_03670
OG0005800	EWB00_001662, EWB00_001663	T265_07697
OG0005801	EWB00_006462	T265_02096, T265_02093
OG0005802	EWB00_011045	T265_02201
OG0005803	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4	T265_00647
OG0005804	EWB00_005099	T265_05300
OG0005805	EWB00_006122	T265_11376
OG0005806	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4	T265_01699
OG0005807	EWB00_007488	T265_10239
OG0005808	EWB00_006175	T265_02555
OG0005809	EWB00_000640	T265_10830
OG0005810	EWB00_007509.1, EWB00_007509.2	T265_03823
OG0005811	EWB00_010015	T265_03204
OG0005812	EWB00_003956	T265_08980
OG0005813	EWB00_002763	T265_13063
OG0005814	EWB00_009372.1, EWB00_009372.2	T265_09505
OG0005815	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3	T265_00587
OG0005816	EWB00_002679	T265_06483
OG0005817	EWB00_004128.2, EWB00_004128.3, EWB00_004128.1	T265_06231
OG0005818	EWB00_001888	T265_13477
OG0005819	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5	T265_07650
OG0005820	EWB00_003331.1, EWB00_003331.2	T265_14348
OG0005821	EWB00_006684	T265_15489
OG0005822	EWB00_001074	T265_10836, T265_15798
OG0005823	EWB00_003917	T265_03645
OG0005824	EWB00_005013.1, EWB00_005013.2	T265_13768
OG0005825	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3	T265_09263
OG0005826	EWB00_001154.1, EWB00_001154.2, EWB00_001154.3, EWB00_001154.4	T265_15546, T265_15547
OG0005827	EWB00_000184	T265_00477
OG0005829	EWB00_000517	T265_07019
OG0005832	EWB00_004321.1, EWB00_004321.2, EWB00_004321.3	T265_03487
OG0005834	EWB00_008404	T265_09549, T265_09550
OG0005835	EWB00_007120, EWB00_007121	T265_02951, T265_02950, T265_12725
OG0005836	EWB00_007284	T265_01708
OG0005837	EWB00_004965.2, EWB00_004965.1	T265_01193
OG0005839	EWB00_001697	T265_06242
OG0005840	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5	T265_11601
OG0005841	EWB00_003703	T265_08033
OG0005842	EWB00_008420	T265_03836, T265_15281
OG0005843	EWB00_006131	T265_10763
OG0005844	EWB00_008951	T265_14602
OG0005846	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2	T265_07312
OG0005847	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3	T265_13750
OG0005848	EWB00_010672	T265_06770
OG0005849	EWB00_006674	T265_11650
OG0005851	EWB00_005135.1, EWB00_005135.2	T265_13104
OG0005852	EWB00_005985	T265_08633
OG0005853	EWB00_010989.1, EWB00_010989.2	T265_02224
OG0005854	EWB00_001250.1, EWB00_001250.2	T265_13860
OG0005855	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3	T265_08314
OG0005856	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4	T265_03805
OG0005857	EWB00_009840	T265_00601
OG0005858	EWB00_005028	T265_01866, T265_15149
OG0005859	EWB00_000057.1, EWB00_000057.2	T265_08046
OG0005862	EWB00_002819.1, EWB00_002819.2	T265_05077
OG0005863	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3	T265_12761
OG0005864	EWB00_002394	T265_12652
OG0005865	EWB00_003515	T265_13793
OG0005866	EWB00_002758	T265_01265
OG0005867	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3	T265_14730
OG0005868	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3	T265_15212
OG0005869	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2	T265_02080
OG0005870	EWB00_006988.1, EWB00_006988.2	T265_01028
OG0005871	EWB00_001233	T265_02838
OG0005892	EWB00_001307.1, EWB00_001307.2	T265_02810
OG0005895	EWB00_005510	T265_02067, T265_12917
OG0005896	EWB00_007974, EWB00_007973	T265_11094
OG0005897	EWB00_000785	T265_07974
OG0005898	EWB00_010855	T265_12230
OG0005899	EWB00_000789	T265_04845
OG0005900	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2	T265_00709
OG0005901	EWB00_003871	T265_00638
OG0005902	EWB00_002094	T265_00941, T265_02464
OG0005903	EWB00_006309.1, EWB00_006309.2, EWB00_006309.3	T265_00963
OG0005904	EWB00_007077	T265_11372
OG0005905	EWB00_006244	T265_03164
OG0005907	EWB00_007652.1, EWB00_007652.2	T265_15495
OG0005908	EWB00_004591	T265_02581
OG0005909	EWB00_004205	T265_06412, T265_11442
OG0005910	EWB00_010977	T265_09944
OG0005911	EWB00_001454, EWB00_001455	T265_04810
OG0005912	EWB00_001428	T265_04624
OG0005913	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3	T265_10498
