Orthogroup	schistosoma_japonicum	schmidtea_mediterranea
OG0005318	EWB00_009117	h1SMcT0003806.1
OG0005319	EWB00_009573	h1SMcT0018320.1
OG0005323	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1	h1SMcT0017962.3
OG0005324	EWB00_006164	h1SMcT0005944.1
OG0005325	EWB00_004621.1, EWB00_004621.2	h1SMcT0003807.1, h1SMcT0003807.2
OG0005326	EWB00_002099	h1SMcT0013514.1, h1SMcT0021921.1, h1SMcT0021921.2
OG0005328	EWB00_008692.1, EWB00_008692.2	h1SMcT0017955.1
OG0005329	EWB00_002469	h1SMcT0011688.1
OG0005330	EWB00_008829	h1SMcT0020963.2, h1SMcT0020963.1, h1SMcT0020963.3
OG0005332	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4	h1SMcT0016796.1, h1SMcT0016796.2
OG0005333	EWB00_005753.1, EWB00_005753.2	h1SMcT0017097.3, h1SMcT0017097.2, h1SMcT0017097.1
OG0005334	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3	h1SMcT0003452.1
OG0005336	EWB00_007694	h1SMcT0014686.1, h1SMcT0014813.2, h1SMcT0014813.3
OG0005338	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1	h1SMcT0019936.3, h1SMcT0019936.2, h1SMcT0019936.1
OG0005340	EWB00_000336	h1SMcT0001475.1
OG0005341	EWB00_002354	h1SMcT0013046.1
OG0005344	EWB00_004563.1, EWB00_004563.2	h1SMcT0003635.1
OG0005345	EWB00_009544	h1SMcT0020363.1, h1SMcT0022756.1
OG0005346	EWB00_008463	h1SMcT0019279.1, h1SMcT0019281.1
OG0005347	EWB00_010475.1, EWB00_010475.2	h1SMcT0020882.1
OG0005349	EWB00_010242	h1SMcT0000978.1
OG0005351	EWB00_006796, EWB00_006797	h1SMcT0004426.1
OG0005352	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4	h1SMcT0009097.1
OG0005353	EWB00_007434.2, EWB00_007434.1	h1SMcT0019747.3, h1SMcT0019747.1, h1SMcT0019747.2
OG0005354	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3	h1SMcT0020587.1
OG0005355	EWB00_006157.1, EWB00_006157.2	h1SMcT0005157.1
OG0005356	EWB00_008917	h1SMcT0007786.1
OG0005359	EWB00_008817	h1SMcT0008244.1, h1SMcT0008244.2
OG0005361	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3	h1SMcT0015899.1
OG0005362	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2	h1SMcT0005903.1
OG0005363	EWB00_005693	h1SMcT0013517.1
OG0005364	EWB00_008747	h1SMcT0002564.1, h1SMcT0017083.1
OG0005365	EWB00_000606	h1SMcT0012090.1
OG0005367	EWB00_007057.1, EWB00_007057.2	h1SMcT0021009.1, h1SMcT0022883.1
OG0005368	EWB00_005765.1, EWB00_005765.2	h1SMcT0004520.3, h1SMcT0004520.1, h1SMcT0022902.1, h1SMcT0004520.2
OG0005369	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3	h1SMcT0016420.1
OG0005370	EWB00_001466.1, EWB00_001466.3, EWB00_001466.2	h1SMcT0011999.1
OG0005371	EWB00_008372.1, EWB00_008372.2	h1SMcT0001649.1
OG0005373	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4	h1SMcT0015114.1
OG0005374	EWB00_002421.2, EWB00_002421.3, EWB00_002421.1	h1SMcT0010137.1, h1SMcT0010137.2
OG0005376	EWB00_011128	h1SMcT0009939.1
OG0005377	EWB00_006000.1, EWB00_006000.2	h1SMcT0015011.1, h1SMcT0015011.2
OG0005378	EWB00_004912.1, EWB00_004912.2	h1SMcT0009657.1
OG0005379	EWB00_000886	h1SMcT0013103.1, h1SMcT0013104.1, h1SMcT0013104.2, h1SMcT0013104.3
OG0005381	EWB00_008507	h1SMcT0016472.1
OG0005382	EWB00_001422	h1SMcT0004183.1
OG0005383	EWB00_004598	h1SMcT0008183.3, h1SMcT0008183.1, h1SMcT0008183.2
OG0005384	EWB00_007027.1, EWB00_007027.2	h1SMcT0010476.1
OG0005385	EWB00_003261.3, EWB00_003261.2, EWB00_003261.1, EWB00_003261.4	h1SMcT0008834.1
OG0005386	EWB00_002129.1, EWB00_002129.2	h1SMcT0016783.1
OG0005387	EWB00_006958	h1SMcT0003956.1, h1SMcT0003956.2
OG0005389	EWB00_003639	h1SMcT0001253.1, h1SMcT0001253.2
OG0005390	EWB00_009981.1, EWB00_009981.2, EWB00_009981.4, EWB00_009981.3, EWB00_009981.5	h1SMcT0020536.1, h1SMcT0020536.2
OG0005391	EWB00_005201	h1SMcT0015403.2, h1SMcT0015403.5, h1SMcT0015403.4, h1SMcT0015403.3, h1SMcT0015403.6
OG0005393	EWB00_007234.1, EWB00_007234.3, EWB00_007234.2	h1SMcT0015371.1
OG0005396	EWB00_002676	h1SMcT0018694.1
OG0005397	EWB00_009695	h1SMcT0010847.1
OG0005398	EWB00_003733	h1SMcT0001541.1
OG0005401	EWB00_002204.1, EWB00_002204.3, EWB00_002204.2	h1SMcT0005090.1
OG0005402	EWB00_005159	h1SMcT0021158.1, h1SMcT0021158.2
OG0005403	EWB00_004607.2, EWB00_004607.3, EWB00_004607.1, EWB00_004607.4	h1SMcT0018277.1
OG0005404	EWB00_006534.1, EWB00_006534.2	h1SMcT0019608.1
OG0005408	EWB00_005076.1, EWB00_005076.2, EWB00_005899	h1SMcT0004871.1
OG0005409	EWB00_002582	h1SMcT0007996.1
OG0005410	EWB00_003081	h1SMcT0003115.1, h1SMcT0003115.2
OG0005412	EWB00_004009.1, EWB00_004009.2	h1SMcT0009590.1, h1SMcT0009590.2
OG0005414	EWB00_000971	h1SMcT0010838.1
OG0005416	EWB00_001122	h1SMcT0015697.2
OG0005419	EWB00_006240	h1SMcT0003258.1
OG0005421	EWB00_002258	h1SMcT0003273.1, h1SMcT0003273.2
OG0005423	EWB00_003303	h1SMcT0014429.1, h1SMcT0020215.1
OG0005424	EWB00_000135.2, EWB00_000135.1	h1SMcT0013767.1
OG0005425	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2	h1SMcT0018078.1
OG0005427	EWB00_001447.1, EWB00_001447.2	h1SMcT0014789.1
OG0005428	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2	h1SMcT0020254.1
OG0005429	EWB00_006692, EWB00_006578.1, EWB00_006578.2, EWB00_006578.4, EWB00_006578.3	h1SMcT0006786.1
OG0005430	EWB00_008284.1, EWB00_008284.2	h1SMcT0021869.1, h1SMcT0021869.2
OG0005431	EWB00_007386	h1SMcT0019095.1
OG0005432	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4	h1SMcT0012570.1, h1SMcT0012570.2
OG0005433	EWB00_007378	h1SMcT0021246.1, h1SMcT0021246.2
OG0005434	EWB00_005017	h1SMcT0015390.1
OG0005437	EWB00_007137.1, EWB00_007137.2, EWB00_007137.3	h1SMcT0015933.1
OG0005438	EWB00_003257	h1SMcT0001432.1
OG0005439	EWB00_009703	h1SMcT0004501.1, h1SMcT0011381.1, h1SMcT0011381.3, h1SMcT0011381.2
OG0005440	EWB00_002714	h1SMcT0018497.1, h1SMcT0018497.2, h1SMcT0018497.3, h1SMcT0018497.4, h1SMcT0018497.5, h1SMcT0019105.1
OG0005441	EWB00_005074.1, EWB00_005074.2	h1SMcT0012429.1
OG0005443	EWB00_011132	h1SMcT0012006.1, h1SMcT0012006.2
OG0005444	EWB00_005485	h1SMcT0009319.1, h1SMcT0013405.1
OG0005446	EWB00_008203	h1SMcT0000572.1, h1SMcT0000572.2
OG0005447	EWB00_003653	h1SMcT0009078.1
OG0005450	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2	h1SMcT0022397.4, h1SMcT0022397.2, h1SMcT0022397.1, h1SMcT0022397.3
OG0005451	EWB00_001492	h1SMcT0000680.1
OG0005454	EWB00_009340.2, EWB00_009340.3, EWB00_009340.1	h1SMcT0014647.1, h1SMcT0014647.2, h1SMcT0014647.3
OG0005455	EWB00_005335	h1SMcT0022412.1
OG0005462	EWB00_010862	h1SMcT0005339.1
OG0005463	EWB00_002499.1, EWB00_002499.2	h1SMcT0000925.1, h1SMcT0000925.2
OG0005464	EWB00_005311	h1SMcT0004115.1, h1SMcT0022471.1
OG0005465	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2	h1SMcT0001165.1
OG0005466	EWB00_009948	h1SMcT0010849.1
OG0005467	EWB00_010417	h1SMcT0015151.1
OG0005468	EWB00_002527	h1SMcT0018683.1
OG0005469	EWB00_006239.2, EWB00_006239.1	h1SMcT0013802.1, h1SMcT0013802.2
OG0005470	EWB00_002184	h1SMcT0009932.3
OG0005471	EWB00_005469.1, EWB00_005469.3, EWB00_005469.2	h1SMcT0016372.2, h1SMcT0016372.3
OG0005472	EWB00_004537	h1SMcT0008257.1
OG0005473	EWB00_003586.1, EWB00_003586.2	h1SMcT0010049.1
OG0005474	EWB00_003907.1, EWB00_003907.2, EWB00_003907.3	h1SMcT0001968.3, h1SMcT0001968.1, h1SMcT0001968.2
OG0005475	EWB00_002178	h1SMcT0013087.1, h1SMcT0013087.2
OG0005476	EWB00_004608.1, EWB00_004608.2	h1SMcT0006388.1
OG0005477	EWB00_002841.1, EWB00_002841.2	h1SMcT0003277.2, h1SMcT0003277.3, h1SMcT0003277.4
OG0005478	EWB00_003460.1, EWB00_003460.2	h1SMcT0020687.1
OG0005479	EWB00_007157	h1SMcT0011822.1
OG0005480	EWB00_008104	h1SMcT0005344.1
OG0005481	EWB00_006542	h1SMcT0016500.1
OG0005485	EWB00_006778	h1SMcT0014986.1, h1SMcT0014986.2
OG0005487	EWB00_001553	h1SMcT0014822.1
OG0005489	EWB00_006354.1, EWB00_006354.2	h1SMcT0016810.1
OG0005490	EWB00_001727.1, EWB00_001727.2	h1SMcT0006778.1
OG0005492	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2	h1SMcT0006678.1
OG0005494	EWB00_006297.1, EWB00_006297.2	h1SMcT0011251.1
OG0005495	EWB00_008193	h1SMcT0020597.1
OG0005499	EWB00_004880	h1SMcT0021392.1
OG0005500	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2	h1SMcT0012220.1
OG0005502	EWB00_006676	h1SMcT0005357.1
OG0005503	EWB00_006189.2, EWB00_006189.1	h1SMcT0013867.1, h1SMcT0013867.2
OG0005505	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4	h1SMcT0006432.1
OG0005506	EWB00_004950	h1SMcT0017432.1, h1SMcT0017432.2, h1SMcT0017432.3
OG0005507	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3	h1SMcT0004236.1
OG0005508	EWB00_005628.1, EWB00_005628.2	h1SMcT0006627.1, h1SMcT0010553.1
OG0005509	EWB00_004765.1, EWB00_004765.2	h1SMcT0016419.1
OG0005510	EWB00_006702.1, EWB00_006702.2	h1SMcT0021834.1, h1SMcT0021834.2
OG0005511	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4	h1SMcT0018808.1, h1SMcT0018997.1
OG0005512	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4	h1SMcT0021450.1, h1SMcT0021450.2
OG0005513	EWB00_001940, EWB00_001941	h1SMcT0022285.1, h1SMcT0022285.2, h1SMcT0022285.3
OG0005514	EWB00_001131.1, EWB00_001131.2	h1SMcT0015819.1
OG0005515	EWB00_005157	h1SMcT0004918.1
OG0005517	EWB00_003962	h1SMcT0002906.1
OG0005519	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3	h1SMcT0019369.1, h1SMcT0019371.1
OG0005520	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3	h1SMcT0007962.1
OG0005522	EWB00_001761	h1SMcT0022313.1
OG0005523	EWB00_002621	h1SMcT0019034.1, h1SMcT0019034.2
OG0005524	EWB00_003841	h1SMcT0011813.1
OG0005525	EWB00_002236.1, EWB00_002236.2	h1SMcT0005456.1, h1SMcT0005456.2
OG0005526	EWB00_004389.1, EWB00_004389.2	h1SMcT0016565.1
OG0005530	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5	h1SMcT0002387.2
OG0005531	EWB00_003085.1, EWB00_003085.2	h1SMcT0015758.1, h1SMcT0022643.1
OG0005532	EWB00_009364.1, EWB00_009364.2	h1SMcT0013328.1
OG0005533	EWB00_003840.1, EWB00_003840.2	h1SMcT0005471.1, h1SMcT0005471.2, h1SMcT0005471.3
OG0005536	EWB00_004306	h1SMcT0004915.1
OG0005539	EWB00_005977.1, EWB00_005977.2	h1SMcT0012886.1
OG0005540	EWB00_003875.1, EWB00_003875.2	h1SMcT0012099.1, h1SMcT0012099.2
OG0005544	EWB00_007092	h1SMcT0020071.1, h1SMcT0020053.1, h1SMcT0020072.1, h1SMcT0020072.3, h1SMcT0020072.2
OG0005545	EWB00_004851	h1SMcT0017986.1, h1SMcT0017986.2
OG0005555	EWB00_002433	h1SMcT0006507.1, h1SMcT0006507.2, h1SMcT0006507.3, h1SMcT0006507.4
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	h1SMcT0018975.2, h1SMcT0018975.1, h1SMcT0018975.3
OG0005567	EWB00_002670	h1SMcT0016108.1
OG0005568	EWB00_007277.1, EWB00_007277.2	h1SMcT0019427.1, h1SMcT0019427.2
OG0005569	EWB00_006686	h1SMcT0017846.1
OG0005570	EWB00_005948.1, EWB00_005948.3	h1SMcT0005891.1, h1SMcT0005891.2
OG0005571	EWB00_002553	h1SMcT0002895.1, h1SMcT0002895.2
OG0005572	EWB00_005799.1, EWB00_005799.2	h1SMcT0013254.1
OG0005573	EWB00_009189	h1SMcT0001255.3, h1SMcT0001255.1, h1SMcT0001255.2
OG0005575	EWB00_006246	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1
OG0005576	EWB00_006242.1, EWB00_006242.2	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3
OG0005577	EWB00_011367, EWB00_011366	h1SMcT0002264.1, h1SMcT0002264.2
OG0005578	EWB00_002992	h1SMcT0008349.1
OG0005579	EWB00_009485, EWB00_009484	h1SMcT0001895.1, h1SMcT0001896.1
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	h1SMcT0014314.1
OG0005582	EWB00_002952	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1
OG0005583	EWB00_000620.1, EWB00_000620.2	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1
OG0005584	EWB00_002063.1, EWB00_002063.2	h1SMcT0006174.1
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	h1SMcT0020113.3
OG0005587	EWB00_007380.1, EWB00_007380.2	h1SMcT0016635.1, h1SMcT0016635.2
OG0005589	EWB00_000496	h1SMcT0013330.1, h1SMcT0013330.2
OG0005590	EWB00_006548	h1SMcT0013150.1
OG0005591	EWB00_010504	h1SMcT0013353.1, h1SMcT0013353.2
OG0005593	EWB00_007365.1, EWB00_007365.2	h1SMcT0001344.1
OG0005594	EWB00_003886	h1SMcT0011756.1
OG0005597	EWB00_002624	h1SMcT0015563.1
OG0005598	EWB00_011007	h1SMcT0010718.1
OG0005600	EWB00_010361	h1SMcT0009864.1
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	h1SMcT0011816.1, h1SMcT0011816.2
OG0005604	EWB00_006012	h1SMcT0011971.1
OG0005605	EWB00_004290	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3
OG0005606	EWB00_003342	h1SMcT0019319.1
OG0005607	EWB00_001953	h1SMcT0000423.1
OG0005608	EWB00_003989	h1SMcT0014511.1, h1SMcT0014511.2
OG0005609	EWB00_011115	h1SMcT0010262.1
OG0005612	EWB00_000792.1, EWB00_000792.2	h1SMcT0018378.1
OG0005613	EWB00_001200.1, EWB00_001200.2	h1SMcT0019960.1
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	h1SMcT0020599.1
OG0005615	EWB00_007932	h1SMcT0003423.1
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	h1SMcT0012507.1, h1SMcT0012507.2
OG0005623	EWB00_001171	h1SMcT0010905.1
OG0005624	EWB00_004198	h1SMcT0016258.1
OG0005625	EWB00_004199	h1SMcT0016999.1, h1SMcT0016999.2
OG0005627	EWB00_001532	h1SMcT0001543.1, h1SMcT0001543.2
OG0005628	EWB00_006184	h1SMcT0008811.1, h1SMcT0001742.1, h1SMcT0019269.1, h1SMcT0017650.1
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	h1SMcT0006562.1
OG0005632	EWB00_005850	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3
OG0005633	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3	h1SMcT0008735.1, h1SMcT0018433.1
OG0005634	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4
OG0005635	EWB00_008636	h1SMcT0002845.1, h1SMcT0021523.1
OG0005636	EWB00_009543	h1SMcT0003914.1, h1SMcT0013439.1
OG0005637	EWB00_007491	h1SMcT0011728.1
OG0005638	EWB00_002009	h1SMcT0014808.1
OG0005641	EWB00_008105	h1SMcT0018103.1, h1SMcT0018103.2
OG0005642	EWB00_003878	h1SMcT0014142.1
OG0005643	EWB00_006044.1, EWB00_006044.2	h1SMcT0004592.1
OG0005644	EWB00_011002.1, EWB00_011002.2	h1SMcT0021372.1
OG0005646	EWB00_001585	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2
OG0005647	EWB00_008377	h1SMcT0015520.1
OG0005651	EWB00_004111.1, EWB00_004111.2	h1SMcT0007916.1, h1SMcT0007916.2
OG0005652	EWB00_010738.1, EWB00_010738.2	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1
OG0005654	EWB00_004973	h1SMcT0022145.1
OG0005655	EWB00_002849	h1SMcT0018701.1, h1SMcT0018701.2
OG0005656	EWB00_000313.1, EWB00_000313.2	h1SMcT0019467.1
OG0005657	EWB00_005738.1, EWB00_005738.2	h1SMcT0014251.1
OG0005663	EWB00_008663	h1SMcT0011911.1, h1SMcT0011911.2
OG0005665	EWB00_010724	h1SMcT0010582.1
OG0005666	EWB00_001879, EWB00_001880	h1SMcT0007579.1
OG0005668	EWB00_000868.1, EWB00_000868.2	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3
OG0005670	EWB00_007289, EWB00_007291	h1SMcT0002444.1, h1SMcT0002444.2
OG0005671	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3	h1SMcT0020637.10
OG0005672	EWB00_006885	h1SMcT0001094.1, h1SMcT0001094.2
OG0005673	EWB00_006880.1, EWB00_006880.2	h1SMcT0020369.1, h1SMcT0020369.2
OG0005674	EWB00_003714	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2
OG0005675	EWB00_007804	h1SMcT0010891.1, h1SMcT0010891.2
OG0005676	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4	h1SMcT0012454.1
OG0005678	EWB00_003876.1, EWB00_003876.2	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3
OG0005679	EWB00_004459.1, EWB00_004459.2	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3
OG0005680	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3	h1SMcT0005349.1, h1SMcT0005349.2, h1SMcT0005353.1, h1SMcT0005353.2, h1SMcT0005353.3
OG0005684	EWB00_002994	h1SMcT0000972.1, h1SMcT0022546.1
OG0005686	EWB00_001863.1, EWB00_001863.2	h1SMcT0012749.1
OG0005687	EWB00_008872	h1SMcT0007350.1
OG0005689	EWB00_000952	h1SMcT0021421.1
OG0005691	EWB00_004770	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2
OG0005692	EWB00_006898	h1SMcT0004001.1
OG0005693	EWB00_007718	h1SMcT0015127.1
OG0005699	EWB00_006430.1, EWB00_006430.2	h1SMcT0014795.1
OG0005700	EWB00_007369	h1SMcT0010548.1, h1SMcT0010548.2
OG0005702	EWB00_000923	h1SMcT0011671.1
OG0005705	EWB00_006495	h1SMcT0000618.1, h1SMcT0007715.1
OG0005706	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6	h1SMcT0003456.1
OG0005707	EWB00_000931	h1SMcT0002601.1, h1SMcT0002601.2
OG0005708	EWB00_010340.1, EWB00_010340.2	h1SMcT0020930.1
OG0005709	EWB00_001084	h1SMcT0020353.1, h1SMcT0014115.1, h1SMcT0012885.1, h1SMcT0010123.1
OG0005710	EWB00_008163, EWB00_008162	h1SMcT0011282.1, h1SMcT0001250.1, h1SMcT0013039.1
OG0005714	EWB00_000335	h1SMcT0007188.1, h1SMcT0007188.2
OG0005715	EWB00_008225	h1SMcT0007688.1
OG0005716	EWB00_010604.1, EWB00_010604.2	h1SMcT0005338.1
OG0005717	EWB00_001183	h1SMcT0011593.1, h1SMcT0011593.2, h1SMcT0011593.3, h1SMcT0002181.1, h1SMcT0016049.1, h1SMcT0016049.2
OG0005718	EWB00_007603	h1SMcT0014604.2, h1SMcT0014604.5
OG0005719	EWB00_006865.1, EWB00_006865.2	h1SMcT0003628.1, h1SMcT0003628.2
OG0005720	EWB00_002629	h1SMcT0000612.1, h1SMcT0018319.2
OG0005722	EWB00_000583, EWB00_000582	h1SMcT0014204.4, h1SMcT0014204.3, h1SMcT0014204.1, h1SMcT0014204.2
OG0005723	EWB00_006388	h1SMcT0001399.2, h1SMcT0001399.4
OG0005727	EWB00_008552	h1SMcT0000585.1, h1SMcT0007001.1
OG0005728	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893	h1SMcT0004342.1, h1SMcT0004342.2
OG0005729	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3	h1SMcT0017806.1
OG0005730	EWB00_003035	h1SMcT0014148.1
OG0005732	EWB00_010887	h1SMcT0021800.1
OG0005733	EWB00_001136	h1SMcT0003911.2
OG0005735	EWB00_004958.1, EWB00_004958.2	h1SMcT0000424.1
OG0005736	EWB00_001619	h1SMcT0020658.1
OG0005738	EWB00_009564	h1SMcT0006393.1, h1SMcT0006393.2
OG0005739	EWB00_006034	h1SMcT0018357.1
OG0005740	EWB00_002267	h1SMcT0009826.1, h1SMcT0012751.1
OG0005741	EWB00_005290.1, EWB00_005290.2	h1SMcT0012924.1, h1SMcT0012924.2
OG0005742	EWB00_002912	h1SMcT0020663.1, h1SMcT0020663.2
OG0005744	EWB00_003114	h1SMcT0004872.1
OG0005745	EWB00_007126	h1SMcT0021028.1, h1SMcT0018082.4, h1SMcT0018082.1, h1SMcT0018082.2, h1SMcT0018082.3, h1SMcT0018082.5
OG0005746	EWB00_009120.3, EWB00_009120.1, EWB00_009120.2	h1SMcT0020349.1, h1SMcT0020349.2
OG0005747	EWB00_004890	h1SMcT0000224.1
OG0005749	EWB00_006571, EWB00_006572	h1SMcT0011535.1
OG0005751	EWB00_003426.1, EWB00_003426.2	h1SMcT0012124.1, h1SMcT0012124.2
OG0005753	EWB00_007485, EWB00_007487	h1SMcT0013806.1
OG0005755	EWB00_004215	h1SMcT0002348.1
OG0005756	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1	h1SMcT0002477.1
OG0005757	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4	h1SMcT0017397.1
OG0005760	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3	h1SMcT0000501.1
OG0005761	EWB00_002866	h1SMcT0007414.1
OG0005763	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4	h1SMcT0004697.3, h1SMcT0004697.1, h1SMcT0004697.2
OG0005765	EWB00_003318	h1SMcT0003670.1
OG0005766	EWB00_009603	h1SMcT0020810.1, h1SMcT0005728.1, h1SMcT0009010.1
OG0005767	EWB00_009611	h1SMcT0016324.1, h1SMcT0016325.1
OG0005768	EWB00_011208	h1SMcT0011318.1, h1SMcT0011318.2
OG0005769	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2	h1SMcT0013875.2, h1SMcT0016896.1, h1SMcT0016896.2
OG0005770	EWB00_010366	h1SMcT0004176.4, h1SMcT0004176.2, h1SMcT0004176.1, h1SMcT0004176.3, h1SMcT0018086.1
OG0005771	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2	h1SMcT0012041.1
OG0005772	EWB00_008944	h1SMcT0003686.1
OG0005776	EWB00_008042	h1SMcT0012535.1, h1SMcT0021036.1
OG0005777	EWB00_002820	h1SMcT0011122.1, h1SMcT0011122.2
OG0005778	EWB00_006271	h1SMcT0008210.1, h1SMcT0008211.1
OG0005780	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3	h1SMcT0001051.1
OG0005781	EWB00_006926.1, EWB00_006926.2	h1SMcT0008417.1
OG0005782	EWB00_000012	h1SMcT0013430.1
OG0005784	EWB00_006719	h1SMcT0014160.1
OG0005786	EWB00_009439	h1SMcT0004794.1
OG0005787	EWB00_010221.1, EWB00_010221.2	h1SMcT0006179.4, h1SMcT0006179.1, h1SMcT0006179.2, h1SMcT0006179.3
OG0005788	EWB00_000689	h1SMcT0003460.2, h1SMcT0003460.1, h1SMcT0003460.3
OG0005789	EWB00_007217	h1SMcT0019762.1, h1SMcT0019762.2
OG0005790	EWB00_007918, EWB00_007919	h1SMcT0013844.1
OG0005792	EWB00_009079	h1SMcT0014690.1
OG0005793	EWB00_005680	h1SMcT0003583.1, h1SMcT0003583.2, h1SMcT0003545.1, h1SMcT0003582.1
OG0005794	EWB00_004837.1, EWB00_004837.2, EWB00_004837.3	h1SMcT0004830.1
OG0005795	EWB00_003758	h1SMcT0014299.1
OG0005797	EWB00_005849	h1SMcT0011819.1
OG0005799	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3	h1SMcT0010879.1, h1SMcT0010879.2
OG0005800	EWB00_001662, EWB00_001663	h1SMcT0011984.1
OG0005801	EWB00_006462	h1SMcT0013725.3, h1SMcT0013725.2, h1SMcT0013725.1
OG0005802	EWB00_011045	h1SMcT0014692.1
OG0005803	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4	h1SMcT0002664.1, h1SMcT0015972.1
OG0005804	EWB00_005099	h1SMcT0009489.1, h1SMcT0009153.1, h1SMcT0011196.1, h1SMcT0014872.1, h1SMcT0013959.1, h1SMcT0008057.1, h1SMcT0007698.1
OG0005805	EWB00_006122	h1SMcT0013390.1
OG0005806	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4	h1SMcT0001761.1, h1SMcT0001761.2
OG0005807	EWB00_007488	h1SMcT0003188.1
OG0005808	EWB00_006175	h1SMcT0019827.1, h1SMcT0020779.1
OG0005809	EWB00_000640	h1SMcT0010358.1
OG0005810	EWB00_007509.1, EWB00_007509.2	h1SMcT0009909.1
