Orthogroup	schistosoma_japonicum	schistosoma_intercalatum
OG0005518	EWB00_004104.3, EWB00_004104.4, EWB00_004104.1, EWB00_004104.2	SINT1_26110.1
OG0005519	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3	SINT1_35310.1
OG0005520	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3	SINT1_61050.1, SINT1_61050.2
OG0005522	EWB00_001761	SINT1_34060.1
OG0005523	EWB00_002621	SINT1_82290.1
OG0005524	EWB00_003841	SINT1_1680.1
OG0005525	EWB00_002236.1, EWB00_002236.2	SINT1_58180.1, SINT1_58180.2
OG0005526	EWB00_004389.1, EWB00_004389.2	SINT1_38380.1, SINT1_38380.2
OG0005527	EWB00_007072.1, EWB00_007072.2	SINT1_23770.1
OG0005530	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5	SINT1_12420.1
OG0005531	EWB00_003085.1, EWB00_003085.2	SINT1_8790.1
OG0005532	EWB00_009364.1, EWB00_009364.2	SINT1_14620.1
OG0005533	EWB00_003840.1, EWB00_003840.2	SINT1_1670.1, SINT1_1670.2
OG0005535	EWB00_002540.1, EWB00_002540.2	SINT1_46590.1
OG0005536	EWB00_004306	SINT1_36310.1
OG0005537	EWB00_001586.1, EWB00_001586.2, EWB00_001586.3	SINT1_41110.1
OG0005539	EWB00_005977.1, EWB00_005977.2	SINT1_30410.2, SINT1_30410.3, SINT1_30410.1
OG0005540	EWB00_003875.1, EWB00_003875.2	SINT1_59430.1
OG0005544	EWB00_007092	SINT1_23520.1, SINT1_23520.2, SINT1_23520.3
OG0005545	EWB00_004851	SINT1_4280.1, SINT1_4280.2
OG0005546	EWB00_008472, EWB00_008473	SINT1_10380.1, SINT1_10380.2
OG0005547	EWB00_004390	SINT1_38370.3, SINT1_38370.1, SINT1_38370.2
OG0005548	EWB00_008602	SINT1_83920.2, SINT1_83920.1
OG0005549	EWB00_004412	SINT1_50380.1
OG0005550	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1	SINT1_53060.1
OG0005551	EWB00_002735.1, EWB00_002735.2	SINT1_70540.1, SINT1_70540.2
OG0005553	EWB00_008283.1, EWB00_008283.2	SINT1_44800.1, SINT1_44800.2
OG0005554	EWB00_002441.1, EWB00_002441.2	SINT1_16710.1
OG0005555	EWB00_002433	SINT1_21940.1
OG0005566	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2	SINT1_74770.1
OG0005567	EWB00_002670	SINT1_13600.1
OG0005568	EWB00_007277.1, EWB00_007277.2	SINT1_75680.1
OG0005569	EWB00_006686	SINT1_94040.2, SINT1_94040.1, SINT1_94040.3
OG0005570	EWB00_005948.1, EWB00_005948.3	SINT1_32610.1
OG0005571	EWB00_002553	SINT1_46760.1
OG0005572	EWB00_005799.1, EWB00_005799.2	SINT1_66640.1
OG0005573	EWB00_009189	SINT1_9830.1
OG0005574	EWB00_005297	SINT1_84940.1, SINT1_84940.2
OG0005575	EWB00_006246	SINT1_67240.1
OG0005576	EWB00_006242.1, EWB00_006242.2	SINT1_67210.1
OG0005577	EWB00_011367, EWB00_011366	SINT1_84580.1
OG0005578	EWB00_002992	SINT1_49250.1
OG0005579	EWB00_009485, EWB00_009484	SINT1_10650.1
OG0005580	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3	SINT1_51110.1
OG0005581	EWB00_006019	SINT1_30000.1, SINT1_30000.2, SINT1_30000.3
OG0005582	EWB00_002952	SINT1_33180.1
OG0005583	EWB00_000620.1, EWB00_000620.2	SINT1_84850.1
OG0005584	EWB00_002063.1, EWB00_002063.2	SINT1_92550.1
OG0005585	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2	SINT1_93620.1
OG0005586	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4	SINT1_93610.1
OG0005587	EWB00_007380.1, EWB00_007380.2	SINT1_76830.1
OG0005589	EWB00_000496	SINT1_58980.1
OG0005590	EWB00_006548	SINT1_17830.1
OG0005591	EWB00_010504	SINT1_64870.1
OG0005592	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2	SINT1_52750.1
OG0005593	EWB00_007365.1, EWB00_007365.2	SINT1_70810.1
OG0005594	EWB00_003886	SINT1_68860.2, SINT1_68860.1
OG0005595	EWB00_009182	SINT1_61990.1
OG0005596	EWB00_003983.1, EWB00_003983.2	SINT1_65920.1
OG0005597	EWB00_002624	SINT1_82300.1
OG0005598	EWB00_011007	SINT1_75400.1, SINT1_75400.2
OG0005599	EWB00_000742.1, EWB00_000742.2	SINT1_54580.1, SINT1_54580.2, SINT1_54580.3
OG0005600	EWB00_010361	SINT1_19640.1
OG0005601	EWB00_007554	SINT1_22990.1
OG0005602	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3	SINT1_22880.1
OG0005603	EWB00_004710, EWB00_004708, EWB00_004709	SINT1_63980.1
OG0005604	EWB00_006012	SINT1_30080.1
OG0005605	EWB00_004290	SINT1_36150.1
OG0005606	EWB00_003342	SINT1_78590.1
OG0005607	EWB00_001953	SINT1_88010.1
OG0005608	EWB00_003989	SINT1_65840.1
OG0005609	EWB00_011115	SINT1_61000.1
OG0005610	EWB00_007191	SINT1_2080.1
OG0005611	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3	SINT1_89800.1
OG0005612	EWB00_000792.1, EWB00_000792.2	SINT1_92060.1
OG0005613	EWB00_001200.1, EWB00_001200.2	SINT1_53960.1
OG0005614	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3	SINT1_28570.1
OG0005615	EWB00_007932	SINT1_29240.1
OG0005616	EWB00_007933.1, EWB00_007933.2	SINT1_29230.1
OG0005617	EWB00_009527.1, EWB00_009527.2	SINT1_38950.1, SINT1_38950.2
OG0005618	EWB00_006470.1, EWB00_006470.2	SINT1_49840.1
OG0005619	EWB00_004439.1, EWB00_004439.2	SINT1_50180.1
OG0005620	EWB00_011388.1, EWB00_011388.4	SINT1_87680.1
OG0005621	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3	SINT1_85920.1
OG0005622	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3	SINT1_440.1
OG0005623	EWB00_001171	SINT1_74100.1
OG0005624	EWB00_004198	SINT1_11540.1
OG0005625	EWB00_004199	SINT1_11550.1, SINT1_11550.2
OG0005626	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3	SINT1_43810.1, SINT1_43810.2
OG0005627	EWB00_001532	SINT1_23290.1
OG0005628	EWB00_006184	SINT1_39300.1
OG0005629	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4	SINT1_31980.1
OG0005630	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3	SINT1_83540.1, SINT1_83540.2, SINT1_83540.3
OG0005631	EWB00_009274	SINT1_54950.1
OG0005632	EWB00_005850	SINT1_93590.1
OG0005633	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3	SINT1_10780.1
OG0005634	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3	SINT1_22910.1
OG0005635	EWB00_008636	SINT1_3010.1, SINT1_3010.2
OG0005636	EWB00_009543	SINT1_38700.1, SINT1_38700.2, SINT1_38700.3
OG0005637	EWB00_007491	SINT1_78910.1
OG0005640	EWB00_001081	SINT1_27710.1
OG0005641	EWB00_008105	SINT1_72510.1
OG0005642	EWB00_003878	SINT1_94590.1
OG0005643	EWB00_006044.1, EWB00_006044.2	SINT1_29750.1
OG0005644	EWB00_011002.1, EWB00_011002.2	SINT1_75340.1, SINT1_75340.2, SINT1_75340.3
OG0005645	EWB00_011247	SINT1_58630.1, SINT1_58630.2
OG0005646	EWB00_001585	SINT1_41090.1
OG0005647	EWB00_008377	SINT1_55610.1
OG0005648	EWB00_003932	SINT1_40160.1
OG0005649	EWB00_004418	SINT1_50340.1
OG0005650	EWB00_008716	SINT1_64250.1
OG0005651	EWB00_004111.1, EWB00_004111.2	SINT1_65610.1
OG0005653	EWB00_005515.1, EWB00_005515.2	SINT1_92190.1
OG0005654	EWB00_004973	SINT1_71780.1
OG0005655	EWB00_002849	SINT1_27360.1
OG0005656	EWB00_000313.1, EWB00_000313.2	SINT1_86390.1
OG0005657	EWB00_005738.1, EWB00_005738.2	SINT1_12290.1
OG0005659	EWB00_000083	SINT1_17050.1
OG0005660	EWB00_002778, EWB00_002779	SINT1_71030.1
OG0005661	EWB00_008536	SINT1_6920.1
OG0005662	EWB00_001806.1, EWB00_001806.2	SINT1_43270.1, SINT1_43270.2
OG0005663	EWB00_008663	SINT1_8670.1
OG0005664	EWB00_004233	SINT1_25340.1
OG0005665	EWB00_010724	SINT1_48170.1, SINT1_48170.3, SINT1_48170.2
OG0005666	EWB00_001879, EWB00_001880	SINT1_88550.1
OG0005668	EWB00_000868.1, EWB00_000868.2	SINT1_3530.1
OG0005669	EWB00_000885	SINT1_55740.1, SINT1_55740.2, SINT1_55740.3
OG0005670	EWB00_007289, EWB00_007291	SINT1_83020.1
OG0005671	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3	SINT1_12260.1
OG0005672	EWB00_006885	SINT1_47340.1
OG0005673	EWB00_006880.1, EWB00_006880.2	SINT1_47400.1
OG0005674	EWB00_003714	SINT1_26270.1, SINT1_26260.1
OG0005675	EWB00_007804	SINT1_40730.1
OG0005676	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4	SINT1_52410.1
OG0005677	EWB00_010838	SINT1_5910.1, SINT1_5910.2, SINT1_5910.3
OG0005678	EWB00_003876.1, EWB00_003876.2	SINT1_59440.1
OG0005679	EWB00_004459.1, EWB00_004459.2	SINT1_87010.1
OG0005680	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3	SINT1_68410.1
OG0005681	EWB00_010059	SINT1_68430.1
OG0005682	EWB00_002575	SINT1_31690.1
OG0005683	EWB00_004251.1, EWB00_004251.2	SINT1_35830.1
OG0005684	EWB00_002994	SINT1_49220.1
OG0005686	EWB00_001863.1, EWB00_001863.2	SINT1_88630.1
OG0005687	EWB00_008872	SINT1_65360.1
OG0005688	EWB00_010237	SINT1_570.1
OG0005689	EWB00_000952	SINT1_70030.1
OG0005690	EWB00_010626.1, EWB00_010626.2	SINT1_52620.1
OG0005691	EWB00_004770	SINT1_92330.1, SINT1_92330.2
OG0005692	EWB00_006898	SINT1_47230.1
OG0005693	EWB00_007718	SINT1_1190.1
OG0005694	EWB00_008756, EWB00_008752, EWB00_008754	SINT1_49130.1
OG0005695	EWB00_002987, EWB00_002988	SINT1_49280.1
OG0005696	EWB00_007658	SINT1_41370.1
OG0005697	EWB00_005450	SINT1_18550.1
OG0005698	EWB00_001597, EWB00_001596	SINT1_69010.1
OG0005699	EWB00_006430.1, EWB00_006430.2	SINT1_21000.1
OG0005700	EWB00_007369	SINT1_70780.1
OG0005701	EWB00_011231	SINT1_57270.1
OG0005702	EWB00_000923	SINT1_64700.1
OG0005703	EWB00_003398	SINT1_34560.1
OG0005704	EWB00_007979	SINT1_40870.2, SINT1_40870.1
OG0005705	EWB00_006495	SINT1_53830.1
OG0005706	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6	SINT1_55820.1
OG0005707	EWB00_000931	SINT1_64770.1
OG0005708	EWB00_010340.1, EWB00_010340.2	SINT1_20270.1
OG0005709	EWB00_001084	SINT1_27740.1
OG0005710	EWB00_008163, EWB00_008162	SINT1_34830.1
OG0005711	EWB00_007626	SINT1_16770.1, SINT1_16770.2
OG0005712	EWB00_005067	SINT1_87930.1
OG0005713	EWB00_004107	SINT1_65660.1
OG0005714	EWB00_000335	SINT1_89290.1
OG0005715	EWB00_008225	SINT1_73460.1
OG0005716	EWB00_010604.1, EWB00_010604.2	SINT1_50820.1, SINT1_50820.2
OG0005717	EWB00_001183	SINT1_74170.1
OG0005718	EWB00_007603	SINT1_49560.1, SINT1_49560.2, SINT1_49560.3
OG0005719	EWB00_006865.1, EWB00_006865.2	SINT1_35730.1
OG0005720	EWB00_002629	SINT1_82390.1
OG0005722	EWB00_000583, EWB00_000582	SINT1_91510.1
OG0005723	EWB00_006388	SINT1_42920.1
OG0005725	EWB00_001665	SINT1_82020.1, SINT1_82020.2
OG0005726	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1	SINT1_52970.1
OG0005727	EWB00_008552	SINT1_68110.1, SINT1_68110.2
OG0005728	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893	SINT1_86340.1
OG0005729	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3	SINT1_64390.1
OG0005730	EWB00_003035	SINT1_92610.1
OG0005731	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2	SINT1_80400.1
OG0005732	EWB00_010887	SINT1_27490.1
OG0005733	EWB00_001136	SINT1_24290.1
OG0005734	EWB00_008256	SINT1_43490.1
OG0005735	EWB00_004958.1, EWB00_004958.2	SINT1_90650.1
OG0005736	EWB00_001619	SINT1_69180.1
OG0005737	EWB00_010412	SINT1_63280.1
OG0005738	EWB00_009564	SINT1_4810.1
OG0005739	EWB00_006034	SINT1_95030.1
OG0005740	EWB00_002267	SINT1_78390.1
OG0005741	EWB00_005290.1, EWB00_005290.2	SINT1_84990.1
OG0005742	EWB00_002912	SINT1_33520.1
OG0005743	EWB00_002471	SINT1_16460.1
OG0005744	EWB00_003114	SINT1_16210.1
OG0005745	EWB00_007126	SINT1_62890.1
OG0005746	EWB00_009120.1, EWB00_009120.2	SINT1_29340.2
OG0005747	EWB00_004890	SINT1_44930.1
OG0005748	EWB00_000613	SINT1_84770.1
OG0005749	EWB00_006571, EWB00_006572	SINT1_59610.1, SINT1_59490.1
OG0005750	EWB00_009976	SINT1_94280.1, SINT1_94280.2
OG0005751	EWB00_003426.1, EWB00_003426.2	SINT1_34290.1, SINT1_34290.3, SINT1_34290.2
OG0005752	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3	SINT1_24680.1
OG0005753	EWB00_007485, EWB00_007487	SINT1_78940.1
OG0005754	EWB00_000723	SINT1_86230.1
OG0005755	EWB00_004215	SINT1_25160.1
OG0005756	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1	SINT1_27770.1
OG0005757	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4	SINT1_73250.1
OG0005758	EWB00_002784	SINT1_70970.1
OG0005759	EWB00_006950.1, EWB00_006950.2	SINT1_28050.1, SINT1_28070.1
OG0005760	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3	SINT1_48090.1, SINT1_48090.2
OG0005762	EWB00_001165.1, EWB00_001165.2	SINT1_61460.1
OG0005763	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4	SINT1_90160.1
OG0005764	EWB00_000906	SINT1_64560.1
OG0005765	EWB00_003318	SINT1_25890.1
OG0005766	EWB00_009603	SINT1_83510.1
OG0005767	EWB00_009611	SINT1_79370.1
OG0005768	EWB00_011208	SINT1_32100.1
OG0005769	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2	SINT1_14140.1
OG0005770	EWB00_010366	SINT1_41150.1
OG0005771	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2	SINT1_52900.1
OG0005772	EWB00_008944	SINT1_80570.2, SINT1_80570.1
OG0005773	EWB00_009433	SINT1_68910.1
OG0005774	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4	SINT1_65530.1
OG0005775	EWB00_002789, EWB00_002788	SINT1_42260.1
OG0005776	EWB00_008042	SINT1_85520.1
OG0005777	EWB00_002820	SINT1_42530.3, SINT1_42530.2, SINT1_42530.4, SINT1_42530.1, SINT1_42540.1
OG0005778	EWB00_006271	SINT1_67500.1
OG0005779	EWB00_005595, EWB00_010541	SINT1_67990.1
OG0005780	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3	SINT1_91630.1, SINT1_91630.2
OG0005781	EWB00_006926.1, EWB00_006926.2	SINT1_85620.1
OG0005782	EWB00_000012	SINT1_44320.1
OG0005783	EWB00_001068.1, EWB00_001068.2	SINT1_87130.1
OG0005784	EWB00_006719	SINT1_89770.1
OG0005785	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4	SINT1_12180.1
OG0005786	EWB00_009439	SINT1_14280.3, SINT1_14280.2, SINT1_14280.1
OG0005787	EWB00_010221.1, EWB00_010221.2	SINT1_740.1
OG0005788	EWB00_000689	SINT1_12390.1
OG0005789	EWB00_007217	SINT1_51370.1
OG0005790	EWB00_007918, EWB00_007919	SINT1_69590.1
OG0005791	EWB00_000992	SINT1_44570.1
OG0005792	EWB00_009079	SINT1_3570.1
OG0005793	EWB00_005680	SINT1_6710.1
OG0005794	EWB00_004837.2, EWB00_004837.3	SINT1_4130.1
OG0005795	EWB00_003758	SINT1_94170.1
OG0005796	EWB00_006336, EWB00_006337	SINT1_5010.1
OG0005797	EWB00_005849	SINT1_93600.1, SINT1_93600.3, SINT1_93600.2
OG0005798	EWB00_002726	SINT1_70460.1
OG0005799	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3	SINT1_20760.1
OG0005800	EWB00_001662, EWB00_001663	SINT1_82040.1
OG0005801	EWB00_006462	SINT1_15470.1
OG0005802	EWB00_011045	SINT1_74870.1
OG0005803	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4	SINT1_57830.1
OG0005804	EWB00_005099	SINT1_91020.1
OG0005805	EWB00_006122	SINT1_69240.1
OG0005806	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4	SINT1_80950.1
OG0005807	EWB00_007488	SINT1_78920.1
OG0005808	EWB00_006175	SINT1_39370.1
OG0005809	EWB00_000640	SINT1_29020.1
OG0005810	EWB00_007509.1, EWB00_007509.2	SINT1_85990.1
OG0005811	EWB00_010015	SINT1_13310.1
OG0005812	EWB00_003956	SINT1_39930.1
OG0005813	EWB00_002763	SINT1_71130.1
OG0005814	EWB00_009372.1, EWB00_009372.2	SINT1_14700.1
OG0005815	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3	SINT1_64840.1, SINT1_64840.2
OG0005816	EWB00_002679	SINT1_13500.1
OG0005817	EWB00_004128.2	SINT1_30920.1
OG0005818	EWB00_001888	SINT1_88460.1
OG0005819	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5	SINT1_52670.1
OG0005820	EWB00_003331.1, EWB00_003331.2	SINT1_62400.1
OG0005821	EWB00_006684	SINT1_94060.1
OG0005822	EWB00_001074	SINT1_27800.2, SINT1_27800.1, SINT1_27800.3
OG0005823	EWB00_003917	SINT1_40300.1, SINT1_40300.2
OG0005824	EWB00_005013.1, EWB00_005013.2	SINT1_26980.2, SINT1_26980.1
OG0005825	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3	SINT1_28280.1
OG0005827	EWB00_000184	SINT1_46040.1
OG0005828	EWB00_001939	SINT1_88130.1
OG0005829	EWB00_000517	SINT1_58820.1
OG0005830	EWB00_010040	SINT1_68220.1
OG0005831	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3	SINT1_47670.1, SINT1_47670.2
OG0005832	EWB00_004321.1	SINT1_36460.1
OG0005833	EWB00_009085	SINT1_4740.1
OG0005834	EWB00_008404	SINT1_82610.1
OG0005835	EWB00_007120, EWB00_007121	SINT1_62930.1
OG0005836	EWB00_007284	SINT1_81880.1
OG0005837	EWB00_004965.2, EWB00_004965.1	SINT1_90550.1
OG0005838	EWB00_005659	SINT1_54190.1, SINT1_780.1
OG0005839	EWB00_001697	SINT1_1890.1, SINT1_26020.1
OG0005840	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5	SINT1_84690.1
OG0005841	EWB00_003703	SINT1_14170.1
OG0005842	EWB00_008420	SINT1_50590.1
OG0005843	EWB00_006131	SINT1_21210.1
OG0005844	EWB00_008951	SINT1_12090.1
OG0005845	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7	SINT1_91600.1
OG0005846	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2	SINT1_34400.1
OG0005847	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3	SINT1_94640.1
OG0005848	EWB00_010672	SINT1_52990.2, SINT1_52990.1
OG0005849	EWB00_006674	SINT1_94690.1
OG0005851	EWB00_005135.1, EWB00_005135.2	SINT1_56510.1
OG0005852	EWB00_005985	SINT1_30380.1, SINT1_30380.2
OG0005853	EWB00_010989.1, EWB00_010989.2	SINT1_96720.1, SINT1_75240.1, SINT1_96730.1
OG0005854	EWB00_001250.1, EWB00_001250.2	SINT1_77510.1
OG0005855	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3	SINT1_37550.2, SINT1_37550.1
OG0005856	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4	SINT1_84650.1
OG0005857	EWB00_009840	SINT1_66360.1
OG0005859	EWB00_000057.1	SINT1_17360.1
OG0005859	EWB00_000057.2	SINT1_17360.1
OG0005860	EWB00_004979	SINT1_71740.1
OG0005861	EWB00_001808.1, EWB00_001808.2	SINT1_43250.1
OG0005862	EWB00_002819.1, EWB00_002819.2	SINT1_42550.1, SINT1_42550.2
OG0005863	EWB00_010715.1, EWB00_010715.2, EWB00_010715.3	SINT1_48260.1
OG0005864	EWB00_002394	SINT1_34520.1
OG0005865	EWB00_003515	SINT1_21600.1
OG0005866	EWB00_002758	SINT1_71170.1, SINT1_71170.2
OG0005867	EWB00_003305.1, EWB00_003305.2, EWB00_003305.3	SINT1_28640.1, SINT1_28640.2
OG0005868	EWB00_006685.1, EWB00_006685.2, EWB00_006685.3	SINT1_94050.1
OG0005869	EWB00_008769.1, EWB00_008769.3, EWB00_008769.2	SINT1_91360.1
OG0005870	EWB00_006988.1, EWB00_006988.2	SINT1_24350.1, SINT1_24350.2
OG0005871	EWB00_001233	SINT1_77370.2, SINT1_77370.3, SINT1_77370.1
OG0005872	EWB00_002079.1, EWB00_002079.2	SINT1_46960.1
OG0005873	EWB00_004985	SINT1_71700.1
OG0005874	EWB00_003982	SINT1_65940.1
OG0005875	EWB00_003958.2, EWB00_003958.1, EWB00_007133, EWB00_007140	SINT1_62760.1, SINT1_62760.2
OG0005876	EWB00_005784	SINT1_66830.1
OG0005877	EWB00_003361.1, EWB00_003361.2, EWB00_003361.3, EWB00_003361.4	SINT1_27910.1
OG0005878	EWB00_002963.1, EWB00_002963.2	SINT1_41840.1, SINT1_41840.2, SINT1_41840.3, SINT1_41840.4
OG0005879	EWB00_009253	SINT1_43640.1
OG0005880	EWB00_005604.5, EWB00_005604.4, EWB00_005604.7, EWB00_005604.1, EWB00_005604.2, EWB00_005604.6, EWB00_005604.3	SINT1_37080.1, SINT1_37080.2
OG0005881	EWB00_010279.3, EWB00_010279.5, EWB00_010279.1, EWB00_010279.2, EWB00_010279.4	SINT1_95610.1, SINT1_15890.1
OG0005883	EWB00_010742, EWB00_010743, EWB00_010740, EWB00_010741	SINT1_47990.1
OG0005892	EWB00_001307.1, EWB00_001307.2	SINT1_37440.1
OG0005894	EWB00_004191	SINT1_11480.1
OG0005895	EWB00_005510	SINT1_92160.1
OG0005896	EWB00_007974, EWB00_007973	SINT1_40800.1
OG0005897	EWB00_000785	SINT1_91990.1
OG0005898	EWB00_010855	SINT1_43760.1
OG0005899	EWB00_000789	SINT1_92020.1
OG0005900	EWB00_004618.1, EWB00_004618.3, EWB00_004618.2	SINT1_31480.1
OG0005901	EWB00_003871	SINT1_59390.1
OG0005902	EWB00_002094	SINT1_7740.1
OG0005904	EWB00_007077	SINT1_23810.1
OG0005905	EWB00_006244	SINT1_67220.1
OG0005906	EWB00_010916	SINT1_72800.1
OG0005907	EWB00_007652.1, EWB00_007652.2	SINT1_41430.1
OG0005908	EWB00_004591	SINT1_39690.1, SINT1_39690.2
OG0005909	EWB00_004205	SINT1_14440.1, SINT1_14440.2
OG0005910	EWB00_010977	SINT1_75140.1
OG0005911	EWB00_001454, EWB00_001455	SINT1_93460.1
OG0005912	EWB00_001428	SINT1_93290.1, SINT1_93290.2
OG0005913	EWB00_011392.2, EWB00_011392.1, EWB00_011392.3	SINT1_87640.1
OG0005914	EWB00_009105	SINT1_74790.1
OG0005916	EWB00_001065	SINT1_18910.1, SINT1_18910.2
OG0005917	EWB00_010503	SINT1_64880.1, SINT1_64880.3, SINT1_64880.2
OG0005918	EWB00_002923.1, EWB00_002923.2, EWB00_002923.3, EWB00_002923.5, EWB00_002923.4	SINT1_33410.1
OG0005919	EWB00_008562	SINT1_22580.1, SINT1_22560.1
OG0005920	EWB00_007583.1, EWB00_007583.2	SINT1_2780.1
OG0005921	EWB00_010098	SINT1_68730.1
OG0005922	EWB00_010786.1, EWB00_010786.2	SINT1_21670.1
OG0005923	EWB00_003425.2, EWB00_010825, EWB00_003425.1	SINT1_29370.1
OG0005924	EWB00_002459	SINT1_16560.1
OG0005925	EWB00_007912.1, EWB00_007912.3, EWB00_007912.2	SINT1_69560.1
OG0005926	EWB00_004025	SINT1_61560.1
OG0005927	EWB00_005052.2, EWB00_005052.1	SINT1_26570.1
OG0005928	EWB00_008938.1, EWB00_008938.2	SINT1_67760.1, SINT1_67760.2
OG0005929	EWB00_011139	SINT1_61170.1
OG0005930	EWB00_003345	SINT1_78610.1
OG0005931	EWB00_006608.3, EWB00_006608.1, EWB00_006608.2	SINT1_71950.1, SINT1_71950.2
OG0005932	EWB00_007193, EWB00_007192	SINT1_2090.1
OG0005934	EWB00_002519	SINT1_20450.1
OG0005935	EWB00_007845	SINT1_32130.1
OG0005936	EWB00_011124.1, EWB00_011124.2	SINT1_61040.1, SINT1_61040.2
OG0005937	EWB00_004946	SINT1_87840.1
OG0005938	EWB00_006593	SINT1_71830.1
OG0005940	EWB00_010885	SINT1_27530.1, SINT1_27530.2
OG0005941	EWB00_011194.1, EWB00_011194.2, EWB00_011194.3	SINT1_92770.1
OG0005942	EWB00_007031	SINT1_81620.1
OG0005943	EWB00_010868, EWB00_004173.2, EWB00_004173.1	SINT1_14850.1
OG0005944	EWB00_006565	SINT1_59700.1
OG0005945	EWB00_007587.2, EWB00_007587.1	SINT1_2730.1
OG0005947	EWB00_003705	SINT1_14190.1
OG0005948	EWB00_001464	SINT1_35180.1
OG0005949	EWB00_008464.2, EWB00_008464.3, EWB00_008464.1, EWB00_008464.4	SINT1_10440.1
OG0005950	EWB00_005361	SINT1_49920.1
OG0005951	EWB00_008981	SINT1_6360.1
OG0005952	EWB00_008478	SINT1_81130.1
OG0005953	EWB00_008918.1, EWB00_008918.2	SINT1_67970.1, SINT1_67970.2
OG0005954	EWB00_002486.3, EWB00_002486.1, EWB00_002486.2	SINT1_20700.1
OG0005955	EWB00_006718	SINT1_89780.1
OG0005956	EWB00_006071	SINT1_30560.1
OG0005957	EWB00_002855	SINT1_24110.1
OG0005958	EWB00_009113.1, EWB00_009113.2	SINT1_73180.1
OG0005959	EWB00_006190.2, EWB00_006190.4, EWB00_006190.1, EWB00_006190.3	SINT1_39260.1
OG0005960	EWB00_008606	SINT1_83900.1, SINT1_83900.2
OG0005961	EWB00_008923	SINT1_67890.1
OG0005962	EWB00_009426	SINT1_91080.1, SINT1_91080.2
OG0005963	EWB00_007730	SINT1_62100.1, SINT1_62100.2
OG0005964	EWB00_007851	SINT1_32190.1, SINT1_32190.2
OG0005965	EWB00_006441	SINT1_20890.1, SINT1_20890.2
OG0005966	EWB00_007526	SINT1_85960.1
