Orthogroup	schistosoma_turkestanicum	schistosoma_japonicum
OG0006322	STRK1_25670.1	EWB00_008387
OG0006323	STRK1_35250.1	EWB00_001757
OG0006324	STRK1_18660.3	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4
OG0006325	STRK1_3390.1	EWB00_002042.1, EWB00_002042.2
OG0006326	STRK1_92580.1	EWB00_009983
OG0006327	STRK1_99500.1, STRK1_100820.1	EWB00_005247
OG0006328	STRK1_55680.1, STRK1_55690.1	EWB00_005173
OG0006329	STRK1_64790.1	EWB00_009847.1, EWB00_009847.2
OG0006330	STRK1_85180.1	EWB00_000332
OG0006331	STRK1_57530.1	EWB00_003856.1, EWB00_003856.2
OG0006333	STRK1_58210.1, STRK1_58210.2	EWB00_007966
OG0006334	STRK1_80560.1	EWB00_008782, EWB00_008784, EWB00_008785
OG0006335	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1	EWB00_001435.1, EWB00_001435.2
OG0006336	STRK1_110960.1, STRK1_101040.1	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298
OG0006337	STRK1_2840.1	EWB00_004817.1, EWB00_004817.2
OG0006339	STRK1_36250.1	EWB00_006850
OG0006340	STRK1_40220.1	EWB00_009202
OG0006341	STRK1_46130.1	EWB00_007761
OG0006342	STRK1_81490.1, STRK1_81490.2	EWB00_007305
OG0006343	STRK1_60280.1	EWB00_011350
OG0006344	STRK1_26850.1	EWB00_001699.2, EWB00_001699.1
OG0006345	STRK1_68840.1	EWB00_006119
OG0006346	STRK1_85940.1	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3
OG0006347	STRK1_23940.1	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3
OG0006348	STRK1_42290.1	EWB00_009905.1, EWB00_009905.2
OG0006349	STRK1_12470.1, STRK1_12470.2	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3
OG0006351	STRK1_74060.1, STRK1_74050.1	EWB00_002026, EWB00_002025
OG0006352	STRK1_5110.1	EWB00_009368
OG0006353	STRK1_67570.1	EWB00_009435
OG0006354	STRK1_21990.1	EWB00_007366
OG0006355	STRK1_62590.1	EWB00_007227
OG0006356	STRK1_77100.1, STRK1_77110.1	EWB00_002296
OG0006357	STRK1_80960.1	EWB00_002181.1, EWB00_002181.2
OG0006358	STRK1_15010.1	EWB00_003104
OG0006359	STRK1_52310.1	EWB00_006783
OG0006360	STRK1_93500.1	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3
OG0006361	STRK1_48260.1	EWB00_002156
OG0006362	STRK1_18140.1	EWB00_010323
OG0006363	STRK1_5460.1	EWB00_004631.1, EWB00_004631.2
OG0006364	STRK1_80450.1	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3
OG0006365	STRK1_20000.1	EWB00_009293.1, EWB00_009293.2
OG0006366	STRK1_102020.1, STRK1_47020.1	EWB00_010624
OG0006367	STRK1_67710.1	EWB00_001598
OG0006368	STRK1_63830.1, STRK1_63840.1	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2
OG0006369	STRK1_111330.1, STRK1_82390.1	EWB00_001344, EWB00_001345
OG0006370	STRK1_69190.1	EWB00_002727
OG0006371	STRK1_78550.1	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2
OG0006372	STRK1_39260.1	EWB00_004149
OG0006373	STRK1_76240.1	EWB00_001245
OG0006374	STRK1_52160.1	EWB00_003679.2, EWB00_003679.1
OG0006375	STRK1_107250.1, STRK1_20270.1, STRK1_108410.1, STRK1_19530.1	EWB00_008519
OG0006376	STRK1_66720.1	EWB00_006930
OG0006377	STRK1_60710.1	EWB00_011145
OG0006378	STRK1_51680.1	EWB00_006481
OG0006379	STRK1_83370.1	EWB00_000616.1, EWB00_000616.2
OG0006380	STRK1_85310.1	EWB00_001977
OG0006381	STRK1_72050.1	EWB00_001175
OG0006382	STRK1_82640.1	EWB00_008646
OG0006383	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1	EWB00_009236
OG0006385	STRK1_13410.1	EWB00_006553.1, EWB00_006553.2
OG0006386	STRK1_53390.1	EWB00_009103
OG0006387	STRK1_72340.1	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217
OG0006388	STRK1_57640.1, STRK1_57640.2	EWB00_003868
OG0006389	STRK1_81850.1	EWB00_004491
OG0006390	STRK1_63450.1	EWB00_010465.1, EWB00_010465.2
OG0006391	STRK1_96790.1, STRK1_63440.1	EWB00_010466, EWB00_010467
OG0006392	STRK1_90000.1	EWB00_006667
OG0006393	STRK1_67270.1	EWB00_010088.1, EWB00_010088.2
OG0006394	STRK1_51180.1	EWB00_010737
OG0006395	STRK1_11140.1	EWB00_003708
OG0006397	STRK1_77640.1, STRK1_77650.1	EWB00_002658
OG0006398	STRK1_3570.1	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2
OG0006400	STRK1_72130.1	EWB00_001184
OG0006401	STRK1_45140.1	EWB00_000221
OG0006403	STRK1_80840.1	EWB00_003589
OG0006404	STRK1_34900.1	EWB00_001717
OG0006405	STRK1_49020.1	EWB00_005334.1, EWB00_005334.2
OG0006406	STRK1_46940.1	EWB00_010634
OG0006407	STRK1_1780.1, STRK1_1780.2	EWB00_010364
OG0006408	STRK1_76030.1	EWB00_010954
OG0006409	STRK1_46230.1	EWB00_007749
OG0006410	STRK1_410.1, STRK1_410.2	EWB00_005666.1, EWB00_005666.2
OG0006411	STRK1_1680.1	EWB00_008798
OG0006412	STRK1_13500.1, STRK1_13510.1	EWB00_006541
OG0006414	STRK1_83640.1, STRK1_83650.1	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3
OG0006415	STRK1_24030.1	EWB00_001087, EWB00_001088.2, EWB00_001088.1
OG0006416	STRK1_61420.1	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3
OG0006417	STRK1_49130.1, STRK1_105070.1	EWB00_005349
OG0006418	STRK1_12110.2	EWB00_003070.1, EWB00_003070.2
OG0006419	STRK1_24330.1	EWB00_006961
OG0006420	STRK1_63700.1	EWB00_010418
OG0006421	STRK1_3230.1, STRK1_3230.2	EWB00_006324
OG0006422	STRK1_86260.1	EWB00_001854, EWB00_001853
OG0006423	STRK1_80460.1	EWB00_008792.1, EWB00_008792.2
OG0006424	STRK1_49040.1	EWB00_005337
OG0006425	STRK1_76320.1	EWB00_001251
OG0006426	STRK1_18590.1	EWB00_002512.1, EWB00_002512.2
OG0006427	STRK1_34290.1	EWB00_002138
OG0006428	STRK1_91250.1	EWB00_010196
OG0006429	STRK1_10240.1	EWB00_005543
OG0006430	STRK1_16760.2	EWB00_007327
OG0006431	STRK1_103710.1, STRK1_103960.1	EWB00_011425.1, EWB00_011425.2
OG0006432	STRK1_77410.1	EWB00_010127, EWB00_002641
OG0006434	STRK1_94930.1	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4
OG0006436	STRK1_67440.1	EWB00_010076
OG0006437	STRK1_88770.1	EWB00_006695
OG0006438	STRK1_71130.1	EWB00_011019.1, EWB00_011019.2
OG0006439	STRK1_11750.1, STRK1_11750.2	EWB00_002675
OG0006440	STRK1_52080.1, STRK1_52080.2	EWB00_003673.1, EWB00_003673.2
OG0006441	STRK1_92960.1	EWB00_003757.1, EWB00_003757.2
OG0006442	STRK1_35900.1	EWB00_008359.1, EWB00_008359.2
OG0006444	STRK1_87400.1	EWB00_011400
OG0006446	STRK1_46510.1	EWB00_003542
OG0006448	STRK1_6640.1	EWB00_006347.2, EWB00_006347.1
OG0006449	STRK1_31960.1	EWB00_010903
OG0006450	STRK1_111200.1, STRK1_17420.1	EWB00_007875
OG0006451	STRK1_69130.1	EWB00_008678, EWB00_008677
OG0006452	STRK1_54320.1	EWB00_003572
OG0006453	STRK1_67340.1	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4
OG0006454	STRK1_9100.1	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3
OG0006455	STRK1_54550.1	EWB00_005212.2, EWB00_005212.1, EWB00_005212.3
OG0006456	STRK1_1090.1	EWB00_003848.2, EWB00_003848.1
OG0006457	STRK1_105200.1	EWB00_002155.1, EWB00_002155.2
OG0006458	STRK1_63050.1	EWB00_009808
OG0006459	STRK1_53810.1	EWB00_000884
OG0006460	STRK1_62550.1	EWB00_010500
OG0006461	STRK1_83500.1	EWB00_005303
OG0006462	STRK1_54650.1	EWB00_004411
OG0006463	STRK1_59760.1	EWB00_009172, EWB00_009173
OG0006464	STRK1_20350.1	EWB00_002392
OG0006465	STRK1_74530.1	EWB00_001411
OG0006466	STRK1_88100.1	EWB00_003275.1, EWB00_003275.2
OG0006467	STRK1_9870.1, STRK1_9870.2	EWB00_009480
OG0006468	STRK1_37670.1	EWB00_002826.1, EWB00_002826.2
OG0006469	STRK1_4840.1, STRK1_4870.1	EWB00_004168
OG0006471	STRK1_94060.1	EWB00_002188.1, EWB00_002188.2, EWB00_002188.3
OG0006472	STRK1_94090.1	EWB00_002628
OG0006473	STRK1_65280.1, STRK1_65290.1	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3
OG0006474	STRK1_59150.1	EWB00_009300.1, EWB00_009300.2, EWB00_009300.3
OG0006475	STRK1_95760.1, STRK1_95790.1	EWB00_002666
OG0006476	STRK1_16960.1	EWB00_007324
OG0006477	STRK1_23980.1	EWB00_001082.1, EWB00_001082.2
OG0006478	STRK1_7350.1	EWB00_008594
OG0006480	STRK1_20640.1	EWB00_002401
OG0006481	STRK1_64950.1	EWB00_005805
OG0006482	STRK1_17880.1	EWB00_010303.1, EWB00_010303.2
OG0006483	STRK1_61520.1, STRK1_61540.1, STRK1_61530.1	EWB00_011285
OG0006484	STRK1_68250.1	EWB00_007908.1, EWB00_007908.2
OG0006485	STRK1_15920.1	EWB00_004853
OG0006486	STRK1_20630.1	EWB00_002402.1, EWB00_002402.2
OG0006487	STRK1_71370.1, STRK1_71370.2	EWB00_008102
OG0006488	STRK1_14780.1	EWB00_003127
OG0006489	STRK1_10500.1	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3
OG0006491	STRK1_82490.1	EWB00_001337
OG0006492	STRK1_32190.1	EWB00_002587.3, EWB00_002587.1, EWB00_002587.2
OG0006493	STRK1_21790.1	EWB00_001529
OG0006494	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3	EWB00_000390
OG0006495	STRK1_94260.1	EWB00_010386.1, EWB00_010386.2
OG0006496	STRK1_43060.1	EWB00_008211
OG0006497	STRK1_8430.1	EWB00_004585.1, EWB00_004585.2
OG0006498	STRK1_1280.1	EWB00_003834.1, EWB00_003834.2, EWB00_003834.3, EWB00_003834.4
OG0006499	STRK1_3310.1	EWB00_006330
OG0006501	STRK1_86780.1	EWB00_001911.1, EWB00_001911.2, EWB00_001911.3
OG0006502	STRK1_107830.1, STRK1_108750.1	EWB00_009434
OG0006503	STRK1_78270.1	EWB00_003482
OG0006504	STRK1_103600.1	EWB00_000843
OG0006505	STRK1_80800.1	EWB00_007039
OG0006506	STRK1_63140.1	EWB00_003972
OG0006508	STRK1_59180.1	EWB00_004114
OG0006509	STRK1_94700.1, STRK1_94710.1	EWB00_004766.2, EWB00_004766.3, EWB00_004766.1
OG0006510	STRK1_104760.1	EWB00_005033
OG0006512	STRK1_35540.1	EWB00_003388.1, EWB00_003388.2, EWB00_003388.3, EWB00_003388.4
OG0006513	STRK1_33330.1	EWB00_009127
OG0006515	STRK1_37660.1	EWB00_002825
OG0006516	STRK1_29310.1	EWB00_002892, EWB00_002891
OG0006517	STRK1_93180.1	EWB00_005841
OG0006518	STRK1_92450.1, STRK1_92460.1, STRK1_92430.1, STRK1_101000.1	EWB00_010629, EWB00_010628
OG0006519	STRK1_91850.1	EWB00_005878.1, EWB00_005878.2
OG0006521	STRK1_88210.1, STRK1_88220.1, STRK1_88190.2, STRK1_88190.1	EWB00_000315.1, EWB00_000315.2
OG0006524	STRK1_70420.1	EWB00_004987
OG0006527	STRK1_39440.1	EWB00_007662
OG0006528	STRK1_42150.1	EWB00_001016
OG0006529	STRK1_2410.1	EWB00_005453
OG0006535	STRK1_63710.1	EWB00_010420.2, EWB00_010420.3, EWB00_010420.1, EWB00_010420.5, EWB00_010420.4
OG0006543	STRK1_93960.1	EWB00_007047.1, EWB00_007047.2
OG0006544	STRK1_92820.1	EWB00_006687
OG0006545	STRK1_69630.1	EWB00_002786, EWB00_007349
OG0006546	STRK1_86250.1	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3
OG0006547	STRK1_51280.1	EWB00_010749
OG0006548	STRK1_92270.1	EWB00_005521
OG0006549	STRK1_66960.1	EWB00_010044
OG0006551	STRK1_74400.1	EWB00_001399
OG0006552	STRK1_4720.1	EWB00_002324.1, EWB00_002324.2
OG0006553	STRK1_73830.1	EWB00_001417
OG0006554	STRK1_105650.1, STRK1_99230.1	EWB00_001563
OG0006555	STRK1_89680.1	EWB00_009158
OG0006556	STRK1_51800.1	EWB00_006496
OG0006557	STRK1_60210.1	EWB00_011340
OG0006558	STRK1_68950.1	EWB00_006097
OG0006559	STRK1_6930.1	EWB00_008275
OG0006560	STRK1_26070.1	EWB00_005025
OG0006561	STRK1_64890.1	EWB00_009857.1, EWB00_009857.2
OG0006564	STRK1_101090.1	EWB00_006210.1, EWB00_006210.2
OG0006565	STRK1_14470.1	EWB00_002440
OG0006566	STRK1_36670.1	EWB00_009119.1, EWB00_009119.3, EWB00_009119.2, EWB00_009119.4
OG0006567	STRK1_29780.1	EWB00_005991
OG0006568	STRK1_19020.1	EWB00_006440
OG0006569	STRK1_36690.1	EWB00_007927.1, EWB00_007927.2
OG0006570	STRK1_55140.1, STRK1_55150.1	EWB00_003803
OG0006571	STRK1_65470.1	EWB00_004026
OG0006572	STRK1_44240.1	EWB00_004054
OG0006573	STRK1_1640.1	EWB00_008801
OG0006574	STRK1_63060.1	EWB00_009806
OG0006575	STRK1_55900.1	EWB00_005556
OG0006576	STRK1_56000.1	EWB00_005567
OG0006577	STRK1_30510.1	EWB00_006867.3
OG0006578	STRK1_45920.1	EWB00_010765
OG0006579	STRK1_37550.1	EWB00_002814
OG0006580	STRK1_71150.1	EWB00_011017.1, EWB00_011017.2
OG0006581	STRK1_26080.1	EWB00_005024
OG0006582	STRK1_29400.1	EWB00_002881
OG0006583	STRK1_102930.1, STRK1_108630.1	EWB00_008067
OG0006584	STRK1_17620.1	EWB00_007894.1, EWB00_007894.2
OG0006586	STRK1_33600.1	EWB00_001305
OG0006587	STRK1_5280.1	EWB00_010393
OG0006588	STRK1_11380.1	EWB00_009416.1, EWB00_009416.2
OG0006589	STRK1_19850.1	EWB00_003523, EWB00_003524
OG0006590	STRK1_19870.1	EWB00_003527
OG0006591	STRK1_70130.1	EWB00_002706
OG0006592	STRK1_81710.1, STRK1_81710.2	EWB00_004473
OG0006593	STRK1_68660.1	EWB00_000958
OG0006594	STRK1_46220.1	EWB00_007750
OG0006595	STRK1_47840.1	EWB00_005388.1, EWB00_005388.2
OG0006596	STRK1_76440.1	EWB00_001262, EWB00_001263
OG0006597	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3	EWB00_004551
OG0006599	STRK1_22030.1	EWB00_007095.1, EWB00_007095.3, EWB00_007095.2
OG0006600	STRK1_77360.1	EWB00_002637.1, EWB00_002637.3, EWB00_002637.2
OG0006601	STRK1_46180.1	EWB00_007756
OG0006602	STRK1_23050.1	EWB00_004222
OG0006603	STRK1_91570.1	EWB00_005092
OG0006604	STRK1_53680.1	EWB00_008378
OG0006606	STRK1_71790.1	EWB00_006633
OG0006607	STRK1_26460.1	EWB00_003737
OG0006608	STRK1_19000.1	EWB00_006434
OG0006609	STRK1_83720.1	EWB00_004144.1, EWB00_004144.2
OG0006610	STRK1_79040.1	EWB00_006747
OG0006611	STRK1_92280.2	EWB00_005520.1
OG0006611	STRK1_92280.1, STRK1_92290.1	EWB00_005520.2, EWB00_005520.3, EWB00_005520.4, EWB00_005520.5
OG0006613	STRK1_54020.1	EWB00_001203.1, EWB00_001203.2
OG0006615	STRK1_27510.1	EWB00_001789, EWB00_001782, EWB00_001781, EWB00_001785
OG0006616	STRK1_69050.1	EWB00_006105
OG0006617	STRK1_101690.1	EWB00_008687
OG0006618	STRK1_27990.1	EWB00_005605
OG0006619	STRK1_24820.1, STRK1_98160.1	EWB00_001141
OG0006620	STRK1_1510.1	EWB00_004646
OG0006621	STRK1_89830.1, STRK1_89820.1	EWB00_000371
OG0006622	STRK1_14660.1	EWB00_002467
OG0006623	STRK1_62780.1	EWB00_000473
OG0006624	STRK1_35610.1	EWB00_003380
OG0006625	STRK1_65570.1	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4
OG0006627	STRK1_54330.1	EWB00_003571
OG0006628	STRK1_89760.1	EWB00_000375
OG0006629	STRK1_73420.1	EWB00_007152.1, EWB00_007152.2
OG0006631	STRK1_52660.1, STRK1_52670.1	EWB00_007230
OG0006632	STRK1_41310.1, STRK1_41320.1	EWB00_006195
OG0006633	STRK1_67700.1	EWB00_001599
OG0006634	STRK1_39090.1	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4
OG0006635	STRK1_15510.1	EWB00_007779.1, EWB00_007779.2
OG0006636	STRK1_23470.1	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1
OG0006637	STRK1_40700.1	EWB00_001809.1, EWB00_001809.2
OG0006639	STRK1_77950.1	EWB00_007494
OG0006641	STRK1_75920.1	EWB00_011047
OG0006642	STRK1_61670.1	EWB00_004701, EWB00_004703
OG0006643	STRK1_55700.1	EWB00_005174
OG0006644	STRK1_24190.1, STRK1_24190.2	EWB00_001102.1, EWB00_001102.2
OG0006645	STRK1_60290.1	EWB00_011351
OG0006646	STRK1_51960.1	EWB00_006511
OG0006647	STRK1_62760.1	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3
OG0006648	STRK1_62710.1, STRK1_62720.1	EWB00_004109
OG0006649	STRK1_100890.1, STRK1_100890.2, STRK1_100890.3, STRK1_100890.4	EWB00_008341
OG0006650	STRK1_96230.1	EWB00_006878
OG0006651	STRK1_7910.1	EWB00_007689
OG0006652	STRK1_22420.1	EWB00_009657.1, EWB00_009657.2
OG0006653	STRK1_58550.1	EWB00_005584
OG0006654	STRK1_62750.1	EWB00_004106
OG0006655	STRK1_27680.1	EWB00_005933
OG0006656	STRK1_27690.1, STRK1_27690.2	EWB00_005932
OG0006657	STRK1_22830.1	EWB00_000243
OG0006658	STRK1_74490.1	EWB00_001415.1, EWB00_001415.2
OG0006659	STRK1_36000.1	EWB00_008369
OG0006660	STRK1_82540.1	EWB00_001329
OG0006661	STRK1_70400.1	EWB00_004983.1, EWB00_004983.2
OG0006663	STRK1_41580.1	EWB00_005733
OG0006664	STRK1_52300.1	EWB00_006784
OG0006665	STRK1_31340.1	EWB00_004326
OG0006666	STRK1_840.1	EWB00_005658.1, EWB00_005658.2
OG0006667	STRK1_6350.1	EWB00_008538
OG0006668	STRK1_24180.1	EWB00_001100
OG0006669	STRK1_5470.1	EWB00_004632
OG0006670	STRK1_68940.1	EWB00_006095.3, EWB00_006095.1, EWB00_006095.2
OG0006671	STRK1_77540.1	EWB00_002649
OG0006672	STRK1_4210.1	EWB00_000596, EWB00_000595
OG0006673	STRK1_18500.1	EWB00_002526
OG0006674	STRK1_76480.1	EWB00_007502.1, EWB00_007502.2, EWB00_007502.3
OG0006675	STRK1_20950.1	EWB00_005755
OG0006676	STRK1_75660.1	EWB00_011042
OG0006678	STRK1_44970.1	EWB00_002074
OG0006679	STRK1_31490.1, STRK1_31490.2	EWB00_003413, EWB00_003412
OG0006680	STRK1_5680.1, STRK1_5680.2	EWB00_003454.2, EWB00_003454.1
OG0006681	STRK1_60140.1	EWB00_011335
OG0006682	STRK1_81390.1	EWB00_010172
OG0006683	STRK1_19680.1	EWB00_005696
OG0006684	STRK1_2570.1	EWB00_005437
OG0006685	STRK1_34980.1	EWB00_001724.1, EWB00_001724.2
OG0006686	STRK1_47690.1	EWB00_005404
OG0006687	STRK1_85430.1	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2
OG0006688	STRK1_57340.1, STRK1_101960.1	EWB00_011257
OG0006689	STRK1_60780.1	EWB00_011153.1, EWB00_011153.2
OG0006690	STRK1_60150.1	EWB00_011336
OG0006691	STRK1_71110.1	EWB00_011022.1, EWB00_011022.2
OG0006692	STRK1_15860.1	EWB00_004859
OG0006693	STRK1_22040.1	EWB00_007094
OG0006694	STRK1_72610.1	EWB00_007383
OG0006695	STRK1_63800.1, STRK1_63800.2	EWB00_010411
OG0006696	STRK1_84020.1	EWB00_008047
OG0006697	STRK1_29340.1	EWB00_002889
OG0006698	STRK1_41810.1, STRK1_41810.2, STRK1_41810.3, STRK1_41810.4	EWB00_008762
OG0006699	STRK1_69090.1	EWB00_006091
OG0006700	STRK1_38010.1, STRK1_38010.2	EWB00_004590
OG0006701	STRK1_49830.1	EWB00_002974
OG0006702	STRK1_87320.1	EWB00_011411, EWB00_011412
OG0006703	STRK1_7410.1	EWB00_002097
OG0006704	STRK1_36480.1	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3
OG0006705	STRK1_53000.1	EWB00_005146
OG0006706	STRK1_39060.4, STRK1_39060.3, STRK1_39060.1, STRK1_39060.2	EWB00_007985
OG0006707	STRK1_29520.1	EWB00_006073.1, EWB00_006073.2
OG0006709	STRK1_18070.1, STRK1_18070.2	EWB00_010317.1, EWB00_010317.2
OG0006711	STRK1_61930.1	EWB00_003650
OG0006712	STRK1_81530.1	EWB00_007299
OG0006714	STRK1_21570.1	EWB00_007568
OG0006715	STRK1_40080.1	EWB00_001560
OG0006716	STRK1_108360.1, STRK1_43580.1	EWB00_004067
OG0006717	STRK1_87170.1	EWB00_011423
OG0006718	STRK1_21040.1	EWB00_005761.1, EWB00_005761.2
OG0006719	STRK1_44060.1, STRK1_44060.2	EWB00_000196
OG0006720	STRK1_25960.1	EWB00_005021
OG0006721	STRK1_8070.1	EWB00_009731.1, EWB00_009731.2
OG0006722	STRK1_27240.1	EWB00_003301.2, EWB00_003301.1
OG0006723	STRK1_43570.1	EWB00_004066.1, EWB00_004066.2
OG0006724	STRK1_16830.1	EWB00_007336
OG0006725	STRK1_59620.1	EWB00_007735.1, EWB00_007735.2
OG0006727	STRK1_78090.1	EWB00_007479.1, EWB00_007479.2
OG0006728	STRK1_94560.1	EWB00_001429
OG0006729	STRK1_93000.1	EWB00_004795.1, EWB00_004795.2
OG0006730	STRK1_32040.1	EWB00_010894.1, EWB00_010894.2
OG0006732	STRK1_58610.1	EWB00_008915
OG0006734	STRK1_89180.1	EWB00_008575.1, EWB00_008575.2
OG0006735	STRK1_64120.1	EWB00_007108
OG0006736	STRK1_71380.1	EWB00_008103
OG0006737	STRK1_84760.1, STRK1_84760.2	EWB00_007203
OG0006738	STRK1_42260.1	EWB00_009903.1, EWB00_009903.2, EWB00_009903.3
OG0006740	STRK1_80100.1	EWB00_001502
OG0006741	STRK1_11570.1	EWB00_002298
OG0006742	STRK1_10360.1, STRK1_10360.2	EWB00_011082
OG0006743	STRK1_49090.1	EWB00_005344.1, EWB00_005344.2, EWB00_005344.3
OG0006744	STRK1_84950.1	EWB00_007508.1, EWB00_007508.2, EWB00_007508.3
OG0006745	STRK1_81590.1	EWB00_007294
OG0006747	STRK1_78390.1, STRK1_81730.1, STRK1_81740.1	EWB00_004098
OG0006748	STRK1_10290.1, STRK1_10290.2, STRK1_10300.1, STRK1_10300.2	EWB00_005548.1, EWB00_005548.2
OG0006749	STRK1_33750.1	EWB00_001286
OG0006750	STRK1_89110.1	EWB00_008583
OG0006751	STRK1_102940.1, STRK1_111500.1, STRK1_111510.1	EWB00_005162
OG0006752	STRK1_11830.1	EWB00_002683
OG0006753	STRK1_66750.1	EWB00_008551.3, EWB00_008551.2, EWB00_008551.1
OG0006754	STRK1_49910.1	EWB00_003003
OG0006755	STRK1_63410.1	EWB00_010471.1, EWB00_010471.2, EWB00_010471.3
OG0006756	STRK1_83300.1	EWB00_005289
OG0006757	STRK1_7190.1, STRK1_7210.1	EWB00_008509
OG0006758	STRK1_63600.1	EWB00_010435
OG0006759	STRK1_9880.1	EWB00_009488
OG0006760	STRK1_63760.1	EWB00_010414
OG0006762	STRK1_92080.1	EWB00_005501
OG0006763	STRK1_2300.2, STRK1_2300.1	EWB00_005463.1, EWB00_005463.2
OG0006764	STRK1_75360.1	EWB00_011059.2, EWB00_011059.1, EWB00_011059.3
OG0006765	STRK1_102060.1, STRK1_102060.2, STRK1_84010.1	EWB00_008045.1, EWB00_008045.2
OG0006766	STRK1_83440.1	EWB00_000621.1, EWB00_000621.2, EWB00_000621.3, EWB00_000621.4
OG0006767	STRK1_83540.1	EWB00_005291.1, EWB00_005291.2
OG0006768	STRK1_13130.1, STRK1_13130.2	EWB00_004448.2, EWB00_004448.1, EWB00_004448.3
OG0006769	STRK1_75610.1	EWB00_010944
OG0006771	STRK1_12710.1	EWB00_008839.1, EWB00_008839.2, EWB00_008839.3
OG0006772	STRK1_65700.1, STRK1_102730.1	EWB00_006272
OG0006773	STRK1_74510.1	EWB00_001413.1, EWB00_001413.2
OG0006775	STRK1_56930.1	EWB00_004002
OG0006776	STRK1_61830.1	EWB00_008711
OG0006777	STRK1_13740.1	EWB00_000673.1, EWB00_000673.3, EWB00_000673.2
OG0006779	STRK1_49430.1	EWB00_003608.1, EWB00_003608.2
OG0006780	STRK1_93860.1	EWB00_007286.1, EWB00_007286.2
OG0006782	STRK1_66780.1	EWB00_008555.1, EWB00_008555.2
OG0006783	STRK1_14040.1	EWB00_000070
OG0006784	STRK1_16270.1	EWB00_009036
OG0006786	STRK1_19430.1	EWB00_006138.2, EWB00_006138.1
OG0006787	STRK1_34600.1	EWB00_002925
OG0006788	STRK1_62360.1	EWB00_000929.1, EWB00_000929.2
OG0006789	STRK1_11860.1	EWB00_002686
OG0006790	STRK1_91640.1	EWB00_007433.1, EWB00_007433.2
OG0006792	STRK1_22100.1, STRK1_22100.2	EWB00_007083
OG0006793	STRK1_11810.1	EWB00_002681.1, EWB00_002681.2
OG0006795	STRK1_11300.1	EWB00_003694
OG0006797	STRK1_530.1	EWB00_005683
OG0006798	STRK1_49970.1	EWB00_002997.1, EWB00_002997.2
OG0006799	STRK1_41940.1	EWB00_008396.1, EWB00_008396.2
OG0006800	STRK1_20540.1, STRK1_20540.2	EWB00_002418, EWB00_002417, EWB00_002419
OG0006801	STRK1_4560.1	EWB00_002356, EWB00_002357
OG0006802	STRK1_4540.1	EWB00_002361.1, EWB00_002361.2
OG0006803	STRK1_70950.1	EWB00_007278
OG0006804	STRK1_93810.1	EWB00_001672
OG0006806	STRK1_30030.1	EWB00_006010
OG0006807	STRK1_31550.1	EWB00_003406
OG0006808	STRK1_25730.1	EWB00_004999
OG0006810	STRK1_66080.1	EWB00_006229.1, EWB00_006229.2
OG0006816	STRK1_85870.1, STRK1_85880.1	EWB00_005070
OG0006817	STRK1_26490.1	EWB00_003730
OG0006818	STRK1_22270.1	EWB00_007063.1, EWB00_007063.2
OG0006819	STRK1_2800.1	EWB00_004812
OG0006820	STRK1_73540.1	EWB00_007169
OG0006821	STRK1_28060.1	EWB00_005611
OG0006822	STRK1_15790.1	EWB00_004866, EWB00_004865
OG0006824	STRK1_94940.1	EWB00_008971.1, EWB00_008971.2
OG0006825	STRK1_82620.1, STRK1_82630.1	EWB00_008601, EWB00_008647
OG0006826	STRK1_82500.1	EWB00_001335.1, EWB00_001335.2, EWB00_001335.3
OG0006827	STRK1_87360.1	EWB00_011408
OG0006828	STRK1_71200.1, STRK1_71190.1	EWB00_011013
