Orthogroup	schistosoma_turkestanicum	s.mekongi
OG0005480	STRK1_71390.1, STRK1_71390.2, STRK1_71390.3, STRK1_71390.4	KAK4470594.1
OG0005481	STRK1_96280.1	KAK4474933.1
OG0005482	STRK1_41650.1	KAK4473412.1, KAK4473413.1
OG0005484	STRK1_20380.1	KAK4475448.1
OG0005485	STRK1_52360.3, STRK1_52360.5, STRK1_52360.2, STRK1_52360.1, STRK1_52360.4	KAK4469662.1
OG0005486	STRK1_67740.1	KAK4470146.1
OG0005487	STRK1_21970.1	KAK4473331.1
OG0005488	STRK1_89150.1	KAK4468484.1
OG0005489	STRK1_6600.1, STRK1_6600.2	KAK4467486.1
OG0005490	STRK1_35010.1	KAK4472294.1
OG0005491	STRK1_88860.1	KAK4468464.1
OG0005492	STRK1_89770.1	KAK4468824.1
OG0005493	STRK1_46960.1	KAK4469485.1
OG0005494	STRK1_15290.1	KAK4475846.1
OG0005495	STRK1_77130.1, STRK1_99000.1	KAK4470936.1
OG0005496	STRK1_92030.1	KAK4467890.1
OG0005497	STRK1_24680.1, STRK1_106740.1	KAK4473020.1
OG0005498	STRK1_73970.1, STRK1_73970.2, STRK1_73970.3	KAK4470407.1
OG0005499	STRK1_87950.1	KAK4468695.1, KAK4468696.1
OG0005500	STRK1_18170.1	KAK4475036.1
OG0005501	STRK1_88580.1, STRK1_88580.2	KAK4468531.1
OG0005503	STRK1_41210.1	KAK4473752.1
OG0005504	STRK1_80680.1	KAK4467971.1
OG0005505	STRK1_72390.1	KAK4470826.1
OG0005506	STRK1_85690.1	KAK4468596.1
OG0005507	STRK1_84320.1, STRK1_84320.2	KAK4468731.1
OG0005508	STRK1_960.1	KAK4474746.1
OG0005509	STRK1_94690.1, STRK1_94690.3, STRK1_94690.2	KAK4467612.1
OG0005511	STRK1_72690.1, STRK1_72710.1	KAK4470795.1
OG0005512	STRK1_6230.1	KAK4470543.1
OG0005514	STRK1_23490.1	KAK4473188.1
OG0005515	STRK1_111460.1	KAK4469779.1
OG0005516	STRK1_13580.1, STRK1_13580.2	KAK4474928.1
OG0005517	STRK1_64390.1	KAK4471054.1
OG0005518	STRK1_26910.1	KAK4472196.1
OG0005519	STRK1_36450.1	KAK4474124.1
OG0005520	STRK1_60550.1	KAK4471962.1
OG0005522	STRK1_35290.1, STRK1_35290.2	KAK4472274.1
OG0005523	STRK1_107290.1, STRK1_111320.1, STRK1_94280.1	KAK4468041.1
OG0005524	STRK1_1190.1	KAK4474873.1, KAK4474885.1
OG0005525	STRK1_55450.1	KAK4471089.1
OG0005526	STRK1_32730.1	KAK4473947.1
OG0005527	STRK1_22230.1	KAK4473306.1
OG0005530	STRK1_7590.1	KAK4467279.1
OG0005531	STRK1_12270.1, STRK1_12270.2	KAK4476226.1
OG0005532	STRK1_5150.1	KAK4474573.1
OG0005535	STRK1_44700.1, STRK1_44700.2, STRK1_44710.1	KAK4469931.1
OG0005536	STRK1_31150.1	KAK4474023.1
OG0005537	STRK1_42070.1	KAK4472949.1
OG0005538	STRK1_50400.1	KAK4469302.1
OG0005540	STRK1_57700.1, STRK1_57700.2, STRK1_95470.1	KAK4472001.1
OG0005544	STRK1_22050.1	KAK4473323.1
OG0005545	STRK1_15940.1	KAK4475717.1, KAK4467465.1
OG0005546	STRK1_9610.1, STRK1_9610.2, STRK1_9610.3, STRK1_9610.4, STRK1_9610.5, STRK1_9610.6	KAK4476298.1
OG0005547	STRK1_32740.1	KAK4473946.1
OG0005548	STRK1_82610.1	KAK4468065.1
OG0005549	STRK1_54640.1	KAK4469423.1
OG0005550	STRK1_47430.1	KAK4469534.1
OG0005551	STRK1_69260.1	KAK4470006.1
OG0005553	STRK1_42090.1	KAK4472128.1
OG0005554	STRK1_14480.1	KAK4474839.1
OG0005566	STRK1_75810.1	KAK4470506.1
OG0005567	STRK1_11720.1	KAK4474737.1
OG0005568	STRK1_70960.1	KAK4470437.1
OG0005569	STRK1_92830.1	KAK4467808.1
OG0005570	STRK1_33850.1	KAK4472523.1
OG0005571	STRK1_44870.1	KAK4469061.1
OG0005572	STRK1_65010.1	KAK4471600.1
OG0005573	STRK1_9150.1	KAK4474360.1
OG0005574	STRK1_83510.1	KAK4468860.1
OG0005575	STRK1_102800.1, STRK1_66170.1	KAK4471554.1
OG0005576	STRK1_66200.1	KAK4471557.1
OG0005577	STRK1_107780.1, STRK1_98980.1	KAK4468900.1
OG0005578	STRK1_49880.1, STRK1_49880.2	KAK4469252.1
OG0005579	STRK1_9830.1	KAK4476272.1
OG0005580	STRK1_52450.1, STRK1_52520.1	KAK4469652.1
OG0005581	STRK1_30060.1	KAK4472457.1
OG0005582	STRK1_34390.1	KAK4472365.1
OG0005583	STRK1_83430.1, STRK1_106340.1	KAK4468868.1
OG0005584	STRK1_90380.1	KAK4467719.1
OG0005585	STRK1_93230.1	KAK4467672.1
OG0005586	STRK1_93240.1	KAK4467671.1
OG0005587	STRK1_72640.1	KAK4470802.1
OG0005589	STRK1_57090.1	KAK4472044.1
OG0005590	STRK1_13460.1	KAK4474929.1
OG0005591	STRK1_62510.1	KAK4471241.1
OG0005592	STRK1_97280.1, STRK1_97280.2	KAK4469673.1
OG0005593	STRK1_69480.1	KAK4470161.1
OG0005594	STRK1_68070.1	KAK4470090.1
OG0005595	STRK1_59680.1	KAK4471738.1
OG0005596	STRK1_62990.1	KAK4471370.1
OG0005597	STRK1_94130.1, STRK1_94130.2	KAK4468039.1
OG0005598	STRK1_71240.1	KAK4470726.1
OG0005599	STRK1_48840.1, STRK1_48840.2	KAK4469870.1
OG0005600	STRK1_1770.1	KAK4475077.1
OG0005601	STRK1_21380.1	KAK4473371.1
OG0005602	STRK1_21500.1	KAK4473382.1
OG0005603	STRK1_58470.1	KAK4471887.1
OG0005604	STRK1_30010.1, STRK1_30010.3, STRK1_30010.2	KAK4472463.1
OG0005605	STRK1_30990.1, STRK1_31000.1	KAK4474038.1
OG0005606	STRK1_76850.1	KAK4470976.1
OG0005607	STRK1_86470.1, STRK1_86480.1, STRK1_86480.2, STRK1_86500.1, STRK1_105060.1	KAK4468582.1
OG0005608	STRK1_62920.1	KAK4471365.1
OG0005609	STRK1_60940.1, STRK1_60970.1	KAK4471957.1
OG0005610	STRK1_1460.1, STRK1_1460.2	KAK4475343.1
OG0005611	STRK1_87000.1	KAK4468436.1
OG0005612	STRK1_91920.3, STRK1_91920.2, STRK1_92010.1	KAK4467888.1
OG0005613	STRK1_46010.1, STRK1_46020.1	KAK4469939.1
OG0005614	STRK1_27130.1	KAK4472903.1
OG0005615	STRK1_36740.1	KAK4472753.1
OG0005616	STRK1_36750.1	KAK4472752.1
OG0005617	STRK1_28540.1	KAK4473787.1
OG0005618	STRK1_49300.1, STRK1_49300.2	KAK4469195.1
OG0005619	STRK1_48980.1	KAK4469404.1
OG0005620	STRK1_85590.2	KAK4468933.1
OG0005621	STRK1_85000.1	KAK4468724.1
OG0005622	STRK1_101070.1, STRK1_103740.1	KAK4476216.1
OG0005623	STRK1_72000.1	KAK4470341.1
OG0005624	STRK1_10710.1	KAK4474595.1
OG0005625	STRK1_10720.1	KAK4474594.1
OG0005626	STRK1_108880.1, STRK1_40120.1	KAK4472837.1
OG0005627	STRK1_21810.1	KAK4473344.1, KAK4473346.1
OG0005628	STRK1_37710.1	KAK4473745.1, KAK4473746.1
OG0005629	STRK1_31820.1	KAK4472594.1
OG0005630	STRK1_82110.1	KAK4468150.1
OG0005631	STRK1_48470.1	KAK4469838.1
OG0005632	STRK1_93260.1	KAK4467669.1
OG0005633	STRK1_9960.1	KAK4469813.1, KAK4476281.1
OG0005634	STRK1_21470.1	KAK4473379.1
OG0005635	STRK1_17060.1, STRK1_17070.1	KAK4475587.1
OG0005636	STRK1_28750.1	KAK4473806.1
OG0005637	STRK1_77980.1, STRK1_98700.1	KAK4471008.1
OG0005638	STRK1_73940.1	KAK4470410.1
OG0005639	STRK1_71640.1	KAK4470565.1
OG0005640	STRK1_24010.1, STRK1_107060.1, STRK1_110610.1	KAK4473144.1
OG0005641	STRK1_71410.1	KAK4470593.1
OG0005642	STRK1_89940.1, STRK1_89960.1, STRK1_89950.1, STRK1_89970.1	KAK4467847.1
OG0005644	STRK1_72840.1	KAK4470718.1
OG0005645	STRK1_57400.1	KAK4472077.1
OG0005646	STRK1_39220.1, STRK1_39220.2	KAK4472938.1
OG0005647	STRK1_53690.1	KAK4469032.1
OG0005648	STRK1_35160.1	KAK4473665.1
OG0005649	STRK1_48500.1	KAK4469419.1
OG0005650	STRK1_61850.1, STRK1_61850.2	KAK4472111.1
OG0005651	STRK1_63240.1	KAK4471341.1
OG0005652	STRK1_95910.1	KAK4469591.1
OG0005653	STRK1_94430.1	KAK4467903.1
OG0005654	STRK1_108180.1, STRK1_70550.1	KAK4470280.1
OG0005655	STRK1_25440.1	KAK4473028.1
OG0005656	STRK1_88280.1	KAK4468767.1
OG0005657	STRK1_7600.1	KAK4474463.1
OG0005659	STRK1_14190.1, STRK1_14190.2, STRK1_14190.3, STRK1_14190.4	KAK4474868.1
OG0005660	STRK1_69720.1	KAK4470187.1
OG0005662	STRK1_40670.1	KAK4473553.1
OG0005663	STRK1_12390.1	KAK4475991.1
OG0005664	STRK1_23180.1, STRK1_23200.1	KAK4473232.1
OG0005665	STRK1_51060.1	KAK4469574.1
OG0005666	STRK1_86410.1, STRK1_86420.1	KAK4468527.1
OG0005667	STRK1_37220.1, STRK1_37220.2	KAK4473447.1
OG0005668	STRK1_16560.1	KAK4475640.1
OG0005669	STRK1_53820.1, STRK1_53820.2, STRK1_53820.3	KAK4469049.1
OG0005670	STRK1_81610.1	KAK4468194.1
OG0005671	STRK1_7640.1	KAK4474460.1
OG0005672	STRK1_45360.1	KAK4469111.1
OG0005673	STRK1_56450.1	KAK4469117.1
OG0005674	STRK1_26570.1	KAK4472897.1
OG0005675	STRK1_38850.1	KAK4473619.1
OG0005676	STRK1_46800.1	KAK4469501.1
OG0005677	STRK1_3510.1	KAK4475900.1
OG0005678	STRK1_97890.1	KAK4472000.1
OG0005679	STRK1_87610.1	KAK4468667.1
OG0005680	STRK1_67080.1	KAK4471357.1
OG0005681	STRK1_67090.1	KAK4471346.1
OG0005682	STRK1_32080.1, STRK1_32080.2, STRK1_32080.3	KAK4472627.1
OG0005683	STRK1_30630.1	KAK4474072.1, KAK4474071.1
OG0005684	STRK1_49990.1	KAK4469255.1, KAK4469254.1
OG0005685	STRK1_11270.1	KAK4474514.1
OG0005686	STRK1_86340.1	KAK4468522.1
OG0005687	STRK1_58910.1	KAK4471443.1
OG0005688	STRK1_80940.1, STRK1_80940.2	KAK4475882.1
OG0005689	STRK1_68710.1	KAK4470525.1
OG0005690	STRK1_47000.1	KAK4469480.1
OG0005691	STRK1_94730.1, STRK1_94740.1	KAK4467614.1
OG0005692	STRK1_44380.1, STRK1_44390.1, STRK1_101940.1	KAK4469102.1, KAK4469104.1
OG0005693	STRK1_610.1	KAK4476013.1
OG0005694	STRK1_100450.1, STRK1_50010.1	KAK4469266.1
OG0005695	STRK1_49850.1	KAK4469249.1
OG0005696	STRK1_39460.1	KAK4473210.1
OG0005697	STRK1_2440.1	KAK4475189.1
OG0005698	STRK1_67720.1	KAK4470145.1
OG0005699	STRK1_19220.1	KAK4475350.1
OG0005700	STRK1_69450.1	KAK4470159.1
OG0005701	STRK1_96180.1, STRK1_56480.1, STRK1_56480.2, STRK1_105000.1	KAK4471123.1
OG0005702	STRK1_62270.1	KAK4471221.1
OG0005703	STRK1_35460.1	KAK4474195.1
OG0005704	STRK1_38970.1, STRK1_38970.2, STRK1_38970.3	KAK4473608.1
OG0005705	STRK1_111300.1, STRK1_111310.1, STRK1_51790.1	KAK4469178.1
OG0005706	STRK1_53880.1	KAK4469055.1
OG0005707	STRK1_62370.1	KAK4471230.1
OG0005708	STRK1_18380.1, STRK1_18380.2, STRK1_18390.1	KAK4475025.1
OG0005709	STRK1_23970.1	KAK4473141.1
OG0005710	STRK1_35730.1	KAK4474166.1
OG0005711	STRK1_14410.1	KAK4474845.1
OG0005712	STRK1_85830.1	KAK4468459.1
OG0005713	STRK1_62740.1	KAK4471344.1
OG0005714	STRK1_85220.1	KAK4468616.1
OG0005715	STRK1_73650.1	KAK4470470.1
OG0005716	STRK1_52210.1	KAK4469458.1
OG0005717	STRK1_72080.1	KAK4470329.1
OG0005718	STRK1_49590.1	KAK4469222.1
OG0005719	STRK1_36120.1	KAK4474083.1
OG0005720	STRK1_94070.1	KAK4468032.1
OG0005722	STRK1_94840.1	KAK4467595.1
OG0005723	STRK1_40990.1	KAK4473521.1
OG0005725	STRK1_93750.1	KAK4468144.1
OG0005726	STRK1_47350.1	KAK4469522.1
OG0005727	STRK1_100300.1, STRK1_66760.1	KAK4471645.1
OG0005728	STRK1_84710.1	KAK4468763.1
OG0005729	STRK1_61960.1, STRK1_61960.3, STRK1_61960.2	KAK4471193.1
OG0005730	STRK1_90240.1, STRK1_90240.2, STRK1_97860.1	KAK4467711.1, KAK4467712.1
OG0005731	STRK1_79690.1, STRK1_79700.1, STRK1_79680.3, STRK1_79680.2, STRK1_79680.1	KAK4467995.1
OG0005732	STRK1_25330.1	KAK4473085.1
OG0005733	STRK1_24860.1	KAK4473067.1
OG0005734	STRK1_105860.1, STRK1_40470.1, STRK1_100720.1	KAK4473573.1
OG0005735	STRK1_89490.1, STRK1_100490.1, STRK1_100490.2	KAK4468650.1
OG0005736	STRK1_67800.1	KAK4470003.1
OG0005737	STRK1_63790.1, STRK1_63790.2	KAK4471317.1
OG0005738	STRK1_6540.1, STRK1_6570.1	KAK4467440.1, KAK4475799.1
OG0005739	STRK1_30200.1	KAK4472441.1
OG0005740	STRK1_77060.1	KAK4470956.1
OG0005741	STRK1_83550.1, STRK1_101320.1	KAK4468857.1
OG0005742	STRK1_34730.1	KAK4472328.1
OG0005743	STRK1_14710.1, STRK1_14690.1	KAK4474814.1
OG0005744	STRK1_14930.1	KAK4474793.1
OG0005745	STRK1_64240.1	KAK4471406.1
OG0005746	STRK1_36660.1	KAK4472770.1
OG0005747	STRK1_42410.1	KAK4472288.1
OG0005748	STRK1_83570.3, STRK1_83570.2, STRK1_83570.1	KAK4468877.1
OG0005750	STRK1_92540.1	KAK4467855.1
OG0005751	STRK1_37090.1	KAK4472247.1
OG0005753	STRK1_78150.1	KAK4471012.1
OG0005754	STRK1_84610.1	KAK4468754.1
OG0005755	STRK1_22930.1, STRK1_22940.1, STRK1_102470.1	KAK4473214.1
OG0005757	STRK1_75580.1	KAK4470662.1
OG0005758	STRK1_109360.1, STRK1_69650.1	KAK4470179.1
OG0005759	STRK1_23660.1	KAK4473119.1
OG0005760	STRK1_51110.1	KAK4469582.1
OG0005761	STRK1_110550.1, STRK1_110550.2	KAK4472208.1
OG0005762	STRK1_65540.1	KAK4471807.1
OG0005763	STRK1_89010.1, STRK1_98710.1	KAK4468473.1
OG0005764	STRK1_62110.1, STRK1_62120.1	KAK4471208.1
OG0005765	STRK1_26720.1	KAK4472874.1, KAK4472914.1
OG0005766	STRK1_82090.1, STRK1_8710.1, STRK1_8720.1	KAK4468099.1
OG0005767	STRK1_77790.1	KAK4470083.1
OG0005768	STRK1_31710.1	KAK4472581.1
OG0005769	STRK1_11220.1	KAK4474509.1
OG0005770	STRK1_39240.1, STRK1_39240.2	KAK4472982.1
OG0005771	STRK1_47260.1, STRK1_47260.2	KAK4469515.1
OG0005772	STRK1_79560.1	KAK4468361.1, KAK4467953.1
OG0005773	STRK1_70360.1, STRK1_70370.1, STRK1_70350.1, STRK1_109640.1, STRK1_109650.1, STRK1_70380.1, STRK1_110740.1	KAK4470002.1
OG0005774	STRK1_59120.1	KAK4471333.1
OG0005775	STRK1_37340.1	KAK4473462.1
OG0005776	STRK1_101830.1, STRK1_83990.1	KAK4468838.1, KAK4468840.1
OG0005777	STRK1_37590.1	KAK4473492.1
OG0005778	STRK1_65690.1	KAK4471528.1
OG0005779	STRK1_101410.1	KAK4471037.1
OG0005780	STRK1_94980.1	KAK4467738.1
OG0005781	STRK1_84920.1	KAK4468805.1
OG0005783	STRK1_85560.1, STRK1_100910.1, STRK1_100930.1	KAK4468659.1
OG0005784	STRK1_87030.1, STRK1_87040.1	KAK4468433.1
OG0005785	STRK1_7740.1	KAK4474443.1
OG0005786	STRK1_11070.1	KAK4474493.1
OG0005787	STRK1_230.1	KAK4475753.1
OG0005788	STRK1_7560.1	KAK4474465.1, KAK4474466.1
OG0005789	STRK1_52760.1, STRK1_52760.2	KAK4469146.1
OG0005790	STRK1_68300.1	KAK4470001.1, KAK4470959.1
OG0005791	STRK1_42770.1	KAK4473950.1
OG0005792	STRK1_16530.1	KAK4467394.1, KAK4475643.1
OG0005793	STRK1_6190.1, STRK1_6190.2	KAK4476257.1
OG0005794	STRK1_16040.1	KAK4474341.1
OG0005796	STRK1_6750.1	KAK4475779.1
OG0005797	STRK1_93250.1	KAK4467670.1
OG0005798	STRK1_69180.1	KAK4470234.1
OG0005799	STRK1_19130.1	KAK4474973.1
OG0005800	STRK1_93730.1	KAK4468146.1
OG0005801	STRK1_4360.1	KAK4475318.1
OG0005802	STRK1_75950.1, STRK1_75950.2	KAK4470490.1
OG0005803	STRK1_55780.1	KAK4471175.1
OG0005804	STRK1_91520.1	KAK4467715.1
OG0005805	STRK1_67860.1	KAK4470126.1
OG0005806	STRK1_96170.1	KAK4468290.1
OG0005807	STRK1_78000.1	KAK4471011.1
OG0005808	STRK1_37790.1	KAK4473738.1
OG0005809	STRK1_36950.1	KAK4472795.1
OG0005810	STRK1_84960.1	KAK4468728.1
OG0005811	STRK1_8490.1, STRK1_8490.2, STRK1_8490.3, STRK1_8490.4, STRK1_8490.5	KAK4467493.1, KAK4474710.1
OG0005812	STRK1_38270.1, STRK1_38270.2, STRK1_38270.3	KAK4473687.1
OG0005813	STRK1_69850.1, STRK1_69850.2, STRK1_108110.1	KAK4470201.1
OG0005814	STRK1_5050.1	KAK4474564.1
OG0005815	STRK1_62470.1, STRK1_62470.2	KAK4471237.1
OG0005816	STRK1_11800.1	KAK4474730.1
OG0005818	STRK1_88620.1	KAK4468534.1
OG0005819	STRK1_106770.1, STRK1_107900.1	KAK4469474.1
OG0005820	STRK1_88880.1, STRK1_88880.2	KAK4471691.1
OG0005821	STRK1_92850.1	KAK4467810.1
OG0005823	STRK1_38510.1	KAK4473654.1
OG0005824	STRK1_25890.1	KAK4472939.1
OG0005825	STRK1_24480.1	KAK4472997.1, KAK4473743.1
OG0005826	STRK1_59480.1, STRK1_59480.2, STRK1_59480.3	KAK4471714.1
OG0005827	STRK1_43720.1, STRK1_43720.2	KAK4469459.1
OG0005828	STRK1_86630.1	KAK4468573.1
OG0005829	STRK1_57280.1	KAK4472062.1
OG0005830	STRK1_66910.1	KAK4471542.1
OG0005831	STRK1_45750.1	KAK4469627.1
OG0005832	STRK1_31260.1	KAK4474006.1
OG0005833	STRK1_6470.1, STRK1_6470.2	KAK4467290.1, KAK4475765.1
OG0005834	STRK1_81140.1, STRK1_81150.1, STRK1_81180.1	KAK4468014.1
OG0005835	STRK1_64200.1	KAK4471057.1, KAK4471411.1
OG0005836	STRK1_93870.1	KAK4468200.1
OG0005837	STRK1_89360.1	KAK4468732.1
OG0005838	STRK1_280.1, STRK1_280.2	KAK4474491.1
OG0005839	STRK1_26820.1, STRK1_26820.2	KAK4472847.1
OG0005840	STRK1_83660.1, STRK1_83660.2	KAK4469258.1
OG0005841	STRK1_11190.1	KAK4474506.1
OG0005843	STRK1_100240.1	KAK4475369.1
OG0005844	STRK1_3710.1	KAK4474434.1
OG0005845	STRK1_94950.1, STRK1_94950.2	KAK4467735.1
OG0005846	STRK1_27630.1	KAK4472549.1
OG0005847	STRK1_96690.1	KAK4467825.1
OG0005848	STRK1_47370.1, STRK1_47370.2	KAK4469526.1
OG0005849	STRK1_90480.1	KAK4467820.1
OG0005851	STRK1_53150.1	KAK4468994.1
OG0005852	STRK1_29710.1	KAK4472491.1
OG0005853	STRK1_101610.1	KAK4470707.1
OG0005854	STRK1_76310.1	KAK4470871.1
OG0005855	STRK1_33290.1	KAK4473882.1
OG0005856	STRK1_83710.1	KAK4468890.1
OG0005857	STRK1_64750.1, STRK1_64750.2	KAK4471628.1
OG0005859	STRK1_13910.1	KAK4474898.1
OG0005860	STRK1_70470.1	KAK4470274.1
OG0005861	STRK1_40690.1	KAK4473551.1
OG0005862	STRK1_37600.1	KAK4473491.1
OG0005863	STRK1_50970.1	KAK4469565.1
OG0005864	STRK1_20330.1, STRK1_20330.2, STRK1_20330.3	KAK4475454.1
OG0005865	STRK1_19890.1	KAK4475404.1
OG0005866	STRK1_69950.1	KAK4470207.1
OG0005867	STRK1_27200.1, STRK1_27200.2	KAK4472835.1
OG0005868	STRK1_92840.1	KAK4467809.1
OG0005869	STRK1_93490.1	KAK4467914.1
OG0005870	STRK1_24930.1	KAK4467480.1
OG0005871	STRK1_73140.1, STRK1_73140.2, STRK1_73140.3	KAK4470854.1
OG0005872	STRK1_45030.1	KAK4469078.1
OG0005873	STRK1_70430.1, STRK1_70450.1, STRK1_70440.1, STRK1_70390.1	KAK4470270.1
OG0005874	STRK1_63000.1, STRK1_63000.2	KAK4471371.1
OG0005875	STRK1_64370.1	KAK4471385.1
OG0005876	STRK1_65140.1	KAK4471585.1
OG0005877	STRK1_23710.1	KAK4473134.1
OG0005878	STRK1_41790.1	KAK4473424.1
OG0005879	STRK1_40310.1, STRK1_40320.1	KAK4473582.1
OG0005881	STRK1_3070.3, STRK1_3070.1, STRK1_3070.2	KAK4474760.1
OG0005894	STRK1_10640.1	KAK4474602.1
OG0005895	STRK1_92160.1	KAK4467900.1
OG0005896	STRK1_38920.1	KAK4473614.1
OG0005897	STRK1_77330.1	KAK4467875.1
OG0005898	STRK1_40170.1, STRK1_40160.1	KAK4472887.1
OG0005899	STRK1_92060.1	KAK4467884.1
OG0005900	STRK1_108390.1, STRK1_108390.3, STRK1_108390.4, STRK1_108390.5, STRK1_108390.2	KAK4472660.1
OG0005901	STRK1_57660.1	KAK4472004.1
OG0005902	STRK1_7440.1	KAK4476076.1
OG0005903	STRK1_15220.1, STRK1_15220.3, STRK1_15220.2	KAK4475837.1
OG0005904	STRK1_96780.1	KAK4473311.1
OG0005905	STRK1_66210.1	KAK4471555.1
OG0005906	STRK1_75090.1	KAK4470615.1
OG0005907	STRK1_39550.1, STRK1_39550.2	KAK4473270.1
OG0005908	STRK1_38020.1	KAK4473709.1
OG0005909	STRK1_5300.1	KAK4467533.1, KAK4474590.1
OG0005910	STRK1_73040.1	KAK4470697.1
OG0005911	STRK1_93370.1	KAK4467658.1
OG0005912	STRK1_94570.1	KAK4467639.1
OG0005913	STRK1_87530.1	KAK4468937.1
OG0005914	STRK1_75840.1	KAK4470502.1
OG0005915	STRK1_12600.1, STRK1_12600.2, STRK1_12600.3	KAK4476154.1
OG0005916	STRK1_98590.1, STRK1_98800.1	KAK4475149.1
OG0005917	STRK1_62520.1, STRK1_62520.2	KAK4471242.1
OG0005918	STRK1_34640.1	KAK4472339.1
OG0005920	STRK1_17220.1	KAK4475568.1
OG0005921	STRK1_99070.1, STRK1_109830.1	KAK4471085.1
OG0005922	STRK1_20080.1	KAK4475425.1
OG0005923	STRK1_36630.1	KAK4472245.1
OG0005924	STRK1_14590.1	KAK4474824.1
OG0005926	STRK1_65460.1	KAK4471796.1
OG0005927	STRK1_26280.1	KAK4472976.1
OG0005929	STRK1_60660.1	KAK4471976.1
OG0005930	STRK1_76840.1	KAK4470977.1
OG0005931	STRK1_70690.1, STRK1_70700.1	KAK4470299.1
OG0005932	STRK1_1450.1	KAK4475354.1
OG0005933	STRK1_41610.1	KAK4467502.1
OG0005934	STRK1_18570.1	KAK4475008.1
OG0005935	STRK1_31680.1	KAK4472575.1, KAK4472577.1
OG0005936	STRK1_60540.1	KAK4471961.1
OG0005937	STRK1_85740.1	KAK4468565.1
OG0005938	STRK1_70590.1	KAK4470286.1
OG0005940	STRK1_25310.1	KAK4472210.1
OG0005941	STRK1_90050.1	KAK4467692.1
OG0005942	STRK1_80710.1	KAK4468227.1
OG0005943	STRK1_4910.1, STRK1_4910.2	KAK4474612.1
OG0005944	STRK1_58040.1	KAK4471845.1
OG0005945	STRK1_17270.1	KAK4475562.1
OG0005946	STRK1_19300.1	KAK4475377.1
OG0005947	STRK1_11170.1	KAK4474504.1
OG0005948	STRK1_111270.1, STRK1_36060.1	KAK4474134.1
OG0005949	STRK1_9670.1	KAK4476288.1
OG0005950	STRK1_49210.1	KAK4469379.1
OG0005951	STRK1_5880.1	KAK4475924.1
OG0005952	STRK1_80290.1	KAK4468271.1
OG0005953	STRK1_77820.1	KAK4471491.1
OG0005954	STRK1_18890.1, STRK1_18900.1	KAK4474980.1
OG0005955	STRK1_87020.1	KAK4468434.1
OG0005956	STRK1_29510.1	KAK4472407.1, KAK4472409.1
OG0005957	STRK1_24700.1, STRK1_24690.1	KAK4473021.1
OG0005958	STRK1_75500.1	KAK4470655.1
OG0005959	STRK1_41220.1	KAK4473753.1
OG0005960	STRK1_67230.1, STRK1_67230.2	KAK4468067.1
OG0005961	STRK1_66490.1	KAK4471494.1
OG0005962	STRK1_91590.1, STRK1_91590.2	KAK4467938.1
OG0005963	STRK1_59590.1	KAK4471725.1
OG0005964	STRK1_31620.1	KAK4472569.1, KAK4472570.1
OG0005965	STRK1_18980.1	KAK4475340.1
OG0005966	STRK1_97230.1	KAK4468725.1
OG0005967	STRK1_70770.1, STRK1_74330.1	KAK4470305.1
OG0005968	STRK1_11640.1	KAK4474288.1
OG0005969	STRK1_40660.1	KAK4473554.1
OG0005970	STRK1_20570.1	KAK4475475.1
OG0005971	STRK1_24620.1	KAK4473003.1
OG0005972	STRK1_45980.1	KAK4469894.1
OG0005973	STRK1_42900.1, STRK1_42900.2	KAK4473750.1
OG0005974	STRK1_20730.1	KAK4475441.1
OG0005975	STRK1_69040.1	KAK4470120.1
OG0005976	STRK1_29280.1	KAK4472718.1
OG0005977	STRK1_46440.1	KAK4469717.1
OG0005978	STRK1_83490.1, STRK1_83490.2	KAK4468863.1
OG0005979	STRK1_24430.1	KAK4473101.1
OG0005980	STRK1_54210.1	KAK4469979.1
OG0005981	STRK1_94890.1	KAK4467729.1
OG0005982	STRK1_105290.1, STRK1_61790.1	KAK4472059.1
OG0005983	STRK1_50760.1	KAK4469327.1
OG0005984	STRK1_63290.1	KAK4471262.1
OG0005985	STRK1_23580.1	KAK4473113.1
OG0005986	STRK1_19110.1	KAK4474975.1
OG0005987	STRK1_19120.1	KAK4474974.1
OG0005989	STRK1_98470.1	KAK4468346.1, KAK4468347.1
OG0005990	STRK1_54200.1	KAK4469977.1
OG0005991	STRK1_46000.1, STRK1_106460.1	KAK4469892.1
OG0005992	STRK1_45270.1	KAK4469099.1, KAK4469100.1, KAK4469101.1
OG0005993	STRK1_74990.1	KAK4470789.1
OG0005994	STRK1_51650.1	KAK4469190.1
OG0005995	STRK1_68370.1	KAK4470725.1
OG0005996	STRK1_1970.1	KAK4475096.1
OG0005997	STRK1_550.1, STRK1_550.2	KAK4476238.1
OG0005998	STRK1_51310.1, STRK1_51340.1, STRK1_51350.1	KAK4469603.1
OG0005999	STRK1_77940.1, STRK1_77940.2	KAK4471003.1
OG0006000	STRK1_7520.1	KAK4474471.1
OG0006001	STRK1_84690.1	KAK4468760.1
OG0006002	STRK1_46290.1	KAK4469727.1
OG0006003	STRK1_35480.1	KAK4474192.1
OG0006004	STRK1_49510.1	KAK4469213.1
OG0006005	STRK1_71750.1	KAK4470320.1
OG0006006	STRK1_44190.1	KAK4469153.1
OG0006007	STRK1_21300.1, STRK1_21300.2	KAK4475345.1
OG0006010	STRK1_79350.1	KAK4476168.1
