Orthogroup	schistosoma_turkestanicum	schistosoma_spindale
OG0006024	STRK1_45060.1	SSPN1_45500.1
OG0006025	STRK1_4810.1	SSPN1_15740.1
OG0006026	STRK1_710.3, STRK1_710.2, STRK1_710.5, STRK1_710.1, STRK1_710.4	SSPN1_320.1
OG0006027	STRK1_23540.1	SSPN1_23720.1
OG0006028	STRK1_49730.1	SSPN1_47880.1
OG0006029	STRK1_54010.1	SSPN1_54200.1
OG0006030	STRK1_35390.1	SSPN1_36510.1
OG0006031	STRK1_2040.1	SSPN1_12020.1
OG0006032	STRK1_9590.1	SSPN1_20250.1
OG0006033	STRK1_39300.1	SSPN1_39900.1
OG0006034	STRK1_40460.1	SSPN1_42090.1
OG0006035	STRK1_53930.1	SSPN1_54140.1
OG0006036	STRK1_93920.1	SSPN1_80090.1
OG0006037	STRK1_81360.1	SSPN1_81130.1
OG0006038	STRK1_40510.1	SSPN1_42040.1
OG0006039	STRK1_52230.1	SSPN1_49240.1, SSPN1_49240.2, SSPN1_49240.3
OG0006040	STRK1_95750.1	SSPN1_55290.1
OG0006041	STRK1_26670.1, STRK1_26670.2	SSPN1_27130.1
OG0006042	STRK1_32230.1	SSPN1_30340.1
OG0006043	STRK1_99530.1	SSPN1_11090.1
OG0006044	STRK1_66970.1	SSPN1_66390.1, SSPN1_66390.2
OG0006045	STRK1_30960.1	SSPN1_34790.1, SSPN1_34780.1
OG0006046	STRK1_8380.1, STRK1_8380.2, STRK1_8380.3	SSPN1_17620.1
OG0006047	STRK1_34740.1	SSPN1_37450.1
OG0006048	STRK1_12870.1	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2
OG0006049	STRK1_38720.1	SSPN1_39320.1
OG0006050	STRK1_60650.1	SSPN1_62770.1
OG0006051	STRK1_15520.1	SSPN1_7030.1
OG0006052	STRK1_70610.1	SSPN1_69920.1
OG0006053	STRK1_66050.1	SSPN1_64860.1
OG0006054	STRK1_63750.1	SSPN1_65530.1
OG0006055	STRK1_6410.1	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1
OG0006056	STRK1_4750.1	SSPN1_15670.1
OG0006057	STRK1_102640.1, STRK1_102640.2, STRK1_102640.3	SSPN1_29520.1
OG0006058	STRK1_4110.1	SSPN1_10610.1
OG0006059	STRK1_70480.1	SSPN1_69790.1
OG0006060	STRK1_16870.1	SSPN1_3200.1
OG0006061	STRK1_105880.1	SSPN1_82240.1
OG0006062	STRK1_30490.1	SSPN1_35180.1
OG0006063	STRK1_43020.1	SSPN1_43740.1
OG0006064	STRK1_67750.1	SSPN1_67200.1
OG0006065	STRK1_13270.1	SSPN1_17030.1
OG0006066	STRK1_8640.1, STRK1_8640.2, STRK1_8640.3	SSPN1_9000.1
OG0006067	STRK1_40650.1	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3
OG0006068	STRK1_39180.1	SSPN1_39760.1
OG0006069	STRK1_27740.1	SSPN1_36700.1
OG0006070	STRK1_62960.1	SSPN1_58330.1
OG0006071	STRK1_71080.1	SSPN1_73890.1, SSPN1_73890.2
OG0006072	STRK1_80770.1	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1
OG0006073	STRK1_47050.1	SSPN1_50960.1
OG0006074	STRK1_87210.1	SSPN1_87700.1
OG0006075	STRK1_24610.1	SSPN1_24770.1, SSPN1_24770.2
OG0006076	STRK1_52220.1	SSPN1_49230.1
OG0006077	STRK1_41740.1, STRK1_41750.1	SSPN1_40590.1, SSPN1_40590.2
OG0006079	STRK1_106450.1	SSPN1_50090.1
OG0006080	STRK1_98420.1, STRK1_98900.1	SSPN1_38210.1
OG0006081	STRK1_1200.1	SSPN1_1720.1, SSPN1_1720.2
OG0006082	STRK1_41630.1	SSPN1_40440.1
OG0006083	STRK1_94040.1	SSPN1_80680.1
OG0006084	STRK1_21360.1	SSPN1_22190.1, SSPN1_22190.2
OG0006085	STRK1_71610.1	SSPN1_70410.1, SSPN1_70410.2
OG0006086	STRK1_24050.1	SSPN1_23480.1, SSPN1_23480.2
OG0006087	STRK1_41390.1, STRK1_41390.2, STRK1_41390.3	SSPN1_31900.1
OG0006088	STRK1_68900.1	SSPN1_68250.1, SSPN1_68250.2
OG0006089	STRK1_10560.1	SSPN1_19300.1, SSPN1_19300.2
OG0006090	STRK1_88820.1	SSPN1_88160.1
OG0006091	STRK1_78280.1	SSPN1_77390.1
OG0006092	STRK1_11470.1	SSPN1_18270.1
OG0006093	STRK1_48340.1	SSPN1_53110.1
OG0006094	STRK1_52430.1	SSPN1_49510.1
OG0006095	STRK1_79440.1	SSPN1_78960.1
OG0006096	STRK1_3930.1	SSPN1_11630.1
OG0006097	STRK1_71090.1	SSPN1_73880.1
OG0006098	STRK1_23120.1, STRK1_23130.1, STRK1_23150.1	SSPN1_24230.1
OG0006099	STRK1_7130.1, STRK1_7130.2	SSPN1_7300.1, SSPN1_7300.2, SSPN1_7300.3
OG0006100	STRK1_14020.1, STRK1_14020.2	SSPN1_11960.1
OG0006101	STRK1_33640.1	SSPN1_33570.1
OG0006102	STRK1_72560.1	SSPN1_75170.1
OG0006103	STRK1_33000.1	SSPN1_32960.1
OG0006104	STRK1_63900.1, STRK1_63900.2, STRK1_63900.3	SSPN1_58080.1
OG0006105	STRK1_79500.1	SSPN1_78860.1
OG0006106	STRK1_97810.1, STRK1_103830.1	SSPN1_64430.1, SSPN1_64430.2
OG0006107	STRK1_75570.1	SSPN1_71450.1, SSPN1_71450.2
OG0006109	STRK1_68180.1	SSPN1_67470.1
OG0006110	STRK1_86210.1	SSPN1_85800.1
OG0006112	STRK1_84680.1	SSPN1_84680.1
OG0006113	STRK1_16470.1	SSPN1_3640.1
OG0006114	STRK1_92100.1	SSPN1_90200.1, SSPN1_90200.2, SSPN1_90200.3
OG0006115	STRK1_25680.1	SSPN1_26020.1
OG0006116	STRK1_45390.1	SSPN1_45760.1
OG0006117	STRK1_54150.1, STRK1_54150.2	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3
OG0006118	STRK1_53330.1	SSPN1_54640.1
OG0006119	STRK1_48720.1, STRK1_48740.1	SSPN1_53000.1
OG0006120	STRK1_37440.1	SSPN1_41110.1
OG0006121	STRK1_20450.1	SSPN1_21120.1
OG0006122	STRK1_30400.1	SSPN1_28490.1
OG0006123	STRK1_58350.1	SSPN1_64000.1
OG0006124	STRK1_63270.1	SSPN1_59120.1
OG0006125	STRK1_75700.1	SSPN1_71560.1
OG0006126	STRK1_65260.1	SSPN1_62130.1
OG0006127	STRK1_40810.1	SSPN1_41740.1
OG0006128	STRK1_28050.1	SSPN1_33930.1
OG0006129	STRK1_11730.1	SSPN1_17990.1
OG0006130	STRK1_23620.1	SSPN1_26910.1
OG0006131	STRK1_64440.1, STRK1_64440.2	SSPN1_61150.1
OG0006132	STRK1_52030.1	SSPN1_49820.1
OG0006133	STRK1_67040.1	SSPN1_66470.1, SSPN1_66470.2
OG0006134	STRK1_18720.1	SSPN1_13110.2, SSPN1_13110.1
OG0006135	STRK1_1630.1	SSPN1_1910.1
OG0006136	STRK1_71030.1, STRK1_71030.2	SSPN1_73960.1
OG0006137	STRK1_19470.1	SSPN1_9960.1, SSPN1_9960.2
OG0006139	STRK1_11890.1	SSPN1_17820.1
OG0006140	STRK1_71500.1	SSPN1_70500.4, SSPN1_70500.2, SSPN1_70500.3, SSPN1_70500.1
OG0006141	STRK1_29360.1, STRK1_29360.2	SSPN1_29580.1
OG0006143	STRK1_2220.1	SSPN1_11420.1
OG0006144	STRK1_60220.1	SSPN1_63260.1, SSPN1_63260.2
OG0006145	STRK1_28580.1	SSPN1_32150.1
OG0006146	STRK1_72700.1	SSPN1_75050.1
OG0006147	STRK1_87850.1	SSPN1_85110.1
OG0006148	STRK1_45620.1	SSPN1_66580.1
OG0006149	STRK1_7020.1, STRK1_7020.2	SSPN1_7210.1
OG0006150	STRK1_31950.1	SSPN1_39080.1
OG0006151	STRK1_39730.1	SSPN1_40360.1
OG0006154	STRK1_83620.1	SSPN1_82980.1
OG0006155	STRK1_18110.1	SSPN1_12700.1
OG0006156	STRK1_71010.1	SSPN1_73980.1, SSPN1_73980.2
OG0006157	STRK1_42470.1	SSPN1_43510.1, SSPN1_43510.2
OG0006158	STRK1_19490.1	SSPN1_9990.1
OG0006159	STRK1_22080.1	SSPN1_22650.1
OG0006160	STRK1_14520.1	SSPN1_14190.1
OG0006161	STRK1_82250.1	SSPN1_82340.1
OG0006162	STRK1_13350.1	SSPN1_11780.1
OG0006163	STRK1_1050.1	SSPN1_1570.1
OG0006164	STRK1_91220.1, STRK1_91220.2	SSPN1_740.1
OG0006165	STRK1_68310.1	SSPN1_67670.1
OG0006166	STRK1_45280.1	SSPN1_45850.1
OG0006167	STRK1_79630.1	SSPN1_78750.1
OG0006168	STRK1_86100.1	SSPN1_85730.1
OG0006170	STRK1_11790.1	SSPN1_17930.1, SSPN1_17930.2
OG0006171	STRK1_16340.1	SSPN1_3810.1
OG0006172	STRK1_39860.1	SSPN1_42650.1
OG0006173	STRK1_19650.1, STRK1_19650.2	SSPN1_9350.1, SSPN1_20890.1
OG0006174	STRK1_1980.2	SSPN1_12080.1
OG0006175	STRK1_84400.1, STRK1_84410.1	SSPN1_84470.1, SSPN1_84470.2, SSPN1_84470.3, SSPN1_84470.4
OG0006176	STRK1_88440.1	SSPN1_87310.1
OG0006177	STRK1_85090.1	SSPN1_84150.1
OG0006178	STRK1_84090.1	SSPN1_83710.1
OG0006179	STRK1_44420.1	SSPN1_44640.1, SSPN1_44640.2
OG0006180	STRK1_52750.1	SSPN1_49720.1
OG0006181	STRK1_77140.1	SSPN1_76370.1
OG0006182	STRK1_27840.1	SSPN1_38380.1
OG0006183	STRK1_98430.1, STRK1_105450.1, STRK1_98910.1	SSPN1_38220.1
OG0006185	STRK1_45900.1	SSPN1_46300.1, SSPN1_46300.2, SSPN1_46300.3, SSPN1_46300.4, SSPN1_46300.5, SSPN1_46300.6
OG0006186	STRK1_93580.1	SSPN1_89340.2, SSPN1_89340.3, SSPN1_89340.4, SSPN1_89340.1
OG0006187	STRK1_40980.1	SSPN1_41580.1
OG0006188	STRK1_40940.1	SSPN1_41630.1, SSPN1_41630.2
OG0006189	STRK1_92690.1, STRK1_92690.2	SSPN1_92000.1
OG0006191	STRK1_90680.1	SSPN1_92930.1, SSPN1_92930.2
OG0006193	STRK1_88430.1	SSPN1_87320.1
OG0006195	STRK1_69790.1, STRK1_69790.2, STRK1_69800.1	SSPN1_69110.1
OG0006196	STRK1_76150.2, STRK1_76150.1, STRK1_76150.3	SSPN1_73360.1
OG0006197	STRK1_62910.1	SSPN1_58380.1
OG0006198	STRK1_27760.1	SSPN1_38450.1
OG0006199	STRK1_26210.1, STRK1_25450.1	SSPN1_25520.1
OG0006200	STRK1_22710.1, STRK1_96040.1	SSPN1_24410.1
OG0006201	STRK1_22280.1	SSPN1_22750.1, SSPN1_22750.2, SSPN1_22750.3, SSPN1_22750.4
OG0006202	STRK1_21440.1, STRK1_21450.1	SSPN1_22100.1
OG0006203	STRK1_40380.1	SSPN1_42170.1
OG0006204	STRK1_28320.1	SSPN1_34220.1
OG0006204	STRK1_28330.1	SSPN1_34230.1
OG0006205	STRK1_2710.1	SSPN1_10890.1
OG0006206	STRK1_5380.1	SSPN1_16320.1, SSPN1_16320.2, SSPN1_16320.3, SSPN1_16320.4
OG0006207	STRK1_18650.1	SSPN1_13060.1
OG0006208	STRK1_1370.1	SSPN1_2250.1, SSPN1_2250.2
OG0006209	STRK1_17600.1	SSPN1_2450.1
OG0006210	STRK1_13180.3, STRK1_13180.1, STRK1_13180.2	SSPN1_7670.1
OG0006211	STRK1_28770.1	SSPN1_32360.1
OG0006213	STRK1_61180.1, STRK1_61190.1, STRK1_61200.1	SSPN1_57420.1, SSPN1_57430.1
OG0006214	STRK1_65780.1	SSPN1_65860.1
OG0006214	STRK1_65790.1	SSPN1_65850.1
OG0006215	STRK1_82240.1	SSPN1_82350.1
OG0006225	STRK1_64550.1	SSPN1_58060.1
OG0006226	STRK1_9580.1	SSPN1_20260.1
OG0006227	STRK1_10760.1	SSPN1_19090.2, SSPN1_19090.1, SSPN1_19090.3
OG0006228	STRK1_26410.1	SSPN1_25290.1
OG0006229	STRK1_3080.1, STRK1_3080.2	SSPN1_14880.1
OG0006230	STRK1_94390.1	SSPN1_89750.1
OG0006231	STRK1_96050.1	SSPN1_39400.1
OG0006233	STRK1_42890.1	SSPN1_42880.1, SSPN1_42880.2, SSPN1_42880.3
OG0006234	STRK1_11200.1	SSPN1_18570.1
OG0006235	STRK1_22470.1	SSPN1_24660.1
OG0006236	STRK1_66950.1	SSPN1_66370.1
OG0006237	STRK1_35210.1	SSPN1_30730.1
OG0006238	STRK1_32060.1	SSPN1_39200.1
OG0006239	STRK1_73960.1	SSPN1_74320.1
OG0006240	STRK1_105230.1	SSPN1_80060.1, SSPN1_80060.2
OG0006241	STRK1_53760.1	SSPN1_53940.1
OG0006242	STRK1_4710.1	SSPN1_15620.1
OG0006243	STRK1_39840.1	SSPN1_42670.1
OG0006244	STRK1_67330.1, STRK1_67320.1	SSPN1_66740.1
OG0006245	STRK1_54840.1	SSPN1_53430.1
OG0006246	STRK1_78540.1	SSPN1_77850.1
OG0006247	STRK1_87520.1	SSPN1_86910.1
OG0006248	STRK1_87370.1	SSPN1_87600.1, SSPN1_87600.2
OG0006249	STRK1_43680.1	SSPN1_44560.1
OG0006250	STRK1_34280.1	SSPN1_37910.1
OG0006251	STRK1_14720.1, STRK1_14720.3, STRK1_14720.2	SSPN1_14390.1
OG0006252	STRK1_35510.1	SSPN1_36370.1, SSPN1_36370.2
OG0006253	STRK1_85780.1	SSPN1_86630.1, SSPN1_86620.1
OG0006255	STRK1_30700.1	SSPN1_35020.1
OG0006257	STRK1_94790.1	SSPN1_90350.1
OG0006258	STRK1_64850.1	SSPN1_57850.1
OG0006259	STRK1_85680.1	SSPN1_86720.1, SSPN1_86730.1
OG0006260	STRK1_24560.1, STRK1_24560.2	SSPN1_23030.1
OG0006261	STRK1_71230.1, STRK1_71220.1	SSPN1_73740.1
OG0006262	STRK1_66470.1	SSPN1_66020.1, SSPN1_66020.2
OG0006263	STRK1_81050.1	SSPN1_80850.1
OG0006264	STRK1_74820.1	SSPN1_74800.1, SSPN1_74800.2
OG0006265	STRK1_21390.1	SSPN1_22140.1, SSPN1_22140.2, SSPN1_22140.3
OG0006266	STRK1_54400.1, STRK1_99620.1	SSPN1_49010.1, SSPN1_49010.2
OG0006267	STRK1_38860.1	SSPN1_39470.1
OG0006269	STRK1_50960.1	SSPN1_46760.1
OG0006270	STRK1_14680.1	SSPN1_14370.1
OG0006271	STRK1_1810.1	SSPN1_12280.1
OG0006272	STRK1_9090.1	SSPN1_20770.1
OG0006273	STRK1_42710.1	SSPN1_43020.1
OG0006274	STRK1_43190.1	SSPN1_43800.1
OG0006275	STRK1_77710.1	SSPN1_77560.1
OG0006276	STRK1_83130.1	SSPN1_78370.1
OG0006277	STRK1_39820.1, STRK1_39820.2	SSPN1_42690.1
OG0006278	STRK1_81840.1	SSPN1_81530.1, SSPN1_81530.2
OG0006279	STRK1_38420.1	SSPN1_30900.1
OG0006280	STRK1_5630.1	SSPN1_16520.2, SSPN1_16520.1
OG0006281	STRK1_31430.1	SSPN1_38490.1
OG0006282	STRK1_74910.1	SSPN1_74870.1
OG0006283	STRK1_39610.1, STRK1_39610.2	SSPN1_40230.1
OG0006284	STRK1_70090.1	SSPN1_69460.1
OG0006285	STRK1_47910.1	SSPN1_52450.1, SSPN1_52450.2
OG0006286	STRK1_59430.1	SSPN1_61600.1
OG0006287	STRK1_75150.1	SSPN1_70980.1
OG0006288	STRK1_75320.1	SSPN1_71150.1
OG0006289	STRK1_74780.1	SSPN1_74770.1
OG0006290	STRK1_61860.1	SSPN1_59840.1
OG0006291	STRK1_60880.1	SSPN1_62490.1
OG0006292	STRK1_106920.1	SSPN1_65730.1
OG0006293	STRK1_90600.1	SSPN1_92460.1
OG0006294	STRK1_24150.1	SSPN1_23580.1
OG0006295	STRK1_91170.1	SSPN1_91490.1
OG0006296	STRK1_39010.1, STRK1_39020.1, STRK1_39030.1	SSPN1_39620.1
OG0006297	STRK1_104810.1, STRK1_104800.1, STRK1_26030.1, STRK1_26040.1	SSPN1_25650.1
OG0006298	STRK1_91180.1	SSPN1_700.1
OG0006299	STRK1_1380.1	SSPN1_2230.1
OG0006300	STRK1_8860.1	SSPN1_3540.1, SSPN1_9820.1
OG0006301	STRK1_7090.1	SSPN1_7260.1
OG0006302	STRK1_48240.1	SSPN1_52740.1
OG0006303	STRK1_880.1	SSPN1_1420.1
OG0006304	STRK1_50020.1	SSPN1_47570.1
OG0006305	STRK1_99560.5, STRK1_99560.2, STRK1_99560.3, STRK1_99560.4, STRK1_99560.1	SSPN1_65810.1, SSPN1_65810.2
OG0006306	STRK1_13480.1	SSPN1_10480.1
OG0006307	STRK1_36390.1	SSPN1_35510.1
OG0006308	STRK1_71690.1	SSPN1_70310.1, SSPN1_70310.2
OG0006309	STRK1_76410.1	SSPN1_75780.1
OG0006310	STRK1_5820.1	SSPN1_6210.1, SSPN1_6230.1
OG0006311	STRK1_85470.1	SSPN1_85550.1
OG0006312	STRK1_74670.1	SSPN1_74660.1
OG0006313	STRK1_75960.1	SSPN1_73180.1, SSPN1_73180.2
OG0006315	STRK1_91620.1	SSPN1_89190.1
OG0006316	STRK1_66270.2	SSPN1_65750.2
OG0006316	STRK1_66270.1	SSPN1_65750.1
OG0006317	STRK1_49200.1	SSPN1_48360.1
OG0006318	STRK1_48960.1	SSPN1_48620.1
OG0006319	STRK1_86120.1	SSPN1_85750.1
OG0006321	STRK1_480.1	SSPN1_390.1
OG0006322	STRK1_25670.1	SSPN1_53790.1
OG0006323	STRK1_35250.1	SSPN1_36960.1
OG0006324	STRK1_18660.3	SSPN1_13070.1
OG0006325	STRK1_3390.1	SSPN1_5630.1
OG0006326	STRK1_92580.1	SSPN1_92300.1
OG0006327	STRK1_100820.1	SSPN1_23920.1
OG0006328	STRK1_55680.1, STRK1_55690.1	SSPN1_56240.1
OG0006329	STRK1_64790.1	SSPN1_57880.1
OG0006330	STRK1_85180.1	SSPN1_87520.1
OG0006331	STRK1_57530.1	SSPN1_64710.1
OG0006332	STRK1_42230.4, STRK1_42230.1, STRK1_42230.2, STRK1_42230.3	SSPN1_43920.1
OG0006333	STRK1_58210.1, STRK1_58210.2	SSPN1_64120.1
OG0006334	STRK1_80560.1	SSPN1_79680.1
OG0006335	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1	SSPN1_91440.1
OG0006336	STRK1_110960.1, STRK1_101040.1	SSPN1_20980.1
OG0006339	STRK1_36250.1	SSPN1_35340.1
OG0006340	STRK1_40220.1	SSPN1_42300.1
OG0006341	STRK1_46130.1	SSPN1_50000.1, SSPN1_50000.2
OG0006342	STRK1_81490.1, STRK1_81490.2	SSPN1_81190.1
OG0006343	STRK1_60280.1	SSPN1_63200.1
OG0006344	STRK1_26850.1	SSPN1_24950.1
OG0006346	STRK1_85940.1	SSPN1_87210.1
OG0006347	STRK1_23940.1	SSPN1_26580.1, SSPN1_26580.2
OG0006348	STRK1_42290.1	SSPN1_43840.1
OG0006349	STRK1_12470.1, STRK1_12470.2	SSPN1_8370.1
OG0006351	STRK1_74060.1, STRK1_74050.1	SSPN1_74200.1
OG0006352	STRK1_5110.1	SSPN1_16040.1
OG0006353	STRK1_67570.1	SSPN1_67040.1
OG0006354	STRK1_21990.1	SSPN1_68850.1, SSPN1_68850.2
OG0006355	STRK1_62590.1	SSPN1_49650.1
OG0006356	STRK1_77100.1, STRK1_77110.1	SSPN1_76410.1
OG0006357	STRK1_80960.1	SSPN1_80720.1
OG0006358	STRK1_15010.1	SSPN1_14660.1
OG0006359	STRK1_52310.1	SSPN1_49330.1
OG0006360	STRK1_93500.1	SSPN1_89410.1, SSPN1_89410.2
OG0006361	STRK1_48260.1	SSPN1_52720.1
OG0006362	STRK1_18140.1	SSPN1_12730.1
OG0006363	STRK1_5460.1	SSPN1_16390.1
OG0006364	STRK1_80450.1	SSPN1_79610.1
OG0006365	STRK1_20000.1	SSPN1_21420.1
OG0006366	STRK1_102020.1, STRK1_47020.1	SSPN1_50920.1, SSPN1_50930.1
OG0006367	STRK1_67710.1	SSPN1_67120.1
OG0006368	STRK1_63830.1, STRK1_63840.1	SSPN1_60540.1
OG0006369	STRK1_111330.1, STRK1_82390.1	SSPN1_82260.1
OG0006370	STRK1_69190.1	SSPN1_68510.3, SSPN1_68510.1, SSPN1_68510.2
OG0006371	STRK1_78550.1	SSPN1_77830.1
OG0006372	STRK1_39260.1	SSPN1_39860.1, SSPN1_39860.2
OG0006373	STRK1_76240.1	SSPN1_75670.1, SSPN1_75670.2
OG0006374	STRK1_52160.1	SSPN1_49160.1
OG0006375	STRK1_20270.1, STRK1_108410.1, STRK1_19530.1	SSPN1_9290.1
OG0006376	STRK1_66720.1	SSPN1_84020.1
OG0006377	STRK1_60710.1	SSPN1_62710.1
OG0006378	STRK1_51680.1	SSPN1_52000.1
OG0006379	STRK1_83370.1	SSPN1_82890.1
OG0006380	STRK1_85310.1	SSPN1_85680.1, SSPN1_85680.2
OG0006381	STRK1_72050.1	SSPN1_72390.1
OG0006382	STRK1_82640.1	SSPN1_82050.1
OG0006383	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1	SSPN1_78410.1
OG0006385	STRK1_13410.1	SSPN1_10540.1, SSPN1_10540.2, SSPN1_10540.3
OG0006386	STRK1_53390.1	SSPN1_54670.1, SSPN1_54670.3, SSPN1_54670.2
OG0006387	STRK1_72340.1	SSPN1_75430.1
OG0006388	STRK1_57640.1, STRK1_57640.2	SSPN1_64590.1
OG0006389	STRK1_81850.1	SSPN1_81540.1
OG0006390	STRK1_63450.1	SSPN1_58960.1, SSPN1_58960.2
OG0006391	STRK1_96790.1, STRK1_63440.1	SSPN1_58970.1
OG0006392	STRK1_90000.1	SSPN1_92710.1
OG0006393	STRK1_67270.1	SSPN1_66790.1
OG0006394	STRK1_51180.1	SSPN1_46540.1, SSPN1_46540.2
OG0006395	STRK1_11140.1	SSPN1_18640.1, SSPN1_18640.3, SSPN1_18640.2
OG0006396	STRK1_18880.1	SSPN1_10370.1
OG0006397	STRK1_77640.1, STRK1_77650.1	SSPN1_75910.1
OG0006398	STRK1_3570.1	SSPN1_5890.1
OG0006399	STRK1_8130.1, STRK1_8140.1	SSPN1_17400.1
OG0006400	STRK1_72130.1	SSPN1_72470.1
OG0006401	STRK1_45140.1	SSPN1_45590.1
OG0006402	STRK1_26700.1, STRK1_26700.2	SSPN1_24830.1
OG0006403	STRK1_80840.1	SSPN1_820.1
OG0006404	STRK1_34900.1	SSPN1_37260.1
OG0006405	STRK1_49020.1	SSPN1_48560.1
OG0006406	STRK1_46940.1	SSPN1_50840.1, SSPN1_50840.2
OG0006407	STRK1_1780.1, STRK1_1780.2	SSPN1_12320.1
OG0006408	STRK1_76030.1	SSPN1_73240.1
OG0006409	STRK1_46230.1	SSPN1_50120.1, SSPN1_50120.2, SSPN1_50120.3
OG0006410	STRK1_410.1, STRK1_410.2	SSPN1_1210.1, SSPN1_1210.2
OG0006411	STRK1_1680.1	SSPN1_1870.1
OG0006412	STRK1_13500.1, STRK1_13510.1	SSPN1_10440.1, SSPN1_10450.1
OG0006413	STRK1_104440.1, STRK1_87390.1	SSPN1_87580.1
OG0006414	STRK1_83640.1, STRK1_83650.1	SSPN1_83000.1
OG0006415	STRK1_24030.1	SSPN1_23490.1
OG0006416	STRK1_61420.1	SSPN1_63760.1
OG0006417	STRK1_49130.1, STRK1_105070.1	SSPN1_48450.1
OG0006418	STRK1_12110.1	SSPN1_8750.2
OG0006418	STRK1_12110.2	SSPN1_8750.1
OG0006419	STRK1_24330.1	SSPN1_26970.1
OG0006420	STRK1_63700.1	SSPN1_65920.1
OG0006421	STRK1_3230.1, STRK1_3230.2	SSPN1_5500.2, SSPN1_5500.1
OG0006422	STRK1_86260.1	SSPN1_85850.1, SSPN1_85850.2, SSPN1_85860.1
OG0006423	STRK1_80460.1	SSPN1_79620.1
OG0006424	STRK1_49040.1	SSPN1_48540.1
OG0006425	STRK1_76320.1	SSPN1_75730.1
OG0006426	STRK1_18590.1	SSPN1_13050.1, SSPN1_13050.2
OG0006427	STRK1_34290.1	SSPN1_37900.2, SSPN1_37900.1, SSPN1_37900.3
OG0006428	STRK1_91250.1	SSPN1_680.1
OG0006429	STRK1_10240.1	SSPN1_19590.1
OG0006431	STRK1_103710.1, STRK1_103960.1	SSPN1_87760.1
OG0006432	STRK1_77410.1	SSPN1_76110.1, SSPN1_76110.2, SSPN1_76110.3, SSPN1_76110.4
OG0006433	STRK1_41140.1	SSPN1_41460.1
OG0006434	STRK1_94930.1	SSPN1_89640.1
OG0006435	STRK1_79930.1	SSPN1_78460.7, SSPN1_78460.4, SSPN1_78460.5, SSPN1_78460.6, SSPN1_78460.1, SSPN1_78460.2, SSPN1_78460.3
OG0006436	STRK1_67440.1	SSPN1_66680.1
OG0006437	STRK1_88770.1	SSPN1_88080.1
OG0006438	STRK1_71130.1	SSPN1_73830.1
OG0006439	STRK1_11750.1, STRK1_11750.2	SSPN1_17970.1
OG0006440	STRK1_52080.1, STRK1_52080.2	SSPN1_49080.1
OG0006441	STRK1_92960.1	SSPN1_92220.1
OG0006442	STRK1_35900.1	SSPN1_35970.1
OG0006443	STRK1_17960.1, STRK1_17960.3, STRK1_17960.2	SSPN1_12550.1
OG0006444	STRK1_87400.1	SSPN1_86990.1
OG0006446	STRK1_46510.1	SSPN1_50350.1
OG0006448	STRK1_6640.1	SSPN1_4800.1
OG0006449	STRK1_31960.1	SSPN1_39100.1
OG0006450	STRK1_111200.1, STRK1_17420.1	SSPN1_2610.1
OG0006451	STRK1_69130.1	SSPN1_68440.1, SSPN1_68440.2, SSPN1_68440.3
OG0006452	STRK1_54320.1	SSPN1_54530.1, SSPN1_54530.2, SSPN1_54530.3
OG0006453	STRK1_67340.1	SSPN1_66720.1
OG0006454	STRK1_9100.1	SSPN1_20760.1
OG0006455	STRK1_54550.1	SSPN1_48910.1
OG0006456	STRK1_1090.1	SSPN1_1600.1
OG0006457	STRK1_105200.1	SSPN1_52690.1
OG0006458	STRK1_63050.1	SSPN1_58250.1, SSPN1_58250.2
OG0006459	STRK1_53810.1	SSPN1_53990.1, SSPN1_53990.2
OG0006460	STRK1_62550.1	SSPN1_59250.1
OG0006461	STRK1_83500.1	SSPN1_82780.1
OG0006463	STRK1_59760.1	SSPN1_61950.1, SSPN1_61950.2
OG0006464	STRK1_20350.1	SSPN1_21320.1
OG0006465	STRK1_74530.1	SSPN1_74520.1
OG0006466	STRK1_88100.1	SSPN1_84870.1
OG0006467	STRK1_9870.1, STRK1_9870.2	SSPN1_19970.1, SSPN1_19970.2
OG0006468	STRK1_37670.1	SSPN1_41340.1
OG0006469	STRK1_4840.1, STRK1_4870.1	SSPN1_15780.1
OG0006471	STRK1_94060.1	SSPN1_80660.1
OG0006472	STRK1_94090.1	SSPN1_80610.1, SSPN1_80620.1, SSPN1_80630.1
OG0006473	STRK1_65280.1, STRK1_65290.1	SSPN1_62150.1
OG0006474	STRK1_59150.1	SSPN1_58660.1
OG0006475	STRK1_95760.1, STRK1_95790.1	SSPN1_18030.1
OG0006476	STRK1_16960.1	SSPN1_3080.1, SSPN1_3080.2
OG0006477	STRK1_23980.1	SSPN1_26550.1
OG0006478	STRK1_7350.1	SSPN1_7530.1
OG0006480	STRK1_20640.1	SSPN1_21150.1
OG0006481	STRK1_64950.1	SSPN1_57750.1, SSPN1_57750.2, SSPN1_57750.3
