Orthogroup	schistosoma_haematobium	fasciola_gigantica
OG0006035	SHAE2_59570.1	FGIG_06455
OG0006036	SHAE2_87820.1	FGIG_06523
OG0006037	SHAE2_89560.1	FGIG_06532
OG0006038	SHAE2_46290.1	FGIG_06567
OG0006039	SHAE2_54180.1, SHAE2_54180.2	FGIG_06568
OG0006040	SHAE2_61130.1, SHAE2_61360.1	FGIG_06651
OG0006041	SHAE2_30520.5, SHAE2_30520.2, SHAE2_30520.3, SHAE2_30520.4, SHAE2_30520.1	FGIG_06792
OG0006042	SHAE2_33730.1	FGIG_06799
OG0006043	SHAE2_20450.1	FGIG_06821
OG0006044	SHAE2_73460.1	FGIG_06839, FGIG_09285
OG0006045	SHAE2_39020.1	FGIG_06858
OG0006046	SHAE2_14850.1	FGIG_06859
OG0006047	SHAE2_102750.1	FGIG_06862
OG0006048	SHAE2_8620.1	FGIG_06901
OG0006049	SHAE2_43490.1	FGIG_06934
OG0006050	SHAE2_65550.1	FGIG_06979
OG0006051	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3	FGIG_07294
OG0006052	SHAE2_77230.1	FGIG_07314, FGIG_08950
OG0006053	SHAE2_71890.1	FGIG_07403
OG0006054	SHAE2_67960.1	FGIG_07424
OG0006055	SHAE2_5250.1	FGIG_07555, FGIG_12414
OG0006056	SHAE2_16780.1, SHAE2_16780.3, SHAE2_16780.2	FGIG_07596
OG0006057	SHAE2_32830.1	FGIG_07603
OG0006058	SHAE2_19990.1	FGIG_07629
OG0006059	SHAE2_77080.3, SHAE2_77080.4, SHAE2_77080.2, SHAE2_77080.1	FGIG_07642
OG0006060	SHAE2_3840.1, SHAE2_3840.2, SHAE2_3840.3	FGIG_07735
OG0006061	SHAE2_90420.1	FGIG_07737
OG0006062	SHAE2_38570.1, SHAE2_38570.2	FGIG_07768, FGIG_07767
OG0006063	SHAE2_48090.1	FGIG_07773
OG0006064	SHAE2_74270.1	FGIG_07837
OG0006065	SHAE2_14220.1	FGIG_09557
OG0006066	SHAE2_11030.1	FGIG_07957, FGIG_07958
OG0006067	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2	FGIG_07984
OG0006068	SHAE2_43910.1, SHAE2_43910.2	FGIG_08132
OG0006069	SHAE2_37030.1	FGIG_08136
OG0006070	SHAE2_70690.1	FGIG_08226
OG0006071	SHAE2_81170.1	FGIG_08258
OG0006072	SHAE2_87520.1	FGIG_08317
OG0006073	SHAE2_55960.1	FGIG_08326
OG0006075	SHAE2_28050.1	FGIG_08364
OG0006076	SHAE2_54170.1	FGIG_08367, FGIG_12133
OG0006077	SHAE2_44740.1	FGIG_08374
OG0006078	SHAE2_26980.1	FGIG_08424
OG0006079	SHAE2_55080.1	FGIG_08462
OG0006080	SHAE2_34970.1	FGIG_08479
OG0006081	SHAE2_2070.1	FGIG_08526
OG0006082	SHAE2_44590.1	FGIG_08527
OG0006083	SHAE2_89200.1	FGIG_08563
OG0006084	SHAE2_25100.1	FGIG_08568
OG0006085	SHAE2_77700.1	FGIG_10779, FGIG_08613
OG0006086	SHAE2_26730.1, SHAE2_26730.2	FGIG_08731
OG0006087	SHAE2_42030.1	FGIG_08787
OG0006088	SHAE2_75420.1	FGIG_08882
OG0006089	SHAE2_13100.1	FGIG_08956
OG0006090	SHAE2_96990.1	FGIG_08982
OG0006091	SHAE2_84850.1	FGIG_09009
OG0006092	SHAE2_15600.1	FGIG_09050
OG0006093	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2	FGIG_09188
OG0006094	SHAE2_54430.1	FGIG_09274
OG0006095	SHAE2_86350.1, SHAE2_86350.2	FGIG_09620
OG0006096	SHAE2_21010.1	FGIG_09689
OG0006097	SHAE2_81160.1	FGIG_09715
OG0006098	SHAE2_27570.1	FGIG_09726
OG0006099	SHAE2_7870.1	FGIG_09757
OG0006100	SHAE2_19300.1	FGIG_09760
OG0006101	SHAE2_40350.1	FGIG_09771
OG0006102	SHAE2_82520.1, SHAE2_82520.2	FGIG_09799
OG0006103	SHAE2_40950.1	FGIG_09897, FGIG_09898
OG0006104	SHAE2_70950.1, SHAE2_70950.2, SHAE2_70950.3	FGIG_09904
OG0006105	SHAE2_86230.2, SHAE2_86230.1	FGIG_09948
OG0006106	SHAE2_63840.1	FGIG_09973
OG0006107	SHAE2_78710.1	FGIG_09976
OG0006108	SHAE2_103210.1	FGIG_10009
OG0006109	SHAE2_74570.1	FGIG_10044
OG0006110	SHAE2_95720.3, SHAE2_95720.1, SHAE2_95720.2	FGIG_10049
OG0006111	SHAE2_2350.1	FGIG_10113
OG0006112	SHAE2_93150.1	FGIG_10226
OG0006113	SHAE2_4260.1	FGIG_10252
OG0006114	SHAE2_99060.1, SHAE2_99060.2	FGIG_10556, FGIG_10273
OG0006116	SHAE2_50590.1	FGIG_10344
OG0006117	SHAE2_59780.1	FGIG_10442
OG0006118	SHAE2_60060.1	FGIG_10496
OG0006119	SHAE2_57990.2, SHAE2_57990.3, SHAE2_57990.1	FGIG_10529
OG0006120	SHAE2_45270.1	FGIG_10569
OG0006121	SHAE2_24440.1, SHAE2_24440.2	FGIG_10579
OG0006122	SHAE2_31860.1	FGIG_10586
OG0006123	SHAE2_64290.1	FGIG_10590
OG0006125	SHAE2_78860.1	FGIG_10662
OG0006126	SHAE2_66160.1	FGIG_10703
OG0006127	SHAE2_45950.1	FGIG_10725
OG0006128	SHAE2_39960.1	FGIG_10751
OG0006129	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2	FGIG_11814, FGIG_10752
OG0006130	SHAE2_30270.1	FGIG_10821, FGIG_10822
OG0006131	SHAE2_67160.1	FGIG_10927, FGIG_13984
OG0006132	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3	FGIG_10944, FGIG_10943
OG0006133	SHAE2_73530.1, SHAE2_73530.2	FGIG_10962
OG0006134	SHAE2_22830.1	FGIG_10976
OG0006135	SHAE2_2260.1	FGIG_10981
OG0006136	SHAE2_81210.1	FGIG_11014, FGIG_11188
OG0006137	SHAE2_22290.1	FGIG_11021
OG0006138	SHAE2_8340.1	FGIG_11023
OG0006139	SHAE2_15110.1	FGIG_11069
OG0006140	SHAE2_77830.1	FGIG_11074
OG0006141	SHAE2_32910.1	FGIG_11129
OG0006142	SHAE2_83970.1	FGIG_12241, FGIG_11164
OG0006143	SHAE2_20780.1, SHAE2_20780.2	FGIG_11445, FGIG_11237
OG0006144	SHAE2_65050.1	FGIG_11242
OG0006145	SHAE2_41800.1	FGIG_11257
OG0006146	SHAE2_82390.1	FGIG_11274
OG0006147	SHAE2_93610.1	FGIG_11300
OG0006148	SHAE2_73620.1	FGIG_11321
OG0006149	SHAE2_7770.1, SHAE2_7770.2	FGIG_11387
OG0006150	SHAE2_34040.3, SHAE2_34040.1, SHAE2_34040.2	FGIG_11446
OG0006151	SHAE2_44500.1, SHAE2_44500.2	FGIG_11455
OG0006152	SHAE2_94610.1	FGIG_11474
OG0006153	SHAE2_64470.1, SHAE2_64470.2	FGIG_11530
OG0006154	SHAE2_91450.1	FGIG_11547
OG0006155	SHAE2_23380.1, SHAE2_23380.2	FGIG_11830
OG0006156	SHAE2_81230.1, SHAE2_81230.2, SHAE2_81230.3	FGIG_11874
OG0006157	SHAE2_47870.1, SHAE2_47870.2	FGIG_11878
OG0006158	SHAE2_22320.1	FGIG_11954
OG0006159	SHAE2_25740.1	FGIG_12040
OG0006160	SHAE2_18610.1	FGIG_12105
OG0006161	SHAE2_90310.1	FGIG_12166
OG0006162	SHAE2_21170.1	FGIG_12313
OG0006163	SHAE2_1920.1	FGIG_12372
OG0006164	SHAE2_560.1	FGIG_12474
OG0006166	SHAE2_50680.1	FGIG_12529
OG0006167	SHAE2_86130.1, SHAE2_86150.1	FGIG_12579
OG0006168	SHAE2_95820.1	FGIG_12633
OG0006226	SHAE2_12050.1	FGIG_00055, FGIG_06305
OG0006227	SHAE2_13290.1	FGIG_00060
OG0006228	SHAE2_28620.1	FGIG_00068
OG0006229	SHAE2_17820.1, SHAE2_17820.2	FGIG_00075
OG0006230	SHAE2_98430.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	SHAE2_43570.1	FGIG_00166
OG0006233	SHAE2_47150.1	FGIG_00324
OG0006234	SHAE2_15900.1	FGIG_00325
OG0006235	SHAE2_27970.1	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	SHAE2_73440.1	FGIG_00448
OG0006237	SHAE2_43160.1	FGIG_00450
OG0006238	SHAE2_33910.1	FGIG_00472
OG0006239	SHAE2_81630.2, SHAE2_81630.1	FGIG_00474
OG0006240	SHAE2_87790.1	FGIG_00494, FGIG_00495
OG0006241	SHAE2_59390.2, SHAE2_59390.1	FGIG_00551
OG0006242	SHAE2_16830.1	FGIG_12664, FGIG_00622
OG0006243	SHAE2_46920.1	FGIG_00637
OG0006244	SHAE2_73770.1	FGIG_00766
OG0006245	SHAE2_58490.1	FGIG_00777, FGIG_00776
OG0006246	SHAE2_85340.2, SHAE2_85340.1	FGIG_00799
OG0006247	SHAE2_94500.1	FGIG_00862
OG0006248	SHAE2_96420.1	FGIG_00890
OG0006249	SHAE2_48960.1	FGIG_00933
OG0006250	SHAE2_35920.1, SHAE2_35920.2	FGIG_00958
OG0006251	SHAE2_18410.1	FGIG_01056
OG0006252	SHAE2_37350.1	FGIG_01080
OG0006253	SHAE2_94770.1	FGIG_09181, FGIG_01105
OG0006254	SHAE2_2550.1	FGIG_01121
OG0006255	SHAE2_38730.1	FGIG_01124
OG0006256	SHAE2_42850.1	FGIG_01136
OG0006257	SHAE2_99190.1	FGIG_04631, FGIG_01141
OG0006258	SHAE2_71310.1	FGIG_01246
OG0006259	SHAE2_94670.1	FGIG_01260, FGIG_01261
OG0006260	SHAE2_26350.1	FGIG_01269
OG0006261	SHAE2_81050.1	FGIG_01386, FGIG_01385
OG0006262	SHAE2_72960.1	FGIG_01406
OG0006263	SHAE2_89290.1	FGIG_01444, FGIG_06726
OG0006264	SHAE2_82150.1	FGIG_01450
OG0006265	SHAE2_25080.1	FGIG_01474
OG0006266	SHAE2_53950.1	FGIG_01521, FGIG_01522
OG0006267	SHAE2_43650.1	FGIG_01531
OG0006268	SHAE2_89400.1	FGIG_01654
OG0006269	SHAE2_51570.1	FGIG_01663
OG0006270	SHAE2_18430.1	FGIG_01788
OG0006271	SHAE2_21600.1, SHAE2_21600.2	FGIG_01813
OG0006272	SHAE2_11410.1, SHAE2_11410.2	FGIG_01877
OG0006273	SHAE2_47310.1	FGIG_01880
OG0006274	SHAE2_48380.1	FGIG_01909
OG0006275	SHAE2_84720.1	FGIG_02097
OG0006276	SHAE2_90950.1	FGIG_02118
OG0006277	SHAE2_46940.1	FGIG_02172
OG0006278	SHAE2_89930.1	FGIG_02173
OG0006279	SHAE2_43010.1	FGIG_02204
OG0006280	SHAE2_13750.1	FGIG_02259
OG0006281	SHAE2_34670.1	FGIG_02319
OG0006282	SHAE2_82220.1	FGIG_02396
OG0006283	SHAE2_44380.1	FGIG_02470
OG0006284	SHAE2_76620.1, SHAE2_76620.2	FGIG_02617, FGIG_12218
OG0006285	SHAE2_57480.1	FGIG_02631
OG0006286	SHAE2_66730.1	FGIG_02651
OG0006287	SHAE2_78290.1, SHAE2_78290.2	FGIG_02696
OG0006288	SHAE2_78450.1	FGIG_02732, FGIG_02733
OG0006289	SHAE2_82110.1	FGIG_02774
OG0006290	SHAE2_68960.1	FGIG_02808
OG0006291	SHAE2_65800.1	FGIG_02861
OG0006292	SHAE2_72790.1	FGIG_02864
OG0006293	SHAE2_101480.1	FGIG_02873
OG0006294	SHAE2_26810.1	FGIG_02897, FGIG_12580
OG0006295	SHAE2_100470.1	FGIG_02916
OG0006296	SHAE2_43790.1	FGIG_12568, FGIG_02930
OG0006297	SHAE2_28990.1	FGIG_02936, FGIG_02935
OG0006298	SHAE2_360.1	FGIG_02955
OG0006299	SHAE2_2580.1	FGIG_03008
OG0006300	SHAE2_11230.1, SHAE2_11230.2	FGIG_03043
OG0006301	SHAE2_7830.1	FGIG_03060
OG0006302	SHAE2_57760.1	FGIG_03099
OG0006303	SHAE2_1780.1	FGIG_03117
OG0006304	SHAE2_52420.1	FGIG_03123
OG0006306	SHAE2_19860.1	FGIG_03193, FGIG_08482
OG0006307	SHAE2_38210.1	FGIG_03350
OG0006308	SHAE2_77590.1	FGIG_03514
OG0006309	SHAE2_83200.1	FGIG_03636
OG0006310	SHAE2_6850.1	FGIG_03648
OG0006311	SHAE2_94070.1	FGIG_03661
OG0006312	SHAE2_82010.1	FGIG_03684
OG0006313	SHAE2_80490.1	FGIG_03696
OG0006314	SHAE2_102440.1, SHAE2_75020.1	FGIG_03713
OG0006315	SHAE2_98080.1	FGIG_03720
OG0006316	SHAE2_72770.1	FGIG_03811, FGIG_03812
OG0006317	SHAE2_53250.1	FGIG_03875
OG0006318	SHAE2_53540.1	FGIG_03888
OG0006319	SHAE2_95800.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006321	SHAE2_1300.1, SHAE2_1300.2	FGIG_04040
OG0006322	SHAE2_59240.1	FGIG_04082
OG0006323	SHAE2_36780.1	FGIG_04136
OG0006324	SHAE2_22890.1	FGIG_04163
OG0006325	SHAE2_6250.1	FGIG_04216
OG0006326	SHAE2_101330.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	SHAE2_27160.1	FGIG_04492, FGIG_04491
OG0006328	SHAE2_62220.1	FGIG_04497
OG0006329	SHAE2_71230.1	FGIG_04500
OG0006330	SHAE2_96320.1	FGIG_04553
OG0006331	SHAE2_63520.1	FGIG_04577
OG0006332	SHAE2_48340.1	FGIG_04582
OG0006333	SHAE2_64160.1	FGIG_04670
OG0006334	SHAE2_87170.1	FGIG_04684
OG0006335	SHAE2_100410.1	FGIG_04751
OG0006336	SHAE2_23930.1	FGIG_04777
OG0006337	SHAE2_17560.1, SHAE2_17570.1	FGIG_04780
OG0006338	SHAE2_22120.1	FGIG_04804
OG0006339	SHAE2_38400.1	FGIG_04931
OG0006340	SHAE2_46540.1	FGIG_04957, FGIG_05164
OG0006341	SHAE2_55010.1	FGIG_05004
OG0006342	SHAE2_89620.1	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	SHAE2_65110.1	FGIG_05060, FGIG_05091
OG0006344	SHAE2_28240.1	FGIG_05103
OG0006345	SHAE2_75350.1	FGIG_05236
OG0006346	SHAE2_95930.1	FGIG_05271
OG0006347	SHAE2_29930.1	FGIG_05292
OG0006348	SHAE2_48290.1	FGIG_05327
OG0006349	SHAE2_10320.1	FGIG_05354, FGIG_05355
OG0006350	SHAE2_40080.2, SHAE2_40080.1, SHAE2_40080.4, SHAE2_40080.3	FGIG_05372, FGIG_05373
OG0006351	SHAE2_81490.1	FGIG_05380
OG0006352	SHAE2_16400.1	FGIG_05416
OG0006353	SHAE2_74090.1	FGIG_05427
OG0006354	SHAE2_75990.1, SHAE2_75990.2	FGIG_05431
OG0006355	SHAE2_54630.1, SHAE2_54620.1, SHAE2_54620.2	FGIG_05443
OG0006356	SHAE2_83820.1	FGIG_05477
OG0006357	SHAE2_89240.1	FGIG_05499
OG0006358	SHAE2_18060.1, SHAE2_18060.2	FGIG_05606
OG0006359	SHAE2_54280.1	FGIG_05685, FGIG_05684
OG0006360	SHAE2_98300.1	FGIG_05687
OG0006361	SHAE2_57740.1	FGIG_05695
OG0006362	SHAE2_23350.1	FGIG_05758
OG0006363	SHAE2_16060.1	FGIG_05842
OG0006364	SHAE2_87090.1	FGIG_05846
OG0006365	SHAE2_24090.1	FGIG_05854
OG0006366	SHAE2_55930.1	FGIG_05942
OG0006367	SHAE2_74190.1	FGIG_06038
OG0006368	SHAE2_67800.1	FGIG_06056
OG0006369	SHAE2_90400.1, SHAE2_90400.2	FGIG_06074
OG0006370	SHAE2_75660.1	FGIG_06179
OG0006371	SHAE2_85330.1	FGIG_06220
OG0006372	SHAE2_44050.3, SHAE2_44050.1, SHAE2_44050.2	FGIG_06257
OG0006373	SHAE2_83070.1	FGIG_06266
OG0006374	SHAE2_54110.2, SHAE2_54110.1	FGIG_06368
OG0006375	SHAE2_22060.1	FGIG_06379
OG0006376	SHAE2_92410.1	FGIG_12584, FGIG_06425
OG0006377	SHAE2_65610.1, SHAE2_65610.2	FGIG_06440
OG0006378	SHAE2_57030.1	FGIG_06445, FGIG_06444
OG0006379	SHAE2_91530.1	FGIG_06453
OG0006381	SHAE2_79710.1	FGIG_06561
OG0006382	SHAE2_90610.1	FGIG_06574
OG0006383	SHAE2_85750.1	FGIG_06621
OG0006384	SHAE2_63580.1	FGIG_06626
OG0006385	SHAE2_19920.1	FGIG_06657
OG0006386	SHAE2_60080.1	FGIG_06699
OG0006387	SHAE2_82810.1	FGIG_06734, FGIG_12424
OG0006388	SHAE2_63650.1	FGIG_06755
OG0006389	SHAE2_89940.1, SHAE2_89940.2	FGIG_06771
OG0006390	SHAE2_69970.1	FGIG_06827
OG0006391	SHAE2_69960.1	FGIG_07033, FGIG_06828
OG0006392	SHAE2_99800.1	FGIG_10067, FGIG_06830
OG0006393	SHAE2_73820.2, SHAE2_73820.1	FGIG_06928
OG0006394	SHAE2_51320.1	FGIG_06942
OG0006395	SHAE2_15960.1	FGIG_06992
OG0006396	SHAE2_22720.1	FGIG_06995
OG0006397	SHAE2_83330.1	FGIG_07001
OG0006398	SHAE2_6500.1	FGIG_07086
OG0006399	SHAE2_14600.1, SHAE2_14610.1	FGIG_07120
OG0006400	SHAE2_79790.1	FGIG_07283
OG0006401	SHAE2_50400.1	FGIG_07310
OG0006402	SHAE2_28100.1	FGIG_07313
OG0006403	SHAE2_650.1	FGIG_07437
OG0006404	SHAE2_36490.1	FGIG_07473
OG0006405	SHAE2_53470.1, SHAE2_53470.2, SHAE2_53450.1	FGIG_07477
OG0006406	SHAE2_55840.1	FGIG_07578
OG0006407	SHAE2_21630.1	FGIG_07582
OG0006408	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3	FGIG_07627
OG0006409	SHAE2_55120.1	FGIG_07688
OG0006410	SHAE2_1240.1	FGIG_07709
OG0006411	SHAE2_2220.1	FGIG_07733
OG0006412	SHAE2_19830.1	FGIG_07743, FGIG_07742
OG0006413	SHAE2_96400.2, SHAE2_96400.1	FGIG_07840
OG0006414	SHAE2_91430.1	FGIG_07937
OG0006415	SHAE2_26740.1	FGIG_08006
OG0006416	SHAE2_64560.1	FGIG_08033
OG0006417	SHAE2_53340.1	FGIG_08055
OG0006418	SHAE2_10700.1	FGIG_08067
OG0006419	SHAE2_30330.1	FGIG_08105
OG0006420	SHAE2_67900.1	FGIG_08164
OG0006421	SHAE2_6120.1	FGIG_08200
OG0006422	SHAE2_95670.1	FGIG_08202
OG0006423	SHAE2_87100.1	FGIG_08206, FGIG_10667
OG0006424	SHAE2_53430.1, SHAE2_53430.2	FGIG_08208
OG0006425	SHAE2_83140.1	FGIG_08311
OG0006426	SHAE2_22910.1	FGIG_08358
OG0006427	SHAE2_35930.1	FGIG_08359
OG0006428	SHAE2_330.1	FGIG_08397
OG0006429	SHAE2_12770.1	FGIG_08439
OG0006430	SHAE2_3750.1	FGIG_08457
OG0006431	SHAE2_96630.1	FGIG_08615
OG0006432	SHAE2_83520.1	FGIG_08656
OG0006433	SHAE2_45700.1, SHAE2_45700.3, SHAE2_45700.2	FGIG_08752
OG0006434	SHAE2_98540.1	FGIG_08760
OG0006435	SHAE2_85810.1	FGIG_08771
OG0006436	SHAE2_73710.1	FGIG_08796
OG0006437	SHAE2_96930.1	FGIG_08799
OG0006438	SHAE2_81120.1, SHAE2_81120.2	FGIG_08851
OG0006439	SHAE2_15230.1	FGIG_08865
OG0006440	SHAE2_53860.8, SHAE2_53860.9, SHAE2_54020.1	FGIG_08876
OG0006441	SHAE2_101270.1	FGIG_08947
OG0006442	SHAE2_37750.1	FGIG_08983
OG0006443	SHAE2_23530.1, SHAE2_23530.2	FGIG_09051
OG0006444	SHAE2_94420.1	FGIG_09053
OG0006445	SHAE2_74480.1	FGIG_09103
OG0006446	SHAE2_55360.1, SHAE2_55360.2	FGIG_09224
OG0006447	SHAE2_92930.2, SHAE2_92930.3, SHAE2_92930.1	FGIG_09286
OG0006448	SHAE2_5480.1	FGIG_09313
OG0006449	SHAE2_34020.1	FGIG_09359
OG0006450	SHAE2_3000.1	FGIG_09392
OG0006451	SHAE2_75600.1	FGIG_09470
OG0006452	SHAE2_59990.1	FGIG_09553
OG0006453	SHAE2_73760.1	FGIG_09566
OG0006454	SHAE2_11570.1	FGIG_09585
OG0006455	SHAE2_53840.1	FGIG_09741
OG0006456	SHAE2_1970.1	FGIG_09749
OG0006457	SHAE2_57710.1	FGIG_09819
OG0006458	SHAE2_70790.1	FGIG_09840
OG0006459	SHAE2_59440.1	FGIG_09859
OG0006460	SHAE2_69650.1	FGIG_09902
OG0006461	SHAE2_91630.1, SHAE2_91630.2	FGIG_09992
OG0006463	SHAE2_66320.1, SHAE2_66320.2	FGIG_10092
OG0006464	SHAE2_24190.1	FGIG_10128
OG0006465	SHAE2_81840.1	FGIG_11121, FGIG_10158
OG0006466	SHAE2_93380.1	FGIG_10266
OG0006467	SHAE2_12370.1	FGIG_10308
OG0006468	SHAE2_45470.1	FGIG_10393
OG0006469	SHAE2_16660.1	FGIG_10433
OG0006470	SHAE2_62500.1	FGIG_10447
OG0006471	SHAE2_89180.1	FGIG_10483
OG0006472	SHAE2_89150.1	FGIG_10666
OG0006473	SHAE2_66140.1	FGIG_10705
OG0006474	SHAE2_70340.1	FGIG_10869
OG0006475	SHAE2_15290.1	FGIG_10891
OG0006476	SHAE2_3700.1	FGIG_11046
OG0006477	SHAE2_29900.1	FGIG_11156, FGIG_11891
OG0006478	SHAE2_8130.1	FGIG_11160
OG0006479	SHAE2_46080.1	FGIG_11625, FGIG_11182
OG0006480	SHAE2_24400.1	FGIG_11325
OG0006481	SHAE2_71410.1	FGIG_11497, FGIG_11646
OG0006482	SHAE2_23580.1	FGIG_11570, FGIG_14000
OG0006483	SHAE2_64430.1	FGIG_11611
OG0006484	SHAE2_74690.1	FGIG_11727
OG0006485	SHAE2_4900.1, SHAE2_4900.2	FGIG_11740
OG0006486	SHAE2_24410.1	FGIG_11752
OG0006487	SHAE2_77940.1	FGIG_11778, FGIG_11777
OG0006488	SHAE2_18310.1	FGIG_11860
OG0006489	SHAE2_13030.1	FGIG_11976
OG0006490	SHAE2_8280.1, SHAE2_8280.2, SHAE2_8280.3	FGIG_12128
OG0006491	SHAE2_90480.1	FGIG_12211
OG0006492	SHAE2_33780.1	FGIG_12231
OG0006493	SHAE2_25450.1	FGIG_12248
OG0006494	SHAE2_66900.1	FGIG_12351
OG0006495	SHAE2_88970.1	FGIG_12377
OG0006496	SHAE2_48020.1	FGIG_12617
OG0006543	SHAE2_87540.1	FGIG_00006, FGIG_11678
OG0006544	SHAE2_101140.1	FGIG_00078
OG0006545	SHAE2_76150.1	FGIG_00183
OG0006546	SHAE2_95690.1, SHAE2_95690.2	FGIG_00243
OG0006547	SHAE2_51250.1	FGIG_00317
OG0006548	SHAE2_98390.1	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	SHAE2_73450.1	FGIG_00449
OG0006550	SHAE2_59400.1, SHAE2_59400.2, SHAE2_59400.3	FGIG_12407, FGIG_00553
OG0006551	SHAE2_79290.1, SHAE2_79290.2	FGIG_00601
OG0006552	SHAE2_16820.1	FGIG_00623
OG0006553	SHAE2_81760.1	FGIG_00662
OG0006554	SHAE2_46640.1	FGIG_00767
OG0006555	SHAE2_97680.1	FGIG_00808
OG0006556	SHAE2_57150.1	FGIG_00982
OG0006557	SHAE2_65040.1	FGIG_00988
OG0006558	SHAE2_75470.1	FGIG_01077
OG0006559	SHAE2_5710.1	FGIG_01134
OG0006561	SHAE2_71350.1	FGIG_01187
OG0006562	SHAE2_15320.1	FGIG_01192
OG0006563	SHAE2_92510.1	FGIG_01200
OG0006564	SHAE2_41970.1	FGIG_01264
OG0006565	SHAE2_18690.1	FGIG_08143, FGIG_01311
OG0006566	SHAE2_31490.1	FGIG_01314
OG0006567	SHAE2_32470.1	FGIG_01360
OG0006568	SHAE2_22510.1	FGIG_01394
OG0006569	SHAE2_31470.1	FGIG_01437
OG0006570	SHAE2_58920.1	FGIG_01459, FGIG_01458
OG0006571	SHAE2_65950.1	FGIG_01508
OG0006572	SHAE2_49640.1	FGIG_01547
OG0006573	SHAE2_2250.1	FGIG_01594
OG0006574	SHAE2_70810.1	FGIG_01597
OG0006575	SHAE2_61650.1	FGIG_01608
OG0006576	SHAE2_61760.1	FGIG_01614
OG0006578	SHAE2_51120.1	FGIG_01891
OG0006579	SHAE2_45360.1	FGIG_02083
OG0006580	SHAE2_81100.1	FGIG_02087
OG0006581	SHAE2_28950.1	FGIG_02181
OG0006582	SHAE2_32870.1	FGIG_02231
OG0006583	SHAE2_92030.1	FGIG_02247
OG0006584	SHAE2_2850.1	FGIG_02271
OG0006585	SHAE2_20230.1	FGIG_02288
OG0006586	SHAE2_40380.1	FGIG_02291
OG0006588	SHAE2_15690.1	FGIG_02309
OG0006589	SHAE2_21870.1	FGIG_02349, FGIG_08384
OG0006590	SHAE2_21890.1	FGIG_02351
OG0006591	SHAE2_76650.1	FGIG_02456
OG0006592	SHAE2_89840.1, SHAE2_89840.2, SHAE2_89840.3	FGIG_02535
OG0006593	SHAE2_75150.1, SHAE2_75150.2, SHAE2_75150.3	FGIG_02570
OG0006594	SHAE2_55100.1	FGIG_02673
OG0006596	SHAE2_83250.1	FGIG_02752
OG0006597	SHAE2_82100.1	FGIG_02773
OG0006598	SHAE2_99220.1	FGIG_02915
OG0006599	SHAE2_25690.1	FGIG_07064, FGIG_03010
OG0006600	SHAE2_83560.1	FGIG_03034
OG0006601	SHAE2_55060.1	FGIG_03122, FGIG_06369
OG0006602	SHAE2_27520.1	FGIG_03176
OG0006603	SHAE2_98020.1	FGIG_03226
OG0006604	SHAE2_59310.1	FGIG_03234
OG0006605	SHAE2_20850.1, SHAE2_20850.2	FGIG_03253
OG0006606	SHAE2_77480.1	FGIG_03382
OG0006607	SHAE2_28570.1	FGIG_03435
OG0006608	SHAE2_22440.1	FGIG_03438
OG0006609	SHAE2_91360.1	FGIG_03439
OG0006610	SHAE2_85170.1	FGIG_03465
OG0006611	SHAE2_98400.1	FGIG_03478
OG0006613	SHAE2_59670.1	FGIG_03620
OG0006614	SHAE2_69820.1	FGIG_03680
OG0006615	SHAE2_36950.1	FGIG_03718
OG0006616	SHAE2_75550.1	FGIG_03739
OG0006617	SHAE2_74130.1	FGIG_03802
OG0006618	SHAE2_40010.1	FGIG_03887
OG0006619	SHAE2_25910.1	FGIG_03900
OG0006620	SHAE2_2430.1	FGIG_03903
OG0006621	SHAE2_97840.1	FGIG_03986
OG0006622	SHAE2_18450.1, SHAE2_18460.1	FGIG_03995
OG0006623	SHAE2_70500.1	FGIG_04048
OG0006624	SHAE2_37450.1	FGIG_04050
OG0006625	SHAE2_65850.1	FGIG_04051
OG0006626	SHAE2_34830.1	FGIG_04076, FGIG_04074
OG0006627	SHAE2_60000.1	FGIG_04165
OG0006628	SHAE2_97780.1	FGIG_04260
OG0006629	SHAE2_80160.1	FGIG_04332
OG0006630	SHAE2_86010.1	FGIG_04399, FGIG_04400
OG0006631	SHAE2_54590.2, SHAE2_54590.1	FGIG_04415
OG0006632	SHAE2_42120.1	FGIG_04535
OG0006633	SHAE2_74200.1	FGIG_04566
OG0006634	SHAE2_43850.1	FGIG_04588
OG0006635	SHAE2_7680.1	FGIG_04593
OG0006636	SHAE2_27080.1	FGIG_04678
OG0006637	SHAE2_46110.2, SHAE2_46110.1	FGIG_04744
OG0006638	SHAE2_7720.1	FGIG_04775
