Orthogroup	schistosoma_haematobium	schistosoma_mattheei
OG0005723	SHAE2_45760.2, SHAE2_45760.3	SMTH1_47800.1
OG0005724	SHAE2_11220.2, SHAE2_11220.3, SHAE2_11220.1	SMTH1_10530.1
OG0005725	SHAE2_88730.1	SMTH1_92510.1, SMTH1_92510.2, SMTH1_92510.3
OG0005726	SHAE2_56270.1	SMTH1_59110.1
OG0005727	SHAE2_73250.1	SMTH1_76360.1
OG0005728	SHAE2_93180.1	SMTH1_97530.1
OG0005729	SHAE2_69120.1	SMTH1_72090.1
OG0005730	SHAE2_99550.1	SMTH1_104620.1
OG0005730	SHAE2_99540.1	SMTH1_104610.1
OG0005731	SHAE2_86070.1	SMTH1_90110.1
OG0005732	SHAE2_29670.1	SMTH1_30320.1
OG0005733	SHAE2_26500.1, SHAE2_26500.2	SMTH1_26820.1
OG0005734	SHAE2_46330.1	SMTH1_48500.1
OG0005735	SHAE2_97910.1	SMTH1_102350.1
OG0005736	SHAE2_74340.1, SHAE2_74340.2	SMTH1_77540.1
OG0005737	SHAE2_67840.1	SMTH1_70830.1
OG0005738	SHAE2_5380.1	SMTH1_5530.1
OG0005739	SHAE2_32070.2	SMTH1_33020.2
OG0005740	SHAE2_83960.1	SMTH1_88480.1
OG0005741	SHAE2_91720.1	SMTH1_95850.1
OG0005743	SHAE2_18420.1	SMTH1_18120.1, SMTH1_18130.1
OG0005744	SHAE2_18170.1	SMTH1_17880.1
OG0005745	SHAE2_67290.1	SMTH1_70310.1
OG0005746	SHAE2_31500.1	SMTH1_32470.1
OG0005747	SHAE2_47780.1	SMTH1_49980.1
OG0005748	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3	SMTH1_95560.1
OG0005749	SHAE2_63930.1	SMTH1_66430.1
OG0005749	SHAE2_63800.1	SMTH1_66440.1
OG0005750	SHAE2_101380.1	SMTH1_106460.1
OG0005751	SHAE2_37020.1	SMTH1_38020.1
OG0005752	SHAE2_26860.1	SMTH1_27300.1, SMTH1_27300.2, SMTH1_27300.3, SMTH1_27300.4
OG0005753	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3	SMTH1_89170.1
OG0005754	SHAE2_93020.1	SMTH1_97390.1
OG0005755	SHAE2_27420.1, SHAE2_27420.2	SMTH1_27800.1
OG0005756	SHAE2_29940.1	SMTH1_30660.1, SMTH1_30660.2
OG0005757	SHAE2_78720.1, SHAE2_78720.2	SMTH1_82620.1, SMTH1_82620.2
OG0005759	SHAE2_30240.1	SMTH1_31020.1
OG0005760	SHAE2_51400.1	SMTH1_53800.1
OG0005762	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1	SMTH1_68660.1
OG0005763	SHAE2_97100.1	SMTH1_101730.1
OG0005764	SHAE2_69290.1	SMTH1_72260.1, SMTH1_72270.1
OG0005764	SHAE2_69300.2, SHAE2_69300.1	SMTH1_72290.1, SMTH1_72280.1
OG0005765	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3	SMTH1_28620.1
OG0005766	SHAE2_90220.1	SMTH1_94180.1
OG0005767	SHAE2_84650.1	SMTH1_89610.1, SMTH1_89610.2
OG0005768	SHAE2_34370.1	SMTH1_35610.1
OG0005769	SHAE2_15880.1	SMTH1_15620.1, SMTH1_15630.1
OG0005770	SHAE2_44030.1	SMTH1_45830.1
OG0005771	SHAE2_56200.1	SMTH1_59020.1
OG0005772	SHAE2_86240.1	SMTH1_89910.1, SMTH1_89910.2
OG0005773	SHAE2_74070.1	SMTH1_77270.1
OG0005774	SHAE2_70320.1	SMTH1_73420.1
OG0005775	SHAE2_45150.1	SMTH1_47100.1, SMTH1_47090.1
OG0005776	SHAE2_92240.1	SMTH1_96480.1, SMTH1_96470.1
OG0005777	SHAE2_45400.1	SMTH1_47430.1
OG0005778	SHAE2_72550.1	SMTH1_75630.1
OG0005779	SHAE2_73170.1	SMTH1_76230.1, SMTH1_76230.2
OG0005780	SHAE2_98460.1	SMTH1_103510.1
OG0005781	SHAE2_92360.1	SMTH1_96580.1, SMTH1_96580.2, SMTH1_96580.3
OG0005782	SHAE2_47100.1	SMTH1_49260.1
OG0005783	SHAE2_93980.1	SMTH1_98330.1
OG0005784	SHAE2_103310.1	SMTH1_101300.1
OG0005785	SHAE2_13900.1	SMTH1_13510.1
OG0005786	SHAE2_16030.1, SHAE2_16030.2	SMTH1_15790.1
OG0005787	SHAE2_1110.1	SMTH1_940.1
OG0005788	SHAE2_14100.1	SMTH1_13780.1
OG0005789	SHAE2_54710.1, SHAE2_54710.2	SMTH1_57410.1
OG0005790	SHAE2_74770.1	SMTH1_78040.1
OG0005791	SHAE2_47380.1	SMTH1_49560.1, SMTH1_49560.2, SMTH1_49560.3
OG0005792	SHAE2_4200.1	SMTH1_4210.1, SMTH1_4210.2
OG0005793	SHAE2_7250.2, SHAE2_7250.3	SMTH1_7690.1
OG0005794	SHAE2_4740.1	SMTH1_4860.1
OG0005795	SHAE2_101280.1	SMTH1_106340.1
OG0005796	SHAE2_5570.1, SHAE2_5570.2	SMTH1_5770.1, SMTH1_5770.2
OG0005797	SHAE2_100720.1	SMTH1_105690.1
OG0005798	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3	SMTH1_79230.1
OG0005799	SHAE2_22640.1	SMTH1_22800.1
OG0005800	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4	SMTH1_92530.1
OG0005801	SHAE2_17410.1	SMTH1_17130.1
OG0005802	SHAE2_80480.1, SHAE2_80480.2	SMTH1_84560.1
OG0005803	SHAE2_62010.1	SMTH1_64530.1
OG0005804	SHAE2_97980.1	SMTH1_102810.1
OG0005805	SHAE2_74400.2, SHAE2_74400.1	SMTH1_77600.1
OG0005806	SHAE2_86690.1, SHAE2_86690.2	SMTH1_91400.1
OG0005807	SHAE2_84550.1	SMTH1_89150.1
OG0005808	SHAE2_42300.1, SHAE2_42300.2	SMTH1_43770.1
OG0005809	SHAE2_31200.1, SHAE2_31200.2	SMTH1_32110.1, SMTH1_32110.2
OG0005810	SHAE2_92710.1	SMTH1_97060.1
OG0005811	SHAE2_14970.1	SMTH1_14730.1
OG0005812	SHAE2_42860.1, SHAE2_42860.2	SMTH1_44470.1
OG0005813	SHAE2_76360.1	SMTH1_80160.1
OG0005814	SHAE2_16440.1	SMTH1_16320.1, SMTH1_16320.2
OG0005815	SHAE2_69580.1	SMTH1_72630.1
OG0005816	SHAE2_15180.1	SMTH1_14920.1, SMTH1_14920.2
OG0005817	SHAE2_33140.1	SMTH1_34280.4, SMTH1_34280.1, SMTH1_34280.2, SMTH1_34280.3
OG0005818	SHAE2_95430.1	SMTH1_99900.1
OG0005819	SHAE2_55970.1	SMTH1_58760.1
OG0005820	SHAE2_66860.1	SMTH1_69760.1
OG0005821	SHAE2_101170.1	SMTH1_106190.1, SMTH1_106200.1
OG0005822	SHAE2_29970.1	SMTH1_30680.1
OG0005823	SHAE2_43220.1	SMTH1_44920.1
OG0005823	SHAE2_43220.2	SMTH1_44920.1
OG0005824	SHAE2_29160.1	SMTH1_29760.1, SMTH1_29760.2
OG0005825	SHAE2_30440.1	SMTH1_31220.1, SMTH1_31220.2
OG0005826	SHAE2_66650.1, SHAE2_66650.2	SMTH1_69560.1
OG0005827	SHAE2_48890.1	SMTH1_51340.1
OG0005828	SHAE2_95070.1	SMTH1_99490.1, SMTH1_99490.3, SMTH1_99490.2
OG0005829	SHAE2_63090.1	SMTH1_65610.1, SMTH1_65610.2
OG0005830	SHAE2_73410.1	SMTH1_76480.1
OG0005832	SHAE2_39360.1	SMTH1_40370.1
OG0005833	SHAE2_5310.1, SHAE2_5310.2	SMTH1_5450.1
OG0005834	SHAE2_89350.1	SMTH1_93140.1
OG0005835	SHAE2_67250.1	SMTH1_70360.1
OG0005835	SHAE2_67250.2	SMTH1_70360.1
OG0005836	SHAE2_87870.1, SHAE2_87870.2	SMTH1_92360.1
OG0005837	SHAE2_97370.1, SHAE2_97450.1	SMTH1_102240.1
OG0005838	SHAE2_1150.1	SMTH1_1000.1, SMTH1_990.1
OG0005839	SHAE2_28210.1	SMTH1_28720.1, SMTH1_28720.2
OG0005840	SHAE2_91420.1	SMTH1_95500.1
OG0005841	SHAE2_15910.1	SMTH1_15660.1, SMTH1_15660.2
OG0005842	SHAE2_53860.2	SMTH1_56640.1
OG0005842	SHAE2_53970.1	SMTH1_56640.1
OG0005843	SHAE2_22190.1	SMTH1_23350.1
OG0005844	SHAE2_13810.2, SHAE2_13810.1	SMTH1_13400.1
OG0005845	SHAE2_98500.1	SMTH1_103480.1
OG0005846	SHAE2_37140.1	SMTH1_38110.1, SMTH1_38110.2
OG0005847	SHAE2_99820.1	SMTH1_106740.1
OG0005849	SHAE2_102200.1	SMTH1_106670.1
OG0005850	SHAE2_38020.1	SMTH1_39160.1, SMTH1_39160.2, SMTH1_39160.3, SMTH1_39160.4
OG0005851	SHAE2_60260.1	SMTH1_62940.1
OG0005852	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2	SMTH1_33560.1
OG0005853	SHAE2_80880.1	SMTH1_84990.1
OG0005854	SHAE2_83130.1	SMTH1_87500.1
OG0005855	SHAE2_40480.1	SMTH1_41100.1
OG0005856	SHAE2_91370.1	SMTH1_95430.1
OG0005857	SHAE2_71170.1	SMTH1_74360.1
OG0005859	SHAE2_19410.1	SMTH1_19060.1
OG0005860	SHAE2_77070.1	SMTH1_80870.4, SMTH1_80870.6, SMTH1_80870.2, SMTH1_80870.1, SMTH1_80870.3, SMTH1_80870.8, SMTH1_80870.5, SMTH1_80870.7
OG0005861	SHAE2_46120.1	SMTH1_48230.1
OG0005862	SHAE2_45410.1	SMTH1_47440.1
OG0005863	SHAE2_51540.1	SMTH1_53990.1
OG0005865	SHAE2_21810.1, SHAE2_21810.2	SMTH1_23760.1
OG0005866	SHAE2_76410.1	SMTH1_80200.1, SMTH1_80200.2
OG0005867	SHAE2_30830.1	SMTH1_31640.1
OG0005868	SHAE2_101160.2, SHAE2_101160.3, SHAE2_101160.1	SMTH1_106180.1
OG0005869	SHAE2_98310.1	SMTH1_103230.1
OG0005870	SHAE2_26570.1	SMTH1_26900.1
OG0005872	SHAE2_50260.3, SHAE2_50260.1, SHAE2_50260.2	SMTH1_52400.1
OG0005873	SHAE2_77020.1	SMTH1_80820.1, SMTH1_80820.2, SMTH1_80830.1
OG0005874	SHAE2_70740.1	SMTH1_73930.1
OG0005875	SHAE2_67450.1, SHAE2_67450.2, SHAE2_67450.3	SMTH1_70170.1
OG0005876	SHAE2_71630.1	SMTH1_74770.1
OG0005877	SHAE2_30080.1	SMTH1_30830.1
OG0005878	SHAE2_44710.1	SMTH1_46660.1
OG0005879	SHAE2_46450.1, SHAE2_46450.2	SMTH1_48650.1
OG0005880	SHAE2_40020.1	SMTH1_41190.1, SMTH1_41190.2
OG0005881	SHAE2_17800.1	SMTH1_17570.1
OG0005882	SHAE2_30130.1, SHAE2_30130.2, SHAE2_30130.3, SHAE2_30130.4	SMTH1_30880.1, SMTH1_30880.2, SMTH1_30880.3, SMTH1_30880.4
OG0005883	SHAE2_51300.1	SMTH1_53640.1, SMTH1_53640.2, SMTH1_53640.3, SMTH1_53630.1
OG0005884	SHAE2_76870.1	SMTH1_80660.1
OG0005884	SHAE2_76820.1, SHAE2_76860.1, SHAE2_76780.1, SHAE2_76840.1, SHAE2_76800.2, SHAE2_76800.1, SHAE2_76800.3	SMTH1_107660.1
OG0005885	SHAE2_91770.1, SHAE2_91770.2, SHAE2_91770.3, SHAE2_91770.4	SMTH1_95890.1
OG0005892	SHAE2_40400.1	SMTH1_41570.1
OG0005894	SHAE2_13180.1, SHAE2_13180.2	SMTH1_12640.1, SMTH1_12650.1
OG0005895	SHAE2_99120.1	SMTH1_104110.1
OG0005896	SHAE2_43710.1, SHAE2_43710.2	SMTH1_45500.1
OG0005897	SHAE2_98950.1	SMTH1_103920.1
OG0005899	SHAE2_98980.2, SHAE2_98980.1	SMTH1_103970.1
OG0005900	SHAE2_33670.1	SMTH1_34880.1
OG0005901	SHAE2_63680.1	SMTH1_66300.1
OG0005902	SHAE2_8230.1	SMTH1_8760.1
OG0005903	SHAE2_5970.1	SMTH1_6210.2
OG0005904	SHAE2_26130.1	SMTH1_26310.1
OG0005905	SHAE2_72080.1	SMTH1_75270.1
OG0005906	SHAE2_78230.1	SMTH1_82110.1
OG0005907	SHAE2_44330.1	SMTH1_46170.1, SMTH1_46170.2
OG0005908	SHAE2_42630.1	SMTH1_44160.1
OG0005909	SHAE2_16180.1	SMTH1_16020.1
OG0005910	SHAE2_80750.1	SMTH1_84880.1
OG0005911	SHAE2_100550.1, SHAE2_100550.2	SMTH1_105550.1
OG0005912	SHAE2_100360.1	SMTH1_105330.1
OG0005913	SHAE2_94510.1	SMTH1_98880.4, SMTH1_98880.1, SMTH1_98880.2, SMTH1_98880.3
OG0005914	SHAE2_80400.1	SMTH1_84430.1
OG0005915	SHAE2_10200.2	SMTH1_9490.1
OG0005916	SHAE2_20970.1	SMTH1_20710.2, SMTH1_20710.1
OG0005917	SHAE2_69620.1	SMTH1_72670.1
OG0005918	SHAE2_103410.1	SMTH1_37130.1
OG0005919	SHAE2_24520.1	SMTH1_24800.1
OG0005920	SHAE2_3380.1	SMTH1_3430.1
OG0005921	SHAE2_73860.1	SMTH1_76960.1, SMTH1_76950.1
OG0005922	SHAE2_23660.1	SMTH1_23850.1
OG0005923	SHAE2_31550.1	SMTH1_32510.2, SMTH1_32510.1, SMTH1_32510.3
OG0005924	SHAE2_18520.1	SMTH1_18260.1
OG0005925	SHAE2_74740.1	SMTH1_78010.1
OG0005926	SHAE2_65960.1	SMTH1_68760.1
OG0005927	SHAE2_28740.1	SMTH1_29300.1
OG0005928	SHAE2_72850.1	SMTH1_75970.1
OG0005929	SHAE2_65560.1	SMTH1_68330.1, SMTH1_68340.1
OG0005930	SHAE2_84170.1	SMTH1_88730.1
OG0005931	SHAE2_77330.1	SMTH1_81090.1
OG0005932	SHAE2_2510.1	SMTH1_2630.1
OG0005933	SHAE2_44780.1	SMTH1_46750.1, SMTH1_46750.2, SMTH1_46760.1
OG0005934	SHAE2_22970.1	SMTH1_22400.1
OG0005935	SHAE2_34410.1	SMTH1_35640.1
OG0005936	SHAE2_65430.1	SMTH1_68180.1
OG0005937	SHAE2_94730.1	SMTH1_99160.1, SMTH1_99150.1
OG0005938	SHAE2_77210.1	SMTH1_80970.1
OG0005939	SHAE2_63430.1	SMTH1_66000.1, SMTH1_66000.2, SMTH1_66000.3, SMTH1_66020.1
OG0005940	SHAE2_29690.1, SHAE2_29690.2	SMTH1_30350.1, SMTH1_30350.2
OG0005941	SHAE2_99720.1	SMTH1_104800.1, SMTH1_104800.2
OG0005942	SHAE2_87390.1	SMTH1_92110.1
OG0005943	SHAE2_16610.1	SMTH1_16480.1
OG0005944	SHAE2_63990.1	SMTH1_66730.1
OG0005945	SHAE2_3330.1	SMTH1_3380.1
OG0005946	SHAE2_22110.1	SMTH1_23430.1
OG0005946	SHAE2_22110.1	SMTH1_23430.2
OG0005946	SHAE2_22110.2	SMTH1_23430.1
OG0005946	SHAE2_22110.2	SMTH1_23430.2
OG0005947	SHAE2_15930.1	SMTH1_15680.1
OG0005948	SHAE2_37930.1	SMTH1_39280.1, SMTH1_39290.1
OG0005949	SHAE2_12150.1	SMTH1_11610.1, SMTH1_11610.2
OG0005950	SHAE2_53230.1	SMTH1_55930.1
OG0005951	SHAE2_6920.1	SMTH1_7310.1
OG0005952	SHAE2_86870.1	SMTH1_91590.1, SMTH1_91590.2
OG0005954	SHAE2_22710.1	SMTH1_22740.1, SMTH1_22740.2
OG0005955	SHAE2_96740.1, SHAE2_103300.1	SMTH1_101310.1
OG0005956	SHAE2_32720.1	SMTH1_33810.1
OG0005957	SHAE2_26480.1	SMTH1_26680.1
OG0005958	SHAE2_78630.1, SHAE2_78630.2	SMTH1_82540.1
OG0005959	SHAE2_42190.1	SMTH1_43610.1
OG0005960	SHAE2_90570.1	SMTH1_94570.1
OG0005961	SHAE2_72980.1	SMTH1_76110.1
OG0005962	SHAE2_98050.1	SMTH1_102890.1
OG0005963	SHAE2_66560.1, SHAE2_66560.2	SMTH1_69440.1, SMTH1_69430.1
OG0005964	SHAE2_34470.1	SMTH1_35710.1
OG0005965	SHAE2_22520.1	SMTH1_22950.1, SMTH1_22950.2
OG0005966	SHAE2_92680.1	SMTH1_97030.1
OG0005967	SHAE2_77390.1, SHAE2_77390.2	SMTH1_81150.1
OG0005968	SHAE2_15360.1	SMTH1_15160.1
OG0005969	SHAE2_46150.1, SHAE2_46150.2, SHAE2_46150.3	SMTH1_48270.1
OG0005970	SHAE2_23970.1	SMTH1_24190.1
OG0005971	SHAE2_28060.1, SHAE2_28060.2	SMTH1_28560.1
OG0005972	SHAE2_57430.1	SMTH1_60350.2, SMTH1_60350.3, SMTH1_60350.1
OG0005973	SHAE2_47140.1	SMTH1_49300.1
OG0005974	SHAE2_24320.1	SMTH1_24580.1
OG0005975	SHAE2_75540.1	SMTH1_79070.1
OG0005976	SHAE2_32980.1	SMTH1_34140.1
OG0005977	SHAE2_55290.1	SMTH1_57970.1, SMTH1_57970.2
OG0005978	SHAE2_91620.1	SMTH1_95730.1
OG0005979	SHAE2_30410.1	SMTH1_31190.1
OG0005980	SHAE2_59880.1	SMTH1_62580.1
OG0005981	SHAE2_98570.4, SHAE2_98570.2, SHAE2_98570.1, SHAE2_98570.3	SMTH1_103400.1
OG0005982	SHAE2_68890.1	SMTH1_71880.1
OG0005983	SHAE2_51770.1	SMTH1_54230.1
OG0005984	SHAE2_69810.1	SMTH1_72880.1
OG0005985	SHAE2_30290.1	SMTH1_31090.1
OG0005986	SHAE2_22660.1, SHAE2_22660.2	SMTH1_22770.1
OG0005987	SHAE2_22650.1	SMTH1_22790.1
OG0005988	SHAE2_101360.1	SMTH1_106420.1
OG0005989	SHAE2_85850.1	SMTH1_90430.1, SMTH1_90430.2
OG0005990	SHAE2_59850.1	SMTH1_62560.1
OG0005991	SHAE2_57450.1	SMTH1_60380.1
OG0005992	SHAE2_50520.1	SMTH1_52700.1
OG0005993	SHAE2_82320.1	SMTH1_86610.1
OG0005994	SHAE2_56990.1	SMTH1_59890.1
OG0005995	SHAE2_74900.1	SMTH1_78240.1, SMTH1_78230.1
OG0005996	SHAE2_21440.1, SHAE2_21440.2	SMTH1_21300.1
OG0005997	SHAE2_1330.1	SMTH1_1180.1
OG0005998	SHAE2_51210.1	SMTH1_53480.1
OG0005999	SHAE2_84500.1	SMTH1_89070.1, SMTH1_89060.1
OG0006000	SHAE2_14060.1	SMTH1_13740.2, SMTH1_13740.1
OG0006001	SHAE2_93160.1	SMTH1_97510.1
OG0006002	SHAE2_55180.1	SMTH1_57870.1, SMTH1_57870.2
OG0006003	SHAE2_37320.1, SHAE2_37320.2	SMTH1_38320.1
OG0006004	SHAE2_52960.1	SMTH1_55600.1, SMTH1_55610.1
OG0006005	SHAE2_77520.1	SMTH1_81340.1
OG0006006	SHAE2_49680.1	SMTH1_51760.1
OG0006007	SHAE2_22470.1	SMTH1_23010.1
OG0006008	SHAE2_76020.1	SMTH1_79720.1
OG0006009	SHAE2_87320.1, SHAE2_87320.2, SHAE2_87320.3	SMTH1_92020.1
OG0006010	SHAE2_86510.1	SMTH1_89640.1, SMTH1_89640.2, SMTH1_89640.3, SMTH1_89650.1
OG0006011	SHAE2_69340.1	SMTH1_72340.1
OG0006012	SHAE2_70580.1, SHAE2_70580.2	SMTH1_73720.1, SMTH1_73720.2
OG0006013	SHAE2_24030.1	SMTH1_24260.1
OG0006014	SHAE2_78970.1	SMTH1_82850.2, SMTH1_82850.1
OG0006015	SHAE2_79570.2	SMTH1_83480.1
OG0006016	SHAE2_83790.1	SMTH1_88230.1
OG0006017	SHAE2_83810.1	SMTH1_88250.1
OG0006018	SHAE2_94540.1	SMTH1_98910.1
OG0006019	SHAE2_90520.1	SMTH1_94500.1
OG0006020	SHAE2_22210.1, SHAE2_22210.2	SMTH1_23330.1, SMTH1_23330.2
OG0006021	SHAE2_80590.1	SMTH1_84680.1, SMTH1_84680.2, SMTH1_84680.3
OG0006022	SHAE2_66100.1	SMTH1_68910.1
OG0006023	SHAE2_20670.1	SMTH1_20430.1
OG0006024	SHAE2_50300.1	SMTH1_52430.1, SMTH1_52430.2
OG0006025	SHAE2_16700.1	SMTH1_16560.1
OG0006026	SHAE2_1450.1	SMTH1_1340.1
OG0006027	SHAE2_26950.1	SMTH1_27390.1
OG0006028	SHAE2_52700.1, SHAE2_52700.2	SMTH1_55340.2
OG0006029	SHAE2_59650.1	SMTH1_62360.1
OG0006030	SHAE2_37230.1	SMTH1_38200.1
OG0006031	SHAE2_21370.1	SMTH1_21210.1
OG0006032	SHAE2_12060.1	SMTH1_11530.1
OG0006033	SHAE2_44080.1	SMTH1_45890.1
OG0006034	SHAE2_46340.1	SMTH1_48510.1
OG0006035	SHAE2_59570.1	SMTH1_62280.1
OG0006036	SHAE2_87820.1	SMTH1_92310.1, SMTH1_92310.2
OG0006037	SHAE2_89560.1	SMTH1_93360.1
OG0006038	SHAE2_46290.1	SMTH1_48440.1
OG0006039	SHAE2_54180.1, SHAE2_54180.2	SMTH1_56850.1
OG0006040	SHAE2_61360.1	SMTH1_63820.1
OG0006041	SHAE2_30520.5, SHAE2_30520.2, SHAE2_30520.3, SHAE2_30520.4, SHAE2_30520.1	SMTH1_31310.1
OG0006042	SHAE2_33730.1	SMTH1_34940.1, SMTH1_34940.2, SMTH1_34940.3
OG0006043	SHAE2_20450.1	SMTH1_20200.1
OG0006044	SHAE2_73460.1	SMTH1_76530.1
OG0006045	SHAE2_39020.1	SMTH1_40050.1
OG0006046	SHAE2_14850.1	SMTH1_14570.1
OG0006048	SHAE2_8620.1	SMTH1_9170.1
OG0006049	SHAE2_43490.1	SMTH1_45240.1
OG0006050	SHAE2_65550.1	SMTH1_68320.1
OG0006051	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3	SMTH1_8050.1
OG0006052	SHAE2_77230.1	SMTH1_80990.1
OG0006053	SHAE2_71890.1	SMTH1_75080.1
OG0006054	SHAE2_67960.1	SMTH1_71020.1
OG0006055	SHAE2_5250.1	SMTH1_5380.1
OG0006056	SHAE2_16780.1, SHAE2_16780.3, SHAE2_16780.2	SMTH1_16640.1
OG0006057	SHAE2_32830.1	SMTH1_33960.2, SMTH1_33960.1, SMTH1_33960.3
OG0006058	SHAE2_19990.1	SMTH1_19710.1
OG0006059	SHAE2_77080.1	SMTH1_80880.1
OG0006061	SHAE2_90420.1	SMTH1_94390.1
OG0006062	SHAE2_38570.1, SHAE2_38570.2	SMTH1_39610.1
OG0006063	SHAE2_48090.1	SMTH1_50340.1, SMTH1_50340.2
OG0006064	SHAE2_74270.1	SMTH1_77470.1, SMTH1_77470.2
OG0006065	SHAE2_14220.1	SMTH1_13930.1
OG0006066	SHAE2_11030.1	SMTH1_10330.1
OG0006067	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2	SMTH1_48280.1
OG0006068	SHAE2_43910.1, SHAE2_43910.2	SMTH1_45740.1
OG0006069	SHAE2_37030.1	SMTH1_38030.1
OG0006070	SHAE2_70690.1	SMTH1_73880.1
OG0006071	SHAE2_81170.1	SMTH1_85320.1
OG0006072	SHAE2_87520.1	SMTH1_92230.1
OG0006073	SHAE2_55960.1	SMTH1_58750.1
OG0006074	SHAE2_96560.1	SMTH1_101080.1, SMTH1_101080.2
OG0006075	SHAE2_28050.1	SMTH1_28550.1
OG0006076	SHAE2_54170.1	SMTH1_56840.1
OG0006077	SHAE2_44740.1	SMTH1_46690.1
OG0006078	SHAE2_26980.1	SMTH1_27430.1, SMTH1_27430.2
OG0006079	SHAE2_55080.1	SMTH1_57760.1
OG0006080	SHAE2_34970.1	SMTH1_36320.1
OG0006081	SHAE2_2070.1	SMTH1_2180.1
OG0006082	SHAE2_44590.1	SMTH1_46510.1
OG0006083	SHAE2_89200.1	SMTH1_92950.1, SMTH1_92950.2
OG0006084	SHAE2_25100.1	SMTH1_25450.1
OG0006085	SHAE2_77700.1	SMTH1_81530.1
OG0006086	SHAE2_26730.1, SHAE2_26730.2	SMTH1_27120.1
OG0006087	SHAE2_42030.1	SMTH1_43360.1
OG0006088	SHAE2_75420.1	SMTH1_78900.1
OG0006089	SHAE2_13100.1	SMTH1_12550.1
OG0006090	SHAE2_96990.1	SMTH1_101630.1
OG0006091	SHAE2_84850.1	SMTH1_89410.1
OG0006092	SHAE2_15600.1	SMTH1_15340.1
OG0006093	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2	SMTH1_61120.1
OG0006094	SHAE2_54430.1	SMTH1_57100.1
OG0006095	SHAE2_86350.1, SHAE2_86350.2	SMTH1_89810.1
OG0006096	SHAE2_21010.1	SMTH1_20750.1
OG0006097	SHAE2_81160.1	SMTH1_85310.1
OG0006098	SHAE2_27570.1	SMTH1_27990.1
OG0006099	SHAE2_7870.1	SMTH1_8330.1
OG0006100	SHAE2_19300.1	SMTH1_18940.1, SMTH1_18940.2
OG0006101	SHAE2_40350.1	SMTH1_41510.1
OG0006102	SHAE2_82520.1, SHAE2_82520.2	SMTH1_86830.1
OG0006103	SHAE2_40950.1	SMTH1_42030.1, SMTH1_42040.1
OG0006104	SHAE2_70950.1, SHAE2_70950.2, SHAE2_70950.3	SMTH1_74150.1
OG0006105	SHAE2_86230.2	SMTH1_89940.2
OG0006105	SHAE2_86230.1	SMTH1_89940.1
OG0006106	SHAE2_63840.1	SMTH1_66490.1, SMTH1_66490.2
OG0006107	SHAE2_78710.1	SMTH1_82610.1
OG0006108	SHAE2_103210.1	SMTH1_93030.1
OG0006109	SHAE2_74570.1	SMTH1_77770.1
OG0006110	SHAE2_95720.3, SHAE2_95720.1, SHAE2_95720.2	SMTH1_100220.1
OG0006111	SHAE2_2350.1	SMTH1_2500.1, SMTH1_2500.2
OG0006112	SHAE2_93150.1	SMTH1_97500.1
OG0006113	SHAE2_4260.1	SMTH1_4280.1
OG0006114	SHAE2_99060.1, SHAE2_99060.2	SMTH1_104050.1
OG0006116	SHAE2_50590.1	SMTH1_52810.1
OG0006117	SHAE2_59780.1	SMTH1_62500.1
OG0006118	SHAE2_60060.1	SMTH1_62750.2, SMTH1_62750.3
OG0006119	SHAE2_57990.2, SHAE2_57990.3, SHAE2_57990.1	SMTH1_60960.1
OG0006120	SHAE2_45270.1	SMTH1_47260.1
OG0006121	SHAE2_24440.2	SMTH1_24710.1
OG0006122	SHAE2_31860.1	SMTH1_32790.1
OG0006123	SHAE2_64290.1	SMTH1_67020.1
OG0006125	SHAE2_78860.1	SMTH1_82750.1
OG0006126	SHAE2_66160.1	SMTH1_68960.1
OG0006127	SHAE2_45950.1	SMTH1_48060.1, SMTH1_48060.2
OG0006128	SHAE2_39960.1	SMTH1_40950.1
OG0006129	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2	SMTH1_15010.1
OG0006130	SHAE2_30270.1	SMTH1_31070.1, SMTH1_31070.2
OG0006131	SHAE2_67160.1	SMTH1_70070.1
OG0006132	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3	SMTH1_57490.1
OG0006133	SHAE2_73530.1, SHAE2_73530.2	SMTH1_76610.1
OG0006134	SHAE2_22830.1	SMTH1_22600.1
OG0006135	SHAE2_2260.1	SMTH1_2420.1
OG0006136	SHAE2_81210.1	SMTH1_85370.1
OG0006137	SHAE2_22290.1	SMTH1_23210.1
OG0006138	SHAE2_8340.1	SMTH1_8880.1, SMTH1_8880.2, SMTH1_8880.3, SMTH1_8880.5, SMTH1_8880.4
OG0006139	SHAE2_15110.1	SMTH1_14820.1
