Orthogroup	schistosoma_haematobium	schistosoma_japonicum
OG0005100	SHAE2_97380.1	EWB00_004961
OG0005101	SHAE2_54610.1, SHAE2_54610.2	EWB00_007228.1, EWB00_007228.2
OG0005102	SHAE2_64780.3, SHAE2_64780.1, SHAE2_64780.2	EWB00_011313
OG0005103	SHAE2_79300.1, SHAE2_79300.2	EWB00_001397
OG0005104	SHAE2_49520.1	EWB00_004034
OG0005105	SHAE2_80530.3, SHAE2_80530.1, SHAE2_80530.2	EWB00_010951
OG0005106	SHAE2_55510.1	EWB00_006813
OG0005107	SHAE2_33250.1	EWB00_007439
OG0005108	SHAE2_90180.1	EWB00_009606
OG0005109	SHAE2_87190.1, SHAE2_87190.2	EWB00_008780
OG0005110	SHAE2_21550.1	EWB00_008483.1, EWB00_008483.2, EWB00_008483.3
OG0005111	SHAE2_57040.1	EWB00_006482.1, EWB00_006482.2, EWB00_006482.3, EWB00_006482.4, EWB00_006482.5
OG0005112	SHAE2_1430.1	EWB00_008013
OG0005113	SHAE2_75700.1, SHAE2_75700.3, SHAE2_75700.2	EWB00_002732.1, EWB00_002732.2, EWB00_002732.3
OG0005114	SHAE2_10490.1	EWB00_003090.1, EWB00_003090.2
OG0005115	SHAE2_65180.2, SHAE2_65180.1	EWB00_011089.3, EWB00_011089.1, EWB00_011089.2
OG0005116	SHAE2_46370.1	EWB00_009499.1, EWB00_009499.2
OG0005117	SHAE2_1090.1	EWB00_010223
OG0005118	SHAE2_96960.1	EWB00_009215
OG0005119	SHAE2_72420.1, SHAE2_72410.1	EWB00_006258.1, EWB00_006258.2
OG0005120	SHAE2_90190.1	EWB00_009605.1, EWB00_009605.2, EWB00_009605.3
OG0005121	SHAE2_77050.1	EWB00_004981.1, EWB00_004981.2
OG0005122	SHAE2_97920.2, SHAE2_97920.1	EWB00_004959
OG0005123	SHAE2_72880.1, SHAE2_72880.2	EWB00_008935
OG0005124	SHAE2_1600.1	EWB00_010254
OG0005125	SHAE2_2030.1, SHAE2_2030.2	EWB00_003843
OG0005126	SHAE2_63200.2, SHAE2_63200.1	EWB00_000491.2, EWB00_000491.1
OG0005127	SHAE2_36230.1, SHAE2_36230.2	EWB00_002930.1, EWB00_002930.3, EWB00_002930.2, EWB00_002930.4, EWB00_002930.5
OG0005128	SHAE2_62200.1	EWB00_005177
OG0005130	SHAE2_24050.1	EWB00_002410, EWB00_002411
OG0005131	SHAE2_51350.1	EWB00_010735.1, EWB00_010735.3, EWB00_010735.2, EWB00_010735.4, EWB00_010735.5
OG0005132	SHAE2_19190.1	EWB00_000077
OG0005133	SHAE2_58080.1	EWB00_000766.4, EWB00_000766.2, EWB00_000766.5, EWB00_000766.1, EWB00_000766.3
OG0005134	SHAE2_54190.1, SHAE2_54190.2	EWB00_010607.2, EWB00_010607.1, EWB00_010607.3
OG0005135	SHAE2_45920.1	EWB00_006368.1, EWB00_006368.3, EWB00_006368.4, EWB00_006368.5, EWB00_006368.2
OG0005136	SHAE2_81390.1	EWB00_003888.1, EWB00_003888.2
OG0005137	SHAE2_84680.1	EWB00_003499
OG0005138	SHAE2_19900.1	EWB00_006551
OG0005139	SHAE2_34910.1	EWB00_005955
OG0005140	SHAE2_27740.1	EWB00_000262
OG0005141	SHAE2_100290.1, SHAE2_100290.2	EWB00_001423
OG0005142	SHAE2_52410.1, SHAE2_52410.2, SHAE2_52410.4, SHAE2_52410.3	EWB00_008750
OG0005143	SHAE2_36480.1	EWB00_001716
OG0005144	SHAE2_78520.1	EWB00_011056
OG0005145	SHAE2_5260.1, SHAE2_5260.2	EWB00_000864
OG0005146	SHAE2_21570.1	EWB00_008496.1, EWB00_008496.2, EWB00_008496.3
OG0005147	SHAE2_54240.1, SHAE2_54230.1, SHAE2_54230.2	EWB00_010611
OG0005148	SHAE2_57390.1, SHAE2_57390.2	EWB00_008120
OG0005149	SHAE2_103470.1	EWB00_009674
OG0005150	SHAE2_34420.1	EWB00_007846.2, EWB00_007846.6, EWB00_007846.3, EWB00_007846.4, EWB00_007846.1, EWB00_007846.5
OG0005151	SHAE2_86340.1, SHAE2_86340.2	EWB00_004404
OG0005152	SHAE2_8430.1	EWB00_009504
OG0005153	SHAE2_93810.1	EWB00_004467.2, EWB00_004467.1, EWB00_004467.3
OG0005154	SHAE2_59360.2, SHAE2_59360.1, SHAE2_59360.3	EWB00_008373
OG0005155	SHAE2_6370.3, SHAE2_6370.1, SHAE2_6370.2, SHAE2_6370.4	EWB00_010824
OG0005156	SHAE2_76320.1	EWB00_002768
OG0005157	SHAE2_140.1, SHAE2_140.2	EWB00_010219
OG0005158	SHAE2_91880.1, SHAE2_91880.2	EWB00_005281, EWB00_005282
OG0005159	SHAE2_46320.1	EWB00_008257.1, EWB00_008257.2
OG0005160	SHAE2_45140.1, SHAE2_45140.2	EWB00_003222
OG0005161	SHAE2_31700.1	EWB00_006043.1, EWB00_006043.2
OG0005162	SHAE2_7180.1	EWB00_003820.1, EWB00_003820.2, EWB00_003817, EWB00_005332
OG0005163	SHAE2_82290.1, SHAE2_82290.2	EWB00_004570.3, EWB00_004570.1, EWB00_004570.2
OG0005164	SHAE2_26280.1	EWB00_007055.1, EWB00_007055.2
OG0005165	SHAE2_98470.1	EWB00_008432.1, EWB00_008432.2
OG0005166	SHAE2_51690.1	EWB00_001150, EWB00_010701
OG0005167	SHAE2_84910.1	EWB00_003473
OG0005168	SHAE2_52350.1, SHAE2_52360.1	EWB00_008745.1, EWB00_008745.2
OG0005170	SHAE2_46600.1	EWB00_001568
OG0005172	SHAE2_54990.1	EWB00_007762
OG0005174	SHAE2_91670.2, SHAE2_91670.3, SHAE2_91670.1	EWB00_005295
OG0005175	SHAE2_101320.1	EWB00_009984.1, EWB00_009984.2
OG0005176	SHAE2_46260.1	EWB00_010164.1, EWB00_010164.2, EWB00_010164.3, EWB00_010164.4, EWB00_010164.5, EWB00_010164.6, EWB00_010164.7, EWB00_010164.8
OG0005177	SHAE2_82490.1	EWB00_007384
OG0005178	SHAE2_70930.1	EWB00_003969.1, EWB00_003969.2
OG0005179	SHAE2_88690.1	EWB00_001670
OG0005180	SHAE2_22140.1	EWB00_006124.3, EWB00_006124.1, EWB00_006124.2
OG0005181	SHAE2_86770.1, SHAE2_86770.2	EWB00_001491
OG0005182	SHAE2_49470.1	EWB00_004076.1, EWB00_004076.2
OG0005183	SHAE2_62290.1	EWB00_005179.1, EWB00_005179.2
OG0005184	SHAE2_64170.1, SHAE2_64170.2	EWB00_007967
OG0005185	SHAE2_75960.1	EWB00_007368.1, EWB00_007368.2
OG0005186	SHAE2_68140.3, SHAE2_68140.1, SHAE2_68140.2	EWB00_008879
OG0005187	SHAE2_1390.1	EWB00_005691.1, EWB00_005691.2
OG0005188	SHAE2_92060.1, SHAE2_92060.3, SHAE2_92060.2	EWB00_008063, EWB00_008062
OG0005189	SHAE2_31240.1	EWB00_000635.1, EWB00_000635.2
OG0005190	SHAE2_78380.1	EWB00_010934
OG0005191	SHAE2_83900.4, SHAE2_83900.1, SHAE2_83900.2, SHAE2_83900.3	EWB00_002271.3, EWB00_002271.4, EWB00_002271.1, EWB00_002271.2
OG0005192	SHAE2_81850.1	EWB00_001410.1, EWB00_001410.2
OG0005193	SHAE2_86460.1	EWB00_003776.3, EWB00_003776.4, EWB00_003776.5, EWB00_003776.1, EWB00_003776.2
OG0005194	SHAE2_82530.1	EWB00_007388
OG0005195	SHAE2_39260.1	EWB00_004311.3
OG0005196	SHAE2_61980.1	EWB00_003463.1, EWB00_003463.2, EWB00_003463.3
OG0005197	SHAE2_16240.1	EWB00_009350
OG0005198	SHAE2_49960.1, SHAE2_49960.2	EWB00_002546
OG0005199	SHAE2_92050.1	EWB00_008064.1, EWB00_008064.2
OG0005200	SHAE2_53750.1	EWB00_004410.1, EWB00_004410.2
OG0005201	SHAE2_87150.1, SHAE2_87150.2, SHAE2_87150.3	EWB00_008786
OG0005202	SHAE2_27370.1	EWB00_005228.1, EWB00_005228.2, EWB00_005228.3, EWB00_005228.4
OG0005203	SHAE2_43530.1, SHAE2_43530.2	EWB00_007817, EWB00_002830, EWB00_007819
OG0005204	SHAE2_18390.1	EWB00_003122
OG0005205	SHAE2_4270.1	EWB00_009073
OG0005206	SHAE2_55580.3, SHAE2_55580.1, SHAE2_55580.2	EWB00_006804.1, EWB00_006804.2
OG0005207	SHAE2_86980.1	EWB00_008296
OG0005208	SHAE2_58000.1, SHAE2_58000.2	EWB00_000753
OG0005210	SHAE2_19730.1	EWB00_006530
OG0005211	SHAE2_57840.1	EWB00_002173.1, EWB00_002173.2
OG0005212	SHAE2_10330.1	EWB00_009094
OG0005213	SHAE2_87900.1	EWB00_009139.1, EWB00_009139.2
OG0005214	SHAE2_7270.1	EWB00_005226.3, EWB00_005226.1, EWB00_005226.2
OG0005215	SHAE2_79470.1	EWB00_001378.1, EWB00_001378.2, EWB00_001378.3
OG0005217	SHAE2_81200.1, SHAE2_81200.2	EWB00_007268, EWB00_007269
OG0005218	SHAE2_94000.1	EWB00_001070.1, EWB00_001070.3, EWB00_001070.2
OG0005219	SHAE2_10630.1, SHAE2_10630.2	EWB00_003078.1, EWB00_003078.2
OG0005220	SHAE2_5220.1	EWB00_000862, EWB00_000860
OG0005221	SHAE2_42020.1	EWB00_006206.3, EWB00_006206.5, EWB00_006206.1, EWB00_006206.4, EWB00_006206.2
OG0005222	SHAE2_310.1	EWB00_010200.1, EWB00_010200.2
OG0005223	SHAE2_76750.1	EWB00_008342, EWB00_008343
OG0005224	SHAE2_72430.1	EWB00_006257.3, EWB00_006257.1, EWB00_006257.2
OG0005225	SHAE2_31580.1	EWB00_009152, EWB00_009153
OG0005226	SHAE2_27380.1	EWB00_004211.3, EWB00_004211.2, EWB00_004211.4, EWB00_004211.1
OG0005227	SHAE2_8010.1	EWB00_004681
OG0005228	SHAE2_72400.1	EWB00_006259
OG0005229	SHAE2_1200.1	EWB00_005665
OG0005230	SHAE2_51090.2, SHAE2_51090.1	EWB00_010768
OG0005231	SHAE2_46780.1, SHAE2_46780.2	EWB00_000028
OG0005232	SHAE2_20410.1	EWB00_005435
OG0005233	SHAE2_22090.1	EWB00_008516.1, EWB00_008516.3, EWB00_008516.2
OG0005234	SHAE2_17220.1, SHAE2_17220.2	EWB00_002362.1, EWB00_002362.2
OG0005235	SHAE2_23770.1, SHAE2_23780.1	EWB00_003504
OG0005236	SHAE2_93730.1, SHAE2_93730.2	EWB00_003049.1, EWB00_003049.2
OG0005237	SHAE2_89920.1	EWB00_004489.1, EWB00_004489.2, EWB00_004489.3
OG0005238	SHAE2_36940.1	EWB00_001780, EWB00_001783, EWB00_001784
OG0005240	SHAE2_67850.1	EWB00_010413.1, EWB00_010413.2
OG0005241	SHAE2_70030.1	EWB00_010447.1, EWB00_010447.2, EWB00_010447.3
OG0005242	SHAE2_67230.1	EWB00_007117.2, EWB00_007117.1, EWB00_007117.3, EWB00_007117.4, EWB00_007117.5
OG0005243	SHAE2_73540.2, SHAE2_73540.1, SHAE2_73540.3	EWB00_010053
OG0005244	SHAE2_18990.1	EWB00_007642.1, EWB00_007642.2
OG0005246	SHAE2_44300.1, SHAE2_44300.2	EWB00_007655
OG0005247	SHAE2_23470.1, SHAE2_23470.2	EWB00_010313.1, EWB00_010313.2, EWB00_010313.3, EWB00_010313.4
OG0005248	SHAE2_73420.1	EWB00_010042
OG0005251	SHAE2_13950.1	EWB00_008324.3, EWB00_008324.4, EWB00_008324.1, EWB00_008324.5, EWB00_008324.2
OG0005252	SHAE2_84870.1, SHAE2_84860.1, SHAE2_84860.2, SHAE2_84860.3	EWB00_003480
OG0005253	SHAE2_45540.1	EWB00_006407.1, EWB00_006407.2
OG0005256	SHAE2_87850.1	EWB00_007283
OG0005257	SHAE2_58200.1, SHAE2_58200.2, SHAE2_58200.3, SHAE2_58200.4	EWB00_011176
OG0005258	SHAE2_77170.2, SHAE2_77170.1, SHAE2_77170.4, SHAE2_77170.3	EWB00_004971.1, EWB00_004971.2
OG0005259	SHAE2_79810.1	EWB00_001186.1, EWB00_001186.2
OG0005260	SHAE2_80890.1, SHAE2_80890.2	EWB00_010991.1, EWB00_010991.2, EWB00_010991.3
OG0005261	SHAE2_67640.1	EWB00_007098, EWB00_009726.2, EWB00_009726.3, EWB00_007099, EWB00_009726.1
OG0005262	SHAE2_72350.1	EWB00_006250, EWB00_006251
OG0005263	SHAE2_25530.1, SHAE2_25530.2	EWB00_001535.4, EWB00_001535.1, EWB00_001535.2, EWB00_001535.3
OG0005264	SHAE2_32420.1	EWB00_005997
OG0005265	SHAE2_29550.1, SHAE2_29550.2	EWB00_003881, EWB00_002847.1, EWB00_002847.2
OG0005266	SHAE2_25550.1	EWB00_001537
OG0005267	SHAE2_25320.1	EWB00_007539.1, EWB00_007539.2, EWB00_007539.3
OG0005268	SHAE2_44440.2, SHAE2_44440.1, SHAE2_44440.3	EWB00_004722
OG0005269	SHAE2_38690.1, SHAE2_38710.1	EWB00_004254, EWB00_004255
OG0005271	SHAE2_4770.1	EWB00_004840.1, EWB00_004840.2, EWB00_004840.3
OG0005275	SHAE2_68800.1, SHAE2_68810.1	EWB00_009901
OG0005283	SHAE2_93130.1	EWB00_000731
OG0005284	SHAE2_79330.1, SHAE2_79330.2	EWB00_001394
OG0005286	SHAE2_31830.2, SHAE2_31830.1	EWB00_006053
OG0005287	SHAE2_13360.1	EWB00_009406
OG0005288	SHAE2_53280.1	EWB00_005356
OG0005289	SHAE2_51240.1	EWB00_010750
OG0005290	SHAE2_44820.1	EWB00_005734
OG0005291	SHAE2_44430.1	EWB00_004720, EWB00_004721
OG0005292	SHAE2_47440.1	EWB00_001007
OG0005293	SHAE2_64050.1	EWB00_007956.1, EWB00_007956.2
OG0005294	SHAE2_59940.1	EWB00_003564
OG0005295	SHAE2_60520.1	EWB00_005156
OG0005296	SHAE2_47470.2, SHAE2_47470.1	EWB00_001012
OG0005297	SHAE2_87130.1	EWB00_008790
OG0005298	SHAE2_45190.1	EWB00_002794
OG0005299	SHAE2_84110.1	EWB00_002250
OG0005301	SHAE2_75560.1	EWB00_006089
OG0005302	SHAE2_21680.1	EWB00_010358.1, EWB00_010358.2
OG0005303	SHAE2_58840.1, SHAE2_58810.1	EWB00_003793
OG0005304	SHAE2_93920.1	EWB00_004456.1, EWB00_004456.2
OG0005305	SHAE2_39780.1	EWB00_004359.1, EWB00_004359.2
OG0005306	SHAE2_19890.1	EWB00_006549
OG0005307	SHAE2_42160.1	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2
OG0005309	SHAE2_26970.1	EWB00_001117
OG0005310	SHAE2_1420.2, SHAE2_1420.3, SHAE2_1420.1	EWB00_005694.1, EWB00_005694.2
OG0005312	SHAE2_33180.1, SHAE2_33180.3, SHAE2_33180.2	EWB00_004133.1, EWB00_004133.2
OG0005313	SHAE2_25790.1	EWB00_007082.1, EWB00_007082.2
OG0005314	SHAE2_22800.3, SHAE2_22800.1, SHAE2_22800.2	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2
OG0005315	SHAE2_61500.1	EWB00_011227
OG0005316	SHAE2_87050.1, SHAE2_87060.1	EWB00_008293
OG0005317	SHAE2_63660.1	EWB00_003869.1, EWB00_003869.2
OG0005318	SHAE2_31480.1	EWB00_009117
OG0005319	SHAE2_66700.1	EWB00_009573
OG0005321	SHAE2_76250.1	EWB00_002776
OG0005323	SHAE2_30630.1, SHAE2_30630.2	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1
OG0005324	SHAE2_42380.1	EWB00_006164
OG0005325	SHAE2_33640.1, SHAE2_33640.2	EWB00_004621.1, EWB00_004621.2
OG0005326	SHAE2_8170.1	EWB00_002099
OG0005327	SHAE2_20810.1, SHAE2_20810.2	EWB00_005475
OG0005328	SHAE2_66260.2, SHAE2_66260.1	EWB00_008692.1, EWB00_008692.2
OG0005329	SHAE2_18440.1	EWB00_002469
OG0005330	SHAE2_85880.1	EWB00_008829
OG0005331	SHAE2_94260.1	EWB00_001974
OG0005332	SHAE2_95350.1	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4
OG0005333	SHAE2_24580.1	EWB00_005753.1, EWB00_005753.2
OG0005334	SHAE2_16630.1	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3
OG0005336	SHAE2_14410.1, SHAE2_14410.3, SHAE2_14410.2	EWB00_007694
OG0005337	SHAE2_26630.1	EWB00_006994
OG0005338	SHAE2_52260.1	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1
OG0005339	SHAE2_59960.1	EWB00_003566
OG0005340	SHAE2_96270.1, SHAE2_96270.2, SHAE2_96280.1	EWB00_000336
OG0005341	SHAE2_17160.1, SHAE2_17160.2	EWB00_002354
OG0005342	SHAE2_100670.1	EWB00_005857, EWB00_005854.1, EWB00_005854.2
OG0005343	SHAE2_82880.1, SHAE2_82880.2	EWB00_001224
OG0005345	SHAE2_41600.1, SHAE2_41600.3, SHAE2_41600.2	EWB00_009544
OG0005346	SHAE2_12160.1	EWB00_008463
OG0005347	SHAE2_69870.1, SHAE2_69870.3, SHAE2_69870.2	EWB00_010475.1, EWB00_010475.2
OG0005349	SHAE2_740.1, SHAE2_760.1	EWB00_010242
OG0005351	SHAE2_55650.1, SHAE2_55650.2	EWB00_006796, EWB00_006797
OG0005352	SHAE2_2810.1	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4
OG0005353	SHAE2_98090.2, SHAE2_98090.1	EWB00_007434.2, EWB00_007434.1
OG0005354	SHAE2_37960.1	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3
OG0005355	SHAE2_42440.1	EWB00_006157.1, EWB00_006157.2
OG0005356	SHAE2_73140.1	EWB00_008917
OG0005357	SHAE2_76880.1, SHAE2_76880.2	EWB00_008346
OG0005358	SHAE2_49240.1	EWB00_003631
OG0005359	SHAE2_21400.1	EWB00_008817
OG0005360	SHAE2_21850.1	EWB00_003518.1, EWB00_003518.2
OG0005361	SHAE2_17400.2, SHAE2_17400.1, SHAE2_17400.3	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3
OG0005362	SHAE2_71460.2, SHAE2_71460.1	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2
OG0005363	SHAE2_1410.1	EWB00_005693
OG0005364	SHAE2_52380.1	EWB00_008747
OG0005365	SHAE2_20040.1	EWB00_000606
OG0005366	SHAE2_17460.1	EWB00_004803
OG0005367	SHAE2_26260.1	EWB00_007057.1, EWB00_007057.2
OG0005368	SHAE2_24750.1	EWB00_005765.1, EWB00_005765.2
OG0005369	SHAE2_37910.1, SHAE2_37910.2	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3
OG0005370	SHAE2_37900.1	EWB00_001466.1, EWB00_001466.3, EWB00_001466.2
OG0005371	SHAE2_37880.1, SHAE2_37880.2	EWB00_008372.1, EWB00_008372.2
OG0005372	SHAE2_27840.1	EWB00_000276, EWB00_008930, EWB00_000275
OG0005373	SHAE2_97670.1	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4
OG0005374	SHAE2_23980.1	EWB00_002421.2, EWB00_002421.3, EWB00_002421.1
OG0005376	SHAE2_65460.1	EWB00_011128
OG0005377	SHAE2_32400.1	EWB00_006000.1, EWB00_006000.2
OG0005378	SHAE2_46850.1, SHAE2_46850.2, SHAE2_46850.3	EWB00_004912.1, EWB00_004912.2
OG0005379	SHAE2_59460.1	EWB00_000886
OG0005380	SHAE2_2450.1, SHAE2_2450.2	EWB00_004644.1, EWB00_004644.2
OG0005381	SHAE2_8000.1	EWB00_008507
OG0005382	SHAE2_100280.1	EWB00_001422
OG0005383	SHAE2_42690.1	EWB00_004598
OG0005384	SHAE2_87350.1	EWB00_007027.1, EWB00_007027.2
OG0005385	SHAE2_12980.1	EWB00_003261.3, EWB00_003261.2, EWB00_003261.1, EWB00_003261.4
OG0005386	SHAE2_35830.1	EWB00_002129.1, EWB00_002129.2
OG0005387	SHAE2_30300.1	EWB00_006958
OG0005388	SHAE2_27880.1, SHAE2_27880.3, SHAE2_27880.2	EWB00_000281
OG0005389	SHAE2_49090.1, SHAE2_49090.2	EWB00_003639
OG0005390	SHAE2_101350.1	EWB00_009981.1, EWB00_009981.2, EWB00_009981.4, EWB00_009981.3, EWB00_009981.5
OG0005391	SHAE2_62420.1	EWB00_005201
OG0005392	SHAE2_54600.1	EWB00_007229.1, EWB00_007229.2
OG0005393	SHAE2_54580.1	EWB00_007234.1, EWB00_007234.3, EWB00_007234.2
OG0005394	SHAE2_2670.2, SHAE2_2670.1, SHAE2_2670.3	EWB00_007205
OG0005395	SHAE2_76090.1	EWB00_007354.1, EWB00_007354.2, EWB00_007354.3, EWB00_007354.4
OG0005396	SHAE2_15210.1	EWB00_002676
OG0005397	SHAE2_47180.1	EWB00_009695
OG0005398	SHAE2_28530.1, SHAE2_28530.2	EWB00_003733
OG0005399	SHAE2_13880.1	EWB00_008334.1, EWB00_008334.2, EWB00_008334.3
OG0005400	SHAE2_13130.1	EWB00_009383
OG0005401	SHAE2_58480.1	EWB00_002204.1, EWB00_002204.3, EWB00_002204.2
OG0005402	SHAE2_60490.1	EWB00_005159
OG0005403	SHAE2_42730.1	EWB00_004607.2, EWB00_004607.3, EWB00_004607.1, EWB00_004607.4
OG0005404	SHAE2_19780.1	EWB00_006534.1, EWB00_006534.2
OG0005405	SHAE2_95600.1, SHAE2_95600.3, SHAE2_95600.2	EWB00_001861
OG0005406	SHAE2_71900.1, SHAE2_71900.2	EWB00_006228, EWB00_006227
OG0005408	SHAE2_95950.1, SHAE2_95950.2	EWB00_005076.1, EWB00_005076.2, EWB00_005899
OG0005409	SHAE2_33800.1	EWB00_002582
OG0005410	SHAE2_10590.1	EWB00_003081
OG0005411	SHAE2_97520.1, SHAE2_97520.2, SHAE2_97510.1	EWB00_008319
OG0005412	SHAE2_66250.1	EWB00_004009.1, EWB00_004009.2
OG0005413	SHAE2_82910.3, SHAE2_82910.1, SHAE2_82910.2	EWB00_001227.1, EWB00_001227.2
OG0005414	SHAE2_74850.1	EWB00_000971
OG0005415	SHAE2_32300.1	EWB00_006014.1, EWB00_006014.2, EWB00_006014.3
OG0005416	SHAE2_27010.1	EWB00_001122
OG0005417	SHAE2_4480.1	EWB00_009038
OG0005418	SHAE2_50640.1	EWB00_006883
OG0005419	SHAE2_72060.1	EWB00_006240
OG0005420	SHAE2_40070.1	EWB00_005601
OG0005421	SHAE2_84060.1	EWB00_002258
OG0005423	SHAE2_30850.1	EWB00_003303
OG0005424	SHAE2_85970.1	EWB00_000135.2, EWB00_000135.1
OG0005425	SHAE2_86020.1, SHAE2_86020.3, SHAE2_86020.2	EWB00_000144.1, EWB00_000144.3, EWB00_000144.2
OG0005426	SHAE2_99570.4, SHAE2_99570.3, SHAE2_99570.1, SHAE2_99570.2	EWB00_003033
OG0005427	SHAE2_100500.1	EWB00_001447.1, EWB00_001447.2
OG0005428	SHAE2_92440.2, SHAE2_92440.1	EWB00_006934.1, EWB00_006934.3, EWB00_006934.2
OG0005430	SHAE2_47690.1	EWB00_008284.1, EWB00_008284.2
OG0005431	SHAE2_82510.1	EWB00_007386
OG0005432	SHAE2_86190.1	EWB00_000159.1, EWB00_000159.2, EWB00_000159.3, EWB00_000159.4
OG0005433	SHAE2_82420.6, SHAE2_82420.1, SHAE2_82420.2, SHAE2_82420.3, SHAE2_82420.5, SHAE2_82420.4	EWB00_007378
OG0005434	SHAE2_29070.1	EWB00_005017
OG0005435	SHAE2_101200.1	EWB00_006679, EWB00_006680
OG0005437	SHAE2_67420.1	EWB00_007137.1, EWB00_007137.2, EWB00_007137.3
OG0005438	SHAE2_13040.1	EWB00_003257
OG0005439	SHAE2_47890.1	EWB00_009703
OG0005440	SHAE2_76590.1, SHAE2_76590.2	EWB00_002714
OG0005441	SHAE2_95980.1	EWB00_005074.1, EWB00_005074.2
OG0005442	SHAE2_31670.1	EWB00_009442
OG0005443	SHAE2_65480.1	EWB00_011132
OG0005444	SHAE2_20920.2, SHAE2_20920.1	EWB00_005485
OG0005446	SHAE2_48060.1, SHAE2_48060.2	EWB00_008203
OG0005447	SHAE2_69110.1	EWB00_003653
OG0005448	SHAE2_37970.1	EWB00_001468.1, EWB00_001468.2, EWB00_001468.4, EWB00_001468.5, EWB00_001468.3
OG0005449	SHAE2_68780.1	EWB00_004695.1, EWB00_004695.2, EWB00_004695.3
OG0005450	SHAE2_64090.1	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2
OG0005451	SHAE2_86760.1	EWB00_001492
OG0005452	SHAE2_95370.1, SHAE2_95370.2	EWB00_001895, EWB00_001897
OG0005453	SHAE2_65630.1	EWB00_011147
OG0005455	SHAE2_53480.1, SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4	EWB00_005335
OG0005456	SHAE2_81220.1, SHAE2_81220.2, SHAE2_81220.3	EWB00_007271.1, EWB00_007271.2, EWB00_007271.3, EWB00_007271.4, EWB00_007271.5
OG0005457	SHAE2_50090.1	EWB00_002559
OG0005458	SHAE2_7090.1	EWB00_005495, EWB00_010152
OG0005459	SHAE2_1580.1, SHAE2_1580.2	EWB00_010261, EWB00_010262
OG0005460	SHAE2_74950.1	EWB00_008135
OG0005461	SHAE2_28840.1	EWB00_005043.2, EWB00_005043.1
OG0005462	SHAE2_91280.1, SHAE2_91280.2	EWB00_010862
OG0005463	SHAE2_22810.1, SHAE2_22820.1	EWB00_002499.1, EWB00_002499.2
OG0005464	SHAE2_54420.1, SHAE2_54420.2	EWB00_005311
OG0005465	SHAE2_95940.1	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2
OG0005466	SHAE2_74650.1	EWB00_009948
OG0005467	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2	EWB00_010417
OG0005468	SHAE2_23050.1	EWB00_002527
OG0005469	SHAE2_72050.1	EWB00_006239.2, EWB00_006239.1
OG0005470	SHAE2_89220.1	EWB00_002184
OG0005471	SHAE2_20760.1	EWB00_005469.1, EWB00_005469.3, EWB00_005469.2
OG0005472	SHAE2_77710.1	EWB00_004537
OG0005473	SHAE2_1130.1, SHAE2_1130.2	EWB00_003586.1, EWB00_003586.2
OG0005475	SHAE2_89260.1	EWB00_002178
OG0005476	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3	EWB00_004608.1, EWB00_004608.2
OG0005477	SHAE2_43410.1	EWB00_002841.1, EWB00_002841.2
OG0005478	SHAE2_62000.1	EWB00_003460.1, EWB00_003460.2
OG0005479	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3	EWB00_007157
OG0005480	SHAE2_77920.1	EWB00_008104
OG0005481	SHAE2_19840.1, SHAE2_19840.2	EWB00_006542
OG0005482	SHAE2_44620.1	EWB00_009616, EWB00_009783
OG0005485	SHAE2_54330.1	EWB00_006778
OG0005486	SHAE2_74170.1	EWB00_001595
OG0005487	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2	EWB00_001553
OG0005488	SHAE2_97230.1	EWB00_008336, EWB00_008578
OG0005490	SHAE2_36610.1, SHAE2_36610.2	EWB00_001727.1, EWB00_001727.2
OG0005491	SHAE2_97020.1	EWB00_003183
OG0005492	SHAE2_97790.1	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2
OG0005493	SHAE2_55860.1	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2
OG0005494	SHAE2_5890.1	EWB00_006297.1, EWB00_006297.2
OG0005495	SHAE2_83780.1, SHAE2_83780.2, SHAE2_83780.3	EWB00_008193
