Orthogroup	schistosoma_haematobium	s.mekongi
OG0005249	SHAE2_15380.1, SHAE2_15380.2	KAK4474751.1
OG0005251	SHAE2_13950.1	KAK4474452.1
OG0005252	SHAE2_84870.1, SHAE2_84860.1, SHAE2_84860.2, SHAE2_84860.3	KAK4470061.1
OG0005253	SHAE2_45540.1	KAK4473504.1
OG0005254	SHAE2_17370.1	KAK4475315.1
OG0005255	SHAE2_101070.1	KAK4467798.1
OG0005256	SHAE2_87850.1	KAK4468202.1
OG0005257	SHAE2_58200.1, SHAE2_58200.2, SHAE2_58200.3, SHAE2_58200.4	KAK4469843.1
OG0005258	SHAE2_77170.2, SHAE2_77170.1, SHAE2_77170.4, SHAE2_77170.3	KAK4470282.1
OG0005259	SHAE2_79810.1	KAK4470326.1
OG0005260	SHAE2_80890.1, SHAE2_80890.2	KAK4470708.1
OG0005261	SHAE2_67640.1	KAK4471429.1
OG0005262	SHAE2_72350.1	KAK4471547.1, KAK4471548.1
OG0005263	SHAE2_25530.1, SHAE2_25530.2	KAK4472229.1
OG0005264	SHAE2_32420.1	KAK4472478.1
OG0005265	SHAE2_29550.1, SHAE2_29550.2	KAK4473030.1
OG0005266	SHAE2_25550.1	KAK4473340.1
OG0005267	SHAE2_25320.1	KAK4473360.1
OG0005268	SHAE2_44440.2, SHAE2_44440.1, SHAE2_44440.3	KAK4473391.1
OG0005269	SHAE2_38690.1, SHAE2_38710.1	KAK4474067.1, KAK4474068.1
OG0005270	SHAE2_47940.1, SHAE2_67360.1, SHAE2_67360.3, SHAE2_67360.2	KAK4474235.1
OG0005271	SHAE2_4770.1	KAK4475707.1
OG0005283	SHAE2_93130.1	KAK4468757.1
OG0005284	SHAE2_79330.1, SHAE2_79330.2	KAK4470374.1
OG0005286	SHAE2_31830.2, SHAE2_31830.1	KAK4472422.1
OG0005287	SHAE2_13360.1	KAK4474535.1
OG0005288	SHAE2_53280.1	KAK4469382.1
OG0005289	SHAE2_51240.1	KAK4469599.1
OG0005290	SHAE2_44820.1	KAK4473433.1
OG0005291	SHAE2_44430.1	KAK4473386.1, KAK4473390.1
OG0005292	SHAE2_47440.1	KAK4474026.1
OG0005293	SHAE2_64050.1	KAK4471840.1
OG0005294	SHAE2_59940.1	KAK4469732.1
OG0005295	SHAE2_60520.1	KAK4469780.1
OG0005296	SHAE2_47470.2, SHAE2_47470.1	KAK4474059.1
OG0005297	SHAE2_87130.1	KAK4468251.1
OG0005298	SHAE2_45190.1	KAK4473467.1, KAK4473466.1
OG0005299	SHAE2_84110.1	KAK4470974.1
OG0005300	SHAE2_94570.1	KAK4468930.1
OG0005301	SHAE2_75560.1	KAK4470104.1
OG0005303	SHAE2_58840.1, SHAE2_58810.1	KAK4469807.1
OG0005304	SHAE2_93920.1	KAK4468664.1
OG0005305	SHAE2_39780.1	KAK4472165.1
OG0005306	SHAE2_19890.1	KAK4474942.1
OG0005309	SHAE2_26970.1	KAK4473175.1
OG0005310	SHAE2_1420.2, SHAE2_1420.3, SHAE2_1420.1	KAK4476156.1
OG0005311	SHAE2_90130.1, SHAE2_90130.2	KAK4468106.1
OG0005312	SHAE2_33180.1, SHAE2_33180.3, SHAE2_33180.2	KAK4472702.1
OG0005313	SHAE2_25790.1	KAK4473317.1
OG0005314	SHAE2_22800.3, SHAE2_22800.1, SHAE2_22800.2	KAK4474992.1
OG0005315	SHAE2_61500.1	KAK4471121.1
OG0005316	SHAE2_87050.1, SHAE2_87060.1	KAK4468258.1
OG0005317	SHAE2_63660.1	KAK4472006.1
OG0005318	SHAE2_31480.1	KAK4472768.1
OG0005319	SHAE2_66700.1	KAK4471709.1
OG0005321	SHAE2_76250.1	KAK4470189.1
OG0005322	SHAE2_93660.1	KAK4468690.1
OG0005323	SHAE2_30630.1, SHAE2_30630.2	KAK4472876.1
OG0005324	SHAE2_42380.1	KAK4473731.1
OG0005325	SHAE2_33640.1, SHAE2_33640.2	KAK4472658.1
OG0005326	SHAE2_8170.1	KAK4476075.1
OG0005327	SHAE2_20810.1, SHAE2_20810.2	KAK4475162.1
OG0005328	SHAE2_66260.2, SHAE2_66260.1	KAK4471753.1
OG0005329	SHAE2_18440.1	KAK4474816.1
OG0005330	SHAE2_85880.1	KAK4468350.1
OG0005331	SHAE2_94260.1	KAK4468600.1
OG0005332	SHAE2_95350.1	KAK4468542.1
OG0005333	SHAE2_24580.1	KAK4475508.1
OG0005334	SHAE2_16630.1	KAK4474614.1
OG0005335	SHAE2_82040.2, SHAE2_82040.1, SHAE2_82040.3	KAK4470760.1
OG0005336	SHAE2_14410.1, SHAE2_14410.3, SHAE2_14410.2	KAK4474653.1
OG0005337	SHAE2_26630.1	KAK4473056.1
OG0005338	SHAE2_52260.1	KAK4469277.1
OG0005339	SHAE2_59960.1	KAK4468986.1
OG0005340	SHAE2_96270.1, SHAE2_96270.2, SHAE2_96280.1	KAK4468619.1
OG0005341	SHAE2_17160.1, SHAE2_17160.2	KAK4475294.1
OG0005342	SHAE2_100670.1	KAK4467666.1
OG0005343	SHAE2_82880.1, SHAE2_82880.2	KAK4470843.1
OG0005345	SHAE2_41600.1, SHAE2_41600.3, SHAE2_41600.2	KAK4473807.1
OG0005346	SHAE2_12160.1	KAK4476287.1, KAK4474268.1
OG0005347	SHAE2_69870.1, SHAE2_69870.3, SHAE2_69870.2	KAK4471269.1
OG0005349	SHAE2_740.1, SHAE2_760.1	KAK4475903.1
OG0005351	SHAE2_55650.1, SHAE2_55650.2	KAK4469681.1
OG0005352	SHAE2_2810.1	KAK4475533.1
OG0005353	SHAE2_98090.2, SHAE2_98090.1	KAK4467940.1
OG0005354	SHAE2_37960.1	KAK4474132.1
OG0005355	SHAE2_42440.1	KAK4473723.1
OG0005356	SHAE2_73140.1	KAK4471488.1
OG0005357	SHAE2_76880.1, SHAE2_76880.2	KAK4470262.1
OG0005358	SHAE2_49240.1	KAK4469687.1
OG0005359	SHAE2_21400.1	KAK4475103.1
OG0005360	SHAE2_21850.1	KAK4475401.1
OG0005361	SHAE2_17400.2, SHAE2_17400.1, SHAE2_17400.3	KAK4475317.1
OG0005362	SHAE2_71460.2, SHAE2_71460.1	KAK4471601.1
OG0005363	SHAE2_1410.1	KAK4476167.1
OG0005364	SHAE2_52380.1	KAK4469271.1
OG0005365	SHAE2_20040.1	KAK4474960.1
OG0005366	SHAE2_17460.1	KAK4475227.1
OG0005367	SHAE2_26260.1	KAK4473289.1
OG0005368	SHAE2_24750.1	KAK4475497.1
OG0005369	SHAE2_37910.1, SHAE2_37910.2	KAK4474137.1
OG0005370	SHAE2_37900.1	KAK4474136.1
OG0005371	SHAE2_37880.1, SHAE2_37880.2	KAK4474139.1
OG0005372	SHAE2_27840.1	KAK4473262.1
OG0005373	SHAE2_97670.1	KAK4468909.1
OG0005374	SHAE2_23980.1	KAK4475474.1
OG0005376	SHAE2_65460.1	KAK4471964.1, KAK4471966.1
OG0005377	SHAE2_32400.1	KAK4472475.1
OG0005378	SHAE2_46850.1, SHAE2_46850.2, SHAE2_46850.3	KAK4472621.1
OG0005379	SHAE2_59460.1	KAK4469052.1
OG0005380	SHAE2_2450.1, SHAE2_2450.2	KAK4475291.1
OG0005381	SHAE2_8000.1	KAK4476183.1
OG0005382	SHAE2_100280.1	KAK4467632.1
OG0005383	SHAE2_42690.1	KAK4473700.1
OG0005384	SHAE2_87350.1	KAK4468231.1
OG0005385	SHAE2_12980.1	KAK4474407.1
OG0005386	SHAE2_35830.1	KAK4472386.1
OG0005387	SHAE2_30300.1	KAK4473111.1, KAK4473112.1
OG0005388	SHAE2_27880.1, SHAE2_27880.3, SHAE2_27880.2	KAK4473267.1
OG0005389	SHAE2_49090.1, SHAE2_49090.2	KAK4469592.1
OG0005390	SHAE2_101350.1	KAK4467858.1
OG0005391	SHAE2_62420.1	KAK4471094.1
OG0005392	SHAE2_54600.1	KAK4469136.1
OG0005393	SHAE2_54580.1	KAK4469134.1
OG0005394	SHAE2_2670.2, SHAE2_2670.1, SHAE2_2670.3	KAK4475484.1
OG0005395	SHAE2_76090.1	KAK4470173.1
OG0005396	SHAE2_15210.1	KAK4474733.1
OG0005397	SHAE2_47180.1	KAK4473795.1
OG0005398	SHAE2_28530.1, SHAE2_28530.2	KAK4472884.1
OG0005399	SHAE2_13880.1	KAK4474441.1
OG0005400	SHAE2_13130.1	KAK4474557.1
OG0005401	SHAE2_58480.1	KAK4469817.1
OG0005402	SHAE2_60490.1	KAK4469777.1
OG0005403	SHAE2_42730.1	KAK4473692.1
OG0005404	SHAE2_19780.1	KAK4474940.1
OG0005405	SHAE2_95600.1, SHAE2_95600.3, SHAE2_95600.2	KAK4468520.1
OG0005406	SHAE2_71900.1, SHAE2_71900.2	KAK4471569.1
OG0005407	SHAE2_55190.1	KAK4469726.1
OG0005408	SHAE2_95950.1, SHAE2_95950.2	KAK4468931.1
OG0005409	SHAE2_33800.1	KAK4472634.1
OG0005410	SHAE2_10590.1	KAK4476222.1
OG0005411	SHAE2_97520.1, SHAE2_97520.2, SHAE2_97510.1	KAK4468915.1
OG0005412	SHAE2_66250.1	KAK4471776.1
OG0005413	SHAE2_82910.3, SHAE2_82910.1, SHAE2_82910.2	KAK4470846.1
OG0005414	SHAE2_74850.1	KAK4470694.1
OG0005415	SHAE2_32300.1	KAK4472461.1
OG0005416	SHAE2_27010.1	KAK4473179.1
OG0005417	SHAE2_4480.1	KAK4475674.1
OG0005418	SHAE2_50640.1	KAK4469114.1
OG0005419	SHAE2_72060.1	KAK4471558.1
OG0005420	SHAE2_40070.1	KAK4473837.1
OG0005421	SHAE2_84060.1	KAK4470967.1, KAK4469044.1
OG0005423	SHAE2_30850.1	KAK4472833.1
OG0005424	SHAE2_85970.1	KAK4468006.1
OG0005425	SHAE2_86020.1, SHAE2_86020.3, SHAE2_86020.2	KAK4467997.1
OG0005426	SHAE2_99570.4, SHAE2_99570.3, SHAE2_99570.1, SHAE2_99570.2	KAK4467709.1
OG0005427	SHAE2_100500.1	KAK4467654.1
OG0005428	SHAE2_92440.2, SHAE2_92440.1	KAK4468793.1
OG0005429	SHAE2_63870.1	KAK4471823.1
OG0005430	SHAE2_47690.1	KAK4474168.1
OG0005431	SHAE2_82510.1	KAK4470808.1
OG0005432	SHAE2_86190.1	KAK4468301.1
OG0005433	SHAE2_82420.6, SHAE2_82420.1, SHAE2_82420.2, SHAE2_82420.3, SHAE2_82420.5, SHAE2_82420.4	KAK4470800.1
OG0005434	SHAE2_29070.1	KAK4472945.1
OG0005435	SHAE2_101200.1	KAK4467815.1
OG0005437	SHAE2_67420.1	KAK4471389.1
OG0005438	SHAE2_13040.1	KAK4474403.1
OG0005439	SHAE2_47890.1	KAK4473708.1
OG0005440	SHAE2_76590.1, SHAE2_76590.2	KAK4470245.1
OG0005441	SHAE2_95980.1	KAK4468406.1
OG0005442	SHAE2_31670.1	KAK4472765.1
OG0005443	SHAE2_65480.1	KAK4471968.1
OG0005444	SHAE2_20920.2, SHAE2_20920.1	KAK4475154.1
OG0005445	SHAE2_84660.1, SHAE2_84660.3, SHAE2_84660.2	KAK4470082.1
OG0005446	SHAE2_48060.1, SHAE2_48060.2	KAK4474003.1
OG0005447	SHAE2_69110.1	KAK4471192.1
OG0005448	SHAE2_37970.1	KAK4474131.1
OG0005449	SHAE2_68780.1	KAK4471996.1
OG0005450	SHAE2_64090.1	KAK4471837.1
OG0005451	SHAE2_86760.1	KAK4468282.1
OG0005452	SHAE2_95370.1, SHAE2_95370.2	KAK4468540.1
OG0005453	SHAE2_65630.1	KAK4471983.1
OG0005455	SHAE2_53480.1, SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4	KAK4469401.1
OG0005456	SHAE2_81220.1, SHAE2_81220.2, SHAE2_81220.3	KAK4470445.1
OG0005457	SHAE2_50090.1	KAK4469062.1
OG0005458	SHAE2_7090.1	KAK4476068.1
OG0005459	SHAE2_1580.1, SHAE2_1580.2	KAK4475986.1
OG0005460	SHAE2_74950.1	KAK4470810.1
OG0005461	SHAE2_28840.1	KAK4472967.1
OG0005463	SHAE2_22810.1, SHAE2_22820.1	KAK4474993.1
OG0005464	SHAE2_54420.1, SHAE2_54420.2	KAK4469656.1
OG0005465	SHAE2_95940.1	KAK4468910.1
OG0005466	SHAE2_74650.1	KAK4470915.1
OG0005467	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2	KAK4471322.1
OG0005468	SHAE2_23050.1	KAK4475016.1
OG0005469	SHAE2_72050.1	KAK4471559.1
OG0005470	SHAE2_89220.1	KAK4468026.1
OG0005471	SHAE2_20760.1	KAK4475168.1
OG0005472	SHAE2_77710.1	KAK4470573.1
OG0005473	SHAE2_1130.1, SHAE2_1130.2	KAK4475617.1
OG0005475	SHAE2_89260.1	KAK4468022.1
OG0005476	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3	KAK4473689.1
OG0005477	SHAE2_43410.1	KAK4473641.1
OG0005478	SHAE2_62000.1	KAK4471178.1
OG0005479	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3	KAK4470527.1
OG0005480	SHAE2_77920.1	KAK4470594.1
OG0005481	SHAE2_19840.1, SHAE2_19840.2	KAK4474933.1
OG0005482	SHAE2_44620.1	KAK4473412.1, KAK4473413.1
OG0005484	SHAE2_24210.1	KAK4475448.1
OG0005485	SHAE2_54330.1	KAK4469662.1
OG0005486	SHAE2_74170.1	KAK4470146.1
OG0005487	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2	KAK4473331.1
OG0005488	SHAE2_97230.1	KAK4468484.1
OG0005490	SHAE2_36610.1, SHAE2_36610.2	KAK4472294.1
OG0005491	SHAE2_97020.1	KAK4468464.1
OG0005492	SHAE2_97790.1	KAK4468824.1
OG0005493	SHAE2_55860.1	KAK4469485.1
OG0005494	SHAE2_5890.1	KAK4475846.1
OG0005495	SHAE2_83780.1, SHAE2_83780.2, SHAE2_83780.3	KAK4470936.1
OG0005496	SHAE2_99000.1	KAK4467890.1
OG0005497	SHAE2_26470.1	KAK4473020.1
OG0005498	SHAE2_81610.2, SHAE2_81610.3, SHAE2_81610.1	KAK4470407.1
OG0005499	SHAE2_93530.1	KAK4468695.1, KAK4468696.1
OG0005500	SHAE2_23340.1	KAK4475036.1
OG0005501	SHAE2_95470.1, SHAE2_95470.2	KAK4468531.1
OG0005502	SHAE2_102170.1	KAK4467818.1
OG0005503	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4	KAK4473752.1
OG0005504	SHAE2_87330.1	KAK4467971.1
OG0005505	SHAE2_82680.1	KAK4470826.1
OG0005506	SHAE2_94680.1, SHAE2_94680.2	KAK4468596.1
OG0005507	SHAE2_92740.1	KAK4468731.1
OG0005508	SHAE2_1860.2, SHAE2_1860.1	KAK4474746.1
OG0005509	SHAE2_99280.1	KAK4467612.1
OG0005510	SHAE2_96870.1	KAK4468446.1
OG0005511	SHAE2_82380.1	KAK4470795.1
OG0005512	SHAE2_7300.1	KAK4470543.1
OG0005513	SHAE2_95060.1, SHAE2_95060.2	KAK4468574.1
OG0005514	SHAE2_27110.1	KAK4473188.1
OG0005515	SHAE2_60510.1	KAK4469779.1
OG0005516	SHAE2_19760.4, SHAE2_19760.1, SHAE2_19760.2, SHAE2_19760.3	KAK4474928.1
OG0005517	SHAE2_67480.1, SHAE2_67480.2	KAK4471054.1
OG0005518	SHAE2_28310.1	KAK4472196.1
OG0005519	SHAE2_38120.1	KAK4474124.1
OG0005520	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2	KAK4471962.1
OG0005521	SHAE2_83300.1	KAK4470888.1
OG0005522	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3	KAK4472274.1
OG0005523	SHAE2_89080.1	KAK4468041.1
OG0005524	SHAE2_2060.1	KAK4474873.1, KAK4474885.1
OG0005525	SHAE2_62470.1	KAK4471089.1
OG0005526	SHAE2_41240.1, SHAE2_41230.1	KAK4473947.1
OG0005530	SHAE2_14120.1	KAK4467279.1
OG0005531	SHAE2_10530.1, SHAE2_10530.2	KAK4476226.1
OG0005532	SHAE2_16350.2, SHAE2_16350.1	KAK4474573.1
OG0005535	SHAE2_49910.1	KAK4469931.1
OG0005536	SHAE2_39210.1	KAK4474023.1
OG0005537	SHAE2_43970.3, SHAE2_43970.2, SHAE2_43970.1	KAK4472949.1
OG0005538	SHAE2_52030.1, SHAE2_52030.2, SHAE2_52030.3	KAK4469302.1
OG0005540	SHAE2_63720.1	KAK4472001.1
OG0005544	SHAE2_25710.1	KAK4473323.1
OG0005545	SHAE2_4880.1	KAK4475717.1, KAK4467465.1
OG0005546	SHAE2_12090.1	KAK4476298.1
OG0005547	SHAE2_41220.1	KAK4473946.1
OG0005548	SHAE2_90590.1	KAK4468065.1
OG0005549	SHAE2_53740.1, SHAE2_53740.2, SHAE2_53740.3	KAK4469423.1
OG0005550	SHAE2_56390.1	KAK4469534.1
OG0005551	SHAE2_75730.1	KAK4470006.1
OG0005553	SHAE2_47680.1, SHAE2_47680.2	KAK4472128.1
OG0005554	SHAE2_18680.1	KAK4474839.1
OG0005555	SHAE2_23890.1	KAK4475482.1
OG0005566	SHAE2_80380.1	KAK4470506.1
OG0005567	SHAE2_15260.1, SHAE2_15260.3, SHAE2_15260.2	KAK4474737.1
OG0005568	SHAE2_81290.1	KAK4470437.1
OG0005569	SHAE2_101150.2, SHAE2_101150.1	KAK4467808.1
OG0005570	SHAE2_34870.1, SHAE2_34870.2	KAK4472523.1
OG0005571	SHAE2_50070.1	KAK4469061.1
OG0005572	SHAE2_71470.1	KAK4471600.1
OG0005573	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2	KAK4474360.1
OG0005574	SHAE2_91660.1, SHAE2_91660.2	KAK4468860.1
OG0005575	SHAE2_72300.1	KAK4471554.1
OG0005576	SHAE2_72070.1	KAK4471557.1
OG0005577	SHAE2_91300.1	KAK4468900.1
OG0005578	SHAE2_52550.1	KAK4469252.1
OG0005579	SHAE2_12330.1, SHAE2_12330.2	KAK4476272.1
OG0005580	SHAE2_54450.1	KAK4469652.1
OG0005581	SHAE2_32230.1	KAK4472457.1
OG0005582	SHAE2_36060.1	KAK4472365.1
OG0005583	SHAE2_91570.1	KAK4468868.1
OG0005584	SHAE2_99470.1	KAK4467719.1
OG0005585	SHAE2_100740.1	KAK4467672.1
OG0005586	SHAE2_100730.1, SHAE2_100730.2	KAK4467671.1
OG0005587	SHAE2_82440.1	KAK4470802.1
OG0005589	SHAE2_63230.1	KAK4472044.1
OG0005590	SHAE2_19880.2, SHAE2_19880.1	KAK4474929.1
OG0005591	SHAE2_69610.3, SHAE2_69610.1	KAK4471241.1
OG0005592	SHAE2_56040.1, SHAE2_56040.2	KAK4469673.1
OG0005593	SHAE2_75980.1	KAK4470161.1
OG0005594	SHAE2_74010.1	KAK4470090.1
OG0005595	SHAE2_66440.1, SHAE2_66440.2	KAK4471738.1
OG0005596	SHAE2_70730.1, SHAE2_70730.2	KAK4471370.1
OG0005597	SHAE2_89100.1	KAK4468039.1
OG0005598	SHAE2_81040.1	KAK4470726.1
OG0005599	SHAE2_57900.1, SHAE2_57900.2	KAK4469870.1
OG0005600	SHAE2_21640.2, SHAE2_21640.1	KAK4475077.1
OG0005601	SHAE2_25090.1	KAK4473371.1
OG0005602	SHAE2_24980.1	KAK4473382.1
OG0005603	SHAE2_68680.1, SHAE2_68680.2	KAK4471887.1
OG0005604	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1	KAK4472463.1
OG0005605	SHAE2_39050.1	KAK4474038.1
OG0005606	SHAE2_84160.1	KAK4470976.1
OG0005607	SHAE2_94950.1	KAK4468582.1
OG0005608	SHAE2_70650.1, SHAE2_70650.2	KAK4471365.1
OG0005609	SHAE2_65390.1	KAK4471957.1
OG0005610	SHAE2_2500.1	KAK4475343.1
OG0005611	SHAE2_96760.1	KAK4468436.1
OG0005612	SHAE2_99020.1	KAK4467888.1
OG0005614	SHAE2_30750.1	KAK4472903.1
OG0005615	SHAE2_31420.1	KAK4472753.1
OG0005616	SHAE2_31410.1	KAK4472752.1
OG0005617	SHAE2_41850.2, SHAE2_41850.1, SHAE2_41850.3	KAK4473787.1
OG0005618	SHAE2_53140.1, SHAE2_53140.2	KAK4469195.1
OG0005619	SHAE2_53520.1	KAK4469404.1
OG0005621	SHAE2_92650.1	KAK4468724.1
OG0005622	SHAE2_610.1	KAK4476216.1
OG0005623	SHAE2_79670.1	KAK4470341.1
OG0005624	SHAE2_13240.1	KAK4474595.1
OG0005625	SHAE2_13250.1	KAK4474594.1
OG0005626	SHAE2_46620.1	KAK4472837.1
OG0005627	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2	KAK4473344.1, KAK4473346.1
OG0005628	SHAE2_42230.1	KAK4473745.1, KAK4473746.1
OG0005629	SHAE2_34180.1	KAK4472594.1
OG0005630	SHAE2_90250.1	KAK4468150.1
OG0005631	SHAE2_58270.1	KAK4469838.1
OG0005632	SHAE2_100710.1, SHAE2_100710.2	KAK4467669.1
OG0005633	SHAE2_12460.1	KAK4469813.1, KAK4476281.1
OG0005634	SHAE2_25010.1	KAK4473379.1
OG0005635	SHAE2_3550.1	KAK4475587.1
OG0005636	SHAE2_41610.1	KAK4473806.1
OG0005637	SHAE2_84540.1	KAK4471008.1
OG0005638	SHAE2_81650.2	KAK4470410.1
OG0005639	SHAE2_77640.1	KAK4470565.1
OG0005640	SHAE2_29890.1	KAK4473144.1
OG0005641	SHAE2_77900.1	KAK4470593.1
OG0005642	SHAE2_101690.2, SHAE2_101690.1	KAK4467847.1
OG0005643	SHAE2_31740.1	KAK4472432.1
OG0005644	SHAE2_80980.1	KAK4470718.1
OG0005645	SHAE2_62870.1, SHAE2_62870.2, SHAE2_62870.3	KAK4472077.1
OG0005646	SHAE2_43960.1	KAK4472938.1
OG0005647	SHAE2_59320.1	KAK4469032.1
OG0005648	SHAE2_43090.1	KAK4473665.1
OG0005649	SHAE2_53700.1, SHAE2_53700.2, SHAE2_53700.3	KAK4469419.1
OG0005650	SHAE2_68950.1	KAK4472111.1
OG0005651	SHAE2_70410.1, SHAE2_70410.2	KAK4471341.1
OG0005652	SHAE2_51310.1	KAK4469591.1
OG0005653	SHAE2_99150.1	KAK4467903.1
OG0005654	SHAE2_77150.1	KAK4470280.1
OG0005655	SHAE2_29560.1	KAK4473028.1
OG0005656	SHAE2_93250.1, SHAE2_93250.2	KAK4468767.1
OG0005657	SHAE2_14010.1	KAK4474463.1
OG0005659	SHAE2_19120.1, SHAE2_19120.2	KAK4474868.1
OG0005660	SHAE2_76220.3, SHAE2_76220.1, SHAE2_76220.2, SHAE2_76220.4	KAK4470187.1
OG0005662	SHAE2_46140.1	KAK4473553.1
OG0005663	SHAE2_10400.1	KAK4475991.1
OG0005664	SHAE2_27610.1	KAK4473232.1
OG0005665	SHAE2_51460.2, SHAE2_51460.1	KAK4469574.1
OG0005666	SHAE2_95520.1, SHAE2_95520.2	KAK4468527.1
OG0005667	SHAE2_45020.1, SHAE2_45020.2	KAK4473447.1
OG0005668	SHAE2_4130.1	KAK4475640.1
OG0005669	SHAE2_59450.1	KAK4469049.1
OG0005670	SHAE2_89760.1	KAK4468194.1
OG0005671	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3	KAK4474460.1
OG0005672	SHAE2_50620.1	KAK4469111.1
OG0005673	SHAE2_50670.1	KAK4469117.1
OG0005674	SHAE2_28420.1	KAK4472897.1
OG0005675	SHAE2_43620.1	KAK4473619.1
OG0005676	SHAE2_55700.1	KAK4469501.1
OG0005677	SHAE2_6420.1, SHAE2_6420.2, SHAE2_6420.3	KAK4475900.1
OG0005678	SHAE2_63730.1	KAK4472000.1
OG0005679	SHAE2_93890.1	KAK4468667.1
OG0005681	SHAE2_73580.1	KAK4471346.1
OG0005682	SHAE2_33890.1	KAK4472627.1
OG0005683	SHAE2_38660.1	KAK4474072.1, KAK4474071.1
OG0005684	SHAE2_52530.1	KAK4469255.1, KAK4469254.1
OG0005685	SHAE2_15830.1	KAK4474514.1
OG0005686	SHAE2_95590.1	KAK4468522.1
OG0005687	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3	KAK4471443.1
OG0005688	SHAE2_840.1	KAK4475882.1
OG0005689	SHAE2_75220.1	KAK4470525.1
OG0005690	SHAE2_55920.1	KAK4469480.1
OG0005691	SHAE2_99260.1	KAK4467614.1
OG0005692	SHAE2_50540.2	KAK4469102.1, KAK4469104.1
OG0005693	SHAE2_1550.1	KAK4476013.1
OG0005694	SHAE2_52440.1	KAK4469266.1
OG0005695	SHAE2_52580.1	KAK4469249.1
OG0005696	SHAE2_44270.1	KAK4473210.1
OG0005697	SHAE2_20580.1	KAK4475189.1
OG0005698	SHAE2_74180.2, SHAE2_74180.3, SHAE2_74180.1	KAK4470145.1
OG0005699	SHAE2_22410.1, SHAE2_22410.2	KAK4475350.1
OG0005700	SHAE2_75950.1	KAK4470159.1
OG0005701	SHAE2_61380.1, SHAE2_61380.2	KAK4471123.1
OG0005702	SHAE2_69430.1	KAK4471221.1
OG0005703	SHAE2_37300.1, SHAE2_37300.2	KAK4474195.1
OG0005704	SHAE2_43760.1, SHAE2_43760.2	KAK4473608.1
OG0005705	SHAE2_57140.1	KAK4469178.1
OG0005706	SHAE2_59540.1	KAK4469055.1
OG0005707	SHAE2_69500.2, SHAE2_69500.1	KAK4471230.1
OG0005708	SHAE2_23150.1	KAK4475025.1
OG0005709	SHAE2_29910.1, SHAE2_29910.2	KAK4473141.1
OG0005710	SHAE2_37580.1	KAK4474166.1
OG0005711	SHAE2_18760.1, SHAE2_18760.2	KAK4474845.1
OG0005712	SHAE2_94830.1	KAK4468459.1
OG0005713	SHAE2_70460.1	KAK4471344.1
OG0005714	SHAE2_96290.1	KAK4468616.1
OG0005715	SHAE2_78990.1	KAK4470470.1
OG0005716	SHAE2_54160.1, SHAE2_54160.2	KAK4469458.1
OG0005717	SHAE2_79740.1	KAK4470329.1
OG0005718	SHAE2_52870.1	KAK4469222.1
OG0005719	SHAE2_38560.1	KAK4474083.1
OG0005720	SHAE2_89170.1	KAK4468032.1
OG0005722	SHAE2_98610.1	KAK4467595.1
OG0005723	SHAE2_45760.2, SHAE2_45760.3	KAK4473521.1
OG0005725	SHAE2_88730.1	KAK4468144.1
OG0005726	SHAE2_56270.1	KAK4469522.1
OG0005727	SHAE2_73250.1	KAK4471645.1
OG0005728	SHAE2_93180.1	KAK4468763.1
OG0005729	SHAE2_69120.1	KAK4471193.1
OG0005730	SHAE2_99550.1, SHAE2_99540.1	KAK4467711.1, KAK4467712.1
OG0005731	SHAE2_86070.1	KAK4467995.1
OG0005732	SHAE2_29670.1	KAK4473085.1
OG0005733	SHAE2_26500.1, SHAE2_26500.2	KAK4473067.1
OG0005734	SHAE2_46330.1	KAK4473573.1
OG0005735	SHAE2_97910.1	KAK4468650.1
OG0005736	SHAE2_74340.1, SHAE2_74340.2	KAK4470003.1
OG0005737	SHAE2_67840.1	KAK4471317.1
OG0005738	SHAE2_5380.1	KAK4467440.1, KAK4475799.1
OG0005739	SHAE2_32070.2, SHAE2_32070.1	KAK4472441.1
OG0005740	SHAE2_83960.1	KAK4470956.1
OG0005741	SHAE2_91720.1	KAK4468857.1
OG0005742	SHAE2_102740.1	KAK4472328.1
OG0005743	SHAE2_18420.1	KAK4474814.1
OG0005744	SHAE2_18170.1	KAK4474793.1
OG0005745	SHAE2_67290.1	KAK4471406.1
OG0005747	SHAE2_47780.1	KAK4472288.1
OG0005748	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3	KAK4468877.1
OG0005750	SHAE2_101380.1	KAK4467855.1
