Orthogroup	schistosoma_haematobium	schistosoma_curassoni
OG0004768	SHAE2_4310.1	SCUR1_3730.1
OG0004769	SHAE2_39610.1	SCUR1_36810.1
OG0004770	SHAE2_68490.1	SCUR1_64090.1
OG0004771	SHAE2_52590.1	SCUR1_49400.1
OG0004771	SHAE2_52590.2	SCUR1_49400.2, SCUR1_49400.3
OG0004772	SHAE2_98960.1	SCUR1_99710.1, SCUR1_99710.2, SCUR1_92290.1
OG0004773	SHAE2_32560.1, SHAE2_32560.2	SCUR1_30280.1, SCUR1_30280.2
OG0004775	SHAE2_45280.1, SHAE2_45280.2	SCUR1_42560.1
OG0004776	SHAE2_103420.1, SHAE2_103420.2, SHAE2_103420.3, SHAE2_103420.4	SCUR1_33450.5, SCUR1_33450.6, SCUR1_33450.4, SCUR1_33450.1, SCUR1_33450.2, SCUR1_33450.3
OG0004777	SHAE2_79460.1, SHAE2_79460.2	SCUR1_74250.1, SCUR1_74250.2
OG0004778	SHAE2_58430.1	SCUR1_55220.1
OG0004779	SHAE2_17690.1, SHAE2_17690.2	SCUR1_15720.1
OG0004780	SHAE2_14050.1	SCUR1_12360.1, SCUR1_12360.2, SCUR1_12360.3
OG0004781	SHAE2_77420.1	SCUR1_72190.1
OG0004782	SHAE2_79320.1	SCUR1_74110.1
OG0004783	SHAE2_85480.3, SHAE2_85480.1, SHAE2_85480.2	SCUR1_80810.1
OG0004784	SHAE2_86720.2	SCUR1_81480.3
OG0004784	SHAE2_86720.1	SCUR1_81480.2, SCUR1_81480.1
OG0004785	SHAE2_89380.1	SCUR1_83110.1
OG0004786	SHAE2_49850.1, SHAE2_49850.2	SCUR1_46680.1, SCUR1_46680.2
OG0004787	SHAE2_58520.1	SCUR1_55330.1
OG0004788	SHAE2_94190.1	SCUR1_87520.2, SCUR1_87570.1
OG0004789	SHAE2_66270.1	SCUR1_62030.1
OG0004789	SHAE2_66280.1	SCUR1_62040.1
OG0004790	SHAE2_23160.1	SCUR1_21080.1, SCUR1_21080.2
OG0004791	SHAE2_14730.2	SCUR1_13040.2
OG0004791	SHAE2_14730.1	SCUR1_13040.1
OG0004792	SHAE2_56450.1	SCUR1_53180.3, SCUR1_53180.4, SCUR1_53180.5, SCUR1_53180.6, SCUR1_53180.1, SCUR1_53180.2, SCUR1_53180.7
OG0004793	SHAE2_76540.1, SHAE2_76540.2, SHAE2_76540.3, SHAE2_76540.4	SCUR1_71430.1, SCUR1_71430.2
OG0004794	SHAE2_74970.1, SHAE2_74970.3, SHAE2_74970.2	SCUR1_69880.1
OG0004795	SHAE2_34430.1	SCUR1_32200.1
OG0004796	SHAE2_21110.1	SCUR1_18880.1
OG0004797	SHAE2_101250.1	SCUR1_94370.1, SCUR1_94370.2
OG0004798	SHAE2_13260.1	SCUR1_11410.1
OG0004799	SHAE2_98370.1	SCUR1_91750.1
OG0004800	SHAE2_21060.1	SCUR1_18850.1
OG0004801	SHAE2_26440.1	SCUR1_23920.1
OG0004801	SHAE2_26440.1	SCUR1_23920.2
OG0004802	SHAE2_68070.1	SCUR1_63780.1
OG0004803	SHAE2_63050.1	SCUR1_58970.1
OG0004803	SHAE2_63050.1	SCUR1_58970.2
OG0004803	SHAE2_63050.1	SCUR1_58970.3
OG0004804	SHAE2_18190.1	SCUR1_16160.2
OG0004805	SHAE2_4340.1	SCUR1_3750.1, SCUR1_3750.2
OG0004806	SHAE2_55140.1	SCUR1_51830.1
OG0004807	SHAE2_57980.3, SHAE2_57980.1, SHAE2_57980.4, SHAE2_57980.2	SCUR1_54820.1, SCUR1_54820.2, SCUR1_54820.3, SCUR1_54820.4
OG0004808	SHAE2_80950.1	SCUR1_75880.3, SCUR1_75880.1, SCUR1_75880.2
OG0004809	SHAE2_53590.1	SCUR1_50330.1
OG0004810	SHAE2_100210.1	SCUR1_93410.1
OG0004811	SHAE2_42910.1	SCUR1_40160.1
OG0004812	SHAE2_36090.1	SCUR1_33270.1, SCUR1_33270.4, SCUR1_33270.2, SCUR1_33270.3
OG0004813	SHAE2_95810.1	SCUR1_89060.1
OG0004814	SHAE2_6230.1	SCUR1_5750.2, SCUR1_5750.1
OG0004815	SHAE2_63590.1, SHAE2_63590.2	SCUR1_59460.1
OG0004816	SHAE2_80960.1, SHAE2_80960.2, SHAE2_80960.3, SHAE2_80960.4	SCUR1_75890.1, SCUR1_75890.2
OG0004817	SHAE2_85790.1, SHAE2_85790.2, SHAE2_85790.3	SCUR1_80660.1
OG0004818	SHAE2_98010.1	SCUR1_91370.1, SCUR1_91370.2
OG0004819	SHAE2_82820.1	SCUR1_77800.1
OG0004820	SHAE2_36500.1, SHAE2_36500.2, SHAE2_36500.3	SCUR1_33770.1, SCUR1_33770.2
OG0004821	SHAE2_48350.1	SCUR1_45500.1, SCUR1_45500.3, SCUR1_45500.4, SCUR1_45500.5, SCUR1_45500.6, SCUR1_45500.7, SCUR1_45500.2
OG0004822	SHAE2_26120.1	SCUR1_23630.2, SCUR1_23630.1
OG0004825	SHAE2_64000.1	SCUR1_59860.1
OG0004826	SHAE2_85320.1	SCUR1_81010.1
OG0004827	SHAE2_92180.1	SCUR1_85670.1, SCUR1_85670.3, SCUR1_85670.4, SCUR1_85670.2
OG0004828	SHAE2_26460.1	SCUR1_23950.1, SCUR1_23950.2, SCUR1_23950.3, SCUR1_23950.4
OG0004829	SHAE2_41070.1	SCUR1_38340.1
OG0004830	SHAE2_70330.1	SCUR1_65790.1
OG0004831	SHAE2_30400.1	SCUR1_28210.1
OG0004832	SHAE2_39420.1	SCUR1_36680.1, SCUR1_36680.2
OG0004833	SHAE2_39710.1	SCUR1_36940.1
OG0004834	SHAE2_34120.1	SCUR1_31880.1
OG0004835	SHAE2_27430.1, SHAE2_27440.1	SCUR1_25080.1
OG0004836	SHAE2_90760.1	SCUR1_84450.1
OG0004837	SHAE2_16020.1	SCUR1_14260.1
OG0004838	SHAE2_79340.4, SHAE2_79340.2, SHAE2_79340.3, SHAE2_79340.1	SCUR1_74130.2, SCUR1_74130.1, SCUR1_74130.3
OG0004839	SHAE2_230.1	SCUR1_280.1
OG0004840	SHAE2_54670.1	SCUR1_51350.1
OG0004841	SHAE2_69680.1, SHAE2_69680.3, SHAE2_69680.2	SCUR1_65170.1
OG0004842	SHAE2_77040.1, SHAE2_77040.2	SCUR1_71900.1, SCUR1_71900.2, SCUR1_71900.3
OG0004843	SHAE2_40490.1	SCUR1_37770.2
OG0004844	SHAE2_2270.1	SCUR1_1820.1
OG0004845	SHAE2_2280.1, SHAE2_2280.2	SCUR1_1830.3, SCUR1_1830.1, SCUR1_1830.2
OG0004846	SHAE2_83490.1	SCUR1_78470.1
OG0004847	SHAE2_74120.1	SCUR1_68980.1
OG0004849	SHAE2_49290.1	SCUR1_45830.1, SCUR1_45830.2
OG0004850	SHAE2_68470.1, SHAE2_68470.4, SHAE2_68470.2, SHAE2_68470.3, SHAE2_68470.7, SHAE2_68470.5, SHAE2_68470.6, SHAE2_68470.8	SCUR1_64070.1, SCUR1_64060.1
OG0004851	SHAE2_21480.1	SCUR1_19320.1
OG0004852	SHAE2_55790.1	SCUR1_52510.2, SCUR1_52510.1
OG0004853	SHAE2_27280.1	SCUR1_24940.1
OG0004854	SHAE2_96940.1	SCUR1_90200.1, SCUR1_90200.2, SCUR1_90200.3
OG0004855	SHAE2_35150.1	SCUR1_32960.1
OG0004856	SHAE2_83160.1	SCUR1_78140.1
OG0004857	SHAE2_48700.1	SCUR1_46240.2, SCUR1_46240.1
OG0004858	SHAE2_84030.1	SCUR1_79020.1, SCUR1_99610.1
OG0004859	SHAE2_70990.2, SHAE2_70990.1, SHAE2_70990.3	SCUR1_66430.1
OG0004860	SHAE2_51150.1, SHAE2_51150.2	SCUR1_47970.2, SCUR1_47970.1, SCUR1_47970.3
OG0004861	SHAE2_29530.1	SCUR1_27280.1
OG0004862	SHAE2_53790.1	SCUR1_50570.1, SCUR1_50570.2
OG0004864	SHAE2_36860.1	SCUR1_34180.1
OG0004865	SHAE2_26420.1	SCUR1_23900.1
OG0004866	SHAE2_69980.1	SCUR1_65510.1
OG0004869	SHAE2_19430.1	SCUR1_17240.1
OG0004870	SHAE2_85410.1	SCUR1_80900.2, SCUR1_80900.1
OG0004871	SHAE2_10270.1, SHAE2_10270.2, SHAE2_10270.3	SCUR1_8340.1
OG0004872	SHAE2_21910.1	SCUR1_100970.1, SCUR1_19760.1, SCUR1_19760.2
OG0004873	SHAE2_44580.1	SCUR1_41860.2, SCUR1_41860.1
OG0004874	SHAE2_3710.1	SCUR1_3120.1
OG0004875	SHAE2_3510.1	SCUR1_2970.1
OG0004876	SHAE2_58320.1	SCUR1_55120.1
OG0004877	SHAE2_86400.1	SCUR1_80100.1, SCUR1_80100.2, SCUR1_80100.3, SCUR1_80100.5, SCUR1_80100.4
OG0004878	SHAE2_74230.1, SHAE2_74230.2	SCUR1_96940.1
OG0004879	SHAE2_64010.1	SCUR1_59870.1, SCUR1_59870.2
OG0004880	SHAE2_18780.1	SCUR1_16670.1
OG0004881	SHAE2_15720.1	SCUR1_13940.1
OG0004882	SHAE2_2570.1	SCUR1_2120.1, SCUR1_2120.2
OG0004883	SHAE2_11360.1	SCUR1_9390.1
OG0004884	SHAE2_86830.1	SCUR1_81590.1
OG0004885	SHAE2_1180.1, SHAE2_1180.2	SCUR1_760.1, SCUR1_98200.1
OG0004886	SHAE2_6580.1	SCUR1_6040.1
OG0004887	SHAE2_55740.1	SCUR1_52440.3
OG0004888	SHAE2_85400.1	SCUR1_80930.3, SCUR1_80930.1, SCUR1_80930.2
OG0004889	SHAE2_60270.1	SCUR1_56830.2, SCUR1_56830.1
OG0004890	SHAE2_94290.1	SCUR1_68790.1
OG0004891	SHAE2_33120.1, SHAE2_33120.2, SHAE2_33120.3, SHAE2_33120.4	SCUR1_30800.1
OG0004892	SHAE2_77270.1, SHAE2_77270.2, SHAE2_77270.3	SCUR1_72060.1
OG0004893	SHAE2_21590.1	SCUR1_19430.1, SCUR1_19430.2
OG0004894	SHAE2_60240.3, SHAE2_60240.2, SHAE2_60240.1, SHAE2_60240.4	SCUR1_56790.1
OG0004895	SHAE2_97810.1	SCUR1_90920.1, SCUR1_90940.1
OG0004896	SHAE2_41690.1	SCUR1_38910.1
OG0004897	SHAE2_12260.1	SCUR1_10420.1, SCUR1_10420.2
OG0004898	SHAE2_50160.1	SCUR1_98260.1, SCUR1_46990.1, SCUR1_98270.1
OG0004899	SHAE2_51050.2, SHAE2_51050.1	SCUR1_47880.1
OG0004900	SHAE2_29500.2, SHAE2_29500.1	SCUR1_27220.1
OG0004901	SHAE2_50970.1	SCUR1_100780.1, SCUR1_47810.1
OG0004902	SHAE2_39980.1	SCUR1_37230.1
OG0004903	SHAE2_67240.1	SCUR1_63170.3, SCUR1_63170.1, SCUR1_63170.2
OG0004904	SHAE2_68830.1	SCUR1_64400.1, SCUR1_64400.2
OG0004905	SHAE2_15630.1, SHAE2_15630.2, SHAE2_15630.4, SHAE2_15630.3, SHAE2_15630.5	SCUR1_13840.1
OG0004906	SHAE2_14650.1	SCUR1_12980.1
OG0004907	SHAE2_63310.1	SCUR1_59210.1
OG0004908	SHAE2_31650.1	SCUR1_29420.1
OG0004909	SHAE2_14290.1, SHAE2_14290.2	SCUR1_12570.1, SCUR1_12570.2
OG0004910	SHAE2_22390.1	SCUR1_20290.1
OG0004910	SHAE2_22390.1	SCUR1_20290.2
OG0004911	SHAE2_1100.1	SCUR1_700.1
OG0004912	SHAE2_95100.1	SCUR1_88480.1
OG0004913	SHAE2_61400.1	SCUR1_57620.1, SCUR1_97990.1
OG0004914	SHAE2_65020.2, SHAE2_65020.1	SCUR1_60810.1
OG0004915	SHAE2_23710.1, SHAE2_23710.2	SCUR1_21580.1, SCUR1_21580.2
OG0004916	SHAE2_19160.1	SCUR1_17000.1
OG0004917	SHAE2_38380.1	SCUR1_35650.1
OG0004918	SHAE2_91510.1	SCUR1_85040.1
OG0004919	SHAE2_55810.3, SHAE2_55810.5	SCUR1_52550.1
OG0004921	SHAE2_55370.1, SHAE2_55370.3, SHAE2_55370.2	SCUR1_52070.1
OG0004922	SHAE2_81730.1	SCUR1_76680.1, SCUR1_76680.2, SCUR1_76680.3, SCUR1_76680.4
OG0004923	SHAE2_2400.1	SCUR1_1940.1
OG0004924	SHAE2_27470.1	SCUR1_25110.1
OG0004925	SHAE2_59560.1	SCUR1_56150.1
OG0004926	SHAE2_75810.1	SCUR1_70680.1
OG0004927	SHAE2_95860.1, SHAE2_95860.2	SCUR1_89100.1
OG0004928	SHAE2_70530.1	SCUR1_65980.1
OG0004929	SHAE2_57580.1	SCUR1_54390.1
OG0004930	SHAE2_84000.1	SCUR1_78980.1, SCUR1_78990.2, SCUR1_78990.1
OG0004931	SHAE2_45330.1	SCUR1_42630.1
OG0004932	SHAE2_24490.1	SCUR1_22350.1
OG0004934	SHAE2_47010.2, SHAE2_47010.1	SCUR1_44330.1
OG0004935	SHAE2_38510.2	SCUR1_35780.1
OG0004936	SHAE2_96910.1	SCUR1_90160.1
OG0004938	SHAE2_51330.1	SCUR1_48170.1
OG0004939	SHAE2_87410.1, SHAE2_87410.2	SCUR1_82150.1, SCUR1_82150.2
OG0004940	SHAE2_56010.2, SHAE2_56010.3, SHAE2_56010.1	SCUR1_52750.1
OG0004941	SHAE2_67210.1, SHAE2_67210.2	SCUR1_63200.1
OG0004942	SHAE2_70090.1	SCUR1_65610.1, SCUR1_65610.2, SCUR1_65610.3
OG0004943	SHAE2_64410.1	SCUR1_60230.1
OG0004944	SHAE2_60380.2, SHAE2_60380.1, SHAE2_60380.3, SHAE2_60380.5, SHAE2_60380.6, SHAE2_60380.4	SCUR1_56990.1
OG0004945	SHAE2_34170.1, SHAE2_34170.2	SCUR1_31940.1, SCUR1_31950.1
OG0004946	SHAE2_39270.1, SHAE2_39270.3, SHAE2_39270.2	SCUR1_36540.2, SCUR1_36540.3, SCUR1_36540.4, SCUR1_36540.1, SCUR1_36540.5
OG0004947	SHAE2_38580.1	SCUR1_35810.1
OG0004948	SHAE2_38250.3, SHAE2_38250.2, SHAE2_38250.1	SCUR1_35530.3, SCUR1_35530.1, SCUR1_35530.2
OG0004949	SHAE2_89470.1, SHAE2_89470.2, SHAE2_89470.3	SCUR1_83200.1
OG0004950	SHAE2_50270.1	SCUR1_47100.1
OG0004951	SHAE2_51920.1	SCUR1_48730.1, SCUR1_48730.3, SCUR1_48730.4, SCUR1_48730.2
OG0004953	SHAE2_70520.1, SHAE2_70520.2, SHAE2_70520.3, SHAE2_70520.4, SHAE2_70520.5	SCUR1_65970.1
OG0004954	SHAE2_32160.1, SHAE2_32160.2, SHAE2_32160.3, SHAE2_32160.4	SCUR1_29810.1, SCUR1_29810.2
OG0004955	SHAE2_29820.2, SHAE2_29820.1, SHAE2_29820.3	SCUR1_27580.1
OG0004956	SHAE2_27720.1	SCUR1_25380.1
OG0004957	SHAE2_13930.6, SHAE2_13930.1, SHAE2_13930.2, SHAE2_13930.3, SHAE2_13930.4, SHAE2_13930.5	SCUR1_12220.1, SCUR1_12220.2, SCUR1_12220.3
OG0004958	SHAE2_14500.3, SHAE2_14500.1, SHAE2_14500.2	SCUR1_12810.1
OG0004959	SHAE2_15140.1	SCUR1_13400.1
OG0004960	SHAE2_24250.1, SHAE2_24250.2	SCUR1_22100.2, SCUR1_22100.1, SCUR1_22100.3, SCUR1_22100.4
OG0004961	SHAE2_8240.1	SCUR1_7580.1
OG0004963	SHAE2_30040.1	SCUR1_27840.1
OG0004971	SHAE2_40550.1	SCUR1_37810.1
OG0004972	SHAE2_7600.1, SHAE2_7600.2	SCUR1_6970.1
OG0004973	SHAE2_98450.1	SCUR1_91960.1
OG0004974	SHAE2_52130.1	SCUR1_48870.3, SCUR1_48870.1, SCUR1_48870.2, SCUR1_48870.4
OG0004975	SHAE2_76200.1, SHAE2_76200.2	SCUR1_71100.1, SCUR1_71100.2
OG0004976	SHAE2_101650.1	SCUR1_94720.1, SCUR1_94720.3, SCUR1_94720.2
OG0004977	SHAE2_64320.1	SCUR1_60150.1
OG0004978	SHAE2_61280.1, SHAE2_61290.1	SCUR1_57560.1, SCUR1_57570.1
OG0004979	SHAE2_58470.1	SCUR1_55270.1
OG0004980	SHAE2_32550.4, SHAE2_32550.1, SHAE2_32550.2, SHAE2_32550.5, SHAE2_32550.3	SCUR1_30270.1, SCUR1_30270.2
OG0004981	SHAE2_65760.1	SCUR1_61550.1
OG0004982	SHAE2_90980.1	SCUR1_84590.1, SCUR1_84590.2
OG0004983	SHAE2_87370.1	SCUR1_82110.1
OG0004984	SHAE2_33710.1, SHAE2_33710.2	SCUR1_31430.1
OG0004985	SHAE2_80810.1, SHAE2_80810.2, SHAE2_80810.3	SCUR1_75760.1
OG0004986	SHAE2_32450.1	SCUR1_30170.1, SCUR1_30170.2
OG0004987	SHAE2_48270.1	SCUR1_45410.1, SCUR1_45410.2
OG0004988	SHAE2_4680.3, SHAE2_4680.1, SHAE2_4680.2	SCUR1_4120.1, SCUR1_4120.2
OG0004989	SHAE2_74280.2, SHAE2_74280.1, SHAE2_74280.3	SCUR1_69170.1
OG0004990	SHAE2_21290.1	SCUR1_19100.1, SCUR1_19100.2
OG0004991	SHAE2_5670.1	SCUR1_5160.1
OG0004992	SHAE2_89410.1, SHAE2_89410.2, SHAE2_89410.3	SCUR1_83130.1
OG0004993	SHAE2_46930.1	SCUR1_44250.1
OG0004994	SHAE2_51170.1	SCUR1_47990.1
OG0004995	SHAE2_43120.1	SCUR1_40350.1
OG0004996	SHAE2_69630.1, SHAE2_69630.2	SCUR1_65120.2, SCUR1_65120.1
OG0004998	SHAE2_5330.1	SCUR1_4770.1
OG0004999	SHAE2_95830.1	SCUR1_89080.1, SCUR1_89080.2
OG0005000	SHAE2_59410.1	SCUR1_56020.1, SCUR1_56020.4, SCUR1_56020.3, SCUR1_56020.2
OG0005001	SHAE2_89110.1	SCUR1_82760.1
OG0005002	SHAE2_4620.1, SHAE2_4620.2	SCUR1_4050.1
OG0005003	SHAE2_28660.2	SCUR1_26360.2
OG0005003	SHAE2_28660.1, SHAE2_28660.3	SCUR1_26360.1
OG0005004	SHAE2_65650.1	SCUR1_61450.1
OG0005005	SHAE2_41360.1	SCUR1_38600.1
OG0005006	SHAE2_66500.1, SHAE2_66500.2	SCUR1_62230.1
OG0005007	SHAE2_42720.1	SCUR1_40000.1
OG0005008	SHAE2_93450.1	SCUR1_86860.1
OG0005009	SHAE2_37150.1	SCUR1_34510.1
OG0005010	SHAE2_31450.1	SCUR1_97360.1, SCUR1_29230.1
OG0005011	SHAE2_30610.1	SCUR1_28420.1
OG0005012	SHAE2_26750.1	SCUR1_24450.1, SCUR1_24450.2
OG0005013	SHAE2_39840.1	SCUR1_37060.1
OG0005014	SHAE2_86560.1	SCUR1_81290.2, SCUR1_81290.1
OG0005015	SHAE2_39220.2, SHAE2_39220.1, SHAE2_39220.3	SCUR1_36480.1
OG0005016	SHAE2_62400.2, SHAE2_62400.3, SHAE2_62400.1	SCUR1_58410.1, SCUR1_58410.2
OG0005017	SHAE2_100180.2, SHAE2_100180.1	SCUR1_93360.1
OG0005018	SHAE2_27060.1	SCUR1_24770.1, SCUR1_24770.2, SCUR1_24770.3
OG0005019	SHAE2_91590.1, SHAE2_91590.2	SCUR1_85120.3, SCUR1_85120.1, SCUR1_85120.2, SCUR1_85120.4
OG0005020	SHAE2_47880.1	SCUR1_45180.1
OG0005021	SHAE2_52160.1, SHAE2_52160.2	SCUR1_48900.1, SCUR1_48900.2
OG0005022	SHAE2_27310.1	SCUR1_24970.1
OG0005023	SHAE2_91460.1, SHAE2_91460.2	SCUR1_95360.1, SCUR1_95360.2, SCUR1_95360.3, SCUR1_95360.4
OG0005024	SHAE2_16620.1	SCUR1_14850.1
OG0005025	SHAE2_14940.1	SCUR1_13220.1
OG0005026	SHAE2_67560.1	SCUR1_63280.1, SCUR1_63280.2
OG0005027	SHAE2_33750.1, SHAE2_33750.2	SCUR1_31470.1
OG0005028	SHAE2_94340.1	SCUR1_87640.1, SCUR1_87700.1
OG0005029	SHAE2_90960.1	SCUR1_84570.1
OG0005030	SHAE2_26610.1	SCUR1_24250.1, SCUR1_24250.2
OG0005031	SHAE2_30710.1	SCUR1_28520.1, SCUR1_28520.2
OG0005032	SHAE2_26540.1	SCUR1_24180.1
OG0005033	SHAE2_20950.1	SCUR1_18740.1
OG0005034	SHAE2_10440.1	SCUR1_8530.1
OG0005035	SHAE2_62340.1	SCUR1_96090.2, SCUR1_96090.3, SCUR1_96090.1
OG0005036	SHAE2_64630.1	SCUR1_60390.1
OG0005038	SHAE2_55670.1	SCUR1_52370.1, SCUR1_52370.2
OG0005040	SHAE2_57780.1	SCUR1_54590.1, SCUR1_54620.2, SCUR1_54620.1, SCUR1_54620.3
OG0005041	SHAE2_61630.1	SCUR1_57780.1
OG0005042	SHAE2_34880.1, SHAE2_34880.2	SCUR1_32660.1
OG0005043	SHAE2_67690.1	SCUR1_63410.1
OG0005044	SHAE2_90450.1	SCUR1_84120.1
OG0005045	SHAE2_42670.1	SCUR1_39930.1
OG0005046	SHAE2_60290.1	SCUR1_56850.1, SCUR1_56850.2, SCUR1_56850.3, SCUR1_56850.4, SCUR1_56860.1
OG0005047	SHAE2_101960.2, SHAE2_101960.1, SHAE2_101960.4, SHAE2_101960.3	SCUR1_94940.1
OG0005048	SHAE2_370.1	SCUR1_380.1
OG0005049	SHAE2_91400.1	SCUR1_96040.1
OG0005050	SHAE2_16140.1	SCUR1_14370.1
OG0005051	SHAE2_11080.1, SHAE2_11080.2	SCUR1_9120.1
OG0005052	SHAE2_95480.1	SCUR1_88820.1, SCUR1_97420.1, SCUR1_97400.2, SCUR1_97400.1
OG0005053	SHAE2_38150.1	SCUR1_35440.1
OG0005054	SHAE2_98590.1	SCUR1_91850.1, SCUR1_91850.2
OG0005055	SHAE2_2300.1	SCUR1_1850.1
OG0005056	SHAE2_30970.1	SCUR1_28780.1
OG0005057	SHAE2_44470.1	SCUR1_41740.1
OG0005058	SHAE2_55770.1	SCUR1_52470.1
OG0005059	SHAE2_17860.3, SHAE2_17860.4	SCUR1_15890.1
OG0005059	SHAE2_17860.1, SHAE2_17860.2	SCUR1_15890.2, SCUR1_68000.1
OG0005060	SHAE2_34530.1	SCUR1_32300.1
OG0005061	SHAE2_97650.1	SCUR1_91070.2
OG0005062	SHAE2_32800.1	SCUR1_30520.1
OG0005063	SHAE2_46090.1, SHAE2_46090.2, SHAE2_46090.3	SCUR1_43380.1
OG0005064	SHAE2_85980.1, SHAE2_85980.2	SCUR1_80520.1
OG0005065	SHAE2_13990.1, SHAE2_13990.2, SHAE2_13990.3	SCUR1_12300.1
OG0005067	SHAE2_39090.1	SCUR1_36370.1
OG0005068	SHAE2_75630.1	SCUR1_70480.1
OG0005069	SHAE2_32090.3, SHAE2_32090.1, SHAE2_32090.2	SCUR1_29770.3, SCUR1_29770.4, SCUR1_29770.5, SCUR1_29770.1, SCUR1_29770.6, SCUR1_29770.2
OG0005070	SHAE2_9970.1, SHAE2_9970.2, SHAE2_9970.3	SCUR1_8030.1
OG0005071	SHAE2_27320.1	SCUR1_24980.1
OG0005072	SHAE2_32370.3, SHAE2_32370.1, SHAE2_32370.2	SCUR1_30070.1, SCUR1_30070.2, SCUR1_30070.3
OG0005073	SHAE2_3680.1, SHAE2_3680.2	SCUR1_3090.1
OG0005074	SHAE2_10660.1, SHAE2_10660.3, SHAE2_10660.2	SCUR1_8720.1, SCUR1_8720.2
OG0005075	SHAE2_53530.1	SCUR1_50270.1
OG0005076	SHAE2_103380.1	SCUR1_33500.1
OG0005076	SHAE2_103380.2	SCUR1_33500.1
OG0005076	SHAE2_103380.1	SCUR1_33500.2
OG0005076	SHAE2_103380.2	SCUR1_33500.2
OG0005076	SHAE2_103380.1	SCUR1_33500.3
OG0005076	SHAE2_103380.2	SCUR1_33500.3
OG0005076	SHAE2_103380.1	SCUR1_33500.4
OG0005076	SHAE2_103380.2	SCUR1_33500.4
OG0005077	SHAE2_58890.1	SCUR1_55540.1, SCUR1_55530.1
OG0005078	SHAE2_75510.1	SCUR1_70350.1
OG0005079	SHAE2_40410.1	SCUR1_37670.1
OG0005080	SHAE2_10120.1, SHAE2_10110.1	SCUR1_8180.1
OG0005081	SHAE2_10150.1	SCUR1_8220.1
OG0005082	SHAE2_36520.1	SCUR1_33800.2
OG0005083	SHAE2_45710.1	SCUR1_43050.1, SCUR1_43050.2, SCUR1_43050.3, SCUR1_43040.1
OG0005084	SHAE2_100790.2, SHAE2_100790.1	SCUR1_93950.1
OG0005085	SHAE2_14030.1	SCUR1_12340.1
OG0005086	SHAE2_73300.1	SCUR1_68190.1, SCUR1_68190.2
OG0005087	SHAE2_78370.1	SCUR1_73170.1
OG0005088	SHAE2_7670.1, SHAE2_7670.2, SHAE2_7670.4, SHAE2_7670.3	SCUR1_7060.1
OG0005089	SHAE2_79620.1, SHAE2_79620.2	SCUR1_74450.1
OG0005090	SHAE2_69190.1, SHAE2_69190.2	SCUR1_64720.1
OG0005091	SHAE2_14720.1, SHAE2_14720.2	SCUR1_13030.1
OG0005092	SHAE2_27410.1	SCUR1_25060.1
OG0005093	SHAE2_41110.1	SCUR1_38380.1, SCUR1_38380.2, SCUR1_38380.3, SCUR1_38380.7, SCUR1_38380.5, SCUR1_38380.6, SCUR1_38380.4
OG0005094	SHAE2_80430.4, SHAE2_80430.1, SHAE2_80430.2, SHAE2_80430.3	SCUR1_75350.3, SCUR1_75350.2, SCUR1_75350.4, SCUR1_75350.1
OG0005095	SHAE2_4490.1	SCUR1_3900.1
OG0005097	SHAE2_99980.1	SCUR1_93160.1, SCUR1_93160.2
OG0005098	SHAE2_58800.1	SCUR1_55440.1
OG0005099	SHAE2_96710.1, SHAE2_96710.2	SCUR1_89950.1, SCUR1_89950.2
OG0005100	SHAE2_97380.1	SCUR1_90820.1, SCUR1_90820.2
OG0005101	SHAE2_54610.1	SCUR1_51310.1
OG0005101	SHAE2_54610.2	SCUR1_51310.1
OG0005102	SHAE2_64780.3, SHAE2_64780.1, SHAE2_64780.2	SCUR1_60560.1
OG0005103	SHAE2_79300.1, SHAE2_79300.2	SCUR1_74090.1
OG0005104	SHAE2_49520.1	SCUR1_46370.1
OG0005105	SHAE2_80530.3, SHAE2_80530.1, SHAE2_80530.2	SCUR1_75490.1, SCUR1_75490.2
OG0005106	SHAE2_55510.1	SCUR1_52220.1
OG0005107	SHAE2_33250.1	SCUR1_30940.1
OG0005108	SHAE2_90180.1	SCUR1_83890.1
OG0005109	SHAE2_87190.1, SHAE2_87190.2	SCUR1_81940.1, SCUR1_81940.2, SCUR1_81940.3
OG0005110	SHAE2_21550.1	SCUR1_19390.1
OG0005111	SHAE2_57040.1	SCUR1_53830.1
OG0005112	SHAE2_1430.1	SCUR1_1040.1
OG0005113	SHAE2_75700.2	SCUR1_70550.1
OG0005114	SHAE2_10490.1	SCUR1_8580.1
OG0005115	SHAE2_65180.2, SHAE2_65180.1	SCUR1_61000.1
OG0005116	SHAE2_46370.1	SCUR1_43680.1
OG0005117	SHAE2_1090.1	SCUR1_690.1
OG0005118	SHAE2_96960.1	SCUR1_90220.1
OG0005119	SHAE2_72410.1	SCUR1_67440.1
OG0005120	SHAE2_90190.1	SCUR1_83900.4, SCUR1_83900.2, SCUR1_83900.3, SCUR1_83900.1
OG0005121	SHAE2_77050.1	SCUR1_71910.1, SCUR1_71910.2
OG0005122	SHAE2_97920.2, SHAE2_97920.1	SCUR1_90870.1
OG0005123	SHAE2_72880.1, SHAE2_72880.2	SCUR1_67850.1
OG0005124	SHAE2_1600.1	SCUR1_1220.1
