Orthogroup	schistosoma_curassoni	schistosoma_intercalatum
OG0006700	SCUR1_39860.1	SINT1_39680.1
OG0006701	SCUR1_49510.1	SINT1_49390.1
OG0006702	SCUR1_89750.1	SINT1_89490.1
OG0006703	SCUR1_7540.1	SINT1_7710.1
OG0006705	SCUR1_98470.1	SINT1_56660.1, SINT1_56660.2
OG0006706	SCUR1_41060.1	SINT1_40930.1
OG0006707	SCUR1_30430.1, SCUR1_30430.2	SINT1_30550.1
OG0006708	SCUR1_14610.1	SINT1_14630.1
OG0006709	SCUR1_21270.1, SCUR1_100210.1	SINT1_20020.1
OG0006711	SCUR1_64630.1	SINT1_64340.1
OG0006712	SCUR1_83420.1	SINT1_82950.1
OG0006714	SCUR1_22690.1	SINT1_22820.1
OG0006715	SCUR1_44000.1	SINT1_43860.1
OG0006716	SCUR1_45750.1	SINT1_45700.1
OG0006717	SCUR1_89840.1	SINT1_89610.1
OG0006718	SCUR1_22530.1	SINT1_22710.1
OG0006719	SCUR1_46260.1	SINT1_46190.1, SINT1_46190.2
OG0006720	SCUR1_26840.1	SINT1_26920.1
OG0006721	SCUR1_12830.1	SINT1_12860.1, SINT1_12860.2
OG0006722	SCUR1_28670.1	SINT1_28680.2, SINT1_28680.1
OG0006723	SCUR1_45770.1	SINT1_45710.1, SINT1_45710.2
OG0006724	SCUR1_3240.1	SINT1_3230.1
OG0006725	SCUR1_62240.1	SINT1_62050.1
OG0006726	SCUR1_62650.1	SINT1_62480.1
OG0006727	SCUR1_79570.1	SINT1_78970.1
OG0006728	SCUR1_95320.2, SCUR1_95320.3, SCUR1_95320.1	SINT1_93300.1
OG0006729	SCUR1_94110.1, SCUR1_94100.1	SINT1_93840.1
OG0006730	SCUR1_31680.1	SINT1_31740.1
OG0006731	SCUR1_86390.1	SINT1_85910.1, SINT1_85910.2
OG0006732	SCUR1_64140.1	SINT1_63860.1
OG0006733	SCUR1_10030.1	SINT1_10250.1
OG0006734	SCUR1_90520.1, SCUR1_99390.1	SINT1_90320.1
OG0006735	SCUR1_63240.1	SINT1_63000.1, SINT1_63000.2
OG0006736	SCUR1_72680.1	SINT1_72540.1
OG0006737	SCUR1_2170.1	SINT1_2190.1
OG0006738	SCUR1_45460.1	SINT1_45350.1
OG0006738	SCUR1_45460.1	SINT1_45350.2
OG0006739	SCUR1_20030.1	SINT1_21260.1
OG0006740	SCUR1_81410.1	SINT1_80940.1
OG0006741	SCUR1_13720.1	SINT1_13770.1
OG0006742	SCUR1_11070.1	SINT1_11190.1
OG0006743	SCUR1_50150.1	SINT1_50080.1
OG0006744	SCUR1_86280.1	SINT1_86000.1
OG0006745	SCUR1_83470.1	SINT1_83000.1
OG0006746	SCUR1_78790.1, SCUR1_78790.2	SINT1_78210.1
OG0006747	SCUR1_80840.1	SINT1_79890.1
OG0006748	SCUR1_10990.1	SINT1_11130.1
OG0006749	SCUR1_37470.1	SINT1_37250.1, SINT1_37250.2
OG0006750	SCUR1_90460.1	SINT1_90250.1
OG0006751	SCUR1_57070.1	SINT1_56790.1
OG0006752	SCUR1_13420.1	SINT1_13470.1
OG0006753	SCUR1_68140.1	SINT1_68100.1
OG0006754	SCUR1_49250.1, SCUR1_49250.2, SCUR1_49250.3	SINT1_49150.1, SINT1_49150.2
OG0006755	SCUR1_65440.1	SINT1_65180.1
OG0006756	SCUR1_85270.1, SCUR1_85270.2	SINT1_85020.1
OG0006757	SCUR1_7310.1	SINT1_7450.1, SINT1_7450.2
OG0006758	SCUR1_63760.1	SINT1_63490.1
OG0006759	SCUR1_10550.1	SINT1_10710.1
OG0006760	SCUR1_63570.1	SINT1_63300.1
OG0006761	SCUR1_45710.1	SINT1_45660.1
OG0006762	SCUR1_92400.1	SINT1_92090.1
OG0006763	SCUR1_97160.1	SINT1_18660.1
OG0006764	SCUR1_73310.1	SINT1_73060.1
OG0006765	SCUR1_85700.1	SINT1_85490.1, SINT1_85490.2
OG0006766	SCUR1_85110.1	SINT1_84860.1
OG0006767	SCUR1_85230.1	SINT1_84980.1
OG0006768	SCUR1_7680.1	SINT1_7850.1
OG0006769	SCUR1_73530.1	SINT1_73270.1
OG0006770	SCUR1_44280.2	SINT1_44170.1
OG0006771	SCUR1_8130.1	SINT1_8270.1
OG0006772	SCUR1_67580.1	SINT1_67510.1
OG0006773	SCUR1_76760.1	SINT1_76220.1
OG0006774	SCUR1_19360.1	SINT1_19520.1
OG0006775	SCUR1_59280.1	SINT1_59130.1, SINT1_59130.2
OG0006776	SCUR1_64520.1	SINT1_64230.1
OG0006777	SCUR1_17390.1	SINT1_17540.1
OG0006778	SCUR1_20200.1, SCUR1_20200.2	SINT1_21090.1
OG0006779	SCUR1_49800.1	SINT1_49740.1
OG0006780	SCUR1_82380.1	SINT1_81890.1
OG0006781	SCUR1_40510.1	SINT1_40380.1
OG0006782	SCUR1_68170.1	SINT1_68130.1
OG0006782	SCUR1_68170.1	SINT1_68130.2
OG0006783	SCUR1_17110.1	SINT1_17210.1
OG0006784	SCUR1_3910.1	SINT1_3850.1
OG0006785	SCUR1_78810.1	SINT1_78230.3
OG0006786	SCUR1_20140.1, SCUR1_20140.2	SINT1_21130.1
OG0006787	SCUR1_33440.1	SINT1_33380.1
OG0006788	SCUR1_64950.1	SINT1_64750.1
OG0006789	SCUR1_13380.1	SINT1_13440.1
OG0006790	SCUR1_91470.1	SINT1_91130.1
OG0006792	SCUR1_23350.1	SINT1_23570.1
OG0006793	SCUR1_13440.1	SINT1_13490.1
OG0006795	SCUR1_14000.1	SINT1_14040.1
OG0006796	SCUR1_15990.1	SINT1_16070.1
OG0006797	SCUR1_940.1, SCUR1_940.2, SCUR1_940.3	SINT1_980.1
OG0006798	SCUR1_49300.1, SCUR1_49300.2	SINT1_49200.1
OG0006799	SCUR1_41810.1, SCUR1_41810.2	SINT1_41670.1, SINT1_41670.2
OG0006800	SCUR1_21880.1	SINT1_22030.1
OG0006800	SCUR1_21880.2	SINT1_22030.1
OG0006801	SCUR1_15210.1	SINT1_15240.1
OG0006802	SCUR1_15270.1	SINT1_15290.1, SINT1_15290.2
OG0006803	SCUR1_76280.1	SINT1_75690.1
OG0006804	SCUR1_82420.1	SINT1_81950.1
OG0006805	SCUR1_82140.1, SCUR1_82140.2	SINT1_81630.1
OG0006806	SCUR1_29930.1, SCUR1_29930.2	SINT1_30060.1, SINT1_30060.2, SINT1_30060.3
OG0006807	SCUR1_32310.1	SINT1_32270.1
OG0006808	SCUR1_27040.1	SINT1_27130.1
OG0006809	SCUR1_65820.1	SINT1_65570.1
OG0006810	SCUR1_67200.1, SCUR1_100040.1	SINT1_67080.1
OG0006811	SCUR1_84320.1	SINT1_83980.1
OG0006813	SCUR1_32100.1, SCUR1_32100.2	SINT1_32040.1
OG0006816	SCUR1_89240.1	SINT1_89030.1
OG0006817	SCUR1_26210.1	SINT1_26350.1
OG0006819	SCUR1_15550.1	SINT1_15580.1
OG0006820	SCUR1_75150.1	SINT1_74660.1
OG0006821	SCUR1_37200.1	SINT1_37000.1
OG0006822	SCUR1_4460.1	SINT1_4410.1
OG0006823	SCUR1_92110.1, SCUR1_92110.2	SINT1_91800.1
OG0006824	SCUR1_91880.1	SINT1_91560.1
OG0006825	SCUR1_84270.1	SINT1_83930.1
OG0006826	SCUR1_84170.1	SINT1_83820.1
OG0006827	SCUR1_89680.1	SINT1_89450.1
OG0006828	SCUR1_76000.1	SINT1_75430.1
OG0006828	SCUR1_75990.1	SINT1_75420.1
OG0006829	SCUR1_65000.1	SINT1_64790.1
OG0006830	SCUR1_62430.1, SCUR1_62430.2	SINT1_62250.1, SINT1_62250.2
OG0006831	SCUR1_31740.1	SINT1_31790.1, SINT1_31790.2, SINT1_31790.3, SINT1_31790.4
OG0006832	SCUR1_25810.2, SCUR1_25810.3, SCUR1_25810.4	SINT1_25910.1
OG0006833	SCUR1_26960.3, SCUR1_26960.1, SCUR1_26960.2	SINT1_27050.1
OG0006834	SCUR1_24300.1	SINT1_24410.4, SINT1_24410.1
OG0006834	SCUR1_24300.2	SINT1_24410.2, SINT1_24410.3
OG0006835	SCUR1_44960.1	SINT1_44790.2, SINT1_44790.1
OG0006836	SCUR1_16940.1, SCUR1_16940.2	SINT1_17030.1
OG0006837	SCUR1_29530.1	SINT1_29600.1
OG0006839	SCUR1_81100.4, SCUR1_81100.5, SCUR1_81100.2, SCUR1_81100.1, SCUR1_81100.3	SINT1_79580.1
OG0006840	SCUR1_97680.1	SINT1_79930.2, SINT1_79930.3, SINT1_79930.1
OG0006841	SCUR1_9090.1, SCUR1_9090.2, SCUR1_9090.3	SINT1_9280.1
OG0006851	SCUR1_66400.1	SINT1_66180.1
OG0006852	SCUR1_94250.1	SINT1_94020.1, SINT1_94020.2
OG0006853	SCUR1_15600.1	SINT1_15640.1
OG0006854	SCUR1_48880.1	SINT1_48810.1
OG0006855	SCUR1_92960.1	SINT1_92680.1
OG0006856	SCUR1_45130.1, SCUR1_45130.2	SINT1_44980.1
OG0006857	SCUR1_88990.1	SINT1_88730.1
OG0006858	SCUR1_11480.1	SINT1_11630.1
OG0006859	SCUR1_1300.1, SCUR1_1300.2, SCUR1_1300.3	SINT1_1330.1
OG0006860	SCUR1_15860.1	SINT1_15930.1
OG0006861	SCUR1_53060.1	SINT1_53000.1
OG0006862	SCUR1_29100.1	SINT1_29140.1
OG0006863	SCUR1_50030.1	SINT1_49960.1
OG0006864	SCUR1_48070.1	SINT1_47920.1
OG0006865	SCUR1_24960.2, SCUR1_24960.1	SINT1_25070.1
OG0006866	SCUR1_33010.1	SINT1_32960.1
OG0006867	SCUR1_95680.1	SINT1_85630.1
OG0006868	SCUR1_10690.1, SCUR1_10690.2, SCUR1_10690.3	SINT1_10850.1
OG0006870	SCUR1_29630.1	SINT1_29700.1
OG0006871	SCUR1_85900.1	SINT1_85740.1, SINT1_85740.2
OG0006872	SCUR1_48000.1	SINT1_47870.1
OG0006873	SCUR1_6760.1	SINT1_6850.1
OG0006874	SCUR1_17300.1	SINT1_17430.1
OG0006875	SCUR1_65220.1	SINT1_64980.1
OG0006876	SCUR1_33460.1, SCUR1_33460.2, SCUR1_33460.3	SINT1_33400.1
OG0006877	SCUR1_48230.1	SINT1_48070.1
OG0006878	SCUR1_81470.1	SINT1_80970.1
OG0006879	SCUR1_58460.1	SINT1_58150.1
OG0006880	SCUR1_81130.1	SINT1_79550.1
OG0006881	SCUR1_88610.1	SINT1_88290.1
OG0006882	SCUR1_86840.1	SINT1_86560.1
OG0006883	SCUR1_26490.1	SINT1_26600.1
OG0006884	SCUR1_71130.1	SINT1_71040.1
OG0006886	SCUR1_32540.1	SINT1_32500.1
OG0006887	SCUR1_25640.1	SINT1_25780.1
OG0006888	SCUR1_38030.1	SINT1_37880.1
OG0006889	SCUR1_87490.1	SINT1_87260.1
OG0006890	SCUR1_90060.1	SINT1_89820.1
OG0006891	SCUR1_49880.1, SCUR1_49880.2, SCUR1_49880.3	SINT1_49830.1
OG0006892	SCUR1_63290.1	SINT1_63050.2, SINT1_63050.3, SINT1_63050.1
OG0006893	SCUR1_28540.2, SCUR1_28540.1	SINT1_28550.1
OG0006894	SCUR1_93880.1	SINT1_93570.1
OG0006895	SCUR1_33740.1	SINT1_33720.1, SINT1_33720.2
OG0006896	SCUR1_30950.1	SINT1_31040.1
OG0006896	SCUR1_30950.1	SINT1_31040.2
OG0006897	SCUR1_39760.1, SCUR1_39760.2	SINT1_39560.1
OG0006898	SCUR1_49280.1	SINT1_49180.1
OG0006899	SCUR1_31080.1	SINT1_31150.1
OG0006900	SCUR1_93020.1	SINT1_92750.1, SINT1_92750.2
OG0006901	SCUR1_63250.1	SINT1_63010.1
OG0006903	SCUR1_14780.1	SINT1_14780.1
OG0006904	SCUR1_53230.1	SINT1_53190.1
OG0006905	SCUR1_94780.1, SCUR1_94780.2	SINT1_94600.1
OG0006906	SCUR1_56320.1	SINT1_56040.1
OG0006907	SCUR1_55010.1	SINT1_54910.1
OG0006908	SCUR1_45380.1	SINT1_45260.1
OG0006910	SCUR1_57770.1	SINT1_57490.1
OG0006911	SCUR1_52920.1, SCUR1_52920.2	SINT1_52870.1
OG0006912	SCUR1_13960.1	SINT1_14010.1, SINT1_14010.2
OG0006913	SCUR1_18910.1	SINT1_19080.1
OG0006914	SCUR1_51610.1	SINT1_51590.1
OG0006915	SCUR1_32220.1	SINT1_32170.1
OG0006916	SCUR1_91630.1	SINT1_91310.1
OG0006917	SCUR1_3370.1	SINT1_3320.1
OG0006918	SCUR1_32290.1	SINT1_32250.1
OG0006919	SCUR1_37730.1	SINT1_37520.1
OG0006920	SCUR1_26720.1	SINT1_26800.1
OG0006921	SCUR1_61230.1	SINT1_61060.1
OG0006922	SCUR1_12840.1	SINT1_12870.1
OG0006922	SCUR1_12840.2	SINT1_12870.1
OG0006923	SCUR1_93080.1	SINT1_92810.1
OG0006924	SCUR1_78830.1	SINT1_78270.1
OG0006925	SCUR1_50380.2, SCUR1_50380.1	SINT1_50280.1
OG0006926	SCUR1_51970.1	SINT1_51910.1
OG0006927	SCUR1_52960.1, SCUR1_52960.2	SINT1_52910.1
OG0006928	SCUR1_15970.1	SINT1_16050.1
OG0006929	SCUR1_81680.1	SINT1_81180.1
OG0006930	SCUR1_4720.1	SINT1_4700.1
OG0006931	SCUR1_10250.1	SINT1_10410.1
OG0006933	SCUR1_52610.1	SINT1_52590.1
OG0006934	SCUR1_42490.1	SINT1_42320.1
OG0006935	SCUR1_70380.1	SINT1_70340.1
OG0006936	SCUR1_37050.1	SINT1_36870.1
OG0006937	SCUR1_54860.1	SINT1_54710.1
OG0006938	SCUR1_88880.1	SINT1_88620.1
OG0006939	SCUR1_42270.1	SINT1_42100.1
OG0006940	SCUR1_14590.1	SINT1_14610.1
OG0006941	SCUR1_18900.1	SINT1_19060.1
OG0006943	SCUR1_82520.1, SCUR1_82520.2	SINT1_82060.1, SINT1_82060.2
OG0006944	SCUR1_71360.1	SINT1_71240.1
OG0006945	SCUR1_25560.1, SCUR1_25560.2	SINT1_25710.1
OG0006946	SCUR1_12380.1	SINT1_12360.1
OG0006947	SCUR1_82160.1	SINT1_81650.1
OG0006947	SCUR1_82160.1	SINT1_81650.2
OG0006947	SCUR1_82160.1	SINT1_81650.3
OG0006948	SCUR1_34690.1	SINT1_34590.1
OG0006949	SCUR1_72170.2, SCUR1_72170.1	SINT1_72050.1
OG0006950	SCUR1_74840.1	SINT1_74400.1
OG0006951	SCUR1_20380.1	SINT1_20930.1
OG0006952	SCUR1_27680.1	SINT1_27750.1
OG0006953	SCUR1_59010.1	SINT1_58830.1
OG0006954	SCUR1_52460.1	SINT1_52470.3, SINT1_52470.1, SINT1_52470.2
OG0006955	SCUR1_31140.1	SINT1_31210.1
OG0006956	SCUR1_60020.1	SINT1_59870.1
OG0006957	SCUR1_70590.1	SINT1_70550.1
OG0006958	SCUR1_68320.1	SINT1_68290.1
OG0006959	SCUR1_98140.1	SINT1_85340.1
OG0006961	SCUR1_88690.1	SINT1_88380.1
OG0006962	SCUR1_54040.1	SINT1_53900.1
OG0006963	SCUR1_48910.2, SCUR1_48910.1	SINT1_48840.1
OG0006964	SCUR1_62140.1	SINT1_61890.1
OG0006965	SCUR1_35580.1	SINT1_35490.1
OG0006966	SCUR1_61470.1	SINT1_61270.1
OG0006967	SCUR1_87460.1	SINT1_87220.1
OG0006968	SCUR1_38070.1	SINT1_37910.1
OG0006969	SCUR1_70530.1	SINT1_70490.1
OG0006970	SCUR1_70540.1	SINT1_70500.1
OG0006971	SCUR1_79700.1	SINT1_79110.1
OG0006972	SCUR1_61010.1	SINT1_60780.1
OG0006973	SCUR1_3930.1	SINT1_3880.1
OG0006974	SCUR1_80940.1	SINT1_79820.1
OG0006975	SCUR1_22440.1	SINT1_22640.1
OG0006976	SCUR1_68160.1	SINT1_68120.1
OG0006977	SCUR1_32680.1, SCUR1_32680.2	SINT1_32640.1
OG0006978	SCUR1_23110.1	SINT1_23340.1
OG0006979	SCUR1_66170.1	SINT1_65910.1
OG0006980	SCUR1_78490.1	SINT1_77900.1
OG0006981	SCUR1_61320.1	SINT1_61140.1, SINT1_61140.2
OG0006982	SCUR1_56360.1	SINT1_56090.1
OG0006983	SCUR1_15750.1, SCUR1_15740.1	SINT1_15800.1
OG0006984	SCUR1_51480.1	SINT1_51450.1
OG0006985	SCUR1_41040.1, SCUR1_41040.2	SINT1_40910.1
OG0006986	SCUR1_3380.1	SINT1_3340.1
OG0006986	SCUR1_3380.2	SINT1_3340.1
OG0006987	SCUR1_76870.1	SINT1_76340.1
OG0006988	SCUR1_76880.1	SINT1_76350.1
OG0006989	SCUR1_72960.1	SINT1_72750.1
OG0006990	SCUR1_1870.1	SINT1_1920.1
OG0006991	SCUR1_81020.1	SINT1_79680.1
OG0006992	SCUR1_22340.1	SINT1_22500.1
OG0006993	SCUR1_17140.1	SINT1_17260.1
OG0006994	SCUR1_5070.1	SINT1_5040.2, SINT1_5040.1
OG0006995	SCUR1_62100.1	SINT1_61930.1
OG0006997	SCUR1_85030.1	SINT1_84780.1
OG0006998	SCUR1_75500.1	SINT1_74940.1
OG0006999	SCUR1_46140.1, SCUR1_98630.1	SINT1_46030.1
OG0007000	SCUR1_82180.1	SINT1_81670.1
OG0007001	SCUR1_48750.1	SINT1_48620.1
OG0007002	SCUR1_93380.1	SINT1_93120.2
OG0007003	SCUR1_6770.1	SINT1_6860.1
OG0007004	SCUR1_91510.1	SINT1_91190.1, SINT1_91190.2
OG0007005	SCUR1_98620.1	SINT1_46020.1
OG0007006	SCUR1_91670.1	SINT1_91340.1
OG0007007	SCUR1_44010.1	SINT1_43870.1
OG0007008	SCUR1_64150.1	SINT1_63870.1, SINT1_63870.2
OG0007009	SCUR1_89830.1	SINT1_89600.1
OG0007010	SCUR1_21680.1	SINT1_21820.1
OG0007011	SCUR1_50190.1	SINT1_50120.1
OG0007012	SCUR1_47980.1	SINT1_47850.1
OG0007013	SCUR1_63810.1	SINT1_63540.1
OG0007014	SCUR1_12040.1	SINT1_12040.1, SINT1_12040.2
OG0007015	SCUR1_79080.1	SINT1_78520.1
OG0007016	SCUR1_17640.1	SINT1_17800.1
OG0007017	SCUR1_50530.1	SINT1_50410.1
OG0007018	SCUR1_92880.1, SCUR1_92880.2	SINT1_92600.1
OG0007019	SCUR1_78010.1	SINT1_77420.1
OG0007020	SCUR1_56590.1	SINT1_56330.1
OG0007021	SCUR1_48570.1	SINT1_48430.1
OG0007022	SCUR1_100670.1, SCUR1_61140.1	SINT1_60970.1
OG0007023	SCUR1_45250.1	SINT1_45120.1
OG0007024	SCUR1_82270.1	SINT1_81770.1
OG0007025	SCUR1_89780.1	SINT1_89540.1
OG0007026	SCUR1_59570.1	SINT1_59410.1
OG0007027	SCUR1_1120.1	SINT1_1160.1
OG0007028	SCUR1_74290.1	SINT1_73940.1
OG0007029	SCUR1_19030.1	SINT1_19200.1
OG0007030	SCUR1_70240.1	SINT1_70200.1
OG0007031	SCUR1_38160.1	SINT1_38030.1
OG0007032	SCUR1_78610.1	SINT1_78020.1
OG0007033	SCUR1_78620.1	SINT1_78030.1
OG0007034	SCUR1_78630.1	SINT1_78040.1
OG0007035	SCUR1_69360.1	SINT1_69320.1
OG0007036	SCUR1_81580.1	SINT1_81070.1
OG0007037	SCUR1_59760.1	SINT1_59590.1, SINT1_59590.2
OG0007038	SCUR1_38080.1	SINT1_37930.1
OG0007039	SCUR1_52190.1	SINT1_52150.1
OG0007040	SCUR1_71850.1, SCUR1_71850.2	SINT1_71660.1
OG0007041	SCUR1_29730.1	SINT1_29800.1
OG0007042	SCUR1_27600.1	SINT1_27670.1
OG0007043	SCUR1_85050.1	SINT1_84800.1
OG0007044	SCUR1_12180.1	SINT1_12170.1, SINT1_12170.2
OG0007046	SCUR1_82390.2, SCUR1_82390.1	SINT1_81900.1
OG0007047	SCUR1_57800.1	SINT1_57520.1
OG0007048	SCUR1_61870.2, SCUR1_61870.1	SINT1_61660.1
OG0007050	SCUR1_10570.1	SINT1_10730.1
OG0007051	SCUR1_14820.1	SINT1_14830.1
OG0007052	SCUR1_6480.1	SINT1_6500.1
OG0007053	SCUR1_36270.1	SINT1_36070.1
OG0007054	SCUR1_86420.1	SINT1_85880.1
OG0007055	SCUR1_70140.1	SINT1_70100.1
OG0007056	SCUR1_23250.1	SINT1_23460.1
OG0007057	SCUR1_65670.1	SINT1_65400.1
OG0007058	SCUR1_1910.1	SINT1_1970.1
OG0007059	SCUR1_45720.1	SINT1_45670.1
OG0007060	SCUR1_34080.1	SINT1_33990.1
OG0007061	SCUR1_92390.1	SINT1_92080.1, SINT1_92080.2
OG0007062	SCUR1_23170.1	SINT1_23400.1
OG0007063	SCUR1_290.1	SINT1_280.1
OG0007064	SCUR1_85070.1	SINT1_84820.1, SINT1_84820.2
OG0007065	SCUR1_4880.1	SINT1_4870.1
OG0007067	SCUR1_82540.1	SINT1_82080.1
OG0007068	SCUR1_77760.1, SCUR1_77760.2	SINT1_77170.1
OG0007069	SCUR1_35910.1	SINT1_35810.1
OG0007070	SCUR1_52560.1	SINT1_52530.1
OG0007071	SCUR1_54110.1	SINT1_53950.1, SINT1_53950.2
OG0007072	SCUR1_35590.1	SINT1_35500.1
OG0007073	SCUR1_69730.1	SINT1_69700.1
OG0007074	SCUR1_75130.1	SINT1_74640.1
OG0007075	SCUR1_18780.1	SINT1_18940.1
OG0007076	SCUR1_32140.1	SINT1_32090.1
OG0007077	SCUR1_65010.1	SINT1_64800.1
OG0007078	SCUR1_51080.1	SINT1_51050.1
OG0007080	SCUR1_18160.1	SINT1_18330.1
OG0007081	SCUR1_52320.1	SINT1_52310.1
OG0007082	SCUR1_86240.1	SINT1_86050.1, SINT1_86050.2, SINT1_86050.3
OG0007083	SCUR1_77920.1	SINT1_77330.1
OG0007085	SCUR1_39030.1	SINT1_38920.1
OG0007086	SCUR1_84140.1	SINT1_83790.1
OG0007087	SCUR1_66120.1	SINT1_65850.1
OG0007088	SCUR1_93790.1	SINT1_93470.1
OG0007089	SCUR1_61850.1	SINT1_61640.1, SINT1_61640.2
OG0007090	SCUR1_17050.1	SINT1_17150.1
OG0007091	SCUR1_70600.1	SINT1_70560.1, SINT1_70560.2
OG0007092	SCUR1_16110.1	SINT1_16180.1
OG0007094	SCUR1_46430.1	SINT1_46290.1
OG0007095	SCUR1_22310.1	SINT1_22470.1
OG0007096	SCUR1_88130.1	SINT1_87870.1
OG0007098	SCUR1_75920.1	SINT1_75350.1
OG0007099	SCUR1_83500.1	SINT1_83030.1
OG0007100	SCUR1_62470.1	SINT1_62300.1
OG0007101	SCUR1_35170.1	SINT1_35050.1
OG0007102	SCUR1_29580.1	SINT1_29650.1
OG0007103	SCUR1_62460.1, SCUR1_62460.2	SINT1_62290.1, SINT1_62290.2
OG0007104	SCUR1_98360.1, SCUR1_98360.2	SINT1_66240.1
OG0007105	SCUR1_64130.2	SINT1_63850.1
OG0007106	SCUR1_70650.1	SINT1_70610.1, SINT1_70610.2
OG0007107	SCUR1_68270.1	SINT1_68240.1
OG0007112	SCUR1_83790.1	SINT1_1660.1, SINT1_83380.1
OG0007113	SCUR1_94350.1	SINT1_94120.1
OG0007114	SCUR1_86610.1	SINT1_86330.1
OG0007115	SCUR1_56700.2	SINT1_56410.2
OG0007115	SCUR1_56700.1	SINT1_56410.1
OG0007117	SCUR1_22070.1	SINT1_22250.1
OG0007118	SCUR1_92820.1	SINT1_92540.1
OG0007120	SCUR1_82100.1, SCUR1_82100.2, SCUR1_82100.3	SINT1_81590.1, SINT1_81590.2
OG0007121	SCUR1_85860.1	SINT1_85680.1
OG0007122	SCUR1_53810.1, SCUR1_53810.2, SCUR1_53810.3	SINT1_53660.1
OG0007123	SCUR1_70570.1	SINT1_70530.1
OG0007124	SCUR1_71700.2, SCUR1_71700.3, SCUR1_71700.1	SINT1_71540.1
OG0007125	SCUR1_78520.1	SINT1_77940.2, SINT1_77940.1
OG0007126	SCUR1_69630.1, SCUR1_69630.2	SINT1_69570.1
OG0007128	SCUR1_32830.1	SINT1_32780.1
OG0007130	SCUR1_24060.1	SINT1_24220.1, SINT1_24210.1, SINT1_24190.1
OG0007131	SCUR1_24860.1	SINT1_24980.1, SINT1_24980.2
OG0007132	SCUR1_36150.2	SINT1_35980.1
OG0007133	SCUR1_11200.1	SINT1_11370.1, SINT1_11370.2
OG0007134	SCUR1_20480.1	SINT1_20850.1
OG0007135	SCUR1_20270.1, SCUR1_20270.2, SCUR1_20270.3, SCUR1_20270.4, SCUR1_20270.5	SINT1_21040.1
OG0007136	SCUR1_77970.1	SINT1_49330.1
OG0007137	SCUR1_52280.1	SINT1_52250.1, SINT1_52250.3, SINT1_52250.2, SINT1_52250.4
OG0007138	SCUR1_99130.1	SINT1_85280.1
OG0007138	SCUR1_85570.1	SINT1_85300.1
OG0007140	SCUR1_60770.1, SCUR1_60770.2, SCUR1_60770.3	SINT1_80850.1
OG0007149	SCUR1_56280.1, SCUR1_56280.2	SINT1_56000.1
OG0007150	SCUR1_12480.1	SINT1_12470.1
OG0007151	SCUR1_71110.1	SINT1_71020.1
OG0007152	SCUR1_92750.1	SINT1_92470.1
OG0007153	SCUR1_18970.1	SINT1_19130.1
OG0007154	SCUR1_37820.1	SINT1_37630.1
OG0007155	SCUR1_57470.1	SINT1_57190.1
OG0007156	SCUR1_34600.1	SINT1_34490.1
OG0007157	SCUR1_73040.1	SINT1_72820.1
OG0007158	SCUR1_89020.1	SINT1_88770.1
OG0007159	SCUR1_87160.1	SINT1_86890.1
OG0007160	SCUR1_33110.1	SINT1_33070.1
OG0007161	SCUR1_79820.1	SINT1_79240.1
OG0007162	SCUR1_18280.1	SINT1_18440.1
OG0007163	SCUR1_23150.1	SINT1_23380.1
OG0007164	SCUR1_74240.1	SINT1_73890.1
OG0007165	SCUR1_37910.1	SINT1_37720.1
OG0007166	SCUR1_91030.1	SINT1_90840.1
OG0007167	SCUR1_39150.1	SINT1_39020.1
OG0007168	SCUR1_59130.1	SINT1_58970.1
OG0007170	SCUR1_33480.1	SINT1_33420.1, SINT1_33420.2, SINT1_33420.3
OG0007171	SCUR1_54460.1	SINT1_54330.1
OG0007172	SCUR1_22670.1	SINT1_28740.1
OG0007173	SCUR1_8710.1	SINT1_8910.1
OG0007174	SCUR1_52270.1	SINT1_52240.1
OG0007175	SCUR1_36990.1	SINT1_36810.1, SINT1_36810.2
OG0007176	SCUR1_83840.1	SINT1_83420.1
OG0007177	SCUR1_43080.1	SINT1_42890.1
OG0007178	SCUR1_60660.1	SINT1_60500.1
OG0007179	SCUR1_23850.1	SINT1_23990.1
OG0007180	SCUR1_1080.1	SINT1_1110.1
OG0007181	SCUR1_88750.1	SINT1_88440.1
OG0007182	SCUR1_14930.1	SINT1_14950.1
OG0007184	SCUR1_88160.1	SINT1_87900.1
OG0007185	SCUR1_92450.1	SINT1_92140.1
OG0007186	SCUR1_74230.1	SINT1_73880.1
OG0007187	SCUR1_79640.1	SINT1_79020.1
OG0007188	SCUR1_67880.1	SINT1_67800.1
OG0007189	SCUR1_63990.1	SINT1_63720.1
OG0007191	SCUR1_81610.1	SINT1_81110.1
OG0007192	SCUR1_66990.1, SCUR1_66990.2	SINT1_66910.1
OG0007194	SCUR1_6800.1	SINT1_6890.1
OG0007195	SCUR1_85720.1	SINT1_85510.1
OG0007196	SCUR1_14830.1	SINT1_14840.1
OG0007197	SCUR1_88670.1	SINT1_88360.1
OG0007198	SCUR1_30040.1	SINT1_30160.1
OG0007199	SCUR1_98860.1	SINT1_24010.1
OG0007200	SCUR1_8520.1	SINT1_8700.1
OG0007201	SCUR1_88250.1	SINT1_87960.1
OG0007202	SCUR1_72410.1	SINT1_72280.1
OG0007203	SCUR1_3180.1	SINT1_3100.1
