Orthogroup	schistosoma_curassoni	schistosoma_mattheei
OG0004855	SCUR1_32960.1	SMTH1_36530.1
OG0004856	SCUR1_78140.1	SMTH1_87530.1, SMTH1_87530.2, SMTH1_87530.3
OG0004857	SCUR1_46240.2, SCUR1_46240.1	SMTH1_51460.1
OG0004858	SCUR1_79020.1, SCUR1_99610.1	SMTH1_88570.1
OG0004859	SCUR1_66430.1	SMTH1_74180.1
OG0004860	SCUR1_47970.2, SCUR1_47970.1, SCUR1_47970.3	SMTH1_53420.1
OG0004861	SCUR1_27280.1	SMTH1_30150.1
OG0004862	SCUR1_50570.1, SCUR1_50570.2	SMTH1_56440.1, SMTH1_56460.1
OG0004864	SCUR1_34180.1	SMTH1_37840.1, SMTH1_37840.2
OG0004865	SCUR1_23900.1	SMTH1_26600.1
OG0004866	SCUR1_65510.1	SMTH1_73080.1
OG0004869	SCUR1_17240.1	SMTH1_19070.1, SMTH1_19080.1
OG0004870	SCUR1_80900.2, SCUR1_80900.1	SMTH1_90790.1, SMTH1_90780.1
OG0004871	SCUR1_8340.1	SMTH1_9560.1
OG0004872	SCUR1_100970.1, SCUR1_19760.1, SCUR1_19760.2	SMTH1_23670.1
OG0004873	SCUR1_41860.2, SCUR1_41860.1	SMTH1_46500.1
OG0004874	SCUR1_3120.1	SMTH1_3770.1
OG0004875	SCUR1_2970.1	SMTH1_3590.1
OG0004876	SCUR1_55120.1	SMTH1_61320.1, SMTH1_61320.2, SMTH1_61320.3
OG0004877	SCUR1_80100.1, SCUR1_80100.2, SCUR1_80100.3, SCUR1_80100.5, SCUR1_80100.4	SMTH1_89760.1, SMTH1_89760.2
OG0004878	SCUR1_96940.1	SMTH1_77420.1
OG0004879	SCUR1_59870.1, SCUR1_59870.2	SMTH1_66760.2, SMTH1_66760.1
OG0004880	SCUR1_16670.1	SMTH1_18480.1
OG0004881	SCUR1_13940.1	SMTH1_15470.1
OG0004882	SCUR1_2120.1, SCUR1_2120.2	SMTH1_2690.1
OG0004883	SCUR1_9390.1	SMTH1_10660.1
OG0004884	SCUR1_81590.1	SMTH1_91560.1
OG0004885	SCUR1_760.1, SCUR1_98200.1	SMTH1_1020.1
OG0004886	SCUR1_6040.1	SMTH1_6940.1, SMTH1_6940.2
OG0004887	SCUR1_52440.3	SMTH1_58480.1
OG0004888	SCUR1_80930.1, SCUR1_80930.2	SMTH1_90800.1
OG0004889	SCUR1_56830.3, SCUR1_56830.4	SMTH1_62950.2, SMTH1_62950.3
OG0004890	SCUR1_68790.1	SMTH1_98650.1, SMTH1_98650.2, SMTH1_98650.3
OG0004891	SCUR1_30800.1	SMTH1_34270.2
OG0004892	SCUR1_72060.1	SMTH1_81030.1, SMTH1_81030.2
OG0004893	SCUR1_19430.1, SCUR1_19430.2	SMTH1_21450.1, SMTH1_21450.2
OG0004894	SCUR1_56790.1	SMTH1_62920.1
OG0004895	SCUR1_90920.1, SCUR1_90940.1	SMTH1_102510.1
OG0004896	SCUR1_38910.1	SMTH1_42950.1, SMTH1_42950.3, SMTH1_42950.4, SMTH1_42950.2
OG0004897	SCUR1_10420.1, SCUR1_10420.2	SMTH1_11760.1
OG0004898	SCUR1_98260.1, SCUR1_46990.1, SCUR1_98270.1	SMTH1_52300.1
OG0004899	SCUR1_47880.1	SMTH1_53320.1, SMTH1_53320.2, SMTH1_53320.3, SMTH1_53320.4
OG0004900	SCUR1_27220.1	SMTH1_30120.1
OG0004901	SCUR1_100780.1, SCUR1_47810.1	SMTH1_53200.1
OG0004902	SCUR1_37230.1	SMTH1_40990.1
OG0004903	SCUR1_63170.3, SCUR1_63170.1, SCUR1_63170.2	SMTH1_70370.1, SMTH1_70380.1
OG0004904	SCUR1_64400.1, SCUR1_64400.2	SMTH1_71820.1
OG0004905	SCUR1_13840.1	SMTH1_15370.1
OG0004906	SCUR1_12980.1	SMTH1_14390.1, SMTH1_14390.2
OG0004907	SCUR1_59210.1	SMTH1_65850.1, SMTH1_65850.2
OG0004908	SCUR1_29420.1	SMTH1_32620.1
OG0004909	SCUR1_12570.1, SCUR1_12570.2	SMTH1_13980.1, SMTH1_13980.2
OG0004910	SCUR1_20290.1, SCUR1_20290.2	SMTH1_23100.1
OG0004911	SCUR1_47150.1	SMTH1_52490.1
OG0004911	SCUR1_700.1	SMTH1_950.1
OG0004912	SCUR1_88480.1	SMTH1_99520.1
OG0004913	SCUR1_57620.1, SCUR1_97990.1	SMTH1_63870.1
OG0004914	SCUR1_60810.1	SMTH1_67720.1
OG0004915	SCUR1_21580.1, SCUR1_21580.2	SMTH1_23910.1
OG0004916	SCUR1_17000.1	SMTH1_18790.1, SMTH1_18790.2
OG0004917	SCUR1_35650.1	SMTH1_39430.1
OG0004918	SCUR1_85040.1	SMTH1_95580.1
OG0004919	SCUR1_52550.1	SMTH1_58600.1
OG0004920	SCUR1_81910.1	SMTH1_91840.1, SMTH1_91840.2
OG0004921	SCUR1_52070.1	SMTH1_58050.1
OG0004922	SCUR1_76680.1, SCUR1_76680.2, SCUR1_76680.3, SCUR1_76680.4	SMTH1_85970.1
OG0004923	SCUR1_1940.1	SMTH1_2550.1
OG0004924	SCUR1_25110.1	SMTH1_27840.1
OG0004925	SCUR1_56150.1	SMTH1_62270.1
OG0004926	SCUR1_70680.1	SMTH1_79500.1, SMTH1_79500.2
OG0004927	SCUR1_89100.1	SMTH1_100350.1
OG0004928	SCUR1_65980.1	SMTH1_73640.1
OG0004929	SCUR1_54390.1	SMTH1_60510.1
OG0004930	SCUR1_78980.1, SCUR1_78990.2, SCUR1_78990.1	SMTH1_88530.1, SMTH1_88530.2, SMTH1_88530.3
OG0004931	SCUR1_42630.1	SMTH1_47330.1
OG0004932	SCUR1_22350.1	SMTH1_24770.1
OG0004935	SCUR1_35870.1	SMTH1_39550.1
OG0004936	SCUR1_90160.1	SMTH1_101530.1
OG0004936	SCUR1_90160.2	SMTH1_101530.2
OG0004938	SCUR1_48170.1	SMTH1_53700.1, SMTH1_53700.2, SMTH1_53700.3, SMTH1_53700.4, SMTH1_53690.1
OG0004939	SCUR1_82150.1, SCUR1_82150.2	SMTH1_92130.1
OG0004940	SCUR1_52750.1	SMTH1_58810.1
OG0004941	SCUR1_63200.1	SMTH1_70410.1, SMTH1_70410.2
OG0004942	SCUR1_65610.1, SCUR1_65610.2, SCUR1_65610.3	SMTH1_73190.1
OG0004943	SCUR1_60230.1	SMTH1_67130.1
OG0004944	SCUR1_56990.1	SMTH1_63100.1, SMTH1_63100.2
OG0004945	SCUR1_31950.1	SMTH1_35440.1
OG0004946	SCUR1_36540.2, SCUR1_36540.3, SCUR1_36540.4, SCUR1_36540.1, SCUR1_36540.5	SMTH1_40290.1, SMTH1_40290.2, SMTH1_40290.3, SMTH1_40290.4
OG0004947	SCUR1_35810.1	SMTH1_39620.1
OG0004948	SCUR1_35530.3, SCUR1_35530.1, SCUR1_35530.2	SMTH1_39010.1
OG0004949	SCUR1_83200.1	SMTH1_93240.1, SMTH1_93240.2, SMTH1_93240.3
OG0004950	SCUR1_47100.1	SMTH1_52410.1
OG0004951	SCUR1_48730.1, SCUR1_48730.3, SCUR1_48730.4, SCUR1_48730.2	SMTH1_54400.1
OG0004952	SCUR1_53090.1	SMTH1_59180.1
OG0004953	SCUR1_65970.1	SMTH1_73630.1
OG0004954	SCUR1_29810.1, SCUR1_29810.2	SMTH1_33100.1
OG0004955	SCUR1_27580.1	SMTH1_30510.1
OG0004956	SCUR1_25380.1	SMTH1_28170.1
OG0004957	SCUR1_12220.1, SCUR1_12220.2, SCUR1_12220.3	SMTH1_13540.1
OG0004958	SCUR1_12810.1	SMTH1_14210.1
OG0004959	SCUR1_13400.1	SMTH1_14870.1, SMTH1_14870.2
OG0004960	SCUR1_22100.2, SCUR1_22100.1, SCUR1_22100.3, SCUR1_22100.4	SMTH1_24540.1
OG0004961	SCUR1_7580.1	SMTH1_8770.1, SMTH1_8770.2
OG0004962	SCUR1_49460.1	SMTH1_18070.1, SMTH1_41310.1, SMTH1_54900.1, SMTH1_45550.1
OG0004963	SCUR1_27840.1	SMTH1_30790.1, SMTH1_30790.2
OG0004971	SCUR1_37810.1	SMTH1_41030.1
OG0004972	SCUR1_6970.1	SMTH1_8150.1, SMTH1_8150.3, SMTH1_8150.2
OG0004973	SCUR1_91960.1	SMTH1_103520.1
OG0004974	SCUR1_48870.3, SCUR1_48870.1, SCUR1_48870.2, SCUR1_48870.4	SMTH1_54660.1
OG0004975	SCUR1_71100.1, SCUR1_71100.2	SMTH1_79990.1
OG0004976	SCUR1_94720.1, SCUR1_94720.3, SCUR1_94720.2	SMTH1_106830.1, SMTH1_106830.2, SMTH1_106830.3
OG0004977	SCUR1_60150.1	SMTH1_67050.1
OG0004978	SCUR1_57560.1, SCUR1_57570.1	SMTH1_63740.1, SMTH1_63750.1
OG0004979	SCUR1_55270.1	SMTH1_61470.1, SMTH1_61460.1
OG0004980	SCUR1_30270.1, SCUR1_30270.2	SMTH1_33570.1
OG0004981	SCUR1_61550.1	SMTH1_68560.1, SMTH1_68560.3, SMTH1_68560.4, SMTH1_68560.2
OG0004982	SCUR1_84590.1, SCUR1_84590.2	SMTH1_95060.1
OG0004983	SCUR1_82110.1	SMTH1_92080.1
OG0004984	SCUR1_31430.1	SMTH1_34920.1
OG0004985	SCUR1_75760.1	SMTH1_84950.1, SMTH1_84950.2
OG0004986	SCUR1_30170.1, SCUR1_30170.2	SMTH1_33440.1
OG0004987	SCUR1_45410.1, SCUR1_45410.2	SMTH1_50450.1, SMTH1_50450.2, SMTH1_50450.3
OG0004988	SCUR1_4120.1, SCUR1_4120.2	SMTH1_4770.1
OG0004989	SCUR1_69170.1	SMTH1_77490.1, SMTH1_77490.2
OG0004990	SCUR1_19100.1, SCUR1_19100.2	SMTH1_21110.1, SMTH1_21110.2
OG0004991	SCUR1_5160.1	SMTH1_5890.1, SMTH1_5890.2, SMTH1_5890.3
OG0004992	SCUR1_83130.1	SMTH1_93180.1
OG0004993	SCUR1_44250.1	SMTH1_49090.1, SMTH1_49090.2
OG0004994	SCUR1_47990.1	SMTH1_53440.1
OG0004995	SCUR1_40350.1	SMTH1_44820.1
OG0004996	SCUR1_65120.2, SCUR1_65120.1	SMTH1_72680.1
OG0004998	SCUR1_4770.1	SMTH1_5470.1, SMTH1_5480.1
OG0004999	SCUR1_89080.1	SMTH1_100310.1
OG0005000	SCUR1_56020.1, SCUR1_56020.4, SCUR1_56020.3, SCUR1_56020.2	SMTH1_62120.1
OG0005001	SCUR1_82760.1	SMTH1_92830.1
OG0005002	SCUR1_4050.1	SMTH1_4690.1, SMTH1_4690.2
OG0005003	SCUR1_26360.2, SCUR1_26360.1	SMTH1_29170.1
OG0005004	SCUR1_61450.1	SMTH1_68450.1, SMTH1_68430.1, SMTH1_68440.1
OG0005005	SCUR1_38600.1	SMTH1_42550.1
OG0005006	SCUR1_62230.1	SMTH1_69340.1, SMTH1_69350.1
OG0005007	SCUR1_40000.1	SMTH1_44290.1
OG0005008	SCUR1_86860.1	SMTH1_97790.1
OG0005009	SCUR1_34510.1	SMTH1_38120.1
OG0005010	SCUR1_97360.1, SCUR1_29230.1	SMTH1_32420.1, SMTH1_32410.1
OG0005011	SCUR1_28420.1	SMTH1_31400.1
OG0005012	SCUR1_24450.1, SCUR1_24450.2	SMTH1_27150.1
OG0005013	SCUR1_37060.1	SMTH1_40800.1
OG0005014	SCUR1_81290.2, SCUR1_81290.1	SMTH1_91270.1
OG0005015	SCUR1_36480.1	SMTH1_40240.1
OG0005016	SCUR1_58410.1, SCUR1_58410.2	SMTH1_64930.1
OG0005017	SCUR1_93360.1	SMTH1_105150.1
OG0005018	SCUR1_24770.1, SCUR1_24770.2, SCUR1_24770.3	SMTH1_27510.1
OG0005019	SCUR1_85120.3, SCUR1_85120.1, SCUR1_85120.2, SCUR1_85120.4	SMTH1_95700.1
OG0005020	SCUR1_45180.1	SMTH1_50060.1
OG0005021	SCUR1_48900.1, SCUR1_48900.2	SMTH1_54700.1, SMTH1_54700.2
OG0005022	SCUR1_24970.1	SMTH1_27690.1
OG0005023	SCUR1_95360.1, SCUR1_95360.2, SCUR1_95360.3, SCUR1_95360.4	SMTH1_95530.1
OG0005024	SCUR1_14850.1	SMTH1_16490.1
OG0005025	SCUR1_13220.1	SMTH1_14690.1, SMTH1_14680.1
OG0005026	SCUR1_63280.1, SCUR1_63280.2	SMTH1_70510.1
OG0005027	SCUR1_31470.1	SMTH1_34980.1
OG0005028	SCUR1_87640.1, SCUR1_87700.1	SMTH1_98710.1, SMTH1_98720.1
OG0005029	SCUR1_84570.1	SMTH1_95040.1
OG0005030	SCUR1_24250.1, SCUR1_24250.2	SMTH1_26970.1
OG0005031	SCUR1_28520.1, SCUR1_28520.2	SMTH1_31520.1
OG0005032	SCUR1_24180.1	SMTH1_26860.1
OG0005033	SCUR1_18740.1	SMTH1_20700.3, SMTH1_20700.1, SMTH1_20700.2
OG0005035	SCUR1_96090.2, SCUR1_96090.3, SCUR1_96090.1	SMTH1_64880.1
OG0005036	SCUR1_60390.1	SMTH1_67290.1, SMTH1_67290.2
OG0005037	SCUR1_34130.2	SMTH1_37790.2, SMTH1_37790.1
OG0005038	SCUR1_52370.1	SMTH1_58390.1
OG0005038	SCUR1_52370.2	SMTH1_58390.1
OG0005039	SCUR1_58660.1	SMTH1_65210.2
OG0005040	SCUR1_54590.1, SCUR1_54620.2, SCUR1_54620.1, SCUR1_54620.3	SMTH1_60730.1
OG0005041	SCUR1_57780.1	SMTH1_64110.1
OG0005042	SCUR1_32660.1	SMTH1_36180.1
OG0005043	SCUR1_63410.1	SMTH1_70650.2
OG0005044	SCUR1_84120.1	SMTH1_94420.1, SMTH1_94420.2
OG0005044	SCUR1_73650.1	SMTH1_32390.1
OG0005045	SCUR1_39930.1	SMTH1_44200.1
OG0005046	SCUR1_56850.1, SCUR1_56850.2, SCUR1_56850.3, SCUR1_56850.4, SCUR1_56860.1	SMTH1_62970.1, SMTH1_62970.2
OG0005047	SCUR1_94940.1	SMTH1_107030.1
OG0005048	SCUR1_380.1	SMTH1_380.1
OG0005049	SCUR1_96040.1	SMTH1_95470.1
OG0005050	SCUR1_14370.1	SMTH1_15970.1
OG0005051	SCUR1_9120.1	SMTH1_10410.1
OG0005052	SCUR1_88820.1, SCUR1_97420.1, SCUR1_97400.2, SCUR1_97400.1	SMTH1_99960.1, SMTH1_99960.2, SMTH1_99960.3
OG0005053	SCUR1_35440.1	SMTH1_39090.1
OG0005054	SCUR1_91850.1, SCUR1_91850.2	SMTH1_103390.1
OG0005055	SCUR1_1850.1	SMTH1_2450.3, SMTH1_2450.4, SMTH1_2450.1, SMTH1_2450.2
OG0005056	SCUR1_28780.1	SMTH1_31830.1
OG0005057	SCUR1_41740.1	SMTH1_107760.1, SMTH1_107760.2, SMTH1_107760.3, SMTH1_46360.1
OG0005058	SCUR1_52470.1	SMTH1_58510.1
OG0005059	SCUR1_15890.2, SCUR1_68000.1	SMTH1_17620.1
OG0005060	SCUR1_32300.1	SMTH1_35790.1
OG0005061	SCUR1_91070.1, SCUR1_91070.2	SMTH1_102670.1, SMTH1_102670.2
OG0005062	SCUR1_30520.1	SMTH1_33920.1
OG0005063	SCUR1_43380.1	SMTH1_48180.1
OG0005063	SCUR1_43380.1	SMTH1_48180.2
OG0005063	SCUR1_43380.1	SMTH1_48180.3
OG0005064	SCUR1_80520.1	SMTH1_90200.1, SMTH1_90200.2
OG0005065	SCUR1_12300.1	SMTH1_13630.1
OG0005067	SCUR1_36370.1	SMTH1_40130.1
OG0005068	SCUR1_70480.1	SMTH1_79210.1, SMTH1_79200.1
OG0005069	SCUR1_29770.3, SCUR1_29770.4, SCUR1_29770.5, SCUR1_29770.1, SCUR1_29770.6, SCUR1_29770.2	SMTH1_33040.1
OG0005070	SCUR1_8030.1	SMTH1_9230.1
OG0005071	SCUR1_24980.1	SMTH1_27700.1
OG0005072	SCUR1_30070.1, SCUR1_30070.2	SMTH1_33340.1
OG0005073	SCUR1_3090.1	SMTH1_3740.1
OG0005074	SCUR1_8720.1, SCUR1_8720.2	SMTH1_9980.1
OG0005076	SCUR1_33500.1, SCUR1_33500.2, SCUR1_33500.3, SCUR1_33500.4	SMTH1_37160.1
OG0005077	SCUR1_55540.1	SMTH1_61710.1
OG0005077	SCUR1_55530.1	SMTH1_61720.1
OG0005078	SCUR1_70350.1	SMTH1_79030.1
OG0005080	SCUR1_8180.1	SMTH1_9380.1
OG0005080	SCUR1_8190.1	SMTH1_9390.1
OG0005082	SCUR1_33800.2	SMTH1_37490.1
OG0005083	SCUR1_43050.1, SCUR1_43050.2, SCUR1_43050.3, SCUR1_43040.1	SMTH1_47750.1
OG0005084	SCUR1_93950.1	SMTH1_105740.1
OG0005085	SCUR1_12340.1	SMTH1_13700.1
OG0005086	SCUR1_68190.1, SCUR1_68190.2	SMTH1_76410.1, SMTH1_76400.1
OG0005087	SCUR1_73170.1	SMTH1_82300.1, SMTH1_82300.2
OG0005088	SCUR1_7060.1	SMTH1_8070.4, SMTH1_8070.2, SMTH1_8070.1, SMTH1_8070.3
OG0005089	SCUR1_74450.1	SMTH1_83530.1
OG0005090	SCUR1_64720.1	SMTH1_72150.1
OG0005091	SCUR1_13030.1	SMTH1_14440.1
OG0005092	SCUR1_25060.1	SMTH1_27780.1
OG0005093	SCUR1_38380.1, SCUR1_38380.2, SCUR1_38380.3, SCUR1_38380.7, SCUR1_38380.5, SCUR1_38380.6, SCUR1_38380.4	SMTH1_42280.1, SMTH1_42280.2
OG0005094	SCUR1_75350.3, SCUR1_75350.2, SCUR1_75350.4, SCUR1_75350.1	SMTH1_84500.1
OG0005095	SCUR1_3900.1	SMTH1_4500.1, SMTH1_4500.2
OG0005097	SCUR1_93160.1, SCUR1_93160.2	SMTH1_104940.1, SMTH1_104940.2
OG0005098	SCUR1_55440.1	SMTH1_61800.1
OG0005099	SCUR1_89950.1, SCUR1_89950.2	SMTH1_101250.1, SMTH1_101250.2
OG0005100	SCUR1_90820.1, SCUR1_90820.2	SMTH1_102320.1
OG0005101	SCUR1_51310.1	SMTH1_57320.1
OG0005102	SCUR1_60560.1	SMTH1_67490.1, SMTH1_67490.2
OG0005103	SCUR1_74090.1	SMTH1_83190.2, SMTH1_83190.1
OG0005104	SCUR1_46370.1	SMTH1_51600.1, SMTH1_51600.2
OG0005105	SCUR1_75490.1, SCUR1_75490.2	SMTH1_84620.1
OG0005106	SCUR1_52220.1	SMTH1_58230.1
OG0005107	SCUR1_30940.1	SMTH1_34410.1
OG0005108	SCUR1_83890.1	SMTH1_94140.1
OG0005109	SCUR1_81940.1, SCUR1_81940.2, SCUR1_81940.3	SMTH1_91870.1, SMTH1_91870.2, SMTH1_92030.1
OG0005110	SCUR1_19390.1	SMTH1_21410.1, SMTH1_21410.2
OG0005111	SCUR1_53830.1	SMTH1_59970.1
OG0005112	SCUR1_1040.1	SMTH1_1320.1
OG0005113	SCUR1_70550.1	SMTH1_79300.1, SMTH1_79300.2
OG0005114	SCUR1_8580.1	SMTH1_9810.1
OG0005115	SCUR1_61000.1	SMTH1_67880.1
OG0005116	SCUR1_43680.1	SMTH1_48540.1
OG0005116	SCUR1_43680.3, SCUR1_43680.2	SMTH1_48520.1, SMTH1_48530.1
OG0005117	SCUR1_690.1	SMTH1_930.1, SMTH1_920.1
OG0005118	SCUR1_90220.1	SMTH1_101600.1
OG0005119	SCUR1_67440.1	SMTH1_75450.1
OG0005121	SCUR1_71910.1, SCUR1_71910.2	SMTH1_80860.1, SMTH1_80860.2
OG0005122	SCUR1_90870.1, SCUR1_90840.1, SCUR1_90840.2	SMTH1_102340.1
OG0005123	SCUR1_67850.1	SMTH1_76010.1
OG0005124	SCUR1_1220.1	SMTH1_1530.1, SMTH1_1520.1
OG0005125	SCUR1_1620.1, SCUR1_1610.1, SCUR1_1560.1	SMTH1_2140.1
OG0005126	SCUR1_59110.1	SMTH1_65720.1
OG0005127	SCUR1_33410.1	SMTH1_37070.1, SMTH1_37070.2
OG0005128	SCUR1_58250.1	SMTH1_64710.1
OG0005130	SCUR1_21930.2, SCUR1_21930.1, SCUR1_21930.3, SCUR1_21930.4	SMTH1_24290.1, SMTH1_24280.1
OG0005131	SCUR1_48200.1	SMTH1_53720.1
OG0005132	SCUR1_17030.1	SMTH1_18810.1
OG0005133	SCUR1_54900.1	SMTH1_61080.1
OG0005134	SCUR1_50880.1	SMTH1_56860.1
OG0005135	SCUR1_43240.1, SCUR1_43240.2	SMTH1_48000.1
OG0005136	SCUR1_76350.1	SMTH1_85530.1
OG0005137	SCUR1_79910.1	SMTH1_89570.1
OG0005138	SCUR1_17690.2, SCUR1_17690.1, SCUR1_17690.3	SMTH1_19620.1
OG0005139	SCUR1_32690.1	SMTH1_36210.1
OG0005141	SCUR1_93490.1	SMTH1_105250.1
OG0005142	SCUR1_49210.1, SCUR1_49210.2	SMTH1_54980.1
OG0005143	SCUR1_33750.1, SCUR1_33750.2	SMTH1_37440.1, SMTH1_37440.2
OG0005144	SCUR1_73330.1	SMTH1_82430.1
OG0005145	SCUR1_4700.1	SMTH1_5390.1
OG0005146	SCUR1_19410.1	SMTH1_21430.1
OG0005147	SCUR1_50930.1, SCUR1_50930.2	SMTH1_56900.1
OG0005148	SCUR1_54200.1	SMTH1_60310.1
OG0005149	SCUR1_9680.1	SMTH1_11040.1
OG0005150	SCUR1_32190.1	SMTH1_35650.1
OG0005151	SCUR1_80170.1	SMTH1_89820.1
OG0005152	SCUR1_7770.1, SCUR1_7780.1	SMTH1_8970.1
OG0005153	SCUR1_87200.1	SMTH1_98150.1
OG0005154	SCUR1_55970.1	SMTH1_62070.1
OG0005155	SCUR1_5870.1	SMTH1_6720.1
OG0005156	SCUR1_71200.1, SCUR1_71200.2, SCUR1_71200.3	SMTH1_80100.1
OG0005157	SCUR1_180.1	SMTH1_100.1, SMTH1_100.2
OG0005158	SCUR1_85410.1	SMTH1_96000.1, SMTH1_96030.2, SMTH1_96030.1
OG0005159	SCUR1_43640.1	SMTH1_48490.1
OG0005160	SCUR1_42430.1	SMTH1_47080.1
OG0005161	SCUR1_29690.3, SCUR1_29690.1, SCUR1_29690.4, SCUR1_29690.2	SMTH1_32940.1
OG0005162	SCUR1_6600.1	SMTH1_7620.1
OG0005163	SCUR1_77250.2, SCUR1_77250.1	SMTH1_86580.1
OG0005164	SCUR1_23770.1	SMTH1_26460.1
OG0005165	SCUR1_91940.1	SMTH1_103500.1, SMTH1_103500.2, SMTH1_103500.3
OG0005166	SCUR1_48520.1	SMTH1_54140.1, SMTH1_54130.1
OG0005167	SCUR1_79690.1	SMTH1_89340.1
OG0005168	SCUR1_49140.1	SMTH1_54920.2
OG0005169	SCUR1_44600.1	SMTH1_49480.1
OG0005170	SCUR1_43920.1	SMTH1_48770.1, SMTH1_48760.1
OG0005171	SCUR1_5330.1	SMTH1_6070.1
OG0005172	SCUR1_51660.1	SMTH1_57670.2, SMTH1_57670.3, SMTH1_57670.1
OG0005173	SCUR1_92460.1, SCUR1_92460.2	SMTH1_104100.1, SMTH1_104100.2
OG0005174	SCUR1_85210.1	SMTH1_95790.1
OG0005175	SCUR1_94440.1	SMTH1_106380.1
OG0005177	SCUR1_77450.1	SMTH1_86800.1
OG0005178	SCUR1_66370.1	SMTH1_74130.1, SMTH1_74130.2
OG0005179	SCUR1_82430.1, SCUR1_82430.2, SCUR1_82430.3	SMTH1_92460.1
OG0005180	SCUR1_20040.1	SMTH1_23390.1
OG0005181	SCUR1_81530.1	SMTH1_91500.1
OG0005182	SCUR1_45660.1	SMTH1_76990.1
OG0005183	SCUR1_58330.1	SMTH1_64810.1, SMTH1_64820.1
OG0005184	SCUR1_60010.2, SCUR1_60010.1, SCUR1_60010.3	SMTH1_66910.1
OG0005185	SCUR1_70830.1, SCUR1_70830.2	SMTH1_79640.1
OG0005186	SCUR1_63830.1, SCUR1_63830.2	SMTH1_71190.1, SMTH1_71190.2
OG0005187	SCUR1_980.1	SMTH1_1250.1
OG0005188	SCUR1_85600.1	SMTH1_96290.1
OG0005189	SCUR1_29050.1	SMTH1_32150.1
OG0005190	SCUR1_73180.1	SMTH1_82310.1, SMTH1_82310.2
OG0005192	SCUR1_76790.1	SMTH1_86080.1
OG0005193	SCUR1_80060.1, SCUR1_80060.2	SMTH1_89710.1
OG0005194	SCUR1_77490.1	SMTH1_86840.1
OG0005195	SCUR1_36530.1	SMTH1_40280.1
OG0005196	SCUR1_58120.1	SMTH1_64490.1
OG0005197	SCUR1_14460.1	SMTH1_16080.1, SMTH1_16080.2, SMTH1_16080.3
OG0005199	SCUR1_98150.2, SCUR1_98150.1	SMTH1_96280.1
OG0005200	SCUR1_50520.1, SCUR1_50520.2	SMTH1_56400.3, SMTH1_56400.1, SMTH1_56400.2
OG0005201	SCUR1_81900.1	SMTH1_91830.1
OG0005202	SCUR1_25020.1, SCUR1_25020.2	SMTH1_27740.1
OG0005203	SCUR1_40760.2	SMTH1_45290.2
OG0005204	SCUR1_16330.1	SMTH1_18100.1
OG0005205	SCUR1_3690.1	SMTH1_4290.1
OG0005206	SCUR1_52300.1	SMTH1_58320.1, SMTH1_58320.2
OG0005207	SCUR1_81780.2	SMTH1_91690.1
OG0005208	SCUR1_54830.1, SCUR1_54830.2	SMTH1_60970.1, SMTH1_60970.2
OG0005209	SCUR1_68770.1	SMTH1_76980.1
OG0005209	SCUR1_68770.1	SMTH1_76980.2
OG0005209	SCUR1_68770.2	SMTH1_76980.1
OG0005209	SCUR1_68770.2	SMTH1_76980.2
OG0005210	SCUR1_17540.1	SMTH1_19430.1
OG0005211	SCUR1_54700.1, SCUR1_54700.2, SCUR1_54700.3	SMTH1_60830.1
OG0005212	SCUR1_8420.1	SMTH1_9650.1
OG0005213	SCUR1_96660.1	SMTH1_92400.1
OG0005214	SCUR1_6700.1	SMTH1_7720.1
OG0005215	SCUR1_74260.1	SMTH1_83370.1
OG0005216	SCUR1_1920.1	SMTH1_2530.1
OG0005217	SCUR1_76180.1, SCUR1_76180.2	SMTH1_85360.1, SMTH1_85360.2
OG0005218	SCUR1_87380.1	SMTH1_98370.1
OG0005219	SCUR1_8690.1, SCUR1_8690.2	SMTH1_9940.1
OG0005220	SCUR1_4650.1, SCUR1_4650.2	SMTH1_5340.1
OG0005221	SCUR1_39240.1	SMTH1_43350.1
OG0005222	SCUR1_330.1	SMTH1_310.1
OG0005223	SCUR1_71690.1	SMTH1_80640.1
OG0005224	SCUR1_67460.1	SMTH1_75420.1
OG0005225	SCUR1_29350.1	SMTH1_32540.1, SMTH1_32540.2
OG0005226	SCUR1_25030.1	SMTH1_27750.1
OG0005227	SCUR1_7350.1	SMTH1_8500.1
OG0005228	SCUR1_67430.2	SMTH1_75470.3
OG0005228	SCUR1_67430.1	SMTH1_75470.2
OG0005228	SCUR1_67430.3	SMTH1_75470.1
OG0005229	SCUR1_790.1	SMTH1_1040.1
OG0005230	SCUR1_47910.1	SMTH1_53360.1
OG0005231	SCUR1_44110.1, SCUR1_44110.2	SMTH1_48960.1
OG0005232	SCUR1_18200.1	SMTH1_20160.1
OG0005233	SCUR1_19980.2	SMTH1_23450.1
OG0005233	SCUR1_19980.2	SMTH1_23450.2
OG0005233	SCUR1_19980.2	SMTH1_23450.3
OG0005233	SCUR1_19980.2	SMTH1_23450.4
OG0005234	SCUR1_15260.1	SMTH1_16920.1
OG0005235	SCUR1_21650.1	SMTH1_23980.1
OG0005235	SCUR1_21660.1	SMTH1_23990.1
OG0005236	SCUR1_87120.1	SMTH1_98060.1, SMTH1_98060.2
OG0005237	SCUR1_83650.1, SCUR1_83650.2	SMTH1_93760.1
OG0005238	SCUR1_34280.1, SCUR1_34280.2, SCUR1_34280.3	SMTH1_37920.1
