Orthogroup	fasciola_gigantica	fasciola_hepatica
OG0009458	FGIG_03760	FhHiC23_g6120.t1, FhHiC23_g6119.t1
OG0009459	FGIG_03806	FhHiC23_g9982.t1, FhHiC23_g9982.t2
OG0009461	FGIG_04028, FGIG_10682, FGIG_06066	FhHiC23_g10505.t1
OG0009462	FGIG_04089	FhHiC23_g13866.t1, FhHiC23_g6340.t1, FhHiC23_g6341.t2, FhHiC23_g6341.t1, FhHiC23_g6340.t2
OG0009463	FGIG_04228	FhHiC23_g9460.t1
OG0009464	FGIG_04636	FhHiC23_g1326.t2, FhHiC23_g1326.t1, FhHiC23_g1326.t3
OG0009465	FGIG_04637	FhHiC23_g1327.t1
OG0009466	FGIG_04725	FhHiC23_g7755.t1, FhHiC23_g7756.t2, FhHiC23_g7756.t3, FhHiC23_g7756.t1, FhHiC23_g7756.t4
OG0009467	FGIG_04904	FhHiC23_g320.t1
OG0009468	FGIG_04941	FhHiC23_g9963.t1, FhHiC23_g9963.t2, FhHiC23_g9963.t3, FhHiC23_g9963.t4
OG0009469	FGIG_05124	FhHiC23_g5680.t2, FhHiC23_g5680.t1
OG0009470	FGIG_05313	FhHiC23_g2068.t1
OG0009471	FGIG_05323	FhHiC23_g12912.t1
OG0009472	FGIG_05360	FhHiC23_g1565.t1
OG0009473	FGIG_05365	FhHiC23_g16419.t1, FhHiC23_g332.t1, FhHiC23_g12308.t1, FhHiC23_g3522.t1, FhHiC23_g695.t1
OG0009474	FGIG_05408	FhHiC23_g2156.t2, FhHiC23_g2156.t1
OG0009475	FGIG_05425	FhHiC23_g10406.t3, FhHiC23_g10406.t1, FhHiC23_g10406.t2
OG0009476	FGIG_05714	FhHiC23_g11474.t5, FhHiC23_g11474.t4, FhHiC23_g11474.t2, FhHiC23_g11474.t3, FhHiC23_g11474.t1
OG0009477	FGIG_05762	FhHiC23_g3643.t1, FhHiC23_g3643.t2, FhHiC23_g3641.t1
OG0009478	FGIG_05845	FhHiC23_g3541.t1
OG0009479	FGIG_06017	FhHiC23_g10689.t1, FhHiC23_g10689.t2
OG0009480	FGIG_06104	FhHiC23_g9636.t1, FhHiC23_g9638.t1, FhHiC23_g9638.t2, FhHiC23_g9639.t1, FhHiC23_g9639.t2
OG0009481	FGIG_06244	FhHiC23_g13603.t1, FhHiC23_g13603.t2
OG0009482	FGIG_06346	FhHiC23_g15872.t1
OG0009483	FGIG_06395	FhHiC23_g11936.t4, FhHiC23_g11936.t3, FhHiC23_g11936.t1, FhHiC23_g11936.t2
OG0009484	FGIG_06504	FhHiC23_g13325.t1
OG0009485	FGIG_06506	FhHiC23_g2393.t1, FhHiC23_g2393.t2
OG0009486	FGIG_06560	FhHiC23_g3282.t1
OG0009487	FGIG_06990	FhHiC23_g11256.t1
OG0009488	FGIG_07016	FhHiC23_g7592.t1
OG0009489	FGIG_07032	FhHiC23_g8314.t1
OG0009490	FGIG_07048, FGIG_07047	FhHiC23_g13122.t1
OG0009492	FGIG_07190	FhHiC23_g6965.t1, FhHiC23_g6967.t1
OG0009493	FGIG_07248	FhHiC23_g14242.t1, FhHiC23_g14241.t1
OG0009494	FGIG_07281	FhHiC23_g14586.t1
OG0009495	FGIG_07569	FhHiC23_g15883.t1, FhHiC23_g15883.t2, FhHiC23_g15882.t1, FhHiC23_g15882.t2
OG0009496	FGIG_07606	FhHiC23_g15026.t1, FhHiC23_g15464.t1, FhHiC23_g3003.t1, FhHiC23_g10493.t1, FhHiC23_g3776.t1
OG0009497	FGIG_09289, FGIG_08807, FGIG_10593, FGIG_11997, FGIG_07622	FhHiC23_g15808.t1
OG0009498	FGIG_12209, FGIG_07653, FGIG_09421	FhHiC23_g11183.t1
OG0009499	FGIG_07687	FhHiC23_g804.t2, FhHiC23_g804.t1
OG0009500	FGIG_07830, FGIG_10774	FhHiC23_g10983.t1
OG0009501	FGIG_07973	FhHiC23_g4719.t1, FhHiC23_g4719.t2
OG0009501	FGIG_07972, FGIG_10436	FhHiC23_g4719.t3
OG0009502	FGIG_08000	FhHiC23_g8597.t1
OG0009502	FGIG_10693	FhHiC23_g8594.t1, FhHiC23_g8594.t2, FhHiC23_g8594.t3
OG0009503	FGIG_08054	FhHiC23_g6616.t1, FhHiC23_g6616.t2
OG0009504	FGIG_08305	FhHiC23_g10065.t1
OG0009505	FGIG_08336	FhHiC23_g12517.t1
OG0009506	FGIG_08387	FhHiC23_g8592.t1
OG0009507	FGIG_08399	FhHiC23_g10455.t1
OG0009508	FGIG_08432	FhHiC23_g8885.t1, FhHiC23_g15760.t1, FhHiC23_g15750.t1, FhHiC23_g8880.t1
OG0009509	FGIG_08461	FhHiC23_g3636.t1
OG0009510	FGIG_08553	FhHiC23_g311.t1
OG0009511	FGIG_08576	FhHiC23_g11276.t1, FhHiC23_g11276.t2
OG0009512	FGIG_08837, FGIG_11132, FGIG_12325	FhHiC23_g2192.t1, FhHiC23_g6978.t1, FhHiC23_g6979.t1
OG0009513	FGIG_08999	FhHiC23_g12958.t1
OG0009515	FGIG_09532	FhHiC23_g13740.t1, FhHiC23_g13741.t1
OG0009516	FGIG_09658	FhHiC23_g5296.t1
OG0009517	FGIG_09659	FhHiC23_g5295.t1
OG0009518	FGIG_09672	FhHiC23_g6906.t1, FhHiC23_g6907.t1, FhHiC23_g10988.t1, FhHiC23_g1655.t1, FhHiC23_g1655.t2
OG0009519	FGIG_09848	FhHiC23_g10409.t2, FhHiC23_g10409.t1
OG0009522	FGIG_10079	FhHiC23_g4013.t1, FhHiC23_g4013.t2
OG0009523	FGIG_10142	FhHiC23_g2768.t1, FhHiC23_g2769.t1
OG0009523	FGIG_11598	FhHiC23_g2771.t1, FhHiC23_g2771.t2
OG0009524	FGIG_10235	FhHiC23_g10967.t1
OG0009525	FGIG_10525	FhHiC23_g2390.t1, FhHiC23_g1231.t1
OG0009526	FGIG_10533	FhHiC23_g946.t2, FhHiC23_g946.t1
OG0009527	FGIG_10663	FhHiC23_g5220.t3, FhHiC23_g5220.t1, FhHiC23_g5220.t2
OG0009528	FGIG_10744	FhHiC23_g2237.t1
OG0009529	FGIG_10796	FhHiC23_g13805.t2, FhHiC23_g13806.t1, FhHiC23_g13805.t4, FhHiC23_g13805.t1, FhHiC23_g13805.t3
OG0009530	FGIG_10924	FhHiC23_g496.t2, FhHiC23_g13069.t1, FhHiC23_g496.t1, FhHiC23_g493.t1, FhHiC23_g494.t1
OG0009531	FGIG_12316	FhHiC23_g7262.t2, FhHiC23_g7262.t3
OG0009531	FGIG_11025	FhHiC23_g7262.t1
OG0009533	FGIG_11531	FhHiC23_g6482.t1
OG0009534	FGIG_11590	FhHiC23_g16492.t1
OG0009535	FGIG_11629	FhHiC23_g3778.t1
OG0009536	FGIG_11856	FhHiC23_g4911.t1
OG0009537	FGIG_12047	FhHiC23_g11285.t1, FhHiC23_g11285.t2, FhHiC23_g11285.t3
OG0009538	FGIG_12096	FhHiC23_g2501.t1
OG0009540	FGIG_12462	FhHiC23_g7510.t3
OG0009541	FGIG_12571	FhHiC23_g11618.t1, FhHiC23_g6074.t1, FhHiC23_g5146.t1, FhHiC23_g3626.t1
OG0009542	FGIG_13998	FhHiC23_g116.t1
OG0009834	FGIG_00021	FhHiC23_g5845.t1
OG0009835	FGIG_00097, FGIG_08328, FGIG_00098	FhHiC23_g3971.t1
OG0009836	FGIG_00107	FhHiC23_g15428.t1
OG0009837	FGIG_00141	FhHiC23_g14005.t1, FhHiC23_g14006.t1, FhHiC23_g11039.t1, FhHiC23_g11983.t1
OG0009838	FGIG_00344	FhHiC23_g5821.t1, FhHiC23_g5821.t3, FhHiC23_g5821.t2
OG0009839	FGIG_07605, FGIG_09046, FGIG_11030, FGIG_00392	FhHiC23_g13456.t1
OG0009840	FGIG_00434	FhHiC23_g15221.t1
OG0009841	FGIG_00463	FhHiC23_g13090.t1, FhHiC23_g13091.t1
OG0009842	FGIG_00480	FhHiC23_g11655.t2, FhHiC23_g11655.t3, FhHiC23_g11655.t1, FhHiC23_g11655.t4
OG0009843	FGIG_00488	FhHiC23_g12884.t1
OG0009845	FGIG_00680	FhHiC23_g9431.t1
OG0009846	FGIG_00764	FhHiC23_g14303.t1
OG0009847	FGIG_00817	FhHiC23_g3211.t2, FhHiC23_g3211.t1
OG0009848	FGIG_00839, FGIG_00840	FhHiC23_g7232.t1
OG0009850	FGIG_00864	FhHiC23_g1661.t1
OG0009851	FGIG_00908	FhHiC23_g1546.t1
OG0009852	FGIG_01045	FhHiC23_g13546.t3, FhHiC23_g13546.t4
OG0009853	FGIG_01222	FhHiC23_g2669.t1
OG0009854	FGIG_01245	FhHiC23_g7029.t1
OG0009855	FGIG_01376, FGIG_04336	FhHiC23_g11455.t2, FhHiC23_g11455.t1
OG0009856	FGIG_01397, FGIG_01398	FhHiC23_g8921.t1, FhHiC23_g8921.t2, FhHiC23_g8921.t3
OG0009857	FGIG_01580	FhHiC23_g6492.t1, FhHiC23_g6492.t2, FhHiC23_g6491.t2, FhHiC23_g6491.t1
OG0009859	FGIG_01712	FhHiC23_g8931.t1, FhHiC23_g8931.t2
OG0009860	FGIG_01985	FhHiC23_g2363.t2
OG0009861	FGIG_02041	FhHiC23_g2572.t1
OG0009862	FGIG_02214	FhHiC23_g15015.t1
OG0009863	FGIG_02299	FhHiC23_g1967.t1
OG0009865	FGIG_02366	FhHiC23_g7432.t4, FhHiC23_g7432.t3, FhHiC23_g7432.t1, FhHiC23_g7432.t2
OG0009866	FGIG_02543, FGIG_02544	FhHiC23_g9087.t1, FhHiC23_g9090.t1, FhHiC23_g9091.t1
OG0009867	FGIG_02652	FhHiC23_g7259.t1
OG0009868	FGIG_02671	FhHiC23_g14282.t1, FhHiC23_g14282.t2
OG0009869	FGIG_02760	FhHiC23_g4854.t1, FhHiC23_g4854.t2
OG0009870	FGIG_02761	FhHiC23_g4855.t1, FhHiC23_g4855.t2
OG0009871	FGIG_02807	FhHiC23_g14444.t1, FhHiC23_g14445.t1, FhHiC23_g14445.t2, FhHiC23_g14445.t3
OG0009872	FGIG_02816, FGIG_08181, FGIG_04540, FGIG_03706	FhHiC23_g11061.t1
OG0009873	FGIG_02825	FhHiC23_g12020.t2
OG0009874	FGIG_02899, FGIG_10441, FGIG_10972, FGIG_11596	FhHiC23_g13380.t1
OG0009875	FGIG_02934	FhHiC23_g10496.t1, FhHiC23_g10500.t1, FhHiC23_g10497.t1, FhHiC23_g10498.t1
OG0009876	FGIG_03056	FhHiC23_g15715.t1
OG0009877	FGIG_03108	FhHiC23_g9783.t1
OG0009878	FGIG_03209	FhHiC23_g5977.t1, FhHiC23_g5976.t1
OG0009879	FGIG_03243	FhHiC23_g8940.t1
OG0009879	FGIG_12295, FGIG_03245	FhHiC23_g8943.t1
OG0009880	FGIG_03284, FGIG_03283	FhHiC23_g5386.t1
OG0009881	FGIG_11032, FGIG_03326, FGIG_03327, FGIG_11033	FhHiC23_g16430.t1
OG0009882	FGIG_03384	FhHiC23_g5808.t1
OG0009883	FGIG_03392	FhHiC23_g9785.t1
OG0009884	FGIG_03431	FhHiC23_g9526.t1, FhHiC23_g9527.t1, FhHiC23_g9525.t1, FhHiC23_g9528.t1
OG0009885	FGIG_03522	FhHiC23_g16050.t2, FhHiC23_g16050.t4, FhHiC23_g16050.t1, FhHiC23_g16050.t3
OG0009886	FGIG_03581	FhHiC23_g13622.t1
OG0009887	FGIG_03630	FhHiC23_g13347.t1, FhHiC23_g13347.t2
OG0009888	FGIG_07040, FGIG_03637	FhHiC23_g9322.t1
OG0009890	FGIG_03790	FhHiC23_g11978.t1
OG0009890	FGIG_03789	FhHiC23_g11979.t1
OG0009892	FGIG_03929	FhHiC23_g11019.t1, FhHiC23_g3400.t1, FhHiC23_g2859.t1, FhHiC23_g12257.t1
OG0009893	FGIG_05045, FGIG_04086	FhHiC23_g1437.t1, FhHiC23_g1437.t2
OG0009894	FGIG_04125	FhHiC23_g5619.t1
OG0009895	FGIG_04151	FhHiC23_g15493.t1
OG0009896	FGIG_04198	FhHiC23_g427.t1
OG0009897	FGIG_04259	FhHiC23_g4382.t1, FhHiC23_g4382.t2
OG0009898	FGIG_04297, FGIG_11180, FGIG_04298	FhHiC23_g13263.t1
OG0009899	FGIG_04392	FhHiC23_g11519.t1
OG0009900	FGIG_04412	FhHiC23_g9328.t4, FhHiC23_g9328.t3, FhHiC23_g9328.t1, FhHiC23_g9328.t2
OG0009901	FGIG_04461	FhHiC23_g5865.t1
OG0009902	FGIG_06027, FGIG_04487	FhHiC23_g14971.t1, FhHiC23_g14971.t2
OG0009903	FGIG_04607, FGIG_06629, FGIG_07366	FhHiC23_g8012.t1, FhHiC23_g12185.t1
OG0009904	FGIG_04648	FhHiC23_g15237.t3, FhHiC23_g15237.t2, FhHiC23_g15237.t1
OG0009905	FGIG_04755	FhHiC23_g12768.t1
OG0009906	FGIG_04773	FhHiC23_g13981.t1, FhHiC23_g13972.t1, FhHiC23_g13971.t1, FhHiC23_g13971.t2
OG0009907	FGIG_04919	FhHiC23_g6792.t1
OG0009908	FGIG_04920	FhHiC23_g6794.t1
OG0009909	FGIG_06200, FGIG_06972, FGIG_04940	FhHiC23_g6499.t1
OG0009910	FGIG_05020	FhHiC23_g13672.t1
OG0009911	FGIG_05046	FhHiC23_g1438.t1
OG0009912	FGIG_05076	FhHiC23_g7833.t1
OG0009912	FGIG_10203	FhHiC23_g7831.t1, FhHiC23_g7831.t2
OG0009913	FGIG_05115	FhHiC23_g4172.t3
OG0009914	FGIG_05131	FhHiC23_g3420.t1, FhHiC23_g3420.t2
OG0009915	FGIG_05268	FhHiC23_g15460.t1
OG0009915	FGIG_05740	FhHiC23_g15219.t1
OG0009916	FGIG_05278	FhHiC23_g1603.t1, FhHiC23_g1603.t2
OG0009917	FGIG_05296	FhHiC23_g810.t2, FhHiC23_g810.t1, FhHiC23_g810.t3
OG0009918	FGIG_05369	FhHiC23_g14627.t2
OG0009918	FGIG_05370, FGIG_12442	FhHiC23_g14627.t1
OG0009919	FGIG_05495	FhHiC23_g8441.t1
OG0009919	FGIG_10897	FhHiC23_g8443.t1, FhHiC23_g8443.t2
OG0009920	FGIG_05592	FhHiC23_g16409.t1
OG0009921	FGIG_05626	FhHiC23_g11346.t1
OG0009922	FGIG_12454	FhHiC23_g13185.t1, FhHiC23_g13185.t2
OG0009922	FGIG_05648	FhHiC23_g13183.t1
OG0009923	FGIG_11702, FGIG_05649, FGIG_07439	FhHiC23_g13124.t1, FhHiC23_g13125.t1
OG0009924	FGIG_05653	FhHiC23_g11615.t1
OG0009925	FGIG_05737	FhHiC23_g11140.t1, FhHiC23_g11140.t2
OG0009926	FGIG_05767	FhHiC23_g16513.t1, FhHiC23_g16513.t2
OG0009927	FGIG_05811	FhHiC23_g822.t1
OG0009928	FGIG_05860	FhHiC23_g4133.t1, FhHiC23_g4133.t2
OG0009929	FGIG_05970	FhHiC23_g15012.t1, FhHiC23_g15012.t2, FhHiC23_g15012.t3
OG0009930	FGIG_06065, FGIG_08370	FhHiC23_g668.t1, FhHiC23_g666.t1, FhHiC23_g667.t1
OG0009931	FGIG_06123, FGIG_06124	FhHiC23_g13498.t1
OG0009932	FGIG_11238	FhHiC23_g13934.t1
OG0009932	FGIG_06190	FhHiC23_g13934.t2
OG0009933	FGIG_06215	FhHiC23_g3270.t1
OG0009935	FGIG_06333	FhHiC23_g462.t1, FhHiC23_g1596.t1, FhHiC23_g16477.t1
OG0009936	FGIG_06376	FhHiC23_g15051.t1
OG0009938	FGIG_06476	FhHiC23_g4192.t1, FhHiC23_g4193.t1
OG0009939	FGIG_06493	FhHiC23_g3739.t1, FhHiC23_g3739.t2, FhHiC23_g3739.t3, FhHiC23_g3739.t4
OG0009940	FGIG_06555	FhHiC23_g11207.t1
OG0009941	FGIG_08207	FhHiC23_g7318.t3
OG0009941	FGIG_06591	FhHiC23_g7318.t2, FhHiC23_g7318.t1
OG0009942	FGIG_06614	FhHiC23_g5800.t1, FhHiC23_g5800.t2
OG0009943	FGIG_06653	FhHiC23_g2812.t2, FhHiC23_g2812.t1
OG0009944	FGIG_06661	FhHiC23_g12786.t1
OG0009944	FGIG_06659	FhHiC23_g12785.t1, FhHiC23_g12788.t1
OG0009945	FGIG_06793	FhHiC23_g4139.t1, FhHiC23_g4139.t3, FhHiC23_g4139.t2
OG0009946	FGIG_06867	FhHiC23_g54.t1, FhHiC23_g54.t2
OG0009947	FGIG_06949	FhHiC23_g7865.t1, FhHiC23_g7864.t2, FhHiC23_g7864.t1
OG0009948	FGIG_07167	FhHiC23_g1141.t1, FhHiC23_g1141.t2
OG0009949	FGIG_07275	FhHiC23_g10246.t1
OG0009951	FGIG_07463	FhHiC23_g2152.t1
OG0009952	FGIG_07466	FhHiC23_g4069.t1
OG0009953	FGIG_07501	FhHiC23_g6001.t1, FhHiC23_g6000.t1
OG0009954	FGIG_07517	FhHiC23_g16611.t1, FhHiC23_g16616.t3, FhHiC23_g16616.t1, FhHiC23_g16616.t2
OG0009955	FGIG_07586	FhHiC23_g6912.t1, FhHiC23_g6913.t1, FhHiC23_g6913.t2
OG0009956	FGIG_07636	FhHiC23_g11300.t1, FhHiC23_g11300.t2, FhHiC23_g11300.t3
OG0009957	FGIG_07716	FhHiC23_g15480.t1
OG0009959	FGIG_07859	FhHiC23_g9967.t3, FhHiC23_g9967.t2, FhHiC23_g9967.t1
OG0009960	FGIG_07894	FhHiC23_g880.t1
OG0009961	FGIG_08230, FGIG_07968, FGIG_10350	FhHiC23_g11148.t1
OG0009962	FGIG_07999	FhHiC23_g5555.t1, FhHiC23_g5554.t1
OG0009963	FGIG_08051, FGIG_08661	FhHiC23_g3702.t1
OG0009965	FGIG_08161	FhHiC23_g7209.t1
OG0009966	FGIG_08176	FhHiC23_g16579.t2
OG0009966	FGIG_08178	FhHiC23_g16579.t3, FhHiC23_g16579.t1
OG0009968	FGIG_08188	FhHiC23_g358.t1
OG0009969	FGIG_08254	FhHiC23_g560.t1
OG0009970	FGIG_08256	FhHiC23_g7465.t1
OG0009971	FGIG_08322	FhHiC23_g10410.t1
OG0009972	FGIG_08381, FGIG_12240	FhHiC23_g10343.t1, FhHiC23_g10715.t1, FhHiC23_g10715.t2
OG0009974	FGIG_08420	FhHiC23_g4394.t1
OG0009975	FGIG_12622, FGIG_08449	FhHiC23_g1121.t1
OG0009976	FGIG_08466	FhHiC23_g7190.t1
OG0009977	FGIG_08486	FhHiC23_g2249.t1
OG0009978	FGIG_08562	FhHiC23_g731.t2, FhHiC23_g731.t1, FhHiC23_g731.t3, FhHiC23_g731.t4
OG0009979	FGIG_08658	FhHiC23_g8434.t1
OG0009980	FGIG_08682	FhHiC23_g5481.t3
OG0009981	FGIG_08697	FhHiC23_g7407.t1, FhHiC23_g7408.t1, FhHiC23_g7406.t1, FhHiC23_g7409.t1
OG0009982	FGIG_08743	FhHiC23_g14363.t1
OG0009984	FGIG_08895	FhHiC23_g10128.t1, FhHiC23_g10128.t2
OG0009985	FGIG_09081	FhHiC23_g11047.t1
OG0009986	FGIG_09130	FhHiC23_g14665.t1
OG0009987	FGIG_09150	FhHiC23_g9247.t2, FhHiC23_g9247.t1, FhHiC23_g9247.t3, FhHiC23_g9247.t4
OG0009988	FGIG_09420	FhHiC23_g13631.t1, FhHiC23_g13631.t2, FhHiC23_g13631.t3
OG0009989	FGIG_09423	FhHiC23_g13392.t1
OG0009990	FGIG_09530	FhHiC23_g5479.t1, FhHiC23_g5480.t1, FhHiC23_g5479.t2
OG0009991	FGIG_09746	FhHiC23_g4926.t1
OG0009992	FGIG_09914	FhHiC23_g16437.t2, FhHiC23_g16437.t1
OG0009994	FGIG_10115	FhHiC23_g9063.t1
OG0009995	FGIG_10138	FhHiC23_g9414.t1
OG0009996	FGIG_10185	FhHiC23_g13572.t1
OG0009997	FGIG_10293, FGIG_12566	FhHiC23_g414.t1
OG0009997	FGIG_10294	FhHiC23_g414.t2
OG0009998	FGIG_10479	FhHiC23_g15171.t1
OG0009999	FGIG_10481	FhHiC23_g15169.t1
OG0010000	FGIG_10545	FhHiC23_g1219.t1
OG0010001	FGIG_10799	FhHiC23_g15891.t2, FhHiC23_g15891.t1, FhHiC23_g15891.t3
OG0010002	FGIG_10868	FhHiC23_g7421.t2
OG0010003	FGIG_10966	FhHiC23_g4681.t1
OG0010005	FGIG_11144	FhHiC23_g11670.t1, FhHiC23_g11670.t2, FhHiC23_g11669.t1
OG0010006	FGIG_11154, FGIG_11529	FhHiC23_g4462.t1, FhHiC23_g4462.t2, FhHiC23_g4462.t3
OG0010007	FGIG_11356	FhHiC23_g14832.t1
OG0010009	FGIG_11500	FhHiC23_g4862.t1
OG0010010	FGIG_11507	FhHiC23_g10966.t1, FhHiC23_g10966.t2, FhHiC23_g10966.t3
OG0010011	FGIG_11536, FGIG_11535	FhHiC23_g16072.t1
OG0010012	FGIG_11620, FGIG_11621	FhHiC23_g15041.t1, FhHiC23_g15042.t1, FhHiC23_g15043.t1
OG0010013	FGIG_11661	FhHiC23_g14572.t4, FhHiC23_g14572.t2, FhHiC23_g14572.t1, FhHiC23_g14572.t3
OG0010014	FGIG_11770	FhHiC23_g10124.t1, FhHiC23_g10125.t1, FhHiC23_g7375.t1, FhHiC23_g7375.t2
OG0010015	FGIG_11899	FhHiC23_g4989.t1, FhHiC23_g9035.t1, FhHiC23_g9958.t1, FhHiC23_g9958.t2
OG0010016	FGIG_11947	FhHiC23_g12390.t2, FhHiC23_g12390.t1
OG0010017	FGIG_11998	FhHiC23_g12380.t1
OG0010019	FGIG_12412	FhHiC23_g9496.t2, FhHiC23_g2570.t1
OG0010464	FGIG_00012	FhHiC23_g5853.t3, FhHiC23_g5853.t1, FhHiC23_g5853.t2
OG0010465	FGIG_00062	FhHiC23_g7546.t1
OG0010465	FGIG_07003	FhHiC23_g516.t1
OG0010466	FGIG_00128	FhHiC23_g9201.t1, FhHiC23_g9204.t1
OG0010467	FGIG_00140	FhHiC23_g10091.t1
OG0010468	FGIG_00217	FhHiC23_g15448.t2, FhHiC23_g10449.t1
OG0010469	FGIG_00277	FhHiC23_g11762.t1
OG0010470	FGIG_00413	FhHiC23_g5232.t1, FhHiC23_g5232.t2
OG0010471	FGIG_00453	FhHiC23_g6892.t1
OG0010472	FGIG_00490	FhHiC23_g6027.t1
OG0010473	FGIG_00512	FhHiC23_g14607.t1
OG0010474	FGIG_00544, FGIG_00545	FhHiC23_g4200.t1
OG0010475	FGIG_00639	FhHiC23_g14352.t1
OG0010476	FGIG_00660	FhHiC23_g2367.t3, FhHiC23_g2367.t1, FhHiC23_g2367.t2
OG0010477	FGIG_07644, FGIG_00684, FGIG_05893	FhHiC23_g12074.t1
OG0010478	FGIG_00709	FhHiC23_g10111.t1
OG0010479	FGIG_00880	FhHiC23_g6580.t2
OG0010479	FGIG_00879	FhHiC23_g6580.t1
OG0010480	FGIG_03769, FGIG_00883, FGIG_01186	FhHiC23_g7772.t1
OG0010481	FGIG_00935, FGIG_10237	FhHiC23_g12137.t1
OG0010482	FGIG_00976	FhHiC23_g5815.t1
OG0010483	FGIG_00992	FhHiC23_g12088.t5, FhHiC23_g12088.t2, FhHiC23_g12088.t3
OG0010484	FGIG_01064	FhHiC23_g7995.t1
OG0010485	FGIG_01076	FhHiC23_g2325.t1
OG0010485	FGIG_01075	FhHiC23_g2325.t2
OG0010487	FGIG_04207, FGIG_01122, FGIG_01123	FhHiC23_g5996.t1
OG0010488	FGIG_01199	FhHiC23_g15876.t2, FhHiC23_g15876.t1
OG0010489	FGIG_09221, FGIG_01208	FhHiC23_g14657.t1
OG0010490	FGIG_01265	FhHiC23_g4859.t1
OG0010491	FGIG_01321	FhHiC23_g3433.t1
OG0010492	FGIG_01353	FhHiC23_g9293.t2, FhHiC23_g9293.t1
OG0010493	FGIG_01371, FGIG_02295	FhHiC23_g5752.t1, FhHiC23_g5752.t2
OG0010494	FGIG_01479	FhHiC23_g614.t1, FhHiC23_g614.t2
OG0010495	FGIG_01529	FhHiC23_g14780.t1, FhHiC23_g14780.t2, FhHiC23_g14780.t3
OG0010497	FGIG_01615, FGIG_10375	FhHiC23_g8956.t1, FhHiC23_g8957.t1
OG0010498	FGIG_01633	FhHiC23_g6202.t1
OG0010499	FGIG_01657	FhHiC23_g14127.t2, FhHiC23_g14133.t1, FhHiC23_g14134.t2
OG0010500	FGIG_01679	FhHiC23_g12897.t1, FhHiC23_g12897.t2
OG0010501	FGIG_01734	FhHiC23_g6253.t3, FhHiC23_g6253.t1, FhHiC23_g6253.t2
OG0010502	FGIG_01775	FhHiC23_g5417.t1
OG0010503	FGIG_01821	FhHiC23_g12888.t1
OG0010503	FGIG_01820	FhHiC23_g12887.t1
OG0010504	FGIG_01835	FhHiC23_g16042.t1
OG0010504	FGIG_04069	FhHiC23_g532.t1
OG0010505	FGIG_01840	FhHiC23_g7978.t1
OG0010506	FGIG_01849	FhHiC23_g14616.t1
OG0010507	FGIG_01948	FhHiC23_g7026.t1
OG0010508	FGIG_01987	FhHiC23_g2362.t1
OG0010510	FGIG_02999, FGIG_02025	FhHiC23_g13281.t1
OG0010511	FGIG_02029, FGIG_02030	FhHiC23_g16022.t1, FhHiC23_g16022.t2
OG0010512	FGIG_02034	FhHiC23_g4388.t1, FhHiC23_g4389.t1, FhHiC23_g4389.t2
OG0010513	FGIG_02095	FhHiC23_g2470.t2, FhHiC23_g2470.t1, FhHiC23_g2470.t3
OG0010514	FGIG_02174	FhHiC23_g9441.t1
OG0010514	FGIG_08235	FhHiC23_g12816.t1
OG0010515	FGIG_10769	FhHiC23_g16685.t1
OG0010515	FGIG_02251	FhHiC23_g16686.t1
OG0010516	FGIG_05490, FGIG_02252, FGIG_07864	FhHiC23_g8569.t1
OG0010517	FGIG_05148	FhHiC23_g15752.t1
OG0010517	FGIG_02290	FhHiC23_g15748.t1
OG0010518	FGIG_02343	FhHiC23_g10041.t1
OG0010519	FGIG_02424	FhHiC23_g7767.t1, FhHiC23_g7766.t1, FhHiC23_g7766.t2
OG0010520	FGIG_02443	FhHiC23_g3602.t2, FhHiC23_g3602.t1, FhHiC23_g3602.t3
OG0010521	FGIG_02483	FhHiC23_g1116.t3, FhHiC23_g1116.t1, FhHiC23_g1116.t2
OG0010522	FGIG_02564, FGIG_06885	FhHiC23_g9410.t1
OG0010523	FGIG_02593, FGIG_02592	FhHiC23_g11877.t1
OG0010524	FGIG_02608	FhHiC23_g2687.t2, FhHiC23_g2687.t1
OG0010525	FGIG_02626	FhHiC23_g13616.t1
OG0010526	FGIG_02636	FhHiC23_g12923.t1, FhHiC23_g12923.t2
OG0010527	FGIG_02665	FhHiC23_g2597.t1
OG0010528	FGIG_02722	FhHiC23_g754.t1
OG0010530	FGIG_02794	FhHiC23_g15537.t1
OG0010531	FGIG_02837	FhHiC23_g2556.t1
OG0010532	FGIG_02851	FhHiC23_g6603.t1
OG0010533	FGIG_02887, FGIG_02888	FhHiC23_g16540.t1
OG0010534	FGIG_02949	FhHiC23_g15053.t1
OG0010535	FGIG_03018, FGIG_09571	FhHiC23_g3095.t1, FhHiC23_g3096.t1
OG0010537	FGIG_03084, FGIG_11753	FhHiC23_g15897.t1, FhHiC23_g15899.t1
OG0010539	FGIG_03297	FhHiC23_g16565.t1
OG0010540	FGIG_03364	FhHiC23_g8028.t1
OG0010541	FGIG_12399	FhHiC23_g14994.t1
OG0010541	FGIG_03376	FhHiC23_g14994.t2
OG0010542	FGIG_03433	FhHiC23_g9530.t2, FhHiC23_g9529.t1, FhHiC23_g9530.t1
OG0010543	FGIG_03451	FhHiC23_g12529.t1
OG0010544	FGIG_03469	FhHiC23_g7674.t1, FhHiC23_g14357.t1, FhHiC23_g14362.t1
