Orthogroup	fasciola_gigantica	schistosoma_rodhaini
OG0006152	FGIG_11474	SRDH2_93530.1
OG0006153	FGIG_11530	SRDH2_61980.1
OG0006154	FGIG_11547	SRDH2_89060.1, SRDH2_89060.3, SRDH2_89060.2
OG0006155	FGIG_11830	SRDH2_20330.1
OG0006156	FGIG_11874	SRDH2_78750.1
OG0006157	FGIG_11878	SRDH2_45360.1
OG0006158	FGIG_11954	SRDH2_21380.1
OG0006159	FGIG_12040	SRDH2_23960.1
OG0006160	FGIG_12105	SRDH2_17030.1, SRDH2_17030.2, SRDH2_17030.3
OG0006161	FGIG_12166	SRDH2_88010.1
OG0006162	FGIG_12313	SRDH2_19390.1, SRDH2_19390.2, SRDH2_19390.3, SRDH2_19390.4
OG0006163	FGIG_12372	SRDH2_1670.1
OG0006164	FGIG_12474	SRDH2_440.1
OG0006166	FGIG_12529	SRDH2_48200.1
OG0006168	FGIG_12633	SRDH2_92350.2, SRDH2_92350.3, SRDH2_92350.4, SRDH2_92350.1
OG0006225	FGIG_00026	SRDH2_69420.2, SRDH2_69420.3, SRDH2_69420.1
OG0006226	FGIG_00055, FGIG_06305	SRDH2_10560.1
OG0006227	FGIG_00060	SRDH2_12110.1
OG0006228	FGIG_00068	SRDH2_26770.1
OG0006229	FGIG_00075	SRDH2_16310.1
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	SRDH2_96640.1
OG0006231	FGIG_00166	SRDH2_40880.1
OG0006233	FGIG_00324	SRDH2_44570.1
OG0006234	FGIG_00325	SRDH2_13290.1
OG0006235	FGIG_00406, FGIG_00424, FGIG_00421	SRDH2_26110.1
OG0006236	FGIG_00448	SRDH2_71110.1
OG0006237	FGIG_00450	SRDH2_40440.1
OG0006239	FGIG_00474	SRDH2_79110.1
OG0006240	FGIG_00494, FGIG_00495	SRDH2_85450.1
OG0006241	FGIG_00551	SRDH2_57320.1
OG0006242	FGIG_12664, FGIG_00622	SRDH2_15560.2, SRDH2_15560.3, SRDH2_15560.1, SRDH2_15560.4
OG0006243	FGIG_00637	SRDH2_44340.1, SRDH2_44340.2, SRDH2_44340.3
OG0006244	FGIG_00766	SRDH2_70740.1
OG0006245	FGIG_00777, FGIG_00776	SRDH2_56300.1
OG0006246	FGIG_00799	SRDH2_83200.2, SRDH2_83200.1
OG0006247	FGIG_00862	SRDH2_93640.1
OG0006248	FGIG_00890	SRDH2_93800.1
OG0006249	FGIG_00933	SRDH2_46850.1
OG0006250	FGIG_00958	SRDH2_34960.2, SRDH2_34960.1
OG0006251	FGIG_01056	SRDH2_16830.1
OG0006252	FGIG_01080	SRDH2_32160.1, SRDH2_32160.2
OG0006253	FGIG_09181, FGIG_01105	SRDH2_93380.1
OG0006254	FGIG_01121	SRDH2_2300.1
OG0006255	FGIG_01124	SRDH2_33460.1
OG0006256	FGIG_01136	SRDH2_40070.1
OG0006257	FGIG_04631, FGIG_01141	SRDH2_97170.1
OG0006258	FGIG_01246	SRDH2_69140.1
OG0006259	FGIG_01260, FGIG_01261	SRDH2_93460.1
OG0006260	FGIG_01269	SRDH2_24310.1
OG0006261	FGIG_01386, FGIG_01385	SRDH2_78500.1, SRDH2_78500.2
OG0006262	FGIG_01406	SRDH2_70600.1
OG0006263	FGIG_01444, FGIG_06726	SRDH2_86480.1
OG0006264	FGIG_01450	SRDH2_79620.1
OG0006265	FGIG_01474	SRDH2_23410.1, SRDH2_23410.2
OG0006266	FGIG_01521, FGIG_01522	SRDH2_51670.1
OG0006267	FGIG_01531	SRDH2_40970.1, SRDH2_40970.2
OG0006268	FGIG_01654	SRDH2_86570.1
OG0006269	FGIG_01663	SRDH2_49090.1
OG0006270	FGIG_01788	SRDH2_16850.1, SRDH2_16850.2, SRDH2_16850.3
OG0006271	FGIG_01813	SRDH2_19860.1
OG0006272	FGIG_01877	SRDH2_9970.1
OG0006273	FGIG_01880	SRDH2_44700.1, SRDH2_44700.2, SRDH2_44700.4, SRDH2_44700.3
OG0006274	FGIG_01909	SRDH2_45690.1
OG0006275	FGIG_02097	SRDH2_82550.1, SRDH2_82550.2, SRDH2_82550.3, SRDH2_82550.4
OG0006276	FGIG_02118	SRDH2_88430.1
OG0006277	FGIG_02172	SRDH2_44360.1
OG0006278	FGIG_02173	SRDH2_87400.1
OG0006279	FGIG_02204	SRDH2_40270.1
OG0006280	FGIG_02259	SRDH2_13820.1
OG0006281	FGIG_02319	SRDH2_36220.1
OG0006282	FGIG_02396	SRDH2_79720.2, SRDH2_79720.1, SRDH2_79720.3, SRDH2_79720.4
OG0006283	FGIG_02470	SRDH2_41790.1
OG0006284	FGIG_02617, FGIG_12218	SRDH2_73380.1
OG0006285	FGIG_02631	SRDH2_55180.1
OG0006286	FGIG_02651	SRDH2_64160.1
OG0006287	FGIG_02696	SRDH2_75670.1
OG0006288	FGIG_02732, FGIG_02733	SRDH2_75820.1
OG0006289	FGIG_02774	SRDH2_79570.1, SRDH2_79570.2
OG0006290	FGIG_02808	SRDH2_67070.1
OG0006291	FGIG_02861	SRDH2_63270.1
OG0006292	FGIG_02864	SRDH2_70100.1
OG0006293	FGIG_02873	SRDH2_99400.1
OG0006294	FGIG_02897, FGIG_12580	SRDH2_24930.1
OG0006295	FGIG_02916	SRDH2_98360.1
OG0006296	FGIG_12568, FGIG_02930	SRDH2_41130.1
OG0006297	FGIG_02936, FGIG_02935	SRDH2_27110.1
OG0006298	FGIG_02955	SRDH2_390.1, SRDH2_390.2, SRDH2_390.3, SRDH2_390.4
OG0006299	FGIG_03008	SRDH2_2330.2, SRDH2_2330.1, SRDH2_2330.3, SRDH2_2330.4
OG0006300	FGIG_03043	SRDH2_9600.1
OG0006301	FGIG_03060	SRDH2_7460.1
OG0006302	FGIG_03099	SRDH2_55510.1
OG0006303	FGIG_03117	SRDH2_1520.1
OG0006304	FGIG_03123	SRDH2_49950.1
OG0006305	FGIG_03126	SRDH2_70170.2, SRDH2_70170.3, SRDH2_70170.1
OG0006306	FGIG_03193, FGIG_08482	SRDH2_17970.1, SRDH2_17970.2
OG0006307	FGIG_03350	SRDH2_32950.1
OG0006308	FGIG_03514	SRDH2_72500.1
OG0006309	FGIG_03636	SRDH2_80670.1
OG0006310	FGIG_03648	SRDH2_6720.1
OG0006311	FGIG_03661	SRDH2_91590.1, SRDH2_91590.2
OG0006312	FGIG_03684	SRDH2_79470.1
OG0006313	FGIG_03696	SRDH2_77850.1
OG0006314	FGIG_03713	SRDH2_75030.1
OG0006315	FGIG_03720	SRDH2_96050.1
OG0006316	FGIG_03811, FGIG_03812	SRDH2_70120.1
OG0006317	FGIG_03875	SRDH2_50780.1
OG0006318	FGIG_03888	SRDH2_51040.1
OG0006319	FGIG_03907, FGIG_03908, FGIG_03906	SRDH2_92370.1
OG0006320	FGIG_03957	SRDH2_31390.1
OG0006321	FGIG_04040	SRDH2_970.1
OG0006322	FGIG_04082	SRDH2_57470.1
OG0006323	FGIG_04136	SRDH2_35910.1
OG0006324	FGIG_04163	SRDH2_20850.1
OG0006325	FGIG_04216	SRDH2_5810.1, SRDH2_5810.2, SRDH2_5810.3
OG0006326	FGIG_04422, FGIG_04423, FGIG_08169	SRDH2_99250.1
OG0006327	FGIG_04492, FGIG_04491	SRDH2_25290.1
OG0006328	FGIG_04497	SRDH2_58590.1, SRDH2_58590.2, SRDH2_58590.3
OG0006329	FGIG_04500	SRDH2_69190.1, SRDH2_69200.1
OG0006330	FGIG_04553	SRDH2_91900.1
OG0006331	FGIG_04577	SRDH2_61110.1, SRDH2_61110.2
OG0006332	FGIG_04582	SRDH2_45670.1
OG0006333	FGIG_04670	SRDH2_61730.1, SRDH2_61730.2
OG0006334	FGIG_04684	SRDH2_84990.1
OG0006335	FGIG_04751	SRDH2_98310.1
OG0006336	FGIG_04777	SRDH2_22230.1
OG0006338	FGIG_04804	SRDH2_21570.1
OG0006339	FGIG_04931	SRDH2_33130.1
OG0006340	FGIG_04957, FGIG_05164	SRDH2_43960.1
OG0006341	FGIG_05004	SRDH2_54310.1
OG0006342	FGIG_05037, FGIG_05036, FGIG_05038	SRDH2_86810.1
OG0006343	FGIG_05060, FGIG_05091	SRDH2_62580.1
OG0006344	FGIG_05103	SRDH2_26390.1
OG0006345	FGIG_05236	SRDH2_74770.1
OG0006346	FGIG_05271	SRDH2_92260.1
OG0006347	FGIG_05292	SRDH2_28070.1, SRDH2_28070.2
OG0006348	FGIG_05327	SRDH2_45620.1
OG0006349	FGIG_05354, FGIG_05355	SRDH2_8730.1
OG0006350	FGIG_05372, FGIG_05373	SRDH2_37780.1
OG0006351	FGIG_05380	SRDH2_78990.1
OG0006353	FGIG_05427	SRDH2_71610.1
OG0006354	FGIG_05431	SRDH2_74030.1
OG0006355	FGIG_05443	SRDH2_52350.1
OG0006356	FGIG_05477	SRDH2_81340.1
OG0006357	FGIG_05499	SRDH2_86140.1, SRDH2_86140.2
OG0006358	FGIG_05606	SRDH2_16530.5, SRDH2_16530.2, SRDH2_16530.4, SRDH2_16530.1
OG0006359	FGIG_05685, FGIG_05684	SRDH2_52010.1
OG0006360	FGIG_05687	SRDH2_96280.1
OG0006361	FGIG_05695	SRDH2_55490.1, SRDH2_55490.2
OG0006362	FGIG_05758	SRDH2_20360.1
OG0006363	FGIG_05842	SRDH2_13660.1
OG0006364	FGIG_05846	SRDH2_84920.1
OG0006365	FGIG_05854	SRDH2_23240.1
OG0006366	FGIG_05942	SRDH2_53370.1
OG0006367	FGIG_06038	SRDH2_71510.1
OG0006368	FGIG_06056	SRDH2_65240.1
OG0006369	FGIG_06074	SRDH2_87940.1
OG0006370	FGIG_06179	SRDH2_74450.1
OG0006371	FGIG_06220	SRDH2_83190.1
OG0006372	FGIG_06257	SRDH2_41410.1
OG0006373	FGIG_06266	SRDH2_80540.1, SRDH2_80540.2, SRDH2_80540.3
OG0006374	FGIG_06368	SRDH2_51830.1
OG0006375	FGIG_06379	SRDH2_21630.1
OG0006376	FGIG_12584, FGIG_06425	SRDH2_90270.3, SRDH2_90270.2, SRDH2_90270.1
OG0006377	FGIG_06440	SRDH2_63080.1
OG0006378	FGIG_06445, FGIG_06444	SRDH2_54730.1
OG0006379	FGIG_06453	SRDH2_88980.1
OG0006380	FGIG_06551	SRDH2_91720.1, SRDH2_91720.3, SRDH2_91720.2
OG0006381	FGIG_06561	SRDH2_77090.1
OG0006382	FGIG_06574	SRDH2_87570.1
OG0006383	FGIG_06621	SRDH2_83530.1
OG0006384	FGIG_06626	SRDH2_61150.1
OG0006385	FGIG_06657	SRDH2_18220.1
OG0006386	FGIG_06699	SRDH2_58050.1, SRDH2_58050.2, SRDH2_58050.3
OG0006387	FGIG_06734, FGIG_12424	SRDH2_80300.1
OG0006388	FGIG_06755	SRDH2_61230.1
OG0006389	FGIG_06771	SRDH2_87410.1
OG0006390	FGIG_06827	SRDH2_66250.1, SRDH2_66250.2
OG0006392	FGIG_10067, FGIG_06830	SRDH2_99450.1
OG0006393	FGIG_06928	SRDH2_70680.1
OG0006394	FGIG_06942	SRDH2_48860.1
OG0006395	FGIG_06992	SRDH2_102610.1
OG0006396	FGIG_06995	SRDH2_20990.1
OG0006397	FGIG_07001	SRDH2_80760.7, SRDH2_80760.8, SRDH2_80810.1
OG0006398	FGIG_07086	SRDH2_6080.1
OG0006399	FGIG_07120	SRDH2_14770.1
OG0006400	FGIG_07283	SRDH2_77180.1, SRDH2_77180.2
OG0006401	FGIG_07310	SRDH2_47920.1
OG0006402	FGIG_07313	SRDH2_26230.1
OG0006403	FGIG_07437	SRDH2_510.1, SRDH2_510.3, SRDH2_510.2
OG0006404	FGIG_07473	SRDH2_35600.1
OG0006405	FGIG_07477	SRDH2_51090.1
OG0006406	FGIG_07578	SRDH2_53450.1
OG0006407	FGIG_07582	SRDH2_19890.1
OG0006408	FGIG_07627	SRDH2_77930.1
OG0006409	FGIG_07688	SRDH2_54180.1
OG0006410	FGIG_07709	SRDH2_910.1
OG0006411	FGIG_07733	SRDH2_1950.1, SRDH2_1950.2
OG0006412	FGIG_07743, FGIG_07742	SRDH2_18000.1
OG0006413	FGIG_07840	SRDH2_93770.1
OG0006414	FGIG_07937	SRDH2_89120.1
OG0006415	FGIG_08006	SRDH2_24850.1
OG0006416	FGIG_08033	SRDH2_62070.1
OG0006417	FGIG_08055	SRDH2_50870.1
OG0006418	FGIG_08067	SRDH2_9140.1
OG0006419	FGIG_08105	SRDH2_28460.1
OG0006420	FGIG_08164	SRDH2_65350.1, SRDH2_65350.2, SRDH2_65350.3
OG0006421	FGIG_08200	SRDH2_5680.2, SRDH2_5680.1, SRDH2_5680.3
OG0006422	FGIG_08202	SRDH2_92470.1
OG0006423	FGIG_08206, FGIG_10667	SRDH2_84930.1
OG0006424	FGIG_08208	SRDH2_50960.1
OG0006425	FGIG_08311	SRDH2_80600.1
OG0006426	FGIG_08358	SRDH2_20830.1
OG0006427	FGIG_08359	SRDH2_34970.1
OG0006428	FGIG_08397	SRDH2_370.1
OG0006429	FGIG_08439	SRDH2_11330.1
OG0006430	FGIG_08457	SRDH2_3300.1
OG0006431	FGIG_08615	SRDH2_93960.1
OG0006432	FGIG_08656	SRDH2_81030.1, SRDH2_81030.2
OG0006433	FGIG_08752	SRDH2_43170.1
OG0006434	FGIG_08760	SRDH2_96540.1
OG0006435	FGIG_08771	SRDH2_83580.1
OG0006436	FGIG_08796	SRDH2_70790.1
OG0006437	FGIG_08799	SRDH2_94330.1
OG0006438	FGIG_08851	SRDH2_78610.1, SRDH2_78610.2, SRDH2_78610.4, SRDH2_78610.3
OG0006439	FGIG_08865	SRDH2_12580.1
OG0006440	FGIG_08876	SRDH2_51750.1
OG0006441	FGIG_08947	SRDH2_99180.1
OG0006442	FGIG_08983	SRDH2_32540.1, SRDH2_32540.2, SRDH2_32540.3
OG0006443	FGIG_09051	SRDH2_20170.1
OG0006444	FGIG_09053	SRDH2_93730.1, SRDH2_93730.2, SRDH2_93730.3
OG0006445	FGIG_09103	SRDH2_72340.1
OG0006446	FGIG_09224	SRDH2_53960.1
OG0006447	FGIG_09286	SRDH2_89860.2, SRDH2_89860.3, SRDH2_89860.1
OG0006449	FGIG_09359	SRDH2_36780.1
OG0006450	FGIG_09392	SRDH2_2780.1
OG0006451	FGIG_09470	SRDH2_74500.1
OG0006452	FGIG_09553	SRDH2_57930.1, SRDH2_57930.2, SRDH2_57930.3
OG0006453	FGIG_09566	SRDH2_70750.1
OG0006454	FGIG_09585	SRDH2_9980.1
OG0006455	FGIG_09741	SRDH2_51590.1
OG0006456	FGIG_09749	SRDH2_1730.1
OG0006457	FGIG_09819	SRDH2_55450.1, SRDH2_55450.2
OG0006458	FGIG_09840	SRDH2_69650.1
OG0006459	FGIG_09859	SRDH2_57270.1
OG0006460	FGIG_09902	SRDH2_65890.1
OG0006461	FGIG_09992	SRDH2_88880.1
OG0006462	FGIG_10029	SRDH2_51480.1
OG0006463	FGIG_10092	SRDH2_63780.1
OG0006464	FGIG_10128	SRDH2_22610.1
OG0006465	FGIG_11121, FGIG_10158	SRDH2_79320.1
OG0006466	FGIG_10266	SRDH2_90850.1
OG0006467	FGIG_10308	SRDH2_10900.1
OG0006468	FGIG_10393	SRDH2_42920.1
OG0006469	FGIG_10433	SRDH2_15400.1
OG0006470	FGIG_10447	SRDH2_60110.1
OG0006471	FGIG_10483	SRDH2_86080.1
OG0006472	FGIG_10666	SRDH2_86050.1
OG0006473	FGIG_10705	SRDH2_63620.1, SRDH2_63620.2, SRDH2_63620.3
OG0006474	FGIG_10869	SRDH2_66600.1, SRDH2_66600.2
OG0006475	FGIG_10891	SRDH2_12660.1, SRDH2_12660.2
OG0006476	FGIG_11046	SRDH2_3250.1
OG0006477	FGIG_11156, FGIG_11891	SRDH2_28040.1
OG0006478	FGIG_11160	SRDH2_7740.1, SRDH2_7740.2
OG0006479	FGIG_11625, FGIG_11182	SRDH2_43500.1
OG0006480	FGIG_11325	SRDH2_22410.1, SRDH2_22410.2
OG0006481	FGIG_11497, FGIG_11646	SRDH2_69030.1
OG0006482	FGIG_11570, FGIG_14000	SRDH2_20100.1, SRDH2_20100.3, SRDH2_20100.2, SRDH2_20100.4
OG0006483	FGIG_11611	SRDH2_61950.1
OG0006484	FGIG_11727	SRDH2_71670.1
OG0006485	FGIG_11740	SRDH2_4420.1
OG0006486	FGIG_11752	SRDH2_22400.1
OG0006487	FGIG_11778, FGIG_11777	SRDH2_75340.1
OG0006488	FGIG_11860	SRDH2_16750.1, SRDH2_16750.2
OG0006489	FGIG_11976	SRDH2_11520.1
OG0006490	FGIG_12128	SRDH2_8020.1, SRDH2_8020.2, SRDH2_7930.1
OG0006491	FGIG_12211	SRDH2_87860.1, SRDH2_87860.2
OG0006492	FGIG_12231	SRDH2_37030.1
OG0006493	FGIG_12248	SRDH2_23710.1
OG0006495	FGIG_12377	SRDH2_85860.1
OG0006496	FGIG_12617	SRDH2_45480.1
OG0006543	FGIG_00006, FGIG_11678	SRDH2_85440.1
OG0006544	FGIG_00078	SRDH2_99050.1
OG0006545	FGIG_00183	SRDH2_73870.1
OG0006546	FGIG_00243	SRDH2_92460.1
OG0006547	FGIG_00317	SRDH2_48750.1, SRDH2_48750.2
OG0006548	FGIG_04759, FGIG_00371, FGIG_04671	SRDH2_96370.1
OG0006549	FGIG_00449	SRDH2_71100.2, SRDH2_71100.1
OG0006550	FGIG_12407, FGIG_00553	SRDH2_57310.1
OG0006551	FGIG_00601	SRDH2_76600.1
OG0006552	FGIG_00623	SRDH2_15550.1
OG0006553	FGIG_00662	SRDH2_79250.1
OG0006554	FGIG_00767	SRDH2_44080.1
OG0006555	FGIG_00808	SRDH2_95550.1
OG0006556	FGIG_00982	SRDH2_54840.1, SRDH2_54840.2
OG0006557	FGIG_00988	SRDH2_62510.1
OG0006558	FGIG_01077	SRDH2_74650.1
OG0006559	FGIG_01134	SRDH2_5260.1
OG0006561	FGIG_01187	SRDH2_69090.1
OG0006562	FGIG_01192	SRDH2_12690.1, SRDH2_12650.1, SRDH2_12650.2
OG0006563	FGIG_01200	SRDH2_90110.1
OG0006564	FGIG_01264	SRDH2_39170.1
OG0006565	FGIG_08143	SRDH2_17110.1
OG0006566	FGIG_01314	SRDH2_29600.1
OG0006567	FGIG_01360	SRDH2_30630.1
OG0006568	FGIG_01394	SRDH2_21200.1
OG0006569	FGIG_01437	SRDH2_29570.1
OG0006570	FGIG_01459, FGIG_01458	SRDH2_56660.1
OG0006571	FGIG_01508	SRDH2_63440.1
OG0006572	FGIG_01547	SRDH2_47180.1
OG0006573	FGIG_01594	SRDH2_1980.3, SRDH2_1980.2, SRDH2_1980.1
OG0006574	FGIG_01597	SRDH2_69630.1
OG0006575	FGIG_01608	SRDH2_59150.1, SRDH2_59150.2
OG0006576	FGIG_01614	SRDH2_59260.1
OG0006577	FGIG_01753	SRDH2_33330.2, SRDH2_33330.1, SRDH2_33330.3
OG0006578	FGIG_01891	SRDH2_48620.1, SRDH2_48620.2
OG0006579	FGIG_02083	SRDH2_42810.1
OG0006580	FGIG_02087	SRDH2_78570.1
OG0006581	FGIG_02181	SRDH2_27070.1
OG0006582	FGIG_02231	SRDH2_30980.1, SRDH2_30990.1
OG0006583	FGIG_02247	SRDH2_89280.1
OG0006584	FGIG_02271	SRDH2_2550.1
OG0006585	FGIG_02288	SRDH2_18540.1
OG0006586	FGIG_02291	SRDH2_37540.2, SRDH2_37540.1
OG0006588	FGIG_02309	SRDH2_13040.1
OG0006589	FGIG_02349, FGIG_08384	SRDH2_22860.1
OG0006590	FGIG_02351	SRDH2_22840.1
OG0006591	FGIG_02456	SRDH2_73350.1
OG0006592	FGIG_02535	SRDH2_87010.1
OG0006593	FGIG_02570	SRDH2_74950.1
OG0006594	FGIG_02673	SRDH2_54190.1
OG0006595	FGIG_02674	SRDH2_54440.1
OG0006596	FGIG_02752	SRDH2_80720.1
OG0006597	FGIG_02773	SRDH2_79560.1
OG0006598	FGIG_02915	SRDH2_97210.1
OG0006599	FGIG_07064, FGIG_03010	SRDH2_23920.1
OG0006600	FGIG_03034	SRDH2_81080.1, SRDH2_81080.2
OG0006601	FGIG_03122, FGIG_06369	SRDH2_54240.1
OG0006602	FGIG_03176	SRDH2_25540.1
OG0006603	FGIG_03226	SRDH2_95990.1
OG0006604	FGIG_03234	SRDH2_57410.1, SRDH2_57410.2, SRDH2_57410.3
OG0006606	FGIG_03382	SRDH2_72610.1
OG0006607	FGIG_03435	SRDH2_26690.1
OG0006608	FGIG_03438	SRDH2_21260.1
OG0006609	FGIG_03439	SRDH2_89210.1
OG0006610	FGIG_03465	SRDH2_82890.1
OG0006611	FGIG_03478	SRDH2_96380.1
OG0006613	FGIG_03620	SRDH2_57560.1
OG0006614	FGIG_03680	SRDH2_66100.4, SRDH2_66100.2, SRDH2_66100.3, SRDH2_66100.1
OG0006615	FGIG_03718	SRDH2_36080.1
OG0006616	FGIG_03739	SRDH2_74560.1, SRDH2_74560.2, SRDH2_74560.3, SRDH2_74560.4, SRDH2_74560.5
OG0006617	FGIG_03802	SRDH2_71580.1
OG0006618	FGIG_03887	SRDH2_37850.1
OG0006619	FGIG_03900	SRDH2_24550.1
OG0006620	FGIG_03903	SRDH2_2160.1
OG0006621	FGIG_03986	SRDH2_95320.1
OG0006622	FGIG_03995	SRDH2_16870.1
OG0006623	FGIG_04048	SRDH2_69910.1
OG0006624	FGIG_04050	SRDH2_32250.1
OG0006625	FGIG_04051	SRDH2_63330.1
OG0006626	FGIG_04076, FGIG_04074	SRDH2_38080.1
OG0006627	FGIG_04165	SRDH2_58040.1
OG0006628	FGIG_04260	SRDH2_95400.1
OG0006629	FGIG_04332	SRDH2_77480.1, SRDH2_77480.2
OG0006630	FGIG_04399, FGIG_04400	SRDH2_83830.1
OG0006631	FGIG_04415	SRDH2_52320.1
OG0006632	FGIG_04535	SRDH2_39310.1
OG0006633	FGIG_04566	SRDH2_71500.1
OG0006634	FGIG_04588	SRDH2_41200.1
OG0006635	FGIG_04593	SRDH2_7130.1
OG0006636	FGIG_04678	SRDH2_25220.1
OG0006637	FGIG_04744	SRDH2_43530.1
OG0006638	FGIG_04775	SRDH2_7090.1
OG0006639	FGIG_04793	SRDH2_82140.1
OG0006640	FGIG_04800	SRDH2_9320.1
OG0006641	FGIG_04835	SRDH2_77810.1
OG0006642	FGIG_04871	SRDH2_68160.1
OG0006643	FGIG_04972	SRDH2_59840.1, SRDH2_59840.2
OG0006644	FGIG_05056	SRDH2_24980.1
OG0006645	FGIG_05059	SRDH2_62590.1
OG0006646	FGIG_05066	SRDH2_52580.1, SRDH2_52580.2
OG0006647	FGIG_05201	SRDH2_69930.1
OG0006648	FGIG_05316	SRDH2_66700.1
OG0006649	FGIG_05329	SRDH2_73250.1, SRDH2_73250.2
OG0006650	FGIG_05364	SRDH2_48210.1
OG0006651	FGIG_05383	SRDH2_14510.1, SRDH2_14510.2
OG0006652	FGIG_05401	SRDH2_24280.1
OG0006653	FGIG_05476	SRDH2_68030.1
OG0006654	FGIG_05485	SRDH2_69940.1
OG0006655	FGIG_05516	SRDH2_38260.1, SRDH2_38260.2
OG0006656	FGIG_05517	SRDH2_38250.1
OG0006657	FGIG_05522	SRDH2_25720.1
OG0006658	FGIG_05543	SRDH2_79280.1
OG0006659	FGIG_05563	SRDH2_32640.1
OG0006660	FGIG_05584	SRDH2_87780.1
OG0006661	FGIG_05588	SRDH2_73020.1
OG0006662	FGIG_05607	SRDH2_16520.1
OG0006663	FGIG_05679	SRDH2_42250.1, SRDH2_42250.2, SRDH2_42250.3
OG0006664	FGIG_05683	SRDH2_52000.1
OG0006665	FGIG_11353, FGIG_05686	SRDH2_34140.1
OG0006666	FGIG_05750	SRDH2_1400.1
OG0006667	FGIG_05807	SRDH2_6970.1, SRDH2_6970.3, SRDH2_6970.2
OG0006668	FGIG_05813	SRDH2_24960.1
OG0006669	FGIG_05844, FGIG_05843	SRDH2_13670.1
OG0006670	FGIG_05867	SRDH2_74660.1
OG0006671	FGIG_05896	SRDH2_80910.1
OG0006672	FGIG_05931, FGIG_05930	SRDH2_18430.1
OG0006673	FGIG_05954	SRDH2_20680.1, SRDH2_20680.2
OG0006674	FGIG_06216	SRDH2_82090.1
OG0006675	FGIG_06262	SRDH2_21960.1
OG0006676	FGIG_06337	SRDH2_76150.1, SRDH2_76150.2
OG0006677	FGIG_06343	SRDH2_23430.2, SRDH2_23430.1, SRDH2_23430.3, SRDH2_23430.4
OG0006678	FGIG_06370	SRDH2_47690.1
OG0006679	FGIG_06489	SRDH2_36280.1
OG0006680	FGIG_06497	SRDH2_13870.1
OG0006681	FGIG_06517	SRDH2_62460.1
OG0006682	FGIG_06595	SRDH2_86690.1
OG0006683	FGIG_06625	SRDH2_21710.1
OG0006684	FGIG_06654	SRDH2_18720.1
OG0006685	FGIG_06704	SRDH2_35710.1
OG0006686	FGIG_06837	SRDH2_52710.1
OG0006687	FGIG_06850, FGIG_06849	SRDH2_91630.1
OG0006688	FGIG_07177, FGIG_06904	SRDH2_60590.1
OG0006689	FGIG_06952	SRDH2_63160.1, SRDH2_63160.2
OG0006690	FGIG_07017	SRDH2_62470.1
OG0006691	FGIG_07029	SRDH2_78630.1
OG0006692	FGIG_07041	SRDH2_4490.1
OG0006693	FGIG_07063	SRDH2_23930.1
OG0006694	FGIG_07096	SRDH2_80010.1
OG0006695	FGIG_07100	SRDH2_65270.1
OG0006696	FGIG_07128	SRDH2_89390.1
OG0006697	FGIG_07137	SRDH2_31050.1
OG0006698	FGIG_07148	SRDH2_42130.1
OG0006699	FGIG_07152	SRDH2_74540.1
OG0006700	FGIG_07159	SRDH2_39850.1
OG0006701	FGIG_07173	SRDH2_50230.1
OG0006702	FGIG_07212, FGIG_07213	SRDH2_93860.1
OG0006703	FGIG_07292	SRDH2_7810.1
OG0006704	FGIG_07364	SRDH2_32850.1
OG0006705	FGIG_07464	SRDH2_58310.1
OG0006706	FGIG_07610	SRDH2_41170.1
OG0006707	FGIG_07689	SRDH2_30850.1
OG0006708	FGIG_07698	SRDH2_12190.1, SRDH2_12190.2, SRDH2_12190.3, SRDH2_12190.5, SRDH2_12190.4
OG0006709	FGIG_07701	SRDH2_20300.2, SRDH2_20300.1
OG0006710	FGIG_07738	SRDH2_85040.1
OG0006711	FGIG_07756	SRDH2_67150.1
OG0006712	FGIG_07781	SRDH2_86850.1
OG0006713	FGIG_07800	SRDH2_34940.1, SRDH2_34940.2
OG0006714	FGIG_07877	SRDH2_23550.1
OG0006715	FGIG_08001	SRDH2_44110.1
OG0006716	FGIG_08050	SRDH2_46130.1
OG0006717	FGIG_08080, FGIG_09984	SRDH2_93950.1
OG0006718	FGIG_08186	SRDH2_21840.1
OG0006719	FGIG_08275	SRDH2_47010.1
OG0006720	FGIG_08314	SRDH2_27210.1
OG0006721	FGIG_11198, FGIG_08330	SRDH2_14700.1
OG0006722	FGIG_08426	SRDH2_28980.1
OG0006723	FGIG_08448	SRDH2_46140.1
OG0006724	FGIG_08455	SRDH2_3360.1, SRDH2_3360.2
OG0006725	FGIG_08500	SRDH2_63920.1
OG0006726	FGIG_08531	SRDH2_64340.1, SRDH2_64340.2
OG0006727	FGIG_08581	SRDH2_82280.1
OG0006728	FGIG_08639	SRDH2_98270.1
OG0006729	FGIG_08688	SRDH2_98860.1
OG0006730	FGIG_08713	SRDH2_36870.1, SRDH2_36870.2
OG0006731	FGIG_08716	SRDH2_89970.1
OG0006732	FGIG_08900	SRDH2_67980.1
OG0006733	FGIG_08923	SRDH2_10470.1, SRDH2_10480.1
OG0006734	FGIG_08965	SRDH2_94830.1
OG0006735	FGIG_09072	SRDH2_64940.1
OG0006736	FGIG_09092	SRDH2_75330.1
OG0006737	FGIG_09115	SRDH2_2380.2, SRDH2_2380.3, SRDH2_2380.1
