Orthogroup	fasciola_gigantica	schistosoma_margrebowiei
OG0006350	FGIG_05372, FGIG_05373	SMRG1_37280.1
OG0006351	FGIG_05380	SMRG1_77570.1
OG0006352	FGIG_05416	SMRG1_14070.1
OG0006353	FGIG_05427	SMRG1_70350.1
OG0006355	FGIG_05443	SMRG1_51980.1, SMRG1_51980.3, SMRG1_51980.2
OG0006356	FGIG_05477	SMRG1_79800.1
OG0006357	FGIG_05499	SMRG1_84500.1
OG0006358	FGIG_05606	SMRG1_15600.1
OG0006359	FGIG_05685, FGIG_05684	SMRG1_51650.1, SMRG1_51650.2
OG0006360	FGIG_05687	SMRG1_94260.1, SMRG1_94250.1, SMRG1_94250.2
OG0006361	FGIG_05695	SMRG1_55070.1
OG0006362	FGIG_05758	SMRG1_19390.1
OG0006363	FGIG_05842	SMRG1_13730.1
OG0006364	FGIG_05846	SMRG1_83390.1
OG0006365	FGIG_05854	SMRG1_22210.1
OG0006366	FGIG_05942	SMRG1_53260.1
OG0006367	FGIG_06038	SMRG1_70450.1
OG0006368	FGIG_06056	SMRG1_64240.1, SMRG1_64240.2
OG0006369	FGIG_06074	SMRG1_85970.1
OG0006370	FGIG_06179	SMRG1_71960.1
OG0006371	FGIG_06220	SMRG1_81640.1
OG0006372	FGIG_06257	SMRG1_41380.1
OG0006373	FGIG_06266	SMRG1_79070.1, SMRG1_79070.2
OG0006374	FGIG_06368	SMRG1_51470.1
OG0006375	FGIG_06379	SMRG1_20640.1
OG0006376	FGIG_12584, FGIG_06425	SMRG1_88180.1
OG0006377	FGIG_06440	SMRG1_62100.1
OG0006378	FGIG_06445, FGIG_06444	SMRG1_54360.1
OG0006379	FGIG_06453	SMRG1_87230.1
OG0006380	FGIG_06551	SMRG1_89910.1, SMRG1_89910.2, SMRG1_89910.3
OG0006381	FGIG_06561	SMRG1_75820.1
OG0006382	FGIG_06574	SMRG1_86190.1
OG0006383	FGIG_06621	SMRG1_82170.1
OG0006384	FGIG_06626	SMRG1_61230.1, SMRG1_61230.2
OG0006385	FGIG_06657	SMRG1_17270.1
OG0006386	FGIG_06699	SMRG1_57120.1
OG0006387	FGIG_06734, FGIG_12424	SMRG1_78820.1
OG0006388	FGIG_06755	SMRG1_61150.1
OG0006389	FGIG_06771	SMRG1_85440.1
OG0006390	FGIG_06827	SMRG1_66330.1
OG0006391	FGIG_07033, FGIG_06828	SMRG1_66320.1
OG0006392	FGIG_10067, FGIG_06830	SMRG1_97510.1
OG0006393	FGIG_06928	SMRG1_68620.1
OG0006394	FGIG_06942	SMRG1_48700.1
OG0006395	FGIG_06992	SMRG1_13590.1
OG0006396	FGIG_06995	SMRG1_19980.1
OG0006397	FGIG_07001	SMRG1_79320.1
OG0006398	FGIG_07086	SMRG1_5750.1
OG0006399	FGIG_07120	SMRG1_12330.1, SMRG1_12330.2
OG0006400	FGIG_07283	SMRG1_75920.1, SMRG1_75920.2
OG0006401	FGIG_07310	SMRG1_47790.1
OG0006402	FGIG_07313	SMRG1_25890.1
OG0006403	FGIG_07437	SMRG1_1410.1, SMRG1_1410.2
OG0006404	FGIG_07473	SMRG1_33710.1
OG0006405	FGIG_07477	SMRG1_50900.1
OG0006406	FGIG_07578	SMRG1_53170.1
OG0006407	FGIG_07582	SMRG1_18960.1
OG0006408	FGIG_07627	SMRG1_76640.1, SMRG1_76640.2
OG0006409	FGIG_07688	SMRG1_52440.1, SMRG1_52440.2
OG0006410	FGIG_07709	SMRG1_1000.1, SMRG1_1000.2
OG0006411	FGIG_07733	SMRG1_1720.1
OG0006412	FGIG_07743, FGIG_07742	SMRG1_17360.1
OG0006413	FGIG_07840	SMRG1_92090.1
OG0006414	FGIG_07937	SMRG1_87130.1
OG0006415	FGIG_08006	SMRG1_24480.1
OG0006416	FGIG_08033	SMRG1_60280.1
OG0006417	FGIG_08055	SMRG1_50780.1
OG0006418	FGIG_08067	SMRG1_8490.1
OG0006419	FGIG_08105	SMRG1_28190.1
OG0006420	FGIG_08164	SMRG1_64340.1
OG0006422	FGIG_08202	SMRG1_91390.1
OG0006423	FGIG_08206, FGIG_10667	SMRG1_83400.1
OG0006424	FGIG_08208	SMRG1_50870.1
OG0006425	FGIG_08311	SMRG1_79130.1
OG0006426	FGIG_08358	SMRG1_19810.1
OG0006427	FGIG_08359	SMRG1_33100.1
OG0006428	FGIG_08397	SMRG1_1520.1
OG0006429	FGIG_08439	SMRG1_10530.1, SMRG1_10530.2
OG0006430	FGIG_08457	SMRG1_3110.1
OG0006431	FGIG_08615	SMRG1_92290.1
OG0006432	FGIG_08656	SMRG1_79500.1
OG0006433	FGIG_08752	SMRG1_43160.1, SMRG1_43160.2
OG0006434	FGIG_08760	SMRG1_94500.1, SMRG1_94500.2
OG0006435	FGIG_08771	SMRG1_82220.2, SMRG1_82220.1
OG0006436	FGIG_08796	SMRG1_68730.1, SMRG1_68730.2
OG0006437	FGIG_08799	SMRG1_92660.1
OG0006438	FGIG_08851	SMRG1_77240.1
OG0006439	FGIG_08865	SMRG1_12970.1
OG0006440	FGIG_08876	SMRG1_51390.1, SMRG1_51390.2
OG0006441	FGIG_08947	SMRG1_97080.1
OG0006442	FGIG_08983	SMRG1_35050.1
OG0006443	FGIG_09051	SMRG1_19220.1, SMRG1_19220.2
OG0006444	FGIG_09053	SMRG1_90120.1
OG0006445	FGIG_09103	SMRG1_70730.1
OG0006446	FGIG_09224	SMRG1_52670.1
OG0006447	FGIG_09286	SMRG1_88750.1
OG0006448	FGIG_09313	SMRG1_4740.1
OG0006449	FGIG_09359	SMRG1_31790.2, SMRG1_31790.1, SMRG1_31790.3
OG0006450	FGIG_09392	SMRG1_2460.1
OG0006451	FGIG_09470	SMRG1_72020.1
OG0006452	FGIG_09553	SMRG1_57030.1
OG0006453	FGIG_09566	SMRG1_68680.1
OG0006454	FGIG_09585	SMRG1_9300.1
OG0006455	FGIG_09741	SMRG1_51260.1
OG0006456	FGIG_09749	SMRG1_580.1
OG0006457	FGIG_09819	SMRG1_55040.1
OG0006458	FGIG_09840	SMRG1_67100.1
OG0006459	FGIG_09859	SMRG1_56510.1
OG0006460	FGIG_09902	SMRG1_65980.1
OG0006461	FGIG_09992	SMRG1_87330.1, SMRG1_87330.2
OG0006462	FGIG_10029	SMRG1_51160.2, SMRG1_51160.1, SMRG1_51160.3
OG0006463	FGIG_10092	SMRG1_62770.1
OG0006464	FGIG_10128	SMRG1_22100.1
OG0006465	FGIG_11121, FGIG_10158	SMRG1_77930.1
OG0006466	FGIG_10266	SMRG1_89090.1
OG0006467	FGIG_10308	SMRG1_10150.2, SMRG1_10150.1
OG0006468	FGIG_10393	SMRG1_42920.1
OG0006469	FGIG_10433	SMRG1_14350.1
OG0006470	FGIG_10447	SMRG1_58960.1
OG0006471	FGIG_10483	SMRG1_84440.1
OG0006472	FGIG_10666	SMRG1_84410.2, SMRG1_84410.1
OG0006473	FGIG_10705	SMRG1_62610.1
OG0006474	FGIG_10869	SMRG1_66660.1
OG0006475	FGIG_10891	SMRG1_13030.1
OG0006476	FGIG_11046	SMRG1_3060.1
OG0006477	FGIG_11156, FGIG_11891	SMRG1_27770.1
OG0006479	FGIG_11625, FGIG_11182	SMRG1_43500.1
OG0006480	FGIG_11325	SMRG1_21910.1
OG0006481	FGIG_11497, FGIG_11646	SMRG1_67710.1
OG0006482	FGIG_11570, FGIG_14000	SMRG1_19160.1
OG0006483	FGIG_11611	SMRG1_60390.1
OG0006484	FGIG_11727	SMRG1_70950.1, SMRG1_70950.2
OG0006485	FGIG_11740	SMRG1_4200.1
OG0006486	FGIG_11752	SMRG1_21900.1
OG0006487	FGIG_11778, FGIG_11777	SMRG1_74130.1
OG0006488	FGIG_11860	SMRG1_15820.1
OG0006490	FGIG_12128	SMRG1_7330.1
OG0006491	FGIG_12211	SMRG1_86050.1
OG0006492	FGIG_12231	SMRG1_31570.1
OG0006493	FGIG_12248	SMRG1_23180.1
OG0006494	FGIG_12351	SMRG1_63320.1, SMRG1_63320.2
OG0006495	FGIG_12377	SMRG1_84240.1
OG0006496	FGIG_12617	SMRG1_45410.1
OG0006543	FGIG_00006, FGIG_11678	SMRG1_83870.1
OG0006544	FGIG_00078	SMRG1_96950.1
OG0006545	FGIG_00183	SMRG1_71440.1
OG0006546	FGIG_00243	SMRG1_91410.1
OG0006547	FGIG_00317	SMRG1_48620.1
OG0006548	FGIG_04759, FGIG_00371, FGIG_04671	SMRG1_94360.1
OG0006549	FGIG_00449	SMRG1_69090.1, SMRG1_69090.2
OG0006550	FGIG_12407, FGIG_00553	SMRG1_56450.1, SMRG1_56450.2, SMRG1_56450.3
OG0006551	FGIG_00601	SMRG1_75380.1, SMRG1_75380.2
OG0006552	FGIG_00623	SMRG1_14510.1
OG0006553	FGIG_00662	SMRG1_77860.1
OG0006554	FGIG_00767	SMRG1_44090.1
OG0006555	FGIG_00808	SMRG1_93790.1
OG0006556	FGIG_00982	SMRG1_54490.1
OG0006557	FGIG_00988	SMRG1_59820.1
OG0006558	FGIG_01077	SMRG1_72160.1
OG0006559	FGIG_01134	SMRG1_4980.1, SMRG1_4980.2, SMRG1_4980.3, SMRG1_4980.5
OG0006561	FGIG_01187	SMRG1_67640.1
OG0006562	FGIG_01192	SMRG1_13060.1
OG0006563	FGIG_01200	SMRG1_88300.1, SMRG1_88300.2
OG0006564	FGIG_01264	SMRG1_39080.1
OG0006565	FGIG_08143, FGIG_01311	SMRG1_18300.1
OG0006566	FGIG_01314	SMRG1_29340.1
OG0006567	FGIG_01360	SMRG1_30300.1
OG0006568	FGIG_01394	SMRG1_21150.1
OG0006569	FGIG_01437	SMRG1_29320.1
OG0006570	FGIG_01459, FGIG_01458	SMRG1_55980.1
OG0006571	FGIG_01508	SMRG1_62420.1, SMRG1_62420.2
OG0006572	FGIG_01547	SMRG1_46990.1
OG0006573	FGIG_01594	SMRG1_1750.1
OG0006574	FGIG_01597	SMRG1_67120.1
OG0006575	FGIG_01608	SMRG1_58260.1
OG0006576	FGIG_01614	SMRG1_58390.1, SMRG1_58370.1
OG0006577	FGIG_01753	SMRG1_35870.1
OG0006578	FGIG_01891	SMRG1_48490.1
OG0006579	FGIG_02083	SMRG1_42810.1
OG0006580	FGIG_02087	SMRG1_77220.1
OG0006581	FGIG_02181	SMRG1_26800.1
OG0006582	FGIG_02231	SMRG1_30710.1
OG0006583	FGIG_02247	SMRG1_87800.1
OG0006584	FGIG_02271	SMRG1_2290.1, SMRG1_2300.1
OG0006585	FGIG_02288	SMRG1_16970.1
OG0006586	FGIG_02291	SMRG1_37540.1
OG0006588	FGIG_02309	SMRG1_13340.1, SMRG1_13340.2
OG0006589	FGIG_02349, FGIG_08384	SMRG1_20360.1
OG0006590	FGIG_02351	SMRG1_20380.1
OG0006591	FGIG_02456	SMRG1_72980.1, SMRG1_72980.2, SMRG1_72980.3
OG0006592	FGIG_02535	SMRG1_85340.1
OG0006593	FGIG_02570	SMRG1_72500.1
OG0006594	FGIG_02673	SMRG1_52430.1
OG0006595	FGIG_02674	SMRG1_54060.1
OG0006596	FGIG_02752	SMRG1_79250.1
OG0006597	FGIG_02773	SMRG1_78170.2, SMRG1_78170.1
OG0006598	FGIG_02915	SMRG1_95230.1
OG0006599	FGIG_07064, FGIG_03010	SMRG1_23460.1
OG0006601	FGIG_03122, FGIG_06369	SMRG1_52380.1
OG0006602	FGIG_03176	SMRG1_25310.1
OG0006603	FGIG_03226	SMRG1_93920.1
OG0006604	FGIG_03234	SMRG1_56350.1, SMRG1_56350.2
OG0006605	FGIG_03253	SMRG1_16350.1
OG0006606	FGIG_03382	SMRG1_73680.1
OG0006607	FGIG_03435	SMRG1_26360.1
OG0006608	FGIG_03438	SMRG1_21060.1
OG0006609	FGIG_03439	SMRG1_87060.1, SMRG1_87060.2, SMRG1_87060.3, SMRG1_87060.4
OG0006610	FGIG_03465	SMRG1_81350.3, SMRG1_81350.1, SMRG1_81350.2
OG0006611	FGIG_03478	SMRG1_94370.1
OG0006613	FGIG_03620	SMRG1_56730.1
OG0006614	FGIG_03680	SMRG1_66160.1, SMRG1_66160.2
OG0006615	FGIG_03718	SMRG1_34190.1
OG0006616	FGIG_03739	SMRG1_72080.1
OG0006617	FGIG_03802	SMRG1_70390.1
OG0006618	FGIG_03887	SMRG1_37210.1
OG0006619	FGIG_03900	SMRG1_24180.1
OG0006620	FGIG_03903	SMRG1_1890.1
OG0006621	FGIG_03986	SMRG1_93620.1, SMRG1_93620.2
OG0006622	FGIG_03995	SMRG1_15960.1
OG0006623	FGIG_04048	SMRG1_66810.1
OG0006624	FGIG_04050	SMRG1_34700.1
OG0006625	FGIG_04051	SMRG1_62320.1
OG0006626	FGIG_04076, FGIG_04074	SMRG1_32600.1
OG0006627	FGIG_04165	SMRG1_57040.1, SMRG1_57040.2
OG0006628	FGIG_04260	SMRG1_93690.1
OG0006629	FGIG_04332	SMRG1_76230.1
OG0006630	FGIG_04399, FGIG_04400	SMRG1_82410.1
OG0006631	FGIG_04415	SMRG1_51950.1
OG0006632	FGIG_04535	SMRG1_39240.1
OG0006633	FGIG_04566	SMRG1_70460.1
OG0006634	FGIG_04588	SMRG1_41160.1
OG0006635	FGIG_04593	SMRG1_6770.1
OG0006636	FGIG_04678	SMRG1_24950.1
OG0006637	FGIG_04744	SMRG1_43540.1
OG0006638	FGIG_04775	SMRG1_6730.1
OG0006639	FGIG_04793	SMRG1_80490.1
OG0006640	FGIG_04800	SMRG1_8700.1
OG0006641	FGIG_04835	SMRG1_76550.1
OG0006642	FGIG_04871	SMRG1_65100.1
OG0006643	FGIG_04972	SMRG1_58710.1
OG0006644	FGIG_05056	SMRG1_24710.1
OG0006645	FGIG_05059	SMRG1_59740.1
OG0006646	FGIG_05066	SMRG1_52210.1
OG0006647	FGIG_05201	SMRG1_66790.1
OG0006648	FGIG_05316	SMRG1_66730.1
OG0006649	FGIG_05329	SMRG1_73080.1
OG0006650	FGIG_05364	SMRG1_48090.1
OG0006651	FGIG_05383	SMRG1_12110.1
OG0006652	FGIG_05401	SMRG1_23890.1
OG0006653	FGIG_05476	SMRG1_64960.1
OG0006654	FGIG_05485	SMRG1_66780.1
OG0006655	FGIG_05516	SMRG1_34330.1
OG0006656	FGIG_05517	SMRG1_34320.1
OG0006657	FGIG_05522	SMRG1_25440.1, SMRG1_25440.2
OG0006658	FGIG_05543	SMRG1_77890.1
OG0006659	FGIG_05563	SMRG1_35170.1
OG0006660	FGIG_05584	SMRG1_86100.1
OG0006661	FGIG_05588	SMRG1_73280.1
OG0006662	FGIG_05607	SMRG1_15590.1, SMRG1_15590.4, SMRG1_15590.5, SMRG1_15590.3, SMRG1_15590.6, SMRG1_15590.2
OG0006663	FGIG_05679	SMRG1_42200.1
OG0006664	FGIG_05683	SMRG1_51630.4, SMRG1_51630.1, SMRG1_51630.2, SMRG1_51630.3
OG0006665	FGIG_11353, FGIG_05686	SMRG1_36650.1
OG0006667	FGIG_05807	SMRG1_6630.1
OG0006668	FGIG_05813	SMRG1_24700.1
OG0006669	FGIG_05844, FGIG_05843	SMRG1_13700.1
OG0006670	FGIG_05867	SMRG1_72170.1
OG0006671	FGIG_05896	SMRG1_79410.3, SMRG1_79410.1, SMRG1_79410.2
OG0006672	FGIG_05931, FGIG_05930	SMRG1_17080.1
OG0006673	FGIG_05954	SMRG1_19700.1
OG0006674	FGIG_06216	SMRG1_80440.1
OG0006675	FGIG_06262	SMRG1_21500.1
OG0006676	FGIG_06337	SMRG1_74930.1
OG0006677	FGIG_06343	SMRG1_22820.1
OG0006678	FGIG_06370	SMRG1_47610.1
OG0006679	FGIG_06489	SMRG1_32370.1
OG0006680	FGIG_06497	SMRG1_11490.1
OG0006681	FGIG_06517	SMRG1_59890.1
OG0006682	FGIG_06595	SMRG1_84870.1, SMRG1_84870.2
OG0006683	FGIG_06625	SMRG1_20510.1, SMRG1_20520.1
OG0006684	FGIG_06654	SMRG1_16780.1, SMRG1_16790.1
OG0006685	FGIG_06704	SMRG1_33800.1
OG0006686	FGIG_06837	SMRG1_53920.1
OG0006687	FGIG_06850, FGIG_06849	SMRG1_89830.1
OG0006688	FGIG_07177, FGIG_06904	SMRG1_61840.1
OG0006690	FGIG_07017	SMRG1_59870.1
OG0006691	FGIG_07029	SMRG1_77260.1
OG0006692	FGIG_07041	SMRG1_4250.1
OG0006693	FGIG_07063	SMRG1_23470.1
OG0006694	FGIG_07096	SMRG1_78570.1
OG0006695	FGIG_07100	SMRG1_64270.1
OG0006696	FGIG_07128	SMRG1_87950.1
OG0006697	FGIG_07137	SMRG1_30770.1
OG0006698	FGIG_07148	SMRG1_42060.1
OG0006699	FGIG_07152	SMRG1_72050.1
OG0006700	FGIG_07159	SMRG1_39730.1
OG0006701	FGIG_07173	SMRG1_50170.1
OG0006702	FGIG_07212, FGIG_07213	SMRG1_92180.1
OG0006703	FGIG_07292	SMRG1_7260.1
OG0006704	FGIG_07364	SMRG1_35370.1
OG0006705	FGIG_07464	SMRG1_57420.1
OG0006706	FGIG_07610	SMRG1_41130.1, SMRG1_41130.2
OG0006707	FGIG_07689	SMRG1_30550.1
OG0006709	FGIG_07701	SMRG1_19320.1
OG0006710	FGIG_07738	SMRG1_83500.1, SMRG1_83500.2, SMRG1_83500.3
OG0006711	FGIG_07756	SMRG1_65440.1, SMRG1_65440.2
OG0006712	FGIG_07781	SMRG1_85090.1
OG0006713	FGIG_07800	SMRG1_33060.1
OG0006714	FGIG_07877	SMRG1_22700.1
OG0006715	FGIG_08001	SMRG1_44120.1
OG0006716	FGIG_08050	SMRG1_46060.1
OG0006717	FGIG_08080, FGIG_09984	SMRG1_92280.1
OG0006718	FGIG_08186	SMRG1_21420.1
OG0006719	FGIG_08275	SMRG1_46700.3, SMRG1_46700.1, SMRG1_46700.2
OG0006720	FGIG_08314	SMRG1_26990.2, SMRG1_26990.1, SMRG1_26990.3, SMRG1_26990.4
OG0006721	FGIG_11198, FGIG_08330	SMRG1_12270.1
OG0006722	FGIG_08426	SMRG1_28680.1
OG0006723	FGIG_08448	SMRG1_46080.1
OG0006724	FGIG_08455	SMRG1_3180.1
OG0006725	FGIG_08500	SMRG1_62940.1, SMRG1_62940.2
OG0006726	FGIG_08531	SMRG1_63370.1
OG0006727	FGIG_08581	SMRG1_80700.1
OG0006728	FGIG_08639	SMRG1_96240.1
OG0006729	FGIG_08688	SMRG1_96780.1
OG0006730	FGIG_08713	SMRG1_31720.1
OG0006731	FGIG_08716	SMRG1_88460.1
OG0006732	FGIG_08900	SMRG1_64910.1
OG0006733	FGIG_08923	SMRG1_9730.1, SMRG1_9730.2
OG0006734	FGIG_08965	SMRG1_93020.1
OG0006735	FGIG_09072	SMRG1_63920.1
OG0006736	FGIG_09092	SMRG1_74120.1
OG0006737	FGIG_09115	SMRG1_2110.1, SMRG1_2110.2
OG0006738	FGIG_09161	SMRG1_45670.1
OG0006739	FGIG_09277	SMRG1_20720.1
OG0006740	FGIG_09334	SMRG1_83020.1
OG0006741	FGIG_09417, FGIG_10452	SMRG1_13170.1
OG0006742	FGIG_09469	SMRG1_10660.1
OG0006743	FGIG_09485	SMRG1_50840.1
OG0006744	FGIG_09490	SMRG1_88580.1, SMRG1_88580.2
OG0006745	FGIG_09498	SMRG1_85230.1
OG0006746	FGIG_09508	SMRG1_79810.1
OG0006747	FGIG_09537	SMRG1_81820.1
OG0006748	FGIG_09540	SMRG1_10620.1, SMRG1_10620.2
OG0006749	FGIG_09547	SMRG1_37400.1
OG0006750	FGIG_09616	SMRG1_92950.1
OG0006751	FGIG_09769	SMRG1_57610.1
OG0006752	FGIG_09792	SMRG1_97920.1, SMRG1_12870.1
OG0006753	FGIG_09849	SMRG1_69240.1
OG0006754	FGIG_09871	SMRG1_49920.1
OG0006755	FGIG_10121	SMRG1_66260.1
OG0006756	FGIG_10172	SMRG1_87450.1
OG0006757	FGIG_10197, FGIG_10196	SMRG1_7070.1
OG0006758	FGIG_10242, FGIG_10243	SMRG1_64490.1
OG0006759	FGIG_10282	SMRG1_10170.1, SMRG1_10170.2
OG0006760	FGIG_10291	SMRG1_64300.1
OG0006761	FGIG_10418	SMRG1_45990.1
OG0006762	FGIG_10555, FGIG_12148	SMRG1_95050.1
OG0006763	FGIG_10582	SMRG1_16500.1
OG0006764	FGIG_10640	SMRG1_74660.1
OG0006765	FGIG_10696	SMRG1_87960.1
OG0006766	FGIG_10766	SMRG1_87280.1
OG0006767	FGIG_11013	SMRG1_87410.1
OG0006768	FGIG_11022	SMRG1_7450.1
OG0006769	FGIG_11064	SMRG1_74890.1
OG0006770	FGIG_11080	SMRG1_44410.1
OG0006771	FGIG_11083	SMRG1_7820.1
OG0006772	FGIG_11085	SMRG1_69900.1
OG0006773	FGIG_11161	SMRG1_77910.1
OG0006774	FGIG_11264	SMRG1_18860.1
OG0006775	FGIG_11340	SMRG1_61410.1
OG0006776	FGIG_11344	SMRG1_65290.1
OG0006777	FGIG_11381	SMRG1_17560.1
OG0006778	FGIG_11484	SMRG1_20900.1
OG0006779	FGIG_11576	SMRG1_50510.1
OG0006780	FGIG_11725	SMRG1_83970.1
OG0006781	FGIG_11859	SMRG1_40530.1
OG0006782	FGIG_11873	SMRG1_69210.1
OG0006783	FGIG_11882	SMRG1_17860.1
OG0006784	FGIG_11919	SMRG1_3820.1
OG0006785	FGIG_12052	SMRG1_79820.1
OG0006786	FGIG_12157	SMRG1_20830.1
OG0006787	FGIG_12191	SMRG1_33390.1
OG0006788	FGIG_12350, FGIG_12296	SMRG1_65800.1
OG0006789	FGIG_12538	SMRG1_12840.1
OG0006790	FGIG_12564	SMRG1_93990.1, SMRG1_93990.2
OG0006851	FGIG_00025	SMRG1_67300.1
OG0006852	FGIG_00077, FGIG_00076	SMRG1_96940.1
OG0006853	FGIG_00106	SMRG1_15070.1
OG0006854	FGIG_00109	SMRG1_49590.1
OG0006855	FGIG_10206, FGIG_00143	SMRG1_95610.1, SMRG1_95610.2
OG0006856	FGIG_00178	SMRG1_45220.1
OG0006857	FGIG_00241	SMRG1_91430.1, SMRG1_91430.2
OG0006858	FGIG_00250	SMRG1_11050.1, SMRG1_11050.2
OG0006859	FGIG_00254	SMRG1_310.1, SMRG1_310.2, SMRG1_310.3
OG0006860	FGIG_00268	SMRG1_15390.1
OG0006861	FGIG_00271	SMRG1_53650.1
OG0006862	FGIG_00288	SMRG1_29150.1
OG0006863	FGIG_00293	SMRG1_50710.1
OG0006864	FGIG_00315	SMRG1_48600.1
OG0006865	FGIG_00365	SMRG1_25130.1
OG0006866	FGIG_00397	SMRG1_33010.1
OG0006867	FGIG_00426	SMRG1_88120.2, SMRG1_88120.1
OG0006868	FGIG_00462	SMRG1_10300.1
OG0006869	FGIG_00748	SMRG1_33290.1
OG0006870	FGIG_00790	SMRG1_29720.1
OG0006871	FGIG_00860	SMRG1_88250.1
OG0006872	FGIG_00902	SMRG1_48550.1
OG0006873	FGIG_00945	SMRG1_6530.1
OG0006874	FGIG_00950	SMRG1_17670.1
OG0006875	FGIG_00968	SMRG1_66050.1
OG0006876	FGIG_00978	SMRG1_33410.1
OG0006877	FGIG_00983	SMRG1_48760.1
OG0006878	FGIG_01048	SMRG1_83060.1
OG0006879	FGIG_01065	SMRG1_58900.1
OG0006880	FGIG_01142	SMRG1_81410.1
OG0006881	FGIG_01196	SMRG1_90950.1
OG0006882	FGIG_01337	SMRG1_89150.1
OG0006883	FGIG_01434	SMRG1_26560.1
OG0006884	FGIG_01443	SMRG1_71340.1
OG0006886	FGIG_01515, FGIG_01514	SMRG1_32540.1, SMRG1_32540.2
OG0006887	FGIG_01769	SMRG1_25790.1
OG0006888	FGIG_01784	SMRG1_37950.1
OG0006889	FGIG_01845, FGIG_06848	SMRG1_89820.1
OG0006890	FGIG_01918, FGIG_02659	SMRG1_92490.1, SMRG1_97600.1
OG0006891	FGIG_01983	SMRG1_50590.1
OG0006892	FGIG_02038	SMRG1_63970.1
OG0006893	FGIG_02130	SMRG1_28560.1, SMRG1_28560.2
OG0006894	FGIG_02304	SMRG1_96520.1
OG0006895	FGIG_02329	SMRG1_33690.1
OG0006896	FGIG_02363	SMRG1_31070.1, SMRG1_31070.2, SMRG1_31070.3, SMRG1_31070.4
OG0006897	FGIG_02375	SMRG1_39600.1
OG0006898	FGIG_02381	SMRG1_49950.1
OG0006899	FGIG_02389	SMRG1_31180.1
OG0006900	FGIG_02399	SMRG1_95680.1
OG0006901	FGIG_09450, FGIG_02464	SMRG1_63930.1
OG0006903	FGIG_02561	SMRG1_14220.1
OG0006904	FGIG_02586	SMRG1_53820.1
OG0006905	FGIG_02589	SMRG1_97490.1
OG0006906	FGIG_02653	SMRG1_56810.1
OG0006907	FGIG_02677	SMRG1_55560.1
OG0006908	FGIG_02746	SMRG1_45490.1
OG0006909	FGIG_02856	SMRG1_8800.1
OG0006910	FGIG_02878	SMRG1_58240.1
OG0006911	FGIG_02986	SMRG1_53500.1
OG0006913	FGIG_03078	SMRG1_18390.1
OG0006914	FGIG_03101	SMRG1_52260.1
OG0006915	FGIG_12567, FGIG_03162	SMRG1_32200.1
OG0006916	FGIG_03170	SMRG1_94180.1
OG0006917	FGIG_03448	SMRG1_3270.1
OG0006918	FGIG_03467	SMRG1_32270.1
OG0006919	FGIG_05831, FGIG_03476, FGIG_03477, FGIG_08361	SMRG1_37620.1
OG0006920	FGIG_03516	SMRG1_26870.1
OG0006921	FGIG_03529	SMRG1_59390.1
OG0006922	FGIG_03560	SMRG1_12280.1
OG0006923	FGIG_03578	SMRG1_95750.1
OG0006924	FGIG_03687	SMRG1_79860.1
OG0006925	FGIG_03771	SMRG1_51040.1
OG0006926	FGIG_03776	SMRG1_52580.1
OG0006927	FGIG_03794	SMRG1_53540.1
OG0006928	FGIG_03821	SMRG1_15510.1
OG0006929	FGIG_03845	SMRG1_83280.1
OG0006931	FGIG_03865	SMRG1_9890.1
OG0006932	FGIG_03914	SMRG1_13950.1, SMRG1_13950.2
OG0006933	FGIG_04071	SMRG1_53210.1
OG0006934	FGIG_04088	SMRG1_42650.1
OG0006935	FGIG_04116	SMRG1_72100.1
OG0006936	FGIG_04170	SMRG1_37030.1
OG0006937	FGIG_09355, FGIG_04200	SMRG1_55370.1
OG0006938	FGIG_04247	SMRG1_91310.1
OG0006939	FGIG_04363	SMRG1_42390.1
OG0006940	FGIG_04372	SMRG1_14010.1
OG0006941	FGIG_04494, FGIG_12463	SMRG1_18380.1, SMRG1_18380.2
OG0006942	FGIG_04657, FGIG_09724	SMRG1_17610.1
OG0006943	FGIG_04741	SMRG1_84120.1
OG0006944	FGIG_04796	SMRG1_72780.1
OG0006946	FGIG_04907	SMRG1_11830.1
OG0006947	FGIG_04912	SMRG1_83720.1, SMRG1_83720.2
OG0006948	FGIG_04948	SMRG1_34580.1
OG0006949	FGIG_04976	SMRG1_73600.1
OG0006950	FGIG_05000	SMRG1_76090.1
OG0006951	FGIG_05107	SMRG1_21110.1
OG0006952	FGIG_05293	SMRG1_27790.1
OG0006953	FGIG_05317	SMRG1_61720.1
OG0006954	FGIG_05366	SMRG1_53070.1
OG0006955	FGIG_05451	SMRG1_31220.1
OG0006956	FGIG_05496, FGIG_10647	SMRG1_60600.1
OG0006957	FGIG_05530	SMRG1_71880.1
OG0006958	FGIG_05655	SMRG1_69060.1
OG0006959	FGIG_05673	SMRG1_87810.1
OG0006960	FGIG_05676	SMRG1_34980.1
OG0006961	FGIG_05766	SMRG1_91060.1
OG0006962	FGIG_05769	SMRG1_54570.1
OG0006963	FGIG_05850	SMRG1_49620.1
OG0006964	FGIG_05898	SMRG1_62760.1
OG0006965	FGIG_05952	SMRG1_35580.1
OG0006966	FGIG_06005	SMRG1_62150.1
OG0006967	FGIG_06021	SMRG1_89770.1
