Orthogroup	fasciola_gigantica	schistosoma_intercalatum
OG0005106	FGIG_05650, FGIG_05651	SINT1_52190.1
OG0005107	FGIG_05723	SINT1_31030.2, SINT1_31030.1
OG0005108	FGIG_05736	SINT1_83480.1
OG0005109	FGIG_05847	SINT1_81430.1, SINT1_81430.2
OG0005110	FGIG_05855	SINT1_19540.1, SINT1_19540.2
OG0005111	FGIG_05923	SINT1_53690.1
OG0005112	FGIG_11999, FGIG_06100, FGIG_06099	SINT1_1070.1
OG0005113	FGIG_06133	SINT1_70510.2, SINT1_70510.1
OG0005114	FGIG_06137	SINT1_8760.1, SINT1_8760.2, SINT1_8760.3
OG0005115	FGIG_06183	SINT1_60770.1
OG0005116	FGIG_06240	SINT1_43510.1, SINT1_43510.2
OG0005117	FGIG_06254	SINT1_720.1
OG0005118	FGIG_06291	SINT1_90010.1
OG0005119	FGIG_06391	SINT1_67370.1
OG0005120	FGIG_06405	SINT1_83490.1, SINT1_83490.2
OG0005121	FGIG_06552	SINT1_71730.1
OG0005122	FGIG_06599	SINT1_90630.1, SINT1_90660.1
OG0005123	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632	SINT1_67780.1, SINT1_67780.2
OG0005124	FGIG_06642	SINT1_1250.1
OG0005125	FGIG_06673	SINT1_1640.1, SINT1_1640.2
OG0005126	FGIG_06690	SINT1_58940.1
OG0005127	FGIG_06723	SINT1_33340.1
OG0005128	FGIG_06807	SINT1_57940.1
OG0005130	FGIG_06871	SINT1_22080.1
OG0005131	FGIG_06939	SINT1_48040.1
OG0005132	FGIG_07027	SINT1_17120.1, SINT1_17120.2
OG0005133	FGIG_07058	SINT1_54760.1
OG0005134	FGIG_07168	SINT1_50850.1
OG0005135	FGIG_07186	SINT1_43060.1
OG0005136	FGIG_07193	SINT1_75770.1
OG0005137	FGIG_07201	SINT1_79340.1
OG0005138	FGIG_07240	SINT1_17850.1
OG0005139	FGIG_07267, FGIG_07268	SINT1_32660.1
OG0005140	FGIG_07312	SINT1_25530.1, SINT1_25530.2, SINT1_25530.3
OG0005141	FGIG_07354	SINT1_93220.1
OG0005142	FGIG_07469	SINT1_49100.1, SINT1_49100.2, SINT1_49100.3
OG0005143	FGIG_07474	SINT1_33730.1
OG0005144	FGIG_12277, FGIG_07548	SINT1_73080.2, SINT1_73080.1
OG0005145	FGIG_07554	SINT1_4680.2, SINT1_4680.1
OG0005146	FGIG_07613	SINT1_19560.1
OG0005147	FGIG_07621, FGIG_07620	SINT1_50900.1
OG0005148	FGIG_07670	SINT1_54040.1
OG0005149	FGIG_07691	SINT1_9880.1
OG0005150	FGIG_07731	SINT1_32140.1
OG0005151	FGIG_07758	SINT1_80660.1
OG0005152	FGIG_07776, FGIG_07775	SINT1_7950.1, SINT1_7950.2, SINT1_7960.1
OG0005153	FGIG_07817	SINT1_86950.1
OG0005154	FGIG_11435, FGIG_07847	SINT1_55650.1, SINT1_55650.2
OG0005155	FGIG_07891	SINT1_5870.1
OG0005156	FGIG_07911	SINT1_71090.1, SINT1_71090.2, SINT1_71090.3
OG0005157	FGIG_08585, FGIG_07936	SINT1_150.1, SINT1_150.2
OG0005158	FGIG_08022	SINT1_85150.1
OG0005159	FGIG_11578, FGIG_08074	SINT1_43480.1
OG0005160	FGIG_08166	SINT1_42250.2, SINT1_42250.1
OG0005161	FGIG_08168, FGIG_12697	SINT1_29760.1
OG0005162	FGIG_08268	SINT1_6640.1
OG0005163	FGIG_08272	SINT1_76680.1, SINT1_76680.2
OG0005164	FGIG_09665, FGIG_08306	SINT1_23920.1, SINT1_23920.2
OG0005165	FGIG_08400	SINT1_91620.1
OG0005166	FGIG_08492	SINT1_48390.1, SINT1_48390.2
OG0005167	FGIG_08497	SINT1_79100.1
OG0005168	FGIG_08651	SINT1_49040.1
OG0005169	FGIG_08744	SINT1_44510.1, SINT1_44510.2
OG0005170	FGIG_11368, FGIG_08783	SINT1_43790.1
OG0005171	FGIG_08798	SINT1_5280.1
OG0005172	FGIG_08821	SINT1_51640.1
OG0005173	FGIG_08857	SINT1_92150.1
OG0005174	FGIG_08966	SINT1_84950.1, SINT1_84950.2, SINT1_84950.3
OG0005175	FGIG_09039	SINT1_94210.1
OG0005176	FGIG_09061	SINT1_43420.1
OG0005177	FGIG_09108	SINT1_76870.1
OG0005178	FGIG_09192, FGIG_09191	SINT1_66140.1, SINT1_66150.1
OG0005179	FGIG_09213	SINT1_81960.1
OG0005180	FGIG_09227	SINT1_21250.1
OG0005181	FGIG_09281	SINT1_81030.1
OG0005182	FGIG_09456	SINT1_45610.1
OG0005183	FGIG_09467	SINT1_58000.1
OG0005184	FGIG_09468	SINT1_59850.1, SINT1_59850.2
OG0005185	FGIG_09496	SINT1_70790.1
OG0005186	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706	SINT1_63580.1, SINT1_63580.2
OG0005187	FGIG_09595	SINT1_1020.1, SINT1_1020.2, SINT1_1020.3
OG0005188	FGIG_12216, FGIG_09597	SINT1_85360.1
OG0005189	FGIG_09638	SINT1_29060.1
OG0005190	FGIG_09742	SINT1_72960.1, SINT1_72960.2
OG0005191	FGIG_09753	SINT1_78310.1
OG0005192	FGIG_09777	SINT1_76260.1
OG0005193	FGIG_09782	SINT1_80770.1
OG0005194	FGIG_09800	SINT1_76910.1
OG0005195	FGIG_09810	SINT1_36360.1
OG0005196	FGIG_09826	SINT1_57800.2, SINT1_57800.1
OG0005197	FGIG_09862	SINT1_14500.1
OG0005198	FGIG_09872	SINT1_46640.1
OG0005199	FGIG_09906	SINT1_85350.1
OG0005200	FGIG_10030	SINT1_50400.1
OG0005201	FGIG_10036	SINT1_81370.1
OG0005202	FGIG_10038	SINT1_25110.1
OG0005203	FGIG_10227	SINT1_40620.1, SINT1_40620.2
OG0005204	FGIG_10241	SINT1_16430.1, SINT1_16430.2
OG0005205	FGIG_10253	SINT1_3650.1
OG0005206	FGIG_10396	SINT1_52270.1
OG0005207	FGIG_10400, FGIG_10399	SINT1_81260.1
OG0005208	FGIG_10528	SINT1_54670.1
OG0005209	FGIG_10592	SINT1_68740.1
OG0005210	FGIG_10629	SINT1_17700.1
OG0005211	FGIG_10634	SINT1_54540.1, SINT1_54540.2
OG0005212	FGIG_10718	SINT1_8610.1, SINT1_8610.2
OG0005213	FGIG_10888	SINT1_81910.1
OG0005214	FGIG_10916	SINT1_6740.1
OG0005215	FGIG_10968	SINT1_73910.1
OG0005216	FGIG_10974	SINT1_1980.4, SINT1_1980.3, SINT1_1980.2, SINT1_1980.1
OG0005217	FGIG_11015	SINT1_75590.1
OG0005218	FGIG_11218	SINT1_87150.1
OG0005219	FGIG_11259	SINT1_8890.1
OG0005220	FGIG_11291	SINT1_4640.1
OG0005221	FGIG_11501	SINT1_39110.2, SINT1_39110.1, SINT1_39110.3
OG0005222	FGIG_12378	SINT1_320.1
OG0005223	FGIG_11994	SINT1_71530.2, SINT1_71530.1
OG0005224	FGIG_12011	SINT1_67380.1
OG0005225	FGIG_12077	SINT1_29400.1
OG0005226	FGIG_12244	SINT1_25120.1
OG0005227	FGIG_12279	SINT1_7490.1
OG0005228	FGIG_12293	SINT1_67360.1, SINT1_67360.2
OG0005229	FGIG_12298	SINT1_830.1
OG0005230	FGIG_12539, FGIG_12624	SINT1_47790.1
OG0005231	FGIG_12610	SINT1_43960.1
OG0005283	FGIG_09478, FGIG_00041	SINT1_86290.1, SINT1_86290.2
OG0005284	FGIG_00159	SINT1_73780.1, SINT1_73780.2
OG0005285	FGIG_00202	SINT1_31470.1
OG0005286	FGIG_00208	SINT1_29660.1, SINT1_29660.2
OG0005287	FGIG_00252	SINT1_11640.1
OG0005288	FGIG_00294	SINT1_49970.1
OG0005289	FGIG_00316	SINT1_47930.1
OG0005290	FGIG_00364	SINT1_41950.1
OG0005291	FGIG_00509	SINT1_41560.1
OG0005292	FGIG_00618	SINT1_44640.1
OG0005293	FGIG_00650	SINT1_59750.1, SINT1_59750.2
OG0005294	FGIG_08011, FGIG_00653	SINT1_56220.1
OG0005295	FGIG_00654	SINT1_56730.1
OG0005296	FGIG_00657	SINT1_44670.1
OG0005297	FGIG_09310, FGIG_00702	SINT1_81350.1
OG0005298	FGIG_00741, FGIG_04087	SINT1_42310.1
OG0005299	FGIG_00794	SINT1_78540.1
OG0005300	FGIG_00809	SINT1_87700.1, SINT1_87700.2
OG0005301	FGIG_04188, FGIG_00814	SINT1_70370.1
OG0005302	FGIG_00877	SINT1_19670.1
OG0005303	FGIG_00881	SINT1_55350.1
OG0005304	FGIG_00893	SINT1_87040.1
OG0005305	FGIG_00914	SINT1_36820.2, SINT1_36820.1
OG0005306	FGIG_00952	SINT1_17840.1, SINT1_17840.3, SINT1_17840.4, SINT1_17840.2
OG0005307	FGIG_01010	SINT1_39240.1, SINT1_39240.2
OG0005309	FGIG_01041	SINT1_24790.1, SINT1_24790.2
OG0005310	FGIG_01044	SINT1_1060.1
OG0005311	FGIG_01114	SINT1_83440.1, SINT1_83440.2
OG0005312	FGIG_01160	SINT1_30960.1, SINT1_30960.2
OG0005313	FGIG_01176	SINT1_23590.1
OG0005314	FGIG_01220, FGIG_06193	SINT1_20590.1, SINT1_20600.1
OG0005315	FGIG_01226	SINT1_57400.1
OG0005316	FGIG_01227	SINT1_81280.1
OG0005317	FGIG_01277	SINT1_59360.1, SINT1_59360.2
OG0005318	FGIG_01313	SINT1_29360.1, SINT1_29360.2, SINT1_29360.3, SINT1_29360.4, SINT1_29360.5
OG0005319	FGIG_01401	SINT1_62230.1
OG0005321	FGIG_01441, FGIG_01442	SINT1_71050.1
OG0005322	FGIG_01460	SINT1_86780.3, SINT1_86780.4, SINT1_86780.1, SINT1_86780.2
OG0005323	FGIG_01486	SINT1_28450.1
OG0005324	FGIG_01507	SINT1_39440.1
OG0005325	FGIG_01534	SINT1_31450.1
OG0005326	FGIG_11914, FGIG_01562	SINT1_7680.1
OG0005327	FGIG_01574	SINT1_18770.1
OG0005328	FGIG_01728	SINT1_61840.1
OG0005329	FGIG_01789	SINT1_16480.1
OG0005330	FGIG_01858, FGIG_01859	SINT1_80210.1, SINT1_80210.2
OG0005331	FGIG_01887, FGIG_01886	SINT1_87400.1, SINT1_87400.2
OG0005332	FGIG_01889, FGIG_01888	SINT1_88390.1
OG0005333	FGIG_01928	SINT1_22630.1
OG0005334	FGIG_01945	SINT1_14870.1
OG0005335	FGIG_02040	SINT1_76450.1
OG0005336	FGIG_02077	SINT1_12720.1
OG0005337	FGIG_02122	SINT1_24400.1, SINT1_24400.2
OG0005338	FGIG_02143, FGIG_02144	SINT1_48950.1
OG0005339	FGIG_02176	SINT1_56240.1
OG0005340	FGIG_05883, FGIG_02245, FGIG_02244	SINT1_89280.1
OG0005341	FGIG_02285	SINT1_15220.1, SINT1_15200.1
OG0005342	FGIG_02303, FGIG_04157	SINT1_93550.1
OG0005343	FGIG_02324	SINT1_77260.1
OG0005344	FGIG_02397	SINT1_76610.1
OG0005345	FGIG_02410	SINT1_38690.1, SINT1_38690.2, SINT1_38690.3
OG0005346	FGIG_02447	SINT1_10450.1
OG0005347	FGIG_02475	SINT1_65140.1
OG0005348	FGIG_02538	SINT1_12910.1
OG0005349	FGIG_04477, FGIG_11800, FGIG_11799, FGIG_02552, FGIG_04476	SINT1_530.1
OG0005350	FGIG_02567	SINT1_6370.1
OG0005351	FGIG_02600	SINT1_52340.1, SINT1_52340.2
OG0005352	FGIG_02621	SINT1_2350.1
OG0005353	FGIG_02726	SINT1_91120.1, SINT1_91120.3, SINT1_91120.2
OG0005354	FGIG_02759	SINT1_35210.1
OG0005355	FGIG_02763	SINT1_39510.1, SINT1_39510.2
OG0005356	FGIG_02778	SINT1_67960.1
OG0005357	FGIG_02838	SINT1_71580.1
OG0005358	FGIG_02843	SINT1_45840.1
OG0005359	FGIG_02951	SINT1_19400.1
OG0005360	FGIG_03097	SINT1_21570.1
OG0005361	FGIG_03133	SINT1_15460.1
OG0005362	FGIG_03140	SINT1_66620.1
OG0005363	FGIG_03161	SINT1_1050.1, SINT1_1050.2, SINT1_1050.3
OG0005364	FGIG_03235	SINT1_49060.1, SINT1_49060.2, SINT1_49060.3, SINT1_49060.4
OG0005365	FGIG_03246	SINT1_17980.1
OG0005366	FGIG_03264	SINT1_15520.1
OG0005367	FGIG_03329	SINT1_23900.1
OG0005368	FGIG_03359	SINT1_22760.1
OG0005369	FGIG_03371	SINT1_35160.1
OG0005370	FGIG_03372	SINT1_35150.1, SINT1_35150.2
OG0005371	FGIG_03374	SINT1_35130.1
OG0005372	FGIG_03494, FGIG_05017	SINT1_25640.1
OG0005373	FGIG_03504	SINT1_90860.1
OG0005375	FGIG_03527	SINT1_51420.1, SINT1_51420.3, SINT1_51420.4, SINT1_51420.5, SINT1_51420.6, SINT1_51420.2
OG0005376	FGIG_03530	SINT1_61070.1
OG0005377	FGIG_03535	SINT1_30210.1
OG0005378	FGIG_03544	SINT1_44070.1
OG0005379	FGIG_03575, FGIG_03574, FGIG_03572	SINT1_55750.1
OG0005380	FGIG_03754	SINT1_2040.2, SINT1_2040.1
OG0005381	FGIG_03759	SINT1_7480.1
OG0005382	FGIG_03872	SINT1_93210.1
OG0005383	FGIG_04022	SINT1_39760.1
OG0005384	FGIG_04036	SINT1_81580.1
OG0005385	FGIG_04059	SINT1_11270.1
OG0005386	FGIG_04097	SINT1_32970.1
OG0005387	FGIG_04143	SINT1_28140.1
OG0005388	FGIG_04182	SINT1_25680.1, SINT1_25680.2, SINT1_25680.3
OG0005389	FGIG_04183	SINT1_45890.1
OG0005390	FGIG_04191	SINT1_94250.1
OG0005391	FGIG_04349	SINT1_58120.1
OG0005392	FGIG_04414, FGIG_10149	SINT1_51280.1
OG0005393	FGIG_04418, FGIG_04417	SINT1_51260.1
OG0005394	FGIG_04510	SINT1_2220.1
OG0005395	FGIG_04521	SINT1_70910.1
OG0005396	FGIG_04523	SINT1_13550.1
OG0005397	FGIG_04561	SINT1_44410.1
OG0005398	FGIG_11540, FGIG_04623	SINT1_26360.1
OG0005399	FGIG_04624	SINT1_12160.1
OG0005400	FGIG_04626	SINT1_11430.1
OG0005401	FGIG_04669	SINT1_55150.1
OG0005402	FGIG_04840	SINT1_56760.1, SINT1_56760.2
OG0005403	FGIG_08979, FGIG_04856	SINT1_39800.1, SINT1_39830.1
OG0005404	FGIG_04903, FGIG_04900	SINT1_17730.1
OG0005405	FGIG_04924	SINT1_88640.1
OG0005406	FGIG_04925	SINT1_67060.1
OG0005407	FGIG_04935	SINT1_51840.1, SINT1_51840.2
OG0005408	FGIG_04962	SINT1_88980.1
OG0005409	FGIG_04968	SINT1_31610.2, SINT1_31610.1, SINT1_31610.3
OG0005410	FGIG_04986	SINT1_8860.1
OG0005411	FGIG_05094, FGIG_09114	SINT1_90450.1
OG0005412	FGIG_05127	SINT1_2890.1, SINT1_61830.1
OG0005413	FGIG_05130	SINT1_77300.1
OG0005414	FGIG_05204	SINT1_69720.2, SINT1_69720.3
OG0005415	FGIG_05205	SINT1_30100.1, SINT1_30100.2
OG0005416	FGIG_05207	SINT1_24840.1, SINT1_24840.2
OG0005417	FGIG_05217	SINT1_3830.1
OG0005418	FGIG_05274	SINT1_47360.1, SINT1_47360.2, SINT1_47360.3
OG0005419	FGIG_05280	SINT1_67200.1
OG0005420	FGIG_05374	SINT1_37130.1, SINT1_37130.2, SINT1_37130.3
OG0005421	FGIG_13992, FGIG_05491	SINT1_78490.1
OG0005422	FGIG_05554	SINT1_83250.1
OG0005423	FGIG_05604	SINT1_28660.1
OG0005424	FGIG_05661	SINT1_80300.1
OG0005425	FGIG_05663	SINT1_80350.1
OG0005426	FGIG_05720	SINT1_92630.1, SINT1_92630.2
OG0005427	FGIG_05834	SINT1_93420.1
OG0005428	FGIG_05836, FGIG_07929	SINT1_85710.1
OG0005429	FGIG_05919	SINT1_59560.1
OG0005430	FGIG_05948	SINT1_44820.1
OG0005431	FGIG_06048	SINT1_76890.1
OG0005432	FGIG_06051	SINT1_80520.1
OG0005433	FGIG_06253	SINT1_76810.1
OG0005434	FGIG_06357	SINT1_26870.1
OG0005435	FGIG_06390	SINT1_94090.1
OG0005436	FGIG_06609	SINT1_57930.1
OG0005437	FGIG_06610	SINT1_62790.1
OG0005438	FGIG_06641	SINT1_11300.1, SINT1_11300.2
OG0005439	FGIG_06652	SINT1_45040.1
OG0005440	FGIG_06681	SINT1_71360.1
OG0005441	FGIG_06718	SINT1_89020.1
OG0005442	FGIG_06730	SINT1_29500.1
OG0005443	FGIG_06809	SINT1_61090.2, SINT1_61090.1, SINT1_61090.3
OG0005444	FGIG_06923	SINT1_18880.1
OG0005445	FGIG_06999	SINT1_79360.1, SINT1_79360.2
OG0005446	FGIG_07043	SINT1_45190.1, SINT1_45190.2
OG0005447	FGIG_07125	SINT1_64380.1, SINT1_64370.1
OG0005448	FGIG_07129	SINT1_35220.1
OG0005449	FGIG_07215	SINT1_64070.1, SINT1_64070.2
OG0005450	FGIG_07234	SINT1_59780.1
OG0005451	FGIG_07307	SINT1_81020.1, SINT1_81020.2
OG0005452	FGIG_07318	SINT1_88410.1
OG0005453	FGIG_07367	SINT1_61240.2, SINT1_61240.1, SINT1_61240.3
OG0005454	FGIG_07385	SINT1_51810.1
OG0005455	FGIG_07478	SINT1_50160.1
OG0005456	FGIG_07489	SINT1_75610.1
OG0005457	FGIG_07593	SINT1_46790.1
OG0005458	FGIG_07677	SINT1_6580.1, SINT1_6520.1, SINT1_6530.1
OG0005459	FGIG_07903, FGIG_07904, FGIG_07905, FGIG_07902	SINT1_1240.1
OG0005460	FGIG_07961	SINT1_69800.1
OG0005461	FGIG_08053	SINT1_26690.1
OG0005462	FGIG_08062	SINT1_84570.1
OG0005463	FGIG_08100	SINT1_20580.1
OG0005464	FGIG_08183	SINT1_51080.1
OG0005465	FGIG_10565, FGIG_08201	SINT1_88960.1
OG0005466	FGIG_08391	SINT1_69500.1, SINT1_69500.2
OG0005467	FGIG_08467	SINT1_63330.1
OG0005468	FGIG_08471	SINT1_20370.1, SINT1_20370.2
OG0005469	FGIG_10760, FGIG_08533	SINT1_67190.1
OG0005470	FGIG_08565	SINT1_82440.1, SINT1_82440.4, SINT1_82440.2, SINT1_82440.3
OG0005471	FGIG_08604	SINT1_18730.1
OG0005472	FGIG_08612	SINT1_72340.2, SINT1_72340.3, SINT1_72340.4, SINT1_72340.1
OG0005473	FGIG_08720	SINT1_760.1
OG0005475	FGIG_08867	SINT1_82480.1, SINT1_82480.2
OG0005476	FGIG_08980	SINT1_39820.1
OG0005477	FGIG_09017	SINT1_40500.1
OG0005478	FGIG_09023	SINT1_57820.1
OG0005479	FGIG_09040	SINT1_74580.1
OG0005480	FGIG_09094	SINT1_72530.1
OG0005481	FGIG_09127	SINT1_17790.1, SINT1_17790.3, SINT1_17790.4, SINT1_17790.2
OG0005482	FGIG_09171	SINT1_41740.1, SINT1_41740.2
OG0005483	FGIG_09247	SINT1_40070.1
OG0005484	FGIG_09262	SINT1_22260.1
OG0005485	FGIG_09458	SINT1_50990.1
OG0005486	FGIG_09487	SINT1_69000.1
OG0005487	FGIG_12160, FGIG_09491	SINT1_23440.2, SINT1_23440.1
OG0005488	FGIG_09506, FGIG_09505	SINT1_90280.1
OG0005489	FGIG_09573	SINT1_4850.1
OG0005490	FGIG_09655	SINT1_33850.1, SINT1_33850.2
OG0005491	FGIG_10265, FGIG_09931	SINT1_90070.1, SINT1_90070.2, SINT1_90070.3
OG0005492	FGIG_09962	SINT1_90760.1
OG0005493	FGIG_09987	SINT1_52580.1, SINT1_52580.2
OG0005494	FGIG_10187	SINT1_5340.1
OG0005495	FGIG_10244	SINT1_78170.1
OG0005496	FGIG_10271, FGIG_10270, FGIG_10272	SINT1_92040.1
OG0005497	FGIG_10286	SINT1_24100.1
OG0005498	FGIG_10333, FGIG_10335	SINT1_76000.1, SINT1_76000.2
OG0005499	FGIG_10413	SINT1_86660.1
OG0005500	FGIG_12018, FGIG_10415	SINT1_20120.1
OG0005501	FGIG_10457	SINT1_88510.1
OG0005502	FGIG_12542, FGIG_10680	SINT1_94710.1
OG0005503	FGIG_10717	SINT1_39270.1
OG0005504	FGIG_10738	SINT1_81560.1, SINT1_81550.1
OG0005505	FGIG_10907	SINT1_77050.1
OG0005506	FGIG_10946	SINT1_87810.1
OG0005507	FGIG_10949	SINT1_86020.1
OG0005508	FGIG_10980, FGIG_10979	SINT1_1480.1
OG0005509	FGIG_11052	SINT1_92350.1
OG0005510	FGIG_11270	SINT1_89920.1, SINT1_89920.2
OG0005511	FGIG_11273	SINT1_76770.1
OG0005512	FGIG_11451	SINT1_6770.1
OG0005513	FGIG_11581	SINT1_88120.1
OG0005514	FGIG_11608	SINT1_24940.1, SINT1_24940.3, SINT1_24940.2
OG0005515	FGIG_11733	SINT1_56740.1
OG0005516	FGIG_11869	SINT1_17710.1, SINT1_17710.2, SINT1_17710.3
OG0005517	FGIG_11892	SINT1_62730.1
OG0005518	FGIG_11921	SINT1_26110.1
OG0005519	FGIG_12020	SINT1_35310.1
OG0005520	FGIG_12154	SINT1_61050.1, SINT1_61050.2
OG0005521	FGIG_12201	SINT1_77690.2, SINT1_77690.1
OG0005522	FGIG_12221	SINT1_34060.1
OG0005523	FGIG_12401	SINT1_82290.1
OG0005524	FGIG_12556	SINT1_1680.1
OG0005525	FGIG_12603	SINT1_58180.1, SINT1_58180.2
OG0005526	FGIG_12626	SINT1_38380.1, SINT1_38380.2
OG0005566	FGIG_00039	SINT1_74770.1
OG0005567	FGIG_00093	SINT1_13600.1
OG0005568	FGIG_09678, FGIG_00134	SINT1_75680.1
OG0005569	FGIG_00200	SINT1_94040.2, SINT1_94040.1, SINT1_94040.3
OG0005570	FGIG_00239, FGIG_04932, FGIG_06426, FGIG_03105	SINT1_32610.1
OG0005571	FGIG_00304	SINT1_46760.1
OG0005572	FGIG_00313	SINT1_66640.1
OG0005573	FGIG_00334	SINT1_9830.1
OG0005574	FGIG_00404, FGIG_00403	SINT1_84940.1, SINT1_84940.2
OG0005575	FGIG_00407	SINT1_67240.1
OG0005576	FGIG_00410	SINT1_67210.1
OG0005577	FGIG_00427	SINT1_84580.1
OG0005578	FGIG_00429	SINT1_49250.1
OG0005579	FGIG_00460	SINT1_10650.1
OG0005580	FGIG_00481	SINT1_51110.1
OG0005581	FGIG_00614, FGIG_00615	SINT1_30000.1, SINT1_30000.2, SINT1_30000.3
OG0005582	FGIG_00727	SINT1_33180.1
OG0005583	FGIG_12194, FGIG_00735	SINT1_84850.1
OG0005584	FGIG_00759	SINT1_92550.1
OG0005585	FGIG_00784	SINT1_93620.1
OG0005586	FGIG_00785	SINT1_93610.1
OG0005587	FGIG_00792	SINT1_76830.1
OG0005588	FGIG_00811	SINT1_28370.1
OG0005589	FGIG_00904	SINT1_58980.1
OG0005590	FGIG_00951	SINT1_17830.1
OG0005591	FGIG_00973	SINT1_64870.1
OG0005592	FGIG_01068	SINT1_52750.1
OG0005593	FGIG_01079	SINT1_70810.1
OG0005594	FGIG_01215	SINT1_68860.2, SINT1_68860.1
OG0005595	FGIG_01218	SINT1_61990.1
OG0005596	FGIG_01219	SINT1_65920.1
OG0005597	FGIG_01230	SINT1_82300.1
OG0005598	FGIG_08185, FGIG_01384	SINT1_75400.1, SINT1_75400.2
OG0005599	FGIG_01413	SINT1_54580.1, SINT1_54580.2, SINT1_54580.3
OG0005600	FGIG_01416, FGIG_01415	SINT1_19640.1
OG0005601	FGIG_01473, FGIG_01472	SINT1_22990.1
OG0005602	FGIG_01570, FGIG_01569	SINT1_22880.1
OG0005603	FGIG_01626	SINT1_63980.1
OG0005604	FGIG_01671	SINT1_30080.1
OG0005605	FGIG_01682	SINT1_36150.1
OG0005606	FGIG_06134, FGIG_01703	SINT1_78590.1
OG0005607	FGIG_07160, FGIG_01719	SINT1_88010.1
OG0005608	FGIG_01793, FGIG_01794	SINT1_65840.1
OG0005609	FGIG_01799	SINT1_61000.1
OG0005610	FGIG_01800	SINT1_2080.1
OG0005611	FGIG_01846	SINT1_89800.1
OG0005612	FGIG_01855	SINT1_92060.1
OG0005613	FGIG_01912	SINT1_53960.1
OG0005614	FGIG_01956	SINT1_28570.1
OG0005615	FGIG_01961	SINT1_29240.1
OG0005616	FGIG_01962	SINT1_29230.1
OG0005617	FGIG_01975	SINT1_38950.1, SINT1_38950.2
OG0005618	FGIG_01982	SINT1_49840.1
OG0005619	FGIG_01986	SINT1_50180.1
OG0005620	FGIG_02031	SINT1_87680.1
OG0005621	FGIG_02033	SINT1_85920.1
OG0005622	FGIG_02076	SINT1_440.1
OG0005623	FGIG_02096	SINT1_74100.1
OG0005624	FGIG_02153	SINT1_11540.1
OG0005625	FGIG_02154	SINT1_11550.1, SINT1_11550.2
OG0005626	FGIG_02163	SINT1_43810.1, SINT1_43810.2
OG0005627	FGIG_02164, FGIG_02165	SINT1_23290.1
OG0005628	FGIG_02198	SINT1_39300.1
OG0005629	FGIG_02280	SINT1_31980.1
OG0005630	FGIG_02297, FGIG_11604	SINT1_83540.1, SINT1_83540.2, SINT1_83540.3
OG0005631	FGIG_02301, FGIG_11851	SINT1_54950.1
OG0005632	FGIG_02306	SINT1_93590.1
OG0005633	FGIG_02340	SINT1_10780.1
OG0005634	FGIG_02346	SINT1_22910.1
OG0005635	FGIG_02368	SINT1_3010.1, SINT1_3010.2
OG0005636	FGIG_02409	SINT1_38700.1, SINT1_38700.2, SINT1_38700.3
OG0005637	FGIG_02457	SINT1_78910.1
OG0005638	FGIG_02466	SINT1_76050.1
OG0005639	FGIG_02469	SINT1_72290.1, SINT1_72290.2
OG0005640	FGIG_02515	SINT1_27710.1
OG0005641	FGIG_02522	SINT1_72510.1
OG0005642	FGIG_02588	SINT1_94590.1
OG0005643	FGIG_02614	SINT1_29750.1
OG0005644	FGIG_02630	SINT1_75340.1, SINT1_75340.2, SINT1_75340.3
OG0005645	FGIG_02639	SINT1_58630.1, SINT1_58630.2
OG0005646	FGIG_02645	SINT1_41090.1
OG0005647	FGIG_06946, FGIG_02672	SINT1_55610.1
OG0005648	FGIG_02699	SINT1_40160.1
OG0005649	FGIG_02721	SINT1_50340.1
OG0005650	FGIG_11552, FGIG_02809	SINT1_64250.1
OG0005651	FGIG_12366, FGIG_02877	SINT1_65610.1
OG0005653	FGIG_02917, FGIG_04227	SINT1_92190.1
OG0005654	FGIG_02919	SINT1_71780.1
OG0005655	FGIG_02944	SINT1_27360.1
OG0005656	FGIG_02958	SINT1_86390.1
OG0005657	FGIG_03052	SINT1_12290.1
OG0005658	FGIG_03091	SINT1_89530.1, SINT1_89530.2
OG0005659	FGIG_03266	SINT1_17050.1
OG0005660	FGIG_03362	SINT1_71030.1
OG0005661	FGIG_03421, FGIG_03419, FGIG_03420	SINT1_6920.1
OG0005662	FGIG_03459	SINT1_43270.1, SINT1_43270.2
OG0005663	FGIG_03462	SINT1_8670.1
OG0005664	FGIG_03491, FGIG_03488, FGIG_03489	SINT1_25340.1
OG0005665	FGIG_03496	SINT1_48170.1, SINT1_48170.3, SINT1_48170.2
OG0005666	FGIG_03498	SINT1_88550.1
OG0005667	FGIG_03546	SINT1_42140.1
OG0005668	FGIG_03559	SINT1_3530.1
OG0005669	FGIG_03577	SINT1_55740.1, SINT1_55740.2, SINT1_55740.3
OG0005670	FGIG_03618	SINT1_83020.1
OG0005671	FGIG_03624	SINT1_12260.1
OG0005672	FGIG_03728	SINT1_47340.1
OG0005673	FGIG_03729	SINT1_47400.1
OG0005674	FGIG_03804, FGIG_03805	SINT1_26270.1, SINT1_26260.1
OG0005675	FGIG_03869, FGIG_03868	SINT1_40730.1
OG0005676	FGIG_03871	SINT1_52410.1
OG0005677	FGIG_03969	SINT1_5910.1, SINT1_5910.2, SINT1_5910.3
