Orthogroup	fasciola_gigantica	opisthorchis_viverrini
OG0005822	FGIG_10360	T265_10836, T265_15798
OG0005823	FGIG_10379	T265_03645
OG0005824	FGIG_10407	T265_13768
OG0005825	FGIG_10485	T265_09263
OG0005826	FGIG_10627	T265_15546, T265_15547
OG0005827	FGIG_10660	T265_00477
OG0005829	FGIG_10701	T265_07019
OG0005832	FGIG_10854	T265_03487
OG0005834	FGIG_11039, FGIG_11040	T265_09549
OG0005835	FGIG_11133	T265_02951, T265_02950, T265_12725
OG0005836	FGIG_11163	T265_01708
OG0005837	FGIG_11222	T265_01193
OG0005839	FGIG_11268	T265_06242
OG0005840	FGIG_11276	T265_11601
OG0005841	FGIG_11298	T265_08033
OG0005842	FGIG_11382	T265_03836, T265_15281
OG0005843	FGIG_11440	T265_10763
OG0005844	FGIG_11461	T265_14602
OG0005846	FGIG_11607	T265_07312
OG0005847	FGIG_11665	T265_13750
OG0005848	FGIG_11690	T265_06770
OG0005849	FGIG_11737, FGIG_11694	T265_11650
OG0005851	FGIG_11938	T265_13104
OG0005852	FGIG_12009	T265_08633
OG0005853	FGIG_12146	T265_02224
OG0005854	FGIG_12243	T265_13860
OG0005855	FGIG_12326	T265_08314
OG0005856	FGIG_12519	T265_03805
OG0005857	FGIG_12552	T265_00601
OG0005892	FGIG_00016	T265_02810
OG0005893	FGIG_00018	T265_14649
OG0005895	FGIG_00083, FGIG_00084	T265_02067, T265_12917
OG0005896	FGIG_00150	T265_11094
OG0005897	FGIG_11987	T265_03568
OG0005897	FGIG_00169	T265_07974
OG0005898	FGIG_00171	T265_12230
OG0005899	FGIG_00196	T265_04845
OG0005900	FGIG_00203	T265_00709
OG0005901	FGIG_00261	T265_00638
OG0005902	FGIG_03471	T265_00941
OG0005902	FGIG_00276	T265_02464
OG0005903	FGIG_00320	T265_00963
OG0005904	FGIG_00382	T265_11372
OG0005905	FGIG_00409	T265_03164
OG0005907	FGIG_00533	T265_15495
OG0005908	FGIG_00582	T265_02581
OG0005909	FGIG_00588	T265_06412, T265_11442
OG0005910	FGIG_00668	T265_09944
OG0005911	FGIG_00851	T265_04810
OG0005912	FGIG_00858	T265_04624
OG0005913	FGIG_00861	T265_10498
OG0005914	FGIG_00865	T265_06765
OG0005915	FGIG_00924	T265_08170
OG0005916	FGIG_00939	T265_06691
OG0005917	FGIG_00972	T265_15562
OG0005918	FGIG_00977	T265_08551
OG0005919	FGIG_01102	T265_11164, T265_11165
OG0005920	FGIG_01131	T265_00251
OG0005921	FGIG_01358	T265_00660
OG0005922	FGIG_01393	T265_03683
OG0005923	FGIG_01438	T265_09100
OG0005924	FGIG_01484	T265_11578
OG0005924	FGIG_01483	T265_15466
OG0005925	FGIG_01502	T265_01965
OG0005926	FGIG_01509	T265_06075
OG0005927	FGIG_01582	T265_07474
OG0005928	FGIG_01620	T265_03910
OG0005929	FGIG_01624	T265_14813
OG0005930	FGIG_01705	T265_01780
OG0005931	FGIG_01752, FGIG_01751	T265_00432
OG0005932	FGIG_01801	T265_15964, T265_08949
OG0005934	FGIG_01935	T265_13965
OG0005935	FGIG_01960	T265_11727
OG0005936	FGIG_02046	T265_13176
OG0005937	FGIG_02059, FGIG_02058	T265_07301
OG0005938	FGIG_02099	T265_12945
OG0005939	FGIG_02102	T265_01335
OG0005943	FGIG_02239	T265_00991
OG0005944	FGIG_02268	T265_11797
OG0005945	FGIG_02273	T265_03036
OG0005946	FGIG_02359	T265_10157
OG0005947	FGIG_02408	T265_09064
OG0005948	FGIG_02438	T265_03363, T265_07624
OG0005950	FGIG_02460	T265_12502
OG0005951	FGIG_02568	T265_09940
OG0005952	FGIG_02611	T265_10288
OG0005953	FGIG_02777	T265_10746
OG0005954	FGIG_02792, FGIG_02793	T265_10033
OG0005955	FGIG_02795	T265_07740
OG0005956	FGIG_02874	T265_04335
OG0005957	FGIG_02923, FGIG_12620	T265_08557
OG0005958	FGIG_02947	T265_06746
OG0005959	FGIG_10953, FGIG_03057	T265_05366
OG0005960	FGIG_03072	T265_05528
OG0005961	FGIG_03134	T265_14951
OG0005962	FGIG_03169	T265_06637
OG0005963	FGIG_03185	T265_10304, T265_14365, T265_15108
OG0005964	FGIG_03336	T265_10711
OG0005965	FGIG_03377	T265_02267
OG0005966	FGIG_03397	T265_10363
OG0005967	FGIG_03402	T265_09028
OG0005968	FGIG_03422	T265_03223
OG0005969	FGIG_03460	T265_01484
OG0005970	FGIG_03509	T265_00871
OG0005971	FGIG_03517	T265_05686
OG0005973	FGIG_03547	T265_06386
OG0005974	FGIG_03599	T265_06188
OG0005975	FGIG_03738	T265_14775
OG0005976	FGIG_03761	T265_14316
OG0005977	FGIG_03775	T265_12538
OG0005978	FGIG_03813	T265_13761
OG0005979	FGIG_03861	T265_05569
OG0005979	FGIG_07288	T265_05419
OG0005980	FGIG_03874	T265_05285
OG0005981	FGIG_03938	T265_15772
OG0005982	FGIG_04451, FGIG_03984	T265_00605, T265_00606
OG0005983	FGIG_04068	T265_07434
OG0005984	FGIG_04138	T265_00666
OG0005985	FGIG_04144	T265_08574
OG0005986	FGIG_04149	T265_03423
OG0005988	FGIG_04190	T265_15461
OG0005989	FGIG_04194	T265_14833
OG0005990	FGIG_04223	T265_00349
OG0005991	FGIG_04280, FGIG_04281	T265_14289
OG0005992	FGIG_04441, FGIG_04442	T265_03305
OG0005993	FGIG_04467	T265_05906
OG0005994	FGIG_04549	T265_01234
OG0005995	FGIG_04658	T265_00455
OG0005996	FGIG_04704	T265_00840
OG0005998	FGIG_04782	T265_03564
OG0005999	FGIG_04792	T265_12854
OG0006000	FGIG_04908	T265_08532
OG0006001	FGIG_04923	T265_07451
OG0006002	FGIG_04934	T265_13469
OG0006003	FGIG_04947	T265_12071, T265_04787
OG0006004	FGIG_05064	T265_13739
OG0006005	FGIG_05077	T265_15287
OG0006006	FGIG_05083	T265_02947
OG0006007	FGIG_05106	T265_13795
OG0006008	FGIG_05169	T265_00318
OG0006009	FGIG_05208	T265_12041, T265_15230
OG0006010	FGIG_05229	T265_01682
OG0006011	FGIG_05267, FGIG_05266	T265_00506
OG0006012	FGIG_05389	T265_08137
OG0006013	FGIG_05439	T265_15196
OG0006014	FGIG_05518	T265_02209
OG0006015	FGIG_05536	T265_01224
OG0006016	FGIG_05545	T265_00151
OG0006017	FGIG_05546	T265_00153
OG0006018	FGIG_05580	T265_05377
OG0006019	FGIG_05585	T265_07921, T265_12602
OG0006021	FGIG_05799	T265_05821
OG0006022	FGIG_05880	T265_02028
OG0006023	FGIG_05909	T265_00867
OG0006024	FGIG_05917	T265_12539
OG0006026	FGIG_05938	T265_09387
OG0006027	FGIG_05950	T265_02114
OG0006028	FGIG_05989	T265_06858
OG0006029	FGIG_06002	T265_03845
OG0006030	FGIG_06162	T265_07048, T265_16154
OG0006031	FGIG_06250	T265_05494
OG0006032	FGIG_06304, FGIG_06303	T265_14178
OG0006033	FGIG_06351	T265_09128
OG0006034	FGIG_06449	T265_10670
OG0006035	FGIG_06455	T265_01354
OG0006037	FGIG_06532	T265_11799
OG0006038	FGIG_06567	T265_01505
OG0006039	FGIG_06568	T265_00295
OG0006040	FGIG_06651	T265_08498
OG0006043	FGIG_06821	T265_08369
OG0006044	FGIG_06839, FGIG_09285	T265_10305
OG0006045	FGIG_06858	T265_04338
OG0006046	FGIG_06859	T265_08037
OG0006047	FGIG_06862	T265_05746
OG0006048	FGIG_06901	T265_14751
OG0006049	FGIG_06934	T265_06032
OG0006050	FGIG_06979	T265_01164
OG0006051	FGIG_07294	T265_13008
OG0006052	FGIG_07314, FGIG_08950	T265_01643, T265_12947
OG0006053	FGIG_07403	T265_12566
OG0006054	FGIG_07424	T265_14672
OG0006055	FGIG_07555, FGIG_12414	T265_01190
OG0006056	FGIG_07596	T265_09364
OG0006058	FGIG_07629	T265_01441
OG0006059	FGIG_07642	T265_04869
OG0006060	FGIG_07735	T265_13511
OG0006061	FGIG_07737	T265_01621
OG0006062	FGIG_07768, FGIG_07767	T265_04461
OG0006063	FGIG_07773	T265_09923
OG0006065	FGIG_07920	T265_13797
OG0006066	FGIG_07957, FGIG_07958	T265_07753
OG0006067	FGIG_07984	T265_01485
OG0006068	FGIG_08132	T265_12800
OG0006069	FGIG_08136	T265_00728, T265_16346
OG0006070	FGIG_08226	T265_15112
OG0006071	FGIG_08258	T265_02929
OG0006072	FGIG_08317	T265_10623
OG0006073	FGIG_08326	T265_06995
OG0006074	FGIG_08337	T265_07348
OG0006075	FGIG_08364	T265_11346
OG0006076	FGIG_08367, FGIG_12133	T265_00294
OG0006077	FGIG_08374	T265_04114
OG0006079	FGIG_08462	T265_02701
OG0006080	FGIG_08479	T265_13358
OG0006081	FGIG_08526	T265_09866
OG0006082	FGIG_08527	T265_07611
OG0006083	FGIG_08563	T265_02310
OG0006085	FGIG_10779, FGIG_08613	T265_04853
OG0006086	FGIG_08731	T265_09099
OG0006087	FGIG_08787	T265_08017
OG0006088	FGIG_08882	T265_00027
OG0006090	FGIG_08982	T265_13855
OG0006091	FGIG_09009	T265_12290, T265_15429
OG0006092	FGIG_09050	T265_01843
OG0006093	FGIG_09188	T265_01206
OG0006094	FGIG_09274	T265_12458
OG0006095	FGIG_09620	T265_07126
OG0006096	FGIG_09689	T265_06953
OG0006097	FGIG_09715	T265_07749
OG0006098	FGIG_09726	T265_10302
OG0006099	FGIG_09757	T265_13774
OG0006100	FGIG_09760	T265_00893
OG0006101	FGIG_09771	T265_06530
OG0006102	FGIG_09799	T265_03871
OG0006103	FGIG_09897, FGIG_09898	T265_08234
OG0006104	FGIG_09904	T265_07156
OG0006105	FGIG_09948	T265_02379
OG0006106	FGIG_09973	T265_14363, T265_16286
OG0006107	FGIG_09976	T265_04785
OG0006108	FGIG_10009	T265_10524
OG0006109	FGIG_10044	T265_12532
OG0006110	FGIG_10049	T265_04314
OG0006111	FGIG_10113	T265_08178
OG0006112	FGIG_10226	T265_08901
OG0006113	FGIG_10252	T265_09557
OG0006114	FGIG_10556, FGIG_10273	T265_13613
OG0006115	FGIG_10337	T265_11567
OG0006116	FGIG_10344	T265_03865
OG0006117	FGIG_10442	T265_00135
OG0006118	FGIG_10496	T265_15436
OG0006120	FGIG_10569	T265_07064
OG0006121	FGIG_10579	T265_15292
OG0006122	FGIG_10586	T265_00758
OG0006123	FGIG_10590	T265_01160
OG0006124	FGIG_10595	T265_08959, T265_11073
OG0006127	FGIG_10725	T265_03470
OG0006128	FGIG_10751	T265_04746
OG0006129	FGIG_11814, FGIG_10752	T265_03091, T265_03090
OG0006130	FGIG_10821, FGIG_10822	T265_08572
OG0006131	FGIG_10927, FGIG_13984	T265_01167
OG0006132	FGIG_10944, FGIG_10943	T265_00097
OG0006133	FGIG_10962	T265_13035
OG0006134	FGIG_10976	T265_06562
OG0006135	FGIG_10981	T265_01602
OG0006136	FGIG_11014, FGIG_11188	T265_10637
OG0006139	FGIG_11069	T265_06487
OG0006140	FGIG_11074	T265_12439
OG0006141	FGIG_11129	T265_03619
OG0006143	FGIG_11445, FGIG_11237	T265_15582
OG0006144	FGIG_11242	T265_13033
OG0006145	FGIG_11257	T265_04145
OG0006146	FGIG_11274	T265_16067
OG0006147	FGIG_11300	T265_09593
OG0006148	FGIG_11321	T265_12467, T265_12466
OG0006149	FGIG_11387	T265_03687
OG0006150	FGIG_11446	T265_08342
OG0006151	FGIG_11455	T265_04465
OG0006153	FGIG_11530	T265_15142
OG0006154	FGIG_11547	T265_08894
OG0006155	FGIG_11830	T265_10165
OG0006156	FGIG_11874	T265_03960
OG0006157	FGIG_11878	T265_07598
OG0006158	FGIG_11954	T265_15372
OG0006159	FGIG_12040	T265_01099
OG0006160	FGIG_12105	T265_04379
OG0006161	FGIG_12166	T265_00754, T265_04662
OG0006162	FGIG_12313	T265_03680
OG0006163	FGIG_12372	T265_09146
OG0006164	FGIG_12474	T265_00257
OG0006165	FGIG_12495	T265_00812
OG0006166	FGIG_12529	T265_03856
OG0006167	FGIG_12579	T265_01644, T265_12127
OG0006168	FGIG_12633	T265_09199
OG0006225	FGIG_00026	T265_04195
OG0006226	FGIG_00055, FGIG_06305	T265_06962
OG0006227	FGIG_00060	T265_05575
OG0006229	FGIG_00075	T265_11944, T265_12321
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	T265_08353
OG0006231	FGIG_00166	T265_05886
OG0006234	FGIG_00325	T265_07777
OG0006235	FGIG_00406, FGIG_00424, FGIG_00421	T265_13669
OG0006236	FGIG_00448	T265_00536
OG0006237	FGIG_00450	T265_02604
OG0006238	FGIG_00472	T265_04894
OG0006239	FGIG_00474	T265_05714
OG0006241	FGIG_00551	T265_00315
OG0006242	FGIG_12664, FGIG_00622	T265_11186
OG0006243	FGIG_00637	T265_13406
OG0006245	FGIG_00777, FGIG_00776	T265_13952
OG0006246	FGIG_00799	T265_12114
OG0006247	FGIG_00862	T265_10497
OG0006248	FGIG_00890	T265_09974, T265_09975
OG0006249	FGIG_00933	T265_12552
OG0006250	FGIG_00958	T265_08806
OG0006251	FGIG_01056	T265_04439
OG0006252	FGIG_01080	T265_03818
OG0006253	FGIG_09181, FGIG_01105	T265_09495
OG0006254	FGIG_01121	T265_10255
OG0006255	FGIG_01124	T265_12577
OG0006256	FGIG_01136	T265_11234
OG0006257	FGIG_04631, FGIG_01141	T265_09703
OG0006258	FGIG_01246	T265_12589
OG0006259	FGIG_01260, FGIG_01261	T265_14257
OG0006260	FGIG_01269	T265_06942, T265_06943
OG0006261	FGIG_01386, FGIG_01385	T265_00088, T265_00089
OG0006262	FGIG_01406	T265_09323
OG0006264	FGIG_01450	T265_15190
OG0006265	FGIG_01474	T265_01075
OG0006266	FGIG_01521, FGIG_01522	T265_05275
OG0006267	FGIG_01531	T265_14701
OG0006269	FGIG_01663	T265_08086
OG0006270	FGIG_01788	T265_15004
OG0006272	FGIG_01877	T265_08414
OG0006273	FGIG_01880	T265_04110
OG0006274	FGIG_01909	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	FGIG_02097	T265_14969
OG0006276	FGIG_02118	T265_07118
OG0006277	FGIG_02172	T265_13414
OG0006278	FGIG_02173	T265_02316, T265_15671
OG0006279	FGIG_02204	T265_14327
OG0006280	FGIG_02259	T265_09871
OG0006281	FGIG_02319	T265_15811
OG0006282	FGIG_02396	T265_11224
OG0006283	FGIG_02470	T265_05049
OG0006284	FGIG_02617, FGIG_12218	T265_02188
OG0006285	FGIG_02631	T265_00313
OG0006286	FGIG_02651	T265_00546
OG0006288	FGIG_02732, FGIG_02733	T265_00770
OG0006289	FGIG_02774	T265_14976
OG0006290	FGIG_02808	T265_03916
OG0006291	FGIG_02861	T265_08125
OG0006292	FGIG_02864	T265_00669
OG0006293	FGIG_02873	T265_08152
OG0006294	FGIG_02897, FGIG_12580	T265_09717
OG0006295	FGIG_02916	T265_11139
OG0006296	FGIG_12568, FGIG_02930	T265_09675
OG0006299	FGIG_03008	T265_09982, T265_06697
OG0006300	FGIG_03043	T265_12045
OG0006301	FGIG_03060	T265_15886, T265_12313
OG0006302	FGIG_03099	T265_07637
OG0006303	FGIG_03117	T265_14450
OG0006304	FGIG_03123	T265_00048
OG0006305	FGIG_03126	T265_10720
OG0006306	FGIG_03193, FGIG_08482	T265_09242
OG0006307	FGIG_03350	T265_09818
OG0006308	FGIG_03514	T265_14763
OG0006309	FGIG_03636	T265_15194
OG0006310	FGIG_03648	T265_03045
OG0006311	FGIG_03661	T265_04307
OG0006312	FGIG_03684	T265_02160
OG0006313	FGIG_03696	T265_13064
OG0006314	FGIG_03713	T265_02327
OG0006315	FGIG_03720	T265_02744
OG0006316	FGIG_03811, FGIG_03812	T265_10726
OG0006317	FGIG_03875	T265_00104
OG0006318	FGIG_03888	T265_06847
OG0006319	FGIG_03907, FGIG_03908, FGIG_03906	T265_10996
OG0006320	FGIG_03957	T265_10617
OG0006321	FGIG_04040	T265_05253
OG0006322	FGIG_04082	T265_13118
OG0006323	FGIG_04136	T265_08324
OG0006324	FGIG_04163	T265_01373
OG0006325	FGIG_04216	T265_06415
OG0006326	FGIG_04422, FGIG_04423, FGIG_08169	T265_06631
OG0006327	FGIG_04492, FGIG_04491	T265_12717
OG0006328	FGIG_04497	T265_08665
OG0006329	FGIG_04500	T265_14587
OG0006330	FGIG_04553	T265_07570
OG0006331	FGIG_04577	T265_03152
OG0006332	FGIG_04582	T265_11742
OG0006334	FGIG_04684	T265_14064
OG0006335	FGIG_04751	T265_04638
OG0006336	FGIG_04777	T265_15021
OG0006337	FGIG_04780	T265_05503
OG0006338	FGIG_04804	T265_04419
OG0006339	FGIG_04931	T265_00683
OG0006340	FGIG_04957, FGIG_05164	T265_08629
OG0006342	FGIG_05037, FGIG_05036, FGIG_05038	T265_11168
OG0006343	FGIG_05091	T265_04178
OG0006344	FGIG_05103	T265_14821
OG0006346	FGIG_05271	T265_13092, T265_07373
OG0006347	FGIG_05292	T265_15598
OG0006348	FGIG_05327	T265_11593
OG0006349	FGIG_05354, FGIG_05355	T265_05558
OG0006350	FGIG_05372, FGIG_05373	T265_07982, T265_15938
OG0006351	FGIG_05380	T265_14298, T265_14297
OG0006352	FGIG_05416	T265_07872
OG0006353	FGIG_05427	T265_03964
OG0006354	FGIG_05431	T265_01996
OG0006355	FGIG_05443	T265_08827
OG0006356	FGIG_05477	T265_01986
OG0006357	FGIG_05499	T265_07692
OG0006358	FGIG_05606	T265_06294
OG0006359	FGIG_05685, FGIG_05684	T265_06848, T265_06849
OG0006360	FGIG_05687	T265_07902
OG0006361	FGIG_05695	T265_11664
OG0006362	FGIG_05758	T265_00886
OG0006363	FGIG_05842	T265_14157
OG0006365	FGIG_05854	T265_08591
OG0006366	FGIG_05942	T265_00360
OG0006367	FGIG_06038	T265_00428
OG0006369	FGIG_06074	T265_02314, T265_16246
OG0006370	FGIG_06179	T265_13377
OG0006371	FGIG_06220	T265_06013
OG0006372	FGIG_06257	T265_00580
OG0006373	FGIG_06266	T265_04279
OG0006374	FGIG_06368	T265_02365
OG0006375	FGIG_06379	T265_00911, T265_00912
OG0006376	FGIG_12584, FGIG_06425	T265_04165
OG0006377	FGIG_06440	T265_11918
OG0006378	FGIG_06445, FGIG_06444	T265_12748
OG0006379	FGIG_06453	T265_12049
OG0006381	FGIG_06561	T265_07644
OG0006383	FGIG_06621	T265_07925
OG0006384	FGIG_06626	T265_02045
OG0006385	FGIG_06657	T265_05143
OG0006386	FGIG_06699	T265_15437
OG0006387	FGIG_06734, FGIG_12424	T265_03298
OG0006388	FGIG_06755	T265_07008
OG0006389	FGIG_06771	T265_02317
OG0006390	FGIG_06827	T265_15291
OG0006391	FGIG_07033, FGIG_06828	T265_10898
OG0006392	FGIG_10067	T265_05333
OG0006392	FGIG_06830	T265_13754, T265_13554
OG0006394	FGIG_06942	T265_15418
OG0006395	FGIG_06992	T265_13542
OG0006397	FGIG_07001	T265_03982
OG0006398	FGIG_07086	T265_14053
OG0006399	FGIG_07120	T265_14380
OG0006400	FGIG_07283	T265_02773
OG0006401	FGIG_07310	T265_00344
OG0006402	FGIG_07313	T265_07045
OG0006403	FGIG_07437	T265_10653
OG0006404	FGIG_07473	T265_06868
OG0006405	FGIG_07477	T265_11460
OG0006406	FGIG_07578	T265_13003, T265_03998, T265_14155
OG0006407	FGIG_07582	T265_01611
OG0006408	FGIG_07627	T265_05827
OG0006409	FGIG_07688	T265_06982
OG0006410	FGIG_07709	T265_15301
OG0006411	FGIG_07733	T265_12161, T265_15137, T265_15138
OG0006412	FGIG_07743, FGIG_07742	T265_14552
OG0006413	FGIG_07840	T265_07342
OG0006414	FGIG_07937	T265_07452
OG0006415	FGIG_08006	T265_09372
OG0006416	FGIG_08033	T265_08933
OG0006418	FGIG_08067	T265_03112
OG0006420	FGIG_08164	T265_01124
OG0006421	FGIG_08200	T265_09926
OG0006422	FGIG_08202	T265_04316
OG0006423	FGIG_08206, FGIG_10667	T265_09547
OG0006424	FGIG_08208	T265_15186, T265_02708
OG0006425	FGIG_08311	T265_11416
OG0006426	FGIG_08358	T265_09277
OG0006427	FGIG_08359	T265_10062
OG0006428	FGIG_08397	T265_11779
OG0006429	FGIG_08439	T265_08172
OG0006430	FGIG_08457	T265_01459, T265_08003
OG0006431	FGIG_08615	T265_09599
OG0006432	FGIG_08656	T265_12903
OG0006433	FGIG_08752	T265_04463
OG0006434	FGIG_08760	T265_10421
OG0006435	FGIG_08771	T265_02372
OG0006436	FGIG_08796	T265_01380
OG0006437	FGIG_08799	T265_03880
OG0006438	FGIG_08851	T265_02221
OG0006439	FGIG_08865	T265_10437
OG0006440	FGIG_08876	T265_10890
OG0006441	FGIG_08947	T265_08751
OG0006442	FGIG_08983	T265_05198
OG0006443	FGIG_09051	T265_01839
OG0006444	FGIG_09053	T265_13057
OG0006445	FGIG_09103	T265_12451, T265_16053
OG0006448	FGIG_09313	T265_12679
OG0006449	FGIG_09359	T265_08544
OG0006450	FGIG_09392	T265_10232
OG0006451	FGIG_09470	T265_15460
OG0006452	FGIG_09553	T265_10252
OG0006453	FGIG_09566	T265_01420
OG0006454	FGIG_09585	T265_11534
OG0006455	FGIG_09741	T265_01587
OG0006457	FGIG_09819	T265_00141
OG0006458	FGIG_09840	T265_07613
OG0006459	FGIG_09859	T265_12438
OG0006460	FGIG_09902	T265_01122
OG0006461	FGIG_09992	T265_14894
OG0006462	FGIG_10029	T265_02678
OG0006463	FGIG_10092	T265_00516
OG0006464	FGIG_10128	T265_03697
OG0006466	FGIG_10266	T265_11283
OG0006467	FGIG_10308	T265_11575
OG0006468	FGIG_10393	T265_15381
OG0006469	FGIG_10433	T265_07952
OG0006470	FGIG_10447	T265_03006
OG0006472	FGIG_10666	T265_09548
OG0006473	FGIG_10705	T265_00503
OG0006476	FGIG_11046	T265_00225
OG0006477	FGIG_11156, FGIG_11891	T265_10127
OG0006478	FGIG_11160	T265_15504, T265_15819
OG0006479	FGIG_11625, FGIG_11182	T265_04124
OG0006480	FGIG_11325	T265_10500
OG0006481	FGIG_11497, FGIG_11646	T265_01822
OG0006484	FGIG_11727	T265_01969
OG0006485	FGIG_11740	T265_08420
OG0006486	FGIG_11752	T265_10504, T265_15169
OG0006487	FGIG_11778, FGIG_11777	T265_01788
OG0006488	FGIG_11860	T265_14164
OG0006489	FGIG_11976	T265_06132
OG0006490	FGIG_12128	T265_06700
OG0006491	FGIG_12211	T265_02227
OG0006492	FGIG_12231	T265_09429
OG0006493	FGIG_12248	T265_05598
OG0006494	FGIG_12351	T265_07790
OG0006495	FGIG_12377	T265_02429
OG0006496	FGIG_12617	T265_10309, T265_10310
OG0006543	FGIG_00006, FGIG_11678	T265_02409, T265_02410
OG0006544	FGIG_00078	T265_04643
OG0006545	FGIG_00183	T265_12850
OG0006546	FGIG_00243	T265_04315
OG0006547	FGIG_00317	T265_00458
OG0006548	FGIG_04759, FGIG_00371, FGIG_04671	T265_08761
OG0006549	FGIG_00449	T265_00535
OG0006550	FGIG_12407, FGIG_00553	T265_12513
OG0006552	FGIG_00623	T265_15625
OG0006553	FGIG_00662	T265_06339
OG0006554	FGIG_00767	T265_13260
OG0006555	FGIG_00808	T265_05771
OG0006556	FGIG_00982	T265_11960
OG0006557	FGIG_00988	T265_02543
OG0006558	FGIG_01077	T265_05738
OG0006560	FGIG_01138	T265_12703
OG0006561	FGIG_01187	T265_06796
OG0006562	FGIG_01192	T265_14420
OG0006563	FGIG_01200	T265_07306
OG0006567	FGIG_01360	T265_07533
OG0006568	FGIG_01394	T265_13305
OG0006569	FGIG_01437	T265_09101
OG0006570	FGIG_01459, FGIG_01458	T265_00046
OG0006571	FGIG_01508	T265_02036
OG0006572	FGIG_01547	T265_13595, T265_04767
OG0006573	FGIG_01594	T265_10380
OG0006574	FGIG_01597	T265_00628
OG0006575	FGIG_01608	T265_05860, T265_15914
OG0006576	FGIG_01614	T265_00643
OG0006577	FGIG_01753	T265_16165, T265_08513, T265_15866, T265_08512
OG0006578	FGIG_01891	T265_13404
OG0006579	FGIG_02083	T265_04072
OG0006580	FGIG_02087	T265_06753
OG0006581	FGIG_02181	T265_01022
OG0006582	FGIG_02231	T265_06600
OG0006583	FGIG_02247	T265_10802
OG0006584	FGIG_02271	T265_06921
OG0006585	FGIG_02288	T265_10220
OG0006586	FGIG_02291	T265_06535
OG0006588	FGIG_02309	T265_04942
OG0006589	FGIG_02349, FGIG_08384	T265_07243
OG0006590	FGIG_02351	T265_07241
OG0006591	FGIG_02456	T265_06110
OG0006592	FGIG_02535	T265_09421
OG0006593	FGIG_02570	T265_03292
OG0006594	FGIG_02673	T265_05108
OG0006595	FGIG_02674	T265_13783
OG0006596	FGIG_02752	T265_14736
OG0006597	FGIG_02773	T265_15644
OG0006598	FGIG_02915	T265_04813
OG0006599	FGIG_07064, FGIG_03010	T265_06001
OG0006601	FGIG_03122, FGIG_06369	T265_05089
OG0006604	FGIG_03234	T265_02143
OG0006605	FGIG_03253	T265_15195
OG0006606	FGIG_03382	T265_10657
OG0006607	FGIG_03435	T265_04245
OG0006608	FGIG_03438	T265_04438
OG0006610	FGIG_03465	T265_07805
OG0006611	FGIG_03478	T265_13076
OG0006612	FGIG_11235, FGIG_03497	T265_09273, T265_05852
OG0006613	FGIG_03620	T265_08081
OG0006614	FGIG_03680	T265_11437
OG0006616	FGIG_03739	T265_09162
OG0006617	FGIG_03802	T265_01246
OG0006618	FGIG_03887	T265_07977
OG0006619	FGIG_03900	T265_01062
OG0006620	FGIG_03903	T265_11532
OG0006621	FGIG_03986	T265_05353
OG0006622	FGIG_03995	T265_07997
OG0006624	FGIG_04050	T265_00402
OG0006625	FGIG_04051	T265_00626
OG0006626	FGIG_04076, FGIG_04074	T265_16206, T265_10359, T265_16251
OG0006627	FGIG_04165	T265_15096
OG0006628	FGIG_04260	T265_06512
OG0006629	FGIG_04332	T265_01973
OG0006630	FGIG_04399, FGIG_04400	T265_02374, T265_12306, T265_02376
OG0006631	FGIG_04415	T265_01364
OG0006632	FGIG_04535	T265_00693
OG0006633	FGIG_04566	T265_12533
OG0006634	FGIG_04588	T265_09918
OG0006636	FGIG_04678	T265_01102
OG0006638	FGIG_04775	T265_07959, T265_12103, T265_12336
OG0006639	FGIG_04793	T265_01732
OG0006640	FGIG_04800	T265_02101
OG0006641	FGIG_04835	T265_11815, T265_12182, T265_12254
OG0006642	FGIG_04871	T265_14387
OG0006643	FGIG_04972	T265_01447
OG0006644	FGIG_05056	T265_11470
OG0006645	FGIG_05059	T265_04180
OG0006646	FGIG_05066	T265_14470
OG0006647	FGIG_05201	T265_04949
OG0006648	FGIG_05316	T265_06317
OG0006650	FGIG_05364	T265_13348
OG0006651	FGIG_05383	T265_03076
OG0006652	FGIG_05401	T265_14309
OG0006653	FGIG_05476	T265_01556
OG0006654	FGIG_05485	T265_06319
OG0006655	FGIG_05516	T265_10613
OG0006656	FGIG_05517	T265_10612
OG0006657	FGIG_05522	T265_01090
OG0006658	FGIG_05543	T265_02204
OG0006659	FGIG_05563	T265_04507
OG0006660	FGIG_05584	T265_07919
OG0006661	FGIG_05588	T265_06986
OG0006662	FGIG_05607	T265_06293
OG0006664	FGIG_05683	T265_10175
OG0006665	FGIG_11353, FGIG_05686	T265_09475
OG0006666	FGIG_05750	T265_05118
OG0006667	FGIG_05807	T265_06889
OG0006668	FGIG_05813	T265_08869
OG0006669	FGIG_05844, FGIG_05843	T265_06871, T265_14158
OG0006670	FGIG_05867	T265_01723
OG0006671	FGIG_05896	T265_02176
OG0006672	FGIG_05931, FGIG_05930	T265_07550
OG0006673	FGIG_05954	T265_14096
OG0006675	FGIG_06262	T265_14098
OG0006676	FGIG_06337	T265_02337
OG0006678	FGIG_06370	T265_02364
OG0006680	FGIG_06497	T265_14576
OG0006681	FGIG_06517	T265_03138
