Orthogroup	fasciola_gigantica	schistosoma_guineensis
OG0004565	FGIG_08276	SGUI1_85760.1
OG0004566	FGIG_08301	SGUI1_41640.2, SGUI1_41640.1
OG0004567	FGIG_08308	SGUI1_31050.1
OG0004568	FGIG_08365	SGUI1_28050.1, SGUI1_28050.2
OG0004569	FGIG_08428	SGUI1_14170.1
OG0004570	FGIG_08487	SGUI1_48650.3, SGUI1_48650.1, SGUI1_48650.2
OG0004571	FGIG_08642	SGUI1_53950.1
OG0004572	FGIG_08648, FGIG_09174	SGUI1_81250.1
OG0004573	FGIG_08708, FGIG_12070	SGUI1_75520.1, SGUI1_75520.2
OG0004574	FGIG_08740	SGUI1_21600.1, SGUI1_21600.2, SGUI1_21600.3
OG0004575	FGIG_08757	SGUI1_44630.1
OG0004576	FGIG_11036, FGIG_12530, FGIG_08781	SGUI1_22820.1
OG0004577	FGIG_08784	SGUI1_77290.1
OG0004578	FGIG_08793	SGUI1_19490.1
OG0004579	FGIG_08933	SGUI1_66410.1
OG0004580	FGIG_08976	SGUI1_34430.1
OG0004581	FGIG_09020	SGUI1_44380.1
OG0004582	FGIG_09058	SGUI1_60820.1
OG0004583	FGIG_09076	SGUI1_33000.1
OG0004584	FGIG_09085	SGUI1_76180.1
OG0004585	FGIG_09090	SGUI1_21850.1
OG0004586	FGIG_09097, FGIG_09096	SGUI1_18110.1, SGUI1_18110.2
OG0004587	FGIG_09122	SGUI1_73150.2, SGUI1_73150.1
OG0004588	FGIG_09128	SGUI1_76940.1
OG0004589	FGIG_09155	SGUI1_1370.1, SGUI1_1370.2
OG0004590	FGIG_14004, FGIG_09157	SGUI1_94170.1, SGUI1_94170.2
OG0004591	FGIG_09237, FGIG_09894	SGUI1_10270.1
OG0004592	FGIG_09351	SGUI1_85500.1
OG0004593	FGIG_09383	SGUI1_27210.1
OG0004594	FGIG_09391	SGUI1_76400.1
OG0004595	FGIG_09395	SGUI1_19900.1
OG0004596	FGIG_09428	SGUI1_63180.1
OG0004597	FGIG_09446	SGUI1_50390.1, SGUI1_50390.2
OG0004598	FGIG_09481	SGUI1_32610.1
OG0004599	FGIG_09599	SGUI1_10670.1
OG0004600	FGIG_09617	SGUI1_43980.1, SGUI1_43980.2
OG0004601	FGIG_09621, FGIG_10183	SGUI1_2680.1
OG0004602	FGIG_12227, FGIG_09623	SGUI1_41600.1
OG0004603	FGIG_09664	SGUI1_46600.1, SGUI1_46600.3, SGUI1_46600.2
OG0004604	FGIG_09752	SGUI1_21660.1
OG0004605	FGIG_09831	SGUI1_28760.1, SGUI1_28760.2
OG0004606	FGIG_09935	SGUI1_8320.1
OG0004607	FGIG_09952, FGIG_10710	SGUI1_17710.1, SGUI1_14650.1, SGUI1_68780.1
OG0004608	FGIG_09957, FGIG_09955, FGIG_09956	SGUI1_11830.1
OG0004609	FGIG_09990	SGUI1_26560.1, SGUI1_26560.2, SGUI1_26570.1
OG0004610	FGIG_12574, FGIG_10043	SGUI1_70500.1
OG0004611	FGIG_10051	SGUI1_62530.1
OG0004612	FGIG_10062, FGIG_11323, FGIG_10061	SGUI1_69400.1
OG0004613	FGIG_10072	SGUI1_92210.1, SGUI1_92210.2
OG0004614	FGIG_10089	SGUI1_79350.1
OG0004615	FGIG_10111	SGUI1_1360.1, SGUI1_1360.2
OG0004616	FGIG_10193	SGUI1_48250.1
OG0004617	FGIG_10220	SGUI1_83040.1, SGUI1_83040.2
OG0004618	FGIG_10312	SGUI1_6230.2, SGUI1_6230.1
OG0004619	FGIG_10342	SGUI1_42830.1
OG0004620	FGIG_10355	SGUI1_27780.1
OG0004621	FGIG_11245, FGIG_10361	SGUI1_96700.1
OG0004622	FGIG_10363	SGUI1_76450.1
OG0004623	FGIG_10406	SGUI1_38400.1
OG0004624	FGIG_10439	SGUI1_42130.1, SGUI1_42140.1, SGUI1_42150.1
OG0004625	FGIG_10448, FGIG_10449	SGUI1_67480.1
OG0004626	FGIG_10530	SGUI1_90460.1
OG0004627	FGIG_10619	SGUI1_40730.1
OG0004628	FGIG_10641	SGUI1_35070.1
OG0004629	FGIG_10644, FGIG_10645	SGUI1_90260.1
OG0004630	FGIG_10652	SGUI1_93750.1
OG0004631	FGIG_10700	SGUI1_63740.1
OG0004632	FGIG_10709	SGUI1_66110.1
OG0004633	FGIG_10720	SGUI1_15170.1
OG0004634	FGIG_10798	SGUI1_89390.1
OG0004635	FGIG_10830	SGUI1_47660.1, SGUI1_47570.20, SGUI1_47570.19
OG0004637	FGIG_10852	SGUI1_81570.1, SGUI1_81570.2
OG0004639	FGIG_10941, FGIG_11308	SGUI1_85280.1
OG0004640	FGIG_11067, FGIG_11066, FGIG_12669	SGUI1_26760.1
OG0004641	FGIG_11141	SGUI1_51170.1
OG0004642	FGIG_11233	SGUI1_46580.1, SGUI1_46580.2
OG0004643	FGIG_11279	SGUI1_9600.1
OG0004644	FGIG_11324	SGUI1_65310.1, SGUI1_65310.2
OG0004645	FGIG_11610	SGUI1_88540.1, SGUI1_88540.2
OG0004646	FGIG_11641, FGIG_12656	SGUI1_75490.2, SGUI1_75490.1
OG0004647	FGIG_11671, FGIG_12129	SGUI1_11770.1
OG0004648	FGIG_11809	SGUI1_50970.1, SGUI1_50970.2
OG0004649	FGIG_11932	SGUI1_33880.1
OG0004650	FGIG_12092	SGUI1_23700.1
OG0004652	FGIG_12137	SGUI1_57560.1
OG0004653	FGIG_12156, FGIG_12199	SGUI1_89030.1
OG0004654	FGIG_12292, FGIG_12162	SGUI1_79710.1
OG0004655	FGIG_12356	SGUI1_20000.1
OG0004656	FGIG_12432	SGUI1_93120.1
OG0004687	FGIG_00009	SGUI1_46140.1
OG0004688	FGIG_00065	SGUI1_95490.1
OG0004689	FGIG_00085	SGUI1_93660.1
OG0004690	FGIG_00197	SGUI1_96210.1
OG0004691	FGIG_00198	SGUI1_93840.1
OG0004693	FGIG_00402	SGUI1_90290.1
OG0004694	FGIG_00478	SGUI1_10900.1, SGUI1_10900.2
OG0004695	FGIG_00483	SGUI1_51320.1
OG0004696	FGIG_00647	SGUI1_81000.1
OG0004697	FGIG_00665	SGUI1_76760.1
OG0004698	FGIG_00789	SGUI1_29370.1, SGUI1_29370.2, SGUI1_29370.3
OG0004699	FGIG_00795	SGUI1_80170.1
OG0004700	FGIG_00806	SGUI1_92750.1
OG0004701	FGIG_00884	SGUI1_28300.1
OG0004702	FGIG_00979	SGUI1_32200.1
OG0004703	FGIG_01028	SGUI1_5960.1
OG0004704	FGIG_01030	SGUI1_73690.1
OG0004705	FGIG_01066	SGUI1_60210.1
OG0004706	FGIG_01238, FGIG_01239	SGUI1_61130.1
OG0004707	FGIG_01327	SGUI1_22760.1
OG0004708	FGIG_01446	SGUI1_96320.1, SGUI1_96320.2
OG0004709	FGIG_01461	SGUI1_88700.1, SGUI1_88700.2, SGUI1_88700.3
OG0004710	FGIG_01490	SGUI1_37550.1
OG0004711	FGIG_01571	SGUI1_94120.1
OG0004712	FGIG_01625	SGUI1_61870.1, SGUI1_61870.2
OG0004713	FGIG_01630, FGIG_01629	SGUI1_11760.1
OG0004715	FGIG_01833, FGIG_01834	SGUI1_91770.1
OG0004716	FGIG_01852	SGUI1_61090.1, SGUI1_61090.2
OG0004717	FGIG_01885	SGUI1_88890.1
OG0004718	FGIG_01906, FGIG_01905	SGUI1_34720.1
OG0004719	FGIG_01919	SGUI1_77940.1
OG0004720	FGIG_01926	SGUI1_67880.1
OG0004721	FGIG_01938	SGUI1_68630.1
OG0004722	FGIG_02020	SGUI1_47160.1
OG0004723	FGIG_02044	SGUI1_45230.1
OG0004724	FGIG_02082	SGUI1_42530.1
OG0004725	FGIG_02085	SGUI1_95750.1, SGUI1_95750.2, SGUI1_95750.3
OG0004726	FGIG_02092, FGIG_04327	SGUI1_70770.1, SGUI1_70770.2
OG0004727	FGIG_02136	SGUI1_73660.1
OG0004729	FGIG_02162	SGUI1_7520.1
OG0004730	FGIG_02186	SGUI1_88750.1, SGUI1_88750.2
OG0004731	FGIG_02233, FGIG_02235	SGUI1_19650.2, SGUI1_19650.1
OG0004733	FGIG_02371, FGIG_10475	SGUI1_68120.2, SGUI1_68120.1
OG0004734	FGIG_02497	SGUI1_45090.1, SGUI1_45090.3, SGUI1_45090.2
OG0004735	FGIG_11302, FGIG_02532	SGUI1_20080.1
OG0004736	FGIG_02557	SGUI1_74130.1, SGUI1_74130.2, SGUI1_74130.3
OG0004737	FGIG_02594	SGUI1_6270.2, SGUI1_6270.1
OG0004738	FGIG_02785	SGUI1_3850.1, SGUI1_3850.2
OG0004739	FGIG_02800	SGUI1_46060.1
OG0004740	FGIG_02806	SGUI1_55930.1
OG0004741	FGIG_02826	SGUI1_78690.1, SGUI1_78690.2
OG0004742	FGIG_02828, FGIG_05210, FGIG_05211	SGUI1_87090.1
OG0004743	FGIG_02830	SGUI1_32190.2, SGUI1_32190.1
OG0004744	FGIG_02854	SGUI1_36850.1, SGUI1_36850.2, SGUI1_36850.3
OG0004745	FGIG_02950	SGUI1_18860.1
OG0004746	FGIG_03165	SGUI1_53640.1
OG0004747	FGIG_03186	SGUI1_70730.1, SGUI1_70730.2
OG0004749	FGIG_04043, FGIG_03299, FGIG_03298	SGUI1_94810.1
OG0004750	FGIG_03300	SGUI1_25410.1, SGUI1_25410.2
OG0004751	FGIG_03354	SGUI1_61040.1, SGUI1_61040.2
OG0004752	FGIG_03461	SGUI1_11380.1
OG0004753	FGIG_03484	SGUI1_7020.1
OG0004754	FGIG_03531	SGUI1_57570.1
OG0004755	FGIG_03558, FGIG_03557	SGUI1_91850.1
OG0004757	FGIG_03855	SGUI1_96110.1
OG0004758	FGIG_03884	SGUI1_75730.1, SGUI1_75730.2
OG0004759	FGIG_03998	SGUI1_23560.1
OG0004760	FGIG_04055	SGUI1_59050.1
OG0004761	FGIG_04090, FGIG_07221	SGUI1_11970.2, SGUI1_11970.1
OG0004762	FGIG_04160	SGUI1_95050.2, SGUI1_95050.1, SGUI1_95050.3
OG0004763	FGIG_04186	SGUI1_70330.1, SGUI1_70330.2
OG0004764	FGIG_04261	SGUI1_92240.1
OG0004765	FGIG_04269	SGUI1_32750.1, SGUI1_32750.2
OG0004766	FGIG_04381, FGIG_04382	SGUI1_61760.1
OG0004768	FGIG_04453	SGUI1_3770.1
OG0004769	FGIG_04527	SGUI1_36560.1
OG0004770	FGIG_04563	SGUI1_64690.1
OG0004771	FGIG_04595	SGUI1_49410.1
OG0004772	FGIG_04604	SGUI1_93990.1
OG0004773	FGIG_12223, FGIG_04651	SGUI1_30080.1
OG0004774	FGIG_04698	SGUI1_73170.1
OG0004775	FGIG_04818	SGUI1_42430.1
OG0004776	FGIG_04832	SGUI1_33140.1
OG0004777	FGIG_04882	SGUI1_75340.1, SGUI1_75340.2
OG0004778	FGIG_04887	SGUI1_55480.1, SGUI1_55480.4, SGUI1_55480.2, SGUI1_55480.3
OG0004779	FGIG_04894	SGUI1_15350.1
OG0004780	FGIG_04927, FGIG_04926	SGUI1_11340.1
OG0004781	FGIG_04977	SGUI1_73260.1
OG0004782	FGIG_05029	SGUI1_75190.1
OG0004783	FGIG_05055	SGUI1_82120.1
OG0004784	FGIG_05142	SGUI1_82850.1
OG0004785	FGIG_05144	SGUI1_84490.3, SGUI1_84490.1, SGUI1_84490.2
OG0004786	FGIG_05174	SGUI1_46530.1
OG0004787	FGIG_05179	SGUI1_55570.1
OG0004788	FGIG_12456, FGIG_05251, FGIG_12068	SGUI1_89230.1
OG0004789	FGIG_05265	SGUI1_62580.1
OG0004790	FGIG_05283	SGUI1_20610.1, SGUI1_20610.2, SGUI1_20610.3
OG0004791	FGIG_05291	SGUI1_12040.1
OG0004792	FGIG_05361	SGUI1_53350.1
OG0004793	FGIG_05420	SGUI1_72510.1
OG0004794	FGIG_05424	SGUI1_70940.2, SGUI1_70940.1, SGUI1_70940.4, SGUI1_70940.3
OG0004795	FGIG_05454	SGUI1_31920.1, SGUI1_31920.2
OG0004796	FGIG_05547	SGUI1_18530.1
OG0004797	FGIG_12635, FGIG_05638	SGUI1_96120.1
OG0004798	FGIG_05705	SGUI1_10550.1
OG0004799	FGIG_05735	SGUI1_93390.1, SGUI1_93390.2
OG0004800	FGIG_05742	SGUI1_18500.1
OG0004801	FGIG_05775	SGUI1_23690.1
OG0004802	FGIG_05853	SGUI1_64350.3, SGUI1_64350.1, SGUI1_64350.2
OG0004803	FGIG_05861	SGUI1_59450.1, SGUI1_59450.2
OG0004804	FGIG_05894	SGUI1_15760.2, SGUI1_15760.1
OG0004805	FGIG_06019	SGUI1_3800.2, SGUI1_3800.1, SGUI1_3800.3
OG0004806	FGIG_06030	SGUI1_52010.1
OG0004807	FGIG_06128	SGUI1_55000.1
OG0004808	FGIG_06178	SGUI1_76900.1
OG0004809	FGIG_06259	SGUI1_50460.1, SGUI1_50460.2
OG0004810	FGIG_06454	SGUI1_95090.1, SGUI1_95090.3, SGUI1_95090.2
OG0004811	FGIG_06512	SGUI1_39920.1
OG0004812	FGIG_06522, FGIG_06521	SGUI1_32960.1, SGUI1_32960.2
OG0004813	FGIG_06785, FGIG_09824, FGIG_06584	SGUI1_90770.1
OG0004814	FGIG_06585	SGUI1_5380.1, SGUI1_5380.2
OG0004815	FGIG_06627	SGUI1_60010.1, SGUI1_60010.2
OG0004817	FGIG_06670	SGUI1_81900.1
OG0004818	FGIG_06697	SGUI1_93000.1
OG0004819	FGIG_06736, FGIG_06735	SGUI1_78810.1
OG0004820	FGIG_06810	SGUI1_33470.1
OG0004821	FGIG_07006	SGUI1_45330.1
OG0004822	FGIG_07071	SGUI1_23320.1
OG0004823	FGIG_07073	SGUI1_58420.1
OG0004824	FGIG_07090	SGUI1_73540.4, SGUI1_73540.2, SGUI1_73540.1, SGUI1_73540.3
OG0004825	FGIG_07110	SGUI1_60440.1, SGUI1_60440.2, SGUI1_60440.3
OG0004826	FGIG_07115	SGUI1_82270.1
OG0004827	FGIG_07127	SGUI1_87300.1
OG0004828	FGIG_07179, FGIG_07180	SGUI1_23710.1
OG0004829	FGIG_07249	SGUI1_38030.1
OG0004830	FGIG_07253	SGUI1_66460.1, SGUI1_66460.2
OG0004831	FGIG_07287	SGUI1_27850.1, SGUI1_27850.2
OG0004832	FGIG_07335	SGUI1_36410.1
OG0004833	FGIG_07375	SGUI1_36670.1
OG0004834	FGIG_07380	SGUI1_31640.2, SGUI1_31640.1, SGUI1_31640.3, SGUI1_31640.4, SGUI1_31640.5
OG0004835	FGIG_07395	SGUI1_24810.1
OG0004836	FGIG_07447, FGIG_11823	SGUI1_85860.1
OG0004837	FGIG_07504	SGUI1_13610.1
OG0004838	FGIG_07567	SGUI1_75220.1, SGUI1_75220.2
OG0004839	FGIG_07571	SGUI1_280.1
OG0004840	FGIG_07649	SGUI1_51550.1, SGUI1_51550.2
OG0004841	FGIG_07683	SGUI1_65810.1
OG0004842	FGIG_07714	SGUI1_72920.1
OG0004843	FGIG_09937, FGIG_07727	SGUI1_37460.1
OG0004844	FGIG_07749	SGUI1_1990.1
OG0004845	FGIG_07750	SGUI1_2000.1
OG0004846	FGIG_07889	SGUI1_79490.1, SGUI1_79490.2
OG0004847	FGIG_07930	SGUI1_70040.1
OG0004848	FGIG_07967	SGUI1_13170.1
OG0004849	FGIG_08052	SGUI1_45680.1, SGUI1_45700.1
OG0004850	FGIG_08127	SGUI1_64670.1
OG0004851	FGIG_08131	SGUI1_18920.1
OG0004852	FGIG_08163	SGUI1_52680.1
OG0004853	FGIG_08170	SGUI1_24660.1
OG0004854	FGIG_08177	SGUI1_91910.1, SGUI1_91900.1
OG0004855	FGIG_08261	SGUI1_32670.1
OG0004856	FGIG_08270	SGUI1_79150.1
OG0004857	FGIG_08273	SGUI1_46110.2, SGUI1_46110.1
OG0004858	FGIG_08303	SGUI1_80070.1
OG0004859	FGIG_08347	SGUI1_67130.1
OG0004860	FGIG_08444, FGIG_08445	SGUI1_47860.1
OG0004861	FGIG_08513	SGUI1_26990.1, SGUI1_26990.2
OG0004862	FGIG_11551, FGIG_08515	SGUI1_50670.1
OG0004863	FGIG_08517	SGUI1_94410.2, SGUI1_94410.1
OG0004864	FGIG_08534	SGUI1_33870.1, SGUI1_33870.2
OG0004865	FGIG_08780	SGUI1_23670.1
OG0004866	FGIG_08804	SGUI1_66170.1
OG0004867	FGIG_08856	SGUI1_60110.1, SGUI1_60110.2
OG0004868	FGIG_08901	SGUI1_5660.1
OG0004869	FGIG_09936, FGIG_08918	SGUI1_16860.1
OG0004870	FGIG_08931	SGUI1_82190.1
OG0004872	FGIG_09006	SGUI1_19360.1
OG0004873	FGIG_09078	SGUI1_41680.1
OG0004874	FGIG_09101	SGUI1_3160.3, SGUI1_3160.4, SGUI1_3160.1, SGUI1_3160.2
OG0004875	FGIG_09107	SGUI1_2950.1, SGUI1_2950.2
OG0004876	FGIG_09111, FGIG_11252	SGUI1_55370.1
OG0004877	FGIG_09173	SGUI1_81260.1
OG0004878	FGIG_09226	SGUI1_70180.1
OG0004879	FGIG_09282	SGUI1_60450.1
OG0004880	FGIG_09348, FGIG_09349	SGUI1_16280.1
OG0004881	FGIG_09379	SGUI1_13340.1
OG0004882	FGIG_09380	SGUI1_2300.1, SGUI1_2330.1
OG0004883	FGIG_09433, FGIG_09432	SGUI1_8760.1
OG0004884	FGIG_09455	SGUI1_82960.1
OG0004885	FGIG_09529, FGIG_12143	SGUI1_860.1
OG0004886	FGIG_09575	SGUI1_5730.1
OG0004887	FGIG_09590	SGUI1_52630.1
OG0004888	FGIG_09642	SGUI1_82200.1
OG0004889	FGIG_09857	SGUI1_57000.1
OG0004890	FGIG_09864	SGUI1_89330.1
OG0004892	FGIG_09886	SGUI1_73100.1
OG0004893	FGIG_09891	SGUI1_19030.1
OG0004894	FGIG_09926	SGUI1_56970.1
OG0004895	FGIG_09961	SGUI1_92660.1
OG0004896	FGIG_10261, FGIG_11059	SGUI1_38600.1, SGUI1_38600.2
OG0004897	FGIG_10338, FGIG_11970	SGUI1_9660.1
OG0004898	FGIG_10408	SGUI1_46860.1
OG0004899	FGIG_10427	SGUI1_47770.1
OG0004900	FGIG_10484	SGUI1_26970.1, SGUI1_26970.2, SGUI1_26970.3
OG0004901	FGIG_10514	SGUI1_47570.24, SGUI1_47690.1
OG0004902	FGIG_10522	SGUI1_36940.1, SGUI1_36930.1
OG0004903	FGIG_11893, FGIG_10538	SGUI1_63680.1
OG0004904	FGIG_10551	SGUI1_65020.1
OG0004905	FGIG_10578	SGUI1_13200.1
OG0004906	FGIG_10632	SGUI1_11990.1
OG0004907	FGIG_10728	SGUI1_59740.1, SGUI1_59740.2
OG0004908	FGIG_10777	SGUI1_29110.2, SGUI1_29110.3, SGUI1_29110.1, SGUI1_29110.4
OG0004909	FGIG_10784	SGUI1_11590.1
OG0004910	FGIG_10824	SGUI1_19860.1
OG0004911	FGIG_10882	SGUI1_800.1
OG0004912	FGIG_10939	SGUI1_90100.1, SGUI1_90100.2
OG0004913	FGIG_11053	SGUI1_57960.1
OG0004914	FGIG_11112	SGUI1_61340.1
OG0004915	FGIG_11151	SGUI1_21210.1, SGUI1_21210.2, SGUI1_21210.3
OG0004916	FGIG_11178	SGUI1_16610.1, SGUI1_16610.3, SGUI1_16610.2
OG0004917	FGIG_11187	SGUI1_35390.1
OG0004918	FGIG_11223	SGUI1_86590.3, SGUI1_86590.1, SGUI1_86590.2
OG0004919	FGIG_11231	SGUI1_52700.1
OG0004920	FGIG_11241	SGUI1_83250.1, SGUI1_83250.2
OG0004921	FGIG_11301	SGUI1_52230.1
OG0004922	FGIG_11443	SGUI1_77720.1
OG0004923	FGIG_11478	SGUI1_2120.1
OG0004924	FGIG_12254, FGIG_11523	SGUI1_24840.1
OG0004925	FGIG_11559	SGUI1_56340.2, SGUI1_56340.1
OG0004926	FGIG_12155	SGUI1_71750.1
OG0004927	FGIG_12242	SGUI1_90820.1, SGUI1_90820.2
OG0004928	FGIG_12265	SGUI1_66650.1
OG0004929	FGIG_12306	SGUI1_54560.1
OG0004930	FGIG_12328	SGUI1_80040.1
OG0004931	FGIG_12528	SGUI1_42500.1
OG0004932	FGIG_12653	SGUI1_21990.1
OG0004971	FGIG_00010	SGUI1_37500.1
OG0004972	FGIG_00057	SGUI1_6680.1
OG0004973	FGIG_00086	SGUI1_93650.1
OG0004974	FGIG_00110	SGUI1_48940.1
OG0004975	FGIG_00125	SGUI1_72200.1
OG0004976	FGIG_00199	SGUI1_96470.1
OG0004977	FGIG_00265, FGIG_00264	SGUI1_60720.1
OG0004978	FGIG_00367	SGUI1_57840.1, SGUI1_57850.1
OG0004979	FGIG_07059, FGIG_00438	SGUI1_55510.1
OG0004980	FGIG_00456, FGIG_10151	SGUI1_30070.1
OG0004981	FGIG_09766, FGIG_00470	SGUI1_62070.1
OG0004982	FGIG_00482	SGUI1_86000.1
OG0004983	FGIG_00493	SGUI1_83460.1
OG0004984	FGIG_00560	SGUI1_31210.1
OG0004985	FGIG_00565	SGUI1_76790.1
OG0004986	FGIG_00597	SGUI1_29960.1
OG0004987	FGIG_00606	SGUI1_45250.1
OG0004988	FGIG_00610	SGUI1_4100.1
OG0004989	FGIG_00659	SGUI1_70230.1
OG0004990	FGIG_00696, FGIG_00697	SGUI1_18720.1, SGUI1_18720.2
OG0004991	FGIG_00720, FGIG_00719	SGUI1_4830.1, SGUI1_4830.2
OG0004992	FGIG_00802	SGUI1_84510.1
OG0004993	FGIG_00852	SGUI1_44080.1
OG0004994	FGIG_00901	SGUI1_47880.1, SGUI1_47880.2
OG0004995	FGIG_00955	SGUI1_40140.1, SGUI1_40140.2, SGUI1_40140.3, SGUI1_40140.4
OG0004996	FGIG_00971	SGUI1_65760.1
OG0004997	FGIG_00997	SGUI1_82580.1
OG0004998	FGIG_01011	SGUI1_4550.1
OG0004999	FGIG_01012	SGUI1_90790.1
OG0005000	FGIG_01027	SGUI1_56180.1
OG0005001	FGIG_01147	SGUI1_84150.1
OG0005002	FGIG_01221	SGUI1_4040.1
OG0005003	FGIG_01247	SGUI1_26160.1, SGUI1_26160.2
OG0005004	FGIG_01278	SGUI1_61950.1, SGUI1_61960.1, SGUI1_61970.1
OG0005005	FGIG_01287	SGUI1_38290.1
OG0005006	FGIG_01329	SGUI1_62770.1
OG0005007	FGIG_10606, FGIG_01335, FGIG_04855	SGUI1_39750.1, SGUI1_39740.1
OG0005008	FGIG_01339	SGUI1_88520.1
OG0005009	FGIG_01343, FGIG_01342	SGUI1_34160.1
OG0005010	FGIG_01435	SGUI1_28890.1
OG0005011	FGIG_01488	SGUI1_28030.1
OG0005012	FGIG_01539	SGUI1_24170.1
OG0005013	FGIG_08334	SGUI1_36790.1
OG0005014	FGIG_01650	SGUI1_82640.2, SGUI1_82640.3, SGUI1_82640.4, SGUI1_82640.1
OG0005015	FGIG_01688	SGUI1_36230.1
OG0005016	FGIG_01702	SGUI1_58790.1, SGUI1_58790.2
OG0005017	FGIG_01713	SGUI1_95060.1, SGUI1_95060.2
OG0005018	FGIG_01767	SGUI1_24500.1
OG0005019	FGIG_01787, FGIG_10767	SGUI1_86670.1
OG0005020	FGIG_01795, FGIG_01796	SGUI1_44980.1
OG0005021	FGIG_01824	SGUI1_48970.1
OG0005022	FGIG_01913	SGUI1_24700.1
OG0005023	FGIG_01923	SGUI1_86530.1
OG0005024	FGIG_01946, FGIG_02990, FGIG_12030	SGUI1_14520.1
OG0005025	FGIG_02004	SGUI1_12250.1, SGUI1_12250.2
OG0005026	FGIG_10874, FGIG_02039	SGUI1_63810.1
OG0005027	FGIG_02091	SGUI1_31260.1
OG0005028	FGIG_02110	SGUI1_89400.1, SGUI1_89400.2, SGUI1_89400.3, SGUI1_89400.4
OG0005029	FGIG_02116	SGUI1_85970.1
OG0005030	FGIG_02120	SGUI1_24010.1
OG0005031	FGIG_02138	SGUI1_28120.1
OG0005032	FGIG_02178, FGIG_02179	SGUI1_23950.1
OG0005033	FGIG_02262	SGUI1_18400.1, SGUI1_18400.2
OG0005034	FGIG_02384	SGUI1_8020.1
OG0005035	FGIG_02426	SGUI1_58750.1
OG0005036	FGIG_02486	SGUI1_60960.1
OG0005037	FGIG_02510	SGUI1_33810.1
OG0005038	FGIG_02598	SGUI1_52550.1
OG0005039	FGIG_02601	SGUI1_59020.1, SGUI1_59020.2
OG0005040	FGIG_02655	SGUI1_54800.1
OG0005041	FGIG_02678	SGUI1_58130.1
OG0005042	FGIG_02681	SGUI1_32350.1
OG0005043	FGIG_02728	SGUI1_63910.1
OG0005044	FGIG_02745	SGUI1_85510.1, SGUI1_85510.2
OG0005045	FGIG_02769	SGUI1_39670.1
OG0005046	FGIG_02805, FGIG_02804	SGUI1_57020.1
OG0005047	FGIG_02952	SGUI1_96710.1
OG0005048	FGIG_02956	SGUI1_390.1
OG0005049	FGIG_02961	SGUI1_86450.1
OG0005050	FGIG_02984	SGUI1_14020.1
OG0005051	FGIG_02995	SGUI1_8510.1
OG0005052	FGIG_10455, FGIG_10456, FGIG_03029	SGUI1_90450.1
OG0005053	FGIG_03064	SGUI1_35180.1
OG0005054	FGIG_03154	SGUI1_93510.1
OG0005055	FGIG_03159	SGUI1_2020.1
OG0005056	FGIG_03192	SGUI1_28370.1
OG0005057	FGIG_03239	SGUI1_41580.1
OG0005058	FGIG_03292	SGUI1_52660.1
OG0005059	FGIG_03427	SGUI1_15490.1
OG0005060	FGIG_03468	SGUI1_32000.1, SGUI1_32000.2
OG0005061	FGIG_03500	SGUI1_92800.1
OG0005062	FGIG_03541	SGUI1_30360.1
OG0005063	FGIG_03542	SGUI1_43220.1, SGUI1_43220.2
OG0005064	FGIG_03568	SGUI1_81670.1
OG0005065	FGIG_03623	SGUI1_11280.1, SGUI1_11280.2
OG0005066	FGIG_03695	SGUI1_78170.1, SGUI1_78170.2, SGUI1_78170.3, SGUI1_78170.4
OG0005067	FGIG_03699, FGIG_03700, FGIG_09210	SGUI1_36110.1
OG0005068	FGIG_03721	SGUI1_71550.1
OG0005069	FGIG_11212, FGIG_03750	SGUI1_29550.1
OG0005070	FGIG_03752, FGIG_11887	SGUI1_7590.1
OG0005071	FGIG_03837, FGIG_12679	SGUI1_24710.1, SGUI1_24710.2
OG0005072	FGIG_03859	SGUI1_29850.1
OG0005073	FGIG_03863, FGIG_03864	SGUI1_3130.1
OG0005074	FGIG_03866	SGUI1_8140.1
OG0005075	FGIG_03889	SGUI1_50370.1
OG0005075	FGIG_10795	SGUI1_95550.1
OG0005076	FGIG_03941	SGUI1_33180.1
OG0005077	FGIG_04083	SGUI1_55780.1
OG0005078	FGIG_04114	SGUI1_71440.1
OG0005079	FGIG_04323	SGUI1_37360.2, SGUI1_37360.3, SGUI1_37360.1
OG0005080	FGIG_04360	SGUI1_7690.1, SGUI1_7700.1, SGUI1_7690.2
OG0005081	FGIG_04377	SGUI1_7730.1, SGUI1_7730.2, SGUI1_7730.3, SGUI1_7730.4
OG0005082	FGIG_04432	SGUI1_33490.1
OG0005083	FGIG_04470	SGUI1_42870.1
OG0005084	FGIG_04475	SGUI1_95620.3, SGUI1_95620.1, SGUI1_95620.2
OG0005085	FGIG_04508	SGUI1_11320.1
OG0005086	FGIG_04525	SGUI1_69110.1
OG0005087	FGIG_04543	SGUI1_74240.1, SGUI1_74240.2
OG0005088	FGIG_04592, FGIG_12099	SGUI1_6750.1
OG0005089	FGIG_04622	SGUI1_75500.1
OG0005090	FGIG_04738	SGUI1_65330.1
OG0005091	FGIG_04748	SGUI1_12030.1
OG0005092	FGIG_05102	SGUI1_24790.1
OG0005093	FGIG_05165	SGUI1_38070.1
OG0005094	FGIG_05192	SGUI1_76390.1
OG0005095	FGIG_05218	SGUI1_3930.1
OG0005097	FGIG_05394	SGUI1_94860.1
OG0005098	FGIG_05407	SGUI1_55690.1
