Orthogroup	fasciola_gigantica	trichobilharzia_regenti
OG0005522	FGIG_12221	TREG1_53540.1, TREG1_53590.2, TREG1_53590.1, TREG1_53590.3
OG0005523	FGIG_12401	TREG1_117690.1
OG0005524	FGIG_12556	TREG1_10040.4, TREG1_10040.2, TREG1_10040.3, TREG1_10040.5
OG0005525	FGIG_12603	TREG1_78680.1
OG0005526	FGIG_12626	TREG1_55420.1, TREG1_55420.2
OG0005566	FGIG_00039	TREG1_99220.1
OG0005567	FGIG_00093	TREG1_14840.1, TREG1_14840.2, TREG1_14840.3
OG0005568	FGIG_09678, FGIG_00134	TREG1_103960.1
OG0005569	FGIG_00200	TREG1_135480.1
OG0005571	FGIG_00304	TREG1_69230.5, TREG1_69230.2, TREG1_69230.1, TREG1_69230.3, TREG1_69230.4
OG0005572	FGIG_00313	TREG1_91660.1
OG0005573	FGIG_00334	TREG1_5910.1
OG0005574	FGIG_00404, FGIG_00403	TREG1_121770.2, TREG1_121770.1, TREG1_121770.3, TREG1_121770.4
OG0005575	FGIG_00407	TREG1_91890.1, TREG1_91890.2
OG0005576	FGIG_00410	TREG1_91920.1
OG0005577	FGIG_00427	TREG1_122250.1
OG0005578	FGIG_00429	TREG1_72430.1
OG0005579	FGIG_00460	TREG1_7530.1, TREG1_7540.1
OG0005580	FGIG_00481	TREG1_70600.1
OG0005581	FGIG_00614, FGIG_00615	TREG1_48220.1
OG0005582	FGIG_00727	TREG1_53360.1
OG0005583	FGIG_12194, FGIG_00735	TREG1_121850.1
OG0005584	FGIG_00759	TREG1_133160.1, TREG1_133160.2
OG0005585	FGIG_00784	TREG1_131960.1, TREG1_131960.2
OG0005586	FGIG_00785	TREG1_131970.1
OG0005587	FGIG_00792	TREG1_138660.1, TREG1_138660.2, TREG1_138660.3
OG0005588	FGIG_00811	TREG1_48720.1
OG0005589	FGIG_00904	TREG1_81630.1
OG0005590	FGIG_00951	TREG1_27770.1, TREG1_27770.2
OG0005591	FGIG_00973	TREG1_87820.1
OG0005592	FGIG_01068	TREG1_66840.1
OG0005593	FGIG_01079	TREG1_103410.1, TREG1_103410.2, TREG1_103410.3
OG0005594	FGIG_01215	TREG1_96640.1, TREG1_96640.2, TREG1_96650.1
OG0005595	FGIG_01218	TREG1_83160.1
OG0005596	FGIG_01219	TREG1_89530.1
OG0005597	FGIG_01230	TREG1_117620.1, TREG1_117620.2, TREG1_117620.3
OG0005598	FGIG_08185, FGIG_01384	TREG1_104740.1
OG0005599	FGIG_01413	TREG1_75100.1
OG0005600	FGIG_01416, FGIG_01415	TREG1_24520.1
OG0005601	FGIG_01473, FGIG_01472	TREG1_60920.1, TREG1_60920.2
OG0005602	FGIG_01570, FGIG_01569	TREG1_61020.1, TREG1_61020.2
OG0005603	FGIG_01626	TREG1_89310.1
OG0005604	FGIG_01671	TREG1_49440.1, TREG1_49440.2
OG0005605	FGIG_01682	TREG1_44480.1
OG0005606	FGIG_06134, FGIG_01703	TREG1_97340.1
OG0005607	FGIG_07160, FGIG_01719	TREG1_122780.1
OG0005608	FGIG_01793, FGIG_01794	TREG1_89460.2, TREG1_89460.1, TREG1_89460.3, TREG1_89460.4
OG0005609	FGIG_01799	TREG1_84990.1
OG0005610	FGIG_01800	TREG1_11450.1, TREG1_11460.1
OG0005611	FGIG_01846	TREG1_124900.1
OG0005612	FGIG_01855	TREG1_132400.1
OG0005613	FGIG_01912	TREG1_73490.1
OG0005614	FGIG_01956	TREG1_48460.1
OG0005615	FGIG_01961	TREG1_46300.1, TREG1_46300.2, TREG1_46300.3, TREG1_46300.4, TREG1_46300.5, TREG1_46300.6
OG0005616	FGIG_01962	TREG1_46290.1
OG0005617	FGIG_01975	TREG1_41700.1
OG0005618	FGIG_01982	TREG1_65610.1
OG0005619	FGIG_01986	TREG1_65380.1, TREG1_65380.2
OG0005620	FGIG_02031	TREG1_124370.1
OG0005621	FGIG_02033	TREG1_121360.2, TREG1_121360.3, TREG1_121350.1, TREG1_121360.1
OG0005622	FGIG_02076	TREG1_15470.2, TREG1_15470.1, TREG1_15470.3
OG0005623	FGIG_02096	TREG1_105270.1, TREG1_105290.1
OG0005624	FGIG_12286, FGIG_12061	TREG1_19490.1, TREG1_19490.2
OG0005624	FGIG_02153	TREG1_20650.1
OG0005625	FGIG_02154	TREG1_20660.1, TREG1_20670.1
OG0005626	FGIG_02163	TREG1_34490.1
OG0005627	FGIG_02164, FGIG_02165	TREG1_32410.1, TREG1_32410.2
OG0005628	FGIG_02198	TREG1_43790.1
OG0005629	FGIG_02280	TREG1_41900.1, TREG1_41900.2, TREG1_41900.3, TREG1_41900.4
OG0005630	FGIG_02297, FGIG_11604	TREG1_114300.1
OG0005631	FGIG_02301, FGIG_11851	TREG1_77270.1, TREG1_136690.1, TREG1_137510.1
OG0005632	FGIG_02306	TREG1_131990.1
OG0005633	FGIG_02340	TREG1_8880.1
OG0005634	FGIG_02346	TREG1_60990.1
OG0005635	FGIG_02368	TREG1_19290.1
OG0005636	FGIG_02409	TREG1_43080.1
OG0005637	FGIG_02457	TREG1_96060.1, TREG1_96070.1
OG0005638	FGIG_02466	TREG1_100440.2, TREG1_100440.1, TREG1_100440.5, TREG1_100440.3, TREG1_100440.4
OG0005639	FGIG_02469	TREG1_100950.1
OG0005640	FGIG_02515	TREG1_59640.1, TREG1_59640.2, TREG1_59640.3
OG0005641	FGIG_02522	TREG1_106210.3, TREG1_106210.1, TREG1_106210.2, TREG1_106210.4
OG0005642	FGIG_02588	TREG1_133320.1
OG0005643	FGIG_02614	TREG1_48070.1, TREG1_48070.2
OG0005644	FGIG_02630	TREG1_106570.1
OG0005645	FGIG_02639	TREG1_81480.1
OG0005646	FGIG_02645	TREG1_57780.1
OG0005647	FGIG_06946, FGIG_02672	TREG1_74330.1, TREG1_74330.2
OG0005648	FGIG_02699	TREG1_143930.1, TREG1_143880.2, TREG1_143870.1, TREG1_143880.1, TREG1_143820.1
OG0005649	FGIG_02721	TREG1_74480.1, TREG1_74480.3, TREG1_74480.2
OG0005650	FGIG_11552, FGIG_02809	TREG1_85810.1
OG0005651	FGIG_12366, FGIG_02877	TREG1_82710.1
OG0005652	FGIG_02894	TREG1_64790.1
OG0005653	FGIG_02917, FGIG_04227	TREG1_131860.1
OG0005654	FGIG_02919	TREG1_105850.2, TREG1_105850.1, TREG1_105850.4, TREG1_105850.3
OG0005655	FGIG_02944	TREG1_36290.1, TREG1_36290.2
OG0005656	FGIG_02958	TREG1_124530.4, TREG1_124530.2, TREG1_124530.1, TREG1_124530.3
OG0005657	FGIG_03052	TREG1_18070.3, TREG1_18070.2, TREG1_18070.1, TREG1_18070.4
OG0005658	FGIG_03091	TREG1_129290.1
OG0005659	FGIG_03266	TREG1_8450.1, TREG1_8450.2
OG0005660	FGIG_03362	TREG1_98070.1, TREG1_98070.2
OG0005662	FGIG_03459	TREG1_57570.1
OG0005663	FGIG_03462	TREG1_6700.1
OG0005664	FGIG_03491, FGIG_03488, FGIG_03489	TREG1_35780.1
OG0005665	FGIG_03496	TREG1_69880.1
OG0005666	FGIG_03498	TREG1_125550.1, TREG1_125550.2
OG0005667	FGIG_03546	TREG1_56150.1
OG0005668	FGIG_03559	TREG1_4440.1, TREG1_4440.2
OG0005669	FGIG_03577	TREG1_74840.1
OG0005670	FGIG_03618	TREG1_115410.1
OG0005671	FGIG_03624	TREG1_18040.1
OG0005672	FGIG_03728	TREG1_67080.1, TREG1_67080.2
OG0005673	FGIG_03729	TREG1_67210.1
OG0005674	FGIG_03804, FGIG_03805	TREG1_43500.1
OG0005675	FGIG_03869, FGIG_03868	TREG1_57120.1, TREG1_57110.1
OG0005676	FGIG_03871	TREG1_73240.1, TREG1_73240.2, TREG1_73240.3
OG0005677	FGIG_03969	TREG1_12170.1
OG0005678	FGIG_03972, FGIG_03973	TREG1_86160.1
OG0005679	FGIG_04103	TREG1_120010.1
OG0005680	FGIG_04105	TREG1_94010.1, TREG1_94010.3, TREG1_94000.1, TREG1_94010.2
OG0005681	FGIG_04106	TREG1_94070.1, TREG1_144120.1, TREG1_94060.4, TREG1_94060.1, TREG1_142280.1, TREG1_94080.1
OG0005682	FGIG_04126	TREG1_46860.3, TREG1_46860.1, TREG1_46860.2
OG0005683	FGIG_04132	TREG1_50100.1, TREG1_50120.1, TREG1_50120.2
OG0005684	FGIG_04196	TREG1_72480.1
OG0005685	FGIG_04221	TREG1_26440.1
OG0005686	FGIG_04246, FGIG_10274	TREG1_125620.1, TREG1_125630.1
OG0005687	FGIG_04271	TREG1_90390.1
OG0005688	FGIG_04274	TREG1_15520.1, TREG1_15520.2, TREG1_15520.3, TREG1_15520.4
OG0005689	FGIG_04357	TREG1_95180.1, TREG1_95170.1
OG0005690	FGIG_04386	TREG1_73720.1
OG0005691	FGIG_04402, FGIG_04401	TREG1_133470.1, TREG1_133470.2
OG0005692	FGIG_04443	TREG1_67000.1
OG0005693	FGIG_04496	TREG1_15490.2, TREG1_15490.1, TREG1_15490.3
OG0005694	FGIG_04554	TREG1_69440.1
OG0005695	FGIG_04598, FGIG_04597, FGIG_04596	TREG1_71710.1
OG0005696	FGIG_04628	TREG1_31250.5, TREG1_31250.4, TREG1_31250.2, TREG1_31250.1, TREG1_31260.1, TREG1_31250.3
OG0005697	FGIG_08016, FGIG_04645	TREG1_22870.1
OG0005698	FGIG_04735	TREG1_99760.1, TREG1_99760.3, TREG1_99760.2
OG0005699	FGIG_04761	TREG1_25390.2, TREG1_136810.1, TREG1_25390.1
OG0005700	FGIG_04789, FGIG_12220, FGIG_04788	TREG1_103450.1
OG0005701	FGIG_04875	TREG1_77830.1
OG0005702	FGIG_04918	TREG1_82510.1
OG0005703	FGIG_04938	TREG1_52170.1, TREG1_52180.1
OG0005704	FGIG_04985	TREG1_56780.1, TREG1_56790.1, TREG1_56790.2
OG0005705	FGIG_05068	TREG1_72010.1
OG0005706	FGIG_05193	TREG1_74750.1
OG0005707	FGIG_11327, FGIG_05243	TREG1_86140.1
OG0005708	FGIG_05282	TREG1_22140.1
OG0005709	FGIG_05294	TREG1_38040.1
OG0005710	FGIG_05333	TREG1_57320.1
OG0005711	FGIG_05404	TREG1_28140.1, TREG1_17710.1, TREG1_17710.2
OG0005712	FGIG_05429	TREG1_120660.1, TREG1_120660.2, TREG1_120660.3, TREG1_120660.6, TREG1_120660.4, TREG1_120660.5
OG0005713	FGIG_05486	TREG1_82620.1, TREG1_82670.1, TREG1_82670.2
OG0005714	FGIG_05594	TREG1_119100.1
OG0005715	FGIG_05643	TREG1_98650.1, TREG1_98670.1
OG0005716	FGIG_05670	TREG1_68540.1
OG0005717	FGIG_05772	TREG1_100090.1
OG0005718	FGIG_05797	TREG1_65880.1, TREG1_65880.2, TREG1_65880.3
OG0005719	FGIG_05817	TREG1_44060.1
OG0005720	FGIG_06290, FGIG_06177, FGIG_05837	TREG1_117590.1
OG0005722	FGIG_06013, FGIG_06012, FGIG_06011	TREG1_133510.1
OG0005723	FGIG_06025	TREG1_42500.1
OG0005724	FGIG_06083	TREG1_1780.1
OG0005725	FGIG_06112	TREG1_118160.1
OG0005726	FGIG_06235	TREG1_66330.1, TREG1_66330.2
OG0005727	FGIG_06281	TREG1_92390.1, TREG1_92390.2, TREG1_92390.3
OG0005728	FGIG_06313	TREG1_121180.1, TREG1_121180.2
OG0005729	FGIG_06316	TREG1_89020.1
OG0005730	FGIG_06434	TREG1_133080.1
OG0005731	FGIG_06524	TREG1_112150.1
OG0005732	FGIG_06530	TREG1_33290.1
OG0005733	FGIG_06557	TREG1_59230.1, TREG1_59230.2
OG0005734	FGIG_06564	TREG1_39630.1, TREG1_39630.2, TREG1_39630.3
OG0005735	FGIG_06600	TREG1_128030.1, TREG1_128030.2
OG0005736	FGIG_06640	TREG1_99460.1
OG0005737	FGIG_06648	TREG1_85580.1
OG0005738	FGIG_06684	TREG1_84320.1
OG0005739	FGIG_06754	TREG1_48040.1
OG0005740	FGIG_06757	TREG1_105040.1, TREG1_105050.1
OG0005741	FGIG_06763	TREG1_121710.1, TREG1_121710.2
OG0005742	FGIG_06863	TREG1_54010.3, TREG1_54010.1, TREG1_54010.2
OG0005743	FGIG_06874	TREG1_9280.1, TREG1_9280.2, TREG1_9280.3
OG0005744	FGIG_06880	TREG1_25980.6, TREG1_25980.4, TREG1_25980.5, TREG1_25980.1, TREG1_25980.3, TREG1_25980.2, TREG1_142480.1
OG0005745	FGIG_06909	TREG1_80740.1
OG0005746	FGIG_06963	TREG1_46150.1
OG0005747	FGIG_07005	TREG1_31890.1, TREG1_31890.3, TREG1_31890.2, TREG1_31890.4
OG0005748	FGIG_07018, FGIG_07019	TREG1_121950.1
OG0005749	FGIG_07080	TREG1_88300.1
OG0005750	FGIG_07099	TREG1_134630.1, TREG1_134630.3, TREG1_134630.2
OG0005751	FGIG_07130	TREG1_53920.1
OG0005752	FGIG_07223	TREG1_58710.1
OG0005753	FGIG_07242	TREG1_96140.1
OG0005754	FGIG_07284	TREG1_119720.1, TREG1_119730.1
OG0005755	FGIG_07394	TREG1_35080.2, TREG1_35080.4, TREG1_35080.1, TREG1_35080.3
OG0005756	FGIG_07425	TREG1_38010.1, TREG1_38010.2, TREG1_38010.3
OG0005757	FGIG_07440	TREG1_101390.1
OG0005758	FGIG_07443	TREG1_96990.1
OG0005759	FGIG_07483	TREG1_38240.1, TREG1_38240.2, TREG1_38240.3
OG0005760	FGIG_07614	TREG1_141420.1, TREG1_66420.1
OG0005761	FGIG_07723	TREG1_38310.1
OG0005762	FGIG_07757	TREG1_84380.1
OG0005763	FGIG_07770	TREG1_130000.1
OG0005764	FGIG_07815	TREG1_88860.1
OG0005765	FGIG_07871	TREG1_48470.1
OG0005766	FGIG_07873	TREG1_114340.1, TREG1_114340.2
OG0005767	FGIG_07910	TREG1_109290.1, TREG1_109290.2
OG0005768	FGIG_07921	TREG1_57810.1
OG0005769	FGIG_07996	TREG1_14630.1
OG0005770	FGIG_08057	TREG1_33240.1
OG0005771	FGIG_08088	TREG1_139950.1
OG0005772	FGIG_08097	TREG1_113120.1
OG0005773	FGIG_08099	TREG1_5990.1
OG0005774	FGIG_08103	TREG1_81320.1, TREG1_81340.1
OG0005775	FGIG_08165	TREG1_55990.1
OG0005776	FGIG_09177, FGIG_08203	TREG1_123520.1
OG0005777	FGIG_08288	TREG1_42120.1
OG0005778	FGIG_08297, FGIG_10221	TREG1_93150.1, TREG1_93150.2
OG0005779	FGIG_08304	TREG1_92550.1, TREG1_92550.2, TREG1_92550.3, TREG1_92550.4
OG0005780	FGIG_08401	TREG1_130400.1
OG0005781	FGIG_08403	TREG1_121630.1
OG0005782	FGIG_08459	TREG1_43330.1, TREG1_43330.2, TREG1_43330.3, TREG1_43330.4
OG0005783	FGIG_08510	TREG1_125710.1
OG0005784	FGIG_08537	TREG1_129630.1, TREG1_129630.2
OG0005785	FGIG_08546	TREG1_23280.1
OG0005786	FGIG_08606	TREG1_13920.1
OG0005787	FGIG_10881, FGIG_08627	TREG1_520.1
OG0005788	FGIG_12014, FGIG_08629	TREG1_18180.1
OG0005789	FGIG_08650, FGIG_12219	TREG1_64530.1
OG0005790	FGIG_08705	TREG1_94920.1
OG0005791	FGIG_08715	TREG1_30620.1
OG0005792	FGIG_08763, FGIG_11207	TREG1_4460.1
OG0005793	FGIG_08775	TREG1_8590.1
OG0005794	FGIG_08785	TREG1_200.1
OG0005795	FGIG_08860, FGIG_08859	TREG1_134940.1, TREG1_134940.2, TREG1_134940.3, TREG1_134940.4, TREG1_134940.5, TREG1_134930.1
OG0005796	FGIG_08884	TREG1_3320.1
OG0005797	FGIG_08892	TREG1_131980.1
OG0005798	FGIG_08927, FGIG_08926	TREG1_99930.1
OG0005799	FGIG_08938	TREG1_21640.1, TREG1_21640.2
OG0005800	FGIG_08954	TREG1_114230.1
OG0005801	FGIG_11108, FGIG_08998	TREG1_30180.1
OG0005802	FGIG_09016	TREG1_98390.1
OG0005803	FGIG_09024	TREG1_78910.1, TREG1_78980.1
OG0005804	FGIG_09034	TREG1_131190.1
OG0005805	FGIG_09189	TREG1_138370.1, TREG1_138370.2
OG0005806	FGIG_09335	TREG1_110950.1
OG0005807	FGIG_09345	TREG1_96100.1, TREG1_96100.2
OG0005808	FGIG_09449	TREG1_43870.1, TREG1_43880.1
OG0005809	FGIG_09808, FGIG_09453	TREG1_50240.1
OG0005810	FGIG_09488	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1
OG0005811	FGIG_09548	TREG1_28060.1
OG0005812	FGIG_09607	TREG1_41140.1, TREG1_41140.2
OG0005813	FGIG_09646	TREG1_102050.1
OG0005814	FGIG_09708	TREG1_14510.1
OG0005815	FGIG_09767	TREG1_86000.1
OG0005816	FGIG_09793	TREG1_30060.1
OG0005817	FGIG_09866	TREG1_45250.1
OG0005818	FGIG_09943	TREG1_125380.1, TREG1_125390.1
OG0005819	FGIG_10118	TREG1_70300.1
OG0005820	FGIG_10204	TREG1_87100.1, TREG1_87100.2
OG0005821	FGIG_10275	TREG1_135460.1, TREG1_135450.1
OG0005822	FGIG_10360	TREG1_37980.1
OG0005823	FGIG_10379	TREG1_54830.1
OG0005824	FGIG_10407	TREG1_33650.1
OG0005825	FGIG_10485	TREG1_37400.1
OG0005826	FGIG_10627	TREG1_85510.1
OG0005827	FGIG_10660	TREG1_62450.1
OG0005828	FGIG_10676	TREG1_125840.1, TREG1_125840.2
OG0005829	FGIG_10701	TREG1_79510.1, TREG1_79510.2
OG0005830	FGIG_10724	TREG1_93620.1
OG0005831	FGIG_10829	TREG1_63740.1, TREG1_63750.1
OG0005832	FGIG_10854	TREG1_55810.2, TREG1_55810.3, TREG1_55810.1, TREG1_55810.4
OG0005833	FGIG_10867	TREG1_118820.1, TREG1_4490.1
OG0005834	FGIG_11039, FGIG_11040	TREG1_115670.1
OG0005835	FGIG_11133	TREG1_84460.1
OG0005836	FGIG_11163	TREG1_110500.1, TREG1_110500.2
OG0005837	FGIG_11222	TREG1_128170.1, TREG1_89060.1
OG0005838	FGIG_11254	TREG1_14400.1, TREG1_14400.2
OG0005839	FGIG_11268	TREG1_48870.1
OG0005840	FGIG_11276	TREG1_122030.1
OG0005841	FGIG_11298	TREG1_14550.1
OG0005842	FGIG_11382	TREG1_76530.1
OG0005843	FGIG_11440	TREG1_23480.1, TREG1_23480.2
OG0005845	FGIG_11467	TREG1_130460.1
OG0005846	FGIG_11607	TREG1_49760.1, TREG1_49760.2
OG0005847	FGIG_11665	TREG1_133210.1
OG0005848	FGIG_11690	TREG1_66280.1
OG0005849	FGIG_11737, FGIG_11694	TREG1_133180.1
OG0005850	FGIG_11837	TREG1_36660.1, TREG1_36660.2, TREG1_36660.3
OG0005851	FGIG_11938	TREG1_76250.1, TREG1_76250.2, TREG1_76250.3, TREG1_76250.4, TREG1_76250.5, TREG1_76250.6
OG0005852	FGIG_12009	TREG1_49090.1
OG0005853	FGIG_12146	TREG1_105560.1, TREG1_105560.2, TREG1_105560.4, TREG1_105560.3
OG0005854	FGIG_12243	TREG1_108310.1
OG0005855	FGIG_12326	TREG1_39850.1, TREG1_39850.2
OG0005856	FGIG_12519	TREG1_122140.1
OG0005857	FGIG_12552	TREG1_91040.2, TREG1_91040.4, TREG1_91040.1, TREG1_91040.3, TREG1_91040.5
OG0005892	FGIG_00016	TREG1_39740.1, TREG1_39750.1
OG0005894	FGIG_00072, FGIG_00071, FGIG_00073	TREG1_20560.1, TREG1_20550.1
OG0005895	FGIG_00083, FGIG_00084	TREG1_132590.1
OG0005896	FGIG_00150	TREG1_56850.1
OG0005897	FGIG_00169	TREG1_132980.1
OG0005898	FGIG_00171	TREG1_42990.1
OG0005899	FGIG_00196	TREG1_132460.1
OG0005900	FGIG_00203	TREG1_25050.1
OG0005901	FGIG_00261	TREG1_87330.1
OG0005902	FGIG_03471, FGIG_00276	TREG1_19500.1
OG0005903	FGIG_00320	TREG1_19070.1
OG0005904	FGIG_00382	TREG1_32820.1, TREG1_32820.2, TREG1_32820.3
OG0005905	FGIG_00409	TREG1_91910.1, TREG1_91900.1
OG0005906	FGIG_00439	TREG1_106710.1, TREG1_106710.2, TREG1_106710.3
OG0005908	FGIG_00582	TREG1_41340.1
OG0005909	FGIG_00588	TREG1_17580.1, TREG1_17580.3, TREG1_17580.2
OG0005910	FGIG_00668	TREG1_105370.3, TREG1_105370.2, TREG1_105370.1
OG0005911	FGIG_00851	TREG1_136160.1
OG0005912	FGIG_00858	TREG1_131680.1, TREG1_131680.2
OG0005913	FGIG_00861	TREG1_124410.1
OG0005914	FGIG_00865	TREG1_99180.1, TREG1_99180.2, TREG1_99180.3, TREG1_99180.4, TREG1_99180.5, TREG1_99180.6
OG0005915	FGIG_00924	TREG1_6930.1, TREG1_6930.2
OG0005916	FGIG_00939	TREG1_123310.1
OG0005917	FGIG_00972	TREG1_87830.1
OG0005919	FGIG_01102	TREG1_21580.1
OG0005920	FGIG_01131	TREG1_19160.1
OG0005921	FGIG_01358	TREG1_94440.1
OG0005922	FGIG_01393	TREG1_24270.1, TREG1_24270.2
OG0005923	FGIG_01438	TREG1_46460.1
OG0005924	FGIG_01484, FGIG_01483	TREG1_8250.1
OG0005925	FGIG_01502	TREG1_96350.1
OG0005926	FGIG_01509	TREG1_82080.1
OG0005927	FGIG_01582, FGIG_01581	TREG1_38590.1, TREG1_38560.1
OG0005928	FGIG_01620	TREG1_90400.1
OG0005929	FGIG_01624	TREG1_88170.1, TREG1_88190.1
OG0005930	FGIG_01705	TREG1_97360.1, TREG1_97350.1
OG0005931	FGIG_01752, FGIG_01751	TREG1_105660.1
OG0005932	FGIG_01801	TREG1_11440.1, TREG1_11440.2
OG0005934	FGIG_01935	TREG1_16090.1
OG0005935	FGIG_01960	TREG1_36610.1
OG0005936	FGIG_02046	TREG1_84930.1, TREG1_84930.2, TREG1_84930.3
OG0005937	FGIG_02059, FGIG_02058	TREG1_139160.1, TREG1_140280.1, TREG1_140280.2
OG0005938	FGIG_02099	TREG1_105790.1
OG0005939	FGIG_02102	TREG1_70820.1
OG0005939	FGIG_06014, FGIG_03841	TREG1_84540.1, TREG1_84610.1
OG0005940	FGIG_02115	TREG1_60260.1
OG0005941	FGIG_02142	TREG1_136370.1
OG0005942	FGIG_02148	TREG1_112950.1
OG0005943	FGIG_02239	TREG1_25810.1
OG0005944	FGIG_02268	TREG1_79710.1
OG0005945	FGIG_02273	TREG1_19180.1
OG0005946	FGIG_02359	TREG1_23600.1, TREG1_23600.2
OG0005947	FGIG_02408	TREG1_128260.1, TREG1_13790.2, TREG1_13790.1
OG0005948	FGIG_02438	TREG1_36740.1
OG0005949	FGIG_02448	TREG1_18810.1, TREG1_18810.2
OG0005950	FGIG_02460	TREG1_71050.1, TREG1_71050.2
OG0005951	FGIG_02568	TREG1_25090.1, TREG1_25090.2
OG0005952	FGIG_02611	TREG1_118670.1
OG0005953	FGIG_02777	TREG1_90820.1
OG0005954	FGIG_02792, FGIG_02793	TREG1_21660.1
OG0005955	FGIG_02795	TREG1_124870.1, TREG1_124870.2
OG0005956	FGIG_02874	TREG1_52450.1, TREG1_52440.1
OG0005957	FGIG_02923, FGIG_12620	TREG1_38400.1, TREG1_38400.2
OG0005958	FGIG_02947	TREG1_103210.1
OG0005959	FGIG_10953, FGIG_03057	TREG1_45080.1
OG0005960	FGIG_03072	TREG1_116740.1, TREG1_116740.2
OG0005961	FGIG_03134	TREG1_82880.1
OG0005962	FGIG_03169	TREG1_133060.1
OG0005963	FGIG_03185	TREG1_82970.1
OG0005964	FGIG_03336	TREG1_50660.1
OG0005965	FGIG_03377	TREG1_28400.1, TREG1_28400.2
OG0005966	FGIG_03397	TREG1_121260.1, TREG1_121260.2
OG0005967	FGIG_03402	TREG1_105610.1, TREG1_105610.2
OG0005968	FGIG_03422	TREG1_15290.1
OG0005969	FGIG_03460	TREG1_57580.1, TREG1_57580.2
OG0005970	FGIG_03509	TREG1_27490.1
OG0005971	FGIG_03517	TREG1_37480.1
OG0005972	FGIG_03528	TREG1_72800.1, TREG1_72800.3, TREG1_72800.4, TREG1_72800.2
OG0005973	FGIG_03547	TREG1_39250.1
OG0005974	FGIG_03599	TREG1_24130.1, TREG1_24130.2
OG0005975	FGIG_03738	TREG1_95850.1
OG0005976	FGIG_03761	TREG1_50530.1
OG0005977	FGIG_03775	TREG1_66670.1, TREG1_66670.2
OG0005978	FGIG_03813	TREG1_121810.1
OG0005979	FGIG_03861	TREG1_18470.1
OG0005980	FGIG_03874	TREG1_73880.1
OG0005981	FGIG_03938	TREG1_131370.1
OG0005982	FGIG_04451, FGIG_03984	TREG1_85660.1
OG0005983	FGIG_04068	TREG1_66210.1, TREG1_66230.1
OG0005984	FGIG_04138	TREG1_88070.1
OG0005985	FGIG_04144	TREG1_37200.1, TREG1_37200.2
OG0005986	FGIG_04149	TREG1_21720.1
OG0005987	FGIG_04150	TREG1_21730.1
OG0005988	FGIG_04190	TREG1_134600.1
OG0005989	FGIG_04194	TREG1_111840.1
OG0005990	FGIG_04223	TREG1_73900.1
OG0005991	FGIG_04280, FGIG_04281	TREG1_73410.1, TREG1_73420.1
OG0005992	FGIG_04441, FGIG_04442	TREG1_67010.1, TREG1_67010.2
OG0005993	FGIG_04467	TREG1_96230.1, TREG1_96230.2
OG0005994	FGIG_04549	TREG1_71450.1, TREG1_71450.2
OG0005995	FGIG_04658	TREG1_136970.1
OG0005996	FGIG_04704	TREG1_22590.1
OG0005997	FGIG_04767	TREG1_14260.1
OG0005998	FGIG_04782	TREG1_64100.1, TREG1_64090.1
OG0005999	FGIG_04792	TREG1_97810.1
OG0006000	FGIG_04908	TREG1_18130.1
OG0006001	FGIG_04923	TREG1_121160.1
OG0006002	FGIG_04934	TREG1_66530.1
OG0006003	FGIG_04947	TREG1_52220.1, TREG1_52220.2
OG0006004	FGIG_05064	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2
OG0006005	FGIG_05077	TREG1_101910.1, TREG1_101910.2
OG0006006	FGIG_05083	TREG1_61340.1
OG0006007	FGIG_05106	TREG1_23430.1, TREG1_23430.2
OG0006008	FGIG_05169	TREG1_103370.1, TREG1_103370.2
OG0006009	FGIG_05208	TREG1_113780.1
OG0006010	FGIG_05229	TREG1_114110.1
OG0006011	FGIG_05267, FGIG_05266	TREG1_88820.1
OG0006012	FGIG_05389	TREG1_89440.1
OG0006013	FGIG_05439	TREG1_27580.1
OG0006014	FGIG_05518	TREG1_98610.1
OG0006015	FGIG_05536	TREG1_103740.1
OG0006016	FGIG_05545	TREG1_109550.1
OG0006017	FGIG_05546	TREG1_109540.1, TREG1_109540.2
OG0006018	FGIG_05580	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2
OG0006019	FGIG_05585	TREG1_116540.1
OG0006020	FGIG_05785	TREG1_29820.1
OG0006021	FGIG_05799	TREG1_105150.1
OG0006022	FGIG_05880	TREG1_85210.1
OG0006023	FGIG_05909	TREG1_20230.1, TREG1_20230.2
OG0006024	FGIG_05917	TREG1_72280.1
OG0006025	FGIG_05927	TREG1_128460.1, TREG1_14690.1
OG0006026	FGIG_05938	TREG1_390.1
OG0006027	FGIG_05950	TREG1_58600.1
OG0006028	FGIG_05989	TREG1_65240.1, TREG1_65230.1
OG0006029	FGIG_06002	TREG1_76410.1
OG0006030	FGIG_06162	TREG1_50740.1
OG0006031	FGIG_06250	TREG1_21500.1, TREG1_21500.2
OG0006032	FGIG_06304, FGIG_06303	TREG1_2030.1
OG0006033	FGIG_06351	TREG1_33130.1, TREG1_33160.1
OG0006034	FGIG_06449	TREG1_39610.1, TREG1_39610.2
OG0006035	FGIG_06455	TREG1_75230.1
OG0006036	FGIG_06523	TREG1_110320.1
