Orthogroup	fasciola_gigantica	schistosoma_haematobium
OG0005420	FGIG_05374	SHAE2_40070.1
OG0005421	FGIG_13992, FGIG_05491	SHAE2_84060.1
OG0005423	FGIG_05604	SHAE2_30850.1
OG0005424	FGIG_05661	SHAE2_85970.1
OG0005425	FGIG_05663	SHAE2_86020.1, SHAE2_86020.3, SHAE2_86020.2
OG0005426	FGIG_05720	SHAE2_99570.4, SHAE2_99570.3, SHAE2_99570.1, SHAE2_99570.2
OG0005427	FGIG_05834	SHAE2_100500.1
OG0005428	FGIG_05836, FGIG_07929	SHAE2_92440.2, SHAE2_92440.1
OG0005429	FGIG_05919	SHAE2_63870.1
OG0005430	FGIG_05948	SHAE2_47690.1
OG0005431	FGIG_06048	SHAE2_82510.1
OG0005432	FGIG_06051	SHAE2_86190.1
OG0005433	FGIG_06253	SHAE2_82420.6, SHAE2_82420.1, SHAE2_82420.2, SHAE2_82420.3, SHAE2_82420.5, SHAE2_82420.4
OG0005434	FGIG_06357	SHAE2_29070.1
OG0005435	FGIG_06390	SHAE2_101200.1
OG0005436	FGIG_06609	SHAE2_62190.1
OG0005437	FGIG_06610	SHAE2_67420.1
OG0005438	FGIG_06641	SHAE2_13040.1
OG0005439	FGIG_06652	SHAE2_47890.1
OG0005440	FGIG_06681	SHAE2_76590.1, SHAE2_76590.2
OG0005441	FGIG_06718	SHAE2_95980.1
OG0005442	FGIG_06730	SHAE2_31670.1
OG0005443	FGIG_06809	SHAE2_65480.1
OG0005444	FGIG_06923	SHAE2_20920.2, SHAE2_20920.1
OG0005445	FGIG_06999	SHAE2_84660.1, SHAE2_84660.3, SHAE2_84660.2
OG0005446	FGIG_07043	SHAE2_48060.1, SHAE2_48060.2
OG0005447	FGIG_07125	SHAE2_69110.2, SHAE2_69110.1
OG0005448	FGIG_07129	SHAE2_37970.1
OG0005449	FGIG_07215	SHAE2_68780.1
OG0005450	FGIG_07234	SHAE2_64090.1
OG0005451	FGIG_07307	SHAE2_86760.1
OG0005452	FGIG_07318	SHAE2_95370.1, SHAE2_95370.2
OG0005453	FGIG_07367	SHAE2_65630.1
OG0005454	FGIG_07385	SHAE2_55160.1
OG0005455	FGIG_07478	SHAE2_53480.1, SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4
OG0005456	FGIG_07489	SHAE2_81220.1, SHAE2_81220.2, SHAE2_81220.3
OG0005457	FGIG_07593	SHAE2_50090.1
OG0005458	FGIG_07677	SHAE2_7090.1
OG0005459	FGIG_07903, FGIG_07904, FGIG_07905, FGIG_07902	SHAE2_1580.1, SHAE2_1580.2
OG0005460	FGIG_07961	SHAE2_74950.1
OG0005461	FGIG_08053	SHAE2_28840.1
OG0005462	FGIG_08062	SHAE2_91280.1, SHAE2_91280.2
OG0005463	FGIG_08100	SHAE2_22810.1, SHAE2_22820.1
OG0005464	FGIG_08183	SHAE2_54420.1, SHAE2_54420.2
OG0005465	FGIG_10565, FGIG_08201	SHAE2_95940.1
OG0005466	FGIG_08391	SHAE2_74650.1
OG0005467	FGIG_08467	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2
OG0005468	FGIG_08471	SHAE2_23050.1
OG0005469	FGIG_10760, FGIG_08533	SHAE2_72050.1
OG0005470	FGIG_08565	SHAE2_89220.1
OG0005471	FGIG_08604	SHAE2_20760.1
OG0005472	FGIG_08612	SHAE2_77710.1
OG0005473	FGIG_08720	SHAE2_1130.1, SHAE2_1130.2
OG0005475	FGIG_08867	SHAE2_89260.1
OG0005476	FGIG_08980	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3
OG0005477	FGIG_09017	SHAE2_43410.1
OG0005478	FGIG_09023	SHAE2_62000.1
OG0005479	FGIG_09040	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3
OG0005480	FGIG_09094	SHAE2_77920.1
OG0005481	FGIG_09127	SHAE2_19840.1, SHAE2_19840.2
OG0005482	FGIG_09171	SHAE2_44620.1
OG0005483	FGIG_09247	SHAE2_42990.1, SHAE2_42990.2
OG0005484	FGIG_09262	SHAE2_24210.1
OG0005485	FGIG_09458	SHAE2_54330.1
OG0005486	FGIG_09487	SHAE2_74170.1
OG0005487	FGIG_12160, FGIG_09491	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2
OG0005488	FGIG_09506, FGIG_09505	SHAE2_97230.1
OG0005490	FGIG_09655	SHAE2_36610.1, SHAE2_36610.2
OG0005491	FGIG_10265, FGIG_09931	SHAE2_97020.1
OG0005492	FGIG_09962	SHAE2_97790.1
OG0005493	FGIG_09987	SHAE2_55860.1
OG0005494	FGIG_10187	SHAE2_5890.1
OG0005495	FGIG_10244	SHAE2_83780.1, SHAE2_83780.2, SHAE2_83780.3
OG0005496	FGIG_10271, FGIG_10270, FGIG_10272	SHAE2_99000.1
OG0005497	FGIG_10286	SHAE2_26470.1
OG0005498	FGIG_10333, FGIG_10335	SHAE2_81610.2, SHAE2_81610.3, SHAE2_81610.1
OG0005499	FGIG_10413	SHAE2_93530.1
OG0005500	FGIG_12018, FGIG_10415	SHAE2_23340.1
OG0005501	FGIG_10457	SHAE2_95470.1, SHAE2_95470.2
OG0005502	FGIG_12542, FGIG_10680	SHAE2_102170.1
OG0005503	FGIG_10717	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4
OG0005504	FGIG_10738	SHAE2_87330.1
OG0005505	FGIG_10907	SHAE2_82680.1
OG0005506	FGIG_10946	SHAE2_94680.1, SHAE2_94680.2
OG0005507	FGIG_10949	SHAE2_92740.1
OG0005508	FGIG_10980, FGIG_10979	SHAE2_1860.2, SHAE2_1860.1
OG0005509	FGIG_11052	SHAE2_99280.1
OG0005510	FGIG_11270	SHAE2_96870.1
OG0005511	FGIG_11273	SHAE2_82380.1
OG0005512	FGIG_11451	SHAE2_7300.1
OG0005513	FGIG_11581	SHAE2_95060.1, SHAE2_95060.2
OG0005514	FGIG_11608	SHAE2_27110.1
OG0005515	FGIG_11733	SHAE2_60510.1
OG0005516	FGIG_11869	SHAE2_19760.4, SHAE2_19760.1, SHAE2_19760.2, SHAE2_19760.3
OG0005517	FGIG_11892	SHAE2_67480.1, SHAE2_67480.2
OG0005518	FGIG_11921	SHAE2_28310.1
OG0005519	FGIG_12020	SHAE2_38120.1
OG0005520	FGIG_12154	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2
OG0005521	FGIG_12201	SHAE2_83300.1
OG0005522	FGIG_12221	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3
OG0005523	FGIG_12401	SHAE2_89080.1
OG0005524	FGIG_12556	SHAE2_2060.1
OG0005525	FGIG_12603	SHAE2_62470.1
OG0005526	FGIG_12626	SHAE2_41240.1, SHAE2_41230.1
OG0005566	FGIG_00039	SHAE2_80380.1
OG0005567	FGIG_00093	SHAE2_15260.1, SHAE2_15260.3, SHAE2_15260.2
OG0005568	FGIG_09678, FGIG_00134	SHAE2_81290.1
OG0005569	FGIG_00200	SHAE2_101150.2, SHAE2_101150.1
OG0005570	FGIG_00239, FGIG_04932, FGIG_06426, FGIG_03105	SHAE2_34870.1, SHAE2_34870.2
OG0005571	FGIG_00304	SHAE2_50070.1
OG0005572	FGIG_00313	SHAE2_71470.1
OG0005573	FGIG_00334	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2
OG0005574	FGIG_00404, FGIG_00403	SHAE2_91660.1, SHAE2_91660.2
OG0005575	FGIG_00407	SHAE2_72300.1
OG0005576	FGIG_00410	SHAE2_72070.1
OG0005577	FGIG_00427	SHAE2_91300.1
OG0005578	FGIG_00429	SHAE2_52550.1
OG0005579	FGIG_00460	SHAE2_12330.1, SHAE2_12330.2
OG0005580	FGIG_00481	SHAE2_54450.1
OG0005581	FGIG_00614, FGIG_00615	SHAE2_32230.1
OG0005582	FGIG_00727	SHAE2_36060.1
OG0005583	FGIG_12194, FGIG_00735	SHAE2_91570.1
OG0005584	FGIG_00759	SHAE2_99470.1
OG0005585	FGIG_00784	SHAE2_100740.1
OG0005586	FGIG_00785	SHAE2_100730.1, SHAE2_100730.2
OG0005587	FGIG_00792	SHAE2_82440.1
OG0005588	FGIG_00811	SHAE2_30550.1, SHAE2_30550.2
OG0005589	FGIG_00904	SHAE2_63230.1
OG0005590	FGIG_00951	SHAE2_19880.2, SHAE2_19880.1
OG0005591	FGIG_00973	SHAE2_69610.3, SHAE2_69610.1
OG0005592	FGIG_01068	SHAE2_56040.1, SHAE2_56040.2
OG0005593	FGIG_01079	SHAE2_75980.1
OG0005594	FGIG_01215	SHAE2_74010.1
OG0005595	FGIG_01218	SHAE2_66440.1, SHAE2_66440.2
OG0005596	FGIG_01219	SHAE2_70730.1, SHAE2_70730.2
OG0005597	FGIG_01230	SHAE2_89100.1
OG0005598	FGIG_08185, FGIG_01384	SHAE2_81040.1
OG0005599	FGIG_01413	SHAE2_57900.1, SHAE2_57900.2
OG0005600	FGIG_01416, FGIG_01415	SHAE2_21640.2, SHAE2_21640.1
OG0005601	FGIG_01473, FGIG_01472	SHAE2_25090.1
OG0005602	FGIG_01570, FGIG_01569	SHAE2_24980.1
OG0005603	FGIG_01626	SHAE2_68680.1, SHAE2_68680.2
OG0005604	FGIG_01671	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1
OG0005605	FGIG_01682	SHAE2_39050.1
OG0005606	FGIG_06134, FGIG_01703	SHAE2_84160.1
OG0005607	FGIG_07160, FGIG_01719	SHAE2_94950.1
OG0005608	FGIG_01793, FGIG_01794	SHAE2_70650.1, SHAE2_70650.2
OG0005609	FGIG_01799	SHAE2_65390.1
OG0005610	FGIG_01800	SHAE2_2500.1
OG0005611	FGIG_01846	SHAE2_96760.1
OG0005612	FGIG_01855	SHAE2_99020.1
OG0005614	FGIG_01956	SHAE2_30750.1
OG0005615	FGIG_01961	SHAE2_31420.1
OG0005616	FGIG_01962	SHAE2_31410.1
OG0005617	FGIG_01975	SHAE2_41850.2, SHAE2_41850.1, SHAE2_41850.3
OG0005618	FGIG_01982	SHAE2_53140.1, SHAE2_53140.2
OG0005619	FGIG_01986	SHAE2_53520.1
OG0005620	FGIG_02031	SHAE2_94550.1
OG0005621	FGIG_02033	SHAE2_92650.1
OG0005622	FGIG_02076	SHAE2_610.1
OG0005623	FGIG_02096	SHAE2_79670.1
OG0005624	FGIG_02153	SHAE2_13240.1
OG0005625	FGIG_02154	SHAE2_13250.1
OG0005626	FGIG_02163	SHAE2_46620.1
OG0005627	FGIG_02164, FGIG_02165	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2
OG0005628	FGIG_02198	SHAE2_42230.1
OG0005629	FGIG_02280	SHAE2_34180.1
OG0005630	FGIG_02297, FGIG_11604	SHAE2_90250.1
OG0005631	FGIG_02301, FGIG_11851	SHAE2_58270.1
OG0005632	FGIG_02306	SHAE2_100710.1, SHAE2_100710.2
OG0005633	FGIG_02340	SHAE2_12460.1
OG0005634	FGIG_02346	SHAE2_25010.1
OG0005635	FGIG_02368	SHAE2_3550.1
OG0005636	FGIG_02409	SHAE2_41610.1
OG0005637	FGIG_02457	SHAE2_84540.1
OG0005638	FGIG_02466	SHAE2_81650.1, SHAE2_81650.2
OG0005639	FGIG_02469	SHAE2_77640.1
OG0005640	FGIG_02515	SHAE2_29890.1
OG0005641	FGIG_02522	SHAE2_77900.1
OG0005642	FGIG_02588	SHAE2_101690.2, SHAE2_101690.1
OG0005643	FGIG_02614	SHAE2_31740.1
OG0005644	FGIG_02630	SHAE2_80980.1
OG0005645	FGIG_02639	SHAE2_62870.1, SHAE2_62870.2, SHAE2_62870.3
OG0005646	FGIG_02645	SHAE2_43960.1
OG0005647	FGIG_06946, FGIG_02672	SHAE2_59320.1
OG0005648	FGIG_02699	SHAE2_43090.1
OG0005649	FGIG_02721	SHAE2_53700.1, SHAE2_53700.2, SHAE2_53700.3
OG0005650	FGIG_11552, FGIG_02809	SHAE2_68950.1
OG0005651	FGIG_12366, FGIG_02877	SHAE2_70410.1, SHAE2_70410.2
OG0005652	FGIG_02894	SHAE2_51310.1
OG0005653	FGIG_02917, FGIG_04227	SHAE2_99150.1
OG0005654	FGIG_02919	SHAE2_77150.1
OG0005655	FGIG_02944	SHAE2_29560.1
OG0005656	FGIG_02958	SHAE2_93250.1, SHAE2_93250.2
OG0005657	FGIG_03052	SHAE2_14010.1
OG0005658	FGIG_03091	SHAE2_96530.1, SHAE2_96530.3, SHAE2_96530.2
OG0005659	FGIG_03266	SHAE2_19120.1, SHAE2_19120.2
OG0005660	FGIG_03362	SHAE2_76220.3, SHAE2_76220.1, SHAE2_76220.2, SHAE2_76220.4
OG0005661	FGIG_03421, FGIG_03419, FGIG_03420	SHAE2_7430.1
OG0005662	FGIG_03459	SHAE2_46140.1
OG0005663	FGIG_03462	SHAE2_10400.1
OG0005664	FGIG_03491, FGIG_03488, FGIG_03489	SHAE2_27610.1
OG0005665	FGIG_03496	SHAE2_51460.2, SHAE2_51460.1
OG0005666	FGIG_03498	SHAE2_95520.1, SHAE2_95520.2
OG0005667	FGIG_03546	SHAE2_45020.1, SHAE2_45020.2
OG0005668	FGIG_03559	SHAE2_4130.1
OG0005669	FGIG_03577	SHAE2_59450.1
OG0005670	FGIG_03618	SHAE2_89760.1
OG0005671	FGIG_03624	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3
OG0005672	FGIG_03728	SHAE2_50620.1
OG0005673	FGIG_03729	SHAE2_50670.1
OG0005674	FGIG_03804, FGIG_03805	SHAE2_28420.1
OG0005675	FGIG_03869, FGIG_03868	SHAE2_43620.1
OG0005676	FGIG_03871	SHAE2_55700.1
OG0005677	FGIG_03969	SHAE2_6420.1, SHAE2_6420.2, SHAE2_6420.3
OG0005678	FGIG_03972, FGIG_03973	SHAE2_63730.1
OG0005679	FGIG_04103	SHAE2_93890.1
OG0005681	FGIG_04106	SHAE2_73580.1
OG0005682	FGIG_04126	SHAE2_33890.1
OG0005683	FGIG_04132	SHAE2_38660.1
OG0005684	FGIG_04196	SHAE2_52530.1
OG0005685	FGIG_04221	SHAE2_15830.1
OG0005686	FGIG_04246, FGIG_10274	SHAE2_95590.1
OG0005687	FGIG_04271	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3
OG0005688	FGIG_04274	SHAE2_840.1
OG0005689	FGIG_04357	SHAE2_75220.1
OG0005690	FGIG_04386	SHAE2_55920.1
OG0005691	FGIG_04402, FGIG_04401	SHAE2_99260.1
OG0005692	FGIG_04443	SHAE2_50540.2
OG0005693	FGIG_04496	SHAE2_1550.1
OG0005694	FGIG_04554	SHAE2_52440.1
OG0005695	FGIG_04598, FGIG_04597, FGIG_04596	SHAE2_52580.1
OG0005696	FGIG_04628	SHAE2_44270.1
OG0005697	FGIG_08016, FGIG_04645	SHAE2_20580.1
OG0005698	FGIG_04735	SHAE2_74180.2, SHAE2_74180.3, SHAE2_74180.1
OG0005699	FGIG_04761	SHAE2_22410.1, SHAE2_22410.2
OG0005700	FGIG_04789, FGIG_12220, FGIG_04788	SHAE2_75950.1
OG0005701	FGIG_04875	SHAE2_61380.1, SHAE2_61380.2
OG0005702	FGIG_04918	SHAE2_69430.1
OG0005703	FGIG_04938	SHAE2_37300.1, SHAE2_37300.2
OG0005704	FGIG_04985	SHAE2_43760.1, SHAE2_43760.2
OG0005705	FGIG_05068	SHAE2_57140.1
OG0005706	FGIG_05193	SHAE2_59540.1
OG0005707	FGIG_11327, FGIG_05243	SHAE2_69500.2, SHAE2_69500.1
OG0005708	FGIG_05282	SHAE2_23150.1, SHAE2_23150.2
OG0005709	FGIG_05294	SHAE2_29910.1, SHAE2_29910.2
OG0005710	FGIG_05333	SHAE2_37580.1
OG0005711	FGIG_05404	SHAE2_18760.1, SHAE2_18760.2
OG0005712	FGIG_05429	SHAE2_94830.1
OG0005713	FGIG_05486	SHAE2_70460.1
OG0005714	FGIG_05594	SHAE2_96290.1
OG0005715	FGIG_05643	SHAE2_78990.1
OG0005716	FGIG_05670	SHAE2_54160.1, SHAE2_54160.2
OG0005717	FGIG_05772	SHAE2_79740.1
OG0005718	FGIG_05797	SHAE2_52870.1
OG0005719	FGIG_05817	SHAE2_38560.1
OG0005720	FGIG_06290, FGIG_06177, FGIG_05837	SHAE2_89170.1
OG0005722	FGIG_06013, FGIG_06012, FGIG_06011	SHAE2_98610.1
OG0005723	FGIG_06025	SHAE2_45760.2, SHAE2_45760.3
OG0005724	FGIG_06083	SHAE2_11220.2, SHAE2_11220.3, SHAE2_11220.1
OG0005725	FGIG_06112	SHAE2_88730.1
OG0005726	FGIG_06235	SHAE2_56270.1
OG0005727	FGIG_06281	SHAE2_73250.1
OG0005728	FGIG_06313	SHAE2_93180.1
OG0005729	FGIG_06316	SHAE2_69120.1
OG0005730	FGIG_06434	SHAE2_99550.1, SHAE2_99540.1
OG0005731	FGIG_06524	SHAE2_86070.1
OG0005732	FGIG_06530	SHAE2_29670.1
OG0005733	FGIG_06557	SHAE2_26500.1, SHAE2_26500.2
OG0005734	FGIG_06564	SHAE2_46330.1
OG0005735	FGIG_06600	SHAE2_97910.1
OG0005736	FGIG_06640	SHAE2_74340.1, SHAE2_74340.2
OG0005737	FGIG_06648	SHAE2_67840.1
OG0005738	FGIG_06684	SHAE2_5380.1
OG0005739	FGIG_06754	SHAE2_32070.2, SHAE2_32070.1
OG0005740	FGIG_06757	SHAE2_83960.1
OG0005741	FGIG_06763	SHAE2_91720.1
OG0005742	FGIG_06863	SHAE2_102740.1
OG0005743	FGIG_06874	SHAE2_18420.1
OG0005744	FGIG_06880	SHAE2_18170.1
OG0005745	FGIG_06909	SHAE2_67290.1
OG0005746	FGIG_06963	SHAE2_31500.1
OG0005747	FGIG_07005	SHAE2_47780.1
OG0005748	FGIG_07018, FGIG_07019	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3
OG0005749	FGIG_07080	SHAE2_63930.1, SHAE2_63800.1
OG0005750	FGIG_07099	SHAE2_101380.1
OG0005751	FGIG_07130	SHAE2_37020.1
OG0005752	FGIG_07223	SHAE2_26860.1
OG0005753	FGIG_07242	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3
OG0005754	FGIG_07284	SHAE2_93020.1
OG0005755	FGIG_07394	SHAE2_27420.1, SHAE2_27420.2
OG0005756	FGIG_07425	SHAE2_29940.1
OG0005757	FGIG_07440	SHAE2_78720.1, SHAE2_78720.2
OG0005758	FGIG_07443	SHAE2_76160.1
OG0005759	FGIG_07483	SHAE2_30240.1
OG0005760	FGIG_07614	SHAE2_51400.1
OG0005762	FGIG_07757	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1
OG0005763	FGIG_07770	SHAE2_97100.1
OG0005764	FGIG_07815	SHAE2_69290.1, SHAE2_69300.2, SHAE2_69300.1
OG0005765	FGIG_07871	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3
OG0005766	FGIG_07873	SHAE2_90220.1
OG0005767	FGIG_07910	SHAE2_84650.1
OG0005768	FGIG_07921	SHAE2_34370.1
OG0005769	FGIG_07996	SHAE2_15880.1
OG0005770	FGIG_08057	SHAE2_44030.1
OG0005771	FGIG_08088	SHAE2_56200.1
OG0005772	FGIG_08097	SHAE2_86240.1
OG0005773	FGIG_08099	SHAE2_74070.1
OG0005774	FGIG_08103	SHAE2_70320.1
OG0005775	FGIG_08165	SHAE2_45150.1
OG0005776	FGIG_09177, FGIG_08203	SHAE2_92240.1
OG0005777	FGIG_08288	SHAE2_45400.1
OG0005778	FGIG_08297, FGIG_10221	SHAE2_72550.1
OG0005779	FGIG_08304	SHAE2_73170.1
OG0005780	FGIG_08401	SHAE2_98460.1
OG0005781	FGIG_08403	SHAE2_92360.1
OG0005782	FGIG_08459	SHAE2_47100.1
OG0005783	FGIG_08510	SHAE2_93980.1
OG0005784	FGIG_08537	SHAE2_103310.1
OG0005785	FGIG_08546	SHAE2_13900.1
OG0005786	FGIG_08606	SHAE2_16030.1, SHAE2_16030.2
OG0005787	FGIG_10881, FGIG_08627	SHAE2_1110.1
OG0005788	FGIG_12014, FGIG_08629	SHAE2_14100.1
OG0005789	FGIG_08650, FGIG_12219	SHAE2_54710.1, SHAE2_54710.2
OG0005790	FGIG_08705	SHAE2_74770.1
OG0005791	FGIG_08715	SHAE2_47380.1
OG0005792	FGIG_08763, FGIG_11207	SHAE2_4200.1
OG0005793	FGIG_08775	SHAE2_7250.1, SHAE2_7250.2, SHAE2_7250.3
OG0005794	FGIG_08785	SHAE2_4740.1
OG0005795	FGIG_08860, FGIG_08859	SHAE2_101280.1
OG0005796	FGIG_08884	SHAE2_5570.1, SHAE2_5570.2
OG0005797	FGIG_08892	SHAE2_100720.1
OG0005798	FGIG_08927, FGIG_08926	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3
OG0005799	FGIG_08938	SHAE2_22640.1
OG0005800	FGIG_08954	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4
OG0005801	FGIG_11108, FGIG_08998	SHAE2_17410.1
OG0005802	FGIG_09016	SHAE2_80480.1, SHAE2_80480.2
OG0005803	FGIG_09024	SHAE2_62010.1
OG0005804	FGIG_09034	SHAE2_97980.1
OG0005805	FGIG_09189	SHAE2_74400.2, SHAE2_74400.1
OG0005806	FGIG_09335	SHAE2_86690.1, SHAE2_86690.2
OG0005807	FGIG_09345	SHAE2_84550.1
OG0005808	FGIG_09449	SHAE2_42300.1, SHAE2_42300.2
OG0005809	FGIG_09808, FGIG_09453	SHAE2_31200.1, SHAE2_31200.2
OG0005810	FGIG_09488	SHAE2_92710.1
OG0005811	FGIG_09548	SHAE2_14970.1
OG0005812	FGIG_09607	SHAE2_42860.1, SHAE2_42860.2
OG0005813	FGIG_09646	SHAE2_76360.1
OG0005814	FGIG_09708	SHAE2_16440.1
OG0005815	FGIG_09767	SHAE2_69580.1
OG0005816	FGIG_09793	SHAE2_15180.1
OG0005817	FGIG_09866	SHAE2_33140.1
OG0005818	FGIG_09943	SHAE2_95430.1
OG0005819	FGIG_10118	SHAE2_55970.1
OG0005820	FGIG_10204	SHAE2_66860.1
OG0005821	FGIG_10275	SHAE2_101170.1
OG0005822	FGIG_10360	SHAE2_29970.1
OG0005823	FGIG_10379	SHAE2_43220.1, SHAE2_43220.2
OG0005824	FGIG_10407	SHAE2_29160.1
OG0005825	FGIG_10485	SHAE2_30440.1
OG0005826	FGIG_10627	SHAE2_66650.1, SHAE2_66650.2
OG0005827	FGIG_10660	SHAE2_48890.1
OG0005828	FGIG_10676	SHAE2_95070.1
OG0005829	FGIG_10701	SHAE2_63090.1
OG0005830	FGIG_10724	SHAE2_73410.1
OG0005831	FGIG_10829	SHAE2_50950.1
OG0005832	FGIG_10854	SHAE2_39360.1
OG0005833	FGIG_10867	SHAE2_5310.1, SHAE2_5310.2
OG0005834	FGIG_11039, FGIG_11040	SHAE2_89350.1
OG0005835	FGIG_11133	SHAE2_67250.1, SHAE2_67250.2
OG0005836	FGIG_11163	SHAE2_87870.1, SHAE2_87870.2
OG0005837	FGIG_11222	SHAE2_97370.1, SHAE2_97450.1
OG0005838	FGIG_11254	SHAE2_1150.1
OG0005839	FGIG_11268	SHAE2_28210.1
OG0005840	FGIG_11276	SHAE2_91420.1
OG0005841	FGIG_11298	SHAE2_15910.1
OG0005842	FGIG_11382	SHAE2_53860.2, SHAE2_53970.1
OG0005843	FGIG_11440	SHAE2_22190.2, SHAE2_22190.1
OG0005844	FGIG_11461	SHAE2_13810.2, SHAE2_13810.1
OG0005845	FGIG_11467	SHAE2_98500.1
OG0005846	FGIG_11607	SHAE2_37140.1
OG0005847	FGIG_11665	SHAE2_99820.1
OG0005848	FGIG_11690	SHAE2_56290.1
OG0005849	FGIG_11737, FGIG_11694	SHAE2_102050.1, SHAE2_102200.1
OG0005850	FGIG_11837	SHAE2_38020.1
OG0005851	FGIG_11938	SHAE2_60260.1
OG0005852	FGIG_12009	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2
OG0005853	FGIG_12146	SHAE2_80880.1
OG0005854	FGIG_12243	SHAE2_83130.1
OG0005855	FGIG_12326	SHAE2_40480.1
OG0005856	FGIG_12519	SHAE2_91370.1
OG0005857	FGIG_12552	SHAE2_71170.1
OG0005892	FGIG_00016	SHAE2_40400.1
OG0005893	FGIG_00018	SHAE2_42170.1
OG0005894	FGIG_00072, FGIG_00071, FGIG_00073	SHAE2_13180.1, SHAE2_13180.2
OG0005895	FGIG_00083, FGIG_00084	SHAE2_99120.1
OG0005896	FGIG_00150	SHAE2_43710.1, SHAE2_43710.2
OG0005897	FGIG_00169	SHAE2_98950.1
OG0005898	FGIG_00171	SHAE2_46570.1
OG0005899	FGIG_00196	SHAE2_98980.2, SHAE2_98980.1
OG0005900	FGIG_00203	SHAE2_33670.1
OG0005901	FGIG_00261	SHAE2_63680.1
OG0005902	FGIG_03471, FGIG_00276	SHAE2_8230.1
OG0005903	FGIG_00320	SHAE2_5970.1
OG0005904	FGIG_00382	SHAE2_26130.1
OG0005905	FGIG_00409	SHAE2_72080.1
OG0005906	FGIG_00439	SHAE2_78230.1
OG0005907	FGIG_00533	SHAE2_44330.1
OG0005908	FGIG_00582	SHAE2_42630.1
OG0005909	FGIG_00588	SHAE2_16180.1
OG0005910	FGIG_00668	SHAE2_80750.1
OG0005911	FGIG_00851	SHAE2_100550.1, SHAE2_100550.2
OG0005912	FGIG_00858	SHAE2_100360.2, SHAE2_100360.3, SHAE2_100360.1
OG0005913	FGIG_00861	SHAE2_94510.1
OG0005914	FGIG_00865	SHAE2_80400.1
OG0005915	FGIG_00924	SHAE2_10200.1, SHAE2_10200.2
OG0005916	FGIG_00939	SHAE2_20970.1
OG0005917	FGIG_00972	SHAE2_69620.1
OG0005918	FGIG_00977	SHAE2_103410.1
OG0005919	FGIG_01102	SHAE2_24520.1
OG0005920	FGIG_01131	SHAE2_3380.1
OG0005921	FGIG_01358	SHAE2_73860.1
OG0005922	FGIG_01393	SHAE2_23660.1
OG0005923	FGIG_01438	SHAE2_31550.1
OG0005924	FGIG_01484, FGIG_01483	SHAE2_18520.1
OG0005925	FGIG_01502	SHAE2_74740.1
OG0005926	FGIG_01509	SHAE2_65960.1
OG0005927	FGIG_01582, FGIG_01581	SHAE2_28740.1
OG0005928	FGIG_01620	SHAE2_72850.1
OG0005929	FGIG_01624	SHAE2_65560.1
OG0005930	FGIG_01705	SHAE2_84170.1
OG0005931	FGIG_01752, FGIG_01751	SHAE2_77330.1
OG0005932	FGIG_01801	SHAE2_2510.1
OG0005933	FGIG_01890	SHAE2_44780.1
OG0005934	FGIG_01935	SHAE2_22970.1
OG0005935	FGIG_01960	SHAE2_34410.1
OG0005936	FGIG_02046	SHAE2_65430.1
OG0005937	FGIG_02059, FGIG_02058	SHAE2_94730.1
OG0005938	FGIG_02099	SHAE2_77210.1
OG0005939	FGIG_06014, FGIG_03841	SHAE2_63430.1
OG0005940	FGIG_02115	SHAE2_29690.1, SHAE2_29690.2
OG0005941	FGIG_02142	SHAE2_99720.1
OG0005942	FGIG_02148	SHAE2_87390.1
OG0005943	FGIG_02239	SHAE2_16610.1
OG0005944	FGIG_02268	SHAE2_63990.1
OG0005945	FGIG_02273	SHAE2_3330.1
OG0005946	FGIG_02359	SHAE2_22110.1, SHAE2_22110.2
OG0005947	FGIG_02408	SHAE2_15930.1
OG0005948	FGIG_02438	SHAE2_37930.1
OG0005949	FGIG_02448	SHAE2_12150.1
OG0005950	FGIG_02460	SHAE2_53230.1
OG0005951	FGIG_02568	SHAE2_6920.1
OG0005952	FGIG_02611	SHAE2_86870.1
OG0005953	FGIG_02777	SHAE2_73150.1
