Orthogroup	fasciola_gigantica	s.mekongi
OG0005811	FGIG_09548	KAK4467493.1, KAK4474710.1
OG0005812	FGIG_09607	KAK4473687.1
OG0005813	FGIG_09646	KAK4470201.1
OG0005814	FGIG_09708	KAK4474564.1
OG0005815	FGIG_09767	KAK4471237.1
OG0005816	FGIG_09793	KAK4474730.1
OG0005817	FGIG_09866	KAK4472706.1
OG0005818	FGIG_09943	KAK4468534.1
OG0005819	FGIG_10118	KAK4469474.1
OG0005820	FGIG_10204	KAK4471691.1
OG0005821	FGIG_10275	KAK4467810.1
OG0005823	FGIG_10379	KAK4473654.1
OG0005824	FGIG_10407	KAK4472939.1
OG0005825	FGIG_10485	KAK4472997.1, KAK4473743.1
OG0005826	FGIG_10627	KAK4471714.1
OG0005827	FGIG_10660	KAK4469459.1
OG0005828	FGIG_10676	KAK4468573.1
OG0005829	FGIG_10701	KAK4472062.1
OG0005830	FGIG_10724	KAK4471542.1
OG0005831	FGIG_10829	KAK4469627.1
OG0005832	FGIG_10854	KAK4474006.1
OG0005833	FGIG_10867	KAK4467290.1, KAK4475765.1
OG0005834	FGIG_11039, FGIG_11040	KAK4468014.1
OG0005835	FGIG_11133	KAK4471057.1, KAK4471411.1
OG0005836	FGIG_11163	KAK4468200.1
OG0005837	FGIG_11222	KAK4468732.1
OG0005838	FGIG_11254	KAK4474491.1
OG0005839	FGIG_11268	KAK4472847.1
OG0005840	FGIG_11276	KAK4469258.1
OG0005841	FGIG_11298	KAK4474506.1
OG0005843	FGIG_11440	KAK4475369.1
OG0005844	FGIG_11461	KAK4474434.1
OG0005845	FGIG_11467	KAK4467735.1
OG0005846	FGIG_11607	KAK4472549.1
OG0005847	FGIG_11665	KAK4467825.1
OG0005848	FGIG_11690	KAK4469526.1
OG0005849	FGIG_11737, FGIG_11694	KAK4467820.1
OG0005851	FGIG_11938	KAK4468994.1
OG0005852	FGIG_12009	KAK4472491.1
OG0005853	FGIG_12146	KAK4470707.1
OG0005854	FGIG_12243	KAK4470871.1
OG0005855	FGIG_12326	KAK4473882.1
OG0005856	FGIG_12519	KAK4468890.1
OG0005857	FGIG_12552	KAK4471628.1
OG0005894	FGIG_00072, FGIG_00071, FGIG_00073	KAK4474602.1
OG0005895	FGIG_00083, FGIG_00084	KAK4467900.1
OG0005896	FGIG_00150	KAK4473614.1
OG0005897	FGIG_00169	KAK4467875.1
OG0005898	FGIG_00171	KAK4472887.1
OG0005899	FGIG_00196	KAK4467884.1
OG0005900	FGIG_00203	KAK4472660.1
OG0005901	FGIG_00261	KAK4472004.1
OG0005902	FGIG_03471, FGIG_00276	KAK4476076.1
OG0005903	FGIG_00320	KAK4475837.1
OG0005904	FGIG_00382	KAK4473311.1
OG0005905	FGIG_00409	KAK4471555.1
OG0005906	FGIG_00439	KAK4470615.1
OG0005907	FGIG_00533	KAK4473270.1
OG0005908	FGIG_00582	KAK4473709.1
OG0005909	FGIG_00588	KAK4467533.1, KAK4474590.1
OG0005910	FGIG_00668	KAK4470697.1
OG0005911	FGIG_00851	KAK4467658.1
OG0005912	FGIG_00858	KAK4467639.1
OG0005913	FGIG_00861	KAK4468937.1
OG0005914	FGIG_00865	KAK4470502.1
OG0005915	FGIG_00924	KAK4476154.1
OG0005916	FGIG_00939	KAK4475149.1
OG0005917	FGIG_00972	KAK4471242.1
OG0005918	FGIG_00977	KAK4472339.1
OG0005920	FGIG_01131	KAK4475568.1
OG0005921	FGIG_01358	KAK4471085.1
OG0005922	FGIG_01393	KAK4475425.1
OG0005923	FGIG_01438	KAK4472245.1
OG0005924	FGIG_01484, FGIG_01483	KAK4474824.1
OG0005925	FGIG_01502	KAK4470999.1
OG0005926	FGIG_01509	KAK4471796.1
OG0005927	FGIG_01582, FGIG_01581	KAK4472976.1
OG0005928	FGIG_01620	KAK4471062.1
OG0005929	FGIG_01624	KAK4471976.1
OG0005930	FGIG_01705	KAK4470977.1
OG0005931	FGIG_01752, FGIG_01751	KAK4470299.1
OG0005932	FGIG_01801	KAK4475354.1
OG0005933	FGIG_01890	KAK4467502.1
OG0005934	FGIG_01935	KAK4475008.1
OG0005935	FGIG_01960	KAK4472575.1, KAK4472577.1
OG0005936	FGIG_02046	KAK4471961.1
OG0005937	FGIG_02059, FGIG_02058	KAK4468565.1
OG0005938	FGIG_02099	KAK4470286.1
OG0005940	FGIG_02115	KAK4472210.1
OG0005941	FGIG_02142	KAK4467692.1
OG0005942	FGIG_02148	KAK4468227.1
OG0005943	FGIG_02239	KAK4474612.1
OG0005944	FGIG_02268	KAK4471845.1
OG0005945	FGIG_02273	KAK4475562.1
OG0005946	FGIG_02359	KAK4475377.1
OG0005947	FGIG_02408	KAK4474504.1
OG0005948	FGIG_02438	KAK4474134.1
OG0005949	FGIG_02448	KAK4476288.1
OG0005950	FGIG_02460	KAK4469379.1
OG0005951	FGIG_02568	KAK4475924.1
OG0005952	FGIG_02611	KAK4468271.1
OG0005953	FGIG_02777	KAK4471491.1
OG0005954	FGIG_02792, FGIG_02793	KAK4474980.1
OG0005955	FGIG_02795	KAK4468434.1
OG0005956	FGIG_02874	KAK4472407.1, KAK4472409.1
OG0005957	FGIG_02923, FGIG_12620	KAK4473021.1
OG0005958	FGIG_02947	KAK4470655.1
OG0005959	FGIG_10953, FGIG_03057	KAK4473753.1
OG0005960	FGIG_03072	KAK4468067.1
OG0005961	FGIG_03134	KAK4471494.1
OG0005962	FGIG_03169	KAK4467938.1
OG0005963	FGIG_03185	KAK4471725.1
OG0005964	FGIG_03336	KAK4472569.1, KAK4472570.1
OG0005965	FGIG_03377	KAK4475340.1
OG0005966	FGIG_03397	KAK4468725.1
OG0005967	FGIG_03402	KAK4470305.1
OG0005968	FGIG_03422	KAK4474288.1
OG0005969	FGIG_03460	KAK4473554.1
OG0005970	FGIG_03509	KAK4475475.1
OG0005971	FGIG_03517	KAK4473003.1
OG0005972	FGIG_03528	KAK4469894.1
OG0005973	FGIG_03547	KAK4473750.1
OG0005974	FGIG_03599	KAK4475441.1
OG0005975	FGIG_03738	KAK4470120.1
OG0005976	FGIG_03761	KAK4472718.1
OG0005977	FGIG_03775	KAK4469717.1
OG0005978	FGIG_03813	KAK4468863.1
OG0005979	FGIG_07288	KAK4473101.1
OG0005980	FGIG_03874	KAK4469979.1
OG0005981	FGIG_03938	KAK4467729.1
OG0005982	FGIG_04451, FGIG_03984	KAK4472059.1
OG0005983	FGIG_04068	KAK4469327.1
OG0005984	FGIG_04138	KAK4471262.1
OG0005985	FGIG_04144	KAK4473113.1
OG0005986	FGIG_04149	KAK4474975.1
OG0005987	FGIG_04150	KAK4474974.1
OG0005989	FGIG_04194	KAK4468346.1, KAK4468347.1
OG0005990	FGIG_04223	KAK4469977.1
OG0005991	FGIG_04280, FGIG_04281	KAK4469892.1
OG0005992	FGIG_04441, FGIG_04442	KAK4469099.1, KAK4469100.1, KAK4469101.1
OG0005993	FGIG_04467	KAK4470789.1
OG0005994	FGIG_04549	KAK4469190.1
OG0005995	FGIG_04658	KAK4470725.1
OG0005996	FGIG_04704	KAK4475096.1
OG0005997	FGIG_04767	KAK4476238.1
OG0005998	FGIG_04782	KAK4469603.1
OG0005999	FGIG_04792	KAK4471003.1
OG0006000	FGIG_04908	KAK4474471.1
OG0006001	FGIG_04923	KAK4468760.1
OG0006002	FGIG_04934	KAK4469727.1
OG0006003	FGIG_04947	KAK4474192.1
OG0006004	FGIG_05064	KAK4469213.1
OG0006005	FGIG_05077	KAK4470320.1
OG0006006	FGIG_05083	KAK4469153.1
OG0006007	FGIG_05106	KAK4475345.1
OG0006008	FGIG_05169	KAK4470166.1
OG0006010	FGIG_05229	KAK4476168.1
OG0006011	FGIG_05267, FGIG_05266	KAK4471212.1
OG0006012	FGIG_05389	KAK4471356.1
OG0006013	FGIG_05439	KAK4475468.1
OG0006014	FGIG_05518	KAK4470473.1
OG0006015	FGIG_05536	KAK4470016.1
OG0006016	FGIG_05545	KAK4470937.1
OG0006017	FGIG_05546	KAK4470940.1, KAK4470939.1
OG0006018	FGIG_05580	KAK4468934.1
OG0006019	FGIG_05585	KAK4468072.1
OG0006020	FGIG_05785	KAK4475367.1
OG0006021	FGIG_05799	KAK4470679.1
OG0006022	FGIG_05880	KAK4471783.1
OG0006023	FGIG_05909	KAK4475179.1
OG0006024	FGIG_05917	KAK4469081.1
OG0006025	FGIG_05927	KAK4474618.1
OG0006026	FGIG_05938	KAK4476112.1
OG0006027	FGIG_05950	KAK4473172.1, KAK4473173.1
OG0006028	FGIG_05989	KAK4469239.1
OG0006029	FGIG_06002	KAK4469945.1
OG0006030	FGIG_06162	KAK4472561.1
OG0006031	FGIG_06250	KAK4475107.1
OG0006032	FGIG_06304, FGIG_06303	KAK4476295.1
OG0006033	FGIG_06351	KAK4473043.1
OG0006034	FGIG_06449	KAK4473574.1
OG0006035	FGIG_06455	KAK4469982.1
OG0006036	FGIG_06523	KAK4468205.1
OG0006037	FGIG_06532	KAK4468179.1
OG0006038	FGIG_06567	KAK4473568.1
OG0006039	FGIG_06568	KAK4469461.1
OG0006042	FGIG_06799	KAK4472645.1
OG0006043	FGIG_06821	KAK4475206.1
OG0006044	FGIG_06839, FGIG_09285	KAK4471490.1
OG0006045	FGIG_06858	KAK4474041.1
OG0006046	FGIG_06859	KAK4474693.1
OG0006047	FGIG_06862	KAK4472327.1, KAK4472326.1
OG0006049	FGIG_06934	KAK4473634.1
OG0006050	FGIG_06979	KAK4471975.1
OG0006051	FGIG_07294	KAK4476031.1
OG0006052	FGIG_07314, FGIG_08950	KAK4470290.1
OG0006053	FGIG_07403	KAK4471570.1
OG0006054	FGIG_07424	KAK4471302.1
OG0006055	FGIG_07555, FGIG_12414	KAK4475772.1, KAK4467429.1
OG0006056	FGIG_07596	KAK4475275.1
OG0006057	FGIG_07603	KAK4472732.1
OG0006058	FGIG_07629	KAK4467230.1, KAK4474952.1
OG0006060	FGIG_07735	KAK4475621.1
OG0006061	FGIG_07737	KAK4468084.1
OG0006062	FGIG_07768, FGIG_07767	KAK4474082.1
OG0006063	FGIG_07773	KAK4472448.1
OG0006064	FGIG_07837	KAK4470135.1
OG0006066	FGIG_07957, FGIG_07958	KAK4476210.1
OG0006067	FGIG_07984	KAK4473555.1
OG0006068	FGIG_08132	KAK4472909.1
OG0006069	FGIG_08136	KAK4472539.1
OG0006070	FGIG_08226	KAK4471367.1
OG0006071	FGIG_08258	KAK4470452.1
OG0006072	FGIG_08317	KAK4468222.1
OG0006073	FGIG_08326	KAK4469475.1
OG0006075	FGIG_08364	KAK4473004.1
OG0006076	FGIG_08367, FGIG_12133	KAK4469460.1
OG0006078	FGIG_08424	KAK4473176.1
OG0006079	FGIG_08462	KAK4469923.1
OG0006080	FGIG_08479	KAK4472512.1
OG0006081	FGIG_08526	KAK4474967.1, KAK4474989.1
OG0006082	FGIG_08527	KAK4473409.1
OG0006083	FGIG_08563	KAK4468028.1
OG0006084	FGIG_08568	KAK4473370.1
OG0006085	FGIG_10779, FGIG_08613	KAK4470572.1
OG0006086	FGIG_08731	KAK4473150.1
OG0006087	FGIG_08787	KAK4473763.1
OG0006088	FGIG_08882	KAK4470106.1
OG0006089	FGIG_08956	KAK4474553.1
OG0006090	FGIG_08982	KAK4468461.1
OG0006091	FGIG_09009	KAK4470064.1
OG0006092	FGIG_09050	KAK4475267.1
OG0006093	FGIG_09188	KAK4469849.1
OG0006094	FGIG_09274	KAK4469655.1
OG0006096	FGIG_09689	KAK4475145.1
OG0006098	FGIG_09726	KAK4473228.1
OG0006099	FGIG_09757	KAK4476012.1
OG0006101	FGIG_09771	KAK4473860.1, KAK4473861.1
OG0006102	FGIG_09799	KAK4470811.1
OG0006103	FGIG_09897, FGIG_09898	KAK4473915.1
OG0006104	FGIG_09904	KAK4471375.1
OG0006105	FGIG_09948	KAK4468364.1
OG0006106	FGIG_09973	KAK4471821.1
OG0006107	FGIG_09976	KAK4470661.1
OG0006108	FGIG_10009	KAK4468021.1
OG0006109	FGIG_10044	KAK4470206.1
OG0006110	FGIG_10049	KAK4468507.1
OG0006111	FGIG_10113	KAK4475197.1
OG0006112	FGIG_10226	KAK4468759.1
OG0006113	FGIG_10252	KAK4475648.1
OG0006114	FGIG_10556, FGIG_10273	KAK4467893.1, KAK4467894.1
OG0006115	FGIG_10337	KAK4472915.1
OG0006116	FGIG_10344	KAK4469108.1
OG0006117	FGIG_10442	KAK4469972.1
OG0006118	FGIG_10496	KAK4469742.1
OG0006119	FGIG_10529	KAK4469860.1
OG0006120	FGIG_10569	KAK4473475.1
OG0006121	FGIG_10579	KAK4475463.1
OG0006122	FGIG_10586	KAK4472419.1
OG0006123	FGIG_10590	KAK4471863.1
OG0006124	FGIG_10595	KAK4471259.1
OG0006125	FGIG_10662	KAK4470482.1
OG0006126	FGIG_10703	KAK4471777.1
OG0006127	FGIG_10725	KAK4473539.1
OG0006128	FGIG_10751	KAK4472161.1
OG0006129	FGIG_11814, FGIG_10752	KAK4474736.1
OG0006130	FGIG_10821, FGIG_10822	KAK4473116.1
OG0006131	FGIG_10927, FGIG_13984	KAK4471379.1
OG0006132	FGIG_10944, FGIG_10943	KAK4469148.1
OG0006133	FGIG_10962	KAK4471417.1
OG0006134	FGIG_10976	KAK4474994.1
OG0006135	FGIG_10981	KAK4475120.1
OG0006136	FGIG_11014, FGIG_11188	KAK4470446.1
OG0006139	FGIG_11069	KAK4474726.1, KAK4467432.1
OG0006140	FGIG_11074	KAK4470583.1
OG0006141	FGIG_11129	KAK4472725.1
OG0006143	FGIG_11445, FGIG_11237	KAK4475166.1
OG0006144	FGIG_11242	KAK4471923.1
OG0006145	FGIG_11257	KAK4473781.1
OG0006146	FGIG_11274	KAK4470796.1
OG0006148	FGIG_11321	KAK4471304.1
OG0006150	FGIG_11446	KAK4472611.1
OG0006151	FGIG_11455	KAK4473401.1
OG0006152	FGIG_11474	KAK4468926.1
OG0006153	FGIG_11530	KAK4471875.1
OG0006154	FGIG_11547	KAK4468885.1
OG0006155	FGIG_11830	KAK4475041.1
OG0006156	FGIG_11874	KAK4470444.1
OG0006157	FGIG_11878	KAK4473730.1
OG0006158	FGIG_11954	KAK4475359.1
OG0006159	FGIG_12040	KAK4473320.1
OG0006160	FGIG_12105	KAK4474833.1
OG0006161	FGIG_12166	KAK4468090.1, KAK4468092.1
OG0006162	FGIG_12313	KAK4475131.1
OG0006163	FGIG_12372	KAK4474820.1
OG0006164	FGIG_12474	KAK4474565.1
OG0006166	FGIG_12529	KAK4469118.1
OG0006167	FGIG_12579	KAK4467994.1
OG0006168	FGIG_12633	KAK4468499.1
OG0006225	FGIG_00026	KAK4471643.1
OG0006226	FGIG_00055, FGIG_06305	KAK4476294.1
OG0006227	FGIG_00060	KAK4474539.1
OG0006228	FGIG_00068	KAK4472991.1
OG0006229	FGIG_00075	KAK4474761.1
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	KAK4467743.1
OG0006231	FGIG_00166	KAK4473626.1
OG0006233	FGIG_00324	KAK4473761.1
OG0006234	FGIG_00325	KAK4474507.1
OG0006236	FGIG_00448	KAK4471510.1
OG0006237	FGIG_00450	KAK4473660.1
OG0006238	FGIG_00472	KAK4472625.1
OG0006239	FGIG_00474	KAK4470408.1
OG0006240	FGIG_00494, FGIG_00495	KAK4468210.1
OG0006241	FGIG_00551	KAK4469038.1
OG0006242	FGIG_12664, FGIG_00622	KAK4475281.1
OG0006243	FGIG_00637	KAK4472546.1
OG0006244	FGIG_00766	KAK4472018.1
OG0006246	FGIG_00799	KAK4468289.1
OG0006248	FGIG_00890	KAK4468408.1
OG0006249	FGIG_00933	KAK4469514.1
OG0006250	FGIG_00958	KAK4472378.1
OG0006251	FGIG_01056	KAK4474813.1
OG0006252	FGIG_01080	KAK4474188.1
OG0006253	FGIG_09181, FGIG_01105	KAK4468521.1
OG0006254	FGIG_01121	KAK4475397.1
OG0006255	FGIG_01124	KAK4474065.1
OG0006256	FGIG_01136	KAK4473699.1
OG0006257	FGIG_04631, FGIG_01141	KAK4467720.1
OG0006258	FGIG_01246	KAK4471618.1
OG0006259	FGIG_01260, FGIG_01261	KAK4468606.1
OG0006260	FGIG_01269	KAK4473007.1
OG0006261	FGIG_01386, FGIG_01385	KAK4470727.1
OG0006262	FGIG_01406	KAK4471496.1
OG0006263	FGIG_01444, FGIG_06726	KAK4467364.1
OG0006264	FGIG_01450	KAK4470774.1
OG0006265	FGIG_01474	KAK4473372.1
OG0006266	FGIG_01521, FGIG_01522	KAK4469445.1
OG0006269	FGIG_01663	KAK4469564.1
OG0006270	FGIG_01788	KAK4474815.1
OG0006271	FGIG_01813	KAK4475082.1
OG0006272	FGIG_01877	KAK4476311.1
OG0006273	FGIG_01880	KAK4473895.1
OG0006274	FGIG_01909	KAK4473472.1
OG0006275	FGIG_02097	KAK4470076.1
OG0006276	FGIG_02118	KAK4468159.1
OG0006277	FGIG_02172	KAK4472524.1
OG0006278	FGIG_02173	KAK4468118.1
OG0006280	FGIG_02259	KAK4474428.1
OG0006281	FGIG_02319	KAK4472242.1
OG0006282	FGIG_02396	KAK4470781.1
OG0006283	FGIG_02470	KAK4473345.1
OG0006284	FGIG_02617, FGIG_12218	KAK4470247.1
OG0006285	FGIG_02631	KAK4469904.1
OG0006286	FGIG_02651	KAK4471705.1
OG0006287	FGIG_02696	KAK4470623.1
OG0006288	FGIG_02732, FGIG_02733	KAK4470640.1
OG0006289	FGIG_02774	KAK4470767.1
OG0006290	FGIG_02808	KAK4471146.1
OG0006291	FGIG_02861	KAK4471813.1
OG0006292	FGIG_02864	KAK4471513.1
OG0006293	FGIG_02873	KAK4467832.1
OG0006294	FGIG_02897, FGIG_12580	KAK4473158.1
OG0006295	FGIG_02916	KAK4467651.1
OG0006296	FGIG_12568, FGIG_02930	KAK4473605.1
OG0006297	FGIG_02936, FGIG_02935	KAK4472956.1
OG0006298	FGIG_02955	KAK4475196.1
OG0006299	FGIG_03008	KAK4475430.1
OG0006301	FGIG_03060	KAK4476018.1
OG0006302	FGIG_03099	KAK4469873.1
OG0006303	FGIG_03117	KAK4474640.1
OG0006306	FGIG_03193, FGIG_08482	KAK4474931.1
OG0006307	FGIG_03350	KAK4474117.1, KAK4474119.1
OG0006308	FGIG_03514	KAK4470559.1
OG0006309	FGIG_03636	KAK4470879.1
OG0006310	FGIG_03648	KAK4467625.1
OG0006312	FGIG_03684	KAK4470756.1
OG0006313	FGIG_03696	KAK4470031.1
OG0006314	FGIG_03713	KAK4470674.1
OG0006315	FGIG_03720	KAK4467941.1
OG0006316	FGIG_03811, FGIG_03812	KAK4471515.1
OG0006317	FGIG_03875	KAK4469380.1
OG0006318	FGIG_03888	KAK4469409.1
OG0006319	FGIG_03907, FGIG_03908, FGIG_03906	KAK4468502.1
OG0006320	FGIG_03957	KAK4472685.1
OG0006321	FGIG_04040	KAK4476296.1
OG0006322	FGIG_04082	KAK4469023.1
OG0006323	FGIG_04136	KAK4472277.1
OG0006324	FGIG_04163	KAK4475001.1
OG0006325	FGIG_04216	KAK4475885.1
OG0006326	FGIG_04422, FGIG_04423, FGIG_08169	KAK4467861.1
OG0006327	FGIG_04492, FGIG_04491	KAK4473194.1
OG0006328	FGIG_04497	KAK4471116.1
OG0006329	FGIG_04500	KAK4471621.1
OG0006330	FGIG_04553	KAK4468613.1
OG0006331	FGIG_04577	KAK4472021.1
OG0006332	FGIG_04582	KAK4473440.1
OG0006333	FGIG_04670	KAK4471830.1
OG0006334	FGIG_04684	KAK4468246.1, KAK4468247.1
OG0006335	FGIG_04751	KAK4467646.1
OG0006336	FGIG_04777	KAK4475478.1
OG0006337	FGIG_04780	KAK4475237.1
OG0006338	FGIG_04804	KAK4475375.1
OG0006339	FGIG_04931	KAK4474098.1
OG0006340	FGIG_04957, FGIG_05164	KAK4473588.1
OG0006341	FGIG_05004	KAK4469929.1
OG0006342	FGIG_05037, FGIG_05036, FGIG_05038	KAK4468182.1
OG0006343	FGIG_05060, FGIG_05091	KAK4471929.1
OG0006344	FGIG_05103	KAK4472850.1
OG0006345	FGIG_05236	KAK4470125.1
OG0006346	FGIG_05271	KAK4468823.1
OG0006347	FGIG_05292	KAK4473139.1
OG0006348	FGIG_05327	KAK4473389.1
OG0006349	FGIG_05354, FGIG_05355	KAK4476000.1
OG0006350	FGIG_05372, FGIG_05373	KAK4473838.1
OG0006352	FGIG_05416	KAK4474570.1
OG0006353	FGIG_05427	KAK4470087.1
OG0006354	FGIG_05431	KAK4470163.1
OG0006355	FGIG_05443	KAK4469137.1
OG0006356	FGIG_05477	KAK4470941.1
OG0006357	FGIG_05499	KAK4468024.1
OG0006358	FGIG_05606	KAK4474783.1
OG0006359	FGIG_05685, FGIG_05684	KAK4469668.1
OG0006360	FGIG_05687	KAK4467915.1
OG0006361	FGIG_05695	KAK4469875.1
OG0006362	FGIG_05758	KAK4475037.1
OG0006363	FGIG_05842	KAK4474399.1
OG0006364	FGIG_05846	KAK4468254.1
OG0006365	FGIG_05854	KAK4475432.1
OG0006366	FGIG_05942	KAK4469478.1
OG0006367	FGIG_06038	KAK4470144.1
OG0006368	FGIG_06056	KAK4471308.1
OG0006369	FGIG_06074	KAK4468083.1
OG0006370	FGIG_06179	KAK4470233.1
OG0006371	FGIG_06220	KAK4468278.1
OG0006372	FGIG_06257	KAK4473022.1
OG0006373	FGIG_06266	KAK4470865.1
OG0006374	FGIG_06368	KAK4469453.1
OG0006375	FGIG_06379	KAK4475381.1
OG0006376	FGIG_12584, FGIG_06425	KAK4468798.1
OG0006377	FGIG_06440	KAK4471981.1
OG0006378	FGIG_06445, FGIG_06444	KAK4469187.1
OG0006379	FGIG_06453	KAK4468873.1
OG0006380	FGIG_06551	KAK4468597.1
OG0006381	FGIG_06561	KAK4470336.1
OG0006382	FGIG_06574	KAK4468063.1
OG0006383	FGIG_06621	KAK4468336.1
OG0006384	FGIG_06626	KAK4472015.1, KAK4472016.1
OG0006385	FGIG_06657	KAK4474945.1
OG0006386	FGIG_06699	KAK4469744.1
OG0006387	FGIG_06734, FGIG_12424	KAK4470836.1, KAK4470837.1
OG0006388	FGIG_06755	KAK4472008.1
OG0006389	FGIG_06771	KAK4468117.1
OG0006390	FGIG_06827	KAK4471277.1
OG0006391	FGIG_07033, FGIG_06828	KAK4471276.1
OG0006392	FGIG_10067, FGIG_06830	KAK4467827.1
OG0006394	FGIG_06942	KAK4469590.1
OG0006395	FGIG_06992	KAK4474500.1
OG0006396	FGIG_06995	KAK4474981.1
OG0006397	FGIG_07001	KAK4470041.1
OG0006398	FGIG_07086	KAK4475908.1
OG0006399	FGIG_07120	KAK4474287.1
OG0006400	FGIG_07283	KAK4470328.1
OG0006401	FGIG_07310	KAK4469089.1
OG0006402	FGIG_07313	KAK4472875.1
OG0006403	FGIG_07437	KAK4475922.1
OG0006404	FGIG_07473	KAK4472305.1
OG0006405	FGIG_07477	KAK4469402.1
OG0006406	FGIG_07578	KAK4469487.1
OG0006407	FGIG_07582	KAK4475078.1
OG0006408	FGIG_07627	KAK4470676.1
OG0006409	FGIG_07688	KAK4469916.1
OG0006410	FGIG_07709	KAK4474425.1
OG0006411	FGIG_07733	KAK4475080.1
OG0006412	FGIG_07743, FGIG_07742	KAK4474934.1
OG0006413	FGIG_07840	KAK4468951.1, KAK4468950.1
OG0006414	FGIG_07937	KAK4468882.1
OG0006415	FGIG_08006	KAK4473149.1
OG0006416	FGIG_08033	KAK4471886.1
OG0006417	FGIG_08055	KAK4469389.1
OG0006418	FGIG_08067	KAK4476247.1
OG0006419	FGIG_08105	KAK4473108.1
OG0006420	FGIG_08164	KAK4471323.1
OG0006421	FGIG_08200	KAK4475819.1
OG0006422	FGIG_08202	KAK4468514.1, KAK4468513.1
OG0006423	FGIG_08206, FGIG_10667	KAK4468253.1
OG0006424	FGIG_08208	KAK4469399.1
OG0006425	FGIG_08311	KAK4470872.1
OG0006426	FGIG_08358	KAK4475003.1
OG0006427	FGIG_08359	KAK4472377.1
OG0006428	FGIG_08397	KAK4474884.1
OG0006429	FGIG_08439	KAK4474389.1
OG0006430	FGIG_08457	KAK4475603.1
OG0006431	FGIG_08615	KAK4468422.1
OG0006432	FGIG_08656	KAK4470909.1
OG0006434	FGIG_08760	KAK4467733.1
OG0006435	FGIG_08771	KAK4468342.1
OG0006436	FGIG_08796	KAK4471217.1
OG0006437	FGIG_08799	KAK4468454.1
OG0006438	FGIG_08851	KAK4470735.1
OG0006439	FGIG_08865	KAK4474734.1
OG0006441	FGIG_08947	KAK4467867.1
OG0006442	FGIG_08983	KAK4474152.1
OG0006443	FGIG_09051	KAK4474307.1
OG0006444	FGIG_09053	KAK4468945.1
OG0006445	FGIG_09103	KAK4470321.1, KAK4470339.1
OG0006446	FGIG_09224	KAK4469710.1
OG0006447	FGIG_09286	KAK4468394.1
OG0006448	FGIG_09313	KAK4467334.1, KAK4475789.1
OG0006449	FGIG_09359	KAK4472613.1
OG0006450	FGIG_09392	KAK4475547.1
OG0006451	FGIG_09470	KAK4470099.1
OG0006452	FGIG_09553	KAK4469736.1
OG0006453	FGIG_09566	KAK4471086.1
OG0006454	FGIG_09585	KAK4476310.1
OG0006455	FGIG_09741	KAK4469438.1, KAK4469439.1
OG0006456	FGIG_09749	KAK4474956.1
OG0006457	FGIG_09819	KAK4469879.1
OG0006458	FGIG_09840	KAK4471648.1
OG0006459	FGIG_09859	KAK4469048.1
OG0006460	FGIG_09902	KAK4471245.1
OG0006461	FGIG_09992	KAK4468862.1
OG0006462	FGIG_10029	KAK4469424.1
OG0006463	FGIG_10092	KAK4471748.1
OG0006464	FGIG_10128	KAK4475452.1
OG0006465	FGIG_11121, FGIG_10158	KAK4470389.1, KAK4470390.1
OG0006466	FGIG_10266	KAK4468711.1
OG0006467	FGIG_10308	KAK4476270.1
OG0006468	FGIG_10393	KAK4473498.1
OG0006469	FGIG_10433	KAK4467536.1
OG0006470	FGIG_10447	KAK4472117.1, KAK4472118.1
OG0006471	FGIG_10483	KAK4468031.1
OG0006472	FGIG_10666	KAK4468034.1
OG0006473	FGIG_10705	KAK4471779.1
OG0006474	FGIG_10869	KAK4471336.1
OG0006475	FGIG_10891	KAK4474741.1
OG0006476	FGIG_11046	KAK4475599.1
OG0006477	FGIG_11156, FGIG_11891	KAK4473143.1
OG0006479	FGIG_11625, FGIG_11182	KAK4473546.1
OG0006480	FGIG_11325	KAK4475459.1
OG0006481	FGIG_11497, FGIG_11646	KAK4471607.1
OG0006482	FGIG_11570, FGIG_14000	KAK4475060.1
OG0006483	FGIG_11611	KAK4471873.1
OG0006484	FGIG_11727	KAK4470052.1
OG0006485	FGIG_11740	KAK4475719.1
OG0006486	FGIG_11752	KAK4475460.1
OG0006487	FGIG_11778, FGIG_11777	KAK4470596.1
OG0006488	FGIG_11860	KAK4474807.1, KAK4474806.1
OG0006489	FGIG_11976	KAK4474404.1
OG0006490	FGIG_12128	KAK4474243.1
OG0006491	FGIG_12211	KAK4468076.1
OG0006492	FGIG_12231	KAK4472640.1
OG0006493	FGIG_12248	KAK4473348.1
OG0006494	FGIG_12351	KAK4471685.1
OG0006495	FGIG_12377	KAK4468050.1
OG0006496	FGIG_12617	KAK4473659.1
OG0006543	FGIG_00006, FGIG_11678	KAK4468211.1
OG0006544	FGIG_00078	KAK4467807.1
OG0006545	FGIG_00183	KAK4470178.1
OG0006546	FGIG_00243	KAK4468512.1
OG0006547	FGIG_00317	KAK4469598.1
OG0006548	FGIG_04759, FGIG_00371, FGIG_04671	KAK4467908.1
OG0006549	FGIG_00449	KAK4471500.1
OG0006550	FGIG_12407, FGIG_00553	KAK4469039.1
OG0006551	FGIG_00601	KAK4470378.1
OG0006552	FGIG_00623	KAK4475279.1
OG0006553	FGIG_00662	KAK4470398.1
