Orthogroup	schmidtea_mediterranea	schistosoma_mansoni
OG0005575	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1	Smp_167660.1
OG0005576	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3	Smp_083870.1
OG0005577	h1SMcT0002264.1, h1SMcT0002264.2	Smp_155510.1
OG0005578	h1SMcT0008349.1	Smp_242130.1
OG0005579	h1SMcT0001895.1, h1SMcT0001896.1	Smp_210580.1
OG0005580	h1SMcT0014314.1	Smp_156400.1
OG0005582	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1	Smp_007070.1
OG0005583	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1	Smp_162230.1
OG0005584	h1SMcT0006174.1	Smp_198380.1
OG0005585	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3	Smp_125350.1
OG0005586	h1SMcT0020113.3	Smp_006000.1
OG0005587	h1SMcT0016635.1, h1SMcT0016635.2	Smp_042030.1
OG0005588	h1SMcT0020288.1, h1SMcT0020288.2, h1SMcT0020288.3, h1SMcT0018528.1, h1SMcT0018528.4, h1SMcT0018528.3, h1SMcT0018528.2	Smp_035380.1
OG0005589	h1SMcT0013330.1, h1SMcT0013330.2	Smp_167400.1
OG0005590	h1SMcT0013150.1	Smp_194920.1
OG0005591	h1SMcT0013353.1, h1SMcT0013353.2	Smp_002510.1
OG0005593	h1SMcT0001344.1	Smp_213480.1
OG0005594	h1SMcT0011756.1	Smp_150690.1
OG0005597	h1SMcT0015563.1	Smp_064510.1
OG0005598	h1SMcT0010718.1	Smp_180240.1
OG0005600	h1SMcT0009864.1	Smp_163160.1
OG0005602	h1SMcT0011816.1, h1SMcT0011816.2	Smp_346460.1
OG0005604	h1SMcT0011971.1	Smp_347350.1
OG0005605	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3	Smp_301660.1
OG0005606	h1SMcT0019319.1	Smp_173100.1
OG0005607	h1SMcT0000423.1	Smp_141520.1
OG0005608	h1SMcT0014511.1, h1SMcT0014511.2	Smp_029890.1
OG0005609	h1SMcT0010262.1	Smp_126230.1
OG0005612	h1SMcT0018378.1	Smp_127930.1
OG0005613	h1SMcT0019960.1	Smp_328390.1, Smp_343870.1
OG0005614	h1SMcT0020599.1	Smp_035110.1
OG0005615	h1SMcT0003423.1	Smp_020050.1
OG0005621	h1SMcT0012507.1, h1SMcT0012507.2	Smp_172190.1
OG0005623	h1SMcT0010905.1	Smp_145380.1
OG0005624	h1SMcT0016258.1	Smp_343970.1
OG0005625	h1SMcT0016999.1, h1SMcT0016999.2	Smp_147430.1
OG0005627	h1SMcT0001543.1, h1SMcT0001543.2	Smp_173020.1
OG0005628	h1SMcT0008811.1, h1SMcT0001742.1, h1SMcT0019269.1, h1SMcT0017650.1	Smp_086830.1
OG0005630	h1SMcT0006562.1	Smp_266900.1
OG0005632	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3	Smp_125370.1
OG0005633	h1SMcT0008735.1, h1SMcT0018433.1	Smp_094480.1
OG0005634	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4	Smp_176630.1
OG0005635	h1SMcT0002845.1, h1SMcT0021523.1	Smp_340280.1
OG0005636	h1SMcT0003914.1, h1SMcT0013439.1	Smp_079640.1
OG0005637	h1SMcT0011728.1	Smp_170630.1
OG0005638	h1SMcT0014808.1	Smp_062550.1
OG0005639	h1SMcT0000146.1, h1SMcT0000146.2, h1SMcT0000057.1, h1SMcT0008727.1, h1SMcT0000181.1, h1SMcT0000179.1	Smp_050740.1
OG0005641	h1SMcT0018103.1, h1SMcT0018103.2	Smp_137120.1, Smp_316920.1
OG0005642	h1SMcT0014142.1	Smp_164270.1, Smp_164270.2
OG0005643	h1SMcT0004592.1	Smp_140810.1
OG0005644	h1SMcT0021372.1	Smp_332080.1
OG0005646	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2	Smp_210430.1
OG0005647	h1SMcT0015520.1	Smp_104630.1
OG0005651	h1SMcT0007916.1, h1SMcT0007916.2	Smp_084860.1
OG0005652	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1	Smp_039400.1
OG0005654	h1SMcT0022145.1	Smp_312850.1
OG0005655	h1SMcT0018701.1, h1SMcT0018701.2	Smp_077020.1
OG0005656	h1SMcT0019467.1	Smp_207070.1
OG0005657	h1SMcT0014251.1	Smp_157860.1
OG0005658	h1SMcT0010565.1, h1SMcT0010565.2	Smp_147040.1
OG0005663	h1SMcT0011911.1, h1SMcT0011911.2	Smp_337150.1
OG0005665	h1SMcT0010582.1	Smp_102280.1
OG0005666	h1SMcT0007579.1	Smp_154100.1
OG0005667	h1SMcT0012925.1	Smp_104000.1
OG0005668	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3	Smp_171630.1
OG0005670	h1SMcT0002444.1, h1SMcT0002444.2	Smp_210980.1
OG0005671	h1SMcT0020637.10	Smp_337280.1
OG0005672	h1SMcT0001094.1, h1SMcT0001094.2	Smp_247410.1, Smp_247410.2
OG0005673	h1SMcT0020369.1, h1SMcT0020369.2	Smp_124650.1, Smp_124650.2
OG0005674	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2	Smp_079260.1
OG0005675	h1SMcT0010891.1, h1SMcT0010891.2	Smp_196900.1
OG0005676	h1SMcT0012454.1	Smp_014730.1
OG0005678	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3	Smp_121780.1
OG0005679	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3	Smp_170010.1
OG0005680	h1SMcT0005349.1, h1SMcT0005349.2, h1SMcT0005353.1, h1SMcT0005353.2, h1SMcT0005353.3	Smp_001080.1
OG0005684	h1SMcT0000972.1, h1SMcT0022546.1	Smp_310880.1
OG0005685	h1SMcT0007396.1	Smp_163300.1
OG0005686	h1SMcT0012749.1	Smp_247920.1, Smp_247920.2
OG0005687	h1SMcT0007350.1	Smp_084830.1
OG0005689	h1SMcT0021421.1	Smp_126760.1
OG0005691	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2	Smp_332280.1
OG0005692	h1SMcT0004001.1	Smp_131000.1
OG0005693	h1SMcT0015127.1	Smp_344450.1
OG0005699	h1SMcT0014795.1	Smp_163660.1
OG0005700	h1SMcT0010548.1, h1SMcT0010548.2	Smp_346130.1
OG0005702	h1SMcT0011671.1	Smp_246270.1
OG0005705	h1SMcT0000618.1, h1SMcT0007715.1	Smp_332020.1
OG0005706	h1SMcT0003456.1	Smp_134010.1
OG0005707	h1SMcT0002601.1, h1SMcT0002601.2	Smp_063420.1
OG0005708	h1SMcT0020930.1	Smp_203970.1
OG0005709	h1SMcT0020353.1, h1SMcT0014115.1, h1SMcT0012885.1, h1SMcT0010123.1	Smp_167370.1
OG0005710	h1SMcT0011282.1, h1SMcT0001250.1, h1SMcT0013039.1	Smp_139480.1
OG0005714	h1SMcT0007188.1, h1SMcT0007188.2	Smp_334750.1
OG0005715	h1SMcT0007688.1	Smp_159700.1
OG0005716	h1SMcT0005338.1	Smp_134660.1
OG0005717	h1SMcT0011593.1, h1SMcT0011593.2, h1SMcT0011593.3, h1SMcT0002181.1, h1SMcT0016049.1, h1SMcT0016049.2	Smp_042980.1
OG0005718	h1SMcT0014604.2, h1SMcT0014604.5	Smp_064150.1
OG0005719	h1SMcT0003628.1, h1SMcT0003628.2	Smp_180170.1
OG0005720	h1SMcT0000612.1, h1SMcT0018319.2	Smp_156890.1, Smp_156890.2
OG0005722	h1SMcT0014204.4, h1SMcT0014204.3, h1SMcT0014204.1, h1SMcT0014204.2	Smp_342320.1
OG0005723	h1SMcT0001399.2, h1SMcT0001399.4	Smp_055990.1
OG0005724	h1SMcT0014266.2, h1SMcT0014266.1, h1SMcT0014266.3	Smp_266980.1
OG0005727	h1SMcT0000585.1, h1SMcT0007001.1	Smp_055310.1
OG0005728	h1SMcT0004342.1, h1SMcT0004342.2	Smp_158150.1
OG0005729	h1SMcT0017806.1	Smp_136770.1
OG0005730	h1SMcT0014148.1	Smp_248090.1
OG0005732	h1SMcT0021800.1	Smp_076880.1
OG0005733	h1SMcT0003911.2	Smp_152210.1
OG0005735	h1SMcT0000424.1	Smp_077590.1
OG0005736	h1SMcT0020658.1	Smp_063030.1
OG0005738	h1SMcT0006393.1, h1SMcT0006393.2	Smp_340420.1
OG0005739	h1SMcT0018357.1	Smp_102820.1
OG0005740	h1SMcT0009826.1, h1SMcT0012751.1	Smp_344400.1
OG0005741	h1SMcT0012924.1, h1SMcT0012924.2	Smp_322300.1, Smp_074400.1
OG0005742	h1SMcT0020663.1, h1SMcT0020663.2	Smp_173420.1
OG0005744	h1SMcT0004872.1	Smp_094190.1
OG0005745	h1SMcT0021028.1, h1SMcT0018082.4, h1SMcT0018082.1, h1SMcT0018082.2, h1SMcT0018082.3, h1SMcT0018082.5	Smp_012980.1
OG0005746	h1SMcT0020349.1, h1SMcT0020349.2	Smp_019890.1, Smp_019890.2
OG0005747	h1SMcT0000224.1	Smp_213145.1
OG0005749	h1SMcT0011535.1	Smp_344890.1
OG0005751	h1SMcT0012124.1, h1SMcT0012124.2	Smp_033670.1
OG0005753	h1SMcT0013806.1	Smp_247310.1
OG0005755	h1SMcT0002348.1	Smp_124120.1
OG0005756	h1SMcT0002477.1	Smp_083400.1
OG0005757	h1SMcT0017397.1	Smp_100380.1
OG0005760	h1SMcT0000501.1	Smp_143490.1
OG0005761	h1SMcT0007414.1	Smp_055420.1
OG0005763	h1SMcT0004697.3, h1SMcT0004697.1, h1SMcT0004697.2	Smp_016920.1
OG0005765	h1SMcT0003670.1	Smp_073590.1
OG0005766	h1SMcT0020810.1, h1SMcT0005728.1, h1SMcT0009010.1	Smp_342780.1
OG0005767	h1SMcT0016324.1, h1SMcT0016325.1	Smp_151010.1
OG0005768	h1SMcT0011318.1, h1SMcT0011318.2	Smp_213180.1
OG0005769	h1SMcT0013875.2, h1SMcT0016896.1, h1SMcT0016896.2	Smp_076300.1
OG0005770	h1SMcT0004176.4, h1SMcT0004176.2, h1SMcT0004176.1, h1SMcT0004176.3, h1SMcT0018086.1	Smp_072340.1
OG0005771	h1SMcT0012041.1	Smp_148510.2, Smp_148510.1
OG0005772	h1SMcT0003686.1	Smp_026090.1
OG0005776	h1SMcT0012535.1, h1SMcT0021036.1	Smp_123050.1
OG0005777	h1SMcT0011122.1, h1SMcT0011122.2	Smp_241860.1
OG0005778	h1SMcT0008210.1, h1SMcT0008211.1	Smp_169690.1
OG0005780	h1SMcT0001051.1	Smp_127700.1
OG0005781	h1SMcT0008417.1	Smp_123230.1
OG0005782	h1SMcT0013430.1	Smp_105210.1
OG0005784	h1SMcT0014160.1	Smp_316110.1
OG0005786	h1SMcT0004794.1	Smp_061950.1
OG0005787	h1SMcT0006179.4, h1SMcT0006179.1, h1SMcT0006179.2, h1SMcT0006179.3	Smp_342510.1
OG0005788	h1SMcT0003460.2, h1SMcT0003460.1, h1SMcT0003460.3	Smp_157790.1
OG0005789	h1SMcT0019762.1, h1SMcT0019762.2	Smp_154330.1
OG0005790	h1SMcT0013844.1	Smp_079000.1
OG0005792	h1SMcT0014690.1	Smp_102450.1
OG0005793	h1SMcT0003583.1, h1SMcT0003583.2, h1SMcT0003545.1, h1SMcT0003582.1	Smp_174950.1
OG0005794	h1SMcT0004830.1	Smp_031310.2, Smp_031310.1, Smp_348820.2, Smp_348820.1
OG0005795	h1SMcT0014299.1	Smp_241430.1
OG0005797	h1SMcT0011819.1	Smp_125360.1
OG0005799	h1SMcT0010879.1, h1SMcT0010879.2	Smp_146240.1
OG0005800	h1SMcT0011984.1	Smp_069760.1
OG0005801	h1SMcT0013725.3, h1SMcT0013725.2, h1SMcT0013725.1	Smp_314220.1
OG0005802	h1SMcT0014692.1	Smp_153790.1, Smp_153790.2
OG0005803	h1SMcT0002664.1, h1SMcT0015972.1	Smp_331870.1
OG0005804	h1SMcT0009489.1, h1SMcT0009153.1, h1SMcT0011196.1, h1SMcT0014872.1, h1SMcT0013959.1, h1SMcT0008057.1, h1SMcT0007698.1	Smp_105780.1
OG0005805	h1SMcT0013390.1	Smp_156100.1
OG0005806	h1SMcT0001761.1, h1SMcT0001761.2	Smp_053020.1
OG0005807	h1SMcT0003188.1	Smp_334440.1, Smp_334440.2
OG0005808	h1SMcT0019827.1, h1SMcT0020779.1	Smp_090890.1
OG0005809	h1SMcT0010358.1	Smp_246040.1
OG0005810	h1SMcT0009909.1	Smp_158700.1
OG0005811	h1SMcT0013450.1	Smp_064860.1
OG0005813	h1SMcT0019767.1	Smp_346930.1, Smp_346930.2
OG0005815	h1SMcT0006142.1, h1SMcT0006144.1	Smp_021340.1
OG0005816	h1SMcT0014714.1, h1SMcT0014714.2, h1SMcT0001816.1, h1SMcT0001816.2, h1SMcT0001816.3	Smp_046090.1
OG0005818	h1SMcT0001812.1	Smp_024970.1
OG0005819	h1SMcT0021644.1	Smp_048940.1
OG0005821	h1SMcT0010938.1, h1SMcT0010938.2	Smp_173700.1
OG0005822	h1SMcT0006506.1, h1SMcT0006506.2	Smp_308030.1
OG0005823	h1SMcT0010789.1	Smp_154340.1
OG0005824	h1SMcT0020815.1, h1SMcT0020815.2	Smp_179710.1
OG0005825	h1SMcT0020562.1	Smp_035470.1
OG0005826	h1SMcT0022228.1, h1SMcT0022228.2	Smp_326130.1
OG0005827	h1SMcT0017674.1	Smp_310180.1
OG0005828	h1SMcT0016479.1	Smp_059710.1
OG0005829	h1SMcT0007799.1, h1SMcT0017814.3	Smp_103010.1
OG0005830	h1SMcT0021272.1, h1SMcT0021272.2, h1SMcT0021272.3, h1SMcT0021272.4	Smp_342230.1
OG0005832	h1SMcT0017441.1	Smp_009830.1
OG0005833	h1SMcT0011306.1, h1SMcT0008848.1, h1SMcT0008848.2	Smp_134350.1
OG0005835	h1SMcT0018399.1	Smp_136400.1
OG0005836	h1SMcT0003735.1, h1SMcT0003735.3, h1SMcT0003735.2	Smp_334540.1
OG0005837	h1SMcT0001627.1	Smp_248010.1
OG0005838	h1SMcT0018436.1	Smp_015720.1
OG0005839	h1SMcT0009879.1	Smp_073560.1
OG0005840	h1SMcT0022113.1	Smp_174680.1
OG0005841	h1SMcT0017272.4, h1SMcT0017272.2, h1SMcT0017272.1, h1SMcT0017272.3	Smp_163260.1
OG0005842	h1SMcT0004928.1, h1SMcT0004928.2, h1SMcT0015646.1	Smp_086210.1
OG0005843	h1SMcT0022531.1, h1SMcT0022531.2	Smp_077310.1
OG0005844	h1SMcT0005287.2, h1SMcT0005287.1, h1SMcT0005287.3	Smp_017830.1
OG0005846	h1SMcT0010384.1	Smp_167200.1
OG0005847	h1SMcT0018630.1	Smp_175810.1
OG0005851	h1SMcT0000856.1	Smp_088600.1
OG0005852	h1SMcT0014909.1, h1SMcT0014909.2	Smp_337620.1
OG0005854	h1SMcT0003160.1, h1SMcT0003160.2	Smp_151520.1
OG0005859	h1SMcT0021056.1	Smp_345750.1, Smp_074470.1
OG0005862	h1SMcT0009504.1	Smp_196910.1
OG0005863	h1SMcT0011326.1, h1SMcT0011326.2	Smp_072080.1
OG0005866	h1SMcT0012286.1	Smp_062790.1
OG0005868	h1SMcT0016530.1	Smp_211190.1
OG0005869	h1SMcT0010477.1, h1SMcT0010477.5, h1SMcT0010477.2, h1SMcT0010477.6	Smp_212190.1, Smp_212190.2
OG0005877	h1SMcT0007833.1	Smp_331910.1
OG0005895	h1SMcT0015712.1	Smp_080870.1
OG0005896	h1SMcT0004124.1	Smp_172140.1
OG0005897	h1SMcT0010289.1	Smp_242890.1
OG0005898	h1SMcT0010493.1	Smp_124980.1
OG0005899	h1SMcT0015708.1	Smp_010820.1
OG0005901	h1SMcT0002620.1, h1SMcT0002620.2, h1SMcT0004190.1, h1SMcT0004190.2, h1SMcT0007490.1, h1SMcT0007493.1	Smp_194700.1
OG0005902	h1SMcT0000287.1, h1SMcT0008308.1, h1SMcT0012074.1	Smp_322640.1
OG0005904	h1SMcT0015908.1, h1SMcT0015908.2	Smp_130910.1
OG0005905	h1SMcT0021906.1, h1SMcT0013631.1, h1SMcT0014639.1	Smp_083880.1
OG0005906	h1SMcT0009934.1	Smp_009070.1
OG0005907	h1SMcT0006387.1	Smp_072460.1
OG0005909	h1SMcT0000767.1	Smp_018170.1
OG0005911	h1SMcT0001983.1	Smp_082370.1
OG0005912	h1SMcT0019597.3, h1SMcT0019597.2, h1SMcT0019597.4	Smp_196160.1
OG0005913	h1SMcT0015201.1	Smp_051070.1
OG0005915	h1SMcT0017953.1, h1SMcT0017953.2	Smp_331790.1
OG0005916	h1SMcT0000073.1	Smp_161160.1
OG0005917	h1SMcT0014192.1, h1SMcT0014192.2	Smp_123470.1
OG0005918	h1SMcT0001215.1, h1SMcT0018438.1	Smp_210440.1
OG0005919	h1SMcT0005320.1, h1SMcT0023052.1, h1SMcT0016676.1, h1SMcT0015385.1	Smp_346620.1
OG0005920	h1SMcT0022083.1, h1SMcT0022083.2, h1SMcT0022083.3, h1SMcT0022083.4	Smp_345900.1
OG0005921	h1SMcT0019505.1, h1SMcT0000665.1, h1SMcT0000681.1, h1SMcT0000683.1	Smp_000740.1
OG0005922	h1SMcT0014288.1	Smp_162920.1
OG0005923	h1SMcT0015564.1	Smp_019920.1
OG0005924	h1SMcT0010190.1	Smp_244340.1, Smp_244340.2
OG0005925	h1SMcT0001309.1	Smp_066480.1
OG0005926	h1SMcT0016025.1, h1SMcT0016025.2	Smp_145930.1
OG0005928	h1SMcT0007789.1, h1SMcT0007789.2	Smp_177040.1
OG0005929	h1SMcT0019443.1	Smp_074940.1
OG0005930	h1SMcT0008648.1, h1SMcT0008648.2, h1SMcT0008648.3, h1SMcT0008648.4, h1SMcT0008648.5	Smp_167140.1
OG0005931	h1SMcT0018674.1, h1SMcT0018674.2	Smp_052060.1
OG0005932	h1SMcT0007924.1, h1SMcT0022998.1	Smp_212240.1
OG0005934	h1SMcT0017579.1, h1SMcT0017584.1	Smp_032500.1
OG0005935	h1SMcT0000888.1	Smp_033990.1
OG0005937	h1SMcT0007865.1	Smp_156170.1
OG0005938	h1SMcT0003887.1	Smp_149960.1
OG0005939	h1SMcT0016602.1	Smp_331890.1
OG0005940	h1SMcT0005869.1, h1SMcT0005869.2	Smp_076860.1
OG0005942	h1SMcT0020952.1	Smp_146290.1
OG0005944	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3	Smp_308140.1, Smp_308145.1
OG0005945	h1SMcT0001871.1, h1SMcT0008203.1	Smp_348730.1, Smp_086330.2, Smp_086330.1
OG0005946	h1SMcT0006508.1	Smp_163840.1
OG0005947	h1SMcT0007165.1	Smp_076230.1
OG0005948	h1SMcT0009488.1	Smp_213790.1
OG0005950	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3	Smp_337470.1
OG0005952	h1SMcT0003211.1, h1SMcT0003211.2	Smp_340920.1
OG0005953	h1SMcT0018677.1	Smp_213440.1
OG0005955	h1SMcT0011025.1, h1SMcT0012035.1	Smp_059570.1
OG0005956	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1	Smp_347800.1
OG0005957	h1SMcT0017506.1, h1SMcT0020789.1	Smp_245120.1
OG0005958	h1SMcT0000203.2, h1SMcT0019948.1	Smp_197860.1
OG0005959	h1SMcT0021569.1	Smp_006860.1
OG0005960	h1SMcT0003770.1	Smp_143700.1
OG0005961	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2	Smp_326750.1
OG0005962	h1SMcT0015238.1, h1SMcT0016689.1	Smp_342490.1
OG0005965	h1SMcT0020811.1	Smp_051260.1
OG0005966	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2	Smp_172170.2, Smp_172170.1
OG0005970	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3	Smp_081470.1
OG0005973	h1SMcT0002395.1, h1SMcT0002395.2	Smp_346370.1
OG0005974	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3	Smp_346750.1
OG0005975	h1SMcT0001768.1	Smp_148970.1
OG0005976	h1SMcT0004685.1	Smp_012810.1
OG0005978	h1SMcT0011015.1	Smp_345340.1
OG0005979	h1SMcT0005875.1	Smp_035500.1
OG0005980	h1SMcT0006051.1, h1SMcT0014719.1	Smp_170930.1
OG0005981	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2	Smp_127640.1
OG0005982	h1SMcT0013415.1	Smp_132540.1
OG0005983	h1SMcT0021475.1, h1SMcT0022726.1	Smp_071830.1
OG0005984	h1SMcT0000237.1, h1SMcT0005855.1	Smp_308820.1
OG0005985	h1SMcT0021040.1, h1SMcT0021053.1	Smp_035650.1
OG0005987	h1SMcT0007555.1	Smp_146250.1
OG0005988	h1SMcT0007460.1, h1SMcT0023003.1	Smp_198920.1
OG0005989	h1SMcT0019030.1	Smp_056900.1
OG0005990	h1SMcT0008326.1	Smp_333960.1
OG0005991	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3	Smp_147570.1
OG0005992	h1SMcT0000017.1	Smp_310430.1
OG0005994	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1	Smp_336010.1
OG0005995	h1SMcT0005075.1, h1SMcT0005075.2, h1SMcT0005075.3	Smp_140990.1
OG0005996	h1SMcT0003230.1, h1SMcT0003230.2	Smp_054200.1
OG0005997	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2	Smp_088390.1
OG0005998	h1SMcT0001034.1	Smp_125450.1
OG0006000	h1SMcT0003105.1, h1SMcT0003106.1, h1SMcT0003106.2	Smp_244480.1
OG0006001	h1SMcT0014422.1	Smp_158170.1
OG0006003	h1SMcT0021587.4, h1SMcT0021587.6, h1SMcT0021587.5	Smp_036270.1
OG0006004	h1SMcT0012445.1	Smp_176300.1
OG0006006	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2	Smp_245510.1
OG0006007	h1SMcT0012781.1	Smp_051290.1, Smp_051290.2
OG0006008	h1SMcT0013369.1, h1SMcT0013369.2	Smp_172640.1
OG0006010	h1SMcT0006350.1, h1SMcT0013021.1	Smp_092750.1
OG0006011	h1SMcT0022111.1	Smp_134800.1
OG0006012	h1SMcT0018228.1	Smp_246340.1
OG0006013	h1SMcT0004468.1	Smp_333410.1
OG0006014	h1SMcT0011959.1, h1SMcT0013361.1	Smp_069170.1
OG0006015	h1SMcT0005459.1	Smp_042740.1
OG0006016	h1SMcT0006302.1	Smp_247430.1
OG0006018	h1SMcT0007783.1	Smp_149400.1
OG0006019	h1SMcT0006646.1	Smp_343640.1
OG0006022	h1SMcT0002665.1, h1SMcT0015971.1	Smp_013300.1
OG0006023	h1SMcT0009304.1, h1SMcT0009304.2	Smp_341190.1
OG0006024	h1SMcT0012046.1, h1SMcT0012046.2	Smp_194900.1
OG0006025	h1SMcT0014222.1, h1SMcT0014222.2	Smp_244460.1
OG0006026	h1SMcT0014693.1	Smp_056440.1
OG0006027	h1SMcT0011220.1, h1SMcT0011220.2	Smp_340110.1
OG0006029	h1SMcT0017802.1, h1SMcT0017802.2	Smp_021800.1
OG0006030	h1SMcT0002188.1, h1SMcT0002190.1	Smp_336360.1
OG0006032	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1	Smp_322970.1
OG0006033	h1SMcT0009561.1	Smp_161400.1
OG0006035	h1SMcT0021732.1	Smp_340360.1
OG0006037	h1SMcT0010552.1, h1SMcT0010552.2	Smp_039000.1
OG0006038	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4	Smp_072720.1
OG0006040	h1SMcT0009771.1	Smp_350090.1
OG0006044	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2	Smp_092490.1
OG0006046	h1SMcT0015753.1, h1SMcT0015753.2	Smp_157070.1
OG0006047	h1SMcT0004082.1	Smp_173410.1
OG0006048	h1SMcT0009241.1	Smp_080530.1
OG0006049	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1	Smp_210380.1
OG0006050	h1SMcT0007701.1	Smp_074930.1, Smp_074930.2
OG0006051	h1SMcT0004623.1	Smp_343530.1
OG0006052	h1SMcT0005345.1, h1SMcT0006920.1	Smp_149980.1
OG0006054	h1SMcT0001601.1	Smp_243660.1
OG0006055	h1SMcT0006729.1	Smp_245300.1
OG0006057	h1SMcT0003398.1, h1SMcT0003398.2	Smp_129100.1
OG0006058	h1SMcT0007352.1, h1SMcT0013825.1	Smp_044950.1
OG0006059	h1SMcT0008150.1, h1SMcT0008150.2	Smp_149900.1
OG0006060	h1SMcT0005866.1	Smp_346920.1
OG0006061	h1SMcT0022627.1, h1SMcT0022627.2	Smp_169300.1
OG0006063	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1	Smp_139180.1
OG0006064	h1SMcT0012595.1	Smp_176150.1
OG0006065	h1SMcT0014820.1	Smp_157715.1
OG0006066	h1SMcT0011563.1, h1SMcT0011563.2	Smp_059880.1
OG0006067	h1SMcT0007864.1	Smp_051360.1
OG0006068	h1SMcT0018769.1	Smp_072210.1
OG0006070	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3	Smp_138350.1
OG0006071	h1SMcT0018476.1, h1SMcT0018476.2	Smp_175230.1
OG0006072	h1SMcT0018109.1, h1SMcT0018109.2	Smp_146710.1
OG0006073	h1SMcT0004153.1, h1SMcT0004153.2	Smp_048930.1
OG0006074	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3	Smp_147050.1
OG0006075	h1SMcT0015389.1	Smp_073690.1
OG0006076	h1SMcT0011051.1, h1SMcT0011051.2	Smp_023230.1
OG0006080	h1SMcT0010653.1	Smp_152850.1
OG0006081	h1SMcT0017984.1, h1SMcT0017984.2	Smp_043940.1
OG0006082	h1SMcT0005424.1, h1SMcT0005424.2	Smp_196370.1, Smp_196370.2
OG0006085	h1SMcT0015632.1	Smp_149330.1
OG0006090	h1SMcT0011826.1, h1SMcT0011826.2, h1SMcT0011826.3	Smp_131360.1
OG0006091	h1SMcT0010468.1, h1SMcT0010468.2, h1SMcT0010468.3	Smp_053820.1
OG0006092	h1SMcT0006253.3, h1SMcT0006253.4, h1SMcT0006253.1, h1SMcT0006253.2	Smp_076600.1
OG0006093	h1SMcT0022211.1	Smp_159180.1
OG0006095	h1SMcT0010472.1, h1SMcT0005380.1, h1SMcT0005381.1	Smp_102510.1
OG0006096	h1SMcT0014139.1	Smp_161140.1
OG0006097	h1SMcT0015715.1, h1SMcT0015720.1	Smp_096750.1, Smp_329590.1
OG0006098	h1SMcT0002090.1, h1SMcT0004959.1	Smp_342000.1
OG0006099	h1SMcT0001832.1, h1SMcT0001832.2	Smp_304800.1
OG0006100	h1SMcT0009745.1, h1SMcT0009745.2	Smp_323890.1
OG0006101	h1SMcT0003800.1	Smp_083740.1
OG0006102	h1SMcT0022053.1	Smp_041890.1
OG0006103	h1SMcT0001722.1, h1SMcT0001722.2	Smp_142560.1
