Orthogroup	schmidtea_mediterranea	schistosoma_haematobium
OG0005146	h1SMcT0014241.1, h1SMcT0014241.2	SHAE2_21570.1
OG0005147	h1SMcT0013184.1, h1SMcT0016878.1, h1SMcT0001573.1, h1SMcT0008159.1	SHAE2_54240.1, SHAE2_54230.1, SHAE2_54230.2
OG0005148	h1SMcT0001317.3, h1SMcT0001317.2, h1SMcT0001317.1, h1SMcT0016229.1, h1SMcT0020437.1	SHAE2_57390.1, SHAE2_57390.2
OG0005149	h1SMcT0013601.1	SHAE2_103470.1
OG0005150	h1SMcT0011445.1, h1SMcT0011445.2	SHAE2_34420.1
OG0005153	h1SMcT0002260.1, h1SMcT0002260.2	SHAE2_93810.1
OG0005154	h1SMcT0008358.1	SHAE2_59360.2, SHAE2_59360.1, SHAE2_59360.3
OG0005156	h1SMcT0022323.1	SHAE2_76320.1
OG0005158	h1SMcT0021646.1	SHAE2_91880.1, SHAE2_91880.2
OG0005160	h1SMcT0017442.1, h1SMcT0021735.1	SHAE2_45140.1, SHAE2_45140.2
OG0005161	h1SMcT0019962.1, h1SMcT0019962.2	SHAE2_31700.1
OG0005162	h1SMcT0017851.1	SHAE2_7180.1
OG0005163	h1SMcT0003714.1, h1SMcT0003714.2	SHAE2_82290.1, SHAE2_82290.2
OG0005164	h1SMcT0010665.1	SHAE2_26280.1
OG0005165	h1SMcT0002239.1, h1SMcT0016743.1	SHAE2_98470.1
OG0005166	h1SMcT0007517.1	SHAE2_51690.1
OG0005167	h1SMcT0018184.1	SHAE2_84910.1
OG0005168	h1SMcT0009460.1, h1SMcT0009255.1, h1SMcT0009256.1	SHAE2_52350.1, SHAE2_52360.1
OG0005169	h1SMcT0013948.1	SHAE2_47300.1, SHAE2_47300.2
OG0005171	h1SMcT0018450.1, h1SMcT0018450.2	SHAE2_5830.1
OG0005172	h1SMcT0017147.1	SHAE2_54990.1
OG0005173	h1SMcT0019749.2, h1SMcT0019749.3	SHAE2_99110.1, SHAE2_99110.4, SHAE2_99110.2, SHAE2_99110.3
OG0005174	h1SMcT0005368.1	SHAE2_91670.2, SHAE2_91670.3, SHAE2_91670.1
OG0005175	h1SMcT0010599.1, h1SMcT0010599.2	SHAE2_101320.1
OG0005176	h1SMcT0021163.1	SHAE2_46260.1
OG0005177	h1SMcT0002697.4, h1SMcT0002697.2, h1SMcT0002697.3, h1SMcT0002697.6, h1SMcT0002697.5, h1SMcT0002697.1, h1SMcT0002697.7, h1SMcT0002697.8	SHAE2_82490.1
OG0005178	h1SMcT0015409.3, h1SMcT0015409.1, h1SMcT0015409.2	SHAE2_70930.1
OG0005179	h1SMcT0005022.1	SHAE2_88690.1
OG0005180	h1SMcT0012658.1, h1SMcT0012658.2, h1SMcT0010438.1, h1SMcT0010438.2	SHAE2_22140.1
OG0005181	h1SMcT0019487.1	SHAE2_86770.1, SHAE2_86770.2
OG0005182	h1SMcT0003504.1	SHAE2_49470.1
OG0005183	h1SMcT0018644.1, h1SMcT0018644.2	SHAE2_62290.1
OG0005184	h1SMcT0006292.1, h1SMcT0006294.2, h1SMcT0006294.1, h1SMcT0006294.3	SHAE2_64170.1, SHAE2_64170.2
OG0005185	h1SMcT0004545.1, h1SMcT0006069.1, h1SMcT0006069.2	SHAE2_75960.1
OG0005188	h1SMcT0014837.1, h1SMcT0014837.2	SHAE2_92060.1, SHAE2_92060.3, SHAE2_92060.2
OG0005189	h1SMcT0016859.1	SHAE2_31240.1
OG0005190	h1SMcT0020179.1, h1SMcT0020179.2, h1SMcT0020179.3	SHAE2_78380.1
OG0005191	h1SMcT0022602.1	SHAE2_83900.4, SHAE2_83900.1, SHAE2_83900.2, SHAE2_83900.3
OG0005192	h1SMcT0010739.1, h1SMcT0010739.2	SHAE2_81850.1
OG0005193	h1SMcT0004292.1, h1SMcT0007575.1, h1SMcT0002383.1, h1SMcT0002383.2	SHAE2_86460.1
OG0005194	h1SMcT0016411.1, h1SMcT0010364.1, h1SMcT0010364.2, h1SMcT0014969.1, h1SMcT0014970.1, h1SMcT0002605.1, h1SMcT0002605.2, h1SMcT0014400.1	SHAE2_82530.1
OG0005195	h1SMcT0020581.3, h1SMcT0020581.2, h1SMcT0020581.1, h1SMcT0020581.4	SHAE2_39260.1
OG0005196	h1SMcT0008317.1	SHAE2_61980.1
OG0005197	h1SMcT0006820.1	SHAE2_16240.1
OG0005198	h1SMcT0020475.1, h1SMcT0020475.2	SHAE2_49960.1, SHAE2_49960.2
OG0005199	h1SMcT0020796.1	SHAE2_92050.1
OG0005200	h1SMcT0006036.1, h1SMcT0021477.1	SHAE2_53750.1
OG0005202	h1SMcT0001747.1	SHAE2_27370.1
OG0005204	h1SMcT0000429.1, h1SMcT0000429.2	SHAE2_18390.1
OG0005205	h1SMcT0016384.1, h1SMcT0016384.3, h1SMcT0016384.2	SHAE2_4270.1
OG0005206	h1SMcT0013001.1	SHAE2_55580.3, SHAE2_55580.1, SHAE2_55580.2
OG0005207	h1SMcT0022601.1, h1SMcT0012871.1, h1SMcT0021038.1	SHAE2_86980.1
OG0005208	h1SMcT0001241.1	SHAE2_58000.1, SHAE2_58000.2
OG0005211	h1SMcT0002379.1, h1SMcT0009893.1, h1SMcT0007256.1, h1SMcT0021478.1	SHAE2_57840.1
OG0005212	h1SMcT0022523.1	SHAE2_10330.1
OG0005213	h1SMcT0001006.1, h1SMcT0001006.3, h1SMcT0001006.2	SHAE2_87900.1
OG0005214	h1SMcT0011132.1, h1SMcT0011132.2, h1SMcT0011132.3	SHAE2_7270.1
OG0005215	h1SMcT0010625.1, h1SMcT0011878.1	SHAE2_79470.1
OG0005216	h1SMcT0013218.2, h1SMcT0013218.1, h1SMcT0013218.3	SHAE2_2380.1
OG0005217	h1SMcT0019440.1	SHAE2_81200.1, SHAE2_81200.2
OG0005218	h1SMcT0009334.2, h1SMcT0009334.1, h1SMcT0009334.3	SHAE2_94000.1
OG0005219	h1SMcT0002582.1	SHAE2_10630.1, SHAE2_10630.2
OG0005220	h1SMcT0021446.1	SHAE2_5220.1
OG0005221	h1SMcT0012226.2, h1SMcT0012226.1, h1SMcT0012226.3	SHAE2_42020.1
OG0005222	h1SMcT0011200.1	SHAE2_310.1
OG0005223	h1SMcT0021783.1, h1SMcT0019022.1, h1SMcT0020565.1	SHAE2_76750.1
OG0005224	h1SMcT0022033.3, h1SMcT0022033.2, h1SMcT0022033.1	SHAE2_72430.1
OG0005225	h1SMcT0003494.1, h1SMcT0003494.2	SHAE2_31580.1
OG0005226	h1SMcT0011805.1	SHAE2_27380.1
OG0005227	h1SMcT0003569.1, h1SMcT0013010.1	SHAE2_8010.1
OG0005229	h1SMcT0019174.1, h1SMcT0019175.1, h1SMcT0019176.1, h1SMcT0019504.1, h1SMcT0006033.1, h1SMcT0019124.1, h1SMcT0019124.2	SHAE2_1200.1
OG0005230	h1SMcT0003226.1, h1SMcT0009626.1	SHAE2_51090.2, SHAE2_51090.1
OG0005231	h1SMcT0006267.1, h1SMcT0012375.1	SHAE2_46780.1, SHAE2_46780.2
OG0005233	h1SMcT0003543.1, h1SMcT0003543.2	SHAE2_22090.1
OG0005234	h1SMcT0009154.1, h1SMcT0009154.2	SHAE2_17220.1, SHAE2_17220.2
OG0005237	h1SMcT0015847.1, h1SMcT0015847.2	SHAE2_89920.1
OG0005238	h1SMcT0018416.1	SHAE2_36940.1
OG0005239	h1SMcT0009499.1	SHAE2_57240.1
OG0005240	h1SMcT0009986.1	SHAE2_67850.1
OG0005241	h1SMcT0010536.1	SHAE2_70030.1
OG0005244	h1SMcT0018206.1	SHAE2_18990.1
OG0005247	h1SMcT0015327.1, h1SMcT0016935.1, h1SMcT0016935.2	SHAE2_23470.1, SHAE2_23470.2
OG0005248	h1SMcT0022068.1	SHAE2_73420.1
OG0005249	h1SMcT0020925.1	SHAE2_15380.1, SHAE2_15380.2
OG0005252	h1SMcT0004216.1, h1SMcT0003227.1, h1SMcT0011960.4	SHAE2_84870.1, SHAE2_84860.1, SHAE2_84860.2, SHAE2_84860.3
OG0005255	h1SMcT0022207.1	SHAE2_101070.1
OG0005256	h1SMcT0006781.1	SHAE2_87850.1
OG0005259	h1SMcT0010193.1, h1SMcT0010193.2	SHAE2_79810.1
OG0005263	h1SMcT0013829.1, h1SMcT0013829.2, h1SMcT0013829.3	SHAE2_25530.1, SHAE2_25530.2
OG0005283	h1SMcT0002380.1	SHAE2_93130.1
OG0005284	h1SMcT0001301.3	SHAE2_79330.1, SHAE2_79330.2
OG0005285	h1SMcT0003242.1	SHAE2_33660.1
OG0005287	h1SMcT0005450.1, h1SMcT0005450.2	SHAE2_13360.1
OG0005288	h1SMcT0017172.2, h1SMcT0017172.3, h1SMcT0017172.1, h1SMcT0017172.4	SHAE2_53280.1
OG0005289	h1SMcT0000523.1	SHAE2_51240.1
OG0005290	h1SMcT0004323.2, h1SMcT0004323.1, h1SMcT0004323.3	SHAE2_44820.1
OG0005292	h1SMcT0004388.1, h1SMcT0004388.2	SHAE2_47440.1
OG0005293	h1SMcT0002811.1, h1SMcT0002811.2	SHAE2_64050.1
OG0005294	h1SMcT0012241.1	SHAE2_59940.1
OG0005295	h1SMcT0003821.1	SHAE2_60520.1
OG0005296	h1SMcT0015665.1	SHAE2_47470.2, SHAE2_47470.1
OG0005297	h1SMcT0019461.1, h1SMcT0019461.2	SHAE2_87130.1
OG0005298	h1SMcT0000587.3, h1SMcT0000587.1, h1SMcT0000587.2	SHAE2_45190.1
OG0005299	h1SMcT0009514.1, h1SMcT0007086.1, h1SMcT0007086.7, h1SMcT0007086.8, h1SMcT0007086.2, h1SMcT0007086.4, h1SMcT0007086.5, h1SMcT0007086.6, h1SMcT0007086.3	SHAE2_84110.1
OG0005300	h1SMcT0001478.2	SHAE2_94570.1
OG0005301	h1SMcT0008033.1	SHAE2_75560.1
OG0005302	h1SMcT0021406.4, h1SMcT0021406.1, h1SMcT0021406.3, h1SMcT0021406.2	SHAE2_21680.1
OG0005303	h1SMcT0018047.1	SHAE2_58840.1, SHAE2_58810.1
OG0005304	h1SMcT0022522.1, h1SMcT0022522.2	SHAE2_93920.1
OG0005306	h1SMcT0007567.1, h1SMcT0007828.1	SHAE2_19890.1
OG0005307	h1SMcT0010020.1	SHAE2_42160.1
OG0005309	h1SMcT0020079.1, h1SMcT0020079.2, h1SMcT0020078.1, h1SMcT0020078.2	SHAE2_26970.1
OG0005310	h1SMcT0020927.1	SHAE2_1420.2, SHAE2_1420.3, SHAE2_1420.1
OG0005311	h1SMcT0002632.1, h1SMcT0002632.2	SHAE2_90130.1, SHAE2_90130.2
OG0005313	h1SMcT0020083.1	SHAE2_25790.1
OG0005314	h1SMcT0007526.1	SHAE2_22800.3, SHAE2_22800.1, SHAE2_22800.2
OG0005315	h1SMcT0008523.1, h1SMcT0008523.2, h1SMcT0005257.1, h1SMcT0022892.1	SHAE2_61500.1
OG0005317	h1SMcT0006898.1, h1SMcT0006898.2	SHAE2_63660.1
OG0005318	h1SMcT0003806.1	SHAE2_31480.1
OG0005319	h1SMcT0018320.1	SHAE2_66700.1
OG0005322	h1SMcT0012455.1	SHAE2_93660.1
OG0005323	h1SMcT0017962.3	SHAE2_30630.1, SHAE2_30630.2
OG0005324	h1SMcT0005944.1	SHAE2_42380.1
OG0005325	h1SMcT0003807.1, h1SMcT0003807.2	SHAE2_33640.1, SHAE2_33640.2
OG0005326	h1SMcT0013514.1, h1SMcT0021921.1, h1SMcT0021921.2	SHAE2_8170.1
OG0005328	h1SMcT0017955.1	SHAE2_66260.2, SHAE2_66260.1
OG0005329	h1SMcT0011688.1	SHAE2_18440.1
OG0005330	h1SMcT0020963.2, h1SMcT0020963.1, h1SMcT0020963.3	SHAE2_85880.1
OG0005332	h1SMcT0016796.1, h1SMcT0016796.2	SHAE2_95350.1
OG0005333	h1SMcT0017097.3, h1SMcT0017097.2, h1SMcT0017097.1	SHAE2_24580.1
OG0005334	h1SMcT0003452.1	SHAE2_16630.1
OG0005335	h1SMcT0018039.3, h1SMcT0018039.1, h1SMcT0018039.2	SHAE2_82040.2, SHAE2_82040.1, SHAE2_82040.3
OG0005336	h1SMcT0014686.1, h1SMcT0014813.2, h1SMcT0014813.3	SHAE2_14410.1, SHAE2_14410.3, SHAE2_14410.2
OG0005338	h1SMcT0019936.3, h1SMcT0019936.2, h1SMcT0019936.1	SHAE2_52260.1
OG0005340	h1SMcT0001475.1	SHAE2_96270.1, SHAE2_96270.2, SHAE2_96280.1
OG0005341	h1SMcT0013046.1	SHAE2_17160.1, SHAE2_17160.2
OG0005345	h1SMcT0020363.1, h1SMcT0022756.1	SHAE2_41600.1, SHAE2_41600.3, SHAE2_41600.2
OG0005346	h1SMcT0019279.1, h1SMcT0019281.1	SHAE2_12160.1
OG0005347	h1SMcT0020882.1	SHAE2_69870.1, SHAE2_69870.3, SHAE2_69870.2
OG0005349	h1SMcT0000978.1	SHAE2_740.1, SHAE2_760.1
OG0005351	h1SMcT0004426.1	SHAE2_55650.1, SHAE2_55650.2
OG0005352	h1SMcT0009097.1	SHAE2_2810.1
OG0005353	h1SMcT0019747.3, h1SMcT0019747.1, h1SMcT0019747.2	SHAE2_98090.2, SHAE2_98090.1
OG0005354	h1SMcT0020587.1	SHAE2_37960.1
OG0005355	h1SMcT0005157.1	SHAE2_42440.1
OG0005356	h1SMcT0007786.1	SHAE2_73140.1
OG0005359	h1SMcT0008244.1, h1SMcT0008244.2	SHAE2_21400.1
OG0005361	h1SMcT0015899.1	SHAE2_17400.2, SHAE2_17400.1, SHAE2_17400.3
OG0005362	h1SMcT0005903.1	SHAE2_71460.2, SHAE2_71460.1
OG0005363	h1SMcT0013517.1	SHAE2_1410.1
OG0005364	h1SMcT0002564.1, h1SMcT0017083.1	SHAE2_52380.1
OG0005365	h1SMcT0012090.1	SHAE2_20040.1
OG0005367	h1SMcT0021009.1, h1SMcT0022883.1	SHAE2_26260.1
OG0005368	h1SMcT0004520.3, h1SMcT0004520.1, h1SMcT0022902.1, h1SMcT0004520.2	SHAE2_24750.1
OG0005369	h1SMcT0016420.1	SHAE2_37910.1, SHAE2_37910.2
OG0005370	h1SMcT0011999.1	SHAE2_37900.1
OG0005371	h1SMcT0001649.1	SHAE2_37880.1, SHAE2_37880.2
OG0005373	h1SMcT0015114.1	SHAE2_97670.1
OG0005374	h1SMcT0010137.1, h1SMcT0010137.2	SHAE2_23980.1
OG0005375	h1SMcT0005341.1	SHAE2_54770.1
OG0005376	h1SMcT0009939.1	SHAE2_65460.1
OG0005377	h1SMcT0015011.1, h1SMcT0015011.2	SHAE2_32400.1
OG0005378	h1SMcT0009657.1	SHAE2_46850.1, SHAE2_46850.2, SHAE2_46850.3
OG0005379	h1SMcT0013103.1, h1SMcT0013104.1, h1SMcT0013104.2, h1SMcT0013104.3	SHAE2_59460.1
OG0005381	h1SMcT0016472.1	SHAE2_8000.1
OG0005382	h1SMcT0004183.1	SHAE2_100280.1
OG0005383	h1SMcT0008183.3, h1SMcT0008183.1, h1SMcT0008183.2	SHAE2_42690.1
OG0005384	h1SMcT0010476.1	SHAE2_87350.1
OG0005385	h1SMcT0008834.1	SHAE2_12980.1
OG0005386	h1SMcT0016783.1	SHAE2_35830.1
OG0005387	h1SMcT0003956.1, h1SMcT0003956.2	SHAE2_30300.1
OG0005389	h1SMcT0001253.1, h1SMcT0001253.2	SHAE2_49090.1, SHAE2_49090.2
OG0005390	h1SMcT0020536.1, h1SMcT0020536.2	SHAE2_101350.1
OG0005391	h1SMcT0015403.2, h1SMcT0015403.5, h1SMcT0015403.4, h1SMcT0015403.3, h1SMcT0015403.6	SHAE2_62420.1
OG0005393	h1SMcT0015371.1	SHAE2_54580.1
OG0005396	h1SMcT0018694.1	SHAE2_15210.1
OG0005397	h1SMcT0010847.1	SHAE2_47180.1
OG0005398	h1SMcT0001541.1	SHAE2_28530.1, SHAE2_28530.2
OG0005401	h1SMcT0005090.1	SHAE2_58480.1
OG0005402	h1SMcT0021158.1, h1SMcT0021158.2	SHAE2_60490.1
OG0005403	h1SMcT0018277.1	SHAE2_42730.1
OG0005404	h1SMcT0019608.1	SHAE2_19780.1
OG0005407	h1SMcT0007418.1	SHAE2_55190.1
OG0005408	h1SMcT0004871.1	SHAE2_95950.1, SHAE2_95950.2
OG0005409	h1SMcT0007996.1	SHAE2_33800.1
OG0005410	h1SMcT0003115.1, h1SMcT0003115.2	SHAE2_10590.1
OG0005412	h1SMcT0009590.1, h1SMcT0009590.2	SHAE2_66250.1
OG0005414	h1SMcT0010838.1	SHAE2_74850.1
OG0005416	h1SMcT0015697.2	SHAE2_27010.1
OG0005419	h1SMcT0003258.1	SHAE2_72060.1
OG0005421	h1SMcT0003273.1, h1SMcT0003273.2	SHAE2_84060.1
OG0005423	h1SMcT0014429.1, h1SMcT0020215.1	SHAE2_30850.1
OG0005424	h1SMcT0013767.1	SHAE2_85970.1
OG0005425	h1SMcT0018078.1	SHAE2_86020.1, SHAE2_86020.3, SHAE2_86020.2
OG0005427	h1SMcT0014789.1	SHAE2_100500.1
OG0005428	h1SMcT0020254.1	SHAE2_92440.2, SHAE2_92440.1
OG0005429	h1SMcT0006786.1	SHAE2_63870.1
OG0005430	h1SMcT0021869.1, h1SMcT0021869.2	SHAE2_47690.1
OG0005431	h1SMcT0019095.1	SHAE2_82510.1
OG0005432	h1SMcT0012570.1, h1SMcT0012570.2	SHAE2_86190.1
OG0005433	h1SMcT0021246.1, h1SMcT0021246.2	SHAE2_82420.6, SHAE2_82420.1, SHAE2_82420.2, SHAE2_82420.3, SHAE2_82420.5, SHAE2_82420.4
OG0005434	h1SMcT0015390.1	SHAE2_29070.1
OG0005436	h1SMcT0006444.1	SHAE2_62190.1
OG0005437	h1SMcT0015933.1	SHAE2_67420.1
OG0005438	h1SMcT0001432.1	SHAE2_13040.1
OG0005439	h1SMcT0004501.1, h1SMcT0011381.1, h1SMcT0011381.3, h1SMcT0011381.2	SHAE2_47890.1
OG0005440	h1SMcT0018497.1, h1SMcT0018497.2, h1SMcT0018497.3, h1SMcT0018497.4, h1SMcT0018497.5, h1SMcT0019105.1	SHAE2_76590.1, SHAE2_76590.2
OG0005441	h1SMcT0012429.1	SHAE2_95980.1
OG0005443	h1SMcT0012006.1, h1SMcT0012006.2	SHAE2_65480.1
OG0005444	h1SMcT0009319.1, h1SMcT0013405.1	SHAE2_20920.2, SHAE2_20920.1
OG0005445	h1SMcT0005226.1	SHAE2_84660.1, SHAE2_84660.3, SHAE2_84660.2
OG0005446	h1SMcT0000572.1, h1SMcT0000572.2	SHAE2_48060.1, SHAE2_48060.2
OG0005447	h1SMcT0009078.1	SHAE2_69110.2, SHAE2_69110.1
OG0005450	h1SMcT0022397.4, h1SMcT0022397.2, h1SMcT0022397.1, h1SMcT0022397.3	SHAE2_64090.1
OG0005451	h1SMcT0000680.1	SHAE2_86760.1
OG0005454	h1SMcT0014647.1, h1SMcT0014647.2, h1SMcT0014647.3	SHAE2_55160.1
OG0005455	h1SMcT0022412.1	SHAE2_53480.1, SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4
OG0005462	h1SMcT0005339.1	SHAE2_91280.1, SHAE2_91280.2
OG0005463	h1SMcT0000925.1, h1SMcT0000925.2	SHAE2_22810.1, SHAE2_22820.1
OG0005464	h1SMcT0004115.1, h1SMcT0022471.1	SHAE2_54420.1, SHAE2_54420.2
OG0005465	h1SMcT0001165.1	SHAE2_95940.1
OG0005466	h1SMcT0010849.1	SHAE2_74650.1
OG0005467	h1SMcT0015151.1	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2
OG0005468	h1SMcT0018683.1	SHAE2_23050.1
OG0005469	h1SMcT0013802.1, h1SMcT0013802.2	SHAE2_72050.1
OG0005470	h1SMcT0009932.3	SHAE2_89220.1
OG0005471	h1SMcT0016372.2, h1SMcT0016372.3	SHAE2_20760.1
OG0005472	h1SMcT0008257.1	SHAE2_77710.1
OG0005473	h1SMcT0010049.1	SHAE2_1130.1, SHAE2_1130.2
OG0005475	h1SMcT0013087.1, h1SMcT0013087.2	SHAE2_89260.1
OG0005476	h1SMcT0006388.1	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3
OG0005477	h1SMcT0003277.2, h1SMcT0003277.3, h1SMcT0003277.4	SHAE2_43410.1
OG0005478	h1SMcT0020687.1	SHAE2_62000.1
OG0005479	h1SMcT0011822.1	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3
OG0005480	h1SMcT0005344.1	SHAE2_77920.1
OG0005481	h1SMcT0016500.1	SHAE2_19840.1, SHAE2_19840.2
OG0005483	h1SMcT0009925.1	SHAE2_42990.1, SHAE2_42990.2
OG0005484	h1SMcT0004462.1, h1SMcT0004462.2, h1SMcT0004462.3	SHAE2_24210.1
OG0005485	h1SMcT0014986.1, h1SMcT0014986.2	SHAE2_54330.1
OG0005487	h1SMcT0014822.1	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2
OG0005490	h1SMcT0006778.1	SHAE2_36610.1, SHAE2_36610.2
OG0005492	h1SMcT0006678.1	SHAE2_97790.1
OG0005494	h1SMcT0011251.1	SHAE2_5890.1
OG0005495	h1SMcT0020597.1	SHAE2_83780.1, SHAE2_83780.2, SHAE2_83780.3
OG0005499	h1SMcT0021392.1	SHAE2_93530.1
OG0005500	h1SMcT0012220.1	SHAE2_23340.1
OG0005502	h1SMcT0005357.1	SHAE2_102170.1
OG0005503	h1SMcT0013867.1, h1SMcT0013867.2	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4
OG0005504	h1SMcT0000351.1, h1SMcT0018978.1	SHAE2_87330.1
OG0005505	h1SMcT0006432.1	SHAE2_82680.1
OG0005506	h1SMcT0017432.1, h1SMcT0017432.2, h1SMcT0017432.3	SHAE2_94680.1, SHAE2_94680.2
OG0005507	h1SMcT0004236.1	SHAE2_92740.1
OG0005508	h1SMcT0006627.1, h1SMcT0010553.1	SHAE2_1860.2, SHAE2_1860.1
OG0005509	h1SMcT0016419.1	SHAE2_99280.1
OG0005510	h1SMcT0021834.1, h1SMcT0021834.2	SHAE2_96870.1
OG0005511	h1SMcT0018808.1, h1SMcT0018997.1	SHAE2_82380.1
OG0005512	h1SMcT0021450.1, h1SMcT0021450.2	SHAE2_7300.1
OG0005513	h1SMcT0022285.1, h1SMcT0022285.2, h1SMcT0022285.3	SHAE2_95060.1, SHAE2_95060.2
OG0005514	h1SMcT0015819.1	SHAE2_27110.1
OG0005515	h1SMcT0004918.1	SHAE2_60510.1
OG0005517	h1SMcT0002906.1	SHAE2_67480.1, SHAE2_67480.2
OG0005519	h1SMcT0019369.1, h1SMcT0019371.1	SHAE2_38120.1
OG0005520	h1SMcT0007962.1	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2
OG0005521	h1SMcT0004303.1	SHAE2_83300.1
OG0005522	h1SMcT0022313.1	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3
OG0005523	h1SMcT0019034.1, h1SMcT0019034.2	SHAE2_89080.1
OG0005524	h1SMcT0011813.1	SHAE2_2060.1
OG0005525	h1SMcT0005456.1, h1SMcT0005456.2	SHAE2_62470.1
OG0005526	h1SMcT0016565.1	SHAE2_41240.1, SHAE2_41230.1
OG0005530	h1SMcT0002387.2	SHAE2_14120.1
OG0005531	h1SMcT0015758.1, h1SMcT0022643.1	SHAE2_10530.1, SHAE2_10530.2
OG0005532	h1SMcT0013328.1	SHAE2_16350.2, SHAE2_16350.1
OG0005533	h1SMcT0005471.1, h1SMcT0005471.2, h1SMcT0005471.3	SHAE2_2050.1
OG0005536	h1SMcT0004915.1	SHAE2_39210.1
OG0005538	h1SMcT0010184.1, h1SMcT0010184.2	SHAE2_52030.1, SHAE2_52030.2, SHAE2_52030.3
OG0005539	h1SMcT0012886.1	SHAE2_32570.1, SHAE2_32570.2
OG0005540	h1SMcT0012099.1, h1SMcT0012099.2	SHAE2_63720.1
OG0005544	h1SMcT0020071.1, h1SMcT0020053.1, h1SMcT0020072.1, h1SMcT0020072.3, h1SMcT0020072.2	SHAE2_25710.1
OG0005545	h1SMcT0017986.1, h1SMcT0017986.2	SHAE2_4880.1
OG0005555	h1SMcT0006507.1, h1SMcT0006507.2, h1SMcT0006507.3, h1SMcT0006507.4	SHAE2_23890.1
OG0005566	h1SMcT0018975.2, h1SMcT0018975.1, h1SMcT0018975.3	SHAE2_80380.1
OG0005567	h1SMcT0016108.1	SHAE2_15260.1, SHAE2_15260.3, SHAE2_15260.2
OG0005568	h1SMcT0019427.1, h1SMcT0019427.2	SHAE2_81290.1
OG0005569	h1SMcT0017846.1	SHAE2_101150.2, SHAE2_101150.1
OG0005570	h1SMcT0005891.1, h1SMcT0005891.2	SHAE2_34870.1, SHAE2_34870.2
OG0005571	h1SMcT0002895.1, h1SMcT0002895.2	SHAE2_50070.1
OG0005572	h1SMcT0013254.1	SHAE2_71470.1
OG0005573	h1SMcT0001255.3, h1SMcT0001255.1, h1SMcT0001255.2	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2
OG0005575	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1	SHAE2_72300.1
OG0005576	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3	SHAE2_72070.1
OG0005577	h1SMcT0002264.1, h1SMcT0002264.2	SHAE2_91300.1
OG0005578	h1SMcT0008349.1	SHAE2_52550.1
OG0005579	h1SMcT0001895.1, h1SMcT0001896.1	SHAE2_12330.1, SHAE2_12330.2
OG0005580	h1SMcT0014314.1	SHAE2_54450.1
OG0005582	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1	SHAE2_36060.1
OG0005583	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1	SHAE2_91570.1
OG0005584	h1SMcT0006174.1	SHAE2_99470.1
OG0005585	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3	SHAE2_100740.1
OG0005586	h1SMcT0020113.3	SHAE2_100730.1, SHAE2_100730.2
OG0005587	h1SMcT0016635.1, h1SMcT0016635.2	SHAE2_82440.1
OG0005588	h1SMcT0020288.1, h1SMcT0020288.2, h1SMcT0020288.3, h1SMcT0018528.1, h1SMcT0018528.4, h1SMcT0018528.3, h1SMcT0018528.2	SHAE2_30550.1, SHAE2_30550.2
OG0005589	h1SMcT0013330.1, h1SMcT0013330.2	SHAE2_63230.1
OG0005590	h1SMcT0013150.1	SHAE2_19880.2, SHAE2_19880.1
OG0005591	h1SMcT0013353.1, h1SMcT0013353.2	SHAE2_69610.3, SHAE2_69610.1
OG0005593	h1SMcT0001344.1	SHAE2_75980.1
OG0005594	h1SMcT0011756.1	SHAE2_74010.1
OG0005597	h1SMcT0015563.1	SHAE2_89100.1
OG0005598	h1SMcT0010718.1	SHAE2_81040.1
OG0005600	h1SMcT0009864.1	SHAE2_21640.2, SHAE2_21640.1
OG0005602	h1SMcT0011816.1, h1SMcT0011816.2	SHAE2_24980.1
OG0005604	h1SMcT0011971.1	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1
OG0005605	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3	SHAE2_39050.1
OG0005606	h1SMcT0019319.1	SHAE2_84160.1
OG0005607	h1SMcT0000423.1	SHAE2_94950.1
OG0005608	h1SMcT0014511.1, h1SMcT0014511.2	SHAE2_70650.1, SHAE2_70650.2
OG0005609	h1SMcT0010262.1	SHAE2_65390.1
OG0005612	h1SMcT0018378.1	SHAE2_99020.1
