Orthogroup	schmidtea_mediterranea	fasciola_hepatica
OG0005632	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3	FhHiC23_g9886.t3, FhHiC23_g9886.t1, FhHiC23_g9886.t2
OG0005633	h1SMcT0008735.1, h1SMcT0018433.1	FhHiC23_g13717.t1
OG0005634	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4	FhHiC23_g9709.t1
OG0005635	h1SMcT0002845.1, h1SMcT0021523.1	FhHiC23_g12649.t1
OG0005636	h1SMcT0003914.1, h1SMcT0013439.1	FhHiC23_g6127.t1
OG0005637	h1SMcT0011728.1	FhHiC23_g984.t1, FhHiC23_g984.t2
OG0005638	h1SMcT0014808.1	FhHiC23_g3052.t1
OG0005639	h1SMcT0000146.1, h1SMcT0000146.2, h1SMcT0000057.1, h1SMcT0008727.1, h1SMcT0000181.1, h1SMcT0000179.1	FhHiC23_g1068.t1, FhHiC23_g1068.t2
OG0005641	h1SMcT0018103.1, h1SMcT0018103.2	FhHiC23_g2878.t1
OG0005642	h1SMcT0014142.1	FhHiC23_g9454.t1
OG0005643	h1SMcT0004592.1	FhHiC23_g5152.t1
OG0005644	h1SMcT0021372.1	FhHiC23_g1015.t1
OG0005646	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2	FhHiC23_g9482.t1, FhHiC23_g5988.t1
OG0005647	h1SMcT0015520.1	FhHiC23_g2108.t1
OG0005651	h1SMcT0007916.1, h1SMcT0007916.2	FhHiC23_g6992.t1
OG0005652	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1	FhHiC23_g919.t1
OG0005654	h1SMcT0022145.1	FhHiC23_g1364.t1
OG0005655	h1SMcT0018701.1, h1SMcT0018701.2	FhHiC23_g10038.t1
OG0005656	h1SMcT0019467.1	FhHiC23_g16621.t1
OG0005657	h1SMcT0014251.1	FhHiC23_g11858.t1
OG0005658	h1SMcT0010565.1, h1SMcT0010565.2	FhHiC23_g15959.t1
OG0005663	h1SMcT0011911.1, h1SMcT0011911.2	FhHiC23_g11309.t1
OG0005665	h1SMcT0010582.1	FhHiC23_g316.t1
OG0005666	h1SMcT0007579.1	FhHiC23_g16491.t1
OG0005667	h1SMcT0012925.1	FhHiC23_g14800.t1
OG0005668	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3	FhHiC23_g12435.t1
OG0005670	h1SMcT0002444.1, h1SMcT0002444.2	FhHiC23_g3853.t1
OG0005671	h1SMcT0020637.10	FhHiC23_g11864.t1
OG0005672	h1SMcT0001094.1, h1SMcT0001094.2	FhHiC23_g301.t1
OG0005673	h1SMcT0020369.1, h1SMcT0020369.2	FhHiC23_g300.t1
OG0005674	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2	FhHiC23_g9983.t1
OG0005675	h1SMcT0010891.1, h1SMcT0010891.2	FhHiC23_g14717.t1, FhHiC23_g14717.t2, FhHiC23_g14717.t3
OG0005676	h1SMcT0012454.1	FhHiC23_g1655.t4
OG0005678	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3	FhHiC23_g8243.t2, FhHiC23_g8243.t1
OG0005679	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3	FhHiC23_g16151.t1, FhHiC23_g16151.t2
OG0005680	h1SMcT0005349.1, h1SMcT0005349.2, h1SMcT0005353.1, h1SMcT0005353.2, h1SMcT0005353.3	FhHiC23_g8186.t1
OG0005684	h1SMcT0000972.1, h1SMcT0022546.1	FhHiC23_g426.t1
OG0005685	h1SMcT0007396.1	FhHiC23_g4089.t1
OG0005686	h1SMcT0012749.1	FhHiC23_g16842.t1
OG0005687	h1SMcT0007350.1	FhHiC23_g7435.t1
OG0005689	h1SMcT0021421.1	FhHiC23_g3068.t1
OG0005691	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2	FhHiC23_g9127.t1
OG0005692	h1SMcT0004001.1	FhHiC23_g2102.t1
OG0005693	h1SMcT0015127.1	FhHiC23_g13759.t1, FhHiC23_g13759.t2
OG0005699	h1SMcT0014795.1	FhHiC23_g15262.t1
OG0005700	h1SMcT0010548.1, h1SMcT0010548.2	FhHiC23_g277.t1, FhHiC23_g275.t1
OG0005702	h1SMcT0011671.1	FhHiC23_g6791.t1
OG0005705	h1SMcT0000618.1, h1SMcT0007715.1	FhHiC23_g2348.t3, FhHiC23_g2348.t2, FhHiC23_g2348.t1
OG0005706	h1SMcT0003456.1	FhHiC23_g1455.t1
OG0005707	h1SMcT0002601.1, h1SMcT0002601.2	FhHiC23_g7702.t1, FhHiC23_g7254.t1, FhHiC23_g7702.t2
OG0005709	h1SMcT0020353.1, h1SMcT0014115.1, h1SMcT0012885.1, h1SMcT0010123.1	FhHiC23_g4983.t1, FhHiC23_g4983.t2
OG0005710	h1SMcT0011282.1, h1SMcT0001250.1, h1SMcT0013039.1	FhHiC23_g6401.t1, FhHiC23_g6400.t1
OG0005714	h1SMcT0007188.1, h1SMcT0007188.2	FhHiC23_g16410.t1
OG0005715	h1SMcT0007688.1	FhHiC23_g888.t1
OG0005716	h1SMcT0005338.1	FhHiC23_g1939.t1, FhHiC23_g1939.t2
OG0005717	h1SMcT0011593.1, h1SMcT0011593.2, h1SMcT0011593.3, h1SMcT0002181.1, h1SMcT0016049.1, h1SMcT0016049.2	FhHiC23_g505.t1
OG0005718	h1SMcT0014604.2, h1SMcT0014604.5	FhHiC23_g1313.t1
OG0005719	h1SMcT0003628.1, h1SMcT0003628.2	FhHiC23_g14257.t1
OG0005720	h1SMcT0000612.1, h1SMcT0018319.2	FhHiC23_g3518.t1
OG0005722	h1SMcT0014204.4, h1SMcT0014204.3, h1SMcT0014204.1, h1SMcT0014204.2	FhHiC23_g9153.t1
OG0005723	h1SMcT0001399.2, h1SMcT0001399.4	FhHiC23_g14718.t1
OG0005724	h1SMcT0014266.2, h1SMcT0014266.1, h1SMcT0014266.3	FhHiC23_g13034.t1
OG0005727	h1SMcT0000585.1, h1SMcT0007001.1	FhHiC23_g8502.t1, FhHiC23_g8502.t2
OG0005728	h1SMcT0004342.1, h1SMcT0004342.2	FhHiC23_g16277.t1
OG0005729	h1SMcT0017806.1	FhHiC23_g7727.t1
OG0005732	h1SMcT0021800.1	FhHiC23_g10185.t1, FhHiC23_g10186.t2, FhHiC23_g10186.t1
OG0005733	h1SMcT0003911.2	FhHiC23_g10390.t1
OG0005735	h1SMcT0000424.1	FhHiC23_g16328.t2, FhHiC23_g16328.t1
OG0005736	h1SMcT0020658.1	FhHiC23_g3451.t1, FhHiC23_g3452.t1, FhHiC23_g2610.t1
OG0005738	h1SMcT0006393.1, h1SMcT0006393.2	FhHiC23_g13218.t1
OG0005739	h1SMcT0018357.1	FhHiC23_g5558.t1
OG0005740	h1SMcT0009826.1, h1SMcT0012751.1	FhHiC23_g2762.t1
OG0005741	h1SMcT0012924.1, h1SMcT0012924.2	FhHiC23_g16195.t1
OG0005742	h1SMcT0020663.1, h1SMcT0020663.2	FhHiC23_g6575.t1
OG0005744	h1SMcT0004872.1	FhHiC23_g10865.t1
OG0005745	h1SMcT0021028.1, h1SMcT0018082.4, h1SMcT0018082.1, h1SMcT0018082.2, h1SMcT0018082.3, h1SMcT0018082.5	FhHiC23_g7105.t1
OG0005746	h1SMcT0020349.1, h1SMcT0020349.2	FhHiC23_g10232.t1, FhHiC23_g4883.t1
OG0005747	h1SMcT0000224.1	FhHiC23_g14397.t1, FhHiC23_g14397.t2
OG0005749	h1SMcT0011535.1	FhHiC23_g7951.t1
OG0005751	h1SMcT0012124.1, h1SMcT0012124.2	FhHiC23_g6417.t1
OG0005753	h1SMcT0013806.1	FhHiC23_g1668.t1
OG0005755	h1SMcT0002348.1	FhHiC23_g9716.t1
OG0005756	h1SMcT0002477.1	FhHiC23_g5089.t1
OG0005757	h1SMcT0017397.1	FhHiC23_g1646.t3, FhHiC23_g1646.t1, FhHiC23_g1646.t2
OG0005760	h1SMcT0000501.1	FhHiC23_g688.t1
OG0005761	h1SMcT0007414.1	FhHiC23_g9693.t1
OG0005763	h1SMcT0004697.3, h1SMcT0004697.1, h1SMcT0004697.2	FhHiC23_g16241.t1
OG0005765	h1SMcT0003670.1	FhHiC23_g5119.t1, FhHiC23_g5119.t2
OG0005766	h1SMcT0020810.1, h1SMcT0005728.1, h1SMcT0009010.1	FhHiC23_g3680.t1, FhHiC23_g3680.t2
OG0005767	h1SMcT0016324.1, h1SMcT0016325.1	FhHiC23_g2804.t1
OG0005768	h1SMcT0011318.1, h1SMcT0011318.2	FhHiC23_g5388.t1, FhHiC23_g5388.t2
OG0005769	h1SMcT0013875.2, h1SMcT0016896.1, h1SMcT0016896.2	FhHiC23_g12116.t1, FhHiC23_g12116.t2
OG0005770	h1SMcT0004176.4, h1SMcT0004176.2, h1SMcT0004176.1, h1SMcT0004176.3, h1SMcT0018086.1	FhHiC23_g4951.t3, FhHiC23_g4951.t1
OG0005771	h1SMcT0012041.1	FhHiC23_g1386.t1, FhHiC23_g2288.t1
OG0005772	h1SMcT0003686.1	FhHiC23_g3708.t1
OG0005776	h1SMcT0012535.1, h1SMcT0021036.1	FhHiC23_g15925.t1
OG0005777	h1SMcT0011122.1, h1SMcT0011122.2	FhHiC23_g14729.t1, FhHiC23_g14729.t2
OG0005778	h1SMcT0008210.1, h1SMcT0008211.1	FhHiC23_g6809.t1
OG0005780	h1SMcT0001051.1	FhHiC23_g9503.t1
OG0005781	h1SMcT0008417.1	FhHiC23_g15985.t1
OG0005782	h1SMcT0013430.1	FhHiC23_g15079.t1, FhHiC23_g14589.t1, FhHiC23_g14589.t2
OG0005784	h1SMcT0014160.1	FhHiC23_g16360.t1, FhHiC23_g16360.t2
OG0005786	h1SMcT0004794.1	FhHiC23_g15936.t1
OG0005787	h1SMcT0006179.4, h1SMcT0006179.1, h1SMcT0006179.2, h1SMcT0006179.3	FhHiC23_g12372.t1
OG0005788	h1SMcT0003460.2, h1SMcT0003460.1, h1SMcT0003460.3	FhHiC23_g11930.t1
OG0005789	h1SMcT0019762.1, h1SMcT0019762.2	FhHiC23_g916.t1, FhHiC23_g916.t2
OG0005790	h1SMcT0013844.1	FhHiC23_g2784.t1, FhHiC23_g2785.t1
OG0005792	h1SMcT0014690.1	FhHiC23_g13399.t1
OG0005793	h1SMcT0003583.1, h1SMcT0003583.2, h1SMcT0003545.1, h1SMcT0003582.1	FhHiC23_g11132.t1
OG0005794	h1SMcT0004830.1	FhHiC23_g12322.t1
OG0005795	h1SMcT0014299.1	FhHiC23_g9851.t1, FhHiC23_g9851.t2
OG0005797	h1SMcT0011819.1	FhHiC23_g10104.t1
OG0005799	h1SMcT0010879.1, h1SMcT0010879.2	FhHiC23_g15556.t1
OG0005800	h1SMcT0011984.1	FhHiC23_g4246.t1
OG0005801	h1SMcT0013725.3, h1SMcT0013725.2, h1SMcT0013725.1	FhHiC23_g10750.t1
OG0005802	h1SMcT0014692.1	FhHiC23_g657.t1
OG0005803	h1SMcT0002664.1, h1SMcT0015972.1	FhHiC23_g8328.t1
OG0005804	h1SMcT0009489.1, h1SMcT0009153.1, h1SMcT0011196.1, h1SMcT0014872.1, h1SMcT0013959.1, h1SMcT0008057.1, h1SMcT0007698.1	FhHiC23_g9325.t1
OG0005805	h1SMcT0013390.1	FhHiC23_g1339.t1
OG0005806	h1SMcT0001761.1, h1SMcT0001761.2	FhHiC23_g3741.t1
OG0005807	h1SMcT0003188.1	FhHiC23_g2135.t1
OG0005808	h1SMcT0019827.1, h1SMcT0020779.1	FhHiC23_g6062.t1
OG0005809	h1SMcT0010358.1	FhHiC23_g5698.t2, FhHiC23_g5698.t1
OG0005810	h1SMcT0009909.1	FhHiC23_g16272.t1
OG0005811	h1SMcT0013450.1	FhHiC23_g12121.t1
OG0005813	h1SMcT0019767.1	FhHiC23_g2825.t1
OG0005815	h1SMcT0006142.1, h1SMcT0006144.1	FhHiC23_g7276.t1
OG0005816	h1SMcT0014714.1, h1SMcT0014714.2, h1SMcT0001816.1, h1SMcT0001816.2, h1SMcT0001816.3	FhHiC23_g11808.t1
OG0005818	h1SMcT0001812.1	FhHiC23_g16451.t1, FhHiC23_g16451.t2
OG0005819	h1SMcT0021644.1	FhHiC23_g529.t1, FhHiC23_g529.t2
OG0005821	h1SMcT0010938.1, h1SMcT0010938.2	FhHiC23_g9835.t1
OG0005822	h1SMcT0006506.1, h1SMcT0006506.2	FhHiC23_g15609.t2, FhHiC23_g15609.t1
OG0005823	h1SMcT0010789.1	FhHiC23_g5201.t1, FhHiC23_g5201.t2
OG0005824	h1SMcT0020815.1, h1SMcT0020815.2	FhHiC23_g9465.t1
OG0005825	h1SMcT0020562.1	FhHiC23_g9948.t2, FhHiC23_g9948.t1
OG0005826	h1SMcT0022228.1, h1SMcT0022228.2	FhHiC23_g7982.t1
OG0005827	h1SMcT0017674.1	FhHiC23_g210.t1, FhHiC23_g210.t2
OG0005828	h1SMcT0016479.1	FhHiC23_g4411.t1, FhHiC23_g6025.t1
OG0005829	h1SMcT0007799.1, h1SMcT0017814.3	FhHiC23_g8490.t1
OG0005830	h1SMcT0019158.1	FhHiC23_g2453.t1
OG0005830	h1SMcT0021272.1, h1SMcT0021272.2, h1SMcT0021272.3, h1SMcT0021272.4	FhHiC23_g8451.t1
OG0005832	h1SMcT0017441.1	FhHiC23_g14028.t1
OG0005833	h1SMcT0011306.1, h1SMcT0008848.1, h1SMcT0008848.2	FhHiC23_g13486.t1
OG0005835	h1SMcT0018399.1	FhHiC23_g6911.t1
OG0005836	h1SMcT0003735.1, h1SMcT0003735.3, h1SMcT0003735.2	FhHiC23_g3836.t1
OG0005837	h1SMcT0001627.1	FhHiC23_g16816.t2, FhHiC23_g16816.t1
OG0005838	h1SMcT0018436.1	FhHiC23_g12853.t1
OG0005839	h1SMcT0009879.1	FhHiC23_g4628.t1, FhHiC23_g4628.t2
OG0005840	h1SMcT0022113.1	FhHiC23_g16001.t1
OG0005841	h1SMcT0017272.4, h1SMcT0017272.2, h1SMcT0017272.1, h1SMcT0017272.3	FhHiC23_g11377.t1
OG0005842	h1SMcT0004928.1, h1SMcT0004928.2, h1SMcT0015646.1	FhHiC23_g1205.t2, FhHiC23_g1205.t1
OG0005843	h1SMcT0022531.1, h1SMcT0022531.2	FhHiC23_g15355.t2, FhHiC23_g15355.t1
OG0005846	h1SMcT0010384.1	FhHiC23_g5486.t1
OG0005847	h1SMcT0018630.1	FhHiC23_g9403.t1
OG0005851	h1SMcT0000856.1	FhHiC23_g1271.t1
OG0005852	h1SMcT0014909.1, h1SMcT0014909.2	FhHiC23_g5191.t1, FhHiC23_g5191.t3
OG0005854	h1SMcT0003160.1, h1SMcT0003160.2	FhHiC23_g1182.t1, FhHiC23_g1182.t2
OG0005859	h1SMcT0021056.1	FhHiC23_g11280.t1
OG0005862	h1SMcT0009504.1	FhHiC23_g14730.t1
OG0005863	h1SMcT0011326.1, h1SMcT0011326.2	FhHiC23_g1497.t1
OG0005866	h1SMcT0012286.1	FhHiC23_g2372.t1
OG0005868	h1SMcT0016530.1	FhHiC23_g9103.t1
OG0005869	h1SMcT0010477.1, h1SMcT0010477.5, h1SMcT0010477.2, h1SMcT0010477.6	FhHiC23_g9241.t1
OG0005895	h1SMcT0015712.1	FhHiC23_g9396.t2, FhHiC23_g9396.t1
OG0005896	h1SMcT0004124.1	FhHiC23_g14407.t1
OG0005897	h1SMcT0005525.3	FhHiC23_g297.t1
OG0005897	h1SMcT0010289.1	FhHiC23_g6040.t1
OG0005898	h1SMcT0010493.1	FhHiC23_g14585.t1
OG0005899	h1SMcT0015708.1	FhHiC23_g9107.t1
OG0005901	h1SMcT0002620.1, h1SMcT0002620.2, h1SMcT0004190.1, h1SMcT0004190.2, h1SMcT0007490.1, h1SMcT0007493.1	FhHiC23_g7419.t1
OG0005902	h1SMcT0000287.1, h1SMcT0008308.1, h1SMcT0012074.1	FhHiC23_g12809.t1, FhHiC23_g11764.t1
OG0005904	h1SMcT0015908.1, h1SMcT0015908.2	FhHiC23_g10061.t1
OG0005905	h1SMcT0021906.1, h1SMcT0013631.1, h1SMcT0014639.1	FhHiC23_g7747.t1
OG0005906	h1SMcT0009934.1	FhHiC23_g2849.t1
OG0005907	h1SMcT0006387.1	FhHiC23_g592.t1
OG0005909	h1SMcT0000767.1	FhHiC23_g11478.t1
OG0005911	h1SMcT0001983.1	FhHiC23_g9959.t2, FhHiC23_g9959.t1
OG0005912	h1SMcT0019597.3, h1SMcT0019597.2, h1SMcT0019597.4	FhHiC23_g9435.t1
OG0005913	h1SMcT0015201.1	FhHiC23_g16011.t1
OG0005915	h1SMcT0017953.1, h1SMcT0017953.2	FhHiC23_g12701.t1
OG0005916	h1SMcT0000073.1	FhHiC23_g11995.t2, FhHiC23_g11995.t1
OG0005917	h1SMcT0014192.1, h1SMcT0014192.2	FhHiC23_g8163.t1
OG0005918	h1SMcT0001215.1, h1SMcT0018438.1	FhHiC23_g5814.t1, FhHiC23_g5814.t3
OG0005919	h1SMcT0005320.1, h1SMcT0023052.1, h1SMcT0016676.1, h1SMcT0015385.1	FhHiC23_g15110.t1
OG0005920	h1SMcT0022083.1, h1SMcT0022083.2, h1SMcT0022083.3, h1SMcT0022083.4	FhHiC23_g13306.t1
OG0005921	h1SMcT0019505.1, h1SMcT0000665.1, h1SMcT0000681.1, h1SMcT0000683.1	FhHiC23_g7067.t1
OG0005922	h1SMcT0014288.1	FhHiC23_g15571.t1
OG0005923	h1SMcT0015564.1	FhHiC23_g5086.t1
OG0005924	h1SMcT0010190.1	FhHiC23_g11685.t1, FhHiC23_g11684.t1
OG0005925	h1SMcT0001309.1	FhHiC23_g2675.t1
OG0005926	h1SMcT0016025.1, h1SMcT0016025.2	FhHiC23_g7535.t1
OG0005928	h1SMcT0007789.1, h1SMcT0007789.2	FhHiC23_g8145.t1
OG0005929	h1SMcT0019443.1	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1
OG0005930	h1SMcT0008648.1, h1SMcT0008648.2, h1SMcT0008648.3, h1SMcT0008648.4, h1SMcT0008648.5	FhHiC23_g2774.t1
OG0005931	h1SMcT0018674.1, h1SMcT0018674.2	FhHiC23_g2417.t1, FhHiC23_g2417.t2
OG0005932	h1SMcT0007924.1, h1SMcT0022998.1	FhHiC23_g13319.t1, FhHiC23_g13319.t2
OG0005934	h1SMcT0017579.1, h1SMcT0017584.1	FhHiC23_g15179.t1, FhHiC23_g15179.t2
OG0005935	h1SMcT0000888.1	FhHiC23_g4877.t1, FhHiC23_g4879.t1
OG0005937	h1SMcT0007865.1	FhHiC23_g16153.t1
OG0005938	h1SMcT0003887.1	FhHiC23_g2476.t1
OG0005939	h1SMcT0016602.1	FhHiC23_g2224.t1, FhHiC23_g9152.t1, FhHiC23_g9600.t1
OG0005940	h1SMcT0005869.1, h1SMcT0005869.2	FhHiC23_g6620.t1, FhHiC23_g6620.t2
OG0005942	h1SMcT0020952.1	FhHiC23_g3814.t1, FhHiC23_g3813.t1
OG0005944	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3	FhHiC23_g8360.t1, FhHiC23_g8361.t1
OG0005945	h1SMcT0001871.1, h1SMcT0008203.1	FhHiC23_g13189.t1, FhHiC23_g13189.t2
OG0005946	h1SMcT0006508.1	FhHiC23_g15588.t1
OG0005947	h1SMcT0007165.1	FhHiC23_g11726.t1, FhHiC23_g11726.t2
OG0005948	h1SMcT0009488.1	FhHiC23_g6532.t1
OG0005950	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3	FhHiC23_g987.t1
OG0005952	h1SMcT0003211.1, h1SMcT0003211.2	FhHiC23_g4032.t1, FhHiC23_g4032.t2
OG0005953	h1SMcT0018677.1	FhHiC23_g7675.t1
OG0005955	h1SMcT0011025.1, h1SMcT0012035.1	FhHiC23_g16357.t1
OG0005956	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1	FhHiC23_g5605.t1
OG0005957	h1SMcT0017506.1, h1SMcT0020789.1	FhHiC23_g9801.t1
OG0005958	h1SMcT0000203.2, h1SMcT0019948.1	FhHiC23_g2899.t1
OG0005959	h1SMcT0021569.1	FhHiC23_g6241.t1, FhHiC23_g6242.t1
OG0005960	h1SMcT0003770.1	FhHiC23_g15196.t1, FhHiC23_g15196.t2
OG0005961	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2	FhHiC23_g6915.t1
OG0005962	h1SMcT0015238.1, h1SMcT0016689.1	FhHiC23_g9662.t2, FhHiC23_g9662.t1
OG0005965	h1SMcT0020811.1	FhHiC23_g14993.t1, FhHiC23_g14993.t2
OG0005966	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2	FhHiC23_g15844.t1
OG0005970	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3	FhHiC23_g15384.t2, FhHiC23_g15384.t1
OG0005973	h1SMcT0002395.1, h1SMcT0002395.2	FhHiC23_g14645.t1
OG0005974	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3	FhHiC23_g15410.t1
OG0005975	h1SMcT0001768.1	FhHiC23_g1553.t3, FhHiC23_g1553.t1, FhHiC23_g1553.t2, FhHiC23_g12387.t1, FhHiC23_g16296.t1
OG0005978	h1SMcT0011015.1	FhHiC23_g16148.t1
OG0005979	h1SMcT0008398.1	FhHiC23_g11753.t1
OG0005979	h1SMcT0012521.1, h1SMcT0005875.1	FhHiC23_g9946.t1
OG0005980	h1SMcT0006051.1, h1SMcT0014719.1	FhHiC23_g2177.t1, FhHiC23_g2177.t2
OG0005981	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2	FhHiC23_g9135.t1
OG0005982	h1SMcT0013415.1	FhHiC23_g8273.t2, FhHiC23_g8273.t1
OG0005983	h1SMcT0021475.1, h1SMcT0022726.1	FhHiC23_g1607.t1
OG0005984	h1SMcT0000237.1, h1SMcT0005855.1	FhHiC23_g6959.t1
OG0005985	h1SMcT0021040.1, h1SMcT0021053.1	FhHiC23_g10265.t1, FhHiC23_g10265.t2
OG0005987	h1SMcT0007555.1	FhHiC23_g15494.t1
OG0005988	h1SMcT0007460.1, h1SMcT0023003.1	FhHiC23_g9880.t1
OG0005989	h1SMcT0019030.1	FhHiC23_g4558.t1
OG0005990	h1SMcT0008326.1	FhHiC23_g2001.t1
OG0005991	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3	FhHiC23_g996.t1
OG0005992	h1SMcT0000017.1	FhHiC23_g2103.t1
OG0005994	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1	FhHiC23_g866.t1
OG0005995	h1SMcT0005075.1, h1SMcT0005075.2, h1SMcT0005075.3	FhHiC23_g3000.t1
OG0005996	h1SMcT0003230.1, h1SMcT0003230.2	FhHiC23_g15315.t1
OG0005997	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2	FhHiC23_g12371.t2
OG0005998	h1SMcT0001034.1	FhHiC23_g1942.t1
OG0006000	h1SMcT0003105.1, h1SMcT0003106.1, h1SMcT0003106.2	FhHiC23_g11886.t1
OG0006001	h1SMcT0014422.1	FhHiC23_g16839.t1
OG0006004	h1SMcT0012445.1	FhHiC23_g1281.t1
OG0006006	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2	FhHiC23_g569.t1
OG0006007	h1SMcT0012781.1	FhHiC23_g15538.t2, FhHiC23_g15538.t1
OG0006008	h1SMcT0013369.1, h1SMcT0013369.2	FhHiC23_g865.t1
OG0006010	h1SMcT0006350.1, h1SMcT0013021.1	FhHiC23_g4127.t1
OG0006011	h1SMcT0022111.1	FhHiC23_g8283.t1
OG0006012	h1SMcT0018228.1	FhHiC23_g7335.t1
OG0006013	h1SMcT0004468.1	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3
OG0006014	h1SMcT0011959.1, h1SMcT0013361.1	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3
OG0006015	h1SMcT0005459.1	FhHiC23_g3042.t2, FhHiC23_g3042.t1
OG0006016	h1SMcT0006302.1	FhHiC23_g1510.t1
OG0006018	h1SMcT0007783.1	FhHiC23_g4325.t1
OG0006019	h1SMcT0006646.1	FhHiC23_g3893.t1, FhHiC23_g3893.t2
OG0006022	h1SMcT0002665.1, h1SMcT0015971.1	FhHiC23_g7316.t1
OG0006023	h1SMcT0009304.1, h1SMcT0009304.2	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3
OG0006024	h1SMcT0012046.1, h1SMcT0012046.2	FhHiC23_g2199.t1
OG0006025	h1SMcT0014222.1, h1SMcT0014222.2	FhHiC23_g11509.t1, FhHiC23_g11509.t2
OG0006026	h1SMcT0014693.1	FhHiC23_g12854.t1
OG0006027	h1SMcT0011220.1, h1SMcT0011220.2	FhHiC23_g9544.t1
OG0006029	h1SMcT0017802.1, h1SMcT0017802.2	FhHiC23_g2054.t1
OG0006030	h1SMcT0002188.1, h1SMcT0002190.1	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2
OG0006032	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1	FhHiC23_g11143.t1
OG0006033	h1SMcT0009561.1	FhHiC23_g4960.t2, FhHiC23_g4960.t1
OG0006035	h1SMcT0021732.1	FhHiC23_g1739.t1
OG0006037	h1SMcT0010552.1, h1SMcT0010552.2	FhHiC23_g3495.t1
OG0006038	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4	FhHiC23_g14385.t1
OG0006040	h1SMcT0009771.1	FhHiC23_g7109.t1
OG0006044	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2	FhHiC23_g8374.t1, FhHiC23_g8557.t1
OG0006046	h1SMcT0015753.1, h1SMcT0015753.2	FhHiC23_g11868.t1
OG0006047	h1SMcT0004082.1	FhHiC23_g6576.t1
OG0006048	h1SMcT0009241.1	FhHiC23_g12684.t1
OG0006049	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1	FhHiC23_g5738.t1
OG0006050	h1SMcT0007701.1	FhHiC23_g8371.t1
OG0006051	h1SMcT0004623.1	FhHiC23_g10632.t1
OG0006052	h1SMcT0005345.1, h1SMcT0006920.1	FhHiC23_g2636.t2, FhHiC23_g2636.t1
OG0006054	h1SMcT0001601.1	FhHiC23_g8430.t1
OG0006055	h1SMcT0006729.1	FhHiC23_g12758.t1
OG0006057	h1SMcT0003398.1, h1SMcT0003398.2	FhHiC23_g6122.t1
OG0006058	h1SMcT0007352.1, h1SMcT0013825.1	FhHiC23_g11002.t1
OG0006059	h1SMcT0008150.1, h1SMcT0008150.2	FhHiC23_g1362.t1
OG0006060	h1SMcT0005866.1	FhHiC23_g11590.t1
OG0006061	h1SMcT0022627.1, h1SMcT0022627.2	FhHiC23_g3769.t1
OG0006063	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1	FhHiC23_g14824.t1
OG0006064	h1SMcT0012595.1	FhHiC23_g2309.t1, FhHiC23_g2309.t2
OG0006065	h1SMcT0020948.1, h1SMcT0020948.2	FhHiC23_g15409.t1, FhHiC23_g15409.t2
