Orthogroup	trichobilharzia_regenti	schistosoma_japonicum
OG0006927	TREG1_72590.1	EWB00_010663
OG0006928	TREG1_16890.1	EWB00_010293
OG0006929	TREG1_118730.1	EWB00_003685
OG0006930	TREG1_4510.1, TREG1_4510.2, TREG1_4530.1	EWB00_009081, EWB00_010602
OG0006931	TREG1_12450.1	EWB00_009192
OG0006932	TREG1_29670.1, TREG1_29670.2	EWB00_009355.1, EWB00_009355.2
OG0006933	TREG1_76880.1, TREG1_76880.2	EWB00_010630
OG0006934	TREG1_55900.1	EWB00_002795
OG0006935	TREG1_95760.1	EWB00_006103
OG0006936	TREG1_52740.1	EWB00_004363
OG0006937	TREG1_77010.1	EWB00_000760
OG0006938	TREG1_125610.1, TREG1_125600.1	EWB00_001865
OG0006939	TREG1_56230.1, TREG1_56230.2, TREG1_56230.3	EWB00_003241
OG0006940	TREG1_29610.1	EWB00_009363.1, EWB00_009363.2, EWB00_009363.3
OG0006942	TREG1_10550.1	EWB00_000677
OG0006943	TREG1_114250.1	EWB00_001661
OG0006944	TREG1_102160.1, TREG1_102160.2	EWB00_002752
OG0006946	TREG1_18140.1	EWB00_000692
OG0006948	TREG1_52230.1	EWB00_003395
OG0006949	TREG1_105500.1, TREG1_105500.2	EWB00_006617.1, EWB00_006617.2
OG0006950	TREG1_98840.1	EWB00_010555.1, EWB00_010555.2
OG0006951	TREG1_23440.1	EWB00_006437.1, EWB00_006437.2
OG0006952	TREG1_38030.1	EWB00_001079
OG0006953	TREG1_81760.1	EWB00_000479.2
OG0006954	TREG1_72410.1, TREG1_73180.1	EWB00_010645
OG0006955	TREG1_49900.1, TREG1_49900.2	EWB00_007463.1, EWB00_007463.2, EWB00_007463.3
OG0006956	TREG1_88400.1	EWB00_007969
OG0006957	TREG1_95980.1	EWB00_002736
OG0006958	TREG1_93680.1, TREG1_93680.2	EWB00_010047
OG0006959	TREG1_120120.1	EWB00_008065.1, EWB00_008065.2
OG0006960	TREG1_40200.1	EWB00_008173.2, EWB00_008173.3, EWB00_008173.1
OG0006961	TREG1_125330.1	EWB00_001900, EWB00_001901
OG0006962	TREG1_68950.1	EWB00_007765.1, EWB00_007765.2
OG0006963	TREG1_71960.1	EWB00_008719
OG0006964	TREG1_86850.1	EWB00_009171
OG0006965	TREG1_50850.1	EWB00_006841.1, EWB00_006841.2
OG0006966	TREG1_87750.1	EWB00_011150
OG0006967	TREG1_127410.1	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4
OG0006968	TREG1_32910.1	EWB00_009683
OG0006969	TREG1_99900.1	EWB00_002730
OG0006970	TREG1_99890.1	EWB00_002731
OG0006971	TREG1_102730.1	EWB00_003474.1, EWB00_003474.2
OG0006972	TREG1_85060.1	EWB00_011090
OG0006973	TREG1_2300.1, TREG1_95230.1	EWB00_009033
OG0006974	TREG1_111130.1	EWB00_009664
OG0006975	TREG1_39430.1, TREG1_39430.2	EWB00_005754
OG0006976	TREG1_92380.1	EWB00_008553
OG0006977	TREG1_47860.1	EWB00_005951
OG0006978	TREG1_32520.1	EWB00_001536
OG0006979	TREG1_89520.1, TREG1_89520.2	EWB00_003984.1, EWB00_003984.2
OG0006980	TREG1_109880.1	EWB00_002643.1, EWB00_002643.3
OG0006981	TREG1_88240.1, TREG1_88220.1	EWB00_011136
OG0006982	TREG1_73960.1	EWB00_007823
OG0006983	TREG1_17990.1	EWB00_004120.1, EWB00_004120.2
OG0006984	TREG1_64620.1	EWB00_007211
OG0006985	TREG1_56740.1	EWB00_007983
OG0006986	TREG1_6480.1	EWB00_007348
OG0006987	TREG1_104590.1	EWB00_008246
OG0006988	TREG1_104570.1	EWB00_008247
OG0006989	TREG1_106640.1	EWB00_003444, EWB00_003442
OG0006990	TREG1_127960.1	EWB00_004655
OG0006991	TREG1_111060.1, TREG1_7000.1	EWB00_006771
OG0006992	TREG1_21620.1, TREG1_21620.3, TREG1_21620.2	EWB00_008567
OG0006993	TREG1_23230.1	EWB00_000066
OG0006994	TREG1_3070.1	EWB00_006334
OG0006995	TREG1_81440.1	EWB00_009176
OG0006996	TREG1_12290.1	EWB00_010205.1, EWB00_010205.2
OG0006997	TREG1_121930.1	EWB00_000614.1, EWB00_000614.2
OG0006998	TREG1_105130.1	EWB00_010953
OG0006999	TREG1_62470.1	EWB00_000183
OG0007000	TREG1_115260.1	EWB00_007046
OG0007001	TREG1_70960.1	EWB00_008084
OG0007002	TREG1_134450.1	EWB00_004779.1, EWB00_004779.2
OG0007003	TREG1_134980.1	EWB00_008530
OG0007004	TREG1_132280.1	EWB00_007421.1, EWB00_007421.2
OG0007005	TREG1_62490.1	EWB00_000182
OG0007006	TREG1_131420.1	EWB00_005712
OG0007007	TREG1_34570.1	EWB00_001559
OG0007008	TREG1_82290.1	EWB00_005589.1, EWB00_005589.2
OG0007009	TREG1_129410.1	EWB00_011422.1, EWB00_011422.2
OG0007010	TREG1_26630.1, TREG1_26630.2	EWB00_003505
OG0007011	TREG1_67870.1	EWB00_005338
OG0007012	TREG1_64040.1	EWB00_010759
OG0007014	TREG1_15230.1	EWB00_003450
OG0007015	TREG1_108820.1	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2
OG0007016	TREG1_13720.1, TREG1_13720.3, TREG1_13720.4, TREG1_13720.2	EWB00_006543
OG0007017	TREG1_75150.1	EWB00_004409
OG0007018	TREG1_133110.1	EWB00_003038.1, EWB00_003038.2
OG0007019	TREG1_104410.1	EWB00_001239.1, EWB00_001239.2
OG0007020	TREG1_77440.1	EWB00_009099
OG0007021	TREG1_66200.1	EWB00_010696
OG0007022	TREG1_85040.1	EWB00_011111
OG0007023	TREG1_36050.1	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2
OG0007024	TREG1_112260.1	EWB00_007035
OG0007025	TREG1_129300.1	EWB00_011414
OG0007026	TREG1_87310.1	EWB00_003873
OG0007027	TREG1_9840.1	EWB00_008000
OG0007028	TREG1_103790.1	EWB00_001375
OG0007029	TREG1_17800.1, TREG1_17810.1	EWB00_001040
OG0007030	TREG1_95530.1	EWB00_006115
OG0007031	TREG1_34290.1	EWB00_003162
OG0007032	TREG1_109750.1, TREG1_109750.2	EWB00_008178
OG0007033	TREG1_109730.1	EWB00_008179.1, EWB00_008179.2
OG0007035	TREG1_97870.1	EWB00_008652
OG0007036	TREG1_144410.1	EWB00_001480
OG0007037	TREG1_84810.1	EWB00_006575
OG0007038	TREG1_32900.1	EWB00_004928
OG0007039	TREG1_70050.1	EWB00_006820
OG0007040	TREG1_104070.1	EWB00_000653
OG0007041	TREG1_46810.1	EWB00_006038.1, EWB00_006038.2
OG0007042	TREG1_59020.1, TREG1_59020.2	EWB00_007005
OG0007043	TREG1_121910.1	EWB00_000617.1, EWB00_000617.2
OG0007044	TREG1_23270.1	EWB00_008333
OG0007045	TREG1_138830.1, TREG1_138830.2, TREG1_116250.1, TREG1_116250.6, TREG1_116250.10, TREG1_116250.2, TREG1_116250.4, TREG1_116250.8, TREG1_116250.3, TREG1_116250.5, TREG1_116250.7, TREG1_116250.9	EWB00_000872
OG0007046	TREG1_110730.1	EWB00_009140.1, EWB00_009140.2
OG0007047	TREG1_1280.1, TREG1_78100.1	EWB00_010107, EWB00_005555
OG0007048	TREG1_85240.1	EWB00_004019
OG0007049	TREG1_37100.1, TREG1_37110.1, TREG1_37110.2	EWB00_009535
OG0007050	TREG1_9490.1	EWB00_009490
OG0007051	TREG1_25790.1	EWB00_004179
OG0007053	TREG1_44380.1	EWB00_004281.1, EWB00_004281.2
OG0007054	TREG1_125260.1	EWB00_000324.1, EWB00_000324.2
OG0007055	TREG1_95430.1	EWB00_009518.1, EWB00_009518.2
OG0007056	TREG1_32670.1	EWB00_001555
OG0007057	TREG1_82060.1	EWB00_010402.1, EWB00_010402.2
OG0007058	TREG1_10160.3, TREG1_10160.1, TREG1_10160.2	EWB00_004650
OG0007059	TREG1_61490.1, TREG1_61490.2	EWB00_004071
OG0007060	TREG1_53490.1, TREG1_53490.2	EWB00_001755
OG0007061	TREG1_132530.1	EWB00_005500.2, EWB00_005500.1
OG0007062	TREG1_32570.1, TREG1_32580.1	EWB00_001543
OG0007063	TREG1_12270.1	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2
OG0007064	TREG1_121880.1	EWB00_000618
OG0007065	TREG1_7650.1	EWB00_006351
OG0007066	TREG1_41120.1	EWB00_003954.1
OG0007067	TREG1_112750.1	EWB00_009587
OG0007068	TREG1_102670.1	EWB00_001213.2, EWB00_001213.1
OG0007069	TREG1_45490.1	EWB00_004249
OG0007070	TREG1_73080.1	EWB00_010636
OG0007072	TREG1_50860.1, TREG1_50860.2	EWB00_006842
OG0007073	TREG1_94840.1	EWB00_007926.1, EWB00_007926.2
OG0007074	TREG1_102000.1	EWB00_007163
OG0007075	TREG1_129730.1, TREG1_129810.1	EWB00_001063
OG0007076	TREG1_57820.1	EWB00_011209
OG0007077	TREG1_86110.1	EWB00_000937
OG0007078	TREG1_71390.1	EWB00_005309
OG0007079	TREG1_60980.1	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3
OG0007080	TREG1_23080.1	EWB00_005428
OG0007081	TREG1_72860.1	EWB00_006801
OG0007082	TREG1_121000.1	EWB00_009430
OG0007086	TREG1_116480.1	EWB00_001338.1, EWB00_001338.2
OG0007087	TREG1_89470.1	EWB00_003990.1, EWB00_003990.2
OG0007088	TREG1_136040.1	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3
OG0007089	TREG1_85260.1	EWB00_004017
OG0007090	TREG1_19780.1	EWB00_000075
OG0007091	TREG1_95990.1	EWB00_002737.1, EWB00_002737.2, EWB00_002737.3
OG0007092	TREG1_73380.1	EWB00_003110
OG0007094	TREG1_62170.1	EWB00_004035
OG0007095	TREG1_24420.1	EWB00_002405
OG0007096	TREG1_123740.1	EWB00_004943
OG0007097	TREG1_76300.1	EWB00_000747
OG0007098	TREG1_106580.1	EWB00_011003.1, EWB00_011003.2
OG0007099	TREG1_115420.1, TREG1_115420.4, TREG1_115420.2, TREG1_115420.3	EWB00_007290
OG0007100	TREG1_65260.1, TREG1_90120.1	EWB00_005908
OG0007101	TREG1_36910.1	EWB00_008365.1, EWB00_008365.2, EWB00_008365.3, EWB00_008365.4
OG0007102	TREG1_46640.1	EWB00_006056
OG0007103	TREG1_90110.1	EWB00_005909
OG0007104	TREG1_89840.1	EWB00_009824
OG0007106	TREG1_101750.1	EWB00_002740.1, EWB00_002740.2
OG0007107	TREG1_93640.1, TREG1_93640.2	EWB00_010041
OG0007112	TREG1_117930.1, TREG1_117960.1, TREG1_117910.1, TREG1_117940.2, TREG1_117940.1	EWB00_004500
OG0007114	TREG1_121170.1	EWB00_000738
OG0007115	TREG1_76200.1	EWB00_005123.1, EWB00_005123.2, EWB00_005123.3
OG0007116	TREG1_88410.1	EWB00_007968
OG0007118	TREG1_132150.1	EWB00_002056
OG0007120	TREG1_113440.1	EWB00_007028.1, EWB00_007028.2
OG0007121	TREG1_120590.3, TREG1_120590.1, TREG1_120590.2	EWB00_006931.1, EWB00_006931.2
OG0007122	TREG1_71480.1, TREG1_71480.2	EWB00_006480
OG0007124	TREG1_94990.1	EWB00_008344.1, EWB00_008344.2
OG0007125	TREG1_109840.1, TREG1_109840.2	EWB00_002639
OG0007126	TREG1_96340.1, TREG1_96340.2	EWB00_007913, EWB00_007914
OG0007127	TREG1_31330.1	EWB00_001017
OG0007128	TREG1_47700.1	EWB00_005968
OG0007129	TREG1_41830.1	EWB00_011217.2, EWB00_011217.1, EWB00_011217.4, EWB00_011217.3
OG0007130	TREG1_59340.1	EWB00_001143
OG0007131	TREG1_54650.1	EWB00_006982.1, EWB00_006982.2
OG0007133	TREG1_20510.1	EWB00_009389
OG0007134	TREG1_21440.1	EWB00_006445
OG0007135	TREG1_25360.1, TREG1_25360.2	EWB00_006426
OG0007149	TREG1_75310.1	EWB00_005251
OG0007150	TREG1_8940.1, TREG1_8930.1	EWB00_004154
OG0007151	TREG1_98020.1	EWB00_002780
OG0007152	TREG1_131490.1	EWB00_005897, EWB00_003742
OG0007153	TREG1_22550.1	EWB00_001045
OG0007155	TREG1_77530.1	EWB00_003200
OG0007156	TREG1_50390.1, TREG1_50390.2	EWB00_007858
OG0007157	TREG1_106730.1	EWB00_010919
OG0007158	TREG1_122530.1	EWB00_001836
OG0007159	TREG1_122970.1	EWB00_004471
OG0007160	TREG1_53220.1	EWB00_002142
OG0007161	TREG1_109380.1	EWB00_003490.1, EWB00_003490.2
OG0007162	TREG1_22750.1	EWB00_005441
OG0007163	TREG1_32640.1	EWB00_001541
OG0007164	TREG1_108010.1	EWB00_001380
OG0007165	TREG1_40090.1	EWB00_007707
OG0007166	TREG1_129030.1, TREG1_129040.1	EWB00_009157
OG0007167	TREG1_110.1, TREG1_120.1	EWB00_006213
OG0007168	TREG1_81640.1	EWB00_000495
OG0007169	TREG1_107840.1	EWB00_004544
OG0007170	TREG1_44630.1	EWB00_002922.1, EWB00_002922.2, EWB00_002922.3
OG0007171	TREG1_71120.1	EWB00_002149
OG0007172	TREG1_49580.1, TREG1_49580.2	EWB00_003294
OG0007174	TREG1_66390.1	EWB00_006808.1, EWB00_006808.2
OG0007175	TREG1_50930.1	EWB00_004358.1, EWB00_004358.2
OG0007176	TREG1_114460.1	EWB00_004505
OG0007177	TREG1_42480.1	EWB00_006390
OG0007178	TREG1_83910.1	EWB00_011323
OG0007179	TREG1_37580.1, TREG1_37580.2	EWB00_002868.1, EWB00_002868.2
OG0007180	TREG1_370.1, TREG1_370.2	EWB00_008007
OG0007181	TREG1_125440.1	EWB00_001893
OG0007182	TREG1_21210.1	EWB00_002313.1, EWB00_002313.2
OG0007184	TREG1_120630.1, TREG1_123780.1	EWB00_004940
OG0007185	TREG1_132570.1	EWB00_005509, EWB00_005508
OG0007186	TREG1_108030.1	EWB00_001381
OG0007187	TREG1_101050.1, TREG1_101050.2	EWB00_007474
OG0007188	TREG1_90440.1	EWB00_008933
OG0007189	TREG1_90240.1, TREG1_90250.1	EWB00_008900
OG0007190	TREG1_43900.1	EWB00_006172.1, EWB00_006172.2, EWB00_006172.3, EWB00_006172.4, EWB00_006172.5
OG0007191	TREG1_118650.1	EWB00_008480
OG0007192	TREG1_91370.1	EWB00_005779
OG0007193	TREG1_71350.1	EWB00_009310.1, EWB00_009310.2
OG0007195	TREG1_123510.1	EWB00_008043.2, EWB00_008043.1
OG0007196	TREG1_25800.1	EWB00_004178
OG0007197	TREG1_125300.1	EWB00_001903
OG0007198	TREG1_49340.1	EWB00_006004
OG0007199	TREG1_37560.1, TREG1_37560.2	EWB00_002859
OG0007201	TREG1_127340.1	EWB00_001681
OG0007202	TREG1_100940.1	EWB00_004531
OG0007203	TREG1_13030.1, TREG1_13030.2	EWB00_007328
OG0007205	TREG1_128140.1, TREG1_128160.1	EWB00_007952
OG0007206	TREG1_95140.1	EWB00_000959
OG0007207	TREG1_75330.1, TREG1_75330.2	EWB00_008733
OG0007208	TREG1_104390.1	EWB00_001235
OG0007209	TREG1_133580.1	EWB00_001420.1, EWB00_001420.2, EWB00_001420.4, EWB00_001420.3
OG0007211	TREG1_61030.1	EWB00_007562
OG0007212	TREG1_85760.1	EWB00_009859
OG0007213	TREG1_85770.1	EWB00_009860
OG0007214	TREG1_109830.1	EWB00_002638
OG0007215	TREG1_18080.1	EWB00_000697
OG0007216	TREG1_22290.1	EWB00_001049
OG0007217	TREG1_57620.1	EWB00_001801
OG0007219	TREG1_2680.1, TREG1_2720.1	EWB00_005531
OG0007220	TREG1_52630.1	EWB00_006852
OG0007221	TREG1_50790.1, TREG1_50800.1	EWB00_006838
OG0007222	TREG1_7180.1	EWB00_009092
OG0007223	TREG1_86910.1	EWB00_008696
OG0007224	TREG1_105590.1	EWB00_006616.1, EWB00_006616.2
OG0007225	TREG1_89680.1, TREG1_89690.1	EWB00_009803
OG0007226	TREG1_40650.1	EWB00_004916
OG0007227	TREG1_129940.1	EWB00_003180
OG0007228	TREG1_97650.1	EWB00_010586
OG0007229	TREG1_100020.1	EWB00_001173
OG0007230	TREG1_2000.1	EWB00_008467
OG0007231	TREG1_32860.1	EWB00_007080
OG0007232	TREG1_15990.1	EWB00_003451
OG0007233	TREG1_135410.1	EWB00_003753
OG0007234	TREG1_86960.1	EWB00_011264
OG0007235	TREG1_27650.1	EWB00_002501.1, EWB00_002501.2
OG0007237	TREG1_105320.1	EWB00_010973
OG0007239	TREG1_96220.1, TREG1_96220.2	EWB00_004575.1, EWB00_004575.2
OG0007240	TREG1_99490.1	EWB00_001601
OG0007241	TREG1_56370.1	EWB00_003660
OG0007242	TREG1_39420.1	EWB00_001810
OG0007243	TREG1_39690.1	EWB00_009541
OG0007244	TREG1_138790.1, TREG1_138790.3, TREG1_138790.2	EWB00_006602
OG0007245	TREG1_63390.1	EWB00_010658
OG0007246	TREG1_71880.1	EWB00_005417
OG0007247	TREG1_66550.1	EWB00_003560.1, EWB00_003560.2
OG0007248	TREG1_35260.1	EWB00_000277
OG0007249	TREG1_113360.1	EWB00_006770.1, EWB00_006770.2
OG0007251	TREG1_50910.1	EWB00_004360
OG0007252	TREG1_29750.1	EWB00_007680.1, EWB00_007680.2
OG0007253	TREG1_75520.1	EWB00_010685.1, EWB00_010685.2
OG0007254	TREG1_105540.1	EWB00_001414
OG0007255	TREG1_103300.1	EWB00_007356
OG0007256	TREG1_83340.1	EWB00_010416
OG0007257	TREG1_61710.1	EWB00_002157
OG0007258	TREG1_131250.1, TREG1_131250.2	EWB00_005528
OG0007259	TREG1_15330.1	EWB00_004639
OG0007260	TREG1_106080.1	EWB00_004554
OG0007261	TREG1_33230.1	EWB00_004147.1, EWB00_004147.2, EWB00_003236
OG0007262	TREG1_118150.1	EWB00_001666
OG0007263	TREG1_113280.1	EWB00_003091
OG0007266	TREG1_84360.1	EWB00_001162, EWB00_001161
OG0007269	TREG1_24870.1	EWB00_002494
OG0007273	TREG1_7550.1	EWB00_009565
OG0007275	TREG1_49240.1	EWB00_005999.1, EWB00_005999.2
OG0007276	TREG1_52390.1	EWB00_006077
OG0007277	TREG1_67360.1	EWB00_007240
OG0007278	TREG1_42420.1	EWB00_006395
OG0007279	TREG1_118230.1	EWB00_001652
OG0007280	TREG1_104210.1	EWB00_001221
OG0007281	TREG1_103940.1	EWB00_003892
OG0007282	TREG1_86130.1	EWB00_000932
OG0007283	TREG1_71910.1	EWB00_008728
OG0007285	TREG1_140040.1	EWB00_007986
OG0007286	TREG1_74990.1	EWB00_009639.1, EWB00_009639.2
OG0007288	TREG1_109890.1	EWB00_002642
OG0007289	TREG1_81200.1	EWB00_010394.1, EWB00_010394.2, EWB00_010394.3
OG0007290	TREG1_43960.1	EWB00_004247
OG0007291	TREG1_69700.1	EWB00_006503
OG0007292	TREG1_68790.1, TREG1_71010.1, TREG1_71020.1, TREG1_71030.1	EWB00_008088
OG0007293	TREG1_63010.1	EWB00_000195.2, EWB00_000195.3, EWB00_000195.1
OG0007294	TREG1_103070.1	EWB00_000977.1, EWB00_000977.2
OG0007295	TREG1_13480.1	EWB00_005660.1, EWB00_005660.2
OG0007296	TREG1_83040.1	EWB00_007736
OG0007297	TREG1_120280.1	EWB00_009269
OG0007298	TREG1_30960.1	EWB00_007654
OG0007299	TREG1_108460.1	EWB00_002657
OG0007301	TREG1_37150.1	EWB00_009539
OG0007302	TREG1_110180.1	EWB00_002180
OG0007303	TREG1_114220.1	EWB00_001664.2
OG0007304	TREG1_39220.1	EWB00_008291.1, EWB00_008291.2
OG0007305	TREG1_77150.1	EWB00_011175
OG0007306	TREG1_95610.1	EWB00_006094
OG0007307	TREG1_65780.1	EWB00_006466
OG0007308	TREG1_96060.2, TREG1_96090.1, TREG1_96060.3	EWB00_007490, EWB00_007489
OG0007309	TREG1_80900.1	EWB00_003855
OG0007310	TREG1_64570.1	EWB00_007214
OG0007311	TREG1_4780.1	EWB00_005623
OG0007312	TREG1_11800.1, TREG1_11800.2	EWB00_003059
OG0007313	TREG1_104330.1, TREG1_104330.2	EWB00_001230
OG0007314	TREG1_63460.1	EWB00_002543
OG0007316	TREG1_53880.1	EWB00_001787.1, EWB00_001787.2
OG0007317	TREG1_54390.1	EWB00_008143
OG0007318	TREG1_3060.1	EWB00_007342
OG0007319	TREG1_67130.1	EWB00_006892
OG0007320	TREG1_41100.1	EWB00_003952
OG0007321	TREG1_19550.1	EWB00_002098.1, EWB00_002098.2, EWB00_002098.3
OG0007322	TREG1_87210.1, TREG1_87220.1	EWB00_004705
OG0007323	TREG1_101870.1	EWB00_001194
OG0007325	TREG1_14670.1	EWB00_004169
OG0007326	TREG1_138810.1	EWB00_006601.1, EWB00_006601.2
OG0007329	TREG1_17780.1	EWB00_001042
OG0007330	TREG1_79480.1	EWB00_000515
OG0007331	TREG1_75890.1	EWB00_003577
OG0007332	TREG1_50560.1	EWB00_006831
OG0007334	TREG1_129960.1	EWB00_003178
OG0007335	TREG1_5370.1	EWB00_009190
OG0007336	TREG1_44800.1	EWB00_004370.2, EWB00_004370.1
OG0007337	TREG1_87480.1, TREG1_87470.1	EWB00_008865
OG0007338	TREG1_88450.1	EWB00_005804
OG0007339	TREG1_128000.1, TREG1_64460.1	EWB00_007220
OG0007340	TREG1_14920.1	EWB00_010306
OG0007341	TREG1_19610.1	EWB00_008595.1, EWB00_008595.2
OG0007343	TREG1_68560.1	EWB00_003681
OG0007344	TREG1_28570.1	EWB00_009391
OG0007345	TREG1_100360.1, TREG1_100360.2	EWB00_002016.1, EWB00_002016.2
OG0007346	TREG1_132290.1	EWB00_007425
OG0007347	TREG1_21990.1	EWB00_002473
OG0007348	TREG1_12240.1	EWB00_010202
OG0007349	TREG1_120670.2, TREG1_120680.1, TREG1_120670.1	EWB00_010263
OG0007350	TREG1_69290.1	EWB00_008070
OG0007351	TREG1_15410.1	EWB00_004633
OG0007352	TREG1_75570.1	EWB00_005158
OG0007353	TREG1_51680.1, TREG1_51700.1	EWB00_000343
OG0007355	TREG1_8790.1	EWB00_008537
OG0007356	TREG1_10460.1, TREG1_74160.1	EWB00_000054
OG0007357	TREG1_1150.1	EWB00_007879
OG0007359	TREG1_121970.1	EWB00_003013.2, EWB00_003013.1, EWB00_003013.3
OG0007360	TREG1_76580.1	EWB00_003672
OG0007361	TREG1_66990.1	EWB00_006897
OG0007362	TREG1_67070.1	EWB00_006884
OG0007363	TREG1_109110.1	EWB00_002650
OG0007364	TREG1_47320.1	EWB00_001275, EWB00_001274
OG0007365	TREG1_80180.1, TREG1_80180.2	EWB00_005199
OG0007366	TREG1_86450.1, TREG1_86450.2	EWB00_003966.1, EWB00_003966.2
OG0007367	TREG1_86550.1	EWB00_011106
OG0007369	TREG1_132620.1	EWB00_005511
OG0007370	TREG1_105760.1, TREG1_105760.2	EWB00_006594
OG0007371	TREG1_130450.1	EWB00_008968
OG0007372	TREG1_750.1	EWB00_009071
OG0007373	TREG1_115660.1, TREG1_115660.2	EWB00_008403
OG0007374	TREG1_120840.1, TREG1_120840.2, TREG1_120840.3	EWB00_009318
OG0007375	TREG1_112230.1	EWB00_006755
OG0007377	TREG1_121330.1	EWB00_007522.1, EWB00_007522.2
OG0007380	TREG1_67850.1, TREG1_67850.2	EWB00_005336.1, EWB00_005336.2
OG0007381	TREG1_115930.1, TREG1_74610.1	EWB00_008409
OG0007382	TREG1_102140.1, TREG1_102140.2	EWB00_002754
OG0007383	TREG1_106310.1	EWB00_010967
OG0007385	TREG1_46950.1	EWB00_010902
OG0007386	TREG1_37360.1	EWB00_006968
OG0007387	TREG1_33790.1, TREG1_33810.1, TREG1_33800.1	EWB00_008544, EWB00_008543
OG0007388	TREG1_56060.1, TREG1_56050.1	EWB00_003229
OG0007389	TREG1_14610.1	EWB00_003699.1, EWB00_003699.2
OG0007391	TREG1_141570.1, TREG1_141580.2, TREG1_141570.2, TREG1_141580.1, TREG1_141560.1	EWB00_002448.1, EWB00_002448.2
OG0007392	TREG1_74140.1	EWB00_004819
OG0007393	TREG1_2120.1, TREG1_2120.2, TREG1_780.1	EWB00_009070.1, EWB00_009070.2
OG0007394	TREG1_5310.1	EWB00_009016
OG0007398	TREG1_131270.1, TREG1_131270.2, TREG1_131270.3	EWB00_008766.2, EWB00_008766.1, EWB00_008766.3
OG0007401	TREG1_126800.1	EWB00_004176, EWB00_004177, EWB00_000594, EWB00_005300, EWB00_009352, EWB00_009353
OG0007415	TREG1_39290.1	EWB00_009697.2, EWB00_009697.1
OG0007416	TREG1_77340.1	EWB00_002219
OG0007417	TREG1_111780.2, TREG1_111780.3	EWB00_009483
OG0007418	TREG1_100450.1	EWB00_002008
OG0007419	TREG1_3130.1	EWB00_006322
OG0007420	TREG1_16450.1	EWB00_001030
OG0007421	TREG1_132940.1	EWB00_000780
OG0007423	TREG1_15770.1	EWB00_006563.1, EWB00_006563.2
OG0007424	TREG1_41980.1	EWB00_002807
OG0007425	TREG1_63620.1	EWB00_004081
OG0007426	TREG1_126040.1	EWB00_004957
OG0007427	TREG1_125430.1	EWB00_001894.2, EWB00_001894.4, EWB00_001894.1, EWB00_001894.3
OG0007428	TREG1_24510.1	EWB00_010360
OG0007429	TREG1_23860.1	EWB00_005825
OG0007430	TREG1_67090.1	EWB00_006887
OG0007431	TREG1_117790.1	EWB00_001482.1, EWB00_001482.2
OG0007432	TREG1_68400.1	EWB00_010710
OG0007433	TREG1_90230.1, TREG1_90230.2	EWB00_008902
OG0007434	TREG1_90260.1	EWB00_008898
OG0007435	TREG1_87230.1	EWB00_000918
OG0007436	TREG1_33840.1	EWB00_008547
OG0007437	TREG1_70700.1	EWB00_009312.1, EWB00_009312.2
OG0007439	TREG1_13770.1	EWB00_006539
OG0007440	TREG1_111600.1	EWB00_000842
OG0007441	TREG1_83950.1	EWB00_011320.1, EWB00_011320.2
OG0007442	TREG1_52980.1	EWB00_002885.2
OG0007443	TREG1_8870.1	EWB00_009471
OG0007444	TREG1_85450.1	EWB00_000512
OG0007445	TREG1_36750.1	EWB00_001465
OG0007448	TREG1_51890.1	EWB00_004301
OG0007449	TREG1_32630.1	EWB00_001542
OG0007450	TREG1_90860.1	EWB00_009831
OG0007451	TREG1_13360.1	EWB00_005670
OG0007452	TREG1_53680.1	EWB00_001765
OG0007453	TREG1_104620.1	EWB00_008243
OG0007454	TREG1_47890.1	EWB00_005948.2
OG0007455	TREG1_91690.1	EWB00_005802
OG0007456	TREG1_10330.1	EWB00_008699
OG0007457	TREG1_46700.1	EWB00_006048
OG0007458	TREG1_52650.1, TREG1_52650.2	EWB00_006851
OG0007459	TREG1_15180.1	EWB00_002191
OG0007460	TREG1_75680.1	EWB00_005413
OG0007462	TREG1_38270.1	EWB00_006948.1, EWB00_006948.2, EWB00_006948.3
OG0007463	TREG1_97110.1	EWB00_011066
OG0007464	TREG1_56040.1	EWB00_003228
OG0007465	TREG1_134240.1	EWB00_003027
OG0007466	TREG1_51080.1	EWB00_002876
OG0007467	TREG1_74870.1	EWB00_000888
OG0007468	TREG1_102300.1, TREG1_102310.1	EWB00_007392.3, EWB00_007392.2, EWB00_007392.1
OG0007469	TREG1_94950.1	EWB00_008340.2
OG0007470	TREG1_104510.1, TREG1_104510.2	EWB00_008250
OG0007471	TREG1_76340.1	EWB00_004414.1, EWB00_004414.2
OG0007472	TREG1_43250.1	EWB00_009531
OG0007473	TREG1_37430.1	EWB00_006972
OG0007474	TREG1_61080.1	EWB00_007566
OG0007475	TREG1_45600.1	EWB00_001743
OG0007476	TREG1_95750.1	EWB00_006102
OG0007477	TREG1_66060.1	EWB00_003612.2, EWB00_003612.1, EWB00_003612.3
OG0007478	TREG1_36680.1	EWB00_001474
OG0007479	TREG1_17070.1	EWB00_003132
OG0007480	TREG1_124450.1	EWB00_011396
