Orthogroup	trichobilharzia_regenti	s.mekongi
OG0006335	TREG1_132100.1, TREG1_132100.2	KAK4467646.1
OG0006336	TREG1_27440.1	KAK4475478.1
OG0006337	TREG1_28600.1, TREG1_28620.1, TREG1_28610.1	KAK4475237.1
OG0006338	TREG1_2060.1	KAK4475375.1
OG0006339	TREG1_52660.1, TREG1_52660.2, TREG1_52660.3	KAK4474098.1
OG0006340	TREG1_42980.1	KAK4473588.1
OG0006341	TREG1_68870.1, TREG1_68870.2, TREG1_68870.3	KAK4469929.1
OG0006342	TREG1_110480.1, TREG1_110480.2	KAK4468182.1
OG0006343	TREG1_86650.2, TREG1_86650.1, TREG1_86650.3	KAK4471929.1
OG0006344	TREG1_51690.1	KAK4472850.1
OG0006345	TREG1_95490.1	KAK4470125.1
OG0006346	TREG1_123220.1	KAK4468823.1
OG0006347	TREG1_38020.1	KAK4473139.1
OG0006348	TREG1_36210.1	KAK4473389.1
OG0006349	TREG1_6770.1	KAK4476000.1
OG0006350	TREG1_47200.1	KAK4473838.1
OG0006352	TREG1_14490.1, TREG1_14490.2	KAK4474570.1
OG0006353	TREG1_95890.1	KAK4470087.1
OG0006354	TREG1_103420.1	KAK4470163.1
OG0006355	TREG1_64390.1, TREG1_64390.2	KAK4469137.1
OG0006356	TREG1_109530.1	KAK4470941.1
OG0006357	TREG1_117440.1	KAK4468024.1
OG0006358	TREG1_30420.1	KAK4474783.1
OG0006359	TREG1_65280.1	KAK4469668.1
OG0006361	TREG1_61720.1	KAK4469875.1
OG0006362	TREG1_22420.1, TREG1_22420.2	KAK4475037.1
OG0006363	TREG1_15430.2, TREG1_15430.1, TREG1_15430.3	KAK4474399.1
OG0006364	TREG1_114670.1	KAK4468254.1
OG0006365	TREG1_23830.1, TREG1_23830.2	KAK4475432.1
OG0006366	TREG1_73710.1	KAK4469478.1
OG0006367	TREG1_99510.1, TREG1_99510.2	KAK4470144.1
OG0006368	TREG1_85630.1	KAK4471308.1
OG0006369	TREG1_116420.1, TREG1_116430.1	KAK4468083.1
OG0006370	TREG1_99920.1, TREG1_99920.2	KAK4470233.1
OG0006371	TREG1_111120.1	KAK4468278.1
OG0006373	TREG1_104460.1, TREG1_104460.2	KAK4470865.1
OG0006374	TREG1_68590.1	KAK4469453.1
OG0006375	TREG1_24390.1	KAK4475381.1
OG0006376	TREG1_120600.1	KAK4468798.1
OG0006377	TREG1_88130.1, TREG1_88130.2	KAK4471981.1
OG0006378	TREG1_71460.1	KAK4469187.1
OG0006379	TREG1_121900.1	KAK4468873.1
OG0006380	TREG1_119440.1, TREG1_119440.2	KAK4468597.1
OG0006381	TREG1_107180.1, TREG1_100040.4, TREG1_100040.3, TREG1_100040.2, TREG1_100040.1	KAK4470336.1
OG0006382	TREG1_116850.1	KAK4468063.1
OG0006383	TREG1_111660.1	KAK4468336.1
OG0006384	TREG1_80830.1	KAK4472015.1, KAK4472016.1
OG0006385	TREG1_16740.1	KAK4474945.1
OG0006386	TREG1_77390.1	KAK4469744.1
OG0006387	TREG1_104180.1	KAK4470836.1, KAK4470837.1
OG0006388	TREG1_87370.1	KAK4472008.1
OG0006389	TREG1_117370.1	KAK4468117.1
OG0006390	TREG1_82780.1, TREG1_82780.2	KAK4471277.1
OG0006391	TREG1_82770.1, TREG1_82760.1	KAK4471276.1
OG0006392	TREG1_135120.1	KAK4467827.1
OG0006394	TREG1_64780.1, TREG1_64780.2	KAK4469590.1
OG0006395	TREG1_8330.1	KAK4474500.1
OG0006396	TREG1_21760.1	KAK4474981.1
OG0006397	TREG1_108450.1, TREG1_108450.2	KAK4470041.1
OG0006398	TREG1_17410.1, TREG1_18540.1	KAK4475908.1
OG0006399	TREG1_30040.1	KAK4474287.1
OG0006400	TREG1_106390.1	KAK4470328.1
OG0006401	TREG1_72190.1	KAK4469089.1
OG0006402	TREG1_48480.1	KAK4472875.1
OG0006403	TREG1_560.1	KAK4475922.1
OG0006404	TREG1_58560.1	KAK4472305.1
OG0006405	TREG1_65350.1	KAK4469402.1
OG0006406	TREG1_65440.1, TREG1_65440.2, TREG1_65440.3	KAK4469487.1
OG0006407	TREG1_24540.1, TREG1_24540.2, TREG1_24540.3, TREG1_24540.4	KAK4475078.1
OG0006408	TREG1_105120.1	KAK4470676.1
OG0006409	TREG1_64690.1	KAK4469916.1
OG0006410	TREG1_14420.1, TREG1_93770.1	KAK4474425.1
OG0006411	TREG1_9940.1	KAK4475080.1
OG0006412	TREG1_13750.1	KAK4474934.1
OG0006413	TREG1_129190.1	KAK4468951.1, KAK4468950.1
OG0006414	TREG1_122010.1	KAK4468882.1
OG0006415	TREG1_60390.1	KAK4473149.1
OG0006416	TREG1_85390.1	KAK4471886.1
OG0006417	TREG1_76730.1	KAK4469389.1
OG0006418	TREG1_11140.2, TREG1_11140.1	KAK4476247.1
OG0006419	TREG1_37250.1, TREG1_37260.1, TREG1_37260.2, TREG1_37260.4, TREG1_37260.3	KAK4473108.1
OG0006420	TREG1_83370.1	KAK4471323.1
OG0006421	TREG1_13100.1	KAK4475819.1
OG0006422	TREG1_122900.1	KAK4468514.1, KAK4468513.1
OG0006423	TREG1_114860.1, TREG1_114790.1	KAK4468253.1
OG0006424	TREG1_67860.1	KAK4469399.1
OG0006425	TREG1_108330.1	KAK4470872.1
OG0006426	TREG1_16170.1	KAK4475003.1
OG0006427	TREG1_53200.1	KAK4472377.1
OG0006428	TREG1_10430.1	KAK4474884.1
OG0006429	TREG1_7870.1	KAK4474389.1
OG0006430	TREG1_13040.1, TREG1_13040.2, TREG1_13040.3	KAK4475603.1
OG0006431	TREG1_129390.1, TREG1_129390.2	KAK4468422.1
OG0006432	TREG1_109860.1	KAK4470909.1
OG0006434	TREG1_130520.1	KAK4467733.1
OG0006435	TREG1_111710.1	KAK4468342.1
OG0006436	TREG1_94370.1	KAK4471217.1
OG0006437	TREG1_124820.1, TREG1_124820.2	KAK4468454.1
OG0006438	TREG1_106930.1	KAK4470735.1
OG0006439	TREG1_35310.1, TREG1_14790.1	KAK4474734.1
OG0006441	TREG1_135020.1, TREG1_135020.2, TREG1_135090.1	KAK4467867.1
OG0006442	TREG1_36930.1, TREG1_36930.2, TREG1_36930.3	KAK4474152.1
OG0006443	TREG1_15100.1	KAK4474307.1
OG0006444	TREG1_129110.1	KAK4468945.1
OG0006445	TREG1_97850.1, TREG1_97860.1	KAK4470321.1, KAK4470339.1
OG0006446	TREG1_66770.1	KAK4469710.1
OG0006448	TREG1_7690.1	KAK4467334.1, KAK4475789.1
OG0006449	TREG1_58450.1	KAK4472613.1
OG0006450	TREG1_15590.1, TREG1_15590.2, TREG1_15590.3	KAK4475547.1
OG0006451	TREG1_99980.1	KAK4470099.1
OG0006452	TREG1_75900.1	KAK4469736.1
OG0006453	TREG1_94600.1	KAK4471086.1
OG0006454	TREG1_5800.1	KAK4476310.1
OG0006455	TREG1_74620.1	KAK4469438.1, KAK4469439.1
OG0006456	TREG1_1640.1	KAK4474956.1
OG0006457	TREG1_61670.1	KAK4469879.1
OG0006458	TREG1_89720.1, TREG1_89720.2, TREG1_89720.3	KAK4471648.1
OG0006459	TREG1_74830.1	KAK4469048.1
OG0006460	TREG1_87870.1	KAK4471245.1
OG0006461	TREG1_121800.1	KAK4468862.1
OG0006462	TREG1_75070.1	KAK4469424.1
OG0006463	TREG1_86840.1	KAK4471748.1
OG0006464	TREG1_24010.1	KAK4475452.1
OG0006465	TREG1_107160.1	KAK4470389.1, KAK4470390.1
OG0006466	TREG1_119020.1	KAK4468711.1
OG0006467	TREG1_72040.1	KAK4476270.1
OG0006468	TREG1_42240.1, TREG1_42250.1, TREG1_42250.2	KAK4473498.1
OG0006469	TREG1_14660.1	KAK4467536.1
OG0006470	TREG1_78550.1, TREG1_78550.2, TREG1_78550.3	KAK4472117.1, KAK4472118.1
OG0006471	TREG1_117550.1, TREG1_117550.2	KAK4468031.1
OG0006472	TREG1_117670.1	KAK4468034.1
OG0006473	TREG1_85160.1	KAK4471779.1
OG0006474	TREG1_81260.1	KAK4471336.1
OG0006475	TREG1_30200.1, TREG1_30200.2	KAK4474741.1
OG0006476	TREG1_13080.1	KAK4475599.1
OG0006477	TREG1_33710.1	KAK4473143.1
OG0006479	TREG1_39450.1, TREG1_39450.2, TREG1_39450.3, TREG1_39450.4, TREG1_39450.5, TREG1_39450.6, TREG1_39450.7, TREG1_39450.8	KAK4473546.1
OG0006480	TREG1_102290.1	KAK4475459.1
OG0006481	TREG1_88440.1	KAK4471607.1
OG0006482	TREG1_14950.1, TREG1_14950.2	KAK4475060.1
OG0006483	TREG1_86230.1	KAK4471873.1
OG0006484	TREG1_96370.3, TREG1_96370.1, TREG1_96370.2, TREG1_96370.4	KAK4470052.1
OG0006485	TREG1_12760.1, TREG1_12760.2	KAK4475719.1
OG0006486	TREG1_26720.1	KAK4475460.1
OG0006487	TREG1_106270.1	KAK4470596.1
OG0006488	TREG1_17000.1	KAK4474807.1, KAK4474806.1
OG0006489	TREG1_30390.1, TREG1_30390.2, TREG1_30390.3	KAK4474404.1
OG0006490	TREG1_7420.1	KAK4474243.1
OG0006491	TREG1_116470.1	KAK4468076.1
OG0006492	TREG1_54170.1	KAK4472640.1
OG0006493	TREG1_32390.1	KAK4473348.1
OG0006494	TREG1_86400.1	KAK4471685.1
OG0006495	TREG1_113590.1, TREG1_19410.1, TREG1_19420.1	KAK4468050.1
OG0006496	TREG1_36090.1, TREG1_36090.2	KAK4473659.1
OG0006497	TREG1_10710.1, TREG1_10710.2	KAK4474678.1
OG0006498	TREG1_1580.1	KAK4475030.1
OG0006499	TREG1_11310.1	KAK4475813.1
OG0006501	TREG1_141340.1, TREG1_141340.2, TREG1_141340.3	KAK4468550.1
OG0006502	TREG1_96440.1, TREG1_96440.2	KAK4470086.1
OG0006503	TREG1_101140.1	KAK4470063.1
OG0006504	TREG1_111590.1, TREG1_111590.2	KAK4468323.1
OG0006505	TREG1_110230.1	KAK4468219.1
OG0006506	TREG1_89550.1	KAK4471373.1
OG0006507	TREG1_88340.1, TREG1_88340.2, TREG1_88340.3, TREG1_88340.4	KAK4471791.1
OG0006508	TREG1_91170.1	KAK4471339.1
OG0006509	TREG1_133450.1	KAK4467613.1
OG0006510	TREG1_59600.1	KAK4472959.1
OG0006512	TREG1_55540.1, TREG1_55540.2, TREG1_55540.3, TREG1_55540.4	KAK4474185.1
OG0006513	TREG1_39920.1	KAK4473878.1
OG0006514	TREG1_32430.1, TREG1_32420.1, TREG1_32440.1	KAK4468264.1
OG0006515	TREG1_42220.1, TREG1_42230.1, TREG1_42190.8, TREG1_42190.7	KAK4473499.1
OG0006516	TREG1_50350.1	KAK4472721.1
OG0006517	TREG1_132130.1	KAK4467678.1
OG0006518	TREG1_134700.1	KAK4467631.1
OG0006519	TREG1_130200.1	KAK4467751.1
OG0006520	TREG1_132910.1, TREG1_132860.1, TREG1_132870.2, TREG1_132890.1, TREG1_132870.1	KAK4467769.1
OG0006522	TREG1_72290.1	KAK4469080.1
OG0006523	TREG1_100240.1	KAK4470020.1
OG0006524	TREG1_108560.1	KAK4470269.1
OG0006525	TREG1_83240.1	KAK4471305.1
OG0006527	TREG1_57520.1	KAK4473178.1
OG0006528	TREG1_31320.1	KAK4474088.1
OG0006529	TREG1_22900.2, TREG1_22900.1, TREG1_22900.3, TREG1_22900.5, TREG1_22900.4	KAK4475187.1
OG0006543	TREG1_115290.1	KAK4468211.1
OG0006544	TREG1_135600.1, TREG1_135630.1	KAK4467807.1
OG0006546	TREG1_122430.1	KAK4468512.1
OG0006547	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3	KAK4469598.1
OG0006548	TREG1_130740.1	KAK4467908.1
OG0006549	TREG1_93670.1	KAK4471500.1
OG0006550	TREG1_74930.1	KAK4469039.1
OG0006551	TREG1_107280.1, TREG1_107280.2	KAK4470378.1
OG0006552	TREG1_20910.1	KAK4475279.1
OG0006553	TREG1_102620.1	KAK4470398.1
OG0006554	TREG1_34520.1	KAK4472794.1
OG0006555	TREG1_129050.1	KAK4468911.1
OG0006556	TREG1_69610.1, TREG1_69620.1	KAK4469177.1
OG0006557	TREG1_83720.1	KAK4471922.1
OG0006558	TREG1_95660.1, TREG1_95650.1	KAK4470112.1
OG0006559	TREG1_4020.1	KAK4475866.1
OG0006560	TREG1_59700.1, TREG1_59690.1	KAK4472953.1
OG0006561	TREG1_85720.1, TREG1_85720.2	KAK4471614.1
OG0006562	TREG1_15260.1, TREG1_15260.2	KAK4474744.1
OG0006563	TREG1_120440.1	KAK4468787.1
OG0006564	TREG1_57890.1	KAK4473768.1
OG0006565	TREG1_17500.1	KAK4474293.1
OG0006566	TREG1_46160.1	KAK4472769.1
OG0006567	TREG1_49160.1	KAK4472484.1
OG0006568	TREG1_28380.1	KAK4475339.1
OG0006569	TREG1_46370.1	KAK4472758.1
OG0006570	TREG1_73340.1	KAK4469798.1
OG0006571	TREG1_85700.1	KAK4471797.1
OG0006572	TREG1_62260.1	KAK4469197.1
OG0006573	TREG1_10050.1	KAK4475111.1
OG0006574	TREG1_89710.1	KAK4471650.1
OG0006575	TREG1_78090.1	KAK4471137.1
OG0006576	TREG1_79290.1	KAK4471148.1
OG0006578	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3	KAK4469612.1
OG0006580	TREG1_101950.1	KAK4470733.1
OG0006581	TREG1_59710.1, TREG1_59710.2	KAK4472952.1
OG0006582	TREG1_53010.1	KAK4472729.1
OG0006583	TREG1_120110.1	KAK4468816.1, KAK4468815.1
OG0006584	TREG1_129120.1	KAK4467409.1
OG0006585	TREG1_19390.1	KAK4475223.1
OG0006586	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2	KAK4473865.1
OG0006588	TREG1_18290.1	KAK4474525.1
OG0006589	TREG1_28800.1, TREG1_28800.2	KAK4475399.1
OG0006590	TREG1_28770.1	KAK4475398.1
OG0006592	TREG1_115600.1	KAK4468126.1
OG0006593	TREG1_95130.1	KAK4470588.1
OG0006595	TREG1_67620.1	KAK4469351.1
OG0006596	TREG1_2290.1	KAK4470883.1
OG0006597	TREG1_106170.1	KAK4470766.1
OG0006598	TREG1_133390.1	KAK4467587.1
OG0006599	TREG1_32700.1	KAK4473325.1
OG0006600	TREG1_109810.1, TREG1_138170.1	KAK4470912.1
OG0006601	TREG1_68860.1	KAK4469924.1
OG0006602	TREG1_31500.1, TREG1_31500.2	KAK4473223.1
OG0006603	TREG1_133020.1	KAK4467918.1
OG0006604	TREG1_74340.1	KAK4469031.1
OG0006606	TREG1_104050.1, TREG1_104050.2	KAK4470316.1
OG0006607	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3	KAK4472881.1
OG0006608	TREG1_21260.1, TREG1_21260.2	KAK4475347.1
OG0006610	TREG1_112500.1, TREG1_130100.1	KAK4468019.1
OG0006613	TREG1_76390.1	KAK4469943.1
OG0006615	TREG1_53800.1	KAK4472256.1
OG0006617	TREG1_95920.1	KAK4470089.1
OG0006618	TREG1_47170.1, TREG1_47170.2	KAK4473831.1
OG0006619	TREG1_59270.3, TREG1_59330.1	KAK4473072.1
OG0006620	TREG1_12310.1, TREG1_12310.2	KAK4475270.1
OG0006621	TREG1_128010.1	KAK4468854.1
OG0006622	TREG1_9330.1	KAK4474817.1
OG0006623	TREG1_82460.1	KAK4471350.1
OG0006624	TREG1_55650.1	KAK4474178.1
OG0006625	TREG1_84420.1	KAK4471810.1
OG0006627	TREG1_75920.1, TREG1_75990.1	KAK4469737.1
OG0006628	TREG1_127910.1	KAK4468803.1
OG0006629	TREG1_98510.1	KAK4470530.1
OG0006630	TREG1_112090.1	KAK4468002.1
OG0006631	TREG1_64340.1	KAK4469135.1
OG0006632	TREG1_45020.1	KAK4473755.1
OG0006633	TREG1_99500.1	KAK4470143.1
OG0006634	TREG1_56690.1	KAK4473597.1
OG0006635	TREG1_24980.1	KAK4476030.1
OG0006636	TREG1_54560.1	KAK4473186.1
OG0006637	TREG1_39410.1, TREG1_39410.2	KAK4473550.1
OG0006638	TREG1_25850.1	KAK4476034.1
OG0006639	TREG1_97790.1	KAK4471004.1
OG0006640	TREG1_11510.1, TREG1_11510.2	KAK4476205.1
OG0006641	TREG1_98420.1, TREG1_98430.1	KAK4470492.1
OG0006642	TREG1_81070.1	KAK4471943.1
OG0006643	TREG1_79980.1	KAK4471115.1, KAK4471114.1
OG0006644	TREG1_33400.1	KAK4473161.1
OG0006645	TREG1_86640.1, TREG1_86640.2	KAK4471930.1
OG0006646	TREG1_68810.1, TREG1_68810.2	KAK4469158.1
OG0006647	TREG1_81010.1	KAK4471348.1
OG0006648	TREG1_82700.1	KAK4471343.1
OG0006650	TREG1_67200.1, TREG1_67200.2	KAK4469119.1
OG0006651	TREG1_25650.1	KAK4467532.1, KAK4474645.1
OG0006652	TREG1_32000.1, TREG1_32020.1, TREG1_36330.1	KAK4473282.1
OG0006653	TREG1_89340.1	KAK4471815.1
OG0006654	TREG1_82600.1, TREG1_82600.2	KAK4471345.1
OG0006655	TREG1_43590.1, TREG1_43590.2	KAK4472543.1
OG0006656	TREG1_43580.1	KAK4472542.1
OG0006657	TREG1_35690.1	KAK4473236.1
OG0006658	TREG1_105550.1	KAK4470396.1
OG0006659	TREG1_36830.1	KAK4474143.1
OG0006660	TREG1_116530.1, TREG1_116530.2	KAK4468071.1
OG0006661	TREG1_105030.1	KAK4470271.1
OG0006662	TREG1_30410.1	KAK4474782.1
OG0006663	TREG1_56400.1, TREG1_56410.1	KAK4473432.1
OG0006664	TREG1_65290.1	KAK4469669.1
OG0006665	TREG1_55740.1	KAK4473999.1
OG0006666	TREG1_5320.1	KAK4474502.1
OG0006667	TREG1_138330.1	KAK4476045.1
OG0006668	TREG1_33390.1	KAK4473160.1
OG0006669	TREG1_15420.1	KAK4474398.1
OG0006670	TREG1_95620.1	KAK4470109.1
OG0006671	TREG1_109120.1	KAK4470900.1
OG0006672	TREG1_21960.1	KAK4474968.1
OG0006673	TREG1_16020.1	KAK4475015.1
OG0006674	TREG1_97770.1, TREG1_97770.2	KAK4470998.1
OG0006675	TREG1_29260.1	KAK4475510.1
OG0006676	TREG1_98340.1	KAK4470487.1
OG0006677	TREG1_60950.1, TREG1_60950.2	KAK4473374.1
OG0006678	TREG1_71720.1	KAK4469072.1
OG0006679	TREG1_44560.1	KAK4474019.1, KAK4474208.1
OG0006680	TREG1_15950.1, TREG1_15950.2	KAK4474433.1
OG0006681	TREG1_83800.1, TREG1_83800.2	KAK4471915.1
OG0006682	TREG1_110750.1	KAK4468175.1
OG0006684	TREG1_23000.1	KAK4475209.1
OG0006685	TREG1_58110.1	KAK4472297.1
OG0006686	TREG1_73550.1	KAK4469338.1
OG0006687	TREG1_119580.1	KAK4468588.1
OG0006688	TREG1_81600.1	KAK4472069.1
OG0006689	TREG1_87770.1	KAK4471988.1
OG0006690	TREG1_83790.3, TREG1_83790.2, TREG1_83790.1, TREG1_85070.1	KAK4471916.1
OG0006691	TREG1_106880.1	KAK4470738.1
OG0006692	TREG1_18770.1	KAK4475728.1
OG0006693	TREG1_142100.1, TREG1_32710.1	KAK4473324.1
OG0006694	TREG1_102440.1, TREG1_140730.1, TREG1_6280.1	KAK4470805.1
OG0006695	TREG1_85600.1, TREG1_85600.2	KAK4471316.1
OG0006696	TREG1_123470.1	KAK4468833.1
OG0006697	TREG1_52930.1, TREG1_52940.1	KAK4472723.1
OG0006698	TREG1_37030.1	KAK4473417.1
OG0006699	TREG1_103720.1, TREG1_103720.2, TREG1_103720.3	KAK4470102.1
OG0006700	TREG1_41420.1	KAK4473710.1
OG0006701	TREG1_71560.1	KAK4469241.1
OG0006702	TREG1_129240.1, TREG1_129260.1	KAK4468412.1
OG0006704	TREG1_36670.1	KAK4474126.1
OG0006705	TREG1_73580.1	KAK4469787.1
OG0006706	TREG1_140050.1	KAK4473601.1
OG0006707	TREG1_52430.1	KAK4472405.1
OG0006709	TREG1_22490.1	KAK4475044.1
OG0006711	TREG1_89050.1	KAK4471190.1
OG0006712	TREG1_110280.1	KAK4468188.1
OG0006714	TREG1_61120.1	KAK4473388.1
OG0006715	TREG1_34560.1	KAK4472760.1
OG0006716	TREG1_61460.1	KAK4469063.1
OG0006717	TREG1_129400.1	KAK4468421.1
OG0006718	TREG1_29350.1	KAK4475520.1
OG0006719	TREG1_63020.1	KAK4469365.1
OG0006720	TREG1_141180.1, TREG1_60460.1	KAK4472950.1
OG0006721	TREG1_6660.1	KAK4474667.1
OG0006722	TREG1_48270.1	KAK4472831.1
OG0006723	TREG1_61440.1	KAK4469083.1
OG0006724	TREG1_2920.1	KAK4475619.1
OG0006725	TREG1_83030.1, TREG1_83030.2	KAK4471730.1
OG0006726	TREG1_86350.1	KAK4471676.1
OG0006727	TREG1_102800.1	KAK4471017.1
OG0006728	TREG1_131650.1	KAK4467640.1
OG0006729	TREG1_135770.1	KAK4467785.1
OG0006730	TREG1_46020.1	KAK4472623.1
OG0006731	TREG1_121400.1, TREG1_121400.2	KAK4468723.1
OG0006732	TREG1_82310.1	KAK4471486.1
OG0006733	TREG1_47160.1, TREG1_47160.2	KAK4476305.1
OG0006734	TREG1_128410.1	KAK4468487.1
OG0006735	TREG1_87680.1, TREG1_87680.2	KAK4471420.1
OG0006736	TREG1_106260.1	KAK4470595.1
OG0006737	TREG1_96500.1	KAK4475462.1
OG0006738	TREG1_36190.1, TREG1_36190.2	KAK4473410.1
OG0006739	TREG1_23580.1, TREG1_23580.2, TREG1_23580.3	KAK4475374.1
OG0006740	TREG1_110960.1, TREG1_110970.1	KAK4468291.1
OG0006741	TREG1_17950.1, TREG1_17950.2	KAK4475256.1
OG0006742	TREG1_20190.2, TREG1_20190.1	KAK4474410.1
OG0006743	TREG1_67910.1	KAK4469394.1
OG0006744	TREG1_121050.1	KAK4468729.1
OG0006745	TREG1_115380.1	KAK4468192.1
OG0006746	TREG1_109510.1	KAK4470942.1
OG0006747	TREG1_111250.1	KAK4468319.1
OG0006748	TREG1_25550.1	KAK4474395.1
OG0006749	TREG1_47430.1, TREG1_47430.3, TREG1_47430.2	KAK4473850.1
OG0006750	TREG1_128440.1	KAK4468480.1
OG0006751	TREG1_72680.1	KAK4469773.1
OG0006752	TREG1_30090.1	KAK4474718.1
OG0006753	TREG1_92400.1	KAK4471655.1
OG0006754	TREG1_69500.1	KAK4469264.1
OG0006755	TREG1_82730.1	KAK4471050.1
OG0006756	TREG1_121690.1	KAK4468856.1
OG0006757	TREG1_138950.1	KAK4476186.1
OG0006758	TREG1_79820.1, TREG1_79820.2, TREG1_79820.3	KAK4471294.1
OG0006759	TREG1_8660.1	KAK4476269.1
OG0006760	TREG1_90010.1	KAK4471319.1
OG0006761	TREG1_61500.1	KAK4469686.1
OG0006762	TREG1_132520.1, TREG1_132500.1	KAK4467892.1
OG0006763	TREG1_26910.1	KAK4475176.1
OG0006764	TREG1_97200.1	KAK4470645.1
OG0006765	TREG1_123480.1	KAK4468834.1
OG0006766	TREG1_121840.1	KAK4468867.1
OG0006767	TREG1_121730.1	KAK4468858.1
OG0006768	TREG1_3440.1	KAK4476089.1
OG0006769	TREG1_101410.1	KAK4470667.1
OG0006771	TREG1_4330.1	KAK4476125.1
OG0006772	TREG1_93120.1, TREG1_93130.1	KAK4471527.1
OG0006773	TREG1_105530.1	KAK4470394.1
OG0006774	TREG1_22700.1	KAK4475092.1
OG0006775	TREG1_84640.1	KAK4472030.1
OG0006776	TREG1_85790.1	KAK4472090.1
OG0006777	TREG1_10480.1	KAK4474915.1
OG0006778	TREG1_25290.1	KAK4475360.1
OG0006779	TREG1_66090.1	KAK4469205.1
OG0006780	TREG1_110510.1	KAK4468199.1
OG0006782	TREG1_92370.1, TREG1_92370.2, TREG1_92370.3	KAK4471624.1
OG0006783	TREG1_19840.1, TREG1_19840.2	KAK4474886.1
OG0006784	TREG1_3860.1	KAK4475676.1
OG0006786	TREG1_29910.1	KAK4475363.1
OG0006787	TREG1_44660.1	KAK4472341.1, KAK4472346.1
OG0006788	TREG1_87290.1	KAK4471229.1
OG0006789	TREG1_16600.1	KAK4467548.1, KAK4474721.1
OG0006790	TREG1_134080.1, TREG1_134080.2	KAK4467939.1
OG0006792	TREG1_32800.1	KAK4473318.1
OG0006795	TREG1_26470.1	KAK4474517.1
OG0006797	TREG1_14270.1, TREG1_14280.1, TREG1_14280.2	KAK4476217.1
OG0006798	TREG1_72510.1	KAK4469257.1
OG0006799	TREG1_40300.1	KAK4473405.1
OG0006800	TREG1_27520.1	KAK4475471.1
OG0006801	TREG1_20070.1	KAK4475296.1, KAK4475297.1
OG0006802	TREG1_20110.1	KAK4475299.1
OG0006803	TREG1_103900.1, TREG1_103900.2, TREG1_103900.3	KAK4470435.1
OG0006804	TREG1_115820.1	KAK4468136.1
OG0006805	TREG1_112940.1, TREG1_112940.2, TREG1_112940.3, TREG1_112940.4, TREG1_112940.5	KAK4468225.1
OG0006806	TREG1_49670.1	KAK4472464.1
OG0006807	TREG1_52060.1	KAK4472177.1
OG0006808	TREG1_58750.1	KAK4472926.1
OG0006810	TREG1_92200.1	KAK4471568.1
OG0006811	TREG1_117890.1, TREG1_117890.3, TREG1_117890.2	KAK4468059.1
OG0006813	TREG1_54950.1, TREG1_54950.2, TREG1_54950.3, TREG1_54950.4	KAK4472586.1
OG0006816	TREG1_123660.1, TREG1_123690.1	KAK4468426.1
OG0006817	TREG1_39190.1	KAK4472889.1
OG0006818	TREG1_59890.1, TREG1_59890.2	KAK4473298.1
OG0006819	TREG1_27810.1	KAK4475233.1
OG0006820	TREG1_101340.1	KAK4470517.1
OG0006821	TREG1_140470.1, TREG1_52910.1	KAK4473826.1
OG0006822	TREG1_12370.1	KAK4467520.1, KAK4475732.1
OG0006823	TREG1_130230.1	KAK4467694.1
OG0006824	TREG1_130530.1	KAK4467731.1
OG0006825	TREG1_116790.1, TREG1_116800.1, TREG1_116810.1	KAK4468064.1
OG0006825	TREG1_116820.1, TREG1_116830.1	KAK4467961.1
OG0006826	TREG1_116690.1, TREG1_116690.2	KAK4468074.1
OG0006827	TREG1_129220.1, TREG1_129220.2	KAK4468409.1
OG0006828	TREG1_104770.1	KAK4470728.1, KAK4470729.1
OG0006829	TREG1_86120.1	KAK4471232.1
OG0006830	TREG1_90070.1	KAK4471707.1
OG0006831	TREG1_46990.1	KAK4472616.1
OG0006832	TREG1_48670.1	KAK4472862.1
OG0006833	TREG1_33530.1	KAK4472933.1
OG0006834	TREG1_58940.1, TREG1_58940.2	KAK4473055.1
OG0006836	TREG1_8260.1, TREG1_8260.2	KAK4474866.1
OG0006851	TREG1_89790.1	KAK4471644.1
OG0006852	TREG1_135590.1, TREG1_135620.1	KAK4467806.1
OG0006853	TREG1_28730.1, TREG1_28730.2	KAK4475238.1
OG0006854	TREG1_64200.1	KAK4469294.1
OG0006855	TREG1_134250.1, TREG1_134250.2	KAK4467704.1
OG0006856	TREG1_35890.1, TREG1_35890.2, TREG1_35890.3	KAK4472309.1
OG0006857	TREG1_122560.1	KAK4468508.1
OG0006858	TREG1_20830.1	KAK4474536.1
OG0006859	TREG1_12820.1	KAK4474555.1
OG0006860	TREG1_29010.1, TREG1_94660.1	KAK4474762.1
OG0006861	TREG1_66270.1	KAK4469527.1
OG0006862	TREG1_47080.1, TREG1_47080.2	KAK4472780.1
OG0006864	TREG1_65030.1	KAK4469600.1
OG0006865	TREG1_54740.1	KAK4473202.1
OG0006866	TREG1_51390.1, TREG1_51390.2, TREG1_51390.3	KAK4472387.1
OG0006867	TREG1_121650.1	KAK4468804.1
OG0006868	TREG1_6220.1	KAK4476218.1
OG0006869	TREG1_53060.1	KAK4472355.1
OG0006870	TREG1_46710.1	KAK4472426.1
OG0006871	TREG1_120470.1	KAK4468791.1
OG0006872	TREG1_64060.1	KAK4469605.1
