Orthogroup	trichobilharzia_regenti	schistosoma_mansoni
OG0005766	TREG1_114340.1, TREG1_114340.2	Smp_342780.1
OG0005767	TREG1_109290.1, TREG1_109290.2	Smp_151010.1
OG0005768	TREG1_57810.1	Smp_213180.1
OG0005769	TREG1_14630.1	Smp_076300.1
OG0005770	TREG1_33240.1	Smp_072340.1
OG0005771	TREG1_139950.1	Smp_148510.2, Smp_148510.1
OG0005772	TREG1_113120.1	Smp_026090.1
OG0005773	TREG1_5990.1	Smp_142120.1
OG0005774	TREG1_81320.1, TREG1_81340.1	Smp_333580.1
OG0005775	TREG1_55990.1	Smp_346890.1
OG0005776	TREG1_123520.1	Smp_123050.1
OG0005777	TREG1_42120.1	Smp_241860.1
OG0005778	TREG1_93150.1, TREG1_93150.2	Smp_169690.1
OG0005779	TREG1_92550.1, TREG1_92550.2, TREG1_92550.3, TREG1_92550.4	Smp_342860.1
OG0005780	TREG1_130400.1	Smp_127700.1
OG0005781	TREG1_121630.1	Smp_123230.1
OG0005782	TREG1_43330.1, TREG1_43330.2, TREG1_43330.3, TREG1_43330.4	Smp_105210.1
OG0005783	TREG1_125710.1	Smp_169960.1
OG0005784	TREG1_129630.1, TREG1_129630.2	Smp_316110.1
OG0005785	TREG1_23280.1	Smp_162500.1
OG0005786	TREG1_13920.1	Smp_061950.1
OG0005787	TREG1_520.1	Smp_342510.1
OG0005788	TREG1_18180.1	Smp_157790.1
OG0005789	TREG1_64530.1	Smp_154330.1
OG0005790	TREG1_94920.1	Smp_079000.1
OG0005791	TREG1_30620.1	Smp_340440.1, Smp_340440.2
OG0005792	TREG1_4460.1	Smp_102450.1
OG0005793	TREG1_8590.1	Smp_174950.1
OG0005794	TREG1_200.1	Smp_031310.2, Smp_031310.1, Smp_348820.2, Smp_348820.1
OG0005795	TREG1_134940.1, TREG1_134940.2, TREG1_134940.3, TREG1_134940.4, TREG1_134940.5, TREG1_134930.1	Smp_241430.1
OG0005796	TREG1_3320.1	Smp_138600.1
OG0005797	TREG1_131980.1	Smp_125360.1
OG0005798	TREG1_99930.1	Smp_148910.1
OG0005799	TREG1_21640.1, TREG1_21640.2	Smp_146240.1
OG0005800	TREG1_114230.1	Smp_069760.1
OG0005801	TREG1_30180.1	Smp_314220.1
OG0005802	TREG1_98390.1	Smp_153790.1, Smp_153790.2
OG0005803	TREG1_78910.1, TREG1_78980.1	Smp_331870.1
OG0005804	TREG1_131190.1	Smp_105780.1
OG0005805	TREG1_138370.1, TREG1_138370.2	Smp_156100.1
OG0005806	TREG1_110950.1	Smp_053020.1
OG0005807	TREG1_96100.1, TREG1_96100.2	Smp_334440.1, Smp_334440.2
OG0005808	TREG1_43870.1, TREG1_43880.1	Smp_090890.1
OG0005809	TREG1_50240.1	Smp_246040.1
OG0005810	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1	Smp_158700.1
OG0005811	TREG1_28060.1	Smp_064860.1
OG0005812	TREG1_41140.1, TREG1_41140.2	Smp_302330.1
OG0005813	TREG1_102050.1	Smp_346930.1, Smp_346930.2
OG0005814	TREG1_14510.1	Smp_136540.1
OG0005815	TREG1_86000.1	Smp_021340.1
OG0005816	TREG1_30060.1	Smp_046090.1
OG0005817	TREG1_45250.1	Smp_012690.1
OG0005818	TREG1_125380.1, TREG1_125390.1	Smp_024970.1
OG0005819	TREG1_70300.1	Smp_048940.1
OG0005820	TREG1_87100.1, TREG1_87100.2	Smp_246530.1
OG0005821	TREG1_135460.1, TREG1_135450.1	Smp_173700.1
OG0005822	TREG1_37980.1	Smp_308030.1
OG0005823	TREG1_54830.1	Smp_154340.1
OG0005824	TREG1_33650.1	Smp_179710.1
OG0005825	TREG1_37400.1	Smp_035470.1
OG0005826	TREG1_85510.1	Smp_326130.1
OG0005827	TREG1_62450.1	Smp_310180.1
OG0005828	TREG1_125840.1, TREG1_125840.2	Smp_059710.1
OG0005829	TREG1_79510.1, TREG1_79510.2	Smp_103010.1
OG0005830	TREG1_93620.1	Smp_342230.1
OG0005831	TREG1_63740.1, TREG1_63750.1	Smp_128160.1
OG0005832	TREG1_55810.2, TREG1_55810.3, TREG1_55810.1, TREG1_55810.4	Smp_009830.1
OG0005833	TREG1_118820.1, TREG1_4490.1	Smp_134350.1
OG0005834	TREG1_115670.1	Smp_345040.1
OG0005835	TREG1_84460.1	Smp_136400.1
OG0005836	TREG1_110500.1, TREG1_110500.2	Smp_334540.1
OG0005837	TREG1_128170.1, TREG1_89060.1	Smp_248010.1
OG0005838	TREG1_14400.1, TREG1_14400.2	Smp_015720.1
OG0005839	TREG1_48870.1	Smp_073560.1
OG0005840	TREG1_122030.1	Smp_174680.1
OG0005841	TREG1_14550.1	Smp_163260.1
OG0005842	TREG1_76530.1	Smp_086210.1
OG0005843	TREG1_23480.1, TREG1_23480.2	Smp_077310.1
OG0005845	TREG1_130460.1	Smp_010400.1
OG0005846	TREG1_49760.1, TREG1_49760.2	Smp_167200.1
OG0005847	TREG1_133210.1	Smp_175810.1
OG0005848	TREG1_66280.1	Smp_181090.1, Smp_181090.2
OG0005849	TREG1_133180.1	Smp_346400.1
OG0005850	TREG1_36660.1, TREG1_36660.2, TREG1_36660.3	Smp_337760.1
OG0005851	TREG1_76250.1, TREG1_76250.2, TREG1_76250.3, TREG1_76250.4, TREG1_76250.5, TREG1_76250.6	Smp_088600.1
OG0005852	TREG1_49090.1	Smp_337620.1
OG0005853	TREG1_105560.1, TREG1_105560.2, TREG1_105560.4, TREG1_105560.3	Smp_093840.1
OG0005854	TREG1_108310.1	Smp_151520.1
OG0005855	TREG1_39850.1, TREG1_39850.2	Smp_344950.1
OG0005856	TREG1_122140.1	Smp_174710.1
OG0005857	TREG1_91040.2, TREG1_91040.4, TREG1_91040.1, TREG1_91040.3, TREG1_91040.5	Smp_309110.1
OG0005859	TREG1_8270.1	Smp_345750.1, Smp_074470.1
OG0005861	TREG1_39390.1	Smp_341810.1
OG0005862	TREG1_42130.1, TREG1_42130.2	Smp_196910.1
OG0005863	TREG1_68470.1	Smp_072080.1
OG0005864	TREG1_52130.1	Smp_098740.1
OG0005865	TREG1_103800.1	Smp_160270.1
OG0005866	TREG1_102070.1	Smp_062790.1
OG0005867	TREG1_48310.1	Smp_035040.1
OG0005868	TREG1_135470.1	Smp_211190.1
OG0005869	TREG1_131410.1	Smp_212190.1, Smp_212190.2
OG0005870	TREG1_59070.1, TREG1_59070.2	Smp_056240.1
OG0005871	TREG1_104370.1	Smp_080210.1
OG0005872	TREG1_72350.1	Smp_327810.1
OG0005873	TREG1_105010.1, TREG1_105020.1, TREG1_139870.1	Smp_334110.1
OG0005874	TREG1_137040.1	Smp_029970.1
OG0005875	TREG1_84490.1	Smp_127470.1
OG0005876	TREG1_91480.1	Smp_000420.1, Smp_326530.1
OG0005877	TREG1_37760.1, TREG1_37800.1	Smp_331910.1
OG0005878	TREG1_38180.1	Smp_157570.1, Smp_157570.2
OG0005879	TREG1_42830.1	Smp_125040.1
OG0005892	TREG1_39740.1, TREG1_39750.1	Smp_083680.1
OG0005894	TREG1_20560.1, TREG1_20550.1	Smp_244560.1
OG0005895	TREG1_132590.1	Smp_080870.1
OG0005896	TREG1_56850.1	Smp_172140.1
OG0005897	TREG1_132980.1	Smp_242890.1
OG0005898	TREG1_42990.1	Smp_124980.1
OG0005899	TREG1_132460.1	Smp_010820.1
OG0005900	TREG1_25050.1	Smp_161820.1
OG0005901	TREG1_87330.1	Smp_194700.1
OG0005902	TREG1_19500.1	Smp_322640.1
OG0005903	TREG1_19070.1	Smp_245260.1
OG0005904	TREG1_32820.1, TREG1_32820.2, TREG1_32820.3	Smp_130910.1
OG0005905	TREG1_91910.1, TREG1_91900.1	Smp_083880.1
OG0005906	TREG1_106710.1, TREG1_106710.2, TREG1_106710.3	Smp_009070.1
OG0005908	TREG1_41340.1	Smp_147980.1
OG0005909	TREG1_17580.1, TREG1_17580.3, TREG1_17580.2	Smp_018170.1
OG0005910	TREG1_105370.3, TREG1_105370.2, TREG1_105370.1	Smp_212750.1
OG0005911	TREG1_136160.1	Smp_082370.1
OG0005912	TREG1_131680.1, TREG1_131680.2	Smp_196160.1
OG0005913	TREG1_124410.1	Smp_051070.1
OG0005914	TREG1_99180.1, TREG1_99180.2, TREG1_99180.3, TREG1_99180.4, TREG1_99180.5, TREG1_99180.6	Smp_337560.1
OG0005915	TREG1_6930.1, TREG1_6930.2	Smp_331790.1
OG0005916	TREG1_123310.1	Smp_161160.1
OG0005917	TREG1_87830.1	Smp_123470.1
OG0005919	TREG1_21580.1	Smp_346620.1
OG0005920	TREG1_19160.1	Smp_345900.1
OG0005921	TREG1_94440.1	Smp_000740.1
OG0005922	TREG1_24270.1, TREG1_24270.2	Smp_162920.1
OG0005923	TREG1_46460.1	Smp_019920.1
OG0005924	TREG1_8250.1	Smp_244340.1, Smp_244340.2
OG0005925	TREG1_96350.1	Smp_066480.1
OG0005926	TREG1_82080.1	Smp_145930.1
OG0005927	TREG1_38590.1, TREG1_38560.1	Smp_105340.1
OG0005928	TREG1_90400.1	Smp_177040.1
OG0005929	TREG1_88170.1, TREG1_88190.1	Smp_074940.1
OG0005930	TREG1_97360.1, TREG1_97350.1	Smp_167140.1
OG0005931	TREG1_105660.1	Smp_052060.1
OG0005932	TREG1_11440.1, TREG1_11440.2	Smp_212240.1
OG0005934	TREG1_16090.1	Smp_032500.1
OG0005935	TREG1_36610.1	Smp_033990.1
OG0005936	TREG1_84930.1, TREG1_84930.2, TREG1_84930.3	Smp_162520.1
OG0005937	TREG1_139160.1, TREG1_140280.1, TREG1_140280.2	Smp_156170.1
OG0005938	TREG1_105790.1	Smp_149960.1
OG0005939	TREG1_84540.1, TREG1_84610.1	Smp_331890.1
OG0005940	TREG1_60260.1	Smp_076860.1
OG0005941	TREG1_136370.1	Smp_318260.1, Smp_318260.2, Smp_318260.3
OG0005942	TREG1_112950.1	Smp_146290.1
OG0005943	TREG1_25810.1	Smp_153690.1
OG0005944	TREG1_79710.1	Smp_308140.1, Smp_308145.1
OG0005945	TREG1_19180.1	Smp_348730.1, Smp_086330.2, Smp_086330.1
OG0005946	TREG1_23600.1, TREG1_23600.2	Smp_163840.1
OG0005947	TREG1_128260.1, TREG1_13790.2, TREG1_13790.1	Smp_076230.1
OG0005948	TREG1_36740.1	Smp_213790.1
OG0005949	TREG1_18810.1, TREG1_18810.2	Smp_242440.1
OG0005950	TREG1_71050.1, TREG1_71050.2	Smp_337470.1
OG0005951	TREG1_25090.1, TREG1_25090.2	Smp_096410.1
OG0005952	TREG1_118670.1	Smp_340920.1
OG0005953	TREG1_90820.1	Smp_213440.1
OG0005954	TREG1_21660.1	Smp_335770.1
OG0005955	TREG1_124870.1, TREG1_124870.2	Smp_059570.1
OG0005956	TREG1_52450.1, TREG1_52440.1	Smp_347800.1
OG0005957	TREG1_38400.1, TREG1_38400.2	Smp_245120.1
OG0005958	TREG1_103210.1	Smp_197860.1
OG0005959	TREG1_45080.1	Smp_006860.1
OG0005960	TREG1_116740.1, TREG1_116740.2	Smp_143700.1
OG0005961	TREG1_82880.1	Smp_326750.1
OG0005962	TREG1_133060.1	Smp_342490.1
OG0005963	TREG1_82970.1	Smp_160610.1
OG0005964	TREG1_50660.1	Smp_300500.1
OG0005965	TREG1_28400.1, TREG1_28400.2	Smp_051260.1
OG0005966	TREG1_121260.1, TREG1_121260.2	Smp_172170.2, Smp_172170.1
OG0005967	TREG1_105610.1, TREG1_105610.2	Smp_052160.1
OG0005968	TREG1_15290.1	Smp_058350.1
OG0005969	TREG1_57580.1, TREG1_57580.2	Smp_302980.1
OG0005970	TREG1_27490.1	Smp_081470.1
OG0005971	TREG1_37480.1	Smp_073680.1
OG0005972	TREG1_72800.1, TREG1_72800.3, TREG1_72800.4, TREG1_72800.2	Smp_047400.1
OG0005973	TREG1_39250.1	Smp_346370.1
OG0005974	TREG1_24130.1, TREG1_24130.2	Smp_346750.1
OG0005975	TREG1_95850.1	Smp_148970.1
OG0005976	TREG1_50530.1	Smp_012810.1
OG0005977	TREG1_66670.1, TREG1_66670.2	Smp_343940.1
OG0005978	TREG1_121810.1	Smp_345340.1
OG0005980	TREG1_73880.1	Smp_170930.1
OG0005981	TREG1_131370.1	Smp_127640.1
OG0005982	TREG1_85660.1	Smp_132540.1
OG0005983	TREG1_66210.1, TREG1_66230.1	Smp_071830.1
OG0005984	TREG1_88070.1	Smp_308820.1
OG0005985	TREG1_37200.1, TREG1_37200.2	Smp_035650.1
OG0005986	TREG1_21720.1	Smp_343930.1, Smp_343930.2
OG0005987	TREG1_21730.1	Smp_146250.1
OG0005988	TREG1_134600.1	Smp_198920.1
OG0005989	TREG1_111840.1	Smp_056900.1
OG0005990	TREG1_73900.1	Smp_333960.1
OG0005991	TREG1_73410.1, TREG1_73420.1	Smp_147570.1
OG0005992	TREG1_67010.1, TREG1_67010.2	Smp_310430.1
OG0005993	TREG1_96230.1, TREG1_96230.2	Smp_042150.1
OG0005994	TREG1_71450.1, TREG1_71450.2	Smp_336010.1
OG0005995	TREG1_136970.1	Smp_140990.1
OG0005996	TREG1_22590.1	Smp_054200.1
OG0005997	TREG1_14260.1	Smp_088390.1
OG0005998	TREG1_64100.1, TREG1_64090.1	Smp_125450.1
OG0005999	TREG1_97810.1	Smp_142790.1
OG0006000	TREG1_18130.1	Smp_244480.1
OG0006001	TREG1_121160.1	Smp_158170.1
OG0006002	TREG1_66530.1	Smp_146570.1
OG0006003	TREG1_52220.1, TREG1_52220.2	Smp_036270.1
OG0006004	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2	Smp_176300.1
OG0006005	TREG1_101910.1, TREG1_101910.2	Smp_334150.1
OG0006006	TREG1_61340.1	Smp_245510.1
OG0006007	TREG1_23430.1, TREG1_23430.2	Smp_051290.1, Smp_051290.2
OG0006008	TREG1_103370.1, TREG1_103370.2	Smp_172640.1
OG0006009	TREG1_113780.1	Smp_043610.2
OG0006010	TREG1_114110.1	Smp_092750.1
OG0006011	TREG1_88820.1	Smp_134800.1
OG0006012	TREG1_89440.1	Smp_246340.1
OG0006013	TREG1_27580.1	Smp_333410.1
OG0006014	TREG1_98610.1	Smp_069170.1
OG0006015	TREG1_103740.1	Smp_042740.1
OG0006016	TREG1_109550.1	Smp_247430.1
OG0006017	TREG1_109540.1, TREG1_109540.2	Smp_149130.1
OG0006018	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2	Smp_149400.1
OG0006019	TREG1_116540.1	Smp_343640.1
OG0006020	TREG1_29820.1	Smp_077280.1
OG0006021	TREG1_105150.1	Smp_059200.1
OG0006022	TREG1_85210.1	Smp_013300.1
OG0006023	TREG1_20230.1, TREG1_20230.2	Smp_341190.1
OG0006024	TREG1_72280.1	Smp_194900.1
OG0006025	TREG1_128460.1, TREG1_14690.1	Smp_244460.1
OG0006026	TREG1_390.1	Smp_056440.1
OG0006027	TREG1_58600.1	Smp_340110.1
OG0006028	TREG1_65240.1, TREG1_65230.1	Smp_046800.1
OG0006029	TREG1_76410.1	Smp_021800.1
OG0006030	TREG1_50740.1	Smp_336360.1
OG0006031	TREG1_21500.1, TREG1_21500.2	Smp_124740.1
OG0006032	TREG1_2030.1	Smp_322970.1
OG0006033	TREG1_33130.1, TREG1_33160.1	Smp_161400.1
OG0006034	TREG1_39610.1, TREG1_39610.2	Smp_161500.1
OG0006035	TREG1_75230.1	Smp_340360.1
OG0006036	TREG1_110320.1	Smp_347540.1, Smp_347540.2
OG0006037	TREG1_110530.9, TREG1_110610.1	Smp_039000.1
OG0006038	TREG1_56470.1	Smp_072720.1
OG0006039	TREG1_68520.1, TREG1_68520.2	Smp_333860.1
OG0006040	TREG1_77880.1	Smp_350090.1
OG0006041	TREG1_48570.1	Smp_326410.1
OG0006042	TREG1_51270.1	Smp_073140.1
OG0006043	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3	Smp_341220.1
OG0006044	TREG1_93710.1	Smp_092490.1
OG0006045	TREG1_44440.1	Smp_201130.2, Smp_201130.1
OG0006046	TREG1_10730.1, TREG1_10740.1	Smp_157070.1
OG0006047	TREG1_54020.1	Smp_173410.1
OG0006048	TREG1_14150.1, TREG1_14150.2	Smp_080530.1
OG0006049	TREG1_45830.1	Smp_210380.1
OG0006050	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3	Smp_074930.1, Smp_074930.2
OG0006051	TREG1_24990.1	Smp_343530.1
OG0006052	TREG1_105740.1	Smp_149980.1
OG0006053	TREG1_92240.1	Smp_000180.1
OG0006054	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2	Smp_243660.1
OG0006055	TREG1_47590.1	Smp_245300.1
OG0006056	TREG1_21160.1	Smp_146810.1
OG0006057	TREG1_51060.1	Smp_129100.1
OG0006058	TREG1_15760.1, TREG1_15760.2	Smp_044950.1
OG0006059	TREG1_105910.1, TREG1_105910.2	Smp_149900.1
OG0006060	TREG1_3020.1	Smp_346920.1
OG0006061	TREG1_116370.1, TREG1_116370.2	Smp_169300.1
OG0006062	TREG1_44050.1	Smp_175680.1, Smp_175680.2
OG0006063	TREG1_36130.1	Smp_139180.1
OG0006064	TREG1_99810.1	Smp_176150.1
OG0006065	TREG1_9200.1, TREG1_9200.2	Smp_157715.1
OG0006066	TREG1_18730.1	Smp_059880.1
OG0006067	TREG1_57600.1, TREG1_57600.2	Smp_051360.1
OG0006068	TREG1_56500.1	Smp_072210.1
OG0006069	TREG1_51540.1, TREG1_51540.2	Smp_319660.1, Smp_144720.1
OG0006070	TREG1_89500.1	Smp_138350.1
OG0006071	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2	Smp_175230.1
OG0006072	TREG1_112280.1, TREG1_112270.1	Smp_146710.1
OG0006073	TREG1_70310.1	Smp_048930.1
OG0006074	TREG1_129310.1	Smp_147050.1
OG0006075	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4	Smp_073690.1
OG0006076	TREG1_68530.1	Smp_023230.1
OG0006077	TREG1_38140.1	Smp_157620.1
OG0006078	TREG1_54460.1	Smp_004060.1
OG0006079	TREG1_68840.1	Smp_337240.1
OG0006080	TREG1_47780.1	Smp_152850.1
OG0006081	TREG1_9910.1, TREG1_9910.2	Smp_043940.1
OG0006082	TREG1_36950.1	Smp_196370.1, Smp_196370.2
OG0006083	TREG1_117530.1, TREG1_117530.2	Smp_064400.1
OG0006084	TREG1_32090.3, TREG1_32090.2, TREG1_32090.1	Smp_336800.1
OG0006085	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4	Smp_149330.1
OG0006086	TREG1_60350.1	Smp_098850.1
OG0006087	TREG1_57970.1, TREG1_57970.2	Smp_213880.1
OG0006088	TREG1_95550.1, TREG1_95560.1	Smp_050250.1
OG0006089	TREG1_20540.1	Smp_155360.1
OG0006090	TREG1_129090.1	Smp_131360.1
OG0006091	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2	Smp_053820.1
OG0006092	TREG1_24480.1, TREG1_24480.2	Smp_076600.1
OG0006093	TREG1_77120.1	Smp_159180.1
OG0006094	TREG1_70580.1	Smp_173000.1
OG0006095	TREG1_84150.2, TREG1_143790.1, TREG1_84130.1, TREG1_84150.1	Smp_102510.1
OG0006096	TREG1_21400.1, TREG1_21400.2	Smp_161140.1
OG0006097	TREG1_106870.1	Smp_096750.1, Smp_329590.1
OG0006098	TREG1_35820.1	Smp_342000.1
OG0006100	TREG1_19850.1	Smp_323890.1
OG0006101	TREG1_43140.2, TREG1_43140.1	Smp_083740.1
OG0006102	TREG1_102350.1	Smp_041890.1
OG0006103	TREG1_34340.1	Smp_142560.1
OG0006104	TREG1_89580.1	Smp_030220.1
OG0006105	TREG1_113160.1	Smp_331660.1, Smp_178810.1
OG0006106	TREG1_80930.1	Smp_052890.1
OG0006107	TREG1_97230.1	Smp_066960.1
OG0006108	TREG1_110210.1	Smp_156850.2, Smp_308910.1, Smp_156850.1
OG0006109	TREG1_101810.1, TREG1_101810.2	Smp_053120.1
OG0006110	TREG1_122550.1	Smp_172460.1
OG0006111	TREG1_10130.1	Smp_038330.1
OG0006112	TREG1_121150.1, TREG1_121150.2	Smp_158180.1
OG0006113	TREG1_4920.1, TREG1_4920.2	Smp_134230.2, Smp_134230.1
OG0006115	TREG1_34050.1, TREG1_34050.2	Smp_347730.1
OG0006116	TREG1_67110.1	Smp_124590.1
OG0006117	TREG1_73970.1	Smp_346270.1
OG0006118	TREG1_77420.1	Smp_032580.1
OG0006119	TREG1_76950.1	Smp_102480.1
OG0006120	TREG1_55830.1	Smp_040280.1
OG0006121	TREG1_115370.1, TREG1_115370.2, TREG1_115370.3	Smp_173650.1
OG0006122	TREG1_46600.1	Smp_140900.1
OG0006123	TREG1_86980.1, TREG1_86980.2	Smp_341140.1
OG0006124	TREG1_88030.1, TREG1_88040.1	Smp_002740.1
OG0006125	TREG1_102780.3, TREG1_102780.1, TREG1_102780.2	Smp_336740.1
OG0006126	TREG1_85140.1	Smp_013370.1
OG0006127	TREG1_42730.1	Smp_149710.1
OG0006128	TREG1_140480.1, TREG1_52920.1	Smp_008120.1
OG0006129	TREG1_14820.1	Smp_058470.1
OG0006130	TREG1_37180.1, TREG1_37180.3, TREG1_37180.2	Smp_141330.1
OG0006131	TREG1_86460.1	Smp_127500.1, Smp_127500.2
OG0006132	TREG1_64600.1	Smp_311170.1
OG0006133	TREG1_93990.2, TREG1_93990.1, TREG1_93990.4, TREG1_93990.3	Smp_001120.1
OG0006134	TREG1_27610.1	Smp_155060.1
OG0006135	TREG1_10060.1, TREG1_10060.2	Smp_142930.1
OG0006136	TREG1_101840.1, TREG1_101840.2	Smp_160180.1
OG0006137	TREG1_119330.1, TREG1_119320.1, TREG1_141060.1	Smp_307080.1
OG0006138	TREG1_3360.4, TREG1_3360.9, TREG1_3360.5, TREG1_3360.8, TREG1_3360.6, TREG1_3360.7	Smp_322650.1
OG0006139	TREG1_16570.1	Smp_064950.1
OG0006140	TREG1_107830.1	Smp_027500.1, Smp_027500.2
OG0006141	TREG1_52970.1	Smp_129060.1
OG0006143	TREG1_27340.1	Smp_096270.1
OG0006144	TREG1_83710.1	Smp_018530.1
OG0006145	TREG1_41540.1	Smp_054810.1
OG0006146	TREG1_137060.3, TREG1_137060.4, TREG1_137060.1, TREG1_137060.2	Smp_042080.1
OG0006147	TREG1_124140.1	Smp_046500.1, Smp_046500.2
OG0006148	TREG1_94220.1, TREG1_94060.6, TREG1_94210.1, TREG1_94060.5	Smp_001020.1
OG0006149	TREG1_26300.1, TREG1_26300.2	Smp_311580.1, Smp_322580.1, Smp_346050.1, Smp_315990.1
OG0006150	TREG1_58470.1	Smp_125780.1
OG0006151	TREG1_5940.1, TREG1_40370.1, TREG1_540.1	Smp_196690.1
OG0006152	TREG1_126100.1	Smp_050920.1
OG0006153	TREG1_85290.1	Smp_343190.1
OG0006154	TREG1_124570.1, TREG1_121990.1	Smp_074150.1
OG0006155	TREG1_22460.1	Smp_039740.1
OG0006156	TREG1_104030.1	Smp_070020.1
OG0006157	TREG1_35950.1	Smp_345290.1, Smp_163030.1
OG0006158	TREG1_25300.1	Smp_163720.1
OG0006159	TREG1_32770.1	Smp_154980.1
OG0006160	TREG1_17270.1, TREG1_17270.3, TREG1_17270.2	Smp_060270.1
OG0006161	TREG1_112700.1	Smp_103380.1
OG0006162	TREG1_22570.1, TREG1_22570.2, TREG1_22580.1	Smp_335750.1
OG0006163	TREG1_4770.1	Smp_064640.1
OG0006164	TREG1_14220.1	Smp_148160.1
OG0006165	TREG1_94910.1	Smp_079010.1
OG0006166	TREG1_143480.1, TREG1_143480.2	Smp_004680.1
OG0006167	TREG1_113710.1	Smp_101450.1, Smp_330330.1
OG0006168	TREG1_120870.1	Smp_005290.1
OG0006170	TREG1_30050.1	Smp_146900.1
OG0006171	TREG1_950.1	Smp_134160.1
OG0006172	TREG1_40560.1, TREG1_40560.2	Smp_211150.1
OG0006173	TREG1_33580.1	Smp_016990.1
OG0006174	TREG1_21840.1	Smp_054230.1
OG0006175	TREG1_121030.1	Smp_158640.1
OG0006176	TREG1_127140.1, TREG1_129750.1, TREG1_129670.3, TREG1_129670.1, TREG1_129670.2, TREG1_129680.1, TREG1_129680.2, TREG1_129760.1, TREG1_129770.1, TREG1_129780.1	Smp_123540.1
OG0006177	TREG1_120290.1	Smp_091730.1
OG0006178	TREG1_120180.1, TREG1_140820.1	Smp_002010.1
OG0006179	TREG1_62990.1	Smp_017290.1
OG0006180	TREG1_64480.1	Smp_059750.1
OG0006181	TREG1_109570.2, TREG1_109570.3, TREG1_109570.1	Smp_149110.1
OG0006182	TREG1_47560.1	Smp_126670.1
OG0006183	TREG1_47790.1	Smp_057230.1
OG0006184	TREG1_54990.1, TREG1_55020.1	Smp_213970.1
OG0006185	TREG1_63930.1	Smp_343910.2
OG0006186	TREG1_131780.1	Smp_198360.1
OG0006187	TREG1_42520.1, TREG1_42520.2	Smp_152090.1
OG0006188	TREG1_42580.1, TREG1_42580.2, TREG1_42580.3, TREG1_42580.4	Smp_056080.1
OG0006189	TREG1_135680.1, TREG1_135680.2	Smp_125200.1
OG0006190	TREG1_135560.1, TREG1_135560.2	Smp_345960.1
OG0006191	TREG1_136500.1	Smp_166020.1
OG0006192	TREG1_123680.1	Smp_344800.1
OG0006193	TREG1_127130.1, TREG1_129650.1, TREG1_129660.1, TREG1_129690.1, TREG1_129700.1	Smp_123550.1
OG0006195	TREG1_100720.1	Smp_312720.1
OG0006197	TREG1_89360.2, TREG1_89360.1, TREG1_89360.3, TREG1_89360.5, TREG1_89360.4	Smp_138320.1
OG0006198	TREG1_51460.1, TREG1_51510.1	Smp_319650.1
OG0006199	TREG1_36310.1, TREG1_36310.3, TREG1_36310.2	Smp_085840.1
OG0006200	TREG1_35480.1, TREG1_35470.1, TREG1_35430.1, TREG1_35460.1, TREG1_35440.1, TREG1_35450.1	Smp_003300.1
OG0006201	TREG1_59880.1, TREG1_59880.2	Smp_130950.1
OG0006202	TREG1_60970.4, TREG1_60970.1, TREG1_60970.5, TREG1_60970.2, TREG1_60970.3, TREG1_60970.6	Smp_176650.1
OG0006203	TREG1_39550.1	Smp_347510.1
OG0006204	TREG1_51020.1	Smp_146470.1
OG0006205	TREG1_19380.1, TREG1_19380.2	Smp_306610.1, Smp_350490.1
OG0006206	TREG1_28500.1, TREG1_28500.2, TREG1_28500.4, TREG1_28500.5, TREG1_28500.3	Smp_132120.1
OG0006207	TREG1_16180.1	Smp_073400.1
OG0006208	TREG1_2970.1	Smp_057860.1
OG0006209	TREG1_8150.1, TREG1_8130.1	Smp_344550.1
OG0006210	TREG1_7410.1	Smp_304880.1
OG0006211	TREG1_43060.1	Smp_165050.2, Smp_165050.1
OG0006213	TREG1_91300.1	Smp_077890.1, Smp_077890.2, Smp_112450.1
OG0006214	TREG1_93010.1	Smp_177100.1
OG0006214	TREG1_93020.1	Smp_346960.1
OG0006215	TREG1_113610.1	Smp_330520.1, Smp_330540.1, Smp_332140.1
OG0006225	TREG1_89800.1	Smp_030250.1
OG0006226	TREG1_2020.1	Smp_068220.1
OG0006227	TREG1_26810.1	Smp_147420.1
OG0006228	TREG1_38790.1	Smp_186930.1
OG0006230	TREG1_130350.1, TREG1_130350.2	Smp_315720.1
OG0006231	TREG1_57030.1, TREG1_57040.1, TREG1_57010.1	Smp_247210.1
OG0006233	TREG1_39280.1	Smp_097210.1
OG0006234	TREG1_14560.1	Smp_267080.1
OG0006235	TREG1_31640.1	Smp_213730.1
OG0006236	TREG1_93660.1	Smp_196810.1
OG0006237	TREG1_34730.1	Smp_049680.1
OG0006238	TREG1_46830.1	Smp_072970.1
OG0006239	TREG1_100460.1	Smp_247570.1
