Orthogroup	schistosoma_japonicum	schistosoma_haematobium
OG0004993	EWB00_004905.1, EWB00_004905.2	SHAE2_46930.1
OG0004994	EWB00_010758	SHAE2_51170.1
OG0004995	EWB00_007467.1, EWB00_007467.3, EWB00_007467.2, EWB00_007467.4	SHAE2_43120.1
OG0004996	EWB00_010502	SHAE2_69630.1, SHAE2_69630.2
OG0004997	EWB00_006731	SHAE2_91020.1
OG0004998	EWB00_009087	SHAE2_5330.1
OG0004999	EWB00_009317	SHAE2_95830.1
OG0005001	EWB00_002623	SHAE2_89110.1
OG0005002	EWB00_009017	SHAE2_4620.1, SHAE2_4620.2
OG0005003	EWB00_008034.1, EWB00_008034.2	SHAE2_28660.2, SHAE2_28660.1, SHAE2_28660.3
OG0005004	EWB00_011149	SHAE2_65650.1
OG0005005	EWB00_004380	SHAE2_41360.1
OG0005006	EWB00_007738	SHAE2_66500.1, SHAE2_66500.2
OG0005007	EWB00_004605, EWB00_004602	SHAE2_42720.1
OG0005008	EWB00_008992	SHAE2_93450.1
OG0005009	EWB00_007866	SHAE2_37150.1
OG0005010	EWB00_007929.1, EWB00_007929.2	SHAE2_31450.1
OG0005011	EWB00_003268.3, EWB00_003268.1, EWB00_003268.4, EWB00_003268.2	SHAE2_30610.1
OG0005012	EWB00_001086.1, EWB00_001086.2	SHAE2_26750.1
OG0005013	EWB00_004364.1, EWB00_004364.2	SHAE2_39840.1
OG0005014	EWB00_003781	SHAE2_86560.1, SHAE2_86560.2
OG0005015	EWB00_004307.4, EWB00_004307.1, EWB00_004307.3, EWB00_004307.2	SHAE2_39220.2, SHAE2_39220.1, SHAE2_39220.3
OG0005016	EWB00_005197, EWB00_005198	SHAE2_62400.2, SHAE2_62400.3, SHAE2_62400.1
OG0005017	EWB00_004777.2, EWB00_004777.1	SHAE2_100180.2, SHAE2_100180.1
OG0005018	EWB00_001127.1, EWB00_001127.2	SHAE2_27060.1
OG0005020	EWB00_009702.1, EWB00_009702.3, EWB00_009702.2	SHAE2_47880.1
OG0005022	EWB00_005239, EWB00_005238	SHAE2_27310.1
OG0005023	EWB00_003014.1, EWB00_003014.2, EWB00_003014.3, EWB00_003014.4, EWB00_003014.6, EWB00_003014.5	SHAE2_91460.1, SHAE2_91460.2
OG0005024	EWB00_004172.1, EWB00_004172.2, EWB00_004172.3, EWB00_004172.4	SHAE2_16620.1
OG0005025	EWB00_004693, EWB00_003813	SHAE2_14940.1
OG0005026	EWB00_007104, EWB00_007105	SHAE2_67560.1
OG0005027	EWB00_002589.2, EWB00_002589.1	SHAE2_33750.1, SHAE2_33750.2
OG0005028	EWB00_001964	SHAE2_94340.1
OG0005029	EWB00_009012.2, EWB00_009012.3, EWB00_009012.4, EWB00_009012.5, EWB00_009012.6, EWB00_009012.1	SHAE2_90960.1
OG0005030	EWB00_006992	SHAE2_26610.1
OG0005031	EWB00_003315.1, EWB00_003315.2	SHAE2_30710.1
OG0005032	EWB00_006985	SHAE2_26540.1
OG0005033	EWB00_005487.3, EWB00_005487.2, EWB00_005487.1	SHAE2_20950.1
OG0005034	EWB00_008666	SHAE2_10440.1
OG0005035	EWB00_005189.1	SHAE2_62340.1
OG0005036	EWB00_000230.2, EWB00_000230.1, EWB00_000233	SHAE2_64630.1
OG0005038	EWB00_006794.1, EWB00_006794.2	SHAE2_55670.1
OG0005039	EWB00_010515.1, EWB00_010515.2	SHAE2_62670.3, SHAE2_62670.2, SHAE2_62670.1, SHAE2_62670.4
OG0005040	EWB00_002163.1, EWB00_002163.2, EWB00_002163.3	SHAE2_57780.1
OG0005042	EWB00_005949	SHAE2_34880.1, SHAE2_34880.2
OG0005043	EWB00_008862	SHAE2_67690.1
OG0005044	EWB00_001342, EWB00_001341	SHAE2_90450.1
OG0005045	EWB00_004596.1, EWB00_004596.2	SHAE2_42670.1
OG0005046	EWB00_005138	SHAE2_60290.1
OG0005047	EWB00_003743	SHAE2_101960.2, SHAE2_101960.1, SHAE2_101960.4, SHAE2_101960.3
OG0005048	EWB00_003602	SHAE2_370.1
OG0005049	EWB00_003011.1, EWB00_003011.2, EWB00_003011.3, EWB00_003011.4, EWB00_003011.5	SHAE2_91400.1
OG0005050	EWB00_009396.1	SHAE2_16140.1
OG0005051	EWB00_009460.1, EWB00_009460.2, EWB00_009460.3	SHAE2_11080.1, SHAE2_11080.2
OG0005052	EWB00_001884	SHAE2_95480.1
OG0005053	EWB00_006829	SHAE2_38150.1
OG0005054	EWB00_008975.1, EWB00_008975.2	SHAE2_98590.1
OG0005055	EWB00_005630	SHAE2_2300.1
OG0005056	EWB00_003289, EWB00_010856	SHAE2_30970.1
OG0005057	EWB00_004725	SHAE2_44470.1
OG0005058	EWB00_010644.1, EWB00_010644.2	SHAE2_55770.1
OG0005059	EWB00_010283.1, EWB00_010283.2, EWB00_010283.3	SHAE2_17860.3, SHAE2_17860.4, SHAE2_17860.1, SHAE2_17860.2
OG0005060	EWB00_003405	SHAE2_34530.1
OG0005061	EWB00_009161	SHAE2_97650.1
OG0005062	EWB00_002875	SHAE2_32800.1
OG0005063	EWB00_001811.2, EWB00_001811.1, EWB00_001811.3	SHAE2_46090.1, SHAE2_46090.2, SHAE2_46090.3
OG0005064	EWB00_000136.1, EWB00_000136.2	SHAE2_85980.1, SHAE2_85980.2
OG0005065	EWB00_005741	SHAE2_13990.1, SHAE2_13990.2, SHAE2_13990.3
OG0005066	EWB00_004557	SHAE2_82180.1
OG0005067	EWB00_004293	SHAE2_39090.1
OG0005068	EWB00_008681	SHAE2_75630.1
OG0005069	EWB00_006032	SHAE2_32090.3, SHAE2_32090.1, SHAE2_32090.2
OG0005071	EWB00_005235	SHAE2_27320.1
OG0005072	EWB00_006002.1, EWB00_006002.2	SHAE2_32370.3, SHAE2_32370.1, SHAE2_32370.2
OG0005073	EWB00_007322	SHAE2_3680.1, SHAE2_3680.2
OG0005074	EWB00_003075.1, EWB00_003075.2	SHAE2_10660.1, SHAE2_10660.3, SHAE2_10660.2
OG0005075	EWB00_004438	SHAE2_53530.1
OG0005076	EWB00_002920.3, EWB00_002920.4, EWB00_002920.1, EWB00_002920.2	SHAE2_103380.1, SHAE2_103380.2
OG0005078	EWB00_006101	SHAE2_75510.1
OG0005079	EWB00_001309	SHAE2_40410.1
OG0005080	EWB00_009512	SHAE2_10120.1, SHAE2_10110.1
OG0005081	EWB00_010538	SHAE2_10150.1
OG0005082	EWB00_001720.1, EWB00_001720.2	SHAE2_36520.1
OG0005083	EWB00_006393.1, EWB00_006393.2, EWB00_006393.3	SHAE2_45710.1
OG0005084	EWB00_005842	SHAE2_100790.2, SHAE2_100790.1
OG0005085	EWB00_000696	SHAE2_14030.1
OG0005086	EWB00_008557.1, EWB00_008557.2	SHAE2_73300.1
OG0005087	EWB00_010933.1, EWB00_010933.2	SHAE2_78370.1
OG0005088	EWB00_007780	SHAE2_7670.1, SHAE2_7670.2, SHAE2_7670.4, SHAE2_7670.3
OG0005089	EWB00_001365.3, EWB00_001365.1, EWB00_001365.2	SHAE2_79620.1, SHAE2_79620.2
OG0005090	EWB00_002229	SHAE2_69190.1, SHAE2_69190.2
OG0005091	EWB00_010010	SHAE2_14720.1, SHAE2_14720.2
OG0005092	EWB00_004214	SHAE2_27410.1
OG0005093	EWB00_003137	SHAE2_41110.1
OG0005094	EWB00_011050	SHAE2_80430.4, SHAE2_80430.1, SHAE2_80430.2, SHAE2_80430.3
OG0005095	EWB00_009037.1, EWB00_009037.2, EWB00_009037.3	SHAE2_4490.1
OG0005097	EWB00_000556.1, EWB00_000556.2	SHAE2_99980.1
OG0005098	EWB00_003792.1, EWB00_003792.2	SHAE2_58800.1
OG0005099	EWB00_006726.1, EWB00_006726.2	SHAE2_96710.1, SHAE2_96710.2
OG0005100	EWB00_004961	SHAE2_97380.1
OG0005101	EWB00_007228.1, EWB00_007228.2	SHAE2_54610.1, SHAE2_54610.2
OG0005102	EWB00_011313	SHAE2_64780.3, SHAE2_64780.1, SHAE2_64780.2
OG0005103	EWB00_001397	SHAE2_79300.1, SHAE2_79300.2
OG0005104	EWB00_004034	SHAE2_49520.1
OG0005105	EWB00_010951	SHAE2_80530.3, SHAE2_80530.1, SHAE2_80530.2
OG0005106	EWB00_006813	SHAE2_55510.1
OG0005107	EWB00_007439	SHAE2_33250.1
OG0005108	EWB00_009606	SHAE2_90180.1
OG0005109	EWB00_008780	SHAE2_87190.1, SHAE2_87190.2
OG0005110	EWB00_008483.1, EWB00_008483.2, EWB00_008483.3	SHAE2_21550.1
OG0005111	EWB00_006482.1, EWB00_006482.2, EWB00_006482.3, EWB00_006482.4, EWB00_006482.5	SHAE2_57040.1
OG0005112	EWB00_008013	SHAE2_1430.1
OG0005113	EWB00_002732.1, EWB00_002732.2, EWB00_002732.3	SHAE2_75700.1, SHAE2_75700.3, SHAE2_75700.2
OG0005114	EWB00_003090.1, EWB00_003090.2	SHAE2_10490.1
OG0005115	EWB00_011089.3, EWB00_011089.1, EWB00_011089.2	SHAE2_65180.2, SHAE2_65180.1
OG0005116	EWB00_009499.1, EWB00_009499.2	SHAE2_46370.1
OG0005117	EWB00_010223	SHAE2_1090.1
OG0005118	EWB00_009215	SHAE2_96960.1
OG0005119	EWB00_006258.1, EWB00_006258.2	SHAE2_72420.1, SHAE2_72410.1
OG0005120	EWB00_009605.1, EWB00_009605.2, EWB00_009605.3	SHAE2_90190.1
OG0005121	EWB00_004981.1, EWB00_004981.2	SHAE2_77050.1
OG0005122	EWB00_004959	SHAE2_97920.2, SHAE2_97920.1
OG0005123	EWB00_008935	SHAE2_72880.1, SHAE2_72880.2
OG0005124	EWB00_010254	SHAE2_1600.1
OG0005125	EWB00_003843	SHAE2_2030.1, SHAE2_2030.2
OG0005126	EWB00_000491.2, EWB00_000491.1	SHAE2_63200.2, SHAE2_63200.1
OG0005127	EWB00_002930.1, EWB00_002930.3, EWB00_002930.2, EWB00_002930.4, EWB00_002930.5	SHAE2_36230.1, SHAE2_36230.2
OG0005128	EWB00_005177	SHAE2_62200.1
OG0005130	EWB00_002410, EWB00_002411	SHAE2_24050.1
OG0005131	EWB00_010735.1, EWB00_010735.3, EWB00_010735.2, EWB00_010735.4, EWB00_010735.5	SHAE2_51350.1
OG0005132	EWB00_000077	SHAE2_19190.1
OG0005133	EWB00_000766.4, EWB00_000766.2, EWB00_000766.5, EWB00_000766.1, EWB00_000766.3	SHAE2_58080.1
OG0005134	EWB00_010607.2, EWB00_010607.1, EWB00_010607.3	SHAE2_54190.1, SHAE2_54190.2
OG0005135	EWB00_006368.1, EWB00_006368.3, EWB00_006368.4, EWB00_006368.5, EWB00_006368.2	SHAE2_45920.1
OG0005136	EWB00_003888.1, EWB00_003888.2	SHAE2_81390.1
OG0005137	EWB00_003499	SHAE2_84680.1
OG0005138	EWB00_006551	SHAE2_19900.1
OG0005139	EWB00_005955	SHAE2_34910.1
OG0005140	EWB00_000262	SHAE2_27740.1
OG0005141	EWB00_001423	SHAE2_100290.1, SHAE2_100290.2
OG0005142	EWB00_008750	SHAE2_52410.1, SHAE2_52410.2, SHAE2_52410.4, SHAE2_52410.3
OG0005143	EWB00_001716	SHAE2_36480.1
OG0005144	EWB00_011056	SHAE2_78520.1
OG0005145	EWB00_000864	SHAE2_5260.1, SHAE2_5260.2
OG0005146	EWB00_008496.1, EWB00_008496.2, EWB00_008496.3	SHAE2_21570.1
OG0005147	EWB00_010611	SHAE2_54240.1, SHAE2_54230.1, SHAE2_54230.2
OG0005148	EWB00_008120	SHAE2_57390.1, SHAE2_57390.2
OG0005149	EWB00_009674	SHAE2_103470.1
OG0005150	EWB00_007846.2, EWB00_007846.6, EWB00_007846.3, EWB00_007846.4, EWB00_007846.1, EWB00_007846.5	SHAE2_34420.1
OG0005151	EWB00_004404	SHAE2_86340.1, SHAE2_86340.2
OG0005152	EWB00_009504	SHAE2_8430.1
OG0005153	EWB00_004467.2, EWB00_004467.1, EWB00_004467.3	SHAE2_93810.1
OG0005154	EWB00_008373	SHAE2_59360.2, SHAE2_59360.1, SHAE2_59360.3
OG0005155	EWB00_010824	SHAE2_6370.3, SHAE2_6370.1, SHAE2_6370.2, SHAE2_6370.4
OG0005156	EWB00_002768	SHAE2_76320.1
OG0005157	EWB00_010219	SHAE2_140.1, SHAE2_140.2
OG0005158	EWB00_005281, EWB00_005282	SHAE2_91880.1, SHAE2_91880.2
OG0005159	EWB00_008257.1, EWB00_008257.2	SHAE2_46320.1
OG0005160	EWB00_003222	SHAE2_45140.1, SHAE2_45140.2
OG0005161	EWB00_006043.1, EWB00_006043.2	SHAE2_31700.1
OG0005162	EWB00_003820.1, EWB00_003820.2, EWB00_003817, EWB00_005332	SHAE2_7180.1
OG0005163	EWB00_004570.3, EWB00_004570.1, EWB00_004570.2	SHAE2_82290.1, SHAE2_82290.2
OG0005164	EWB00_007055.1, EWB00_007055.2	SHAE2_26280.1
OG0005165	EWB00_008432.1, EWB00_008432.2	SHAE2_98470.1
OG0005166	EWB00_001150, EWB00_010701	SHAE2_51690.1
OG0005167	EWB00_003473	SHAE2_84910.1
OG0005168	EWB00_008745.1, EWB00_008745.2	SHAE2_52350.1, SHAE2_52360.1
OG0005170	EWB00_001568	SHAE2_46600.1
OG0005172	EWB00_007762	SHAE2_54990.1
OG0005174	EWB00_005295	SHAE2_91670.2, SHAE2_91670.3, SHAE2_91670.1
OG0005175	EWB00_009984.1, EWB00_009984.2	SHAE2_101320.1
OG0005176	EWB00_010164.1, EWB00_010164.2, EWB00_010164.3, EWB00_010164.4, EWB00_010164.5, EWB00_010164.6, EWB00_010164.7, EWB00_010164.8	SHAE2_46260.1
OG0005177	EWB00_007384	SHAE2_82490.1
OG0005178	EWB00_003969.1, EWB00_003969.2	SHAE2_70930.1
OG0005179	EWB00_001670	SHAE2_88690.1
OG0005180	EWB00_006124.3, EWB00_006124.1, EWB00_006124.2	SHAE2_22140.1
OG0005181	EWB00_001491	SHAE2_86770.1, SHAE2_86770.2
OG0005182	EWB00_004076.1, EWB00_004076.2	SHAE2_49470.1
OG0005183	EWB00_005179.1, EWB00_005179.2	SHAE2_62290.1
OG0005184	EWB00_007967	SHAE2_64170.1, SHAE2_64170.2
OG0005185	EWB00_007368.1, EWB00_007368.2	SHAE2_75960.1
OG0005186	EWB00_008879	SHAE2_68140.3, SHAE2_68140.1, SHAE2_68140.2
OG0005187	EWB00_005691.1, EWB00_005691.2	SHAE2_1390.1
OG0005188	EWB00_008063, EWB00_008062	SHAE2_92060.1, SHAE2_92060.3, SHAE2_92060.2
OG0005189	EWB00_000635.1, EWB00_000635.2	SHAE2_31240.1
OG0005190	EWB00_010934	SHAE2_78380.1
OG0005191	EWB00_002271.3, EWB00_002271.4, EWB00_002271.1, EWB00_002271.2	SHAE2_83900.4, SHAE2_83900.1, SHAE2_83900.2, SHAE2_83900.3
OG0005192	EWB00_001410.1, EWB00_001410.2	SHAE2_81850.1
OG0005193	EWB00_003776.3, EWB00_003776.4, EWB00_003776.5, EWB00_003776.1, EWB00_003776.2	SHAE2_86460.1
OG0005194	EWB00_007388	SHAE2_82530.1
OG0005195	EWB00_004311.3	SHAE2_39260.1
OG0005196	EWB00_003463.1, EWB00_003463.2, EWB00_003463.3	SHAE2_61980.1
OG0005197	EWB00_009350	SHAE2_16240.1
OG0005198	EWB00_002546	SHAE2_49960.1, SHAE2_49960.2
OG0005199	EWB00_008064.1, EWB00_008064.2	SHAE2_92050.1
OG0005200	EWB00_004410.1, EWB00_004410.2	SHAE2_53750.1
OG0005201	EWB00_008786	SHAE2_87150.1, SHAE2_87150.2, SHAE2_87150.3
OG0005202	EWB00_005228.1, EWB00_005228.2, EWB00_005228.3, EWB00_005228.4	SHAE2_27370.1
OG0005203	EWB00_007817, EWB00_002830, EWB00_007819	SHAE2_43530.1, SHAE2_43530.2
OG0005204	EWB00_003122	SHAE2_18390.1
OG0005205	EWB00_009073	SHAE2_4270.1
OG0005206	EWB00_006804.1, EWB00_006804.2	SHAE2_55580.3, SHAE2_55580.1, SHAE2_55580.2
OG0005207	EWB00_008296	SHAE2_86980.1
OG0005208	EWB00_000753	SHAE2_58000.1, SHAE2_58000.2
OG0005210	EWB00_006530	SHAE2_19730.1
OG0005211	EWB00_002173.1, EWB00_002173.2	SHAE2_57840.1
OG0005212	EWB00_009094	SHAE2_10330.1
OG0005213	EWB00_009139.1, EWB00_009139.2	SHAE2_87900.1
OG0005214	EWB00_005226.3, EWB00_005226.1, EWB00_005226.2	SHAE2_7270.1
OG0005215	EWB00_001378.1, EWB00_001378.2, EWB00_001378.3	SHAE2_79470.1
OG0005217	EWB00_007268, EWB00_007269	SHAE2_81200.1, SHAE2_81200.2
OG0005218	EWB00_001070.1, EWB00_001070.3, EWB00_001070.2	SHAE2_94000.1
OG0005219	EWB00_003078.1, EWB00_003078.2	SHAE2_10630.1, SHAE2_10630.2
OG0005220	EWB00_000862, EWB00_000860	SHAE2_5220.1
OG0005221	EWB00_006206.3, EWB00_006206.5, EWB00_006206.1, EWB00_006206.4, EWB00_006206.2	SHAE2_42020.1
OG0005222	EWB00_010200.1, EWB00_010200.2	SHAE2_310.1
OG0005223	EWB00_008342, EWB00_008343	SHAE2_76750.1
OG0005224	EWB00_006257.3, EWB00_006257.1, EWB00_006257.2	SHAE2_72430.1
OG0005225	EWB00_009152, EWB00_009153	SHAE2_31580.1
OG0005226	EWB00_004211.3, EWB00_004211.2, EWB00_004211.4, EWB00_004211.1	SHAE2_27380.1
OG0005227	EWB00_004681	SHAE2_8010.1
OG0005228	EWB00_006259	SHAE2_72400.1
OG0005229	EWB00_005665	SHAE2_1200.1
OG0005230	EWB00_010768	SHAE2_51090.2, SHAE2_51090.1
OG0005231	EWB00_000028	SHAE2_46780.1, SHAE2_46780.2
OG0005232	EWB00_005435	SHAE2_20410.1
OG0005233	EWB00_008516.1, EWB00_008516.3, EWB00_008516.2	SHAE2_22090.1
OG0005234	EWB00_002362.1, EWB00_002362.2	SHAE2_17220.1, SHAE2_17220.2
OG0005235	EWB00_003504	SHAE2_23770.1, SHAE2_23780.1
OG0005236	EWB00_003049.1, EWB00_003049.2	SHAE2_93730.1, SHAE2_93730.2
OG0005237	EWB00_004489.1, EWB00_004489.2, EWB00_004489.3	SHAE2_89920.1
OG0005238	EWB00_001780, EWB00_001783, EWB00_001784	SHAE2_36940.1
OG0005240	EWB00_010413.1, EWB00_010413.2	SHAE2_67850.1
OG0005241	EWB00_010447.1, EWB00_010447.2, EWB00_010447.3	SHAE2_70030.1
OG0005242	EWB00_007117.2, EWB00_007117.1, EWB00_007117.3, EWB00_007117.4, EWB00_007117.5	SHAE2_67230.1
OG0005243	EWB00_010053	SHAE2_73540.2, SHAE2_73540.1, SHAE2_73540.3
OG0005244	EWB00_007642.1, EWB00_007642.2	SHAE2_18990.1
OG0005246	EWB00_007655	SHAE2_44300.1, SHAE2_44300.2
OG0005247	EWB00_010313.1, EWB00_010313.2, EWB00_010313.3, EWB00_010313.4	SHAE2_23470.1, SHAE2_23470.2
OG0005248	EWB00_010042	SHAE2_73420.1
OG0005251	EWB00_008324.3, EWB00_008324.4, EWB00_008324.1, EWB00_008324.5, EWB00_008324.2	SHAE2_13950.1
OG0005252	EWB00_003480	SHAE2_84870.1, SHAE2_84860.1, SHAE2_84860.2, SHAE2_84860.3
OG0005253	EWB00_006407.1, EWB00_006407.2	SHAE2_45540.1
OG0005256	EWB00_007283	SHAE2_87850.1
OG0005257	EWB00_011176	SHAE2_58200.1, SHAE2_58200.2, SHAE2_58200.3, SHAE2_58200.4
OG0005258	EWB00_004971.1, EWB00_004971.2	SHAE2_77170.2, SHAE2_77170.1, SHAE2_77170.4, SHAE2_77170.3
OG0005259	EWB00_001186.1, EWB00_001186.2	SHAE2_79810.1
OG0005260	EWB00_010991.1, EWB00_010991.2, EWB00_010991.3	SHAE2_80890.1, SHAE2_80890.2
OG0005261	EWB00_007098, EWB00_009726.2, EWB00_009726.3, EWB00_007099, EWB00_009726.1	SHAE2_67640.1
OG0005262	EWB00_006250, EWB00_006251	SHAE2_72350.1
OG0005263	EWB00_001535.4, EWB00_001535.1, EWB00_001535.2, EWB00_001535.3	SHAE2_25530.1, SHAE2_25530.2
OG0005264	EWB00_005997	SHAE2_32420.1
OG0005265	EWB00_003881, EWB00_002847.1, EWB00_002847.2	SHAE2_29550.1, SHAE2_29550.2
OG0005266	EWB00_001537	SHAE2_25550.1
OG0005267	EWB00_007539.1, EWB00_007539.2, EWB00_007539.3	SHAE2_25320.1
OG0005268	EWB00_004722	SHAE2_44440.2, SHAE2_44440.1, SHAE2_44440.3
OG0005269	EWB00_004254, EWB00_004255	SHAE2_38690.1, SHAE2_38710.1
OG0005271	EWB00_004840.1, EWB00_004840.2, EWB00_004840.3	SHAE2_4770.1
OG0005275	EWB00_009901	SHAE2_68800.1, SHAE2_68810.1
OG0005283	EWB00_000731	SHAE2_93130.1
OG0005284	EWB00_001394	SHAE2_79330.1, SHAE2_79330.2
OG0005286	EWB00_006053	SHAE2_31830.2, SHAE2_31830.1
OG0005287	EWB00_009406	SHAE2_13360.1
OG0005288	EWB00_005356	SHAE2_53280.1
OG0005289	EWB00_010750	SHAE2_51240.1
OG0005290	EWB00_005734	SHAE2_44820.1
OG0005291	EWB00_004720, EWB00_004721	SHAE2_44430.1
OG0005292	EWB00_001007	SHAE2_47440.1
OG0005293	EWB00_007956.1, EWB00_007956.2	SHAE2_64050.1
OG0005294	EWB00_003564	SHAE2_59940.1
OG0005295	EWB00_005156	SHAE2_60520.1
OG0005296	EWB00_001012	SHAE2_47470.2, SHAE2_47470.1
OG0005297	EWB00_008790	SHAE2_87130.1
OG0005298	EWB00_002794	SHAE2_45190.1
OG0005299	EWB00_002250	SHAE2_84110.1
OG0005301	EWB00_006089	SHAE2_75560.1
OG0005302	EWB00_010358.1, EWB00_010358.2	SHAE2_21680.1
OG0005303	EWB00_003793	SHAE2_58840.1, SHAE2_58810.1
OG0005304	EWB00_004456.1, EWB00_004456.2	SHAE2_93920.1
OG0005305	EWB00_004359.1, EWB00_004359.2	SHAE2_39780.1
OG0005306	EWB00_006549	SHAE2_19890.1
OG0005307	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2	SHAE2_42160.1
OG0005309	EWB00_001117	SHAE2_26970.1
OG0005310	EWB00_005694.1, EWB00_005694.2	SHAE2_1420.2, SHAE2_1420.3, SHAE2_1420.1
OG0005312	EWB00_004133.1, EWB00_004133.2	SHAE2_33180.1, SHAE2_33180.3, SHAE2_33180.2
OG0005313	EWB00_007082.1, EWB00_007082.2	SHAE2_25790.1
OG0005314	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2	SHAE2_22800.3, SHAE2_22800.1, SHAE2_22800.2
OG0005315	EWB00_011227	SHAE2_61500.1
OG0005316	EWB00_008293	SHAE2_87050.1, SHAE2_87060.1
OG0005317	EWB00_003869.1, EWB00_003869.2	SHAE2_63660.1
OG0005318	EWB00_009117	SHAE2_31480.1
OG0005319	EWB00_009573	SHAE2_66700.1
OG0005321	EWB00_002776	SHAE2_76250.1
OG0005323	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1	SHAE2_30630.1, SHAE2_30630.2
OG0005324	EWB00_006164	SHAE2_42380.1
OG0005325	EWB00_004621.1, EWB00_004621.2	SHAE2_33640.1, SHAE2_33640.2
OG0005326	EWB00_002099	SHAE2_8170.1
OG0005327	EWB00_005475	SHAE2_20810.1, SHAE2_20810.2
OG0005328	EWB00_008692.1, EWB00_008692.2	SHAE2_66260.2, SHAE2_66260.1
OG0005329	EWB00_002469	SHAE2_18440.1
OG0005330	EWB00_008829	SHAE2_85880.1
OG0005331	EWB00_001974	SHAE2_94260.1
OG0005332	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4	SHAE2_95350.1
OG0005333	EWB00_005753.1, EWB00_005753.2	SHAE2_24580.1
OG0005334	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3	SHAE2_16630.1
OG0005336	EWB00_007694	SHAE2_14410.1, SHAE2_14410.3, SHAE2_14410.2
OG0005337	EWB00_006994	SHAE2_26630.1
OG0005338	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1	SHAE2_52260.1
OG0005339	EWB00_003566	SHAE2_59960.1
OG0005340	EWB00_000336	SHAE2_96270.1, SHAE2_96270.2, SHAE2_96280.1
OG0005341	EWB00_002354	SHAE2_17160.1, SHAE2_17160.2
OG0005342	EWB00_005857, EWB00_005854.1, EWB00_005854.2	SHAE2_100670.1
OG0005343	EWB00_001224	SHAE2_82880.1, SHAE2_82880.2
OG0005345	EWB00_009544	SHAE2_41600.1, SHAE2_41600.3, SHAE2_41600.2
OG0005346	EWB00_008463	SHAE2_12160.1
OG0005347	EWB00_010475.1, EWB00_010475.2	SHAE2_69870.1, SHAE2_69870.3, SHAE2_69870.2
OG0005349	EWB00_010242	SHAE2_740.1, SHAE2_760.1
OG0005351	EWB00_006796, EWB00_006797	SHAE2_55650.1, SHAE2_55650.2
OG0005352	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4	SHAE2_2810.1
OG0005353	EWB00_007434.2, EWB00_007434.1	SHAE2_98090.2, SHAE2_98090.1
OG0005354	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3	SHAE2_37960.1
OG0005355	EWB00_006157.1, EWB00_006157.2	SHAE2_42440.1
OG0005356	EWB00_008917	SHAE2_73140.1
OG0005357	EWB00_008346	SHAE2_76880.1, SHAE2_76880.2
OG0005358	EWB00_003631	SHAE2_49240.1
OG0005359	EWB00_008817	SHAE2_21400.1
OG0005360	EWB00_003518.1, EWB00_003518.2	SHAE2_21850.1
OG0005361	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3	SHAE2_17400.2, SHAE2_17400.1, SHAE2_17400.3
OG0005362	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2	SHAE2_71460.2, SHAE2_71460.1
OG0005363	EWB00_005693	SHAE2_1410.1
OG0005364	EWB00_008747	SHAE2_52380.1
OG0005365	EWB00_000606	SHAE2_20040.1
OG0005366	EWB00_004803	SHAE2_17460.1
OG0005367	EWB00_007057.1, EWB00_007057.2	SHAE2_26260.1
OG0005368	EWB00_005765.1, EWB00_005765.2	SHAE2_24750.1
OG0005369	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3	SHAE2_37910.1, SHAE2_37910.2
OG0005370	EWB00_001466.1, EWB00_001466.3, EWB00_001466.2	SHAE2_37900.1
OG0005371	EWB00_008372.1, EWB00_008372.2	SHAE2_37880.1, SHAE2_37880.2
OG0005372	EWB00_000276, EWB00_008930, EWB00_000275	SHAE2_27840.1
OG0005373	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4	SHAE2_97670.1
OG0005374	EWB00_002421.2, EWB00_002421.3, EWB00_002421.1	SHAE2_23980.1
OG0005376	EWB00_011128	SHAE2_65460.1
OG0005377	EWB00_006000.1, EWB00_006000.2	SHAE2_32400.1
OG0005378	EWB00_004912.1, EWB00_004912.2	SHAE2_46850.1, SHAE2_46850.2, SHAE2_46850.3
OG0005379	EWB00_000886	SHAE2_59460.1
OG0005380	EWB00_004644.1, EWB00_004644.2	SHAE2_2450.1, SHAE2_2450.2
OG0005381	EWB00_008507	SHAE2_8000.1
OG0005382	EWB00_001422	SHAE2_100280.1
OG0005383	EWB00_004598	SHAE2_42690.1
OG0005384	EWB00_007027.1, EWB00_007027.2	SHAE2_87350.1
OG0005385	EWB00_003261.3, EWB00_003261.2, EWB00_003261.1, EWB00_003261.4	SHAE2_12980.1
OG0005386	EWB00_002129.1, EWB00_002129.2	SHAE2_35830.1
OG0005387	EWB00_006958	SHAE2_30300.1
