Orthogroup	schistosoma_japonicum	schistosoma_mattheei
OG0004830	EWB00_009299.2, EWB00_009299.1, EWB00_009299.4, EWB00_009299.3	SMTH1_73430.1
OG0004831	EWB00_006966.1, EWB00_006966.2	SMTH1_31180.1
OG0004832	EWB00_004324.1, EWB00_004324.2	SMTH1_40420.1, SMTH1_40420.2
OG0004833	EWB00_004353	SMTH1_40680.1
OG0004834	EWB00_002904	SMTH1_35380.1, SMTH1_35370.1
OG0004835	EWB00_004216	SMTH1_27810.1
OG0004836	EWB00_004937.1, EWB00_004937.2	SMTH1_94840.1, SMTH1_94840.2
OG0004837	EWB00_009440.1, EWB00_009440.2, EWB00_009440.3, EWB00_009440.4	SMTH1_15770.1, SMTH1_15780.1
OG0004838	EWB00_001393	SMTH1_83230.1
OG0004839	EWB00_010207.1, EWB00_010207.2	SMTH1_250.1, SMTH1_240.1, SMTH1_230.1
OG0004840	EWB00_007221	SMTH1_57370.1, SMTH1_57370.2
OG0004841	EWB00_010497	SMTH1_72730.1
OG0004842	EWB00_004982.3, EWB00_004982.1, EWB00_004982.2	SMTH1_80850.2, SMTH1_80850.1, SMTH1_80850.3
OG0004843	EWB00_009125	SMTH1_41090.1
OG0004844	EWB00_004658	SMTH1_2430.1
OG0004845	EWB00_004657.1, EWB00_004657.2	SMTH1_2440.1
OG0004846	EWB00_002643.2	SMTH1_87900.1
OG0004847	EWB00_008689, EWB00_008688, EWB00_008690	SMTH1_77310.1, SMTH1_77320.1
OG0004848	EWB00_002312.1, EWB00_002312.3, EWB00_002312.2	SMTH1_15320.3, SMTH1_15320.2, SMTH1_15320.1
OG0004849	EWB00_004078	SMTH1_50960.1, SMTH1_50960.2
OG0004850	EWB00_008909	SMTH1_71470.1
OG0004851	EWB00_008809	SMTH1_21340.1
OG0004852	EWB00_010640	SMTH1_58560.1
OG0004853	EWB00_005242.2, EWB00_005242.1	SMTH1_27640.1
OG0004854	EWB00_006693, EWB00_006694	SMTH1_101580.1
OG0004855	EWB00_002123	SMTH1_36530.1
OG0004856	EWB00_001253	SMTH1_87530.1, SMTH1_87530.2, SMTH1_87530.3
OG0004857	EWB00_000193	SMTH1_51460.1
OG0004858	EWB00_002261.1, EWB00_002261.2, EWB00_002261.3	SMTH1_88570.1
OG0004859	EWB00_009822	SMTH1_74180.1
OG0004860	EWB00_010760	SMTH1_53420.1
OG0004861	EWB00_002845, EWB00_010910	SMTH1_30150.1
OG0004862	EWB00_005221	SMTH1_56460.1
OG0004864	EWB00_001766	SMTH1_37840.1, SMTH1_37840.2
OG0004865	EWB00_002863.1, EWB00_002863.2	SMTH1_26600.1
OG0004866	EWB00_010464.1, EWB00_010464.2, EWB00_010452	SMTH1_73070.1, SMTH1_73080.1
OG0004867	EWB00_003872.1, EWB00_003872.2	SMTH1_66310.1, SMTH1_66310.2
OG0004868	EWB00_010833	SMTH1_6860.1, SMTH1_6860.2
OG0004869	EWB00_000055	SMTH1_19070.1, SMTH1_19080.1
OG0004870	EWB00_009666.1, EWB00_009666.2	SMTH1_90790.1, SMTH1_90780.1
OG0004871	EWB00_009509	SMTH1_9560.1
OG0004872	EWB00_003529	SMTH1_23670.1
OG0004873	EWB00_008393.1, EWB00_008393.2	SMTH1_46500.1
OG0004875	EWB00_009989	SMTH1_3590.1
OG0004876	EWB00_002221	SMTH1_61320.1, SMTH1_61320.2, SMTH1_61320.3
OG0004877	EWB00_003765	SMTH1_89760.1, SMTH1_89760.2
OG0004878	EWB00_001603	SMTH1_77420.1
OG0004879	EWB00_007953	SMTH1_66760.2, SMTH1_66760.1
OG0004880	EWB00_007623	SMTH1_18480.1
OG0004881	EWB00_009418.1, EWB00_009418.2, EWB00_009418.3	SMTH1_15470.1
OG0004882	EWB00_007199.4, EWB00_007199.2, EWB00_007199.3, EWB00_007199.5, EWB00_007199.1	SMTH1_2690.1
OG0004883	EWB00_000896.1, EWB00_000896.2, EWB00_000896.3	SMTH1_10660.1
OG0004884	EWB00_001479	SMTH1_91560.1
OG0004885	EWB00_005662	SMTH1_1020.1
OG0004886	EWB00_009780	SMTH1_6940.1, SMTH1_6940.2
OG0004887	EWB00_010647.1, EWB00_010647.2	SMTH1_58480.1
OG0004888	EWB00_009665	SMTH1_90800.1, SMTH1_90810.1
OG0004889	EWB00_005136.1, EWB00_005136.2	SMTH1_62950.1, SMTH1_62950.2, SMTH1_62950.3
OG0004890	EWB00_001971.1, EWB00_001971.2, EWB00_001971.3, EWB00_001971.4, EWB00_001971.5	SMTH1_98650.1, SMTH1_98650.2, SMTH1_98650.3
OG0004891	EWB00_004129	SMTH1_34270.1, SMTH1_34270.2
OG0004892	EWB00_006600.1, EWB00_006600.2	SMTH1_81030.1, SMTH1_81030.2
OG0004893	EWB00_008498.1, EWB00_008498.2	SMTH1_21450.1, SMTH1_21450.2
OG0004894	EWB00_005132, EWB00_005133	SMTH1_62920.1
OG0004895	EWB00_000373	SMTH1_102510.1
OG0004896	EWB00_009536.1, EWB00_009536.2	SMTH1_42950.1, SMTH1_42950.3, SMTH1_42950.4, SMTH1_42950.2
OG0004897	EWB00_009475	SMTH1_11760.1
OG0004898	EWB00_002071	SMTH1_52300.1
OG0004899	EWB00_010770	SMTH1_53320.1, SMTH1_53320.2, SMTH1_53320.3, SMTH1_53320.4
OG0004900	EWB00_007016	SMTH1_30120.1
OG0004901	EWB00_010774.1, EWB00_010774.2	SMTH1_53200.1
OG0004902	EWB00_005608	SMTH1_40980.1, SMTH1_41000.1, SMTH1_40990.1
OG0004903	EWB00_001327, EWB00_007118	SMTH1_70370.1, SMTH1_70380.1
OG0004904	EWB00_009883	SMTH1_71820.1
OG0004905	EWB00_004164	SMTH1_15370.1
OG0004906	EWB00_004692.2, EWB00_004692.1, EWB00_004692.3, EWB00_004692.4, EWB00_004692.6, EWB00_004692.5	SMTH1_14390.1, SMTH1_14390.2
OG0004907	EWB00_000506, EWB00_000507	SMTH1_65850.1, SMTH1_65850.2
OG0004908	EWB00_009115.1, EWB00_009115.2, EWB00_009115.3, EWB00_009115.4	SMTH1_32620.1
OG0004909	EWB00_007682.3, EWB00_007682.1, EWB00_007682.2	SMTH1_13980.1, SMTH1_13980.2
OG0004910	EWB00_006428.1, EWB00_006428.2	SMTH1_23100.1
OG0004911	EWB00_000217	SMTH1_52490.1
OG0004912	EWB00_001936	SMTH1_99520.1
OG0004913	EWB00_008859.1, EWB00_008859.3, EWB00_008859.6, EWB00_008859.5, EWB00_008859.2, EWB00_008859.4	SMTH1_63870.1
OG0004914	EWB00_011338	SMTH1_67720.1
OG0004915	EWB00_010792.1, EWB00_010792.2, EWB00_010792.3, EWB00_010792.4	SMTH1_23910.1
OG0004916	EWB00_000079, EWB00_009938	SMTH1_18790.1, SMTH1_18790.2
OG0004917	EWB00_006848.4, EWB00_006848.3, EWB00_006848.1, EWB00_006848.2, EWB00_006848.5	SMTH1_39430.1
OG0004918	EWB00_000615.1, EWB00_000615.3, EWB00_000615.2	SMTH1_95580.1
OG0004919	EWB00_010637	SMTH1_58600.1
OG0004920	EWB00_008783	SMTH1_91840.1, SMTH1_91840.2
OG0004921	EWB00_003541.3, EWB00_003541.1, EWB00_003541.2	SMTH1_58050.1
OG0004922	EWB00_002000	SMTH1_85970.1
OG0004923	EWB00_004647	SMTH1_2550.1
OG0004924	EWB00_004219	SMTH1_27840.1
OG0004925	EWB00_007836	SMTH1_62270.1
OG0004926	EWB00_002743.1, EWB00_002743.2, EWB00_002743.3	SMTH1_79500.1, SMTH1_79500.2
OG0004927	EWB00_009320	SMTH1_100350.1
OG0004928	EWB00_000476.1, EWB00_000476.2, EWB00_000476.3, EWB00_000476.4, EWB00_000476.5	SMTH1_73640.1
OG0004929	EWB00_007744.1, EWB00_007744.2, EWB00_007744.3	SMTH1_60510.1
OG0004930	EWB00_002264	SMTH1_88530.1, SMTH1_88530.2, SMTH1_88530.3
OG0004931	EWB00_002811	SMTH1_47330.1
OG0004932	EWB00_008565.1, EWB00_008565.5, EWB00_008565.3, EWB00_008565.2, EWB00_008565.6, EWB00_008565.4	SMTH1_24770.1
OG0004935	EWB00_006861.1, EWB00_006861.2	SMTH1_39550.1
OG0004936	EWB00_006698.1, EWB00_006698.2, EWB00_006698.3, EWB00_006698.4	SMTH1_101530.1, SMTH1_101530.2
OG0004939	EWB00_007034.1, EWB00_007034.2	SMTH1_92130.1
OG0004940	EWB00_010613.1, EWB00_010613.2	SMTH1_58810.1
OG0004941	EWB00_007112.1, EWB00_007112.2	SMTH1_70410.1, SMTH1_70410.2
OG0004942	EWB00_008874.1, EWB00_008874.2	SMTH1_87550.1, SMTH1_73190.1
OG0004943	EWB00_011284	SMTH1_67130.1
OG0004944	EWB00_005147.1, EWB00_005147.2	SMTH1_63100.1, SMTH1_63100.2
OG0004945	EWB00_010109.1, EWB00_010109.2, EWB00_010109.3	SMTH1_35440.1
OG0004946	EWB00_004311.1, EWB00_004311.2	SMTH1_40290.1, SMTH1_40290.2, SMTH1_40290.3, SMTH1_40290.4
OG0004947	EWB00_006867.1, EWB00_006867.2	SMTH1_39620.1
OG0004948	EWB00_006835, EWB00_006836	SMTH1_39010.1
OG0004950	EWB00_002080.6, EWB00_002080.7, EWB00_002080.4, EWB00_002080.1, EWB00_002080.2, EWB00_002080.3, EWB00_002080.5	SMTH1_52410.1
OG0004951	EWB00_008078	SMTH1_54400.1
OG0004952	EWB00_010676.1, EWB00_010676.2	SMTH1_59180.1
OG0004953	EWB00_000475.3, EWB00_000475.1, EWB00_000475.2	SMTH1_73630.1
OG0004954	EWB00_006027, EWB00_006026	SMTH1_33100.1
OG0004955	EWB00_007007.1, EWB00_007007.2	SMTH1_30510.1
OG0004956	EWB00_000261.1, EWB00_000261.2, EWB00_000261.3, EWB00_000261.4, EWB00_000261.8, EWB00_000261.9, EWB00_000261.7, EWB00_000261.6, EWB00_000261.10, EWB00_000261.5	SMTH1_28170.1
OG0004957	EWB00_008327.1, EWB00_008327.2	SMTH1_13540.1
OG0004958	EWB00_009733.1, EWB00_009733.2	SMTH1_14210.1
OG0004959	EWB00_002684	SMTH1_14870.1, SMTH1_14870.2
OG0004960	EWB00_002388	SMTH1_24540.1, SMTH1_24530.1
OG0004961	EWB00_002093.2, EWB00_002093.1, EWB00_002093.3, EWB00_002093.4, EWB00_002093.5	SMTH1_8770.1, SMTH1_8770.2
OG0004962	EWB00_007617	SMTH1_31590.1, SMTH1_18070.1, SMTH1_41310.1, SMTH1_54900.1, SMTH1_45550.1
OG0004963	EWB00_003365.1, EWB00_003365.2, EWB00_003365.3, EWB00_003365.4	SMTH1_30790.1, SMTH1_30790.2
OG0004971	EWB00_009131	SMTH1_41030.1
OG0004972	EWB00_008675.1, EWB00_008675.2	SMTH1_8150.1, SMTH1_8150.3, SMTH1_8150.2
OG0004973	EWB00_002061	SMTH1_103520.1
OG0004974	EWB00_004751	SMTH1_54660.1
OG0004976	EWB00_006637	SMTH1_106830.1, SMTH1_106830.2, SMTH1_106830.3
OG0004977	EWB00_011275	SMTH1_67050.1
OG0004978	EWB00_003198	SMTH1_63740.1, SMTH1_63750.1
OG0004979	EWB00_002205	SMTH1_61470.1, SMTH1_61460.1
OG0004980	EWB00_005984	SMTH1_33570.1
OG0004981	EWB00_011161	SMTH1_68560.1, SMTH1_68560.3, SMTH1_68560.4, SMTH1_68560.2
OG0004982	EWB00_010186.2, EWB00_010186.1, EWB00_010186.3	SMTH1_95060.1
OG0004983	EWB00_007029.1, EWB00_007029.2, EWB00_007029.3	SMTH1_92080.1
OG0004984	EWB00_004615.1, EWB00_004615.2	SMTH1_34920.1
OG0004985	EWB00_010984	SMTH1_84950.1, SMTH1_84950.2
OG0004986	EWB00_005994.1, EWB00_005994.2	SMTH1_33440.1
OG0004987	EWB00_009906.1, EWB00_009906.2, EWB00_009906.3, EWB00_009906.4, EWB00_009906.5	SMTH1_50450.1, SMTH1_50450.2, SMTH1_50450.3
OG0004988	EWB00_004828	SMTH1_4770.1
OG0004989	EWB00_001611	SMTH1_77490.1, SMTH1_77490.2
OG0004990	EWB00_001034	SMTH1_21110.1, SMTH1_21110.2
OG0004991	EWB00_008271	SMTH1_5890.1, SMTH1_5890.2, SMTH1_5890.3
OG0004992	EWB00_010182.1, EWB00_010182.2	SMTH1_93180.1
OG0004993	EWB00_004905.1, EWB00_004905.2	SMTH1_49090.1, SMTH1_49090.2
OG0004994	EWB00_010758	SMTH1_53440.1
OG0004995	EWB00_007467.1, EWB00_007467.3, EWB00_007467.2, EWB00_007467.4	SMTH1_44820.1
OG0004996	EWB00_010502	SMTH1_72680.1
OG0004997	EWB00_006731	SMTH1_91190.1, SMTH1_91180.1, SMTH1_91180.2
OG0004998	EWB00_009087	SMTH1_5470.1, SMTH1_5480.1
OG0004999	EWB00_009317	SMTH1_100310.1
OG0005001	EWB00_002623	SMTH1_92830.1
OG0005002	EWB00_009017	SMTH1_4690.1, SMTH1_4690.2
OG0005003	EWB00_008034.1, EWB00_008034.2	SMTH1_29170.1
OG0005004	EWB00_011149	SMTH1_68450.1, SMTH1_68430.1, SMTH1_68440.1
OG0005005	EWB00_004380	SMTH1_42550.1
OG0005006	EWB00_007738	SMTH1_69340.1, SMTH1_69350.1
OG0005007	EWB00_004605, EWB00_004602	SMTH1_44290.1
OG0005008	EWB00_008992	SMTH1_97790.1
OG0005009	EWB00_007866	SMTH1_38120.1
OG0005010	EWB00_007929.1, EWB00_007929.2	SMTH1_32420.1, SMTH1_32410.1
OG0005011	EWB00_003268.3, EWB00_003268.1, EWB00_003268.4, EWB00_003268.2	SMTH1_31400.1
OG0005012	EWB00_001086.1, EWB00_001086.2	SMTH1_27150.1
OG0005013	EWB00_004364.1, EWB00_004364.2	SMTH1_40800.1
OG0005014	EWB00_003781	SMTH1_91270.1
OG0005015	EWB00_004307.4, EWB00_004307.1, EWB00_004307.3, EWB00_004307.2	SMTH1_40240.1
OG0005016	EWB00_005197, EWB00_005198	SMTH1_64930.1
OG0005017	EWB00_004777.2, EWB00_004777.1	SMTH1_105150.1
OG0005018	EWB00_001127.1, EWB00_001127.2	SMTH1_27510.1
OG0005020	EWB00_009702.1, EWB00_009702.3, EWB00_009702.2	SMTH1_50060.1
OG0005022	EWB00_005239, EWB00_005238	SMTH1_27690.1
OG0005023	EWB00_003014.1, EWB00_003014.2, EWB00_003014.3, EWB00_003014.4, EWB00_003014.6, EWB00_003014.5	SMTH1_95530.1
OG0005024	EWB00_004172.1, EWB00_004172.2, EWB00_004172.3, EWB00_004172.4	SMTH1_16490.1
OG0005025	EWB00_004693, EWB00_003813	SMTH1_14690.1, SMTH1_14680.1
OG0005026	EWB00_007104, EWB00_007105	SMTH1_70510.1
OG0005027	EWB00_002589.2, EWB00_002589.1	SMTH1_34980.1
OG0005028	EWB00_001964	SMTH1_98710.1, SMTH1_98720.1
OG0005029	EWB00_009012.2, EWB00_009012.3, EWB00_009012.4, EWB00_009012.5, EWB00_009012.6, EWB00_009012.1	SMTH1_95040.1
OG0005030	EWB00_006992	SMTH1_26970.1
OG0005031	EWB00_003315.1, EWB00_003315.2	SMTH1_31520.1
OG0005032	EWB00_006985	SMTH1_26860.1
OG0005033	EWB00_005487.3, EWB00_005487.2, EWB00_005487.1	SMTH1_20700.3, SMTH1_20700.1, SMTH1_20700.2
OG0005035	EWB00_005189.1, EWB00_005189.2	SMTH1_64880.1
OG0005036	EWB00_000230.2, EWB00_000230.1, EWB00_000233	SMTH1_67290.1, SMTH1_67290.2
OG0005037	EWB00_001759.1, EWB00_001759.2	SMTH1_37790.2, SMTH1_37790.1
OG0005038	EWB00_006794.1	SMTH1_58390.1
OG0005038	EWB00_006794.2	SMTH1_58390.1
OG0005039	EWB00_010515.1, EWB00_010515.2	SMTH1_65210.1, SMTH1_65210.3, SMTH1_65210.2
OG0005040	EWB00_002163.1, EWB00_002163.2, EWB00_002163.3	SMTH1_60730.1
OG0005042	EWB00_005949	SMTH1_36180.1
OG0005044	EWB00_001342, EWB00_001341	SMTH1_94420.1, SMTH1_94420.2
OG0005045	EWB00_004596.1, EWB00_004596.2	SMTH1_44200.1
OG0005046	EWB00_005138	SMTH1_62970.1, SMTH1_62970.2
OG0005047	EWB00_003743	SMTH1_107030.1
OG0005048	EWB00_003602	SMTH1_380.1
OG0005049	EWB00_003011.1, EWB00_003011.2, EWB00_003011.3, EWB00_003011.4, EWB00_003011.5	SMTH1_95470.1
OG0005050	EWB00_009396.1	SMTH1_15970.1
OG0005051	EWB00_009460.1, EWB00_009460.2, EWB00_009460.3	SMTH1_10410.1
OG0005052	EWB00_001884	SMTH1_99960.1, SMTH1_99960.2, SMTH1_99960.3
OG0005053	EWB00_006829	SMTH1_39090.1
OG0005054	EWB00_008975.1, EWB00_008975.2	SMTH1_103390.1
OG0005055	EWB00_005630	SMTH1_2450.3, SMTH1_2450.4, SMTH1_2450.1, SMTH1_2450.2
OG0005056	EWB00_003289, EWB00_010856	SMTH1_31830.1
OG0005057	EWB00_004725	SMTH1_107760.1, SMTH1_107760.2, SMTH1_107760.3, SMTH1_46360.1
OG0005058	EWB00_010644.1, EWB00_010644.2	SMTH1_58510.1
OG0005059	EWB00_010283.1, EWB00_010283.2, EWB00_010283.3	SMTH1_17620.1
OG0005060	EWB00_003405	SMTH1_35790.1
OG0005061	EWB00_009161	SMTH1_102670.1, SMTH1_102670.2
OG0005062	EWB00_002875	SMTH1_33920.1
OG0005063	EWB00_001811.2, EWB00_001811.1, EWB00_001811.3	SMTH1_48180.1, SMTH1_48180.2, SMTH1_48180.3
OG0005064	EWB00_000136.1, EWB00_000136.2	SMTH1_90200.1, SMTH1_90200.2
OG0005065	EWB00_005741	SMTH1_13630.1
OG0005067	EWB00_004293	SMTH1_40130.1
OG0005068	EWB00_008681	SMTH1_79210.1, SMTH1_79200.1
OG0005069	EWB00_006032	SMTH1_33040.1
OG0005071	EWB00_005235	SMTH1_27700.1
OG0005072	EWB00_006002.1, EWB00_006002.2	SMTH1_33340.1
OG0005073	EWB00_007322	SMTH1_3740.1
OG0005074	EWB00_003075.1, EWB00_003075.2	SMTH1_9980.1
OG0005076	EWB00_002920.3, EWB00_002920.4, EWB00_002920.1, EWB00_002920.2	SMTH1_37160.1
OG0005078	EWB00_006101	SMTH1_79030.1
OG0005080	EWB00_009512	SMTH1_9380.1, SMTH1_9390.1
OG0005082	EWB00_001720.1, EWB00_001720.2	SMTH1_37490.1
OG0005083	EWB00_006393.1, EWB00_006393.2, EWB00_006393.3	SMTH1_47750.1
OG0005084	EWB00_005842	SMTH1_105740.2, SMTH1_105740.1
OG0005085	EWB00_000696	SMTH1_13700.1
OG0005086	EWB00_008557.1, EWB00_008557.2	SMTH1_76410.1, SMTH1_76400.1
OG0005087	EWB00_010933.1, EWB00_010933.2	SMTH1_82300.1, SMTH1_82300.2
OG0005088	EWB00_007780	SMTH1_8070.4, SMTH1_8070.2, SMTH1_8070.1, SMTH1_8070.3
OG0005089	EWB00_001365.3, EWB00_001365.1, EWB00_001365.2	SMTH1_83530.1
OG0005090	EWB00_002229	SMTH1_72150.1
OG0005091	EWB00_010010	SMTH1_14440.2, SMTH1_14440.1
OG0005092	EWB00_004214	SMTH1_27790.1, SMTH1_27780.1
OG0005093	EWB00_003137	SMTH1_42280.1, SMTH1_42280.2
OG0005094	EWB00_011050	SMTH1_84500.1
OG0005095	EWB00_009037.1, EWB00_009037.2, EWB00_009037.3	SMTH1_4500.1, SMTH1_4500.2
OG0005097	EWB00_000556.1, EWB00_000556.2	SMTH1_104940.1, SMTH1_104940.2
OG0005098	EWB00_003792.1, EWB00_003792.2	SMTH1_61800.1
OG0005099	EWB00_006726.1, EWB00_006726.2	SMTH1_101250.1, SMTH1_101250.2
OG0005100	EWB00_004961	SMTH1_102320.1
OG0005101	EWB00_007228.1, EWB00_007228.2	SMTH1_57320.1
OG0005102	EWB00_011313	SMTH1_67490.1, SMTH1_67490.2
OG0005103	EWB00_001397	SMTH1_83190.2, SMTH1_83190.1
OG0005104	EWB00_004034	SMTH1_51600.1, SMTH1_51600.2
OG0005105	EWB00_010951	SMTH1_84620.1
OG0005106	EWB00_006813	SMTH1_58230.1
OG0005107	EWB00_007439	SMTH1_34410.1
OG0005108	EWB00_009606	SMTH1_94140.1
OG0005109	EWB00_008780	SMTH1_91870.1, SMTH1_91870.2, SMTH1_92030.1
OG0005110	EWB00_008483.1, EWB00_008483.2, EWB00_008483.3	SMTH1_21410.1, SMTH1_21410.2
OG0005111	EWB00_006482.1, EWB00_006482.2, EWB00_006482.3, EWB00_006482.4, EWB00_006482.5	SMTH1_59970.1
OG0005112	EWB00_008013	SMTH1_1320.1
OG0005113	EWB00_002732.1, EWB00_002732.2, EWB00_002732.3	SMTH1_79300.1, SMTH1_79300.2
OG0005114	EWB00_003090.1, EWB00_003090.2	SMTH1_9810.1
OG0005115	EWB00_011089.3, EWB00_011089.1, EWB00_011089.2	SMTH1_67880.1
OG0005116	EWB00_009499.1, EWB00_009499.2	SMTH1_48540.1, SMTH1_48520.1, SMTH1_48530.1
OG0005117	EWB00_010223	SMTH1_930.1, SMTH1_920.1
OG0005118	EWB00_009215	SMTH1_101600.1
OG0005119	EWB00_006258.1, EWB00_006258.2	SMTH1_75430.1, SMTH1_75440.1, SMTH1_75450.1
OG0005121	EWB00_004981.1, EWB00_004981.2	SMTH1_80860.1, SMTH1_80860.2
OG0005122	EWB00_004959	SMTH1_102340.1
OG0005123	EWB00_008935	SMTH1_76000.1, SMTH1_76010.1
OG0005124	EWB00_010254	SMTH1_1530.1, SMTH1_1520.1
OG0005125	EWB00_003843	SMTH1_2140.1
OG0005126	EWB00_000491.2, EWB00_000491.1	SMTH1_65720.1
OG0005127	EWB00_002930.1, EWB00_002930.3, EWB00_002930.2, EWB00_002930.4, EWB00_002930.5	SMTH1_37070.1, SMTH1_37070.2
OG0005128	EWB00_005177	SMTH1_64710.1
OG0005130	EWB00_002410, EWB00_002411	SMTH1_24290.1, SMTH1_24280.1
OG0005131	EWB00_010735.1, EWB00_010735.3, EWB00_010735.2, EWB00_010735.4, EWB00_010735.5	SMTH1_53720.1
OG0005132	EWB00_000077	SMTH1_18810.1
OG0005133	EWB00_000766.4, EWB00_000766.2, EWB00_000766.5, EWB00_000766.1, EWB00_000766.3	SMTH1_61080.1
OG0005134	EWB00_010607.2, EWB00_010607.1, EWB00_010607.3	SMTH1_56860.1
OG0005135	EWB00_006368.1, EWB00_006368.3, EWB00_006368.4, EWB00_006368.5, EWB00_006368.2	SMTH1_48000.1
OG0005136	EWB00_003888.1, EWB00_003888.2	SMTH1_85530.1
OG0005137	EWB00_003499	SMTH1_89570.1
OG0005138	EWB00_006551	SMTH1_19620.1
OG0005139	EWB00_005955	SMTH1_36210.1
OG0005140	EWB00_000262	SMTH1_28190.3, SMTH1_28190.2, SMTH1_28190.1
OG0005141	EWB00_001423	SMTH1_105250.1
OG0005142	EWB00_008750	SMTH1_54980.1
OG0005143	EWB00_001716	SMTH1_37440.1, SMTH1_37440.2
OG0005144	EWB00_011056	SMTH1_82430.1
OG0005145	EWB00_000864	SMTH1_5390.1, SMTH1_5400.1
OG0005146	EWB00_008496.1, EWB00_008496.2, EWB00_008496.3	SMTH1_21430.1
OG0005147	EWB00_010611	SMTH1_56900.1
OG0005148	EWB00_008120	SMTH1_60310.1
OG0005149	EWB00_009674	SMTH1_11040.1
OG0005150	EWB00_007846.2, EWB00_007846.6, EWB00_007846.3, EWB00_007846.4, EWB00_007846.1, EWB00_007846.5	SMTH1_35650.1
OG0005151	EWB00_004404	SMTH1_89820.1
OG0005152	EWB00_009504	SMTH1_8970.1
OG0005153	EWB00_004467.2, EWB00_004467.1, EWB00_004467.3	SMTH1_98150.1
OG0005154	EWB00_008373	SMTH1_62070.1
OG0005155	EWB00_010824	SMTH1_6720.1
OG0005156	EWB00_002768	SMTH1_80100.1
OG0005157	EWB00_010219	SMTH1_100.1, SMTH1_100.2
OG0005158	EWB00_005281, EWB00_005282	SMTH1_96000.1, SMTH1_96030.2, SMTH1_96030.1
OG0005159	EWB00_008257.1, EWB00_008257.2	SMTH1_48490.1
OG0005160	EWB00_003222	SMTH1_47080.1
OG0005161	EWB00_006043.1, EWB00_006043.2	SMTH1_32940.1
OG0005162	EWB00_003820.1, EWB00_003820.2, EWB00_003817, EWB00_005332	SMTH1_7620.1
OG0005163	EWB00_004570.3, EWB00_004570.1, EWB00_004570.2	SMTH1_86580.1
OG0005164	EWB00_007055.1, EWB00_007055.2	SMTH1_26460.1
OG0005165	EWB00_008432.1, EWB00_008432.2	SMTH1_103500.1, SMTH1_103500.2, SMTH1_103500.3
OG0005166	EWB00_001150, EWB00_010701	SMTH1_54140.1, SMTH1_54130.1
OG0005167	EWB00_003473	SMTH1_89340.1
OG0005168	EWB00_008745.1, EWB00_008745.2	SMTH1_54920.1, SMTH1_54920.2
OG0005170	EWB00_001568	SMTH1_48770.1, SMTH1_48760.1
OG0005172	EWB00_007762	SMTH1_57670.2, SMTH1_57670.3, SMTH1_57670.1
OG0005174	EWB00_005295	SMTH1_95790.1
OG0005175	EWB00_009984.1, EWB00_009984.2	SMTH1_106380.1
OG0005176	EWB00_010164.1, EWB00_010164.2, EWB00_010164.3, EWB00_010164.4, EWB00_010164.5, EWB00_010164.6, EWB00_010164.7, EWB00_010164.8	SMTH1_48400.1
OG0005177	EWB00_007384	SMTH1_86800.1
OG0005178	EWB00_003969.1, EWB00_003969.2	SMTH1_74130.1, SMTH1_74130.2
OG0005179	EWB00_001670	SMTH1_92460.1
OG0005180	EWB00_006124.3, EWB00_006124.1, EWB00_006124.2	SMTH1_23390.1
OG0005181	EWB00_001491	SMTH1_91500.1
OG0005182	EWB00_004076.1, EWB00_004076.2	SMTH1_76990.1
OG0005183	EWB00_005179.1, EWB00_005179.2	SMTH1_64810.1, SMTH1_64820.1
OG0005184	EWB00_007967	SMTH1_66910.1
OG0005185	EWB00_007368.1, EWB00_007368.2	SMTH1_79640.1
OG0005186	EWB00_008879	SMTH1_71190.1, SMTH1_71190.2
OG0005187	EWB00_005691.1, EWB00_005691.2	SMTH1_1250.1
OG0005188	EWB00_008063, EWB00_008062	SMTH1_96290.1
OG0005189	EWB00_000635.1, EWB00_000635.2	SMTH1_32150.1
OG0005190	EWB00_010934	SMTH1_82310.1, SMTH1_82310.2
OG0005192	EWB00_001410.1, EWB00_001410.2	SMTH1_86080.1
OG0005193	EWB00_003776.3, EWB00_003776.4, EWB00_003776.5, EWB00_003776.1, EWB00_003776.2	SMTH1_89710.1
OG0005194	EWB00_007388	SMTH1_86840.1
OG0005195	EWB00_004311.3	SMTH1_40280.1
OG0005196	EWB00_003463.1, EWB00_003463.2, EWB00_003463.3	SMTH1_64490.1
OG0005197	EWB00_009350	SMTH1_16080.1, SMTH1_16080.2, SMTH1_16080.3
OG0005198	EWB00_002546	SMTH1_52070.1, SMTH1_52060.1
OG0005199	EWB00_008064.1, EWB00_008064.2	SMTH1_96280.1
OG0005200	EWB00_004410.1, EWB00_004410.2	SMTH1_56400.3, SMTH1_56400.1, SMTH1_56400.2
OG0005201	EWB00_008786	SMTH1_91830.1
OG0005202	EWB00_005228.1, EWB00_005228.2, EWB00_005228.3, EWB00_005228.4	SMTH1_27740.1
OG0005203	EWB00_007817, EWB00_002830, EWB00_007819	SMTH1_45290.1, SMTH1_45290.2
OG0005204	EWB00_003122	SMTH1_18100.1
OG0005205	EWB00_009073	SMTH1_4290.1
OG0005206	EWB00_006804.1, EWB00_006804.2	SMTH1_58320.1, SMTH1_58320.2
OG0005207	EWB00_008296	SMTH1_91690.1
OG0005208	EWB00_000753	SMTH1_60970.1, SMTH1_60970.2
OG0005210	EWB00_006530	SMTH1_19430.1
OG0005211	EWB00_002173.1, EWB00_002173.2	SMTH1_60830.1
