Orthogroup	schistosoma_japonicum	fasciola_gigantica
OG0006038	EWB00_008260.1, EWB00_008260.3, EWB00_008260.2	FGIG_06567
OG0006039	EWB00_010606	FGIG_06568
OG0006040	EWB00_011229	FGIG_06651
OG0006042	EWB00_004612.1, EWB00_004612.2, EWB00_004612.3, EWB00_004612.4, EWB00_004612.5	FGIG_06799
OG0006043	EWB00_005439	FGIG_06821
OG0006044	EWB00_010045	FGIG_06839, FGIG_09285
OG0006045	EWB00_004287	FGIG_06858
OG0006046	EWB00_009995.1, EWB00_009995.2	FGIG_06859
OG0006047	EWB00_002911	FGIG_06862
OG0006048	EWB00_008705.1, EWB00_008705.2, EWB00_008705.3	FGIG_06901
OG0006049	EWB00_002834.1, EWB00_002834.2	FGIG_06934
OG0006050	EWB00_011138.1, EWB00_011138.2, EWB00_011138.3	FGIG_06979
OG0006051	EWB00_007778	FGIG_07294
OG0006052	EWB00_006595	FGIG_07314, FGIG_08950
OG0006053	EWB00_006226.2, EWB00_006226.1, EWB00_006226.3, EWB00_006226.4	FGIG_07403
OG0006054	EWB00_010426.1, EWB00_010426.2	FGIG_07424
OG0006055	EWB00_000863	FGIG_07555, FGIG_12414
OG0006056	EWB00_002319	FGIG_07596
OG0006057	EWB00_002877.1, EWB00_002877.2	FGIG_07603
OG0006058	EWB00_006562.1, EWB00_006562.2	FGIG_07629
OG0006059	EWB00_004976.1, EWB00_004976.2	FGIG_07642
OG0006060	EWB00_007338	FGIG_07735
OG0006061	EWB00_001346	FGIG_07737
OG0006062	EWB00_006866	FGIG_07768, FGIG_07767
OG0006063	EWB00_009916	FGIG_07773
OG0006064	EWB00_001610	FGIG_07837
OG0006067	EWB00_001804	FGIG_07984
OG0006068	EWB00_001577.2, EWB00_001577.1, EWB00_001577.3	FGIG_08132
OG0006070	EWB00_003986	FGIG_08226
OG0006071	EWB00_010029, EWB00_010269	FGIG_08258
OG0006072	EWB00_007036	FGIG_08317
OG0006073	EWB00_010620	FGIG_08326
OG0006075	EWB00_006978.1, EWB00_006978.2	FGIG_08364
OG0006076	EWB00_010605.1, EWB00_010605.2, EWB00_010605.3	FGIG_08367, FGIG_12133
OG0006077	EWB00_002960	FGIG_08374
OG0006078	EWB00_004062, EWB00_001118.1, EWB00_001118.2, EWB00_001118.3	FGIG_08424
OG0006079	EWB00_007753, EWB00_007754	FGIG_08462
OG0006080	EWB00_005962	FGIG_08479
OG0006081	EWB00_003839	FGIG_08526
OG0006082	EWB00_008391.1, EWB00_008391.2	FGIG_08527
OG0006083	EWB00_002186.1, EWB00_002186.2, EWB00_002186.3	FGIG_08563
OG0006084	EWB00_007551	FGIG_08568
OG0006085	EWB00_004536	FGIG_10779, FGIG_08613
OG0006086	EWB00_001090	FGIG_08731
OG0006087	EWB00_006205, EWB00_006204	FGIG_08787
OG0006088	EWB00_006085	FGIG_08882
OG0006089	EWB00_009386.1, EWB00_009386.2, EWB00_009386.3, EWB00_009386.4	FGIG_08956
OG0006090	EWB00_009678.1, EWB00_009678.2	FGIG_08982
OG0006091	EWB00_003483	FGIG_09009
OG0006092	EWB00_002310, EWB00_002311	FGIG_09050
OG0006093	EWB00_011169	FGIG_09188
OG0006094	EWB00_005313.1, EWB00_005313.2, EWB00_005313.3	FGIG_09274
OG0006096	EWB00_001062	FGIG_09689
OG0006097	EWB00_010028, EWB00_010270.1, EWB00_010270.2	FGIG_09715
OG0006098	EWB00_004230	FGIG_09726
OG0006099	EWB00_010022, EWB00_009568, EWB00_010021, EWB00_007799	FGIG_09757
OG0006101	EWB00_001301.1, EWB00_001301.3, EWB00_001301.5	FGIG_09771
OG0006102	EWB00_007387.1, EWB00_007387.2	FGIG_09799
OG0006103	EWB00_003157, EWB00_003156, EWB00_003155	FGIG_09897, FGIG_09898
OG0006104	EWB00_003970.1, EWB00_003970.2	FGIG_09904
OG0006105	EWB00_008948.1, EWB00_008948.2	FGIG_09948
OG0006106	EWB00_006580.1, EWB00_006580.2	FGIG_09973
OG0006107	EWB00_009138	FGIG_09976
OG0006109	EWB00_009343	FGIG_10044
OG0006110	EWB00_001838	FGIG_10049
OG0006111	EWB00_004652.1, EWB00_004652.2	FGIG_10113
OG0006112	EWB00_000735	FGIG_10226
OG0006113	EWB00_009074	FGIG_10252
OG0006114	EWB00_005502	FGIG_10556, FGIG_10273
OG0006115	EWB00_000661.1, EWB00_000661.2	FGIG_10337
OG0006116	EWB00_006891, EWB00_006890, EWB00_006889	FGIG_10344
OG0006117	EWB00_007822	FGIG_10442
OG0006118	EWB00_009100	FGIG_10496
OG0006120	EWB00_002802.2, EWB00_002802.1, EWB00_002802.5, EWB00_002802.3, EWB00_002802.4	FGIG_10569
OG0006121	EWB00_002404	FGIG_10579
OG0006122	EWB00_006058.1, EWB00_006058.3, EWB00_006058.2	FGIG_10586
OG0006123	EWB00_011270	FGIG_10590
OG0006124	EWB00_010484	FGIG_10595
OG0006125	EWB00_011029, EWB00_011031	FGIG_10662
OG0006126	EWB00_004010	FGIG_10703
OG0006127	EWB00_006366.1, EWB00_006366.2	FGIG_10725
OG0006128	EWB00_005610	FGIG_10751
OG0006129	EWB00_002671	FGIG_11814, FGIG_10752
OG0006130	EWB00_006954.1, EWB00_006954.2	FGIG_10821, FGIG_10822
OG0006131	EWB00_003967.1, EWB00_003967.2	FGIG_10927, FGIG_13984
OG0006132	EWB00_007212	FGIG_10944, FGIG_10943
OG0006133	EWB00_010052	FGIG_10962
OG0006134	EWB00_002500.1, EWB00_002500.2, EWB00_002500.3	FGIG_10976
OG0006135	EWB00_004659	FGIG_10981
OG0006136	EWB00_007270.1, EWB00_007270.2, EWB00_007270.3	FGIG_11014, FGIG_11188
OG0006137	EWB00_006416	FGIG_11021
OG0006139	EWB00_002689.2, EWB00_002689.1	FGIG_11069
OG0006140	EWB00_004545	FGIG_11074
OG0006141	EWB00_002887	FGIG_11129
OG0006143	EWB00_005471	FGIG_11445, FGIG_11237
OG0006144	EWB00_011341.1, EWB00_011341.2	FGIG_11242
OG0006145	EWB00_009524	FGIG_11257
OG0006146	EWB00_004580.1, EWB00_004580.2	FGIG_11274
OG0006148	EWB00_010065.1, EWB00_010065.2, EWB00_010065.3	FGIG_11321
OG0006149	EWB00_008670	FGIG_11387
OG0006150	EWB00_010905	FGIG_11446
OG0006151	EWB00_004729	FGIG_11455
OG0006152	EWB00_011380	FGIG_11474
OG0006153	EWB00_011294.1, EWB00_011294.2, EWB00_011294.3	FGIG_11530
OG0006154	EWB00_003018	FGIG_11547
OG0006155	EWB00_010320	FGIG_11830
OG0006156	EWB00_007272	FGIG_11874
OG0006157	EWB00_009701.1, EWB00_009701.2	FGIG_11878
OG0006158	EWB00_006419.1, EWB00_006419.2	FGIG_11954
OG0006159	EWB00_007086	FGIG_12040
OG0006160	EWB00_002449.1, EWB00_002449.2, EWB00_002449.3	FGIG_12105
OG0006161	EWB00_000713	FGIG_12166
OG0006162	EWB00_001047	FGIG_12313
OG0006163	EWB00_003326.2, EWB00_003326.4, EWB00_003326.3, EWB00_003326.1, EWB00_003326.5	FGIG_12372
OG0006164	EWB00_003597.1, EWB00_003597.2	FGIG_12474
OG0006166	EWB00_006879	FGIG_12529
OG0006167	EWB00_000148	FGIG_12579
OG0006168	EWB00_008844.1, EWB00_008844.2	FGIG_12633
OG0006225	EWB00_009821.5, EWB00_009821.1, EWB00_009821.3, EWB00_009821.4, EWB00_009821.2	FGIG_00026
OG0006226	EWB00_008469	FGIG_00055, FGIG_06305
OG0006227	EWB00_009400.1, EWB00_009400.2	FGIG_00060
OG0006228	EWB00_008030	FGIG_00068
OG0006229	EWB00_010280	FGIG_00075
OG0006230	EWB00_002059, EWB00_002058	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	EWB00_007814.1	FGIG_00166
OG0006233	EWB00_009698.1, EWB00_009698.2	FGIG_00324
OG0006234	EWB00_003702.1, EWB00_003702.3, EWB00_003702.4, EWB00_003702.2	FGIG_00325
OG0006235	EWB00_000299.1, EWB00_000299.2	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	EWB00_010043	FGIG_00448
OG0006237	EWB00_003927.1, EWB00_003927.2, EWB00_003927.3	FGIG_00450
OG0006238	EWB00_002571	FGIG_00472
OG0006239	EWB00_002007	FGIG_00474
OG0006240	EWB00_004514	FGIG_00494, FGIG_00495
OG0006242	EWB00_002326	FGIG_12664, FGIG_00622
OG0006243	EWB00_004908	FGIG_00637
OG0006244	EWB00_010082	FGIG_00766
OG0006245	EWB00_002199, EWB00_000432, EWB00_000431, EWB00_002202, EWB00_002203	FGIG_00777, FGIG_00776
OG0006246	EWB00_006774.1, EWB00_006774.2, EWB00_006774.3	FGIG_00799
OG0006247	EWB00_011393.1, EWB00_011393.2	FGIG_00862
OG0006248	EWB00_011407	FGIG_00890
OG0006249	EWB00_000176	FGIG_00933
OG0006250	EWB00_002136	FGIG_00958
OG0006251	EWB00_003135	FGIG_01056
OG0006252	EWB00_003393.1, EWB00_003393.2	FGIG_01080
OG0006253	EWB00_004942	FGIG_09181, FGIG_01105
OG0006254	EWB00_007197	FGIG_01121
OG0006255	EWB00_004257	FGIG_01124
OG0006256	EWB00_009258.2, EWB00_009258.1, EWB00_009258.3, EWB00_009258.4	FGIG_01136
OG0006257	EWB00_000577	FGIG_04631, FGIG_01141
OG0006258	EWB00_009853.1, EWB00_009853.2	FGIG_01246
OG0006259	EWB00_004953, EWB00_004954	FGIG_01260, FGIG_01261
OG0006260	EWB00_002869	FGIG_01269
OG0006261	EWB00_011012	FGIG_01386, FGIG_01385
OG0006262	EWB00_008926	FGIG_01406
OG0006263	EWB00_009450.1, EWB00_009450.2	FGIG_01444, FGIG_06726
OG0006266	EWB00_008417	FGIG_01521, FGIG_01522
OG0006268	EWB00_001930.1, EWB00_001930.2	FGIG_11114
OG0006269	EWB00_010712.1, EWB00_010712.2	FGIG_01663
OG0006270	EWB00_002470	FGIG_01788
OG0006271	EWB00_008500	FGIG_01813
OG0006272	EWB00_009183.1, EWB00_009183.2	FGIG_01877
OG0006273	EWB00_000984	FGIG_01880
OG0006275	EWB00_003493.1, EWB00_003493.2	FGIG_02097
OG0006276	EWB00_009011	FGIG_02118
OG0006277	EWB00_004904	FGIG_02172
OG0006278	EWB00_004490	FGIG_02173
OG0006279	EWB00_003938	FGIG_02204
OG0006280	EWB00_002196.1, EWB00_002196.2, EWB00_002196.3	FGIG_02259
OG0006281	EWB00_003420.3, EWB00_003420.1, EWB00_003420.2	FGIG_02319
OG0006282	EWB00_004564	FGIG_02396
OG0006283	EWB00_004715	FGIG_02470
OG0006284	EWB00_002712	FGIG_02617, FGIG_12218
OG0006285	EWB00_008821, EWB00_008126	FGIG_02631
OG0006287	EWB00_010925	FGIG_02696
OG0006288	EWB00_011065	FGIG_02732, FGIG_02733
OG0006289	EWB00_004552.1, EWB00_004552.2	FGIG_02774
OG0006290	EWB00_003646, EWB00_008718	FGIG_02808
OG0006291	EWB00_006587	FGIG_02861
OG0006292	EWB00_009766	FGIG_02864
OG0006293	EWB00_006656	FGIG_02873
OG0006294	EWB00_001097	FGIG_02897, FGIG_12580
OG0006295	EWB00_001441	FGIG_02916
OG0006297	EWB00_005029.1, EWB00_005029.2	FGIG_02936, FGIG_02935
OG0006298	EWB00_010194	FGIG_02955
OG0006299	EWB00_007200	FGIG_03008
OG0006301	EWB00_007789	FGIG_03060
OG0006302	EWB00_002161.3, EWB00_002161.4, EWB00_002161.1, EWB00_002161.2	FGIG_03099
OG0006303	EWB00_005641	FGIG_03117
OG0006304	EWB00_008751	FGIG_03123
OG0006306	EWB00_006545	FGIG_03193, FGIG_08482
OG0006307	EWB00_006832	FGIG_03350
OG0006308	EWB00_004527	FGIG_03514
OG0006309	EWB00_001259	FGIG_03636
OG0006310	EWB00_004782	FGIG_03648
OG0006311	EWB00_001686	FGIG_03661
OG0006312	EWB00_008251.1, EWB00_008251.3, EWB00_008251.2	FGIG_03684
OG0006313	EWB00_010946	FGIG_03696
OG0006314	EWB00_000967	FGIG_03713
OG0006315	EWB00_007435	FGIG_03720
OG0006316	EWB00_009762.2, EWB00_009762.1	FGIG_03811, FGIG_03812
OG0006317	EWB00_005359, EWB00_005360	FGIG_03875
OG0006318	EWB00_004437.2, EWB00_004437.3, EWB00_004437.1, EWB00_004437.4	FGIG_03888
OG0006319	EWB00_008847	FGIG_03907, FGIG_03908, FGIG_03906
OG0006320	EWB00_007450	FGIG_03957
OG0006321	EWB00_005676	FGIG_04040
OG0006322	EWB00_008387	FGIG_04082
OG0006323	EWB00_001757	FGIG_04136
OG0006324	EWB00_002510.1, EWB00_002510.2, EWB00_002510.4	FGIG_04163
OG0006325	EWB00_002042.1, EWB00_002042.2	FGIG_04216
OG0006326	EWB00_009983	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	EWB00_005247	FGIG_04492, FGIG_04491
OG0006328	EWB00_005173	FGIG_04497
OG0006329	EWB00_009847.1, EWB00_009847.2	FGIG_04500
OG0006330	EWB00_000332	FGIG_04553
OG0006331	EWB00_003856.1, EWB00_003856.2	FGIG_04577
OG0006333	EWB00_007966	FGIG_04670
OG0006334	EWB00_008782, EWB00_008784, EWB00_008785	FGIG_04684
OG0006335	EWB00_001435.1, EWB00_001435.2	FGIG_04751
OG0006336	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298	FGIG_04777
OG0006337	EWB00_004817.1, EWB00_004817.2	FGIG_04780
OG0006339	EWB00_006850	FGIG_04931
OG0006340	EWB00_009202	FGIG_04957, FGIG_05164
OG0006341	EWB00_007761	FGIG_05004
OG0006342	EWB00_007305	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	EWB00_011350	FGIG_05060, FGIG_05091
OG0006344	EWB00_001699.2, EWB00_001699.1	FGIG_05103
OG0006345	EWB00_006119	FGIG_05236
OG0006346	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3	FGIG_05271
OG0006347	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3	FGIG_05292
OG0006348	EWB00_009905.1, EWB00_009905.2	FGIG_05327
OG0006349	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3	FGIG_05354, FGIG_05355
OG0006350	EWB00_005600	FGIG_05372, FGIG_05373
OG0006351	EWB00_002026, EWB00_002025	FGIG_05380
OG0006352	EWB00_009368	FGIG_05416
OG0006353	EWB00_009435	FGIG_05427
OG0006354	EWB00_007366	FGIG_05431
OG0006355	EWB00_007227	FGIG_05443
OG0006356	EWB00_002296	FGIG_05477
OG0006357	EWB00_002181.1, EWB00_002181.2	FGIG_05499
OG0006358	EWB00_003104	FGIG_05606
OG0006359	EWB00_006783	FGIG_05685, FGIG_05684
OG0006360	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3	FGIG_05687
OG0006361	EWB00_002156	FGIG_05695
OG0006362	EWB00_010323	FGIG_05758
OG0006363	EWB00_004631.1, EWB00_004631.2	FGIG_05842
OG0006364	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3	FGIG_05846
OG0006365	EWB00_009293.1, EWB00_009293.2	FGIG_05854
OG0006366	EWB00_010624	FGIG_05942
OG0006367	EWB00_001598	FGIG_06038
OG0006368	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2	FGIG_06056
OG0006369	EWB00_001344, EWB00_001345	FGIG_06074
OG0006370	EWB00_002727	FGIG_06179
OG0006371	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2	FGIG_06220
OG0006372	EWB00_004149	FGIG_06257
OG0006373	EWB00_001245	FGIG_06266
OG0006374	EWB00_003679.2, EWB00_003679.1	FGIG_06368
OG0006375	EWB00_008519	FGIG_06379
OG0006376	EWB00_006930	FGIG_12584, FGIG_06425
OG0006377	EWB00_011145	FGIG_06440
OG0006378	EWB00_006481	FGIG_06445, FGIG_06444
OG0006379	EWB00_000616.1, EWB00_000616.2	FGIG_06453
OG0006380	EWB00_001977	FGIG_06551
OG0006381	EWB00_001175	FGIG_06561
OG0006382	EWB00_008646	FGIG_06574
OG0006383	EWB00_009236	FGIG_06621
OG0006384	EWB00_003860	FGIG_06626
OG0006385	EWB00_006553.1, EWB00_006553.2	FGIG_06657
OG0006386	EWB00_009103	FGIG_06699
OG0006387	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217	FGIG_06734, FGIG_12424
OG0006388	EWB00_003868	FGIG_06755
OG0006389	EWB00_004491	FGIG_06771
OG0006390	EWB00_010465.1, EWB00_010465.2	FGIG_06827
OG0006391	EWB00_010466, EWB00_010467	FGIG_07033, FGIG_06828
OG0006392	EWB00_006667	FGIG_10067, FGIG_06830
OG0006393	EWB00_010088.1, EWB00_010088.2	FGIG_06928
OG0006394	EWB00_010737	FGIG_06942
OG0006395	EWB00_003708	FGIG_06992
OG0006397	EWB00_002658	FGIG_07001
OG0006398	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2	FGIG_07086
OG0006400	EWB00_001184	FGIG_07283
OG0006401	EWB00_000221	FGIG_07310
OG0006403	EWB00_003589	FGIG_07437
OG0006404	EWB00_001717	FGIG_07473
OG0006405	EWB00_005334.1, EWB00_005334.2	FGIG_07477
OG0006406	EWB00_010634	FGIG_07578
OG0006407	EWB00_010364	FGIG_07582
OG0006408	EWB00_010954	FGIG_07627
OG0006409	EWB00_007749	FGIG_07688
OG0006410	EWB00_005666.1, EWB00_005666.2	FGIG_07709
OG0006411	EWB00_008798	FGIG_07733
OG0006412	EWB00_006541	FGIG_07743, FGIG_07742
OG0006414	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3	FGIG_07937
OG0006415	EWB00_001087, EWB00_001088.2, EWB00_001088.1	FGIG_08006
OG0006416	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3	FGIG_08033
OG0006417	EWB00_005349	FGIG_08055
OG0006418	EWB00_003070.1, EWB00_003070.2	FGIG_08067
OG0006419	EWB00_006961	FGIG_08105
OG0006420	EWB00_010418	FGIG_08164
OG0006421	EWB00_006324	FGIG_08200
OG0006422	EWB00_001854, EWB00_001853	FGIG_08202
OG0006423	EWB00_008792.1, EWB00_008792.2	FGIG_08206, FGIG_10667
OG0006424	EWB00_005337	FGIG_08208
OG0006425	EWB00_001251	FGIG_08311
OG0006426	EWB00_002512.1, EWB00_002512.2	FGIG_08358
OG0006427	EWB00_002138	FGIG_08359
OG0006428	EWB00_010196	FGIG_08397
OG0006429	EWB00_005543	FGIG_08439
OG0006430	EWB00_007327	FGIG_08457
OG0006431	EWB00_011425.1, EWB00_011425.2	FGIG_08615
OG0006432	EWB00_010127, EWB00_002641	FGIG_08656
OG0006434	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4	FGIG_08760
OG0006436	EWB00_010076	FGIG_08796
OG0006437	EWB00_006695	FGIG_08799
OG0006438	EWB00_011019.1, EWB00_011019.2	FGIG_08851
OG0006439	EWB00_002675	FGIG_08865
OG0006440	EWB00_003673.1, EWB00_003673.2	FGIG_08876
OG0006441	EWB00_003757.1, EWB00_003757.2	FGIG_08947
OG0006442	EWB00_008359.1, EWB00_008359.2	FGIG_08983
OG0006444	EWB00_011400	FGIG_09053
OG0006445	EWB00_008651.1, EWB00_008651.2	FGIG_09103
OG0006446	EWB00_003542	FGIG_09224
OG0006448	EWB00_006347.2, EWB00_006347.1	FGIG_09313
OG0006449	EWB00_010903	FGIG_09359
OG0006450	EWB00_007875	FGIG_09392
OG0006451	EWB00_008678, EWB00_008677	FGIG_09470
OG0006452	EWB00_003572	FGIG_09553
OG0006453	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4	FGIG_09566
OG0006454	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3	FGIG_09585
OG0006455	EWB00_005212.2, EWB00_005212.1, EWB00_005212.3	FGIG_09741
OG0006456	EWB00_003848.2, EWB00_003848.1	FGIG_09749
OG0006457	EWB00_002155.1, EWB00_002155.2	FGIG_09819
OG0006458	EWB00_009808	FGIG_09840
OG0006459	EWB00_000884	FGIG_09859
OG0006460	EWB00_010500	FGIG_09902
OG0006461	EWB00_005303	FGIG_09992
OG0006462	EWB00_004411	FGIG_10029
OG0006463	EWB00_009172, EWB00_009173	FGIG_10092
OG0006464	EWB00_002392	FGIG_10128
OG0006465	EWB00_001411	FGIG_11121, FGIG_10158
OG0006466	EWB00_003275.1, EWB00_003275.2	FGIG_10266
OG0006467	EWB00_009480	FGIG_10308
OG0006468	EWB00_002826.1, EWB00_002826.2	FGIG_10393
OG0006469	EWB00_004168	FGIG_10433
OG0006470	EWB00_005809	FGIG_10447
OG0006471	EWB00_002188.1, EWB00_002188.2, EWB00_002188.3	FGIG_10483
OG0006472	EWB00_002628	FGIG_10666
OG0006473	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3	FGIG_10705
OG0006474	EWB00_009300.1, EWB00_009300.2, EWB00_009300.3	FGIG_10869
OG0006475	EWB00_002666	FGIG_10891
OG0006476	EWB00_007324	FGIG_11046
OG0006477	EWB00_001082.1, EWB00_001082.2	FGIG_11156, FGIG_11891
OG0006478	EWB00_008594	FGIG_11160
OG0006480	EWB00_002401	FGIG_11325
OG0006481	EWB00_005805	FGIG_11497, FGIG_11646
OG0006482	EWB00_010303.1, EWB00_010303.2	FGIG_11570, FGIG_14000
OG0006483	EWB00_011285	FGIG_11611
OG0006484	EWB00_007908.1, EWB00_007908.2	FGIG_11727
OG0006485	EWB00_004853	FGIG_11740
OG0006486	EWB00_002402.1, EWB00_002402.2	FGIG_11752
OG0006487	EWB00_008102	FGIG_11778, FGIG_11777
OG0006488	EWB00_003127	FGIG_11860
OG0006489	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3	FGIG_11976
OG0006490	EWB00_002090.3	FGIG_12128
OG0006491	EWB00_001337	FGIG_12211
OG0006492	EWB00_002587.3, EWB00_002587.1, EWB00_002587.2	FGIG_12231
OG0006493	EWB00_001529	FGIG_12248
OG0006494	EWB00_000390	FGIG_12351
OG0006495	EWB00_010386.1, EWB00_010386.2	FGIG_12377
OG0006496	EWB00_008211	FGIG_12617
OG0006543	EWB00_007047.1, EWB00_007047.2	FGIG_00006, FGIG_11678
OG0006544	EWB00_006687	FGIG_00078
OG0006545	EWB00_002786, EWB00_007349	FGIG_00183
OG0006546	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3	FGIG_00243
OG0006547	EWB00_010749	FGIG_00317
OG0006548	EWB00_005521	FGIG_04759, FGIG_00371, FGIG_04671
OG0006549	EWB00_010044	FGIG_00449
OG0006551	EWB00_001399	FGIG_00601
OG0006552	EWB00_002324.1, EWB00_002324.2	FGIG_00623
OG0006553	EWB00_001417	FGIG_00662
OG0006554	EWB00_001563	FGIG_00767
OG0006555	EWB00_009158	FGIG_00808
OG0006556	EWB00_006496	FGIG_00982
OG0006557	EWB00_011340	FGIG_00988
OG0006558	EWB00_006097	FGIG_01077
OG0006559	EWB00_008275	FGIG_01134
OG0006560	EWB00_005025	FGIG_01138
OG0006561	EWB00_009857.1, EWB00_009857.2	FGIG_01187
OG0006564	EWB00_006210.1, EWB00_006210.2	FGIG_01264
OG0006565	EWB00_002440	FGIG_08143, FGIG_01311
OG0006566	EWB00_009119.1, EWB00_009119.3, EWB00_009119.2, EWB00_009119.4	FGIG_01314
OG0006567	EWB00_005991	FGIG_01360
OG0006568	EWB00_006440	FGIG_01394
OG0006569	EWB00_007927.1, EWB00_007927.2	FGIG_01437
OG0006570	EWB00_003803	FGIG_01459, FGIG_01458
OG0006571	EWB00_004026	FGIG_01508
OG0006572	EWB00_004054	FGIG_01547
OG0006573	EWB00_008801	FGIG_01594
OG0006574	EWB00_009806	FGIG_01597
OG0006575	EWB00_005556	FGIG_01608
OG0006576	EWB00_005567	FGIG_01614
OG0006577	EWB00_006867.3	FGIG_01753
OG0006578	EWB00_010765	FGIG_01891
OG0006579	EWB00_002814	FGIG_02083
OG0006580	EWB00_011017.1, EWB00_011017.2	FGIG_02087
OG0006581	EWB00_005024	FGIG_02181
OG0006582	EWB00_002881	FGIG_02231
OG0006583	EWB00_008067	FGIG_02247
OG0006584	EWB00_007894.1, EWB00_007894.2	FGIG_02271
OG0006586	EWB00_001305	FGIG_02291
OG0006587	EWB00_010393	FGIG_02307
OG0006588	EWB00_009416.1, EWB00_009416.2	FGIG_02309
OG0006589	EWB00_003523, EWB00_003524	FGIG_02349, FGIG_08384
OG0006590	EWB00_003527	FGIG_02351
OG0006591	EWB00_002706	FGIG_02456
OG0006592	EWB00_004473	FGIG_02535
OG0006593	EWB00_000958	FGIG_02570
OG0006594	EWB00_007750	FGIG_02673
OG0006595	EWB00_005388.1, EWB00_005388.2	FGIG_02674
OG0006596	EWB00_001262, EWB00_001263	FGIG_02752
OG0006597	EWB00_004551	FGIG_02773
OG0006599	EWB00_007095.1, EWB00_007095.3, EWB00_007095.2	FGIG_07064, FGIG_03010
OG0006600	EWB00_002637.1, EWB00_002637.3, EWB00_002637.2	FGIG_03034
OG0006601	EWB00_007756	FGIG_03122, FGIG_06369
OG0006602	EWB00_004222	FGIG_03176
OG0006603	EWB00_005092	FGIG_03226
OG0006604	EWB00_008378	FGIG_03234
OG0006606	EWB00_006633	FGIG_03382
OG0006607	EWB00_003737	FGIG_03435
OG0006608	EWB00_006434	FGIG_03438
OG0006609	EWB00_004144.1, EWB00_004144.2	FGIG_03439
OG0006610	EWB00_006747	FGIG_03465
OG0006611	EWB00_005520.1, EWB00_005520.2, EWB00_005520.3, EWB00_005520.4, EWB00_005520.5	FGIG_03478
OG0006613	EWB00_001203.1, EWB00_001203.2	FGIG_03620
OG0006615	EWB00_001789, EWB00_001782, EWB00_001781, EWB00_001785	FGIG_03718
OG0006616	EWB00_006105	FGIG_03739
OG0006617	EWB00_008687	FGIG_03802
OG0006618	EWB00_005605	FGIG_03887
OG0006619	EWB00_001141	FGIG_03900
OG0006620	EWB00_004646	FGIG_03903
OG0006621	EWB00_000371	FGIG_03986
OG0006622	EWB00_002467	FGIG_03995
OG0006623	EWB00_000473	FGIG_04048
OG0006624	EWB00_003380	FGIG_04050
OG0006625	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4	FGIG_04051
OG0006627	EWB00_003571	FGIG_04165
OG0006628	EWB00_000375	FGIG_04260
OG0006629	EWB00_007152.1, EWB00_007152.2	FGIG_04332
OG0006630	EWB00_000139	FGIG_04399, FGIG_04400
OG0006631	EWB00_007230	FGIG_04415
OG0006632	EWB00_006195	FGIG_04535
OG0006633	EWB00_001599	FGIG_04566
OG0006634	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4	FGIG_04588
OG0006635	EWB00_007779.1, EWB00_007779.2	FGIG_04593
OG0006636	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1	FGIG_04678
OG0006637	EWB00_001809.1, EWB00_001809.2	FGIG_04744
OG0006638	EWB00_007775	FGIG_04775
OG0006639	EWB00_007494	FGIG_04793
OG0006641	EWB00_011047	FGIG_04835
OG0006642	EWB00_004701, EWB00_004703	FGIG_04871
OG0006643	EWB00_005174	FGIG_04972
OG0006644	EWB00_001102.1, EWB00_001102.2	FGIG_05056
OG0006645	EWB00_011351	FGIG_05059
OG0006646	EWB00_006511	FGIG_05066
OG0006647	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3	FGIG_05201
OG0006648	EWB00_004109	FGIG_05316
OG0006649	EWB00_008341	FGIG_05329
OG0006650	EWB00_006878	FGIG_05364
OG0006651	EWB00_007689	FGIG_05383
OG0006652	EWB00_009657.1, EWB00_009657.2	FGIG_05401
OG0006653	EWB00_005584	FGIG_05476
OG0006654	EWB00_004106	FGIG_05485
OG0006655	EWB00_005933	FGIG_05516
OG0006656	EWB00_005932	FGIG_05517
