Orthogroup	fasciola_gigantica	fasciola_hepatica	opisthorchis_viverrini	s.mekongi	schistosoma_bovis	schistosoma_curassoni	schistosoma_guineensis	schistosoma_haematobium	schistosoma_intercalatum	schistosoma_japonicum	schistosoma_mansoni	schistosoma_margrebowiei	schistosoma_mattheei	schistosoma_rodhaini	schistosoma_spindale	schistosoma_turkestanicum	schmidtea_mediterranea	trichobilharzia_regenti
OG0028308																	h1SMcT0001012.1	
OG0028309																	h1SMcT0001013.1	
OG0028310																	h1SMcT0001065.1	
OG0028311																	h1SMcT0001070.1	
OG0028312																	h1SMcT0001078.2	
OG0028313																	h1SMcT0001081.1	
OG0028314																	h1SMcT0001082.10	
OG0028315																	h1SMcT0001082.11	
OG0028316																	h1SMcT0001088.1	
OG0028317																	h1SMcT0001093.1	
OG0028318																	h1SMcT0001104.1	
OG0028319																	h1SMcT0001105.1	
OG0028320																	h1SMcT0001106.1	
OG0028321																	h1SMcT0001107.1	
OG0028322																	h1SMcT0001112.1	
OG0028323																	h1SMcT0001115.1	
OG0028324																	h1SMcT0001120.1	
OG0028325																	h1SMcT0001125.1	
OG0028326																	h1SMcT0001135.1	
OG0028327																	h1SMcT0001143.1	
OG0028328																	h1SMcT0001154.2	
OG0028329																	h1SMcT0001166.1	
OG0028330																	h1SMcT0001207.1	
OG0028331																	h1SMcT0001211.1	
OG0028332																	h1SMcT0001214.1	
OG0028333																	h1SMcT0001219.1	
OG0028334																	h1SMcT0001240.1	
OG0028335																	h1SMcT0001242.1	
OG0028336																	h1SMcT0001243.1	
OG0028337																	h1SMcT0001248.1	
OG0028338																	h1SMcT0001256.1	
OG0028339																	h1SMcT0001257.1	
OG0028340																	h1SMcT0001272.1	
OG0028341																	h1SMcT0001289.1	
OG0028342																	h1SMcT0001292.1	
OG0028343																	h1SMcT0001298.1	
OG0028344																	h1SMcT0001315.1	
OG0028345																	h1SMcT0001329.1	
OG0028346																	h1SMcT0001335.1	
OG0028347																	h1SMcT0001346.1	
OG0028348																	h1SMcT0001349.1	
OG0028349																	h1SMcT0001358.1	
OG0028350																	h1SMcT0001361.1	
OG0028351																	h1SMcT0001368.1	
OG0028352																	h1SMcT0001369.1	
OG0028353																	h1SMcT0001384.1	
OG0028354																	h1SMcT0001386.1	
OG0028355																	h1SMcT0001390.1	
OG0028356																	h1SMcT0001399.1	
OG0028357																	h1SMcT0001399.3	
OG0028358																	h1SMcT0001411.1	
OG0028359																	h1SMcT0001450.1	
OG0028360																	h1SMcT0001455.1	
OG0028361																	h1SMcT0001473.1	
OG0028362																	h1SMcT0001474.1	
OG0028363																	h1SMcT0001478.1	
OG0028364																	h1SMcT0001486.1	
OG0028365																	h1SMcT0001490.1	
OG0028366																	h1SMcT0001491.1	
OG0028367																	h1SMcT0001494.1	
OG0028368																	h1SMcT0001497.1	
OG0028369																	h1SMcT0001513.1	
OG0028370																	h1SMcT0001522.1	
OG0028371																	h1SMcT0001526.1	
OG0028372																	h1SMcT0001528.1	
OG0028373																	h1SMcT0001534.1	
OG0028374																	h1SMcT0001538.1	
OG0028375																	h1SMcT0001550.1	
OG0028376																	h1SMcT0001551.1	
OG0028377																	h1SMcT0001552.1	
OG0028378																	h1SMcT0001556.1	
OG0028379																	h1SMcT0001561.1	
OG0028380																	h1SMcT0001583.1	
OG0028381																	h1SMcT0001586.1	
OG0028382																	h1SMcT0001589.1	
OG0028383																	h1SMcT0001623.1	
OG0028384																	h1SMcT0001624.1	
OG0028385																	h1SMcT0001634.1	
OG0028386																	h1SMcT0001652.1	
OG0028387																	h1SMcT0001654.1	
OG0028388																	h1SMcT0001655.1	
OG0028389																	h1SMcT0001656.1	
OG0028390																	h1SMcT0001671.1	
OG0028391																	h1SMcT0001672.1	
OG0028392																	h1SMcT0001682.1	
OG0028393																	h1SMcT0001686.1	
OG0028394																	h1SMcT0001687.1	
OG0028395																	h1SMcT0001688.1	
OG0028396																	h1SMcT0001696.1	
OG0028397																	h1SMcT0001704.1	
OG0028398																	h1SMcT0001717.1	
OG0028399																	h1SMcT0001727.1	
OG0028400																	h1SMcT0001745.1	
OG0028401																	h1SMcT0001755.1	
OG0028402																	h1SMcT0001756.1	
OG0028403																	h1SMcT0001759.1	
OG0028404																	h1SMcT0001784.1	
OG0028405																	h1SMcT0001803.3	
OG0028406																	h1SMcT0001803.4	
OG0028407																	h1SMcT0001805.1	
OG0028408																	h1SMcT0001811.1	
OG0028409																	h1SMcT0001817.1	
OG0028410																	h1SMcT0001821.1	
OG0028411																	h1SMcT0001824.1	
OG0028412																	h1SMcT0001828.1	
OG0028413																	h1SMcT0001830.1	
OG0028414																	h1SMcT0001833.1	
OG0028415																	h1SMcT0001834.1	
OG0028416																	h1SMcT0001837.1	
OG0028417																	h1SMcT0001848.1	
OG0028418																	h1SMcT0001875.1	
OG0028419																	h1SMcT0001890.1	
OG0028420																	h1SMcT0001893.1	
OG0028421																	h1SMcT0001915.1	
OG0028422																	h1SMcT0001930.1	
OG0028423																	h1SMcT0001943.1	
OG0028424																	h1SMcT0001976.1	
OG0028425																	h1SMcT0001981.1	
OG0028426																	h1SMcT0001988.1	
OG0028427																	h1SMcT0001996.1	
OG0028428																	h1SMcT0001998.1	
OG0028429																	h1SMcT0002007.5	
OG0028430																	h1SMcT0002009.1	
OG0028431																	h1SMcT0002012.1	
OG0028432																	h1SMcT0002015.1	
OG0028433																	h1SMcT0002020.1	
OG0028434																	h1SMcT0002022.1	
OG0028435																	h1SMcT0002027.4	
OG0028436																	h1SMcT0002048.1	
OG0028437																	h1SMcT0002049.1	
OG0028438																	h1SMcT0002062.1	
OG0028439																	h1SMcT0002064.1	
OG0028440																	h1SMcT0002069.1	
OG0028441																	h1SMcT0002073.1	
OG0028442																	h1SMcT0002078.1	
OG0028443																	h1SMcT0002080.1	
OG0028444																	h1SMcT0002094.1	
OG0028445																	h1SMcT0002104.1	
OG0028446																	h1SMcT0002109.1	
OG0028447																	h1SMcT0002125.1	
OG0028448																	h1SMcT0002126.1	
OG0028449																	h1SMcT0002133.1	
OG0028450																	h1SMcT0002155.1	
OG0028451																	h1SMcT0002160.1	
OG0028452																	h1SMcT0002171.1	
OG0028453																	h1SMcT0002175.3	
OG0028454																	h1SMcT0002175.4	
OG0028455																	h1SMcT0002176.1	
OG0028456																	h1SMcT0002195.1	
OG0028457																	h1SMcT0002221.1	
OG0028458																	h1SMcT0002221.3	
OG0028459																	h1SMcT0002232.1	
OG0028460																	h1SMcT0002238.1	
OG0028461																	h1SMcT0002243.1	
OG0028462																	h1SMcT0002244.1	
OG0028463																	h1SMcT0002250.4	
OG0028464																	h1SMcT0002266.1	
OG0028465																	h1SMcT0002271.1	
OG0028466																	h1SMcT0002276.1	
OG0028467																	h1SMcT0002277.1	
OG0028468																	h1SMcT0002300.1	
OG0028469																	h1SMcT0002319.1	
OG0028470																	h1SMcT0002321.1	
OG0028471																	h1SMcT0002330.1	
OG0028472																	h1SMcT0002339.1	
OG0028473																	h1SMcT0002346.1	
OG0028474																	h1SMcT0002359.1	
OG0028475																	h1SMcT0002361.2	
OG0028476																	h1SMcT0002364.1	
OG0028477																	h1SMcT0002368.1	
OG0028478																	h1SMcT0002369.1	
OG0028479																	h1SMcT0002371.1	
OG0028480																	h1SMcT0002384.1	
OG0028481																	h1SMcT0002394.1	
OG0028482																	h1SMcT0002404.1	
OG0028483																	h1SMcT0002405.1	
OG0028484																	h1SMcT0002407.1	
OG0028485																	h1SMcT0002413.1	
OG0028486																	h1SMcT0002417.1	
OG0028487																	h1SMcT0002417.2	
OG0028488																	h1SMcT0002430.1	
OG0028489																	h1SMcT0002435.1	
OG0028490																	h1SMcT0002441.1	
OG0028491																	h1SMcT0002459.1	
OG0028492																	h1SMcT0002475.1	
OG0028493																	h1SMcT0002481.1	
OG0028494																	h1SMcT0002488.1	
OG0028495																	h1SMcT0002496.1	
OG0028496																	h1SMcT0002511.1	
OG0028497																	h1SMcT0002513.1	
OG0028498																	h1SMcT0002514.1	
OG0028499																	h1SMcT0002523.1	
OG0028500																	h1SMcT0002533.1	
OG0028501																	h1SMcT0002541.1	
OG0028502																	h1SMcT0002560.1	
OG0028503																	h1SMcT0002562.1	
OG0028504																	h1SMcT0002583.1	
OG0028505																	h1SMcT0002585.1	
OG0028506																	h1SMcT0002596.1	
OG0028507																	h1SMcT0002618.1	
OG0028508																	h1SMcT0002622.2	
OG0028509																	h1SMcT0002622.3	
OG0028510																	h1SMcT0002630.1	
OG0028511																	h1SMcT0002638.1	
OG0028512																	h1SMcT0002698.1	
OG0028513																	h1SMcT0002708.1	
OG0028514																	h1SMcT0002714.1	
OG0028515																	h1SMcT0002730.1	
OG0028516																	h1SMcT0002731.1	
OG0028517																	h1SMcT0002736.1	
OG0028518																	h1SMcT0002737.1	
OG0028519																	h1SMcT0002773.1	
OG0028520																	h1SMcT0002787.1	
OG0028521																	h1SMcT0002790.1	
OG0028522																	h1SMcT0002805.1	
OG0028523																	h1SMcT0002830.1	
OG0028524																	h1SMcT0002832.2	
OG0028525																	h1SMcT0002833.1	
OG0028526																	h1SMcT0002834.1	
OG0028527																	h1SMcT0002847.1	
OG0028528																	h1SMcT0002850.1	
OG0028529																	h1SMcT0002855.1	
OG0028530																	h1SMcT0002861.1	
OG0028531																	h1SMcT0002863.1	
OG0028532																	h1SMcT0002871.1	
OG0028533																	h1SMcT0002885.1	
OG0028534																	h1SMcT0002886.1	
OG0028535																	h1SMcT0002891.1	
OG0028536																	h1SMcT0002896.1	
OG0028537																	h1SMcT0002901.1	
OG0028538																	h1SMcT0002916.3	
OG0028539																	h1SMcT0002917.1	
OG0028540																	h1SMcT0002938.1	
OG0028541																	h1SMcT0002941.4	
OG0028542																	h1SMcT0002981.1	
OG0028543																	h1SMcT0002982.1	
OG0028544																	h1SMcT0002994.1	
OG0028545																	h1SMcT0003007.1	
OG0028546																	h1SMcT0003008.1	
OG0028547																	h1SMcT0003021.1	
OG0028548																	h1SMcT0003034.1	
OG0028549																	h1SMcT0003036.2	
OG0028550																	h1SMcT0003052.1	
OG0028551																	h1SMcT0003066.1	
OG0028552																	h1SMcT0003080.1	
OG0028553																	h1SMcT0003088.1	
OG0028554																	h1SMcT0003090.1	
OG0028555																	h1SMcT0003116.1	
OG0028556																	h1SMcT0003117.1	
OG0028557																	h1SMcT0003123.1	
OG0028558																	h1SMcT0003161.1	
OG0028559																	h1SMcT0003163.1	
OG0028560																	h1SMcT0003166.1	
OG0028561																	h1SMcT0003170.1	
OG0028562																	h1SMcT0003204.1	
OG0028563																	h1SMcT0003206.1	
OG0028564																	h1SMcT0003209.1	
OG0028565																	h1SMcT0003216.1	
OG0028566																	h1SMcT0003220.1	
OG0028567																	h1SMcT0003225.1	
OG0028568																	h1SMcT0003234.1	
OG0028569																	h1SMcT0003246.1	
OG0028570																	h1SMcT0003260.1	
OG0028571																	h1SMcT0003276.1	
OG0028572																	h1SMcT0003277.1	
OG0028573																	h1SMcT0003279.1	
OG0028574																	h1SMcT0003284.1	
OG0028575																	h1SMcT0003296.2	
OG0028576																	h1SMcT0003308.1	
OG0028577																	h1SMcT0003315.1	
OG0028578																	h1SMcT0003338.1	
OG0028579																	h1SMcT0003349.1	
OG0028580																	h1SMcT0003363.1	
OG0028581																	h1SMcT0003385.1	
OG0028582																	h1SMcT0003391.1	
OG0028583																	h1SMcT0003393.1	
OG0028584																	h1SMcT0003399.1	
OG0028585																	h1SMcT0003400.1	
OG0028586																	h1SMcT0003412.1	
OG0028587																	h1SMcT0003414.1	
OG0028588																	h1SMcT0003415.1	
OG0028589																	h1SMcT0003417.1	
OG0028590																	h1SMcT0003427.1	
OG0028591																	h1SMcT0003440.1	
OG0028592																	h1SMcT0003451.1	
OG0028593																	h1SMcT0003454.1	
OG0028594																	h1SMcT0003462.1	
OG0028595																	h1SMcT0003467.1	
OG0028596																	h1SMcT0003468.1	
OG0028597																	h1SMcT0003472.1	
OG0028598																	h1SMcT0003498.1	
OG0028599																	h1SMcT0003503.1	
OG0028600																	h1SMcT0003521.1	
OG0028601																	h1SMcT0003528.1	
OG0028602																	h1SMcT0003529.1	
OG0028603																	h1SMcT0003554.1	
OG0028604																	h1SMcT0003558.3	
OG0028605																	h1SMcT0003572.1	
OG0028606																	h1SMcT0003573.1	
OG0028607																	h1SMcT0003577.1	
OG0028608																	h1SMcT0003594.2	
OG0028609																	h1SMcT0003609.1	
OG0028610																	h1SMcT0003611.4	
OG0028611																	h1SMcT0003619.1	
OG0028612																	h1SMcT0003625.1	
OG0028613																	h1SMcT0003630.1	
OG0028614																	h1SMcT0003662.1	
OG0028615																	h1SMcT0003665.1	
OG0028616																	h1SMcT0003674.1	
OG0028617																	h1SMcT0003689.1	
OG0028618																	h1SMcT0003699.1	
OG0028619																	h1SMcT0003719.1	
OG0028620																	h1SMcT0003725.1	
OG0028621																	h1SMcT0003728.1	
OG0028622																	h1SMcT0003733.1	
OG0028623																	h1SMcT0003744.1	
OG0028624																	h1SMcT0003749.1	
OG0028625																	h1SMcT0003752.1	
OG0028626																	h1SMcT0003758.1	
OG0028627																	h1SMcT0003765.1	
OG0028628																	h1SMcT0003776.1	
OG0028629																	h1SMcT0003778.1	
OG0028630																	h1SMcT0003784.1	
OG0028631																	h1SMcT0003792.1	
OG0028632																	h1SMcT0003805.1	
OG0028633																	h1SMcT0003812.1	
OG0028634																	h1SMcT0003820.1	
OG0028635																	h1SMcT0003829.1	
OG0028636																	h1SMcT0003836.1	
OG0028637																	h1SMcT0003837.1	
OG0028638																	h1SMcT0003852.1	
OG0028639																	h1SMcT0003856.1	
OG0028640																	h1SMcT0003869.1	
OG0028641																	h1SMcT0003871.1	
OG0028642																	h1SMcT0003878.1	
OG0028643																	h1SMcT0003886.1	
OG0028644																	h1SMcT0003891.1	
OG0028645																	h1SMcT0003895.1	
OG0028646																	h1SMcT0003899.1	
OG0028647																	h1SMcT0003910.1	
OG0028648																	h1SMcT0003916.1	
OG0028649																	h1SMcT0003922.1	
OG0028650																	h1SMcT0003926.1	
OG0028651																	h1SMcT0003934.1	
OG0028652																	h1SMcT0003939.1	
OG0028653																	h1SMcT0003943.1	
OG0028654																	h1SMcT0003947.1	
OG0028655																	h1SMcT0003948.1	
OG0028656																	h1SMcT0003957.1	
OG0028657																	h1SMcT0003961.1	
OG0028658																	h1SMcT0003965.1	
OG0028659																	h1SMcT0003975.1	
OG0028660																	h1SMcT0003980.1	
OG0028661																	h1SMcT0004013.1	
OG0028662																	h1SMcT0004017.1	
OG0028663																	h1SMcT0004028.2	
OG0028664																	h1SMcT0004030.1	
OG0028665																	h1SMcT0004034.1	
OG0028666																	h1SMcT0004043.1	
OG0028667																	h1SMcT0004044.1	
OG0028668																	h1SMcT0004045.1	
OG0028669																	h1SMcT0004047.1	
OG0028670																	h1SMcT0004059.1	
OG0028671																	h1SMcT0004076.1	
OG0028672																	h1SMcT0004083.1	
OG0028673																	h1SMcT0004085.1	
OG0028674																	h1SMcT0004092.1	
OG0028675																	h1SMcT0004099.1	
OG0028676																	h1SMcT0004126.1	
OG0028677																	h1SMcT0004134.1	
OG0028678																	h1SMcT0004137.1	
OG0028679																	h1SMcT0004140.1	
OG0028680																	h1SMcT0004148.1	
OG0028681																	h1SMcT0004157.1	
OG0028682																	h1SMcT0004160.1	
OG0028683																	h1SMcT0004161.1	
OG0028684																	h1SMcT0004166.1	
OG0028685																	h1SMcT0004178.1	
OG0028686																	h1SMcT0004181.1	
OG0028687																	h1SMcT0004186.1	
OG0028688																	h1SMcT0004187.1	
OG0028689																	h1SMcT0004188.1	
OG0028690																	h1SMcT0004194.1	
OG0028691																	h1SMcT0004199.1	
OG0028692																	h1SMcT0004227.1	
OG0028693																	h1SMcT0004229.1	
OG0028694																	h1SMcT0004234.1	
OG0028695																	h1SMcT0004259.1	
OG0028696																	h1SMcT0004285.1	
OG0028697																	h1SMcT0004289.1	
OG0028698																	h1SMcT0004305.1	
OG0028699																	h1SMcT0004308.1	
OG0028700																	h1SMcT0004309.1	
OG0028701																	h1SMcT0004318.1	
OG0028702																	h1SMcT0004321.1	
OG0028703																	h1SMcT0004322.1	
OG0028704																	h1SMcT0004338.1	
OG0028705																	h1SMcT0004370.1	
OG0028706																	h1SMcT0004371.1	
OG0028707																	h1SMcT0004372.1	
OG0028708																	h1SMcT0004380.1	
OG0028709																	h1SMcT0004405.1	
OG0028710																	h1SMcT0004409.1	
OG0028711																	h1SMcT0004417.1	
OG0028712																	h1SMcT0004434.1	
OG0028713																	h1SMcT0004436.1	
OG0028714																	h1SMcT0004437.1	
OG0028715																	h1SMcT0004443.1	
OG0028716																	h1SMcT0004444.1	
OG0028717																	h1SMcT0004464.1	
OG0028718																	h1SMcT0004469.1	
OG0028719																	h1SMcT0004477.1	
OG0028720																	h1SMcT0004483.1	
OG0028721																	h1SMcT0004488.1	
OG0028722																	h1SMcT0004507.1	
OG0028723																	h1SMcT0004518.1	
OG0028724																	h1SMcT0004531.1	
OG0028725																	h1SMcT0004532.1	
OG0028726																	h1SMcT0004547.1	
OG0028727																	h1SMcT0004549.1	
OG0028728																	h1SMcT0004562.1	
OG0028729																	h1SMcT0004571.1	
OG0028730																	h1SMcT0004573.1	
OG0028731																	h1SMcT0004575.1	
OG0028732																	h1SMcT0004576.1	
OG0028733																	h1SMcT0004578.1	
OG0028734																	h1SMcT0004582.1	
OG0028735																	h1SMcT0004605.1	
OG0028736																	h1SMcT0004612.1	
OG0028737																	h1SMcT0004615.1	
OG0028738																	h1SMcT0004632.1	
OG0028739																	h1SMcT0004633.1	
OG0028740																	h1SMcT0004634.1	
OG0028741																	h1SMcT0004636.1	
OG0028742																	h1SMcT0004639.1	
OG0028743																	h1SMcT0004641.1	
OG0028744																	h1SMcT0004652.1	
OG0028745																	h1SMcT0004657.1	
OG0028746																	h1SMcT0004659.1	
OG0028747																	h1SMcT0004669.1	
OG0028748																	h1SMcT0004670.1	
OG0028749																	h1SMcT0004671.1	
OG0028750																	h1SMcT0004673.1	
OG0028751																	h1SMcT0004679.1	
OG0028752																	h1SMcT0004680.1	
OG0028753																	h1SMcT0004686.1	
OG0028754																	h1SMcT0004699.1	
OG0028755																	h1SMcT0004712.1	
OG0028756																	h1SMcT0004715.1	
OG0028757																	h1SMcT0004716.1	
OG0028758																	h1SMcT0004718.1	
OG0028759																	h1SMcT0004725.1	
OG0028760																	h1SMcT0004726.1	
OG0028761																	h1SMcT0004742.1	
OG0028762																	h1SMcT0004746.1	
OG0028763																	h1SMcT0004747.1	
OG0028764																	h1SMcT0004748.1	
OG0028765																	h1SMcT0004784.1	
OG0028766																	h1SMcT0004818.1	
OG0028767																	h1SMcT0004829.1	
OG0028768																	h1SMcT0004831.1	
OG0028769																	h1SMcT0004833.1	
OG0028770																	h1SMcT0004836.1	
OG0028771																	h1SMcT0004851.1	
OG0028772																	h1SMcT0004852.1	
OG0028773																	h1SMcT0004857.1	
OG0028774																	h1SMcT0004858.1	
OG0028775																	h1SMcT0004859.1	
OG0028776																	h1SMcT0004863.1	
OG0028777																	h1SMcT0004875.1	
OG0028778																	h1SMcT0004882.1	
OG0028779																	h1SMcT0004890.1	
OG0028780																	h1SMcT0004892.1	
OG0028781																	h1SMcT0004904.1	
OG0028782																	h1SMcT0004910.1	
OG0028783																	h1SMcT0004916.1	
OG0028784																	h1SMcT0004922.1	
OG0028785																	h1SMcT0004923.1	
OG0028786																	h1SMcT0004926.1	
OG0028787																	h1SMcT0004937.1	
OG0028788																	h1SMcT0004940.1	
OG0028789																	h1SMcT0004979.1	
OG0028790																	h1SMcT0004980.1	
OG0028791																	h1SMcT0004981.1	
OG0028792																	h1SMcT0004992.1	
OG0028793																	h1SMcT0004995.1	
OG0028794																	h1SMcT0005004.2	
OG0028795																	h1SMcT0005031.1	
OG0028796																	h1SMcT0005038.1	
OG0028797																	h1SMcT0005041.1	
OG0028798																	h1SMcT0005052.1	
OG0028799																	h1SMcT0005053.1	
OG0028800																	h1SMcT0005058.1	
OG0028801																	h1SMcT0005086.1	
OG0028802																	h1SMcT0005132.1	
OG0028803																	h1SMcT0005140.1	
OG0028804																	h1SMcT0005147.1	
OG0028805																	h1SMcT0005151.1	
OG0028806																	h1SMcT0005160.1	
OG0028807																	h1SMcT0005167.1	
OG0028808																	h1SMcT0005187.1	
OG0028809																	h1SMcT0005203.1	
OG0028810																	h1SMcT0005215.1	
OG0028811																	h1SMcT0005219.1	
OG0028812																	h1SMcT0005222.1	
OG0028813																	h1SMcT0005242.1	
OG0028814																	h1SMcT0005243.1	
OG0028815																	h1SMcT0005256.1	
OG0028816																	h1SMcT0005259.1	
OG0028817																	h1SMcT0005275.1	
OG0028818																	h1SMcT0005277.8	
OG0028819																	h1SMcT0005285.1	
OG0028820																	h1SMcT0005299.1	
OG0028821																	h1SMcT0005319.1	
OG0028822																	h1SMcT0005329.1	
OG0028823																	h1SMcT0005331.1	
OG0028824																	h1SMcT0005336.1	
OG0028825																	h1SMcT0005346.1	
OG0028826																	h1SMcT0005358.1	
OG0028827																	h1SMcT0005359.1	
OG0028828																	h1SMcT0005360.2	
OG0028829																	h1SMcT0005361.1	
OG0028830																	h1SMcT0005364.1	
OG0028831																	h1SMcT0005378.1	
OG0028832																	h1SMcT0005392.1	
OG0028833																	h1SMcT0005401.1	
OG0028834																	h1SMcT0005405.1	
OG0028835																	h1SMcT0005425.1	
OG0028836																	h1SMcT0005436.1	
OG0028837																	h1SMcT0005457.1	
OG0028838																	h1SMcT0005460.1	
OG0028839																	h1SMcT0005467.1	
OG0028840																	h1SMcT0005473.1	
OG0028841																	h1SMcT0005479.1	
OG0028842																	h1SMcT0005483.1	
OG0028843																	h1SMcT0005493.3	
OG0028844																	h1SMcT0005500.1	
OG0028845																	h1SMcT0005501.1	
OG0028846																	h1SMcT0005504.1	
OG0028847																	h1SMcT0005504.2	
OG0028848																	h1SMcT0005505.1	
OG0028849																	h1SMcT0005517.1	
OG0028850																	h1SMcT0005525.1	
OG0028851																	h1SMcT0005525.2	
OG0028852																	h1SMcT0005542.1	
OG0028853																	h1SMcT0005574.1	
OG0028854																	h1SMcT0005577.1	
OG0028855																	h1SMcT0005578.2	
OG0028856																	h1SMcT0005584.1	
OG0028857																	h1SMcT0005590.4	
OG0028858																	h1SMcT0005591.2	
OG0028859																	h1SMcT0005637.1	
OG0028860																	h1SMcT0005646.1	
OG0028861																	h1SMcT0005656.1	
OG0028862																	h1SMcT0005670.1	
OG0028863																	h1SMcT0005693.1	
OG0028864																	h1SMcT0005698.1	
OG0028865																	h1SMcT0005708.1	
OG0028866																	h1SMcT0005727.1	
OG0028867																	h1SMcT0005729.1	
OG0028868																	h1SMcT0005734.1	
OG0028869																	h1SMcT0005740.1	
OG0028870																	h1SMcT0005748.1	
OG0028871																	h1SMcT0005753.1	
OG0028872																	h1SMcT0005757.1	
OG0028873																	h1SMcT0005760.1	
OG0028874																	h1SMcT0005766.1	
OG0028875																	h1SMcT0005770.1	
OG0028876																	h1SMcT0005811.1	
OG0028877																	h1SMcT0005825.19	
OG0028878																	h1SMcT0005848.1	
OG0028879																	h1SMcT0005851.1	
OG0028880																	h1SMcT0005862.1	
OG0028881																	h1SMcT0005887.1	
OG0028882																	h1SMcT0005888.1	
OG0028883																	h1SMcT0005893.2	
OG0028884																	h1SMcT0005895.1	
OG0028885																	h1SMcT0005896.1	
OG0028886																	h1SMcT0005914.1	
OG0028887																	h1SMcT0005915.1	
OG0028888																	h1SMcT0005923.1	
OG0028889																	h1SMcT0005926.1	
OG0028890																	h1SMcT0005928.1	
OG0028891																	h1SMcT0005929.1	
OG0028892																	h1SMcT0005937.1	
OG0028893																	h1SMcT0005940.1	
OG0028894																	h1SMcT0005949.1	
OG0028895																	h1SMcT0005961.1	
OG0028896																	h1SMcT0005965.1	
OG0028897																	h1SMcT0005967.1	
OG0028898																	h1SMcT0005977.1	
OG0028899																	h1SMcT0005983.1	
OG0028900																	h1SMcT0005994.1	
OG0028901																	h1SMcT0006004.1	
OG0028902																	h1SMcT0006013.1	
OG0028903																	h1SMcT0006021.1	
OG0028904																	h1SMcT0006031.1	
OG0028905																	h1SMcT0006043.5	
OG0028906																	h1SMcT0006045.1	
OG0028907																	h1SMcT0006049.1	
OG0028908																	h1SMcT0006101.1	
OG0028909																	h1SMcT0006104.1	
OG0028910																	h1SMcT0006109.4	
OG0028911																	h1SMcT0006122.1	
OG0028912																	h1SMcT0006127.1	
OG0028913																	h1SMcT0006137.1	
OG0028914																	h1SMcT0006150.1	
OG0028915																	h1SMcT0006155.1	
OG0028916																	h1SMcT0006157.1	
OG0028917																	h1SMcT0006204.1	
OG0028918																	h1SMcT0006208.1	
OG0028919																	h1SMcT0006212.1	
OG0028920																	h1SMcT0006213.1	
OG0028921																	h1SMcT0006213.2	
OG0028922																	h1SMcT0006234.1	
OG0028923																	h1SMcT0006236.1	
OG0028924																	h1SMcT0006242.1	
OG0028925																	h1SMcT0006250.7	
OG0028926																	h1SMcT0006259.1	
OG0028927																	h1SMcT0006270.1	
OG0028928																	h1SMcT0006273.1	
OG0028929																	h1SMcT0006275.1	
OG0028930																	h1SMcT0006289.1	
OG0028931																	h1SMcT0006304.1	
OG0028932																	h1SMcT0006316.1	
OG0028933																	h1SMcT0006323.1	
OG0028934																	h1SMcT0006351.1	
OG0028935																	h1SMcT0006358.1	
OG0028936																	h1SMcT0006363.1	
OG0028937																	h1SMcT0006366.1	
OG0028938																	h1SMcT0006368.1	
OG0028939																	h1SMcT0006371.1	
OG0028940																	h1SMcT0006376.1	
OG0028941																	h1SMcT0006386.1	
OG0028942																	h1SMcT0006408.1	
OG0028943																	h1SMcT0006410.1	
OG0028944																	h1SMcT0006412.1	
OG0028945																	h1SMcT0006414.1	
OG0028946																	h1SMcT0006416.1	
OG0028947																	h1SMcT0006417.1	
OG0028948																	h1SMcT0006418.1	
OG0028949																	h1SMcT0006429.1	
OG0028950																	h1SMcT0006431.1	
OG0028951																	h1SMcT0006459.1	
OG0028952																	h1SMcT0006467.1	
OG0028953																	h1SMcT0006476.1	
OG0028954																	h1SMcT0006498.1	
OG0028955																	h1SMcT0006499.1	
OG0028956																	h1SMcT0006504.1	
OG0028957																	h1SMcT0006505.1	
OG0028958																	h1SMcT0006509.3	
OG0028959																	h1SMcT0006515.1	
OG0028960																	h1SMcT0006519.1	
OG0028961																	h1SMcT0006546.1	
OG0028962																	h1SMcT0006551.1	
OG0028963																	h1SMcT0006572.1	
OG0028964																	h1SMcT0006575.1	
OG0028965																	h1SMcT0006584.1	
OG0028966																	h1SMcT0006588.1	
OG0028967																	h1SMcT0006599.1	
OG0028968																	h1SMcT0006608.1	
OG0028969																	h1SMcT0006613.1	
OG0028970																	h1SMcT0006625.1	
OG0028971																	h1SMcT0006642.1	
OG0028972																	h1SMcT0006649.1	
OG0028973																	h1SMcT0006657.1	
OG0028974																	h1SMcT0006667.8	
OG0028975																	h1SMcT0006681.1	
OG0028976																	h1SMcT0006691.1	
OG0028977																	h1SMcT0006694.1	
OG0028978																	h1SMcT0006702.1	
OG0028979																	h1SMcT0006703.1	
OG0028980																	h1SMcT0006710.1	
OG0028981																	h1SMcT0006713.1	
OG0028982																	h1SMcT0006733.1	
OG0028983																	h1SMcT0006734.2	
OG0028984																	h1SMcT0006740.1	
OG0028985																	h1SMcT0006743.1	
OG0028986																	h1SMcT0006751.1	
OG0028987																	h1SMcT0006761.1	
OG0028988																	h1SMcT0006772.1	
OG0028989																	h1SMcT0006781.2	
OG0028990																	h1SMcT0006784.1	
OG0028991																	h1SMcT0006819.1	
OG0028992																	h1SMcT0006825.1	
OG0028993																	h1SMcT0006848.1	
OG0028994																	h1SMcT0006865.1	
OG0028995																	h1SMcT0006887.1	
OG0028996																	h1SMcT0006888.1	
