Orthogroup	schmidtea_mediterranea	schistosoma_curassoni
OG0004191	h1SMcT0020510.1	SCUR1_91430.1
OG0004192	h1SMcT0006318.1	SCUR1_17480.1
OG0004193	h1SMcT0006836.1	SCUR1_83430.1, SCUR1_97950.1
OG0004194	h1SMcT0010382.1, h1SMcT0010382.2, h1SMcT0010382.3	SCUR1_28830.1
OG0004195	h1SMcT0004452.1, h1SMcT0004452.2	SCUR1_17990.1, SCUR1_17990.2, SCUR1_17990.3
OG0004196	h1SMcT0000893.1, h1SMcT0000893.2	SCUR1_33850.1
OG0004198	h1SMcT0000564.1, h1SMcT0000564.2, h1SMcT0000565.1, h1SMcT0000565.2	SCUR1_84410.4, SCUR1_84410.1, SCUR1_84410.2, SCUR1_84410.3
OG0004199	h1SMcT0010078.1	SCUR1_58960.2, SCUR1_58960.1, SCUR1_58960.3
OG0004200	h1SMcT0018956.1, h1SMcT0018957.1	SCUR1_79870.1
OG0004201	h1SMcT0020693.4, h1SMcT0020693.1, h1SMcT0020693.2, h1SMcT0020693.3	SCUR1_64080.1
OG0004202	h1SMcT0007724.1	SCUR1_20400.1, SCUR1_20400.2
OG0004203	h1SMcT0005161.1, h1SMcT0005162.1, h1SMcT0005162.2, h1SMcT0005162.3, h1SMcT0005162.4	SCUR1_73220.1
OG0004205	h1SMcT0015239.1, h1SMcT0015239.2, h1SMcT0015239.3	SCUR1_15580.1
OG0004206	h1SMcT0007762.1	SCUR1_88600.2, SCUR1_88600.3, SCUR1_88600.1, SCUR1_88600.4
OG0004207	h1SMcT0002449.1	SCUR1_57600.1, SCUR1_57610.1, SCUR1_98000.1
OG0004208	h1SMcT0004611.1, h1SMcT0009618.1	SCUR1_67530.1
OG0004209	h1SMcT0012342.1, h1SMcT0012342.2	SCUR1_90100.3, SCUR1_90100.1, SCUR1_90100.2
OG0004212	h1SMcT0002695.2, h1SMcT0002695.3, h1SMcT0002695.1, h1SMcT0002695.4, h1SMcT0002695.5	SCUR1_53400.1
OG0004213	h1SMcT0001410.1	SCUR1_56110.1
OG0004214	h1SMcT0013600.1	SCUR1_6440.1, SCUR1_6440.2
OG0004215	h1SMcT0003601.1	SCUR1_34920.1
OG0004216	h1SMcT0021332.1, h1SMcT0004695.1, h1SMcT0004695.2, h1SMcT0004695.3	SCUR1_40790.1
OG0004217	h1SMcT0016701.1, h1SMcT0016701.2	SCUR1_93170.1
OG0004218	h1SMcT0019276.1	SCUR1_2730.2, SCUR1_2730.3, SCUR1_2730.1
OG0004219	h1SMcT0003249.1, h1SMcT0003249.2	SCUR1_63190.1, SCUR1_63190.2, SCUR1_63190.3
OG0004220	h1SMcT0009562.1, h1SMcT0009562.2, h1SMcT0009562.3, h1SMcT0009562.4	SCUR1_4800.2, SCUR1_4800.1
OG0004221	h1SMcT0010288.1	SCUR1_69420.5, SCUR1_69420.2, SCUR1_69420.4, SCUR1_69420.1, SCUR1_69420.3
OG0004222	h1SMcT0008223.1	SCUR1_58940.1, SCUR1_58940.2
OG0004224	h1SMcT0010497.1, h1SMcT0010497.2, h1SMcT0010497.3	SCUR1_63080.1
OG0004225	h1SMcT0006110.1	SCUR1_50840.1
OG0004226	h1SMcT0008747.1	SCUR1_23910.1, SCUR1_23910.3, SCUR1_23910.2
OG0004227	h1SMcT0008766.1	SCUR1_13280.1
OG0004228	h1SMcT0022454.1, h1SMcT0013327.1, h1SMcT0013326.3, h1SMcT0013326.4	SCUR1_58180.1
OG0004229	h1SMcT0004961.2, h1SMcT0004961.1, h1SMcT0004961.3	SCUR1_25650.1, SCUR1_25650.2
OG0004230	h1SMcT0014941.1	SCUR1_80640.1
OG0004231	h1SMcT0010923.1, h1SMcT0010923.2	SCUR1_72780.2, SCUR1_72780.4, SCUR1_72780.1, SCUR1_72780.3
OG0004232	h1SMcT0022386.1, h1SMcT0022386.2, h1SMcT0002127.1, h1SMcT0013225.1	SCUR1_49080.2, SCUR1_49080.1
OG0004233	h1SMcT0017061.1	SCUR1_49360.1
OG0004234	h1SMcT0022614.4	SCUR1_68510.1
OG0004235	h1SMcT0004117.1	SCUR1_22460.1
OG0004236	h1SMcT0008264.1, h1SMcT0008264.3, h1SMcT0008264.2, h1SMcT0008264.5	SCUR1_79480.1
OG0004237	h1SMcT0004837.1, h1SMcT0004837.2	SCUR1_19960.1, SCUR1_19960.2
OG0004238	h1SMcT0014445.1, h1SMcT0022834.1	SCUR1_72790.1
OG0004239	h1SMcT0008887.1	SCUR1_3410.1
OG0004242	h1SMcT0004080.3, h1SMcT0004080.1, h1SMcT0004080.2, h1SMcT0004080.4	SCUR1_95120.2, SCUR1_95120.3, SCUR1_95120.1, SCUR1_95120.4, SCUR1_56370.1
OG0004243	h1SMcT0015610.1	SCUR1_34770.1, SCUR1_34770.2, SCUR1_34770.3
OG0004244	h1SMcT0018115.1	SCUR1_59070.3, SCUR1_59070.2, SCUR1_59070.1
OG0004245	h1SMcT0013507.1	SCUR1_89460.1, SCUR1_89460.2, SCUR1_89460.3
OG0004246	h1SMcT0004788.1, h1SMcT0004788.2	SCUR1_25750.1
OG0004250	h1SMcT0016776.1	SCUR1_92280.1
OG0004253	h1SMcT0010205.3	SCUR1_87800.3, SCUR1_87800.1, SCUR1_87800.2
OG0004255	h1SMcT0016649.1, h1SMcT0016649.2	SCUR1_35540.1
OG0004256	h1SMcT0017929.1, h1SMcT0017929.2	SCUR1_12950.1, SCUR1_12950.4, SCUR1_12950.8, SCUR1_12950.6, SCUR1_12950.3, SCUR1_12950.5, SCUR1_12950.7, SCUR1_12950.2
OG0004257	h1SMcT0021229.1	SCUR1_65180.1
OG0004258	h1SMcT0007069.1, h1SMcT0007069.2	SCUR1_53370.1, SCUR1_53370.4, SCUR1_53370.2, SCUR1_53370.3
OG0004259	h1SMcT0017506.2	SCUR1_19890.1
OG0004260	h1SMcT0015266.1	SCUR1_94620.1, SCUR1_96200.2, SCUR1_96200.3, SCUR1_96200.4, SCUR1_96200.1
OG0004261	h1SMcT0003571.1	SCUR1_95380.1
OG0004263	h1SMcT0002456.1, h1SMcT0002456.2, h1SMcT0002456.3	SCUR1_95220.1, SCUR1_200.1, SCUR1_210.1, SCUR1_97730.2
OG0004265	h1SMcT0018480.1, h1SMcT0018480.2	SCUR1_57950.1
OG0004266	h1SMcT0003738.1, h1SMcT0001772.1, h1SMcT0001772.2, h1SMcT0001772.3	SCUR1_73370.1
OG0004267	h1SMcT0001370.1, h1SMcT0001370.2	SCUR1_25240.1
OG0004270	h1SMcT0002335.1, h1SMcT0014957.2	SCUR1_46460.1
OG0004271	h1SMcT0001629.1, h1SMcT0002635.1	SCUR1_82250.1, SCUR1_82250.3, SCUR1_82250.2
OG0004272	h1SMcT0001771.1, h1SMcT0001771.2	SCUR1_72460.1, SCUR1_72460.2, SCUR1_72460.3, SCUR1_72460.4
OG0004274	h1SMcT0019869.1	SCUR1_53990.1, SCUR1_53990.3, SCUR1_53990.2, SCUR1_53990.4
OG0004275	h1SMcT0005420.1, h1SMcT0005420.2	SCUR1_44590.1
OG0004276	h1SMcT0014666.1	SCUR1_20960.1, SCUR1_20960.2
OG0004277	h1SMcT0016441.1	SCUR1_5800.1, SCUR1_5800.2
OG0004278	h1SMcT0020653.1, h1SMcT0020653.2	SCUR1_34860.1
OG0004280	h1SMcT0003269.5, h1SMcT0003269.3, h1SMcT0003269.2, h1SMcT0003269.4	SCUR1_80650.1, SCUR1_80650.2, SCUR1_80650.3
OG0004281	h1SMcT0009860.1	SCUR1_77520.1
OG0004282	h1SMcT0001068.1, h1SMcT0001068.2	SCUR1_84510.2, SCUR1_84510.3, SCUR1_84510.1
OG0004283	h1SMcT0002314.1	SCUR1_460.1
OG0004284	h1SMcT0016149.1, h1SMcT0016149.4, h1SMcT0016149.3, h1SMcT0016149.5, h1SMcT0016149.6, h1SMcT0016149.2	SCUR1_56840.1
OG0004286	h1SMcT0006854.1	SCUR1_49100.1, SCUR1_49100.2, SCUR1_49100.3
OG0004287	h1SMcT0010202.3, h1SMcT0010202.1, h1SMcT0010202.2	SCUR1_44630.1, SCUR1_44630.2
OG0004288	h1SMcT0004283.1, h1SMcT0011538.1	SCUR1_98700.1
OG0004289	h1SMcT0016232.1	SCUR1_40750.2, SCUR1_40750.1
OG0004290	h1SMcT0017743.3, h1SMcT0017743.2, h1SMcT0017743.4, h1SMcT0017743.5, h1SMcT0017743.1	SCUR1_61290.1
OG0004291	h1SMcT0022166.1	SCUR1_36980.1, SCUR1_36980.2, SCUR1_36980.3, SCUR1_36980.4
OG0004292	h1SMcT0021662.1	SCUR1_36970.1
OG0004294	h1SMcT0017641.1	SCUR1_47650.1
OG0004296	h1SMcT0009558.1	SCUR1_15530.1
OG0004298	h1SMcT0018026.1, h1SMcT0018026.2	SCUR1_60170.1
OG0004299	h1SMcT0018508.1	SCUR1_77190.1
OG0004300	h1SMcT0007795.1	SCUR1_54680.1, SCUR1_54680.2, SCUR1_54680.3
OG0004301	h1SMcT0008542.1	SCUR1_17020.1
OG0004302	h1SMcT0010719.3, h1SMcT0010719.1, h1SMcT0010719.2	SCUR1_73810.4, SCUR1_73810.5, SCUR1_73810.1, SCUR1_73810.2
OG0004304	h1SMcT0012079.1	SCUR1_14160.1, SCUR1_14170.1
OG0004305	h1SMcT0019863.1	SCUR1_35620.1, SCUR1_35620.2, SCUR1_35620.3, SCUR1_35620.4
OG0004306	h1SMcT0007885.1	SCUR1_30750.1, SCUR1_30750.2
OG0004307	h1SMcT0010341.3, h1SMcT0010341.1, h1SMcT0010341.2	SCUR1_91520.1
OG0004308	h1SMcT0015258.4	SCUR1_78070.1, SCUR1_78070.2
OG0004309	h1SMcT0017564.1	SCUR1_94710.1
OG0004310	h1SMcT0000014.1, h1SMcT0000014.2	SCUR1_46970.4, SCUR1_46970.2, SCUR1_46970.3, SCUR1_46970.1, SCUR1_46970.5
OG0004311	h1SMcT0014339.1, h1SMcT0014339.2	SCUR1_14430.1
OG0004312	h1SMcT0003043.1, h1SMcT0011323.1	SCUR1_40460.1
OG0004313	h1SMcT0015613.1	SCUR1_74820.1, SCUR1_74820.3, SCUR1_74820.2
OG0004314	h1SMcT0001154.1	SCUR1_30790.1
OG0004315	h1SMcT0005391.1	SCUR1_86980.1
OG0004317	h1SMcT0019730.1, h1SMcT0019730.2	SCUR1_6520.1
OG0004318	h1SMcT0009980.1, h1SMcT0009980.2, h1SMcT0010405.1, h1SMcT0010405.3, h1SMcT0010405.4, h1SMcT0010405.2	SCUR1_11860.1, SCUR1_11810.1, SCUR1_11800.1
OG0004320	h1SMcT0010474.1	SCUR1_79650.1, SCUR1_79650.2
OG0004321	h1SMcT0016417.7, h1SMcT0016417.2, h1SMcT0016417.5, h1SMcT0016417.1, h1SMcT0016417.3, h1SMcT0016417.4	SCUR1_69460.1
OG0004322	h1SMcT0019017.1	SCUR1_78400.2, SCUR1_78400.3, SCUR1_78400.4, SCUR1_78400.1
OG0004323	h1SMcT0019143.1	SCUR1_11430.1
OG0004324	h1SMcT0005340.1, h1SMcT0005340.2, h1SMcT0005340.3, h1SMcT0005340.4	SCUR1_13150.1
OG0004325	h1SMcT0003240.1, h1SMcT0003240.2	SCUR1_62810.1
OG0004327	h1SMcT0014232.1, h1SMcT0003815.1, h1SMcT0003815.2	SCUR1_1700.1
OG0004328	h1SMcT0021816.1, h1SMcT0001054.1, h1SMcT0002377.1, h1SMcT0012613.1, h1SMcT0012613.2, h1SMcT0012613.3	SCUR1_36730.3, SCUR1_36730.1, SCUR1_36730.2
OG0004329	h1SMcT0003839.3, h1SMcT0003839.5, h1SMcT0003839.6, h1SMcT0003839.7, h1SMcT0003839.2, h1SMcT0003839.1, h1SMcT0003839.4	SCUR1_56290.1
OG0004330	h1SMcT0006699.1	SCUR1_51000.1, SCUR1_51000.2
OG0004331	h1SMcT0000770.1	SCUR1_20050.1, SCUR1_20050.2
OG0004332	h1SMcT0006581.3, h1SMcT0006581.1, h1SMcT0006581.4, h1SMcT0006581.2	SCUR1_64350.1
OG0004333	h1SMcT0007954.1	SCUR1_76560.1, SCUR1_76560.2
OG0004334	h1SMcT0011456.1	SCUR1_49310.1
OG0004335	h1SMcT0014570.1	SCUR1_75160.1, SCUR1_75160.3, SCUR1_75160.2, SCUR1_75160.4
OG0004336	h1SMcT0013686.1, h1SMcT0016125.1	SCUR1_70330.1
OG0004337	h1SMcT0010990.1, h1SMcT0013048.1	SCUR1_23240.2, SCUR1_23240.4, SCUR1_23240.1, SCUR1_23240.5, SCUR1_23240.3
OG0004338	h1SMcT0007215.1	SCUR1_89990.1
OG0004341	h1SMcT0012164.1, h1SMcT0012164.2	SCUR1_42980.1, SCUR1_42980.4, SCUR1_42980.2, SCUR1_42980.3
OG0004342	h1SMcT0015401.1	SCUR1_45520.1
OG0004343	h1SMcT0007451.1, h1SMcT0007451.2	SCUR1_80630.1
OG0004344	h1SMcT0003938.1	SCUR1_59150.1, SCUR1_59150.2
OG0004345	h1SMcT0014169.1	SCUR1_58310.1
OG0004349	h1SMcT0014128.1	SCUR1_590.1
OG0004357	h1SMcT0002370.1, h1SMcT0002370.3, h1SMcT0002370.2	SCUR1_30370.1
OG0004367	h1SMcT0003985.2, h1SMcT0003985.1, h1SMcT0003985.3	SCUR1_67830.3, SCUR1_67830.1, SCUR1_67830.2
OG0004368	h1SMcT0006372.1	SCUR1_12490.2, SCUR1_12490.1, SCUR1_12490.3, SCUR1_12490.4
OG0004369	h1SMcT0014386.1	SCUR1_45560.1, SCUR1_45560.2, SCUR1_45560.3
OG0004370	h1SMcT0013239.1	SCUR1_17970.1
OG0004373	h1SMcT0020949.1	SCUR1_71560.1
OG0004374	h1SMcT0014495.1, h1SMcT0002164.1, h1SMcT0011135.1, h1SMcT0022293.1, h1SMcT0022293.2, h1SMcT0007121.1, h1SMcT0008791.1, h1SMcT0015766.1	SCUR1_47680.1
OG0004375	h1SMcT0004428.1	SCUR1_23650.1
OG0004377	h1SMcT0022381.1, h1SMcT0022381.2	SCUR1_85820.1
OG0004378	h1SMcT0009877.1, h1SMcT0009877.2	SCUR1_86490.1
OG0004379	h1SMcT0010834.1	SCUR1_80730.1, SCUR1_80730.2
OG0004381	h1SMcT0002578.1, h1SMcT0002578.2, h1SMcT0008946.2, h1SMcT0011161.1, h1SMcT0011161.2	SCUR1_18500.1
OG0004382	h1SMcT0001010.1, h1SMcT0001010.2	SCUR1_44210.1, SCUR1_44210.3, SCUR1_44210.4, SCUR1_44210.2
OG0004383	h1SMcT0015001.1, h1SMcT0015001.2	SCUR1_62710.1
OG0004384	h1SMcT0009675.1	SCUR1_75720.1
OG0004385	h1SMcT0010707.1	SCUR1_27960.1
OG0004386	h1SMcT0015907.1, h1SMcT0016696.1	SCUR1_92120.1, SCUR1_92120.2, SCUR1_92120.3
OG0004388	h1SMcT0011723.2	SCUR1_16230.1
OG0004391	h1SMcT0007322.3, h1SMcT0007322.1, h1SMcT0007322.2	SCUR1_37040.1
OG0004392	h1SMcT0007317.1	SCUR1_28340.1, SCUR1_28340.2, SCUR1_28340.3, SCUR1_28340.4, SCUR1_28340.5, SCUR1_28340.6, SCUR1_28340.7
OG0004394	h1SMcT0009211.1	SCUR1_9360.1
OG0004395	h1SMcT0016618.1, h1SMcT0016618.2	SCUR1_82040.1
OG0004397	h1SMcT0001506.1, h1SMcT0015410.1	SCUR1_17370.1
OG0004398	h1SMcT0017634.3, h1SMcT0019964.2	SCUR1_71590.2, SCUR1_71590.1, SCUR1_71590.3
OG0004399	h1SMcT0014712.1	SCUR1_1070.1
OG0004400	h1SMcT0021039.1, h1SMcT0020877.1, h1SMcT0020877.3, h1SMcT0020877.2, h1SMcT0020877.4	SCUR1_89820.1, SCUR1_89820.2
OG0004401	h1SMcT0022161.1, h1SMcT0005098.1, h1SMcT0005098.2, h1SMcT0005098.3	SCUR1_27400.1
OG0004402	h1SMcT0001176.1	SCUR1_36930.1
OG0004403	h1SMcT0014159.1, h1SMcT0001396.1, h1SMcT0001396.3, h1SMcT0001396.2	SCUR1_46600.1, SCUR1_46600.2
OG0004404	h1SMcT0005113.3, h1SMcT0005113.1, h1SMcT0005113.2	SCUR1_49550.1
OG0004405	h1SMcT0007720.1, h1SMcT0021279.1, h1SMcT0021279.2	SCUR1_21100.2, SCUR1_21100.1
OG0004406	h1SMcT0013997.1	SCUR1_31900.1
OG0004407	h1SMcT0017827.1, h1SMcT0004198.1, h1SMcT0004198.2, h1SMcT0004198.3, h1SMcT0007039.1, h1SMcT0009542.1, h1SMcT0013379.1	SCUR1_36170.1
OG0004408	h1SMcT0003207.2, h1SMcT0015816.1, h1SMcT0017363.1	SCUR1_88170.1, SCUR1_88170.2
OG0004409	h1SMcT0000710.1	SCUR1_36230.13, SCUR1_36230.14, SCUR1_36230.15, SCUR1_36330.1
OG0004410	h1SMcT0014056.1, h1SMcT0022710.1	SCUR1_92010.1
OG0004411	h1SMcT0014835.1, h1SMcT0014835.2	SCUR1_39090.2, SCUR1_39090.1, SCUR1_39090.3
OG0004412	h1SMcT0014769.1	SCUR1_50140.1
OG0004414	h1SMcT0004440.1, h1SMcT0004440.2	SCUR1_16460.1, SCUR1_16460.2
OG0004415	h1SMcT0010325.3, h1SMcT0010325.5, h1SMcT0010325.4, h1SMcT0010325.1, h1SMcT0010325.2, h1SMcT0015417.1, h1SMcT0015417.3, h1SMcT0015417.2	SCUR1_49590.1
OG0004418	h1SMcT0010985.1, h1SMcT0012028.1, h1SMcT0012029.1, h1SMcT0012034.1, h1SMcT0012030.1, h1SMcT0012033.1, h1SMcT0013360.1	SCUR1_24260.1, SCUR1_24270.1
OG0004419	h1SMcT0017349.1	SCUR1_80320.1
OG0004421	h1SMcT0015677.1	SCUR1_49940.1, SCUR1_49940.2, SCUR1_49940.3
OG0004422	h1SMcT0016655.1, h1SMcT0012098.1, h1SMcT0012098.2	SCUR1_2390.1
OG0004424	h1SMcT0010015.1, h1SMcT0010015.2	SCUR1_91320.1, SCUR1_91320.3, SCUR1_91320.2
OG0004425	h1SMcT0015913.1	SCUR1_91350.1, SCUR1_91350.2, SCUR1_91350.4, SCUR1_91350.3
OG0004428	h1SMcT0005395.1, h1SMcT0020880.1	SCUR1_72660.1
OG0004429	h1SMcT0008268.1, h1SMcT0006641.1, h1SMcT0006641.2, h1SMcT0002256.3, h1SMcT0002256.1, h1SMcT0002256.2, h1SMcT0015088.1, h1SMcT0001757.3, h1SMcT0001757.1, h1SMcT0001757.2	SCUR1_16980.1
OG0004430	h1SMcT0020744.1	SCUR1_90660.1, SCUR1_90650.1
OG0004431	h1SMcT0001005.1, h1SMcT0001005.2	SCUR1_34260.1
OG0004432	h1SMcT0013299.1, h1SMcT0016221.3, h1SMcT0016221.1, h1SMcT0016221.2, h1SMcT0010495.1, h1SMcT0014987.1	SCUR1_94790.1, SCUR1_94790.2
OG0004433	h1SMcT0013719.1, h1SMcT0013719.3	SCUR1_75580.1, SCUR1_75580.2
OG0004434	h1SMcT0004374.1	SCUR1_37400.1, SCUR1_37400.2, SCUR1_37400.3
OG0004435	h1SMcT0011606.1, h1SMcT0003407.1, h1SMcT0016703.1	SCUR1_45370.1
OG0004436	h1SMcT0021312.1, h1SMcT0021312.2	SCUR1_65870.1, SCUR1_65870.2
OG0004437	h1SMcT0006714.1, h1SMcT0005958.2, h1SMcT0005958.1, h1SMcT0005958.3, h1SMcT0005958.4	SCUR1_40590.1
OG0004438	h1SMcT0003186.1	SCUR1_40580.1
OG0004440	h1SMcT0013376.1	SCUR1_25820.1, SCUR1_25820.2
OG0004441	h1SMcT0007578.1, h1SMcT0007585.1, h1SMcT0007585.2, h1SMcT0007585.4, h1SMcT0007585.3, h1SMcT0007585.6, h1SMcT0007585.5	SCUR1_10790.1
OG0004442	h1SMcT0002889.3, h1SMcT0002889.1, h1SMcT0002889.2	SCUR1_66750.1
OG0004443	h1SMcT0001633.1, h1SMcT0001633.2, h1SMcT0001632.3, h1SMcT0001632.2, h1SMcT0001632.1	SCUR1_35550.1, SCUR1_35550.2
OG0004444	h1SMcT0020600.1, h1SMcT0020600.3, h1SMcT0020600.2	SCUR1_49180.1, SCUR1_49180.3, SCUR1_49180.2
OG0004445	h1SMcT0002294.1, h1SMcT0002293.1, h1SMcT0002293.2	SCUR1_49200.1
OG0004446	h1SMcT0008743.1, h1SMcT0012553.1, h1SMcT0012553.2	SCUR1_6400.1, SCUR1_6400.2
OG0004447	h1SMcT0020951.1, h1SMcT0020951.2	SCUR1_69920.1
OG0004448	h1SMcT0009943.1, h1SMcT0009943.2, h1SMcT0009943.3, h1SMcT0009943.4, h1SMcT0009943.5	SCUR1_3850.1
OG0004449	h1SMcT0002341.1, h1SMcT0018298.1, h1SMcT0018298.2	SCUR1_32250.1, SCUR1_32250.2
OG0004450	h1SMcT0005919.1, h1SMcT0023062.1, h1SMcT0023062.2, h1SMcT0003023.1, h1SMcT0004814.1	SCUR1_72150.1
OG0004451	h1SMcT0001281.1	SCUR1_39500.2, SCUR1_39500.1
OG0004452	h1SMcT0015682.2, h1SMcT0015682.1, h1SMcT0015682.4, h1SMcT0015682.3	SCUR1_70220.1
OG0004453	h1SMcT0005894.1, h1SMcT0005894.2, h1SMcT0005894.3	SCUR1_25440.1
OG0004454	h1SMcT0014637.1	SCUR1_62560.1
OG0004457	h1SMcT0017331.1, h1SMcT0017331.2, h1SMcT0017331.3	SCUR1_74370.1
OG0004458	h1SMcT0006966.1, h1SMcT0006966.2	SCUR1_39590.1
OG0004460	h1SMcT0004400.1, h1SMcT0011725.1	SCUR1_60330.1
OG0004461	h1SMcT0021916.1	SCUR1_70750.1
OG0004462	h1SMcT0011844.1, h1SMcT0000889.1, h1SMcT0023033.1	SCUR1_63020.1
OG0004463	h1SMcT0022022.3, h1SMcT0022022.1, h1SMcT0022022.2	SCUR1_25940.1
OG0004465	h1SMcT0002467.1, h1SMcT0019616.1	SCUR1_54280.1
OG0004466	h1SMcT0003290.1	SCUR1_34530.1
OG0004467	h1SMcT0008428.1, h1SMcT0016869.1	SCUR1_30970.1, SCUR1_30970.2
OG0004468	h1SMcT0002866.1	SCUR1_39370.1, SCUR1_39370.2
OG0004469	h1SMcT0010667.1	SCUR1_10430.1
OG0004471	h1SMcT0011230.1	SCUR1_17310.1
OG0004472	h1SMcT0022084.1, h1SMcT0022084.2, h1SMcT0022084.3, h1SMcT0022266.1, h1SMcT0022266.2, h1SMcT0022264.1, h1SMcT0022264.2	SCUR1_17320.1
OG0004473	h1SMcT0018943.1	SCUR1_48530.1
OG0004474	h1SMcT0021132.1, h1SMcT0021132.2	SCUR1_9460.1
OG0004475	h1SMcT0018164.1, h1SMcT0003958.1, h1SMcT0009038.1	SCUR1_9060.1
OG0004482	h1SMcT0013334.1	SCUR1_52050.2, SCUR1_52050.1, SCUR1_52050.3
OG0004483	h1SMcT0016648.1, h1SMcT0016648.2	SCUR1_47260.1, SCUR1_47260.2, SCUR1_47260.3
OG0004484	h1SMcT0006557.1	SCUR1_51700.1
OG0004485	h1SMcT0013504.1, h1SMcT0013504.2	SCUR1_13000.1
OG0004486	h1SMcT0005739.2	SCUR1_86140.1
OG0004488	h1SMcT0000051.1	SCUR1_65930.1
OG0004489	h1SMcT0012479.1, h1SMcT0012479.2	SCUR1_62740.1
OG0004490	h1SMcT0015934.3, h1SMcT0015934.1, h1SMcT0015934.2	SCUR1_68580.1
OG0004491	h1SMcT0012017.1	SCUR1_73690.1
OG0004492	h1SMcT0015736.1, h1SMcT0015736.2	SCUR1_13070.1
OG0004493	h1SMcT0021403.1	SCUR1_18870.1
OG0004494	h1SMcT0011912.1, h1SMcT0011912.2	SCUR1_59170.1
OG0004495	h1SMcT0010788.1, h1SMcT0010788.2	SCUR1_89540.1
OG0004496	h1SMcT0012997.1	SCUR1_54420.2, SCUR1_54420.3, SCUR1_54420.4, SCUR1_54420.1
OG0004500	h1SMcT0007276.1, h1SMcT0007276.2	SCUR1_68130.1, SCUR1_68130.2
OG0004501	h1SMcT0021833.1, h1SMcT0021833.2	SCUR1_77120.2, SCUR1_77120.1
OG0004503	h1SMcT0012533.1, h1SMcT0012533.2	SCUR1_88870.1, SCUR1_88870.2, SCUR1_88870.3
OG0004504	h1SMcT0015422.1, h1SMcT0015430.1	SCUR1_15330.1
OG0004505	h1SMcT0021107.1	SCUR1_10680.1
OG0004506	h1SMcT0001999.1	SCUR1_21060.2, SCUR1_21060.3, SCUR1_21060.1
OG0004507	h1SMcT0019068.1	SCUR1_53980.1, SCUR1_53980.2
OG0004508	h1SMcT0002016.1	SCUR1_54870.1
OG0004509	h1SMcT0022385.1, h1SMcT0022385.2, h1SMcT0022385.3	SCUR1_35570.1
OG0004510	h1SMcT0010296.5	SCUR1_7710.1
OG0004513	h1SMcT0016981.1, h1SMcT0016981.2	SCUR1_10190.1
OG0004514	h1SMcT0001860.1, h1SMcT0001862.1	SCUR1_24760.1, SCUR1_24760.2, SCUR1_24760.3
OG0004515	h1SMcT0003590.1, h1SMcT0017606.1, h1SMcT0017606.2	SCUR1_53580.1, SCUR1_53580.2
OG0004516	h1SMcT0011518.1, h1SMcT0011518.2, h1SMcT0011518.3	SCUR1_16680.5, SCUR1_16680.1, SCUR1_16680.4, SCUR1_16680.2, SCUR1_16680.3
OG0004517	h1SMcT0014742.1	SCUR1_66000.1, SCUR1_66000.2
OG0004519	h1SMcT0014225.2, h1SMcT0014225.1, h1SMcT0014225.3	SCUR1_57420.1, SCUR1_57420.2
OG0004520	h1SMcT0019994.1	SCUR1_66340.2, SCUR1_66340.3, SCUR1_66340.1
OG0004521	h1SMcT0001638.1, h1SMcT0001638.3, h1SMcT0001638.2	SCUR1_11540.1, SCUR1_11540.2
OG0004522	h1SMcT0017852.1, h1SMcT0012691.1, h1SMcT0012691.2, h1SMcT0012691.3	SCUR1_15220.1
OG0004524	h1SMcT0008598.1	SCUR1_19650.2, SCUR1_19650.3, SCUR1_19650.1
OG0004528	h1SMcT0007476.1, h1SMcT0008384.1, h1SMcT0008384.4, h1SMcT0008384.2, h1SMcT0008384.3	SCUR1_24150.1, SCUR1_24150.2
OG0004529	h1SMcT0022318.1, h1SMcT0022318.2	SCUR1_48180.2, SCUR1_48180.4, SCUR1_48180.5, SCUR1_48180.3, SCUR1_48180.1
OG0004530	h1SMcT0003097.1, h1SMcT0013113.1	SCUR1_2960.1
OG0004531	h1SMcT0004385.1, h1SMcT0016794.2	SCUR1_76070.2, SCUR1_76070.1, SCUR1_76070.3
OG0004532	h1SMcT0015396.1	SCUR1_72620.1
OG0004533	h1SMcT0006217.1	SCUR1_39820.5, SCUR1_39820.4, SCUR1_39820.2, SCUR1_39820.3, SCUR1_39820.1
OG0004536	h1SMcT0012967.1, h1SMcT0014682.1, h1SMcT0014682.2	SCUR1_30840.1
OG0004537	h1SMcT0000286.1, h1SMcT0000286.2	SCUR1_16510.1, SCUR1_16510.2
OG0004538	h1SMcT0009596.1, h1SMcT0009596.2	SCUR1_67960.1
OG0004539	h1SMcT0006103.1, h1SMcT0006103.3, h1SMcT0006103.2	SCUR1_7750.1
OG0004540	h1SMcT0003625.2, h1SMcT0003625.3, h1SMcT0003625.5, h1SMcT0003625.6, h1SMcT0003625.4	SCUR1_25090.1
OG0004541	h1SMcT0013020.1, h1SMcT0013020.2, h1SMcT0013020.3	SCUR1_79770.1, SCUR1_79770.2
OG0004542	h1SMcT0017655.1, h1SMcT0017655.2, h1SMcT0000986.2, h1SMcT0000986.1, h1SMcT0000986.3, h1SMcT0000986.4	SCUR1_3310.1
OG0004544	h1SMcT0010732.1, h1SMcT0011558.1, h1SMcT0022209.1, h1SMcT0006826.1, h1SMcT0015047.1	SCUR1_68020.1
OG0004545	h1SMcT0020883.1	SCUR1_88290.1, SCUR1_88290.2
