Orthogroup	schmidtea_mediterranea	schistosoma_turkestanicum
OG0004658	h1SMcT0005622.1, h1SMcT0005520.1, h1SMcT0005606.1, h1SMcT0007435.1	STRK1_110320.1, STRK1_110320.2
OG0004663	h1SMcT0013220.1	STRK1_85290.1
OG0004664	h1SMcT0020199.1	STRK1_47470.1, STRK1_47470.2
OG0004665	h1SMcT0002493.1, h1SMcT0007014.1, h1SMcT0018312.1, h1SMcT0002309.1, h1SMcT0016111.1	STRK1_69970.1
OG0004674	h1SMcT0006218.1	STRK1_32400.1
OG0004691	h1SMcT0012119.1, h1SMcT0012119.2	STRK1_91830.1
OG0004692	h1SMcT0009821.1	STRK1_8470.1
OG0004693	h1SMcT0017411.1	STRK1_86850.1
OG0004695	h1SMcT0009269.1, h1SMcT0014298.1, h1SMcT0008365.3, h1SMcT0008365.1, h1SMcT0008365.2	STRK1_52530.1
OG0004697	h1SMcT0000447.1	STRK1_73010.1
OG0004698	h1SMcT0003060.1, h1SMcT0003060.2, h1SMcT0000772.2, h1SMcT0018728.1	STRK1_30340.1
OG0004699	h1SMcT0000910.1, h1SMcT0000910.2	STRK1_76880.1
OG0004700	h1SMcT0002501.1, h1SMcT0002501.2, h1SMcT0002501.3	STRK1_89700.1, STRK1_89690.1, STRK1_89700.2, STRK1_89700.3, STRK1_89700.4
OG0004702	h1SMcT0020362.1, h1SMcT0022755.1	STRK1_27790.1
OG0004704	h1SMcT0021919.1, h1SMcT0021919.2	STRK1_71490.1
OG0004705	h1SMcT0004593.1	STRK1_57940.1
OG0004706	h1SMcT0006399.1, h1SMcT0006399.2	STRK1_59970.1
OG0004709	h1SMcT0013929.3, h1SMcT0013929.1, h1SMcT0013929.4, h1SMcT0013929.2	STRK1_87800.1
OG0004711	h1SMcT0011120.1, h1SMcT0011120.3, h1SMcT0011120.2	STRK1_92130.1
OG0004712	h1SMcT0014312.1	STRK1_60670.1
OG0004713	h1SMcT0014894.1, h1SMcT0018063.1, h1SMcT0018063.2, h1SMcT0018431.1, h1SMcT0018431.2, h1SMcT0022442.1	STRK1_7970.1
OG0004716	h1SMcT0022548.1, h1SMcT0022548.2	STRK1_59920.1
OG0004717	h1SMcT0019685.1, h1SMcT0019685.2, h1SMcT0019685.3	STRK1_87720.1
OG0004718	h1SMcT0022405.1, h1SMcT0022405.2	STRK1_35860.1
OG0004719	h1SMcT0002152.1, h1SMcT0014599.1	STRK1_74640.1
OG0004720	h1SMcT0006080.1	STRK1_61220.1
OG0004721	h1SMcT0020413.1, h1SMcT0020413.3, h1SMcT0020413.2	STRK1_66280.1
OG0004722	h1SMcT0021469.1, h1SMcT0021469.2, h1SMcT0022722.1, h1SMcT0022722.2	STRK1_110940.1, STRK1_45230.1
OG0004723	h1SMcT0021144.1, h1SMcT0021144.3, h1SMcT0021144.2	STRK1_42310.1
OG0004725	h1SMcT0011447.1	STRK1_93030.1, STRK1_93030.2
OG0004726	h1SMcT0017044.1, h1SMcT0017046.1	STRK1_68430.1
OG0004727	h1SMcT0004773.1	STRK1_71540.1
OG0004728	h1SMcT0021563.1, h1SMcT0021563.2	STRK1_80700.1, STRK1_106400.1
OG0004729	h1SMcT0001801.1, h1SMcT0001801.2	STRK1_12900.1
OG0004730	h1SMcT0011027.1	STRK1_87760.1
OG0004731	h1SMcT0020430.1, h1SMcT0020430.2	STRK1_19340.1
OG0004732	h1SMcT0012943.3, h1SMcT0012943.1, h1SMcT0012943.2	STRK1_12250.1, STRK1_12250.2
OG0004733	h1SMcT0006113.1	STRK1_66150.1
OG0004734	h1SMcT0021062.1	STRK1_43080.1
OG0004735	h1SMcT0010546.1, h1SMcT0013022.1	STRK1_19150.1, STRK1_19140.1
OG0004736	h1SMcT0008493.1, h1SMcT0001345.1, h1SMcT0001438.1	STRK1_75130.1
OG0004737	h1SMcT0013502.1	STRK1_6060.1, STRK1_6060.2
OG0004738	h1SMcT0004738.1	STRK1_16380.1
OG0004740	h1SMcT0005114.1, h1SMcT0005114.2, h1SMcT0005114.3	STRK1_52850.1, STRK1_52850.2, STRK1_52890.1, STRK1_52910.1, STRK1_52900.1
OG0004741	h1SMcT0014776.1, h1SMcT0019322.1, h1SMcT0019322.2	STRK1_72420.1
OG0004742	h1SMcT0014406.1, h1SMcT0014406.2	STRK1_84190.1, STRK1_84180.1, STRK1_84200.1, STRK1_103460.1
OG0004743	h1SMcT0007680.1	STRK1_27770.1, STRK1_27770.2
OG0004745	h1SMcT0006993.1	STRK1_2000.1
OG0004746	h1SMcT0013804.1, h1SMcT0013804.2, h1SMcT0013804.3	STRK1_47820.1
OG0004748	h1SMcT0013212.1, h1SMcT0022348.1, h1SMcT0022348.2	STRK1_1990.1, STRK1_1990.2, STRK1_1990.3
OG0004750	h1SMcT0015397.1, h1SMcT0015397.2	STRK1_22500.1
OG0004751	h1SMcT0008322.1	STRK1_59870.1, STRK1_99280.1, STRK1_96860.1
OG0004752	h1SMcT0004622.1, h1SMcT0004622.3, h1SMcT0004622.2	STRK1_7550.1
OG0004753	h1SMcT0009220.1, h1SMcT0009353.1, h1SMcT0009353.2	STRK1_7270.1, STRK1_7270.2, STRK1_7270.3
OG0004754	h1SMcT0005435.1	STRK1_56840.1, STRK1_56840.2
OG0004755	h1SMcT0014946.1, h1SMcT0014949.1	STRK1_88700.1, STRK1_88700.2
OG0004757	h1SMcT0004602.1, h1SMcT0004602.2	STRK1_92930.1, STRK1_92930.2
OG0004759	h1SMcT0008069.1, h1SMcT0008070.1, h1SMcT0008071.1, h1SMcT0008073.1, h1SMcT0008073.2, h1SMcT0008074.1	STRK1_22400.1
OG0004760	h1SMcT0014379.1	STRK1_55270.1, STRK1_56380.1, STRK1_56400.1
OG0004761	h1SMcT0012184.1, h1SMcT0012184.2	STRK1_8190.1, STRK1_8190.3, STRK1_8190.2
OG0004762	h1SMcT0020187.1	STRK1_90900.1, STRK1_97020.1
OG0004763	h1SMcT0005763.1, h1SMcT0005763.2	STRK1_67850.1
OG0004765	h1SMcT0017761.5	STRK1_34230.1
OG0004766	h1SMcT0000497.1, h1SMcT0014626.1, h1SMcT0014626.2, h1SMcT0008510.1	STRK1_60580.1
OG0004767	h1SMcT0009511.1	STRK1_38680.1, STRK1_38680.2
OG0004768	h1SMcT0003239.1	STRK1_16440.1, STRK1_16440.2
OG0004769	h1SMcT0004799.1, h1SMcT0004800.1, h1SMcT0004799.2	STRK1_28400.1
OG0004770	h1SMcT0021618.1	STRK1_58660.1, STRK1_58660.2, STRK1_58660.3
OG0004771	h1SMcT0000016.1	STRK1_49840.1
OG0004772	h1SMcT0003159.1, h1SMcT0003159.2	STRK1_77340.1
OG0004773	h1SMcT0017199.1, h1SMcT0017199.2	STRK1_29690.1
OG0004774	h1SMcT0006206.1, h1SMcT0006206.2, h1SMcT0006206.3	STRK1_70710.1
OG0004775	h1SMcT0021015.1, h1SMcT0002529.1, h1SMcT0002529.2, h1SMcT0010127.1, h1SMcT0020023.1, h1SMcT0021749.1	STRK1_37470.1
OG0004777	h1SMcT0008652.1, h1SMcT0008652.2	STRK1_74160.2
OG0004778	h1SMcT0017983.1	STRK1_54800.1
OG0004780	h1SMcT0001804.1	STRK1_4100.1
OG0004782	h1SMcT0000885.3	STRK1_74310.1
OG0004783	h1SMcT0004613.1	STRK1_107460.1, STRK1_78370.1, STRK1_78380.1
OG0004784	h1SMcT0018291.1	STRK1_80150.1
OG0004785	h1SMcT0019128.1, h1SMcT0019129.1	STRK1_95700.1
OG0004786	h1SMcT0009697.1	STRK1_44590.1
OG0004787	h1SMcT0007257.1	STRK1_110910.1
OG0004788	h1SMcT0002267.1, h1SMcT0002267.2	STRK1_85350.1
OG0004789	h1SMcT0003793.1, h1SMcT0022167.1	STRK1_59800.1
OG0004792	h1SMcT0015678.1	STRK1_47520.1
OG0004793	h1SMcT0019942.1	STRK1_70000.1
OG0004794	h1SMcT0008451.1, h1SMcT0008451.2	STRK1_68550.1
OG0004795	h1SMcT0005444.1, h1SMcT0007554.2, h1SMcT0007554.3	STRK1_31660.1
OG0004796	h1SMcT0020777.1	STRK1_4020.1
OG0004797	h1SMcT0018601.1	STRK1_92940.1
OG0004798	h1SMcT0019235.1	STRK1_10730.1
OG0004800	h1SMcT0010710.1, h1SMcT0010710.3, h1SMcT0010710.2	STRK1_3990.1
OG0004802	h1SMcT0022174.1	STRK1_63580.1
OG0004803	h1SMcT0021851.1	STRK1_57300.1, STRK1_57300.2
OG0004804	h1SMcT0004621.1	STRK1_14860.1
OG0004805	h1SMcT0002409.1	STRK1_16420.1
OG0004806	h1SMcT0014744.1	STRK1_46250.1
OG0004808	h1SMcT0020058.1, h1SMcT0020249.1, h1SMcT0020249.2, h1SMcT0020249.3, h1SMcT0020249.5, h1SMcT0020249.4	STRK1_72870.1
OG0004809	h1SMcT0015223.1	STRK1_48560.1
OG0004812	h1SMcT0004165.1, h1SMcT0015684.1	STRK1_34420.1
OG0004813	h1SMcT0020840.1	STRK1_86110.1, STRK1_86110.2
OG0004814	h1SMcT0012561.1	STRK1_3370.1
OG0004816	h1SMcT0002315.1, h1SMcT0018363.1	STRK1_72860.1
OG0004817	h1SMcT0009138.1, h1SMcT0009138.2	STRK1_79880.1
OG0004818	h1SMcT0010434.1	STRK1_91560.1
OG0004819	h1SMcT0010603.1, h1SMcT0010603.2, h1SMcT0010603.3, h1SMcT0010603.4, h1SMcT0010603.5	STRK1_73290.1, STRK1_73300.1
OG0004820	h1SMcT0007769.1	STRK1_34910.1
OG0004821	h1SMcT0013905.1	STRK1_42210.1
OG0004822	h1SMcT0018404.1	STRK1_22160.1
OG0004824	h1SMcT0010851.1	STRK1_71620.1, STRK1_71620.2
OG0004825	h1SMcT0008584.1	STRK1_98460.1, STRK1_104570.1, STRK1_107470.1, STRK1_58030.1
OG0004826	h1SMcT0001102.1, h1SMcT0001102.3, h1SMcT0001102.2	STRK1_78760.1, STRK1_78560.1
OG0004829	h1SMcT0014804.1	STRK1_32890.1, STRK1_32890.2, STRK1_32890.3
OG0004830	h1SMcT0005592.1, h1SMcT0005592.2, h1SMcT0001882.2, h1SMcT0001882.3	STRK1_59130.1
OG0004831	h1SMcT0013193.1, h1SMcT0008742.2, h1SMcT0008742.1, h1SMcT0008742.3	STRK1_24420.1
OG0004832	h1SMcT0005769.1	STRK1_31310.1
OG0004834	h1SMcT0013622.1	STRK1_31870.1
OG0004835	h1SMcT0012622.2, h1SMcT0012622.1, h1SMcT0012622.3	STRK1_102460.1, STRK1_22970.1, STRK1_22960.1, STRK1_106950.1
OG0004836	h1SMcT0004584.1	STRK1_82750.1
OG0004837	h1SMcT0002286.1, h1SMcT0002297.1, h1SMcT0002297.2	STRK1_11090.1
OG0004840	h1SMcT0022092.1, h1SMcT0022092.2	STRK1_52710.1
OG0004841	h1SMcT0000842.1, h1SMcT0000842.3, h1SMcT0000842.2	STRK1_99470.1, STRK1_62650.1, STRK1_99460.1
OG0004842	h1SMcT0003196.2	STRK1_70410.1
OG0004843	h1SMcT0020402.1, h1SMcT0020403.1, h1SMcT0020403.2	STRK1_33300.1
OG0004844	h1SMcT0008441.1, h1SMcT0008441.2, h1SMcT0008441.3, h1SMcT0012750.1, h1SMcT0017066.1, h1SMcT0017066.2	STRK1_1620.1
OG0004845	h1SMcT0011668.1	STRK1_1610.1
OG0004846	h1SMcT0003195.1	STRK1_77440.1
OG0004847	h1SMcT0004461.1, h1SMcT0012810.1	STRK1_67590.1
OG0004849	h1SMcT0008354.1, h1SMcT0008354.2, h1SMcT0015689.1, h1SMcT0015689.2	STRK1_43470.1, STRK1_43460.1
OG0004850	h1SMcT0012295.1	STRK1_58680.1
OG0004853	h1SMcT0006400.1, h1SMcT0006400.3, h1SMcT0006400.4, h1SMcT0006400.2, h1SMcT0006400.5	STRK1_23320.1
OG0004854	h1SMcT0016417.6, h1SMcT0021182.1, h1SMcT0021182.2	STRK1_88760.1
OG0004855	h1SMcT0015600.3, h1SMcT0015600.1, h1SMcT0015600.2	STRK1_34150.1
OG0004856	h1SMcT0017772.1, h1SMcT0017777.1, h1SMcT0017777.2	STRK1_76340.1, STRK1_76340.2, STRK1_76340.3
OG0004857	h1SMcT0009463.2	STRK1_44040.1, STRK1_95200.1, STRK1_95830.1
OG0004858	h1SMcT0006550.1, h1SMcT0018484.1, h1SMcT0022128.1, h1SMcT0011730.1, h1SMcT0011730.2	STRK1_77000.1
OG0004859	h1SMcT0018342.1	STRK1_64560.1
OG0004860	h1SMcT0016058.1	STRK1_45950.1
OG0004861	h1SMcT0016807.1	STRK1_25520.1, STRK1_25520.2, STRK1_25520.3, STRK1_25520.4, STRK1_25520.5
OG0004862	h1SMcT0018897.1	STRK1_54570.1
OG0004863	h1SMcT0016646.1, h1SMcT0016646.2	STRK1_90440.1, STRK1_90440.2
OG0004864	h1SMcT0003547.3, h1SMcT0003547.1, h1SMcT0003547.2	STRK1_35330.1, STRK1_35330.2
OG0004865	h1SMcT0022173.1	STRK1_24490.1
OG0004868	h1SMcT0004067.1, h1SMcT0008344.1, h1SMcT0006955.1, h1SMcT0008515.1	STRK1_3560.1
OG0004869	h1SMcT0005463.1, h1SMcT0005463.2	STRK1_13900.1, STRK1_13900.2
OG0004871	h1SMcT0021699.1	STRK1_12520.1
OG0004873	h1SMcT0003880.4, h1SMcT0003880.1, h1SMcT0003880.2, h1SMcT0003880.3	STRK1_41700.1
OG0004874	h1SMcT0017444.1	STRK1_16950.1
OG0004875	h1SMcT0008878.2	STRK1_17100.1
OG0004879	h1SMcT0019560.3, h1SMcT0019560.1, h1SMcT0019560.2	STRK1_58020.2, STRK1_58020.1, STRK1_58070.1
OG0004883	h1SMcT0014727.1	STRK1_8900.1, STRK1_8920.1
OG0004884	h1SMcT0005426.1, h1SMcT0005426.2	STRK1_96490.1, STRK1_80270.1
OG0004885	h1SMcT0007019.1	STRK1_110030.1, STRK1_310.1
OG0004886	h1SMcT0004750.1	STRK1_3610.1
OG0004887	h1SMcT0012710.1	STRK1_46840.1
OG0004888	h1SMcT0015259.1	STRK1_78430.1, STRK1_107100.1, STRK1_105260.1
OG0004889	h1SMcT0001798.1	STRK1_53140.1
OG0004890	h1SMcT0008142.1, h1SMcT0016242.1	STRK1_109630.1, STRK1_85380.1
OG0004891	h1SMcT0012217.1, h1SMcT0012217.2	STRK1_29170.1
OG0004893	h1SMcT0003515.1	STRK1_1820.1, STRK1_1820.2
OG0004894	h1SMcT0015826.1	STRK1_101390.1, STRK1_53170.1
OG0004895	h1SMcT0007166.1, h1SMcT0007166.2, h1SMcT0007166.3	STRK1_89790.1
OG0004896	h1SMcT0005677.1	STRK1_28690.1
OG0004897	h1SMcT0004384.1, h1SMcT0008899.1, h1SMcT0008899.2	STRK1_9760.1, STRK1_9760.2, STRK1_9760.3
OG0004898	h1SMcT0014002.1, h1SMcT0020889.1, h1SMcT0019917.1	STRK1_44950.1
OG0004899	h1SMcT0010987.1, h1SMcT0012157.1	STRK1_45820.1
OG0004900	h1SMcT0002116.1	STRK1_25550.1
OG0004902	h1SMcT0000267.1	STRK1_28020.1, STRK1_108150.1, STRK1_109140.1
OG0004904	h1SMcT0021559.1	STRK1_101060.1, STRK1_61720.1, STRK1_96850.1
OG0004905	h1SMcT0002194.1, h1SMcT0002194.2	STRK1_11460.1
OG0004908	h1SMcT0004894.1, h1SMcT0022014.1, h1SMcT0022014.2	STRK1_36560.1
OG0004909	h1SMcT0005083.1	STRK1_7830.1
OG0004910	h1SMcT0015501.1	STRK1_97330.1, STRK1_19260.1
OG0004911	h1SMcT0001334.1	STRK1_45100.1
OG0004911	h1SMcT0007018.1, h1SMcT0007018.2, h1SMcT0022832.1	STRK1_240.1
OG0004912	h1SMcT0009510.1, h1SMcT0011569.1, h1SMcT0011569.2	STRK1_86580.1, STRK1_86580.2
OG0004913	h1SMcT0007359.1	STRK1_56500.1
OG0004914	h1SMcT0011478.1	STRK1_60180.1
OG0004915	h1SMcT0017600.1	STRK1_105770.1
OG0004916	h1SMcT0002391.3, h1SMcT0002391.2, h1SMcT0002391.1	STRK1_14130.1
OG0004917	h1SMcT0015230.1	STRK1_36270.1
OG0004918	h1SMcT0001372.1	STRK1_83350.1
OG0004919	h1SMcT0014238.1	STRK1_46910.1
OG0004920	h1SMcT0014983.2, h1SMcT0014983.3, h1SMcT0014983.4, h1SMcT0014983.5	STRK1_80520.1
OG0004921	h1SMcT0019947.1, h1SMcT0008946.1	STRK1_46520.1
OG0004922	h1SMcT0006832.1, h1SMcT0006832.2	STRK1_73860.1
OG0004923	h1SMcT0009994.1, h1SMcT0004154.1	STRK1_1520.1
OG0004924	h1SMcT0017599.1, h1SMcT0005999.1, h1SMcT0006000.1, h1SMcT0006001.1	STRK1_23000.1
OG0004925	h1SMcT0014842.1, h1SMcT0015097.1	STRK1_53920.1
OG0004926	h1SMcT0021946.1	STRK1_69330.1
OG0004927	h1SMcT0015457.1, h1SMcT0015457.2	STRK1_86070.1
OG0004928	h1SMcT0007223.1	STRK1_62810.1, STRK1_62810.2
OG0004929	h1SMcT0011691.1, h1SMcT0011691.3, h1SMcT0011691.2	STRK1_48010.1
OG0004931	h1SMcT0021026.3, h1SMcT0021026.2, h1SMcT0021026.1	STRK1_37520.1
OG0004932	h1SMcT0004491.1, h1SMcT0004491.2	STRK1_20840.1
OG0004934	h1SMcT0009728.1, h1SMcT0013123.1	STRK1_96920.1
OG0004937	h1SMcT0002154.1	STRK1_88710.1, STRK1_88710.2, STRK1_88710.3
OG0004938	h1SMcT0022317.1, h1SMcT0022317.2, h1SMcT0022317.3	STRK1_51170.1, STRK1_51190.1
OG0004939	h1SMcT0016154.1	STRK1_80750.1, STRK1_80750.2
OG0004940	h1SMcT0007797.10, h1SMcT0007797.7, h1SMcT0007797.8, h1SMcT0007797.9	STRK1_47090.1
OG0004941	h1SMcT0004693.1	STRK1_64160.1
OG0004942	h1SMcT0014803.1	STRK1_58930.1
OG0004943	h1SMcT0009531.1	STRK1_105430.1
OG0004944	h1SMcT0020457.1, h1SMcT0020457.2	STRK1_53010.1
OG0004947	h1SMcT0020638.1, h1SMcT0010245.1, h1SMcT0010245.2	STRK1_30500.3, STRK1_30500.4, STRK1_30500.1, STRK1_30500.2
OG0004948	h1SMcT0005964.1	STRK1_107920.1
OG0004959	h1SMcT0004624.1	STRK1_11840.1, STRK1_11840.2, STRK1_11840.3
OG0004972	h1SMcT0015882.1	STRK1_15430.1
OG0004973	h1SMcT0000268.1, h1SMcT0002651.1, h1SMcT0015987.1, h1SMcT0019190.3, h1SMcT0019190.2, h1SMcT0019190.1	STRK1_94420.1
OG0004974	h1SMcT0015186.1	STRK1_50350.1, STRK1_50350.2
OG0004976	h1SMcT0019865.1	STRK1_92320.1, STRK1_92320.2
OG0004977	h1SMcT0004505.1, h1SMcT0004505.2, h1SMcT0000458.1, h1SMcT0004508.1	STRK1_58390.1, STRK1_58400.1
OG0004979	h1SMcT0006960.1, h1SMcT0022188.1, h1SMcT0022188.2, h1SMcT0022188.3, h1SMcT0017831.1, h1SMcT0017831.2	STRK1_54770.1
OG0004980	h1SMcT0010915.1, h1SMcT0014641.1, h1SMcT0016799.1	STRK1_29700.1
OG0004982	h1SMcT0001033.1, h1SMcT0001033.2	STRK1_83100.1
OG0004984	h1SMcT0010218.1, h1SMcT0015647.1, h1SMcT0015647.2, h1SMcT0017198.1, h1SMcT0017198.2	STRK1_32250.1
OG0004985	h1SMcT0006914.1	STRK1_72980.1
OG0004986	h1SMcT0021852.1, h1SMcT0021852.2	STRK1_29800.1
OG0004987	h1SMcT0004717.1	STRK1_42300.1
OG0004988	h1SMcT0001984.1	STRK1_16090.1
OG0004989	h1SMcT0000588.1, h1SMcT0000588.3	STRK1_67760.1
OG0004990	h1SMcT0006669.1, h1SMcT0017498.1, h1SMcT0017498.2	STRK1_3810.1
OG0004991	h1SMcT0011808.1, h1SMcT0014387.1	STRK1_6860.1
OG0004994	h1SMcT0000226.1	STRK1_51390.1, STRK1_51390.2
OG0004995	h1SMcT0013790.1, h1SMcT0013790.2	STRK1_32500.1
OG0004996	h1SMcT0008267.1	STRK1_62530.1
OG0004997	h1SMcT0000065.1, h1SMcT0014016.1	STRK1_79110.1, STRK1_79130.1
OG0004998	h1SMcT0005168.1, h1SMcT0007703.1, h1SMcT0020684.1, h1SMcT0020684.2	STRK1_6490.1, STRK1_99040.1
OG0004999	h1SMcT0008303.1	STRK1_86090.1
OG0005001	h1SMcT0014640.1	STRK1_94120.1, STRK1_94120.2
OG0005003	h1SMcT0022097.1, h1SMcT0022097.2	STRK1_26380.1
OG0005004	h1SMcT0018118.1	STRK1_60750.1
OG0005005	h1SMcT0002606.2, h1SMcT0002606.3, h1SMcT0002606.4, h1SMcT0002606.1	STRK1_28990.1
OG0005007	h1SMcT0007553.1	STRK1_38150.1, STRK1_38160.1
OG0005008	h1SMcT0000319.1, h1SMcT0004391.1	STRK1_101160.1, STRK1_97510.1, STRK1_111440.1
OG0005009	h1SMcT0008865.1, h1SMcT0008865.2	STRK1_27620.1
OG0005010	h1SMcT0003251.1, h1SMcT0003251.2	STRK1_36710.1, STRK1_36710.2
OG0005011	h1SMcT0003319.1	STRK1_27000.1
OG0005012	h1SMcT0021619.1	STRK1_97120.1, STRK1_97120.2, STRK1_97120.3
OG0005013	h1SMcT0002908.1, h1SMcT0002908.2	STRK1_28180.1
OG0005014	h1SMcT0001097.1	STRK1_80050.1
OG0005016	h1SMcT0006696.1	STRK1_55520.1
OG0005017	h1SMcT0013488.1, h1SMcT0013488.2	STRK1_97030.1
OG0005018	h1SMcT0019241.1	STRK1_23440.1
OG0005019	h1SMcT0013916.2, h1SMcT0013916.1, h1SMcT0013922.1	STRK1_83450.1
OG0005020	h1SMcT0015330.3, h1SMcT0015330.1, h1SMcT0015330.2	STRK1_108940.1, STRK1_42160.1
OG0005022	h1SMcT0005390.1	STRK1_104890.1, STRK1_23240.1, STRK1_23260.1, STRK1_23250.1
OG0005026	h1SMcT0013764.1	STRK1_64080.1, STRK1_64070.1
OG0005027	h1SMcT0006617.1, h1SMcT0008146.1, h1SMcT0019264.1	STRK1_32210.1
OG0005030	h1SMcT0008432.1, h1SMcT0008432.3, h1SMcT0008432.2	STRK1_24970.4, STRK1_24970.1, STRK1_24970.2, STRK1_24970.3
OG0005031	h1SMcT0003422.1, h1SMcT0021860.1, h1SMcT0017431.1, h1SMcT0017431.2	STRK1_27090.1
OG0005035	h1SMcT0010076.1	STRK1_55570.1, STRK1_55570.2
OG0005036	h1SMcT0012103.1	STRK1_61360.1
OG0005037	h1SMcT0005959.1	STRK1_35270.1
OG0005039	h1SMcT0011291.1	STRK1_99150.1
OG0005040	h1SMcT0023080.1, h1SMcT0023080.2	STRK1_48200.1, STRK1_48220.1, STRK1_48210.1
OG0005041	h1SMcT0023024.1, h1SMcT0000496.1, h1SMcT0000496.2, h1SMcT0011331.3, h1SMcT0014533.1, h1SMcT0014533.2, h1SMcT0005966.1, h1SMcT0015848.1, h1SMcT0004567.1, h1SMcT0012111.1	STRK1_55890.1
OG0005042	h1SMcT0002893.1	STRK1_33860.1
OG0005043	h1SMcT0014512.1, h1SMcT0014512.2	STRK1_64000.1
OG0005044	h1SMcT0007245.1	STRK1_82450.1
OG0005045	h1SMcT0013190.1, h1SMcT0022884.1	STRK1_38060.1
OG0005046	h1SMcT0019533.1	STRK1_53110.1
OG0005048	h1SMcT0015415.1, h1SMcT0015415.2, h1SMcT0013594.1, h1SMcT0013594.2, h1SMcT0014633.1, h1SMcT0014633.3, h1SMcT0014633.2, h1SMcT0014633.4	STRK1_91190.1
OG0005049	h1SMcT0021517.1, h1SMcT0021517.2	STRK1_83670.1
OG0005050	h1SMcT0011969.1	STRK1_5340.1
OG0005053	h1SMcT0004888.1	STRK1_36420.1
OG0005054	h1SMcT0019179.1	STRK1_94880.1, STRK1_94880.2, STRK1_94880.3
OG0005055	h1SMcT0016790.1	STRK1_1600.1
OG0005056	h1SMcT0004781.1, h1SMcT0004781.2, h1SMcT0011863.1, h1SMcT0014657.1, h1SMcT0014657.3	STRK1_27360.1
OG0005057	h1SMcT0002965.2, h1SMcT0002965.1, h1SMcT0002965.3, h1SMcT0013084.1, h1SMcT0014095.1	STRK1_39700.1
OG0005058	h1SMcT0013621.1, h1SMcT0013621.2	STRK1_46870.1, STRK1_46870.2
OG0005059	h1SMcT0009001.1, h1SMcT0009001.2	STRK1_15180.1
OG0005062	h1SMcT0009273.1, h1SMcT0009273.2	STRK1_29440.1
OG0005064	h1SMcT0006481.1, h1SMcT0018354.1	STRK1_79780.1
OG0005065	h1SMcT0000907.1	STRK1_7630.1
OG0005067	h1SMcT0008360.1, h1SMcT0008360.2	STRK1_31030.1
OG0005068	h1SMcT0019233.3, h1SMcT0019233.4, h1SMcT0019233.1, h1SMcT0019233.2	STRK1_69160.1
OG0005069	h1SMcT0009200.1	STRK1_30180.1
OG0005070	h1SMcT0001440.1	STRK1_12810.1
OG0005071	h1SMcT0011428.1	STRK1_23230.1
OG0005072	h1SMcT0022456.2, h1SMcT0022456.1, h1SMcT0022456.3	STRK1_29900.1
OG0005073	h1SMcT0018881.1, h1SMcT0018881.2, h1SMcT0018881.3	STRK1_16980.1
OG0005074	h1SMcT0014352.1, h1SMcT0016045.1	STRK1_12150.1
OG0005076	h1SMcT0017140.1	STRK1_34660.1, STRK1_34660.2
OG0005077	h1SMcT0015626.1	STRK1_55040.1, STRK1_55060.1, STRK1_55090.1, STRK1_55080.1
OG0005078	h1SMcT0001220.1	STRK1_69010.1
OG0005079	h1SMcT0004371.2, h1SMcT0004371.3	STRK1_33570.1
OG0005081	h1SMcT0004620.1	STRK1_12650.1
OG0005082	h1SMcT0022564.1	STRK1_34930.1
OG0005083	h1SMcT0010656.1	STRK1_104410.1
OG0005084	h1SMcT0012899.1, h1SMcT0012899.2	STRK1_93190.1
OG0005085	h1SMcT0015294.1, h1SMcT0015294.2, h1SMcT0011292.1, h1SMcT0011292.2, h1SMcT0011292.3	STRK1_7490.1
OG0005086	h1SMcT0022258.1, h1SMcT0022258.2	STRK1_66800.1
OG0005087	h1SMcT0018954.1, h1SMcT0001701.1, h1SMcT0001701.2	STRK1_75230.1
OG0005089	h1SMcT0007941.1, h1SMcT0009836.1	STRK1_71950.1
OG0005090	h1SMcT0010087.1	STRK1_62020.1
OG0005091	h1SMcT0002017.1, h1SMcT0013693.1	STRK1_8280.1
OG0005092	h1SMcT0010072.1, h1SMcT0019998.1, h1SMcT0019998.4, h1SMcT0019998.3, h1SMcT0019998.2	STRK1_99110.1
OG0005094	h1SMcT0000080.1, h1SMcT0005396.1	STRK1_75880.1
OG0005097	h1SMcT0016430.1, h1SMcT0009847.1, h1SMcT0010038.1, h1SMcT0010038.2	STRK1_91080.1, STRK1_91090.1
OG0005098	h1SMcT0018894.1	STRK1_54970.1
OG0005099	h1SMcT0011933.1	STRK1_87080.1, STRK1_96830.1
OG0005102	h1SMcT0012817.1, h1SMcT0012817.2	STRK1_59960.1
OG0005103	h1SMcT0021532.1	STRK1_74350.1, STRK1_74380.2, STRK1_74380.1
OG0005107	h1SMcT0006937.1	STRK1_29060.1
OG0005108	h1SMcT0015283.1, h1SMcT0021565.1	STRK1_106660.1
OG0005108	h1SMcT0013875.1	STRK1_82050.1
OG0005111	h1SMcT0011853.1	STRK1_51690.1
OG0005112	h1SMcT0003331.1, h1SMcT0018226.1	STRK1_600.1
OG0005113	h1SMcT0018191.2, h1SMcT0020180.1	STRK1_69230.1
OG0005115	h1SMcT0019652.1, h1SMcT0019652.2	STRK1_60340.1, STRK1_60340.2
OG0005116	h1SMcT0017242.2, h1SMcT0017242.1, h1SMcT0017242.3	STRK1_40440.1
