Orthogroup	schmidtea_mediterranea	schistosoma_bovis
OG0005932	h1SMcT0007924.1, h1SMcT0022998.1	SBOV2_2230.1
OG0005934	h1SMcT0017579.1, h1SMcT0017584.1	SBOV2_19780.1
OG0005935	h1SMcT0000888.1	SBOV2_35540.1
OG0005937	h1SMcT0007865.1	SBOV2_88820.1
OG0005938	h1SMcT0003887.1	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3
OG0005939	h1SMcT0016602.1	SBOV2_58990.1
OG0005940	h1SMcT0005869.1, h1SMcT0005869.2	SBOV2_40150.1
OG0005942	h1SMcT0020952.1	SBOV2_82150.2, SBOV2_82150.3, SBOV2_82150.1
OG0005944	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3	SBOV2_59560.1
OG0005946	h1SMcT0006508.1	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3
OG0005947	h1SMcT0007165.1	SBOV2_13810.1, SBOV2_96310.1
OG0005948	h1SMcT0009488.1	SBOV2_32540.1
OG0005950	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3	SBOV2_49340.1
OG0005952	h1SMcT0003211.1, h1SMcT0003211.2	SBOV2_81650.1
OG0005953	h1SMcT0018677.1	SBOV2_68150.1
OG0005955	h1SMcT0011025.1, h1SMcT0012035.1	SBOV2_90320.1
OG0005956	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1	SBOV2_37120.1
OG0005957	h1SMcT0017506.1, h1SMcT0020789.1	SBOV2_23570.1
OG0005958	h1SMcT0000203.2, h1SMcT0019948.1	SBOV2_73310.1
OG0005959	h1SMcT0021569.1	SBOV2_28530.1
OG0005960	h1SMcT0003770.1	SBOV2_84500.1
OG0005961	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2	SBOV2_68080.1
OG0005962	h1SMcT0015238.1, h1SMcT0016689.1	SBOV2_91940.1
OG0005965	h1SMcT0020811.1	SBOV2_20210.1
OG0005966	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2	SBOV2_86600.1
OG0005970	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3	SBOV2_21290.1
OG0005973	h1SMcT0002395.1, h1SMcT0002395.2	SBOV2_43560.1, SBOV2_43570.1
OG0005974	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3	SBOV2_21620.1
OG0005975	h1SMcT0001768.1	SBOV2_70480.1
OG0005976	h1SMcT0004685.1	SBOV2_36860.1
OG0005978	h1SMcT0011015.1	SBOV2_85500.1
OG0005979	h1SMcT0005875.1	SBOV2_39440.1
OG0005980	h1SMcT0006051.1, h1SMcT0014719.1	SBOV2_55670.1
OG0005981	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2	SBOV2_92150.1
OG0005982	h1SMcT0013415.1	SBOV2_64200.1
OG0005983	h1SMcT0021475.1, h1SMcT0022726.1	SBOV2_47900.1
OG0005984	h1SMcT0000237.1, h1SMcT0005855.1	SBOV2_65080.1
OG0005985	h1SMcT0021040.1, h1SMcT0021053.1	SBOV2_39560.1
OG0005987	h1SMcT0007555.1	SBOV2_20080.1
OG0005988	h1SMcT0007460.1, h1SMcT0023003.1	SBOV2_94910.1
OG0005989	h1SMcT0019030.1	SBOV2_80650.1
OG0005990	h1SMcT0008326.1	SBOV2_55650.1, SBOV2_55650.2
OG0005991	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3	SBOV2_51400.1
OG0005992	h1SMcT0000017.1	SBOV2_46610.1
OG0005994	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1	SBOV2_51860.1
OG0005995	h1SMcT0005075.1, h1SMcT0005075.2, h1SMcT0005075.3	SBOV2_69910.1
OG0005996	h1SMcT0003230.1, h1SMcT0003230.2	SBOV2_18720.1
OG0005997	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2	SBOV2_1060.1
OG0005998	h1SMcT0001034.1	SBOV2_47290.1
OG0006001	h1SMcT0014422.1	SBOV2_87010.1, SBOV2_87010.2, SBOV2_87010.3
OG0006003	h1SMcT0021587.4, h1SMcT0021587.6, h1SMcT0021587.5	SBOV2_33160.1
OG0006004	h1SMcT0012445.1	SBOV2_49070.1
OG0006006	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2	SBOV2_45730.1
OG0006007	h1SMcT0012781.1	SBOV2_20260.1
OG0006008	h1SMcT0013369.1, h1SMcT0013369.2	SBOV2_70990.1
OG0006010	h1SMcT0006350.1, h1SMcT0013021.1	SBOV2_81290.1
OG0006011	h1SMcT0022111.1	SBOV2_64610.1
OG0006012	h1SMcT0018228.1	SBOV2_65960.1
OG0006013	h1SMcT0004468.1	SBOV2_21350.1
OG0006014	h1SMcT0011959.1, h1SMcT0013361.1	SBOV2_73590.1
OG0006015	h1SMcT0005459.1	SBOV2_74150.1
OG0006016	h1SMcT0006302.1	SBOV2_78400.1
OG0006018	h1SMcT0007783.1	SBOV2_89000.1, SBOV2_89000.2
OG0006019	h1SMcT0006646.1	SBOV2_84450.1
OG0006022	h1SMcT0002665.1, h1SMcT0015971.1	SBOV2_61550.1
OG0006023	h1SMcT0009304.1, h1SMcT0009304.2	SBOV2_17930.1, SBOV2_17930.2
OG0006024	h1SMcT0012046.1, h1SMcT0012046.2	SBOV2_46400.1
OG0006025	h1SMcT0014222.1, h1SMcT0014222.2	SBOV2_14550.1
OG0006026	h1SMcT0014693.1	SBOV2_1180.1
OG0006027	h1SMcT0011220.1, h1SMcT0011220.2	SBOV2_24160.1
OG0006029	h1SMcT0017802.1, h1SMcT0017802.2	SBOV2_55450.1
OG0006030	h1SMcT0002188.1, h1SMcT0002190.1	SBOV2_33250.1
OG0006032	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1	SBOV2_9990.1
OG0006033	h1SMcT0009561.1	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2
OG0006035	h1SMcT0021732.1	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3
OG0006037	h1SMcT0010552.1, h1SMcT0010552.2	SBOV2_83450.1
OG0006038	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4	SBOV2_42690.1
OG0006040	h1SMcT0009771.1	SBOV2_56780.1
OG0006044	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2	SBOV2_68420.1
OG0006046	h1SMcT0015753.1, h1SMcT0015753.2	SBOV2_12780.1
OG0006047	h1SMcT0004082.1	SBOV2_34160.2, SBOV2_34160.1
OG0006048	h1SMcT0009241.1	SBOV2_7350.1
OG0006049	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1	SBOV2_27260.1
OG0006050	h1SMcT0007701.1	SBOV2_61020.1
OG0006051	h1SMcT0004623.1	SBOV2_7040.1
OG0006052	h1SMcT0005345.1, h1SMcT0006920.1	SBOV2_72020.1, SBOV2_72010.1
OG0006054	h1SMcT0001601.1	SBOV2_63320.1
OG0006055	h1SMcT0006729.1	SBOV2_4710.1
OG0006057	h1SMcT0003398.1, h1SMcT0003398.2	SBOV2_37010.1
OG0006058	h1SMcT0007352.1, h1SMcT0013825.1	SBOV2_17320.1
OG0006059	h1SMcT0008150.1, h1SMcT0008150.2	SBOV2_73240.1, SBOV2_71910.1
OG0006060	h1SMcT0005866.1	SBOV2_3340.1
OG0006061	h1SMcT0022627.1, h1SMcT0022627.2	SBOV2_84330.1
OG0006063	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1	SBOV2_44440.1
OG0006064	h1SMcT0012595.1	SBOV2_69320.1
OG0006065	h1SMcT0014820.1	SBOV2_12220.1
OG0006066	h1SMcT0011563.1, h1SMcT0011563.2	SBOV2_8980.1
OG0006067	h1SMcT0007864.1	SBOV2_42530.1
OG0006068	h1SMcT0018769.1	SBOV2_26810.1
OG0006070	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3	SBOV2_66070.1
OG0006071	h1SMcT0018476.1, h1SMcT0018476.2	SBOV2_75800.1
OG0006072	h1SMcT0018109.1, h1SMcT0018109.2	SBOV2_82280.1
OG0006073	h1SMcT0004153.1, h1SMcT0004153.2	SBOV2_52890.1
OG0006074	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3	SBOV2_90100.1
OG0006075	h1SMcT0015389.1	SBOV2_25290.1
OG0006076	h1SMcT0011051.1, h1SMcT0011051.2	SBOV2_54600.1, SBOV2_54600.2
OG0006080	h1SMcT0010653.1	SBOV2_34960.1
OG0006081	h1SMcT0017984.1, h1SMcT0017984.2	SBOV2_1820.1
OG0006082	h1SMcT0005424.1, h1SMcT0005424.2	SBOV2_26160.1
OG0006085	h1SMcT0015632.1	SBOV2_72470.1
OG0006090	h1SMcT0011826.1, h1SMcT0011826.2, h1SMcT0011826.3	SBOV2_90620.1
OG0006091	h1SMcT0010468.1, h1SMcT0010468.2, h1SMcT0010468.3	SBOV2_79440.1
OG0006092	h1SMcT0006253.3, h1SMcT0006253.4, h1SMcT0006253.1, h1SMcT0006253.2	SBOV2_13480.1
OG0006093	h1SMcT0022211.1	SBOV2_50640.1, SBOV2_50640.2
OG0006095	h1SMcT0010472.1, h1SMcT0005380.1, h1SMcT0005381.1	SBOV2_81150.1
OG0006096	h1SMcT0014139.1	SBOV2_18240.1
OG0006097	h1SMcT0015715.1, h1SMcT0015720.1	SBOV2_75790.1
OG0006098	h1SMcT0002090.1, h1SMcT0004959.1	SBOV2_24750.1
OG0006099	h1SMcT0001832.1, h1SMcT0001832.2	SBOV2_8090.1
OG0006100	h1SMcT0009745.1, h1SMcT0009745.2	SBOV2_16640.1, SBOV2_16640.2, SBOV2_16640.3
OG0006101	h1SMcT0003800.1	SBOV2_30280.1
OG0006102	h1SMcT0022053.1	SBOV2_77130.1
OG0006103	h1SMcT0001722.1, h1SMcT0001722.2	SBOV2_29660.1
OG0006104	h1SMcT0000919.1	SBOV2_66320.1
OG0006105	h1SMcT0004398.1	SBOV2_81030.1
OG0006107	h1SMcT0011072.1, h1SMcT0011072.2, h1SMcT0011072.3	SBOV2_73380.1
OG0006109	h1SMcT0010897.1	SBOV2_69590.1
OG0006110	h1SMcT0001434.1, h1SMcT0015400.1, h1SMcT0018872.1, h1SMcT0018872.2	SBOV2_87860.1
OG0006111	h1SMcT0011183.1	SBOV2_2080.1
OG0006112	h1SMcT0006999.1, h1SMcT0008854.1	SBOV2_87000.1
OG0006113	h1SMcT0007793.1, h1SMcT0007792.1, h1SMcT0007792.2	SBOV2_3760.1
OG0006115	h1SMcT0010176.1, h1SMcT0011242.1	SBOV2_40460.1
OG0006116	h1SMcT0012053.1	SBOV2_46660.1
OG0006117	h1SMcT0019790.1, h1SMcT0019790.2	SBOV2_55600.1, SBOV2_55600.2
OG0006118	h1SMcT0002750.1, h1SMcT0019438.1	SBOV2_55870.1
OG0006119	h1SMcT0017105.1	SBOV2_50820.1
OG0006120	h1SMcT0021058.1	SBOV2_41590.1
OG0006121	h1SMcT0012572.1	SBOV2_21730.1
OG0006122	h1SMcT0021278.1, h1SMcT0021278.2	SBOV2_38060.1
OG0006123	h1SMcT0007116.1, h1SMcT0007116.2	SBOV2_59840.1
OG0006125	h1SMcT0010122.1	SBOV2_73490.1
OG0006126	h1SMcT0009765.4, h1SMcT0009765.2, h1SMcT0009765.3, h1SMcT0009765.1	SBOV2_61600.1
OG0006127	h1SMcT0022450.1	SBOV2_42310.1, SBOV2_42310.2
OG0006128	h1SMcT0007640.1, h1SMcT0007640.2	SBOV2_30630.3, SBOV2_30630.1, SBOV2_30630.2
OG0006130	h1SMcT0019712.1	SBOV2_39580.1
OG0006131	h1SMcT0012552.1	SBOV2_62600.1
OG0006133	h1SMcT0004208.1	SBOV2_68490.1
OG0006134	h1SMcT0003232.1	SBOV2_19890.1
OG0006135	h1SMcT0008034.1, h1SMcT0008034.2	SBOV2_1990.1
OG0006136	h1SMcT0021949.1	SBOV2_75850.1
OG0006137	h1SMcT0015574.1	SBOV2_20430.1, SBOV2_20430.2
OG0006139	h1SMcT0001336.1, h1SMcT0021804.1	SBOV2_12980.1, SBOV2_96270.1
OG0006140	h1SMcT0007646.1	SBOV2_72580.1
OG0006141	h1SMcT0020421.1, h1SMcT0011946.1, h1SMcT0011946.2	SBOV2_36940.1
OG0006142	h1SMcT0015644.1	SBOV2_78620.1, SBOV2_78620.2
OG0006144	h1SMcT0012874.1	SBOV2_60520.1, SBOV2_60520.2, SBOV2_60520.3, SBOV2_60520.4
OG0006145	h1SMcT0001658.1, h1SMcT0001658.2	SBOV2_28900.1
OG0006147	h1SMcT0023099.1, h1SMcT0023103.1	SBOV2_87430.1
OG0006150	h1SMcT0012534.1	SBOV2_35870.1, SBOV2_35870.2
OG0006151	h1SMcT0003919.1	SBOV2_26240.1
OG0006157	h1SMcT0004114.1	SBOV2_44240.1
OG0006159	h1SMcT0006271.1, h1SMcT0006271.3, h1SMcT0006271.2	SBOV2_22940.1
OG0006161	h1SMcT0013963.1	SBOV2_84230.1, SBOV2_84230.2
OG0006164	h1SMcT0012826.1, h1SMcT0017399.1, h1SMcT0017399.2, h1SMcT0017399.3	SBOV2_390.1
OG0006165	h1SMcT0000474.1	SBOV2_69780.1
OG0006166	h1SMcT0008012.1	SBOV2_46750.1, SBOV2_46750.2
OG0006167	h1SMcT0006483.1	SBOV2_80920.2, SBOV2_80920.3, SBOV2_80920.1
OG0006168	h1SMcT0001500.1	SBOV2_87770.1
OG0006170	h1SMcT0020077.1, h1SMcT0020077.2	SBOV2_13080.1
OG0006172	h1SMcT0001011.2, h1SMcT0001011.1, h1SMcT0001011.3	SBOV2_43120.1
OG0006173	h1SMcT0019148.1, h1SMcT0019148.2	SBOV2_20730.1
OG0006176	h1SMcT0007552.1	SBOV2_89710.1
OG0006177	h1SMcT0020913.1, h1SMcT0007779.1, h1SMcT0007779.2, h1SMcT0007779.3	SBOV2_86420.1
OG0006178	h1SMcT0020874.1, h1SMcT0022366.1	SBOV2_85980.1
OG0006179	h1SMcT0006397.1, h1SMcT0006397.2	SBOV2_45430.1, SBOV2_45430.2
OG0006180	h1SMcT0009898.1	SBOV2_54100.2, SBOV2_54100.1
OG0006182	h1SMcT0008406.1	SBOV2_35150.3, SBOV2_35150.4, SBOV2_35150.5, SBOV2_35150.6, SBOV2_35150.1, SBOV2_35150.2
OG0006183	h1SMcT0000637.1	SBOV2_35190.1, SBOV2_34970.1, SBOV2_34970.2
OG0006184	h1SMcT0011883.1, h1SMcT0011885.1	SBOV2_27370.1
OG0006185	h1SMcT0001035.1	SBOV2_47180.1
OG0006186	h1SMcT0010352.5	SBOV2_91730.1
OG0006187	h1SMcT0006765.1	SBOV2_42130.1, SBOV2_42130.2, SBOV2_42130.3
OG0006188	h1SMcT0000519.1, h1SMcT0003171.1	SBOV2_42180.1
OG0006196	h1SMcT0013951.1	SBOV2_75270.1
OG0006200	h1SMcT0004410.2	SBOV2_24960.1
OG0006203	h1SMcT0018669.3, h1SMcT0018669.4, h1SMcT0018669.1, h1SMcT0018669.5, h1SMcT0018669.2	SBOV2_42820.1
OG0006205	h1SMcT0001715.3, h1SMcT0001715.4	SBOV2_17540.1
OG0006207	h1SMcT0018828.1	SBOV2_19840.1, SBOV2_19840.5, SBOV2_19840.6, SBOV2_19840.2, SBOV2_19840.3, SBOV2_19840.4
OG0006209	h1SMcT0020509.1	SBOV2_2560.1
OG0006225	h1SMcT0002214.1	SBOV2_66340.1
OG0006226	h1SMcT0021295.1, h1SMcT0021295.2	SBOV2_9980.1
OG0006228	h1SMcT0002676.1, h1SMcT0015960.1, h1SMcT0021175.1, h1SMcT0021724.1, h1SMcT0009917.1	SBOV2_41190.1
OG0006229	h1SMcT0018295.1, h1SMcT0018294.1	SBOV2_15430.1
OG0006231	h1SMcT0001357.1	SBOV2_27170.1
OG0006233	h1SMcT0016800.1, h1SMcT0016800.2	SBOV2_43580.1
OG0006235	h1SMcT0021813.1	SBOV2_25220.1
OG0006237	h1SMcT0017214.2, h1SMcT0017213.1, h1SMcT0017214.1	SBOV2_27570.1
OG0006238	h1SMcT0006872.1	SBOV2_35990.1, SBOV2_35990.2, SBOV2_35990.3
OG0006239	h1SMcT0003217.1, h1SMcT0003217.2	SBOV2_76210.1
OG0006241	h1SMcT0011339.1, h1SMcT0008366.1, h1SMcT0008369.1	SBOV2_55200.1
OG0006242	h1SMcT0003348.1	SBOV2_14680.1
OG0006243	h1SMcT0017614.1	SBOV2_43100.1
OG0006244	h1SMcT0003736.1, h1SMcT0015394.1	SBOV2_68770.1
OG0006245	h1SMcT0010109.1	SBOV2_50290.1
OG0006246	h1SMcT0002623.1	SBOV2_80160.1
OG0006247	h1SMcT0014874.1, h1SMcT0014874.2	SBOV2_89040.1
OG0006248	h1SMcT0002968.1, h1SMcT0020703.1	SBOV2_90010.1
OG0006249	h1SMcT0002996.1, h1SMcT0003371.1	SBOV2_45290.1
OG0006250	h1SMcT0013477.1	SBOV2_34620.1, SBOV2_34620.2
OG0006253	h1SMcT0016616.1, h1SMcT0020991.1, h1SMcT0020991.2	SBOV2_88780.1
OG0006254	h1SMcT0017821.1, h1SMcT0004678.1, h1SMcT0019671.1	SBOV2_2270.1
OG0006256	h1SMcT0000176.1	SBOV2_27870.1
OG0006257	h1SMcT0004011.1	SBOV2_92830.1
OG0006258	h1SMcT0008214.1, h1SMcT0001162.1, h1SMcT0009326.1	SBOV2_66590.1
OG0006260	h1SMcT0014111.1	SBOV2_23440.1, SBOV2_23440.2
OG0006261	h1SMcT0004569.1	SBOV2_75640.1
OG0006262	h1SMcT0008551.1	SBOV2_67840.1
OG0006263	h1SMcT0021951.1, h1SMcT0021951.2	SBOV2_83130.1
OG0006264	h1SMcT0005186.1	SBOV2_76730.1
OG0006265	h1SMcT0020726.3, h1SMcT0020726.1, h1SMcT0020726.2	SBOV2_22340.1
OG0006266	h1SMcT0013262.1	SBOV2_54850.1
OG0006267	h1SMcT0013388.1	SBOV2_27090.1
OG0006269	h1SMcT0002053.1, h1SMcT0002053.2	SBOV2_47710.1
OG0006270	h1SMcT0014518.1, h1SMcT0014257.1	SBOV2_15930.1
OG0006271	h1SMcT0010237.1, h1SMcT0020872.1, h1SMcT0001407.1, h1SMcT0004306.1	SBOV2_18880.1
OG0006272	h1SMcT0006885.1, h1SMcT0006885.2	SBOV2_9490.1
OG0006273	h1SMcT0003882.1	SBOV2_43720.1
OG0006274	h1SMcT0003703.1, h1SMcT0005419.1	SBOV2_44680.1
OG0006275	h1SMcT0017841.1	SBOV2_79580.1
OG0006277	h1SMcT0022066.1, h1SMcT0022066.2	SBOV2_43360.1
OG0006278	h1SMcT0011087.1	SBOV2_83850.1
OG0006279	h1SMcT0003431.1	SBOV2_27700.1
OG0006280	h1SMcT0001359.1	SBOV2_11740.1
OG0006281	h1SMcT0013140.1	SBOV2_35270.1
OG0006282	h1SMcT0013773.1	SBOV2_76820.1
OG0006283	h1SMcT0014385.1	SBOV2_26360.1
OG0006284	h1SMcT0022598.1	SBOV2_71560.1
OG0006285	h1SMcT0021404.1, h1SMcT0021404.2	SBOV2_51380.1
OG0006286	h1SMcT0020667.1	SBOV2_62120.1
OG0006287	h1SMcT0019580.1	SBOV2_73010.1, SBOV2_73010.2
OG0006288	h1SMcT0010540.1, h1SMcT0022072.1	SBOV2_73150.1
OG0006292	h1SMcT0015204.1, h1SMcT0015204.2	SBOV2_68040.1
OG0006293	h1SMcT0006725.2, h1SMcT0006725.4, h1SMcT0006725.5, h1SMcT0006725.1, h1SMcT0006725.3	SBOV2_95030.1
OG0006294	h1SMcT0018265.1, h1SMcT0018265.2, h1SMcT0018265.3, h1SMcT0018265.4	SBOV2_24000.1
OG0006295	h1SMcT0002438.1	SBOV2_94040.1
OG0006298	h1SMcT0000655.1, h1SMcT0002853.1	SBOV2_350.1, SBOV2_350.2, SBOV2_350.3
OG0006299	h1SMcT0015874.1	SBOV2_2300.1
OG0006300	h1SMcT0009812.1, h1SMcT0009812.2, h1SMcT0009812.3, h1SMcT0009812.4	SBOV2_9130.1
OG0006301	h1SMcT0012661.1, h1SMcT0012662.1	SBOV2_8140.1
OG0006302	h1SMcT0020005.1	SBOV2_51060.1
OG0006303	h1SMcT0003773.1	SBOV2_1510.1
OG0006304	h1SMcT0015343.1, h1SMcT0015343.2, h1SMcT0022224.1	SBOV2_48560.1
OG0006305	h1SMcT0006367.1, h1SMcT0006367.2	SBOV2_67760.1, SBOV2_67760.3
OG0006307	h1SMcT0021052.1	SBOV2_32290.1, SBOV2_32290.2
OG0006308	h1SMcT0009615.1, h1SMcT0011923.1	SBOV2_72380.1, SBOV2_72380.2
OG0006309	h1SMcT0008502.1, h1SMcT0006741.1	SBOV2_77830.1
OG0006312	h1SMcT0010850.1	SBOV2_76590.1
OG0006313	h1SMcT0012935.1, h1SMcT0012936.1, h1SMcT0012936.2	SBOV2_75090.1
OG0006314	h1SMcT0017764.1, h1SMcT0017765.1, h1SMcT0017763.1, h1SMcT0017763.2	SBOV2_70010.1
OG0006315	h1SMcT0017164.1, h1SMcT0017164.2	SBOV2_91910.1
OG0006316	h1SMcT0011094.1	SBOV2_68070.1
OG0006317	h1SMcT0008746.1	SBOV2_49350.1
OG0006318	h1SMcT0017696.1, h1SMcT0017696.2	SBOV2_49600.1
OG0006319	h1SMcT0018260.1, h1SMcT0018260.2	SBOV2_87790.1, SBOV2_87790.2
OG0006320	h1SMcT0008691.1	SBOV2_36570.1
OG0006321	h1SMcT0018346.1	SBOV2_1030.1
OG0006324	h1SMcT0021959.1, h1SMcT0021959.2, h1SMcT0021960.1	SBOV2_19850.1
OG0006325	h1SMcT0006261.1, h1SMcT0019275.1	SBOV2_5740.1
OG0006326	h1SMcT0014252.1	SBOV2_94880.1
OG0006327	h1SMcT0007448.1, h1SMcT0022768.1	SBOV2_24380.1, SBOV2_24370.1
OG0006328	h1SMcT0000223.1	SBOV2_57770.1
OG0006330	h1SMcT0020253.1, h1SMcT0020253.2, h1SMcT0020253.3	SBOV2_89930.1
OG0006331	h1SMcT0003329.1, h1SMcT0003329.2	SBOV2_59060.1, SBOV2_59060.2
OG0006333	h1SMcT0008013.1	SBOV2_59700.1, SBOV2_59700.2
OG0006338	h1SMcT0017004.1	SBOV2_20600.1
OG0006339	h1SMcT0004595.1	SBOV2_32100.1
OG0006343	h1SMcT0009369.1	SBOV2_60580.1
OG0006344	h1SMcT0019920.1, h1SMcT0019920.2	SBOV2_25470.1, SBOV2_25470.2
OG0006345	h1SMcT0016593.1, h1SMcT0005375.1, h1SMcT0004764.1, h1SMcT0004764.2	SBOV2_70280.1
OG0006346	h1SMcT0016529.1, h1SMcT0021796.1	SBOV2_87680.1
OG0006347	h1SMcT0001189.1	SBOV2_39920.1
OG0006348	h1SMcT0020762.1, h1SMcT0022946.1	SBOV2_44590.1, SBOV2_44590.2, SBOV2_44590.3
OG0006351	h1SMcT0017853.1	SBOV2_76080.1
OG0006352	h1SMcT0016461.1, h1SMcT0008101.1, h1SMcT0008101.2	SBOV2_14280.1, SBOV2_14280.2
OG0006353	h1SMcT0020359.1, h1SMcT0009110.1, h1SMcT0009110.2	SBOV2_69100.1, SBOV2_69100.2
OG0006354	h1SMcT0005465.1	SBOV2_70960.2, SBOV2_70960.1
OG0006356	h1SMcT0016848.1, h1SMcT0016848.2	SBOV2_78430.1
OG0006357	h1SMcT0015000.1	SBOV2_83040.1
OG0006359	h1SMcT0016885.1	SBOV2_54490.1
OG0006360	h1SMcT0013736.1	SBOV2_91610.1
OG0006361	h1SMcT0003581.1	SBOV2_51090.1, SBOV2_51090.2
OG0006364	h1SMcT0017879.1	SBOV2_81830.1, SBOV2_81830.2
OG0006365	h1SMcT0017184.1	SBOV2_21410.1, SBOV2_21410.2
OG0006366	h1SMcT0010929.1, h1SMcT0010929.2	SBOV2_52920.1
OG0006367	h1SMcT0018248.1, h1SMcT0018248.2	SBOV2_69230.1
OG0006371	h1SMcT0012883.1	SBOV2_80150.1
OG0006374	h1SMcT0003426.1	SBOV2_54670.1
OG0006375	h1SMcT0000518.1, h1SMcT0022895.1	SBOV2_20660.1
OG0006376	h1SMcT0002933.1	SBOV2_86300.1
OG0006378	h1SMcT0005541.1	SBOV2_51810.1
OG0006379	h1SMcT0006383.1, h1SMcT0007275.1	SBOV2_85410.1
OG0006382	h1SMcT0017613.1, h1SMcT0017613.2, h1SMcT0017613.3	SBOV2_84550.1
OG0006383	h1SMcT0006426.1, h1SMcT0006426.2	SBOV2_80570.1
OG0006385	h1SMcT0000299.1, h1SMcT0000299.2	SBOV2_17240.1
OG0006388	h1SMcT0020090.1	SBOV2_59180.1
OG0006389	h1SMcT0017304.1	SBOV2_83860.1
OG0006390	h1SMcT0006853.1	SBOV2_65300.1
OG0006392	h1SMcT0003411.1	SBOV2_95530.1
OG0006393	h1SMcT0015669.1	SBOV2_68830.1
OG0006394	h1SMcT0006283.1, h1SMcT0006283.2	SBOV2_47450.1
OG0006395	h1SMcT0010614.2	SBOV2_13850.1
OG0006396	h1SMcT0010062.1, h1SMcT0010062.2	SBOV2_20010.1, SBOV2_20010.2, SBOV2_20010.3, SBOV2_20010.4, SBOV2_20010.5
OG0006398	h1SMcT0006116.1	SBOV2_5960.1
OG0006399	h1SMcT0012056.1, h1SMcT0012056.2	SBOV2_12580.1, SBOV2_12580.2
OG0006400	h1SMcT0017307.1, h1SMcT0020300.1, h1SMcT0020300.3	SBOV2_74400.1
OG0006401	h1SMcT0022013.1	SBOV2_46490.1
OG0006402	h1SMcT0011823.1, h1SMcT0011823.2	SBOV2_25340.1
OG0006403	h1SMcT0019182.1	SBOV2_460.1
OG0006404	h1SMcT0006220.1, h1SMcT0006220.3, h1SMcT0006220.2	SBOV2_33950.1
OG0006405	h1SMcT0018645.1	SBOV2_49550.1
OG0006412	h1SMcT0006462.1, h1SMcT0006462.2	SBOV2_17140.1
OG0006414	h1SMcT0013013.1	SBOV2_85300.1
OG0006415	h1SMcT0011943.1, h1SMcT0003437.1, h1SMcT0003437.2	SBOV2_23930.1
OG0006416	h1SMcT0007588.1	SBOV2_60070.1, SBOV2_60070.2, SBOV2_60070.3
OG0006417	h1SMcT0004638.2, h1SMcT0004638.1, h1SMcT0004638.3	SBOV2_49440.1
OG0006418	h1SMcT0019215.1	SBOV2_8700.1
OG0006419	h1SMcT0005756.1	SBOV2_39520.1, SBOV2_39520.2
OG0006421	h1SMcT0008205.1, h1SMcT0008205.2	SBOV2_5580.1
OG0006424	h1SMcT0006518.1	SBOV2_49530.1
OG0006425	h1SMcT0006420.1, h1SMcT0006420.2, h1SMcT0014274.1	SBOV2_77750.1, SBOV2_77750.2
OG0006426	h1SMcT0005633.1	SBOV2_19830.1
OG0006427	h1SMcT0002172.1, h1SMcT0013156.1, h1SMcT0020795.1	SBOV2_34610.1
OG0006428	h1SMcT0012304.1, h1SMcT0012304.2	SBOV2_320.1, SBOV2_320.2
OG0006429	h1SMcT0008373.1, h1SMcT0001149.1, h1SMcT0007358.1	SBOV2_10730.1
OG0006430	h1SMcT0005072.1	SBOV2_3250.1
OG0006431	h1SMcT0005600.1	SBOV2_90160.1, SBOV2_90160.3, SBOV2_90160.2
OG0006433	h1SMcT0015326.1, h1SMcT0015326.2	SBOV2_42050.1
