Orthogroup	schistosoma_guineensis	schistosoma_mattheei
OG0005275	SGUI1_64990.1, SGUI1_65000.1	SMTH1_71790.1, SMTH1_71800.1
OG0005283	SGUI1_88220.1, SGUI1_88210.1	SMTH1_97480.1
OG0005284	SGUI1_75210.1	SMTH1_83220.2, SMTH1_83220.1
OG0005285	SGUI1_31160.1	SMTH1_34870.1
OG0005286	SGUI1_29340.1, SGUI1_29340.2	SMTH1_32820.1
OG0005287	SGUI1_10610.1, SGUI1_10610.2	SMTH1_12820.1, SMTH1_12820.2, SMTH1_12820.3, SMTH1_12820.4
OG0005288	SGUI1_50150.2, SGUI1_50150.1	SMTH1_55970.1
OG0005289	SGUI1_47960.1	SMTH1_53520.1
OG0005290	SGUI1_41970.1	SMTH1_46790.1
OG0005291	SGUI1_41540.1	SMTH1_46340.1, SMTH1_46340.2
OG0005292	SGUI1_44590.1	SMTH1_49650.1
OG0005293	SGUI1_60490.1	SMTH1_66790.1
OG0005294	SGUI1_56720.1	SMTH1_62630.1, SMTH1_62630.2
OG0005295	SGUI1_57270.1	SMTH1_63280.1
OG0005296	SGUI1_44620.1, SGUI1_44620.2	SMTH1_49680.1, SMTH1_49680.2
OG0005297	SGUI1_83220.1	SMTH1_91810.3, SMTH1_91810.1, SMTH1_91810.2
OG0005298	SGUI1_42340.1	SMTH1_47150.1
OG0005299	SGUI1_80160.1	SMTH1_88660.1
OG0005300	SGUI1_89610.1	SMTH1_98950.1
OG0005301	SGUI1_71490.1	SMTH1_79090.1
OG0005302	SGUI1_19110.1	SMTH1_21530.1
OG0005303	SGUI1_55740.1, SGUI1_55710.1	SMTH1_61790.1, SMTH1_61790.2
OG0005304	SGUI1_88960.1	SMTH1_98240.1
OG0005305	SGUI1_36740.1	SMTH1_40750.1, SMTH1_40750.3, SMTH1_40750.2
OG0005306	SGUI1_17310.1	SMTH1_19610.3, SMTH1_19610.1, SMTH1_19610.2, SMTH1_19610.4
OG0005307	SGUI1_39060.2	SMTH1_43590.1, SMTH1_43590.2
OG0005309	SGUI1_24420.1	SMTH1_27410.1, SMTH1_27420.1
OG0005310	SGUI1_1100.1	SMTH1_1310.1
OG0005312	SGUI1_30700.1	SMTH1_34340.2, SMTH1_34340.1
OG0005313	SGUI1_23040.1	SMTH1_26110.1
OG0005314	SGUI1_20250.1	SMTH1_22620.1
OG0005315	SGUI1_58020.1	SMTH1_63980.1
OG0005316	SGUI1_83150.1	SMTH1_91710.1, SMTH1_91710.2, SMTH1_91710.3
OG0005317	SGUI1_60080.1	SMTH1_66280.2, SMTH1_66280.1
OG0005318	SGUI1_28940.1	SMTH1_32450.1
OG0005318	SGUI1_28940.2	SMTH1_32450.1
OG0005319	SGUI1_62960.2, SGUI1_62960.1	SMTH1_69600.1, SMTH1_69600.2
OG0005321	SGUI1_72240.1	SMTH1_80060.1
OG0005323	SGUI1_28040.1	SMTH1_31420.1
OG0005324	SGUI1_39390.1	SMTH1_43900.1
OG0005325	SGUI1_31140.1, SGUI1_31140.2	SMTH1_34830.1
OG0005326	SGUI1_7140.1	SMTH1_8710.1
OG0005327	SGUI1_18260.1, SGUI1_18260.2, SGUI1_18260.3	SMTH1_20600.1
OG0005328	SGUI1_62570.1	SMTH1_69060.1
OG0005329	SGUI1_15970.1	SMTH1_18170.1, SMTH1_18160.1
OG0005330	SGUI1_81810.1, SGUI1_81810.2	SMTH1_90350.1
OG0005331	SGUI1_89310.1	SMTH1_98630.1
OG0005332	SGUI1_90310.1	SMTH1_99820.1
OG0005333	SGUI1_22100.1	SMTH1_24860.1
OG0005334	SGUI1_14530.1	SMTH1_16500.1
OG0005335	SGUI1_78010.1, SGUI1_78010.2	SMTH1_86310.1
OG0005336	SGUI1_11750.1	SMTH1_14120.1
OG0005337	SGUI1_24030.1	SMTH1_26990.1, SMTH1_27010.1
OG0005338	SGUI1_49090.1, SGUI1_49090.2	SMTH1_54800.1
OG0005339	SGUI1_56730.1	SMTH1_62650.1
OG0005340	SGUI1_91200.1	SMTH1_100820.1
OG0005341	SGUI1_14850.1, SGUI1_14850.2	SMTH1_16840.1
OG0005342	SGUI1_95520.1	SMTH1_105650.1, SMTH1_105650.2, SMTH1_105650.3
OG0005343	SGUI1_78870.1	SMTH1_87200.1, SMTH1_87190.1
OG0005345	SGUI1_38520.1	SMTH1_42820.1
OG0005346	SGUI1_9550.1	SMTH1_11620.1
OG0005347	SGUI1_66040.1	SMTH1_72940.1
OG0005348	SGUI1_11910.1	SMTH1_14310.4, SMTH1_14310.3, SMTH1_14310.1, SMTH1_14310.2
OG0005349	SGUI1_560.1	SMTH1_107190.1
OG0005350	SGUI1_6080.1	SMTH1_7320.1
OG0005351	SGUI1_52530.1	SMTH1_58370.1, SMTH1_58370.2
OG0005352	SGUI1_2560.1	SMTH1_3000.1
OG0005353	SGUI1_93070.1	SMTH1_102930.1
OG0005354	SGUI1_35020.1	SMTH1_39240.1
OG0005355	SGUI1_39460.1	SMTH1_43980.1
OG0005356	SGUI1_68960.1, SGUI1_68960.2	SMTH1_76210.1
OG0005357	SGUI1_72810.1, SGUI1_72810.2	SMTH1_80670.1
OG0005358	SGUI1_45750.1, SGUI1_45750.2	SMTH1_51030.1
OG0005359	SGUI1_18850.1, SGUI1_18840.1	SMTH1_21250.1
OG0005360	SGUI1_19280.1	SMTH1_23730.1, SMTH1_23730.2
OG0005361	SGUI1_15080.1	SMTH1_17120.1, SMTH1_17120.2
OG0005362	SGUI1_67580.1	SMTH1_74620.1
OG0005363	SGUI1_1090.1, SGUI1_1090.2	SMTH1_1300.1, SMTH1_1290.1
OG0005364	SGUI1_49200.1	SMTH1_54940.1, SMTH1_54940.2, SMTH1_54940.3
OG0005365	SGUI1_17470.1	SMTH1_19770.1, SMTH1_19760.1
OG0005366	SGUI1_15130.1	SMTH1_17210.3, SMTH1_17210.1, SMTH1_17210.2
OG0005367	SGUI1_23190.1, SGUI1_23510.1	SMTH1_26440.1
OG0005368	SGUI1_22250.1	SMTH1_25040.1
OG0005369	SGUI1_34970.1	SMTH1_107280.1, SMTH1_38990.1
OG0005370	SGUI1_34950.1	SMTH1_38980.1
OG0005371	SGUI1_34930.1	SMTH1_38950.1
OG0005372	SGUI1_25280.1, SGUI1_25280.2	SMTH1_28300.1
OG0005373	SGUI1_92780.1	SMTH1_102640.1
OG0005375	SGUI1_51660.2, SGUI1_51660.3, SGUI1_51660.1	SMTH1_57470.1
OG0005376	SGUI1_61750.1	SMTH1_68210.1
OG0005377	SGUI1_29890.1, SGUI1_29880.3	SMTH1_33380.1
OG0005378	SGUI1_44020.1	SMTH1_49030.1
OG0005379	SGUI1_56240.1	SMTH1_62170.1
OG0005380	SGUI1_2160.1	SMTH1_2580.1
OG0005381	SGUI1_6970.1	SMTH1_8490.1
OG0005382	SGUI1_95160.1	SMTH1_105240.1
OG0005383	SGUI1_39700.1	SMTH1_44250.1, SMTH1_44240.1, SMTH1_44240.2
OG0005384	SGUI1_83440.1	SMTH1_92060.1
OG0005386	SGUI1_32730.1	SMTH1_36600.1
OG0005387	SGUI1_27760.1	SMTH1_31100.1
OG0005388	SGUI1_25330.1	SMTH1_28350.1, SMTH1_28350.2
OG0005389	SGUI1_45820.1	SMTH1_51200.1
OG0005390	SGUI1_96220.1	SMTH1_106410.1
OG0005391	SGUI1_58810.1	SMTH1_64960.1
OG0005392	SGUI1_51490.1	SMTH1_57310.3, SMTH1_57310.1, SMTH1_57310.2
OG0005393	SGUI1_51470.2, SGUI1_51470.1	SMTH1_57270.1
OG0005394	SGUI1_2400.1	SMTH1_2780.1
OG0005395	SGUI1_72050.1	SMTH1_79800.1
OG0005396	SGUI1_12640.1, SGUI1_12670.1	SMTH1_14960.1
OG0005397	SGUI1_44350.1, SGUI1_44350.2	SMTH1_49350.1
OG0005398	SGUI1_26020.1	SMTH1_29040.1
OG0005399	SGUI1_11150.1	SMTH1_13490.1
OG0005400	SGUI1_10410.1	SMTH1_12590.1, SMTH1_12590.2, SMTH1_12590.3
OG0005401	SGUI1_55520.3, SGUI1_55520.1, SGUI1_55520.2, SGUI1_55520.4	SMTH1_61480.1, SMTH1_61480.2, SMTH1_61480.3
OG0005402	SGUI1_57300.1	SMTH1_63310.1
OG0005403	SGUI1_39770.1	SMTH1_44310.1
OG0005404	SGUI1_17190.1	SMTH1_19480.1
OG0005405	SGUI1_90560.1, SGUI1_90560.2	SMTH1_100090.1
OG0005406	SGUI1_68010.1	SMTH1_75090.1
OG0005407	SGUI1_52070.1, SGUI1_52070.2	SMTH1_57880.1, SMTH1_57880.2
OG0005408	SGUI1_90920.1	SMTH1_100460.1
OG0005409	SGUI1_31310.1	SMTH1_35030.1
OG0005410	SGUI1_8080.1	SMTH1_9910.1
OG0005411	SGUI1_92370.1	SMTH1_102160.1
OG0005412	SGUI1_62560.1	SMTH1_69050.1
OG0005413	SGUI1_78900.1	SMTH1_87240.1
OG0005414	SGUI1_70790.1	SMTH1_78140.1
OG0005415	SGUI1_29760.1, SGUI1_29760.2	SMTH1_33260.1
OG0005416	SGUI1_24460.1	SMTH1_27470.1, SMTH1_27470.2
OG0005417	SGUI1_3920.1	SMTH1_4490.1
OG0005418	SGUI1_47320.1, SGUI1_47320.2	SMTH1_52870.1
OG0005419	SGUI1_68150.1, SGUI1_68150.2	SMTH1_75230.1
OG0005420	SGUI1_37030.1	SMTH1_41230.1
OG0005421	SGUI1_80100.1	SMTH1_88600.1
OG0005423	SGUI1_28250.1	SMTH1_31660.2, SMTH1_31660.1, SMTH1_31660.3
OG0005424	SGUI1_81690.1	SMTH1_90210.1
OG0005425	SGUI1_81630.1	SMTH1_90160.1
OG0005426	SGUI1_94600.1, SGUI1_94600.2	SMTH1_104650.1
OG0005427	SGUI1_95390.1	SMTH1_105500.1
OG0005428	SGUI1_87570.2, SGUI1_87570.1	SMTH1_96720.1
OG0005430	SGUI1_44810.1	SMTH1_49870.1
OG0005431	SGUI1_78520.1	SMTH1_86820.1
OG0005432	SGUI1_81470.1	SMTH1_89980.1
OG0005433	SGUI1_78440.1	SMTH1_86720.1, SMTH1_86730.1
OG0005434	SGUI1_26550.1	SMTH1_29650.1, SMTH1_29650.2
OG0005435	SGUI1_96060.1	SMTH1_106230.1
OG0005436	SGUI1_58600.1	SMTH1_64700.1
OG0005436	SGUI1_58600.1	SMTH1_64700.2
OG0005436	SGUI1_58600.1	SMTH1_64700.3
OG0005436	SGUI1_58600.2	SMTH1_64700.1
OG0005436	SGUI1_58600.2	SMTH1_64700.2
OG0005436	SGUI1_58600.2	SMTH1_64700.3
OG0005437	SGUI1_63530.1	SMTH1_70210.1
OG0005438	SGUI1_10290.1	SMTH1_12490.1, SMTH1_12490.2
OG0005439	SGUI1_44990.1	SMTH1_50080.1
OG0005440	SGUI1_72570.1	SMTH1_80460.1
OG0005441	SGUI1_90950.1	SMTH1_100510.1
OG0005442	SGUI1_29150.1	SMTH1_32640.1
OG0005443	SGUI1_61770.1	SMTH1_68230.1
OG0005444	SGUI1_18380.1	SMTH1_20680.1
OG0005445	SGUI1_81100.4, SGUI1_81100.2, SGUI1_81100.3, SGUI1_81100.1	SMTH1_89600.2, SMTH1_89600.1
OG0005446	SGUI1_45140.1, SGUI1_45140.2, SGUI1_45140.3	SMTH1_50320.1
OG0005447	SGUI1_65250.1	SMTH1_72080.1
OG0005448	SGUI1_35030.1	SMTH1_39230.1
OG0005450	SGUI1_60520.1	SMTH1_66830.1, SMTH1_66830.2
OG0005451	SGUI1_82890.1	SMTH1_91490.1, SMTH1_91490.2, SMTH1_91490.3, SMTH1_91490.4
OG0005452	SGUI1_90330.1	SMTH1_99850.1
OG0005453	SGUI1_61930.1	SMTH1_68410.3, SMTH1_68410.2, SMTH1_68410.1, SMTH1_68410.4
OG0005454	SGUI1_52040.2	SMTH1_57850.2
OG0005454	SGUI1_52040.1	SMTH1_57850.1
OG0005455	SGUI1_50340.1	SMTH1_56170.1
OG0005456	SGUI1_77230.1	SMTH1_85380.1, SMTH1_85380.2
OG0005457	SGUI1_46780.1	SMTH1_52240.1, SMTH1_52240.2
OG0005458	SGUI1_6280.1	SMTH1_7570.1
OG0005458	SGUI1_6190.1	SMTH1_7510.1
OG0005460	SGUI1_70900.1	SMTH1_78320.1, SMTH1_78300.1
OG0005461	SGUI1_26390.1	SMTH1_29420.1
OG0005462	SGUI1_86350.1, SGUI1_86350.2	SMTH1_95280.1, SMTH1_95280.2
OG0005463	SGUI1_20260.1, SGUI1_20260.2	SMTH1_22610.1
OG0005464	SGUI1_51280.1	SMTH1_57090.1, SMTH1_57090.2
OG0005465	SGUI1_90910.1	SMTH1_100440.1, SMTH1_100440.2
OG0005466	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3	SMTH1_77910.1
OG0005467	SGUI1_64160.1	SMTH1_70930.1, SMTH1_70930.2
OG0005468	SGUI1_20470.1	SMTH1_22290.1, SMTH1_22290.2, SMTH1_22290.3
OG0005469	SGUI1_68140.1	SMTH1_75210.1
OG0005470	SGUI1_84270.1	SMTH1_92970.1, SMTH1_92970.2
OG0005471	SGUI1_18210.1	SMTH1_20540.1, SMTH1_20550.1
OG0005472	SGUI1_73570.1	SMTH1_81540.1
OG0005473	SGUI1_820.1, SGUI1_820.2, SGUI1_820.3	SMTH1_970.1, SMTH1_970.2
OG0005474	SGUI1_40370.1	SMTH1_45050.1, SMTH1_45050.2
OG0005475	SGUI1_84310.1	SMTH1_93010.1
OG0005476	SGUI1_39780.1, SGUI1_39780.2	SMTH1_44320.1, SMTH1_44320.2
OG0005477	SGUI1_40460.1	SMTH1_45120.1
OG0005478	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3	SMTH1_64510.1
OG0005479	SGUI1_76140.1	SMTH1_84150.1
OG0005480	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1	SMTH1_81730.1
OG0005481	SGUI1_17260.1	SMTH1_19550.2, SMTH1_19550.1
OG0005482	SGUI1_41720.1	SMTH1_46550.1, SMTH1_46550.2
OG0005483	SGUI1_40040.1	SMTH1_44670.1, SMTH1_44670.2
OG0005484	SGUI1_21720.2, SGUI1_21720.1	SMTH1_24500.1
OG0005485	SGUI1_51160.1	SMTH1_57000.1
OG0005486	SGUI1_70100.1	SMTH1_77370.1
OG0005487	SGUI1_22890.1	SMTH1_25940.1
OG0005488	SGUI1_92190.1	SMTH1_101900.1
OG0005489	SGUI1_4640.1	SMTH1_5610.1
OG0005490	SGUI1_33580.1	SMTH1_37570.1
OG0005491	SGUI1_91970.1	SMTH1_101650.1
OG0005492	SGUI1_92680.1	SMTH1_102530.1
OG0005493	SGUI1_52760.1	SMTH1_58660.1
OG0005494	SGUI1_5010.1, SGUI1_5010.2	SMTH1_6130.1
OG0005495	SGUI1_79800.1	SMTH1_88220.1
OG0005496	SGUI1_94030.1	SMTH1_103990.1
OG0005497	SGUI1_23720.1	SMTH1_26660.1
OG0005498	SGUI1_77590.1	SMTH1_85840.1
OG0005499	SGUI1_88590.1	SMTH1_97870.1
OG0005500	SGUI1_20800.1	SMTH1_21970.1
OG0005501	SGUI1_90440.1	SMTH1_99950.1
OG0005502	SGUI1_96620.1	SMTH1_106640.1
OG0005503	SGUI1_39090.2, SGUI1_39090.1	SMTH1_43620.1
OG0005504	SGUI1_83420.1	SMTH1_92040.1
OG0005505	SGUI1_78700.1	SMTH1_86980.1
OG0005506	SGUI1_89720.1	SMTH1_99100.1
OG0005507	SGUI1_87920.1	SMTH1_97090.2
OG0005507	SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5	SMTH1_97090.1
OG0005508	SGUI1_1520.1	SMTH1_1900.1
OG0005509	SGUI1_94310.1	SMTH1_104300.1
OG0005511	SGUI1_78390.1	SMTH1_86670.1
OG0005512	SGUI1_6440.1	SMTH1_7750.1
OG0005513	SGUI1_90070.1	SMTH1_99480.1
OG0005515	SGUI1_57280.1	SMTH1_63290.1
OG0005516	SGUI1_17170.1	SMTH1_19450.1
OG0005517	SGUI1_63450.1	SMTH1_70130.1
OG0005518	SGUI1_25750.1	SMTH1_28820.1
OG0005519	SGUI1_35150.1	SMTH1_39120.1, SMTH1_39120.2
OG0005520	SGUI1_61730.1, SGUI1_61730.2	SMTH1_68190.1
OG0005521	SGUI1_79300.1	SMTH1_87700.1
OG0005523	SGUI1_84120.1	SMTH1_92790.1
OG0005524	SGUI1_1770.1	SMTH1_2160.1
OG0005525	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4	SMTH1_65010.1
OG0005526	SGUI1_38170.1, SGUI1_38170.2	SMTH1_42420.1
OG0005529	SGUI1_45040.1, SGUI1_9950.1, SGUI1_85270.1, SGUI1_91620.1, SGUI1_63630.1	SMTH1_104640.1
OG0005530	SGUI1_11420.1	SMTH1_13810.1
OG0005532	SGUI1_14240.1	SMTH1_16200.2, SMTH1_16200.3, SMTH1_16200.1
OG0005533	SGUI1_1760.1	SMTH1_2170.1
OG0005536	SGUI1_36220.2, SGUI1_36220.1	SMTH1_40230.1, SMTH1_40230.2
OG0005537	SGUI1_41070.1	SMTH1_45800.1
OG0005538	SGUI1_48850.1	SMTH1_54550.1
OG0005540	SGUI1_60140.1	SMTH1_66340.1
OG0005544	SGUI1_22960.1, SGUI1_22960.2	SMTH1_26010.1
OG0005546	SGUI1_9480.1	SMTH1_11550.1
OG0005547	SGUI1_38160.1	SMTH1_42410.1
OG0005548	SGUI1_85660.1	SMTH1_94610.1
OG0005549	SGUI1_50620.1	SMTH1_56380.1, SMTH1_56380.3, SMTH1_56380.2
OG0005550	SGUI1_53270.3, SGUI1_53270.1, SGUI1_53270.2	SMTH1_59210.1, SMTH1_59210.2
OG0005551	SGUI1_71660.1	SMTH1_79370.1
OG0005553	SGUI1_44780.1	SMTH1_49840.1
OG0005554	SGUI1_16240.1	SMTH1_18450.1
OG0005555	SGUI1_21420.1	SMTH1_24110.6, SMTH1_24110.1, SMTH1_24110.4, SMTH1_24110.5, SMTH1_24110.3, SMTH1_24110.2
OG0005556	SGUI1_57440.1, SGUI1_57450.1, SGUI1_57240.1, SGUI1_57250.1, SGUI1_57260.1	SMTH1_63210.1
OG0005557	SGUI1_50740.1	SMTH1_56550.1
OG0005558	SGUI1_85410.1	SMTH1_94290.1
OG0005558	SGUI1_85420.1	SMTH1_94310.1
OG0005560	SGUI1_90710.1, SGUI1_90710.2, SGUI1_90710.3, SGUI1_90720.1	SMTH1_100260.1, SMTH1_100260.2, SMTH1_100260.3
OG0005566	SGUI1_76310.1	SMTH1_84380.2, SMTH1_84380.1
OG0005567	SGUI1_12760.1	SMTH1_15030.1
OG0005568	SGUI1_77300.1	SMTH1_85450.1, SMTH1_85450.2
OG0005569	SGUI1_96020.1	SMTH1_106170.1
OG0005570	SGUI1_32340.1	SMTH1_36170.1
OG0005571	SGUI1_46740.1	SMTH1_52200.1
OG0005572	SGUI1_67590.1	SMTH1_74630.1
OG0005573	SGUI1_8980.1	SMTH1_10990.1
OG0005574	SGUI1_86760.1	SMTH1_95780.1
OG0005575	SGUI1_68180.1	SMTH1_75310.1
OG0005576	SGUI1_68160.1	SMTH1_75250.1
OG0005577	SGUI1_86360.1	SMTH1_95300.1
OG0005578	SGUI1_49370.1	SMTH1_55140.1
OG0005580	SGUI1_51310.1, SGUI1_51310.2	SMTH1_57130.1, SMTH1_57130.2
OG0005581	SGUI1_29660.1	SMTH1_33180.1
OG0005582	SGUI1_32930.1	SMTH1_36880.1
OG0005583	SGUI1_86650.1	SMTH1_95650.1
OG0005584	SGUI1_94520.1	SMTH1_104540.1
OG0005585	SGUI1_95590.1	SMTH1_105710.1, SMTH1_105710.2
OG0005586	SGUI1_95580.1	SMTH1_105700.1
OG0005587	SGUI1_78460.1	SMTH1_86750.1
OG0005589	SGUI1_59660.1	SMTH1_65770.1
OG0005590	SGUI1_17300.1	SMTH1_19600.1
OG0005591	SGUI1_65740.1	SMTH1_72660.1
OG0005592	SGUI1_52940.1, SGUI1_52940.2	SMTH1_58840.1
OG0005593	SGUI1_71930.1	SMTH1_79680.1, SMTH1_79660.1
OG0005594	SGUI1_69940.1, SGUI1_69940.2	SMTH1_77170.1
OG0005596	SGUI1_66850.1	SMTH1_73920.1
OG0005597	SGUI1_84140.1	SMTH1_92820.1
OG0005598	SGUI1_76990.2	SMTH1_85180.2
OG0005598	SGUI1_76990.1	SMTH1_85180.1
OG0005599	SGUI1_54920.1	SMTH1_60880.1
OG0005600	SGUI1_19080.1, SGUI1_19080.2	SMTH1_21500.1
OG0005601	SGUI1_22520.1, SGUI1_22520.2	SMTH1_25380.1, SMTH1_25370.1, SMTH1_25360.1, SMTH1_25390.1
OG0005602	SGUI1_22400.1	SMTH1_25230.1
OG0005603	SGUI1_64880.1	SMTH1_71670.1
OG0005604	SGUI1_29740.1	SMTH1_33250.1
OG0005605	SGUI1_36080.1	SMTH1_40080.1
OG0005606	SGUI1_80220.1	SMTH1_88720.1
OG0005607	SGUI1_89950.1	SMTH1_99360.1
OG0005608	SGUI1_66780.1	SMTH1_73820.1
OG0005609	SGUI1_61680.1, SGUI1_61680.2	SMTH1_68110.1
OG0005610	SGUI1_2220.1	SMTH1_2620.1
OG0005611	SGUI1_91720.1	SMTH1_101350.1, SMTH1_101350.2
OG0005612	SGUI1_94050.1	SMTH1_104010.1
OG0005613	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1	SMTH1_60250.1
OG0005614	SGUI1_28170.1	SMTH1_31560.1
OG0005615	SGUI1_28860.1	SMTH1_32380.1
OG0005616	SGUI1_28850.1	SMTH1_32370.1, SMTH1_32370.2
OG0005617	SGUI1_38770.1	SMTH1_43150.1
OG0005618	SGUI1_49980.1	SMTH1_55840.1
OG0005619	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2	SMTH1_56190.1
OG0005620	SGUI1_89590.1	SMTH1_98920.1
OG0005621	SGUI1_87810.1	SMTH1_96970.1
OG0005622	SGUI1_470.1	SMTH1_480.1
OG0005623	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2	SMTH1_83580.1
OG0005624	SGUI1_10530.1	SMTH1_12720.1
OG0005625	SGUI1_10540.1, SGUI1_10540.2	SMTH1_12730.2, SMTH1_12730.1
OG0005626	SGUI1_43790.1	SMTH1_48790.1
OG0005627	SGUI1_22740.1	SMTH1_25720.1
OG0005628	SGUI1_39140.1	SMTH1_43660.1
OG0005629	SGUI1_31700.1	SMTH1_35450.1
OG0005630	SGUI1_85360.1	SMTH1_94210.1
OG0005631	SGUI1_55300.1	SMTH1_61260.1, SMTH1_61270.1
OG0005632	SGUI1_95560.1	SMTH1_105680.1
OG0005633	SGUI1_9850.1	SMTH1_11970.1, SMTH1_11970.2
OG0005634	SGUI1_22430.1	SMTH1_25260.1
OG0005635	SGUI1_3000.1	SMTH1_3620.1
OG0005636	SGUI1_38530.1	SMTH1_42830.1
OG0005637	SGUI1_80610.1	SMTH1_89120.1
OG0005638	SGUI1_77620.1	SMTH1_85870.1
OG0005639	SGUI1_73490.1	SMTH1_81460.1
OG0005640	SGUI1_27340.1	SMTH1_30580.1, SMTH1_30580.2, SMTH1_30580.3
OG0005641	SGUI1_73750.1	SMTH1_81710.1
OG0005642	SGUI1_96510.1	SMTH1_106780.1
OG0005643	SGUI1_29430.1	SMTH1_32930.1
OG0005644	SGUI1_76920.1	SMTH1_85100.1, SMTH1_85100.2
OG0005645	SGUI1_59250.1	SMTH1_65410.1
OG0005646	SGUI1_41050.1	SMTH1_45790.1
OG0005647	SGUI1_56080.1	SMTH1_62030.2, SMTH1_62030.3, SMTH1_62030.4, SMTH1_62030.5, SMTH1_62030.1
OG0005648	SGUI1_40110.1, SGUI1_40110.2	SMTH1_44780.1
OG0005649	SGUI1_50580.1	SMTH1_56340.1, SMTH1_56340.2
OG0005650	SGUI1_65140.1	SMTH1_71950.1, SMTH1_71950.2
OG0005651	SGUI1_66520.1	SMTH1_73500.1
OG0005652	SGUI1_48050.1	SMTH1_53660.1
OG0005652	SGUI1_48050.1	SMTH1_53660.2
OG0005653	SGUI1_94180.1	SMTH1_104150.1, SMTH1_104150.2, SMTH1_104150.3
OG0005654	SGUI1_72990.1, SGUI1_72990.2	SMTH1_80920.1
OG0005655	SGUI1_27030.1, SGUI1_27030.2	SMTH1_30180.1
OG0005656	SGUI1_88330.1	SMTH1_97580.1
OG0005657	SGUI1_11300.1	SMTH1_13670.1
OG0005658	SGUI1_91420.1	SMTH1_101060.1
OG0005659	SGUI1_16560.1	SMTH1_18740.1
OG0005660	SGUI1_72220.1	SMTH1_80020.1, SMTH1_80010.1
OG0005661	SGUI1_6540.1	SMTH1_7880.1
OG0005662	SGUI1_43290.5, SGUI1_43290.2, SGUI1_43290.1, SGUI1_43290.4, SGUI1_43290.3	SMTH1_48260.1, SMTH1_48260.2
OG0005664	SGUI1_24990.1	SMTH1_28020.1
OG0005665	SGUI1_48210.1	SMTH1_53870.1
OG0005666	SGUI1_90480.1	SMTH1_99990.1
OG0005667	SGUI1_42160.1	SMTH1_46940.1
OG0005669	SGUI1_56230.1, SGUI1_56230.2, SGUI1_56230.3	SMTH1_62160.1
OG0005670	SGUI1_84850.1	SMTH1_93590.1
OG0005671	SGUI1_11270.1, SGUI1_11270.2	SMTH1_13620.1
OG0005672	SGUI1_47300.1	SMTH1_52850.1
OG0005673	SGUI1_47380.1	SMTH1_52900.1
OG0005674	SGUI1_25880.1	SMTH1_28950.1, SMTH1_28940.1
OG0005675	SGUI1_40670.1	SMTH1_45430.1
OG0005676	SGUI1_52590.1	SMTH1_58430.1
OG0005677	SGUI1_5590.1	SMTH1_6780.1
OG0005678	SGUI1_60150.1	SMTH1_66350.1
OG0005679	SGUI1_88930.1	SMTH1_98210.1
OG0005681	SGUI1_69380.1	SMTH1_76670.1
OG0005682	SGUI1_31410.1	SMTH1_35150.1
OG0005683	SGUI1_35700.1	SMTH1_39710.1
OG0005685	SGUI1_13550.1, SGUI1_13470.1	SMTH1_102740.1, SMTH1_102740.2, SMTH1_102740.3, SMTH1_102740.4, SMTH1_15530.1
OG0005686	SGUI1_90540.1	SMTH1_100080.1
OG0005687	SGUI1_66290.1	SMTH1_73220.1, SMTH1_73220.2
OG0005688	SGUI1_600.1	SMTH1_660.1
OG0005689	SGUI1_71120.1	SMTH1_78600.1, SMTH1_78620.1
OG0005690	SGUI1_52800.1, SGUI1_52800.2	SMTH1_58710.1
OG0005691	SGUI1_94290.1	SMTH1_104270.1
OG0005692	SGUI1_47210.1	SMTH1_52720.1, SMTH1_52710.1
OG0005693	SGUI1_1250.1	SMTH1_1460.1
OG0005694	SGUI1_49260.1, SGUI1_49260.2	SMTH1_55010.1, SMTH1_55010.2
OG0005695	SGUI1_49400.1	SMTH1_55180.1
OG0005696	SGUI1_41360.1	SMTH1_46090.1, SMTH1_46080.1, SMTH1_46070.1
OG0005697	SGUI1_18030.1	SMTH1_20330.1
OG0005698	SGUI1_70110.2, SGUI1_70110.1, SGUI1_70110.3, SGUI1_70110.4	SMTH1_77380.1
OG0005699	SGUI1_19880.1	SMTH1_23070.1
OG0005700	SGUI1_71900.1	SMTH1_79630.1
OG0005701	SGUI1_57940.1	SMTH1_63840.1
OG0005702	SGUI1_65550.1	SMTH1_72450.1, SMTH1_72450.2
OG0005703	SGUI1_34310.1	SMTH1_38290.1, SMTH1_38300.1
OG0005704	SGUI1_40800.1	SMTH1_45540.1
OG0005705	SGUI1_54140.1	SMTH1_60080.1
OG0005706	SGUI1_56320.1	SMTH1_62250.1
OG0005707	SGUI1_65620.1	SMTH1_72530.1
OG0005708	SGUI1_20600.1	SMTH1_22190.1
OG0005709	SGUI1_27370.1	SMTH1_30630.1
OG0005710	SGUI1_34590.1	SMTH1_38580.1
