Orthogroup	schistosoma_guineensis	fasciola_gigantica
OG0004865	SGUI1_23670.1	FGIG_08780
OG0004866	SGUI1_66170.1	FGIG_08804
OG0004867	SGUI1_60110.1, SGUI1_60110.2	FGIG_08856
OG0004868	SGUI1_5660.1	FGIG_08901
OG0004869	SGUI1_16860.1	FGIG_09936, FGIG_08918
OG0004870	SGUI1_82190.1	FGIG_08931
OG0004872	SGUI1_19360.1	FGIG_09006
OG0004873	SGUI1_41680.1	FGIG_09078
OG0004874	SGUI1_3160.3, SGUI1_3160.4, SGUI1_3160.1, SGUI1_3160.2	FGIG_09101
OG0004875	SGUI1_2950.1, SGUI1_2950.2	FGIG_09107
OG0004876	SGUI1_55370.1	FGIG_09111, FGIG_11252
OG0004877	SGUI1_81260.1	FGIG_09173
OG0004878	SGUI1_70180.1	FGIG_09226
OG0004879	SGUI1_60450.1	FGIG_09282
OG0004880	SGUI1_16280.1	FGIG_09348, FGIG_09349
OG0004881	SGUI1_13340.1	FGIG_09379
OG0004882	SGUI1_2300.1, SGUI1_2330.1	FGIG_09380
OG0004883	SGUI1_8760.1	FGIG_09433, FGIG_09432
OG0004884	SGUI1_82960.1	FGIG_09455
OG0004885	SGUI1_860.1	FGIG_09529, FGIG_12143
OG0004886	SGUI1_5730.1	FGIG_09575
OG0004887	SGUI1_52630.1	FGIG_09590
OG0004888	SGUI1_82200.1	FGIG_09642
OG0004889	SGUI1_57000.1	FGIG_09857
OG0004890	SGUI1_89330.1	FGIG_09864
OG0004892	SGUI1_73100.1	FGIG_09886
OG0004893	SGUI1_19030.1	FGIG_09891
OG0004894	SGUI1_56970.1	FGIG_09926
OG0004895	SGUI1_92660.1	FGIG_09961
OG0004896	SGUI1_38600.1, SGUI1_38600.2	FGIG_10261, FGIG_11059
OG0004897	SGUI1_9660.1	FGIG_10338, FGIG_11970
OG0004898	SGUI1_46860.1	FGIG_10408
OG0004899	SGUI1_47770.1	FGIG_10427
OG0004900	SGUI1_26970.1, SGUI1_26970.2, SGUI1_26970.3	FGIG_10484
OG0004901	SGUI1_47570.24, SGUI1_47690.1	FGIG_10514
OG0004902	SGUI1_36940.1, SGUI1_36930.1	FGIG_10522
OG0004903	SGUI1_63680.1	FGIG_11893, FGIG_10538
OG0004904	SGUI1_65020.1	FGIG_10551
OG0004905	SGUI1_13200.1	FGIG_10578
OG0004906	SGUI1_11990.1	FGIG_10632
OG0004907	SGUI1_59740.1, SGUI1_59740.2	FGIG_10728
OG0004908	SGUI1_29110.2, SGUI1_29110.3, SGUI1_29110.1, SGUI1_29110.4	FGIG_10777
OG0004909	SGUI1_11590.1	FGIG_10784
OG0004910	SGUI1_19860.1	FGIG_10824
OG0004911	SGUI1_800.1	FGIG_10882
OG0004912	SGUI1_90100.1, SGUI1_90100.2	FGIG_10939
OG0004913	SGUI1_57960.1	FGIG_11053
OG0004914	SGUI1_61340.1	FGIG_11112
OG0004915	SGUI1_21210.1, SGUI1_21210.2, SGUI1_21210.3	FGIG_11151
OG0004916	SGUI1_16610.1, SGUI1_16610.3, SGUI1_16610.2	FGIG_11178
OG0004917	SGUI1_35390.1	FGIG_11187
OG0004918	SGUI1_86590.3, SGUI1_86590.1, SGUI1_86590.2	FGIG_11223
OG0004919	SGUI1_52700.1	FGIG_11231
OG0004920	SGUI1_83250.1, SGUI1_83250.2	FGIG_11241
OG0004921	SGUI1_52230.1	FGIG_11301
OG0004922	SGUI1_77720.1	FGIG_11443
OG0004923	SGUI1_2120.1	FGIG_11478
OG0004924	SGUI1_24840.1	FGIG_12254, FGIG_11523
OG0004925	SGUI1_56340.2, SGUI1_56340.1	FGIG_11559
OG0004926	SGUI1_71750.1	FGIG_12155
OG0004927	SGUI1_90820.1, SGUI1_90820.2	FGIG_12242
OG0004928	SGUI1_66650.1	FGIG_12265
OG0004929	SGUI1_54560.1	FGIG_12306
OG0004930	SGUI1_80040.1	FGIG_12328
OG0004931	SGUI1_42500.1	FGIG_12528
OG0004932	SGUI1_21990.1	FGIG_12653
OG0004971	SGUI1_37500.1	FGIG_00010
OG0004972	SGUI1_6680.1	FGIG_00057
OG0004973	SGUI1_93650.1	FGIG_00086
OG0004974	SGUI1_48940.1	FGIG_00110
OG0004975	SGUI1_72200.1	FGIG_00125
OG0004976	SGUI1_96470.1	FGIG_00199
OG0004977	SGUI1_60720.1	FGIG_00265, FGIG_00264
OG0004978	SGUI1_57840.1, SGUI1_57850.1	FGIG_00367
OG0004979	SGUI1_55510.1	FGIG_07059, FGIG_00438
OG0004980	SGUI1_30070.1	FGIG_00456, FGIG_10151
OG0004981	SGUI1_62070.1	FGIG_09766, FGIG_00470
OG0004982	SGUI1_86000.1	FGIG_00482
OG0004983	SGUI1_83460.1	FGIG_00493
OG0004984	SGUI1_31210.1	FGIG_00560
OG0004985	SGUI1_76790.1	FGIG_00565
OG0004986	SGUI1_29960.1	FGIG_00597
OG0004987	SGUI1_45250.1	FGIG_00606
OG0004988	SGUI1_4100.1	FGIG_00610
OG0004989	SGUI1_70230.1	FGIG_00659
OG0004990	SGUI1_18720.1, SGUI1_18720.2	FGIG_00696, FGIG_00697
OG0004991	SGUI1_4830.1, SGUI1_4830.2	FGIG_00720, FGIG_00719
OG0004992	SGUI1_84510.1	FGIG_00802
OG0004993	SGUI1_44080.1	FGIG_00852
OG0004994	SGUI1_47880.1, SGUI1_47880.2	FGIG_00901
OG0004995	SGUI1_40140.1, SGUI1_40140.2, SGUI1_40140.3, SGUI1_40140.4	FGIG_00955
OG0004996	SGUI1_65760.1	FGIG_00971
OG0004997	SGUI1_82580.1	FGIG_00997
OG0004998	SGUI1_4550.1	FGIG_01011
OG0004999	SGUI1_90790.1	FGIG_01012
OG0005000	SGUI1_56180.1	FGIG_01027
OG0005001	SGUI1_84150.1	FGIG_01147
OG0005002	SGUI1_4040.1	FGIG_01221
OG0005003	SGUI1_26160.1, SGUI1_26160.2	FGIG_01247
OG0005004	SGUI1_61950.1, SGUI1_61960.1, SGUI1_61970.1	FGIG_01278
OG0005005	SGUI1_38290.1	FGIG_01287
OG0005006	SGUI1_62770.1	FGIG_01329
OG0005007	SGUI1_39750.1, SGUI1_39740.1	FGIG_10606, FGIG_01335, FGIG_04855
OG0005008	SGUI1_88520.1	FGIG_01339
OG0005009	SGUI1_34160.1	FGIG_01343, FGIG_01342
OG0005010	SGUI1_28890.1	FGIG_01435
OG0005011	SGUI1_28030.1	FGIG_01488
OG0005012	SGUI1_24170.1	FGIG_01539
OG0005013	SGUI1_36790.1	FGIG_08334
OG0005014	SGUI1_82640.2, SGUI1_82640.3, SGUI1_82640.4, SGUI1_82640.1	FGIG_01650
OG0005015	SGUI1_36230.1	FGIG_01688
OG0005016	SGUI1_58790.1, SGUI1_58790.2	FGIG_01702
OG0005017	SGUI1_95060.1, SGUI1_95060.2	FGIG_01713
OG0005018	SGUI1_24500.1	FGIG_01767
OG0005019	SGUI1_86670.1	FGIG_01787, FGIG_10767
OG0005020	SGUI1_44980.1	FGIG_01795, FGIG_01796
OG0005021	SGUI1_48970.1	FGIG_01824
OG0005022	SGUI1_24700.1	FGIG_01913
OG0005023	SGUI1_86530.1	FGIG_01923
OG0005024	SGUI1_14520.1	FGIG_01946, FGIG_02990, FGIG_12030
OG0005025	SGUI1_12250.1, SGUI1_12250.2	FGIG_02004
OG0005026	SGUI1_63810.1	FGIG_10874, FGIG_02039
OG0005027	SGUI1_31260.1	FGIG_02091
OG0005028	SGUI1_89400.1, SGUI1_89400.2, SGUI1_89400.3, SGUI1_89400.4	FGIG_02110
OG0005029	SGUI1_85970.1	FGIG_02116
OG0005030	SGUI1_24010.1	FGIG_02120
OG0005031	SGUI1_28120.1	FGIG_02138
OG0005032	SGUI1_23950.1	FGIG_02178, FGIG_02179
OG0005033	SGUI1_18400.1, SGUI1_18400.2	FGIG_02262
OG0005034	SGUI1_8020.1	FGIG_02384
OG0005035	SGUI1_58750.1	FGIG_02426
OG0005036	SGUI1_60960.1	FGIG_02486
OG0005037	SGUI1_33810.1	FGIG_02510
OG0005038	SGUI1_52550.1	FGIG_02598
OG0005039	SGUI1_59020.1, SGUI1_59020.2	FGIG_02601
OG0005040	SGUI1_54800.1	FGIG_02655
OG0005041	SGUI1_58130.1	FGIG_02678
OG0005042	SGUI1_32350.1	FGIG_02681
OG0005043	SGUI1_63910.1	FGIG_02728
OG0005044	SGUI1_85510.1, SGUI1_85510.2	FGIG_02745
OG0005045	SGUI1_39670.1	FGIG_02769
OG0005046	SGUI1_57020.1	FGIG_02805, FGIG_02804
OG0005047	SGUI1_96710.1	FGIG_02952
OG0005048	SGUI1_390.1	FGIG_02956
OG0005049	SGUI1_86450.1	FGIG_02961
OG0005050	SGUI1_14020.1	FGIG_02984
OG0005051	SGUI1_8510.1	FGIG_02995
OG0005052	SGUI1_90450.1	FGIG_10455, FGIG_10456, FGIG_03029
OG0005053	SGUI1_35180.1	FGIG_03064
OG0005054	SGUI1_93510.1	FGIG_03154
OG0005055	SGUI1_2020.1	FGIG_03159
OG0005056	SGUI1_28370.1	FGIG_03192
OG0005057	SGUI1_41580.1	FGIG_03239
OG0005058	SGUI1_52660.1	FGIG_03292
OG0005059	SGUI1_15490.1	FGIG_03427
OG0005060	SGUI1_32000.1, SGUI1_32000.2	FGIG_03468
OG0005061	SGUI1_92800.1	FGIG_03500
OG0005062	SGUI1_30360.1	FGIG_03541
OG0005063	SGUI1_43220.1, SGUI1_43220.2	FGIG_03542
OG0005064	SGUI1_81670.1	FGIG_03568
OG0005065	SGUI1_11280.1, SGUI1_11280.2	FGIG_03623
OG0005066	SGUI1_78170.1, SGUI1_78170.2, SGUI1_78170.3, SGUI1_78170.4	FGIG_03695
OG0005067	SGUI1_36110.1	FGIG_03699, FGIG_03700, FGIG_09210
OG0005068	SGUI1_71550.1	FGIG_03721
OG0005069	SGUI1_29550.1	FGIG_11212, FGIG_03750
OG0005070	SGUI1_7590.1	FGIG_03752, FGIG_11887
OG0005071	SGUI1_24710.1, SGUI1_24710.2	FGIG_03837, FGIG_12679
OG0005072	SGUI1_29850.1	FGIG_03859
OG0005073	SGUI1_3130.1	FGIG_03863, FGIG_03864
OG0005074	SGUI1_8140.1	FGIG_03866
OG0005075	SGUI1_50370.1	FGIG_03889
OG0005075	SGUI1_95550.1	FGIG_10795
OG0005076	SGUI1_33180.1	FGIG_03941
OG0005077	SGUI1_55780.1	FGIG_04083
OG0005078	SGUI1_71440.1	FGIG_04114
OG0005079	SGUI1_37360.2, SGUI1_37360.3, SGUI1_37360.1	FGIG_04323
OG0005080	SGUI1_7690.1, SGUI1_7700.1, SGUI1_7690.2	FGIG_04360
OG0005081	SGUI1_7730.1, SGUI1_7730.2, SGUI1_7730.3, SGUI1_7730.4	FGIG_04377
OG0005082	SGUI1_33490.1	FGIG_04432
OG0005083	SGUI1_42870.1	FGIG_04470
OG0005084	SGUI1_95620.3, SGUI1_95620.1, SGUI1_95620.2	FGIG_04475
OG0005085	SGUI1_11320.1	FGIG_04508
OG0005086	SGUI1_69110.1	FGIG_04525
OG0005087	SGUI1_74240.1, SGUI1_74240.2	FGIG_04543
OG0005088	SGUI1_6750.1	FGIG_04592, FGIG_12099
OG0005089	SGUI1_75500.1	FGIG_04622
OG0005090	SGUI1_65330.1	FGIG_04738
OG0005091	SGUI1_12030.1	FGIG_04748
OG0005092	SGUI1_24790.1	FGIG_05102
OG0005093	SGUI1_38070.1	FGIG_05165
OG0005094	SGUI1_76390.1	FGIG_05192
OG0005095	SGUI1_3930.1	FGIG_05218
OG0005097	SGUI1_94860.1	FGIG_05394
OG0005098	SGUI1_55690.1	FGIG_05407
OG0005099	SGUI1_91610.1	FGIG_05418
OG0005100	SGUI1_92520.1, SGUI1_92520.2	FGIG_05436
OG0005101	SGUI1_51510.1	FGIG_05442
OG0005102	SGUI1_61120.2, SGUI1_61120.1	FGIG_06608, FGIG_05461
OG0005103	SGUI1_75170.2, SGUI1_75170.1	FGIG_05481
OG0005104	SGUI1_46230.1, SGUI1_46230.2	FGIG_05527
OG0005105	SGUI1_76510.1, SGUI1_76510.2	FGIG_05571
OG0005106	SGUI1_52390.1	FGIG_05650, FGIG_05651
OG0005107	SGUI1_30770.1	FGIG_05723
OG0005108	SGUI1_85290.1	FGIG_05736
OG0005109	SGUI1_83290.1	FGIG_05847
OG0005110	SGUI1_18990.1, SGUI1_18990.2	FGIG_05855
OG0005111	SGUI1_54020.1, SGUI1_54020.2	FGIG_05923
OG0005112	SGUI1_96920.1, SGUI1_1130.1	FGIG_11999, FGIG_06100, FGIG_06099
OG0005113	SGUI1_71630.1	FGIG_06133
OG0005114	SGUI1_8050.1	FGIG_06137
OG0005115	SGUI1_61500.1	FGIG_06183
OG0005116	SGUI1_43520.1	FGIG_06240
OG0005117	SGUI1_780.1	FGIG_06254
OG0005118	SGUI1_91930.1	FGIG_06291
OG0005119	SGUI1_68310.1, SGUI1_68300.1	FGIG_06391
OG0005120	SGUI1_85300.1	FGIG_06405
OG0005121	SGUI1_72930.1	FGIG_06552
OG0005122	SGUI1_92570.1, SGUI1_92540.1	FGIG_06599
OG0005123	SGUI1_68750.1	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632
OG0005124	SGUI1_1270.1, SGUI1_1270.2	FGIG_06642
OG0005125	SGUI1_1740.1	FGIG_06673
OG0005126	SGUI1_59620.1	FGIG_06690
OG0005127	SGUI1_33100.1	FGIG_06723
OG0005128	SGUI1_58610.1, SGUI1_58610.2	FGIG_06807
OG0005130	SGUI1_21570.1	FGIG_06871
OG0005131	SGUI1_48110.1	FGIG_06939
OG0005132	SGUI1_16630.1, SGUI1_16630.2	FGIG_07027
OG0005133	SGUI1_55100.1	FGIG_07058
OG0005134	SGUI1_51030.1	FGIG_07168
OG0005135	SGUI1_43090.1, SGUI1_43090.2	FGIG_07186
OG0005136	SGUI1_77380.1	FGIG_07193
OG0005137	SGUI1_81080.1	FGIG_07201
OG0005138	SGUI1_17320.1	FGIG_07240
OG0005139	SGUI1_32380.1, SGUI1_32380.3, SGUI1_32380.5, SGUI1_32380.4, SGUI1_32380.2	FGIG_07267, FGIG_07268
OG0005140	SGUI1_25180.1	FGIG_07312
OG0005141	SGUI1_95180.1	FGIG_07354
OG0005142	SGUI1_49240.1	FGIG_07469
OG0005143	SGUI1_33450.1, SGUI1_33450.2, SGUI1_33450.3	FGIG_07474
OG0005144	SGUI1_74370.2, SGUI1_74370.1	FGIG_12277, FGIG_07548
OG0005145	SGUI1_4490.1	FGIG_07554
OG0005147	SGUI1_51070.1	FGIG_07621, FGIG_07620
OG0005148	SGUI1_54380.1	FGIG_07670
OG0005149	SGUI1_9030.1	FGIG_07691
OG0005150	SGUI1_31900.1	FGIG_07731
OG0005151	SGUI1_81330.1	FGIG_07758
OG0005152	SGUI1_7380.1	FGIG_07776, FGIG_07775
OG0005153	SGUI1_88860.1	FGIG_07817
OG0005154	SGUI1_56130.1, SGUI1_56130.2	FGIG_11435, FGIG_07847
OG0005155	SGUI1_5610.1	FGIG_07891
OG0005156	SGUI1_72290.1	FGIG_07911
OG0005157	SGUI1_200.1, SGUI1_200.2	FGIG_08585, FGIG_07936
OG0005158	SGUI1_87000.1, SGUI1_87000.2	FGIG_08022
OG0005159	SGUI1_43480.1, SGUI1_43480.2	FGIG_11578, FGIG_08074
OG0005160	SGUI1_42290.1, SGUI1_42280.1	FGIG_08166
OG0005161	SGUI1_29440.1	FGIG_08168, FGIG_12697
OG0005162	SGUI1_6330.1, SGUI1_6330.2	FGIG_08268
OG0005163	SGUI1_78280.1, SGUI1_78280.2, SGUI1_78280.3	FGIG_08272
OG0005164	SGUI1_23530.1, SGUI1_23170.1, SGUI1_23170.2	FGIG_09665, FGIG_08306
OG0005165	SGUI1_93630.1	FGIG_08400
OG0005166	SGUI1_48440.1	FGIG_08492
OG0005167	SGUI1_80820.1, SGUI1_80820.2	FGIG_08497
OG0005168	SGUI1_49180.1, SGUI1_49180.2	FGIG_08651
OG0005169	SGUI1_44450.1	FGIG_08744
OG0005170	SGUI1_43760.1, SGUI1_43760.2	FGIG_11368, FGIG_08783
OG0005171	SGUI1_4980.1	FGIG_08798
OG0005172	SGUI1_51860.2, SGUI1_51860.1	FGIG_08821
OG0005173	SGUI1_94140.1, SGUI1_94140.2, SGUI1_94140.3	FGIG_08857
OG0005174	SGUI1_86770.1	FGIG_08966
OG0005175	SGUI1_96190.1	FGIG_09039
OG0005176	SGUI1_43410.1	FGIG_09061
OG0005177	SGUI1_78500.1	FGIG_09108
OG0005178	SGUI1_67060.1	FGIG_09192, FGIG_09191
OG0005179	SGUI1_83810.1	FGIG_09213
OG0005180	SGUI1_19620.1, SGUI1_19620.2	FGIG_09227
OG0005181	SGUI1_82900.1, SGUI1_82900.2	FGIG_09281
OG0005182	SGUI1_45510.1	FGIG_09456
OG0005183	SGUI1_58690.1	FGIG_09467
OG0005184	SGUI1_60590.1	FGIG_09468
OG0005185	SGUI1_71910.1	FGIG_09496
OG0005186	SGUI1_64430.1	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706
OG0005187	SGUI1_1070.1	FGIG_09595
OG0005188	SGUI1_87190.1	FGIG_12216, FGIG_09597
OG0005189	SGUI1_28650.3, SGUI1_28650.1, SGUI1_28650.2	FGIG_09638
OG0005190	SGUI1_74250.1	FGIG_09742
OG0005191	SGUI1_79940.1, SGUI1_79940.2	FGIG_09753
OG0005192	SGUI1_77840.1	FGIG_09777
OG0005193	SGUI1_81210.1	FGIG_09782
OG0005194	SGUI1_78540.1	FGIG_09800
OG0005195	SGUI1_36280.1	FGIG_09810
OG0005196	SGUI1_58460.1, SGUI1_58460.2	FGIG_09826
OG0005197	SGUI1_14120.1, SGUI1_14120.2, SGUI1_14120.3, SGUI1_14120.4	FGIG_09862
OG0005198	SGUI1_46630.2, SGUI1_46630.1, SGUI1_46630.3, SGUI1_46630.4	FGIG_09872
OG0005199	SGUI1_87180.2, SGUI1_87180.1, SGUI1_87180.3	FGIG_09906
OG0005200	SGUI1_50630.1	FGIG_10030
OG0005201	SGUI1_83240.1, SGUI1_83240.2	FGIG_10036
OG0005202	SGUI1_24740.1	FGIG_10038
OG0005203	SGUI1_40570.1	FGIG_10227
OG0005204	SGUI1_15920.1, SGUI1_15920.2	FGIG_10241
OG0005205	SGUI1_3740.1	FGIG_10253
OG0005206	SGUI1_52460.1, SGUI1_52460.2	FGIG_10396
OG0005207	SGUI1_83130.1	FGIG_10400, FGIG_10399
OG0005208	SGUI1_55030.1	FGIG_10528
OG0005209	SGUI1_69720.1	FGIG_10592
OG0005210	SGUI1_17160.1	FGIG_10629
OG0005211	SGUI1_54870.1	FGIG_10634
OG0005212	SGUI1_7940.1	FGIG_10718
OG0005213	SGUI1_97180.1, SGUI1_97180.2	FGIG_10888
OG0005215	SGUI1_75360.1	FGIG_10968
OG0005216	SGUI1_2100.1	FGIG_10974
OG0005217	SGUI1_77210.1, SGUI1_77210.3, SGUI1_77210.2, SGUI1_77210.4	FGIG_11015
OG0005218	SGUI1_89040.1	FGIG_11218
OG0005219	SGUI1_8110.1	FGIG_11259
OG0005221	SGUI1_38920.1	FGIG_11501
OG0005222	SGUI1_340.1	FGIG_12378
OG0005223	SGUI1_72760.2, SGUI1_72760.1	FGIG_11994
OG0005224	SGUI1_68320.1	FGIG_12011
OG0005225	SGUI1_29030.1	FGIG_12077
OG0005226	SGUI1_24750.1	FGIG_12244
OG0005227	SGUI1_6980.1	FGIG_12279
OG0005228	SGUI1_68290.1	FGIG_12293
OG0005229	SGUI1_880.1	FGIG_12298
OG0005230	SGUI1_47800.2, SGUI1_47800.1	FGIG_12539, FGIG_12624
OG0005231	SGUI1_43940.1	FGIG_12610
OG0005283	SGUI1_88220.1, SGUI1_88210.1	FGIG_09478, FGIG_00041
OG0005284	SGUI1_75210.1	FGIG_00159
OG0005285	SGUI1_31160.1	FGIG_00202
OG0005286	SGUI1_29340.1, SGUI1_29340.2	FGIG_00208
OG0005287	SGUI1_10610.1, SGUI1_10610.2	FGIG_00252
OG0005288	SGUI1_50150.2, SGUI1_50150.1	FGIG_00294
OG0005289	SGUI1_47960.1	FGIG_00316
OG0005290	SGUI1_41970.1	FGIG_00364
OG0005291	SGUI1_41540.1	FGIG_00509
OG0005292	SGUI1_44590.1	FGIG_00618
OG0005293	SGUI1_60490.1	FGIG_00650
OG0005294	SGUI1_56720.1	FGIG_08011, FGIG_00653
OG0005295	SGUI1_57270.1	FGIG_00654
OG0005296	SGUI1_44620.1, SGUI1_44620.2	FGIG_00657
OG0005297	SGUI1_83220.1	FGIG_09310, FGIG_00702
OG0005298	SGUI1_42340.1	FGIG_00741, FGIG_04087
OG0005299	SGUI1_80160.1	FGIG_00794
OG0005300	SGUI1_89610.1	FGIG_00809
OG0005301	SGUI1_71490.1	FGIG_04188, FGIG_00814
OG0005302	SGUI1_19110.1	FGIG_00877
OG0005303	SGUI1_55740.1, SGUI1_55710.1	FGIG_00881
OG0005304	SGUI1_88960.1	FGIG_00893
OG0005305	SGUI1_36740.1	FGIG_00914
OG0005306	SGUI1_17310.1	FGIG_00952
OG0005307	SGUI1_39060.1, SGUI1_39060.2	FGIG_01010
OG0005309	SGUI1_24420.1	FGIG_01041
OG0005310	SGUI1_1100.1	FGIG_01044
OG0005311	SGUI1_85220.3, SGUI1_85220.1, SGUI1_85220.2	FGIG_01114
OG0005312	SGUI1_30700.1	FGIG_01160
OG0005313	SGUI1_23040.1	FGIG_01176
OG0005314	SGUI1_20250.1	FGIG_01220, FGIG_06193
OG0005315	SGUI1_58020.1	FGIG_01226
OG0005316	SGUI1_83150.1	FGIG_01227
OG0005317	SGUI1_60080.1	FGIG_01277
OG0005318	SGUI1_28930.1, SGUI1_28940.1, SGUI1_28940.2	FGIG_01313
OG0005319	SGUI1_62960.2, SGUI1_62960.1	FGIG_01401
OG0005321	SGUI1_72240.1	FGIG_01441, FGIG_01442
OG0005323	SGUI1_28040.1	FGIG_01486
OG0005324	SGUI1_39390.1	FGIG_01507
OG0005325	SGUI1_31140.1, SGUI1_31140.2	FGIG_01534
OG0005326	SGUI1_7140.1	FGIG_11914, FGIG_01562
OG0005327	SGUI1_18260.1, SGUI1_18260.2, SGUI1_18260.3	FGIG_01574
OG0005328	SGUI1_62570.1	FGIG_01728
OG0005329	SGUI1_15970.1	FGIG_01789
OG0005330	SGUI1_81810.1, SGUI1_81810.2	FGIG_01858, FGIG_01859
OG0005331	SGUI1_89310.1	FGIG_01887, FGIG_01886
OG0005332	SGUI1_90310.1	FGIG_01889, FGIG_01888
OG0005333	SGUI1_22100.1	FGIG_01928
OG0005334	SGUI1_14530.1	FGIG_01945
OG0005335	SGUI1_78010.1, SGUI1_78010.2	FGIG_02040
OG0005336	SGUI1_11750.1	FGIG_02077
OG0005337	SGUI1_24030.1	FGIG_02122
OG0005338	SGUI1_49090.1, SGUI1_49090.2	FGIG_02143, FGIG_02144
OG0005339	SGUI1_56730.1	FGIG_02176
OG0005340	SGUI1_91200.1	FGIG_05883, FGIG_02245, FGIG_02244
OG0005341	SGUI1_14850.1, SGUI1_14850.2	FGIG_02285
OG0005342	SGUI1_95520.1	FGIG_02303, FGIG_04157
OG0005343	SGUI1_78870.1	FGIG_02324
OG0005345	SGUI1_38520.1	FGIG_02410
OG0005346	SGUI1_9550.1	FGIG_02447
OG0005347	SGUI1_66040.1	FGIG_02475
OG0005348	SGUI1_11910.1	FGIG_02538
OG0005349	SGUI1_560.1	FGIG_04477, FGIG_11800, FGIG_11799, FGIG_02552, FGIG_04476
OG0005350	SGUI1_6080.1	FGIG_02567
OG0005351	SGUI1_52530.1	FGIG_02600
OG0005352	SGUI1_2560.1	FGIG_02621
OG0005353	SGUI1_93070.1	FGIG_02726
OG0005354	SGUI1_35020.1	FGIG_02759
OG0005355	SGUI1_39460.1	FGIG_02763
OG0005356	SGUI1_68960.1, SGUI1_68960.2	FGIG_02778
OG0005357	SGUI1_72810.1, SGUI1_72810.2	FGIG_02838
OG0005358	SGUI1_45750.1, SGUI1_45750.2	FGIG_02843
OG0005359	SGUI1_18850.1, SGUI1_18840.1	FGIG_02951
OG0005360	SGUI1_19280.1	FGIG_03097
OG0005361	SGUI1_15080.1	FGIG_03133
OG0005362	SGUI1_67580.1	FGIG_03140
OG0005363	SGUI1_1090.1, SGUI1_1090.2	FGIG_03161
OG0005364	SGUI1_49200.1	FGIG_03235
OG0005365	SGUI1_17470.1	FGIG_03246
OG0005366	SGUI1_15130.1	FGIG_03264
OG0005367	SGUI1_23190.1, SGUI1_23510.1	FGIG_03329
OG0005368	SGUI1_22250.1	FGIG_03359
OG0005369	SGUI1_34970.1	FGIG_03371
OG0005370	SGUI1_34950.1	FGIG_03372
OG0005371	SGUI1_34930.1	FGIG_03374
OG0005372	SGUI1_25280.1, SGUI1_25280.2	FGIG_03494, FGIG_05017
OG0005373	SGUI1_92780.1	FGIG_03504
OG0005375	SGUI1_51660.2, SGUI1_51660.3, SGUI1_51660.1	FGIG_03527
OG0005376	SGUI1_61750.1	FGIG_03530
OG0005377	SGUI1_29890.1, SGUI1_29880.3	FGIG_03535
OG0005378	SGUI1_44020.1	FGIG_03544
OG0005379	SGUI1_56240.1	FGIG_03575, FGIG_03574, FGIG_03572
OG0005380	SGUI1_2160.1	FGIG_03754
OG0005381	SGUI1_6970.1	FGIG_03759
OG0005382	SGUI1_95160.1	FGIG_03872
OG0005383	SGUI1_39700.1	FGIG_04022
OG0005384	SGUI1_83440.1	FGIG_04036
OG0005385	SGUI1_10260.1	FGIG_04059
OG0005386	SGUI1_32730.1	FGIG_04097
OG0005387	SGUI1_27760.1	FGIG_04143
OG0005388	SGUI1_25330.1	FGIG_04182
OG0005389	SGUI1_45820.1	FGIG_04183
OG0005390	SGUI1_96220.1	FGIG_04191
OG0005391	SGUI1_58810.1	FGIG_04349
OG0005392	SGUI1_51490.1	FGIG_04414, FGIG_10149
OG0005393	SGUI1_51470.2, SGUI1_51470.1	FGIG_04418, FGIG_04417
OG0005394	SGUI1_2400.1	FGIG_04510
OG0005395	SGUI1_72050.1	FGIG_04521
OG0005396	SGUI1_12640.1, SGUI1_12670.1	FGIG_04523
OG0005397	SGUI1_44350.1, SGUI1_44350.2	FGIG_04561
OG0005398	SGUI1_26020.1	FGIG_11540, FGIG_04623
OG0005399	SGUI1_11150.1	FGIG_04624
OG0005400	SGUI1_10410.1	FGIG_04626
OG0005401	SGUI1_55520.3, SGUI1_55520.1, SGUI1_55520.2, SGUI1_55520.4	FGIG_04669
OG0005402	SGUI1_57300.1	FGIG_04840
OG0005403	SGUI1_39770.1	FGIG_08979, FGIG_04856
OG0005404	SGUI1_17190.1	FGIG_04903, FGIG_04900
OG0005405	SGUI1_90560.1, SGUI1_90560.2	FGIG_04924
OG0005406	SGUI1_68010.1	FGIG_04925
OG0005407	SGUI1_52070.1, SGUI1_52070.2	FGIG_04935
OG0005408	SGUI1_90920.1	FGIG_04962
OG0005409	SGUI1_31310.1	FGIG_04968
OG0005410	SGUI1_8080.1	FGIG_04986
OG0005411	SGUI1_92370.1	FGIG_05094, FGIG_09114
OG0005412	SGUI1_62560.1	FGIG_05127
OG0005413	SGUI1_78900.1	FGIG_05130
OG0005414	SGUI1_70790.1	FGIG_05204
OG0005415	SGUI1_29760.1, SGUI1_29760.2	FGIG_05205
OG0005416	SGUI1_24460.1, SGUI1_24460.2, SGUI1_24460.3	FGIG_05207
OG0005417	SGUI1_3920.1	FGIG_05217
OG0005418	SGUI1_47320.1, SGUI1_47320.2	FGIG_05274
OG0005419	SGUI1_68150.1, SGUI1_68150.2	FGIG_05280
OG0005420	SGUI1_37030.1	FGIG_05374
OG0005421	SGUI1_80100.1	FGIG_13992, FGIG_05491
