Orthogroup	schistosoma_guineensis	trichobilharzia_regenti
OG0004344	SGUI1_59680.1	TREG1_81620.1, TREG1_81620.2, TREG1_81620.3, TREG1_81620.4
OG0004345	SGUI1_58670.2, SGUI1_58670.1	TREG1_80070.1
OG0004346	SGUI1_58910.1, SGUI1_58910.2	TREG1_145320.1, TREG1_78580.1, TREG1_78600.1
OG0004347	SGUI1_26220.1	TREG1_38640.3, TREG1_38640.4, TREG1_38640.1, TREG1_38640.2
OG0004348	SGUI1_37190.1, SGUI1_37190.2	TREG1_47450.1
OG0004349	SGUI1_630.1	TREG1_138730.1, TREG1_144050.1, TREG1_145120.1, TREG1_2630.1, TREG1_2520.1, TREG1_2540.1, TREG1_2540.2, TREG1_2540.3, TREG1_2540.4, TREG1_2530.1
OG0004350	SGUI1_11290.1	TREG1_18060.9, TREG1_18060.7, TREG1_18060.1, TREG1_18060.6, TREG1_18060.2, TREG1_18060.3, TREG1_18060.8, TREG1_18060.4, TREG1_18060.5
OG0004351	SGUI1_84070.1	TREG1_117740.1, TREG1_117730.1
OG0004352	SGUI1_84800.1	TREG1_110300.1, TREG1_110300.2
OG0004353	SGUI1_52400.1	TREG1_69980.1, TREG1_69990.1
OG0004354	SGUI1_45650.1	TREG1_61390.1, TREG1_61390.2
OG0004356	SGUI1_67040.1	TREG1_89600.2, TREG1_89600.5, TREG1_89600.7, TREG1_89600.4, TREG1_89600.1, TREG1_89600.3, TREG1_89600.6
OG0004357	SGUI1_30200.1	TREG1_52360.1
OG0004358	SGUI1_24650.1, SGUI1_24650.2	TREG1_54710.1, TREG1_54710.2, TREG1_54710.3, TREG1_54710.4, TREG1_54710.5, TREG1_54710.6
OG0004359	SGUI1_34320.1, SGUI1_34320.2	TREG1_52210.1
OG0004360	SGUI1_44870.1	TREG1_31160.1, TREG1_31160.2
OG0004367	SGUI1_68730.1	TREG1_90410.1
OG0004368	SGUI1_11510.2, SGUI1_11510.1, SGUI1_11510.3	TREG1_8910.1
OG0004369	SGUI1_45420.4, SGUI1_45420.2, SGUI1_45420.3, SGUI1_45420.1	TREG1_31420.1
OG0004370	SGUI1_17590.1	TREG1_28250.1, TREG1_28260.2, TREG1_28260.1
OG0004371	SGUI1_31200.1, SGUI1_31200.2	TREG1_51230.1
OG0004372	SGUI1_18740.1, SGUI1_18740.2, SGUI1_19230.1	TREG1_16460.1
OG0004373	SGUI1_72640.1	TREG1_98180.1, TREG1_98180.2, TREG1_98180.3
OG0004374	SGUI1_47570.1	TREG1_67280.1
OG0004375	SGUI1_23300.1, SGUI1_23300.2	TREG1_32840.1, TREG1_32840.2
OG0004376	SGUI1_30550.1, SGUI1_30550.2	TREG1_50480.1, TREG1_50480.2, TREG1_50500.1, TREG1_50500.2
OG0004377	SGUI1_87520.1	TREG1_119800.1, TREG1_119800.3, TREG1_119800.2, TREG1_119800.4, TREG1_119800.5, TREG1_119800.6
OG0004378	SGUI1_88140.1	TREG1_119790.1, TREG1_119790.3, TREG1_119790.2
OG0004379	SGUI1_81960.1, SGUI1_81960.2	TREG1_111290.1, TREG1_111290.2
OG0004380	SGUI1_18200.1	TREG1_27360.1
OG0004381	SGUI1_18160.1	TREG1_24440.1, TREG1_24440.2, TREG1_24440.3
OG0004382	SGUI1_44040.1	TREG1_40580.1
OG0004383	SGUI1_63220.1	TREG1_86600.1
OG0004384	SGUI1_76750.1	TREG1_105400.1
OG0004385	SGUI1_27640.1	TREG1_37660.1
OG0004386	SGUI1_93820.1, SGUI1_93820.2	TREG1_130430.1
OG0004387	SGUI1_91330.3, SGUI1_91330.4, SGUI1_91330.2, SGUI1_91330.1	TREG1_129200.1
OG0004389	SGUI1_79920.1	TREG1_109410.3, TREG1_109410.1, TREG1_109410.2, TREG1_109410.4
OG0004390	SGUI1_59220.1	TREG1_83520.1, TREG1_83520.2
OG0004391	SGUI1_36770.1	TREG1_8520.1, TREG1_8520.2, TREG1_8520.3, TREG1_8520.4, TREG1_8520.5, TREG1_8520.6, TREG1_8520.7
OG0004393	SGUI1_75850.1, SGUI1_75850.2	TREG1_102940.1
OG0004394	SGUI1_8740.1	TREG1_2070.1, TREG1_2070.2, TREG1_2070.3
OG0004395	SGUI1_83390.1, SGUI1_83390.2	TREG1_113800.1, TREG1_113820.1
OG0004396	SGUI1_68650.1	TREG1_90700.1
OG0004398	SGUI1_72660.1	TREG1_106190.1
OG0004399	SGUI1_1160.1	TREG1_380.1
OG0004400	SGUI1_91480.1	TREG1_129360.1, TREG1_129360.2, TREG1_129360.4, TREG1_129360.3
OG0004401	SGUI1_27110.1	TREG1_33260.1
OG0004402	SGUI1_36660.1	TREG1_50980.1, TREG1_50980.2, TREG1_50980.3
OG0004403	SGUI1_46460.1	TREG1_62100.1, TREG1_62100.3, TREG1_62100.2
OG0004404	SGUI1_49560.1	TREG1_65200.1, TREG1_65170.1, TREG1_65200.2
OG0004405	SGUI1_20630.1	TREG1_22110.1, TREG1_22110.3, TREG1_22110.4, TREG1_22110.2
OG0004406	SGUI1_31660.1	TREG1_54130.1
OG0004407	SGUI1_35920.1	TREG1_44290.1, TREG1_44290.2
OG0004408	SGUI1_89840.1, SGUI1_89840.2	TREG1_120640.1, TREG1_120640.2
OG0004409	SGUI1_36070.1, SGUI1_36070.2, SGUI1_36070.3	TREG1_44450.1
OG0004410	SGUI1_93690.1	TREG1_130300.1
OG0004411	SGUI1_38800.1	TREG1_41670.1
OG0004412	SGUI1_50240.1	TREG1_65390.1
OG0004413	SGUI1_90860.1	TREG1_120730.1, TREG1_120730.2
OG0004414	SGUI1_16040.1	TREG1_8220.1, TREG1_8220.2
OG0004415	SGUI1_49610.1	TREG1_68160.2, TREG1_68160.1, TREG1_68160.4, TREG1_68160.3
OG0004416	SGUI1_17220.1	TREG1_13780.1
OG0004417	SGUI1_67850.1, SGUI1_67850.2	TREG1_91340.1
OG0004418	SGUI1_24020.1	TREG1_58920.1, TREG1_58920.3, TREG1_58920.2, TREG1_58920.4, TREG1_58920.5
OG0004419	SGUI1_81460.1	TREG1_113200.1
OG0004420	SGUI1_43430.1	TREG1_56480.1
OG0004421	SGUI1_50030.2, SGUI1_50030.1	TREG1_61940.1
OG0004422	SGUI1_2580.1	TREG1_8120.1
OG0004423	SGUI1_30780.2, SGUI1_30780.1, SGUI1_30780.4, SGUI1_30780.3	TREG1_43690.1
OG0004424	SGUI1_92950.1	TREG1_131160.1, TREG1_131170.2, TREG1_131170.1, TREG1_131180.1
OG0004425	SGUI1_92980.1	TREG1_131170.3, TREG1_131230.1, TREG1_131170.4
OG0004426	SGUI1_65070.1, SGUI1_65070.3, SGUI1_65070.4, SGUI1_65070.5, SGUI1_65070.2	TREG1_85650.1
OG0004428	SGUI1_73760.1	TREG1_106230.3, TREG1_106230.1, TREG1_106230.2
OG0004429	SGUI1_16580.1	TREG1_9060.1
OG0004430	SGUI1_92410.1	TREG1_128130.5, TREG1_128130.1, TREG1_128130.3, TREG1_128130.2, TREG1_128130.4
OG0004431	SGUI1_33930.1	TREG1_53770.1, TREG1_53770.2
OG0004432	SGUI1_96530.1	TREG1_133340.1
OG0004433	SGUI1_76620.1, SGUI1_76620.2, SGUI1_76620.3	TREG1_106590.1
OG0004434	SGUI1_37090.1	TREG1_47350.1
OG0004435	SGUI1_45190.1	TREG1_36260.1, TREG1_36260.2
OG0004436	SGUI1_66530.1	TREG1_82720.1
OG0004437	SGUI1_40410.1	TREG1_55030.1, TREG1_55050.1
OG0004438	SGUI1_40400.1	TREG1_55000.1, TREG1_55010.1
OG0004439	SGUI1_14030.1, SGUI1_14030.2	TREG1_17630.1, TREG1_17630.2
OG0004440	SGUI1_25590.1	TREG1_48680.1, TREG1_48680.2
OG0004442	SGUI1_67550.1	TREG1_91700.4, TREG1_91700.3, TREG1_91700.2, TREG1_91700.1
OG0004443	SGUI1_35290.1	TREG1_50780.1
OG0004444	SGUI1_49210.4, SGUI1_49210.3, SGUI1_49210.1, SGUI1_49210.2	TREG1_69540.1
OG0004445	SGUI1_49220.1, SGUI1_49220.2	TREG1_69520.1
OG0004447	SGUI1_70980.1, SGUI1_70980.2	TREG1_103160.1, TREG1_103160.3, TREG1_103160.2
OG0004448	SGUI1_3890.1	TREG1_940.1, TREG1_940.2
OG0004449	SGUI1_31970.1	TREG1_50670.1
OG0004450	SGUI1_73220.1, SGUI1_73230.1	TREG1_105600.1, TREG1_105600.2
OG0004451	SGUI1_39270.2, SGUI1_39270.1	TREG1_43830.1, TREG1_43830.2
OG0004452	SGUI1_71290.1, SGUI1_71290.2	TREG1_95520.1
OG0004453	SGUI1_25230.1	TREG1_35350.1, TREG1_35350.2
OG0004454	SGUI1_63120.1	TREG1_87110.1
OG0004455	SGUI1_44290.1	TREG1_43340.1, TREG1_43340.3, TREG1_43340.2, TREG1_43340.4
OG0004456	SGUI1_1240.1	TREG1_15510.1, TREG1_15510.2, TREG1_15510.3, TREG1_15510.4
OG0004457	SGUI1_75430.1, SGUI1_75430.2	TREG1_103760.1
OG0004458	SGUI1_39370.1, SGUI1_39370.2	TREG1_43940.1
OG0004459	SGUI1_2350.1, SGUI1_2350.2	TREG1_2980.3, TREG1_2980.7, TREG1_2980.2, TREG1_2980.4, TREG1_2980.1, TREG1_2980.5, TREG1_2980.6
OG0004460	SGUI1_60900.1, SGUI1_60900.2, SGUI1_60900.3	TREG1_85370.1
OG0004461	SGUI1_71810.2, SGUI1_71810.3, SGUI1_71810.1, SGUI1_71810.4	TREG1_103540.1, TREG1_103540.2
OG0004462	SGUI1_63550.1	TREG1_80560.1, TREG1_80560.2
OG0004463	SGUI1_25710.1	TREG1_48850.1, TREG1_48850.2, TREG1_48850.3
OG0004465	SGUI1_54450.1	TREG1_73400.1, TREG1_73430.1
OG0004466	SGUI1_34180.1	TREG1_50690.1, TREG1_50690.2
OG0004467	SGUI1_30790.1	TREG1_43670.1
OG0004468	SGUI1_39040.1, SGUI1_39040.2, SGUI1_39040.3, SGUI1_39040.4	TREG1_45000.1, TREG1_45000.2
OG0004469	SGUI1_9670.1	TREG1_7120.1
OG0004470	SGUI1_46490.1	TREG1_62080.1
OG0004472	SGUI1_16990.1	TREG1_10600.1
OG0004473	SGUI1_48450.1, SGUI1_48450.2	TREG1_68250.3, TREG1_68250.4, TREG1_68250.1, TREG1_68250.2, TREG1_68250.6, TREG1_68250.7, TREG1_68250.8, TREG1_68250.9, TREG1_68250.5
OG0004474	SGUI1_8840.1	TREG1_17110.1, TREG1_17110.2, TREG1_17110.3
OG0004475	SGUI1_8400.1	TREG1_11600.1, TREG1_11600.3, TREG1_11600.2, TREG1_11600.5, TREG1_11600.4
OG0004476	SGUI1_92460.1, SGUI1_92460.2	TREG1_128190.1, TREG1_128190.2
OG0004477	SGUI1_31670.2, SGUI1_31670.4, SGUI1_31670.1, SGUI1_31670.3	TREG1_4260.1, TREG1_54140.1, TREG1_54140.2, TREG1_54140.4, TREG1_54140.3
OG0004478	SGUI1_60680.1	TREG1_86970.1, TREG1_86970.2
OG0004479	SGUI1_16770.1	TREG1_23200.1, TREG1_23210.1
OG0004480	SGUI1_11330.1, SGUI1_11330.2	TREG1_18110.1, TREG1_18110.2
OG0004481	SGUI1_24350.1, SGUI1_24350.5, SGUI1_24350.2, SGUI1_24350.3, SGUI1_24350.4	TREG1_58660.1
OG0004482	SGUI1_52210.1	TREG1_66760.1, TREG1_66760.2, TREG1_66760.3, TREG1_66760.4
OG0004483	SGUI1_47130.1	TREG1_67220.1, TREG1_67220.2, TREG1_67220.3
OG0004484	SGUI1_51900.1, SGUI1_51900.2, SGUI1_51900.3	TREG1_68890.1
OG0004485	SGUI1_12010.1	TREG1_29930.1, TREG1_29930.2
OG0004486	SGUI1_88040.1	TREG1_120950.1
OG0004487	SGUI1_22880.1	TREG1_32620.1, TREG1_32620.2
OG0004488	SGUI1_66610.1, SGUI1_66610.2	TREG1_81020.1
OG0004489	SGUI1_63250.1	TREG1_88470.1
OG0004490	SGUI1_69510.1	TREG1_94300.1, TREG1_94300.2
OG0004491	SGUI1_74760.1	TREG1_102870.1, TREG1_102870.2
OG0004492	SGUI1_12070.1	TREG1_10800.1
OG0004493	SGUI1_18520.1, SGUI1_18520.2	TREG1_21290.1, TREG1_21310.1
OG0004494	SGUI1_59700.1	TREG1_81770.1, TREG1_81770.3, TREG1_81770.2
OG0004495	SGUI1_91220.1	TREG1_119080.1
OG0004497	SGUI1_94200.1	TREG1_133000.1, TREG1_133000.2
OG0004498	SGUI1_96130.1, SGUI1_96130.2, SGUI1_96130.3	TREG1_135310.1
OG0004499	SGUI1_56100.1, SGUI1_56100.2, SGUI1_56100.3, SGUI1_56100.4, SGUI1_56100.5	TREG1_74400.1
OG0004500	SGUI1_69050.1	TREG1_92410.1
OG0004501	SGUI1_78160.1	TREG1_106040.1
OG0004502	SGUI1_47460.4, SGUI1_47460.5, SGUI1_47460.3, SGUI1_47460.1, SGUI1_47460.2	TREG1_67390.1, TREG1_67390.2
OG0004503	SGUI1_90510.1, SGUI1_69870.1	TREG1_125590.1
OG0004504	SGUI1_14970.1	TREG1_19990.1, TREG1_20000.1, TREG1_20020.1
OG0004505	SGUI1_9890.1	TREG1_6230.1
OG0004506	SGUI1_20590.1	TREG1_22150.1, TREG1_22150.2
OG0004507	SGUI1_54170.1	TREG1_69640.1
OG0004508	SGUI1_55070.1	TREG1_77020.1
OG0004509	SGUI1_35300.1, SGUI1_35300.2, SGUI1_35300.3	TREG1_50840.3, TREG1_50840.1, TREG1_50840.2
OG0004510	SGUI1_7320.1	TREG1_3360.10, TREG1_3360.11
OG0004511	SGUI1_73850.12, SGUI1_73880.1	TREG1_102540.1, TREG1_102540.2
OG0004512	SGUI1_95770.1, SGUI1_95770.2	TREG1_135990.1
OG0004513	SGUI1_9460.1	TREG1_2040.1
OG0004514	SGUI1_24490.1	TREG1_54520.1, TREG1_54520.2
OG0004515	SGUI1_53760.1	TREG1_67710.1, TREG1_67710.2
OG0004516	SGUI1_16290.1	TREG1_17720.1
OG0004517	SGUI1_66670.1	TREG1_82240.1
OG0004519	SGUI1_57750.1	TREG1_77620.3, TREG1_77620.1, TREG1_77620.2
OG0004520	SGUI1_67030.1	TREG1_89610.1
OG0004522	SGUI1_14880.1	TREG1_20080.1
OG0004523	SGUI1_81920.1	TREG1_111670.1
OG0004524	SGUI1_19240.1	TREG1_28900.1
OG0004525	SGUI1_43750.1	TREG1_42850.1
OG0004526	SGUI1_46710.1	TREG1_69200.5, TREG1_69200.6, TREG1_69200.8, TREG1_69200.1, TREG1_69200.3, TREG1_69200.2, TREG1_69200.4, TREG1_69200.7
OG0004527	SGUI1_80050.1	TREG1_107680.1
OG0004528	SGUI1_23910.1	TREG1_59220.1, TREG1_59220.2, TREG1_59220.3
OG0004529	SGUI1_48090.1	TREG1_64750.1
OG0004530	SGUI1_2940.1	TREG1_3730.1
OG0004531	SGUI1_77100.1	TREG1_106890.1, TREG1_106890.2
OG0004532	SGUI1_73730.1	TREG1_105210.1
OG0004534	SGUI1_35780.1, SGUI1_35780.2	TREG1_44150.1, TREG1_44040.1, TREG1_44040.2, TREG1_44140.1
OG0004536	SGUI1_30680.2, SGUI1_30680.1	TREG1_45220.1
OG0004537	SGUI1_16100.1	TREG1_17330.1, TREG1_17340.1
OG0004538	SGUI1_68870.1	TREG1_89880.1
OG0004539	SGUI1_7360.1, SGUI1_7360.2	TREG1_4160.1
OG0004540	SGUI1_24820.1	TREG1_35110.1
OG0004541	SGUI1_80910.1	TREG1_101150.1
OG0004542	SGUI1_3310.1, SGUI1_3310.2	TREG1_3040.1
OG0004543	SGUI1_56300.1	TREG1_74690.1, TREG1_74690.2
OG0004544	SGUI1_68920.1	TREG1_92570.1
OG0004545	SGUI1_89940.1, SGUI1_89940.2	TREG1_122770.1
OG0004546	SGUI1_77990.1	TREG1_105000.1, TREG1_105000.2
OG0004547	SGUI1_73190.1	TREG1_105630.1, TREG1_105630.2
OG0004548	SGUI1_38670.1	TREG1_43220.1
OG0004549	SGUI1_10630.1	TREG1_27110.1, TREG1_27110.2, TREG1_27110.3
OG0004550	SGUI1_71230.1	TREG1_95440.1
OG0004551	SGUI1_44260.1	TREG1_43310.1
OG0004552	SGUI1_3710.1	TREG1_4880.1
OG0004553	SGUI1_42520.1, SGUI1_42520.2, SGUI1_42520.3	TREG1_42030.1
OG0004554	SGUI1_28000.1, SGUI1_28000.2, SGUI1_28000.3	TREG1_48800.1
OG0004555	SGUI1_2290.1	TREG1_2990.1
OG0004556	SGUI1_66440.1, SGUI1_66440.2, SGUI1_66440.3, SGUI1_66440.4	TREG1_81280.1, TREG1_81330.1
OG0004557	SGUI1_7720.1	TREG1_107080.1, TREG1_107070.1, TREG1_107090.1
OG0004558	SGUI1_79740.1	TREG1_109610.1
OG0004559	SGUI1_23920.2, SGUI1_23920.1	TREG1_59200.1
OG0004560	SGUI1_74610.1	TREG1_98360.1, TREG1_98350.1
OG0004561	SGUI1_61410.1	TREG1_83200.1
OG0004562	SGUI1_20360.1, SGUI1_20360.2	TREG1_16140.1, TREG1_16140.2
OG0004563	SGUI1_74860.1	TREG1_98680.1
OG0004564	SGUI1_92060.1, SGUI1_92060.2	TREG1_130010.1
OG0004565	SGUI1_85760.1	TREG1_117870.1, TREG1_117870.2, TREG1_117870.3
OG0004566	SGUI1_41640.2, SGUI1_41640.1	TREG1_40310.1, TREG1_40310.2
OG0004567	SGUI1_31050.1	TREG1_50050.1, TREG1_50050.2, TREG1_50050.3, TREG1_50050.4
OG0004568	SGUI1_28050.1, SGUI1_28050.2	TREG1_48600.1
OG0004569	SGUI1_14170.1	TREG1_29660.2, TREG1_29660.3, TREG1_29660.1, TREG1_29660.4
OG0004570	SGUI1_48650.3, SGUI1_48650.1, SGUI1_48650.2	TREG1_69180.12, TREG1_69320.1
OG0004571	SGUI1_53950.1	TREG1_71420.1, TREG1_71420.3, TREG1_71420.4, TREG1_71420.2, TREG1_71420.5, TREG1_71420.6, TREG1_71420.7, TREG1_71420.8
OG0004572	SGUI1_81250.1	TREG1_114070.1
OG0004573	SGUI1_75520.1, SGUI1_75520.2	TREG1_100140.1, TREG1_100140.2
OG0004574	SGUI1_21600.1, SGUI1_21600.2, SGUI1_21600.3	TREG1_23820.1
OG0004575	SGUI1_44630.1	TREG1_31800.1, TREG1_31820.1, TREG1_31810.1
OG0004576	SGUI1_22820.1	TREG1_32540.1, TREG1_32540.2, TREG1_32540.3
OG0004577	SGUI1_77290.1	TREG1_103970.1
OG0004578	SGUI1_19490.1	TREG1_20250.1
OG0004579	SGUI1_66410.1	TREG1_81130.1
OG0004580	SGUI1_34430.1	TREG1_55590.1
OG0004581	SGUI1_44380.1	TREG1_39350.1, TREG1_39350.2, TREG1_39350.3
OG0004582	SGUI1_60820.1	TREG1_86300.3, TREG1_86300.2, TREG1_86260.1, TREG1_86300.1
OG0004583	SGUI1_33000.1	TREG1_53090.1
OG0004584	SGUI1_76180.1	TREG1_100600.1
OG0004585	SGUI1_21850.1	TREG1_26640.1, TREG1_26640.2, TREG1_26640.3, TREG1_26640.5, TREG1_26640.6, TREG1_26640.7, TREG1_26640.4
OG0004586	SGUI1_18110.1, SGUI1_18110.2	TREG1_20220.1
OG0004587	SGUI1_73150.2, SGUI1_73150.1	TREG1_105670.1
OG0004588	SGUI1_76940.1	TREG1_104810.1
OG0004589	SGUI1_1370.1, SGUI1_1370.2	TREG1_12670.1, TREG1_12670.2
OG0004590	SGUI1_94170.1, SGUI1_94170.2	TREG1_132630.1
OG0004592	SGUI1_85500.1	TREG1_116360.1
OG0004593	SGUI1_27210.1	TREG1_60170.1
OG0004594	SGUI1_76400.1	TREG1_98460.1, TREG1_98460.2, TREG1_98460.3, TREG1_98460.4, TREG1_98460.6, TREG1_98460.5
OG0004595	SGUI1_19900.1	TREG1_21280.1
OG0004596	SGUI1_63180.1	TREG1_86380.1, TREG1_86380.2
OG0004597	SGUI1_50390.1, SGUI1_50390.2	TREG1_67950.1
OG0004598	SGUI1_32610.1	TREG1_48150.1
OG0004599	SGUI1_10670.1	TREG1_27040.1
OG0004600	SGUI1_43980.1, SGUI1_43980.2	TREG1_40670.2, TREG1_40670.1, TREG1_40670.3, TREG1_40670.4
OG0004601	SGUI1_2680.1	TREG1_1240.1
OG0004602	SGUI1_41600.1	TREG1_40340.1
OG0004603	SGUI1_46600.1, SGUI1_46600.3, SGUI1_46600.2	TREG1_63870.1
OG0004604	SGUI1_21660.1	TREG1_24100.1, TREG1_24100.2
OG0004605	SGUI1_28760.1, SGUI1_28760.2	TREG1_47040.6, TREG1_47040.5, TREG1_47040.4, TREG1_47040.2, TREG1_47040.3, TREG1_47040.1
OG0004606	SGUI1_8320.1	TREG1_94850.1
OG0004607	SGUI1_17710.1, SGUI1_14650.1, SGUI1_68780.1	TREG1_122630.1, TREG1_77300.1, TREG1_98630.1, TREG1_74910.1, TREG1_144140.1, TREG1_47250.1, TREG1_47240.1
OG0004608	SGUI1_11830.1	TREG1_25610.1
OG0004609	SGUI1_26560.1, SGUI1_26560.2, SGUI1_26570.1	TREG1_33700.1
OG0004610	SGUI1_70500.1	TREG1_101800.1
OG0004611	SGUI1_62530.1	TREG1_81350.1
OG0004612	SGUI1_69400.1	TREG1_144320.1, TREG1_138340.1, TREG1_94190.1, TREG1_94190.2
OG0004613	SGUI1_92210.1, SGUI1_92210.2	TREG1_128420.1
OG0004614	SGUI1_79350.1	TREG1_108480.1
OG0004615	SGUI1_1360.1, SGUI1_1360.2	TREG1_111890.1, TREG1_12680.1
OG0004616	SGUI1_48250.1	TREG1_69920.1
OG0004617	SGUI1_83040.1, SGUI1_83040.2	TREG1_118710.1
OG0004618	SGUI1_6230.2, SGUI1_6230.1	TREG1_8480.1
OG0004619	SGUI1_42830.1	TREG1_42360.1, TREG1_42360.2, TREG1_42360.3
OG0004620	SGUI1_27780.1	TREG1_37240.1, TREG1_37240.3, TREG1_37240.4, TREG1_37240.2
OG0004621	SGUI1_96700.1	TREG1_136540.1
OG0004622	SGUI1_76450.1	TREG1_98410.1, TREG1_98410.2
OG0004623	SGUI1_38400.1	TREG1_44750.1, TREG1_44750.2
OG0004624	SGUI1_42130.1, SGUI1_42140.1, SGUI1_42150.1	TREG1_56140.1
OG0004625	SGUI1_67480.1	TREG1_85740.1, TREG1_85740.2, TREG1_85750.1
OG0004627	SGUI1_40730.1	TREG1_57160.1, TREG1_57160.2, TREG1_57160.3
OG0004628	SGUI1_35070.1	TREG1_36630.1, TREG1_36630.2
OG0004629	SGUI1_90260.1	TREG1_127620.1
OG0004630	SGUI1_93750.1	TREG1_130270.1
OG0004631	SGUI1_63740.1	TREG1_87710.1, TREG1_87710.2
OG0004632	SGUI1_66110.1	TREG1_82740.1
OG0004633	SGUI1_15170.1	TREG1_16500.1, TREG1_78820.1, TREG1_78830.1, TREG1_78830.3, TREG1_78830.2
OG0004634	SGUI1_89390.1	TREG1_119340.1, TREG1_119340.2, TREG1_119340.3, TREG1_119340.4, TREG1_119340.5
OG0004635	SGUI1_47660.1, SGUI1_47570.20, SGUI1_47570.19	TREG1_63800.1
OG0004637	SGUI1_81570.1, SGUI1_81570.2	TREG1_113260.1
OG0004639	SGUI1_85280.1	TREG1_114410.1
OG0004640	SGUI1_26760.1	TREG1_33510.1
OG0004641	SGUI1_51170.1	TREG1_65560.5, TREG1_65560.4, TREG1_65560.6
OG0004642	SGUI1_46580.1, SGUI1_46580.2	TREG1_63510.1
OG0004643	SGUI1_9600.1	TREG1_132340.1, TREG1_132680.1
OG0004644	SGUI1_65310.1, SGUI1_65310.2	TREG1_88980.2, TREG1_88980.1
OG0004645	SGUI1_88540.1, SGUI1_88540.2	TREG1_123810.1
OG0004646	SGUI1_75490.2, SGUI1_75490.1	TREG1_103830.1
OG0004647	SGUI1_11770.1	TREG1_7910.1, TREG1_7910.2
OG0004648	SGUI1_50970.1, SGUI1_50970.2	TREG1_68570.1, TREG1_68570.2, TREG1_68570.3
OG0004649	SGUI1_33880.1	TREG1_53700.1, TREG1_53700.2, TREG1_53700.3
OG0004650	SGUI1_23700.1	TREG1_38360.1
OG0004652	SGUI1_57560.1	TREG1_109960.1
OG0004653	SGUI1_89030.1	TREG1_125700.1, TREG1_125700.2, TREG1_125700.3
OG0004654	SGUI1_79710.1	TREG1_109640.1
OG0004655	SGUI1_20000.1	TREG1_21430.1, TREG1_21430.4, TREG1_21430.5, TREG1_21430.2, TREG1_21430.3
OG0004656	SGUI1_93120.1	TREG1_132310.1
OG0004658	SGUI1_6940.1	TREG1_138960.1, TREG1_138960.2
OG0004659	SGUI1_16830.1	TREG1_19710.1, TREG1_19710.2
OG0004661	SGUI1_7530.1	TREG1_14180.1
OG0004662	SGUI1_40960.1, SGUI1_40970.1	TREG1_56620.1, TREG1_56590.1, TREG1_56600.1, TREG1_56610.1
OG0004663	SGUI1_89300.1	TREG1_119410.1, TREG1_119420.1
OG0004665	SGUI1_72470.1	TREG1_102200.1
OG0004668	SGUI1_56390.1	TREG1_76450.3, TREG1_76470.1
OG0004669	SGUI1_4060.1, SGUI1_4060.2	TREG1_5280.1, TREG1_5290.1
OG0004670	SGUI1_89880.1	TREG1_127310.1, TREG1_127280.1, TREG1_127300.1, TREG1_127300.2
OG0004671	SGUI1_49030.1	TREG1_71920.3, TREG1_71920.1, TREG1_71920.2, TREG1_71920.4, TREG1_71920.6, TREG1_71920.5
OG0004672	SGUI1_46450.1	TREG1_63630.1
OG0004673	SGUI1_41700.1	TREG1_36940.3, TREG1_36940.1, TREG1_36940.2
OG0004674	SGUI1_31070.1	TREG1_20160.1
OG0004675	SGUI1_30380.1	TREG1_51090.1
OG0004676	SGUI1_36760.1	TREG1_50890.1, TREG1_50890.2, TREG1_50890.3, TREG1_50890.4, TREG1_50890.5, TREG1_50890.6, TREG1_50890.7, TREG1_50900.1
OG0004677	SGUI1_44550.1	TREG1_30660.3, TREG1_30660.6, TREG1_30660.4, TREG1_30660.1, TREG1_30660.2, TREG1_30660.5
OG0004678	SGUI1_16800.3, SGUI1_16800.1, SGUI1_16800.2	TREG1_23170.1, TREG1_23170.2
OG0004687	SGUI1_46140.1	TREG1_63030.1
OG0004688	SGUI1_95490.1	TREG1_132710.1
OG0004689	SGUI1_93660.1	TREG1_130370.1
OG0004690	SGUI1_96210.1	TREG1_134860.1
OG0004691	SGUI1_93840.1	TREG1_130480.1
OG0004693	SGUI1_90290.1	TREG1_125310.1
OG0004694	SGUI1_10900.1, SGUI1_10900.2	TREG1_15400.1
OG0004695	SGUI1_51320.1	TREG1_70610.1
OG0004696	SGUI1_81000.1	TREG1_109390.1, TREG1_109390.2, TREG1_109390.3
OG0004697	SGUI1_76760.1	TREG1_105430.1
OG0004698	SGUI1_29370.1, SGUI1_29370.2, SGUI1_29370.3	TREG1_46720.1
OG0004699	SGUI1_80170.1	TREG1_97300.1, TREG1_97300.2, TREG1_97300.3, TREG1_97300.4
OG0004700	SGUI1_92750.1	TREG1_124500.1, TREG1_124500.2
OG0004701	SGUI1_28300.1	TREG1_139190.1
OG0004702	SGUI1_32200.1	TREG1_47520.1, TREG1_47520.2
OG0004703	SGUI1_5960.1	TREG1_16840.1
OG0004704	SGUI1_73690.1	TREG1_107820.1
OG0004705	SGUI1_60210.1	TREG1_80960.1
OG0004706	SGUI1_61130.1	TREG1_84070.1, TREG1_84070.2
OG0004707	SGUI1_22760.1	TREG1_32480.1, TREG1_32480.2
OG0004708	SGUI1_96320.1, SGUI1_96320.2	TREG1_134790.1
OG0004709	SGUI1_88700.1, SGUI1_88700.2, SGUI1_88700.3	TREG1_124170.1
OG0004710	SGUI1_37550.1	TREG1_40010.2, TREG1_40010.4, TREG1_40010.1, TREG1_40010.3
OG0004711	SGUI1_94120.1	TREG1_132560.1
