Orthogroup	schistosoma_guineensis	schistosoma_haematobium
OG0006251	SGUI1_15940.1	SHAE2_18410.1
OG0006252	SGUI1_34370.1	SHAE2_37350.1
OG0006253	SGUI1_89810.1	SHAE2_94770.1
OG0006254	SGUI1_2280.1	SHAE2_2550.1
OG0006255	SGUI1_35770.1, SGUI1_35770.2	SHAE2_38730.1
OG0006256	SGUI1_39840.1	SHAE2_42850.1
OG0006257	SGUI1_94220.1	SHAE2_99190.1
OG0006258	SGUI1_67430.1	SHAE2_71310.1
OG0006259	SGUI1_89710.1	SHAE2_94670.1
OG0006260	SGUI1_23600.1	SHAE2_26350.1
OG0006261	SGUI1_77000.1	SHAE2_81050.1
OG0006262	SGUI1_68860.1	SHAE2_72960.1
OG0006263	SGUI1_84400.1	SHAE2_89290.1
OG0006264	SGUI1_78140.1, SGUI1_78140.2	SHAE2_82150.1
OG0006265	SGUI1_22510.1	SHAE2_25080.1
OG0006266	SGUI1_50790.1	SHAE2_53950.1
OG0006267	SGUI1_40680.1	SHAE2_43650.1
OG0006269	SGUI1_48310.1	SHAE2_51570.1
OG0006270	SGUI1_15960.1	SHAE2_18430.1
OG0006271	SGUI1_19040.1	SHAE2_21600.1, SHAE2_21600.2
OG0006272	SGUI1_8900.1	SHAE2_11410.1, SHAE2_11410.2
OG0006273	SGUI1_44460.1	SHAE2_47310.1
OG0006274	SGUI1_45350.1	SHAE2_48380.1
OG0006275	SGUI1_81040.1	SHAE2_84720.1
OG0006276	SGUI1_85960.1	SHAE2_90950.1
OG0006277	SGUI1_44090.1	SHAE2_46940.1
OG0006278	SGUI1_85050.1	SHAE2_89930.1
OG0006279	SGUI1_40060.2, SGUI1_40060.1	SHAE2_43010.1
OG0006280	SGUI1_11000.1	SHAE2_13750.1
OG0006281	SGUI1_32140.1	SHAE2_34670.1
OG0006282	SGUI1_78210.1	SHAE2_82220.1
OG0006283	SGUI1_41500.1	SHAE2_44380.1
OG0006284	SGUI1_72590.1	SHAE2_76620.1
OG0006284	SGUI1_72590.1	SHAE2_76620.2
OG0006285	SGUI1_54460.1	SHAE2_57480.1
OG0006286	SGUI1_63000.1	SHAE2_66730.1
OG0006287	SGUI1_74150.1	SHAE2_78290.1, SHAE2_78290.2
OG0006288	SGUI1_74310.1	SHAE2_78450.1
OG0006289	SGUI1_78090.1	SHAE2_82110.1
OG0006290	SGUI1_65150.1, SGUI1_65150.2	SHAE2_68960.1
OG0006291	SGUI1_62120.1	SHAE2_65800.1
OG0006292	SGUI1_68660.1, SGUI1_69830.1	SHAE2_72790.1
OG0006293	SGUI1_96340.1	SHAE2_101480.1
OG0006294	SGUI1_24250.1	SHAE2_26810.1
OG0006295	SGUI1_95360.1	SHAE2_100470.1
OG0006296	SGUI1_40850.1	SHAE2_43790.1
OG0006297	SGUI1_26500.1	SHAE2_28990.1
OG0006298	SGUI1_380.1	SHAE2_360.1
OG0006299	SGUI1_2310.1	SHAE2_2580.1
OG0006300	SGUI1_8620.1	SHAE2_11230.1, SHAE2_11230.2
OG0006301	SGUI1_6870.1	SHAE2_7830.1
OG0006302	SGUI1_54780.1	SHAE2_57760.1
OG0006303	SGUI1_1450.1	SHAE2_1780.1
OG0006304	SGUI1_49250.1	SHAE2_52420.1
OG0006306	SGUI1_17280.1	SHAE2_19860.1
OG0006307	SGUI1_35230.1	SHAE2_38210.1
OG0006308	SGUI1_73440.1, SGUI1_73440.2	SHAE2_77590.1
OG0006309	SGUI1_79210.1, SGUI1_79210.2	SHAE2_83200.1
OG0006311	SGUI1_89100.1	SHAE2_94070.1
OG0006312	SGUI1_77980.1	SHAE2_82010.1
OG0006313	SGUI1_76470.1	SHAE2_80490.1
OG0006314	SGUI1_70960.1, SGUI1_70960.3	SHAE2_102440.1, SHAE2_75020.1
OG0006315	SGUI1_93060.1	SHAE2_98080.1
OG0006316	SGUI1_68640.1	SHAE2_72770.1
OG0006317	SGUI1_50120.1	SHAE2_53250.1
OG0006318	SGUI1_50380.1	SHAE2_53540.1
OG0006319	SGUI1_90740.1	SHAE2_95800.1
OG0006320	SGUI1_30840.1	SHAE2_33330.1
OG0006321	SGUI1_980.1	SHAE2_1300.1, SHAE2_1300.2
OG0006322	SGUI1_56000.1	SHAE2_59240.1
OG0006323	SGUI1_33780.1	SHAE2_36780.1
OG0006324	SGUI1_20320.1	SHAE2_22890.1
OG0006325	SGUI1_5400.1	SHAE2_6250.1
OG0006326	SGUI1_96200.1	SHAE2_101330.1
OG0006327	SGUI1_24600.1	SHAE2_27160.1
OG0006328	SGUI1_58650.1	SHAE2_62220.1
OG0006329	SGUI1_67390.1	SHAE2_71230.1
OG0006330	SGUI1_91240.1, SGUI1_91240.2	SHAE2_96320.1
OG0006331	SGUI1_59950.1	SHAE2_63520.1
OG0006332	SGUI1_45310.1	SHAE2_48340.1
OG0006333	SGUI1_60580.1	SHAE2_64160.1
OG0006334	SGUI1_83260.1, SGUI1_83260.2	SHAE2_87170.1
OG0006335	SGUI1_95300.1	SHAE2_100410.1
OG0006336	SGUI1_21460.1	SHAE2_23930.1
OG0006337	SGUI1_15220.1	SHAE2_17560.1, SHAE2_17570.1
OG0006338	SGUI1_19600.1, SGUI1_19600.2	SHAE2_22120.1
OG0006339	SGUI1_35410.1	SHAE2_38400.1
OG0006340	SGUI1_43700.1, SGUI1_43700.2	SHAE2_46540.1
OG0006341	SGUI1_51880.1	SHAE2_55010.1
OG0006342	SGUI1_84740.1	SHAE2_89620.1
OG0006343	SGUI1_61440.1	SHAE2_65110.1
OG0006344	SGUI1_25680.1	SHAE2_28240.1
OG0006345	SGUI1_71260.1, SGUI1_71270.1	SHAE2_75350.1
OG0006346	SGUI1_90900.1	SHAE2_95930.1
OG0006347	SGUI1_27390.1	SHAE2_29930.1
OG0006348	SGUI1_45260.1	SHAE2_48290.1
OG0006349	SGUI1_7930.1	SHAE2_10320.1
OG0006351	SGUI1_77480.1, SGUI1_77480.2	SHAE2_81490.1
OG0006352	SGUI1_14310.1	SHAE2_16400.1
OG0006353	SGUI1_70020.1	SHAE2_74090.1
OG0006354	SGUI1_71940.1	SHAE2_75990.1, SHAE2_75990.2
OG0006355	SGUI1_51520.1	SHAE2_54630.1, SHAE2_54620.1, SHAE2_54620.2
OG0006356	SGUI1_79830.1	SHAE2_83820.1
OG0006357	SGUI1_84290.1	SHAE2_89240.1
OG0006358	SGUI1_15670.1	SHAE2_18060.1, SHAE2_18060.2
OG0006359	SGUI1_51110.1	SHAE2_54280.1
OG0006360	SGUI1_93300.1	SHAE2_98300.1
OG0006361	SGUI1_54760.1	SHAE2_57740.1
OG0006362	SGUI1_20840.1	SHAE2_23350.1
OG0006363	SGUI1_13950.1, SGUI1_13950.2	SHAE2_16060.1
OG0006364	SGUI1_83180.1	SHAE2_87090.1
OG0006365	SGUI1_21610.1	SHAE2_24090.1
OG0006366	SGUI1_52820.1	SHAE2_55930.1
OG0006367	SGUI1_70120.1	SHAE2_74190.1
OG0006368	SGUI1_64050.1	SHAE2_67800.1
OG0006369	SGUI1_85460.1	SHAE2_90400.1, SHAE2_90400.2
OG0006370	SGUI1_71590.1	SHAE2_75660.1
OG0006371	SGUI1_82260.1, SGUI1_82260.2	SHAE2_85330.1
OG0006372	SGUI1_41130.1, SGUI1_41130.2	SHAE2_44050.1, SHAE2_44050.2
OG0006373	SGUI1_79060.1	SHAE2_83070.1
OG0006374	SGUI1_50940.1	SHAE2_54110.2, SHAE2_54110.1
OG0006375	SGUI1_19540.1	SHAE2_22060.1
OG0006376	SGUI1_87540.1	SHAE2_92410.1
OG0006377	SGUI1_61910.1	SHAE2_65610.1, SHAE2_65610.2
OG0006378	SGUI1_54010.1	SHAE2_57030.1
OG0006379	SGUI1_86610.1	SHAE2_91530.1
OG0006381	SGUI1_75620.1	SHAE2_79710.1
OG0006382	SGUI1_85710.1	SHAE2_90610.1
OG0006383	SGUI1_81930.1	SHAE2_85750.1
OG0006384	SGUI1_60000.1	SHAE2_63580.1
OG0006385	SGUI1_17350.1	SHAE2_19920.1
OG0006386	SGUI1_56840.1	SHAE2_60080.1
OG0006387	SGUI1_78800.1	SHAE2_82810.1
OG0006388	SGUI1_60070.1, SGUI1_60070.2	SHAE2_63650.1
OG0006389	SGUI1_85060.1	SHAE2_89940.1, SHAE2_89940.2
OG0006390	SGUI1_66160.1	SHAE2_69970.1
OG0006391	SGUI1_66150.1	SHAE2_69960.1
OG0006392	SGUI1_96540.1	SHAE2_99800.1
OG0006393	SGUI1_69660.1	SHAE2_73820.1
OG0006394	SGUI1_48060.1	SHAE2_51320.1
OG0006397	SGUI1_79320.1	SHAE2_83330.1
OG0006398	SGUI1_5640.1	SHAE2_6500.1
OG0006399	SGUI1_11920.1	SHAE2_14600.1, SHAE2_14610.1
OG0006400	SGUI1_75740.1	SHAE2_79790.1
OG0006401	SGUI1_47090.1	SHAE2_50400.1
OG0006402	SGUI1_25550.1	SHAE2_28100.1
OG0006403	SGUI1_500.1	SHAE2_650.1
OG0006404	SGUI1_33460.1, SGUI1_33460.2	SHAE2_36490.1
OG0006405	SGUI1_50330.1	SHAE2_53450.1
OG0006406	SGUI1_52740.1	SHAE2_55840.1
OG0006407	SGUI1_19070.1	SHAE2_21630.1
OG0006408	SGUI1_76530.1	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3
OG0006409	SGUI1_51990.1	SHAE2_55120.1
OG0006410	SGUI1_920.1	SHAE2_1240.1
OG0006411	SGUI1_1940.1	SHAE2_2220.1
OG0006412	SGUI1_17250.1	SHAE2_19830.1
OG0006413	SGUI1_91320.1	SHAE2_96400.2, SHAE2_96400.1
OG0006414	SGUI1_86480.1	SHAE2_91430.1
OG0006415	SGUI1_24160.1	SHAE2_26740.1
OG0006416	SGUI1_60920.1, SGUI1_60920.2	SHAE2_64560.1
OG0006417	SGUI1_50210.1	SHAE2_53340.1
OG0006418	SGUI1_8180.1	SHAE2_10700.1
OG0006419	SGUI1_27790.1	SHAE2_30330.1
OG0006420	SGUI1_64170.1	SHAE2_67900.1
OG0006421	SGUI1_5230.1	SHAE2_6120.1
OG0006422	SGUI1_90620.1	SHAE2_95670.1
OG0006423	SGUI1_83190.1	SHAE2_87100.1
OG0006424	SGUI1_50310.1	SHAE2_53430.1, SHAE2_53430.2
OG0006425	SGUI1_79120.1	SHAE2_83140.1
OG0006426	SGUI1_20340.1	SHAE2_22910.1
OG0006427	SGUI1_32820.1	SHAE2_35930.1
OG0006428	SGUI1_360.1	SHAE2_330.1
OG0006429	SGUI1_10110.1	SHAE2_12770.1
OG0006430	SGUI1_3210.1	SHAE2_3750.1
OG0006431	SGUI1_91510.1	SHAE2_96630.1
OG0006432	SGUI1_79520.1	SHAE2_83520.1
OG0006433	SGUI1_42860.1	SHAE2_45700.1, SHAE2_45700.3, SHAE2_45700.2
OG0006434	SGUI1_93560.1	SHAE2_98540.1
OG0006435	SGUI1_81880.1	SHAE2_85810.1
OG0006436	SGUI1_69530.1	SHAE2_73710.1
OG0006437	SGUI1_91890.1	SHAE2_96930.1
OG0006438	SGUI1_77090.1	SHAE2_81120.1, SHAE2_81120.2
OG0006439	SGUI1_12550.1, SGUI1_12650.1	SHAE2_15230.1
OG0006440	SGUI1_50860.1	SHAE2_53860.9
OG0006440	SGUI1_50860.1	SHAE2_54020.1
OG0006441	SGUI1_96140.1	SHAE2_101270.1
OG0006442	SGUI1_34770.1	SHAE2_37750.1
OG0006443	SGUI1_21010.1, SGUI1_21010.2	SHAE2_23530.1, SHAE2_23530.2
OG0006444	SGUI1_89470.1	SHAE2_94420.1
OG0006445	SGUI1_70410.1	SHAE2_74480.1
OG0006446	SGUI1_52220.1	SHAE2_55360.1, SHAE2_55360.2
OG0006447	SGUI1_88080.2	SHAE2_92930.2
OG0006447	SGUI1_88080.4	SHAE2_92930.3
OG0006447	SGUI1_88080.3	SHAE2_92930.1
OG0006448	SGUI1_4690.1	SHAE2_5480.1
OG0006449	SGUI1_31540.1	SHAE2_34020.1
OG0006451	SGUI1_71530.1	SHAE2_75600.1
OG0006452	SGUI1_56760.1	SHAE2_59990.1
OG0006453	SGUI1_69590.1	SHAE2_73760.1
OG0006454	SGUI1_8910.1	SHAE2_11570.1
OG0006455	SGUI1_50720.1	SHAE2_53840.1
OG0006456	SGUI1_1670.1	SHAE2_1970.1
OG0006457	SGUI1_54720.1	SHAE2_57710.1
OG0006458	SGUI1_66910.1	SHAE2_70790.1
OG0006459	SGUI1_56220.1	SHAE2_59440.1
OG0006460	SGUI1_65780.1	SHAE2_69650.1
OG0006461	SGUI1_86730.1	SHAE2_91630.1, SHAE2_91630.2
OG0006463	SGUI1_62620.1	SHAE2_66320.1, SHAE2_66320.2
OG0006464	SGUI1_21700.1	SHAE2_24190.1
OG0006465	SGUI1_77830.1	SHAE2_81840.1
OG0006466	SGUI1_88430.1, SGUI1_88430.2	SHAE2_93380.1
OG0006467	SGUI1_9750.1	SHAE2_12370.1
OG0006468	SGUI1_42650.1	SHAE2_45470.1
OG0006469	SGUI1_14560.1	SHAE2_16660.1
OG0006470	SGUI1_58890.1	SHAE2_62500.1
OG0006471	SGUI1_84230.1	SHAE2_89180.1
OG0006472	SGUI1_84200.1	SHAE2_89150.1
OG0006473	SGUI1_62460.1	SHAE2_66140.1
OG0006474	SGUI1_66470.1	SHAE2_70340.1
OG0006475	SGUI1_12790.1	SHAE2_15290.1
OG0006476	SGUI1_3150.2, SGUI1_3150.1, SGUI1_3150.3	SHAE2_3700.1
OG0006477	SGUI1_27350.1	SHAE2_29900.1
OG0006478	SGUI1_7110.1	SHAE2_8130.1
OG0006479	SGUI1_43210.1	SHAE2_46080.1
OG0006480	SGUI1_21890.1	SHAE2_24400.1
OG0006481	SGUI1_67530.1	SHAE2_71410.1
OG0006482	SGUI1_21080.1	SHAE2_23580.1
OG0006483	SGUI1_60810.1	SHAE2_64430.1
OG0006484	SGUI1_70640.1	SHAE2_74690.1
OG0006486	SGUI1_21900.1	SHAE2_24410.1
OG0006487	SGUI1_73810.1, SGUI1_73810.2	SHAE2_77940.1
OG0006488	SGUI1_15880.1	SHAE2_18310.1
OG0006489	SGUI1_10280.1	SHAE2_13030.1
OG0006490	SGUI1_7240.1	SHAE2_8280.1
OG0006490	SGUI1_7240.1	SHAE2_8280.2
OG0006490	SGUI1_7240.1	SHAE2_8280.3
OG0006491	SGUI1_85550.1	SHAE2_90480.1
OG0006492	SGUI1_31290.1	SHAE2_33780.1
OG0006493	SGUI1_22720.1	SHAE2_25450.1
OG0006494	SGUI1_63170.1	SHAE2_66900.1
OG0006495	SGUI1_84010.1	SHAE2_88970.1
OG0006496	SGUI1_45120.1	SHAE2_48020.1
OG0006497	SGUI1_12210.1	SHAE2_14900.1, SHAE2_14900.2
OG0006498	SGUI1_1830.1	SHAE2_2120.1
OG0006499	SGUI1_5300.1	SHAE2_6180.1
OG0006500	SGUI1_44760.1	SHAE2_47660.1, SHAE2_47660.2
OG0006501	SGUI1_90250.1	SHAE2_95260.1
OG0006502	SGUI1_70010.1	SHAE2_74080.1, SHAE2_74080.2
OG0006503	SGUI1_80900.1	SHAE2_84840.1
OG0006504	SGUI1_82090.1	SHAE2_85510.1, SHAE2_85510.2
OG0006505	SGUI1_83580.1, SGUI1_83580.2	SHAE2_87490.1
OG0006506	SGUI1_67010.1	SHAE2_70890.1
OG0006508	SGUI1_66500.1	SHAE2_70380.1
OG0006509	SGUI1_94300.1, SGUI1_94300.2	SHAE2_99270.1
OG0006513	SGUI1_37480.2, SGUI1_37480.1	SHAE2_40530.1
OG0006514	SGUI1_83070.1	SHAE2_86940.1
OG0006515	SGUI1_42640.1	SHAE2_45460.1
OG0006516	SGUI1_30500.1	SHAE2_32950.2, SHAE2_32950.3, SHAE2_32950.1, SHAE2_32950.4
OG0006517	SGUI1_95630.1, SGUI1_95630.2	SHAE2_100800.1
OG0006518	SGUI1_96310.1	SHAE2_101430.1
OG0006519	SGUI1_93860.1, SGUI1_93860.2	SHAE2_98810.1, SHAE2_98810.2
OG0006520	SGUI1_94930.1	SHAE2_100030.1
OG0006521	SGUI1_88340.1, SGUI1_88340.2	SHAE2_93260.1
OG0006522	SGUI1_46970.1	SHAE2_50280.1
OG0006523	SGUI1_77440.2	SHAE2_81450.2
OG0006523	SGUI1_77440.1	SHAE2_81450.1
OG0006524	SGUI1_72890.1	SHAE2_77010.4, SHAE2_77010.1, SHAE2_77010.2, SHAE2_77010.3
OG0006525	SGUI1_64220.1	SHAE2_67940.1, SHAE2_67940.3, SHAE2_67940.2
OG0006526	SGUI1_33070.1	SHAE2_36190.1
OG0006526	SGUI1_33070.1	SHAE2_36200.1
OG0006527	SGUI1_41330.1	SHAE2_44240.1
OG0006528	SGUI1_44660.1, SGUI1_44670.1	SHAE2_47540.1
OG0006529	SGUI1_18060.1, SGUI1_18060.2	SHAE2_20610.1
OG0006530	SGUI1_57490.1, SGUI1_57480.1, SGUI1_150.1	SHAE2_120.1
OG0006532	SGUI1_82030.1	SHAE2_85650.1
OG0006533	SGUI1_87390.1, SGUI1_87390.2	SHAE2_91920.1
OG0006533	SGUI1_87390.3	SHAE2_92280.1, SHAE2_92290.1
OG0006534	SGUI1_26080.1	SHAE2_28590.1
OG0006535	SGUI1_64190.1	SHAE2_67910.1
OG0006543	SGUI1_83630.1	SHAE2_87540.1
OG0006544	SGUI1_96010.1	SHAE2_101140.1
OG0006545	SGUI1_72110.1	SHAE2_76150.1
OG0006546	SGUI1_90650.1	SHAE2_95690.1, SHAE2_95690.2
OG0006547	SGUI1_47970.1	SHAE2_51250.1
OG0006548	SGUI1_93360.1	SHAE2_98390.1
OG0006549	SGUI1_69220.1	SHAE2_73450.1
OG0006550	SGUI1_56170.1	SHAE2_59400.1, SHAE2_59400.2, SHAE2_59400.3
OG0006551	SGUI1_75160.1	SHAE2_79290.1, SHAE2_79290.2
OG0006552	SGUI1_14720.1	SHAE2_16820.1
OG0006553	SGUI1_77750.1	SHAE2_81760.1
OG0006554	SGUI1_43810.1	SHAE2_46640.1
OG0006555	SGUI1_92770.1	SHAE2_97680.1
OG0006556	SGUI1_54150.1	SHAE2_57150.1
OG0006557	SGUI1_61370.1	SHAE2_65040.1
OG0006558	SGUI1_71400.1	SHAE2_75470.1
OG0006559	SGUI1_4880.1	SHAE2_5710.1
OG0006560	SGUI1_26470.1	SHAE2_28960.1
OG0006561	SGUI1_67470.1	SHAE2_71350.1
OG0006562	SGUI1_12830.1	SHAE2_15320.1
OG0006563	SGUI1_87660.1	SHAE2_92510.1
OG0006564	SGUI1_38880.2	SHAE2_41970.1
OG0006565	SGUI1_16250.1	SHAE2_18690.1
OG0006566	SGUI1_28950.1, SGUI1_28950.2	SHAE2_31490.1
OG0006567	SGUI1_29990.1	SHAE2_32470.1
OG0006568	SGUI1_19970.1	SHAE2_22510.1
OG0006569	SGUI1_28920.1	SHAE2_31470.1
OG0006570	SGUI1_55810.1, SGUI1_55830.1	SHAE2_58920.1
OG0006571	SGUI1_62290.1	SHAE2_65950.1
OG0006572	SGUI1_46340.1	SHAE2_49640.1
OG0006573	SGUI1_1970.1	SHAE2_2250.1
OG0006574	SGUI1_66930.1	SHAE2_70810.1
OG0006575	SGUI1_58140.1	SHAE2_61650.1
OG0006576	SGUI1_58250.1	SHAE2_61760.1
OG0006578	SGUI1_47830.1	SHAE2_51120.1
OG0006579	SGUI1_42540.1	SHAE2_45360.1
OG0006580	SGUI1_77070.1	SHAE2_81100.1
OG0006581	SGUI1_26460.1	SHAE2_28950.1
OG0006582	SGUI1_30420.1	SHAE2_32870.1
OG0006583	SGUI1_87160.1	SHAE2_92030.1
OG0006584	SGUI1_2540.1, SGUI1_2540.2	SHAE2_2850.1
OG0006585	SGUI1_17660.2, SGUI1_17660.1	SHAE2_20230.1
OG0006586	SGUI1_37330.1	SHAE2_40380.1
OG0006588	SGUI1_13310.1	SHAE2_15690.1
OG0006589	SGUI1_19310.1, SGUI1_19310.2	SHAE2_21870.1
OG0006590	SGUI1_19330.1	SHAE2_21890.1
OG0006591	SGUI1_72630.1	SHAE2_76650.1
OG0006592	SGUI1_84970.1	SHAE2_89840.1, SHAE2_89840.2, SHAE2_89840.3
OG0006593	SGUI1_71070.1, SGUI1_71070.2, SGUI1_71070.3	SHAE2_75150.1, SHAE2_75150.2, SHAE2_75150.3
OG0006594	SGUI1_51980.1	SHAE2_55100.1
OG0006596	SGUI1_79250.1, SGUI1_79250.2	SHAE2_83250.1
OG0006597	SGUI1_78080.1	SHAE2_82100.1
OG0006598	SGUI1_94260.1	SHAE2_99220.1
OG0006599	SGUI1_22940.1, SGUI1_22940.2	SHAE2_25690.1
OG0006600	SGUI1_79550.1	SHAE2_83560.1
OG0006601	SGUI1_51930.1	SHAE2_55060.1
OG0006602	SGUI1_24890.1	SHAE2_27520.1
OG0006603	SGUI1_93010.1	SHAE2_98020.1
OG0006604	SGUI1_56070.1	SHAE2_59310.1
OG0006606	SGUI1_73330.1	SHAE2_77480.1
OG0006607	SGUI1_26050.1	SHAE2_28570.1
OG0006608	SGUI1_19910.1	SHAE2_22440.1
OG0006609	SGUI1_86410.1	SHAE2_91360.1
OG0006610	SGUI1_82520.1	SHAE2_85170.1
OG0006611	SGUI1_93350.1	SHAE2_98400.1
OG0006613	SGUI1_56450.1, SGUI1_56450.2	SHAE2_59670.1
OG0006614	SGUI1_65960.1	SHAE2_69820.1
OG0006615	SGUI1_33960.1	SHAE2_36950.1
OG0006616	SGUI1_71480.1	SHAE2_75550.1
OG0006617	SGUI1_70050.1, SGUI1_70050.2	SHAE2_74130.1
OG0006618	SGUI1_36970.3, SGUI1_36970.1, SGUI1_36970.2	SHAE2_40010.1
OG0006619	SGUI1_23850.1	SHAE2_25910.1
OG0006620	SGUI1_2140.1	SHAE2_2430.1
OG0006621	SGUI1_92620.1	SHAE2_97840.1
OG0006622	SGUI1_15980.1	SHAE2_18450.1
OG0006623	SGUI1_66620.1	SHAE2_70500.1
OG0006624	SGUI1_34460.1	SHAE2_37450.1
OG0006625	SGUI1_62160.1	SHAE2_65850.1
OG0006626	SGUI1_32300.1	SHAE2_34830.1
OG0006627	SGUI1_56770.1	SHAE2_60000.1
OG0006628	SGUI1_92690.1	SHAE2_97780.1
OG0006629	SGUI1_76110.1	SHAE2_80160.1
OG0006630	SGUI1_81640.1	SHAE2_86010.1
OG0006631	SGUI1_51480.1	SHAE2_54590.2, SHAE2_54590.1
OG0006632	SGUI1_39020.1	SHAE2_42120.1
OG0006633	SGUI1_70130.1	SHAE2_74200.1
OG0006634	SGUI1_40920.1	SHAE2_43850.1
OG0006635	SGUI1_6760.1	SHAE2_7680.1
OG0006636	SGUI1_24530.1	SHAE2_27080.1
OG0006637	SGUI1_43250.1	SHAE2_46110.1
OG0006637	SGUI1_43250.2	SHAE2_46110.1
OG0006638	SGUI1_96940.1	SHAE2_7720.1
OG0006639	SGUI1_80580.2	SHAE2_84510.2
OG0006639	SGUI1_80580.1	SHAE2_84510.1
OG0006641	SGUI1_76440.1	SHAE2_80460.1
OG0006642	SGUI1_64930.1	SHAE2_68730.1
OG0006643	SGUI1_58620.1	SHAE2_62210.1
OG0006644	SGUI1_24290.1	SHAE2_26840.1
OG0006645	SGUI1_61450.1	SHAE2_65120.1
OG0006646	SGUI1_51750.1	SHAE2_54880.1
OG0006647	SGUI1_66600.1	SHAE2_70480.1
OG0006648	SGUI1_66540.1	SHAE2_70440.1
OG0006649	SGUI1_72750.1	SHAE2_76740.1
OG0006650	SGUI1_47400.1	SHAE2_50690.1
OG0006651	SGUI1_11690.1	SHAE2_14360.1
OG0006652	SGUI1_23580.1	SHAE2_26330.1
OG0006653	SGUI1_64800.1	SHAE2_68600.1
OG0006654	SGUI1_66570.1	SHAE2_70470.1
OG0006655	SGUI1_34090.1	SHAE2_37090.1
OG0006656	SGUI1_34080.1	SHAE2_37080.1
OG0006657	SGUI1_25040.1	SHAE2_27640.1
OG0006658	SGUI1_77790.1	SHAE2_81800.1
OG0006659	SGUI1_34890.1	SHAE2_37850.1
OG0006660	SGUI1_85600.1	SHAE2_90530.1
OG0006661	SGUI1_72910.1	SHAE2_77030.1
OG0006662	SGUI1_15660.1	SHAE2_18050.1, SHAE2_18050.2
OG0006663	SGUI1_41950.1	SHAE2_44810.1
OG0006664	SGUI1_51100.1	SHAE2_54270.1
OG0006665	SGUI1_36440.1	SHAE2_39450.1
OG0006666	SGUI1_1300.1, SGUI1_1300.2	SHAE2_1640.1
OG0006667	SGUI1_6560.1	SHAE2_7460.1
OG0006668	SGUI1_24270.1	SHAE2_26830.1
OG0006669	SGUI1_13940.1	SHAE2_16050.1
OG0006670	SGUI1_71390.1	SHAE2_75460.1
OG0006671	SGUI1_79410.1	SHAE2_83430.2, SHAE2_83430.1
OG0006672	SGUI1_17540.1	SHAE2_20120.1
OG0006673	SGUI1_20460.1	SHAE2_23040.1
OG0006674	SGUI1_80490.1	SHAE2_84430.1
OG0006675	SGUI1_22120.1	SHAE2_24600.1
OG0006676	SGUI1_74640.1	SHAE2_78810.1
OG0006677	SGUI1_22490.1	SHAE2_25060.1
OG0006678	SGUI1_46880.1	SHAE2_50180.1
OG0006679	SGUI1_32080.1	SHAE2_34610.1
OG0006680	SGUI1_11070.1	SHAE2_13800.1
OG0006681	SGUI1_61310.1	SHAE2_64960.1
OG0006682	SGUI1_84640.1	SHAE2_89510.1, SHAE2_89510.2
OG0006683	SGUI1_19430.1, SGUI1_19420.1	SHAE2_21960.1
OG0006684	SGUI1_17880.1	SHAE2_20430.1
OG0006685	SGUI1_33550.1	SHAE2_36570.1
OG0006686	SGUI1_53530.1	SHAE2_56630.1
OG0006687	SGUI1_89160.1	SHAE2_94120.1
OG0006688	SGUI1_59380.1	SHAE2_62970.1
OG0006689	SGUI1_62000.1, SGUI1_62000.2	SHAE2_65680.1, SHAE2_65680.2, SHAE2_65680.3
OG0006690	SGUI1_61320.1	SHAE2_64970.1
OG0006691	SGUI1_77110.1	SHAE2_81140.1, SHAE2_81140.2
OG0006693	SGUI1_22950.1	SHAE2_25700.1
OG0006694	SGUI1_78490.1	SHAE2_82480.1
OG0006695	SGUI1_64080.1	SHAE2_67830.1, SHAE2_67830.2
OG0006696	SGUI1_87310.1	SHAE2_92190.1
OG0006697	SGUI1_30480.1	SHAE2_32930.1
OG0006698	SGUI1_41810.1	SHAE2_44690.1
OG0006699	SGUI1_71500.1	SHAE2_75570.1
OG0006700	SGUI1_39620.1	SHAE2_42610.1
OG0006701	SGUI1_49510.1	SHAE2_52680.1
OG0006702	SGUI1_91390.1	SHAE2_96510.1
OG0006703	SGUI1_7170.1	SHAE2_8200.2, SHAE2_8200.1
OG0006704	SGUI1_35120.1	SHAE2_38030.1
OG0006705	SGUI1_57170.1	SHAE2_60370.1
OG0006706	SGUI1_40890.1	SHAE2_43820.1
OG0006707	SGUI1_30270.1	SHAE2_32710.1
OG0006708	SGUI1_14260.1	SHAE2_16370.1
OG0006709	SGUI1_20910.1	SHAE2_23420.1
OG0006710	SGUI1_83310.1	SHAE2_87210.1
OG0006711	SGUI1_65230.1	SHAE2_69090.1
OG0006712	SGUI1_84780.1	SHAE2_89690.1
OG0006713	SGUI1_32780.1	SHAE2_35880.1
OG0006714	SGUI1_22340.1	SHAE2_24930.1
OG0006715	SGUI1_43840.1	SHAE2_46670.1, SHAE2_46670.2
OG0006716	SGUI1_45600.1	SHAE2_49390.1
OG0006717	SGUI1_91500.1	SHAE2_96620.1
OG0006718	SGUI1_22210.1	SHAE2_24700.1
OG0006719	SGUI1_46130.1	SHAE2_48680.1, SHAE2_48680.2
OG0006720	SGUI1_26590.1	SHAE2_29100.1
OG0006722	SGUI1_28270.1	SHAE2_30870.1
OG0006723	SGUI1_45610.1	SHAE2_49380.1
