Orthogroup	schistosoma_haematobium	opisthorchis_viverrini
OG0005204	SHAE2_18390.1	T265_13012
OG0005205	SHAE2_4270.1	T265_09560
OG0005206	SHAE2_55580.3, SHAE2_55580.1, SHAE2_55580.2	T265_03569
OG0005207	SHAE2_86980.1	T265_09554
OG0005208	SHAE2_58000.1, SHAE2_58000.2	T265_06101
OG0005210	SHAE2_19730.1	T265_09402
OG0005211	SHAE2_57840.1	T265_03837
OG0005212	SHAE2_10330.1	T265_06492
OG0005213	SHAE2_87900.1	T265_14519
OG0005214	SHAE2_7270.1	T265_09867
OG0005215	SHAE2_79470.1	T265_05728
OG0005216	SHAE2_2380.1	T265_08060, T265_02472
OG0005217	SHAE2_81200.1, SHAE2_81200.2	T265_10638
OG0005218	SHAE2_94000.1	T265_12075
OG0005219	SHAE2_10630.1, SHAE2_10630.2	T265_01010
OG0005220	SHAE2_5220.1	T265_11531
OG0005221	SHAE2_42020.1	T265_04997
OG0005222	SHAE2_310.1	T265_10254
OG0005223	SHAE2_76750.1	T265_00818
OG0005224	SHAE2_72430.1	T265_01432
OG0005225	SHAE2_31580.1	T265_10998
OG0005226	SHAE2_27380.1	T265_02121
OG0005227	SHAE2_8010.1	T265_03054
OG0005228	SHAE2_72400.1	T265_12794
OG0005229	SHAE2_1200.1	T265_10969
OG0005230	SHAE2_51090.2, SHAE2_51090.1	T265_13403
OG0005231	SHAE2_46780.1, SHAE2_46780.2	T265_01462
OG0005232	SHAE2_20410.1	T265_03949
OG0005233	SHAE2_22090.1	T265_11820
OG0005234	SHAE2_17220.1, SHAE2_17220.2	T265_14244
OG0005236	SHAE2_93730.1, SHAE2_93730.2	T265_04301
OG0005237	SHAE2_89920.1	T265_15641
OG0005241	SHAE2_70030.1	T265_09351
OG0005242	SHAE2_67230.1	T265_10714
OG0005244	SHAE2_18990.1	T265_05974
OG0005246	SHAE2_44300.1, SHAE2_44300.2	T265_04129
OG0005247	SHAE2_23470.1, SHAE2_23470.2	T265_07258, T265_15833
OG0005248	SHAE2_73420.1	T265_08876
OG0005249	SHAE2_15380.1, SHAE2_15380.2	T265_09395
OG0005251	SHAE2_13950.1	T265_10808
OG0005252	SHAE2_84870.1, SHAE2_84860.1, SHAE2_84860.2, SHAE2_84860.3	T265_14185
OG0005253	SHAE2_45540.1	T265_14940
OG0005254	SHAE2_17370.1	T265_16086
OG0005283	SHAE2_93130.1	T265_07745
OG0005284	SHAE2_79330.1, SHAE2_79330.2	T265_05448
OG0005285	SHAE2_33660.1	T265_12614
OG0005286	SHAE2_31830.2, SHAE2_31830.1	T265_14394
OG0005287	SHAE2_13360.1	T265_03322
OG0005289	SHAE2_51240.1	T265_00459, T265_12550, T265_00460
OG0005290	SHAE2_44820.1	T265_04696
OG0005291	SHAE2_44430.1	T265_06357
OG0005292	SHAE2_47440.1	T265_11219
OG0005293	SHAE2_64050.1	T265_04198
OG0005294	SHAE2_59940.1	T265_12032, T265_14151, T265_06837
OG0005295	SHAE2_60520.1	T265_04038
OG0005296	SHAE2_47470.2, SHAE2_47470.1	T265_15709
OG0005297	SHAE2_87130.1	T265_08431, T265_15812
OG0005298	SHAE2_45190.1	T265_08102
OG0005300	SHAE2_94570.1	T265_05373
OG0005301	SHAE2_75560.1	T265_10884, T265_00030
OG0005302	SHAE2_21680.1	T265_12789
OG0005303	SHAE2_58840.1, SHAE2_58810.1	T265_01240
OG0005304	SHAE2_93920.1	T265_03830
OG0005305	SHAE2_39780.1	T265_15316
OG0005307	SHAE2_42160.1	T265_08389
OG0005309	SHAE2_26970.1	T265_02112
OG0005310	SHAE2_1420.2, SHAE2_1420.3, SHAE2_1420.1	T265_07235, T265_00714
OG0005313	SHAE2_25790.1	T265_16115
OG0005314	SHAE2_22800.3, SHAE2_22800.1, SHAE2_22800.2	T265_05533
OG0005315	SHAE2_61500.1	T265_14506
OG0005316	SHAE2_87050.1, SHAE2_87060.1	T265_11658
OG0005317	SHAE2_63660.1	T265_07010
OG0005318	SHAE2_31480.1	T265_01887
OG0005319	SHAE2_66700.1	T265_10135
OG0005322	SHAE2_93660.1	T265_07323
OG0005323	SHAE2_30630.1, SHAE2_30630.2	T265_06465
OG0005325	SHAE2_33640.1, SHAE2_33640.2	T265_14272
OG0005326	SHAE2_8170.1	T265_13164, T265_03069
OG0005327	SHAE2_20810.1, SHAE2_20810.2	T265_00848
OG0005328	SHAE2_66260.2, SHAE2_66260.1	T265_08920, T265_14707
OG0005329	SHAE2_18440.1	T265_15005
OG0005330	SHAE2_85880.1	T265_15013
OG0005331	SHAE2_94260.1	T265_08643
OG0005332	SHAE2_95350.1	T265_05960
OG0005333	SHAE2_24580.1	T265_11922
OG0005334	SHAE2_16630.1	T265_10821
OG0005335	SHAE2_82040.2, SHAE2_82040.1, SHAE2_82040.3	T265_11353
OG0005336	SHAE2_14410.1, SHAE2_14410.3, SHAE2_14410.2	T265_09502, T265_09503
OG0005337	SHAE2_26630.1	T265_04235
OG0005338	SHAE2_52260.1	T265_10177
OG0005339	SHAE2_59960.1	T265_03833
OG0005340	SHAE2_96270.1, SHAE2_96270.2, SHAE2_96280.1	T265_09594, T265_12878
OG0005341	SHAE2_17160.1, SHAE2_17160.2	T265_10224
OG0005343	SHAE2_82880.1, SHAE2_82880.2	T265_02785, T265_02786, T265_02784
OG0005345	SHAE2_41600.1, SHAE2_41600.3, SHAE2_41600.2	T265_14061
OG0005346	SHAE2_12160.1	T265_02105, T265_12925
OG0005347	SHAE2_69870.1, SHAE2_69870.3, SHAE2_69870.2	T265_05626
OG0005349	SHAE2_740.1, SHAE2_760.1	T265_06704
OG0005350	SHAE2_6930.1, SHAE2_6930.4, SHAE2_6930.5, SHAE2_6930.6, SHAE2_6930.2, SHAE2_6930.3	T265_09936
OG0005351	SHAE2_55650.1, SHAE2_55650.2	T265_03561
OG0005352	SHAE2_2810.1	T265_00939
OG0005353	SHAE2_98090.2, SHAE2_98090.1	T265_04816
OG0005354	SHAE2_37960.1	T265_11724
OG0005355	SHAE2_42440.1	T265_09734
OG0005356	SHAE2_73140.1	T265_01689, T265_10747
OG0005358	SHAE2_49240.1	T265_05286
OG0005359	SHAE2_21400.1	T265_05489
OG0005360	SHAE2_21850.1	T265_15263
OG0005361	SHAE2_17400.2, SHAE2_17400.1, SHAE2_17400.3	T265_05573
OG0005362	SHAE2_71460.2, SHAE2_71460.1	T265_15197
OG0005363	SHAE2_1410.1	T265_14241
OG0005364	SHAE2_52380.1	T265_02141
OG0005365	SHAE2_20040.1	T265_03189
OG0005366	SHAE2_17460.1	T265_15118
OG0005367	SHAE2_26260.1	T265_01079
OG0005368	SHAE2_24750.1	T265_02254
OG0005369	SHAE2_37910.1, SHAE2_37910.2	T265_04513
OG0005371	SHAE2_37880.1, SHAE2_37880.2	T265_04511
OG0005372	SHAE2_27840.1	T265_05027
OG0005373	SHAE2_97670.1	T265_06855, T265_07464
OG0005374	SHAE2_23980.1	T265_12656
OG0005376	SHAE2_65460.1	T265_01452
OG0005377	SHAE2_32400.1	T265_05210
OG0005378	SHAE2_46850.1, SHAE2_46850.2, SHAE2_46850.3	T265_01504
OG0005379	SHAE2_59460.1	T265_00306, T265_12511
OG0005380	SHAE2_2450.1, SHAE2_2450.2	T265_08674
OG0005381	SHAE2_8000.1	T265_03055, T265_03056
OG0005382	SHAE2_100280.1	T265_07943
OG0005383	SHAE2_42690.1	T265_10764
OG0005384	SHAE2_87350.1	T265_15266
OG0005385	SHAE2_12980.1	T265_05325, T265_06130
OG0005386	SHAE2_35830.1	T265_12619
OG0005387	SHAE2_30300.1	T265_08575
OG0005388	SHAE2_27880.1, SHAE2_27880.3, SHAE2_27880.2	T265_03712
OG0005389	SHAE2_49090.1, SHAE2_49090.2	T265_03975
OG0005390	SHAE2_101350.1	T265_15462
OG0005391	SHAE2_62420.1	T265_05845
OG0005392	SHAE2_54600.1	T265_01365
OG0005393	SHAE2_54580.1	T265_01362
OG0005395	SHAE2_76090.1	T265_12943
OG0005396	SHAE2_15210.1	T265_10275
OG0005397	SHAE2_47180.1	T265_08517
OG0005398	SHAE2_28530.1, SHAE2_28530.2	T265_12702, T265_16153
OG0005399	SHAE2_13880.1	T265_05139
OG0005400	SHAE2_13130.1	T265_14743
OG0005402	SHAE2_60490.1	T265_02356
OG0005404	SHAE2_19780.1	T265_09420
OG0005405	SHAE2_95600.1, SHAE2_95600.3, SHAE2_95600.2	T265_08404
OG0005406	SHAE2_71900.1, SHAE2_71900.2	T265_12567
OG0005407	SHAE2_55190.1	T265_04295
OG0005408	SHAE2_95950.1, SHAE2_95950.2	T265_02634
OG0005409	SHAE2_33800.1	T265_02973
OG0005410	SHAE2_10590.1	T265_04348
OG0005411	SHAE2_97520.1, SHAE2_97520.2, SHAE2_97510.1	T265_13356
OG0005412	SHAE2_66250.1	T265_08661
OG0005413	SHAE2_82910.3, SHAE2_82910.1, SHAE2_82910.2	T265_11492
OG0005414	SHAE2_74850.1	T265_15840
OG0005415	SHAE2_32300.1	T265_10057
OG0005416	SHAE2_27010.1	T265_15035
OG0005417	SHAE2_4480.1	T265_10864
OG0005418	SHAE2_50640.1	T265_10182
OG0005419	SHAE2_72060.1	T265_03907
OG0005420	SHAE2_40070.1	T265_07983
OG0005421	SHAE2_84060.1	T265_04877
OG0005423	SHAE2_30850.1	T265_04323
OG0005424	SHAE2_85970.1	T265_04982, T265_04980
OG0005425	SHAE2_86020.1, SHAE2_86020.3, SHAE2_86020.2	T265_13652, T265_13651, T265_13653
OG0005427	SHAE2_100500.1	T265_07946
OG0005428	SHAE2_92440.2, SHAE2_92440.1	T265_15255
OG0005430	SHAE2_47690.1	T265_14216
OG0005431	SHAE2_82510.1	T265_07854
OG0005432	SHAE2_86190.1	T265_08271
OG0005433	SHAE2_82420.6, SHAE2_82420.1, SHAE2_82420.2, SHAE2_82420.3, SHAE2_82420.5, SHAE2_82420.4	T265_05782
OG0005434	SHAE2_29070.1	T265_13327, T265_15957
OG0005435	SHAE2_101200.1	T265_09698
OG0005436	SHAE2_62190.1	T265_00622
OG0005438	SHAE2_13040.1	T265_06134
OG0005439	SHAE2_47890.1	T265_05891
OG0005440	SHAE2_76590.1, SHAE2_76590.2	T265_01331
OG0005441	SHAE2_95980.1	T265_01872
OG0005442	SHAE2_31670.1	T265_12628
OG0005443	SHAE2_65480.1	T265_05614
OG0005444	SHAE2_20920.2, SHAE2_20920.1	T265_02921
OG0005446	SHAE2_48060.1, SHAE2_48060.2	T265_15324
OG0005447	SHAE2_69110.2, SHAE2_69110.1	T265_00188
OG0005448	SHAE2_37970.1	T265_06100
OG0005449	SHAE2_68780.1	T265_09333, T265_09332
OG0005450	SHAE2_64090.1	T265_10981
OG0005451	SHAE2_86760.1	T265_09425
OG0005453	SHAE2_65630.1	T265_11126
OG0005454	SHAE2_55160.1	T265_02688
OG0005455	SHAE2_53480.1, SHAE2_53460.3, SHAE2_53460.1, SHAE2_53460.2, SHAE2_53460.4	T265_11461
OG0005457	SHAE2_50090.1	T265_00065
OG0005459	SHAE2_1580.1, SHAE2_1580.2	T265_13122, T265_02913
OG0005460	SHAE2_74950.1	T265_12950
OG0005461	SHAE2_28840.1	T265_10012
OG0005462	SHAE2_91280.1, SHAE2_91280.2	T265_12786
OG0005463	SHAE2_22810.1, SHAE2_22820.1	T265_05511
OG0005464	SHAE2_54420.1, SHAE2_54420.2	T265_00131, T265_12275
OG0005465	SHAE2_95940.1	T265_03813
OG0005466	SHAE2_74650.1	T265_11553
OG0005467	SHAE2_67890.1, SHAE2_67890.3, SHAE2_67890.4, SHAE2_67890.2	T265_09793
OG0005468	SHAE2_23050.1	T265_06677
OG0005469	SHAE2_72050.1	T265_07684
OG0005472	SHAE2_77710.1	T265_04851
OG0005476	SHAE2_42740.1, SHAE2_42740.2, SHAE2_42740.3	T265_03001
OG0005477	SHAE2_43410.1	T265_11475
OG0005478	SHAE2_62000.1	T265_00646
OG0005479	SHAE2_80190.2, SHAE2_80190.1, SHAE2_80190.3	T265_02835
OG0005480	SHAE2_77920.1	T265_01791
OG0005481	SHAE2_19840.1, SHAE2_19840.2	T265_14797
OG0005482	SHAE2_44620.1	T265_07135
OG0005483	SHAE2_42990.1, SHAE2_42990.2	T265_11993
OG0005484	SHAE2_24210.1	T265_11055
OG0005485	SHAE2_54330.1	T265_12648
OG0005486	SHAE2_74170.1	T265_01953
OG0005487	SHAE2_25640.1, SHAE2_25640.3, SHAE2_25640.4, SHAE2_25640.2	T265_05597, T265_13821
OG0005488	SHAE2_97230.1	T265_00563
OG0005490	SHAE2_36610.1, SHAE2_36610.2	T265_07627
OG0005491	SHAE2_97020.1	T265_11285
OG0005492	SHAE2_97790.1	T265_06514
OG0005493	SHAE2_55860.1	T265_02886
OG0005494	SHAE2_5890.1	T265_13149
OG0005496	SHAE2_99000.1	T265_13611
OG0005497	SHAE2_26470.1	T265_03756
OG0005499	SHAE2_93530.1	T265_03783
OG0005500	SHAE2_23340.1	T265_00880, T265_15018
OG0005502	SHAE2_102170.1	T265_09319
OG0005503	SHAE2_42200.3, SHAE2_42200.2, SHAE2_42200.1, SHAE2_42200.4	T265_05012
OG0005504	SHAE2_87330.1	T265_15476
OG0005505	SHAE2_82680.1	T265_15216
OG0005506	SHAE2_94680.1, SHAE2_94680.2	T265_01863
OG0005507	SHAE2_92740.1	T265_03828
OG0005508	SHAE2_1860.2, SHAE2_1860.1	T265_05267
OG0005509	SHAE2_99280.1	T265_15724
OG0005510	SHAE2_96870.1	T265_04306
OG0005511	SHAE2_82380.1	T265_01328
OG0005512	SHAE2_7300.1	T265_09144
OG0005513	SHAE2_95060.1, SHAE2_95060.2	T265_03550
OG0005514	SHAE2_27110.1	T265_10018
OG0005515	SHAE2_60510.1	T265_11300
OG0005516	SHAE2_19760.4, SHAE2_19760.1, SHAE2_19760.2, SHAE2_19760.3	T265_03191, T265_03192
OG0005517	SHAE2_67480.1, SHAE2_67480.2	T265_08930
OG0005518	SHAE2_28310.1	T265_05390
OG0005519	SHAE2_38120.1	T265_14962, T265_16085
OG0005520	SHAE2_65440.3, SHAE2_65440.1, SHAE2_65440.2	T265_06161
OG0005521	SHAE2_83300.1	T265_03986
OG0005522	SHAE2_36820.1, SHAE2_36820.2, SHAE2_36820.3	T265_15147
OG0005523	SHAE2_89080.1	T265_13005, T265_16171
OG0005524	SHAE2_2060.1	T265_10230
OG0005525	SHAE2_62470.1	T265_08202
OG0005526	SHAE2_41240.1, SHAE2_41230.1	T265_08059
OG0005530	SHAE2_14120.1	T265_08534
OG0005531	SHAE2_10530.1, SHAE2_10530.2	T265_01390
OG0005532	SHAE2_16350.2, SHAE2_16350.1	T265_14747
OG0005535	SHAE2_49910.1	T265_07286
OG0005538	SHAE2_52030.1, SHAE2_52030.2, SHAE2_52030.3	T265_00113
OG0005539	SHAE2_32570.1, SHAE2_32570.2	T265_13052
OG0005540	SHAE2_63720.1	T265_08055
OG0005544	SHAE2_25710.1	T265_02659
OG0005545	SHAE2_4880.1	T265_06655, T265_06656
OG0005546	SHAE2_12090.1	T265_12984
OG0005547	SHAE2_41220.1	T265_14463
OG0005566	SHAE2_80380.1	T265_05784
OG0005567	SHAE2_15260.1, SHAE2_15260.3, SHAE2_15260.2	T265_05147
OG0005570	SHAE2_34870.1, SHAE2_34870.2	T265_13520
OG0005571	SHAE2_50070.1	T265_00062
OG0005572	SHAE2_71470.1	T265_15288
OG0005573	SHAE2_11630.1, SHAE2_11630.3, SHAE2_11630.2	T265_11449
OG0005574	SHAE2_91660.1, SHAE2_91660.2	T265_14050
OG0005575	SHAE2_72300.1	T265_03162
OG0005576	SHAE2_72070.1	T265_08870
OG0005577	SHAE2_91300.1	T265_02626
OG0005578	SHAE2_52550.1	T265_05284, T265_01975, T265_05283
OG0005579	SHAE2_12330.1, SHAE2_12330.2	T265_04553
OG0005580	SHAE2_54450.1	T265_12456
OG0005581	SHAE2_32230.1	T265_14696
OG0005583	SHAE2_91570.1	T265_08895
OG0005584	SHAE2_99470.1	T265_02735
OG0005585	SHAE2_100740.1	T265_13551
OG0005586	SHAE2_100730.1, SHAE2_100730.2	T265_04631
OG0005587	SHAE2_82440.1	T265_08836
OG0005588	SHAE2_30550.1, SHAE2_30550.2	T265_06462
OG0005589	SHAE2_63230.1	T265_10140
OG0005590	SHAE2_19880.2, SHAE2_19880.1	T265_02090
OG0005591	SHAE2_69610.3, SHAE2_69610.1	T265_11829
OG0005593	SHAE2_75980.1	T265_02336
OG0005594	SHAE2_74010.1	T265_00035
OG0005595	SHAE2_66440.1, SHAE2_66440.2	T265_03128
OG0005596	SHAE2_70730.1, SHAE2_70730.2	T265_10450
OG0005597	SHAE2_89100.1	T265_13001
OG0005598	SHAE2_81040.1	T265_00090
OG0005599	SHAE2_57900.1, SHAE2_57900.2	T265_12744
OG0005600	SHAE2_21640.2, SHAE2_21640.1	T265_01613, T265_02081, T265_01614
OG0005601	SHAE2_25090.1	T265_01074, T265_07975
OG0005602	SHAE2_24980.1	T265_05680
OG0005603	SHAE2_68680.1, SHAE2_68680.2	T265_10595
OG0005604	SHAE2_32290.2, SHAE2_32290.3, SHAE2_32290.1	T265_14820
OG0005605	SHAE2_39050.1	T265_00735
OG0005606	SHAE2_84160.1	T265_01778, T265_01779
OG0005607	SHAE2_94950.1	T265_08644
OG0005608	SHAE2_70650.1, SHAE2_70650.2	T265_14383
OG0005609	SHAE2_65390.1	T265_15052
OG0005610	SHAE2_2500.1	T265_14713
OG0005611	SHAE2_96760.1	T265_13473, T265_04313
OG0005612	SHAE2_99020.1	T265_02912, T265_11062
OG0005614	SHAE2_30750.1	T265_10058
OG0005615	SHAE2_31420.1	T265_01886
OG0005616	SHAE2_31410.1	T265_01885, T265_12128
OG0005617	SHAE2_41850.2, SHAE2_41850.1, SHAE2_41850.3	T265_13433
OG0005618	SHAE2_53140.1, SHAE2_53140.2	T265_08821
OG0005619	SHAE2_53520.1	T265_06768
OG0005620	SHAE2_94550.1	T265_05375
OG0005621	SHAE2_92650.1	T265_06150
OG0005622	SHAE2_610.1	T265_05245
OG0005623	SHAE2_79670.1	T265_09835, T265_12397
OG0005625	SHAE2_13250.1	T265_04392, T265_04393
OG0005626	SHAE2_46620.1	T265_05055
OG0005627	SHAE2_25490.1, SHAE2_25490.3, SHAE2_25490.2	T265_10410
OG0005628	SHAE2_42230.1	T265_09104
OG0005629	SHAE2_34180.1	T265_11995, T265_15653
OG0005630	SHAE2_90250.1	T265_15104
OG0005631	SHAE2_58270.1	T265_10242
OG0005632	SHAE2_100710.1, SHAE2_100710.2	T265_10093
OG0005633	SHAE2_12460.1	T265_04541
OG0005634	SHAE2_25010.1	T265_13921
OG0005635	SHAE2_3550.1	T265_00211
OG0005636	SHAE2_41610.1	T265_06536
OG0005637	SHAE2_84540.1	T265_11903
OG0005638	SHAE2_81650.1, SHAE2_81650.2	T265_02937
OG0005639	SHAE2_77640.1	T265_05902
OG0005641	SHAE2_77900.1	T265_00803
OG0005642	SHAE2_101690.2, SHAE2_101690.1	T265_05646
OG0005643	SHAE2_31740.1	T265_06739
OG0005644	SHAE2_80980.1	T265_02170
OG0005645	SHAE2_62870.1, SHAE2_62870.2, SHAE2_62870.3	T265_00481
OG0005647	SHAE2_59320.1	T265_12426
OG0005648	SHAE2_43090.1	T265_02569
OG0005649	SHAE2_53700.1, SHAE2_53700.2, SHAE2_53700.3	T265_01356
OG0005650	SHAE2_68950.1	T265_03915
OG0005652	SHAE2_51310.1	T265_09909
OG0005654	SHAE2_77150.1	T265_04874, T265_13622
OG0005655	SHAE2_29560.1	T265_04225
OG0005656	SHAE2_93250.1, SHAE2_93250.2	T265_04764
OG0005657	SHAE2_14010.1	T265_12479, T265_00202
OG0005659	SHAE2_19120.1, SHAE2_19120.2	T265_10330
OG0005660	SHAE2_76220.3, SHAE2_76220.1, SHAE2_76220.2, SHAE2_76220.4	T265_02166
OG0005661	SHAE2_7430.1	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880
OG0005662	SHAE2_46140.1	T265_01481
OG0005664	SHAE2_27610.1	T265_16080
OG0005665	SHAE2_51460.2, SHAE2_51460.1	T265_02439
OG0005666	SHAE2_95520.1, SHAE2_95520.2	T265_04890
OG0005668	SHAE2_4130.1	T265_04543
OG0005669	SHAE2_59450.1	T265_00307
OG0005670	SHAE2_89760.1	T265_15339
OG0005671	SHAE2_13980.1, SHAE2_13980.2, SHAE2_13980.3	T265_00199
OG0005672	SHAE2_50620.1	T265_00025
OG0005673	SHAE2_50670.1	T265_00026
OG0005674	SHAE2_28420.1	T265_14069
OG0005675	SHAE2_43620.1	T265_14702
OG0005677	SHAE2_6420.1, SHAE2_6420.2, SHAE2_6420.3	T265_12490
OG0005678	SHAE2_63730.1	T265_08052
OG0005679	SHAE2_93890.1	T265_05347
OG0005681	SHAE2_73580.1	T265_02059
OG0005683	SHAE2_38660.1	T265_00556, T265_00555, T265_00558
OG0005684	SHAE2_52530.1	T265_13286
OG0005685	SHAE2_15830.1	T265_04563
OG0005686	SHAE2_95590.1	T265_02644
OG0005687	SHAE2_70110.1, SHAE2_70110.2, SHAE2_70110.3	T265_07614
OG0005688	SHAE2_840.1	T265_06908
OG0005689	SHAE2_75220.1	T265_12982
OG0005690	SHAE2_55920.1	T265_13741
OG0005691	SHAE2_99260.1	T265_14083
OG0005692	SHAE2_50540.2	T265_03304
OG0005693	SHAE2_1550.1	T265_09417
OG0005694	SHAE2_52440.1	T265_05938
OG0005695	SHAE2_52580.1	T265_13862, T265_05792
OG0005697	SHAE2_20580.1	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772
OG0005699	SHAE2_22410.1, SHAE2_22410.2	T265_05508
OG0005700	SHAE2_75950.1	T265_08200
OG0005701	SHAE2_61380.1, SHAE2_61380.2	T265_10795, T265_12238
OG0005702	SHAE2_69430.1	T265_06068, T265_13996
OG0005703	SHAE2_37300.1, SHAE2_37300.2	T265_08410
OG0005704	SHAE2_43760.1, SHAE2_43760.2	T265_04448
OG0005705	SHAE2_57140.1	T265_13838
OG0005706	SHAE2_59540.1	T265_04867
OG0005707	SHAE2_69500.2, SHAE2_69500.1	T265_09880
OG0005709	SHAE2_29910.1, SHAE2_29910.2	T265_10125
OG0005710	SHAE2_37580.1	T265_14076, T265_14078, T265_00920
OG0005712	SHAE2_94830.1	T265_04155
OG0005713	SHAE2_70460.1	T265_13995
OG0005714	SHAE2_96290.1	T265_07566
OG0005715	SHAE2_78990.1	T265_02163
OG0005716	SHAE2_54160.1, SHAE2_54160.2	T265_00293
OG0005717	SHAE2_79740.1	T265_01752
OG0005718	SHAE2_52870.1	T265_10025
OG0005719	SHAE2_38560.1	T265_04450
OG0005720	SHAE2_89170.1	T265_14184
OG0005722	SHAE2_98610.1	T265_10194
OG0005723	SHAE2_45760.2, SHAE2_45760.3	T265_04137
OG0005724	SHAE2_11220.2, SHAE2_11220.3, SHAE2_11220.1	T265_01588
OG0005725	SHAE2_88730.1	T265_02382
OG0005726	SHAE2_56270.1	T265_12453
OG0005727	SHAE2_73250.1	T265_05161
OG0005728	SHAE2_93180.1	T265_04760
OG0005729	SHAE2_69120.1	T265_08666
OG0005730	SHAE2_99550.1, SHAE2_99540.1	T265_13080
OG0005731	SHAE2_86070.1	T265_02245
OG0005732	SHAE2_29670.1	T265_10389, T265_16193
OG0005733	SHAE2_26500.1, SHAE2_26500.2	T265_05681
OG0005734	SHAE2_46330.1	T265_15232
OG0005735	SHAE2_97910.1	T265_11765
OG0005736	SHAE2_74340.1, SHAE2_74340.2	T265_12755
OG0005737	SHAE2_67840.1	T265_00624, T265_02522
OG0005738	SHAE2_5380.1	T265_11159, T265_16149
OG0005739	SHAE2_32070.2, SHAE2_32070.1	T265_01925
OG0005740	SHAE2_83960.1	T265_13120
OG0005741	SHAE2_91720.1	T265_04882
OG0005742	SHAE2_102740.1	T265_13047
OG0005743	SHAE2_18420.1	T265_03071
OG0005744	SHAE2_18170.1	T265_10649
OG0005745	SHAE2_67290.1	T265_03355
OG0005746	SHAE2_31500.1	T265_02952
OG0005747	SHAE2_47780.1	T265_04470, T265_08799
OG0005748	SHAE2_91490.2, SHAE2_91490.1, SHAE2_91490.3	T265_13853
OG0005749	SHAE2_63930.1, SHAE2_63800.1	T265_00632
OG0005750	SHAE2_101380.1	T265_15268
OG0005751	SHAE2_37020.1	T265_07039
OG0005753	SHAE2_84570.1, SHAE2_84570.2, SHAE2_84570.3	T265_05928, T265_00174, T265_02962
OG0005754	SHAE2_93020.1	T265_01370
OG0005755	SHAE2_27420.1, SHAE2_27420.2	T265_13833
OG0005756	SHAE2_29940.1	T265_09096
OG0005758	SHAE2_76160.1	T265_15767
OG0005760	SHAE2_51400.1	T265_13006
OG0005762	SHAE2_65880.2, SHAE2_65880.3, SHAE2_65880.1	T265_06999, T265_15869
OG0005763	SHAE2_97100.1	T265_14562
OG0005764	SHAE2_69290.1, SHAE2_69300.2, SHAE2_69300.1	T265_01401
OG0005765	SHAE2_28110.1, SHAE2_28110.2, SHAE2_28110.3	T265_02549
OG0005766	SHAE2_90220.1	T265_07109
OG0005767	SHAE2_84650.1	T265_05293
OG0005768	SHAE2_34370.1	T265_15039
OG0005769	SHAE2_15880.1	T265_04564
OG0005770	SHAE2_44030.1	T265_08813
OG0005771	SHAE2_56200.1	T265_02692
OG0005772	SHAE2_86240.1	T265_11297
OG0005773	SHAE2_74070.1	T265_07555
OG0005774	SHAE2_70320.1	T265_00539
OG0005775	SHAE2_45150.1	T265_10318
OG0005776	SHAE2_92240.1	T265_05775
OG0005777	SHAE2_45400.1	T265_05076
OG0005778	SHAE2_72550.1	T265_11844
OG0005779	SHAE2_73170.1	T265_02003
OG0005780	SHAE2_98460.1	T265_14551
OG0005782	SHAE2_47100.1	T265_14704
OG0005783	SHAE2_93980.1	T265_00399
OG0005784	SHAE2_103310.1	T265_07736
OG0005786	SHAE2_16030.1, SHAE2_16030.2	T265_04169
OG0005787	SHAE2_1110.1	T265_00243
OG0005788	SHAE2_14100.1	T265_03214, T265_13190
OG0005790	SHAE2_74770.1	T265_09946
OG0005791	SHAE2_47380.1	T265_05057
OG0005792	SHAE2_4200.1	T265_05239
OG0005793	SHAE2_7250.1, SHAE2_7250.2, SHAE2_7250.3	T265_09807
OG0005794	SHAE2_4740.1	T265_07563
OG0005795	SHAE2_101280.1	T265_08753
OG0005796	SHAE2_5570.1, SHAE2_5570.2	T265_09148
OG0005797	SHAE2_100720.1	T265_04637
OG0005798	SHAE2_75650.1, SHAE2_75650.2, SHAE2_75650.3	T265_03990
OG0005799	SHAE2_22640.1	T265_03670
OG0005800	SHAE2_88750.1, SHAE2_88750.2, SHAE2_88750.3, SHAE2_88750.4	T265_07697
OG0005801	SHAE2_17410.1	T265_02096, T265_02093
OG0005802	SHAE2_80480.1, SHAE2_80480.2	T265_02201
OG0005803	SHAE2_62010.1	T265_00647
OG0005804	SHAE2_97980.1	T265_05300
OG0005805	SHAE2_74400.2, SHAE2_74400.1	T265_11376
OG0005806	SHAE2_86690.1, SHAE2_86690.2	T265_01699
OG0005807	SHAE2_84550.1	T265_10239
OG0005808	SHAE2_42300.1, SHAE2_42300.2	T265_02555
OG0005809	SHAE2_31200.1, SHAE2_31200.2	T265_10830
OG0005810	SHAE2_92710.1	T265_03823
OG0005811	SHAE2_14970.1	T265_03204
OG0005812	SHAE2_42860.1, SHAE2_42860.2	T265_08980
OG0005813	SHAE2_76360.1	T265_13063
OG0005814	SHAE2_16440.1	T265_09505
OG0005815	SHAE2_69580.1	T265_00587
OG0005816	SHAE2_15180.1	T265_06483
OG0005817	SHAE2_33140.1	T265_06231
OG0005818	SHAE2_95430.1	T265_13477
OG0005819	SHAE2_55970.1	T265_07650
OG0005820	SHAE2_66860.1	T265_14348
