Orthogroup	schistosoma_haematobium	schistosoma_bovis
OG0006122	SHAE2_31860.1	SBOV2_38060.1
OG0006123	SHAE2_64290.1	SBOV2_59840.1
OG0006125	SHAE2_78860.1	SBOV2_73490.1
OG0006126	SHAE2_66160.1	SBOV2_61600.1
OG0006127	SHAE2_45950.1	SBOV2_42310.1, SBOV2_42310.2
OG0006128	SHAE2_39960.1	SBOV2_30630.3, SBOV2_30630.1, SBOV2_30630.2
OG0006129	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2	SBOV2_13140.1
OG0006130	SHAE2_30270.1	SBOV2_39580.1
OG0006131	SHAE2_67160.1	SBOV2_62600.1
OG0006132	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3	SBOV2_54010.1
OG0006133	SHAE2_73530.1, SHAE2_73530.2	SBOV2_68490.1
OG0006134	SHAE2_22830.1	SBOV2_19890.1
OG0006135	SHAE2_2260.1	SBOV2_1990.1
OG0006136	SHAE2_81210.1	SBOV2_75850.1
OG0006137	SHAE2_22290.1	SBOV2_20430.1, SBOV2_20430.2
OG0006138	SHAE2_8340.1	SBOV2_7610.1
OG0006139	SHAE2_15110.1	SBOV2_12980.1
OG0006139	SHAE2_15110.1	SBOV2_96270.1
OG0006140	SHAE2_77830.1	SBOV2_72580.1
OG0006141	SHAE2_32910.1	SBOV2_36940.1
OG0006142	SHAE2_83970.1	SBOV2_78620.1, SBOV2_78620.2
OG0006143	SHAE2_20780.1, SHAE2_20780.2	SBOV2_18050.1, SBOV2_18050.2
OG0006144	SHAE2_65050.1	SBOV2_60520.1, SBOV2_60520.2, SBOV2_60520.3, SBOV2_60520.4
OG0006145	SHAE2_41800.1	SBOV2_28900.1
OG0006146	SHAE2_82390.1	SBOV2_77000.1
OG0006147	SHAE2_93610.1	SBOV2_87430.1
OG0006148	SHAE2_73620.1	SBOV2_68620.1
OG0006149	SHAE2_7770.1	SBOV2_8210.1
OG0006150	SHAE2_34040.3, SHAE2_34040.1, SHAE2_34040.2	SBOV2_35870.1, SBOV2_35870.2
OG0006151	SHAE2_44500.1, SHAE2_44500.2	SBOV2_26240.1
OG0006152	SHAE2_94610.1	SBOV2_88930.1, SBOV2_88930.2, SBOV2_88930.5, SBOV2_88930.6, SBOV2_88930.3, SBOV2_88930.4
OG0006153	SHAE2_64470.1, SHAE2_64470.2	SBOV2_59980.1
OG0006154	SHAE2_91450.1	SBOV2_85320.1
OG0006155	SHAE2_23380.2	SBOV2_19350.1
OG0006156	SHAE2_81230.1, SHAE2_81230.2, SHAE2_81230.3	SBOV2_75870.1
OG0006157	SHAE2_47870.1, SHAE2_47870.2	SBOV2_44240.1
OG0006158	SHAE2_22320.1	SBOV2_20400.1
OG0006159	SHAE2_25740.1	SBOV2_22940.1
OG0006161	SHAE2_90310.1	SBOV2_84230.1
OG0006162	SHAE2_21170.1	SBOV2_18400.1
OG0006163	SHAE2_1920.1	SBOV2_1660.1
OG0006164	SHAE2_560.1	SBOV2_390.1
OG0006165	SHAE2_74780.1, SHAE2_74780.2	SBOV2_69780.1
OG0006166	SHAE2_50680.1	SBOV2_46750.1, SBOV2_46750.2
OG0006167	SHAE2_86130.1, SHAE2_86150.1	SBOV2_80920.2, SBOV2_80920.3, SBOV2_80920.1
OG0006168	SHAE2_95820.1	SBOV2_87770.1
OG0006170	SHAE2_15190.1	SBOV2_13080.1
OG0006171	SHAE2_4420.2, SHAE2_4420.1	SBOV2_3920.1
OG0006172	SHAE2_46890.1	SBOV2_43120.1
OG0006173	SHAE2_21990.1	SBOV2_20730.1
OG0006174	SHAE2_21430.1	SBOV2_18710.1
OG0006175	SHAE2_92810.1	SBOV2_86720.1
OG0006176	SHAE2_96050.1	SBOV2_89710.1
OG0006177	SHAE2_92530.1	SBOV2_86420.1
OG0006178	SHAE2_92090.1	SBOV2_85980.1
OG0006179	SHAE2_48710.1, SHAE2_48710.2	SBOV2_45430.1, SBOV2_45430.2
OG0006180	SHAE2_54700.1, SHAE2_54700.2	SBOV2_54100.2
OG0006181	SHAE2_83770.1, SHAE2_83770.2	SBOV2_78370.1
OG0006182	SHAE2_34800.1	SBOV2_35150.6
OG0006182	SHAE2_34800.2	SBOV2_35150.1
OG0006182	SHAE2_34800.2	SBOV2_35150.2
OG0006183	SHAE2_34760.1	SBOV2_35190.1
OG0006183	SHAE2_34960.1	SBOV2_34970.1, SBOV2_34970.2
OG0006184	SHAE2_43340.1	SBOV2_27370.1
OG0006185	SHAE2_51100.1	SBOV2_47180.1
OG0006186	SHAE2_98180.1	SBOV2_91730.1
OG0006187	SHAE2_45770.1	SBOV2_42130.1, SBOV2_42130.2, SBOV2_42130.3
OG0006188	SHAE2_45820.1	SBOV2_42180.1
OG0006189	SHAE2_101040.1	SBOV2_94540.1
OG0006190	SHAE2_101110.1, SHAE2_101110.2, SHAE2_101110.3	SBOV2_94630.1, SBOV2_94630.2
OG0006191	SHAE2_101950.4, SHAE2_101950.2, SHAE2_101950.1, SHAE2_101950.3	SBOV2_95760.3, SBOV2_95760.1, SBOV2_95760.2
OG0006192	SHAE2_96000.1	SBOV2_87620.2, SBOV2_87630.1, SBOV2_87620.1, SBOV2_87620.3, SBOV2_87620.4
OG0006195	SHAE2_76290.1	SBOV2_71240.1
OG0006196	SHAE2_80670.1	SBOV2_75270.1
OG0006197	SHAE2_70640.1, SHAE2_70640.2	SBOV2_66020.1, SBOV2_66020.2
OG0006198	SHAE2_34710.1	SBOV2_35230.1
OG0006199	SHAE2_28810.1	SBOV2_41010.1, SBOV2_41010.2, SBOV2_41010.3
OG0006200	SHAE2_27730.1	SBOV2_24960.1
OG0006201	SHAE2_26190.1	SBOV2_23260.1
OG0006202	SHAE2_25040.1	SBOV2_22310.1
OG0006203	SHAE2_46410.1, SHAE2_46410.2	SBOV2_42820.1
OG0006204	SHAE2_39670.1	SBOV2_30960.1
OG0006205	SHAE2_20240.1	SBOV2_17540.1
OG0006206	SHAE2_16120.1	SBOV2_14000.1
OG0006207	SHAE2_22900.1	SBOV2_19840.1, SBOV2_19840.5
OG0006208	SHAE2_2590.1	SBOV2_2310.1
OG0006209	SHAE2_2830.1	SBOV2_2560.1
OG0006210	SHAE2_8270.2, SHAE2_8270.3, SHAE2_8270.1	SBOV2_7700.1, SBOV2_7680.1
OG0006211	SHAE2_41590.1, SHAE2_41590.2, SHAE2_41590.3	SBOV2_29090.1, SBOV2_29090.2, SBOV2_29090.4, SBOV2_29090.3, SBOV2_29090.5, SBOV2_29090.6, SBOV2_29090.7
OG0006212	SHAE2_61110.1, SHAE2_61110.2	SBOV2_96720.2, SBOV2_56750.1, SBOV2_96720.1, SBOV2_96720.4, SBOV2_96720.3
OG0006213	SHAE2_71770.1, SHAE2_71780.1	SBOV2_67040.1
OG0006214	SHAE2_72640.1	SBOV2_67690.1
OG0006215	SHAE2_89010.1	SBOV2_85010.1
OG0006215	SHAE2_90300.1	SBOV2_84220.1
OG0006226	SHAE2_12050.1	SBOV2_9980.1
OG0006227	SHAE2_13290.1	SBOV2_11210.1
OG0006228	SHAE2_28620.1	SBOV2_41190.1
OG0006229	SHAE2_17820.1	SBOV2_15430.1
OG0006229	SHAE2_17820.2	SBOV2_15430.1
OG0006230	SHAE2_98430.1	SBOV2_92280.1
OG0006231	SHAE2_43570.1	SBOV2_27170.1
OG0006233	SHAE2_47150.1	SBOV2_43580.1
OG0006234	SHAE2_15900.1	SBOV2_13770.1
OG0006234	SHAE2_15900.1	SBOV2_13770.2
OG0006235	SHAE2_27970.1	SBOV2_25220.1
OG0006236	SHAE2_73440.1	SBOV2_68400.1, SBOV2_68400.2
OG0006237	SHAE2_43160.1	SBOV2_27570.1
OG0006238	SHAE2_33910.1	SBOV2_35990.1, SBOV2_35990.2, SBOV2_35990.3
OG0006239	SHAE2_81630.2	SBOV2_76210.1
OG0006240	SHAE2_87790.1	SBOV2_82310.1
OG0006241	SHAE2_59390.1	SBOV2_55200.1
OG0006242	SHAE2_16830.1	SBOV2_14680.1
OG0006243	SHAE2_46920.1	SBOV2_43100.1
OG0006244	SHAE2_73770.1	SBOV2_68770.1
OG0006245	SHAE2_58490.1	SBOV2_50290.1
OG0006246	SHAE2_85340.1	SBOV2_80160.1
OG0006247	SHAE2_94500.1	SBOV2_89040.1
OG0006248	SHAE2_96420.1	SBOV2_90010.1
OG0006249	SHAE2_48960.1	SBOV2_45290.1
OG0006250	SHAE2_35920.1, SHAE2_35920.2	SBOV2_34620.1, SBOV2_34620.2
OG0006251	SHAE2_18410.1	SBOV2_15910.1
OG0006252	SHAE2_37350.1	SBOV2_33140.2, SBOV2_33140.1
OG0006253	SHAE2_94770.1	SBOV2_88780.1
OG0006254	SHAE2_2550.1	SBOV2_2270.1
OG0006255	SHAE2_38730.1	SBOV2_31780.1
OG0006256	SHAE2_42850.1	SBOV2_27870.1
OG0006257	SHAE2_99190.1	SBOV2_92830.1
OG0006258	SHAE2_71310.1	SBOV2_66590.1
OG0006259	SHAE2_94670.1	SBOV2_88870.1
OG0006260	SHAE2_26350.1	SBOV2_23440.1, SBOV2_23440.2
OG0006261	SHAE2_81050.1	SBOV2_75640.1
OG0006262	SHAE2_72960.1	SBOV2_67840.1
OG0006263	SHAE2_89290.1	SBOV2_83130.1
OG0006264	SHAE2_82150.1	SBOV2_76730.1
OG0006265	SHAE2_25080.1	SBOV2_22340.1
OG0006266	SHAE2_53950.1	SBOV2_54850.1
OG0006267	SHAE2_43650.1	SBOV2_27090.1
OG0006269	SHAE2_51570.1	SBOV2_47710.1
OG0006270	SHAE2_18430.1	SBOV2_15930.1
OG0006271	SHAE2_21600.1, SHAE2_21600.2	SBOV2_18880.1
OG0006272	SHAE2_11410.1, SHAE2_11410.2	SBOV2_9490.1
OG0006273	SHAE2_47310.1	SBOV2_43720.1
OG0006274	SHAE2_48380.1	SBOV2_44680.1
OG0006275	SHAE2_84720.1	SBOV2_79580.1
OG0006276	SHAE2_90950.1	SBOV2_84890.1, SBOV2_84890.2
OG0006277	SHAE2_46940.1	SBOV2_43360.1
OG0006278	SHAE2_89930.1	SBOV2_83850.1
OG0006279	SHAE2_43010.1	SBOV2_27700.1
OG0006280	SHAE2_13750.1	SBOV2_11740.1
OG0006281	SHAE2_34670.1	SBOV2_35270.1
OG0006282	SHAE2_82220.1	SBOV2_76820.1
OG0006283	SHAE2_44380.1	SBOV2_26360.1
OG0006284	SHAE2_76620.1, SHAE2_76620.2	SBOV2_71560.1
OG0006285	SHAE2_57480.1	SBOV2_51380.1
OG0006286	SHAE2_66730.1	SBOV2_62120.1
OG0006287	SHAE2_78290.1, SHAE2_78290.2	SBOV2_73010.1, SBOV2_73010.2
OG0006288	SHAE2_78450.1	SBOV2_73150.1
OG0006289	SHAE2_82110.1	SBOV2_76700.1
OG0006290	SHAE2_68960.1	SBOV2_64280.1, SBOV2_64280.2
OG0006291	SHAE2_65800.1	SBOV2_61280.1, SBOV2_61280.2
OG0006292	SHAE2_72790.1	SBOV2_68040.1
OG0006293	SHAE2_101480.1	SBOV2_95030.1
OG0006294	SHAE2_26810.1	SBOV2_24000.1
OG0006295	SHAE2_100470.1	SBOV2_94040.1
OG0006296	SHAE2_43790.1	SBOV2_26950.1
OG0006297	SHAE2_28990.1	SBOV2_40850.1
OG0006298	SHAE2_360.1	SBOV2_350.1, SBOV2_350.2, SBOV2_350.3
OG0006299	SHAE2_2580.1	SBOV2_2300.1
OG0006300	SHAE2_11230.1, SHAE2_11230.2	SBOV2_9130.1
OG0006301	SHAE2_7830.1	SBOV2_8140.1
OG0006302	SHAE2_57760.1	SBOV2_51060.1
OG0006303	SHAE2_1780.1	SBOV2_1510.1
OG0006304	SHAE2_52420.1	SBOV2_48560.1
OG0006306	SHAE2_19860.1	SBOV2_17170.1
OG0006307	SHAE2_38210.1	SBOV2_32290.1, SBOV2_32290.2
OG0006308	SHAE2_77590.1	SBOV2_72380.1, SBOV2_72380.2
OG0006309	SHAE2_83200.1	SBOV2_77830.1
OG0006310	SHAE2_6850.1	SBOV2_6250.1
OG0006311	SHAE2_94070.1	SBOV2_89400.2, SBOV2_89400.1
OG0006312	SHAE2_82010.1	SBOV2_76590.1
OG0006313	SHAE2_80490.1	SBOV2_75090.1
OG0006314	SHAE2_102440.1, SHAE2_75020.1	SBOV2_70010.1
OG0006315	SHAE2_98080.1	SBOV2_91910.1
OG0006317	SHAE2_53250.1	SBOV2_49350.1
OG0006318	SHAE2_53540.1	SBOV2_49600.1
OG0006319	SHAE2_95800.1	SBOV2_87790.1, SBOV2_87790.2
OG0006320	SHAE2_33330.1	SBOV2_36570.1
OG0006321	SHAE2_1300.1, SHAE2_1300.2	SBOV2_1030.1
OG0006322	SHAE2_59240.1	SBOV2_55050.1
OG0006323	SHAE2_36780.1	SBOV2_33670.1
OG0006324	SHAE2_22890.1	SBOV2_19850.1
OG0006325	SHAE2_6250.1	SBOV2_5740.1
OG0006326	SHAE2_101330.1	SBOV2_94880.1
OG0006327	SHAE2_27160.1	SBOV2_24380.1
OG0006328	SHAE2_62220.1	SBOV2_57770.1
OG0006329	SHAE2_71230.1	SBOV2_66550.1
OG0006330	SHAE2_96320.1	SBOV2_89930.1
OG0006331	SHAE2_63520.1	SBOV2_59060.1, SBOV2_59060.2
OG0006332	SHAE2_48340.1	SBOV2_44640.1, SBOV2_44640.2
OG0006333	SHAE2_64160.1	SBOV2_59700.1, SBOV2_59700.2
OG0006334	SHAE2_87170.1	SBOV2_81910.1
OG0006335	SHAE2_100410.1	SBOV2_93960.1
OG0006336	SHAE2_23930.1	SBOV2_21260.1
OG0006338	SHAE2_22120.1	SBOV2_20600.1
OG0006339	SHAE2_38400.1	SBOV2_32100.1
OG0006340	SHAE2_46540.1	SBOV2_42960.1
OG0006341	SHAE2_55010.1	SBOV2_53810.1
OG0006342	SHAE2_89620.1	SBOV2_83510.1
OG0006343	SHAE2_65110.1	SBOV2_60580.1
OG0006344	SHAE2_28240.1	SBOV2_25470.2
OG0006345	SHAE2_75350.1	SBOV2_70280.1
OG0006346	SHAE2_95930.1	SBOV2_87680.1
OG0006347	SHAE2_29930.1	SBOV2_39920.1
OG0006348	SHAE2_48290.1	SBOV2_44590.1, SBOV2_44590.2, SBOV2_44590.3
OG0006349	SHAE2_10320.1	SBOV2_8360.1
OG0006350	SHAE2_40080.2, SHAE2_40080.1, SHAE2_40080.4, SHAE2_40080.3	SBOV2_30500.1
OG0006351	SHAE2_81490.1	SBOV2_76080.1
OG0006352	SHAE2_16400.1	SBOV2_14280.1, SBOV2_14280.2
OG0006353	SHAE2_74090.1	SBOV2_69100.1, SBOV2_69100.2
OG0006354	SHAE2_75990.1	SBOV2_70960.2
OG0006354	SHAE2_75990.2	SBOV2_70960.2
OG0006355	SHAE2_54630.1, SHAE2_54620.1, SHAE2_54620.2	SBOV2_54160.1
OG0006356	SHAE2_83820.1	SBOV2_78430.1
OG0006357	SHAE2_89240.1	SBOV2_83040.1
OG0006358	SHAE2_18060.1, SHAE2_18060.2	SBOV2_15640.2, SBOV2_15640.1
OG0006359	SHAE2_54280.1	SBOV2_54490.1
OG0006360	SHAE2_98300.1	SBOV2_91610.1
OG0006361	SHAE2_57740.1	SBOV2_51090.1, SBOV2_51090.2
OG0006362	SHAE2_23350.1	SBOV2_19380.1
OG0006363	SHAE2_16060.1	SBOV2_13940.2, SBOV2_13940.1
OG0006364	SHAE2_87090.1	SBOV2_81830.1, SBOV2_81830.2
OG0006365	SHAE2_24090.1	SBOV2_21410.1, SBOV2_21410.2
OG0006366	SHAE2_55930.1	SBOV2_52920.1
OG0006367	SHAE2_74190.1	SBOV2_69230.1
OG0006368	SHAE2_67800.1	SBOV2_63170.1, SBOV2_63170.2
OG0006369	SHAE2_90400.1, SHAE2_90400.2	SBOV2_84310.1
OG0006370	SHAE2_75660.1	SBOV2_70610.1, SBOV2_70610.2
OG0006371	SHAE2_85330.1	SBOV2_80150.1
OG0006372	SHAE2_44050.3	SBOV2_26700.3, SBOV2_26700.1
OG0006372	SHAE2_44050.1, SHAE2_44050.2	SBOV2_26700.2
OG0006373	SHAE2_83070.1	SBOV2_77690.1
OG0006374	SHAE2_54110.2, SHAE2_54110.1	SBOV2_54670.1
OG0006375	SHAE2_22060.1	SBOV2_20660.1
OG0006376	SHAE2_92410.1	SBOV2_86300.1
OG0006377	SHAE2_65610.1, SHAE2_65610.2	SBOV2_61080.1, SBOV2_61080.2, SBOV2_61080.3, SBOV2_61110.1
OG0006378	SHAE2_57030.1	SBOV2_51810.1
OG0006379	SHAE2_91530.1	SBOV2_85410.1
OG0006381	SHAE2_79710.1	SBOV2_74320.1
OG0006382	SHAE2_90610.1	SBOV2_84550.1
OG0006383	SHAE2_85750.1	SBOV2_80570.1
OG0006384	SHAE2_63580.1	SBOV2_59100.4
OG0006385	SHAE2_19920.1	SBOV2_17240.1
OG0006386	SHAE2_60080.1	SBOV2_55890.1
OG0006387	SHAE2_82810.1	SBOV2_77410.1
OG0006388	SHAE2_63650.1	SBOV2_59180.1
OG0006389	SHAE2_89940.1, SHAE2_89940.2	SBOV2_83860.1
OG0006390	SHAE2_69970.1	SBOV2_65300.1
OG0006391	SHAE2_69960.1	SBOV2_65290.1
OG0006392	SHAE2_99800.1	SBOV2_95530.1
OG0006393	SHAE2_73820.2, SHAE2_73820.1	SBOV2_68830.1
OG0006394	SHAE2_51320.1	SBOV2_47450.1
OG0006395	SHAE2_15960.1	SBOV2_13850.1
OG0006396	SHAE2_22720.1	SBOV2_20010.1, SBOV2_20010.2, SBOV2_20010.3, SBOV2_20010.4, SBOV2_20010.5
OG0006397	SHAE2_83330.1	SBOV2_77930.1
OG0006398	SHAE2_6500.1	SBOV2_5960.1
OG0006399	SHAE2_14600.1, SHAE2_14610.1	SBOV2_12580.1, SBOV2_12580.2
OG0006400	SHAE2_79790.1	SBOV2_74400.1
OG0006401	SHAE2_50400.1	SBOV2_46490.1
OG0006402	SHAE2_28100.1	SBOV2_25340.1
OG0006403	SHAE2_650.1	SBOV2_460.1
OG0006404	SHAE2_36490.1	SBOV2_33950.1
OG0006405	SHAE2_53450.1	SBOV2_49550.1
OG0006406	SHAE2_55840.1	SBOV2_52990.1
OG0006407	SHAE2_21630.1	SBOV2_18920.1, SBOV2_18910.1
OG0006408	SHAE2_80560.1, SHAE2_80560.2, SHAE2_80560.3	SBOV2_75150.2, SBOV2_75150.1, SBOV2_75170.1
OG0006409	SHAE2_55120.1	SBOV2_53710.1, SBOV2_53710.2
OG0006410	SHAE2_1240.1	SBOV2_960.1
OG0006411	SHAE2_2220.1	SBOV2_1950.1
OG0006412	SHAE2_19830.1	SBOV2_17140.1
OG0006413	SHAE2_96400.2, SHAE2_96400.1	SBOV2_89990.1
OG0006414	SHAE2_91430.1	SBOV2_85300.1
OG0006415	SHAE2_26740.1	SBOV2_23930.1
OG0006416	SHAE2_64560.1	SBOV2_60070.1, SBOV2_60070.2, SBOV2_60070.3
OG0006417	SHAE2_53340.1	SBOV2_49440.1
OG0006418	SHAE2_10700.1	SBOV2_8700.1
OG0006419	SHAE2_30330.1	SBOV2_39520.1, SBOV2_39520.2
OG0006420	SHAE2_67900.1	SBOV2_63270.1
OG0006421	SHAE2_6120.1	SBOV2_5580.1
OG0006422	SHAE2_95670.1	SBOV2_87920.1
OG0006423	SHAE2_87100.1	SBOV2_81840.1
OG0006424	SHAE2_53430.1, SHAE2_53430.2	SBOV2_49530.1
OG0006425	SHAE2_83140.1	SBOV2_77750.1, SBOV2_77750.2
OG0006426	SHAE2_22910.1	SBOV2_19830.1
OG0006427	SHAE2_35930.1	SBOV2_34610.1
OG0006428	SHAE2_330.1	SBOV2_320.1, SBOV2_320.2
OG0006429	SHAE2_12770.1	SBOV2_10730.1
OG0006430	SHAE2_3750.1	SBOV2_3250.1
OG0006431	SHAE2_96630.1	SBOV2_90160.1, SBOV2_90160.3, SBOV2_90160.2
OG0006432	SHAE2_83520.1	SBOV2_78120.1
OG0006433	SHAE2_45700.1, SHAE2_45700.3, SHAE2_45700.2	SBOV2_42050.1
OG0006434	SHAE2_98540.1	SBOV2_92180.1
OG0006436	SHAE2_73710.1	SBOV2_68720.1
OG0006437	SHAE2_96930.1	SBOV2_90540.1, SBOV2_90530.1
OG0006438	SHAE2_81120.1, SHAE2_81120.2	SBOV2_75730.1
OG0006439	SHAE2_15230.1	SBOV2_13120.1
OG0006440	SHAE2_53860.9	SBOV2_54790.1
OG0006440	SHAE2_54020.1	SBOV2_54790.1
OG0006441	SHAE2_101270.1	SBOV2_94810.2, SBOV2_94810.1, SBOV2_94840.1
OG0006442	SHAE2_37750.1	SBOV2_32730.1
OG0006443	SHAE2_23530.1, SHAE2_23530.2	SBOV2_19200.1
OG0006444	SHAE2_94420.1	SBOV2_89110.1
OG0006445	SHAE2_74480.1	SBOV2_69500.1
OG0006446	SHAE2_55360.1, SHAE2_55360.2	SBOV2_53470.1
OG0006447	SHAE2_92930.1	SBOV2_86820.2, SBOV2_86820.1
OG0006449	SHAE2_34020.1	SBOV2_35890.2, SBOV2_35890.1
OG0006450	SHAE2_3000.1	SBOV2_2710.1
OG0006451	SHAE2_75600.1	SBOV2_70550.1
OG0006452	SHAE2_59990.1	SBOV2_55770.1
OG0006453	SHAE2_73760.1	SBOV2_68760.1
OG0006454	SHAE2_11570.1	SBOV2_9500.1
OG0006455	SHAE2_53840.1	SBOV2_54940.1
OG0006456	SHAE2_1970.1	SBOV2_1700.1, SBOV2_1700.2
OG0006457	SHAE2_57710.1	SBOV2_51120.1, SBOV2_51120.2
OG0006458	SHAE2_70790.1	SBOV2_66150.1
OG0006459	SHAE2_59440.1	SBOV2_55250.1
OG0006460	SHAE2_69650.1	SBOV2_64920.1
OG0006461	SHAE2_91630.1	SBOV2_85510.1
OG0006463	SHAE2_66320.1, SHAE2_66320.2	SBOV2_61740.1
OG0006464	SHAE2_24190.1	SBOV2_21510.1
OG0006465	SHAE2_81840.1	SBOV2_76410.1
OG0006466	SHAE2_93380.1	SBOV2_87180.1
OG0006467	SHAE2_12370.1	SBOV2_10330.1
OG0006468	SHAE2_45470.1	SBOV2_41810.1
OG0006469	SHAE2_16660.1	SBOV2_14520.1
OG0006470	SHAE2_62500.1	SBOV2_58040.1, SBOV2_58010.1
OG0006471	SHAE2_89180.1	SBOV2_82980.1
OG0006471	SHAE2_89180.1	SBOV2_82980.2
OG0006471	SHAE2_89180.1	SBOV2_82980.3
OG0006472	SHAE2_89150.1	SBOV2_82950.1
OG0006473	SHAE2_66140.1	SBOV2_61580.1
OG0006474	SHAE2_70340.1	SBOV2_65690.1
OG0006475	SHAE2_15290.1	SBOV2_13200.1, SBOV2_13200.2
OG0006476	SHAE2_3700.1	SBOV2_3200.1
OG0006477	SHAE2_29900.1	SBOV2_39950.1
OG0006478	SHAE2_8130.1	SBOV2_7830.1
OG0006479	SHAE2_46080.1	SBOV2_42440.1
OG0006480	SHAE2_24400.1	SBOV2_21700.1
OG0006481	SHAE2_71410.1	SBOV2_66680.1
OG0006482	SHAE2_23580.1	SBOV2_19120.1
OG0006483	SHAE2_64430.1	SBOV2_59950.1
OG0006484	SHAE2_74690.1	SBOV2_69710.1
OG0006485	SHAE2_4900.1, SHAE2_4900.2	SBOV2_4390.2, SBOV2_4390.1, SBOV2_4390.3
OG0006486	SHAE2_24410.1	SBOV2_21710.1
OG0006487	SHAE2_77940.1	SBOV2_72700.1
OG0006488	SHAE2_18310.1	SBOV2_15850.1
OG0006489	SHAE2_13030.1	SBOV2_10930.1
OG0006490	SHAE2_8280.1	SBOV2_7690.1
OG0006490	SHAE2_8280.2	SBOV2_7690.1
OG0006490	SHAE2_8280.3	SBOV2_7690.1
OG0006491	SHAE2_90480.1	SBOV2_84400.1, SBOV2_84400.2, SBOV2_84400.3, SBOV2_84400.4
OG0006492	SHAE2_33780.1	SBOV2_36120.2
OG0006493	SHAE2_25450.1	SBOV2_22640.1, SBOV2_22640.2
OG0006494	SHAE2_66900.1	SBOV2_62370.1
OG0006496	SHAE2_48020.1	SBOV2_44490.1
OG0006497	SHAE2_14900.1, SHAE2_14900.2	SBOV2_12820.1
OG0006498	SHAE2_2120.1	SBOV2_1860.1
OG0006499	SHAE2_6180.1	SBOV2_5650.1, SBOV2_5650.2
OG0006500	SHAE2_47660.1, SHAE2_47660.2	SBOV2_44020.1, SBOV2_44020.2
OG0006501	SHAE2_95260.1	SBOV2_88300.1
OG0006502	SHAE2_74080.1, SHAE2_74080.2	SBOV2_69090.1
OG0006503	SHAE2_84840.1	SBOV2_79450.1
OG0006504	SHAE2_85510.1, SHAE2_85510.2	SBOV2_80410.1, SBOV2_80380.1
OG0006505	SHAE2_87490.1	SBOV2_82250.1
OG0006506	SHAE2_70890.1	SBOV2_66260.1
OG0006507	SHAE2_66040.1	SBOV2_61500.1
OG0006508	SHAE2_70380.1	SBOV2_65720.1
OG0006509	SHAE2_99270.1	SBOV2_92910.1
OG0006510	SHAE2_29030.1	SBOV2_40810.1
OG0006512	SHAE2_37380.1	SBOV2_33100.1
OG0006513	SHAE2_40530.1	SBOV2_30090.1
OG0006514	SHAE2_86940.1	SBOV2_81730.1
OG0006515	SHAE2_45460.1	SBOV2_41800.1
OG0006516	SHAE2_32950.2, SHAE2_32950.3, SHAE2_32950.1, SHAE2_32950.4	SBOV2_36890.1
OG0006517	SHAE2_100800.1	SBOV2_94310.1, SBOV2_94310.2, SBOV2_94310.3
OG0006518	SHAE2_101430.1	SBOV2_94980.1
OG0006519	SHAE2_98810.1, SHAE2_98810.2	SBOV2_92440.1
OG0006520	SHAE2_100030.1	SBOV2_93550.1, SBOV2_93550.2
OG0006521	SHAE2_93260.1	SBOV2_87090.1
OG0006522	SHAE2_50280.1	SBOV2_46380.1
OG0006523	SHAE2_81450.2	SBOV2_76050.3
OG0006523	SHAE2_81450.1	SBOV2_76050.2
OG0006524	SHAE2_77010.4, SHAE2_77010.1, SHAE2_77010.2, SHAE2_77010.3	SBOV2_71840.1, SBOV2_71840.2
OG0006525	SHAE2_67940.1, SHAE2_67940.3, SHAE2_67940.2	SBOV2_63300.1
OG0006526	SHAE2_36190.1, SHAE2_36200.1	SBOV2_34360.1
OG0006527	SHAE2_44240.2	SBOV2_26380.1, SBOV2_26510.1
OG0006528	SHAE2_47540.1	SBOV2_43930.1, SBOV2_43920.1
OG0006529	SHAE2_20610.1	SBOV2_17870.1
OG0006530	SHAE2_120.1	SBOV2_100.1, SBOV2_92070.1
OG0006532	SHAE2_85650.1	SBOV2_80470.1
OG0006533	SHAE2_92280.1, SHAE2_92290.1	SBOV2_86170.1
OG0006543	SHAE2_87540.1	SBOV2_82300.1
OG0006544	SHAE2_101140.1	SBOV2_94660.1
OG0006545	SHAE2_76150.1	SBOV2_71120.1
OG0006546	SHAE2_95690.1, SHAE2_95690.2	SBOV2_87890.1, SBOV2_87890.2
OG0006547	SHAE2_51250.1	SBOV2_47350.1
OG0006548	SHAE2_98390.1	SBOV2_91510.1
OG0006549	SHAE2_73450.1	SBOV2_68410.1
OG0006550	SHAE2_59400.1, SHAE2_59400.2, SHAE2_59400.3	SBOV2_55210.1, SBOV2_55210.2
OG0006551	SHAE2_79290.1, SHAE2_79290.2	SBOV2_73890.1
OG0006552	SHAE2_16820.1	SBOV2_14670.1
OG0006553	SHAE2_81760.1	SBOV2_76340.1
OG0006554	SHAE2_46640.1	SBOV2_43060.1
OG0006555	SHAE2_97680.1	SBOV2_91410.1
OG0006556	SHAE2_57150.1	SBOV2_51680.1
OG0006557	SHAE2_65040.1	SBOV2_60510.1
OG0006557	SHAE2_65040.1	SBOV2_60510.2
OG0006558	SHAE2_75470.1	SBOV2_70400.1
OG0006559	SHAE2_5710.1	SBOV2_5170.2
OG0006560	SHAE2_28960.1	SBOV2_40880.1
