Orthogroup	schistosoma_haematobium	fasciola_hepatica
OG0005824	SHAE2_29160.1	FhHiC23_g9465.t1
OG0005825	SHAE2_30440.1	FhHiC23_g9948.t2, FhHiC23_g9948.t1
OG0005826	SHAE2_66650.1, SHAE2_66650.2	FhHiC23_g7982.t1
OG0005827	SHAE2_48890.1	FhHiC23_g210.t1, FhHiC23_g210.t2
OG0005828	SHAE2_95070.1	FhHiC23_g4411.t1, FhHiC23_g6025.t1
OG0005829	SHAE2_63090.1	FhHiC23_g8490.t1
OG0005830	SHAE2_73410.1	FhHiC23_g8451.t1
OG0005831	SHAE2_50950.1	FhHiC23_g1680.t1
OG0005832	SHAE2_39360.1	FhHiC23_g14028.t1
OG0005833	SHAE2_5310.1, SHAE2_5310.2	FhHiC23_g13486.t1
OG0005834	SHAE2_89350.1	FhHiC23_g3698.t1, FhHiC23_g3698.t2, FhHiC23_g3697.t1
OG0005835	SHAE2_67250.1, SHAE2_67250.2	FhHiC23_g6911.t1
OG0005836	SHAE2_87870.1, SHAE2_87870.2	FhHiC23_g3836.t1
OG0005837	SHAE2_97370.1, SHAE2_97450.1	FhHiC23_g16816.t2, FhHiC23_g16816.t1
OG0005838	SHAE2_1150.1	FhHiC23_g12853.t1
OG0005839	SHAE2_28210.1	FhHiC23_g4628.t1, FhHiC23_g4628.t2
OG0005840	SHAE2_91420.1	FhHiC23_g16001.t1
OG0005841	SHAE2_15910.1	FhHiC23_g11377.t1
OG0005842	SHAE2_53860.2, SHAE2_53970.1	FhHiC23_g1205.t2, FhHiC23_g1205.t1
OG0005843	SHAE2_22190.2, SHAE2_22190.1	FhHiC23_g15355.t2, FhHiC23_g15355.t1
OG0005845	SHAE2_98500.1	FhHiC23_g9509.t1
OG0005846	SHAE2_37140.1	FhHiC23_g5486.t1
OG0005847	SHAE2_99820.1	FhHiC23_g9403.t1
OG0005848	SHAE2_56290.1	FhHiC23_g444.t1
OG0005849	SHAE2_102050.1, SHAE2_102200.1	FhHiC23_g9683.t1, FhHiC23_g9684.t1
OG0005850	SHAE2_38020.1	FhHiC23_g6052.t1, FhHiC23_g6052.t2
OG0005851	SHAE2_60260.1	FhHiC23_g1271.t1
OG0005852	SHAE2_32540.1, SHAE2_32540.3, SHAE2_32540.2	FhHiC23_g5191.t1, FhHiC23_g5191.t3
OG0005853	SHAE2_80880.1	FhHiC23_g2506.t1
OG0005854	SHAE2_83130.1	FhHiC23_g1182.t1, FhHiC23_g1182.t2
OG0005855	SHAE2_40480.1	FhHiC23_g4813.t1
OG0005856	SHAE2_91370.1	FhHiC23_g16070.t1
OG0005857	SHAE2_71170.1	FhHiC23_g7222.t1
OG0005859	SHAE2_19410.1	FhHiC23_g11280.t1
OG0005860	SHAE2_77070.1	FhHiC23_g889.t1, FhHiC23_g889.t2, FhHiC23_g12614.t1, FhHiC23_g4353.t1
OG0005861	SHAE2_46120.1	FhHiC23_g14293.t1
OG0005862	SHAE2_45410.1	FhHiC23_g14730.t1
OG0005863	SHAE2_51540.1	FhHiC23_g1497.t1
OG0005865	SHAE2_21810.1, SHAE2_21810.2	FhHiC23_g15518.t1
OG0005866	SHAE2_76410.1	FhHiC23_g2372.t1
OG0005867	SHAE2_30830.1	FhHiC23_g5571.t1
OG0005868	SHAE2_101160.2, SHAE2_101160.3, SHAE2_101160.1	FhHiC23_g9103.t1
OG0005869	SHAE2_98310.1	FhHiC23_g9241.t1
OG0005892	SHAE2_40400.1	FhHiC23_g5849.t1
OG0005893	SHAE2_42170.1	FhHiC23_g5847.t1
OG0005894	SHAE2_13180.1, SHAE2_13180.2	FhHiC23_g11592.t1
OG0005895	SHAE2_99120.1	FhHiC23_g9396.t2, FhHiC23_g9396.t1
OG0005896	SHAE2_43710.1, SHAE2_43710.2	FhHiC23_g14407.t1
OG0005897	SHAE2_98950.1	FhHiC23_g6040.t1
OG0005898	SHAE2_46570.1	FhHiC23_g14585.t1
OG0005899	SHAE2_98980.2, SHAE2_98980.1	FhHiC23_g9107.t1
OG0005900	SHAE2_33670.1	FhHiC23_g4689.t1
OG0005901	SHAE2_63680.1	FhHiC23_g7419.t1
OG0005902	SHAE2_8230.1	FhHiC23_g12809.t1, FhHiC23_g11764.t1
OG0005903	SHAE2_5970.1	FhHiC23_g12906.t1
OG0005904	SHAE2_26130.1	FhHiC23_g10061.t1
OG0005905	SHAE2_72080.1	FhHiC23_g7747.t1
OG0005906	SHAE2_78230.1	FhHiC23_g2849.t1
OG0005907	SHAE2_44330.1	FhHiC23_g592.t1
OG0005908	SHAE2_42630.1	FhHiC23_g4726.t1
OG0005909	SHAE2_16180.1	FhHiC23_g11478.t1
OG0005910	SHAE2_80750.1	FhHiC23_g2819.t1
OG0005911	SHAE2_100550.1, SHAE2_100550.2	FhHiC23_g9959.t2, FhHiC23_g9959.t1
OG0005912	SHAE2_100360.2, SHAE2_100360.3, SHAE2_100360.1	FhHiC23_g9435.t1
OG0005913	SHAE2_94510.1	FhHiC23_g16011.t1
OG0005914	SHAE2_80400.1	FhHiC23_g1660.t1, FhHiC23_g1660.t2
OG0005915	SHAE2_10200.1, SHAE2_10200.2	FhHiC23_g12701.t1
OG0005916	SHAE2_20970.1	FhHiC23_g11995.t2, FhHiC23_g11995.t1
OG0005917	SHAE2_69620.1	FhHiC23_g8163.t1
OG0005918	SHAE2_103410.1	FhHiC23_g5814.t1, FhHiC23_g5814.t3
OG0005919	SHAE2_24520.1	FhHiC23_g15110.t1
OG0005920	SHAE2_3380.1	FhHiC23_g13306.t1
OG0005921	SHAE2_73860.1	FhHiC23_g7067.t1
OG0005922	SHAE2_23660.1	FhHiC23_g15571.t1
OG0005923	SHAE2_31550.1	FhHiC23_g5086.t1
OG0005924	SHAE2_18520.1	FhHiC23_g11685.t1, FhHiC23_g11684.t1
OG0005925	SHAE2_74740.1	FhHiC23_g2675.t1
OG0005926	SHAE2_65960.1	FhHiC23_g7535.t1
OG0005927	SHAE2_28740.1	FhHiC23_g9268.t2, FhHiC23_g9268.t1, FhHiC23_g9268.t3
OG0005928	SHAE2_72850.1	FhHiC23_g8145.t1
OG0005929	SHAE2_65560.1	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1
OG0005930	SHAE2_84170.1	FhHiC23_g2774.t1
OG0005931	SHAE2_77330.1	FhHiC23_g2417.t1, FhHiC23_g2417.t2
OG0005932	SHAE2_2510.1	FhHiC23_g13319.t1, FhHiC23_g13319.t2
OG0005933	SHAE2_44780.1	FhHiC23_g14533.t1, FhHiC23_g14533.t2
OG0005934	SHAE2_22970.1	FhHiC23_g15179.t1, FhHiC23_g15179.t2
OG0005935	SHAE2_34410.1	FhHiC23_g4877.t1, FhHiC23_g4879.t1
OG0005936	SHAE2_65430.1	FhHiC23_g8529.t1, FhHiC23_g8529.t2
OG0005937	SHAE2_94730.1	FhHiC23_g16153.t1
OG0005938	SHAE2_77210.1	FhHiC23_g2476.t1
OG0005939	SHAE2_63430.1	FhHiC23_g9152.t1, FhHiC23_g9600.t1
OG0005940	SHAE2_29690.1, SHAE2_29690.2	FhHiC23_g6620.t1, FhHiC23_g6620.t2
OG0005941	SHAE2_99720.1	FhHiC23_g9190.t1, FhHiC23_g9190.t2
OG0005942	SHAE2_87390.1	FhHiC23_g3814.t1, FhHiC23_g3813.t1
OG0005943	SHAE2_16610.1	FhHiC23_g11217.t1
OG0005944	SHAE2_63990.1	FhHiC23_g8360.t1, FhHiC23_g8361.t1
OG0005945	SHAE2_3330.1	FhHiC23_g13189.t1, FhHiC23_g13189.t2
OG0005946	SHAE2_22110.1, SHAE2_22110.2	FhHiC23_g15588.t1
OG0005947	SHAE2_15930.1	FhHiC23_g11726.t1, FhHiC23_g11726.t2
OG0005948	SHAE2_37930.1	FhHiC23_g6532.t1
OG0005949	SHAE2_12150.1	FhHiC23_g12746.t1, FhHiC23_g12746.t2
OG0005950	SHAE2_53230.1	FhHiC23_g987.t1
OG0005951	SHAE2_6920.1	FhHiC23_g11778.t1
OG0005952	SHAE2_86870.1	FhHiC23_g4032.t1, FhHiC23_g4032.t2
OG0005953	SHAE2_73150.1	FhHiC23_g7675.t1
OG0005954	SHAE2_22710.1	FhHiC23_g15535.t1
OG0005955	SHAE2_96740.1, SHAE2_103300.1	FhHiC23_g16357.t1
OG0005956	SHAE2_32720.1	FhHiC23_g5605.t1
OG0005957	SHAE2_26480.1	FhHiC23_g9801.t1
OG0005958	SHAE2_78630.1, SHAE2_78630.2	FhHiC23_g2899.t1
OG0005959	SHAE2_42190.1	FhHiC23_g6241.t1, FhHiC23_g6242.t1
OG0005960	SHAE2_90570.1	FhHiC23_g15196.t1, FhHiC23_g15196.t2
OG0005961	SHAE2_72980.1	FhHiC23_g6915.t1
OG0005962	SHAE2_98050.1	FhHiC23_g9662.t2, FhHiC23_g9662.t1
OG0005963	SHAE2_66560.1, SHAE2_66560.2	FhHiC23_g7805.t1
OG0005964	SHAE2_34470.1	FhHiC23_g5537.t1, FhHiC23_g5537.t2
OG0005965	SHAE2_22520.1	FhHiC23_g14993.t1, FhHiC23_g14993.t2
OG0005966	SHAE2_92680.1	FhHiC23_g15844.t1
OG0005967	SHAE2_77390.1, SHAE2_77390.2	FhHiC23_g1540.t2
OG0005968	SHAE2_15360.1	FhHiC23_g11226.t1
OG0005969	SHAE2_46150.1, SHAE2_46150.2, SHAE2_46150.3	FhHiC23_g14884.t1
OG0005970	SHAE2_23970.1	FhHiC23_g15384.t2, FhHiC23_g15384.t1
OG0005971	SHAE2_28060.3, SHAE2_28060.1, SHAE2_28060.2	FhHiC23_g10175.t1, FhHiC23_g10175.t2
OG0005972	SHAE2_57430.1	FhHiC23_g363.t1
OG0005973	SHAE2_47140.1	FhHiC23_g14645.t1
OG0005974	SHAE2_24320.1	FhHiC23_g15410.t1
OG0005975	SHAE2_75540.1	FhHiC23_g12387.t1, FhHiC23_g16296.t1
OG0005977	SHAE2_55290.1	FhHiC23_g1833.t1, FhHiC23_g1833.t2
OG0005978	SHAE2_91620.1	FhHiC23_g16148.t1
OG0005979	SHAE2_30410.1	FhHiC23_g9946.t1
OG0005980	SHAE2_59880.1	FhHiC23_g2177.t1, FhHiC23_g2177.t2
OG0005981	SHAE2_98570.4, SHAE2_98570.2, SHAE2_98570.1, SHAE2_98570.3	FhHiC23_g9135.t1
OG0005982	SHAE2_68890.1	FhHiC23_g8273.t2, FhHiC23_g8273.t1
OG0005983	SHAE2_51770.1	FhHiC23_g1607.t1
OG0005984	SHAE2_69810.1	FhHiC23_g6959.t1
OG0005985	SHAE2_30290.1	FhHiC23_g10265.t1, FhHiC23_g10265.t2
OG0005986	SHAE2_22660.1, SHAE2_22660.2	FhHiC23_g15497.t1, FhHiC23_g15495.t1
OG0005987	SHAE2_22650.1	FhHiC23_g15494.t1
OG0005988	SHAE2_101360.1	FhHiC23_g9880.t1
OG0005989	SHAE2_85850.1	FhHiC23_g4558.t1
OG0005990	SHAE2_59850.1	FhHiC23_g2001.t1
OG0005991	SHAE2_57450.1	FhHiC23_g996.t1
OG0005992	SHAE2_50520.1	FhHiC23_g2103.t1
OG0005993	SHAE2_82320.1	FhHiC23_g1092.t1
OG0005994	SHAE2_56990.1	FhHiC23_g866.t1
OG0005995	SHAE2_74900.1	FhHiC23_g3000.t1
OG0005996	SHAE2_21440.1, SHAE2_21440.2	FhHiC23_g15315.t1
OG0005997	SHAE2_1330.1	FhHiC23_g12371.t2
OG0005998	SHAE2_51210.1	FhHiC23_g1942.t1
OG0005999	SHAE2_84500.1	FhHiC23_g1287.t1
OG0006000	SHAE2_14060.1	FhHiC23_g11886.t1
OG0006001	SHAE2_93160.1	FhHiC23_g16839.t1
OG0006002	SHAE2_55180.1	FhHiC23_g1726.t1, FhHiC23_g1726.t2
OG0006004	SHAE2_52960.1	FhHiC23_g1281.t1
OG0006005	SHAE2_77520.1	FhHiC23_g901.t1, FhHiC23_g901.t2
OG0006006	SHAE2_49680.1	FhHiC23_g569.t1
OG0006007	SHAE2_22470.1	FhHiC23_g15538.t2, FhHiC23_g15538.t1
OG0006008	SHAE2_76020.1	FhHiC23_g865.t1
OG0006009	SHAE2_87320.1, SHAE2_87320.2, SHAE2_87320.3	FhHiC23_g4195.t1
OG0006010	SHAE2_86510.1	FhHiC23_g4127.t1
OG0006011	SHAE2_69340.1	FhHiC23_g8283.t1
OG0006012	SHAE2_70580.1, SHAE2_70580.2	FhHiC23_g7335.t1
OG0006013	SHAE2_24030.1	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3
OG0006014	SHAE2_78970.1	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3
OG0006015	SHAE2_79570.2	FhHiC23_g3042.t2, FhHiC23_g3042.t1
OG0006016	SHAE2_83790.1	FhHiC23_g1510.t1
OG0006017	SHAE2_83810.1	FhHiC23_g1509.t2, FhHiC23_g1509.t1
OG0006018	SHAE2_94540.1	FhHiC23_g4325.t1
OG0006019	SHAE2_90520.1	FhHiC23_g3893.t1, FhHiC23_g3893.t2
OG0006020	SHAE2_22210.1, SHAE2_22210.2	FhHiC23_g15201.t1
OG0006021	SHAE2_80590.1	FhHiC23_g216.t1
OG0006022	SHAE2_66100.1	FhHiC23_g7316.t1
OG0006023	SHAE2_20670.1	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3
OG0006024	SHAE2_50300.1	FhHiC23_g2199.t1
OG0006025	SHAE2_16700.1	FhHiC23_g11509.t1, FhHiC23_g11509.t2
OG0006026	SHAE2_1450.1	FhHiC23_g12854.t1
OG0006027	SHAE2_26950.1	FhHiC23_g9544.t1
OG0006028	SHAE2_52700.1, SHAE2_52700.2	FhHiC23_g10.t1
OG0006029	SHAE2_59650.1	FhHiC23_g2054.t1
OG0006030	SHAE2_37230.1	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2
OG0006031	SHAE2_21370.1	FhHiC23_g15258.t1
OG0006032	SHAE2_12060.1	FhHiC23_g11143.t1
OG0006033	SHAE2_44080.1	FhHiC23_g4960.t2, FhHiC23_g4960.t1
OG0006034	SHAE2_46340.1	FhHiC23_g14537.t1, FhHiC23_g14537.t2
OG0006035	SHAE2_59570.1	FhHiC23_g1739.t1
OG0006036	SHAE2_87820.1	FhHiC23_g3794.t1, FhHiC23_g3794.t2, FhHiC23_g3794.t3
OG0006037	SHAE2_89560.1	FhHiC23_g3495.t1
OG0006038	SHAE2_46290.1	FhHiC23_g14385.t1
OG0006039	SHAE2_54180.1, SHAE2_54180.2	FhHiC23_g1139.t2, FhHiC23_g1139.t1
OG0006040	SHAE2_61130.1, SHAE2_61360.1	FhHiC23_g7109.t1
OG0006041	SHAE2_30520.5, SHAE2_30520.2, SHAE2_30520.3, SHAE2_30520.4, SHAE2_30520.1	FhHiC23_g4646.t1, FhHiC23_g4646.t2, FhHiC23_g4646.t3
OG0006042	SHAE2_33730.1	FhHiC23_g5827.t2, FhHiC23_g5827.t1
OG0006043	SHAE2_20450.1	FhHiC23_g11902.t1
OG0006044	SHAE2_73460.1	FhHiC23_g8374.t1, FhHiC23_g8557.t1
OG0006045	SHAE2_39020.1	FhHiC23_g5156.t1
OG0006046	SHAE2_14850.1	FhHiC23_g11868.t1
OG0006047	SHAE2_102750.1	FhHiC23_g6576.t1
OG0006048	SHAE2_8620.1	FhHiC23_g12684.t1
OG0006049	SHAE2_43490.1	FhHiC23_g5738.t1
OG0006050	SHAE2_65550.1	FhHiC23_g8371.t1
OG0006051	SHAE2_7690.2, SHAE2_7690.1, SHAE2_7690.3	FhHiC23_g10632.t1
OG0006052	SHAE2_77230.1	FhHiC23_g2636.t2, FhHiC23_g2636.t1
OG0006053	SHAE2_71890.1	FhHiC23_g4537.t1
OG0006054	SHAE2_67960.1	FhHiC23_g8430.t1
OG0006055	SHAE2_5250.1	FhHiC23_g12758.t1
OG0006056	SHAE2_16780.1, SHAE2_16780.3, SHAE2_16780.2	FhHiC23_g15125.t1
OG0006057	SHAE2_32830.1	FhHiC23_g6122.t1
OG0006058	SHAE2_19990.1	FhHiC23_g11002.t1
OG0006059	SHAE2_77080.3, SHAE2_77080.4, SHAE2_77080.2, SHAE2_77080.1	FhHiC23_g1362.t1
OG0006060	SHAE2_3840.1, SHAE2_3840.2, SHAE2_3840.3	FhHiC23_g11590.t1
OG0006061	SHAE2_90420.1	FhHiC23_g3769.t1
OG0006062	SHAE2_38570.1, SHAE2_38570.2	FhHiC23_g14502.t1
OG0006063	SHAE2_48090.1	FhHiC23_g14824.t1
OG0006064	SHAE2_74270.1	FhHiC23_g2309.t1, FhHiC23_g2309.t2
OG0006065	SHAE2_14220.1	FhHiC23_g12911.t1
OG0006066	SHAE2_11030.1	FhHiC23_g11984.t1, FhHiC23_g11985.t1
OG0006067	SHAE2_46160.1, SHAE2_46160.3, SHAE2_46160.2	FhHiC23_g14883.t1
OG0006068	SHAE2_43910.1, SHAE2_43910.2	FhHiC23_g6548.t1, FhHiC23_g14880.t1
OG0006069	SHAE2_37030.1	FhHiC23_g4612.t1, FhHiC23_g4612.t2
OG0006070	SHAE2_70690.1	FhHiC23_g8580.t1, FhHiC23_g8580.t2
OG0006071	SHAE2_81170.1	FhHiC23_g776.t1
OG0006072	SHAE2_87520.1	FhHiC23_g3822.t1
OG0006073	SHAE2_55960.1	FhHiC23_g1191.t1
OG0006075	SHAE2_28050.1	FhHiC23_g10376.t1
OG0006076	SHAE2_54170.1	FhHiC23_g1138.t1
OG0006077	SHAE2_44740.1	FhHiC23_g14622.t1, FhHiC23_g14622.t2
OG0006078	SHAE2_26980.1	FhHiC23_g5263.t1
OG0006079	SHAE2_55080.1	FhHiC23_g2384.t1
OG0006080	SHAE2_34970.1	FhHiC23_g4973.t1, FhHiC23_g4973.t2
OG0006081	SHAE2_2070.1	FhHiC23_g13247.t1, FhHiC23_g13247.t2
OG0006082	SHAE2_44590.1	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2
OG0006083	SHAE2_89200.1	FhHiC23_g3965.t1
OG0006084	SHAE2_25100.1	FhHiC23_g9072.t1
OG0006085	SHAE2_77700.1	FhHiC23_g1500.t1
OG0006086	SHAE2_26730.1, SHAE2_26730.2	FhHiC23_g5056.t2, FhHiC23_g5056.t1
OG0006087	SHAE2_42030.1	FhHiC23_g6578.t1
OG0006088	SHAE2_75420.1	FhHiC23_g2603.t1
OG0006089	SHAE2_13100.1	FhHiC23_g11135.t1
OG0006090	SHAE2_96990.1	FhHiC23_g16416.t1
OG0006091	SHAE2_84850.1	FhHiC23_g3114.t1
OG0006092	SHAE2_15600.1	FhHiC23_g11153.t1
OG0006093	SHAE2_58130.3, SHAE2_58130.1, SHAE2_58130.4, SHAE2_58130.2	FhHiC23_g1828.t1, FhHiC23_g1828.t2
OG0006094	SHAE2_54430.1	FhHiC23_g91.t1, FhHiC23_g92.t1
OG0006095	SHAE2_86350.1, SHAE2_86350.2	FhHiC23_g4131.t1, FhHiC23_g4131.t2
OG0006096	SHAE2_21010.1	FhHiC23_g10989.t1, FhHiC23_g10989.t2
OG0006097	SHAE2_81160.1	FhHiC23_g793.t2, FhHiC23_g793.t1
OG0006098	SHAE2_27570.1	FhHiC23_g8962.t1
OG0006099	SHAE2_7870.1	FhHiC23_g12073.t1
OG0006100	SHAE2_19300.1	FhHiC23_g15687.t1
OG0006101	SHAE2_40350.1	FhHiC23_g6551.t1
OG0006102	SHAE2_82520.1, SHAE2_82520.2	FhHiC23_g3089.t1
OG0006103	SHAE2_40950.1	FhHiC23_g14597.t1
OG0006104	SHAE2_70950.1, SHAE2_70950.2, SHAE2_70950.3	FhHiC23_g8408.t1
OG0006105	SHAE2_86230.2, SHAE2_86230.1	FhHiC23_g3810.t1, FhHiC23_g3811.t1
OG0006106	SHAE2_63840.1	FhHiC23_g8473.t1
OG0006107	SHAE2_78710.1	FhHiC23_g388.t1
OG0006108	SHAE2_103210.1	FhHiC23_g4575.t1
OG0006109	SHAE2_74570.1	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3
OG0006110	SHAE2_95720.3, SHAE2_95720.1, SHAE2_95720.2	FhHiC23_g16646.t1
OG0006111	SHAE2_2350.1	FhHiC23_g12070.t1, FhHiC23_g12070.t2
OG0006112	SHAE2_93150.1	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2
OG0006113	SHAE2_4260.1	FhHiC23_g12997.t1, FhHiC23_g12997.t2
OG0006116	SHAE2_50590.1	FhHiC23_g2097.t1
OG0006117	SHAE2_59780.1	FhHiC23_g2065.t1
OG0006118	SHAE2_60060.1	FhHiC23_g1888.t1
OG0006119	SHAE2_57990.2, SHAE2_57990.3, SHAE2_57990.1	FhHiC23_g2865.t1
OG0006120	SHAE2_45270.1	FhHiC23_g13891.t1, FhHiC23_g13891.t2
OG0006121	SHAE2_24440.1, SHAE2_24440.2	FhHiC23_g15697.t1
OG0006122	SHAE2_31860.1	FhHiC23_g6542.t1
OG0006123	SHAE2_64290.1	FhHiC23_g8348.t1
OG0006125	SHAE2_78860.1	FhHiC23_g2620.t1
OG0006126	SHAE2_66160.1	FhHiC23_g7553.t1
OG0006127	SHAE2_45950.1	FhHiC23_g14152.t1, FhHiC23_g14154.t1
OG0006128	SHAE2_39960.1	FhHiC23_g14700.t1
OG0006129	SHAE2_15250.3, SHAE2_15250.1, SHAE2_15250.2	FhHiC23_g11551.t1
OG0006130	SHAE2_30270.1	FhHiC23_g10266.t1
OG0006131	SHAE2_67160.1	FhHiC23_g4501.t1
OG0006132	SHAE2_54790.2, SHAE2_54790.1, SHAE2_54790.3	FhHiC23_g1879.t1
OG0006133	SHAE2_73530.1, SHAE2_73530.2	FhHiC23_g7841.t1
OG0006134	SHAE2_22830.1	FhHiC23_g15624.t1
OG0006135	SHAE2_2260.1	FhHiC23_g12154.t1, FhHiC23_g12154.t2
OG0006136	SHAE2_81210.1	FhHiC23_g2947.t1
OG0006137	SHAE2_22290.1	FhHiC23_g15289.t1, FhHiC23_g15289.t2
OG0006138	SHAE2_8340.1	FhHiC23_g12714.t1
OG0006139	SHAE2_15110.1	FhHiC23_g10820.t1
OG0006140	SHAE2_77830.1	FhHiC23_g2741.t1
OG0006141	SHAE2_32910.1	FhHiC23_g5001.t1
OG0006142	SHAE2_83970.1	FhHiC23_g2622.t2, FhHiC23_g2622.t1
OG0006143	SHAE2_20780.1, SHAE2_20780.2	FhHiC23_g15276.t1
OG0006144	SHAE2_65050.1	FhHiC23_g8043.t1
OG0006145	SHAE2_41800.1	FhHiC23_g5655.t1, FhHiC23_g5655.t2
OG0006146	SHAE2_82390.1	FhHiC23_g3360.t2, FhHiC23_g3360.t1
OG0006147	SHAE2_93610.1	FhHiC23_g16258.t1
OG0006148	SHAE2_73620.1	FhHiC23_g7163.t1
OG0006149	SHAE2_7770.1, SHAE2_7770.2	FhHiC23_g11240.t1
OG0006150	SHAE2_34040.3, SHAE2_34040.1, SHAE2_34040.2	FhHiC23_g5497.t1
OG0006151	SHAE2_44500.1, SHAE2_44500.2	FhHiC23_g6168.t1, FhHiC23_g14640.t1
OG0006152	SHAE2_94610.1	FhHiC23_g16207.t1
OG0006153	SHAE2_64470.1, SHAE2_64470.2	FhHiC23_g8148.t1, FhHiC23_g8149.t1
OG0006154	SHAE2_91450.1	FhHiC23_g16827.t1, FhHiC23_g16827.t2, FhHiC23_g16827.t3
OG0006155	SHAE2_23380.1, SHAE2_23380.2	FhHiC23_g15173.t1
OG0006156	SHAE2_81230.1, SHAE2_81230.2, SHAE2_81230.3	FhHiC23_g2942.t1
OG0006157	SHAE2_47870.1, SHAE2_47870.2	FhHiC23_g14532.t1
OG0006158	SHAE2_22320.1	FhHiC23_g15203.t1
OG0006159	SHAE2_25740.1	FhHiC23_g10247.t1, FhHiC23_g10247.t2
OG0006160	SHAE2_18610.1	FhHiC23_g11040.t1
OG0006161	SHAE2_90310.1	FhHiC23_g3511.t2, FhHiC23_g3511.t1
OG0006162	SHAE2_21170.1	FhHiC23_g15143.t1
OG0006163	SHAE2_1920.1	FhHiC23_g13046.t1
OG0006164	SHAE2_560.1	FhHiC23_g12364.t1
OG0006165	SHAE2_74780.1, SHAE2_74780.2	FhHiC23_g14342.t1, FhHiC23_g2782.t1
OG0006166	SHAE2_50680.1	FhHiC23_g490.t1, FhHiC23_g490.t2
OG0006167	SHAE2_86130.1, SHAE2_86150.1	FhHiC23_g3566.t1, FhHiC23_g3567.t1
OG0006168	SHAE2_95820.1	FhHiC23_g16071.t1
OG0006170	SHAE2_15190.1	FhHiC23_g11809.t1
OG0006171	SHAE2_4420.2, SHAE2_4420.1	FhHiC23_g13369.t1, FhHiC23_g13369.t2
OG0006172	SHAE2_46890.1	FhHiC23_g14266.t1, FhHiC23_g14266.t2
OG0006173	SHAE2_21990.1	FhHiC23_g15447.t1
OG0006174	SHAE2_21430.1	FhHiC23_g15596.t1
OG0006175	SHAE2_92810.1	FhHiC23_g16122.t1, FhHiC23_g16122.t2, FhHiC23_g16125.t1
OG0006176	SHAE2_96050.1	FhHiC23_g16194.t1
OG0006177	SHAE2_92530.1	FhHiC23_g16609.t1
OG0006178	SHAE2_92090.1	FhHiC23_g16825.t1
OG0006179	SHAE2_48710.1, SHAE2_48710.2	FhHiC23_g2087.t1
OG0006180	SHAE2_54700.1, SHAE2_54700.2	FhHiC23_g319.t1
OG0006181	SHAE2_83770.1, SHAE2_83770.2	FhHiC23_g371.t1
OG0006182	SHAE2_34800.1, SHAE2_34800.2	FhHiC23_g4673.t1
OG0006183	SHAE2_34760.1, SHAE2_34960.1	FhHiC23_g4974.t1
OG0006184	SHAE2_43340.1	FhHiC23_g5728.t1
OG0006185	SHAE2_51100.1	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2
OG0006186	SHAE2_98180.1	FhHiC23_g9670.t1
OG0006226	SHAE2_12050.1	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1
OG0006227	SHAE2_13290.1	FhHiC23_g11745.t1, FhHiC23_g11745.t2
OG0006228	SHAE2_28620.1	FhHiC23_g9695.t1
OG0006229	SHAE2_17820.1, SHAE2_17820.2	FhHiC23_g11595.t1
OG0006230	SHAE2_98430.1	FhHiC23_g10093.t1, FhHiC23_g9429.t1
OG0006231	SHAE2_43570.1	FhHiC23_g14046.t1, FhHiC23_g14046.t2
OG0006233	SHAE2_47150.1	FhHiC23_g12900.t1
OG0006234	SHAE2_15900.1	FhHiC23_g12144.t1
OG0006235	SHAE2_27970.1	FhHiC23_g9280.t1, FhHiC23_g9280.t2
OG0006236	SHAE2_73440.1	FhHiC23_g7354.t1
OG0006237	SHAE2_43160.1	FhHiC23_g15827.t1
OG0006238	SHAE2_33910.1	FhHiC23_g5038.t2, FhHiC23_g5038.t1
OG0006239	SHAE2_81630.2, SHAE2_81630.1	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1
OG0006240	SHAE2_87790.1	FhHiC23_g4205.t1
OG0006241	SHAE2_59390.2, SHAE2_59390.1	FhHiC23_g307.t2, FhHiC23_g307.t1
OG0006242	SHAE2_16830.1	FhHiC23_g15579.t1
OG0006243	SHAE2_46920.1	FhHiC23_g14353.t1
OG0006244	SHAE2_73770.1	FhHiC23_g8262.t1
OG0006245	SHAE2_58490.1	FhHiC23_g1235.t1
OG0006246	SHAE2_85340.2, SHAE2_85340.1	FhHiC23_g4287.t1
OG0006247	SHAE2_94500.1	FhHiC23_g16010.t1, FhHiC23_g16010.t2
OG0006248	SHAE2_96420.1	FhHiC23_g16672.t1
OG0006249	SHAE2_48960.1	FhHiC23_g648.t1, FhHiC23_g648.t2
