Orthogroup	schistosoma_haematobium	schistosoma_rodhaini
OG0004296	SHAE2_17500.1	SRDH2_16010.1, SRDH2_16010.2
OG0004297	SHAE2_37710.1, SHAE2_37710.2	SRDH2_32510.4, SRDH2_32510.2, SRDH2_32510.3, SRDH2_32510.1
OG0004298	SHAE2_64340.1, SHAE2_64340.2	SRDH2_61880.1
OG0004299	SHAE2_82240.1	SRDH2_79730.1
OG0004300	SHAE2_57820.1, SHAE2_57820.2	SRDH2_55660.1
OG0004301	SHAE2_19180.1	SRDH2_17480.1, SRDH2_17480.2, SRDH2_17480.3
OG0004302	SHAE2_79060.1, SHAE2_79060.2, SHAE2_79060.4	SRDH2_76350.1
OG0004303	SHAE2_43720.1	SRDH2_41040.1
OG0004304	SHAE2_15940.1, SHAE2_15940.2	SRDH2_13340.1, SRDH2_101640.1
OG0004305	SHAE2_38350.1, SHAE2_38350.2	SRDH2_33080.1, SRDH2_33080.2
OG0004306	SHAE2_33050.1	SRDH2_31140.1, SRDH2_31140.2, SRDH2_31140.3
OG0004307	SHAE2_102660.1, SHAE2_102660.2	SRDH2_96140.1, SRDH2_96140.3, SRDH2_96140.2
OG0004308	SHAE2_83080.1	SRDH2_80550.1
OG0004309	SHAE2_101620.1, SHAE2_101620.2	SRDH2_99530.1
OG0004310	SHAE2_50120.1, SHAE2_50120.2	SRDH2_47640.1, SRDH2_47640.3, SRDH2_47640.2
OG0004311	SHAE2_16210.1	SRDH2_13520.1, SRDH2_13520.2
OG0004312	SHAE2_43230.1, SHAE2_43230.2	SRDH2_40520.1, SRDH2_40520.2
OG0004313	SHAE2_79950.3, SHAE2_79950.4, SHAE2_79950.1, SHAE2_79950.2	SRDH2_77330.1
OG0004314	SHAE2_33110.1	SRDH2_31180.1, SRDH2_31180.2, SRDH2_31180.3
OG0004315	SHAE2_93580.1, SHAE2_93580.2, SHAE2_93580.3	SRDH2_91090.2, SRDH2_91090.1
OG0004316	SHAE2_10830.1	SRDH2_9270.1
OG0004317	SHAE2_7110.4, SHAE2_7110.2, SHAE2_7110.1, SHAE2_7110.3, SHAE2_7110.5	SRDH2_102120.1, SRDH2_6650.1, SRDH2_6650.3, SRDH2_6650.2
OG0004318	SHAE2_13630.1	SRDH2_11810.1, SRDH2_11810.2
OG0004319	SHAE2_13610.1	SRDH2_11830.1, SRDH2_11830.2, SRDH2_11830.3, SRDH2_11830.4
OG0004320	SHAE2_84960.1, SHAE2_84960.2	SRDH2_82360.1
OG0004321	SHAE2_74590.1, SHAE2_74590.2	SRDH2_72220.1
OG0004322	SHAE2_83410.1	SRDH2_80880.1
OG0004323	SHAE2_13280.4, SHAE2_13280.2, SHAE2_13280.3, SHAE2_13280.1	SRDH2_12120.1
OG0004324	SHAE2_14870.1, SHAE2_14870.2	SRDH2_15030.1
OG0004325	SHAE2_67080.1	SRDH2_64480.1, SRDH2_64480.2
OG0004326	SHAE2_101680.6, SHAE2_101680.1, SHAE2_101680.2, SHAE2_101680.3, SHAE2_101680.4, SHAE2_101680.5	SRDH2_99490.1
OG0004327	SHAE2_2130.1	SRDH2_1890.1
OG0004328	SHAE2_39480.1	SRDH2_34170.1, SRDH2_34170.2
OG0004329	SHAE2_59730.1	SRDH2_57740.1
OG0004330	SHAE2_54310.1	SRDH2_52030.1, SRDH2_52030.4, SRDH2_52030.2, SRDH2_52030.3, SRDH2_52030.5
OG0004331	SHAE2_22160.1	SRDH2_21530.1
OG0004332	SHAE2_68750.1	SRDH2_68190.1, SRDH2_68190.2
OG0004333	SHAE2_81580.1, SHAE2_81580.2, SHAE2_81580.3, SHAE2_81580.4, SHAE2_81580.5, SHAE2_81580.6	SRDH2_79040.1
OG0004334	SHAE2_52520.1	SRDH2_50060.2, SRDH2_50060.4, SRDH2_50060.1, SRDH2_50060.3
OG0004335	SHAE2_80280.1	SRDH2_77600.1, SRDH2_77600.2, SRDH2_77600.3, SRDH2_77600.4
OG0004336	SHAE2_75490.1	SRDH2_74630.1, SRDH2_74630.2
OG0004337	SHAE2_25650.1, SHAE2_25650.2	SRDH2_23880.1
OG0004338	SHAE2_103330.1, SHAE2_103330.3, SHAE2_103330.2	SRDH2_94100.1, SRDH2_94100.2, SRDH2_94100.3
OG0004339	SHAE2_20830.1, SHAE2_14700.1, SHAE2_14710.1, SHAE2_76280.1, SHAE2_76280.2, SHAE2_50980.1, SHAE2_75200.1	SRDH2_30210.1, SRDH2_13300.1, SRDH2_66170.1
OG0004340	SHAE2_13500.1, SHAE2_13520.1	SRDH2_12160.1, SRDH2_11920.1
OG0004341	SHAE2_45660.1	SRDH2_43120.1
OG0004342	SHAE2_48410.1	SRDH2_45710.1
OG0004343	SHAE2_85830.2, SHAE2_85830.1, SHAE2_85830.3, SHAE2_85830.4, SHAE2_85830.5	SRDH2_83600.1
OG0004344	SHAE2_63250.1, SHAE2_63250.2, SHAE2_63250.3, SHAE2_63250.4	SRDH2_60870.1
OG0004345	SHAE2_62270.2, SHAE2_62270.3, SHAE2_62270.1	SRDH2_59860.1
OG0004346	SHAE2_62520.1, SHAE2_62520.2	SRDH2_60170.1
OG0004347	SHAE2_28710.1, SHAE2_28710.2	SRDH2_26880.1
OG0004348	SHAE2_40220.1, SHAE2_40220.2	SRDH2_37650.1, SRDH2_37650.2, SRDH2_37650.3, SRDH2_37650.4, SRDH2_37650.5, SRDH2_37650.6
OG0004349	SHAE2_880.1	SRDH2_630.1, SRDH2_630.2
OG0004350	SHAE2_14000.1	SRDH2_14100.1
OG0004351	SHAE2_89040.1, SHAE2_89040.2, SHAE2_89040.3, SHAE2_89040.4, SHAE2_89040.6, SHAE2_89040.5	SRDH2_85910.1
OG0004352	SHAE2_89710.1, SHAE2_89710.2	SRDH2_86870.1, SRDH2_86870.2, SRDH2_86870.3, SRDH2_86870.4, SRDH2_86870.5, SRDH2_86870.6
OG0004353	SHAE2_55520.1, SHAE2_55520.2	SRDH2_53750.1
OG0004354	SHAE2_49320.1	SRDH2_46340.1, SRDH2_46390.1, SRDH2_46210.1, SRDH2_46210.2, SRDH2_46210.3, SRDH2_46410.1, SRDH2_46300.1, SRDH2_46240.1, SRDH2_46200.1
OG0004355	SHAE2_70080.1, SHAE2_70080.2	SRDH2_66350.1
OG0004356	SHAE2_70910.1	SRDH2_69510.1, SRDH2_69510.3, SRDH2_69510.4, SRDH2_69510.2
OG0004357	SHAE2_32650.1	SRDH2_30790.1
OG0004358	SHAE2_27270.1, SHAE2_27270.2, SHAE2_27270.3	SRDH2_25320.1
OG0004359	SHAE2_37310.1, SHAE2_37310.3, SHAE2_37310.2	SRDH2_38500.1
OG0004360	SHAE2_47760.1	SRDH2_45250.1
OG0004367	SHAE2_72860.1	SRDH2_70040.1
OG0004368	SHAE2_14190.1	SRDH2_14360.1
OG0004369	SHAE2_48450.2, SHAE2_48450.1	SRDH2_45760.1
OG0004370	SHAE2_20170.1, SHAE2_20170.2, SHAE2_20170.4, SHAE2_20170.3	SRDH2_18480.1
OG0004371	SHAE2_33700.1, SHAE2_33700.2	SRDH2_37110.1, SRDH2_37110.2
OG0004372	SHAE2_21310.1, SHAE2_21310.2	SRDH2_19540.1, SRDH2_19530.1
OG0004373	SHAE2_76660.1	SRDH2_73340.1, SRDH2_73340.2
OG0004374	SHAE2_50830.1	SRDH2_48340.1
OG0004375	SHAE2_26140.1, SHAE2_26150.1	SRDH2_24000.1, SRDH2_24000.2
OG0004376	SHAE2_33000.1	SRDH2_31110.1
OG0004377	SHAE2_92390.1	SRDH2_90290.1
OG0004378	SHAE2_92990.1	SRDH2_90560.1
OG0004379	SHAE2_85720.1	SRDH2_83500.1
OG0004380	SHAE2_20750.1	SRDH2_19020.1, SRDH2_19020.2, SRDH2_19020.3, SRDH2_19020.4
OG0004381	SHAE2_20710.1	SRDH2_18990.1
OG0004382	SHAE2_46880.1	SRDH2_44310.1
OG0004383	SHAE2_67000.1	SRDH2_64370.1
OG0004384	SHAE2_80770.1	SRDH2_78180.1
OG0004385	SHAE2_30170.1	SRDH2_28270.3, SRDH2_28270.4, SRDH2_28270.2
OG0004385	SHAE2_30170.2	SRDH2_28270.1
OG0004386	SHAE2_98760.1	SRDH2_96740.1
OG0004387	SHAE2_96410.1, SHAE2_96410.3, SHAE2_96410.2	SRDH2_93780.1
OG0004388	SHAE2_18250.3, SHAE2_18250.1, SHAE2_18250.2	SRDH2_16680.1
OG0004389	SHAE2_83880.1	SRDH2_81410.1
OG0004390	SHAE2_62840.1, SHAE2_62840.2, SHAE2_62840.3	SRDH2_60500.1, SRDH2_60500.2, SRDH2_60500.3
OG0004391	SHAE2_39820.1	SRDH2_38060.1
OG0004392	SHAE2_30530.2, SHAE2_30530.1, SHAE2_30530.3	SRDH2_28640.1
OG0004393	SHAE2_79900.3, SHAE2_79900.1, SHAE2_79900.2	SRDH2_77280.1
OG0004394	SHAE2_11340.1	SRDH2_9740.1
OG0004395	SHAE2_87300.1, SHAE2_87300.2, SHAE2_87300.3	SRDH2_85120.1
OG0004396	SHAE2_72780.3, SHAE2_72780.2, SHAE2_72780.1	SRDH2_70110.1
OG0004397	SHAE2_19580.1	SRDH2_17880.3
OG0004398	SHAE2_76680.1	SRDH2_73320.1
OG0004399	SHAE2_1460.1, SHAE2_1460.2	SRDH2_1190.1, SRDH2_1190.2
OG0004400	SHAE2_96600.1	SRDH2_93930.1
OG0004401	SHAE2_29640.1	SRDH2_27800.1, SRDH2_27790.1
OG0004402	SHAE2_39700.1	SRDH2_34380.1, SRDH2_34380.2, SRDH2_34380.3, SRDH2_34380.4
OG0004403	SHAE2_49780.1, SHAE2_49780.2, SHAE2_49780.3	SRDH2_47300.1
OG0004404	SHAE2_52720.1	SRDH2_50280.1
OG0004405	SHAE2_23200.1	SRDH2_20520.1
OG0004406	SHAE2_34140.1, SHAE2_34140.3, SHAE2_34140.4, SHAE2_34140.2	SRDH2_36660.1
OG0004407	SHAE2_38860.1	SRDH2_33580.1, SRDH2_33580.2, SRDH2_33580.3
OG0004408	SHAE2_94810.1	SRDH2_93350.1
OG0004409	SHAE2_39040.1	SRDH2_33750.1
OG0004410	SHAE2_98670.3, SHAE2_98670.1, SHAE2_98670.2	SRDH2_96660.1, SRDH2_96660.2
OG0004411	SHAE2_41880.3, SHAE2_41880.5, SHAE2_41880.4, SHAE2_41880.1, SHAE2_41880.2	SRDH2_39080.1, SRDH2_39080.2, SRDH2_39080.3
OG0004412	SHAE2_53360.1	SRDH2_50900.1, SRDH2_50900.2, SRDH2_50900.3, SRDH2_50900.4, SRDH2_50900.5, SRDH2_50900.6
OG0004413	SHAE2_95900.1	SRDH2_92300.2, SRDH2_92300.5, SRDH2_92300.4, SRDH2_92300.1, SRDH2_92300.3
OG0004414	SHAE2_18500.1	SRDH2_16930.1, SRDH2_16930.3, SRDH2_16930.4, SRDH2_16930.2, SRDH2_16930.6, SRDH2_16930.5
OG0004415	SHAE2_52770.1	SRDH2_50340.1
OG0004416	SHAE2_19800.1	SRDH2_18040.1, SRDH2_18040.2
OG0004417	SHAE2_71730.1, SHAE2_71730.2, SHAE2_71730.3	SRDH2_68680.1
OG0004418	SHAE2_26620.1	SRDH2_24720.1
OG0004419	SHAE2_86200.1	SRDH2_84030.1, SRDH2_84030.3, SRDH2_84030.2
OG0004420	SHAE2_46280.3, SHAE2_46280.5, SHAE2_46280.4, SHAE2_46280.1, SHAE2_46280.2	SRDH2_43690.1
OG0004421	SHAE2_53170.1	SRDH2_50720.1, SRDH2_50720.2, SRDH2_50720.3, SRDH2_50720.4, SRDH2_50720.5, SRDH2_50720.6
OG0004422	SHAE2_2840.1, SHAE2_2840.3, SHAE2_2840.2, SHAE2_2840.4	SRDH2_2560.1
OG0004423	SHAE2_33270.1	SRDH2_31330.1, SRDH2_31330.2
OG0004424	SHAE2_97960.1	SRDH2_95930.1
OG0004425	SHAE2_98000.1	SRDH2_95970.1
OG0004426	SHAE2_68880.1, SHAE2_68880.2	SRDH2_66980.1, SRDH2_66980.2, SRDH2_66980.3
OG0004428	SHAE2_77910.1	SRDH2_75310.1
OG0004429	SHAE2_19140.1	SRDH2_17450.1
OG0004430	SHAE2_97480.1	SRDH2_95030.1, SRDH2_95030.2
OG0004431	SHAE2_36920.3, SHAE2_36920.1, SHAE2_36920.2, SHAE2_36920.4	SRDH2_36050.1, SRDH2_36050.2, SRDH2_36050.3, SRDH2_36050.4
OG0004432	SHAE2_87920.1	SRDH2_99460.3, SRDH2_99460.1, SRDH2_99460.2
OG0004433	SHAE2_80630.1	SRDH2_78000.1
OG0004434	SHAE2_40120.1, SHAE2_40120.2, SHAE2_40120.3, SHAE2_40120.4	SRDH2_37740.1
OG0004435	SHAE2_48110.1	SRDH2_45570.1, SRDH2_45570.2
OG0004436	SHAE2_70420.1	SRDH2_66690.1
OG0004437	SHAE2_43360.1	SRDH2_40660.1
OG0004438	SHAE2_43350.1, SHAE2_43350.2	SRDH2_40650.1
OG0004439	SHAE2_16150.2, SHAE2_16150.1, SHAE2_16150.4, SHAE2_16150.3	SRDH2_13580.1
OG0004440	SHAE2_28150.1, SHAE2_28150.2	SRDH2_26280.1, SRDH2_26280.3, SRDH2_26280.2
OG0004441	SHAE2_12620.1	SRDH2_11160.1
OG0004443	SHAE2_38280.1	SRDH2_33010.1
OG0004444	SHAE2_52390.1	SRDH2_49910.1
OG0004445	SHAE2_52400.1	SRDH2_49930.1
OG0004446	SHAE2_6990.1	SRDH2_6530.1
OG0004447	SHAE2_75040.1, SHAE2_75040.2	SRDH2_75020.1
OG0004448	SHAE2_4430.1	SRDH2_3970.2, SRDH2_3970.3, SRDH2_3970.4, SRDH2_3970.1
OG0004449	SHAE2_34480.1, SHAE2_34480.2, SHAE2_34480.3	SRDH2_36410.1
OG0004450	SHAE2_77400.1	SRDH2_72720.1, SRDH2_72720.2, SRDH2_72720.3, SRDH2_72710.1
OG0004451	SHAE2_42260.1, SHAE2_42260.2	SRDH2_39470.3, SRDH2_39470.2, SRDH2_39470.1
OG0004452	SHAE2_75380.1	SRDH2_74750.1
OG0004453	SHAE2_27790.1, SHAE2_27790.2	SRDH2_25920.1
OG0004454	SHAE2_66840.1, SHAE2_66840.2	SRDH2_64260.1
OG0004455	SHAE2_47120.1	SRDH2_44540.1
OG0004456	SHAE2_1540.1, SHAE2_1540.2	SRDH2_1260.1
OG0004457	SHAE2_79540.1	SRDH2_76860.1, SRDH2_76860.2
OG0004458	SHAE2_42360.2, SHAE2_42360.1, SHAE2_42360.3	SRDH2_39580.1, SRDH2_39580.3, SRDH2_39580.2, SRDH2_39580.4
OG0004459	SHAE2_2600.1	SRDH2_2350.1
OG0004460	SHAE2_64540.1	SRDH2_62050.1
OG0004461	SHAE2_75870.1	SRDH2_74180.2, SRDH2_74180.1, SRDH2_74180.3
OG0004462	SHAE2_67400.4, SHAE2_67400.3, SHAE2_67400.2, SHAE2_67400.1	SRDH2_64730.1
OG0004463	SHAE2_28270.1	SRDH2_26400.1
OG0004465	SHAE2_57460.1	SRDH2_55170.1, SRDH2_55160.1, SRDH2_55150.1, SRDH2_55150.2
OG0004466	SHAE2_37180.1	SRDH2_38330.1
OG0004467	SHAE2_33280.1	SRDH2_31350.1, SRDH2_31350.2, SRDH2_31350.3, SRDH2_31350.4
OG0004468	SHAE2_42140.1, SHAE2_42140.2	SRDH2_39340.1
OG0004469	SHAE2_12270.2, SHAE2_12270.6, SHAE2_12270.5, SHAE2_12270.3, SHAE2_12270.1, SHAE2_12270.4	SRDH2_10760.1
OG0004470	SHAE2_49810.1, SHAE2_49810.2	SRDH2_47310.1, SRDH2_47310.2
OG0004471	SHAE2_19500.1	SRDH2_17780.3, SRDH2_17780.5, SRDH2_17780.6, SRDH2_17780.1, SRDH2_17780.2, SRDH2_17780.4
OG0004472	SHAE2_19510.1	SRDH2_17790.1, SRDH2_17790.2
OG0004473	SHAE2_51700.1, SHAE2_51700.2	SRDH2_49220.1
OG0004475	SHAE2_11010.1	SRDH2_9410.1
OG0004476	SHAE2_97440.2, SHAE2_97440.1, SHAE2_97440.3, SHAE2_97440.4	SRDH2_95090.1
OG0004477	SHAE2_34150.1, SHAE2_34150.2	SRDH2_36650.1
OG0004478	SHAE2_64280.1	SRDH2_61820.2, SRDH2_61820.1, SRDH2_61820.6, SRDH2_61820.3, SRDH2_61820.4, SRDH2_61820.5
OG0004479	SHAE2_19330.1	SRDH2_17600.1
OG0004480	SHAE2_14040.1, SHAE2_14040.2	SRDH2_14150.1
OG0004481	SHAE2_26900.1	SRDH2_25050.1
OG0004482	SHAE2_55350.3, SHAE2_55350.1, SHAE2_55350.2	SRDH2_53970.1
OG0004483	SHAE2_50440.1, SHAE2_50440.2, SHAE2_50440.3, SHAE2_50440.4, SHAE2_50440.5	SRDH2_47970.1
OG0004484	SHAE2_55030.1	SRDH2_54280.1
OG0004485	SHAE2_14670.1	SRDH2_14860.1
OG0004486	SHAE2_92870.1, SHAE2_92870.2	SRDH2_89820.1, SRDH2_89820.2, SRDH2_89820.3
OG0004487	SHAE2_25620.2, SHAE2_25620.1, SHAE2_25620.3	SRDH2_23850.1
OG0004488	SHAE2_70490.1, SHAE2_70490.2	SRDH2_69920.1, SRDH2_69920.2, SRDH2_69920.3
OG0004489	SHAE2_67030.2, SHAE2_67030.1	SRDH2_64400.1
OG0004490	SHAE2_73690.1	SRDH2_70820.4, SRDH2_70820.1, SRDH2_70820.2, SRDH2_70820.3, SRDH2_70820.5, SRDH2_70820.7, SRDH2_70820.6
OG0004491	SHAE2_78930.1	SRDH2_76230.2, SRDH2_76230.3, SRDH2_76230.1, SRDH2_76230.4
OG0004492	SHAE2_14760.1, SHAE2_14760.2	SRDH2_14940.1
OG0004493	SHAE2_21100.1, SHAE2_21100.2	SRDH2_19330.1, SRDH2_19330.2
OG0004494	SHAE2_63270.2, SHAE2_63270.1, SHAE2_63270.3	SRDH2_60890.1, SRDH2_60890.2
OG0004495	SHAE2_96300.1	SRDH2_91920.2, SRDH2_91920.1
OG0004496	SHAE2_57600.3, SHAE2_57600.2, SHAE2_57600.1, SHAE2_57600.4	SRDH2_55320.1
OG0004498	SHAE2_101260.1, SHAE2_101260.3, SHAE2_101260.2, SHAE2_101260.4	SRDH2_99170.1
OG0004499	SHAE2_59340.1, SHAE2_59340.2	SRDH2_57380.1
OG0004500	SHAE2_73230.1, SHAE2_73230.2, SHAE2_73230.3	SRDH2_70400.2, SRDH2_70400.1
OG0004501	SHAE2_82170.1	SRDH2_79650.1
OG0004502	SHAE2_50750.1, SHAE2_50750.2	SRDH2_48270.1
OG0004503	SHAE2_95550.3, SHAE2_95550.1, SHAE2_95550.2	SRDH2_92570.1, SRDH2_92570.2
OG0004504	SHAE2_17290.1	SRDH2_15810.1
OG0004505	SHAE2_12500.1, SHAE2_12500.2	SRDH2_11100.1, SRDH2_11100.2, SRDH2_11100.3
OG0004506	SHAE2_23140.1	SRDH2_20560.1, SRDH2_20560.3, SRDH2_20560.2
OG0004507	SHAE2_57170.1, SHAE2_57170.2, SHAE2_57170.3	SRDH2_54860.1
OG0004508	SHAE2_58050.1, SHAE2_58050.2	SRDH2_55870.2, SRDH2_55870.1, SRDH2_55880.1
OG0004509	SHAE2_38290.1	SRDH2_33020.1
OG0004510	SHAE2_8370.1	SRDH2_7990.1
OG0004511	SHAE2_78010.1	SRDH2_75400.1
OG0004512	SHAE2_100930.1, SHAE2_100930.3, SHAE2_100930.4, SHAE2_100930.2	SRDH2_98840.1
OG0004513	SHAE2_12070.1	SRDH2_10590.1
OG0004514	SHAE2_27050.3	SRDH2_25190.1
OG0004515	SHAE2_56820.1	SRDH2_54530.2, SRDH2_54530.1
OG0004516	SHAE2_18770.1	SRDH2_17140.1
OG0004517	SHAE2_70550.1, SHAE2_70550.2, SHAE2_70550.3, SHAE2_70550.4	SRDH2_69870.1
OG0004518	SHAE2_65860.1	SRDH2_63340.1
OG0004518	SHAE2_3810.1	SRDH2_3350.1
OG0004519	SHAE2_61210.1	SRDH2_58780.1
OG0004520	SHAE2_70900.1	SRDH2_69520.3, SRDH2_69520.1, SRDH2_69520.2, SRDH2_69520.4
OG0004521	SHAE2_13410.1, SHAE2_13410.2	SRDH2_12000.1
OG0004522	SHAE2_17190.1, SHAE2_17190.2	SRDH2_15730.1, SRDH2_15730.2
OG0004523	SHAE2_85760.1	SRDH2_83540.1
OG0004524	SHAE2_21800.1, SHAE2_21800.2, SHAE2_21800.3	SRDH2_22930.1
OG0004525	SHAE2_46590.1, SHAE2_46590.2	SRDH2_44030.1, SRDH2_44030.3, SRDH2_44030.2, SRDH2_44030.4
OG0004526	SHAE2_50050.1	SRDH2_47560.1
OG0004527	SHAE2_84010.5, SHAE2_84010.2, SHAE2_84010.3, SHAE2_84010.1, SHAE2_84010.4	SRDH2_81540.1, SRDH2_81540.2
OG0004528	SHAE2_26510.1, SHAE2_26510.2	SRDH2_24610.1
OG0004529	SHAE2_51340.1, SHAE2_51340.2, SHAE2_51340.3, SHAE2_51340.4	SRDH2_48880.1
OG0004530	SHAE2_3500.1, SHAE2_3500.2	SRDH2_3100.1, SRDH2_3100.2
OG0004531	SHAE2_81130.2, SHAE2_81130.1	SRDH2_78620.1
OG0004532	SHAE2_77880.1, SHAE2_77880.2	SRDH2_75270.1
OG0004534	SHAE2_38750.1	SRDH2_33470.1, SRDH2_33470.2
OG0004536	SHAE2_33160.1, SHAE2_33160.2	SRDH2_31220.1
OG0004537	SHAE2_18550.1, SHAE2_18550.2	SRDH2_16980.1, SRDH2_16980.4
OG0004538	SHAE2_72970.1	SRDH2_70590.1
OG0004539	SHAE2_8410.1, SHAE2_8410.2, SHAE2_8410.3	SRDH2_8050.1, SRDH2_8050.2, SRDH2_8050.3, SRDH2_8050.4
OG0004540	SHAE2_27450.1, SHAE2_27450.3, SHAE2_27450.2	SRDH2_25470.1, SRDH2_25470.2
OG0004541	SHAE2_84830.1, SHAE2_84830.2, SHAE2_84830.3	SRDH2_82450.1
OG0004542	SHAE2_3860.1	SRDH2_3400.1
OG0004543	SHAE2_59520.3, SHAE2_59520.6, SHAE2_59520.7, SHAE2_59520.1, SHAE2_59520.2	SRDH2_57170.1, SRDH2_57170.2, SRDH2_57170.3, SRDH2_57170.4
OG0004544	SHAE2_73120.1	SRDH2_70540.1
OG0004545	SHAE2_94940.1, SHAE2_94940.2	SRDH2_93190.1
OG0004546	SHAE2_82020.1, SHAE2_82020.2	SRDH2_79480.1
OG0004547	SHAE2_77360.1, SHAE2_77360.3, SHAE2_77360.2	SRDH2_72760.1
OG0004548	SHAE2_41760.1, SHAE2_41760.2, SHAE2_41760.3	SRDH2_38960.1
OG0004549	SHAE2_13400.1	SRDH2_12010.1
OG0004550	SHAE2_75320.1, SHAE2_75320.2	SRDH2_74800.1, SRDH2_74800.2
OG0004551	SHAE2_47090.1, SHAE2_47090.2	SRDH2_44500.1
OG0004552	SHAE2_4250.1	SRDH2_102360.1, SRDH2_3770.1, SRDH2_3800.1
OG0004553	SHAE2_45340.1, SHAE2_45340.2	SRDH2_42790.1
OG0004554	SHAE2_30590.4, SHAE2_30590.1, SHAE2_30590.2, SHAE2_30590.3	SRDH2_28710.1
OG0004555	SHAE2_102530.1, SHAE2_2560.1	SRDH2_2310.3, SRDH2_2310.1, SRDH2_2310.2
OG0004556	SHAE2_70310.1, SHAE2_70310.2, SHAE2_70310.3	SRDH2_66570.1
OG0004557	SHAE2_10140.2, SHAE2_10140.4, SHAE2_10140.1, SHAE2_10140.3	SRDH2_8530.1
OG0004558	SHAE2_83740.1	SRDH2_81250.4, SRDH2_81250.5, SRDH2_81250.2, SRDH2_81250.3, SRDH2_81250.1
OG0004559	SHAE2_26520.1	SRDH2_24620.2, SRDH2_24620.1
OG0004560	SHAE2_78790.1	SRDH2_76130.2, SRDH2_76130.3, SRDH2_76130.5, SRDH2_76130.6, SRDH2_76130.1, SRDH2_76130.4
OG0004561	SHAE2_65080.1	SRDH2_62550.1, SRDH2_62550.2
OG0004562	SHAE2_22930.1	SRDH2_20800.1
OG0004563	SHAE2_79000.1	SRDH2_76310.1
OG0004564	SHAE2_97110.1, SHAE2_97110.2	SRDH2_94520.1
OG0004565	SHAE2_90650.1	SRDH2_87520.2, SRDH2_87520.1
OG0004566	SHAE2_44540.2, SHAE2_44540.1, SHAE2_44540.3	SRDH2_41940.1, SRDH2_41940.2
OG0004568	SHAE2_30640.1	SRDH2_28760.1
OG0004569	SHAE2_16290.2, SHAE2_16290.3, SHAE2_16290.1, SHAE2_16290.4	SRDH2_13460.1, SRDH2_13460.2
OG0004570	SHAE2_51860.1	SRDH2_49370.1, SRDH2_49370.2
OG0004571	SHAE2_56960.1	SRDH2_54670.1
OG0004572	SHAE2_86410.2, SHAE2_86410.1, SHAE2_86410.3, SHAE2_86410.4	SRDH2_84240.1, SRDH2_84280.1
OG0004573	SHAE2_79640.1, SHAE2_79640.2	SRDH2_77010.2, SRDH2_77010.1
OG0004574	SHAE2_24080.1, SHAE2_24080.2	SRDH2_23230.3, SRDH2_23230.1, SRDH2_23230.2
OG0004575	SHAE2_47480.1	SRDH2_44920.1
OG0004576	SHAE2_25560.2, SHAE2_25560.1, SHAE2_25560.3	SRDH2_23670.1, SRDH2_23800.1
OG0004577	SHAE2_81280.1	SRDH2_78810.1, SRDH2_78810.2, SRDH2_78810.3
OG0004578	SHAE2_22010.1	SRDH2_21670.1
OG0004579	SHAE2_70240.1	SRDH2_66500.1, SRDH2_66500.2, SRDH2_66500.3, SRDH2_66500.4, SRDH2_66500.5, SRDH2_66500.6, SRDH2_66500.7
OG0004580	SHAE2_37420.1	SRDH2_32230.1
OG0004581	SHAE2_47210.1	SRDH2_44630.1, SRDH2_44630.2
OG0004582	SHAE2_64440.1, SHAE2_64440.2	SRDH2_61960.1
OG0004583	SHAE2_36130.1	SRDH2_35150.1
OG0004584	SHAE2_80230.1	SRDH2_77550.1, SRDH2_77550.2
OG0004585	SHAE2_24360.1, SHAE2_24360.2	SRDH2_22450.1
OG0004586	SHAE2_20660.1, SHAE2_20660.3, SHAE2_20660.2	SRDH2_18940.1, SRDH2_18940.2
OG0004587	SHAE2_77320.2, SHAE2_77320.1	SRDH2_72780.1, SRDH2_72780.2, SRDH2_72780.5, SRDH2_72780.3, SRDH2_72780.4
OG0004588	SHAE2_81000.1	SRDH2_78450.1
OG0004589	SHAE2_1720.1	SRDH2_1460.1, SRDH2_1460.2
OG0004590	SHAE2_99140.1, SHAE2_99140.2	SRDH2_97130.1
OG0004591	SHAE2_13020.1, SHAE2_13020.2	SRDH2_11510.2, SRDH2_11510.1
OG0004592	SHAE2_90440.1, SHAE2_90440.2	SRDH2_87900.1
OG0004593	SHAE2_29740.1	SRDH2_27900.2, SRDH2_27900.3, SRDH2_27900.1
OG0004594	SHAE2_80440.1	SRDH2_77780.1
OG0004595	SHAE2_22430.1	SRDH2_21270.3, SRDH2_21270.1, SRDH2_21270.2
OG0004596	SHAE2_66910.2, SHAE2_66910.4, SHAE2_66910.5, SHAE2_66910.1, SHAE2_66910.3	SRDH2_64310.1
OG0004597	SHAE2_53550.1	SRDH2_51030.1
OG0004598	SHAE2_35090.1	SRDH2_34770.2, SRDH2_34770.1
OG0004599	SHAE2_13450.1	SRDH2_11950.2, SRDH2_11950.3, SRDH2_11950.1
OG0004600	SHAE2_102420.1, SHAE2_102420.2, SHAE2_102420.3	SRDH2_44230.1
OG0004601	SHAE2_3090.3, SHAE2_3090.1, SHAE2_3090.4, SHAE2_3090.2	SRDH2_2810.1, SRDH2_2810.2
OG0004602	SHAE2_44490.1	SRDH2_41900.2, SRDH2_41900.1, SRDH2_41900.3, SRDH2_41900.4
OG0004603	SHAE2_49940.1	SRDH2_47460.1
OG0004604	SHAE2_24150.2, SHAE2_24150.1	SRDH2_22720.1, SRDH2_22720.2
