Orthogroup	schistosoma_bovis	schistosoma_japonicum
OG0006615	SBOV2_33520.1	EWB00_001789, EWB00_001782, EWB00_001781, EWB00_001785
OG0006616	SBOV2_70490.1	EWB00_006105
OG0006617	SBOV2_69130.1, SBOV2_69130.2	EWB00_008687
OG0006618	SBOV2_30580.1	EWB00_005605
OG0006619	SBOV2_23600.1	EWB00_001141
OG0006620	SBOV2_2150.1	EWB00_004646
OG0006621	SBOV2_91260.1	EWB00_000371
OG0006622	SBOV2_15950.1	EWB00_002467
OG0006623	SBOV2_65870.1, SBOV2_65840.1, SBOV2_65840.2	EWB00_000473
OG0006624	SBOV2_33020.1	EWB00_003380
OG0006625	SBOV2_61320.1	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4
OG0006627	SBOV2_55780.1	EWB00_003571
OG0006628	SBOV2_91330.1	EWB00_000375
OG0006629	SBOV2_74730.1, SBOV2_74730.2, SBOV2_74730.3	EWB00_007152.1, EWB00_007152.2
OG0006630	SBOV2_80790.1	EWB00_000139
OG0006631	SBOV2_54190.1	EWB00_007230
OG0006632	SBOV2_28590.1, SBOV2_28590.2	EWB00_006195
OG0006633	SBOV2_69240.1	EWB00_001599
OG0006634	SBOV2_26890.1	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4
OG0006635	SBOV2_7030.1	EWB00_007779.1, EWB00_007779.2
OG0006636	SBOV2_24290.2, SBOV2_24290.1, SBOV2_24290.3	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1
OG0006637	SBOV2_42480.1	EWB00_001809.1, EWB00_001809.2
OG0006638	SBOV2_7070.1	EWB00_007775
OG0006639	SBOV2_79150.1	EWB00_007494
OG0006641	SBOV2_75050.1	EWB00_011047
OG0006642	SBOV2_64020.1	EWB00_004701, EWB00_004703
OG0006643	SBOV2_57760.1, SBOV2_57720.1	EWB00_005174
OG0006644	SBOV2_24030.1	EWB00_001102.1, EWB00_001102.2
OG0006645	SBOV2_60590.1, SBOV2_60590.2, SBOV2_60590.3	EWB00_011351
OG0006646	SBOV2_53940.1	EWB00_006511
OG0006647	SBOV2_65860.1	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3
OG0006648	SBOV2_65800.1	EWB00_004109
OG0006649	SBOV2_71700.1	EWB00_008341
OG0006650	SBOV2_46760.1, SBOV2_46760.2	EWB00_006878
OG0006651	SBOV2_12340.1	EWB00_007689
OG0006652	SBOV2_23420.1	EWB00_009657.1, EWB00_009657.2
OG0006653	SBOV2_63870.1	EWB00_005584
OG0006654	SBOV2_65760.1	EWB00_004106
OG0006655	SBOV2_33370.1	EWB00_005933
OG0006656	SBOV2_33380.1	EWB00_005932
OG0006657	SBOV2_24840.1	EWB00_000243
OG0006658	SBOV2_76370.1	EWB00_001415.1, EWB00_001415.2
OG0006659	SBOV2_32620.1	EWB00_008369
OG0006660	SBOV2_84460.1	EWB00_001329
OG0006661	SBOV2_71860.1	EWB00_004983.1, EWB00_004983.2
OG0006662	SBOV2_15630.1	EWB00_003103
OG0006663	SBOV2_25920.1	EWB00_005733
OG0006664	SBOV2_54500.1	EWB00_006784
OG0006665	SBOV2_31120.1	EWB00_004326
OG0006666	SBOV2_1360.1	EWB00_005658.1, EWB00_005658.2
OG0006667	SBOV2_6820.2, SBOV2_6820.1	EWB00_008538
OG0006668	SBOV2_24020.1	EWB00_001100
OG0006669	SBOV2_13930.1	EWB00_004632
OG0006670	SBOV2_70390.1	EWB00_006095.3, EWB00_006095.1, EWB00_006095.2
OG0006671	SBOV2_78020.1	EWB00_002649
OG0006672	SBOV2_17420.1	EWB00_000596, EWB00_000595
OG0006673	SBOV2_19670.1	EWB00_002526
OG0006674	SBOV2_79070.1	EWB00_007502.1, EWB00_007502.2, EWB00_007502.3
OG0006675	SBOV2_21900.1	EWB00_005755
OG0006676	SBOV2_73450.2, SBOV2_73450.1	EWB00_011042
OG0006678	SBOV2_46280.1	EWB00_002074
OG0006679	SBOV2_35330.1	EWB00_003413, EWB00_003412
OG0006680	SBOV2_11790.1	EWB00_003454.2, EWB00_003454.1
OG0006681	SBOV2_96810.1, SBOV2_60460.2, SBOV2_60460.3, SBOV2_60460.1	EWB00_011335
OG0006682	SBOV2_83390.1	EWB00_010172
OG0006683	SBOV2_20780.1	EWB00_005696
OG0006684	SBOV2_17690.1	EWB00_005437
OG0006686	SBOV2_52250.1	EWB00_005404
OG0006687	SBOV2_89360.1	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2
OG0006688	SBOV2_58580.1	EWB00_011257
OG0006689	SBOV2_61170.1, SBOV2_61170.2	EWB00_011153.1, EWB00_011153.2
OG0006690	SBOV2_60470.1	EWB00_011336
OG0006691	SBOV2_75750.1	EWB00_011022.1, EWB00_011022.2
OG0006692	SBOV2_4450.1	EWB00_004859
OG0006693	SBOV2_22890.1	EWB00_007094
OG0006694	SBOV2_77080.1	EWB00_007383
OG0006695	SBOV2_63200.1	EWB00_010411
OG0006696	SBOV2_86070.1	EWB00_008047
OG0006697	SBOV2_36920.1	EWB00_002889
OG0006698	SBOV2_26050.1	EWB00_008762
OG0006699	SBOV2_70510.1	EWB00_006091
OG0006700	SBOV2_28130.1	EWB00_004590
OG0006701	SBOV2_48820.1	EWB00_002974
OG0006702	SBOV2_90060.1	EWB00_011411, EWB00_011412
OG0006703	SBOV2_7770.1	EWB00_002097
OG0006704	SBOV2_32410.1	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3
OG0006705	SBOV2_56440.1, SBOV2_56440.2	EWB00_005146
OG0006706	SBOV2_26920.1	EWB00_007985
OG0006707	SBOV2_37130.2, SBOV2_37130.1, SBOV2_37130.3	EWB00_006073.1, EWB00_006073.2
OG0006708	SBOV2_14250.1	EWB00_009365.1, EWB00_009365.2, EWB00_009365.3, EWB00_009365.4, EWB00_009365.5, EWB00_009365.6
OG0006709	SBOV2_19310.1	EWB00_010317.1, EWB00_010317.2
OG0006710	SBOV2_81950.2, SBOV2_81950.4, SBOV2_81950.5, SBOV2_81950.1, SBOV2_81950.3	EWB00_008960
OG0006711	SBOV2_64370.1	EWB00_003650
OG0006712	SBOV2_83620.1	EWB00_007299
OG0006713	SBOV2_34650.1	EWB00_002133.1, EWB00_002133.4, EWB00_002133.5, EWB00_002133.2, EWB00_002133.3
OG0006714	SBOV2_22200.1	EWB00_007568
OG0006715	SBOV2_43340.1	EWB00_001560
OG0006716	SBOV2_44940.1	EWB00_004067
OG0006717	SBOV2_90150.1	EWB00_011423
OG0006718	SBOV2_22000.1, SBOV2_21980.1	EWB00_005761.1, EWB00_005761.2
OG0006719	SBOV2_45460.1	EWB00_000196
OG0006720	SBOV2_40750.1	EWB00_005021
OG0006721	SBOV2_12520.1	EWB00_009731.1, EWB00_009731.2
OG0006722	SBOV2_39020.1, SBOV2_39020.2	EWB00_003301.2, EWB00_003301.1
OG0006723	SBOV2_44950.1	EWB00_004066.1, EWB00_004066.2
OG0006724	SBOV2_3320.1	EWB00_007336
OG0006725	SBOV2_61890.1	EWB00_007735.1, EWB00_007735.2
OG0006727	SBOV2_79260.1	EWB00_007479.1, EWB00_007479.2
OG0006728	SBOV2_93910.1	EWB00_001429
OG0006729	SBOV2_94470.1	EWB00_004795.1, EWB00_004795.2
OG0006730	SBOV2_35960.1	EWB00_010894.1, EWB00_010894.2
OG0006732	SBOV2_63810.1	EWB00_008915
OG0006734	SBOV2_90860.1	EWB00_008575.1, EWB00_008575.2
OG0006735	SBOV2_62910.1	EWB00_007108
OG0006736	SBOV2_72690.1	EWB00_008103
OG0006737	SBOV2_2350.1	EWB00_007203
OG0006738	SBOV2_44610.1	EWB00_009903.1, EWB00_009903.2, EWB00_009903.3
OG0006740	SBOV2_81450.1	EWB00_001502
OG0006741	SBOV2_13360.1	EWB00_002298
OG0006742	SBOV2_10830.2, SBOV2_10830.1	EWB00_011082
OG0006743	SBOV2_49480.1	EWB00_005344.1, EWB00_005344.2, EWB00_005344.3
OG0006744	SBOV2_86640.2, SBOV2_86640.1	EWB00_007508.1, EWB00_007508.2, EWB00_007508.3
OG0006745	SBOV2_83670.1	EWB00_007294
OG0006746	SBOV2_78440.1	EWB00_002294
OG0006747	SBOV2_80320.1	EWB00_004098
OG0006748	SBOV2_10780.1	EWB00_005548.1, EWB00_005548.2
OG0006749	SBOV2_30370.1	EWB00_001286
OG0006750	SBOV2_90800.1, SBOV2_90800.2	EWB00_008583
OG0006751	SBOV2_56220.1	EWB00_005162
OG0006752	SBOV2_13040.1, SBOV2_13040.2	EWB00_002683
OG0006753	SBOV2_68250.1	EWB00_008551.3, EWB00_008551.2, EWB00_008551.1
OG0006754	SBOV2_48590.1	EWB00_003003
OG0006755	SBOV2_65210.1	EWB00_010471.1, EWB00_010471.2, EWB00_010471.3
OG0006756	SBOV2_85600.1	EWB00_005289
OG0006757	SBOV2_7990.1	EWB00_008509
OG0006758	SBOV2_63410.1, SBOV2_63410.2	EWB00_010435
OG0006759	SBOV2_10350.1	EWB00_009488
OG0006760	SBOV2_63230.1	EWB00_010414
OG0006761	SBOV2_44900.1	EWB00_004072.3, EWB00_004072.1, EWB00_004072.2, EWB00_004072.4
OG0006762	SBOV2_92670.1	EWB00_005501
OG0006763	SBOV2_17950.1	EWB00_005463.1, EWB00_005463.2
OG0006764	SBOV2_73190.1	EWB00_011059.2, EWB00_011059.1, EWB00_011059.3
OG0006765	SBOV2_86080.1	EWB00_008045.1, EWB00_008045.2
OG0006766	SBOV2_85460.1	EWB00_000621.1, EWB00_000621.2, EWB00_000621.3, EWB00_000621.4
OG0006767	SBOV2_85560.2, SBOV2_85560.1	EWB00_005291.1, EWB00_005291.2
OG0006768	SBOV2_7620.1	EWB00_004448.2, EWB00_004448.1, EWB00_004448.3
OG0006769	SBOV2_73410.1	EWB00_010944
OG0006771	SBOV2_7220.1	EWB00_008839.1, EWB00_008839.2, EWB00_008839.3
OG0006772	SBOV2_67630.1	EWB00_006272
OG0006773	SBOV2_76390.1	EWB00_001413.1, EWB00_001413.2
OG0006775	SBOV2_58950.1	EWB00_004002
OG0006776	SBOV2_64250.1	EWB00_008711
OG0006777	SBOV2_16920.1	EWB00_000673.1, EWB00_000673.3, EWB00_000673.2
OG0006778	SBOV2_20410.1	EWB00_006418
OG0006779	SBOV2_49170.1	EWB00_003608.1, EWB00_003608.2
OG0006780	SBOV2_82400.1	EWB00_007286.1, EWB00_007286.2
OG0006782	SBOV2_68280.1	EWB00_008555.1, EWB00_008555.2
OG0006783	SBOV2_16610.1, SBOV2_16610.2	EWB00_000070
OG0006784	SBOV2_4000.1, SBOV2_4000.3, SBOV2_4000.2	EWB00_009036
OG0006786	SBOV2_20450.1	EWB00_006138.2, EWB00_006138.1
OG0006787	SBOV2_34300.1	EWB00_002925
OG0006788	SBOV2_64750.1	EWB00_000929.1, EWB00_000929.2
OG0006789	SBOV2_13010.1	EWB00_002686
OG0006790	SBOV2_91890.1	EWB00_007433.1, EWB00_007433.2
OG0006792	SBOV2_22960.1	EWB00_007083
OG0006793	SBOV2_13060.1	EWB00_002681.1, EWB00_002681.2
OG0006795	SBOV2_13660.1	EWB00_003694
OG0006797	SBOV2_1080.1	EWB00_005683
OG0006798	SBOV2_48650.1, SBOV2_48650.2	EWB00_002997.1, EWB00_002997.2
OG0006799	SBOV2_26200.1	EWB00_008396.1, EWB00_008396.2
OG0006800	SBOV2_21320.1	EWB00_002418, EWB00_002417, EWB00_002419
OG0006801	SBOV2_14810.1	EWB00_002356, EWB00_002357
OG0006802	SBOV2_14850.1	EWB00_002361.1, EWB00_002361.2
OG0006803	SBOV2_75930.1, SBOV2_75930.2, SBOV2_75930.4, SBOV2_75930.3	EWB00_007278
OG0006804	SBOV2_82460.1, SBOV2_82460.2	EWB00_001672
OG0006805	SBOV2_82160.1, SBOV2_82160.2	EWB00_007033.1, EWB00_007033.2
OG0006807	SBOV2_35400.1, SBOV2_35400.2	EWB00_003406
OG0006808	SBOV2_40500.1	EWB00_004999
OG0006809	SBOV2_65710.1	EWB00_009302.1, EWB00_009302.2, EWB00_009302.3, EWB00_009302.4
OG0006810	SBOV2_67200.1	EWB00_006229.1, EWB00_006229.2
OG0006813	SBOV2_35620.1	EWB00_011213
OG0006816	SBOV2_87610.1	EWB00_005070
OG0006817	SBOV2_41300.1	EWB00_003730
OG0006819	SBOV2_15130.1	EWB00_004812
OG0006820	SBOV2_74840.1	EWB00_007169
OG0006821	SBOV2_30640.1	EWB00_005611
OG0006822	SBOV2_4490.1	EWB00_004866, EWB00_004865
OG0006823	SBOV2_92390.1, SBOV2_92390.2	EWB00_005887.2
OG0006824	SBOV2_92170.1	EWB00_008971.1, EWB00_008971.2
OG0006825	SBOV2_84530.1	EWB00_008601, EWB00_008647
OG0006826	SBOV2_84420.1	EWB00_001335.1, EWB00_001335.2, EWB00_001335.3
OG0006827	SBOV2_90020.1	EWB00_011408
OG0006828	SBOV2_75670.1, SBOV2_75660.1	EWB00_011013
OG0006829	SBOV2_64800.1	EWB00_000933.1, EWB00_000933.2
OG0006831	SBOV2_35910.1, SBOV2_35910.2	EWB00_010900
OG0006832	SBOV2_25370.1, SBOV2_25370.2, SBOV2_25370.3	EWB00_009456.1, EWB00_009456.2
OG0006833	SBOV2_40600.3, SBOV2_40600.1, SBOV2_40600.2	EWB00_005006.1, EWB00_005006.3, EWB00_005006.2
OG0006834	SBOV2_23780.2, SBOV2_23780.3	EWB00_006995.1, EWB00_006995.2
OG0006835	SBOV2_44030.1	EWB00_008282.1, EWB00_008282.2
OG0006836	SBOV2_16430.1	EWB00_000085
OG0006837	SBOV2_38090.1, SBOV2_38090.2	EWB00_006063
OG0006838	SBOV2_66450.1	EWB00_009833, EWB00_009834
OG0006841	SBOV2_8990.1, SBOV2_9010.1, SBOV2_8990.2	EWB00_009458.1, EWB00_009458.2, EWB00_009458.3
OG0006851	SBOV2_66330.1	EWB00_009820
OG0006853	SBOV2_15180.1	EWB00_004818
OG0006854	SBOV2_48280.1	EWB00_004752.1, EWB00_004752.2
OG0006855	SBOV2_93260.1	EWB00_003026
OG0006856	SBOV2_44200.1	EWB00_004887
OG0006857	SBOV2_87870.1	EWB00_001839
OG0006858	SBOV2_11260.1	EWB00_009405
OG0006859	SBOV2_1400.1	EWB00_005654
OG0006860	SBOV2_15440.1	EWB00_010281.1, EWB00_010281.2
OG0006861	SBOV2_52560.1, SBOV2_52560.2	EWB00_010673
OG0006862	SBOV2_38560.1	EWB00_000628
OG0006863	SBOV2_49370.1, SBOV2_49370.2	EWB00_005357
OG0006864	SBOV2_47310.1	EWB00_010751.1, EWB00_010751.2
OG0006865	SBOV2_24470.1	EWB00_005240
OG0006866	SBOV2_34720.1, SBOV2_34720.2	EWB00_002127
OG0006868	SBOV2_10470.1	EWB00_009467.1, EWB00_009467.2
OG0006870	SBOV2_37990.1	EWB00_006049
OG0006871	SBOV2_86360.1	EWB00_006938
OG0006872	SBOV2_47250.1, SBOV2_47270.1	EWB00_010757
OG0006873	SBOV2_6730.1	EWB00_008527
OG0006874	SBOV2_16810.1	EWB00_000684
OG0006875	SBOV2_64990.1	EWB00_010492
OG0006876	SBOV2_34280.1	EWB00_002924.2, EWB00_002924.3, EWB00_002924.4, EWB00_002924.1
OG0006877	SBOV2_47520.1	EWB00_010731
OG0006878	SBOV2_81490.1	EWB00_001498.1, EWB00_001498.2
OG0006879	SBOV2_57960.1	EWB00_005205
OG0006880	SBOV2_79950.1	EWB00_006756
OG0006881	SBOV2_88320.1	EWB00_001913
OG0006882	SBOV2_87250.1	EWB00_008994
OG0006883	SBOV2_41060.1	EWB00_005050
OG0006884	SBOV2_71210.1, SBOV2_71210.2	EWB00_002777
OG0006886	SBOV2_35180.1	EWB00_005921.1, EWB00_005921.2
OG0006887	SBOV2_25230.1	EWB00_000300.1, EWB00_000300.2
OG0006888	SBOV2_29840.1	EWB00_007697
OG0006889	SBOV2_89370.1	EWB00_001957, EWB00_001958
OG0006890	SBOV2_90370.1	EWB00_006714
OG0006891	SBOV2_49250.1	EWB00_006469.1, EWB00_006469.2
OG0006892	SBOV2_62960.1	EWB00_007103
OG0006893	SBOV2_39140.1	EWB00_003312
OG0006894	SBOV2_94220.1	EWB00_005853
OG0006895	SBOV2_33970.1	EWB00_001715
OG0006897	SBOV2_28220.1	EWB00_006151
OG0006898	SBOV2_48620.1	EWB00_002999
OG0006899	SBOV2_36510.1	EWB00_007457
OG0006900	SBOV2_93330.3, SBOV2_93330.1, SBOV2_93330.2	EWB00_011187
OG0006902	SBOV2_190.1	EWB00_010212
OG0006903	SBOV2_14410.1	EWB00_004187.2, EWB00_004187.1
OG0006904	SBOV2_52370.1, SBOV2_52360.1	EWB00_010692
OG0006905	SBOV2_95510.1	EWB00_006661
OG0006906	SBOV2_55550.1, SBOV2_55560.1	EWB00_005258
OG0006907	SBOV2_50540.1	EWB00_011180
OG0006908	SBOV2_44360.1	EWB00_009909, EWB00_009910
OG0006910	SBOV2_57270.1	EWB00_005552
OG0006911	SBOV2_52690.1	EWB00_010659.1, EWB00_010659.2
OG0006912	SBOV2_13630.1	EWB00_005063.1, EWB00_005063.2
OG0006913	SBOV2_18360.1	EWB00_001050
OG0006914	SBOV2_53880.1	EWB00_006504.1, EWB00_006504.2
OG0006915	SBOV2_35490.1	EWB00_007849
OG0006916	SBOV2_91680.1	EWB00_002240
OG0006917	SBOV2_3410.1, SBOV2_3420.1	EWB00_007345
OG0006918	SBOV2_35420.1	EWB00_003404
OG0006919	SBOV2_30180.1	EWB00_001313
OG0006920	SBOV2_40860.1	EWB00_005027.1, EWB00_005027.2
OG0006921	SBOV2_60920.1	EWB00_011127.1, EWB00_011127.2
OG0006922	SBOV2_12530.1	EWB00_009730.1, EWB00_009730.2
OG0006923	SBOV2_93400.1	EWB00_011203
OG0006924	SBOV2_78500.1	EWB00_002285
OG0006925	SBOV2_49720.1	EWB00_004422
OG0006926	SBOV2_53550.1	EWB00_003552
OG0006927	SBOV2_52650.1	EWB00_010663
OG0006928	SBOV2_15550.1	EWB00_010293
OG0006929	SBOV2_81700.1	EWB00_003685
OG0006930	SBOV2_4740.1	EWB00_009081, EWB00_010602
OG0006931	SBOV2_10050.1	EWB00_009192
OG0006933	SBOV2_52960.1, SBOV2_52960.2	EWB00_010630
OG0006934	SBOV2_41520.1	EWB00_002795
OG0006935	SBOV2_70470.1	EWB00_006103
OG0006936	SBOV2_30780.1	EWB00_004363
OG0006937	SBOV2_50750.1, SBOV2_50750.2	EWB00_000760
OG0006938	SBOV2_88000.1	EWB00_001865
OG0006939	SBOV2_25770.1	EWB00_003241
OG0006940	SBOV2_14230.1	EWB00_009363.1, EWB00_009363.2, EWB00_009363.3
OG0006942	SBOV2_16870.1	EWB00_000677
OG0006943	SBOV2_82570.1	EWB00_001661
OG0006944	SBOV2_71400.1	EWB00_002752
OG0006946	SBOV2_12080.1	EWB00_000692
OG0006948	SBOV2_33150.1	EWB00_003395
OG0006949	SBOV2_72190.1	EWB00_006617.1, EWB00_006617.2
OG0006950	SBOV2_74580.1	EWB00_010555.1, EWB00_010555.2
OG0006951	SBOV2_20250.1	EWB00_006437.1, EWB00_006437.2
OG0006952	SBOV2_39930.1	EWB00_001079
OG0006953	SBOV2_58690.1	EWB00_000479.2
OG0006954	SBOV2_53080.1	EWB00_010645
OG0006955	SBOV2_36460.1	EWB00_007463.1, EWB00_007463.2, EWB00_007463.3
OG0006956	SBOV2_59740.1	EWB00_007969
OG0006957	SBOV2_70690.1	EWB00_002736
OG0006958	SBOV2_68440.1	EWB00_010047
OG0006959	SBOV2_85930.1	EWB00_008065.1, EWB00_008065.2
OG0006960	SBOV2_32790.1	EWB00_008173.2, EWB00_008173.3, EWB00_008173.1
OG0006961	SBOV2_88230.1, SBOV2_88230.2	EWB00_001900, EWB00_001901
OG0006962	SBOV2_51600.1	EWB00_007765.1, EWB00_007765.2
OG0006963	SBOV2_48310.1	EWB00_008719
OG0006964	SBOV2_61730.1	EWB00_009171
OG0006965	SBOV2_32190.1	EWB00_006841.1, EWB00_006841.2
OG0006966	SBOV2_61160.1, SBOV2_61160.2, SBOV2_61160.3	EWB00_011150
OG0006967	SBOV2_89390.1	EWB00_001685.1, EWB00_001685.2, EWB00_001685.3, EWB00_001685.4
OG0006968	SBOV2_29810.1	EWB00_009683
OG0006969	SBOV2_70630.1	EWB00_002730
OG0006970	SBOV2_70640.1	EWB00_002731
OG0006971	SBOV2_79390.1	EWB00_003474.1, EWB00_003474.2
OG0006972	SBOV2_60660.1	EWB00_011090
OG0006973	SBOV2_4020.1	EWB00_009033
OG0006974	SBOV2_80240.1	EWB00_009664
OG0006975	SBOV2_21890.1	EWB00_005754
OG0006976	SBOV2_68270.1	EWB00_008553
OG0006977	SBOV2_35040.1	EWB00_005951
OG0006978	SBOV2_22720.2, SBOV2_22720.1	EWB00_001536
OG0006979	SBOV2_66090.1	EWB00_003984.1, EWB00_003984.2
OG0006980	SBOV2_78100.1	EWB00_002643.1, EWB00_002643.3
OG0006981	SBOV2_61010.1	EWB00_011136
OG0006982	SBOV2_55610.1	EWB00_007823
OG0006983	SBOV2_15310.1	EWB00_004120.1, EWB00_004120.2
OG0006984	SBOV2_54000.1	EWB00_007211
OG0006985	SBOV2_26940.1	EWB00_007983
OG0006986	SBOV2_3440.1	EWB00_007348
OG0006987	SBOV2_76520.1	EWB00_008246
OG0006988	SBOV2_76530.1	EWB00_008247
OG0006989	SBOV2_72890.1	EWB00_003444, EWB00_003442
OG0006990	SBOV2_2050.1	EWB00_004655
OG0006991	SBOV2_80130.1	EWB00_006771
OG0006992	SBOV2_21790.1	EWB00_008567
OG0006993	SBOV2_16650.1	EWB00_000066
OG0006994	SBOV2_5050.1	EWB00_006334
OG0006995	SBOV2_61770.1	EWB00_009176
OG0006996	SBOV2_240.1, SBOV2_250.1	EWB00_010205.1, EWB00_010205.2
OG0006997	SBOV2_85380.1	EWB00_000614.1, EWB00_000614.2
OG0006998	SBOV2_75140.1, SBOV2_75160.1	EWB00_010953
OG0006999	SBOV2_45320.1	EWB00_000183
OG0007000	SBOV2_82190.1	EWB00_007046
OG0007001	SBOV2_48100.2, SBOV2_48100.1, SBOV2_48100.3	EWB00_008084
OG0007002	SBOV2_93740.2, SBOV2_93740.1	EWB00_004779.1, EWB00_004779.2
OG0007003	SBOV2_6740.1	EWB00_008530
OG0007004	SBOV2_91830.1	EWB00_007421.1, EWB00_007421.2
OG0007005	SBOV2_45310.1	EWB00_000182
OG0007006	SBOV2_91640.1	EWB00_005712
OG0007007	SBOV2_43330.1	EWB00_001559
OG0007008	SBOV2_63830.1, SBOV2_63830.2	EWB00_005589.1, EWB00_005589.2
OG0007009	SBOV2_90140.1	EWB00_011422.1, EWB00_011422.2
OG0007010	SBOV2_21020.1	EWB00_003505
OG0007011	SBOV2_49520.1	EWB00_005338
OG0007012	SBOV2_96570.1, SBOV2_96570.2	EWB00_010759
OG0007013	SBOV2_63460.1, SBOV2_63460.2	EWB00_010443
OG0007014	SBOV2_11750.1	EWB00_003450
OG0007015	SBOV2_78750.1	EWB00_002255.3, EWB00_002255.1, EWB00_002255.2
OG0007016	SBOV2_17160.1	EWB00_006543
OG0007017	SBOV2_49830.1, SBOV2_49830.2	EWB00_004409
OG0007018	SBOV2_93170.1	EWB00_003038.1, EWB00_003038.2
OG0007019	SBOV2_77640.1	EWB00_001239.1, EWB00_001239.2
OG0007020	SBOV2_55860.1	EWB00_009099
OG0007021	SBOV2_47880.1	EWB00_010696
OG0007022	SBOV2_60830.1	EWB00_011111
OG0007023	SBOV2_44530.1	EWB00_009707.4, EWB00_009707.3, EWB00_009707.2
OG0007024	SBOV2_82290.1	EWB00_007035
OG0007025	SBOV2_90090.1	EWB00_011414
OG0007026	SBOV2_59230.1	EWB00_003873
OG0007027	SBOV2_1250.1	EWB00_008000
OG0007028	SBOV2_74090.1, SBOV2_74090.2	EWB00_001375
OG0007029	SBOV2_18470.1	EWB00_001040
OG0007030	SBOV2_70320.1	EWB00_006115
OG0007031	SBOV2_29720.1	EWB00_003162
OG0007032	SBOV2_78230.1	EWB00_008178
OG0007033	SBOV2_78240.1	EWB00_008179.1, EWB00_008179.2
OG0007034	SBOV2_78250.1	EWB00_008180.4, EWB00_008180.1, EWB00_008180.2, EWB00_008180.3
OG0007035	SBOV2_69510.1, SBOV2_69510.2	EWB00_008652
OG0007036	SBOV2_81600.1	EWB00_001480
OG0007037	SBOV2_59450.1	EWB00_006575
OG0007038	SBOV2_29800.1	EWB00_004928
OG0007039	SBOV2_53350.1	EWB00_006820
OG0007040	SBOV2_71820.1	EWB00_000653
OG0007041	SBOV2_37890.1	EWB00_006038.1, EWB00_006038.2
OG0007043	SBOV2_85400.1	EWB00_000617.1, EWB00_000617.2
OG0007044	SBOV2_11900.1	EWB00_008333
OG0007045	SBOV2_3600.1	EWB00_000872
OG0007046	SBOV2_82410.1	EWB00_009140.1, EWB00_009140.2
OG0007047	SBOV2_57300.1	EWB00_010107, EWB00_005555
OG0007048	SBOV2_61530.1, SBOV2_61530.2, SBOV2_61530.3	EWB00_004019
OG0007049	SBOV2_28990.1	EWB00_009535
OG0007050	SBOV2_10370.1, SBOV2_10370.2, SBOV2_10370.3	EWB00_009490
OG0007051	SBOV2_14460.1	EWB00_004179
OG0007053	SBOV2_31580.1	EWB00_004281.1, EWB00_004281.2
OG0007054	SBOV2_86500.1	EWB00_000324.1, EWB00_000324.2
OG0007055	SBOV2_70230.1	EWB00_009518.1, EWB00_009518.2
OG0007056	SBOV2_22850.1	EWB00_001555
OG0007057	SBOV2_65500.1	EWB00_010402.1, EWB00_010402.2
OG0007058	SBOV2_2100.1	EWB00_004650
OG0007059	SBOV2_44910.1	EWB00_004071
OG0007060	SBOV2_33690.1, SBOV2_33690.2, SBOV2_33690.3	EWB00_001755
OG0007061	SBOV2_92660.1	EWB00_005500.2, EWB00_005500.1
OG0007062	SBOV2_22780.1	EWB00_001543
OG0007063	SBOV2_260.1	EWB00_010204.3, EWB00_010204.1, EWB00_010204.2
OG0007064	SBOV2_85420.1	EWB00_000618
OG0007065	SBOV2_4910.1	EWB00_006351
OG0007067	SBOV2_82590.1, SBOV2_82610.1	EWB00_009587
OG0007068	SBOV2_77390.2, SBOV2_77390.1	EWB00_001213.2, EWB00_001213.1
OG0007069	SBOV2_31870.1	EWB00_004249
OG0007070	SBOV2_53010.1	EWB00_010636
OG0007072	SBOV2_32180.1, SBOV2_32180.2	EWB00_006842
OG0007073	SBOV2_69830.1	EWB00_007926.1, EWB00_007926.2
OG0007074	SBOV2_74820.1	EWB00_007163
OG0007075	SBOV2_18230.1	EWB00_001063
OG0007076	SBOV2_35580.1	EWB00_011209
OG0007077	SBOV2_64810.1, SBOV2_64810.2	EWB00_000937
OG0007078	SBOV2_54380.1	EWB00_005309
OG0007079	SBOV2_22300.1	EWB00_007559.1, EWB00_007559.2, EWB00_007559.3
OG0007080	SBOV2_17620.1	EWB00_005428
OG0007081	SBOV2_53220.1, SBOV2_53230.1	EWB00_006801
OG0007082	SBOV2_86690.1	EWB00_009430
OG0007086	SBOV2_84380.1, SBOV2_84390.1	EWB00_001338.1, EWB00_001338.2
OG0007087	SBOV2_66040.1	EWB00_003990.1, EWB00_003990.2
OG0007088	SBOV2_96540.1	EWB00_003351.1, EWB00_003351.2, EWB00_003351.3
OG0007089	SBOV2_61510.1	EWB00_004017
OG0007090	SBOV2_16560.1	EWB00_000075
OG0007091	SBOV2_70700.1	EWB00_002737.1, EWB00_002737.2, EWB00_002737.3
OG0007092	SBOV2_15690.1	EWB00_003110
OG0007094	SBOV2_45600.1	EWB00_004035
OG0007095	SBOV2_21740.1, SBOV2_21740.2, SBOV2_21740.3	EWB00_002405
