Orthogroup	schistosoma_bovis	schmidtea_mediterranea
OG0004818	SBOV2_91970.1	h1SMcT0010434.1
OG0004819	SBOV2_77420.1, SBOV2_77430.1	h1SMcT0010603.1, h1SMcT0010603.2, h1SMcT0010603.3, h1SMcT0010603.4, h1SMcT0010603.5
OG0004820	SBOV2_33940.1, SBOV2_33940.2, SBOV2_33940.3	h1SMcT0007769.1
OG0004821	SBOV2_44670.1, SBOV2_44670.2, SBOV2_44670.3, SBOV2_44670.4	h1SMcT0013905.1
OG0004822	SBOV2_23210.1	h1SMcT0018404.1
OG0004823	SBOV2_57520.4, SBOV2_57520.3, SBOV2_57520.2, SBOV2_57520.1	h1SMcT0000127.9, h1SMcT0000127.5, h1SMcT0000127.8
OG0004824	SBOV2_72460.1	h1SMcT0010851.1
OG0004825	SBOV2_59570.1	h1SMcT0008584.1
OG0004826	SBOV2_80140.1	h1SMcT0001102.1, h1SMcT0001102.3, h1SMcT0001102.2
OG0004829	SBOV2_29540.1	h1SMcT0014804.1
OG0004830	SBOV2_65680.1	h1SMcT0005592.1, h1SMcT0005592.2, h1SMcT0001882.2, h1SMcT0001882.3
OG0004831	SBOV2_39450.1	h1SMcT0013193.1, h1SMcT0008742.2, h1SMcT0008742.1, h1SMcT0008742.3
OG0004832	SBOV2_31150.1	h1SMcT0005769.1
OG0004834	SBOV2_35780.1	h1SMcT0013622.1
OG0004835	SBOV2_24610.1	h1SMcT0012622.2, h1SMcT0012622.1, h1SMcT0012622.3
OG0004836	SBOV2_84760.1	h1SMcT0004584.1
OG0004837	SBOV2_13900.1, SBOV2_13900.2, SBOV2_13900.3	h1SMcT0002286.1, h1SMcT0002297.1, h1SMcT0002297.2
OG0004840	SBOV2_54130.1, SBOV2_54130.3, SBOV2_54130.2	h1SMcT0022092.1, h1SMcT0022092.2
OG0004841	SBOV2_64950.1	h1SMcT0000842.1, h1SMcT0000842.3, h1SMcT0000842.2
OG0004842	SBOV2_71870.1	h1SMcT0003196.2
OG0004843	SBOV2_30120.1, SBOV2_30140.1, SBOV2_30140.2	h1SMcT0020402.1, h1SMcT0020403.1, h1SMcT0020403.2
OG0004844	SBOV2_2000.1	h1SMcT0008441.1, h1SMcT0008441.2, h1SMcT0008441.3, h1SMcT0012750.1, h1SMcT0017066.1, h1SMcT0017066.2
OG0004845	SBOV2_2010.1	h1SMcT0011668.1
OG0004846	SBOV2_78090.1, SBOV2_78090.3, SBOV2_78090.2	h1SMcT0003195.1
OG0004847	SBOV2_69120.1, SBOV2_69120.2	h1SMcT0004461.1, h1SMcT0012810.1
OG0004848	SBOV2_13470.1, SBOV2_13470.2, SBOV2_13470.3	h1SMcT0018330.1
OG0004849	SBOV2_45030.1	h1SMcT0008354.1, h1SMcT0008354.2, h1SMcT0015689.1, h1SMcT0015689.2
OG0004850	SBOV2_63730.1	h1SMcT0012295.1
OG0004853	SBOV2_24450.1	h1SMcT0006400.1, h1SMcT0006400.3, h1SMcT0006400.4, h1SMcT0006400.2, h1SMcT0006400.5
OG0004854	SBOV2_90550.1, SBOV2_90550.2, SBOV2_90550.3	h1SMcT0016417.6, h1SMcT0021182.1, h1SMcT0021182.2
OG0004855	SBOV2_34760.1	h1SMcT0015600.3, h1SMcT0015600.1, h1SMcT0015600.2
OG0004856	SBOV2_77770.1	h1SMcT0017772.1, h1SMcT0017777.1, h1SMcT0017777.2
OG0004857	SBOV2_45440.1	h1SMcT0009463.2
OG0004858	SBOV2_78680.1	h1SMcT0006550.1, h1SMcT0018484.1, h1SMcT0022128.1, h1SMcT0011730.1, h1SMcT0011730.2
OG0004859	SBOV2_66350.1	h1SMcT0018342.1
OG0004860	SBOV2_96580.2, SBOV2_96580.1	h1SMcT0016058.1
OG0004862	SBOV2_49850.1, SBOV2_49850.2	h1SMcT0018897.1
OG0004863	SBOV2_93030.4, SBOV2_93030.1, SBOV2_93030.3, SBOV2_93030.2	h1SMcT0016646.1, h1SMcT0016646.2
OG0004864	SBOV2_33610.1	h1SMcT0003547.3, h1SMcT0003547.1, h1SMcT0003547.2
OG0004865	SBOV2_23510.3, SBOV2_23510.2, SBOV2_23510.1	h1SMcT0022173.1
OG0004868	SBOV2_5940.1, SBOV2_5940.2	h1SMcT0004067.1, h1SMcT0008344.1, h1SMcT0006955.1, h1SMcT0008515.1
OG0004869	SBOV2_16760.1	h1SMcT0005463.1, h1SMcT0005463.2
OG0004871	SBOV2_8310.1	h1SMcT0021699.1
OG0004873	SBOV2_26170.1	h1SMcT0003880.4, h1SMcT0003880.1, h1SMcT0003880.2, h1SMcT0003880.3
OG0004874	SBOV2_3210.1, SBOV2_3210.2, SBOV2_3210.3, SBOV2_3210.4	h1SMcT0017444.1
OG0004875	SBOV2_3070.1	h1SMcT0008878.2
OG0004879	SBOV2_59580.1	h1SMcT0019560.3, h1SMcT0019560.1, h1SMcT0019560.2
OG0004883	SBOV2_9290.1	h1SMcT0014727.1
OG0004884	SBOV2_81610.1, SBOV2_81610.2	h1SMcT0005426.1, h1SMcT0005426.2
OG0004885	SBOV2_900.1	h1SMcT0007019.1
OG0004886	SBOV2_6010.1	h1SMcT0004750.1
OG0004887	SBOV2_53100.1	h1SMcT0012710.1
OG0004888	SBOV2_80250.1	h1SMcT0015259.1
OG0004889	SBOV2_56070.1	h1SMcT0001798.1
OG0004890	SBOV2_89240.1	h1SMcT0008142.1, h1SMcT0016242.1
OG0004891	SBOV2_36750.1	h1SMcT0012217.1, h1SMcT0012217.2
OG0004893	SBOV2_18870.1, SBOV2_18870.2	h1SMcT0003515.1
OG0004894	SBOV2_56040.1	h1SMcT0015826.1
OG0004895	SBOV2_91290.1	h1SMcT0007166.1, h1SMcT0007166.2, h1SMcT0007166.3
OG0004896	SBOV2_29000.2, SBOV2_29000.1	h1SMcT0005677.1
OG0004897	SBOV2_10220.1, SBOV2_10220.2	h1SMcT0004384.1, h1SMcT0008899.1, h1SMcT0008899.2
OG0004898	SBOV2_46260.1	h1SMcT0014002.1, h1SMcT0020889.1, h1SMcT0019917.1
OG0004899	SBOV2_47140.1	h1SMcT0010987.1, h1SMcT0012157.1
OG0004900	SBOV2_40330.1, SBOV2_40330.2	h1SMcT0002116.1
OG0004902	SBOV2_30610.1, SBOV2_30610.2	h1SMcT0000267.1
OG0004904	SBOV2_64140.1	h1SMcT0021559.1
OG0004905	SBOV2_13500.1	h1SMcT0002194.1, h1SMcT0002194.2
OG0004908	SBOV2_38220.1, SBOV2_38220.2	h1SMcT0004894.1, h1SMcT0022014.1, h1SMcT0022014.2
OG0004909	SBOV2_12270.1	h1SMcT0005083.1
OG0004910	SBOV2_20330.1, SBOV2_20330.2, SBOV2_20330.3	h1SMcT0015501.1
OG0004911	SBOV2_820.1, SBOV2_820.2	h1SMcT0007018.1, h1SMcT0007018.2, h1SMcT0022832.1
OG0004912	SBOV2_88480.1	h1SMcT0009510.1, h1SMcT0011569.1, h1SMcT0011569.2
OG0004913	SBOV2_57010.1	h1SMcT0007359.1
OG0004914	SBOV2_60490.1, SBOV2_60490.2, SBOV2_60490.3, SBOV2_60490.4, SBOV2_60490.5	h1SMcT0011478.1
OG0004915	SBOV2_21080.1	h1SMcT0017600.1
OG0004916	SBOV2_16510.2, SBOV2_16510.1	h1SMcT0002391.3, h1SMcT0002391.2, h1SMcT0002391.1
OG0004917	SBOV2_32120.1	h1SMcT0015230.1
OG0004918	SBOV2_85390.1	h1SMcT0001372.1
OG0004919	SBOV2_53020.1	h1SMcT0014238.1
OG0004920	SBOV2_81900.1, SBOV2_81900.3, SBOV2_81900.2	h1SMcT0014983.2, h1SMcT0014983.3, h1SMcT0014983.4, h1SMcT0014983.5
OG0004921	SBOV2_53460.1, SBOV2_53460.2, SBOV2_53460.3	h1SMcT0019947.1, h1SMcT0008946.1
OG0004922	SBOV2_76310.1	h1SMcT0006832.1, h1SMcT0006832.2
OG0004923	SBOV2_2130.1	h1SMcT0009994.1, h1SMcT0004154.1
OG0004924	SBOV2_24650.1	h1SMcT0017599.1, h1SMcT0005999.1, h1SMcT0006000.1, h1SMcT0006001.1
OG0004925	SBOV2_55370.1	h1SMcT0014842.1, h1SMcT0015097.1
OG0004926	SBOV2_70770.1	h1SMcT0021946.1
OG0004927	SBOV2_87740.1, SBOV2_87740.2	h1SMcT0015457.1, h1SMcT0015457.2
OG0004928	SBOV2_65900.1	h1SMcT0007223.1
OG0004929	SBOV2_51270.1, SBOV2_51270.2, SBOV2_51270.3, SBOV2_51270.4	h1SMcT0011691.1, h1SMcT0011691.3, h1SMcT0011691.2
OG0004931	SBOV2_41660.1	h1SMcT0021026.3, h1SMcT0021026.2, h1SMcT0021026.1
OG0004932	SBOV2_21800.1	h1SMcT0004491.1, h1SMcT0004491.2
OG0004934	SBOV2_43430.8, SBOV2_43430.9, SBOV2_43430.4, SBOV2_43430.7, SBOV2_43430.3, SBOV2_43430.6, SBOV2_43430.5, SBOV2_43430.1, SBOV2_43430.10, SBOV2_43430.2	h1SMcT0009728.1, h1SMcT0013123.1
OG0004937	SBOV2_90500.4, SBOV2_90500.6, SBOV2_90500.3, SBOV2_90500.5, SBOV2_90500.1, SBOV2_90500.2, SBOV2_90500.7	h1SMcT0002154.1
OG0004938	SBOV2_47460.1	h1SMcT0022317.1, h1SMcT0022317.2, h1SMcT0022317.3
OG0004939	SBOV2_82170.1, SBOV2_82170.2	h1SMcT0016154.1
OG0004940	SBOV2_52830.1, SBOV2_52830.2	h1SMcT0007797.10, h1SMcT0007797.7, h1SMcT0007797.8, h1SMcT0007797.9
OG0004941	SBOV2_62870.1	h1SMcT0004693.1
OG0004942	SBOV2_65440.1, SBOV2_65440.2, SBOV2_65440.3	h1SMcT0014803.1
OG0004943	SBOV2_59940.1	h1SMcT0009531.1
OG0004944	SBOV2_56460.1	h1SMcT0020457.1, h1SMcT0020457.2
OG0004947	SBOV2_31930.2, SBOV2_31930.1	h1SMcT0020638.1, h1SMcT0010245.1, h1SMcT0010245.2
OG0004948	SBOV2_32240.1	h1SMcT0005964.1
OG0004959	SBOV2_13030.1, SBOV2_13030.2	h1SMcT0004624.1
OG0004972	SBOV2_6950.1	h1SMcT0015882.1
OG0004973	SBOV2_92250.1	h1SMcT0000268.1, h1SMcT0002651.1, h1SMcT0015987.1, h1SMcT0019190.3, h1SMcT0019190.2, h1SMcT0019190.1
OG0004974	SBOV2_48270.1	h1SMcT0015186.1
OG0004976	SBOV2_95450.1	h1SMcT0019865.1
OG0004977	SBOV2_59870.2, SBOV2_59870.3, SBOV2_59870.1	h1SMcT0004505.1, h1SMcT0004505.2, h1SMcT0000458.1, h1SMcT0004508.1
OG0004979	SBOV2_50320.1	h1SMcT0006960.1, h1SMcT0022188.1, h1SMcT0022188.2, h1SMcT0022188.3, h1SMcT0017831.1, h1SMcT0017831.2
OG0004980	SBOV2_37300.1	h1SMcT0010915.1, h1SMcT0014641.1, h1SMcT0016799.1
OG0004981	SBOV2_61240.1	h1SMcT0005879.1, h1SMcT0002890.1, h1SMcT0002890.2, h1SMcT0002890.3, h1SMcT0018843.1
OG0004982	SBOV2_84860.1	h1SMcT0001033.1, h1SMcT0001033.2
OG0004984	SBOV2_36200.1	h1SMcT0010218.1, h1SMcT0015647.1, h1SMcT0015647.2, h1SMcT0017198.1, h1SMcT0017198.2
OG0004985	SBOV2_75420.1, SBOV2_75420.2	h1SMcT0006914.1
OG0004986	SBOV2_37420.1	h1SMcT0021852.1, h1SMcT0021852.2
OG0004987	SBOV2_44560.2, SBOV2_44560.1	h1SMcT0004717.1
OG0004988	SBOV2_4190.1	h1SMcT0001984.1
OG0004989	SBOV2_69330.1	h1SMcT0000588.1, h1SMcT0000588.3
OG0004990	SBOV2_18540.1	h1SMcT0006669.1, h1SMcT0017498.1, h1SMcT0017498.2
OG0004991	SBOV2_5130.1, SBOV2_5130.2	h1SMcT0011808.1, h1SMcT0014387.1
OG0004994	SBOV2_47240.1	h1SMcT0000226.1
OG0004995	SBOV2_27610.1	h1SMcT0013790.1, h1SMcT0013790.2
OG0004996	SBOV2_64900.2, SBOV2_64900.5, SBOV2_64900.3, SBOV2_64900.4, SBOV2_64900.1	h1SMcT0008267.1
OG0004997	SBOV2_79830.1	h1SMcT0000065.1, h1SMcT0014016.1
OG0004998	SBOV2_4790.1, SBOV2_4790.2	h1SMcT0005168.1, h1SMcT0007703.1, h1SMcT0020684.1, h1SMcT0020684.2
OG0004999	SBOV2_87760.1, SBOV2_87760.2	h1SMcT0008303.1
OG0005001	SBOV2_82900.1, SBOV2_82900.2, SBOV2_82900.3	h1SMcT0014640.1
OG0005003	SBOV2_41160.1	h1SMcT0022097.1, h1SMcT0022097.2
OG0005004	SBOV2_61140.1	h1SMcT0018118.1
OG0005005	SBOV2_29310.1	h1SMcT0002606.2, h1SMcT0002606.3, h1SMcT0002606.4, h1SMcT0002606.1
OG0005007	SBOV2_28000.1	h1SMcT0007553.1
OG0005008	SBOV2_87260.1, SBOV2_87260.2	h1SMcT0000319.1, h1SMcT0004391.1
OG0005009	SBOV2_33320.1	h1SMcT0008865.1, h1SMcT0008865.2
OG0005010	SBOV2_38420.1	h1SMcT0003251.1, h1SMcT0003251.2
OG0005011	SBOV2_39260.1, SBOV2_39260.2	h1SMcT0003319.1
OG0005012	SBOV2_23940.1	h1SMcT0021619.1
OG0005013	SBOV2_30770.1	h1SMcT0002908.1, h1SMcT0002908.2
OG0005014	SBOV2_81350.1, SBOV2_81350.3, SBOV2_81350.2	h1SMcT0001097.1
OG0005016	SBOV2_57910.1	h1SMcT0006696.1
OG0005017	SBOV2_93720.1	h1SMcT0013488.1, h1SMcT0013488.2
OG0005018	SBOV2_24260.1	h1SMcT0019241.1
OG0005019	SBOV2_85470.1	h1SMcT0013916.2, h1SMcT0013916.1, h1SMcT0013922.1
OG0005020	SBOV2_44250.1	h1SMcT0015330.3, h1SMcT0015330.1, h1SMcT0015330.2
OG0005022	SBOV2_24490.1	h1SMcT0005390.1
OG0005026	SBOV2_62950.1	h1SMcT0013764.1
OG0005027	SBOV2_36160.2, SBOV2_36160.3, SBOV2_36160.1	h1SMcT0006617.1, h1SMcT0008146.1, h1SMcT0019264.1
OG0005030	SBOV2_23760.1	h1SMcT0008432.1, h1SMcT0008432.3, h1SMcT0008432.2
OG0005031	SBOV2_39160.1	h1SMcT0003422.1, h1SMcT0021860.1, h1SMcT0017431.1, h1SMcT0017431.2
OG0005035	SBOV2_57870.1	h1SMcT0010076.1
OG0005036	SBOV2_60110.1	h1SMcT0012103.1
OG0005039	SBOV2_58220.1, SBOV2_58220.2	h1SMcT0011291.1
OG0005040	SBOV2_51040.1	h1SMcT0023080.1, h1SMcT0023080.2
OG0005041	SBOV2_57280.1	h1SMcT0023024.1, h1SMcT0000496.1, h1SMcT0000496.2, h1SMcT0011331.3, h1SMcT0014533.1, h1SMcT0014533.2, h1SMcT0005966.1, h1SMcT0015848.1, h1SMcT0004567.1, h1SMcT0012111.1
OG0005042	SBOV2_35060.2, SBOV2_35060.1, SBOV2_35060.3	h1SMcT0002893.1
OG0005043	SBOV2_63070.2, SBOV2_63070.1	h1SMcT0014512.1, h1SMcT0014512.2
OG0005044	SBOV2_84360.2, SBOV2_84360.3, SBOV2_84360.1	h1SMcT0007245.1
OG0005045	SBOV2_28050.1, SBOV2_28050.2	h1SMcT0013190.1, h1SMcT0022884.1
OG0005046	SBOV2_56090.1, SBOV2_56090.2	h1SMcT0019533.1
OG0005048	SBOV2_360.1	h1SMcT0015415.1, h1SMcT0015415.2, h1SMcT0013594.1, h1SMcT0013594.2, h1SMcT0014633.1, h1SMcT0014633.3, h1SMcT0014633.2, h1SMcT0014633.4
OG0005049	SBOV2_85270.2, SBOV2_85270.1	h1SMcT0021517.1, h1SMcT0021517.2
OG0005050	SBOV2_14020.1	h1SMcT0011969.1
OG0005053	SBOV2_32340.1	h1SMcT0004888.1
OG0005054	SBOV2_92140.1	h1SMcT0019179.1
OG0005055	SBOV2_2030.1	h1SMcT0016790.1
OG0005056	SBOV2_38910.1	h1SMcT0004781.1, h1SMcT0004781.2, h1SMcT0011863.1, h1SMcT0014657.1, h1SMcT0014657.3
OG0005057	SBOV2_26270.1	h1SMcT0002965.2, h1SMcT0002965.1, h1SMcT0002965.3, h1SMcT0013084.1, h1SMcT0014095.1
OG0005058	SBOV2_53070.1, SBOV2_53060.1	h1SMcT0013621.1, h1SMcT0013621.2
OG0005059	SBOV2_15470.1	h1SMcT0009001.1, h1SMcT0009001.2
OG0005062	SBOV2_37040.1	h1SMcT0009273.1, h1SMcT0009273.2
OG0005064	SBOV2_80760.1	h1SMcT0006481.1, h1SMcT0018354.1
OG0005065	SBOV2_12010.1, SBOV2_12010.2	h1SMcT0000907.1
OG0005067	SBOV2_31450.1	h1SMcT0008360.1, h1SMcT0008360.2
OG0005068	SBOV2_70580.1	h1SMcT0019233.3, h1SMcT0019233.4, h1SMcT0019233.1, h1SMcT0019233.2
OG0005069	SBOV2_37800.1, SBOV2_37800.2	h1SMcT0009200.1
OG0005070	SBOV2_7300.1, SBOV2_7300.2	h1SMcT0001440.1
OG0005071	SBOV2_24500.1	h1SMcT0011428.1
OG0005072	SBOV2_37520.1	h1SMcT0022456.2, h1SMcT0022456.1, h1SMcT0022456.3
OG0005073	SBOV2_3180.1	h1SMcT0018881.1, h1SMcT0018881.2, h1SMcT0018881.3
OG0005074	SBOV2_8660.1	h1SMcT0014352.1, h1SMcT0016045.1
OG0005076	SBOV2_34240.1	h1SMcT0017140.1
OG0005077	SBOV2_50050.1	h1SMcT0015626.1
OG0005078	SBOV2_70440.1	h1SMcT0001220.1
OG0005079	SBOV2_30220.1	h1SMcT0004371.2, h1SMcT0004371.3
OG0005081	SBOV2_7120.1, SBOV2_7120.2, SBOV2_7120.3	h1SMcT0004620.1
OG0005082	SBOV2_33920.2, SBOV2_33920.1	h1SMcT0022564.1
OG0005083	SBOV2_42060.1	h1SMcT0010656.1
OG0005084	SBOV2_94300.1, SBOV2_94300.2	h1SMcT0012899.1, h1SMcT0012899.2
OG0005085	SBOV2_12050.1	h1SMcT0015294.1, h1SMcT0015294.2, h1SMcT0011292.1, h1SMcT0011292.2, h1SMcT0011292.3
OG0005086	SBOV2_68300.1, SBOV2_68300.2	h1SMcT0022258.1, h1SMcT0022258.2
OG0005087	SBOV2_73080.1	h1SMcT0018954.1, h1SMcT0001701.1, h1SMcT0001701.2
OG0005089	SBOV2_74220.1, SBOV2_74220.2	h1SMcT0007941.1, h1SMcT0009836.1
OG0005090	SBOV2_64460.1, SBOV2_64460.2, SBOV2_64460.3	h1SMcT0010087.1
OG0005091	SBOV2_12700.2, SBOV2_12700.1, SBOV2_12700.4, SBOV2_12700.5, SBOV2_12700.3	h1SMcT0002017.1, h1SMcT0013693.1
OG0005092	SBOV2_24590.1	h1SMcT0010072.1, h1SMcT0019998.1, h1SMcT0019998.4, h1SMcT0019998.3, h1SMcT0019998.2
OG0005094	SBOV2_75010.1	h1SMcT0000080.1, h1SMcT0005396.1
OG0005097	SBOV2_93500.1	h1SMcT0016430.1, h1SMcT0009847.1, h1SMcT0010038.1, h1SMcT0010038.2
OG0005098	SBOV2_50140.1	h1SMcT0018894.1
OG0005099	SBOV2_90260.1, SBOV2_90260.2	h1SMcT0011933.1
OG0005102	SBOV2_60270.1	h1SMcT0012817.1, h1SMcT0012817.2
OG0005103	SBOV2_73900.2, SBOV2_73900.1, SBOV2_73900.3	h1SMcT0021532.1
OG0005107	SBOV2_36630.6, SBOV2_36630.2, SBOV2_36630.4, SBOV2_36630.1, SBOV2_36630.5, SBOV2_36630.3	h1SMcT0006937.1
OG0005108	SBOV2_84120.1	h1SMcT0015283.1, h1SMcT0021565.1, h1SMcT0013875.1
OG0005111	SBOV2_51800.1, SBOV2_51800.2	h1SMcT0011853.1
OG0005112	SBOV2_1160.1	h1SMcT0003331.1, h1SMcT0018226.1
OG0005113	SBOV2_70650.2, SBOV2_70650.1	h1SMcT0018191.2, h1SMcT0020180.1
OG0005115	SBOV2_60650.2, SBOV2_60650.3, SBOV2_60650.1	h1SMcT0019652.1, h1SMcT0019652.2
OG0005116	SBOV2_42750.1	h1SMcT0017242.2, h1SMcT0017242.1, h1SMcT0017242.3
OG0005117	SBOV2_810.1, SBOV2_810.2	h1SMcT0007636.1, h1SMcT0007636.2, h1SMcT0007636.3
OG0005118	SBOV2_90570.1	h1SMcT0016544.1, h1SMcT0020417.1, h1SMcT0021438.1, h1SMcT0021400.1, h1SMcT0021141.1, h1SMcT0018920.1, h1SMcT0018920.2
OG0005120	SBOV2_84130.1	h1SMcT0000932.1, h1SMcT0000932.2
OG0005121	SBOV2_71890.1	h1SMcT0005495.1, h1SMcT0005495.2
OG0005122	SBOV2_91200.1, SBOV2_91230.1	h1SMcT0010688.1
OG0005125	SBOV2_1780.1, SBOV2_1770.1	h1SMcT0020027.1
OG0005126	SBOV2_58770.1	h1SMcT0013597.1
OG0005127	SBOV2_34330.1	h1SMcT0018877.1, h1SMcT0018877.2
OG0005128	SBOV2_57710.1, SBOV2_57710.2	h1SMcT0006065.3, h1SMcT0006065.1, h1SMcT0006065.4, h1SMcT0006065.5
OG0005130	SBOV2_21370.3, SBOV2_21370.1, SBOV2_21370.2	h1SMcT0020609.1
OG0005131	SBOV2_47490.1	h1SMcT0015540.1
OG0005133	SBOV2_50690.1	h1SMcT0014956.1, h1SMcT0016361.2, h1SMcT0016361.3
OG0005134	SBOV2_54580.1	h1SMcT0008716.1
OG0005135	SBOV2_42280.1	h1SMcT0007961.1, h1SMcT0007961.2
OG0005136	SBOV2_75990.2, SBOV2_75990.1	h1SMcT0009156.1
OG0005137	SBOV2_79640.1	h1SMcT0001950.1
OG0005138	SBOV2_17220.1	h1SMcT0011646.1, h1SMcT0011646.2, h1SMcT0011646.3
OG0005140	SBOV2_24980.1	h1SMcT0007389.1
OG0005141	SBOV2_93830.2, SBOV2_93830.1	h1SMcT0005874.3, h1SMcT0005874.1, h1SMcT0005874.2
OG0005142	SBOV2_48550.1	h1SMcT0015342.1
OG0005144	SBOV2_73210.1	h1SMcT0010503.1
OG0005145	SBOV2_4720.1	h1SMcT0008202.1, h1SMcT0008202.2, h1SMcT0002373.1, h1SMcT0002373.2
OG0005146	SBOV2_18850.1	h1SMcT0014241.1, h1SMcT0014241.2
OG0005147	SBOV2_54540.1	h1SMcT0013184.1, h1SMcT0016878.1, h1SMcT0001573.1, h1SMcT0008159.1
OG0005148	SBOV2_51460.1	h1SMcT0001317.3, h1SMcT0001317.2, h1SMcT0001317.1, h1SMcT0016229.1, h1SMcT0020437.1
OG0005149	SBOV2_9590.2, SBOV2_9590.5, SBOV2_9590.3, SBOV2_9590.4	h1SMcT0013601.1
OG0005150	SBOV2_35530.1	h1SMcT0011445.1, h1SMcT0011445.2
OG0005153	SBOV2_89630.1	h1SMcT0002260.1, h1SMcT0002260.2
OG0005154	SBOV2_55170.1, SBOV2_55170.2	h1SMcT0008358.1
OG0005156	SBOV2_71490.1, SBOV2_71260.1	h1SMcT0022323.1
OG0005158	SBOV2_85720.1, SBOV2_85720.2, SBOV2_85720.3	h1SMcT0021646.1
OG0005160	SBOV2_41460.1, SBOV2_41460.2, SBOV2_41460.3, SBOV2_25610.1	h1SMcT0017442.1, h1SMcT0021735.1
OG0005161	SBOV2_37930.1	h1SMcT0019962.1, h1SMcT0019962.2
OG0005162	SBOV2_6590.1	h1SMcT0017851.1
OG0005163	SBOV2_76890.1	h1SMcT0003714.1, h1SMcT0003714.2
OG0005164	SBOV2_23370.1	h1SMcT0010665.1
OG0005165	SBOV2_92230.1	h1SMcT0002239.1, h1SMcT0016743.1
OG0005166	SBOV2_47830.1	h1SMcT0007517.1
OG0005167	SBOV2_79380.1	h1SMcT0018184.1
OG0005168	SBOV2_48500.1, SBOV2_48500.2	h1SMcT0009460.1, h1SMcT0009255.1, h1SMcT0009256.1
OG0005169	SBOV2_43710.1, SBOV2_43710.2, SBOV2_43710.3, SBOV2_43710.4, SBOV2_43710.5	h1SMcT0013948.1
OG0005171	SBOV2_5280.1	h1SMcT0018450.1, h1SMcT0018450.2
OG0005172	SBOV2_53830.1, SBOV2_53830.2, SBOV2_53830.3	h1SMcT0017147.1
OG0005173	SBOV2_92730.3, SBOV2_92730.4, SBOV2_92730.1, SBOV2_92730.2	h1SMcT0019749.2, h1SMcT0019749.3
OG0005174	SBOV2_85550.1	h1SMcT0005368.1
OG0005175	SBOV2_94870.1	h1SMcT0010599.1, h1SMcT0010599.2
OG0005176	SBOV2_42660.1, SBOV2_42660.2	h1SMcT0021163.1
OG0005177	SBOV2_77090.1	h1SMcT0002697.4, h1SMcT0002697.2, h1SMcT0002697.3, h1SMcT0002697.6, h1SMcT0002697.5, h1SMcT0002697.1, h1SMcT0002697.7, h1SMcT0002697.8
OG0005178	SBOV2_66300.1	h1SMcT0015409.3, h1SMcT0015409.1, h1SMcT0015409.2
OG0005179	SBOV2_82470.1, SBOV2_82470.2, SBOV2_82470.3, SBOV2_82470.4	h1SMcT0005022.1
OG0005180	SBOV2_20580.1	h1SMcT0012658.1, h1SMcT0012658.2, h1SMcT0010438.1, h1SMcT0010438.2
OG0005181	SBOV2_81550.1, SBOV2_81550.2, SBOV2_81550.3	h1SMcT0019487.1
OG0005182	SBOV2_44860.1	h1SMcT0003504.1
OG0005183	SBOV2_57810.1	h1SMcT0018644.1, h1SMcT0018644.2
OG0005184	SBOV2_59710.1	h1SMcT0006292.1, h1SMcT0006294.2, h1SMcT0006294.1, h1SMcT0006294.3
OG0005185	SBOV2_70930.1	h1SMcT0004545.1, h1SMcT0006069.1, h1SMcT0006069.2
OG0005188	SBOV2_85950.1	h1SMcT0014837.1, h1SMcT0014837.2
OG0005189	SBOV2_38640.1	h1SMcT0016859.1
OG0005190	SBOV2_73090.1	h1SMcT0020179.1, h1SMcT0020179.2, h1SMcT0020179.3
OG0005191	SBOV2_78540.1	h1SMcT0022602.1
OG0005192	SBOV2_76420.3, SBOV2_76420.1, SBOV2_76420.2, SBOV2_76420.4	h1SMcT0010739.1, h1SMcT0010739.2
OG0005193	SBOV2_81260.1	h1SMcT0004292.1, h1SMcT0007575.1, h1SMcT0002383.1, h1SMcT0002383.2
OG0005194	SBOV2_77140.1	h1SMcT0016411.1, h1SMcT0010364.1, h1SMcT0010364.2, h1SMcT0014969.1, h1SMcT0014970.1, h1SMcT0002605.1, h1SMcT0002605.2, h1SMcT0014400.1
OG0005195	SBOV2_31300.1, SBOV2_31300.2, SBOV2_31300.3	h1SMcT0020581.3, h1SMcT0020581.2, h1SMcT0020581.1, h1SMcT0020581.4
OG0005196	SBOV2_57570.2, SBOV2_57570.1	h1SMcT0008317.1
OG0005197	SBOV2_14120.1	h1SMcT0006820.1
OG0005198	SBOV2_46070.1	h1SMcT0020475.1, h1SMcT0020475.2
OG0005199	SBOV2_85940.1	h1SMcT0020796.1
OG0005200	SBOV2_49820.1	h1SMcT0006036.1, h1SMcT0021477.1
OG0005202	SBOV2_24550.1	h1SMcT0001747.1
OG0005204	SBOV2_15900.1	h1SMcT0000429.1, h1SMcT0000429.2
OG0005205	SBOV2_3770.1	h1SMcT0016384.1, h1SMcT0016384.3, h1SMcT0016384.2
OG0005206	SBOV2_53250.1, SBOV2_53250.2	h1SMcT0013001.1
OG0005207	SBOV2_81770.1, SBOV2_81770.3, SBOV2_81770.2	h1SMcT0022601.1, h1SMcT0012871.1, h1SMcT0021038.1
OG0005208	SBOV2_50810.1, SBOV2_50810.2, SBOV2_50810.3	h1SMcT0001241.1
OG0005211	SBOV2_50960.1, SBOV2_50960.2	h1SMcT0002379.1, h1SMcT0009893.1, h1SMcT0007256.1, h1SMcT0021478.1
OG0005212	SBOV2_8370.1	h1SMcT0022523.1
