Orthogroup	fasciola_hepatica	schistosoma_mattheei
OG0006186	FhHiC23_g9670.t1	SMTH1_103120.1
OG0006225	FhHiC23_g8111.t1	SMTH1_74170.1
OG0006226	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1	SMTH1_11520.1
OG0006227	FhHiC23_g11745.t1, FhHiC23_g11745.t2	SMTH1_12770.1, SMTH1_12770.2
OG0006228	FhHiC23_g9695.t1	SMTH1_29130.1
OG0006229	FhHiC23_g11595.t1	SMTH1_17580.1
OG0006230	FhHiC23_g10093.t1, FhHiC23_g9429.t1	SMTH1_103580.1
OG0006231	FhHiC23_g14046.t1, FhHiC23_g14046.t2	SMTH1_45360.1, SMTH1_45350.1
OG0006233	FhHiC23_g12900.t1	SMTH1_49320.1
OG0006234	FhHiC23_g12144.t1	SMTH1_15650.1
OG0006235	FhHiC23_g9280.t1, FhHiC23_g9280.t2	SMTH1_28470.1
OG0006236	FhHiC23_g7354.t1	SMTH1_76510.1, SMTH1_76510.2
OG0006238	FhHiC23_g5038.t2, FhHiC23_g5038.t1	SMTH1_35170.1
OG0006239	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1	SMTH1_85850.1
OG0006240	FhHiC23_g4205.t1	SMTH1_92270.1
OG0006241	FhHiC23_g307.t2, FhHiC23_g307.t1	SMTH1_62100.1
OG0006242	FhHiC23_g15579.t1	SMTH1_16690.1
OG0006243	FhHiC23_g14353.t1	SMTH1_49080.1, SMTH1_49080.2
OG0006244	FhHiC23_g8262.t1	SMTH1_76860.1
OG0006245	FhHiC23_g1235.t1	SMTH1_61490.1
OG0006246	FhHiC23_g4287.t1	SMTH1_90860.1
OG0006247	FhHiC23_g16010.t1, FhHiC23_g16010.t2	SMTH1_98870.1
OG0006248	FhHiC23_g16672.t1	SMTH1_100940.1
OG0006249	FhHiC23_g648.t1, FhHiC23_g648.t2	SMTH1_51310.1
OG0006250	FhHiC23_g6015.t1, FhHiC23_g6015.t2	SMTH1_36710.1
OG0006251	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3	SMTH1_18110.1
OG0006252	FhHiC23_g5283.t1	SMTH1_38370.1
OG0006253	FhHiC23_g16040.t1	SMTH1_99210.1
OG0006254	FhHiC23_g12719.t1, FhHiC23_g12719.t2	SMTH1_2670.1
OG0006255	FhHiC23_g5997.t1	SMTH1_39770.2, SMTH1_39770.1
OG0006256	FhHiC23_g5647.t1, FhHiC23_g5647.t2	SMTH1_44460.1
OG0006257	FhHiC23_g9246.t1, FhHiC23_g9244.t1	SMTH1_104200.1
OG0006258	FhHiC23_g7028.t1	SMTH1_74460.1, SMTH1_74470.1
OG0006259	FhHiC23_g16316.t1	SMTH1_99090.1
OG0006260	FhHiC23_g10392.t1	SMTH1_26530.1
OG0006261	FhHiC23_g2279.t1	SMTH1_85190.1
OG0006262	FhHiC23_g6836.t1	SMTH1_76090.1
OG0006263	FhHiC23_g15062.t1, FhHiC23_g3693.t1	SMTH1_93070.1
OG0006264	FhHiC23_g2626.t1	SMTH1_86430.1, SMTH1_86430.2
OG0006265	FhHiC23_g9634.t1	SMTH1_25350.1
OG0006266	FhHiC23_g1135.t1	SMTH1_56610.1, SMTH1_56620.1
OG0006267	FhHiC23_g14782.t2, FhHiC23_g14782.t1	SMTH1_45440.1, SMTH1_45440.2
OG0006269	FhHiC23_g1008.t1, FhHiC23_g1008.t2	SMTH1_54000.1
OG0006270	FhHiC23_g11775.t1	SMTH1_18150.1, SMTH1_18140.1
OG0006272	FhHiC23_g12207.t1	SMTH1_10920.1, SMTH1_10920.2
OG0006273	FhHiC23_g14323.t1, FhHiC23_g14323.t2	SMTH1_49490.1
OG0006274	FhHiC23_g13865.t1	SMTH1_50580.1
OG0006275	FhHiC23_g2473.t1	SMTH1_89540.1
OG0006276	FhHiC23_g3898.t1	SMTH1_95030.1
OG0006277	FhHiC23_g14007.t1	SMTH1_49100.1, SMTH1_49100.2
OG0006278	FhHiC23_g3832.t1, FhHiC23_g3832.t2	SMTH1_93770.1
OG0006279	FhHiC23_g5895.t1	SMTH1_44700.1
OG0006280	FhHiC23_g12956.t1, FhHiC23_g174.t1	SMTH1_13320.1
OG0006281	FhHiC23_g6182.t1	SMTH1_35960.1, SMTH1_35960.2
OG0006282	FhHiC23_g2874.t1	SMTH1_86530.1
OG0006283	FhHiC23_g14175.t2, FhHiC23_g14175.t1	SMTH1_46240.1
OG0006284	FhHiC23_g2732.t1	SMTH1_80480.1
OG0006285	FhHiC23_g1016.t1, FhHiC23_g1016.t2	SMTH1_60410.1
OG0006286	FhHiC23_g7258.t2	SMTH1_69640.1, SMTH1_69640.2
OG0006287	FhHiC23_g2795.t1	SMTH1_82180.1
OG0006288	FhHiC23_g2891.t1	SMTH1_82370.1, SMTH1_82360.1
OG0006289	FhHiC23_g257.t2, FhHiC23_g257.t1	SMTH1_86390.1, SMTH1_86380.1
OG0006290	FhHiC23_g7581.t1	SMTH1_71960.1, SMTH1_71970.1, SMTH1_71970.2
OG0006291	FhHiC23_g7849.t1	SMTH1_68600.1, SMTH1_68600.2
OG0006292	FhHiC23_g7845.t1, FhHiC23_g7846.t1	SMTH1_75890.1
OG0006293	FhHiC23_g9821.t1	SMTH1_106580.1
OG0006294	FhHiC23_g4706.t1	SMTH1_27230.1
OG0006295	FhHiC23_g9462.t1	SMTH1_105460.1
OG0006296	FhHiC23_g13959.t1	SMTH1_45580.1, SMTH1_45590.1, SMTH1_45600.1
OG0006297	FhHiC23_g10499.t1	SMTH1_29570.1, SMTH1_29570.2
OG0006299	FhHiC23_g12603.t1	SMTH1_2700.1
OG0006300	FhHiC23_g13078.t1, FhHiC23_g13078.t2	SMTH1_10540.1
OG0006301	FhHiC23_g12029.t1	SMTH1_8280.1
OG0006302	FhHiC23_g2346.t1, FhHiC23_g2346.t2	SMTH1_60710.1
OG0006303	FhHiC23_g12505.t1	SMTH1_1810.1, SMTH1_1810.2
OG0006304	FhHiC23_g2212.t1	SMTH1_54990.1
OG0006305	FhHiC23_g7695.t1	SMTH1_75780.1, SMTH1_75780.2
OG0006306	FhHiC23_g11514.t1	SMTH1_19570.3, SMTH1_19570.1, SMTH1_19570.2, SMTH1_19580.1
OG0006307	FhHiC23_g5031.t1	SMTH1_39050.1
OG0006308	FhHiC23_g611.t1	SMTH1_81410.1
OG0006309	FhHiC23_g3220.t1	SMTH1_87620.1
OG0006310	FhHiC23_g12867.t1	SMTH1_7240.1, SMTH1_7240.2, SMTH1_7240.3, SMTH1_7240.4
OG0006311	FhHiC23_g16203.t1	SMTH1_98430.1
OG0006312	FhHiC23_g886.t1	SMTH1_86260.1, SMTH1_86260.2, SMTH1_86260.3
OG0006313	FhHiC23_g2832.t1	SMTH1_84570.1, SMTH1_84570.2
OG0006314	FhHiC23_g380.t1	SMTH1_78460.1
OG0006315	FhHiC23_g9228.t1, FhHiC23_g9228.t2	SMTH1_102920.1
OG0006316	FhHiC23_g7872.t1	SMTH1_75870.1
OG0006317	FhHiC23_g1820.t1, FhHiC23_g1820.t2	SMTH1_55940.1
OG0006318	FhHiC23_g1251.t1	SMTH1_56200.1
OG0006319	FhHiC23_g16626.t1	SMTH1_100290.1
OG0006320	FhHiC23_g5393.t1, FhHiC23_g5393.t2	SMTH1_34490.1
OG0006321	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2	SMTH1_1150.1
OG0006322	FhHiC23_g1432.t1, FhHiC23_g1433.t1	SMTH1_61960.1, SMTH1_61970.1
OG0006323	FhHiC23_g6564.t1, FhHiC23_g6564.t2	SMTH1_37770.1
OG0006324	FhHiC23_g15560.t1	SMTH1_22530.1
OG0006325	FhHiC23_g12952.t1	SMTH1_6570.1
OG0006326	FhHiC23_g10415.t1	SMTH1_106390.1
OG0006327	FhHiC23_g8985.t1	SMTH1_27580.1
OG0006328	FhHiC23_g7723.t1, FhHiC23_g7723.t2	SMTH1_64750.1
OG0006329	FhHiC23_g7221.t1	SMTH1_74420.1, SMTH1_74420.2, SMTH1_74410.1
OG0006331	FhHiC23_g8184.t1	SMTH1_66120.1
OG0006332	FhHiC23_g14434.t1, FhHiC23_g14434.t2	SMTH1_50530.1
OG0006333	FhHiC23_g6764.t1	SMTH1_66900.1
OG0006334	FhHiC23_g3638.t1, FhHiC23_g3638.t2	SMTH1_91850.1
OG0006335	FhHiC23_g10070.t1, FhHiC23_g10070.t2	SMTH1_105410.1
OG0006336	FhHiC23_g15467.t2, FhHiC23_g15467.t1	SMTH1_24160.1
OG0006337	FhHiC23_g15469.t1, FhHiC23_g15470.t1	SMTH1_17310.1
OG0006338	FhHiC23_g11354.t1, FhHiC23_g11354.t2	SMTH1_23420.1
OG0006339	FhHiC23_g6330.t1	SMTH1_39450.1
OG0006340	FhHiC23_g14161.t1, FhHiC23_g14161.t2	SMTH1_48710.1
OG0006342	FhHiC23_g3926.t1	SMTH1_93430.1, SMTH1_93440.1
OG0006343	FhHiC23_g7330.t2, FhHiC23_g7330.t1	SMTH1_67820.1
OG0006344	FhHiC23_g5072.t1	SMTH1_28740.1
OG0006345	FhHiC23_g1558.t1	SMTH1_78820.1, SMTH1_78830.1
OG0006346	FhHiC23_g16332.t1	SMTH1_100430.1
OG0006347	FhHiC23_g4981.t1	SMTH1_30650.1
OG0006348	FhHiC23_g14306.t1	SMTH1_50480.1
OG0006349	FhHiC23_g11406.t1	SMTH1_9640.1
OG0006350	FhHiC23_g6267.t1	SMTH1_41240.1, SMTH1_41240.2, SMTH1_41240.3, SMTH1_41250.1
OG0006351	FhHiC23_g1098.t1	SMTH1_85700.1
OG0006352	FhHiC23_g11399.t1	SMTH1_16250.1, SMTH1_16250.2
OG0006353	FhHiC23_g7657.t1, FhHiC23_g3226.t1	SMTH1_77290.1
OG0006354	FhHiC23_g2314.t1, FhHiC23_g2314.t2	SMTH1_79690.1
OG0006355	FhHiC23_g743.t1	SMTH1_57330.1
OG0006356	FhHiC23_g1508.t1, FhHiC23_g1508.t2	SMTH1_88270.1, SMTH1_88280.1
OG0006357	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2	SMTH1_92990.1
OG0006358	FhHiC23_g12538.t1	SMTH1_17800.2
OG0006359	FhHiC23_g23.t1	SMTH1_56940.1
OG0006361	FhHiC23_g2379.t1, FhHiC23_g2379.t2	SMTH1_60690.1, SMTH1_60690.2
OG0006362	FhHiC23_g15612.t2, FhHiC23_g15612.t3, FhHiC23_g15612.t1	SMTH1_21950.1, SMTH1_21940.1
OG0006363	FhHiC23_g13159.t1	SMTH1_15830.1
OG0006364	FhHiC23_g3542.t1	SMTH1_91750.1, SMTH1_91750.3, SMTH1_91750.2
OG0006365	FhHiC23_g15801.t1, FhHiC23_g15801.t2	SMTH1_24340.1
OG0006366	FhHiC23_g1189.t1	SMTH1_58720.1, SMTH1_58720.2
OG0006367	FhHiC23_g924.t1	SMTH1_77390.1, SMTH1_77390.2
OG0006368	FhHiC23_g8034.t1	SMTH1_70780.1
OG0006369	FhHiC23_g4074.t1	SMTH1_94360.1
OG0006370	FhHiC23_g1296.t1	SMTH1_79240.1, SMTH1_79240.2
OG0006371	FhHiC23_g3590.t1, FhHiC23_g3590.t2	SMTH1_90870.1
OG0006372	FhHiC23_g5732.t1	SMTH1_45850.1
OG0006373	FhHiC23_g2516.t1	SMTH1_87440.1
OG0006374	FhHiC23_g1627.t1	SMTH1_56780.2, SMTH1_56780.3, SMTH1_56780.1
OG0006376	FhHiC23_g16363.t2, FhHiC23_g16363.t1	SMTH1_96660.1
OG0006377	FhHiC23_g7036.t1	SMTH1_68390.1
OG0006378	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3	SMTH1_59950.1, SMTH1_59960.1
OG0006379	FhHiC23_g4393.t1, FhHiC23_g4393.t2	SMTH1_95600.1
OG0006380	FhHiC23_g16006.t1	SMTH1_98600.1, SMTH1_98600.2
OG0006381	FhHiC23_g3281.t1, FhHiC23_g3281.t2	SMTH1_83640.1
OG0006382	FhHiC23_g3661.t1	SMTH1_94650.1
OG0006383	FhHiC23_g3473.t1	SMTH1_90530.1
OG0006384	FhHiC23_g8071.t1	SMTH1_66180.1
OG0006385	FhHiC23_g10762.t1	SMTH1_19640.1
OG0006386	FhHiC23_g1884.t1, FhHiC23_g1884.t2	SMTH1_62780.1
OG0006387	FhHiC23_g2511.t1	SMTH1_87100.1
OG0006388	FhHiC23_g7270.t2, FhHiC23_g7270.t1	SMTH1_66260.1, SMTH1_66260.2
OG0006389	FhHiC23_g3826.t1	SMTH1_93780.1, SMTH1_93780.2
OG0006390	FhHiC23_g8296.t1	SMTH1_73060.1
OG0006391	FhHiC23_g8298.t1	SMTH1_73040.1, SMTH1_73050.2, SMTH1_73050.1, SMTH1_73050.3
OG0006392	FhHiC23_g9212.t1, FhHiC23_g9995.t1	SMTH1_106750.1
OG0006393	FhHiC23_g8256.t1	SMTH1_76910.1, SMTH1_76910.2
OG0006394	FhHiC23_g1853.t1, FhHiC23_g1853.t2	SMTH1_53670.1
OG0006395	FhHiC23_g12100.t1	SMTH1_15710.1
OG0006396	FhHiC23_g15181.t1	SMTH1_22720.2, SMTH1_22720.1, SMTH1_22720.3
OG0006397	FhHiC23_g2961.t1	SMTH1_87730.1, SMTH1_87730.2
OG0006398	FhHiC23_g13143.t2, FhHiC23_g13143.t1	SMTH1_6880.1
OG0006399	FhHiC23_g10975.t1	SMTH1_14320.1
OG0006400	FhHiC23_g2397.t1	SMTH1_83730.1
OG0006401	FhHiC23_g1801.t1, FhHiC23_g1801.t2	SMTH1_52550.2, SMTH1_52550.3, SMTH1_52550.1, SMTH1_52550.4
OG0006402	FhHiC23_g5527.t1, FhHiC23_g5528.t1	SMTH1_28610.1
OG0006403	FhHiC23_g13187.t1	SMTH1_530.1
OG0006404	FhHiC23_g6149.t1	SMTH1_37450.1
OG0006405	FhHiC23_g2358.t2, FhHiC23_g2358.t1	SMTH1_56160.1
OG0006406	FhHiC23_g118.t1	SMTH1_58640.1
OG0006407	FhHiC23_g11988.t1	SMTH1_21490.1
OG0006408	FhHiC23_g208.t1	SMTH1_84640.1
OG0006409	FhHiC23_g805.t1	SMTH1_57800.1, SMTH1_57810.1
OG0006410	FhHiC23_g13580.t1	SMTH1_1080.1
OG0006411	FhHiC23_g11588.t1, FhHiC23_g11588.t2	SMTH1_2380.1, SMTH1_2370.1
OG0006412	FhHiC23_g11195.t1	SMTH1_19540.1
OG0006413	FhHiC23_g16329.t1, FhHiC23_g16330.t1	SMTH1_100900.1, SMTH1_100920.1, SMTH1_100910.1
OG0006414	FhHiC23_g16427.t1	SMTH1_95510.1
OG0006415	FhHiC23_g5063.t1	SMTH1_27140.1
OG0006417	FhHiC23_g1201.t2, FhHiC23_g1201.t1	SMTH1_56050.1
OG0006418	FhHiC23_g13644.t1	SMTH1_10030.1
OG0006419	FhHiC23_g9938.t1	SMTH1_31120.1
OG0006420	FhHiC23_g7192.t1, FhHiC23_g7192.t2	SMTH1_70950.1, SMTH1_70940.1
OG0006421	FhHiC23_g13127.t1	SMTH1_6400.1
OG0006422	FhHiC23_g16667.t1	SMTH1_100160.1, SMTH1_100170.1
OG0006423	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2	SMTH1_91770.1
OG0006424	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3	SMTH1_56140.1
OG0006425	FhHiC23_g3112.t1	SMTH1_87510.1
OG0006426	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2	SMTH1_22510.1
OG0006427	FhHiC23_g4917.t1	SMTH1_36720.1
OG0006428	FhHiC23_g13594.t1	SMTH1_340.1, SMTH1_350.1, SMTH1_330.1
OG0006429	FhHiC23_g11250.t1	SMTH1_12310.1, SMTH1_12310.2
OG0006430	FhHiC23_g12017.t1	SMTH1_3800.3, SMTH1_3800.1, SMTH1_3800.2
OG0006432	FhHiC23_g3130.t1	SMTH1_87930.1
OG0006433	FhHiC23_g14500.t1	SMTH1_47730.1
OG0006434	FhHiC23_g9351.t1	SMTH1_103430.1, SMTH1_103430.2
OG0006435	FhHiC23_g4108.t1	SMTH1_90460.1
OG0006436	FhHiC23_g7797.t1	SMTH1_76810.1
OG0006437	FhHiC23_g16577.t1	SMTH1_101550.1, SMTH1_101570.1, SMTH1_101560.1
OG0006439	FhHiC23_g11617.t1, FhHiC23_g11617.t2	SMTH1_14970.1
OG0006440	FhHiC23_g1932.t1	SMTH1_56680.1
OG0006441	FhHiC23_g9861.t1	SMTH1_106330.1
OG0006442	FhHiC23_g4949.t1	SMTH1_38790.1
OG0006443	FhHiC23_g11156.t1	SMTH1_21760.1
OG0006444	FhHiC23_g15984.t1	SMTH1_98790.1, SMTH1_98790.2
OG0006445	FhHiC23_g1355.t1	SMTH1_77660.1
OG0006446	FhHiC23_g2045.t1, FhHiC23_g2045.t2	SMTH1_58040.1, SMTH1_58040.2
OG0006447	FhHiC23_g16675.t1	SMTH1_97300.1
OG0006448	FhHiC23_g12974.t1	SMTH1_5680.1
OG0006449	FhHiC23_g5377.t1, FhHiC23_g5377.t2	SMTH1_35260.1
OG0006450	FhHiC23_g12318.t1, FhHiC23_g12318.t2	SMTH1_3160.1
OG0006451	FhHiC23_g832.t1, FhHiC23_g832.t2	SMTH1_79170.1
OG0006452	FhHiC23_g3161.t1	SMTH1_62680.1
OG0006453	FhHiC23_g8267.t1	SMTH1_76850.1
OG0006454	FhHiC23_g11562.t1	SMTH1_10930.1
OG0006455	FhHiC23_g3035.t1	SMTH1_56530.1
OG0006456	FhHiC23_g13495.t2, FhHiC23_g13495.t1	SMTH1_2060.1, SMTH1_2060.2
OG0006457	FhHiC23_g2170.t1	SMTH1_60660.1
OG0006458	FhHiC23_g7620.t1, FhHiC23_g7620.t2	SMTH1_73980.1
OG0006459	FhHiC23_g1765.t1, FhHiC23_g1764.t1	SMTH1_62150.1
OG0006460	FhHiC23_g6855.t1	SMTH1_72700.1
OG0006461	FhHiC23_g16054.t1	SMTH1_95740.1
OG0006462	FhHiC23_g341.t1	SMTH1_56390.1, SMTH1_56390.2, SMTH1_56390.3
OG0006463	FhHiC23_g7969.t1, FhHiC23_g8442.t1	SMTH1_69160.1
OG0006464	FhHiC23_g15617.t1, FhHiC23_g15615.t1	SMTH1_24470.1
OG0006465	FhHiC23_g377.t1	SMTH1_86070.1, SMTH1_86060.1
OG0006466	FhHiC23_g15839.t1	SMTH1_97680.1
OG0006467	FhHiC23_g12804.t1, FhHiC23_g12804.t2	SMTH1_11890.1
OG0006468	FhHiC23_g13880.t1, FhHiC23_g13880.t2	SMTH1_47500.1
OG0006470	FhHiC23_g7458.t1, FhHiC23_g7458.t2	SMTH1_65050.1
OG0006471	FhHiC23_g3516.t1	SMTH1_92930.1
OG0006472	FhHiC23_g4160.t2, FhHiC23_g4160.t1	SMTH1_92900.1
OG0006473	FhHiC23_g7551.t1	SMTH1_68940.1
OG0006474	FhHiC23_g7422.t1, FhHiC23_g7422.t2	SMTH1_73440.1
OG0006475	FhHiC23_g11555.t1, FhHiC23_g11555.t2	SMTH1_15070.1
OG0006476	FhHiC23_g12200.t1	SMTH1_3760.1
OG0006477	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1	SMTH1_30610.1
OG0006478	FhHiC23_g13730.t1, FhHiC23_g13730.t2	SMTH1_8660.1
OG0006480	FhHiC23_g15689.t1	SMTH1_24680.1
OG0006481	FhHiC23_g7796.t1	SMTH1_74590.1
OG0006482	FhHiC23_g10724.t1	SMTH1_21690.1
OG0006483	FhHiC23_g6949.t1	SMTH1_67140.1
OG0006484	FhHiC23_g3345.t1	SMTH1_77950.1
OG0006485	FhHiC23_g12721.t1	SMTH1_5020.1
OG0006486	FhHiC23_g15688.t1	SMTH1_24690.1
OG0006487	FhHiC23_g3397.t1	SMTH1_81760.1, SMTH1_81760.2
OG0006488	FhHiC23_g11291.t1	SMTH1_18010.1, SMTH1_18020.1
OG0006489	FhHiC23_g10805.t1	SMTH1_12480.1
OG0006490	FhHiC23_g12556.t2	SMTH1_8810.1, SMTH1_8810.2
OG0006491	FhHiC23_g3771.t1	SMTH1_94450.1
OG0006492	FhHiC23_g3491.t1	SMTH1_35010.1
OG0006493	FhHiC23_g10371.t1	SMTH1_25680.2, SMTH1_25680.1
OG0006494	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3	SMTH1_69810.1
OG0006496	FhHiC23_g14819.t1, FhHiC23_g14819.t2	SMTH1_50290.1
OG0006497	FhHiC23_g11272.t1	SMTH1_14630.1
OG0006498	FhHiC23_g12362.t1	SMTH1_2240.1
OG0006499	FhHiC23_g13129.t1, FhHiC23_g13129.t2	SMTH1_6490.1
OG0006500	FhHiC23_g14016.t1	SMTH1_49810.1, SMTH1_49810.2, SMTH1_49810.3
OG0006501	FhHiC23_g16599.t1	SMTH1_99710.1
OG0006502	FhHiC23_g3080.t1	SMTH1_77280.1, SMTH1_77280.3, SMTH1_77280.2
OG0006503	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4	SMTH1_89420.1
OG0006504	FhHiC23_g3777.t1	SMTH1_90670.1
OG0006505	FhHiC23_g4264.t1	SMTH1_92200.2, SMTH1_92200.1
OG0006506	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2	SMTH1_74090.1
OG0006507	FhHiC23_g7269.t1	SMTH1_68850.1
OG0006508	FhHiC23_g7572.t1	SMTH1_73480.1
OG0006509	FhHiC23_g9464.t1	SMTH1_104290.1, SMTH1_104290.2
OG0006510	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1	SMTH1_29610.2, SMTH1_29610.1
OG0006543	FhHiC23_g4207.t1	SMTH1_92260.1
OG0006544	FhHiC23_g9387.t1	SMTH1_106160.1
OG0006545	FhHiC23_g2975.t1	SMTH1_79900.1, SMTH1_79880.1, SMTH1_79910.1, SMTH1_79890.1
OG0006546	FhHiC23_g16643.t1	SMTH1_100190.1
OG0006547	FhHiC23_g875.t1	SMTH1_53530.1
OG0006548	FhHiC23_g9925.t1, FhHiC23_g9918.t1	SMTH1_103320.1
OG0006549	FhHiC23_g7353.t1, FhHiC23_g7353.t2	SMTH1_76520.1
OG0006550	FhHiC23_g307.t3	SMTH1_62110.1
OG0006551	FhHiC23_g3247.t1	SMTH1_83170.1
OG0006552	FhHiC23_g15578.t1	SMTH1_16680.1
OG0006553	FhHiC23_g2369.t1	SMTH1_85990.1
OG0006554	FhHiC23_g14635.t1	SMTH1_48820.1
OG0006555	FhHiC23_g16524.t2, FhHiC23_g16524.t1	SMTH1_102620.1, SMTH1_102630.1
OG0006556	FhHiC23_g1875.t1	SMTH1_60090.1, SMTH1_60090.2
OG0006557	FhHiC23_g8044.t1, FhHiC23_g8044.t2	SMTH1_67740.1
OG0006558	FhHiC23_g2324.t1	SMTH1_78970.1, SMTH1_78960.1, SMTH1_78950.1
OG0006559	FhHiC23_g12563.t1	SMTH1_5950.1
OG0006561	FhHiC23_g7460.t1	SMTH1_74520.1
OG0006562	FhHiC23_g13066.t1	SMTH1_15100.1, SMTH1_15110.1
OG0006563	FhHiC23_g15877.t1	SMTH1_96800.1, SMTH1_96800.2
OG0006564	FhHiC23_g4860.t1	SMTH1_43330.2, SMTH1_43330.1
OG0006565	FhHiC23_g11041.t1	SMTH1_18460.1
OG0006566	FhHiC23_g4896.t1	SMTH1_32460.1
OG0006567	FhHiC23_g5581.t1	SMTH1_33460.1
OG0006568	FhHiC23_g15568.t1, FhHiC23_g15568.t2	SMTH1_22970.1
OG0006569	FhHiC23_g5085.t1	SMTH1_32440.1
OG0006570	FhHiC23_g1684.t1	SMTH1_61660.1
OG0006571	FhHiC23_g7534.t1	SMTH1_68740.1
OG0006572	FhHiC23_g233.t1	SMTH1_51720.1, SMTH1_51710.1
OG0006573	FhHiC23_g11586.t1	SMTH1_2410.1
OG0006574	FhHiC23_g6870.t1	SMTH1_73990.1, SMTH1_74000.1
OG0006575	FhHiC23_g7346.t1	SMTH1_64120.1
OG0006576	FhHiC23_g8324.t1	SMTH1_64260.1
OG0006577	FhHiC23_g4850.t1	SMTH1_39630.1
OG0006578	FhHiC23_g1073.t1, FhHiC23_g1073.t2	SMTH1_53390.1
OG0006579	FhHiC23_g13939.t1	SMTH1_47360.1
OG0006580	FhHiC23_g2436.t1	SMTH1_85250.1
OG0006581	FhHiC23_g9299.t1	SMTH1_29520.1
OG0006582	FhHiC23_g5092.t1	SMTH1_33990.1
OG0006583	FhHiC23_g16691.t1, FhHiC23_g16691.t2	SMTH1_96260.1
OG0006584	FhHiC23_g13192.t1	SMTH1_2950.1
OG0006585	FhHiC23_g15191.t1	SMTH1_19970.2, SMTH1_19970.1
OG0006586	FhHiC23_g5748.t1	SMTH1_41550.1
OG0006588	FhHiC23_g12013.t1	SMTH1_15450.1
OG0006589	FhHiC23_g15638.t1	SMTH1_23710.1
OG0006590	FhHiC23_g15636.t1	SMTH1_23690.1
OG0006591	FhHiC23_g983.t1	SMTH1_80520.1, SMTH1_80520.2
OG0006592	FhHiC23_g3717.t1	SMTH1_93700.1
OG0006593	FhHiC23_g2535.t1	SMTH1_78550.1
OG0006594	FhHiC23_g2110.t1	SMTH1_57790.2, SMTH1_57790.1
OG0006595	FhHiC23_g2112.t1	SMTH1_59610.1
OG0006596	FhHiC23_g3164.t1	SMTH1_87660.1
OG0006597	FhHiC23_g258.t1	SMTH1_86370.1
OG0006598	FhHiC23_g9463.t1	SMTH1_104230.1
OG0006599	FhHiC23_g9793.t1	SMTH1_25990.1
OG0006601	FhHiC23_g2213.t1, FhHiC23_g2213.t2, FhHiC23_g2213.t3	SMTH1_57730.1
OG0006602	FhHiC23_g10159.t1	SMTH1_27910.1, SMTH1_27910.2, SMTH1_27900.1
OG0006603	FhHiC23_g9317.t1	SMTH1_102870.1
OG0006604	FhHiC23_g1612.t1	SMTH1_62020.1
OG0006606	FhHiC23_g909.t1	SMTH1_81290.1
OG0006607	FhHiC23_g9532.t1	SMTH1_29070.1
OG0006608	FhHiC23_g11771.t1	SMTH1_23030.1
OG0006609	FhHiC23_g4363.t1	SMTH1_95420.1
OG0006610	FhHiC23_g3664.t1	SMTH1_91120.1, SMTH1_107770.1
OG0006613	FhHiC23_g1419.t1	SMTH1_62380.1
OG0006614	FhHiC23_g7384.t1	SMTH1_72890.1
OG0006615	FhHiC23_g6278.t1	SMTH1_37930.1
OG0006616	FhHiC23_g1555.t1	SMTH1_79080.1
OG0006617	FhHiC23_g1901.t1	SMTH1_77330.1
OG0006618	FhHiC23_g6261.t1	SMTH1_41180.1
OG0006619	FhHiC23_g10386.t1	SMTH1_26790.1
OG0006620	FhHiC23_g12086.t2, FhHiC23_g12086.t1	SMTH1_2560.1
OG0006621	FhHiC23_g16100.t1	SMTH1_102480.1, SMTH1_102480.2
OG0006622	FhHiC23_g11610.t1	SMTH1_18180.1, SMTH1_18190.1
OG0006623	FhHiC23_g7993.t1	SMTH1_73610.1
OG0006624	FhHiC23_g5836.t1, FhHiC23_g5836.t2	SMTH1_38470.1
OG0006625	FhHiC23_g7677.t1	SMTH1_68640.1
OG0006626	FhHiC23_g5577.t1, FhHiC23_g5574.t1	SMTH1_36130.1
OG0006627	FhHiC23_g1588.t1, FhHiC23_g6105.t1	SMTH1_62700.1
OG0006628	FhHiC23_g4383.t1	SMTH1_102540.1
OG0006629	FhHiC23_g3131.t1	SMTH1_84110.1
OG0006630	FhHiC23_g4085.t1	SMTH1_90170.1
OG0006631	FhHiC23_g747.t1	SMTH1_57280.1, SMTH1_57300.1, SMTH1_57290.1
