Orthogroup	fasciola_hepatica	schistosoma_rodhaini
OG0005918	FhHiC23_g5814.t1, FhHiC23_g5814.t3	SRDH2_35320.1
OG0005919	FhHiC23_g15110.t1	SRDH2_22050.1
OG0005920	FhHiC23_g13306.t1	SRDH2_2980.1, SRDH2_2980.2
OG0005921	FhHiC23_g7067.t1	SRDH2_70650.1
OG0005922	FhHiC23_g15571.t1	SRDH2_23160.1
OG0005923	FhHiC23_g5086.t1	SRDH2_29650.1
OG0005924	FhHiC23_g11685.t1, FhHiC23_g11684.t1	SRDH2_16950.1
OG0005925	FhHiC23_g2675.t1	SRDH2_71700.1
OG0005926	FhHiC23_g7535.t1	SRDH2_63450.3, SRDH2_63450.1, SRDH2_63450.2
OG0005927	FhHiC23_g9268.t2, FhHiC23_g9268.t1, FhHiC23_g9268.t3	SRDH2_26900.1, SRDH2_26900.2
OG0005928	FhHiC23_g8145.t1	SRDH2_70050.1, SRDH2_70050.2
OG0005929	FhHiC23_g7449.t1, FhHiC23_g7448.t1, FhHiC23_g7447.t1	SRDH2_63010.1
OG0005930	FhHiC23_g2774.t1	SRDH2_81710.1
OG0005932	FhHiC23_g13319.t1, FhHiC23_g13319.t2	SRDH2_2260.1
OG0005933	FhHiC23_g14533.t1, FhHiC23_g14533.t2	SRDH2_42220.1
OG0005934	FhHiC23_g15179.t1, FhHiC23_g15179.t2	SRDH2_20760.2, SRDH2_20760.1, SRDH2_20770.1, SRDH2_20760.3
OG0005935	FhHiC23_g4877.t1, FhHiC23_g4879.t1	SRDH2_36480.1, SRDH2_36480.2
OG0005936	FhHiC23_g8529.t1, FhHiC23_g8529.t2	SRDH2_62880.1, SRDH2_62880.2
OG0005937	FhHiC23_g16153.t1	SRDH2_93420.1
OG0005938	FhHiC23_g2476.t1	SRDH2_72880.1
OG0005939	FhHiC23_g9152.t1, FhHiC23_g9600.t1	SRDH2_61040.1
OG0005940	FhHiC23_g6620.t1, FhHiC23_g6620.t2	SRDH2_27850.1
OG0005941	FhHiC23_g9190.t1, FhHiC23_g9190.t2	SRDH2_97730.1, SRDH2_97730.2
OG0005942	FhHiC23_g3814.t1, FhHiC23_g3813.t1	SRDH2_85220.1
OG0005943	FhHiC23_g11217.t1	SRDH2_12370.1, SRDH2_12360.1, SRDH2_12340.1, SRDH2_12340.2
OG0005944	FhHiC23_g8360.t1, FhHiC23_g8361.t1	SRDH2_61580.1
OG0005945	FhHiC23_g13189.t1, FhHiC23_g13189.t2	SRDH2_102590.1, SRDH2_2930.1
OG0005946	FhHiC23_g15588.t1	SRDH2_21580.1
OG0005947	FhHiC23_g11726.t1, FhHiC23_g11726.t2	SRDH2_101630.1
OG0005948	FhHiC23_g6532.t1	SRDH2_32730.2, SRDH2_32730.1, SRDH2_32730.3
OG0005949	FhHiC23_g12746.t1, FhHiC23_g12746.t2	SRDH2_10660.1
OG0005950	FhHiC23_g987.t1	SRDH2_50770.1
OG0005951	FhHiC23_g11778.t1	SRDH2_6460.1
OG0005952	FhHiC23_g4032.t1, FhHiC23_g4032.t2	SRDH2_84720.1, SRDH2_84720.2, SRDH2_84720.3
OG0005953	FhHiC23_g7675.t1	SRDH2_70510.1
OG0005954	FhHiC23_g15535.t1	SRDH2_21000.1
OG0005955	FhHiC23_g16357.t1	SRDH2_94130.1, SRDH2_94130.2
OG0005956	FhHiC23_g5605.t1	SRDH2_30860.1
OG0005957	FhHiC23_g9801.t1	SRDH2_24470.1
OG0005958	FhHiC23_g2899.t1	SRDH2_75990.2, SRDH2_75990.1
OG0005959	FhHiC23_g6241.t1, FhHiC23_g6242.t1	SRDH2_39400.1
OG0005960	FhHiC23_g15196.t1, FhHiC23_g15196.t2	SRDH2_87730.1
OG0005961	FhHiC23_g6915.t1	SRDH2_70570.1
OG0005962	FhHiC23_g9662.t2, FhHiC23_g9662.t1	SRDH2_96010.1
OG0005963	FhHiC23_g7805.t1	SRDH2_63970.2, SRDH2_63970.1
OG0005964	FhHiC23_g5537.t1, FhHiC23_g5537.t2	SRDH2_36420.1
OG0005965	FhHiC23_g14993.t1, FhHiC23_g14993.t2	SRDH2_21190.1
OG0005966	FhHiC23_g15844.t1	SRDH2_89910.1
OG0005967	FhHiC23_g1540.t2	SRDH2_72730.1, SRDH2_72730.2
OG0005968	FhHiC23_g11226.t1	SRDH2_12750.1
OG0005969	FhHiC23_g14884.t1	SRDH2_43570.1, SRDH2_43570.2
OG0005970	FhHiC23_g15384.t2, FhHiC23_g15384.t1	SRDH2_22260.1
OG0005971	FhHiC23_g10175.t1, FhHiC23_g10175.t2	SRDH2_26190.1
OG0005972	FhHiC23_g363.t1	SRDH2_55120.1
OG0005973	FhHiC23_g14645.t1	SRDH2_44560.1
OG0005974	FhHiC23_g15410.t1	SRDH2_22500.1
OG0005975	FhHiC23_g12387.t1, FhHiC23_g16296.t1	SRDH2_74580.1
OG0005977	FhHiC23_g1833.t1, FhHiC23_g1833.t2	SRDH2_54030.1, SRDH2_54030.2
OG0005978	FhHiC23_g16148.t1	SRDH2_88890.1
OG0005979	FhHiC23_g9946.t1	SRDH2_28530.1
OG0005980	FhHiC23_g2177.t1, FhHiC23_g2177.t2	SRDH2_57810.2, SRDH2_57810.1, SRDH2_57810.3
OG0005981	FhHiC23_g9135.t1	SRDH2_96490.1
OG0005982	FhHiC23_g8273.t2, FhHiC23_g8273.t1	SRDH2_66990.1
OG0005983	FhHiC23_g1607.t1	SRDH2_49270.1
OG0005984	FhHiC23_g6959.t1	SRDH2_66090.3, SRDH2_66090.1, SRDH2_66090.2
OG0005985	FhHiC23_g10265.t1, FhHiC23_g10265.t2	SRDH2_28420.1, SRDH2_28410.1
OG0005986	FhHiC23_g15497.t1, FhHiC23_g15495.t1	SRDH2_21050.1
OG0005987	FhHiC23_g15494.t1	SRDH2_21060.2, SRDH2_21060.3, SRDH2_21060.1
OG0005988	FhHiC23_g9880.t1	SRDH2_99300.3, SRDH2_99300.1, SRDH2_99300.2
OG0005989	FhHiC23_g4558.t1	SRDH2_83630.1
OG0005990	FhHiC23_g2001.t1	SRDH2_57790.1
OG0005991	FhHiC23_g996.t1	SRDH2_55140.1
OG0005992	FhHiC23_g2103.t1	SRDH2_48040.1
OG0005993	FhHiC23_g1092.t1	SRDH2_79840.1
OG0005994	FhHiC23_g866.t1	SRDH2_54690.1
OG0005995	FhHiC23_g3000.t1	SRDH2_71880.1, SRDH2_71880.4, SRDH2_71880.2, SRDH2_71880.3
OG0005996	FhHiC23_g15315.t1	SRDH2_19710.1, SRDH2_19710.2
OG0005997	FhHiC23_g12371.t2	SRDH2_1000.1
OG0005998	FhHiC23_g1942.t1	SRDH2_48710.1
OG0005999	FhHiC23_g1287.t1	SRDH2_82130.1
OG0006000	FhHiC23_g11886.t1	SRDH2_14170.1
OG0006001	FhHiC23_g16839.t1	SRDH2_90670.1
OG0006002	FhHiC23_g1726.t1, FhHiC23_g1726.t2	SRDH2_54120.2, SRDH2_54120.1
OG0006004	FhHiC23_g1281.t1	SRDH2_50490.1
OG0006005	FhHiC23_g901.t1, FhHiC23_g901.t2	SRDH2_72570.1, SRDH2_72570.2
OG0006006	FhHiC23_g569.t1	SRDH2_47220.1
OG0006007	FhHiC23_g15538.t2, FhHiC23_g15538.t1	SRDH2_21240.1
OG0006008	FhHiC23_g865.t1	SRDH2_74000.1, SRDH2_74000.2
OG0006009	FhHiC23_g4195.t1	SRDH2_85140.1, SRDH2_85140.3, SRDH2_85140.2
OG0006010	FhHiC23_g4127.t1	SRDH2_84380.2, SRDH2_84380.1
OG0006011	FhHiC23_g8283.t1	SRDH2_67420.1
OG0006012	FhHiC23_g7335.t1	SRDH2_69840.1
OG0006013	FhHiC23_g15319.t2, FhHiC23_g15319.t1, FhHiC23_g15319.t3	SRDH2_22320.1
OG0006014	FhHiC23_g2723.t2, FhHiC23_g2723.t1, FhHiC23_g2723.t3	SRDH2_76280.1
OG0006015	FhHiC23_g3042.t2, FhHiC23_g3042.t1	SRDH2_76920.1, SRDH2_76920.3
OG0006016	FhHiC23_g1510.t1	SRDH2_81300.1
OG0006017	FhHiC23_g1509.t2, FhHiC23_g1509.t1	SRDH2_81330.1
OG0006018	FhHiC23_g4325.t1	SRDH2_93610.1
OG0006019	FhHiC23_g3893.t1, FhHiC23_g3893.t2	SRDH2_87790.1, SRDH2_87790.2
OG0006021	FhHiC23_g216.t1	SRDH2_77960.1
OG0006022	FhHiC23_g7316.t1	SRDH2_63570.1
OG0006023	FhHiC23_g14941.t1, FhHiC23_g14941.t2, FhHiC23_g14941.t3	SRDH2_18950.1
OG0006024	FhHiC23_g2199.t1	SRDH2_47810.1
OG0006025	FhHiC23_g11509.t1, FhHiC23_g11509.t2	SRDH2_15430.1
OG0006026	FhHiC23_g12854.t1	SRDH2_1180.1, SRDH2_1180.2
OG0006027	FhHiC23_g9544.t1	SRDH2_25100.1
OG0006028	FhHiC23_g10.t1	SRDH2_50250.1
OG0006029	FhHiC23_g2054.t1	SRDH2_57070.1, SRDH2_57070.2
OG0006030	FhHiC23_g5285.t3, FhHiC23_g5285.t1, FhHiC23_g5285.t2	SRDH2_38390.1, SRDH2_38390.2
OG0006031	FhHiC23_g15258.t1	SRDH2_19630.1, SRDH2_19630.2
OG0006032	FhHiC23_g11143.t1	SRDH2_10580.1, SRDH2_10570.1
OG0006033	FhHiC23_g4960.t2, FhHiC23_g4960.t1	SRDH2_41440.1
OG0006034	FhHiC23_g14537.t1, FhHiC23_g14537.t2	SRDH2_43770.1
OG0006035	FhHiC23_g1739.t1	SRDH2_57140.1
OG0006036	FhHiC23_g3794.t1, FhHiC23_g3794.t2, FhHiC23_g3794.t3	SRDH2_85480.1
OG0006037	FhHiC23_g3495.t1	SRDH2_86740.1
OG0006038	FhHiC23_g14385.t1	SRDH2_43710.1
OG0006039	FhHiC23_g1139.t2, FhHiC23_g1139.t1	SRDH2_51930.1
OG0006040	FhHiC23_g7109.t1	SRDH2_58580.1
OG0006041	FhHiC23_g4646.t1, FhHiC23_g4646.t2, FhHiC23_g4646.t3	SRDH2_28630.1, SRDH2_28630.2
OG0006042	FhHiC23_g5827.t2, FhHiC23_g5827.t1	SRDH2_37080.1
OG0006043	FhHiC23_g11902.t1	SRDH2_18740.1, SRDH2_18740.4, SRDH2_18740.2, SRDH2_18740.3
OG0006044	FhHiC23_g8374.t1, FhHiC23_g8557.t1	SRDH2_71090.1
OG0006045	FhHiC23_g5156.t1	SRDH2_33720.1
OG0006046	FhHiC23_g11868.t1	SRDH2_15000.1
OG0006047	FhHiC23_g6576.t1	SRDH2_35420.1
OG0006048	FhHiC23_g12684.t1	SRDH2_8250.1
OG0006049	FhHiC23_g5738.t1	SRDH2_40790.1
OG0006050	FhHiC23_g8371.t1	SRDH2_63000.1
OG0006051	FhHiC23_g10632.t1	SRDH2_7120.1
OG0006052	FhHiC23_g2636.t2, FhHiC23_g2636.t1	SRDH2_72860.1
OG0006053	FhHiC23_g4537.t1	SRDH2_68500.1
OG0006054	FhHiC23_g8430.t1	SRDH2_65420.1, SRDH2_65420.2
OG0006055	FhHiC23_g12758.t1	SRDH2_4740.1, SRDH2_4740.2
OG0006056	FhHiC23_g15125.t1	SRDH2_15510.1
OG0006057	FhHiC23_g6122.t1	SRDH2_30960.1
OG0006058	FhHiC23_g11002.t1	SRDH2_18290.1, SRDH2_18290.2
OG0006059	FhHiC23_g1362.t1	SRDH2_72970.1
OG0006060	FhHiC23_g11590.t1	SRDH2_3380.1
OG0006061	FhHiC23_g3769.t1	SRDH2_87920.1
OG0006062	FhHiC23_g14502.t1	SRDH2_33310.1
OG0006063	FhHiC23_g14824.t1	SRDH2_45550.1
OG0006064	FhHiC23_g2309.t1, FhHiC23_g2309.t2	SRDH2_71430.3, SRDH2_71430.1, SRDH2_71430.2, SRDH2_71430.4
OG0006065	FhHiC23_g12911.t1	SRDH2_14390.1
OG0006066	FhHiC23_g11984.t1, FhHiC23_g11985.t1	SRDH2_9430.1
OG0006067	FhHiC23_g14883.t1	SRDH2_43580.1
OG0006068	FhHiC23_g6548.t1, FhHiC23_g14880.t1	SRDH2_41290.1
OG0006069	FhHiC23_g4612.t1, FhHiC23_g4612.t2	SRDH2_38200.1, SRDH2_38220.1
OG0006070	FhHiC23_g8580.t1, FhHiC23_g8580.t2	SRDH2_69730.1, SRDH2_69730.2
OG0006071	FhHiC23_g776.t1	SRDH2_78670.1
OG0006072	FhHiC23_g3822.t1	SRDH2_85400.1, SRDH2_85410.1
OG0006073	FhHiC23_g1191.t1	SRDH2_53330.3, SRDH2_53330.2, SRDH2_53330.1, SRDH2_53330.4
OG0006075	FhHiC23_g10376.t1	SRDH2_26180.1
OG0006076	FhHiC23_g1138.t1	SRDH2_51920.1
OG0006077	FhHiC23_g14622.t1, FhHiC23_g14622.t2	SRDH2_42180.1
OG0006078	FhHiC23_g5263.t1	SRDH2_25130.1
OG0006079	FhHiC23_g2384.t1	SRDH2_54210.1, SRDH2_54220.1
OG0006080	FhHiC23_g4973.t1, FhHiC23_g4973.t2	SRDH2_34640.1
OG0006081	FhHiC23_g13247.t1, FhHiC23_g13247.t2	SRDH2_1830.1
OG0006082	FhHiC23_g14271.t1, FhHiC23_g14268.t1, FhHiC23_g14268.t2	SRDH2_42000.1
OG0006083	FhHiC23_g3965.t1	SRDH2_86100.1
OG0006084	FhHiC23_g9072.t1	SRDH2_23380.1, SRDH2_23390.1
OG0006085	FhHiC23_g1500.t1	SRDH2_75130.1
OG0006086	FhHiC23_g5056.t2, FhHiC23_g5056.t1	SRDH2_24820.1
OG0006087	FhHiC23_g6578.t1	SRDH2_39220.1, SRDH2_39220.2
OG0006088	FhHiC23_g2603.t1	SRDH2_74700.1, SRDH2_74710.1
OG0006089	FhHiC23_g11135.t1	SRDH2_11580.1
OG0006090	FhHiC23_g16416.t1	SRDH2_94680.1
OG0006091	FhHiC23_g3114.t1	SRDH2_82430.1
OG0006092	FhHiC23_g11153.t1	SRDH2_12860.1
OG0006093	FhHiC23_g1828.t1, FhHiC23_g1828.t2	SRDH2_55950.1
OG0006094	FhHiC23_g91.t1, FhHiC23_g92.t1	SRDH2_52160.1
OG0006095	FhHiC23_g4131.t1, FhHiC23_g4131.t2	SRDH2_84200.1
OG0006096	FhHiC23_g10989.t1, FhHiC23_g10989.t2	SRDH2_19250.1, SRDH2_19250.2, SRDH2_19250.3
OG0006097	FhHiC23_g793.t2, FhHiC23_g793.t1	SRDH2_78650.1, SRDH2_78660.1
OG0006098	FhHiC23_g8962.t1	SRDH2_25590.1
OG0006099	FhHiC23_g12073.t1	SRDH2_7500.1
OG0006100	FhHiC23_g15687.t1	SRDH2_17580.1, SRDH2_17580.2
OG0006101	FhHiC23_g6551.t1	SRDH2_37560.1
OG0006102	FhHiC23_g3089.t1	SRDH2_80050.1
OG0006103	FhHiC23_g14597.t1	SRDH2_31880.1
OG0006104	FhHiC23_g8408.t1	SRDH2_69440.1
OG0006105	FhHiC23_g3810.t1, FhHiC23_g3811.t1	SRDH2_84060.1
OG0006106	FhHiC23_g8473.t1	SRDH2_61430.1, SRDH2_61430.2
OG0006107	FhHiC23_g388.t1	SRDH2_76080.3, SRDH2_76080.1, SRDH2_76080.2
OG0006108	FhHiC23_g4575.t1	SRDH2_86220.1, SRDH2_86250.1, SRDH2_86410.1, SRDH2_86400.1, SRDH2_86330.1, SRDH2_86190.1, SRDH2_86200.1
OG0006109	FhHiC23_g176.t1, FhHiC23_g176.t2, FhHiC23_g176.t3	SRDH2_72240.1
OG0006110	FhHiC23_g16646.t1	SRDH2_92430.1
OG0006111	FhHiC23_g12070.t1, FhHiC23_g12070.t2	SRDH2_2090.2, SRDH2_2090.1, SRDH2_2090.3
OG0006112	FhHiC23_g16834.t1, FhHiC23_g16835.t1, FhHiC23_g16835.t2	SRDH2_90650.1
OG0006113	FhHiC23_g12997.t1, FhHiC23_g12997.t2	SRDH2_3810.1
OG0006115	FhHiC23_g10209.t1	SRDH2_27500.1, SRDH2_27500.2
OG0006116	FhHiC23_g2097.t1	SRDH2_48110.1
OG0006117	FhHiC23_g2065.t1	SRDH2_57680.1
OG0006118	FhHiC23_g1888.t1	SRDH2_57950.1
OG0006119	FhHiC23_g2865.t1	SRDH2_55800.1, SRDH2_55800.2
OG0006120	FhHiC23_g13891.t1, FhHiC23_g13891.t2	SRDH2_42720.1
OG0006121	FhHiC23_g15697.t1	SRDH2_22380.1
OG0006122	FhHiC23_g6542.t1	SRDH2_29910.1, SRDH2_29910.2, SRDH2_29910.3
OG0006123	FhHiC23_g8348.t1	SRDH2_61830.1, SRDH2_61830.2, SRDH2_61830.3
OG0006124	FhHiC23_g8619.t1	SRDH2_66050.1, SRDH2_66070.2, SRDH2_66070.1
OG0006125	FhHiC23_g2620.t1	SRDH2_76190.1
OG0006126	FhHiC23_g7553.t1	SRDH2_63640.1
OG0006127	FhHiC23_g14152.t1, FhHiC23_g14154.t1	SRDH2_43430.1
OG0006128	FhHiC23_g14700.t1	SRDH2_37900.1
OG0006129	FhHiC23_g11551.t1	SRDH2_12610.1
OG0006130	FhHiC23_g10266.t1	SRDH2_28390.1
OG0006131	FhHiC23_g4501.t1	SRDH2_64560.1
OG0006132	FhHiC23_g1879.t1	SRDH2_52490.1, SRDH2_52490.2, SRDH2_52490.3
OG0006133	FhHiC23_g7841.t1	SRDH2_71020.1
OG0006134	FhHiC23_g15624.t1	SRDH2_20760.9, SRDH2_20760.8, SRDH2_20890.1
OG0006135	FhHiC23_g12154.t1, FhHiC23_g12154.t2	SRDH2_1990.1, SRDH2_1990.2
OG0006136	FhHiC23_g2947.t1	SRDH2_78720.1
OG0006137	FhHiC23_g15289.t1, FhHiC23_g15289.t2	SRDH2_21420.1
OG0006139	FhHiC23_g10820.t1	SRDH2_15230.1
OG0006140	FhHiC23_g2741.t1	SRDH2_75220.1
OG0006141	FhHiC23_g5001.t1	SRDH2_31020.1
OG0006143	FhHiC23_g15276.t1	SRDH2_19050.1, SRDH2_19050.2
OG0006144	FhHiC23_g8043.t1	SRDH2_62520.1
OG0006145	FhHiC23_g5655.t1, FhHiC23_g5655.t2	SRDH2_38990.1, SRDH2_38990.2, SRDH2_38990.3, SRDH2_38990.4
OG0006146	FhHiC23_g3360.t2, FhHiC23_g3360.t1	SRDH2_79930.1
OG0006147	FhHiC23_g16258.t1	SRDH2_91120.1
OG0006148	FhHiC23_g7163.t1	SRDH2_70900.1
OG0006149	FhHiC23_g11240.t1	SRDH2_7340.1, SRDH2_7350.1
OG0006150	FhHiC23_g5497.t1	SRDH2_36760.1
OG0006151	FhHiC23_g6168.t1, FhHiC23_g14640.t1	SRDH2_41910.1
OG0006152	FhHiC23_g16207.t1	SRDH2_93530.1
OG0006153	FhHiC23_g8148.t1, FhHiC23_g8149.t1	SRDH2_61980.1
OG0006154	FhHiC23_g16827.t1, FhHiC23_g16827.t2, FhHiC23_g16827.t3	SRDH2_89060.1, SRDH2_89060.3, SRDH2_89060.2
OG0006155	FhHiC23_g15173.t1	SRDH2_20330.1
OG0006156	FhHiC23_g2942.t1	SRDH2_78750.1
OG0006157	FhHiC23_g14532.t1	SRDH2_45360.1
OG0006158	FhHiC23_g15203.t1	SRDH2_21380.1
OG0006159	FhHiC23_g10247.t1, FhHiC23_g10247.t2	SRDH2_23960.1
OG0006160	FhHiC23_g11040.t1	SRDH2_17030.1, SRDH2_17030.2, SRDH2_17030.3
OG0006161	FhHiC23_g3511.t2, FhHiC23_g3511.t1	SRDH2_88010.1
OG0006162	FhHiC23_g15143.t1	SRDH2_19390.1, SRDH2_19390.2, SRDH2_19390.3, SRDH2_19390.4
OG0006163	FhHiC23_g13046.t1	SRDH2_1670.1
OG0006164	FhHiC23_g12364.t1	SRDH2_440.1
OG0006165	FhHiC23_g14342.t1, FhHiC23_g2782.t1	SRDH2_71750.1
OG0006166	FhHiC23_g490.t1, FhHiC23_g490.t2	SRDH2_48200.1
OG0006168	FhHiC23_g16071.t1	SRDH2_92350.2, SRDH2_92350.3, SRDH2_92350.4, SRDH2_92350.1
OG0006170	FhHiC23_g11809.t1	SRDH2_15330.1
OG0006171	FhHiC23_g13369.t1, FhHiC23_g13369.t2	SRDH2_3960.1, SRDH2_3960.2, SRDH2_3960.3, SRDH2_3960.4
OG0006172	FhHiC23_g14266.t1, FhHiC23_g14266.t2	SRDH2_44320.1
OG0006173	FhHiC23_g15447.t1	SRDH2_21680.1
OG0006174	FhHiC23_g15596.t1	SRDH2_19700.1, SRDH2_19690.1
OG0006175	FhHiC23_g16122.t1, FhHiC23_g16122.t2, FhHiC23_g16125.t1	SRDH2_89770.1
OG0006177	FhHiC23_g16609.t1	SRDH2_90090.1, SRDH2_90090.2, SRDH2_90090.3
OG0006178	FhHiC23_g16825.t1	SRDH2_90500.1, SRDH2_90500.2
OG0006179	FhHiC23_g2087.t1	SRDH2_46980.1
OG0006180	FhHiC23_g319.t1	SRDH2_52410.2, SRDH2_52410.1
OG0006181	FhHiC23_g371.t1	SRDH2_81280.1, SRDH2_81280.2
OG0006182	FhHiC23_g4673.t1	SRDH2_38100.1
OG0006183	FhHiC23_g4974.t1	SRDH2_34630.1
OG0006184	FhHiC23_g5728.t1	SRDH2_40640.1
OG0006185	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2	SRDH2_48600.1
OG0006186	FhHiC23_g9670.t1	SRDH2_96210.1
OG0006225	FhHiC23_g8111.t1	SRDH2_69420.2, SRDH2_69420.3, SRDH2_69420.1
OG0006226	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1	SRDH2_10560.1
OG0006227	FhHiC23_g11745.t1, FhHiC23_g11745.t2	SRDH2_12110.1
OG0006228	FhHiC23_g9695.t1	SRDH2_26770.1
OG0006229	FhHiC23_g11595.t1	SRDH2_16310.1
OG0006230	FhHiC23_g10093.t1, FhHiC23_g9429.t1	SRDH2_96640.1
OG0006231	FhHiC23_g14046.t1, FhHiC23_g14046.t2	SRDH2_40880.1
OG0006233	FhHiC23_g12900.t1	SRDH2_44570.1
OG0006234	FhHiC23_g12144.t1	SRDH2_13290.1
OG0006235	FhHiC23_g9280.t1, FhHiC23_g9280.t2	SRDH2_26110.1
OG0006236	FhHiC23_g7354.t1	SRDH2_71110.1
OG0006237	FhHiC23_g15827.t1	SRDH2_40440.1
OG0006239	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1	SRDH2_79110.1
OG0006240	FhHiC23_g4205.t1	SRDH2_85450.1
OG0006241	FhHiC23_g307.t2, FhHiC23_g307.t1	SRDH2_57320.1
OG0006242	FhHiC23_g15579.t1	SRDH2_15560.2, SRDH2_15560.3, SRDH2_15560.1, SRDH2_15560.4
OG0006243	FhHiC23_g14353.t1	SRDH2_44340.1, SRDH2_44340.2, SRDH2_44340.3
OG0006244	FhHiC23_g8262.t1	SRDH2_70740.1
OG0006245	FhHiC23_g1235.t1	SRDH2_56300.1
OG0006246	FhHiC23_g4287.t1	SRDH2_83200.2, SRDH2_83200.1
OG0006247	FhHiC23_g16010.t1, FhHiC23_g16010.t2	SRDH2_93640.1
OG0006248	FhHiC23_g16672.t1	SRDH2_93800.1
OG0006249	FhHiC23_g648.t1, FhHiC23_g648.t2	SRDH2_46850.1
OG0006250	FhHiC23_g6015.t1, FhHiC23_g6015.t2	SRDH2_34960.2, SRDH2_34960.1
OG0006251	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3	SRDH2_16830.1
OG0006252	FhHiC23_g5283.t1	SRDH2_32160.1, SRDH2_32160.2
OG0006253	FhHiC23_g16040.t1	SRDH2_93380.1
OG0006254	FhHiC23_g12719.t1, FhHiC23_g12719.t2	SRDH2_2300.1
OG0006255	FhHiC23_g5997.t1	SRDH2_33460.1
OG0006256	FhHiC23_g5647.t1, FhHiC23_g5647.t2	SRDH2_40070.1
OG0006257	FhHiC23_g9246.t1, FhHiC23_g9244.t1	SRDH2_97170.1
OG0006258	FhHiC23_g7028.t1	SRDH2_69140.1
OG0006259	FhHiC23_g16316.t1	SRDH2_93460.1
OG0006260	FhHiC23_g10392.t1	SRDH2_24310.1
OG0006261	FhHiC23_g2279.t1	SRDH2_78500.1, SRDH2_78500.2
OG0006262	FhHiC23_g6836.t1	SRDH2_70600.1
OG0006263	FhHiC23_g15062.t1, FhHiC23_g3693.t1	SRDH2_86480.1
OG0006264	FhHiC23_g2626.t1	SRDH2_79620.1
OG0006265	FhHiC23_g9634.t1	SRDH2_23410.1, SRDH2_23410.2
OG0006266	FhHiC23_g1135.t1	SRDH2_51670.1
OG0006267	FhHiC23_g14782.t2, FhHiC23_g14782.t1	SRDH2_40970.1, SRDH2_40970.2
OG0006268	FhHiC23_g3930.t1, FhHiC23_g3931.t1	SRDH2_86570.1
OG0006269	FhHiC23_g1008.t1, FhHiC23_g1008.t2	SRDH2_49090.1
OG0006270	FhHiC23_g11775.t1	SRDH2_16850.1, SRDH2_16850.2, SRDH2_16850.3
OG0006272	FhHiC23_g12207.t1	SRDH2_9970.1
OG0006273	FhHiC23_g14323.t1, FhHiC23_g14323.t2	SRDH2_44700.1, SRDH2_44700.2, SRDH2_44700.4, SRDH2_44700.3
OG0006274	FhHiC23_g13865.t1	SRDH2_45690.1
OG0006275	FhHiC23_g2473.t1	SRDH2_82550.1, SRDH2_82550.2, SRDH2_82550.3, SRDH2_82550.4
OG0006276	FhHiC23_g3898.t1	SRDH2_88430.1
OG0006277	FhHiC23_g14007.t1	SRDH2_44360.1
OG0006278	FhHiC23_g3832.t1, FhHiC23_g3832.t2	SRDH2_87400.1
OG0006279	FhHiC23_g5895.t1	SRDH2_40270.1
OG0006280	FhHiC23_g12956.t1, FhHiC23_g174.t1	SRDH2_13820.1
OG0006281	FhHiC23_g6182.t1	SRDH2_36220.1
OG0006282	FhHiC23_g2874.t1	SRDH2_79720.2, SRDH2_79720.1, SRDH2_79720.3, SRDH2_79720.4
OG0006283	FhHiC23_g14175.t2, FhHiC23_g14175.t1	SRDH2_41790.1
OG0006284	FhHiC23_g2732.t1	SRDH2_73380.1
OG0006285	FhHiC23_g1016.t1, FhHiC23_g1016.t2	SRDH2_55180.1
OG0006286	FhHiC23_g7258.t2	SRDH2_64160.1
OG0006287	FhHiC23_g2795.t1	SRDH2_75670.1
OG0006288	FhHiC23_g2891.t1	SRDH2_75820.1
OG0006289	FhHiC23_g257.t2, FhHiC23_g257.t1	SRDH2_79570.1, SRDH2_79570.2
OG0006290	FhHiC23_g7581.t1	SRDH2_67070.1
OG0006291	FhHiC23_g7849.t1	SRDH2_63270.1
OG0006292	FhHiC23_g7845.t1, FhHiC23_g7846.t1	SRDH2_70100.1
OG0006293	FhHiC23_g9821.t1	SRDH2_99400.1
OG0006294	FhHiC23_g4706.t1	SRDH2_24930.1
OG0006295	FhHiC23_g9462.t1	SRDH2_98360.1
OG0006296	FhHiC23_g13959.t1	SRDH2_41130.1
OG0006297	FhHiC23_g10499.t1	SRDH2_27110.1
OG0006299	FhHiC23_g12603.t1	SRDH2_2330.2, SRDH2_2330.1, SRDH2_2330.3, SRDH2_2330.4
OG0006300	FhHiC23_g13078.t1, FhHiC23_g13078.t2	SRDH2_9600.1
OG0006301	FhHiC23_g12029.t1	SRDH2_7460.1
OG0006302	FhHiC23_g2346.t1, FhHiC23_g2346.t2	SRDH2_55510.1
OG0006303	FhHiC23_g12505.t1	SRDH2_1520.1
OG0006304	FhHiC23_g2212.t1	SRDH2_49950.1
OG0006305	FhHiC23_g7695.t1	SRDH2_70170.2, SRDH2_70170.3, SRDH2_70170.1
OG0006306	FhHiC23_g11514.t1	SRDH2_17970.1, SRDH2_17970.2
OG0006307	FhHiC23_g5031.t1	SRDH2_32950.1
OG0006308	FhHiC23_g611.t1	SRDH2_72500.1
