Orthogroup	fasciola_hepatica	schistosoma_margrebowiei
OG0005491	FhHiC23_g15840.t3, FhHiC23_g15840.t1, FhHiC23_g15840.t2	SMRG1_92750.1
OG0005492	FhHiC23_g16068.t1	SMRG1_93670.2, SMRG1_93670.1
OG0005493	FhHiC23_g1480.t1	SMRG1_53200.1, SMRG1_53200.2, SMRG1_53200.3
OG0005494	FhHiC23_g13574.t1	SMRG1_5100.2, SMRG1_5100.3
OG0005495	FhHiC23_g372.t1	SMRG1_79750.1, SMRG1_79750.2
OG0005496	FhHiC23_g9339.t1	SMRG1_95000.1
OG0005497	FhHiC23_g10236.t1	SMRG1_24060.1, SMRG1_24060.2
OG0005498	FhHiC23_g2300.t1	SMRG1_77700.1
OG0005499	FhHiC23_g16702.t1	SMRG1_89250.1, SMRG1_89250.2
OG0005500	FhHiC23_g15504.t3, FhHiC23_g15504.t1, FhHiC23_g15504.t2	SMRG1_19410.1
OG0005501	FhHiC23_g16334.t1, FhHiC23_g16334.t2	SMRG1_91170.1, SMRG1_91170.2
OG0005502	FhHiC23_g6888.t1	SMRG1_97590.1
OG0005503	FhHiC23_g6246.t1	SMRG1_39340.1
OG0005504	FhHiC23_g3729.t1	SMRG1_83610.1, SMRG1_83620.1
OG0005505	FhHiC23_g2937.t1, FhHiC23_g2933.t1, FhHiC23_g2933.t2	SMRG1_78740.2, SMRG1_78740.1
OG0005506	FhHiC23_g16414.t1	SMRG1_90390.1, SMRG1_90390.2
OG0005507	FhHiC23_g16275.t1	SMRG1_88600.1
OG0005508	FhHiC23_g13417.t1	SMRG1_470.1
OG0005509	FhHiC23_g10113.t1	SMRG1_95280.1, SMRG1_95280.2
OG0005510	FhHiC23_g16200.t1, FhHiC23_g16200.t2	SMRG1_92580.1, SMRG1_92580.2, SMRG1_92580.3
OG0005511	FhHiC23_g3361.t1, FhHiC23_g3361.t2	SMRG1_78470.1, SMRG1_78470.2
OG0005512	FhHiC23_g12158.t1	SMRG1_6500.1
OG0005513	FhHiC23_g4412.t1	SMRG1_90790.1, SMRG1_90790.2
OG0005514	FhHiC23_g9737.t1	SMRG1_24970.1
OG0005515	FhHiC23_g1495.t1	SMRG1_57570.1, SMRG1_57570.2, SMRG1_57570.3, SMRG1_57570.4
OG0005516	FhHiC23_g10734.t1	SMRG1_17430.1
OG0005517	FhHiC23_g4500.t1	SMRG1_63640.1
OG0005518	FhHiC23_g10227.t2, FhHiC23_g10227.t1	SMRG1_26090.1
OG0005519	FhHiC23_g5434.t1	SMRG1_35420.1
OG0005520	FhHiC23_g8476.t1	SMRG1_59410.1
OG0005521	FhHiC23_g2960.t1	SMRG1_79290.1
OG0005523	FhHiC23_g4060.t1	SMRG1_84350.1, SMRG1_84350.2
OG0005524	FhHiC23_g13312.t1	SMRG1_670.1
OG0005525	FhHiC23_g7824.t1	SMRG1_58920.1
OG0005526	FhHiC23_g14024.t1	SMRG1_38350.1
OG0005527	FhHiC23_g10368.t1, FhHiC23_g10368.t2	SMRG1_23660.1
OG0005529	FhHiC23_g739.t1, FhHiC23_g11035.t1, FhHiC23_g13147.t1	SMRG1_56220.1, SMRG1_61750.1, SMRG1_23170.1, SMRG1_70270.1
OG0005530	FhHiC23_g11525.t1	SMRG1_11890.1
OG0005531	FhHiC23_g11652.t1	SMRG1_8350.1
OG0005532	FhHiC23_g11682.t3, FhHiC23_g11682.t1, FhHiC23_g11682.t2	SMRG1_14020.1
OG0005533	FhHiC23_g13313.t1	SMRG1_660.1, SMRG1_660.2
OG0005535	FhHiC23_g455.t1	SMRG1_47350.1, SMRG1_47350.2
OG0005536	FhHiC23_g5140.t1	SMRG1_36410.1
OG0005537	FhHiC23_g5468.t1, FhHiC23_g5468.t2	SMRG1_41310.2, SMRG1_41310.1
OG0005538	FhHiC23_g555.t1	SMRG1_49440.1
OG0005539	FhHiC23_g6506.t1	SMRG1_30450.3, SMRG1_30450.4, SMRG1_30450.2, SMRG1_30450.1
OG0005540	FhHiC23_g7007.t1	SMRG1_61080.1, SMRG1_61080.2
OG0005566	FhHiC23_g1452.t1	SMRG1_76450.1
OG0005568	FhHiC23_g2566.t1	SMRG1_77410.1
OG0005569	FhHiC23_g9102.t1	SMRG1_96960.1, SMRG1_96960.2
OG0005570	FhHiC23_g4663.t1	SMRG1_32640.1
OG0005571	FhHiC23_g1861.t2, FhHiC23_g1861.t1	SMRG1_47490.1
OG0005572	FhHiC23_g7817.t1	SMRG1_67780.1
OG0005573	FhHiC23_g13447.t1, FhHiC23_g13447.t2	SMRG1_9350.1, SMRG1_9350.2
OG0005574	FhHiC23_g16104.t1	SMRG1_87360.1
OG0005575	FhHiC23_g7746.t1, FhHiC23_g7746.t2	SMRG1_68370.1
OG0005576	FhHiC23_g7748.t1	SMRG1_68340.1
OG0005577	FhHiC23_g16554.t1	SMRG1_87010.1
OG0005578	FhHiC23_g2178.t1, FhHiC23_g2178.t2	SMRG1_50030.1, SMRG1_50030.2
OG0005579	FhHiC23_g13094.t1	SMRG1_10110.1
OG0005580	FhHiC23_g89.t1	SMRG1_51810.1
OG0005581	FhHiC23_g5319.t1, FhHiC23_g5319.t2	SMRG1_30040.1
OG0005582	FhHiC23_g6250.t1, FhHiC23_g6249.t1	SMRG1_33200.1
OG0005583	FhHiC23_g16828.t1, FhHiC23_g16828.t2	SMRG1_87270.1
OG0005584	FhHiC23_g9042.t1	SMRG1_95470.1
OG0005585	FhHiC23_g10099.t1	SMRG1_96580.1
OG0005586	FhHiC23_g10101.t1, FhHiC23_g10101.t2	SMRG1_96570.1
OG0005587	FhHiC23_g2335.t1	SMRG1_78540.1
OG0005588	FhHiC23_g5885.t1	SMRG1_28390.1
OG0005589	FhHiC23_g6987.t1	SMRG1_61580.1, SMRG1_61580.2
OG0005590	FhHiC23_g11597.t1	SMRG1_17310.1
OG0005591	FhHiC23_g8162.t1	SMRG1_65940.1
OG0005592	FhHiC23_g524.t1	SMRG1_53370.1
OG0005593	FhHiC23_g2321.t1	SMRG1_71590.1
OG0005594	FhHiC23_g2426.t1	SMRG1_70280.1
OG0005595	FhHiC23_g8210.t1	SMRG1_62880.1
OG0005596	FhHiC23_g8576.t1	SMRG1_67050.1, SMRG1_67050.2
OG0005597	FhHiC23_g3594.t1, FhHiC23_g3594.t2	SMRG1_84360.1
OG0005598	FhHiC23_g2278.t1	SMRG1_77140.1
OG0005599	FhHiC23_g1908.t1	SMRG1_55220.1, SMRG1_55220.2
OG0005600	FhHiC23_g11319.t1	SMRG1_18970.1
OG0005601	FhHiC23_g9633.t1	SMRG1_22850.1
OG0005602	FhHiC23_g10360.t1	SMRG1_22750.1, SMRG1_22750.2
OG0005603	FhHiC23_g7443.t1, FhHiC23_g7443.t2	SMRG1_65040.1, SMRG1_65040.2
OG0005604	FhHiC23_g6299.t1	SMRG1_30090.1
OG0005605	FhHiC23_g6343.t1	SMRG1_36250.1
OG0005606	FhHiC23_g2568.t1, FhHiC23_g2567.t1, FhHiC23_g6236.t1, FhHiC23_g2777.t1	SMRG1_80150.1
OG0005607	FhHiC23_g4399.t1, FhHiC23_g4401.t1	SMRG1_90640.1
OG0005608	FhHiC23_g6885.t1	SMRG1_66980.1
OG0005609	FhHiC23_g7895.t1	SMRG1_59470.1
OG0005610	FhHiC23_g13320.t1	SMRG1_1970.1
OG0005611	FhHiC23_g16571.t1, FhHiC23_g16571.t2	SMRG1_92470.1
OG0005612	FhHiC23_g9178.t1	SMRG1_95020.1
OG0005613	FhHiC23_g1400.t1	SMRG1_54640.1
OG0005614	FhHiC23_g5872.t1, FhHiC23_g5872.t3, FhHiC23_g5872.t2, FhHiC23_g5873.t1	SMRG1_28580.1, SMRG1_28580.2
OG0005615	FhHiC23_g4876.t1, FhHiC23_g4880.t1	SMRG1_29250.1
OG0005616	FhHiC23_g4882.t1	SMRG1_29240.1
OG0005617	FhHiC23_g5652.t1, FhHiC23_g5652.t2	SMRG1_38960.1
OG0005618	FhHiC23_g554.t2, FhHiC23_g554.t1	SMRG1_50600.1
OG0005619	FhHiC23_g2363.t1, FhHiC23_g2363.t3	SMRG1_50920.1
OG0005620	FhHiC23_g16020.t1	SMRG1_90250.1
OG0005621	FhHiC23_g4390.t1	SMRG1_88470.1
OG0005622	FhHiC23_g13679.t1	SMRG1_1420.1
OG0005623	FhHiC23_g2471.t1	SMRG1_75780.1
OG0005624	FhHiC23_g11111.t1, FhHiC23_g11112.t1	SMRG1_10960.1
OG0005625	FhHiC23_g11113.t1	SMRG1_10970.1
OG0005626	FhHiC23_g13886.t1, FhHiC23_g13887.t1	SMRG1_44070.1
OG0005627	FhHiC23_g8967.t1	SMRG1_23230.1
OG0005628	FhHiC23_g5309.t1	SMRG1_39370.1
OG0005629	FhHiC23_g5077.t1	SMRG1_31960.1
OG0005630	FhHiC23_g4007.t1	SMRG1_85830.1
OG0005631	FhHiC23_g1970.t1, FhHiC23_g7462.t1	SMRG1_55600.1
OG0005632	FhHiC23_g9886.t3, FhHiC23_g9886.t1, FhHiC23_g9886.t2	SMRG1_96550.1
OG0005633	FhHiC23_g13717.t1	SMRG1_10240.1
OG0005634	FhHiC23_g9709.t1	SMRG1_22780.1
OG0005635	FhHiC23_g12649.t1	SMRG1_2940.1
OG0005636	FhHiC23_g6127.t1	SMRG1_38710.1
OG0005637	FhHiC23_g984.t1, FhHiC23_g984.t2	SMRG1_97740.1
OG0005638	FhHiC23_g3052.t1	SMRG1_77730.1
OG0005639	FhHiC23_g1068.t1, FhHiC23_g1068.t2	SMRG1_73850.1, SMRG1_73850.2
OG0005640	FhHiC23_g4711.t1	SMRG1_27760.1, SMRG1_27750.1
OG0005641	FhHiC23_g2878.t1	SMRG1_78530.1, SMRG1_74090.1
OG0005642	FhHiC23_g9454.t1	SMRG1_97480.1
OG0005643	FhHiC23_g5152.t1	SMRG1_29770.1, SMRG1_29770.2, SMRG1_29770.3
OG0005644	FhHiC23_g1015.t1	SMRG1_77080.1
OG0005645	FhHiC23_g7531.t1	SMRG1_61950.1
OG0005646	FhHiC23_g9482.t1, FhHiC23_g5988.t1	SMRG1_41300.1
OG0005647	FhHiC23_g2108.t1	SMRG1_56360.1
OG0005648	FhHiC23_g5406.t1	SMRG1_40280.1, SMRG1_40280.2, SMRG1_40280.3
OG0005649	FhHiC23_g753.t1	SMRG1_51100.1
OG0005650	FhHiC23_g7580.t2, FhHiC23_g7580.t1, FhHiC23_g7580.t3	SMRG1_65310.1
OG0005651	FhHiC23_g6992.t1	SMRG1_66710.1, SMRG1_66710.2
OG0005652	FhHiC23_g919.t1	SMRG1_48690.1
OG0005653	FhHiC23_g9461.t2, FhHiC23_g9461.t1, FhHiC23_g9461.t3	SMRG1_95150.2, SMRG1_95150.1, SMRG1_95150.3
OG0005654	FhHiC23_g1364.t1	SMRG1_73360.1
OG0005655	FhHiC23_g10038.t1	SMRG1_27410.1
OG0005656	FhHiC23_g16621.t1	SMRG1_88980.1
OG0005657	FhHiC23_g11858.t1	SMRG1_11760.1, SMRG1_11760.2
OG0005658	FhHiC23_g15959.t1	SMRG1_92200.1, SMRG1_92200.2, SMRG1_92200.3
OG0005659	FhHiC23_g15531.t1	SMRG1_18020.1, SMRG1_18020.2
OG0005660	FhHiC23_g2811.t1	SMRG1_71350.1, SMRG1_71350.2
OG0005661	FhHiC23_g11425.t1, FhHiC23_g11426.t3, FhHiC23_g11426.t1, FhHiC23_g11426.t2, FhHiC23_g11424.t1	SMRG1_6610.1
OG0005662	FhHiC23_g14885.t1	SMRG1_43580.1
OG0005663	FhHiC23_g11309.t1	SMRG1_8180.1, SMRG1_8190.1
OG0005664	FhHiC23_g10260.t1, FhHiC23_g10262.t1, FhHiC23_g10261.t1	SMRG1_25400.1
OG0005665	FhHiC23_g316.t1	SMRG1_48840.1, SMRG1_48840.2
OG0005666	FhHiC23_g16491.t1	SMRG1_91220.1
OG0005667	FhHiC23_g14800.t1	SMRG1_42430.1
OG0005669	FhHiC23_g2431.t1, FhHiC23_g1787.t1	SMRG1_56520.1
OG0005670	FhHiC23_g3853.t1	SMRG1_85250.1
OG0005671	FhHiC23_g11864.t1	SMRG1_11700.1
OG0005672	FhHiC23_g301.t1	SMRG1_48020.1
OG0005673	FhHiC23_g300.t1	SMRG1_48070.1
OG0005674	FhHiC23_g9983.t1	SMRG1_26210.1
OG0005675	FhHiC23_g14717.t1, FhHiC23_g14717.t2, FhHiC23_g14717.t3	SMRG1_40940.1
OG0005676	FhHiC23_g1655.t4	SMRG1_53000.1
OG0005677	FhHiC23_g13317.t1	SMRG1_5670.1
OG0005678	FhHiC23_g8243.t2, FhHiC23_g8243.t1	SMRG1_61070.1
OG0005679	FhHiC23_g16151.t1, FhHiC23_g16151.t2	SMRG1_89580.1
OG0005680	FhHiC23_g8186.t1	SMRG1_68920.1
OG0005681	FhHiC23_g8188.t1, FhHiC23_g8188.t2	SMRG1_68910.1, SMRG1_68930.1
OG0005683	FhHiC23_g1129.t1, FhHiC23_g1129.t2	SMRG1_35940.1
OG0005684	FhHiC23_g426.t1	SMRG1_50010.1
OG0005685	FhHiC23_g4089.t1	SMRG1_13440.1
OG0005686	FhHiC23_g16842.t1	SMRG1_91320.1
OG0005687	FhHiC23_g7435.t1	SMRG1_66470.1
OG0005688	FhHiC23_g12636.t1, FhHiC23_g12636.t2	SMRG1_1320.1
OG0005689	FhHiC23_g3068.t1	SMRG1_72440.1
OG0005690	FhHiC23_g1470.t1, FhHiC23_g1470.t2	SMRG1_53240.1
OG0005691	FhHiC23_g9127.t1	SMRG1_95260.1
OG0005692	FhHiC23_g2102.t1	SMRG1_47930.1
OG0005693	FhHiC23_g13759.t1, FhHiC23_g13759.t2	SMRG1_180.1
OG0005694	FhHiC23_g132.t1, FhHiC23_g132.t2	SMRG1_49900.1
OG0005695	FhHiC23_g1486.t1	SMRG1_50060.1
OG0005696	FhHiC23_g14429.t3	SMRG1_41630.1
OG0005697	FhHiC23_g11359.t1, FhHiC23_g10709.t1, FhHiC23_g10710.t1	SMRG1_16640.1
OG0005698	FhHiC23_g2489.t1	SMRG1_70440.1
OG0005699	FhHiC23_g15262.t1	SMRG1_21020.1
OG0005700	FhHiC23_g277.t1, FhHiC23_g275.t1	SMRG1_71630.1
OG0005701	FhHiC23_g7107.t1, FhHiC23_g7107.t2	SMRG1_58070.1
OG0005702	FhHiC23_g6791.t1	SMRG1_65730.1
OG0005703	FhHiC23_g6501.t1	SMRG1_34550.1, SMRG1_34550.2
OG0005704	FhHiC23_g14254.t1	SMRG1_41070.1, SMRG1_41070.2
OG0005705	FhHiC23_g2348.t3, FhHiC23_g2348.t2, FhHiC23_g2348.t1	SMRG1_54480.1
OG0005706	FhHiC23_g1455.t1	SMRG1_56620.1
OG0005707	FhHiC23_g7702.t1, FhHiC23_g7254.t1, FhHiC23_g7702.t2	SMRG1_65820.1
OG0005709	FhHiC23_g4983.t1, FhHiC23_g4983.t2	SMRG1_27780.1
OG0005710	FhHiC23_g6401.t1, FhHiC23_g6400.t1	SMRG1_34850.1
OG0005712	FhHiC23_g15873.t1	SMRG1_90530.1
OG0005713	FhHiC23_g8036.t1, FhHiC23_g8036.t2, FhHiC23_g8036.t3	SMRG1_66760.1
OG0005714	FhHiC23_g16410.t1	SMRG1_91990.1, SMRG1_91990.2, SMRG1_91990.3
OG0005715	FhHiC23_g888.t1	SMRG1_75080.1
OG0005716	FhHiC23_g1939.t1, FhHiC23_g1939.t2	SMRG1_51540.1
OG0005717	FhHiC23_g505.t1	SMRG1_75860.1
OG0005718	FhHiC23_g1313.t1	SMRG1_50330.1
OG0005719	FhHiC23_g14257.t1	SMRG1_35840.1, SMRG1_35840.2
OG0005720	FhHiC23_g3518.t1	SMRG1_84430.1, SMRG1_84430.2
OG0005722	FhHiC23_g9153.t1	SMRG1_94430.1
OG0005723	FhHiC23_g14718.t1	SMRG1_43230.1, SMRG1_43230.2
OG0005724	FhHiC23_g13034.t1	SMRG1_8950.1
OG0005725	FhHiC23_g3843.t1	SMRG1_84090.1
OG0005726	FhHiC23_g430.t1	SMRG1_53620.1
OG0005727	FhHiC23_g8502.t1, FhHiC23_g8502.t2	SMRG1_69230.1
OG0005728	FhHiC23_g16277.t1	SMRG1_88920.1
OG0005729	FhHiC23_g7727.t1	SMRG1_65470.1, SMRG1_65470.2
OG0005731	FhHiC23_g3793.t1	SMRG1_82480.1
OG0005732	FhHiC23_g10185.t1, FhHiC23_g10186.t2, FhHiC23_g10186.t1	SMRG1_27520.1
OG0005733	FhHiC23_g10390.t1	SMRG1_24230.1
OG0005734	FhHiC23_g14539.t1	SMRG1_43780.1, SMRG1_43780.2
OG0005735	FhHiC23_g16328.t2, FhHiC23_g16328.t1	SMRG1_93340.1, SMRG1_93370.1
OG0005736	FhHiC23_g3451.t1, FhHiC23_g3452.t1, FhHiC23_g2610.t1	SMRG1_70600.1
OG0005737	FhHiC23_g7017.t1	SMRG1_64280.1, SMRG1_64280.2
OG0005738	FhHiC23_g13218.t1	SMRG1_4630.1
OG0005739	FhHiC23_g5558.t1	SMRG1_29880.1
OG0005740	FhHiC23_g2762.t1	SMRG1_79940.1, SMRG1_79940.2
OG0005741	FhHiC23_g16195.t1	SMRG1_87420.1
OG0005742	FhHiC23_g6575.t1	SMRG1_33520.3, SMRG1_33520.5, SMRG1_33520.2, SMRG1_33520.4, SMRG1_33520.1
OG0005743	FhHiC23_g11774.t1, FhHiC23_g11774.t2	SMRG1_15920.1
OG0005744	FhHiC23_g10865.t1	SMRG1_15680.1
OG0005745	FhHiC23_g7105.t1	SMRG1_63800.1, SMRG1_63800.2
OG0005746	FhHiC23_g10232.t1, FhHiC23_g4883.t1	SMRG1_29350.1
OG0005747	FhHiC23_g14397.t1, FhHiC23_g14397.t2	SMRG1_45180.1
OG0005748	FhHiC23_g16698.t1, FhHiC23_g16698.t2	SMRG1_87190.1, SMRG1_87190.2
OG0005749	FhHiC23_g7951.t1	SMRG1_61010.1
OG0005750	FhHiC23_g10080.t1	SMRG1_97200.1, SMRG1_97200.2
OG0005751	FhHiC23_g6417.t1	SMRG1_34270.1
OG0005752	FhHiC23_g9537.t1, FhHiC23_g9537.t2	SMRG1_24730.1
OG0005753	FhHiC23_g1668.t1	SMRG1_80660.1
OG0005754	FhHiC23_g8638.t1	SMRG1_88830.1, SMRG1_88830.2, SMRG1_88830.3
OG0005755	FhHiC23_g9716.t1	SMRG1_25230.1
OG0005756	FhHiC23_g5089.t1	SMRG1_27810.1
OG0005757	FhHiC23_g1646.t3, FhHiC23_g1646.t1, FhHiC23_g1646.t2	SMRG1_74870.1
OG0005758	FhHiC23_g1649.t1	SMRG1_71420.1, SMRG1_71430.1
OG0005760	FhHiC23_g688.t1	SMRG1_48780.1
OG0005761	FhHiC23_g9693.t1	SMRG1_24010.1, SMRG1_24010.2
OG0005762	FhHiC23_g8051.t1	SMRG1_62350.1, SMRG1_62350.2
OG0005763	FhHiC23_g16241.t1	SMRG1_92840.1
OG0005765	FhHiC23_g5119.t1, FhHiC23_g5119.t2	SMRG1_25900.1
OG0005766	FhHiC23_g3680.t1, FhHiC23_g3680.t2	SMRG1_85800.1
OG0005767	FhHiC23_g2804.t1	SMRG1_81080.1
OG0005768	FhHiC23_g5388.t1, FhHiC23_g5388.t2	SMRG1_32130.1
OG0005769	FhHiC23_g12116.t1, FhHiC23_g12116.t2	SMRG1_13500.1
OG0005770	FhHiC23_g4951.t3, FhHiC23_g4951.t1	SMRG1_41360.1
OG0005771	FhHiC23_g1386.t1, FhHiC23_g2288.t1	SMRG1_53530.1, SMRG1_53530.2
OG0005772	FhHiC23_g3708.t1	SMRG1_82640.1
OG0005773	FhHiC23_g11049.t1, FhHiC23_g11051.t1	SMRG1_70330.1
OG0005774	FhHiC23_g8427.t1	SMRG1_66640.1
OG0005775	FhHiC23_g14839.t1	SMRG1_42600.1
OG0005776	FhHiC23_g15925.t1	SMRG1_88000.1
OG0005777	FhHiC23_g14729.t1, FhHiC23_g14729.t2	SMRG1_42850.1
OG0005778	FhHiC23_g6809.t1	SMRG1_69910.1, SMRG1_69910.2
OG0005779	FhHiC23_g8077.t1	SMRG1_69330.1
OG0005780	FhHiC23_g9503.t1	SMRG1_94560.1
OG0005781	FhHiC23_g15985.t1	SMRG1_88110.1
OG0005782	FhHiC23_g15079.t1, FhHiC23_g14589.t1, FhHiC23_g14589.t2	SMRG1_44490.1
OG0005783	FhHiC23_g15867.t1	SMRG1_89680.1, SMRG1_89680.2
OG0005784	FhHiC23_g16360.t1, FhHiC23_g16360.t2	SMRG1_92430.1
OG0005785	FhHiC23_g6237.t2, FhHiC23_g6237.t1	SMRG1_11590.1, SMRG1_11590.2, SMRG1_11590.3
OG0005786	FhHiC23_g15936.t1	SMRG1_13680.1
OG0005788	FhHiC23_g11930.t1	SMRG1_11860.1
OG0005789	FhHiC23_g916.t1, FhHiC23_g916.t2	SMRG1_52060.1, SMRG1_52060.2, SMRG1_52060.3
OG0005790	FhHiC23_g2784.t1, FhHiC23_g2785.t1	SMRG1_71030.1
OG0005792	FhHiC23_g13399.t1	SMRG1_3520.1, SMRG1_3520.2
OG0005793	FhHiC23_g11132.t1	SMRG1_6450.1, SMRG1_6450.2
OG0005794	FhHiC23_g12322.t1	SMRG1_4060.1
OG0005795	FhHiC23_g9851.t1, FhHiC23_g9851.t2	SMRG1_97090.1
OG0005796	FhHiC23_g13028.t1, FhHiC23_g13028.t2	SMRG1_4820.1, SMRG1_4820.2
OG0005797	FhHiC23_g10104.t1	SMRG1_96560.1
OG0005798	FhHiC23_g1187.t1	SMRG1_71970.1
OG0005799	FhHiC23_g15556.t1	SMRG1_21300.1, SMRG1_21300.2
OG0005800	FhHiC23_g4246.t1	SMRG1_84110.1
OG0005801	FhHiC23_g10750.t1	SMRG1_14850.1
OG0005802	FhHiC23_g657.t1	SMRG1_76580.1
OG0005803	FhHiC23_g8328.t1	SMRG1_58590.1
OG0005804	FhHiC23_g9325.t1	SMRG1_93870.1
OG0005805	FhHiC23_g1339.t1	SMRG1_70670.1, SMRG1_70670.2
OG0005806	FhHiC23_g3741.t1	SMRG1_83030.1
OG0005807	FhHiC23_g2135.t1	SMRG1_80540.1, SMRG1_80620.1, SMRG1_80620.2, SMRG1_80630.1, SMRG1_80580.1
OG0005808	FhHiC23_g6062.t1	SMRG1_39440.1
OG0005809	FhHiC23_g5698.t2, FhHiC23_g5698.t1	SMRG1_29030.1
OG0005810	FhHiC23_g16272.t1	SMRG1_88570.1
OG0005811	FhHiC23_g12121.t1	SMRG1_12680.1, SMRG1_12680.2
OG0005812	FhHiC23_g4826.t1, FhHiC23_g4826.t2	SMRG1_40040.1
OG0005813	FhHiC23_g2825.t1	SMRG1_71250.1
OG0005814	FhHiC23_g10665.t1	SMRG1_14110.1
OG0005815	FhHiC23_g7276.t1	SMRG1_65910.1
OG0005816	FhHiC23_g11808.t1	SMRG1_12910.1
OG0005817	FhHiC23_g6586.t1	SMRG1_30930.1
OG0005818	FhHiC23_g16451.t1, FhHiC23_g16451.t2	SMRG1_91130.1, SMRG1_91130.2, SMRG1_91130.3
OG0005819	FhHiC23_g529.t1, FhHiC23_g529.t2	SMRG1_53300.1
OG0005820	FhHiC23_g7830.t1, FhHiC23_g13110.t1	SMRG1_63290.1, SMRG1_63290.2
OG0005821	FhHiC23_g9835.t1	SMRG1_96970.1
OG0005822	FhHiC23_g15609.t2, FhHiC23_g15609.t1	SMRG1_27840.1
OG0005823	FhHiC23_g5201.t1, FhHiC23_g5201.t2	SMRG1_40460.1
OG0005824	FhHiC23_g9465.t1	SMRG1_27050.1
OG0005825	FhHiC23_g9948.t2, FhHiC23_g9948.t1	SMRG1_28290.1
OG0005826	FhHiC23_g7982.t1	SMRG1_63080.1, SMRG1_63080.2, SMRG1_63080.3
OG0005827	FhHiC23_g210.t1, FhHiC23_g210.t2	SMRG1_46470.3, SMRG1_46470.1, SMRG1_46470.2
OG0005828	FhHiC23_g4411.t1, FhHiC23_g6025.t1	SMRG1_90800.1
OG0005829	FhHiC23_g8490.t1	SMRG1_61730.1
OG0005830	FhHiC23_g8451.t1	SMRG1_69130.1
OG0005831	FhHiC23_g1680.t1	SMRG1_48330.1
OG0005832	FhHiC23_g14028.t1	SMRG1_36550.1
OG0005833	FhHiC23_g13486.t1	SMRG1_4550.1
OG0005834	FhHiC23_g3698.t1, FhHiC23_g3698.t2, FhHiC23_g3697.t1	SMRG1_84670.1
OG0005835	FhHiC23_g6911.t1	SMRG1_63840.1
OG0005836	FhHiC23_g3836.t1	SMRG1_83960.1
OG0005837	FhHiC23_g16816.t2, FhHiC23_g16816.t1	SMRG1_93200.1
OG0005838	FhHiC23_g12853.t1	SMRG1_1110.1
OG0005839	FhHiC23_g4628.t1, FhHiC23_g4628.t2	SMRG1_25990.1
OG0005840	FhHiC23_g16001.t1	SMRG1_87120.1
OG0005841	FhHiC23_g11377.t1	SMRG1_13540.1, SMRG1_13540.2
OG0005842	FhHiC23_g1205.t2, FhHiC23_g1205.t1	SMRG1_51350.1
OG0005843	FhHiC23_g15355.t2, FhHiC23_g15355.t1	SMRG1_20770.2, SMRG1_20770.1
OG0005845	FhHiC23_g9509.t1	SMRG1_94530.1, SMRG1_94530.2
OG0005846	FhHiC23_g5486.t1	SMRG1_34370.1
OG0005847	FhHiC23_g9403.t1	SMRG1_97520.1, SMRG1_97520.2
OG0005848	FhHiC23_g444.t1	SMRG1_53640.1, SMRG1_53640.2
OG0005849	FhHiC23_g9683.t1, FhHiC23_g9684.t1	SMRG1_97570.1
OG0005850	FhHiC23_g6052.t1, FhHiC23_g6052.t2	SMRG1_35360.1, SMRG1_35360.2
OG0005851	FhHiC23_g1271.t1	SMRG1_57270.1
OG0005852	FhHiC23_g5191.t1, FhHiC23_g5191.t3	SMRG1_30380.1, SMRG1_30380.2
OG0005853	FhHiC23_g2506.t1	SMRG1_76980.1
OG0005854	FhHiC23_g1182.t1, FhHiC23_g1182.t2	SMRG1_79120.1
OG0005855	FhHiC23_g4813.t1	SMRG1_37650.1
OG0005856	FhHiC23_g16070.t1	SMRG1_87070.1
OG0005857	FhHiC23_g7222.t1	SMRG1_67470.1
OG0005858	FhHiC23_g13214.t1, FhHiC23_g15263.t1, FhHiC23_g9047.t1, FhHiC23_g16455.t1, FhHiC23_g5332.t1, FhHiC23_g12837.t1, FhHiC23_g13747.t1, FhHiC23_g11415.t1, FhHiC23_g11190.t1, FhHiC23_g5078.t1, FhHiC23_g7682.t1, FhHiC23_g4335.t1, FhHiC23_g4277.t1, FhHiC23_g9197.t1, FhHiC23_g14158.t1, FhHiC23_g15515.t1, FhHiC23_g7000.t1, FhHiC23_g10405.t1, FhHiC23_g14555.t1	SMRG1_85580.1
OG0005859	FhHiC23_g11280.t1	SMRG1_17730.1
OG0005860	FhHiC23_g12614.t1, FhHiC23_g4353.t1	SMRG1_73310.1
OG0005861	FhHiC23_g14293.t1	SMRG1_43560.1
OG0005862	FhHiC23_g14730.t1	SMRG1_42860.1
OG0005863	FhHiC23_g1497.t1	SMRG1_48950.1, SMRG1_48960.1
OG0005864	FhHiC23_g15145.t1	SMRG1_22120.1
OG0005865	FhHiC23_g15518.t1	SMRG1_20300.1, SMRG1_20300.2, SMRG1_20300.3, SMRG1_20300.4, SMRG1_20300.5
OG0005866	FhHiC23_g2372.t1	SMRG1_72690.1, SMRG1_72690.2, SMRG1_72690.3, SMRG1_72690.4, SMRG1_72690.5
OG0005867	FhHiC23_g5571.t1	SMRG1_28640.1
OG0005869	FhHiC23_g9241.t1	SMRG1_94270.1
OG0005892	FhHiC23_g5849.t1	SMRG1_37560.1, SMRG1_37560.2
