Orthogroup	fasciola_gigantica	schistosoma_bovis
OG0004776	FGIG_04832	SBOV2_34290.1
OG0004777	FGIG_04882	SBOV2_74050.2
OG0004778	FGIG_04887	SBOV2_50360.1
OG0004779	FGIG_04894	SBOV2_15290.1
OG0004780	FGIG_04927, FGIG_04926	SBOV2_12070.1, SBOV2_12070.2
OG0004781	FGIG_04977	SBOV2_72200.1
OG0004782	FGIG_05029	SBOV2_73920.1
OG0004783	FGIG_05055	SBOV2_80340.1
OG0004784	FGIG_05142	SBOV2_81500.1
OG0004785	FGIG_05144	SBOV2_83270.1, SBOV2_83230.1
OG0004786	FGIG_05174	SBOV2_45940.3, SBOV2_45940.2, SBOV2_45940.4, SBOV2_45960.1, SBOV2_45940.1
OG0004787	FGIG_05179	SBOV2_50250.1, SBOV2_50250.2
OG0004788	FGIG_12456, FGIG_05251, FGIG_12068	SBOV2_89320.1
OG0004789	FGIG_05265	SBOV2_61700.1
OG0004790	FGIG_05283	SBOV2_19540.1
OG0004791	FGIG_05291	SBOV2_12710.2, SBOV2_12710.1
OG0004792	FGIG_05361	SBOV2_52420.1
OG0004794	FGIG_05424	SBOV2_69980.1
OG0004795	FGIG_05454	SBOV2_35510.1
OG0004796	FGIG_05547	SBOV2_18320.1
OG0004797	FGIG_12635, FGIG_05638	SBOV2_94790.1, SBOV2_94790.2
OG0004798	FGIG_05705	SBOV2_11180.1
OG0004799	FGIG_05735	SBOV2_91540.1, SBOV2_91530.1
OG0004800	FGIG_05742	SBOV2_18290.1
OG0004801	FGIG_05775	SBOV2_23530.2, SBOV2_23530.1
OG0004802	FGIG_05853	SBOV2_63430.2, SBOV2_63430.1
OG0004803	FGIG_05861	SBOV2_58650.1
OG0004804	FGIG_05894	SBOV2_15740.1
OG0004805	FGIG_06019	SBOV2_3840.1, SBOV2_3840.2
OG0004806	FGIG_06030	SBOV2_53690.1
OG0004807	FGIG_06128	SBOV2_50840.1
OG0004808	FGIG_06178	SBOV2_75540.2, SBOV2_75540.1
OG0004809	FGIG_06259	SBOV2_49660.1, SBOV2_49660.2
OG0004810	FGIG_06454	SBOV2_93750.1
OG0004811	FGIG_06512	SBOV2_27810.1
OG0004812	FGIG_06522, FGIG_06521	SBOV2_34460.1
OG0004813	FGIG_06785, FGIG_09824, FGIG_06584	SBOV2_87780.1, SBOV2_87780.2, SBOV2_87780.3
OG0004814	FGIG_06585	SBOV2_5720.1, SBOV2_95840.1
OG0004815	FGIG_06627	SBOV2_59110.1
OG0004816	FGIG_06635	SBOV2_75550.1, SBOV2_75550.2
OG0004817	FGIG_06670	SBOV2_80600.1, SBOV2_80600.3, SBOV2_80600.2
OG0004818	FGIG_06697	SBOV2_91970.1
OG0004819	FGIG_06736, FGIG_06735	SBOV2_77420.1, SBOV2_77430.1
OG0004820	FGIG_06810	SBOV2_33940.1, SBOV2_33940.2, SBOV2_33940.3
OG0004821	FGIG_07006	SBOV2_44670.1, SBOV2_44670.2, SBOV2_44670.3, SBOV2_44670.4
OG0004822	FGIG_07071	SBOV2_23210.1
OG0004823	FGIG_07073	SBOV2_57520.4, SBOV2_57520.3, SBOV2_57520.2, SBOV2_57520.1
OG0004824	FGIG_07090	SBOV2_72460.1
OG0004825	FGIG_07110	SBOV2_59570.1
OG0004826	FGIG_07115	SBOV2_80140.1
OG0004827	FGIG_07127	SBOV2_86060.1, SBOV2_86060.4, SBOV2_86060.2, SBOV2_86060.3
OG0004828	FGIG_07179, FGIG_07180	SBOV2_23550.1
OG0004829	FGIG_07249	SBOV2_29540.1
OG0004830	FGIG_07253	SBOV2_65680.1
OG0004831	FGIG_07287	SBOV2_39450.1
OG0004832	FGIG_07335	SBOV2_31150.1
OG0004833	FGIG_07375	SBOV2_30910.1, SBOV2_30910.2, SBOV2_30910.3
OG0004834	FGIG_07380	SBOV2_35780.1
OG0004835	FGIG_07395	SBOV2_24610.1
OG0004836	FGIG_07447, FGIG_11823	SBOV2_84760.1
OG0004837	FGIG_07504	SBOV2_13900.1, SBOV2_13900.2, SBOV2_13900.3
OG0004838	FGIG_07567	SBOV2_73940.2, SBOV2_73940.1
OG0004839	FGIG_07571	SBOV2_230.1, SBOV2_230.2
OG0004840	FGIG_07649	SBOV2_54130.1, SBOV2_54130.3, SBOV2_54130.2
OG0004841	FGIG_07683	SBOV2_64950.1
OG0004842	FGIG_07714	SBOV2_71870.1
OG0004843	FGIG_09937, FGIG_07727	SBOV2_30120.1, SBOV2_30140.1, SBOV2_30140.2
OG0004844	FGIG_07749	SBOV2_2000.1
OG0004845	FGIG_07750	SBOV2_2010.1
OG0004846	FGIG_07889	SBOV2_78090.1, SBOV2_78090.3, SBOV2_78090.2
OG0004847	FGIG_07930	SBOV2_69120.1, SBOV2_69120.2
OG0004848	FGIG_07967	SBOV2_13470.1, SBOV2_13470.2, SBOV2_13470.3
OG0004849	FGIG_08052	SBOV2_45030.1
OG0004850	FGIG_08127	SBOV2_63730.1
OG0004851	FGIG_08131	SBOV2_18750.1, SBOV2_18750.3, SBOV2_18750.2
OG0004852	FGIG_08163	SBOV2_53040.1, SBOV2_53040.3, SBOV2_53040.4, SBOV2_53040.2, SBOV2_53040.5
OG0004853	FGIG_08170	SBOV2_24450.1
OG0004854	FGIG_08177	SBOV2_90550.1, SBOV2_90550.2, SBOV2_90550.3
OG0004855	FGIG_08261	SBOV2_34760.1
OG0004856	FGIG_08270	SBOV2_77770.1
OG0004857	FGIG_08273	SBOV2_45440.1
OG0004858	FGIG_08303	SBOV2_78680.1
OG0004859	FGIG_08347	SBOV2_66350.1
OG0004860	FGIG_08444, FGIG_08445	SBOV2_96580.2, SBOV2_96580.1
OG0004862	FGIG_11551, FGIG_08515	SBOV2_49850.1, SBOV2_49850.2
OG0004863	FGIG_08517	SBOV2_93030.4, SBOV2_93030.1, SBOV2_93030.3, SBOV2_93030.2
OG0004864	FGIG_08534	SBOV2_33610.1
OG0004865	FGIG_08780	SBOV2_23510.3, SBOV2_23510.2, SBOV2_23510.1
OG0004866	FGIG_08804	SBOV2_65310.1, SBOV2_65310.2, SBOV2_65310.4, SBOV2_65310.3, SBOV2_65320.1
OG0004867	FGIG_08856	SBOV2_59220.1
OG0004868	FGIG_08901	SBOV2_5940.1, SBOV2_5940.2
OG0004869	FGIG_09936, FGIG_08918	SBOV2_16760.1
OG0004870	FGIG_08931	SBOV2_80260.1, SBOV2_80270.1
OG0004871	FGIG_12438, FGIG_08949	SBOV2_8310.1
OG0004872	FGIG_09006	SBOV2_20850.1, SBOV2_20850.2, SBOV2_20840.1
OG0004873	FGIG_09078	SBOV2_26170.1
OG0004874	FGIG_09101	SBOV2_3210.1, SBOV2_3210.2, SBOV2_3210.3, SBOV2_3210.4
OG0004875	FGIG_09107	SBOV2_3070.1
OG0004876	FGIG_09111, FGIG_11252	SBOV2_50450.1
OG0004877	FGIG_09173	SBOV2_81210.1
OG0004878	FGIG_09226	SBOV2_69270.2, SBOV2_69270.3, SBOV2_69270.1
OG0004879	FGIG_09282	SBOV2_59580.1
OG0004880	FGIG_09348, FGIG_09349	SBOV2_16190.1
OG0004881	FGIG_09379	SBOV2_13610.2, SBOV2_13610.1
OG0004882	FGIG_09380	SBOV2_2290.1
OG0004883	FGIG_09433, FGIG_09432	SBOV2_9290.1
OG0004884	FGIG_09455	SBOV2_81610.1, SBOV2_81610.2
OG0004885	FGIG_09529, FGIG_12143	SBOV2_900.1
OG0004886	FGIG_09575	SBOV2_6010.1
OG0004887	FGIG_09590	SBOV2_53100.1
OG0004888	FGIG_09642	SBOV2_80250.1
OG0004889	FGIG_09857	SBOV2_56070.1
OG0004890	FGIG_09864	SBOV2_89240.1
OG0004892	FGIG_09886	SBOV2_72050.1, SBOV2_72050.2, SBOV2_72050.3, SBOV2_72050.4
OG0004893	FGIG_09891	SBOV2_18870.1, SBOV2_18870.2
OG0004894	FGIG_09926	SBOV2_56040.1
OG0004895	FGIG_09961	SBOV2_91290.1
OG0004896	FGIG_10261, FGIG_11059	SBOV2_29000.2, SBOV2_29000.1
OG0004897	FGIG_10338, FGIG_11970	SBOV2_10220.1, SBOV2_10220.2
OG0004898	FGIG_10408	SBOV2_46260.1
OG0004899	FGIG_10427	SBOV2_47140.1
OG0004900	FGIG_10484	SBOV2_40330.1, SBOV2_40330.2
OG0004901	FGIG_10514	SBOV2_47050.1, SBOV2_47050.2
OG0004902	FGIG_10522	SBOV2_30610.1, SBOV2_30610.2
OG0004903	FGIG_11893, FGIG_10538	SBOV2_62840.1
OG0004904	FGIG_10551	SBOV2_64140.1
OG0004905	FGIG_10578	SBOV2_13500.1
OG0004906	FGIG_10632	SBOV2_12650.1
OG0004907	FGIG_10728	SBOV2_58880.1
OG0004908	FGIG_10777	SBOV2_38220.1, SBOV2_38220.2
OG0004909	FGIG_10784	SBOV2_12270.1
OG0004910	FGIG_10824	SBOV2_20330.1, SBOV2_20330.2, SBOV2_20330.3
OG0004911	FGIG_10882	SBOV2_820.1, SBOV2_820.2
OG0004912	FGIG_10939	SBOV2_88480.1
OG0004913	FGIG_11053	SBOV2_57010.1
OG0004914	FGIG_11112	SBOV2_60490.1, SBOV2_60490.2, SBOV2_60490.3, SBOV2_60490.4, SBOV2_60490.5
OG0004915	FGIG_11151	SBOV2_21080.1
OG0004916	FGIG_11178	SBOV2_16510.2, SBOV2_16510.1
OG0004917	FGIG_11187	SBOV2_32120.1
OG0004918	FGIG_11223	SBOV2_85390.1
OG0004919	FGIG_11231	SBOV2_53020.1
OG0004920	FGIG_11241	SBOV2_81900.1, SBOV2_81900.3, SBOV2_81900.2
OG0004921	FGIG_11301	SBOV2_53460.1, SBOV2_53460.2, SBOV2_53460.3
OG0004922	FGIG_11443	SBOV2_76310.1
OG0004923	FGIG_11478	SBOV2_2130.1
OG0004924	FGIG_12254, FGIG_11523	SBOV2_24650.1
OG0004925	FGIG_11559	SBOV2_55370.1
OG0004926	FGIG_12155	SBOV2_70770.1
OG0004927	FGIG_12242	SBOV2_87740.1, SBOV2_87740.2
OG0004928	FGIG_12265	SBOV2_65900.1
OG0004929	FGIG_12306	SBOV2_51270.1, SBOV2_51270.2, SBOV2_51270.3, SBOV2_51270.4
OG0004930	FGIG_12328	SBOV2_78650.1
OG0004931	FGIG_12528	SBOV2_41660.1
OG0004932	FGIG_12653	SBOV2_21800.1
OG0004971	FGIG_00010	SBOV2_30070.2, SBOV2_30070.1, SBOV2_30070.3
OG0004972	FGIG_00057	SBOV2_6950.1
OG0004973	FGIG_00086	SBOV2_92250.1
OG0004974	FGIG_00110	SBOV2_48270.1
OG0004975	FGIG_00125	SBOV2_71180.1
OG0004976	FGIG_00199	SBOV2_95450.1
OG0004977	FGIG_00265, FGIG_00264	SBOV2_59870.2, SBOV2_59870.3, SBOV2_59870.1
OG0004978	FGIG_00367	SBOV2_56910.1, SBOV2_56920.1
OG0004979	FGIG_07059, FGIG_00438	SBOV2_50320.1
OG0004980	FGIG_00456, FGIG_10151	SBOV2_37300.1
OG0004981	FGIG_09766, FGIG_00470	SBOV2_61240.1
OG0004982	FGIG_00482	SBOV2_84860.1
OG0004983	FGIG_00493	SBOV2_82130.1, SBOV2_82130.2
OG0004984	FGIG_00560	SBOV2_36200.1
OG0004985	FGIG_00565	SBOV2_75420.1, SBOV2_75420.2
OG0004986	FGIG_00597	SBOV2_37420.1
OG0004987	FGIG_00606	SBOV2_44560.2, SBOV2_44560.1
OG0004988	FGIG_00610	SBOV2_4190.1
OG0004989	FGIG_00659	SBOV2_69330.1
OG0004990	FGIG_00696, FGIG_00697	SBOV2_18540.1
OG0004991	FGIG_00720, FGIG_00719	SBOV2_5130.1, SBOV2_5130.2
OG0004992	FGIG_00802	SBOV2_83290.1
OG0004993	FGIG_00852	SBOV2_43090.1
OG0004994	FGIG_00901	SBOV2_47240.1
OG0004995	FGIG_00955	SBOV2_27610.1
OG0004996	FGIG_00971	SBOV2_64900.2, SBOV2_64900.5, SBOV2_64900.3, SBOV2_64900.4, SBOV2_64900.1
OG0004997	FGIG_00997	SBOV2_79830.1
OG0004998	FGIG_01011	SBOV2_4790.1, SBOV2_4790.2
OG0004999	FGIG_01012	SBOV2_87760.1, SBOV2_87760.2
OG0005000	FGIG_01027	SBOV2_55220.1, SBOV2_55220.3, SBOV2_55220.2
OG0005001	FGIG_01147	SBOV2_82900.1, SBOV2_82900.2, SBOV2_82900.3
OG0005002	FGIG_01221	SBOV2_4110.1, SBOV2_4110.2, SBOV2_4110.3
OG0005003	FGIG_01247	SBOV2_41160.1
OG0005004	FGIG_01278	SBOV2_61140.1
OG0005005	FGIG_01287	SBOV2_29310.1
OG0005006	FGIG_01329	SBOV2_61880.1
OG0005007	FGIG_10606, FGIG_01335, FGIG_04855	SBOV2_28000.1
OG0005008	FGIG_01339	SBOV2_87260.1, SBOV2_87260.2
OG0005009	FGIG_01343, FGIG_01342	SBOV2_33320.1
OG0005010	FGIG_01435	SBOV2_38420.1
OG0005011	FGIG_01488	SBOV2_39260.1, SBOV2_39260.2
OG0005012	FGIG_01539	SBOV2_23940.1
OG0005013	FGIG_08334	SBOV2_30770.1
OG0005014	FGIG_01650	SBOV2_81350.1, SBOV2_81350.3, SBOV2_81350.2
OG0005015	FGIG_01688	SBOV2_31330.1
OG0005016	FGIG_01702	SBOV2_57910.1
OG0005017	FGIG_01713	SBOV2_93720.1
OG0005018	FGIG_01767	SBOV2_24260.1
OG0005019	FGIG_01787, FGIG_10767	SBOV2_85470.1
OG0005020	FGIG_01795, FGIG_01796	SBOV2_44250.1
OG0005021	FGIG_01824	SBOV2_48300.1
OG0005022	FGIG_01913	SBOV2_24490.1
OG0005023	FGIG_01923	SBOV2_85330.1
OG0005025	FGIG_02004	SBOV2_12860.2, SBOV2_12860.4, SBOV2_12860.1, SBOV2_12860.3
OG0005026	FGIG_10874, FGIG_02039	SBOV2_62950.1
OG0005027	FGIG_02091	SBOV2_36160.2, SBOV2_36160.3, SBOV2_36160.1
OG0005028	FGIG_02110	SBOV2_89180.1, SBOV2_89180.2
OG0005029	FGIG_02116	SBOV2_84880.1, SBOV2_84880.2, SBOV2_84880.3
OG0005030	FGIG_02120	SBOV2_23760.1
OG0005031	FGIG_02138	SBOV2_39160.1
OG0005032	FGIG_02178, FGIG_02179	SBOV2_23690.1
OG0005033	FGIG_02262	SBOV2_18190.1
OG0005034	FGIG_02384	SBOV2_8480.1
OG0005035	FGIG_02426	SBOV2_57870.1
OG0005036	FGIG_02486	SBOV2_60110.1
OG0005038	FGIG_02598	SBOV2_53170.1
OG0005039	FGIG_02601	SBOV2_58220.1, SBOV2_58220.2
OG0005040	FGIG_02655	SBOV2_51040.1
OG0005041	FGIG_02678	SBOV2_57280.1
OG0005042	FGIG_02681	SBOV2_35060.2, SBOV2_35060.1, SBOV2_35060.3
OG0005043	FGIG_02728	SBOV2_63070.2, SBOV2_63070.1
OG0005044	FGIG_02745	SBOV2_84360.2, SBOV2_84360.3, SBOV2_84360.1
OG0005045	FGIG_02769	SBOV2_28050.1, SBOV2_28050.2
OG0005046	FGIG_02805, FGIG_02804	SBOV2_56090.1, SBOV2_56090.2
OG0005047	FGIG_02952	SBOV2_95750.5, SBOV2_95750.3, SBOV2_95750.1, SBOV2_95750.4
OG0005048	FGIG_02956	SBOV2_360.1
OG0005049	FGIG_02961	SBOV2_85270.2, SBOV2_85270.1
OG0005050	FGIG_02984	SBOV2_14020.1
OG0005051	FGIG_02995	SBOV2_9030.1, SBOV2_9210.1
OG0005052	FGIG_10455, FGIG_10456, FGIG_03029	SBOV2_88100.1, SBOV2_88100.2
OG0005053	FGIG_03064	SBOV2_32340.1
OG0005054	FGIG_03154	SBOV2_92140.1
OG0005055	FGIG_03159	SBOV2_2030.1
OG0005056	FGIG_03192	SBOV2_38910.1
OG0005057	FGIG_03239	SBOV2_26270.1
OG0005058	FGIG_03292	SBOV2_53070.1, SBOV2_53060.1
OG0005059	FGIG_03427	SBOV2_15470.1
OG0005060	FGIG_03468	SBOV2_35410.1
OG0005061	FGIG_03500	SBOV2_91440.1, SBOV2_91440.2, SBOV2_91440.3, SBOV2_91440.4
OG0005062	FGIG_03541	SBOV2_37040.1
OG0005063	FGIG_03542	SBOV2_42450.1
OG0005064	FGIG_03568	SBOV2_80760.1
OG0005065	FGIG_03623	SBOV2_12010.1, SBOV2_12010.2
OG0005066	FGIG_03695	SBOV2_76770.1, SBOV2_76770.2, SBOV2_76770.3, SBOV2_76770.4, SBOV2_76770.5, SBOV2_76770.6, SBOV2_76770.7
OG0005067	FGIG_03699, FGIG_03700, FGIG_09210	SBOV2_31450.1
OG0005068	FGIG_03721	SBOV2_70580.1
OG0005069	FGIG_11212, FGIG_03750	SBOV2_37800.1, SBOV2_37800.2
OG0005070	FGIG_03752, FGIG_11887	SBOV2_7300.1, SBOV2_7300.2
OG0005071	FGIG_03837, FGIG_12679	SBOV2_24500.1
OG0005072	FGIG_03859	SBOV2_37520.1
OG0005073	FGIG_03863, FGIG_03864	SBOV2_3180.1
OG0005074	FGIG_03866	SBOV2_8660.1
OG0005075	FGIG_03889	SBOV2_49590.1
OG0005075	FGIG_10795	SBOV2_94230.1, SBOV2_94230.2
OG0005076	FGIG_03941	SBOV2_34240.1
OG0005077	FGIG_04083	SBOV2_50050.1
OG0005078	FGIG_04114	SBOV2_70440.1
OG0005079	FGIG_04323	SBOV2_30220.1
OG0005080	FGIG_04360	SBOV2_7170.1, SBOV2_7160.1
OG0005081	FGIG_04377	SBOV2_7120.1, SBOV2_7120.2, SBOV2_7120.3
OG0005082	FGIG_04432	SBOV2_33920.2, SBOV2_33920.1
OG0005083	FGIG_04470	SBOV2_42060.1
OG0005084	FGIG_04475	SBOV2_94300.1, SBOV2_94300.2
OG0005085	FGIG_04508	SBOV2_12050.1
OG0005086	FGIG_04525	SBOV2_68300.1, SBOV2_68300.2
OG0005087	FGIG_04543	SBOV2_73080.1
OG0005088	FGIG_04592, FGIG_12099	SBOV2_7020.1
OG0005089	FGIG_04622	SBOV2_74220.1, SBOV2_74220.2
OG0005090	FGIG_04738	SBOV2_64460.1, SBOV2_64460.2, SBOV2_64460.3
OG0005091	FGIG_04748	SBOV2_12700.2, SBOV2_12700.1, SBOV2_12700.4, SBOV2_12700.5, SBOV2_12700.3
OG0005092	FGIG_05102	SBOV2_24590.1
OG0005093	FGIG_05165	SBOV2_29500.2, SBOV2_29500.1, SBOV2_29500.3
OG0005094	FGIG_05192	SBOV2_75010.1
OG0005095	FGIG_05218	SBOV2_3990.1, SBOV2_3990.2
OG0005097	FGIG_05394	SBOV2_93500.1
OG0005098	FGIG_05407	SBOV2_50140.1
OG0005099	FGIG_05418	SBOV2_90260.1, SBOV2_90260.2
OG0005100	FGIG_05436	SBOV2_91180.1, SBOV2_91180.2
OG0005101	FGIG_05442	SBOV2_54170.1, SBOV2_54170.2
OG0005102	FGIG_06608, FGIG_05461	SBOV2_60270.1
OG0005103	FGIG_05481	SBOV2_73900.2, SBOV2_73900.1, SBOV2_73900.3
OG0005104	FGIG_05527	SBOV2_45510.1, SBOV2_45510.2, SBOV2_45590.1, SBOV2_45590.2
OG0005105	FGIG_05571	SBOV2_75130.1
OG0005106	FGIG_05650, FGIG_05651	SBOV2_53320.1, SBOV2_53320.2
OG0005107	FGIG_05723	SBOV2_36630.6, SBOV2_36630.2, SBOV2_36630.4, SBOV2_36630.1, SBOV2_36630.5, SBOV2_36630.3
OG0005108	FGIG_05736	SBOV2_84120.1
OG0005109	FGIG_05847	SBOV2_81930.1
OG0005110	FGIG_05855	SBOV2_18830.1
OG0005111	FGIG_05923	SBOV2_51800.1, SBOV2_51800.2
OG0005112	FGIG_11999, FGIG_06100, FGIG_06099	SBOV2_1160.1
OG0005113	FGIG_06133	SBOV2_70650.2, SBOV2_70650.1
OG0005114	FGIG_06137	SBOV2_8530.1, SBOV2_8530.2, SBOV2_8530.3
OG0005115	FGIG_06183	SBOV2_60650.2, SBOV2_60650.3, SBOV2_60650.1
OG0005116	FGIG_06240	SBOV2_42750.1
OG0005117	FGIG_06254	SBOV2_810.1, SBOV2_810.2
OG0005118	FGIG_06291	SBOV2_90570.1
OG0005119	FGIG_06391	SBOV2_67500.1, SBOV2_67490.1, SBOV2_67480.1
OG0005120	FGIG_06405	SBOV2_84130.1
OG0005121	FGIG_06552	SBOV2_71890.1
OG0005122	FGIG_06599	SBOV2_91200.1, SBOV2_91230.1
OG0005123	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632	SBOV2_67940.1
OG0005124	FGIG_06642	SBOV2_1320.1
OG0005125	FGIG_06673	SBOV2_1780.1, SBOV2_1770.1
OG0005126	FGIG_06690	SBOV2_58770.1
OG0005127	FGIG_06723	SBOV2_34330.1
OG0005128	FGIG_06807	SBOV2_57710.1, SBOV2_57710.2
OG0005130	FGIG_06871	SBOV2_21370.3, SBOV2_21370.1, SBOV2_21370.2
OG0005131	FGIG_06939	SBOV2_47490.1
OG0005132	FGIG_07027	SBOV2_16540.1, SBOV2_16540.2, SBOV2_16540.3
OG0005133	FGIG_07058	SBOV2_50690.1
OG0005134	FGIG_07168	SBOV2_54580.1
OG0005135	FGIG_07186	SBOV2_42280.1
OG0005136	FGIG_07193	SBOV2_75990.2, SBOV2_75990.1
OG0005137	FGIG_07201	SBOV2_79640.1
OG0005138	FGIG_07240	SBOV2_17220.1
OG0005139	FGIG_07267, FGIG_07268	SBOV2_35030.2, SBOV2_35030.4, SBOV2_35030.1, SBOV2_35030.3
OG0005140	FGIG_07312	SBOV2_24980.1
OG0005141	FGIG_07354	SBOV2_93830.2, SBOV2_93830.1
OG0005142	FGIG_07469	SBOV2_48550.1
OG0005143	FGIG_07474	SBOV2_33960.1, SBOV2_33960.2, SBOV2_33960.3
OG0005144	FGIG_12277, FGIG_07548	SBOV2_73210.1
OG0005145	FGIG_07554	SBOV2_4720.1
OG0005146	FGIG_07613	SBOV2_18850.1
OG0005147	FGIG_07621, FGIG_07620	SBOV2_54540.1
OG0005148	FGIG_07670	SBOV2_51460.1
OG0005149	FGIG_07691	SBOV2_9590.2, SBOV2_9590.5, SBOV2_9590.3, SBOV2_9590.4
OG0005150	FGIG_07731	SBOV2_35530.1
OG0005151	FGIG_07758	SBOV2_81140.1, SBOV2_81140.2, SBOV2_81140.3
OG0005152	FGIG_07776, FGIG_07775	SBOV2_7530.1
OG0005153	FGIG_07817	SBOV2_89630.1
OG0005154	FGIG_11435, FGIG_07847	SBOV2_55170.1, SBOV2_55170.2
OG0005155	FGIG_07891	SBOV2_5850.2, SBOV2_5850.1, SBOV2_5850.4, SBOV2_5850.3
OG0005156	FGIG_07911	SBOV2_71490.1, SBOV2_71260.1
OG0005157	FGIG_08585, FGIG_07936	SBOV2_130.1, SBOV2_130.2
OG0005158	FGIG_08022	SBOV2_85720.1, SBOV2_85720.2, SBOV2_85720.3
OG0005159	FGIG_11578, FGIG_08074	SBOV2_42720.1
OG0005160	FGIG_08166	SBOV2_41460.1, SBOV2_41460.2, SBOV2_41460.3, SBOV2_25610.1
OG0005161	FGIG_08168, FGIG_12697	SBOV2_37930.1
OG0005162	FGIG_08268	SBOV2_6590.1
OG0005163	FGIG_08272	SBOV2_76890.1
OG0005164	FGIG_09665, FGIG_08306	SBOV2_23370.1
OG0005165	FGIG_08400	SBOV2_92230.1
OG0005166	FGIG_08492	SBOV2_47830.1
OG0005167	FGIG_08497	SBOV2_79380.1
OG0005168	FGIG_08651	SBOV2_48500.1, SBOV2_48500.2
OG0005169	FGIG_08744	SBOV2_43710.1, SBOV2_43710.2, SBOV2_43710.3, SBOV2_43710.4, SBOV2_43710.5
OG0005170	FGIG_11368, FGIG_08783	SBOV2_43020.4, SBOV2_43020.2, SBOV2_43020.1, SBOV2_43020.3
OG0005171	FGIG_08798	SBOV2_5280.1
OG0005172	FGIG_08821	SBOV2_53830.1, SBOV2_53830.2, SBOV2_53830.3
OG0005173	FGIG_08857	SBOV2_92730.3, SBOV2_92730.4, SBOV2_92730.1, SBOV2_92730.2
OG0005174	FGIG_08966	SBOV2_85550.1
OG0005175	FGIG_09039	SBOV2_94870.1
OG0005176	FGIG_09061	SBOV2_42660.1, SBOV2_42660.2
OG0005177	FGIG_09108	SBOV2_77090.1
OG0005178	FGIG_09192, FGIG_09191	SBOV2_66300.1
OG0005179	FGIG_09213	SBOV2_82470.1, SBOV2_82470.2, SBOV2_82470.3, SBOV2_82470.4
OG0005180	FGIG_09227	SBOV2_20580.1
OG0005181	FGIG_09281	SBOV2_81550.1, SBOV2_81550.2, SBOV2_81550.3
OG0005182	FGIG_09456	SBOV2_44860.1
OG0005183	FGIG_09467	SBOV2_57810.1
OG0005184	FGIG_09468	SBOV2_59710.1
OG0005185	FGIG_09496	SBOV2_70930.1
OG0005186	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706	SBOV2_63480.1
OG0005187	FGIG_09595	SBOV2_1120.1
OG0005188	FGIG_12216, FGIG_09597	SBOV2_85950.1
OG0005189	FGIG_09638	SBOV2_38640.1
OG0005190	FGIG_09742	SBOV2_73090.1
OG0005191	FGIG_09753	SBOV2_78540.1
OG0005192	FGIG_09777	SBOV2_76420.3, SBOV2_76420.1, SBOV2_76420.2, SBOV2_76420.4
OG0005193	FGIG_09782	SBOV2_81260.1
OG0005194	FGIG_09800	SBOV2_77140.1
OG0005195	FGIG_09810	SBOV2_31300.1, SBOV2_31300.2, SBOV2_31300.3
OG0005196	FGIG_09826	SBOV2_57570.2, SBOV2_57570.1
OG0005197	FGIG_09862	SBOV2_14120.1
OG0005198	FGIG_09872	SBOV2_46070.1
OG0005199	FGIG_09906	SBOV2_85940.1
OG0005200	FGIG_10030	SBOV2_49820.1
OG0005201	FGIG_10036	SBOV2_81890.1
OG0005202	FGIG_10038	SBOV2_24550.1
OG0005203	FGIG_10227	SBOV2_27220.1
OG0005204	FGIG_10241	SBOV2_15900.1
OG0005205	FGIG_10253	SBOV2_3770.1
OG0005206	FGIG_10396	SBOV2_53250.1, SBOV2_53250.2
OG0005207	FGIG_10400, FGIG_10399	SBOV2_81770.1, SBOV2_81770.3, SBOV2_81770.2
OG0005208	FGIG_10528	SBOV2_50810.1, SBOV2_50810.2, SBOV2_50810.3
OG0005209	FGIG_10592	SBOV2_68890.2, SBOV2_68890.3
OG0005210	FGIG_10629	SBOV2_17050.1, SBOV2_17050.2
OG0005211	FGIG_10634	SBOV2_50960.1, SBOV2_50960.2
OG0005212	FGIG_10718	SBOV2_8370.1
OG0005213	FGIG_10888	SBOV2_82420.1, SBOV2_82420.2
OG0005214	FGIG_10916	SBOV2_6660.1
OG0005215	FGIG_10968	SBOV2_74060.1, SBOV2_74060.2
OG0005216	FGIG_10974	SBOV2_2110.1
OG0005217	FGIG_11015	SBOV2_75840.1
OG0005218	FGIG_11218	SBOV2_89460.1
OG0005219	FGIG_11259	SBOV2_8630.1
OG0005220	FGIG_11291	SBOV2_4680.1
OG0005221	FGIG_11501	SBOV2_28700.1
OG0005222	FGIG_12378	SBOV2_300.1
OG0005223	FGIG_11994	SBOV2_71710.1
OG0005224	FGIG_12011	SBOV2_67510.1
OG0005225	FGIG_12077	SBOV2_38280.3, SBOV2_38280.1, SBOV2_38280.2
OG0005226	FGIG_12244	SBOV2_24560.2, SBOV2_24560.1, SBOV2_24560.3
OG0005227	FGIG_12279	SBOV2_7940.3, SBOV2_7940.1, SBOV2_7940.2
OG0005228	FGIG_12293	SBOV2_67470.1
OG0005229	FGIG_12298	SBOV2_920.1, SBOV2_920.2
OG0005230	FGIG_12539, FGIG_12624	SBOV2_47170.1, SBOV2_47170.2
OG0005231	FGIG_12610	SBOV2_43230.1
OG0005283	FGIG_09478, FGIG_00041	SBOV2_86970.1, SBOV2_86960.1, SBOV2_86980.1
