Orthogroup	fasciola_gigantica	schistosoma_spindale
OG0004811	FGIG_06512	SSPN1_31020.1
OG0004812	FGIG_06522, FGIG_06521	SSPN1_37750.1
OG0004813	FGIG_06785, FGIG_09824, FGIG_06584	SSPN1_85740.1
OG0004814	FGIG_06585	SSPN1_5610.1
OG0004815	FGIG_06627	SSPN1_64660.1
OG0004816	FGIG_06635	SSPN1_73650.1
OG0004817	FGIG_06670	SSPN1_78440.1
OG0004818	FGIG_06697	SSPN1_89250.1
OG0004819	FGIG_06736, FGIG_06735	SSPN1_75440.1
OG0004820	FGIG_06810	SSPN1_37250.1, SSPN1_37250.2
OG0004821	FGIG_07006	SSPN1_43900.1
OG0004822	FGIG_07071	SSPN1_22810.6, SSPN1_22810.1, SSPN1_22810.5, SSPN1_22810.7, SSPN1_22810.2, SSPN1_22810.3, SSPN1_22810.4
OG0004823	FGIG_07073	SSPN1_56050.1, SSPN1_56050.2, SSPN1_56050.3
OG0004824	FGIG_07090	SSPN1_70390.1, SSPN1_70390.2
OG0004825	FGIG_07110	SSPN1_64250.1, SSPN1_64260.1
OG0004826	FGIG_07115	SSPN1_77820.1
OG0004827	FGIG_07127	SSPN1_83630.1
OG0004828	FGIG_07179, FGIG_07180	SSPN1_23150.1
OG0004829	FGIG_07249	SSPN1_32800.1, SSPN1_32800.2, SSPN1_32800.3
OG0004830	FGIG_07253	SSPN1_58670.1
OG0004831	FGIG_07287	SSPN1_27030.1
OG0004832	FGIG_07335	SSPN1_34440.1, SSPN1_34440.2
OG0004833	FGIG_07375	SSPN1_34180.4, SSPN1_34180.3, SSPN1_34180.1, SSPN1_34180.2
OG0004834	FGIG_07380	SSPN1_39000.1, SSPN1_93210.1, SSPN1_93210.2
OG0004835	FGIG_07395	SSPN1_24090.1
OG0004836	FGIG_07447, FGIG_11823	SSPN1_81890.1, SSPN1_81890.2
OG0004837	FGIG_07504	SSPN1_18730.2, SSPN1_18730.3, SSPN1_18730.1
OG0004838	FGIG_07567	SSPN1_72020.1
OG0004839	FGIG_07571	SSPN1_610.3, SSPN1_610.2, SSPN1_610.1
OG0004840	FGIG_07649	SSPN1_49680.1
OG0004841	FGIG_07683	SSPN1_59220.1
OG0004842	FGIG_07714	SSPN1_69760.1, SSPN1_69760.2
OG0004843	FGIG_09937, FGIG_07727	SSPN1_33430.1
OG0004844	FGIG_07749	SSPN1_1920.1
OG0004845	FGIG_07750	SSPN1_1930.1
OG0004846	FGIG_07889	SSPN1_76080.1
OG0004847	FGIG_07930	SSPN1_67060.1
OG0004849	FGIG_08052	SSPN1_44080.1
OG0004850	FGIG_08127	SSPN1_65130.1
OG0004851	FGIG_08131	SSPN1_12130.1
OG0004852	FGIG_08163	SSPN1_50790.1
OG0004853	FGIG_08170	SSPN1_23960.1
OG0004854	FGIG_08177	SSPN1_88090.1
OG0004855	FGIG_08261	SSPN1_38030.1
OG0004856	FGIG_08270	SSPN1_75750.1, SSPN1_75750.2, SSPN1_75750.3
OG0004857	FGIG_08273	SSPN1_44660.1, SSPN1_44660.2
OG0004858	FGIG_08303	SSPN1_76640.1
OG0004859	FGIG_08347	SSPN1_58050.1
OG0004860	FGIG_08444, FGIG_08445	SSPN1_46340.1
OG0004861	FGIG_08513	SSPN1_26170.1, SSPN1_26170.2, SSPN1_26170.3
OG0004862	FGIG_11551, FGIG_08515	SSPN1_48850.1
OG0004863	FGIG_08517	SSPN1_90520.1
OG0004864	FGIG_08534	SSPN1_36880.1
OG0004865	FGIG_08780	SSPN1_23100.4, SSPN1_23100.1, SSPN1_23100.3, SSPN1_23100.2
OG0004866	FGIG_08804	SSPN1_58950.1
OG0004867	FGIG_08856	SSPN1_64550.1
OG0004868	FGIG_08901	SSPN1_5850.1, SSPN1_5860.1, SSPN1_5870.1
OG0004869	FGIG_09936, FGIG_08918	SSPN1_13540.1
OG0004870	FGIG_08931	SSPN1_77920.1
OG0004871	FGIG_12438, FGIG_08949	SSPN1_8320.1, SSPN1_8320.2
OG0004872	FGIG_09006	SSPN1_9440.1, SSPN1_9440.2, SSPN1_9430.1
OG0004873	FGIG_09078	SSPN1_40430.1
OG0004874	FGIG_09101	SSPN1_3090.1, SSPN1_3090.2, SSPN1_3090.4, SSPN1_3090.3
OG0004875	FGIG_09107	SSPN1_2930.2, SSPN1_2930.1, SSPN1_2930.3
OG0004876	FGIG_09111, FGIG_11252	SSPN1_53280.2, SSPN1_53280.1, SSPN1_53280.4, SSPN1_53280.3
OG0004877	FGIG_09173	SSPN1_79010.1
OG0004878	FGIG_09226	SSPN1_67150.1, SSPN1_67150.4, SSPN1_67150.2, SSPN1_67150.3, SSPN1_67150.5, SSPN1_67150.6
OG0004879	FGIG_09282	SSPN1_64240.1
OG0004880	FGIG_09348, FGIG_09349	SSPN1_14080.3, SSPN1_14080.1, SSPN1_14080.2
OG0004881	FGIG_09379	SSPN1_18390.1
OG0004882	FGIG_09380	SSPN1_2220.1
OG0004883	FGIG_09433, FGIG_09432	SSPN1_21550.1
OG0004884	FGIG_09455	SSPN1_79400.1
OG0004885	FGIG_09529, FGIG_12143	SSPN1_1150.1
OG0004886	FGIG_09575	SSPN1_5950.1
OG0004887	FGIG_09590	SSPN1_50750.1
OG0004888	FGIG_09642	SSPN1_77910.1, SSPN1_77910.3, SSPN1_77910.2
OG0004889	FGIG_09857	SSPN1_54790.1
OG0004890	FGIG_09864	SSPN1_87120.1
OG0004891	FGIG_09867	SSPN1_29750.1
OG0004892	FGIG_09886	SSPN1_69950.1, SSPN1_69950.2
OG0004893	FGIG_09891	SSPN1_12270.1
OG0004894	FGIG_09926	SSPN1_54760.1, SSPN1_54760.2
OG0004895	FGIG_09961	SSPN1_88830.1, SSPN1_88830.2, SSPN1_88830.3
OG0004896	FGIG_10261, FGIG_11059	SSPN1_32260.1
OG0004897	FGIG_10338, FGIG_11970	SSPN1_20070.2, SSPN1_20070.1
OG0004898	FGIG_10408	SSPN1_45370.1
OG0004899	FGIG_10427	SSPN1_46260.1, SSPN1_46260.2
OG0004900	FGIG_10484	SSPN1_26150.1
OG0004901	FGIG_10514	SSPN1_46190.1
OG0004902	FGIG_10522	SSPN1_33910.1
OG0004903	FGIG_11893, FGIG_10538	SSPN1_60860.1, SSPN1_60860.2
OG0004904	FGIG_10551	SSPN1_59970.3, SSPN1_59970.2, SSPN1_59970.1
OG0004905	FGIG_10578	SSPN1_18300.2, SSPN1_18300.1, SSPN1_18300.3
OG0004906	FGIG_10632	SSPN1_17480.1, SSPN1_17480.2, SSPN1_17480.3
OG0004907	FGIG_10728	SSPN1_57300.1, SSPN1_57300.2
OG0004908	FGIG_10777	SSPN1_28300.1
OG0004909	FGIG_10784	SSPN1_17090.1, SSPN1_17090.2
OG0004910	FGIG_10824	SSPN1_10070.1, SSPN1_10070.3, SSPN1_10070.2
OG0004911	FGIG_10882	SSPN1_1080.1
OG0004912	FGIG_10939	SSPN1_86350.3, SSPN1_86350.4, SSPN1_86350.1, SSPN1_86350.5, SSPN1_86350.2
OG0004913	FGIG_11053	SSPN1_55730.3, SSPN1_55730.1, SSPN1_55730.2
OG0004914	FGIG_11112	SSPN1_63290.1, SSPN1_63290.3, SSPN1_63290.4, SSPN1_63290.2
OG0004915	FGIG_11151	SSPN1_9690.1, SSPN1_9690.2
OG0004916	FGIG_11178	SSPN1_13740.1
OG0004917	FGIG_11187	SSPN1_35360.1, SSPN1_35360.2, SSPN1_35360.3, SSPN1_35360.4
OG0004918	FGIG_11223	SSPN1_82910.1
OG0004919	FGIG_11231	SSPN1_50810.1, SSPN1_50810.2, SSPN1_50810.3
OG0004920	FGIG_11241	SSPN1_79670.1, SSPN1_79670.2
OG0004921	FGIG_11301	SSPN1_50360.1
OG0004922	FGIG_11443	SSPN1_74420.1
OG0004923	FGIG_11478	SSPN1_2050.1, SSPN1_2060.1, SSPN1_2060.2
OG0004924	FGIG_12254, FGIG_11523	SSPN1_24120.1, SSPN1_24120.2
OG0004925	FGIG_11559	SSPN1_54130.1
OG0004926	FGIG_12155	SSPN1_68660.1
OG0004927	FGIG_12242	SSPN1_85690.1, SSPN1_85690.2
OG0004928	FGIG_12265	SSPN1_58480.1, SSPN1_58480.2
OG0004929	FGIG_12306	SSPN1_52560.1
OG0004930	FGIG_12328	SSPN1_76610.1
OG0004931	FGIG_12528	SSPN1_41170.1, SSPN1_41170.2, SSPN1_41170.3
OG0004932	FGIG_12653	SSPN1_20850.1
OG0004971	FGIG_00010	SSPN1_33380.1
OG0004972	FGIG_00057	SSPN1_7160.1, SSPN1_7160.2, SSPN1_7160.3, SSPN1_7160.4
OG0004973	FGIG_00086	SSPN1_89730.1
OG0004974	FGIG_00110	SSPN1_47280.1
OG0004975	FGIG_00125	SSPN1_69050.1
OG0004976	FGIG_00199	SSPN1_92630.1
OG0004977	FGIG_00265, FGIG_00264	SSPN1_63970.1, SSPN1_63970.2
OG0004978	FGIG_00367	SSPN1_55330.1, SSPN1_55340.1, SSPN1_55360.1, SSPN1_55350.1
OG0004979	FGIG_07059, FGIG_00438	SSPN1_53400.1
OG0004980	FGIG_00456, FGIG_10151	SSPN1_29240.1
OG0004981	FGIG_09766, FGIG_00470	SSPN1_62540.1
OG0004982	FGIG_00482	SSPN1_78340.1
OG0004983	FGIG_00493	SSPN1_79880.2, SSPN1_79880.1
OG0004984	FGIG_00560	SSPN1_30320.1
OG0004985	FGIG_00565	SSPN1_73510.1, SSPN1_73510.3, SSPN1_73510.4, SSPN1_73510.2
OG0004986	FGIG_00597	SSPN1_29130.1, SSPN1_29130.2
OG0004987	FGIG_00606	SSPN1_43830.1
OG0004988	FGIG_00610	SSPN1_4050.1, SSPN1_4050.2, SSPN1_4050.3
OG0004989	FGIG_00659	SSPN1_67210.1
OG0004990	FGIG_00696, FGIG_00697	SSPN1_11910.1
OG0004991	FGIG_00720, FGIG_00719	SSPN1_5030.1
OG0004992	FGIG_00802	SSPN1_80970.1
OG0004993	FGIG_00852	SSPN1_42680.1, SSPN1_42680.2
OG0004994	FGIG_00901	SSPN1_46360.1
OG0004995	FGIG_00955	SSPN1_30770.1
OG0004996	FGIG_00971	SSPN1_59270.1
OG0004997	FGIG_00997	SSPN1_78310.1
OG0004998	FGIG_01011	SSPN1_4650.1
OG0004999	FGIG_01012	SSPN1_85720.1, SSPN1_85720.2
OG0005000	FGIG_01027	SSPN1_53960.1, SSPN1_53960.4, SSPN1_53960.2, SSPN1_53960.3
OG0005001	FGIG_01147	SSPN1_80560.1, SSPN1_80560.2, SSPN1_80560.3, SSPN1_80560.4
OG0005002	FGIG_01221	SSPN1_3990.1
OG0005003	FGIG_01247	SSPN1_25320.1
OG0005004	FGIG_01278	SSPN1_62650.1, SSPN1_62660.1
OG0005005	FGIG_01287	SSPN1_32600.1, SSPN1_32600.2
OG0005006	FGIG_01329	SSPN1_61830.1, SSPN1_61830.2
OG0005007	FGIG_10606, FGIG_01335, FGIG_04855	SSPN1_31200.1
OG0005008	FGIG_01339	SSPN1_84950.1
OG0005009	FGIG_01343, FGIG_01342	SSPN1_36580.1
OG0005010	FGIG_01435	SSPN1_28090.1
OG0005011	FGIG_01488	SSPN1_27240.1
OG0005012	FGIG_01539	SSPN1_23510.1
OG0005013	FGIG_08334	SSPN1_34070.1
OG0005014	FGIG_01650	SSPN1_79100.1
OG0005015	FGIG_01688	SSPN1_34610.1
OG0005016	FGIG_01702	SSPN1_56430.1
OG0005017	FGIG_01713	SSPN1_91180.1
OG0005018	FGIG_01767	SSPN1_23830.1, SSPN1_23830.3
OG0005019	FGIG_01787, FGIG_10767	SSPN1_82820.1
OG0005020	FGIG_01795, FGIG_01796	SSPN1_43520.1
OG0005021	FGIG_01824	SSPN1_47310.1, SSPN1_47310.3, SSPN1_47310.2
OG0005022	FGIG_01913	SSPN1_23990.1
OG0005023	FGIG_01923	SSPN1_82970.1
OG0005024	FGIG_01946, FGIG_02990, FGIG_12030	SSPN1_15820.1
OG0005025	FGIG_02004	SSPN1_17700.1
OG0005026	FGIG_10874, FGIG_02039	SSPN1_60750.1, SSPN1_60740.1
OG0005027	FGIG_02091	SSPN1_30360.1
OG0005028	FGIG_02110	SSPN1_87070.1, SSPN1_87070.2
OG0005029	FGIG_02116	SSPN1_78360.1
OG0005030	FGIG_02120	SSPN1_23350.1
OG0005031	FGIG_02138	SSPN1_27340.1
OG0005032	FGIG_02178, FGIG_02179	SSPN1_23280.1, SSPN1_23280.2, SSPN1_23280.3, SSPN1_23280.4
OG0005033	FGIG_02262	SSPN1_11580.1, SSPN1_11580.2, SSPN1_11580.3
OG0005034	FGIG_02384	SSPN1_8520.1
OG0005035	FGIG_02426	SSPN1_56390.1
OG0005036	FGIG_02486	SSPN1_63660.1
OG0005037	FGIG_02510	SSPN1_36940.1
OG0005038	FGIG_02598	SSPN1_50670.1, SSPN1_50670.2, SSPN1_50670.3
OG0005039	FGIG_02601	SSPN1_56750.1
OG0005040	FGIG_02655	SSPN1_52760.1
OG0005042	FGIG_02681	SSPN1_38310.2, SSPN1_38310.1
OG0005043	FGIG_02728	SSPN1_60640.1
OG0005044	FGIG_02745	SSPN1_82210.1
OG0005045	FGIG_02769	SSPN1_31250.1, SSPN1_31250.2, SSPN1_31250.3
OG0005046	FGIG_02805, FGIG_02804	SSPN1_54810.1
OG0005047	FGIG_02952	SSPN1_92920.1, SSPN1_92920.2
OG0005048	FGIG_02956	SSPN1_710.1
OG0005049	FGIG_02961	SSPN1_83020.1, SSPN1_83020.2
OG0005050	FGIG_02984	SSPN1_16300.1
OG0005051	FGIG_02995	SSPN1_9090.1
OG0005052	FGIG_10455, FGIG_10456, FGIG_03029	SSPN1_86020.1
OG0005053	FGIG_03064	SSPN1_35560.1
OG0005054	FGIG_03154	SSPN1_89600.1, SSPN1_89600.2
OG0005055	FGIG_03159	SSPN1_1940.1
OG0005056	FGIG_03192	SSPN1_27590.1
OG0005057	FGIG_03239	SSPN1_40310.1
OG0005058	FGIG_03292	SSPN1_50770.1
OG0005059	FGIG_03427	SSPN1_14830.1
OG0005060	FGIG_03468	SSPN1_38620.1, SSPN1_38620.2
OG0005061	FGIG_03500	SSPN1_88990.1
OG0005062	FGIG_03541	SSPN1_29490.3, SSPN1_29490.1, SSPN1_29490.4, SSPN1_29490.2
OG0005063	FGIG_03542	SSPN1_41850.1
OG0005064	FGIG_03568	SSPN1_78610.1
OG0005065	FGIG_03623	SSPN1_16790.1
OG0005067	FGIG_03699, FGIG_03700, FGIG_09210	SSPN1_34720.1
OG0005068	FGIG_03721	SSPN1_68480.2, SSPN1_68480.1, SSPN1_68480.3, SSPN1_68480.4
OG0005069	FGIG_11212, FGIG_03750	SSPN1_28740.1
OG0005070	FGIG_03752, FGIG_11887	SSPN1_8060.1
OG0005071	FGIG_03837, FGIG_12679	SSPN1_24000.1
OG0005072	FGIG_03859	SSPN1_29020.1
OG0005073	FGIG_03863, FGIG_03864	SSPN1_3060.1
OG0005074	FGIG_03866	SSPN1_8710.1
OG0005075	FGIG_03889	SSPN1_48610.1
OG0005076	FGIG_03941	SSPN1_37530.1
OG0005077	FGIG_04083	SSPN1_53620.1
OG0005078	FGIG_04114	SSPN1_68340.1, SSPN1_68340.2
OG0005079	FGIG_04323	SSPN1_33510.1, SSPN1_33510.3, SSPN1_33510.2
OG0005080	FGIG_04360	SSPN1_8200.1
OG0005082	FGIG_04432	SSPN1_37200.1
OG0005083	FGIG_04470	SSPN1_41470.1
OG0005084	FGIG_04475	SSPN1_91770.1
OG0005085	FGIG_04508	SSPN1_16830.1
OG0005086	FGIG_04525	SSPN1_66270.1
OG0005087	FGIG_04543	SSPN1_71070.1
OG0005088	FGIG_04592, FGIG_12099	SSPN1_7050.1
OG0005089	FGIG_04622	SSPN1_72300.1
OG0005090	FGIG_04738	SSPN1_59670.1
OG0005091	FGIG_04748	SSPN1_17530.1
OG0005092	FGIG_05102	SSPN1_24070.1
OG0005093	FGIG_05165	SSPN1_32750.1
OG0005094	FGIG_05192	SSPN1_73070.1, SSPN1_73070.2
OG0005095	FGIG_05218	SSPN1_3870.1
OG0005097	FGIG_05394	SSPN1_90970.1
OG0005098	FGIG_05407	SSPN1_53550.1, SSPN1_53550.2, SSPN1_53550.3, SSPN1_53550.4
OG0005099	FGIG_05418	SSPN1_87820.1, SSPN1_87820.2
OG0005100	FGIG_05436	SSPN1_88720.1, SSPN1_88720.3, SSPN1_88720.2
OG0005101	FGIG_05442	SSPN1_49640.1, SSPN1_49640.2
OG0005103	FGIG_05481	SSPN1_71980.1
OG0005104	FGIG_05527	SSPN1_44750.2, SSPN1_44750.1, SSPN1_44750.4, SSPN1_44750.3
OG0005105	FGIG_05571	SSPN1_73220.1
OG0005106	FGIG_05650, FGIG_05651	SSPN1_50510.1
OG0005107	FGIG_05723	SSPN1_29880.1
OG0005108	FGIG_05736	SSPN1_81780.1
OG0005109	FGIG_05847	SSPN1_79700.1, SSPN1_79700.2
OG0005110	FGIG_05855	SSPN1_12200.1, SSPN1_12200.2
OG0005111	FGIG_05923	SSPN1_52010.1
OG0005112	FGIG_11999, FGIG_06100, FGIG_06099	SSPN1_340.1, SSPN1_340.2
OG0005113	FGIG_06133	SSPN1_68550.1
OG0005114	FGIG_06137	SSPN1_8560.1
OG0005115	FGIG_06183	SSPN1_63140.1
OG0005116	FGIG_06240	SSPN1_42100.1
OG0005117	FGIG_06254	SSPN1_1060.1, SSPN1_1060.2
OG0005118	FGIG_06291	SSPN1_88110.1, SSPN1_88120.1
OG0005119	FGIG_06391	SSPN1_60320.1
OG0005120	FGIG_06405	SSPN1_81790.1
OG0005121	FGIG_06552	SSPN1_69770.1, SSPN1_69770.2, SSPN1_69770.4, SSPN1_69770.5, SSPN1_69770.3
OG0005122	FGIG_06599	SSPN1_88740.1, SSPN1_88740.2
OG0005123	FGIG_06633, FGIG_06631, FGIG_09890, FGIG_06632	SSPN1_65610.1, SSPN1_65620.1
OG0005124	FGIG_06642	SSPN1_140.1
OG0005125	FGIG_06673	SSPN1_1680.1
OG0005126	FGIG_06690	SSPN1_57180.1
OG0005127	FGIG_06723	SSPN1_37600.1
OG0005128	FGIG_06807	SSPN1_56220.1, SSPN1_56220.2
OG0005130	FGIG_06871	SSPN1_21090.1
OG0005131	FGIG_06939	SSPN1_46570.1
OG0005132	FGIG_07027	SSPN1_13730.1, SSPN1_13730.2, SSPN1_13730.3
OG0005133	FGIG_07058	SSPN1_53070.1, SSPN1_53070.2, SSPN1_53070.3
OG0005134	FGIG_07168	SSPN1_49250.1, SSPN1_49250.2
OG0005135	FGIG_07186	SSPN1_41710.1
OG0005136	FGIG_07193	SSPN1_74110.1, SSPN1_74110.2
OG0005137	FGIG_07201	SSPN1_77600.1
OG0005138	FGIG_07240	SSPN1_10520.1
OG0005139	FGIG_07267, FGIG_07268	SSPN1_38270.1
OG0005140	FGIG_07312	SSPN1_24420.1, SSPN1_24420.2
OG0005141	FGIG_07354	SSPN1_91310.1, SSPN1_91310.2
OG0005142	FGIG_07469	SSPN1_47560.1, SSPN1_47560.2
OG0005143	FGIG_07474	SSPN1_37270.1
OG0005144	FGIG_12277, FGIG_07548	SSPN1_71220.1
OG0005145	FGIG_07554	SSPN1_4580.1
OG0005146	FGIG_07613	SSPN1_12240.1, SSPN1_12240.2, SSPN1_12240.3, SSPN1_12240.4
OG0005147	FGIG_07621, FGIG_07620	SSPN1_49290.1
OG0005148	FGIG_07670	SSPN1_52360.1
OG0005149	FGIG_07691	SSPN1_20660.1
OG0005150	FGIG_07731	SSPN1_38740.1
OG0005151	FGIG_07758	SSPN1_78770.1
OG0005152	FGIG_07776, FGIG_07775	SSPN1_7830.1
OG0005153	FGIG_07817	SSPN1_85300.1
OG0005154	FGIG_11435, FGIG_07847	SSPN1_53910.1
OG0005155	FGIG_07891	SSPN1_5760.1, SSPN1_5760.2
OG0005156	FGIG_07911	SSPN1_69130.1, SSPN1_69130.3, SSPN1_69130.2
OG0005157	FGIG_08585, FGIG_07936	SSPN1_1230.1, SSPN1_1230.2
OG0005158	FGIG_08022	SSPN1_83450.1
OG0005159	FGIG_11578, FGIG_08074	SSPN1_42070.1
OG0005160	FGIG_08166	SSPN1_40980.1
OG0005161	FGIG_08168, FGIG_12697	SSPN1_28620.1
OG0005162	FGIG_08268	SSPN1_6610.1, SSPN1_6610.3, SSPN1_6610.2
OG0005163	FGIG_08272	SSPN1_74940.1
OG0005164	FGIG_09665, FGIG_08306	SSPN1_22960.1
OG0005165	FGIG_08400	SSPN1_89700.3, SSPN1_89700.1, SSPN1_89700.2
OG0005166	FGIG_08492	SSPN1_46870.1, SSPN1_46870.2, SSPN1_46880.2, SSPN1_46880.1
OG0005167	FGIG_08497	SSPN1_77340.1, SSPN1_77340.3, SSPN1_77340.2
OG0005168	FGIG_08651	SSPN1_47520.1
OG0005169	FGIG_08744	SSPN1_43010.1, SSPN1_43010.2, SSPN1_43010.3
OG0005170	FGIG_11368, FGIG_08783	SSPN1_42360.1
OG0005171	FGIG_08798	SSPN1_5200.1
OG0005172	FGIG_08821	SSPN1_49990.1
OG0005173	FGIG_08857	SSPN1_90250.1
OG0005174	FGIG_08966	SSPN1_83200.2, SSPN1_83200.1
OG0005175	FGIG_09039	SSPN1_92290.1
OG0005177	FGIG_09108	SSPN1_75140.1
OG0005178	FGIG_09192, FGIG_09191	SSPN1_58100.1
OG0005179	FGIG_09213	SSPN1_80210.1
OG0005180	FGIG_09227	SSPN1_9830.1
OG0005181	FGIG_09281	SSPN1_79320.1
OG0005182	FGIG_09456	SSPN1_44240.1, SSPN1_44240.2, SSPN1_44240.3
OG0005183	FGIG_09467	SSPN1_56280.1
OG0005184	FGIG_09468	SSPN1_64110.1
OG0005185	FGIG_09496	SSPN1_68820.1
OG0005186	FGIG_11909, FGIG_11705, FGIG_09539, FGIG_11706	SSPN1_65370.1, SSPN1_65370.2
OG0005187	FGIG_09595	SSPN1_480.1, SSPN1_470.1
OG0005188	FGIG_12216, FGIG_09597	SSPN1_83740.1, SSPN1_83740.2
OG0005189	FGIG_09638	SSPN1_27880.3, SSPN1_27880.1, SSPN1_27880.2
OG0005190	FGIG_09742	SSPN1_71080.1
OG0005191	FGIG_09753	SSPN1_76510.1, SSPN1_76510.2
OG0005192	FGIG_09777	SSPN1_74530.2
OG0005193	FGIG_09782	SSPN1_79050.1
OG0005194	FGIG_09800	SSPN1_75180.1
OG0005195	FGIG_09810	SSPN1_34570.1
OG0005196	FGIG_09826	SSPN1_56090.1, SSPN1_56090.2
OG0005197	FGIG_09862	SSPN1_16190.1, SSPN1_16190.2
OG0005198	FGIG_09872	SSPN1_45200.1
OG0005199	FGIG_09906	SSPN1_83750.1
OG0005200	FGIG_10030	SSPN1_48810.1, SSPN1_48810.2
OG0005201	FGIG_10036	SSPN1_79660.1, SSPN1_79660.2
OG0005202	FGIG_10038	SSPN1_24030.1
OG0005203	FGIG_10227	SSPN1_39360.1
OG0005204	FGIG_10241	SSPN1_14410.1
OG0005205	FGIG_10253	SSPN1_93060.1
OG0005206	FGIG_10396	SSPN1_50580.1
OG0005207	FGIG_10400, FGIG_10399	SSPN1_79560.1
OG0005208	FGIG_10528	SSPN1_52990.1, SSPN1_52990.2
OG0005209	FGIG_10592	SSPN1_66840.1, SSPN1_66840.5, SSPN1_66840.6
OG0005210	FGIG_10629	SSPN1_13240.1
OG0005211	FGIG_10634	SSPN1_52840.1, SSPN1_52850.1
OG0005212	FGIG_10718	SSPN1_8400.1, SSPN1_8400.2
OG0005213	FGIG_10888	SSPN1_80170.1
OG0005214	FGIG_10916	SSPN1_6680.1, SSPN1_6680.3, SSPN1_6680.4, SSPN1_6680.5, SSPN1_6680.2
OG0005215	FGIG_10968	SSPN1_72150.1, SSPN1_72150.2
OG0005216	FGIG_10974	SSPN1_2020.1, SSPN1_2020.3, SSPN1_2020.2
OG0005217	FGIG_11015	SSPN1_73950.1
OG0005218	FGIG_11218	SSPN1_85490.1
OG0005219	FGIG_11259	SSPN1_8680.3, SSPN1_8680.1, SSPN1_8680.2
OG0005220	FGIG_11291	SSPN1_4540.1, SSPN1_4540.2
OG0005221	FGIG_11501	SSPN1_31910.1
OG0005222	FGIG_12378	SSPN1_660.1
OG0005223	FGIG_11994	SSPN1_69590.2, SSPN1_69590.1
OG0005224	FGIG_12011	SSPN1_60310.2, SSPN1_60310.1, SSPN1_60310.3
OG0005225	FGIG_12077	SSPN1_28200.1
OG0005226	FGIG_12244	SSPN1_24040.1
OG0005227	FGIG_12279	SSPN1_7400.1
OG0005229	FGIG_12298	SSPN1_1170.1
OG0005230	FGIG_12539, FGIG_12624	SSPN1_46290.1, SSPN1_46290.2
OG0005231	FGIG_12610	SSPN1_42530.1
OG0005283	FGIG_09478, FGIG_00041	SSPN1_84660.1
OG0005284	FGIG_00159	SSPN1_72010.1
OG0005285	FGIG_00202	SSPN1_30270.1
OG0005286	FGIG_00208	SSPN1_28520.1
OG0005287	FGIG_00252	SSPN1_19040.1, SSPN1_19040.2, SSPN1_19040.3
OG0005288	FGIG_00294	SSPN1_48390.1
OG0005289	FGIG_00316	SSPN1_46430.1
OG0005290	FGIG_00364	SSPN1_40670.1
OG0005291	FGIG_00509	SSPN1_40270.2, SSPN1_40270.3, SSPN1_40270.1
OG0005292	FGIG_00618	SSPN1_43140.1, SSPN1_43140.2, SSPN1_43140.3, SSPN1_43140.4
OG0005293	FGIG_00650	SSPN1_64210.1
OG0005294	FGIG_08011, FGIG_00653	SSPN1_54480.1
OG0005295	FGIG_00654	SSPN1_55010.1
OG0005296	FGIG_00657	SSPN1_43170.1
OG0005297	FGIG_09310, FGIG_00702	SSPN1_79640.1, SSPN1_79640.2
OG0005298	FGIG_00741, FGIG_04087	SSPN1_41030.1, SSPN1_41030.2
OG0005299	FGIG_00794	SSPN1_76720.1
OG0005300	FGIG_00809	SSPN1_86830.1
OG0005301	FGIG_04188, FGIG_00814	SSPN1_68390.1
OG0005302	FGIG_00877	SSPN1_12360.1, SSPN1_12360.2
OG0005303	FGIG_00881	SSPN1_53560.1
OG0005304	FGIG_00893	SSPN1_85420.1, SSPN1_85420.2
OG0005305	FGIG_00914	SSPN1_34120.1
OG0005306	FGIG_00952	SSPN1_10510.1
OG0005307	FGIG_01010	SSPN1_31760.1, SSPN1_31760.2
OG0005309	FGIG_01041	SSPN1_23740.1
OG0005310	FGIG_01044	SSPN1_350.1
OG0005311	FGIG_01114	SSPN1_82000.1, SSPN1_82490.1, SSPN1_81710.1, SSPN1_82470.1, SSPN1_81700.1
OG0005312	FGIG_01160	SSPN1_29810.1
OG0005313	FGIG_01176	SSPN1_22670.1
OG0005314	FGIG_01220, FGIG_06193	SSPN1_13130.1
OG0005315	FGIG_01226	SSPN1_55650.1
OG0005316	FGIG_01227	SSPN1_79580.1
OG0005317	FGIG_01277	SSPN1_64580.1
OG0005318	FGIG_01313	SSPN1_28120.1
OG0005319	FGIG_01401	SSPN1_61630.1
OG0005321	FGIG_01441, FGIG_01442	SSPN1_69090.1
OG0005322	FGIG_01460	SSPN1_85150.1, SSPN1_85150.2
OG0005323	FGIG_01486	SSPN1_27260.1
OG0005324	FGIG_01507	SSPN1_31530.1
OG0005325	FGIG_01534	SSPN1_30250.1, SSPN1_30250.3, SSPN1_30250.2
OG0005326	FGIG_11914, FGIG_01562	SSPN1_7570.1
OG0005327	FGIG_01574	SSPN1_11450.1
OG0005328	FGIG_01728	SSPN1_62010.1
OG0005329	FGIG_01789	SSPN1_14350.1, SSPN1_14360.1
OG0005330	FGIG_01858, FGIG_01859	SSPN1_78520.1, SSPN1_78520.2
OG0005331	FGIG_01887, FGIG_01886	SSPN1_87140.1, SSPN1_87140.2
OG0005332	FGIG_01889, FGIG_01888	SSPN1_86140.1
OG0005333	FGIG_01928	SSPN1_21700.1
