Orthogroup	fasciola_gigantica	schistosoma_mattheei
OG0006115	FGIG_10337	SMTH1_29990.1, SMTH1_29980.1
OG0006116	FGIG_10344	SMTH1_52810.1
OG0006117	FGIG_10442	SMTH1_62500.1
OG0006118	FGIG_10496	SMTH1_62750.2, SMTH1_62750.3, SMTH1_62750.1
OG0006119	FGIG_10529	SMTH1_60960.1
OG0006120	FGIG_10569	SMTH1_47260.1
OG0006121	FGIG_10579	SMTH1_24710.1
OG0006122	FGIG_10586	SMTH1_32790.1
OG0006123	FGIG_10590	SMTH1_67020.1
OG0006125	FGIG_10662	SMTH1_82750.1
OG0006126	FGIG_10703	SMTH1_68960.1
OG0006127	FGIG_10725	SMTH1_48060.1, SMTH1_48060.2
OG0006128	FGIG_10751	SMTH1_40950.1
OG0006129	FGIG_11814, FGIG_10752	SMTH1_15010.1, SMTH1_15000.1
OG0006130	FGIG_10821, FGIG_10822	SMTH1_31070.1, SMTH1_31070.2
OG0006131	FGIG_10927, FGIG_13984	SMTH1_70070.1
OG0006132	FGIG_10944, FGIG_10943	SMTH1_57490.1
OG0006133	FGIG_10962	SMTH1_76610.1
OG0006134	FGIG_10976	SMTH1_22600.1
OG0006135	FGIG_10981	SMTH1_2420.1
OG0006136	FGIG_11014, FGIG_11188	SMTH1_85370.1
OG0006137	FGIG_11021	SMTH1_23210.1
OG0006138	FGIG_11023	SMTH1_8880.1, SMTH1_8880.2, SMTH1_8880.3, SMTH1_8880.5, SMTH1_8880.4
OG0006139	FGIG_11069	SMTH1_14820.1
OG0006140	FGIG_11074	SMTH1_81640.1
OG0006141	FGIG_11129	SMTH1_34030.1, SMTH1_34040.1
OG0006142	FGIG_12241, FGIG_11164	SMTH1_88500.2, SMTH1_88500.1
OG0006143	FGIG_11445, FGIG_11237	SMTH1_20570.1, SMTH1_20570.2
OG0006144	FGIG_11242	SMTH1_67750.1
OG0006145	FGIG_11257	SMTH1_43080.1
OG0006146	FGIG_11274	SMTH1_86680.1
OG0006147	FGIG_11300	SMTH1_97950.1, SMTH1_97950.2
OG0006148	FGIG_11321	SMTH1_76730.1
OG0006149	FGIG_11387	SMTH1_8220.1
OG0006150	FGIG_11446	SMTH1_35280.1
OG0006151	FGIG_11455	SMTH1_46400.1
OG0006152	FGIG_11474	SMTH1_99030.3, SMTH1_99030.1, SMTH1_99030.2
OG0006153	FGIG_11530	SMTH1_67170.1
OG0006155	FGIG_11830	SMTH1_21900.2, SMTH1_21900.3, SMTH1_21900.1
OG0006156	FGIG_11874	SMTH1_85390.1, SMTH1_85390.2
OG0006157	FGIG_11878	SMTH1_50050.1, SMTH1_50050.2
OG0006158	FGIG_11954	SMTH1_23170.1
OG0006159	FGIG_12040	SMTH1_26050.1
OG0006160	FGIG_12105	SMTH1_18370.1
OG0006161	FGIG_12166	SMTH1_94270.1
OG0006162	FGIG_12313	SMTH1_20930.1, SMTH1_20920.1
OG0006163	FGIG_12372	SMTH1_1970.1
OG0006164	FGIG_12474	SMTH1_430.1
OG0006166	FGIG_12529	SMTH1_52910.1
OG0006167	FGIG_12579	SMTH1_90040.1
OG0006225	FGIG_00026	SMTH1_74170.1
OG0006226	FGIG_00055, FGIG_06305	SMTH1_11520.1
OG0006227	FGIG_00060	SMTH1_12770.1, SMTH1_12770.2
OG0006228	FGIG_00068	SMTH1_29130.1
OG0006229	FGIG_00075	SMTH1_17580.1
OG0006230	FGIG_00139, FGIG_09738, FGIG_02679	SMTH1_103580.1
OG0006231	FGIG_00166	SMTH1_45360.1, SMTH1_45350.1
OG0006233	FGIG_00324	SMTH1_49320.1
OG0006234	FGIG_00325	SMTH1_15650.1
OG0006235	FGIG_00406, FGIG_00424, FGIG_00421	SMTH1_28470.1
OG0006236	FGIG_00448	SMTH1_76510.1, SMTH1_76510.2
OG0006238	FGIG_00472	SMTH1_35170.1
OG0006239	FGIG_00474	SMTH1_85850.1
OG0006240	FGIG_00494, FGIG_00495	SMTH1_92270.1
OG0006241	FGIG_00551	SMTH1_62100.1
OG0006242	FGIG_12664, FGIG_00622	SMTH1_16690.1
OG0006243	FGIG_00637	SMTH1_49080.1, SMTH1_49080.2
OG0006244	FGIG_00766	SMTH1_76860.1
OG0006245	FGIG_00777, FGIG_00776	SMTH1_61490.1
OG0006246	FGIG_00799	SMTH1_90860.1
OG0006247	FGIG_00862	SMTH1_98870.1
OG0006248	FGIG_00890	SMTH1_100940.1
OG0006249	FGIG_00933	SMTH1_51310.1
OG0006250	FGIG_00958	SMTH1_36710.1
OG0006251	FGIG_01056	SMTH1_18110.1
OG0006252	FGIG_01080	SMTH1_38370.1
OG0006253	FGIG_09181, FGIG_01105	SMTH1_99210.1
OG0006254	FGIG_01121	SMTH1_2670.1
OG0006255	FGIG_01124	SMTH1_39770.2, SMTH1_39770.1
OG0006256	FGIG_01136	SMTH1_44460.1
OG0006257	FGIG_04631, FGIG_01141	SMTH1_104200.1
OG0006258	FGIG_01246	SMTH1_74460.1, SMTH1_74470.1
OG0006259	FGIG_01260, FGIG_01261	SMTH1_99090.1
OG0006260	FGIG_01269	SMTH1_26530.1
OG0006261	FGIG_01386, FGIG_01385	SMTH1_85190.1
OG0006262	FGIG_01406	SMTH1_76090.1
OG0006263	FGIG_01444, FGIG_06726	SMTH1_93070.1
OG0006264	FGIG_01450	SMTH1_86430.1, SMTH1_86430.2
OG0006265	FGIG_01474	SMTH1_25350.1
OG0006266	FGIG_01521, FGIG_01522	SMTH1_56610.1, SMTH1_56620.1
OG0006267	FGIG_01531	SMTH1_45440.1, SMTH1_45440.2
OG0006269	FGIG_01663	SMTH1_54000.1
OG0006270	FGIG_01788	SMTH1_18150.1, SMTH1_18140.1
OG0006271	FGIG_01813	SMTH1_21460.1
OG0006272	FGIG_01877	SMTH1_10920.1, SMTH1_10920.2
OG0006273	FGIG_01880	SMTH1_49490.1
OG0006274	FGIG_01909	SMTH1_50580.1
OG0006275	FGIG_02097	SMTH1_89540.1
OG0006276	FGIG_02118	SMTH1_95030.1
OG0006277	FGIG_02172	SMTH1_49100.1, SMTH1_49100.2
OG0006278	FGIG_02173	SMTH1_93770.1
OG0006279	FGIG_02204	SMTH1_44700.1
OG0006280	FGIG_02259	SMTH1_13320.1
OG0006281	FGIG_02319	SMTH1_35960.1, SMTH1_35960.2
OG0006282	FGIG_02396	SMTH1_86530.1
OG0006283	FGIG_02470	SMTH1_46240.1
OG0006284	FGIG_02617, FGIG_12218	SMTH1_80480.1
OG0006285	FGIG_02631	SMTH1_60410.1
OG0006286	FGIG_02651	SMTH1_69640.1, SMTH1_69640.2
OG0006287	FGIG_02696	SMTH1_82180.1
OG0006288	FGIG_02732, FGIG_02733	SMTH1_82370.1, SMTH1_82360.1
OG0006289	FGIG_02774	SMTH1_86390.1, SMTH1_86380.1
OG0006290	FGIG_02808	SMTH1_71960.1, SMTH1_71970.1, SMTH1_71970.2
OG0006291	FGIG_02861	SMTH1_68600.1, SMTH1_68600.2
OG0006292	FGIG_02864	SMTH1_75890.1
OG0006293	FGIG_02873	SMTH1_106580.1
OG0006294	FGIG_02897, FGIG_12580	SMTH1_27230.1
OG0006295	FGIG_02916	SMTH1_105460.1
OG0006296	FGIG_12568, FGIG_02930	SMTH1_45580.1, SMTH1_45590.1, SMTH1_45600.1
OG0006297	FGIG_02936, FGIG_02935	SMTH1_29570.1, SMTH1_29570.2
OG0006298	FGIG_02955	SMTH1_370.1
OG0006299	FGIG_03008	SMTH1_2700.1
OG0006300	FGIG_03043	SMTH1_10540.1
OG0006301	FGIG_03060	SMTH1_8280.1
OG0006302	FGIG_03099	SMTH1_60710.1
OG0006303	FGIG_03117	SMTH1_1810.1, SMTH1_1810.2
OG0006304	FGIG_03123	SMTH1_54990.1
OG0006305	FGIG_03126	SMTH1_75780.1, SMTH1_75780.2
OG0006306	FGIG_03193, FGIG_08482	SMTH1_19570.3, SMTH1_19570.1, SMTH1_19570.2, SMTH1_19580.1
OG0006307	FGIG_03350	SMTH1_39050.1
OG0006308	FGIG_03514	SMTH1_81410.1
OG0006309	FGIG_03636	SMTH1_87620.1
OG0006310	FGIG_03648	SMTH1_7240.1, SMTH1_7240.2, SMTH1_7240.3, SMTH1_7240.4
OG0006311	FGIG_03661	SMTH1_98430.1
OG0006312	FGIG_03684	SMTH1_86260.1, SMTH1_86260.2, SMTH1_86260.3
OG0006313	FGIG_03696	SMTH1_84570.1, SMTH1_84570.2
OG0006314	FGIG_03713	SMTH1_78460.1
OG0006315	FGIG_03720	SMTH1_102920.1
OG0006316	FGIG_03811, FGIG_03812	SMTH1_75870.1
OG0006317	FGIG_03875	SMTH1_55940.1
OG0006318	FGIG_03888	SMTH1_56200.1
OG0006319	FGIG_03907, FGIG_03908, FGIG_03906	SMTH1_100290.1
OG0006321	FGIG_04040	SMTH1_1150.1
OG0006322	FGIG_04082	SMTH1_61960.1, SMTH1_61970.1
OG0006323	FGIG_04136	SMTH1_37770.1
OG0006324	FGIG_04163	SMTH1_22530.1
OG0006325	FGIG_04216	SMTH1_6570.1
OG0006326	FGIG_04422, FGIG_04423, FGIG_08169	SMTH1_106390.1
OG0006327	FGIG_04492, FGIG_04491	SMTH1_27580.1
OG0006328	FGIG_04497	SMTH1_64750.1
OG0006329	FGIG_04500	SMTH1_74420.1, SMTH1_74420.2, SMTH1_74410.1
OG0006331	FGIG_04577	SMTH1_66120.1
OG0006332	FGIG_04582	SMTH1_50530.1
OG0006333	FGIG_04670	SMTH1_66900.1
OG0006334	FGIG_04684	SMTH1_91850.1
OG0006335	FGIG_04751	SMTH1_105410.1
OG0006336	FGIG_04777	SMTH1_24160.1
OG0006337	FGIG_04780	SMTH1_17310.1
OG0006338	FGIG_04804	SMTH1_23420.1
OG0006339	FGIG_04931	SMTH1_39450.1
OG0006340	FGIG_04957, FGIG_05164	SMTH1_48710.1
OG0006342	FGIG_05037, FGIG_05036, FGIG_05038	SMTH1_93430.1, SMTH1_93440.1
OG0006343	FGIG_05060, FGIG_05091	SMTH1_67820.1
OG0006344	FGIG_05103	SMTH1_28740.1
OG0006345	FGIG_05236	SMTH1_78820.1, SMTH1_78830.1
OG0006346	FGIG_05271	SMTH1_100430.1
OG0006347	FGIG_05292	SMTH1_30650.1
OG0006348	FGIG_05327	SMTH1_50480.1
OG0006349	FGIG_05354, FGIG_05355	SMTH1_9640.1
OG0006350	FGIG_05372, FGIG_05373	SMTH1_41240.1, SMTH1_41240.2, SMTH1_41240.3, SMTH1_41250.1
OG0006351	FGIG_05380	SMTH1_85700.1
OG0006352	FGIG_05416	SMTH1_16250.1, SMTH1_16250.2
OG0006353	FGIG_05427	SMTH1_77290.1
OG0006354	FGIG_05431	SMTH1_79690.1
OG0006355	FGIG_05443	SMTH1_57330.1
OG0006356	FGIG_05477	SMTH1_88270.1, SMTH1_88280.1
OG0006357	FGIG_05499	SMTH1_92990.1
OG0006358	FGIG_05606	SMTH1_17800.2
OG0006359	FGIG_05685, FGIG_05684	SMTH1_56940.1
OG0006360	FGIG_05687	SMTH1_103220.1
OG0006361	FGIG_05695	SMTH1_60690.1, SMTH1_60690.2
OG0006362	FGIG_05758	SMTH1_21950.1, SMTH1_21940.1
OG0006363	FGIG_05842	SMTH1_15830.1
OG0006364	FGIG_05846	SMTH1_91750.1, SMTH1_91750.3, SMTH1_91750.2
OG0006365	FGIG_05854	SMTH1_24340.1
OG0006366	FGIG_05942	SMTH1_58720.1, SMTH1_58720.2
OG0006367	FGIG_06038	SMTH1_77390.1, SMTH1_77390.2
OG0006368	FGIG_06056	SMTH1_70780.1
OG0006369	FGIG_06074	SMTH1_94360.1
OG0006370	FGIG_06179	SMTH1_79240.1, SMTH1_79240.2
OG0006371	FGIG_06220	SMTH1_90870.1
OG0006372	FGIG_06257	SMTH1_45850.1
OG0006373	FGIG_06266	SMTH1_87440.1
OG0006374	FGIG_06368	SMTH1_56780.2, SMTH1_56780.3, SMTH1_56780.1
OG0006376	FGIG_12584, FGIG_06425	SMTH1_96660.1
OG0006377	FGIG_06440	SMTH1_68390.1
OG0006378	FGIG_06445, FGIG_06444	SMTH1_59950.1, SMTH1_59960.1
OG0006379	FGIG_06453	SMTH1_95600.1
OG0006380	FGIG_06551	SMTH1_98600.1, SMTH1_98600.2
OG0006381	FGIG_06561	SMTH1_83640.1
OG0006382	FGIG_06574	SMTH1_94650.1
OG0006383	FGIG_06621	SMTH1_90530.1
OG0006384	FGIG_06626	SMTH1_66180.1
OG0006385	FGIG_06657	SMTH1_19640.1
OG0006386	FGIG_06699	SMTH1_62780.1
OG0006387	FGIG_06734, FGIG_12424	SMTH1_87100.1
OG0006388	FGIG_06755	SMTH1_66260.1, SMTH1_66260.2
OG0006389	FGIG_06771	SMTH1_93780.1, SMTH1_93780.2
OG0006390	FGIG_06827	SMTH1_73060.1
OG0006391	FGIG_07033, FGIG_06828	SMTH1_73040.1, SMTH1_73050.2, SMTH1_73050.1, SMTH1_73050.3
OG0006392	FGIG_10067, FGIG_06830	SMTH1_106750.1
OG0006393	FGIG_06928	SMTH1_76910.1, SMTH1_76910.2
OG0006394	FGIG_06942	SMTH1_53670.1
OG0006395	FGIG_06992	SMTH1_15710.1
OG0006396	FGIG_06995	SMTH1_22720.2, SMTH1_22720.1, SMTH1_22720.3
OG0006397	FGIG_07001	SMTH1_87730.1, SMTH1_87730.2
OG0006398	FGIG_07086	SMTH1_6880.1
OG0006399	FGIG_07120	SMTH1_14320.1
OG0006400	FGIG_07283	SMTH1_83730.1
OG0006401	FGIG_07310	SMTH1_52550.2, SMTH1_52550.3, SMTH1_52550.1, SMTH1_52550.4
OG0006402	FGIG_07313	SMTH1_28610.1
OG0006403	FGIG_07437	SMTH1_530.1
OG0006404	FGIG_07473	SMTH1_37450.1
OG0006405	FGIG_07477	SMTH1_56160.1
OG0006406	FGIG_07578	SMTH1_58640.1
OG0006407	FGIG_07582	SMTH1_21490.1
OG0006408	FGIG_07627	SMTH1_84640.1
OG0006409	FGIG_07688	SMTH1_57800.1, SMTH1_57810.1
OG0006410	FGIG_07709	SMTH1_1080.1
OG0006411	FGIG_07733	SMTH1_2380.1, SMTH1_2370.1
OG0006412	FGIG_07743, FGIG_07742	SMTH1_19540.1
OG0006413	FGIG_07840	SMTH1_100900.1, SMTH1_100920.1, SMTH1_100910.1
OG0006414	FGIG_07937	SMTH1_95510.1
OG0006415	FGIG_08006	SMTH1_27140.1
OG0006416	FGIG_08033	SMTH1_67250.1
OG0006417	FGIG_08055	SMTH1_56050.1
OG0006418	FGIG_08067	SMTH1_10030.1
OG0006419	FGIG_08105	SMTH1_31120.1
OG0006420	FGIG_08164	SMTH1_70950.1, SMTH1_70940.1
OG0006421	FGIG_08200	SMTH1_6400.1
OG0006422	FGIG_08202	SMTH1_100160.1, SMTH1_100170.1
OG0006423	FGIG_08206, FGIG_10667	SMTH1_91770.1
OG0006424	FGIG_08208	SMTH1_56140.1
OG0006425	FGIG_08311	SMTH1_87510.1
OG0006426	FGIG_08358	SMTH1_22510.1
OG0006427	FGIG_08359	SMTH1_36720.1
OG0006428	FGIG_08397	SMTH1_340.1, SMTH1_350.1, SMTH1_330.1
OG0006429	FGIG_08439	SMTH1_12310.1, SMTH1_12310.2
OG0006430	FGIG_08457	SMTH1_3800.3, SMTH1_3800.1, SMTH1_3800.2
OG0006431	FGIG_08615	SMTH1_101150.1
OG0006432	FGIG_08656	SMTH1_87930.1
OG0006433	FGIG_08752	SMTH1_47730.1
OG0006434	FGIG_08760	SMTH1_103430.1, SMTH1_103430.2
OG0006435	FGIG_08771	SMTH1_90460.1
OG0006436	FGIG_08796	SMTH1_76810.1
OG0006437	FGIG_08799	SMTH1_101550.1, SMTH1_101570.1, SMTH1_101560.1
OG0006439	FGIG_08865	SMTH1_14970.1
OG0006440	FGIG_08876	SMTH1_56680.1
OG0006441	FGIG_08947	SMTH1_106330.1
OG0006442	FGIG_08983	SMTH1_38790.1
OG0006443	FGIG_09051	SMTH1_21760.1
OG0006444	FGIG_09053	SMTH1_98790.1, SMTH1_98790.2
OG0006445	FGIG_09103	SMTH1_77660.1
OG0006446	FGIG_09224	SMTH1_58040.1, SMTH1_58040.2
OG0006447	FGIG_09286	SMTH1_97300.1
OG0006448	FGIG_09313	SMTH1_5680.1
OG0006449	FGIG_09359	SMTH1_35260.1
OG0006450	FGIG_09392	SMTH1_3160.1
OG0006451	FGIG_09470	SMTH1_79170.1
OG0006452	FGIG_09553	SMTH1_62680.1
OG0006453	FGIG_09566	SMTH1_76850.1
OG0006454	FGIG_09585	SMTH1_10930.1
OG0006455	FGIG_09741	SMTH1_56530.1
OG0006456	FGIG_09749	SMTH1_2060.1, SMTH1_2060.2
OG0006457	FGIG_09819	SMTH1_60660.1
OG0006458	FGIG_09840	SMTH1_73980.1
OG0006459	FGIG_09859	SMTH1_62150.1
OG0006460	FGIG_09902	SMTH1_72700.1
OG0006461	FGIG_09992	SMTH1_95740.1
OG0006462	FGIG_10029	SMTH1_56390.1, SMTH1_56390.2, SMTH1_56390.3
OG0006463	FGIG_10092	SMTH1_69160.1
OG0006464	FGIG_10128	SMTH1_24470.1
OG0006465	FGIG_11121, FGIG_10158	SMTH1_86070.1, SMTH1_86060.1
OG0006466	FGIG_10266	SMTH1_97680.1
OG0006467	FGIG_10308	SMTH1_11890.1
OG0006468	FGIG_10393	SMTH1_47500.1
OG0006470	FGIG_10447	SMTH1_65050.1
OG0006471	FGIG_10483	SMTH1_92930.1
OG0006472	FGIG_10666	SMTH1_92900.1
OG0006473	FGIG_10705	SMTH1_68940.1
OG0006474	FGIG_10869	SMTH1_73440.1
OG0006475	FGIG_10891	SMTH1_15070.1
OG0006476	FGIG_11046	SMTH1_3760.1
OG0006477	FGIG_11156, FGIG_11891	SMTH1_30610.1
OG0006478	FGIG_11160	SMTH1_8660.1
OG0006480	FGIG_11325	SMTH1_24680.1
OG0006481	FGIG_11497, FGIG_11646	SMTH1_74590.1
OG0006482	FGIG_11570, FGIG_14000	SMTH1_21690.1
OG0006483	FGIG_11611	SMTH1_67140.1
OG0006484	FGIG_11727	SMTH1_77950.1
OG0006485	FGIG_11740	SMTH1_5020.1
OG0006486	FGIG_11752	SMTH1_24690.1
OG0006487	FGIG_11778, FGIG_11777	SMTH1_81760.1, SMTH1_81760.2
OG0006488	FGIG_11860	SMTH1_18010.1, SMTH1_18020.1
OG0006489	FGIG_11976	SMTH1_12480.1
OG0006490	FGIG_12128	SMTH1_8810.1, SMTH1_8810.2
OG0006491	FGIG_12211	SMTH1_94450.1
OG0006492	FGIG_12231	SMTH1_35010.1
OG0006493	FGIG_12248	SMTH1_25680.2, SMTH1_25680.1
OG0006494	FGIG_12351	SMTH1_69810.1
OG0006496	FGIG_12617	SMTH1_50290.1
OG0006543	FGIG_00006, FGIG_11678	SMTH1_92260.1
OG0006544	FGIG_00078	SMTH1_106160.1
OG0006545	FGIG_00183	SMTH1_79900.1, SMTH1_79880.1, SMTH1_79910.1, SMTH1_79890.1
OG0006546	FGIG_00243	SMTH1_100190.1
OG0006547	FGIG_00317	SMTH1_53530.1
OG0006548	FGIG_04759, FGIG_00371, FGIG_04671	SMTH1_103320.1
OG0006549	FGIG_00449	SMTH1_76520.1
OG0006550	FGIG_12407, FGIG_00553	SMTH1_62110.1
OG0006551	FGIG_00601	SMTH1_83170.1
OG0006552	FGIG_00623	SMTH1_16680.1
OG0006553	FGIG_00662	SMTH1_85990.1
OG0006554	FGIG_00767	SMTH1_48820.1
OG0006555	FGIG_00808	SMTH1_102620.1, SMTH1_102630.1
OG0006556	FGIG_00982	SMTH1_60090.1, SMTH1_60090.2
OG0006557	FGIG_00988	SMTH1_67740.1
OG0006558	FGIG_01077	SMTH1_78970.1, SMTH1_78960.1, SMTH1_78950.1
OG0006559	FGIG_01134	SMTH1_5950.1
OG0006561	FGIG_01187	SMTH1_74520.1
OG0006562	FGIG_01192	SMTH1_15100.1, SMTH1_15110.1
OG0006563	FGIG_01200	SMTH1_96800.1, SMTH1_96800.2
OG0006564	FGIG_01264	SMTH1_43330.2, SMTH1_43330.1
OG0006565	FGIG_08143, FGIG_01311	SMTH1_18460.1
OG0006566	FGIG_01314	SMTH1_32460.1
OG0006567	FGIG_01360	SMTH1_33460.1
OG0006568	FGIG_01394	SMTH1_22970.1
OG0006569	FGIG_01437	SMTH1_32440.1
OG0006570	FGIG_01459, FGIG_01458	SMTH1_61660.1
OG0006571	FGIG_01508	SMTH1_68740.1
OG0006572	FGIG_01547	SMTH1_51720.1, SMTH1_51710.1
OG0006573	FGIG_01594	SMTH1_2410.1
OG0006574	FGIG_01597	SMTH1_73990.1, SMTH1_74000.1
OG0006575	FGIG_01608	SMTH1_64120.1
OG0006576	FGIG_01614	SMTH1_64260.1
OG0006577	FGIG_01753	SMTH1_39630.1
OG0006578	FGIG_01891	SMTH1_53390.1
OG0006579	FGIG_02083	SMTH1_47360.1
OG0006580	FGIG_02087	SMTH1_85250.1
OG0006581	FGIG_02181	SMTH1_29520.1
OG0006582	FGIG_02231	SMTH1_33990.1
OG0006583	FGIG_02247	SMTH1_96260.1
OG0006584	FGIG_02271	SMTH1_2950.1
OG0006585	FGIG_02288	SMTH1_19970.2, SMTH1_19970.1
OG0006586	FGIG_02291	SMTH1_41550.1
OG0006588	FGIG_02309	SMTH1_15450.1
OG0006589	FGIG_02349, FGIG_08384	SMTH1_23710.1
OG0006590	FGIG_02351	SMTH1_23690.1
OG0006591	FGIG_02456	SMTH1_80520.1, SMTH1_80520.2
OG0006592	FGIG_02535	SMTH1_93700.1
OG0006593	FGIG_02570	SMTH1_78550.1
OG0006594	FGIG_02673	SMTH1_57790.2, SMTH1_57790.1
OG0006595	FGIG_02674	SMTH1_59610.1
OG0006596	FGIG_02752	SMTH1_87660.1
OG0006597	FGIG_02773	SMTH1_86370.1
OG0006598	FGIG_02915	SMTH1_104230.1
OG0006599	FGIG_07064, FGIG_03010	SMTH1_25990.1
OG0006601	FGIG_03122, FGIG_06369	SMTH1_57730.1
OG0006602	FGIG_03176	SMTH1_27910.1, SMTH1_27910.2, SMTH1_27900.1
OG0006603	FGIG_03226	SMTH1_102870.1
OG0006604	FGIG_03234	SMTH1_62020.1
OG0006606	FGIG_03382	SMTH1_81290.1
OG0006607	FGIG_03435	SMTH1_29070.1
OG0006608	FGIG_03438	SMTH1_23030.1
OG0006609	FGIG_03439	SMTH1_95420.1
OG0006610	FGIG_03465	SMTH1_91120.1, SMTH1_107770.1
OG0006613	FGIG_03620	SMTH1_62380.1
OG0006614	FGIG_03680	SMTH1_72890.1
OG0006615	FGIG_03718	SMTH1_37930.1
OG0006616	FGIG_03739	SMTH1_79080.1
OG0006617	FGIG_03802	SMTH1_77330.1
OG0006618	FGIG_03887	SMTH1_41180.1
OG0006619	FGIG_03900	SMTH1_26790.1
OG0006620	FGIG_03903	SMTH1_2560.1
OG0006621	FGIG_03986	SMTH1_102480.1, SMTH1_102480.2
OG0006622	FGIG_03995	SMTH1_18180.1, SMTH1_18190.1
OG0006623	FGIG_04048	SMTH1_73610.1
OG0006624	FGIG_04050	SMTH1_38470.1
OG0006625	FGIG_04051	SMTH1_68640.1
OG0006626	FGIG_04076, FGIG_04074	SMTH1_36130.1
OG0006627	FGIG_04165	SMTH1_62700.1
OG0006628	FGIG_04260	SMTH1_102540.1
OG0006629	FGIG_04332	SMTH1_84110.1
OG0006630	FGIG_04399, FGIG_04400	SMTH1_90170.1
OG0006631	FGIG_04415	SMTH1_57280.1, SMTH1_57300.1, SMTH1_57290.1
OG0006632	FGIG_04535	SMTH1_43530.1
OG0006633	FGIG_04566	SMTH1_77400.1
OG0006634	FGIG_04588	SMTH1_45670.1
OG0006635	FGIG_04593	SMTH1_8060.1, SMTH1_8060.2
OG0006637	FGIG_04744	SMTH1_48220.1
OG0006638	FGIG_04775	SMTH1_8020.1
OG0006639	FGIG_04793	SMTH1_89080.1
OG0006640	FGIG_04800	SMTH1_10240.1
OG0006641	FGIG_04835	SMTH1_84540.1, SMTH1_84540.2
OG0006642	FGIG_04871	SMTH1_71730.1
OG0006643	FGIG_04972	SMTH1_64740.1, SMTH1_64720.1
OG0006644	FGIG_05056	SMTH1_27270.1
OG0006645	FGIG_05059	SMTH1_67830.1
OG0006646	FGIG_05066	SMTH1_57570.1
OG0006647	FGIG_05201	SMTH1_73590.1
OG0006648	FGIG_05316	SMTH1_73530.1, SMTH1_73540.1
OG0006649	FGIG_05329	SMTH1_80630.1
OG0006650	FGIG_05364	SMTH1_52920.1, SMTH1_52920.2
OG0006651	FGIG_05383	SMTH1_14060.1
OG0006652	FGIG_05401	SMTH1_26510.1
OG0006653	FGIG_05476	SMTH1_71590.1
OG0006654	FGIG_05485	SMTH1_73570.1
OG0006655	FGIG_05516	SMTH1_38070.1
OG0006656	FGIG_05517	SMTH1_38060.1
OG0006657	FGIG_05522	SMTH1_28060.1
OG0006658	FGIG_05543	SMTH1_86020.1, SMTH1_86020.2
OG0006659	FGIG_05563	SMTH1_38920.1
OG0006660	FGIG_05584	SMTH1_94510.1, SMTH1_94520.1
OG0006661	FGIG_05588	SMTH1_80840.1
OG0006663	FGIG_05679	SMTH1_46780.1
OG0006664	FGIG_05683	SMTH1_56920.1
OG0006665	FGIG_11353, FGIG_05686	SMTH1_40450.1
OG0006666	FGIG_05750	SMTH1_1580.1
OG0006667	FGIG_05807	SMTH1_7900.1
OG0006668	FGIG_05813	SMTH1_27250.1, SMTH1_27260.1
OG0006669	FGIG_05844, FGIG_05843	SMTH1_15810.1
OG0006670	FGIG_05867	SMTH1_78940.1
OG0006671	FGIG_05896	SMTH1_87830.1
OG0006672	FGIG_05931, FGIG_05930	SMTH1_19860.1
OG0006673	FGIG_05954	SMTH1_22300.1
OG0006674	FGIG_06216	SMTH1_89000.1, SMTH1_89000.2
OG0006675	FGIG_06262	SMTH1_24880.1
OG0006676	FGIG_06337	SMTH1_82700.1
OG0006677	FGIG_06343	SMTH1_25310.1
OG0006678	FGIG_06370	SMTH1_52320.1
OG0006679	FGIG_06489	SMTH1_35870.1, SMTH1_35870.3, SMTH1_35870.2
OG0006680	FGIG_06497	SMTH1_13390.1
OG0006681	FGIG_06517	SMTH1_67680.1
OG0006682	FGIG_06595	SMTH1_93290.1
OG0006683	FGIG_06625	SMTH1_23600.1
OG0006684	FGIG_06654	SMTH1_20180.1
OG0006685	FGIG_06704	SMTH1_37540.1
OG0006686	FGIG_06837	SMTH1_59470.1, SMTH1_59470.2
OG0006687	FGIG_06850, FGIG_06849	SMTH1_98490.1
OG0006688	FGIG_07177, FGIG_06904	SMTH1_65510.1
OG0006690	FGIG_07017	SMTH1_67690.1
OG0006691	FGIG_07029	SMTH1_85280.2, SMTH1_85280.1
OG0006692	FGIG_07041	SMTH1_5080.1
OG0006693	FGIG_07063	SMTH1_26000.1
OG0006694	FGIG_07096	SMTH1_86780.1
OG0006695	FGIG_07100	SMTH1_70820.1, SMTH1_70810.1
OG0006696	FGIG_07128	SMTH1_96430.1
OG0006697	FGIG_07137	SMTH1_34070.1
OG0006698	FGIG_07148	SMTH1_46640.1
OG0006699	FGIG_07152	SMTH1_79100.1
OG0006700	FGIG_07159	SMTH1_44140.1
OG0006701	FGIG_07173	SMTH1_55320.1
OG0006702	FGIG_07212, FGIG_07213	SMTH1_101020.1
OG0006703	FGIG_07292	SMTH1_8730.1
OG0006704	FGIG_07364	SMTH1_39150.1
OG0006705	FGIG_07464	SMTH1_63080.1
OG0006706	FGIG_07610	SMTH1_45640.1
OG0006707	FGIG_07689	SMTH1_33800.1
OG0006709	FGIG_07701	SMTH1_21870.1
OG0006710	FGIG_07738	SMTH1_91910.1
OG0006711	FGIG_07756	SMTH1_72060.1, SMTH1_72060.2
OG0006712	FGIG_07781	SMTH1_93520.1
