Orthogroup	fasciola_gigantica	schmidtea_mediterranea
OG0006613	FGIG_03620	h1SMcT0017031.1, h1SMcT0001928.1
OG0006614	FGIG_03680	h1SMcT0008173.1
OG0006615	FGIG_03718	h1SMcT0011285.1, h1SMcT0011286.1
OG0006616	FGIG_03739	h1SMcT0002093.1
OG0006619	FGIG_03900	h1SMcT0007411.1, h1SMcT0000282.1
OG0006620	FGIG_03903	h1SMcT0017271.1, h1SMcT0017271.2
OG0006622	FGIG_03995	h1SMcT0012049.1
OG0006623	FGIG_04048	h1SMcT0003436.1
OG0006624	FGIG_04050	h1SMcT0013698.1, h1SMcT0013698.2
OG0006625	FGIG_04051	h1SMcT0015066.1
OG0006626	FGIG_04076, FGIG_04074	h1SMcT0018963.1
OG0006627	FGIG_04165	h1SMcT0000534.5
OG0006628	FGIG_04260	h1SMcT0022187.1
OG0006630	FGIG_04399, FGIG_04400	h1SMcT0017296.1
OG0006632	FGIG_04535	h1SMcT0003631.1
OG0006633	FGIG_04566	h1SMcT0006207.1, h1SMcT0020454.1, h1SMcT0006996.1, h1SMcT0021098.1, h1SMcT0021099.1
OG0006634	FGIG_04588	h1SMcT0007730.1
OG0006635	FGIG_04593	h1SMcT0007472.1
OG0006636	FGIG_04678	h1SMcT0021936.1
OG0006638	FGIG_04775	h1SMcT0002815.1
OG0006639	FGIG_04793	h1SMcT0013965.1
OG0006640	FGIG_04800	h1SMcT0011267.1, h1SMcT0003930.1, h1SMcT0003930.2, h1SMcT0003930.3
OG0006642	FGIG_04871	h1SMcT0020634.1, h1SMcT0010623.1, h1SMcT0010623.2
OG0006644	FGIG_05056	h1SMcT0015822.1, h1SMcT0017092.1
OG0006645	FGIG_05059	h1SMcT0008107.1
OG0006646	FGIG_05066	h1SMcT0015675.1, h1SMcT0016764.1
OG0006647	FGIG_05201	h1SMcT0000063.1
OG0006648	FGIG_05316	h1SMcT0022436.1
OG0006651	FGIG_05383	h1SMcT0021649.1
OG0006653	FGIG_05476	h1SMcT0003680.1, h1SMcT0014349.1, h1SMcT0015536.1
OG0006654	FGIG_05485	h1SMcT0010499.1, h1SMcT0010499.2, h1SMcT0010499.3
OG0006655	FGIG_05516	h1SMcT0020640.1, h1SMcT0020640.2
OG0006656	FGIG_05517	h1SMcT0011532.1
OG0006657	FGIG_05522	h1SMcT0017824.1, h1SMcT0017824.2, h1SMcT0017824.3
OG0006659	FGIG_05563	h1SMcT0013158.1, h1SMcT0004802.1, h1SMcT0022494.1
OG0006660	FGIG_05584	h1SMcT0015553.1
OG0006661	FGIG_05588	h1SMcT0007949.1, h1SMcT0007949.2
OG0006665	FGIG_11353, FGIG_05686	h1SMcT0021157.1
OG0006666	FGIG_05750	h1SMcT0022292.1, h1SMcT0022292.2
OG0006667	FGIG_05807	h1SMcT0017461.1
OG0006668	FGIG_05813	h1SMcT0002023.1, h1SMcT0004921.1
OG0006669	FGIG_05844, FGIG_05843	h1SMcT0013425.1, h1SMcT0013425.2
OG0006670	FGIG_05867	h1SMcT0020793.1
OG0006672	FGIG_05931, FGIG_05930	h1SMcT0013492.1
OG0006673	FGIG_05954	h1SMcT0006718.1
OG0006675	FGIG_06262	h1SMcT0020173.1, h1SMcT0003835.1, h1SMcT0002964.1, h1SMcT0013085.1
OG0006676	FGIG_06337	h1SMcT0020171.1
OG0006677	FGIG_06343	h1SMcT0015603.1
OG0006678	FGIG_06370	h1SMcT0017713.1
OG0006679	FGIG_06489	h1SMcT0011947.1
OG0006680	FGIG_06497	h1SMcT0022338.1
OG0006682	FGIG_06595	h1SMcT0018418.1
OG0006683	FGIG_06625	h1SMcT0016366.1
OG0006684	FGIG_06654	h1SMcT0008240.1, h1SMcT0010906.1, h1SMcT0017366.1
OG0006685	FGIG_06704	h1SMcT0018758.1, h1SMcT0018759.1
OG0006686	FGIG_06837	h1SMcT0002037.1
OG0006688	FGIG_07177, FGIG_06904	h1SMcT0012656.1, h1SMcT0016114.1, h1SMcT0023009.1
OG0006690	FGIG_07017	h1SMcT0013116.2
OG0006691	FGIG_07029	h1SMcT0010292.1
OG0006692	FGIG_07041	h1SMcT0022235.1
OG0006693	FGIG_07063	h1SMcT0010545.1
OG0006694	FGIG_07096	h1SMcT0014545.1
OG0006696	FGIG_07128	h1SMcT0015115.1
OG0006697	FGIG_07137	h1SMcT0006745.1
OG0006698	FGIG_07148	h1SMcT0003779.1
OG0006699	FGIG_07152	h1SMcT0021435.1
OG0006700	FGIG_07159	h1SMcT0014346.1, h1SMcT0006616.1, h1SMcT0006616.2
OG0006701	FGIG_07173	h1SMcT0012881.1, h1SMcT0012881.3, h1SMcT0012881.2, h1SMcT0012881.4
OG0006703	FGIG_07292	h1SMcT0014286.6, h1SMcT0014286.3, h1SMcT0014286.7
OG0006704	FGIG_07364	h1SMcT0003048.1, h1SMcT0003048.2
OG0006705	FGIG_07464	h1SMcT0021854.1, h1SMcT0021854.2
OG0006707	FGIG_07689	h1SMcT0002429.1
OG0006709	FGIG_07701	h1SMcT0002550.1
OG0006711	FGIG_07756	h1SMcT0002727.1, h1SMcT0010865.1
OG0006712	FGIG_07781	h1SMcT0010294.1, h1SMcT0010294.2, h1SMcT0010294.3
OG0006713	FGIG_07800	h1SMcT0007128.1
OG0006714	FGIG_07877	h1SMcT0000583.4, h1SMcT0000583.3, h1SMcT0000583.1
OG0006716	FGIG_08050	h1SMcT0018762.1
OG0006718	FGIG_08186	h1SMcT0006428.2
OG0006719	FGIG_08275	h1SMcT0014589.1
OG0006721	FGIG_11198, FGIG_08330	h1SMcT0002343.1
OG0006722	FGIG_08426	h1SMcT0001791.1
OG0006723	FGIG_08448	h1SMcT0002853.2
OG0006724	FGIG_08455	h1SMcT0015392.1, h1SMcT0015392.2
OG0006725	FGIG_08500	h1SMcT0010948.1
OG0006726	FGIG_08531	h1SMcT0002612.1, h1SMcT0002612.2, h1SMcT0002612.3
OG0006727	FGIG_08581	h1SMcT0013805.4
OG0006730	FGIG_08713	h1SMcT0012562.2, h1SMcT0012562.1, h1SMcT0012562.3
OG0006731	FGIG_08716	h1SMcT0006628.1
OG0006732	FGIG_08900	h1SMcT0005049.1, h1SMcT0005049.2, h1SMcT0013215.1, h1SMcT0013217.1
OG0006734	FGIG_08965	h1SMcT0008614.1
OG0006736	FGIG_09092	h1SMcT0016884.1, h1SMcT0009835.1, h1SMcT0015572.1, h1SMcT0015572.2
OG0006739	FGIG_09277	h1SMcT0019337.1
OG0006740	FGIG_09334	h1SMcT0003280.1, h1SMcT0003280.2, h1SMcT0003280.3
OG0006741	FGIG_09417, FGIG_10452	h1SMcT0005905.1, h1SMcT0005905.2
OG0006742	FGIG_09469	h1SMcT0014326.1
OG0006743	FGIG_09485	h1SMcT0011415.1
OG0006745	FGIG_09498	h1SMcT0006542.1, h1SMcT0003675.1, h1SMcT0003677.1, h1SMcT0003677.2
OG0006747	FGIG_09537	h1SMcT0015628.1
OG0006750	FGIG_09616	h1SMcT0003482.1
OG0006751	FGIG_09769	h1SMcT0008216.1
OG0006752	FGIG_09792	h1SMcT0009544.1
OG0006753	FGIG_09849	h1SMcT0019734.1
OG0006755	FGIG_10121	h1SMcT0002804.1
OG0006756	FGIG_10172	h1SMcT0012602.2, h1SMcT0012602.3
OG0006757	FGIG_10197, FGIG_10196	h1SMcT0007943.1
OG0006760	FGIG_10291	h1SMcT0010509.1
OG0006761	FGIG_10418	h1SMcT0017058.1
OG0006762	FGIG_10555, FGIG_12148	h1SMcT0021079.1
OG0006763	FGIG_10582	h1SMcT0015240.1
OG0006768	FGIG_11022	h1SMcT0017877.1
OG0006769	FGIG_11064	h1SMcT0019307.1, h1SMcT0005177.1, h1SMcT0005177.2
OG0006770	FGIG_11080	h1SMcT0007005.2, h1SMcT0013961.1
OG0006771	FGIG_11083	h1SMcT0019145.6
OG0006774	FGIG_11264	h1SMcT0018285.1
OG0006775	FGIG_11340	h1SMcT0020844.1
OG0006776	FGIG_11344	h1SMcT0016119.1
OG0006777	FGIG_11381	h1SMcT0007529.1
OG0006778	FGIG_11484	h1SMcT0005307.1, h1SMcT0020404.1
OG0006779	FGIG_11576	h1SMcT0017550.1
OG0006780	FGIG_11725	h1SMcT0003632.2, h1SMcT0003632.1, h1SMcT0003632.3
OG0006781	FGIG_11859	h1SMcT0016351.1, h1SMcT0016351.2
OG0006783	FGIG_11882	h1SMcT0017227.1, h1SMcT0017227.2
OG0006785	FGIG_12052	h1SMcT0009140.1
OG0006786	FGIG_12157	h1SMcT0010342.1
OG0006787	FGIG_12191	h1SMcT0001982.1, h1SMcT0001982.2, h1SMcT0001982.3
OG0006789	FGIG_12538	h1SMcT0002084.1, h1SMcT0011424.1
OG0006851	FGIG_00025	h1SMcT0010282.1
OG0006853	FGIG_00106	h1SMcT0017000.1
OG0006854	FGIG_00109	h1SMcT0014340.1
OG0006857	FGIG_00241	h1SMcT0005884.1, h1SMcT0005884.2
OG0006860	FGIG_00268	h1SMcT0001712.1
OG0006861	FGIG_00271	h1SMcT0006791.1
OG0006862	FGIG_00288	h1SMcT0011189.1
OG0006864	FGIG_00315	h1SMcT0006082.1
OG0006865	FGIG_00365	h1SMcT0001719.1, h1SMcT0001719.2
OG0006868	FGIG_00462	h1SMcT0001266.2
OG0006869	FGIG_00748	h1SMcT0005678.1
OG0006870	FGIG_00790	h1SMcT0022169.1, h1SMcT0022169.2
OG0006872	FGIG_00902	h1SMcT0002105.1, h1SMcT0002105.2
OG0006873	FGIG_00945	h1SMcT0013730.1, h1SMcT0013730.2
OG0006875	FGIG_00968	h1SMcT0009117.1, h1SMcT0008090.1
OG0006876	FGIG_00978	h1SMcT0013811.1
OG0006877	FGIG_00983	h1SMcT0003438.3, h1SMcT0003438.1, h1SMcT0003438.2
OG0006878	FGIG_01048	h1SMcT0014952.1, h1SMcT0015726.1
OG0006879	FGIG_01065	h1SMcT0020292.1, h1SMcT0020292.3, h1SMcT0020292.4
OG0006880	FGIG_01142	h1SMcT0009636.1
OG0006882	FGIG_01337	h1SMcT0023059.1, h1SMcT0001496.1, h1SMcT0001496.2
OG0006883	FGIG_01434	h1SMcT0003893.3, h1SMcT0003893.1, h1SMcT0003893.2
OG0006884	FGIG_01443	h1SMcT0011757.1, h1SMcT0011757.2
OG0006885	FGIG_01487	h1SMcT0012065.1, h1SMcT0012065.2
OG0006886	FGIG_01515, FGIG_01514	h1SMcT0014883.1
OG0006887	FGIG_01769	h1SMcT0000937.1, h1SMcT0018466.1
OG0006888	FGIG_01784	h1SMcT0015706.1
OG0006889	FGIG_01845, FGIG_06848	h1SMcT0000425.1
OG0006892	FGIG_02038	h1SMcT0012690.1
OG0006893	FGIG_02130	h1SMcT0013144.1
OG0006894	FGIG_02304	h1SMcT0004651.1
OG0006897	FGIG_02375	h1SMcT0018141.1
OG0006899	FGIG_02389	h1SMcT0004174.1
OG0006902	FGIG_06352, FGIG_02502	h1SMcT0008353.1, h1SMcT0014624.1
OG0006903	FGIG_02561	h1SMcT0002236.1
OG0006904	FGIG_02586	h1SMcT0020982.1
OG0006906	FGIG_02653	h1SMcT0002849.1, h1SMcT0002849.2
OG0006907	FGIG_02677	h1SMcT0006458.1, h1SMcT0016894.1, h1SMcT0016894.2
OG0006909	FGIG_02856	h1SMcT0017124.1, h1SMcT0004942.1, h1SMcT0004942.2
OG0006911	FGIG_02986	h1SMcT0011746.1
OG0006912	FGIG_02994	h1SMcT0011834.1, h1SMcT0011834.2
OG0006913	FGIG_03078	h1SMcT0015869.1
OG0006914	FGIG_03101	h1SMcT0020529.1
OG0006915	FGIG_12567, FGIG_03162	h1SMcT0006002.1, h1SMcT0019076.1
OG0006916	FGIG_03170	h1SMcT0020644.1
OG0006917	FGIG_03448	h1SMcT0002795.1
OG0006920	FGIG_03516	h1SMcT0007473.1
OG0006921	FGIG_03529	h1SMcT0008461.1
OG0006922	FGIG_03560	h1SMcT0000292.1
OG0006923	FGIG_03578	h1SMcT0018123.1
OG0006924	FGIG_03687	h1SMcT0006067.1, h1SMcT0018217.1, h1SMcT0018217.2
OG0006925	FGIG_03771	h1SMcT0004596.2, h1SMcT0004596.1, h1SMcT0004596.3
OG0006927	FGIG_03794	h1SMcT0012908.1
OG0006928	FGIG_03821	h1SMcT0015508.1
OG0006931	FGIG_03865	h1SMcT0004307.1, h1SMcT0023005.1, h1SMcT0000769.1
OG0006932	FGIG_03914	h1SMcT0021407.1
OG0006934	FGIG_04088	h1SMcT0017484.1, h1SMcT0017484.2
OG0006935	FGIG_04116	h1SMcT0010293.1, h1SMcT0010293.2
OG0006936	FGIG_04170	h1SMcT0020758.1
OG0006937	FGIG_09355, FGIG_04200	h1SMcT0019014.1
OG0006942	FGIG_04657, FGIG_09724	h1SMcT0007800.1
OG0006945	FGIG_04812	h1SMcT0013934.11, h1SMcT0013934.12, h1SMcT0013934.7, h1SMcT0013934.8
OG0006946	FGIG_04907	h1SMcT0007995.1
OG0006950	FGIG_05000	h1SMcT0021375.1, h1SMcT0021375.2
OG0006952	FGIG_05293	h1SMcT0018878.1, h1SMcT0020352.1
OG0006953	FGIG_05317	h1SMcT0016587.1
OG0006955	FGIG_05451	h1SMcT0015332.1
OG0006956	FGIG_05496, FGIG_10647	h1SMcT0011351.1
OG0006957	FGIG_05530	h1SMcT0021744.1
OG0006958	FGIG_05655	h1SMcT0001405.1
OG0006959	FGIG_05673	h1SMcT0008056.1
OG0006963	FGIG_05850	h1SMcT0018763.1
OG0006964	FGIG_05898	h1SMcT0009161.1, h1SMcT0009161.2
OG0006965	FGIG_05952	h1SMcT0010430.1
OG0006969	FGIG_06130	h1SMcT0012156.1
OG0006971	FGIG_06156, FGIG_08496	h1SMcT0014039.1
OG0006972	FGIG_06182	h1SMcT0013994.1, h1SMcT0013994.2, h1SMcT0013994.3
OG0006974	FGIG_12161, FGIG_06222	h1SMcT0009315.1
OG0006975	FGIG_06263	h1SMcT0020174.1
OG0006977	FGIG_06284	h1SMcT0004383.1, h1SMcT0017890.1
OG0006978	FGIG_06288	h1SMcT0021078.1
OG0006980	FGIG_06321, FGIG_07888	h1SMcT0011174.1
OG0006982	FGIG_06483	h1SMcT0007714.1, h1SMcT0011468.1, h1SMcT0011468.2
OG0006983	FGIG_06575	h1SMcT0013786.1
OG0006984	FGIG_06628	h1SMcT0001924.1, h1SMcT0014161.1
OG0006985	FGIG_06800	h1SMcT0010035.2
OG0006986	FGIG_06935	h1SMcT0005985.1
OG0006987	FGIG_06981	h1SMcT0009223.1
OG0006988	FGIG_06982	h1SMcT0019748.1
OG0006989	FGIG_06987	h1SMcT0011654.1, h1SMcT0014537.1
OG0006991	FGIG_07116	h1SMcT0019249.1, h1SMcT0019249.2
OG0006993	FGIG_07508	h1SMcT0005776.1, h1SMcT0005776.2
OG0006995	FGIG_07565	h1SMcT0003960.1, h1SMcT0006671.1, h1SMcT0002721.1, h1SMcT0018976.1
OG0006996	FGIG_07572	h1SMcT0021139.3, h1SMcT0021139.1, h1SMcT0021139.2
OG0006998	FGIG_07628	h1SMcT0002185.1
OG0006999	FGIG_07706	h1SMcT0018288.1
OG0007000	FGIG_07778	h1SMcT0013026.1, h1SMcT0015938.1
OG0007001	FGIG_07795	h1SMcT0021590.1, h1SMcT0021590.2
OG0007003	FGIG_07876	h1SMcT0015906.1, h1SMcT0015906.2
OG0007005	FGIG_07962	h1SMcT0016080.1, h1SMcT0018648.1, h1SMcT0018648.2
OG0007006	FGIG_07998, FGIG_08118	h1SMcT0019219.1, h1SMcT0019219.2
OG0007008	FGIG_08003	h1SMcT0019120.1
OG0007010	FGIG_08158	h1SMcT0005039.1
OG0007011	FGIG_08209	h1SMcT0006361.1
OG0007013	FGIG_08450	h1SMcT0005744.1
OG0007016	FGIG_08483	h1SMcT0002345.1
OG0007017	FGIG_08652	h1SMcT0015426.1
OG0007019	FGIG_08726	h1SMcT0014353.1, h1SMcT0016973.1
OG0007020	FGIG_08734	h1SMcT0017566.1
OG0007021	FGIG_08806	h1SMcT0019706.1
OG0007023	FGIG_08822	h1SMcT0005004.1
OG0007024	FGIG_08838	h1SMcT0012112.1
OG0007025	FGIG_08853, FGIG_12198	h1SMcT0002131.1, h1SMcT0018587.3
OG0007026	FGIG_08855	h1SMcT0011684.1
OG0007027	FGIG_08886	h1SMcT0009654.1, h1SMcT0009654.2, h1SMcT0009647.1, h1SMcT0009648.1
OG0007028	FGIG_08899	h1SMcT0003267.1
OG0007029	FGIG_08944	h1SMcT0010609.1, h1SMcT0017602.1
OG0007030	FGIG_08986	h1SMcT0003739.1, h1SMcT0016936.1
OG0007031	FGIG_09032	h1SMcT0021258.1
OG0007032	FGIG_09073	h1SMcT0002445.1
OG0007034	FGIG_09075	h1SMcT0011931.1
OG0007035	FGIG_09104	h1SMcT0005155.1
OG0007037	FGIG_09252	h1SMcT0008779.1
OG0007038	FGIG_09494	h1SMcT0007438.1, h1SMcT0008380.1
OG0007039	FGIG_09523	h1SMcT0013392.1
OG0007041	FGIG_09608	h1SMcT0009540.1
OG0007042	FGIG_09694	h1SMcT0020289.1
OG0007043	FGIG_09847	h1SMcT0001050.1
OG0007046	FGIG_10042	h1SMcT0001007.1
OG0007047	FGIG_10133	h1SMcT0022469.1
OG0007048	FGIG_10222	h1SMcT0020328.1
OG0007049	FGIG_10262	h1SMcT0007563.1
OG0007050	FGIG_10284	h1SMcT0009727.1
OG0007051	FGIG_10288	h1SMcT0007728.1
OG0007052	FGIG_10304	h1SMcT0003954.1, h1SMcT0003972.1
OG0007053	FGIG_10310	h1SMcT0013525.1
OG0007054	FGIG_10325	h1SMcT0021100.1
OG0007055	FGIG_10370	h1SMcT0002803.1
OG0007056	FGIG_10489, FGIG_10488	h1SMcT0018681.1
OG0007057	FGIG_10513	h1SMcT0016712.1
OG0007059	FGIG_10536	h1SMcT0017549.1
OG0007061	FGIG_10554	h1SMcT0007413.1
OG0007064	FGIG_10689	h1SMcT0020893.1
OG0007065	FGIG_10737	h1SMcT0004451.1
OG0007066	FGIG_10802	h1SMcT0015020.1, h1SMcT0015020.2, h1SMcT0016204.1
OG0007068	FGIG_11057	h1SMcT0021578.1
OG0007069	FGIG_11118	h1SMcT0009842.1, h1SMcT0011529.1
OG0007070	FGIG_11230	h1SMcT0013985.4
OG0007071	FGIG_12247, FGIG_11293	h1SMcT0008822.1, h1SMcT0008822.2
OG0007072	FGIG_11363	h1SMcT0010871.1
OG0007073	FGIG_11393	h1SMcT0003147.1
OG0007074	FGIG_11414	h1SMcT0021767.1, h1SMcT0021767.2
OG0007075	FGIG_12361, FGIG_11437	h1SMcT0001894.1
OG0007076	FGIG_11439	h1SMcT0001640.1
OG0007077	FGIG_11509	h1SMcT0018552.1
OG0007079	FGIG_11662	h1SMcT0018197.1
OG0007080	FGIG_11732	h1SMcT0000628.1, h1SMcT0014498.1, h1SMcT0014498.2
OG0007081	FGIG_11763	h1SMcT0000255.1
OG0007082	FGIG_11769	h1SMcT0015016.1
OG0007083	FGIG_11941	h1SMcT0014018.1
OG0007084	FGIG_11967	h1SMcT0013345.1, h1SMcT0013345.2, h1SMcT0013345.3, h1SMcT0013345.4, h1SMcT0013345.5
OG0007085	FGIG_12104	h1SMcT0011633.1
OG0007086	FGIG_12163	h1SMcT0019611.1
OG0007087	FGIG_12379	h1SMcT0009053.1
OG0007088	FGIG_12562	h1SMcT0008452.1, h1SMcT0008452.2
OG0007089	FGIG_12644	h1SMcT0009655.1, h1SMcT0009655.2, h1SMcT0009655.3
OG0007149	FGIG_00004	h1SMcT0006282.1
OG0007151	FGIG_00124	h1SMcT0005407.1
OG0007152	FGIG_00191	h1SMcT0004463.1
OG0007155	FGIG_00368	h1SMcT0011482.1
OG0007156	FGIG_00384	h1SMcT0003032.1
OG0007157	FGIG_00441	h1SMcT0002614.1, h1SMcT0007151.1
OG0007158	FGIG_00465	h1SMcT0002186.1, h1SMcT0002186.2
OG0007159	FGIG_00502	h1SMcT0014843.1
OG0007160	FGIG_00641	h1SMcT0002751.1
OG0007161	FGIG_00648	h1SMcT0020408.1
OG0007164	FGIG_00703	h1SMcT0010860.1, h1SMcT0010860.2, h1SMcT0010860.3
OG0007168	FGIG_00903	h1SMcT0014485.1, h1SMcT0015694.1
OG0007171	FGIG_00985	h1SMcT0000548.1
OG0007172	FGIG_00995	h1SMcT0016774.1
OG0007173	FGIG_01020, FGIG_12319	h1SMcT0020062.1, h1SMcT0020063.1
OG0007174	FGIG_01026	h1SMcT0012629.1
OG0007176	FGIG_01115	h1SMcT0004754.1
OG0007178	FGIG_01241	h1SMcT0008401.1
OG0007180	FGIG_01302	h1SMcT0018703.1
OG0007183	FGIG_06367, FGIG_08141, FGIG_01544, FGIG_08069	h1SMcT0009817.1, h1SMcT0009818.1, h1SMcT0014576.1, h1SMcT0014572.1, h1SMcT0014575.1, h1SMcT0016218.1, h1SMcT0016379.1
OG0007184	FGIG_01550	h1SMcT0021494.1
OG0007185	FGIG_01573	h1SMcT0018604.1
OG0007186	FGIG_01610	h1SMcT0012919.1
OG0007187	FGIG_01665	h1SMcT0008955.1
OG0007188	FGIG_01716	h1SMcT0004481.1
OG0007190	FGIG_01862	h1SMcT0008516.1
OG0007193	FGIG_01952	h1SMcT0014416.1
OG0007195	FGIG_02187	h1SMcT0012146.1
OG0007196	FGIG_02240	h1SMcT0004471.1, h1SMcT0004471.2
OG0007197	FGIG_02241	h1SMcT0014725.1, h1SMcT0014725.2
OG0007198	FGIG_02289	h1SMcT0019934.1, h1SMcT0021759.1
OG0007199	FGIG_02314	h1SMcT0010939.1
OG0007200	FGIG_02385	h1SMcT0007471.1
OG0007201	FGIG_02417	h1SMcT0007747.1, h1SMcT0007782.1
OG0007202	FGIG_09369, FGIG_02468	h1SMcT0009095.1
OG0007203	FGIG_02482	h1SMcT0019918.1
OG0007204	FGIG_09922, FGIG_02512, FGIG_06926, FGIG_10523, FGIG_10524	h1SMcT0003330.1
OG0007206	FGIG_02571	h1SMcT0004125.1, h1SMcT0008043.1
OG0007209	FGIG_02798	h1SMcT0003224.1
OG0007210	FGIG_02905	h1SMcT0001140.1
OG0007213	FGIG_02981	h1SMcT0020571.1
OG0007214	FGIG_03035	h1SMcT0010800.1
OG0007215	FGIG_03053	h1SMcT0006465.1, h1SMcT0006465.2
OG0007216	FGIG_03079	h1SMcT0000191.1
OG0007217	FGIG_03090	h1SMcT0003883.1, h1SMcT0022969.1
OG0007218	FGIG_03142	h1SMcT0018564.1
OG0007219	FGIG_03189	h1SMcT0013249.1
OG0007220	FGIG_03207	h1SMcT0003298.1, h1SMcT0003298.2
OG0007221	FGIG_03211	h1SMcT0000256.1, h1SMcT0016971.1
OG0007225	FGIG_03410	h1SMcT0005026.1
OG0007227	FGIG_03556	h1SMcT0015070.1
OG0007228	FGIG_03607	h1SMcT0006711.1, h1SMcT0022086.1
OG0007234	FGIG_04005	h1SMcT0000634.1, h1SMcT0001648.1
OG0007237	FGIG_04249	h1SMcT0018062.2, h1SMcT0016838.1
OG0007240	FGIG_04565	h1SMcT0002699.1
OG0007241	FGIG_04696	h1SMcT0021706.1, h1SMcT0013751.1, h1SMcT0020189.1
OG0007242	FGIG_04743	h1SMcT0013832.1
OG0007243	FGIG_04750	h1SMcT0015006.1
OG0007244	FGIG_04763	h1SMcT0005366.1
OG0007245	FGIG_04766	h1SMcT0012769.1
OG0007246	FGIG_04847	h1SMcT0005854.1
OG0007247	FGIG_04936	h1SMcT0009971.1
OG0007248	FGIG_05018	h1SMcT0015655.1
OG0007250	FGIG_05206	h1SMcT0003236.3, h1SMcT0003236.1, h1SMcT0003236.2, h1SMcT0003236.4
OG0007251	FGIG_05259	h1SMcT0009290.1
OG0007252	FGIG_05325	h1SMcT0020325.1
OG0007253	FGIG_05358	h1SMcT0014120.1
OG0007255	FGIG_05570	h1SMcT0011677.1, h1SMcT0011677.2
OG0007256	FGIG_05587	h1SMcT0003282.1
OG0007257	FGIG_05696	h1SMcT0004411.1, h1SMcT0004411.2
OG0007260	FGIG_05801	h1SMcT0014466.1, h1SMcT0014466.2
OG0007261	FGIG_06007	h1SMcT0008426.1
OG0007262	FGIG_06113	h1SMcT0017664.1
OG0007263	FGIG_06138	h1SMcT0011394.1
OG0007265	FGIG_06204	h1SMcT0005554.1
OG0007266	FGIG_06282	h1SMcT0000012.1
OG0007268	FGIG_06437, FGIG_11448	h1SMcT0011021.1
OG0007269	FGIG_06514	h1SMcT0006663.1
OG0007272	FGIG_06675	h1SMcT0017660.1, h1SMcT0021402.1
OG0007273	FGIG_06686	h1SMcT0007591.1, h1SMcT0022376.1
OG0007274	FGIG_06725	h1SMcT0015002.1
OG0007277	FGIG_07000	h1SMcT0015054.1, h1SMcT0015054.2
OG0007279	FGIG_07141	h1SMcT0017427.1, h1SMcT0017427.2
OG0007282	FGIG_07475	h1SMcT0017836.1
OG0007284	FGIG_07595	h1SMcT0015498.1, h1SMcT0008437.1, h1SMcT0008437.2
OG0007285	FGIG_07611	h1SMcT0014713.1
OG0007287	FGIG_07861	h1SMcT0014936.1
OG0007288	FGIG_07887	h1SMcT0011913.1
OG0007290	FGIG_08224	h1SMcT0022016.1, h1SMcT0022016.2
OG0007291	FGIG_08242	h1SMcT0021291.1
OG0007293	FGIG_08274	h1SMcT0008581.1
OG0007294	FGIG_08286	h1SMcT0018383.1
OG0007295	FGIG_08379	h1SMcT0019052.1
OG0007296	FGIG_08499	h1SMcT0002666.1, h1SMcT0015969.1
OG0007299	FGIG_08597	h1SMcT0006683.1
OG0007300	FGIG_08609	h1SMcT0017648.1
OG0007301	FGIG_08833	h1SMcT0019077.1, h1SMcT0019077.2
OG0007302	FGIG_08866	h1SMcT0015784.1
OG0007303	FGIG_08955	h1SMcT0013366.1
OG0007305	FGIG_08974	h1SMcT0010934.1, h1SMcT0010934.2
OG0007306	FGIG_09013	h1SMcT0017091.1
OG0007308	FGIG_09346	h1SMcT0021917.1, h1SMcT0022740.2, h1SMcT0022740.1
OG0007311	FGIG_09534, FGIG_11505	h1SMcT0006922.1
OG0007313	FGIG_09601	h1SMcT0017433.1
OG0007314	FGIG_09663	h1SMcT0015452.1
OG0007315	FGIG_09719	h1SMcT0018515.1
OG0007316	FGIG_09755	h1SMcT0009523.1
OG0007318	FGIG_09854	h1SMcT0001373.1, h1SMcT0005466.1
OG0007319	FGIG_09941	h1SMcT0002039.1
OG0007320	FGIG_10112	h1SMcT0017394.1, h1SMcT0017394.2
OG0007321	FGIG_10250	h1SMcT0018216.1
OG0007322	FGIG_10354	h1SMcT0018211.1
OG0007323	FGIG_10423	h1SMcT0014041.1
OG0007327	FGIG_10770	h1SMcT0007510.1, h1SMcT0007592.1
OG0007328	FGIG_10792	h1SMcT0000794.1, h1SMcT0000794.2
OG0007329	FGIG_10832	h1SMcT0003743.1, h1SMcT0003743.3, h1SMcT0003743.2
OG0007331	FGIG_10997, FGIG_10996	h1SMcT0014850.1
OG0007332	FGIG_11002	h1SMcT0010916.1, h1SMcT0013920.1
OG0007333	FGIG_11049	h1SMcT0005446.1
OG0007334	FGIG_11392	h1SMcT0001765.1
OG0007335	FGIG_11406	h1SMcT0014303.1
OG0007336	FGIG_11441	h1SMcT0022384.1
OG0007337	FGIG_11492, FGIG_11493	h1SMcT0014315.1, h1SMcT0004465.1
OG0007340	FGIG_11569	h1SMcT0022339.1
OG0007341	FGIG_11603	h1SMcT0013152.1, h1SMcT0013152.2
OG0007342	FGIG_11747	h1SMcT0001525.1, h1SMcT0008862.1
OG0007345	FGIG_11940	h1SMcT0014812.1
OG0007346	FGIG_11991	h1SMcT0019757.1
OG0007348	FGIG_12081	h1SMcT0006109.2, h1SMcT0006109.5
OG0007351	FGIG_12303	h1SMcT0014183.1
OG0007352	FGIG_12524	h1SMcT0010345.1
