Orthogroup	schistosoma_bovis	fasciola_gigantica
OG0005520	SBOV2_60910.1	FGIG_12154
OG0005521	SBOV2_77910.1	FGIG_12201
OG0005522	SBOV2_33650.1, SBOV2_33650.2, SBOV2_33650.3, SBOV2_33650.4	FGIG_12221
OG0005523	SBOV2_82870.1, SBOV2_82870.2, SBOV2_82870.3	FGIG_12401
OG0005524	SBOV2_1810.1	FGIG_12556
OG0005525	SBOV2_57980.1	FGIG_12603
OG0005526	SBOV2_29390.1	FGIG_12626
OG0005566	SBOV2_74950.1	FGIG_00039
OG0005567	SBOV2_13160.2, SBOV2_13160.1	FGIG_00093
OG0005568	SBOV2_75920.1, SBOV2_75920.2	FGIG_09678, FGIG_00134
OG0005569	SBOV2_94670.1	FGIG_00200
OG0005570	SBOV2_35080.1	FGIG_00239, FGIG_04932, FGIG_06426, FGIG_03105
OG0005571	SBOV2_46170.1	FGIG_00304
OG0005572	SBOV2_66740.1	FGIG_00313
OG0005573	SBOV2_9550.1	FGIG_00334
OG0005574	SBOV2_85540.1	FGIG_00404, FGIG_00403
OG0005575	SBOV2_67340.1	FGIG_00407
OG0005576	SBOV2_67310.1	FGIG_00410
OG0005577	SBOV2_85180.1	FGIG_00427
OG0005578	SBOV2_48690.1	FGIG_00429
OG0005579	SBOV2_10290.1	FGIG_00460
OG0005580	SBOV2_54330.1, SBOV2_54330.2	FGIG_00481
OG0005581	SBOV2_37660.1, SBOV2_37660.2, SBOV2_37670.1	FGIG_00614, FGIG_00615
OG0005582	SBOV2_34490.1	FGIG_00727
OG0005583	SBOV2_85450.1	FGIG_12194, FGIG_00735
OG0005584	SBOV2_93130.2, SBOV2_93130.3, SBOV2_93130.1	FGIG_00759
OG0005585	SBOV2_94270.1	FGIG_00784
OG0005586	SBOV2_94260.1	FGIG_00785
OG0005587	SBOV2_77050.1	FGIG_00792
OG0005588	SBOV2_39310.1	FGIG_00811
OG0005589	SBOV2_58800.1	FGIG_00904
OG0005590	SBOV2_17190.1	FGIG_00951
OG0005591	SBOV2_65240.1, SBOV2_64880.1	FGIG_00973
OG0005592	SBOV2_52800.1	FGIG_01068
OG0005593	SBOV2_70950.1, SBOV2_70950.2, SBOV2_70950.3	FGIG_01079
OG0005594	SBOV2_68930.1, SBOV2_68930.2, SBOV2_68930.3	FGIG_01215
OG0005595	SBOV2_61830.1, SBOV2_61830.2, SBOV2_61830.3	FGIG_01218
OG0005596	SBOV2_66100.1	FGIG_01219
OG0005597	SBOV2_82890.1	FGIG_01230
OG0005598	SBOV2_75630.1, SBOV2_75630.3, SBOV2_75630.2	FGIG_08185, FGIG_01384
OG0005599	SBOV2_50920.1	FGIG_01413
OG0005600	SBOV2_18930.2, SBOV2_18930.1	FGIG_01416, FGIG_01415
OG0005601	SBOV2_22360.1	FGIG_01473, FGIG_01472
OG0005602	SBOV2_22260.1	FGIG_01570, FGIG_01569
OG0005603	SBOV2_63960.1, SBOV2_63960.2	FGIG_01626
OG0005604	SBOV2_37610.1	FGIG_01671
OG0005605	SBOV2_31510.1, SBOV2_31510.2, SBOV2_31510.3	FGIG_01682
OG0005606	SBOV2_78830.1	FGIG_06134, FGIG_01703
OG0005607	SBOV2_88610.1	FGIG_07160, FGIG_01719
OG0005608	SBOV2_66030.1	FGIG_01793, FGIG_01794
OG0005609	SBOV2_60860.1	FGIG_01799
OG0005610	SBOV2_2210.1	FGIG_01800
OG0005611	SBOV2_90350.1	FGIG_01846
OG0005612	SBOV2_92640.1	FGIG_01855
OG0005613	SBOV2_51530.1	FGIG_01912
OG0005614	SBOV2_39120.1	FGIG_01956
OG0005615	SBOV2_38450.1	FGIG_01961
OG0005616	SBOV2_38460.2, SBOV2_38460.1	FGIG_01962
OG0005617	SBOV2_28850.1, SBOV2_28850.2	FGIG_01975
OG0005618	SBOV2_49260.1, SBOV2_49260.2	FGIG_01982
OG0005619	SBOV2_49580.2, SBOV2_49580.1	FGIG_01986
OG0005620	SBOV2_88990.1, SBOV2_88990.2	FGIG_02031
OG0005621	SBOV2_86540.1	FGIG_02033
OG0005622	SBOV2_420.1, SBOV2_420.2	FGIG_02076
OG0005623	SBOV2_74270.2, SBOV2_74270.1	FGIG_02096
OG0005624	SBOV2_11160.1	FGIG_02153
OG0005625	SBOV2_11170.1, SBOV2_11170.2	FGIG_02154
OG0005626	SBOV2_43040.1	FGIG_02163
OG0005627	SBOV2_22660.1	FGIG_02164, FGIG_02165
OG0005628	SBOV2_28490.1, SBOV2_28490.2, SBOV2_28490.3	FGIG_02198
OG0005629	SBOV2_35710.1	FGIG_02280
OG0005630	SBOV2_84180.1	FGIG_02297, FGIG_11604
OG0005631	SBOV2_50500.1	FGIG_02301, FGIG_11851
OG0005632	SBOV2_94240.1, SBOV2_96790.1	FGIG_02306
OG0005633	SBOV2_10420.1	FGIG_02340
OG0005634	SBOV2_22290.1	FGIG_02346
OG0005635	SBOV2_3100.1	FGIG_02368
OG0005636	SBOV2_29070.1, SBOV2_29070.2, SBOV2_29070.3	FGIG_02409
OG0005637	SBOV2_79180.1	FGIG_02457
OG0005638	SBOV2_76230.1	FGIG_02466
OG0005640	SBOV2_39960.1	FGIG_02515
OG0005641	SBOV2_72650.1	FGIG_02522
OG0005642	SBOV2_95500.1	FGIG_02588
OG0005643	SBOV2_37940.2, SBOV2_37940.4, SBOV2_37940.3, SBOV2_37940.1	FGIG_02614
OG0005644	SBOV2_75570.1, SBOV2_75570.2, SBOV2_75570.3	FGIG_02630
OG0005645	SBOV2_58440.1	FGIG_02639
OG0005646	SBOV2_26770.1	FGIG_02645
OG0005647	SBOV2_55120.1	FGIG_06946, FGIG_02672
OG0005648	SBOV2_27640.1	FGIG_02699
OG0005649	SBOV2_49760.1	FGIG_02721
OG0005650	SBOV2_64270.1	FGIG_11552, FGIG_02809
OG0005651	SBOV2_65740.1, SBOV2_65740.2	FGIG_12366, FGIG_02877
OG0005652	SBOV2_47440.1	FGIG_02894
OG0005653	SBOV2_92770.1	FGIG_02917, FGIG_04227
OG0005654	SBOV2_71940.1	FGIG_02919
OG0005655	SBOV2_40290.1, SBOV2_40290.2	FGIG_02944
OG0005656	SBOV2_87080.1, SBOV2_87080.2	FGIG_02958
OG0005657	SBOV2_12030.1	FGIG_03052
OG0005658	SBOV2_90080.1	FGIG_03091
OG0005659	SBOV2_16450.1	FGIG_03266
OG0005660	SBOV2_71200.1	FGIG_03362
OG0005661	SBOV2_6800.1	FGIG_03421, FGIG_03419, FGIG_03420
OG0005662	SBOV2_42510.1	FGIG_03459
OG0005663	SBOV2_8440.1, SBOV2_8430.1	FGIG_03462
OG0005664	SBOV2_24790.1, SBOV2_24780.1	FGIG_03491, FGIG_03488, FGIG_03489
OG0005665	SBOV2_47600.1	FGIG_03496
OG0005666	SBOV2_88070.1, SBOV2_88070.2	FGIG_03498
OG0005667	SBOV2_25730.2, SBOV2_25730.1	FGIG_03546
OG0005668	SBOV2_3640.1	FGIG_03559
OG0005669	SBOV2_55260.1	FGIG_03577
OG0005670	SBOV2_83680.1	FGIG_03618
OG0005671	SBOV2_12000.1, SBOV2_12000.2	FGIG_03624
OG0005672	SBOV2_46690.1	FGIG_03728
OG0005673	SBOV2_46740.1	FGIG_03729
OG0005674	SBOV2_41380.1	FGIG_03804, FGIG_03805
OG0005675	SBOV2_27100.1	FGIG_03869, FGIG_03868
OG0005676	SBOV2_53140.1, SBOV2_53140.2, SBOV2_53140.3	FGIG_03871
OG0005677	SBOV2_5890.3, SBOV2_5890.4, SBOV2_5890.1, SBOV2_5890.2	FGIG_03969
OG0005678	SBOV2_59260.1, SBOV2_59260.2	FGIG_03972, FGIG_03973
OG0005679	SBOV2_89570.1	FGIG_04103
OG0005681	SBOV2_68540.1	FGIG_04106
OG0005682	SBOV2_36010.1, SBOV2_36010.2, SBOV2_36010.3	FGIG_04126
OG0005683	SBOV2_31850.1	FGIG_04132
OG0005684	SBOV2_48670.1	FGIG_04196
OG0005685	SBOV2_13680.1, SBOV2_13680.2, SBOV2_13700.1	FGIG_04221
OG0005686	SBOV2_87990.1	FGIG_04246, FGIG_10274
OG0005687	SBOV2_65460.1, SBOV2_65460.3, SBOV2_65460.4, SBOV2_65460.2	FGIG_04271
OG0005688	SBOV2_600.1	FGIG_04274
OG0005689	SBOV2_70150.1	FGIG_04357
OG0005690	SBOV2_52930.1	FGIG_04386
OG0005691	SBOV2_92890.1	FGIG_04402, FGIG_04401
OG0005692	SBOV2_46620.1	FGIG_04443
OG0005693	SBOV2_1280.1	FGIG_04496
OG0005694	SBOV2_48570.1	FGIG_04554
OG0005695	SBOV2_48720.1	FGIG_04598, FGIG_04597, FGIG_04596
OG0005696	SBOV2_26480.1	FGIG_04628
OG0005697	SBOV2_17830.1	FGIG_08016, FGIG_04645
OG0005698	SBOV2_69220.1	FGIG_04735
OG0005699	SBOV2_20310.2, SBOV2_20310.1	FGIG_04761
OG0005700	SBOV2_70910.1	FGIG_04789, FGIG_12220, FGIG_04788
OG0005701	SBOV2_56980.1	FGIG_04875
OG0005702	SBOV2_64700.1, SBOV2_64700.2, SBOV2_64700.3, SBOV2_64700.4	FGIG_04918
OG0005703	SBOV2_33180.1	FGIG_04938
OG0005704	SBOV2_26980.1	FGIG_04985
OG0005705	SBOV2_51690.1	FGIG_05068
OG0005706	SBOV2_55350.1, SBOV2_55350.2	FGIG_05193
OG0005707	SBOV2_64770.1	FGIG_11327, FGIG_05243
OG0005708	SBOV2_19550.1	FGIG_05282
OG0005709	SBOV2_39940.1	FGIG_05294
OG0005710	SBOV2_32890.1	FGIG_05333
OG0005711	SBOV2_16210.1	FGIG_05404
OG0005712	SBOV2_88730.1	FGIG_05429
OG0005713	SBOV2_65770.1	FGIG_05486
OG0005714	SBOV2_89900.1	FGIG_05594
OG0005715	SBOV2_73610.1	FGIG_05643
OG0005716	SBOV2_54610.1	FGIG_05670
OG0005717	SBOV2_74350.1	FGIG_05772
OG0005718	SBOV2_48990.1	FGIG_05797
OG0005719	SBOV2_31950.1	FGIG_05817
OG0005720	SBOV2_82970.1	FGIG_06290, FGIG_06177, FGIG_05837
OG0005722	SBOV2_92120.1	FGIG_06013, FGIG_06012, FGIG_06011
OG0005723	SBOV2_42120.1, SBOV2_42120.3, SBOV2_42120.2	FGIG_06025
OG0005724	SBOV2_9120.1	FGIG_06083
OG0005725	SBOV2_82530.1	FGIG_06112
OG0005726	SBOV2_52590.1, SBOV2_52590.2, SBOV2_52590.3, SBOV2_52590.4, SBOV2_52590.5	FGIG_06235
OG0005727	SBOV2_68260.1	FGIG_06281
OG0005728	SBOV2_87030.1	FGIG_06313
OG0005729	SBOV2_64400.1	FGIG_06316
OG0005730	SBOV2_93180.2, SBOV2_93180.1	FGIG_06434
OG0005731	SBOV2_80850.1	FGIG_06524
OG0005732	SBOV2_40170.1	FGIG_06530
OG0005733	SBOV2_96450.1, SBOV2_23650.1	FGIG_06557
OG0005734	SBOV2_42730.1	FGIG_06564
OG0005735	SBOV2_91210.1	FGIG_06600
OG0005736	SBOV2_69390.1	FGIG_06640
OG0005737	SBOV2_63210.1, SBOV2_63210.2	FGIG_06648
OG0005738	SBOV2_4840.1	FGIG_06684
OG0005739	SBOV2_37820.3, SBOV2_37820.1, SBOV2_37820.2	FGIG_06754
OG0005740	SBOV2_78610.1	FGIG_06757
OG0005741	SBOV2_85570.1	FGIG_06763
OG0005742	SBOV2_34170.1	FGIG_06863
OG0005743	SBOV2_15920.1, SBOV2_15920.2	FGIG_06874
OG0005744	SBOV2_15720.1	FGIG_06880
OG0005745	SBOV2_62790.1	FGIG_06909
OG0005746	SBOV2_38360.1	FGIG_06963
OG0005747	SBOV2_44160.2, SBOV2_44160.1	FGIG_07005
OG0005748	SBOV2_85370.1	FGIG_07018, FGIG_07019
OG0005749	SBOV2_59480.1, SBOV2_59340.1	FGIG_07080
OG0005750	SBOV2_94930.1	FGIG_07099
OG0005751	SBOV2_33430.1	FGIG_07130
OG0005752	SBOV2_24060.1, SBOV2_24060.2	FGIG_07223
OG0005753	SBOV2_79220.1, SBOV2_79210.1	FGIG_07242
OG0005754	SBOV2_86910.1	FGIG_07284
OG0005755	SBOV2_24600.1	FGIG_07394
OG0005756	SBOV2_39910.1	FGIG_07425
OG0005757	SBOV2_73390.1	FGIG_07440
OG0005758	SBOV2_71140.1, SBOV2_71140.2, SBOV2_71140.3, SBOV2_71140.4	FGIG_07443
OG0005759	SBOV2_39620.1	FGIG_07483
OG0005760	SBOV2_47540.1, SBOV2_47540.2	FGIG_07614
OG0005762	SBOV2_61340.1	FGIG_07757
OG0005763	SBOV2_90710.1	FGIG_07770
OG0005764	SBOV2_64570.1	FGIG_07815
OG0005765	SBOV2_25350.1	FGIG_07871
OG0005766	SBOV2_84150.1	FGIG_07873
OG0005767	SBOV2_79670.1	FGIG_07910
OG0005768	SBOV2_35570.1, SBOV2_35570.2, SBOV2_35570.3	FGIG_07921
OG0005769	SBOV2_13750.1	FGIG_07996
OG0005770	SBOV2_26720.1	FGIG_08057
OG0005771	SBOV2_52660.1	FGIG_08088
OG0005772	SBOV2_81040.3, SBOV2_81040.2, SBOV2_81040.1, SBOV2_81040.4	FGIG_08097
OG0005773	SBOV2_69080.1	FGIG_08099
OG0005774	SBOV2_65670.1	FGIG_08103
OG0005775	SBOV2_25600.1, SBOV2_41470.1	FGIG_08165
OG0005776	SBOV2_86120.1	FGIG_09177, FGIG_08203
OG0005777	SBOV2_41740.1	FGIG_08288
OG0005778	SBOV2_67620.1	FGIG_08297, FGIG_10221
OG0005779	SBOV2_68170.1	FGIG_08304
OG0005780	SBOV2_92240.1, SBOV2_92240.2	FGIG_08401
OG0005781	SBOV2_86240.1	FGIG_08403
OG0005782	SBOV2_43510.2, SBOV2_43510.3, SBOV2_43510.1	FGIG_08459
OG0005783	SBOV2_89480.2, SBOV2_89480.1	FGIG_08510
OG0005784	SBOV2_90310.1	FGIG_08537
OG0005785	SBOV2_11910.1	FGIG_08546
OG0005786	SBOV2_13910.3, SBOV2_13910.4, SBOV2_13910.2, SBOV2_13910.1	FGIG_08606
OG0005787	SBOV2_830.1	FGIG_10881, FGIG_08627
OG0005788	SBOV2_12100.1	FGIG_12014, FGIG_08629
OG0005789	SBOV2_54090.1	FGIG_08650, FGIG_12219
OG0005790	SBOV2_69770.1	FGIG_08705
OG0005791	SBOV2_43780.1	FGIG_08715
OG0005792	SBOV2_3680.1	FGIG_08763, FGIG_11207
OG0005794	SBOV2_4250.1	FGIG_08785
OG0005795	SBOV2_94830.1	FGIG_08860, FGIG_08859
OG0005796	SBOV2_5030.1	FGIG_08884
OG0005797	SBOV2_94250.1, SBOV2_94250.2, SBOV2_94250.3	FGIG_08892
OG0005798	SBOV2_70600.1	FGIG_08927, FGIG_08926
OG0005799	SBOV2_20090.1	FGIG_08938
OG0005800	SBOV2_82550.1	FGIG_08954
OG0005801	SBOV2_15030.1, SBOV2_15030.2	FGIG_11108, FGIG_08998
OG0005802	SBOV2_75070.1	FGIG_09016
OG0005803	SBOV2_57600.1	FGIG_09024
OG0005804	SBOV2_92010.1	FGIG_09034
OG0005805	SBOV2_69440.1, SBOV2_69440.3, SBOV2_69440.2, SBOV2_69440.4	FGIG_09189
OG0005806	SBOV2_81460.1	FGIG_09335
OG0005807	SBOV2_79190.1	FGIG_09345
OG0005808	SBOV2_28390.1	FGIG_09449
OG0005809	SBOV2_38680.1	FGIG_09808, FGIG_09453
OG0005810	SBOV2_86630.1	FGIG_09488
OG0005811	SBOV2_12890.1	FGIG_09548
OG0005812	SBOV2_27860.1	FGIG_09607
OG0005813	SBOV2_71300.1	FGIG_09646
OG0005814	SBOV2_14320.1	FGIG_09708
OG0005815	SBOV2_64850.1	FGIG_09767
OG0005816	SBOV2_13070.1	FGIG_09793
OG0005817	SBOV2_36740.1	FGIG_09866
OG0005818	SBOV2_88150.1	FGIG_09943
OG0005819	SBOV2_52880.1	FGIG_10118
OG0005820	SBOV2_62250.2, SBOV2_62250.1	FGIG_10204
OG0005821	SBOV2_94690.1, SBOV2_94690.2, SBOV2_94690.3	FGIG_10275
OG0005822	SBOV2_39880.1	FGIG_10360
OG0005823	SBOV2_27520.1	FGIG_10379
OG0005824	SBOV2_40670.1	FGIG_10407
OG0005825	SBOV2_39400.1, SBOV2_39400.2	FGIG_10485
OG0005827	SBOV2_45330.1	FGIG_10660
OG0005828	SBOV2_88500.1	FGIG_10676
OG0005829	SBOV2_58680.1	FGIG_10701
OG0005830	SBOV2_68370.1	FGIG_10724
OG0005831	SBOV2_47030.1	FGIG_10829
OG0005832	SBOV2_31200.1	FGIG_10854
OG0005833	SBOV2_4770.1	FGIG_10867
OG0005834	SBOV2_83210.1, SBOV2_83200.1	FGIG_11039, FGIG_11040
OG0005835	SBOV2_62830.1	FGIG_11133
OG0005836	SBOV2_82390.1	FGIG_11163
OG0005837	SBOV2_91120.1	FGIG_11222
OG0005838	SBOV2_870.1	FGIG_11254
OG0005839	SBOV2_25450.1	FGIG_11268
OG0005840	SBOV2_85290.1	FGIG_11276
OG0005841	SBOV2_13780.1	FGIG_11298
OG0005842	SBOV2_54830.1	FGIG_11382
OG0005843	SBOV2_20530.1, SBOV2_20520.1	FGIG_11440
OG0005844	SBOV2_11800.1, SBOV2_11800.2	FGIG_11461
OG0005845	SBOV2_92210.1	FGIG_11467
OG0005846	SBOV2_33330.1	FGIG_11607
OG0005847	SBOV2_95550.1, SBOV2_95550.2	FGIG_11665
OG0005848	SBOV2_52570.3, SBOV2_52570.4, SBOV2_52570.1, SBOV2_52570.2	FGIG_11690
OG0005849	SBOV2_95610.1	FGIG_11737, FGIG_11694
OG0005850	SBOV2_32420.1, SBOV2_32420.2, SBOV2_32420.3	FGIG_11837
OG0005851	SBOV2_56060.1	FGIG_11938
OG0005852	SBOV2_37310.1	FGIG_12009
OG0005853	SBOV2_75460.1, SBOV2_75460.2	FGIG_12146
OG0005854	SBOV2_77740.1	FGIG_12243
OG0005855	SBOV2_30150.1, SBOV2_30130.1	FGIG_12326
OG0005856	SBOV2_85240.1, SBOV2_85240.2	FGIG_12519
OG0005857	SBOV2_66500.1, SBOV2_66500.2	FGIG_12552
OG0005892	SBOV2_30230.1, SBOV2_30230.2	FGIG_00016
OG0005894	SBOV2_11100.1, SBOV2_11100.2	FGIG_00072, FGIG_00071, FGIG_00073
OG0005895	SBOV2_92740.1	FGIG_00083, FGIG_00084
OG0005896	SBOV2_27030.1, SBOV2_27030.2	FGIG_00150
OG0005897	SBOV2_92570.1	FGIG_00169
OG0005898	SBOV2_42990.1, SBOV2_42990.2	FGIG_00171
OG0005899	SBOV2_92600.1	FGIG_00196
OG0005900	SBOV2_36240.1	FGIG_00203
OG0005901	SBOV2_59210.1	FGIG_00261
OG0005902	SBOV2_7740.1	FGIG_03471, FGIG_00276
OG0005903	SBOV2_5410.2, SBOV2_5410.3, SBOV2_5410.1	FGIG_00320
OG0005904	SBOV2_23220.1	FGIG_00382
OG0005905	SBOV2_67320.1	FGIG_00409
OG0005906	SBOV2_72950.1, SBOV2_72950.2, SBOV2_72950.3	FGIG_00439
OG0005907	SBOV2_26420.1, SBOV2_26420.2	FGIG_00533
OG0005909	SBOV2_14060.1	FGIG_00588
OG0005910	SBOV2_75360.1	FGIG_00668
OG0005911	SBOV2_94120.1	FGIG_00851
OG0005912	SBOV2_93900.1	FGIG_00858
OG0005913	SBOV2_89030.1	FGIG_00861
OG0005914	SBOV2_74980.1	FGIG_00865
OG0005915	SBOV2_8250.1, SBOV2_8250.2, SBOV2_8250.3	FGIG_00924
OG0005916	SBOV2_18210.1	FGIG_00939
OG0005917	SBOV2_64890.1, SBOV2_64890.2	FGIG_00972
OG0005918	SBOV2_34270.1	FGIG_00977
OG0005919	SBOV2_21840.1	FGIG_01102
OG0005920	SBOV2_2930.1	FGIG_01131
OG0005921	SBOV2_68870.1	FGIG_01358
OG0005922	SBOV2_21140.1	FGIG_01393
OG0005923	SBOV2_38320.1	FGIG_01438
OG0005924	SBOV2_16020.1	FGIG_01484, FGIG_01483
OG0005925	SBOV2_69740.1, SBOV2_96640.1, SBOV2_96770.1, SBOV2_96770.2, SBOV2_96770.3	FGIG_01502
OG0005926	SBOV2_61420.1, SBOV2_61420.2	FGIG_01509
OG0005927	SBOV2_41080.1	FGIG_01582, FGIG_01581
OG0005928	SBOV2_67980.1	FGIG_01620
OG0005929	SBOV2_61030.1	FGIG_01624
OG0005930	SBOV2_78840.1	FGIG_01705
OG0005931	SBOV2_72110.1	FGIG_01752, FGIG_01751
OG0005932	SBOV2_2230.1	FGIG_01801
OG0005933	SBOV2_25950.1, SBOV2_25950.2	FGIG_01890
OG0005934	SBOV2_19780.1	FGIG_01935
OG0005935	SBOV2_35540.1	FGIG_01960
OG0005936	SBOV2_60900.1	FGIG_02046
OG0005937	SBOV2_88820.1	FGIG_02059, FGIG_02058
OG0005938	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3	FGIG_02099
OG0005939	SBOV2_58990.1	FGIG_06014, FGIG_03841
OG0005940	SBOV2_40150.1	FGIG_02115
OG0005941	SBOV2_93360.1	FGIG_02142
OG0005942	SBOV2_82150.2, SBOV2_82150.3, SBOV2_82150.1	FGIG_02148
OG0005943	SBOV2_14480.1	FGIG_02239
OG0005944	SBOV2_59560.1	FGIG_02268
OG0005946	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3	FGIG_02359
OG0005947	SBOV2_13810.1, SBOV2_96310.1	FGIG_02408
OG0005948	SBOV2_32540.1	FGIG_02438
OG0005949	SBOV2_10080.1, SBOV2_10080.2	FGIG_02448
OG0005950	SBOV2_49340.1	FGIG_02460
OG0005951	SBOV2_6310.1	FGIG_02568
OG0005952	SBOV2_81650.1	FGIG_02611
OG0005953	SBOV2_68150.1	FGIG_02777
OG0005954	SBOV2_20020.1, SBOV2_20020.2	FGIG_02792, FGIG_02793
OG0005955	SBOV2_90320.1	FGIG_02795
OG0005956	SBOV2_37120.1	FGIG_02874
OG0005957	SBOV2_23570.1	FGIG_02923, FGIG_12620
OG0005958	SBOV2_73310.1	FGIG_02947
OG0005959	SBOV2_28530.1	FGIG_10953, FGIG_03057
OG0005960	SBOV2_84500.1	FGIG_03072
OG0005961	SBOV2_68080.1	FGIG_03134
OG0005962	SBOV2_91940.1	FGIG_03169
OG0005963	SBOV2_61950.1	FGIG_03185
OG0005964	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2	FGIG_03336
OG0005965	SBOV2_20210.1	FGIG_03377
OG0005966	SBOV2_86600.1	FGIG_03397
OG0005967	SBOV2_72160.1	FGIG_03402
OG0005968	SBOV2_13290.1, SBOV2_13290.3, SBOV2_13290.4, SBOV2_13290.2	FGIG_03422
OG0005969	SBOV2_42520.1	FGIG_03460
OG0005970	SBOV2_21290.1	FGIG_03509
OG0005971	SBOV2_25300.2, SBOV2_25300.1	FGIG_03517
OG0005972	SBOV2_51420.1	FGIG_03528
OG0005973	SBOV2_43560.1, SBOV2_43570.1	FGIG_03547
OG0005974	SBOV2_21620.1	FGIG_03599
OG0005975	SBOV2_70480.1	FGIG_03738
OG0005976	SBOV2_36860.1	FGIG_03761
OG0005977	SBOV2_53540.1, SBOV2_53540.2	FGIG_03775
OG0005978	SBOV2_85500.1	FGIG_03813
OG0005979	SBOV2_39440.1	FGIG_07288
OG0005980	SBOV2_55670.1	FGIG_03874
OG0005981	SBOV2_92150.1	FGIG_03938
OG0005982	SBOV2_64200.1	FGIG_04451, FGIG_03984
OG0005983	SBOV2_47900.1	FGIG_04068
OG0005984	SBOV2_65080.1	FGIG_04138
OG0005985	SBOV2_39560.1	FGIG_04144
OG0005986	SBOV2_20070.1	FGIG_04149
OG0005987	SBOV2_20080.1	FGIG_04150
OG0005988	SBOV2_94910.1	FGIG_04190
OG0005989	SBOV2_80650.1	FGIG_04194
OG0005990	SBOV2_55650.1, SBOV2_55650.2	FGIG_04223
OG0005991	SBOV2_51400.1	FGIG_04280, FGIG_04281
OG0005992	SBOV2_46610.1	FGIG_04441, FGIG_04442
OG0005993	SBOV2_76930.1, SBOV2_76930.2	FGIG_04467
OG0005994	SBOV2_51860.1	FGIG_04549
OG0005995	SBOV2_69910.1	FGIG_04658
OG0005996	SBOV2_18720.1	FGIG_04704
OG0005997	SBOV2_1060.1	FGIG_04767
OG0005998	SBOV2_47290.1	FGIG_04782
OG0005999	SBOV2_79130.1, SBOV2_79130.2	FGIG_04792
OG0006001	SBOV2_87010.1, SBOV2_87010.2, SBOV2_87010.3	FGIG_04923
OG0006002	SBOV2_53650.1	FGIG_04934
OG0006003	SBOV2_33160.1	FGIG_04947
OG0006004	SBOV2_49070.1	FGIG_05064
OG0006005	SBOV2_72300.1	FGIG_05077
OG0006006	SBOV2_45730.1	FGIG_05083
OG0006007	SBOV2_20260.1	FGIG_05106
OG0006008	SBOV2_70990.1	FGIG_05169
OG0006009	SBOV2_82050.1	FGIG_05208
OG0006010	SBOV2_81290.1	FGIG_05229
OG0006011	SBOV2_64610.1	FGIG_05267, FGIG_05266
OG0006012	SBOV2_65960.1	FGIG_05389
OG0006013	SBOV2_21350.1	FGIG_05439
OG0006014	SBOV2_73590.1	FGIG_05518
OG0006015	SBOV2_74150.1	FGIG_05536
OG0006016	SBOV2_78400.1	FGIG_05545
OG0006017	SBOV2_78420.1, SBOV2_78420.2, SBOV2_78420.3	FGIG_05546
OG0006018	SBOV2_89000.1, SBOV2_89000.2	FGIG_05580
OG0006019	SBOV2_84450.1	FGIG_05585
OG0006020	SBOV2_20500.1	FGIG_05785
OG0006021	SBOV2_75200.1, SBOV2_75200.2, SBOV2_75200.3	FGIG_05799
OG0006022	SBOV2_61550.1	FGIG_05880
OG0006023	SBOV2_17930.1, SBOV2_17930.2	FGIG_05909
OG0006024	SBOV2_46400.1	FGIG_05917
OG0006025	SBOV2_14550.1	FGIG_05927
OG0006026	SBOV2_1180.1	FGIG_05938
OG0006027	SBOV2_24160.1	FGIG_05950
OG0006028	SBOV2_48840.1	FGIG_05989
OG0006029	SBOV2_55450.1	FGIG_06002
OG0006030	SBOV2_33250.1	FGIG_06162
OG0006031	SBOV2_18640.1	FGIG_06250
OG0006032	SBOV2_9990.1	FGIG_06304, FGIG_06303
OG0006033	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2	FGIG_06351
OG0006034	SBOV2_42740.1	FGIG_06449
OG0006035	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3	FGIG_06455
OG0006036	SBOV2_82340.1	FGIG_06523
OG0006037	SBOV2_83450.1	FGIG_06532
OG0006038	SBOV2_42690.1	FGIG_06567
OG0006039	SBOV2_54590.1	FGIG_06568
OG0006040	SBOV2_56780.1	FGIG_06651
OG0006041	SBOV2_39340.1	FGIG_06792
OG0006042	SBOV2_36180.1	FGIG_06799
OG0006043	SBOV2_17710.1	FGIG_06821
OG0006044	SBOV2_68420.1	FGIG_06839, FGIG_09285
OG0006045	SBOV2_31530.1	FGIG_06858
OG0006046	SBOV2_12780.1	FGIG_06859
OG0006047	SBOV2_34160.2, SBOV2_34160.1	FGIG_06862
OG0006048	SBOV2_7350.1	FGIG_06901
OG0006049	SBOV2_27260.1	FGIG_06934
OG0006050	SBOV2_61020.1	FGIG_06979
OG0006051	SBOV2_7040.1	FGIG_07294
OG0006052	SBOV2_72020.1, SBOV2_72010.1	FGIG_07314, FGIG_08950
OG0006053	SBOV2_67150.3, SBOV2_67150.2, SBOV2_67150.1	FGIG_07403
OG0006054	SBOV2_63320.1	FGIG_07424
OG0006055	SBOV2_4710.1	FGIG_07555, FGIG_12414
OG0006056	SBOV2_14630.1, SBOV2_14630.2	FGIG_07596
OG0006057	SBOV2_37010.1	FGIG_07603
OG0006058	SBOV2_17320.1	FGIG_07629
